##NAME|SUBNAME|TELNUM|ADDR|NEWADDR|OT|OFFDATE|SUBSTORE@@롯데마트
롯데마트|송천점|063-219-2500|전북 전주시 덕진구 송천동1가 281-1|전북 전주시 덕진구 송천중앙로 82 |10:00~23:00|매월 둘째, 넷째주 일요일 (  06/09, 06/23 )|하이마트;문화센터;풀향기(한식);롯데리아;JCB(아동의류),댑코리아(이너웨어),델시코리아(캐리어),디어베이비(유아의류),라티움(여성의류),레드페이스(등산의류),루파프(지갑/벨트),리트머스(여성의류),마운티아(등산의류),모노블랙(아동의류),모이몰론(유아의류),미센스(여성의류),브랑누아(구두),수비비안(이너웨어),씨저스(남성의류),알퐁소(유아의류),에꼴리에(아동의류),에녹(여성의류),에스콰이아(잡화),엔플러스키즈(아동의류),오스틴리드(남성의류),임페리얼/로베르타(스포츠의류),체이스컬트(캐쥬얼의류),티뷰(여성의류),피가로(스포츠의류),해피랜드(유아의류);더샘(화장품),더페이스샵(화장품),비욘드(화장품),아모레화장품,엘지화장품;네일#;정직한종로약국;세차하는사람들;오토오아시스
롯데마트|전주점|063-249-2500|전북 전주시 완산구 효자동2가 1234-3|전북 전주시 완산구 우전로 240 |10:00~23:00|매월 둘째, 넷째주 일요일 (  06/09, 06/23 )|하이마트;토이저러스;문화센터;롯데리아;NFL(아동의류),댑(DAB)(이너웨어),더시크엠(잡화),라티움(여성의류),런던포그(남성의류),리트머스(캐쥬얼의류),모노블랙(아동의류),미센스(여성의류),바니플랫(슈즈),브랑누아(구두/지갑/벨트),수스(여성의류),수비비안(이너웨어),알로앤루(유아의류),에꼴리에(아동의류),에드윈(캐쥬얼의류),워츠팍(시계판매수리),제임스딘(이너웨어),클라이머홀릭(아웃도어),트레몰로(남섬의류),파크랜드(남성의류),프로월드컵(스포츠브랜드),해피랜드(매장철수);네이처리퍼블릭,더페이샵,비욘드,스킨푸드,아모레,엘지생활건강,이니스프리,토니모리;네일존;이철헤어커커;코코스킨케어;친절한종로약국
롯데마트|정읍점|063-570-2500|전북 정읍시 농소동 446-1|전북 정읍시 벚꽃로 85 |10:00~23:00|매월 둘째, 넷째주 일요일 (  06/09, 06/23 )|하이마트(종합가전매장);리틀긴자,풀향기,향백;준비중;투스카로라,피가로,트레몰로,씨저스,브랑누아,엘레강스,더페이스샵,아모레화장품,잇츠스킨,LG화장품,리트머스,체이스컬트,에드윈,더이스트샵,마담의류,미센스,트윈키즈,리틀밥독,JCB,오션스카이,디어베이비,이야이야오,제임스딘,수비비안;쿨펫동물병원;세차하는사람들;플레이타임;도와드리겠습니다.;물품보관함;도와드리겠습니다.
롯데마트|남원점|063-620-2500|전북 남원시 향교동 2-6|전북 남원시 향교동 춘향로 96|10:00~23:00|매월 둘째, 넷째주 일요일 (  06/09, 06/23 )|하이마트(가전제품);들풀(한식);스테프핫도그;BTR골프웨어,더시크엠(잡화토탈),더이스트샵(여성의류),디컬렉션(여성의류),런던포그(남성의류),리틀밥독(아동의류),마담컬렉션,수비비안(언더웨어),수스(여성의류),씨저스(남성의류),인터크루(캐주얼의류),일루프(아동의류),제임스딘(언더웨어),체이스컬트,콜핑(등산의류),티뷰(여성의류),패션잡화,프로월드컵(스포츠의류);더페이스샵,아모레,잇츠스킨;이가자헤어비스;서울경희한의원;세차하는사람들;GS엔비즈;안경매니저
롯데마트|상무점|062-602-2500|광주 서구 치평동 1239|광주 서구 시청로 40 |10:00~23:00|매월 둘째, 넷째주 일요일 (  06/09, 06/23 )|하이마트;문화센터;서태후,전주비빔밥,후지야;롯데리아;이디아커피;거화스포츠(아놀드파마),데스틸,디어베이비,라티움,런던포그,레드페이스,리틀밥독,마담의류,마리끌레르,모이몰른,바니플랫,브랑누아,쁘띠앙팡,소이,수비비안,수스,씨저스,아가타,아날도바시니,에꼴리에,엘레강스,영에이지,오스틴리드((주)파크랜드),이너센스,잼플라워,제임스딘,체이스컬트,컬러풀,탈렌트키즈,트레몰로,트윈키즈,피에르가르뎅;LG화장품,네이처리퍼블릭,더샘,더페이스샵,미샤,비욘드,아모레화장품,이니스프리,토니모리;세종미용실;풋샵;쿨펫
롯데마트|수완점|062-975-2500|광주 광산구 장덕동 1678|광주 광산구 장신로 98-0 |10:00~23:00|매월 둘째, 넷째주 일요일 (  06/09, 06/23 )|전자제품;서비스데스크;문화센터;롯데리아;투썸플레이스;니콜밀러,디어베이비,로또스포츠,리틀밥독,모노블랙(아동의류),모이몰른,쁘띠앙팡(아동의류),소보제화,아식스,알로앤루(아동의류),알퐁소(아동의류),애플핑크,야나기(아동의류),에꼴리에,유니클로,임페리얼(골프의류),제임스딘,콜핑,토토헤로스(아동의류),트윈키즈,페리미츠(아동의류),포레즈(아동의류),프리미에팜,플레이키즈프로,해피팬드,휠라티바(언더웨어);LG화장품,네이쳐리퍼블릭,더페이스샵,비욘드,스킨푸드,아모레,이니스프리,토니모리;네일샵;박승철헤어;미플
롯데마트|월드컵점|062-610-2500|광주 서구 풍암동 423-2번지 월드컵경기장 內|광주 서구 금화로 240 월드컵경기장 內|10:00~23:00|매월 둘째, 넷째주 일요일 (  06/09, 06/23 )|하이마트;토이저러스;문화센터;놀부부대찌개;롯데리아;더벤티,오가다;던킨도넛;댑,디어베이비,디자인스킨,레드페이스,리틀밥독,리틀뱅뱅,모노블랙,모수,모이몰론,바니플랫,소보제화,수비비안,아놀드파마(수영복),아메리칸투어리스트,알퐁소,에꼴리에,제임스딘,컬리수,코스모폴리턴,프리미에팜,플레이키즈,해피랜드;LG화장품,네이처리퍼블릭,더샘,더페이스샵,라티움,비욘드,스킨푸드,아모레,이니스프리,조성아뷰티;네일샵
롯데마트|첨단점|062-962-2500|광주 광산구 쌍암동 694-3|광주 광산구 첨단강변로99번길 22 |10:00~23:00|매월 둘째, 넷째주 일요일 (  06/09, 06/23 )|하이마트;문화센터;성미당;롯데리아;던킨도넛;D컬렉션,겟유즈드,네오팜스프링,데스틸,디어베이비,디키즈,르카프,리틀밥독,마르끌레르,마운티아,모노블랙,바니플랫,브랑누아(구두),슈마커,시계,씨저스,아디다스,아메리칸투어리스터,아식스,야나기,에꼴리에,엘레강스(피혁),엘칸토(구두),유니크,좋은사람들,체이스컬트,클라이드,트윈키즈,티뷰,폴햄,피가로스포츠,필모아,해피랜드,휠라티바;네이처리퍼블릭,더페이스샾,더샘,스킨푸드,아모레,이니스프리,토니모리;세종미용실;약국;세차장
롯데마트|나주점|061-339-3200|전남 나주시 송월동 1106-7|전남 나주시 내동길 15(송월동) |10:00~23:00|매월 둘째, 넷째주 일요일 (  06/09, 06/23 )|레드페이스,유니크에디션,티뷰;LG화장품,네이처리퍼블릭,비욘드;펠리아;블링블링스팀세차;시호비전;후지필름;보네스뻬;도와드리겠습니다;물품보관소;유모차대여소
롯데마트|목포점|061-280-2500|전남 목포시 상동 1134|전남 목포시 원형서로 15 |10:00~23:00|매월 둘째, 넷째주 일요일 (  06/09, 06/23 )|가전제품;문화센터;롯데리아;퀴즈노스;ab플러스,니꼴밀러,데스틸,로또,마운티아,모아베이비,미센스,브랑누아,소이,수비비안,슈마커,씨저스,아가방,아날도바시니,아놀드파마(수영복),아식스,알퐁소,에꼴리에,에드윈,엘레강스,오스틴리드,체이스컬트,토토헤로스,패스타임,필모아,해피엔코,휠라티바;더페이스샵,스킨푸드,아모레,오늘샾,이니스프리,토니모리,현인;세차하는사람들;GS넥스테이션;안경매니져;드라이하우스
롯데마트|여수점|061-640-2500|전남 여수시 국동 37-100|전남 여수시 국포1로 36 36 롯데마트|10:00~23:00|매월 둘째, 넷째주 일요일 (  06/09, 06/23 )|가전제품,핸드폰;강산면옥,기소야,롯데리아롯데마트여수점,예당,짜이루;던킨도너츠;ab.plus,댑,더시크엠,더이스트샵,데스틸,디어베이비,라티움,로또,리앤제이,리틀밥독,마운티아,바니플랫슈즈,브랑누아,수비비안,수스,씨저스,아날도바시니,아식스,엔플러스키즈,엘레강스,엘칸토,예쎄,오스틴리드,일루프,제임스딘,체이스컬트,콜핑,크로커다일레이디,트레몰러,티뷰,페리미츠,필모아;LG화장품,네이쳐리퍼블릭,더페이스샵,미샤,비욘드,아모레퍼시픽,엔프라니,이니스프리,잇츠스킨;리안헤어(롯데마트여수점);미플;쿨펫동물병원여수점;미소준치과;세차하는사람들
롯데마트|여천점|061-650-2500|전남 여수시 선원동 1268-2|전남 여수시 무선로 187 |10:00~23:00|매월 둘째, 넷째주 일요일 (  06/09, 06/23 )|가전제품(A/S,판매);감탄떡볶이,풍족만족;롯데리아;JCB,UGIZ,ab.plus,디어베이비,르까프,모이몰른,브랑누아/더시크엠,수비비안,수비,씨저스,예쎄,제임스딘,체이스컬트,콜핑,투스카로라,파크랜드,프로스펙스,피가로스포츠;LG화장품,네이처리퍼블릭,더샘,비욘드,이니스프리,태평양(아모레);네일뷰;리안헤어샵;세차하는사람들;블럭버스;롯데JTB
롯데마트|남악점|061-740-2500|전남 무안군 삼향읍 남악리 2622 |전남 무안군 삼향읍 남악로162번길 80|10:00~23:00|매월 둘째, 넷째주 일요일 (  06/09, 06/23 )|오가다;던킨도너츠;상상블럭;유아전문서점아람북스;신한은행ATM;시계A/S전문워치파크,후후/야키텐/제일분식가
롯데마트|울산점|052-228-2500|울산 남구 달동 830-1번지|울산 남구 삼산로 74 |10:00~23:00|매월 둘째 수요일, 넷째주 일요일(6/12,6/23)|가전전문매장;문화센터;두끼,멘무샤,북촌손만두;꽃마름;롯데리아,치즈앤도우;엔제리너스;BTR골프,레드페이스,리즈,마리끌레르,마코,모이몰른,미센스,브랑누아,수비비안,씨저스,아디다스,아메리칸투어리스트,오스틴리드,워치파크,유닉에디션,일루프,제임스딘,젬크레인,트레몰로,티뷰,해피랜드,허쉬파피;네이처리퍼블릭,더샘,더페이스샵,미샤,아모레,엘지화장품,이니스프리,토니모리;까사미아;박승철헤어
롯데마트|진장점|052-240-2500|울산광역시 북구 진장동 283-1|울산 북구 진장유통로 64 |10:00~23:00|매월 두번째 수요일, 네번째 일요일|하이마트;완구;문화센터;리틀히어로;기소야,롯데리아,명인만두,올리브;플라잉닥터;엔제리너스;D컬렉션,JCB,N+(엔플러스),TheEastshop,더시크엠,디어베이비,레드페이스,르까프,리틀밥독,마리끌레르,마운티아,모노블랙,모이몰론,미센스,브랑누아,셔츠스튜디오,소이,수스,씨저스,아날드바시니,아식스,어메리칸투어리스터,에꼴리에,에녹,예쎄,오렌지펙토리,제임스딘,콜핑,크로커다일,탑텐,토토해로스,투스카로라,트레몰로,페리미츠(아동내의),프로스펙스,프리미엠팜,해피베이비,허시파피,휠라티바;SD.Q(준보석),it'sskin,네이처리퍼블릭,더페이스,리즈(액세서리),비욘드,스킨푸드,아모레(종합화장품),엘지(종합화장품),이니스프리,토니모리;카사미아
롯데마트|금정점|051-580-7700|부산 금정구 부곡동 223-1|부산 금정구 중앙대로 1731 |10:00~23:00|매월 둘째, 넷째주 일요일 (  06/09, 06/23 )|가전제품판매;문화센터;던킨도넛;PAT,레드페이스,뱅뱅,엘칸토(구두),제임스딘,콜핑,트레몰로;BEYOND,LG화장품,네이처리퍼블릭,더페이스샵,미샤,아모레,이니스프리;반디하우스;이가자헤어비스;미플;쿨펫동물병원;뉴올리브약국
롯데마트|동래점|051-668-2500|부산 동래구 온천동 502-3|부산 동래구 중앙대로 1393 |10:00~23:00|매월 둘째, 넷째주 일요일 (  06/09, 06/23 )|하이마트;토이저러스;푸드코트;롯데리아;제임스딘,휠라티바;LG화장품,네이처리퍼블릭,더페이스샵,비욘드,스킨푸드,아모레,이니스프리,잇츠스킨;21세기약국;시호비전;스피드;크린토피아
롯데마트|사상점|051-329-2500|부산 사상구 엄궁동 690|부산 사상구 낙동대로 733 |10:00~23:00|매월 둘째, 넷째주 일요일 (  06/09, 06/23 )|사상롯데마트하이마트;VRICS;문화센터;챔피언;뮬란,아리가또맘마,올리브;롯데리아;EDIYA;ABC마트,JDX골프웨어,ab.plus,니콜밀러,더이스트샵,디어베이비,레드페이스,로또,르까프,리틀밥독,리틀플레이스,마운티아,미센스,브랑누아,비티알(BTR),수비비안,수스,아디다스,아메리칸투어리스트,에꼴리에,에드윈,에이앤에이치컨셉샵,엠할리데이,예쎄,워츠팍(시계판매및수리전문),위시키즈,유니클로,인터크루,제임스딘,체이스컬트,케이스위스,탈렌트키즈,탑텐,토토헤로스,투스카로라,트레몰로,티뷰,파크랜드팩토리아울렛,팜스피링,패스타임,페리미츠,프로월드컵,프로스펙스,허쉬퍼피,휠라티바;LG화장품,네이처리퍼블릭,더페이스샵,미샤,비욘드,아모레퍼시픽,마몽드,이니스프리,토니모리;씨네일
롯데마트|사하점|051-603-2500|부산 사하구 장림동 1033-2|부산 사하구 을숙도대로 610 |10:00~23:00|매월 둘째, 넷째주 일요일 (  06/09, 06/23 )|하이마트;문화센터;짬뽕타임;롯데리아;로얄프린세스;ab.plus,런던포그(남성의류),레드페이스(등산),로또스포츠,브랑누아,셔츠스튜디오,수비비안,애플핑크,에꼴리에,예쎄,오스틴리드(파크랜드),토토헤로스,트레몰로(남성의류),트윈키즈,패스타임,휠라티바;더페이스샾,아모레,이니스프리,토니모리;이가자헤어비스;쿨펫동물병원;카페카클린
롯데마트|부산점|051-608-2500|부산 부산진구 부암동 257번지|부산 부산진구 신천대로 241 |10:00~23:00|매월 둘째, 넷째주 일요일 (  06/09, 06/23 )|하이마트(가전);토이저러스;문화센터;챔피온;미향,생생돈까스;롯데리아,회오리감자;엔젤리너스;던킨도넛;T.view,디어베이비,레드페이스,리즈(액세서리),리틀밥독,모이모이깜피,모이몰른,쁘띠앙팡,세정트레몰로,수비비안(언더웨어),아놀드파마(수영복),알로앤루,언더웨어,잡화,오션스카이/체이스컬트주니어,유/아동의류,신발,잡화,컬리수,탈렌트키즈,투스카로라(아웃도어),트윈키즈,트윈키즈365,프리미에팜,해피랜드,휠라티바(언더웨어);LG화장품(이자녹스,수려한),네이쳐리퍼블릭,더페이스샵,비욘드,아모레,이니스프리
롯데마트|화명점|051-604-2500|부산 북구 화명3동 2273번지|부산 북구 화명대로 47 롯데마트|10:00~23:00|매월 둘째, 넷째주 일요일 (  06/09, 06/23 )|하이마트,하이마트모바일;롯데리아;해리스;K-SWISS,금강제니아,더시크엠(잡화),라티움,런던포그(남성정장),레드페이스,로또스포츠,리즈,리틀밥독(아동),마운티아,미센스(의류),브랑누아,수비비안(언더웨어),슈마커,씨저스(남성),아레나수영복,알퐁소(유아),엘칸토,예쎄(의류),워치팍(시계판매/수리),유니클로,조이앤마리오(패션슈즈),토토헤로스,트레몰로,패스타임,프로스펙스,해피랜드(유아),휠라티바(언더웨어);LG화장품,더페이스샵,비욘드,아모레퍼시픽,잇츠스킨,토니모리;C-네일;새봄약국;세차;GS칼텍스경정비센타;스피드(열쇠)
롯데마트|광복점|051-441-2500|부산 중구 중앙동7가 20-1번지|부산시 중구 중앙대로2 |10:30~23:00|매월 둘째, 넷째주 일요일 (  06/09, 06/23 )|가전전문점;토이저러스;Foodempire(남산왕돈까스),Foodempire(손수-한식),Foodempire(케세이호-중식);바이킹스-메종,카페더메드;맘스터치;공차-버블티,글루;디클렉션,리틀밥독(유아동복),모이몰론(유아동복),아메리칸투어리스트(가방),애플핑크(유아동복),야나기(유아동복),탤런트키즈슈즈,트윈키즈365;LG화장품,네이처리퍼블릭,더쌤,더페이스샵,마리끌레르,비욘드,아모레퍼시픽,잇츠스킨;네일샵;약국
롯데마트|동부산점|051-922-2500|부산 기장군 기장읍 당사리 64번지|부산 기장군 기장읍 기장해안로 147번지|10:00~22:00|매월 둘째, 넷째주 일요일 (  06/09, 06/23 )|가전;네이처리퍼블릭,더페이스샵,이니스프리,잇츠스킨,토니모리;빠무;고객안내;감탄(분식);다이소
롯데마트|제주점|064-798-2500|제주 제주시 노형동 708|제주 제주시 연북로 1 |10:00~23:00|둘째 금요일, 넷째 토요일 (  06/14, 06/22 )|하이마트;토이저러스;리틀팝;애슐리;라뻬커피숍;AB.PLUS,꼼빠니아,더이스트샵,디어베이비,레드페이스,로또,리트머스,리틀밥독,마운티아,모노블랙,미센스,뱅뱅,브랑누아,수비비안,수스,씨저스,아놀드바시니,아메리칸투어리스트,아식스,알퐁소,애녹,야나기,어바니썸,에꼴리에,에드윈,에스콰이아,엘레강스,엘칸토,오스틴리드,유니클로,임페리얼,제임스딘,체이스컬트,클라이드n,투스카로라,트레몰로,티움,해피랜드;네이쳐리퍼블릭,더샘,더페이스샵,미샤,비욘드,아모레,엘지화장품,이니스프리,토니모리;네일죤;FELIA;스피드서비스
VIC마켓|VIC금천점|02-809-2500|서울 금천구 독산동 295-10|서울 금천구 두산로 71 |10:00~22:00|매월 둘째, 넷째주 일요일 (  06/09, 06/23 )|롯데하이마트;플레이타임;이가자헤어비스;쿨펫;행복한약국;연세이안치과;크린테크세차장;오토오아시트;하브디자인;똑똑블럭
VIC마켓|VIC도봉점|02-2289-2500|서울 도봉구 방학동 717-6|서울 도봉구 마들로 645|10:00~22:00|매월 둘째, 넷째주 일요일 (  06/09, 06/23 )|하이마트;키즈카페;곽만근갈비탕,북촌손만두,자연한그릇(채선당),홍짜장;롯데리아;스무디킹;박승철헤어샵;쿨펫동물병원;오약국;웰소아과,웰치과;크린모어(세차장)
VIC마켓|VIC영등포점|02-2165-2500|서울 영등포구 영등포동8가 62-1|서울 영등포구 영중로 125-0 |10:00~22:00|매월 둘째, 넷째주 일요일 (  06/09, 06/23 )|하이마트(가전);문화센터;플레이타임;피자코트;궁채(한식)/멘타로(일식),바이킹스워프(사전예약필수),홍대쌀국수;엔제리너스;패션잡화;준오헤어;스카이안경;블럭조이
VIC마켓|VIC신영통점|031-695-2500|경기 화성시 반월동 123-5|경기 화성시 삼성1로 333 |10:00~22:00|매월 둘째, 넷째주 일요일 (  06/09, 06/23 )|가전;라브리지신영통점;쿨펫동물병원;치과;오토오아시스;시호비전;전국열쇠공사;롯데JTB;멤버십센터;전기차고속충전기(3대)
VIC마켓|VIC킨텍스점|031-388-2500|경기 고양시 일산서구 대화동 1050-171번지|경기도 고양시 일산서구 주엽로 79|10:00~22:00|매월 둘째, 넷째주 수요일 (  06/12, 06/26 )|롯데하이마트;토이저러스;애플블럭;식객촌,피자코트;롯데리아;앤젤리너스,카페더메드;나인도츠(스포츠멀티샵),모이몰론,앤플러스,야나기,트윈키즈365;루미가넷네일존;위즈펫;클린조이(주)
토이저러스|구로점|02-2629-2700|서울특별시 구로구 구로동 636-89|서울특별시 구로구 경인로 482|10:00~23:00|매월 둘째, 넷째주 일요일 (  06/09, 06/23 )|
토이저러스|김포공항점|02-6116-1600|서울 강서구 방화동 886|서울시 강서구 하늘길 38|10:00~23:00|매월 둘째, 넷째주 일요일 (  06/09, 06/23 )|
토이저러스|잠실점|02-411-8200|서울 송파구 잠실동 40-1|서울 송파구 올림픽로 240 롯데마트 잠실점|10:00~22:00|연중무휴|
토이저러스|중계점|02-2092-2649|서울 노원구 중계동 361|서울 노원구 노원로 330 |10:00~23:00|마트 정기휴무일인 둘째/넷째주 일요일은 11:00 ~21:00|
토이저러스|청량리점|02-3706-4911|서울 동대문구 전농동 591-53|서울 동대문구 왕산로 214 |10:00~23:00|매월 둘째, 넷째주 일요일 (  06/09, 06/23 )|
토이저러스|은평점|02-2097-2600|서울 은평구 진관동 79-15|서울 은평구 진관동 79-15|10:00~23:00|연중무휴|
토이저러스|계양점|032-550-2575|인천 계양구 계산동 1059-1|인천 계양구 장제로 822 |10:00~23:00|매월 둘째, 넷째주 일요일 (  06/09, 06/23 )|
토이저러스|삼산점|032-363-2700|인천 부평구 삼산동 465-1|인천 부평구 길주로 623-0 |10:00~23:00|매월 둘째, 넷째주 일요일 (  06/09, 06/23 )|
토이저러스|청라점|032-590-2500|인천 서구 경서동 958-1|인천 서구 청라 커넬로 252|10:00~23:00|매월 둘째, 넷째주 일요일 (  06/09, 06/23 )|
토이저러스|송도점|032-222-2500|인천 연수구 송도동 6-11|인천 연수구 송도동 6-11|10:00~23:00|매월 둘째, 넷째주 일요일 (  06/09, 06/23 )|
토이저러스|구리점|031-569-2700|경기 구리시 인창동 430|경기 구리시 동구릉로136번길 37 |10:00~23:00|매월 둘째, 넷째주 수요일 (  06/12, 06/26 )|
토이저러스|권선점|031-229-7763|경기 수원시 권선구 권선동 1296-5|경기 수원시 권선구 동수원로 232 |10:00~22:00|매월 둘째, 넷째주 일요일 (  06/09, 06/23 )|
토이저러스|수지점|031-266-2500|경기 용인시 기흥구 보정동 266-4번지|경기 용인시 기흥구 진산로 116 |10:00~23:00|매월 둘째, 넷째주 일요일 (  06/09, 06/23 )|
토이저러스|안산점|031-412-8881|경기 안산시 상록구 성포동 590|경기 안산시 상록구 충장로 427 |10:00~23:00|6월 10일(월), 6월 23일(일)|
토이저러스|김포한강점|031-8049-2500|경기 김포시 장기동 2031|경기 김포시 김포한강2로 41-0 장기동. e편한세상 캐널시티|10:00~23:00|매월 둘째, 넷째주 수요일 (  06/12, 06/26 )|
토이저러스|영통점|031-290-4007|경기 수원시 영통구 영통동 960-1|경기 수원시 영통구 봉영로 1579 |10:00~23:00|매월 둘째, 넷째주 일요일 (  06/09, 06/23 )|
토이저러스|VIC킨텍스점|031-8071-8350|경기 고양시 일산서구 대화동 1050-171번지|경기도 고양시 일산서구 주엽로 79|10:00~22:00|연중무휴|
토이저러스|수원점|031-8066-2106|경기 수원시 권선구 서둔동 296-77번지|경기도 수원시 권선구 세화로 134(서둔동)|10:00~23:00|매월 둘째, 넷째주 일요일|
토이저러스|광교점|031-228-1700|경기도 수원시 영통구 이의동 1332|경기 수원시 영통구 센트럴타운로 85-0 |10:00~23:00|매월 둘째, 넷째주 일요일 (  06/09, 06/23 )|
토이저러스|창원중앙점|055-240-2701|경남 창원시 성산구 중앙동 92|경남 창원시 성산구 중앙대로 123 |10:00~23:00|매월 둘째, 넷째주 일요일 (  06/09, 06/23 )|
토이저러스|김해점|055-340-2900|경상남도 김해시 부원동 부원역세권지구 A-1 (부원동 959)|경상남도 김해시 김해대로 2330 (부원동)|10:00~23:00|매월 둘째, 넷째주 일요일 (  06/09, 06/23 )|
토이저러스|양덕점|055-259-2850|경남 창원시 마산회원구 양덕동 222-3번지|경상남도 창원시 마산회원구 삼호로 80|10:00~23:00|매월 둘째, 넷째주 일요일 (  06/09, 06/23 )|
토이저러스|천안아산점|041-539-8900|충남 아산시 배방읍 장재리 13-1|충남 아산시 배방읍 광장로 210 |11:00~22:00|연중무휴|
토이저러스|대덕점|042-930-2600|대전 유성구 관평동 887|대전 유성구 테크노중앙로 14 |10:00~23:00|매월 둘째, 넷째주 일요일 (  06/09, 06/23 )|
토이저러스|서청주점|043-254-2500|충북 청주시 흥덕구 비하동 332-1|충북 청주시 흥덕구 비하동 332-1|10:30~23:00|매월 둘째, 넷째주 일요일 (  06/09, 06/23 )|
토이저러스|구미점|054-440-2423|경북 구미시 신평동 465|경북 구미시 구미대로22길 11-0 |10:00~23:00|매월 둘째, 넷째주 수요일 (  06/12, 06/26 )|
토이저러스|대구율하점|053-607-2700|대구 동구 율하동 1117|대구 동구 안심로 80 |11:00~22:00|연중무휴|
토이저러스|전주점|063-249-2560|전북 전주시 완산구 효자동2가 1234-3|전북 전주시 완산구 우전로 240 |10:00~23:00|매월 둘째, 넷째주 일요일 (  06/09, 06/23 )|
토이저러스|수완점|062-975-2700|광주 광산구 장덕동 1678|광주 광산구 장신로 98-0 |11:00~22:00|연중무휴|
토이저러스|진장점|052-240-2550|울산광역시 북구 진장동 283-1|울산 북구 진장유통로 64 |10:00~23:00|매월 둘째 수요일, 넷째 일요일 (3/14,3/25)|
토이저러스|동래점|051-668-2700|부산 동래구 온천동 502-3|부산 동래구 중앙대로 1393 |10:00~22:00|매월 둘째, 넷째주 일요일 (  06/09, 06/23 )|
토이저러스|사상점|051-329-2500|부산 사상구 엄궁동 690|부산 사상구 낙동대로 733 |10:00~23:00|매월 둘째, 넷째주 일요일 (  06/09, 06/23 )|
토이저러스|부산점|051-608-2600|부산 부산진구 부암동 257번지|부산 부산진구 신천대로 241 |10:00~23:00|매월 둘째, 넷째주 일요일 (  06/09, 06/23 )|
토이저러스|광복점|051-250-2600|부산 중구 중앙동7가 20-1번지|부산시 중구 중앙대로2 |10:30~23:00|매월 둘째, 넷째주 일요일 (  06/09, 06/23 )|
토이저러스|제주점|064-798-2600|제주 제주시 노형동 708|제주 제주시 연북로 1 |10:00~22:00|10/4(추석당일), 10/28(토요일)|
롯데문화센터|구로점|02-2639-2599|서울특별시 구로구 구로동 636-89|서울특별시 구로구 경인로 482|10:00~18:00||
롯데문화센터|송파점|02-2006-7800|서울 송파구 문정동 150-2|서울 송파구 중대로 80 |10:00~19:30||
롯데문화센터|VIC영등포점|02-2165-2500|서울 영등포구 영등포동8가 62-1|서울 영등포구 영중로 125-0 |10:00~22:00||
롯데문화센터|중계점|02-2092-2590|서울 노원구 중계동 361|서울 노원구 노원로 330 |10:00~19:00||
롯데문화센터|은평점|02-2097-2590|서울 은평구 진관동 79-15|서울 은평구 진관동 79-15|10:00~18:00||
롯데문화센터|검단점|032-560-2590|인천 서구 마전동 626-7|인천 서구 원당대로 581 581|10:00~19:30||
롯데문화센터|부평점|032-509-2590|인천 부평구 산곡동 159-52|인천 부평구 마장로 296 159-52|10:00~19:30||
롯데문화센터|삼산점|032-363-2590|인천 부평구 삼산동 465-1|인천 부평구 길주로 623-0 |10:00~19:30||
롯데문화센터|영종도점|032-745-3590|인천 중구 운서동 2803-2|인천 중구 흰바위로 51 롯데마트 영종도점|10:00~22:00||
롯데문화센터|고양점|031-930-7003|경기 고양시 덕양구 행신3동 941|경기 고양시 덕양구 충장로 150 |10:00~19:00||
롯데문화센터|구리점|031-550-9800|경기 구리시 인창동 430|경기 구리시 동구릉로136번길 37 |10:00~19:00||
롯데문화센터|권선점|031-229-7703|경기 수원시 권선구 권선동 1296-5|경기 수원시 권선구 동수원로 232 |10:00~19:00||
롯데문화센터|동두천점|031-830-2590|경기 동두천시 송내동 551|경기 동두천시 평화로 2169번길 21 (송내동)|10:00~18:00||
롯데문화센터|수지점|031-270-3006|경기 용인시 기흥구 보정동 266-4번지|경기 용인시 기흥구 진산로 116 |10:00~19:00||
롯데문화센터|안산점|031-412-8756|경기 안산시 상록구 성포동 590|경기 안산시 상록구 충장로 427 |10:00~19:00||
롯데문화센터|안성점|031-659-9290|경기 안성시 공도읍 양기리 306|경기 안성시 공도읍 서동대로 4478 |10:00~19:00||
롯데문화센터|오산점|031-371-2590|경기 오산시 오산동 868|경기 오산시 경기대로 271-0 |10:00~19:00||
롯데문화센터|의정부점|031-850-2536|경기 의정부시 용현동 527-1|경기 의정부시 산단로76번길 116-0 롯데마트|10:00~19:30||
롯데문화센터|김포한강점|031-8049-2500|경기 김포시 장기동 2031|경기 김포시 김포한강2로 41-0 장기동. e편한세상 캐널시티|10:00~23:00||
롯데문화센터|주엽점|031-910-3490|경기 고양시 일산서구 주엽1동 15|경기 고양시 일산서구 중앙로 1496 |10:00~18:00||
롯데문화센터|평택점|031-8053-2590|경기 평택시 합정동 968-1|경기 평택시 평택5로 30 롯데마트 평택점|10:00~19:00||
롯데문화센터|광교점|031-228-1777|경기도 수원시 영통구 이의동 1332|경기 수원시 영통구 센트럴타운로 85-0 |10:00~18:00||
롯데문화센터|춘천점|033-240-2590|강원 춘천시 온의동 6-25|강원 춘천시 방송길 84 |10:00~18:00||
롯데문화센터|석사점|033-260-7716|강원 춘천시 석사동 27|강원 춘천시 세실로 108 |10:00~19:00||
롯데문화센터|장유점|055-330-0506|경남 김해시 장유면 대청리 300|경남 김해시 장유면 번화1로56번길 15 |10:00~22:00||
롯데문화센터|진해점|055-540-7078|경남 창원시 진해구 석동 543-5|경남 창원시 진해구 진해대로 762 |10:00~20:00||
