##NAME|SUBNAME|TEL|NEWADDR|FEAT
이삭토스트|목포마리아회고점|061-274-7233|전남 목포시 용당동 1199-1 종원골드하이츠상가 1호(양을로 224)|
이삭토스트|목포연산점|061-273-0011|전남 목포시 원산중앙로 72-1 (산정동)|
이삭토스트|목포덕고점|061-243-4081|전남 목포시 죽교동 580-405 (북항로 97)|
이삭토스트|무안전남도청점|061-285-0961|전남 무안군 삼향읍 남악3로 71 (더트리폴리앙아파트)|
이삭토스트|순천대점|061-755-1477|전남 순천시 매곡동 402 (매산큰길 103)|
이삭토스트|순천터미널점|061-743-8707|전남 순천시 장천동 18-22 (장천3길 13)|
이삭토스트|순천중앙점|061-743-2489|전남 순천시 저전동 34-2 (중앙로 79)|
이삭토스트|여수대점|061-652-2305|전남 여수시 미평동 750 선경1상가 104호 (대학로 48)|
이삭토스트|여수학동점|061-684-0968|전남 여수시 선원동 138-9 (선원2길 8)|
이삭토스트|여수죽림점|061-686-2299|전남 여수시 소라면 죽림리 1139-7 (죽림로 65)|
이삭토스트|여수신기점|061-686-6392|전남 여수시 신기동 60-1 (신기남4길 29)|
이삭토스트|여수여서점|061-655-0990|전남 여수시 여서2로 24 (여서동)|
이삭토스트|여수충무점|061-662-2386|전남 여수시 충무동 616 (충무1길 12)|
이삭토스트|여수중앙점|061-665-7936|전남 여수시 통제영4길 9-1 (교동)|
이삭토스트|여수도원점|061-686-2455|전남 여수시 학동 111-2 부영1단지 상가동 5호 (소호로 662)|
이삭토스트|영암삼호점|061-462-2056|전남 영암군 삼호읍 용앙리 172-3 (삼호중앙로 202)|
이삭토스트|완도점|061-554-8295|전남 완도군 완도읍 군내리 1233-7 (개포로 150-1)|
이삭토스트|해남점|061-536-8536|전남 해남군 해남읍 성내리 47 (군청길 21)|
이삭토스트|화순점|061-373-5422|전남 화순군 화순읍 만연리 240-6 (중앙로 93-5)|
이삭토스트|경산영남대역점|053-817-0973|경북 경산시 대학로 285 (대동)|
이삭토스트|경산대구한의대점|053-818-4344|경북 경산시 들뫼길31길 35 (유곡동)|
이삭토스트|경산대구사동점|053-818-1429|경북 경산시 사동 573-1 C동 (원효로32길 17)|
이삭토스트|경산신대부적점|053-817-3539|경북 경산시 압량면 신대리 423 (압독2로 11)|
이삭토스트|경산대구대점|053-854-0248|경북 경산시 진량읍 내리리 100-3 (대구대로 250)|
이삭토스트|경산대구가톨릭대점|053-856-0030|경북 경산시 하양읍 금락리 130-19 (하양로 19)|
이삭토스트|경주동국대점|054-742-4689|경북 경주시 성건동 620-514|
이삭토스트|경주안강점|054-763-9282|경북 경주시 안강읍 양월리 1357-4 (비화원로 73-1)|
이삭토스트|경주문무대왕릉점|054-776-5115|경북 경주시 양북면 봉길리 13-1 (동해안로 1376)|
이삭토스트|경주입실점|054-741-5559|경북 경주시 외동읍 입실리 998-2 (입실로 73-1)|
이삭토스트|경주금장점|054-773-2266|경북 경주시 현곡면 금장리 442-6 다운빌딩 104호 (안현로 12)|
이삭토스트|경주황성점|054-749-2323|경북 경주시 황성동 277-6 현대5차상가동 103호 (황성로 60)|
이삭토스트|경주중앙점|054-774-8090|경북 경주시 황오동 337-2 (원효로 124)|
이삭토스트|구미원호점|054-456-1887|경북 구미시 고아읍 원호리 428-8 공영빌딩 105호 (문장로25길 4)|
이삭토스트|구미형곡점|054-456-6225|경북 구미시 형곡동 286-7 (형곡로 151)|
이삭토스트|김천신음점|054-436-7861|경북 김천시 신음동 995-1 (시청로 65)|
이삭토스트|김천중앙점|054-433-0246|경북 김천시 평화동 268-3 (김천로 108-1)|
이삭토스트|문경점촌점|054-553-3949|경북 문경시 점촌동 204-1 (상신로 18)|
이삭토스트|상주서성점|054-536-2635|경북 상주시 서성동 149-1 (서성로 7)|
이삭토스트|안동대점|054-821-2062|경북 안동시 송천동 478-3 (논골길 49)|
이삭토스트|안동옥동점|054-843-0145|경북 안동시 옥동 766-4 세영두레상가 (복주2길 47)|
이삭토스트|영덕점|054-734-3074|경북 영덕군 영덕읍 덕곡리 329-28 (덕곡길 97-1)|
이삭토스트|영주풍기점|054-637-5566|경북 영주시 풍기읍 교촌리 27-5 신세계빌딩 102호 (동양대로 65)|
이삭토스트|신영주점|054-638-2455|경북 영주시 휴천동 493-1 (지천로 92)|
이삭토스트|영천중앙점|054-332-2589|경북 영천시 문외동 38-3 일생빌딩 (시청로 15)|
이삭토스트|울진점|054-782-0030|경북 울진군 울진읍 읍내리 56-6 (읍내3길 8 )|
이삭토스트|울진후포점|054-788-6366|경북 울진군 후포면 삼율리 117-5 (후포로 34)|
이삭토스트|포항연일점|054-285-2421|경북 포항시 남구 연일읍 생지리 223 (철강로25번길 54-1)|
이삭토스트|포항오천점|054-291-1808|경북 포항시 남구 오천읍 정몽주로 555-1|
이삭토스트|포항양덕점|054-249-5232|경북 포항시 북구 양덕동 1871 (양덕로50번길 30)|
이삭토스트|포항법원점|054-255-2425|경북 포항시 북구 장량중앙로46번길 1 (양덕동)|
이삭토스트|포항중앙점|054-241-2015|경북 포항시 북구 중앙상가3길 16 (남빈동)|
이삭토스트|포항흥해점|054-261-7773|경북 포항시 북구 흥해읍 남성리 220-1 (흥해로 54)|
이삭토스트|거제사곡점|055-632-1221|경남 거제시 사등면 사곡리 835 (두동로 58)|
이삭토스트|거제상동점|055-632-2423|경남 거제시 상동동 735 대동다숲상가 2층 211호(상동7길 30-1)|
이삭토스트|거창중앙점|055-943-1998|경남 거창군 거창읍 하동1길 43 (메인시스템)|
이삭토스트|고성점|055-673-3329|경남 고성군 고성읍 동외리 288-1 솔로몬상가 103호(동외로 161)|
이삭토스트|김해내외동점|055-329-2453|경남 김해시 내동 1142-4 내동상가 120,121호(내외로95번길 15)|
이삭토스트|김해대청점|055-312-2453|경남 김해시 대청동 322-2 울트라상가 118호 (계동로102번길 27)|
이삭토스트|김해장유점|055-312-2283|경남 김해시 부곡동 1161-3 일진프라자 111호(능동로149번길 8)|
이삭토스트|김해삼계점|055-333-1911|경남 김해시 삼계동 1461-7 가야프라자 101호 (가야로 168)|
이삭토스트|김해삼문점|055-312-4836|경남 김해시 삼문동 584-4 삼문프라자 102호 (번화2로 4)|
이삭토스트|김해율하점|055-328-5858|경남 김해시 율하동 1300-6 (율하2로 68)|
이삭토스트|김해인제대점|055-327-8079|경남 김해시 인제로 196 (어방동, 나라타워프라자)|
이삭토스트|김해진영메디컬점|055-342-4522|경남 김해시 진영읍 여래리 700-149 (여래로 21)|
이삭토스트|김해진영점|055-346-0292|경남 김해시 진영읍 진영리 1612-4 나경타운 107호|
이삭토스트|밀양중앙점|055-356-2200|경남 밀양시 약산로 52 (내이동)|
이삭토스트|사천삼천포점|055-832-2024|경남 사천시 벌리동 211-4 (벌리5길 63)|
이삭토스트|사천점|055-852-2670|경남 사천시 사천읍 선인리 447-8 (선인길 37)|
이삭토스트|양산덕계점|055-365-1981|경남 양산시 덕계동 990 (덕계11길 7)|
이삭토스트|양산물금신도시점|055-386-0088|경남 양산시 물금읍 가촌리 1280-3 미소프라자 103호 (백호로 96)|
이삭토스트|양산범어점|055-385-5158|경남 양산시 물금읍 범어리 786-1 (황산로 647)|
이삭토스트|양산중부점|055-362-3166|경남 양산시 중부동 648 (삼일로 90)|
이삭토스트|양산신도시점|055-366-2453|경남 양산시 중부동 693-2 비젼플라자 110호 (삽량로 193)|
이삭토스트|진주보건대점|055-747-0995|경남 진주시 상봉동 1105-2 (창렬로 104)|
이삭토스트|진주평거점|055-743-5335|경남 진주시 신평공원길57번길 18-8 (평거동)|
이삭토스트|진주산업대점|055-752-7434|경남 진주시 칠암동 490-8 M코아빌딩 1층 105호 (동진로 28)|
이삭토스트|진주하대점|055-759-8145|경남 진주시 하대동 133-4 (도동로184번길 22)|
이삭토스트|창원마산경남대점|055-243-2497|경남 창원시 마산합포구 대내동 6-2 (월영북로 8)|
이삭토스트|창원마산구암점|055-255-7737|경남 창원시 마산회원구 구암동 87 구암대동타운주상가 11-A동 103호|
이삭토스트|창원마산내서점|055-232-4141|경남 창원시 마산회원구 내서읍 삼계4길 8|
이삭토스트|창원마산봉암점|055-298-2412|경남 창원시 마산회원구 봉암동 461-2 (봉암북4길 10)|
이삭토스트|창원마산석전점|055-256-6404|경남 창원시 마산회원구 석전동 247-24 (석전동6길 1)|
이삭토스트|창원마산합성점|055-255-6026|경남 창원시 마산회원구 합성동 166-29 (합성동7길 37)|
이삭토스트|창원대방점|055-261-6041|경남 창원시 성산구 대방동 364-2 대양빌딩 103호(가양로136번길 14)|
이삭토스트|창원상남점|055-289-8686|경남 창원시 성산구 상남동 1-2 상남오피스텔 103-2호(원이대로 648)|
이삭토스트|창원봉곡점|055-277-2724|경남 창원시 의창구 봉곡동 139-4 (봉곡로123번길 8)|
이삭토스트|창원소계점|055-294-2427|경남 창원시 의창구 소계로84번길 1 (소계동)|
이삭토스트|창원대점|055-261-1676|경남 창원시 의창구 용지로 327 (사림동)|
이삭토스트|창원명서점|055-288-9080|경남 창원시 의창구 원이대로215번길 37 (명서동)|
이삭토스트|창원진해석동점|055-542-8253|경남 창원시 진해구 석동 205-11 (석동로 43)|
이삭토스트|창원진해용원점|055-552-7292|경남 창원시 진해구 용원동 1208 일신님상가 2동 101호(안골로 359)|
이삭토스트|창원진해충무점|055-546-7234|경남 창원시 진해구 중원동로 86-1 (충무동)|
이삭토스트|통영죽림점|055-648-2479|경남 통영시 광도면 죽림리 1583-8 위너스빌딩 101호(신죽2길 4)|
이삭토스트|통영무전점|055-642-0695|경남 통영시 무전동 1025-2 휴엔하임APT 상가1층 117A호 (무전4길 29)|
이삭토스트|대곡역점|053-636-1336|대구 달서구 대곡동 29-5 (비슬로 2704)|
이삭토스트|대구효성점|053-636-5044|대구 달서구 본동 614-9 (학산로7안길 10)|
이삭토스트|대구용산점|053-587-2454|대구 달서구 성지로 75 (용산동, 성서청구타운)|
이삭토스트|대구계명대점|053-588-5339|대구 달서구 신당동 1804-3 (계대동문로 22-1)|
이삭토스트|대구월성점|053-216-7670|대구 달서구 월성동 1835 e편한세상월배 301동 지하1층 B104호(월성로 132)|
이삭토스트|대구옥포점|053-614-1383|대구 달성군 옥포면 교항리 2919 화인빌딩 104호 (돌미상업로 9)|
이삭토스트|대구테크노폴리스점|053-616-2485|대구 달성군 유가면 테크노상업로 112|
이삭토스트|동대구환승터미널점|053-752-6262|대구 동구 신천동 329-3 동대구복합 환승센터 4층 19호(동부로 149)|
이삭토스트|대구K-2점|053-985-5628|대구 동구 입석동 965-8 (아양로 332)|
이삭토스트|대구금호점|053-322-2457|대구 북구 내곡로 38-2 (사수동)|
이삭토스트|대구칠곡동천점|053-311-0420|대구 북구 동천동 911-8 우정빌딩 (동천로24길 7)|
이삭토스트|대구매천점|053-321-2344|대구 북구 매전로 78 (태전동)|
이삭토스트|대구영진대점|053-958-9739|대구 북구 복현동 335-2 (동북로57길 30)|
이삭토스트|경북대점|053-955-3276|대구 북구 산격동 1399-9 (대학로 77)|
이삭토스트|대구보건대점|053-325-4792|대구 북구 칠곡중앙대로69길 26 (태전동)|
이삭토스트|대구범어점|053-752-2492|대구 수성구 범어동 35-1 범어역우방유쉘 메디치상가 107호(동대구로 345)|
이삭토스트|대구반월당점|053-428-2235|대구 중구 달구벌대로 지하 2100 (덕산동, 반월당역)|
이삭토스트|부산명지점|051-271-2224|부산 강서구 명지동 3239-3 대유빌딩 101-1호(명지오션시티4로 65)|
이삭토스트|부산명지국제신도시점|051-291-2004|부산 강서구 명지동 3420-4 (명지국제8로 260)|
이삭토스트|부산신호점|051-973-8288|부산 강서구 신호산단4로 27 (신호동, 부산신호사랑으로부영2차)|
이삭토스트|부산팔송점|051-583-0202|부산 금정구 남산동 20-21 (팔송로 7)|
이삭토스트|부산부곡점|051-514-0047|부산 금정구 부곡동 26-9 (오륜대로 21)|
이삭토스트|부산서동점|051-528-4111|부산 금정구 서동 199-4 (서동중심로 64)|
이삭토스트|부산대점|070-8771-0033|부산 금정구 장전동 400-61 (부산대학로 63)|
이삭토스트|부산기장점|051-722-2422|부산 기장군 기장읍 차성동로122번길 3|
이삭토스트|부산정관2호점|051-728-7655|부산 기장군 정관면 모전리735 이지더원2차APT 215동 B211호(정관2로 9)|
이삭토스트|부산정관점|051-728-7756|부산 기장군 정관면 용수리 1336 이진캐스빌상가 501-107(정관로 545)|
이삭토스트|부산부경대점|051-624-7653|부산 남구 대연동 501-6 (용소로 34)|
이삭토스트|부산문현본점|051-646-2096|부산 남구 문현동 127-55 (고동골로 70)|
이삭토스트|부산LG메트로시티점|051-612-1636|부산 남구 분포로 111 (용호동, 엘지메트로시티)|
이삭토스트|부산수정점|051-441-0252|부산 동구 수정동 210-9 (중앙대로371번길 20)|
이삭토스트|부산초량점|051-463-2083|부산 동구 초량동 197-18 (초량로 19-2)|
이삭토스트|부산사직동점|051-502-7982|부산 동래구 사직동 77-7 (석사로 10)|
이삭토스트|부산안락점|051-523-7055|부산 동래구 안락동 468-52 (안락로125번가길 26)|
이삭토스트|부산온천점|051-553-3690|부산 동래구 온천동 786-5 (금강로 14)|
이삭토스트|부산개금점|051-895-0028|부산 부산진구 개금동 596 신개금엘지APT상가 지하1층 3호(백양대로 302)|
이삭토스트|부산당감점|051-894-1471|부산 부산진구 당감동 306-27 (당감로 52)|
이삭토스트|부산개금주공점|051-897-7707|부산 부산진구 백양관문로 3 (개금동, 개금주공상가)|
이삭토스트|부산서면점|051-667-7782|부산 부산진구 부전동 183-1 쥬디스태화신관1층104호(서전로10번길 61)|
이삭토스트|부산롯데서면점|051-816-0430|부산 부산진구 가야대로 779-2 (부전동)|
이삭토스트|부산양정점|051-863-7773|부산시 부산진구 양지로14번길 6|
이삭토스트|부산전포점|051-805-0288|부산 부산진구 전포동 349-6 (동성로 29-1)|
이삭토스트|부산과학기술대점|051-333-0339|부산 북구 구포동 1263-28 (시랑로132번길 64)|
이삭토스트|부산화명점|051-361-1050|부산 북구 금곡대로303번길 80 (화명동, 화명코아프라자)|
이삭토스트|부산이수타워점|051-332-1629|부산 북구 덕천동 396-4 (주)금오건설사옥(이수타워) 102호|
이삭토스트|부산구남점|051-343-0140|부산 북구 백양대로1016번길 10 (구포동, 삼정그린코아)|
이삭토스트|부산수정역점|051-362-2336|부산 북구 화명동 2337 화명2차동원로얄듀크비스타 상가동102호(금곡대로 175)|
이삭토스트|부산엄궁점|051-322-4315|부산 사상구 엄궁동 464-1 (엄궁북로 20)|
이삭토스트|부산경남정보대점|051-314-6740|부산 사상구 주례로 60-1 (주례동)|
이삭토스트|부산감천점|051-203-3224|부산 사하구 감천로43번길 20 (감천동)|
이삭토스트|부산동주대점|051-206-5475|부산 사하구 괴정동 238-9 (사리로55번길 7)|
이삭토스트|부산다대포점|051-261-6007|부산 사하구 다대동 730 (다대로 567-1)|
이삭토스트|부산괴정점|051-201-2490|부산 사하구 사하로 184 (괴정동)|
이삭토스트|부산신평점|051-202-9799|부산 사하구 신평동 588-7 (하신번영로179번길 36)|
이삭토스트|부산장림점|051-262-6061|부산 사하구 장림동 193-4 (장림번영로 103-1)|
이삭토스트|부산부민점|051-246-3330|부산 서구 부민동2가 10-8 (구덕로 207-1)|
이삭토스트|부산동대신역점|070-8725-8295|부산 서구 서대신동2가 36-25 (구덕로 309-1)|
이삭토스트|부산서대신역점|051-241-4610|부산 서구 서대신동3가 566-5 구덕자유APT 상가1동 114호(망양로33번길 27)|
이삭토스트|부산교대점|051-505-8802|부산 연제구 교대로 11-1 (거제동)|
이삭토스트|부산연산점|051-865-3253|부산 연제구 연산동 587-8 SK뷰 103호 (중앙대로 1130)|
이삭토스트|부산영선점|051-416-3334|부산 영도구 영선동2가 64-1 (영선대로 87-1)|
이삭토스트|부산중앙점|051-913-3911|부산 중구 중앙동4가 80-13 (충장대로9번길 30-1)|
이삭토스트|부산반여점|051-521-6308|부산 해운대구 반여로 131 (반여동, 아시아선수촌프레스센)|
이삭토스트|부산장산점|051-703-2492|부산 해운대구 세실로 30 (좌동, 경동지플러스)|
이삭토스트|부산우동점|051-741-5276|부산 해운대구 우동 395-16 (우동1로 71)|
이삭토스트|부산재송점|051-782-1287|부산 해운대구 재반로 141 (재송동, 금호아파트)|
이삭토스트|부산좌동점|051-702-9055|부산 해운대구 좌동 1398 LG상가 101호|
이삭토스트|울산달동점|052-227-2414|울산 남구 달동 758 삼성APT상가 205동 104호(신정로17번길 6)|
이삭토스트|울산고래박물관점|052-266-8240|울산 남구 매암동 220-19 (장생포고래로 243)|
이삭토스트|울산대점|052-277-0133|울산 남구 무거동 629-1 (대학로94번길 8)|
이삭토스트|울산무거점|052-221-5588|울산 남구 무거동 814-1 (신복로72번길 24-6)|
이삭토스트|울산삼산점|052-227-1718|울산 남구 삼산로267번길 6-15 (삼산동)|
이삭토스트|울산신정점|052-256-4333|울산 남구 신정동 619-4 (중앙로 243-1)|
이삭토스트|울산수암롯데캐슬점|052-260-5636|울산 남구 중앙로 10 (야음동)|
이삭토스트|울산화정점|052-236-8550|울산 동구 화정동 142-21 (대송로 62)|
이삭토스트|울산강동산하점|052-292-2453|울산 북구 산하중앙2로 281 (산하동)|
이삭토스트|울산천곡점|052-282-6506|울산 북구 천곡동 418-14 리더스빌딩 108호 (가재길 82)|
이삭토스트|울산화봉점|052-288-3787|울산 북구 화봉로 60 (연암동, 명보연암상가)|
이삭토스트|울주구영점|052-245-0019|울산 울주군 범서읍 구영리 849-1 GS프라자 113호(점촌3길 8-15)|
이삭토스트|울주천상점|052-248-0224|울산 울주군 범서읍 천상리 329-4 한라그린피스맨션상가동116호(천상중앙길 87)|
이삭토스트|울주언양점|052-254-2635|울산 울주군 언양읍 웃방천1길 31 (삼성아파트 상가)|
이삭토스트|울산병영점|052-285-1117|울산 중구 남외동 214-3 (번영로 581-1)|
이삭토스트|울산남외점|052-281-8888|울산 중구 남외동 510-1 대우프라자 104호 (남외3길 7)|
이삭토스트|울산서동점|052-245-7676|울산 중구 동천2길 13 (서동)|
이삭토스트|울산중앙여고점|052-293-7742|울산 중구 반구동 586-2 101호 (반구로 19)|
이삭토스트|울산복산점|052-296-2824|울산 중구 복산동 30-1 (번영로 456)|
이삭토스트|울산서동혁신도시점|052-282-4777|울산 중구 서동 612-1 혁신프라자 102호 (종가17길 52)|
이삭토스트|울산성남점|052-211-4448|울산 중구 성남동 249-34 (젊음의거리 67)|
이삭토스트|울산함월고점|052-242-0077|울산 중구 유곡동 475-9 102호 (종가3길 22)|
이삭토스트|울산태화점|052-905-8884|울산 중구 태화동 38-9 (태화로 303)|
이삭토스트|광주송정역점|062-941-2717|광주 광산구 상무대로 201 (송정동, 광주송정역)|
이삭토스트|광주호남선운점|062-945-0240|광주 광산구 선암동 783 109동 101호 (선운로 17)|
이삭토스트|광주남부대학점|062-971-6110|광주 광산구 월계동 864-1 남부대학교 110동 지하1층(첨단중앙로 23)|
이삭토스트|광주첨단점|062-972-2324|광주 광산구 월계동 889-2 엘씨타워 129호(첨단중앙로 96)|
이삭토스트|광주수완점|062-953-4334|광주 광산구 장신로 143 (수완동, 45타워)|
이삭토스트|광주방림점|062-651-4329|광주 남구 방림동 21-20 (천변좌로604번길 4)|
이삭토스트|광주봉선점|062-676-2489|광주 남구 봉선로 169 (봉선동, 용연빌딩)|
이삭토스트|광주롯데점|062-226-2010|광주 동구 금남로 161-42 (금남로5가)|
이삭토스트|광주대의점|062-222-8081|광주 동구 중앙로196번길 29 (대의동)|
이삭토스트|광주조선대점|062-236-2315|광주 동구 지산동 502-6 (지산로 13)|
이삭토스트|조선대공대점|062-227-5077|광주 동구 학동 525-11 (필문대로 343)|
이삭토스트|광주우산점|062-265-0524|광주 북구 두암동 568-7 (동문대로 155)|
이삭토스트|광주서영대점|062-513-5134|광주 북구 운암동 885-34 (서강로 57)|
이삭토스트|광주일곡점|062-573-2420|광주 북구 일곡동 846-1 (설죽로 515)|
이삭토스트|광주첨단2지구점|062-571-2492|광주 북구 첨단연신로 105 (신용동)|
이삭토스트|광주터미널점|062-368-0009|광주 서구 광천동 49-1 (무진대로 904)|
이삭토스트|광주금호점|070-7719-5927|광주 서구 금호동 243-3 102호 (화개1로 83)|
이삭토스트|광주유스퀘어점|062-368-2525|광주 서구 무진대로 904 (광천동, 유스퀘어)|
이삭토스트|광주상무점|062-375-2700|광주 서구 치평동 1177번지 나동 105호 (치평로 20)|
이삭토스트|광주풍암점|062-681-3825|광주 서구 풍암중앙로 55 (풍암동, 메디팜빌딩)|
이삭토스트|광주화정점|062-367-3688|광주 서구 화정로244번길 21 (화정동)|
이삭토스트|서귀2호점|064-762-9008|제주 서귀포시 서귀동 284-3 (중앙로 92)|
이삭토스트|제주노형점|064-742-7848|제주 제주시 노연로 43 (노형동)|
이삭토스트|제주대점|064-726-3223|제주 제주시 아라일동 358-1 (제주대학로 73)|
이삭토스트|제주중앙여고점|064-724-2492|제주 제주시 이도이동 1987-6 (남광로2길 32-1)|
이삭토스트|제주칠성로점|064-753-5289|제주 제주시 일도일동 1477-5 (관덕로17길 1)|
이삭토스트|제주삼화점|064-759-0030|제주 제주시 화북1동 1004-3 (화삼북로 36)|
이삭토스트|진해신항만점|055-552-1162|경상남도 창원시 진해구 신항동로 141, 1층 107호|
이삭토스트|오산세교점|031-373-2102|경기도 오산시 금암동 502-2,3 G-Place세교 118호|
이삭토스트|서울서초구청점|02-585-1088|서울시 서초구 서초동 1364-47|
이삭토스트|서울명동성당점|02-3789-2043|서울시 중구 명동2가 3-11|
이삭토스트|부산양정현대점|051-867-2453|부산 부산진구 동평로 368, 1층(양정동)|
이삭토스트|충남/금산점|041-754-2444|충남 금산군 금산읍 인삼로 65 앤이씨티 102호|
이삭토스트|대구침산점|053-357-0055|대구광역시 북구 침산남로 140, 1층 102호(침산동, 엠비프라자)|
이삭토스트|수원율현점|031-292-5431|경기 수원시 팔달구 일월로22번길 22-5, 서수원프라자 1층 106호(화서동)|
이삭토스트|양주농협유통센터점|031-821-2311|경기도 양주시 고덕로280 농협유통센터 1층|
이삭토스트|원주법원점|033-735-5777|강원도 원주시 무실동 1850-5 휴먼펠리스 104호|
이삭토스트|전주평화점|063-225-5445|전북 전주시 완산구 소대배기로 15 (평화동2가)|
이삭토스트|인천만수3지구점|032-465-9189|인천 남동구 장승남로 39 다이아몬드프라자 104호|
이삭토스트|인천갈산점|032-528-2492|인천 부평구 주부토로 179 1층 104호|
이삭토스트|광주/용봉점|062-527-8583|광주 북구 용봉택지로 39 (용봉동)|
이삭토스트|원흥역점|031-964-7787|경기도 고양시 덕양구 원흥3로 16 (KB중앙타워, 원흥동)|
이삭토스트|부천복사골점|032-343-6682|경기 부천시 소사로 102 (소사본동)|
이삭토스트|의정부신곡점|031-872-3344|경기 의정부시 신곡로 47 (신곡동, 우신프라자) 103호|
이삭토스트|강동성심병원점|02-470-7120|서울 강동구 성안로 155 두산위브센티움 상가 104호|
이삭토스트|평택안중점|031-683-0655|경기 평택시 안중읍 안현로서6길 46|
이삭토스트|경기광주곤지암점|031-797-8594|경기 광주시 곤지암읍 곤지암리 441-3|
이삭토스트|청주율량2지구점|043-215-2266|충청북도 청주시 청원구 율량로 58, 1층(주중동)|
이삭토스트|인천임학점|032-246-2004|인천 계양구 장제로 899 1층|
이삭토스트|양주옥정점|031-857-7137|경기 양주시 옥정동 963-3 제일프라자 1층|
이삭토스트|수원정자점|031-271-2456|경기 수원시 장안구 정자천로 173번길 11-10, 뱅뱅프라자 101호|
이삭토스트|남양주덕소삼거리점|031-576-2072|경기 남양주시 와부읍 덕소로 88, 1호|
이삭토스트|동탄청계점|031-373-0071|경기 화성시 동탄대로시범길 142 (청계동) 센텀프라자 108-2호|
이삭토스트|전주서일점|063-277-5689|전북 전주시 완산구 서신로 103 (서신동963-6번지)|
이삭토스트|군산롯데점|063-463-2472|전북 군산시 하나운로 37 이삭토스트 (나운2동)|
이삭토스트|안양관양점|031-388-2386|경기 안양시 동안구 관평로 324|
이삭토스트|인천구월길병원점|032-468-7776|인천 남동구 구월남로 174, 102호 (구월동, 그랜드프라자)|
이삭토스트|신사역점|02-540-2492|서울 강남구 논현동 17-8, 대림빌딩 1층|
이삭토스트|화성병점2호점|031-225-2212|경기 화성시 병점2로 46 태성빌딩 1층 (병점동 311)|
이삭토스트|부천역곡북부점|032-668-8567|경기 부천시 부일로 748(역곡동)|
이삭토스트|서소문점|02-318-0222|서울 중구 서소문로11길 14(서소문동)|
이삭토스트|하남고교점|031-796-0301|경기 하남시 미사강변대로 90 (풍산동, 승리타워) 107호|
이삭토스트|김포구래점|031-988-4886|경기 김포시 김포한강9로 80 (구래동) 다온프라자 1층 104호|
이삭토스트|대전둔산점|042-488-2492|대전 서구 둔산로14 (그린코아)|
이삭토스트|인천가좌점|032-582-0998|인천 서구 원적로 96(가좌동 30-73)|
이삭토스트|인천소래점|032-441-1999|인천 남동구 포구로 77, 1층 108호(논현동)|
이삭토스트|공릉점|02-977-0022|서울 노원구 공릉로 196(공릉동) 1층 102호|
이삭토스트|수유역점|02-997-0321|서울 강북구 오패산로 413(번동)|
이삭토스트|파주문산점|031-952-0377|경기 파주시 문산읍 문향로67번길 14,1층|
이삭토스트|구일점|02-867-3380|서울 구로구 구일로4길 30 신영상가 101호|
이삭토스트|서창2지구점|032-461-7372|인천 남동구 서창남로 46, 1층 101호 (서창동, 진영프라자)|
이삭토스트|대구동성로점|053-213-2485|대구 중구 동성로2길 83|
이삭토스트|신대방삼거리역점|02-813-3110|서울 동작구 국사봉1길7, 1층 (대방동)|
이삭토스트|강원양구점|033-482-2492|강원 양구군 양구읍 중앙길 29|
이삭토스트|아산테크노밸리점|041-531-1519|충청남도 아산시 둔포면 아산밸리중앙로 58-5 214동 지하1층 B123호|
이삭토스트|경리단길점|02-6369-9537|서울 용산구 녹사평대로 54길 24|
이삭토스트|수원칠보점|031-295-3336|경기 수원시 권선구 금곡로 102번길 15 비즈웍스 113호|
이삭토스트|부천고강점|032-675-2425|경기 부천시 역곡로 487 1층|
이삭토스트|인천운서역점|032-212-2470|인천 중구 신도시남로 142번길 6, 1층 120호(운서동, 메가스타영종)|
이삭토스트|용인신봉점|031-265-2470|경기 용인시 수지구 신봉동 39-2 신원빌딩|
이삭토스트|경기광주신현점|031-713-4243|경기 광주시 오포읍 신현리 676-6|
이삭토스트|부천송내남부역점|032-661-1287|경기도 부천시 송내대로 32|
이삭토스트|천안/신불당점|041-551-4001|충청남도 천안시 서북구 불당25로 146 리치타워 1층|
이삭토스트|일산마두역점|031-902-2820|경기 고양시 일산동구 장백로 194 위너스21 113호|
이삭토스트|대구시지광장점|053-794-2485|대구광역시 수성구 달구벌대로 3204|
이삭토스트|충북/청주복대점|043-233-7562|충청북도 청주시 흥덕구 증안로 26-1|
이삭토스트|평택이충뜨란점|031-666-0326|경기도 평택시 이충로 35번길 24 보람플러스2 1층 101호|
이삭토스트|인제원통점|033-462-2492|강원도 인제군 북면 원통로147번길 32|
이삭토스트|충북진천점|043-930-5509|충청북도 진천군 진천읍 상산로 71|
이삭토스트|청주복대점|043-233-7562|충청북도 청주시 흥덕구 증안로 26-1|
이삭토스트|창동역서부점|02-998-4335|서울시 도봉구 노해로65길 11, 1층 6호 (창동,한성빌딩)|
이삭토스트|인천라피에스타점|032-432-0974|인천광역시 남동구 논고개로 61 106호|
이삭토스트|성남판교봇들마을점|031-705-8887|경기도 성남시 분당구 판교로 375 에메트타운 1층 102호|
이삭토스트|서울종암점|02-941-3001|서울 성북구 종암동 132 종암우림카이져팰리스|
이삭토스트|전주신시가지점|063-221-2421|전라북도 전주시 완산구 효자동2가 1256-1|
이삭토스트|서울목동역점|02-2646-2470|서울시 양천구 목동로 210 102호|
이삭토스트|서울중랑역점|02-433-8285|서울시 중랑구 망우로 203 1층 124호|
