##NAME|SUBNAME|TELNUM|NEWADDR
명랑핫도그|양산신도시점||경상남도 양산시 양산역2길 7 (중부동, 대상골드타워, 1층 107호 일부)
명랑핫도그|거제아주점||경상남도 거제시 아주로 73, 114동 103호(아주동 석호해와루아파트)
명랑핫도그|안양범계점||경기도 안양시 동안구 평촌대로223번길 52, 106호(호계동)
명랑핫도그|한양대점(왕십리)||서울특별시 성동구 마조로1길 41, 1,2,3층 (행당동)
명랑핫도그|대전전민점||대전광역시 유성구 전민동 460-1
명랑핫도그|거제옥포점||경상남도 거제시 옥포동 530-20
명랑핫도그|부산화명점||부산광역시 북구 화명동 2276-3
명랑핫도그|진주경상대점||경상남도 진주시 가좌길 36번길 8-2
명랑핫도그|울산대점||울산광역시 남구 대학로 94(무거동)
명랑핫도그|의정부로데오점||경기도 의정부시 평화로542번길 6, 1층(의정부동)
명랑핫도그|중랑구청점||서울특별시 중랑구 신내로 82,104호(신내동, 신내14차급강프라자)
명랑핫도그|대전은행점||대전광역시 중구 대종로 488번길 45
명랑핫도그|춘천명동점||강원도 춘천시 명동길 15 1층
명랑핫도그|남포점||부산광역시 중구 광복로39번길 6
명랑핫도그|거제고현점||경상남도 거제시 서문로 74
명랑핫도그|울산성남점||울산광역시 중구 젊음의거리 68 (성남동)
명랑핫도그|서면nc점||부산광역시 부산진구 동천로 70
명랑핫도그|경성대점||부산광역시 남구 용소로 30
명랑핫도그|부산대점||부산광역시 금정구 금정로68번길 30(장전동)
