NAME|BRANCH|ADDR|TELL|XCORD|YCORD
국수나무|동탄청계점|경기 화성시 동탄대로시범길 148-54 (청계동)  106호|031-373-7724|127.0131247|37.3930889|
국수나무|계원예대점|경기 의왕시 갈미2로 30 (내손동, 미광프라자)  103호|031-423-0549|126.9729619|37.3790246|
국수나무|망포점|경기 수원시 영통구 태장로 77 (망포동) 1층|031-203-0244|127.054789|37.2393314|
국수나무|평택서정점|경기 평택시 관광특구로 38 (서정동) 1층|031-611-3747|127.0629384|37.0663878|
국수나무|수원벽적골점|경기 수원시 영통구 덕영대로1555번길 13 (영통동, 세일빌딩) 105호|031-206-5262|127.0607864|37.2467518|
국수나무|구로G플러스타워점|서울 구로구 디지털로26길 123 (구로동, 지플러스코오롱디지털타워) 지플러스코오롱디지털타워 지하1층|02-6969-7069|126.8977956|37.482941|
국수나무|용인강남대점|경기 용인시 기흥구 강남동로 10 (구갈동, 강남피아) 104호|031-8005-9850|127.1281376|37.2712008|
국수나무|구로삼성IT밸리점|서울 구로구 디지털로33길 27 (구로동, 삼성IT밸리)  106호|02-868-9345|126.8946614|37.4860113|
국수나무|위례중앙점|경기 성남시 수정구 위례동로 141 (창곡동, 우성메디피아) 111호|031-751-8882|127.1495165|37.4669249|
국수나무|수지동천점|경기 용인시 수지구 동천로 39 (동천동, 동천코아프라자) 104호|031-261-5557|127.0986556|37.3403318|
국수나무|서울대입구역점|서울 관악구 관악로 208-40 (봉천동) 1층|02-6397-3888|126.954821|37.4830726|
국수나무|광주역동점|경기 광주시 장지1길 28 (장지동, 대광프라자) 1층|031-763-0913|127.2449867|37.3960564|
국수나무|수원호매실점|경기 수원시 권선구 금곡로 116 (금곡동) 107호|031-227-7500|126.943173|37.2739327|
국수나무|분당까페거리점|경기 성남시 분당구 정자일로 234 (정자동, 태남프라자) 1층 115호|031-716-1188|127.1062713|37.3711596|
국수나무|안양동편마을점|경기 안양시 동안구 동편로 6 (관양동, 스마트프라자) 동편프라자1층109호|031-421-9445|126.9652058|37.4060365|
국수나무|동탄역점|경기 화성시 동탄오산로 86-11 (오산동) GTX광장프라자 106호|031-375-0011|127.0823483|37.1504835|
국수나무|조원점|경기 수원시 장안구 경수대로 940 (조원동, 일호골든타워) 119-B호|031-241-3006|127.0080459|37.3031079|
국수나무|권선중앙점|경기 수원시 권선구 권중로56번길 6 (권선동)|031-267-2616|127.0311426|37.2527097|
국수나무|분당미금점|경기 성남시 분당구 성남대로 151 (구미동, 분당엠코헤리츠)|031-718-5621|127.1083037|37.3495842|
국수나무|화성향남점|경기 화성시 향남읍 행정중앙2로 69-19 (행정리, 백현프라자) 110호|031-366-0235|126.9228828|37.1305123|
국수나무|이수역점|서울 동작구 사당로 300 (사당동, 이수자이) 109호|02-521-2460|126.9804278|37.4843975|
국수나무|시흥점|서울 금천구 금하로 750 (시흥동) 제상가1동 103호( 관악우방아파트)|02-892-1013|126.9136755|37.4493853|
국수나무|군포삼성마을점|경기 군포시 삼성로8번길 10 (부곡동, 노블타워) 1층 102호|031-393-1180|126.9352422|37.3372501|
국수나무|광명7동점|경기 광명시 도덕로 51 (광명동)|02-2683-9373|126.8533209|37.4691462|
국수나무|오산대역점|경기 오산시 오산대역로 210 (수청동)|031-377-5458|127.0672655|37.16774|
국수나무|구일점|서울 구로구 구일로10길 27 (구로동, SK허브수) SK허브수B동 111-1호|02-865-7680|126.87265|37.4958336|
국수나무|안양평촌점|경기 안양시 동안구 귀인로 192 (평촌동)|031-381-1241|126.9605674|37.3851688|
국수나무|비산점|경기 안양시 동안구 관악대로 157 (비산동, 두성프라자) 101호|031-383-0210|126.9416565|37.3991396|
국수나무|군포IT밸리점|경기 군포시 고산로148번길 17 (당정동, 군포IT밸리)|031-8086-8258|126.9536402|37.3496717|
국수나무|하안점|경기 광명시 범안로 1042 (하안동, 제일빌딩) 제일빌딩 1층 102호|02-898-6941|126.8790187|37.4618015|
국수나무|천왕점|서울 구로구 천왕로 42 (천왕동, 쿠앤하우스)|02-2060-3088|126.8415075|37.4803813|
국수나무|구로중앙점|서울 구로구 구로중앙로28다길 25 (구로동)|070-8624-1222|126.8883136|37.5013378|
국수나무|가산드림타워점|서울 금천구 디지털로9길 46 (가산동, 이앤씨드림타워7차) 이앤씨드림타워7차 106호|02-861-6002|126.8870131|37.4799917|
국수나무|문래점|서울 영등포구 문래로 89 (문래동3가, 문래비즈타워) 103호|02-2632-4008|126.8919362|37.5196161|
국수나무|수원정자점|경기 수원시 장안구 대평로90번길 16 (정자동, 대일프라자) (대일프라자) 104호|031-268-1088|126.9937188|37.2961982|
국수나무|평택소사벌점|경기 평택시 비전3로 31 (비전동, 비전타워)  1동 104호|031-692-0666|127.105342|37.003428|
국수나무|전주만성점|전북 전주시 덕진구 만성로 140 (만성동) 1층 113,114호|063-716-9575|127.0783578|35.8409279|
국수나무|의왕오전점|경기 의왕시 모락로 16 (오전동, 현대프라자) 116호|031-427-7196|126.9670652|37.3594562|
국수나무|하이테크점|서울 영등포구 경인로 775 (문래동3가, 에이스하이테크시티) 지하1층111호, 112호|02-2068-9455|126.8984728|37.5146657|
국수나무|부산좌동점|부산 해운대구 좌동순환로 310 (좌동, 성문종합학원) 1층|051-703-5060|129.1825454|35.1684769|
국수나무|송탄장당공원점|경기 평택시 송탄로 66 (이충동)|031-667-4489|127.0564842|37.051288|
국수나무|아산음봉포스코점(휴점)|충남 아산시 음봉면 음봉로 515-42 (월랑리) 1동 107호|041-533-8053|127.0744941|36.8545768|
국수나무|선유도역점|서울 영등포구 양평로24길 9 (양평동5가, 양평동한신아파트) 1층 10-3호|02-2634-5253|126.89215|37.5401103|
국수나무|대전버드내점|대전 중구 태평로26번길 2 (유천동, 대성빌딩) 1층|042-389-7942|127.3926168|36.3191243|
국수나무|평택이충점|경기 평택시 이충로35번길 26 (이충동, 보람플러스Ⅰ)|031-662-8424|127.06622|37.0594814|
국수나무|가산BYC점|서울 금천구 가산디지털1로 131 (가산동, BYC HIGHCITY) 111호|02-6947-7963|126.8823128|37.4769739|
국수나무|굽은다리역점|서울 강동구 상암로 195 (명일동, 에이플러스)|02-482-1272|127.1441673|37.5465885|
국수나무|당동점|경기 군포시 고산로 251 (당동, 용호프라자) 102호|031-396-1700|126.9440693|37.3458724|
국수나무|목포옥암점|전남 목포시 남악2로9번길 14-8 (옥암동)|061-287-9480|126.4453546|34.8066646|
국수나무|의왕역점|경기 의왕시 부곡중앙로 49 (삼동, 태광빌딩)  103호|031-461-5677|126.9545032|37.3212992|
국수나무|오산세교점|경기 오산시 수청로 197 (금암동, 백현프라자) 백현프라자 104호|031-372-2731|127.0444543|37.1797185|
국수나무|평택청북점|경기 평택시 청북읍 안청로2길 6 (옥길리) 102호|031-682-6939|126.9164306|37.0168739|
국수나무|용인상갈점|경기 용인시 기흥구 금화로 92 (상갈동, 한솔프라자) 106호|031-287-9399|127.1081261|37.2664354|
국수나무|남구로점|서울 구로구 디지털로31길 120 (구로동, 한신휴플러스아파트) 4동 1층 415 , 416호|02-837-6688|126.8906507|37.4885326|
국수나무|오남점|경기 남양주시 오남읍 진건오남로 778 (양지리, 선일프라자) 105호|031-528-8282|127.2050054|37.6971391|
국수나무|안성서인점|경기 안성시 안성맞춤대로 1052 (서인동)|031-673-9305|127.2696646|37.0072404|
국수나무|안양샛별점|경기 안양시 동안구 동안로 193 (비산동, 관악주공아파트 상가동)  122호|031-388-4594|126.9475318|37.3952589|
국수나무|해피화도점|경기 남양주시 화도읍 비룡로 56-7 (마석우리, 마석주립빌딩) 1층|031-593-5935|127.3025924|37.6569459|
국수나무|신풍점|서울 영등포구 신풍로 77 (신길동, 래미안에스티움)|02-845-6033|126.9139521|37.5062485|
국수나무|창동점|서울 도봉구 노해로63가길 22 (창동, 창동그린아파트) 1층 102호|02-907-2333|127.045219|37.6535857|
국수나무|광명소하점|경기 광명시 소하로 86 (소하동, 제일프라자)|02-898-9795|126.8833508|37.4472465|
국수나무|원주단구점|강원 원주시 서원대로 396 (단구동, 스타월드)  122호|033-766-3761|127.9488553|37.3307188|
국수나무|천안쌍용점|충남 천안시 서북구 쌍용11길 10 (쌍용동, 이끌림헤어모드) 1층|041-579-3311|127.1198834|36.8025088|
국수나무|보라매점|서울 동작구 보라매로5가길 16 (신대방동, 보라매아카데미타워) 215호|02-831-7072|126.9240825|37.4912431|
국수나무|산본시장점|경기 군포시 금산로 109 (산본동, 산본두성프라자)|031-397-1110|126.9357835|37.3715748|
국수나무|인덕원점|경기 안양시 동안구 흥안대로456번길 82 (평촌동, 밀레니엄프라자)  109호|031-421-4838|126.9799282|37.3931415|
국수나무|울산화봉점|울산 북구 화동로 11 (화봉동, 화봉 쌍용예가) 124-102 (쌍용예가상가)|052-289-8952|129.3658563|35.5949472|
국수나무|광주전대상대점|광주 북구 반룡로27번길 7 (용봉동) 1층|062-523-1236|126.9011127|35.1793737|
국수나무|대구옥포점|대구 달성군 옥포읍 돌미상업로 5 (교항리)|053-611-6639|128.448853|35.7794277|
국수나무|광주장덕점|광주 광산구 장덕로 47 (장덕동)|062-956-2220|126.8088137|35.1916079|
국수나무|대전신탄진점|대전 대덕구 신탄진로 804 (신탄진동, 대우당약국) 1층|042-933-8985|127.4294735|36.4491855|
국수나무|광주마재점|광주 서구 풍금로 16 (풍암동) 1층|062-654-1666|126.8655557|35.1214621|
국수나무|창원팔용점|경남 창원시 의창구 팔용로 442 (팔용동, KB빌딩) 055-292-1177||128.6138565|35.2557066|
국수나무|천안두정점|충남 천안시 서북구 봉정로 382 (두정동, 성광빌딩) 성광빌딩 103호|041-522-0242|127.1458837|36.836016|
국수나무|전남영광점|전남 영광군 영광읍 물무로 105 (백학리)|061-353-6886|126.5116847|35.2766848|
국수나무|포항지곡점|경북 포항시 남구 지곡로 253 (지곡동)  102동 128호(에드빌3차)|054-282-1020|129.3239853|36.0290604|
국수나무|강릉유천점|강원 강릉시 선수촌로 79-15 (홍제동) 110호|033-646-6224|128.8830927|37.7479895|
국수나무|부산대역점|부산 금정구 중앙대로 1617-12 (부곡동, 푸르지오아파트) 101동 112호|051-583-8612|129.0902437|35.2296441|
국수나무|용인보정점|경기 용인시 기흥구 보정로 117 (보정동, 리베로3) 1층 123호|031-276-6353|127.114315|37.3198072|
국수나무|동탄2신도시점|경기 화성시 지산1길 17-7 (영천동) 1층 101호|031-374-5515|127.1355908|37.2042033|
국수나무|구미확장점|경북 구미시 산동면 신당1로3길 17-7 (신당리) 1동1층105호(센트럴프라자)|054-472-7972|128.43077|36.155307|
국수나무|광주주월점|광주 남구 대남대로 129 (주월동)|062-675-7600|126.9109448|35.1336984|
국수나무|중랑역점|서울 중랑구 망우로 203 (중화동, 중화동주상복합)|02-433-8118|127.0749298|37.5939234|
국수나무|역북점|경기 용인시 처인구 명지로40번길 9 (역북동, 지석프라자) 1층 102호|031-321-0979|127.1885461|37.2455654|
국수나무|아산이마트점|충남 아산시 온천대로 1678 (풍기동) 지하1층||127.0225715|36.7721739|
국수나무|천안펜타포트점|충남 천안시 서북구 공원로 196 (불당동, 펜타포트) 펜타포트 몰 B동 5층|041-531-9070|127.1014983|36.7983936|
국수나무|39아산휴게소점|충남 아산시 염치읍 아산로 625 (서원리)|041-541-9224|126.9673107|36.8295058|
국수나무|광주유스퀘어점|광주 서구 무진대로 923 (광천동) 904유스퀘어(광천터미널)|062-351-8090|126.8815521|35.1618242|
국수나무|원광대병원점|전북 익산시 익산대로 501 (신용동, 원불교중앙총부)|063-859-2312|126.9521791|35.9713303|
국수나무|순천이마트점|전남 순천시 팔마로 191 (덕암동, (주)이마트) 이마트1층||127.508434|34.942448|
국수나무|남구청메가몰점|광주 남구 봉선로 1 (주월동, 남구청) 지하1층|062-650-7411|126.9027323|35.1330916|
국수나무|거제롯데마트점|경남 거제시 서간도길 9-9 (옥포동, 거제엘크루랜드마크,롯데마트)  2층||128.6902485|34.8889549|
국수나무|키즈카페라파르코점|경기 남양주시 별내2로 74 (별내동) 별내제이에스타워 1001호|031-574-7953|127.125227|37.646784|
국수나무|용평리조트점|강원 평창군 대관령면 올림픽로 715 (용산리, 유스호스텔)|033-336-9889|128.6641565|37.6334784|
국수나무|문산뚱발점|경기 파주시 문산읍 방촌로 1695-21 (당동리) 501호||126.7613492|37.8687275|
국수나무|수색이마트점|서울 은평구 수색로 217 (수색동, 디엠씨 자이1단지(DMC 자이1))  이마트 수색점 4층 푸드코트||126.8987214|37.5795991|
국수나무|용인흥덕이마트점|경기 용인시 기흥구 흥덕중앙로 60 (영덕동, 이마트)||127.0733398|37.2757153|
국수나무|속초해변점|강원 속초시 새마을길 60 (조양동)|033-635-3696|128.6047439|38.1863109|
국수나무|(폐)아산병원점|서울 송파구 올림픽로43길 88 (풍납동, 서울아산병원)|02-3010-2999|127.1084185|37.5254548|
국수나무|처인구청점|경기 용인시 처인구 금령로85번길 5 (김량장동)|031-328-8506|127.2056633|37.2357565|
국수나무|천안단국대병원점|충남 천안시 동남구 망향로 195 (안서동, 유니온빌딩) 1,2층(안서동)|041-622-8304|||
국수나무|국방연구소점|대전 유성구 북유성대로488번길 160 (수남동) 2층(수남동)||127.3224809|36.418235|
국수나무|덕소점|경기 남양주시 와부읍 덕소로97번길 61 (덕소리, 은산빌딩)|031-521-7794|127.2183239|37.5879987|
국수나무|먹골역점|서울 중랑구 공릉로2길 7 (묵동, 구산빌딩) 102호|02-972-2866|127.0782512|37.6121738|
국수나무|광주운남점|광주 광산구 임방울대로 210 (신가동, 수연빌딩)|062-955-8383|126.8327136|35.1794847|
국수나무|대전노은역점|대전 유성구 노은로 166 (지족동, 계룡프라자) 102호|042-826-9060|127.3184309|36.3744426|
국수나무|계양구청점|인천 계양구 계산새로 85 (용종동, 보람비지니스프라자) 보람비즈니스프라자 102호|032-543-5901|126.7375281|37.5381539|
국수나무|당진송악점|충남 당진시 송악읍 송악로 9-5 (기지시리)|041-354-4242|126.6926191|36.9044615|
국수나무|노원점|서울 노원구 동일로 1368 (상계동, 롯데프라자빌딩) 104호|02-931-0914|127.0619099|37.6507047|
국수나무|대전문화점|대전 중구 계백로1716번길 26 (문화동, 미성프라자) 미성프라자 1층 109호|042-254-4567|127.4102496|36.3204581|
국수나무|청학점|경기 남양주시 별내면 청학로중앙길 5 (청학리, 성현빌딩A) 성현빌딩 A동 104호|031-821-9865|127.1190232|37.7085748|
국수나무|구리인창점|경기 구리시 동구릉로85번길 25 (인창동) 중앙상가1층 107호|031-566-0500|127.1330253|37.6087577|
국수나무|기흥구청점|경기 용인시 기흥구 관곡로 92 (구갈동, 신건프라자) 신건프라자 101|031-8005-6353|127.113493|37.2804525|
국수나무|목동2호점|서울 양천구 목동서로 37 (목동, 하이베라스) 하이베라스 1층 101호|02-2062-2822|126.8816722|37.5374436|
국수나무|목동점|서울 양천구 목동서로 377 (신정동, 이스타빌) 이스타빌 3차 A동 110호|02-6097-6460|126.8623488|37.5159622|
국수나무|장안점|서울 동대문구 답십리로 309 (장안동) 1층|02-2212-7248|127.0748317|37.572295|
국수나무|길음점|서울 성북구 길음로 74 (길음동, 길음뉴타운) 길음뉴타운상가 3동 105.106호|02-909-8800|127.0205974|37.6106822|
국수나무|상현점|경기 용인시 수지구 만현로 103 (상현동, 한길프라자) 한길프라자 102호|031-272-8252|127.0854609|37.3073457|
국수나무|동덕여대점|서울 성북구 화랑로11길 31 (하월곡동) 1층|02-913-5271|127.0419926|37.6037127|
국수나무|광주하남2지구점|광주 광산구 하남대로54번안길 63 (하남동)|062-951-0294|126.7965399|35.1772107|
국수나무|충남태안점|충남 태안군 태안읍 군청8길 53 (남문리)|041-672-2315|126.302443|36.7481246|
