##NAME|SUBNAME|TELNUM|ADDR|NEWADDR|FEAT@@르노삼성자동차서비스
르노삼성자동차지정정비코너|초량점|051-462-3369|부산 동구 초량동   1145-6|부산 동구 중앙대로 301 (초량동)|General-ASC코너
르노삼성자동차지정정비코너|센텀점|051-784-3339|부산 해운대구 재송동 179-80|부산 해운대구 해운대로61번가길 7 (재송동)|General-ASC코너
르노삼성자동차|온천점|051-503-3203|부산 동래구 온천동  1411-32|부산 동래구 아시아드대로 210 (온천동)|ESC코너
르노삼성자동차서비스코너|대연점|051-626-0081|부산 남구 대연동 565-12|부산 남구 유엔로 218 (대연동)|ESC코너
르노삼성자동차지정정비코너|하단점|051-293-3307|부산 사하구 하단동 1157-8|부산 사하구 하신번영로 413-1 (하단동)|Premium-ASC코너
르노삼성자동차지정정비코너|금정점|051-515-8400|부산 금정구 구서동  183-1|부산 금정구 중앙대로 1924 (구서동)|Premium-ASC코너
르노삼성자동차지정정비코너|기장점|051-723-3800|부산 기장군 기장읍 동부리 113-4|부산 기장군 기장읍 차성로 347|General-ASC코너
르노삼성자동차서비스|정관정비센터|051-727-3110|부산 기장군 정관면 매학리 778-4|부산 기장군 정관면 정관6로 51|General-ASC센터
르노삼성자동차지정정비코너|감천점|051-205-7373|부산 사하구 감천동  674-2|부산 사하구 감천로21번길 8 (감천동)|General-ASC코너
르노삼성자동차지정정비코너|개금점|051-894-6949|부산 부산진구 개금동  267-1|부산 부산진구 백양대로 245 (개금동)|Premium-ASC코너
르노삼성자동차지정정비코너|동삼점|051-404-3336|부산 영도구 동삼동  477-5|부산 영도구 절영로 495 (동삼동)|ESC코너
르노삼성자동차지정정비코너|사상점|051-305-0067|부산 사상구 덕포동  256-1|부산 사상구 사상로 402 (덕포동)|Premium-ASC코너
르노삼성자동차지정정비코너|서대신점|051-248-1466|부산 서구 서대신동 1가  51-5|부산 서구 구덕로 279번길 9 (서대신동1가)|General-ASC코너
르노삼성자동차지정정비코너|서면점|051-817-4930|부산 부산진구 전포1동  207-42|부산 부산진구 전포대로 228 (전포동)|General-ASC코너
르노삼성자동차서비스코너|화명점|051-362-3330|부산 북구 화명동 2023|부산 북구 용당로16번길 9 (화명동)|ESC코너
르노삼성자동차서비스코너|북구점|051-341-1400|부산 북구 덕천동 344-1|부산 북구 의성로 85 (덕천동)|ESC코너
르노삼성자동차서비스코너|우동점|051-747-6544|부산 해운대구 우동 497-21|부산 해운대구 우동1로 15 (우동)|ESC코너
르노삼성자동차서비스코너|서구점|062-456-9000|광주 서구 금호동 206-30번지|광주 서구 화개중앙로 134 (금호동)|ESC코너
르노삼성자동차지정정비코너|첨단점|062-574-3119|광주 광산구 수완동   32-1|광주 광산구 북문대로 567 (수완동)|ESC코너
르노삼성자동차지정정비코너|신촌점|062-942-0117|광주 광산구 신촌동 1115-3|광주 광산구 광산로 122 (신촌동)|General-ASC코너
르노삼성자동차|경기광주정비사업소|031-797-0300|경기 광주시 곤지암읍 수양리 281-2|경기 광주시 곤지암읍 경충대로184번길 7-5|ESC센터
르노삼성자동차지정정비코너|쌍촌점|062-363-7667|광주 서구 쌍촌동 1138|광주 서구 천변좌하로 476 (쌍촌동)|ESC코너
르노삼성자동차서비스|비사업소|031-726-9800|경기 광주시 오포읍 신현리  696-24|경기 광주시 오포읍 신현로 60|ESC센터
르노삼성자동차서비스|하남자동차공업사|062-951-5500|광주 광산구 장덕동  975-2 번지|광주 광산구 하남산단5번로 120  (장덕동)|General-ASC센터
르노삼성자동차서비스|광주사업소|062-676-3001|광주 남구 송하동  258-13|광주 남구 송암로 32 (송하동)|직영센터
르노삼성자동차서비스코너|북구신안점|062-528-7009|광주 북구 신안동  374|광주 북구 서암대로 96 (신안동)|ESC코너
르노삼성자동차|광산정비사업소|062-945-3000|광주 광산구 우산동  1608-3|광주 광산구 용아로 202 (우산동)|ESC센터
르노삼성자동차서비스코너|경기광주점|031-798-5500|경기 광주시 경안동  20-80|경기 광주시 광주대로 48 (경안동)|ESC코너
르노삼성자동차서비스코너|광주북구점|062-573-3002|광주 북구 양산동  1045|광주 북구 양산택지로 2 (양산동)|ESC코너
르노삼성자동차지정정비코너|월산점|062-672-4760|광주 남구 월산동 154-9|광주 남구 월산로 53-1 (월산동)|General-ASC코너
르노삼성자동차지정정비코너|산수점|062-263-9261|광주 동구 산수 1동  537-10|광주 동구 필문대로 133 (산수동)|ESC코너
르노삼성자동차서비스|송민공업사|043-645-2331|충북 제천시 신백동 249-5|충북 제천시 단양로 3381 (신백동)|General-ASC센터
르노삼성자동차서비스|삼화자동차공업사|043-262-1900|충북 청주시 흥덕구 신봉동 146-1|충북 청주시 흥덕구 1순환로438번길 39-18 (신봉동)|General-ASC센터
르노삼성자동차서비스코너|청주성화점|043-265-2355|충북 청주시 서원구 성화동   225-5 번지|충북 청주시 서원구  2순환로 1510 ,  (성화동)|ESC코너
르노삼성자동차서비스|조운|043-843-5858|충북 충주시 안림동  1051-1|충북 충주시 금봉대로 424 (안림동)|General-ASC센터
르노삼성자동차서비스|남한강상사|043-421-8484|충북 단양군 단양읍 도전리  279|충북 단양군 단양읍 삼봉로 229-1|General-ASC코너
르노삼성자동차지정정비코너|보은점|043-543-6593|충북 보은군 보은읍 삼산리 195|충북 보은군 보은읍 삼산제방로 3|General-ASC코너
르노삼성자동차지정정비코너|증평점|043-838-1739|충북 증평군 증평읍 미암리 580|충북 증평군 증평읍 단지바우로 11|General-ASC코너
르노삼성자동차|청주정비사업소|043-232-1801~2|충북 청주시 흥덕구 비하동  345-1|충북 청주시 흥덕구 2순환로 1033 (비하동)|ESC센터
르노삼성자동차서비스코너|율량점|043-241-3331|충북 청주시 청원구 율량동   894-5 번지|충북 청주시 청원구  공항로 132 ,   (율량동)|ESC코너
르노삼성자동차서비스코너|분평점|043-286-3334|충북 청주시 서원구 분평동 160-7|충북 청주시 서원구 1순환로 1098 (분평동)|ESC코너
르노삼성자동차서비스코너|서운점|043-250-3312|충북 청주시 상당구 서운동  28-20|충북 청주시 상당구 대성로 45 (서운동)|ESC코너
르노삼성자동차지정정비코너|금릉점|043-852-2959|충북 충주시 금릉동  306-1|충북 충주시 번영대로 11 (금릉동)|General-ASC코너
르노삼성자동차지정정비코너|금왕점|043-877-8284|충북 음성군 금왕읍 오선리 33-29|충북 음성군 금왕읍 대금로 1253|General-ASC코너
르노삼성자동차서비스코너|제천점|043-648-9470|충북 제천시 청전동  472-6|충북 제천시 명륜로3길 9 (청전동)|ESC코너
르노삼성자동차서비스|진성자동차공업사|043-733-9567|충북 옥천군 옥천읍 장야리 336-1|충북 옥천군 옥천읍 문장로 132|General-ASC센터
르노삼성자동차|진천점|043-753-8800|충북 진천군 진천읍 성석리 529-10|충북 진천군 진천읍 대촌1길 29|General-ASC코너
르노삼성자동차지정정비코너|인천논현점|032-434-3311|인천 남동구 논현동 111-26|인천광역시 남동구 장도로 24 (논현동)|General-ASC코너
르노삼성자동차지정정비센터|검단정비|032-567-9600|인천 서구 오류동   601번지|인천 서구 단봉로 190 (오류동)|General-ASC센터
르노삼성자동차서비스|남도카서비스|032-933-9337|인천 강화군 선원면 창리 581-2|인천 강화군 선원면 중앙로 218|General-ASC코너
르노삼성자동차서비스코너|석남점|032-574-3382|인천 서구 석남동 222-65|인천 서구 길주로 14 (석남동)|ESC코너
르노삼성자동차지정정비코너|인천일신점|032-518-3330|인천 부평구 일신동 37-14 1층|인천 부평구 일신로 65, 1층 (일신동)|ESC코너
르노삼성자동차서비스코너|만수점|032-469-3030|인천 남동구 만수동 1073-5 1층|인천 남동구 인주대로 886 (만수동)|ESC코너
르노삼성자동차지정정비코너|옥련점|032-834-2525|인천 연수구 옥련동  417-12 번지|인천 연수구 한나루로 132  (옥련동)|General-ASC코너
르노삼성자동차서비스코너|용현점|032-867-8017|인천 남구 용현1동  34-1|인천 남구 한나루로477번길 3 (용현동)|ESC코너
르노삼성자동차|남동정비사업소|032-446-5661|인천 남동구 고잔동  145-3|인천 남동구 논현고잔로135번길 22 (고잔동)|ESC센터
르노삼성자동차서비스코너|계산점|032-543-6334|인천 계양구 계산동  1071-1|인천 계양구 장제로 757 (계산동)|ESC코너
르노삼성자동차서비스|인천사업소|032-509-3330|인천 부평구 청천동  376|인천 부평구 부평북로 25 (청천동)|직영센터
르노삼성자동차서비스코너|서인천점|032-564-3303|인천 서구 연희동  710-1|인천 서구 서곶로 364 (연희동)|ESC코너
르노삼성자동차서비스코너|송도점|032-834-8333|인천 연수구 동춘동  817-8|인천 연수구 능허대로 261 (동춘동)|ESC코너
르노삼성자동차서비스코너|주안점|032-428-2828|인천 남구 주안동  112-2|인천 남구 주안로 130 (주안동)|ESC코너
르노삼성자동차서비스코너|효성점|032-547-4972|인천 계양구 효성동 412-14|인천 계양구 마장로 524 (효성동)|ESC코너
르노삼성자동차|동인천정비사업소|032-765-6122|인천 동구 송현동 2-70|인천 동구 염전로 10 (송현동)|ESC센터
르노삼성자동차지정정비코너|구월점|032-471-8991~2|인천 남동구 구월1동  288-24|인천 남동구 인주대로 690 (구월동)|Premium-ASC코너
르노삼성자동차서비스코너|마전점|032-567-7784|인천 서구 마전동 582-33 검단2지구 39블록 2-3롯트|인천 서구 원당대로 635 (마전동)|ESC코너
르노삼성자동차서비스코너|부평점|032-519-3222|인천 부평구 부개동 70-18|인천광역시 부평구 부흥로 384(부흥로)|ESC코너
르노삼성자동차서비스코너|작전점|032-549-3331|인천 계양구 작전동 616-5|인천 계양구 아나지로 428 (작전동)|ESC코너
르노삼성자동차|순천정비사업소|061-755-8572|전남 순천시 서면 압곡리 581 백강로 563|전남 순천시 서면 백강로 563|ESC센터
르노삼성자동차서비스|애니카랜드/담양점(남문카센타)|061-382-2991|전남 담양군 담양읍 강쟁리  1752|전남 담양군 담양읍 신성길 1-6|General-ASC코너
르노삼성자동차서비스|애니카랜드/진도점|061-544-7331|전남 진도군 진도읍 남동리  777-21|전남 진도군 진도읍 남동1길 60|General-ASC코너
르노삼성자동차서비스|애니카랜드/화순점(새벽자동차공업사)|061-375-1800|전남 화순군 화순읍 삼천리 718-8|전남 화순군 화순읍 쌍충로 64|General-ASC코너
르노삼성자동차지정정비코너|남악점|061-287-1193|전남 목포시 옥암동  1358-10 번지|전남목포시남악2로9번길9-16(옥암동)|ESC코너
르노삼성자동차|순천점|061-744-3266|전남 순천시 연향동  1433-7|전남 순천시 구암1길 6 (연향동)|ESC코너
르노삼성자동차지정정비코너|나주점|061-334-4861|전남 나주시 송월동 845-1|전남 나주시 예향로 4126 (송월동)|General-ASC코너
르노삼성자동차지정정비코너|조례점|061-724-7114|전남 순천시 조례동  1589-2|전남 순천시 순광로 30 (조례동)|General-ASC코너
르노삼성자동차지정정비코너|고흥점|061-834-9780|전남 고흥군 고흥읍 남계리 230-3 번지  정비공장|전남 고흥군 고흥읍 고흥로 1879 ,  (정비공장)|General-ASC코너
르노삼성자동차서비스코너|순천동부점|061-752-8572|전남 순천시 매곡동 76-6|전남 순천시 강변로 861|General-ASC코너
르노삼성자동차지정정비코너|중마점|061-794-3838|전남 광양시 마동 449-39|전남 광양시 눈소1길 34 (마동)|General-ASC코너
르노삼성자동차지정정비코너|영광점|061-351-1479|전남 영광군 영광읍 백학리  97-2|전남 영광군 영광읍 물무로 64|Premium-ASC코너
르노삼성자동차서비스|제일종합자동차정비공업사|061-533-1000|전남 해남군 해남읍 남외리  445-2|전남 해남군 해남읍 법원길 35|General-ASC센터
르노삼성자동차서비스|동양카클리닉|061-245-5400|전남 목포시 산정동  1379|전남 목포시 용당로 35-1 (산정동)|Premium-ASC코너
르노삼성자동차서비스|진흥카센타|061-433-9901|전남 강진군 강진읍 동성리  182-4|전남 강진군 강진읍 보은로 163|General-ASC코너
르노삼성자동차서비스|찬성자동차공업사|061-283-3300|전남 목포시 석현동  669-26|전남 목포시 석현로25번길 16 (석현동)|Premium-ASC센터
르노삼성자동차|여수정비센타|061-653-3318|전남 여수시 오림동 431-1|전남 여수시 좌수영로 284 (오림동)|Premium-ASC센터
르노삼성자동차|해남점|061-536-1003|전남 해남군 해남읍 구교리 448-1|전남 해남군 해남읍 중앙1로 420|General-ASC코너
르노삼성자동차서비스|우리공업사|061-791-6666|전남 광양시 태인동 303-126|전남 광양시 삼봉산로 11 (태인동)|General-ASC센터
르노삼성자동차지정정비코너|학동점|061-682-3166|전남 여수시 학동  16-19|전남 여수시 쌍봉로 139 (학동)|General-ASC코너
르노삼성자동차지정정비코너|함평점|061-323-9647|전남 함평군 함평읍 기각리  376-4|전남 함평군 함평읍 영수길 349|General-ASC코너
르노삼성자동차지정정비코너|장흥점|061-862-6966|전남 장흥군 장흥읍 건산리  207-10|전남 장흥군 장흥읍 남부관광로 35|Premium-ASC코너
르노삼성자동차서비스|벧엘카센타|061-552-4975|전남 완도군 완도읍 가용리  1048|전남 완도군 완도읍 개포로135번길 56|General-ASC코너
르노삼성자동차|하당점|061-282-9988|전남 목포시 상동  615|전남 목포시 백년대로 231 (상동)|ESC코너
르노삼성자동차지정정비코너|무안점|061-453-3232|전남 무안군 무안읍 성남리 307-3|전남 무안군 무안읍 무안로 438-1|General-ASC코너
