##NAME|SUBNAME|FEAT|ID|TELNUM|NEWADDR|XCOORD|YCOORD@@복지서비스
판암2동 주민센터||주민센터|3011055200|042-2597321|대전 동구 판암2동 246 246|127.45740982286806|36.32043623263874
효동 주민센터||주민센터|3011053000|042-2597261|대전 동구 효동 150-5 150-5|127.44181805652744|36.317052380615436
용운동 주민센터||주민센터|3011056000|042-2597351|대전 동구 용운동 296-3 296-3|127.46153533919224|36.32811281367827
신인동 주민센터||주민센터|3011054500|042-2597231|대전 동구 인동 16-44 16-44|127.43800920485785|36.32333498859503
대동 주민센터||주민센터|3011058500|042-2597381|대전 동구 계족로 180 계족로 180|127.44280025037045|36.33005092635275
자양동 주민센터||주민센터|3011059000|042-2597411|대전 동구 자양동 60-1 60-1|127.44866745294563|36.33549016796577
중앙동 주민센터||주민센터|3011051500|042-2597201|대전 동구 소제동 299-212 299-212|127.43875837055641|36.33460054833712
산내동 주민센터||주민센터|3011074000|042-2597651|대전 동구 낭월동 190-1 190-1|127.46766494973745|36.28182247132028
성남동 주민센터||주민센터|3011066500|042-2597531|대전 동구 성남동 8-2 8-2(계족로368번길 70)|127.43750853248073|36.34453247019104
산내동 주민센터||주민센터|3011074000|042-2597651|대전 동구 낭월동 190-1 190-1|127.46766494973745|36.28182247132028
효동 주민센터||주민센터|3011053000|042-2597261|대전 동구 효동 150-5 150-5|127.44181805652744|36.317052380615436
판암1동 주민센터||주민센터|3011055100|042-2597291|대전 동구 판암1동 309-7 309-7|127.45772127497662|36.31732778205692
판암2동 주민센터||주민센터|3011055200|042-2597321|대전 동구 판암2동 246 246|127.45740982286806|36.32043623263874
신인동 주민센터||주민센터|3011054500|042-2597231|대전 동구 인동 16-44 16-44|127.43800920485785|36.32333498859503
용운동 주민센터||주민센터|3011056000|042-2597351|대전 동구 용운동 296-3 296-3|127.46153533919224|36.32811281367827
대동 주민센터||주민센터|3011058500|042-2597381|대전 동구 계족로 180 계족로 180|127.44280025037045|36.33005092635275
중앙동 주민센터||주민센터|3011051500|042-2597201|대전 동구 소제동 299-212 299-212|127.43875837055641|36.33460054833712
자양동 주민센터||주민센터|3011059000|042-2597411|대전 동구 자양동 60-1 60-1|127.44866745294563|36.33549016796577
삼성동 주민센터||주민센터|3011069500|042-2597591|대전 동구 삼성동 322-1 322-1|127.42216832854866|36.34061166387791
대청동 주민센터||주민센터|3011072500|042-2597621|대전 동구 세천동 80-2 80-2|127.49262517399406|36.343582618421415
성남동 주민센터||주민센터|3011066500|042-2597531|대전 동구 성남동 8-2 8-2(계족로368번길 70)|127.43750853248073|36.34453247019104
가양1동 주민센터||주민센터|3011062000|042-2597441|대전 동구 가양동 432-9 432-9|127.4414347622748|36.34701968944198
홍도동 주민센터||주민센터|3011067000|042-2597561|대전 동구 홍도동 92-3 92-3|127.42577400648308|36.34900142143046
가양2동 주민센터||주민센터|3011063000|042-2597471|대전 동구 가양2동 39-3 39-3|127.44740854034845|36.34907017091421
용전동 주민센터||주민센터|3011064000|042-2597501|대전 동구 용전동 28-8 28-8|127.43240836557358|36.35773699822575
국민건강보험|대전지역본부|국민건강보험||042-6057100|대전 동구 동서대로 1495 |127.41980459520832|36.340187426387686
국민건강보험|대전동부지사|국민건강보험||042-6057201|대전 동구 동서대로 1495 |127.41980459520832|36.340187426387686
둔산2동 주민센터||주민센터|3017064000|042-4874563|대전 서구 둔산서로 80 둔산서로 80(둔산동) 둔산2동주민센터 사회복지담당|127.38363444871256|36.35382663933452
둔산1동 주민센터||주민센터|3017063000|042-4834419|대전 서구 둔산중로 65 둔산중로 65(둔산동) 둔산1동주민센터 사회복지담당|127.38602549530385|36.35251764306967
근로복지공단|대전지역본부|근로복지공단||042-8709202|대전 서구 한밭대로 809 사학연금회관 16,17층   |127.38886149132072|36.35825793745558
고용보험공단|대전고용센터|고용보험공단||042-4806000|대전 서구 문정로 56 (탄방동)|127.38558997729247|36.3464343160599
국민연금공단|대전지역본부|국민연금공단||042-4804912~6, 4880~84|대전 서구 문정로 6 4층(탄방동)|127.3808857729337|36.344859728436845
갈마2동 주민센터||주민센터|3017058200|042-5325210|대전 서구 대덕대로 147 대덕대로 147(갈마동) 갈마2동주민센터 사회복지담당|127.37486618331685|36.34676762717394
월평2동 주민센터||주민센터|3017058700|042-4884072|대전 서구 갈마역로 145 갈마역로 145(월평동) 월평2동주민센터 사회복지담당|127.37389051809099|36.36357938949579
국민건강보험|대전서부지사|국민건강보험||042-6023500|대전 서구 만년로68번길 15-13 |127.38102407873846|36.36684072667989
탄방동 주민센터||주민센터|3017055500|042-4865245|대전 서구 탄방로7번길 97 탄방로7번길97(탄방동) 탄방동주민센터 사회복지담당|127.39537620808751|36.346640248799424
둔산3동 주민센터||주민센터|3017066000|042-4827970|대전 서구 둔산북로 232-52 둔산북로 232-52 (둔산동) 둔산3동주민센터 사회복지담당|127.39996496900231|36.35344506628149
고용보험공단|대전고용센터|고용보험공단||042-4806000|대전 서구 문정로 56 (탄방동)|127.38558997729247|36.3464343160599
기성동 주민센터||주민센터|3017060000|042-5854602|대전 서구 흑석1길 16 흑석1길 16(흑석동) 기성동주민센터 사회복지담당|127.3416159447644|36.25587660959037
관저2동 주민센터||주민센터|3017059700|042-5459727|대전 서구 관저중로 82 82 (관저동, 관저2동 주민센터 사회복지담당자)|127.33519207350896|36.29928514679102
가수원동 주민센터||주민센터|3017059000|042-5415626|대전 서구 가수원동 가수원길 105(가수원동) 가수원동주민센터 사회복지담당|127.34943491264207|36.30358807227006
관저1동 주민센터||주민센터|3017059600|042-5450462|대전 서구 관저북로 24 관저북로 24(관저동) 관저1동주민센터 사회복지담당|127.33735377061583|36.30385707959261
정림동 주민센터||주민센터|3017053500|042-5829264|대전 서구 정림동로 10 정림동로 10(정림동) 정림동주민센터 사회복지담당|127.36672759093187|36.30449874235134
복수동 주민센터||주민센터|3017051000|042-5825608|대전 서구 복수서로 26 복수서로 26(복수동) 복수동주민센터 사회복지담당|127.37364141634383|36.30677354635194
도마2동 주민센터||주민센터|3017053000|042-5255915|대전 서구 도림1길 14 도림1길 14(도마동) 도마2동주민센터 사회복지담당|127.37359884207105|36.312786360925536
도마1동 주민센터||주민센터|3017052000|042-6116902|대전 서구 도산로 64 64 (도마동, 로얄빌딩,3층 사회복지담당자 앞)|127.37985970181855|36.31432026593257
변동 주민센터||주민센터|3017054000|042-5255619|대전 서구 중반5길 133 중반5길 133(번동) 번동주민센터 사회복지담당|127.38674907728733|36.32581885221329
가장동 주민센터||주민센터|3017057000|042-5255625|대전 서구 들말4길 6 들말4길 6(가장동) 가장동주민센터 사회복지담당|127.3852022173176|36.330127874272144
내동 주민센터||주민센터|3017057500|042-5254203|대전 서구 도솔로 247 도솔로 247(내동) 내동주민센터 사회복지담당|127.37736708261436|36.33222197341311
용문동 주민센터||주민센터|3017055000|042-5258617|대전 서구 계룡로662번길 6 계룡로 662번길 6(용문동) 용문동주민센터 사회복지담당|127.39436443526472|36.33686403208083
괴정동 주민센터||주민센터|3017056000|042-5255623|대전 서구 가장로 57 가장로 57(괴정동) 괴정동주민센터 사회복지담당|127.38206465560859|36.33717073359341
탄방동 주민센터||주민센터|3017055500|042-4865245|대전 서구 탄방로7번길 97 탄방로7번길97(탄방동) 탄방동주민센터 사회복지담당|127.39537620808751|36.346640248799424
갈마2동 주민센터||주민센터|3017058200|042-5325210|대전 서구 대덕대로 147 대덕대로 147(갈마동) 갈마2동주민센터 사회복지담당|127.37486618331685|36.34676762717394
갈마1동 주민센터||주민센터|3017058100|042-5255624|대전 서구 신갈마로 191 191 (갈마동, 갈마1동주민센터 사회복지담당자 앞)|127.3678092640669|36.350830427150846
둔산1동 주민센터||주민센터|3017063000|042-4834419|대전 서구 둔산중로 65 둔산중로 65(둔산동) 둔산1동주민센터 사회복지담당|127.38602549530385|36.35251764306967
둔산3동 주민센터||주민센터|3017066000|042-4827970|대전 서구 둔산북로 232-52 둔산북로 232-52 (둔산동) 둔산3동주민센터 사회복지담당|127.39996496900231|36.35344506628149
둔산2동 주민센터||주민센터|3017064000|042-4874563|대전 서구 둔산서로 80 둔산서로 80(둔산동) 둔산2동주민센터 사회복지담당|127.38363444871256|36.35382663933452
월평1동 주민센터||주민센터|3017058600|042-4851676|대전 서구 월평서로 13 월평서로 13 (월평동) 월평1동주민센터 사회복지담당|127.3575865855712|36.354678833869386
월평3동 주민센터||주민센터|3017058800|042-4888491|대전 서구 청사로 27-9 청사로 27-9(월평동310번지) 월평3동주민센터 사회복지담당|127.36686879720573|36.36028123271664
월평2동 주민센터||주민센터|3017058700|042-4884072|대전 서구 갈마역로 145 갈마역로 145(월평동) 월평2동주민센터 사회복지담당|127.37389051809099|36.36357938949579
만년동 주민센터||주민센터|3017065000|042-4886831|대전 서구 만년로 19 만년로 19( 만년동) 만년동주민센터 사회복지담당|127.37502375197884|36.36754099838576
근로복지공단|대전지역본부|근로복지공단||042-8709202|대전 서구 한밭대로 809 사학연금회관 16,17층   |127.38886149132072|36.35825793745558
국민건강보험|대전서부지사|국민건강보험||042-6023500|대전 서구 만년로68번길 15-13 |127.38102407873846|36.36684072667989
국민연금공단|대전지역본부|국민연금공단||042-4804912~6, 4880~84|대전 서구 문정로 6 4층(탄방동)|127.3808857729337|36.344859728436845
온천1동 주민센터||주민센터|3020053000|042-6016690|대전 유성구 도안대로589번길 35 35 (봉명동, 온천1동주민센터)|127.33896541021666|36.353103782612536
온천2동 주민센터||주민센터|3020054000|042-6016719|대전 유성구 장대동 40-2 40-2 온천2동주민센터|127.33341572907098|36.365270840372844
원신흥동 주민센터||주민센터|3020061000|042-6016910|대전 유성구 봉명로 27-18 27-18 (원신흥동, 원신흥동주민센터)|127.34329802991897|36.342187178346876
신성동 주민센터||주민센터|3020055000|042-6016781|대전 유성구 하기동 18-6 18-6 신성동주민센터|127.34736552741161|36.38919506106111
노은1동 주민센터||주민센터|3020054600|042-6016746|대전 유성구 노은동 546 546  노은1동주민센터|127.31845242580836|36.36826751169333
국민건강보험|대전유성지사|국민건강보험||042-8208100|대전 유성구 도안북로 62 |127.33533654080246|36.32990329049215
노은2동 주민센터||주민센터|3020054700|042-6016877|대전 유성구 하기동 411-1 411-1  노은2동 주민센터|127.32076330226005|36.38939562490365
근로복지공단|유성지사|근로복지공단||042-8205440|대전 유성구 반석로 9 더존타워 7~9층  |127.31357154108417|36.39151625154954
노은3동 주민센터||주민센터|3020054800|042-6016940|대전 유성구 지족동로 145 145 (지족동, 노은3동주민센터 )|127.30790406095329|36.38680885871644
전민동 주민센터||주민센터|3020057000|042-6016811|대전 유성구 전민동 462-6 462-6   전민동주민센터|127.4003724980516|36.399933278163545
진잠동 주민센터||주민센터|3020052000|042-6016650|대전 유성구 원내동 213-4 213-4  진잠동주민센터|127.31641888560861|36.299700381714686
원신흥동 주민센터||주민센터|3020061000|042-6016910|대전 유성구 봉명로 27-18 27-18 (원신흥동, 원신흥동주민센터)|127.34329802991897|36.342187178346876
온천1동 주민센터||주민센터|3020053000|042-6016690|대전 유성구 도안대로589번길 35 35 (봉명동, 온천1동주민센터)|127.33896541021666|36.353103782612536
온천2동 주민센터||주민센터|3020054000|042-6016719|대전 유성구 장대동 40-2 40-2 온천2동주민센터|127.33341572907098|36.365270840372844
노은1동 주민센터||주민센터|3020054600|042-6016746|대전 유성구 노은동 546 546  노은1동주민센터|127.31845242580836|36.36826751169333
노은3동 주민센터||주민센터|3020054800|042-6016940|대전 유성구 지족동로 145 145 (지족동, 노은3동주민센터 )|127.30790406095329|36.38680885871644
신성동 주민센터||주민센터|3020055000|042-6016781|대전 유성구 하기동 18-6 18-6 신성동주민센터|127.34736552741161|36.38919506106111
노은2동 주민센터||주민센터|3020054700|042-6016877|대전 유성구 하기동 411-1 411-1  노은2동 주민센터|127.32076330226005|36.38939562490365
전민동 주민센터||주민센터|3020057000|042-6016811|대전 유성구 전민동 462-6 462-6   전민동주민센터|127.4003724980516|36.399933278163545
관평동 주민센터||주민센터|3020060000|042-6016897|대전 유성구 관평동 905 905 관평동주민센터|127.38884641969287|36.42326829058107
구즉동 주민센터||주민센터|3020058000|042-6016831|대전 유성구 봉산동 813-1  구즉동주민센터|127.38439880554101|36.447552787702
근로복지공단|유성지사|근로복지공단||042-8205440|대전 유성구 반석로 9 더존타워 7~9층  |127.31357154108417|36.39151625154954
국민건강보험|대전유성지사|국민건강보험||042-8208100|대전 유성구 도안북로 62 |127.33533654080246|36.32990329049215
국민연금공단|동대전지사|국민연금공단||042-7204010~1|대전 중구 중앙로 119 14층(선화동)|127.42287068226568|36.32794585588924
대흥동 주민센터||주민센터|3014057500|042-2534403|대전 중구 대흥로 109 109 (대흥동, 대흥동 주민센터)|127.42439707570658|36.323539096394114
은행선화동 주민센터||주민센터|3014053500|042-2543001|대전 중구 선화동 194-1 194-1|127.41678226946217|36.332386612227666
대사동 주민센터||주민센터|3014063000|042-2534400|대전 중구 충무로 65 충무로 65 (대사동 116-8) 대사동주민센터|127.42484635245027|36.31767623890875
용두동 주민센터||주민센터|3014065500|042-2534412|대전 중구 동서대로1322번길 111 111 (용두동)|127.41039589083194|36.32517045635541
오류동 주민센터||주민센터|3014067000|042-5222303|대전 중구 오류로 56 179-29|127.40387081651143|36.32537652207554
목동 주민센터||주민센터|3014055000|042-2544680|대전 중구 목중로39번길 39 39 (목동, 목동주민센터)|127.40849174063062|36.33588296216281
중촌동 주민센터||주민센터|3014056000|042-2534415|대전 중구 중촌동 102-1 102-1 중촌동 주민센터|127.41237053743971|36.338926430377676
부사동 주민센터||주민센터|3014064000|042-2534407|대전 중구 보문로68번길 20 128-11 부사동 주민센터|127.43365577417399|36.31425617446563
문화1동 주민센터||주민센터|3014072000|042-5820301|대전 중구 문화로 195 문화동 284-169 문화1동주민센터|127.40646045430846|36.315361056462066
산성동 주민센터||주민센터|3014074000|042-5812302|대전 중구 대둔산로 403 대둔산길236 (산성동117-4)|127.38612721260873|36.30541093781688
문화2동 주민센터||주민센터|3014073000|042-5823290|대전 중구 당디로6번길 90 송리 2길 61|127.39924157036393|36.30775058527532
석교동 주민센터||주민센터|3014062000|042-2714408|대전 중구 대종로 228 대종로228 (석교동 12-4)|127.44240903495309|36.3097037884129
부사동 주민센터||주민센터|3014064000|042-2534407|대전 중구 보문로68번길 20 128-11 부사동 주민센터|127.43365577417399|36.31425617446563
유천1동 주민센터||주민센터|3014070000|042-5833001|대전 중구 유천1동 대전광역시 중구 유천로 33번길 56 유천1동주민센터|127.3952434347124|36.31506703573684
문화1동 주민센터||주민센터|3014072000|042-5820301|대전 중구 문화로 195 문화동 284-169 문화1동주민센터|127.40646045430846|36.315361056462066
유천2동 주민센터||주민센터|3014071000|042-5844114|대전 중구 유천2동 171-3 대전광역시 중구 유천2동 171-3 유천2동주민센터|127.39921390713693|36.315428732889075
문창동 주민센터||주민센터|3014060500|042-2724406|대전 중구 문창동 116-15 116-15 문창동주민센터|127.437924690861|36.316190762061304
대사동 주민센터||주민센터|3014063000|042-2534400|대전 중구 충무로 65 충무로 65 (대사동 116-8) 대사동주민센터|127.42484635245027|36.31767623890875
태평2동 주민센터||주민센터|3014069000|042-5228992|대전 중구 태평2동 393-2 393-2(대전 중구 평촌로 51) 태평2동주민센터|127.39289161148594|36.32127129809255
대흥동 주민센터||주민센터|3014057500|042-2534403|대전 중구 대흥로 109 109 (대흥동, 대흥동 주민센터)|127.42439707570658|36.323539096394114
용두동 주민센터||주민센터|3014065500|042-2534412|대전 중구 동서대로1322번길 111 111 (용두동)|127.41039589083194|36.32517045635541
오류동 주민센터||주민센터|3014067000|042-5222303|대전 중구 오류로 56 179-29|127.40387081651143|36.32537652207554
태평1동 주민센터||주민센터|3014068000|042-5223002|대전 중구 태평1동 331-34 331-34|127.39708105889079|36.32610218985161
은행선화동 주민센터||주민센터|3014053500|042-2543001|대전 중구 선화동 194-1 194-1|127.41678226946217|36.332386612227666
목동 주민센터||주민센터|3014055000|042-2544680|대전 중구 목중로39번길 39 39 (목동, 목동주민센터)|127.40849174063062|36.33588296216281
중촌동 주민센터||주민센터|3014056000|042-2534415|대전 중구 중촌동 102-1 102-1 중촌동 주민센터|127.41237053743971|36.338926430377676
국민건강보험|대전중부지사|국민건강보험||042-5307000|대전 중구 계백로 1625 |127.4003433759397|36.31941537748397
국민연금공단|동대전지사|국민연금공단||042-7204010~1|대전 중구 중앙로 119 14층(선화동)|127.42287068226568|36.32794585588924
대저1동 주민센터||주민센터|2644051000|051-9704901|부산 강서구 대저로255번길 15 15 (대저1동, 대저1동주민센터)|128.98058392227745|35.21437495941822
강동동 주민센터||주민센터|2644053000|051-9704455|부산 강서구 제도로 1171 1171 (강동동, 강동동주민센터)|128.9352671863322|35.21452412284689
대저2동 주민센터||주민센터|2644052000|051-9704417|부산 강서구 공항로811번가길 30-1 30-1 (대저2동, 대저2동 주민센터)|128.95648455303802|35.17855047198614
가락동 주민센터||주민센터|2644055000|051-9704464|부산 강서구 가락대로 1476 1476 (죽림동, 가락동주민센터)|128.90180939944557|35.19640718129775
녹산동 주민센터||주민센터|2644056000|051-9704625|부산 강서구 가락대로900번가길 32 32 (범방동, 녹산동주민센터)|128.8837852922142|35.15352910538399
명지동 주민센터||주민센터|2644054000|051-9704904|부산 강서구 영강길19번길 58 58 (명지동, 명지동주민센터)|128.9263221592907|35.10816460918615
가덕도동 주민센터||주민센터|2644058000|051-9704931|부산 강서구 동선3길 1 1 (성북동, 가덕도동주민센터)|128.8307212132674|35.052563622821395
가덕도동 주민센터||주민센터|2644058000|051-9704931|부산 강서구 동선3길 1 1 (성북동, 가덕도동주민센터)|128.8307212132674|35.052563622821395
명지동 주민센터||주민센터|2644054000|051-9704904|부산 강서구 영강길19번길 58 58 (명지동, 명지동주민센터)|128.9263221592907|35.10816460918615
녹산동 주민센터||주민센터|2644056000|051-9704625|부산 강서구 가락대로900번가길 32 32 (범방동, 녹산동주민센터)|128.8837852922142|35.15352910538399
대저2동 주민센터||주민센터|2644052000|051-9704417|부산 강서구 공항로811번가길 30-1 30-1 (대저2동, 대저2동 주민센터)|128.95648455303802|35.17855047198614
가락동 주민센터||주민센터|2644055000|051-9704464|부산 강서구 가락대로 1476 1476 (죽림동, 가락동주민센터)|128.90180939944557|35.19640718129775
대저1동 주민센터||주민센터|2644051000|051-9704901|부산 강서구 대저로255번길 15 15 (대저1동, 대저1동주민센터)|128.98058392227745|35.21437495941822
강동동 주민센터||주민센터|2644053000|051-9704455|부산 강서구 제도로 1171 1171 (강동동, 강동동주민센터)|128.9352671863322|35.21452412284689
근로복지공단|부산동부지사|근로복지공단||051-5503296|부산 금정구 중앙대로1763번길 26 부산합동청사 1~3층|129.09142896564762|35.241981297174235
부곡3동 주민센터||주민센터|2641059000|051-5195250|부산 금정구 부곡3동 59-11 59-11|129.09384718000982|35.24050844974625
구서1동 주민센터||주민센터|2641068000|051-5195400|부산 금정구 구서1동 1063 1063번지 구서1동주민센터|129.08695272844764|35.245104470956015
장전1동 주민센터||주민센터|2641060000|051-5195288|부산 금정구 금강로335번길 27 장전1동주민센터|129.08493543501407|35.2377065988034
구서2동 주민센터||주민센터|2641069000|051-5195427|부산 금정구 두실로7번길 115 두실로 7번길 115 (구서2동 184-6)|129.0905863059333|35.25519222155113
부곡2동 주민센터||주민센터|2641058000|051-5195226|부산 금정구 부곡로156번길 7 부곡로 156번길 7(부곡동)|129.09269863023104|35.22983712888946
국민건강보험|부산금정지사|국민건강보험||051-5808110|부산 금정구 중앙대로 1925 |129.09094979886413|35.256169987262176
장전3동 주민센터||주민센터|2641062000|051-5194912|부산 금정구 장전3동 343-4 343-4|129.08551211953602|35.22745601890517
장전2동 주민센터||주민센터|2641061000|051-5195300|부산 금정구 장전2동 부산 금정구 비석바위 1로 41(장전2동 493-2)|129.08095921919156|35.22772905361362
부곡1동 주민센터||주민센터|2641057000|051-5195207|부산 금정구 부곡1동 동부곡로 6번길 29(323-1번지)|129.09212932355462|35.224432883171374
서2동 주민센터||주민센터|2641052000|051-5194902|부산 금정구 서동중심로 33 |129.1044950765642|35.212871224149325
서3동 주민센터||주민센터|2641053000|051-5195150|부산 금정구 서3동 서3동주민센터|129.10393022254883|35.21719212892021
서1동 주민센터||주민센터|2641051000|051-5195100|부산 금정구 서부로69번길 17 서동 161-14 서1동주민센터|129.09913216998592|35.218324386679335
부곡4동 주민센터||주민센터|2641059100|051-5194909|부산 금정구 부곡로18번안길 37 395-14번지|129.08856888625314|35.219887719821564
금사동 주민센터||주민센터|2641055000|051-5195180|부산 금정구 금사로85번길 12 388-4|129.11112131983305|35.22044438106698
부곡1동 주민센터||주민센터|2641057000|051-5195207|부산 금정구 부곡1동 동부곡로 6번길 29(323-1번지)|129.09212932355462|35.224432883171374
장전3동 주민센터||주민센터|2641062000|051-5194912|부산 금정구 장전3동 343-4 343-4|129.08551211953602|35.22745601890517
장전2동 주민센터||주민센터|2641061000|051-5195300|부산 금정구 장전2동 부산 금정구 비석바위 1로 41(장전2동 493-2)|129.08095921919156|35.22772905361362
부곡2동 주민센터||주민센터|2641058000|051-5195226|부산 금정구 부곡로156번길 7 부곡로 156번길 7(부곡동)|129.09269863023104|35.22983712888946
장전1동 주민센터||주민센터|2641060000|051-5195288|부산 금정구 금강로335번길 27 장전1동주민센터|129.08493543501407|35.2377065988034
부곡3동 주민센터||주민센터|2641059000|051-5195250|부산 금정구 부곡3동 59-11 59-11|129.09384718000982|35.24050844974625
구서1동 주민센터||주민센터|2641068000|051-5195400|부산 금정구 구서1동 1063 1063번지 구서1동주민센터|129.08695272844764|35.245104470956015
금성동 주민센터||주민센터|2641070000|051-5195446|부산 금정구 금성동 554-3 554-3 금성동주민센터 (산성로 452)|129.05609283133992|35.25026482354265
선두구동 주민센터||주민센터|2641063500|051-5195346|부산 금정구 중리3길 13 부산광역시 금정구 두구중리 3길 13(두구동) 선두구동 주민센터|129.05695396086705|35.25199841594286
구서2동 주민센터||주민센터|2641069000|051-5195427|부산 금정구 두실로7번길 115 두실로 7번길 115 (구서2동 184-6)|129.0905863059333|35.25519222155113
남산동 주민센터||주민센터|2641067000|051-5194915|부산 금정구 중앙대로2097번길 4 4 (남산동, 남산동주민센터)|129.09226220423955|35.27166135656284
청룡노포동 주민센터||주민센터|2641066500|051-5194914|부산 금정구 청룡동 31-14 31-14 청룡노포동 주민센터|129.0898582387881|35.27526423410799
근로복지공단|부산동부지사|근로복지공단||051-5503296|부산 금정구 중앙대로1763번길 26 부산합동청사 1~3층|129.09142896564762|35.241981297174235
국민건강보험|부산금정지사|국민건강보험||051-5808110|부산 금정구 중앙대로 1925 |129.09094979886413|35.256169987262176
국민연금공단|기장상담센터|국민연금공단||051-7226955|부산 기장군 기장읍 읍내로 92 2층|129.21423734387258|35.244932250304515
국민건강보험|기장지사|국민건강보험||051-9010100|부산 기장군 기장읍 차성로 414 |129.21557059468066|35.2537207875757
일광면 주민센터||주민센터|2671031000|051-7095217|부산 기장군 일광면 일광로 77-7 일광로 77-7 일광면사무소|129.23226186567965|35.26420564564131
철마면 주민센터||주민센터|2671033000|051-7095274|부산 기장군 철마면 철마로 485 철마로 485 철마면사무소|129.14976304143622|35.27521258306126
일광면 주민센터||주민센터|2671031000|051-7095217|부산 기장군 일광면 일광로 77-7 일광로 77-7 일광면사무소|129.23226186567965|35.26420564564131
철마면 주민센터||주민센터|2671033000|051-7095274|부산 기장군 철마면 철마로 485 철마로 485 철마면사무소|129.14976304143622|35.27521258306126
국민건강보험|기장지사|국민건강보험||051-9010100|부산 기장군 기장읍 차성로 414 |129.21557059468066|35.2537207875757
국민연금공단|기장상담센터|국민연금공단||051-7226955|부산 기장군 기장읍 읍내로 92 2층|129.21423734387258|35.244932250304515
대연6동 주민센터||주민센터|2629056000|051-6074806|부산 남구 수영로 155 155 (대연동, 대연6동주민센터)|129.08355328353207|35.13495561100433
대연5동 주민센터||주민센터|2629055000|051-6076693|부산 남구 진남로46번길 7 진남로 46번길 7 (대연동)|129.09015884131105|35.138453661961314
대연1동 주민센터||주민센터|2629051000|051-6076607|부산 남구 유엔평화로 24 24 (대연동, 대연1동 주민센터)|129.0917663953207|35.132853146437775
대연4동 주민센터||주민센터|2629054000|051-6076671|부산 남구 석포로91번길 96 96 (대연동)|129.09141649514416|35.12980966408127
문현3동 주민센터||주민센터|2629070000|051-6074818|부산 남구 고동골로4번길 7-18 7-18 (문현동, 문현3동주민센터)|129.07168574460832|35.13814740394597
문현1동 주민센터||주민센터|2629068000|051-6076901|부산 남구 고동골로60번길 1 부산광역시 남구 고동골로 60번길 1 (문현동)|129.07132297139634|35.14253325604581
문현4동 주민센터||주민센터|2629071000|051-6076962|부산 남구 수영로 12 366-18 세종그랑시아상가 3호 3층|129.06912628435634|35.136194172559016
우암동 주민센터||주민센터|2629064500|051-6076861|부산 남구 우암로 190-15 190-15 (우암동)|129.07584989466466|35.12500565476708
감만2동 주민센터||주민센터|2629063000|051-6076845|부산 남구 석포로 32-1 32-1 (감만동)|129.0845394723024|35.122520644107034
문현2동 주민센터||주민센터|2629069000|051-6076927|부산 남구 전포대로92번길 31-7 31-7 (문현동, 문현2동주민센터)|129.06868902955864|35.145270941552326
용호4동 주민센터||주민센터|2629060000|051-6076785|부산 남구 용호로216번길 10 10 (용호동, 용호4동주민센터)|129.1104079116258|35.11320902202592
용호2동 주민센터||주민센터|2629058000|051-6076744|부산 남구 동명로164번길 74 517-19|129.1136903819541|35.11580120919331
감만1동 주민센터||주민센터|2629062000|051-6074812|부산 남구 우암로 71-7 71-7 (감만동, 감만1동주민센터)|129.08064817164788|35.11683811213898
용당동 주민센터||주민센터|2629061000|051-6074811|부산 남구 신선로 349-4 349-4 (용당동, 용당동주민센터)|129.09505377735047|35.117646043568406
용호1동 주민센터||주민센터|2629057000|051-6074807|부산 남구 용호로42번길 140 140 (용호동, 용호1동주민센터)|129.1090285566145|35.120791950504696
용호3동 주민센터||주민센터|2629059000|051-6074809|부산 남구 동명로145번길 33 33 (용호동, 용호3동주민센터)|129.1128073662763|35.121018087701046
감만2동 주민센터||주민센터|2629063000|051-6076845|부산 남구 석포로 32-1 32-1 (감만동)|129.0845394723024|35.122520644107034
우암동 주민센터||주민센터|2629064500|051-6076861|부산 남구 우암로 190-15 190-15 (우암동)|129.07584989466466|35.12500565476708
대연4동 주민센터||주민센터|2629054000|051-6076671|부산 남구 석포로91번길 96 96 (대연동)|129.09141649514416|35.12980966408127
대연1동 주민센터||주민센터|2629051000|051-6076607|부산 남구 유엔평화로 24 24 (대연동, 대연1동 주민센터)|129.0917663953207|35.132853146437775
대연6동 주민센터||주민센터|2629056000|051-6074806|부산 남구 수영로 155 155 (대연동, 대연6동주민센터)|129.08355328353207|35.13495561100433
문현4동 주민센터||주민센터|2629071000|051-6076962|부산 남구 수영로 12 366-18 세종그랑시아상가 3호 3층|129.06912628435634|35.136194172559016
문현3동 주민센터||주민센터|2629070000|051-6074818|부산 남구 고동골로4번길 7-18 7-18 (문현동, 문현3동주민센터)|129.07168574460832|35.13814740394597
대연5동 주민센터||주민센터|2629055000|051-6076693|부산 남구 진남로46번길 7 진남로 46번길 7 (대연동)|129.09015884131105|35.138453661961314
대연3동 주민센터||주민센터|2629053000|051-6074803|부산 남구 수영로 345 345, 118호 (대연동, 대연힐스테이트푸르지오상가)|129.10350691393975|35.13996363712607
문현1동 주민센터||주민센터|2629068000|051-6076901|부산 남구 고동골로60번길 1 부산광역시 남구 고동골로 60번길 1 (문현동)|129.07132297139634|35.14253325604581
문현2동 주민센터||주민센터|2629069000|051-6076927|부산 남구 전포대로92번길 31-7 31-7 (문현동, 문현2동주민센터)|129.06868902955864|35.145270941552326
