##NAME|SUBNAME|OFFICE|TELNUM|NEWADDR|MAJOR|BIRTH|STATUS|SOURCE2@@변호사
법무법인/혜안|||535-5612|서울 서초구 서초대로41길 19 , 3층(서초동, 에이스빌딩)||||대한변호사협회
법무법인/로앤케이|||051-963-0001~3|부산 연제구 법원로 (거제동) 34, 605호(거제동 정림빌딩)||||대한변호사협회
법무법인/고도|||02-591-8787|서울 서초구 서초중앙로 154,3층(서초동,화평빌딩)||||대한변호사협회
법무법인/명진|||6000-3260|서울 서초구 강남대로 479, 4층 (반포동, 포스코SS&CC타워)||||대한변호사협회
법무법인/아성|||053-742-7374|대구 수성구 국채보상로 846, 상가동 301호 (범어동, 청구성조타운)||||대한변호사협회
법무법인/창|||3477-7733|서울 서초구 법원로3길 12, 2층 (서초동, 승소빌딩)||||대한변호사협회
법무법인/다빈치|||774-1650|서울 마포구 새창로 11 , 17층(도화동, 공덕빌딩)||||대한변호사협회
법무법인/금정|||051-506-1400|부산 연제구 거제1동 1497-1(로윈빌딩301호)||||대한변호사협회
법무법인/백범|||032-873-6300|인천 남구 학익동 252-9(중앙법조빌딩 5,6층)||||대한변호사협회
법무법인/신세계로|||594-2800|서울 서초구 서초동 1704-1(정곡빌딩동관207호)||||대한변호사협회
법무법인/안세|||743-0400|서울 중구 서소문로 106 , 5층(서소문동, 동화빌딩)||||대한변호사협회
법무법인/진산|||3477-8661|인천 남구 소성로 171,201호(학익동, 대흥평창로시스빌딩)||||대한변호사협회
법무법인/처음|||3476-6800|서울 서초구 서초동 1702-9(상림빌딩201호)||||대한변호사협회
법무법인/세원|||055-274-3211|경남 창원시 성산구 창이대로689번길 8, 601~2호 (사파동, 동양빌딩)||||대한변호사협회
법무법인/시화|||02-534-2071|서울 서초구 서초동 1706-3 법조빌딩 301호||||대한변호사협회
법무법인/단천|||452-7200|서울 광진구 자양로 129 , 4층(자양동, Y타워)||||대한변호사협회
법무법인/청파|||02-534-1001|서울 서초구 서초동 1715-10 (남촌빌딩 3층)||||대한변호사협회
법무법인/대산|||02-717-1871|서울 서초구 서초대로42길 23, 5층 (서초동, 금석빌딩)||||대한변호사협회
법무법인/한별|||6255-7777|서울 강남구 테헤란로 124, 6층, 7층 (역삼동, 삼원타워)||||대한변호사협회
법무법인/행복|||534-2200|서울 서초구 서초중앙로 119 ,10층(서초동,KETI타워)||||대한변호사협회
법무법인/이룸|||02-3481-1100|서울 서초구 서초동 1572-7 태양빌딩 8층||||대한변호사협회
법무법인/더펌|||02-535-5546|서울 서초구 강남대로 581,5층(잠원동,푸른빌딩)||||대한변호사협회
법무법인/유진|||02-599-3700|서울 서초구 반포대로26길 64, 2층, 3층 (서초동)||||대한변호사협회
법무법인/지후|||02-598-7006|서울 서초구 서초동 1699-3 신한국빌딩 3층||||대한변호사협회
법무법인/윤|||031-381-7231~3|경기 안양시 동안구 시민대로 311,313호(관양동,금강스마트빌딩)||||대한변호사협회
법무법인/해강|||052-221-4900|울산 남구 법대로 85 , 3층(옥동, 명진빌딩)||||대한변호사협회
법무법인/청림|||6203-0228|서울 서초구 서초대로 254, 1404~5호 (서초동, 오퓨런스)||||대한변호사협회
법무법인/중원|||053-214-7000|대구 수성구 동대구로 351 ,301호(범어동,법무빌딩)||||대한변호사협회
법무법인/준경|||02-2088-2601|서울 종로구 종로 51, 19층 (종로2가, 종로타워)||||대한변호사협회
법무법인/정률|||2183-5769|서울 강남구 학동로 401 ,4층(청담동,금하빌딩)||||대한변호사협회
법무법인/넥서스|||6932-2200|서울 영등포구 의사당대로 97,4층 (여의도동,교보증권빌딩)||||대한변호사협회
법무법인/산경|||595-0001|서울 서초구 서초대로 (서초동) 283, 4층(남촌빌딩)||||대한변호사협회
법무법인/중부|||041-582-7200|충남 천안시 동남구 청수6로 60 , 3층(청당동, 국민연금공단천안지사)||||대한변호사협회
법무법인/신라|||053-743-9191|대구 수성구 범어동 35-1(범어역우방유쉘 제4층 제1-401, 402, 405, 406, 407호)||||대한변호사협회
법무법인/한결|||3487-3000|서울 종로구 종로 1, 9층, 16층(종로1가, 교보빌딩)||||대한변호사협회
법무법인/둘로스|||032-874-1213|인천 남구 학익동 272-5(현준솔로몬빌딩 401, 402, 603호)||||대한변호사협회
법무법인/태승|||525-5400|서울 서초구 서초중앙로 125, 3층, 12층 (서초동, 로이어즈타워)||||대한변호사협회
법무법인/승재|||02-596-0053|서울 서초구 서초대로49길 5, 501호(서초동, 승보빌딩)||||대한변호사협회
법무법인/수로|||521-5455|서울 서초구 서초중앙로 151 , 2층(서초동, 정암빌딩)||||대한변호사협회
법무법인/재상|||557-8082|서울 강남구 대치동 1005-8(보성빌딩 3층)||||대한변호사협회
법무법인/세줄|||6200-5500|서울 강남구 역삼동 718-2(안제타워 17층)||||대한변호사협회
법무법인/상상|||786-8614|서울 영등포구 여의동로3길 10 , 상가-201호, 202호 (여의도동)||||대한변호사협회
법무법인/에이스|||3487-5000|서울 서초구 고무래로 6-6, 1~2층 (반포동, 선경빌딩)||||대한변호사협회
법무법인/동인|||2046-1300|서울 서초구 서초대로74길 4, 17층 (서초동, 삼성생명서초타워)||||대한변호사협회
법무법인/화우|||6003-7000|서울 강남구 삼성동 159 무역센터 아셈타워||||대한변호사협회
법무법인/영진|||553-9300|서울 강남구 테헤란로 131 , 12층(역삼동, 한국지식재산센터)||||대한변호사협회
법무법인/에이펙스|||2018-1500|서울 강남구 강남대로 330 , 3층, 4층(역삼동, 우덕빌딩)||||대한변호사협회
법무법인/로고스|||2188-1000|서울 강남구 삼성동 159-9(도심공항타워 14층)||||대한변호사협회
법무법인/태평양|||3404-0000|서울 강남구 테헤란로 133, 7층~12층 (역삼동, 한국타이어빌딩) ))(확장)서울 강남구 테헤란로 137,11층~19층(역삼동,현대해상빌딩), 강남구 테헤란로 131,3층,9층,10층~16층(역삼동,한국지식재산센터)||||대한변호사협회
법무법인/아테나|||3391-5000|서울 도봉구 도봉로152가길176 ,5층(도봉동,아테나빌딩)||||대한변호사협회
법무법인/호성|||031-217-5900|경기 수원시 영통구 광교중앙로248번길 7-2, 디동 803호 (하동, 원희캐슬 광교)||||대한변호사협회
법무법인/경기|||031-213-1100|경기 수원시 영통구 매봉로 53, 3층 (매탄동,성심빌딩)||||대한변호사협회
법무법인/정원|||2055-1110|서울 서초구 반포대로 118, 4층 (서초동, 우림빌딩)||||대한변호사협회
법무법인/도움|||537-8300|서울 서초구 서초중앙로26길3, 3층(서초동,청림빌딩)||||대한변호사협회
법무법인/랜드마크|||595-1515|서울 서초구 서초대로49길18,302호 (서초동,상림빌딩)||||대한변호사협회
법무법인/한로|||3477-3800|서울 서초구 서초동 1716-7 (승보빌딩 4층)||||대한변호사협회
법무법인/세아|||02-6000-0040|서울 강남구 영동대로 511, 205호 (삼성동, 트레이드타워)||||대한변호사협회
법무법인/우신|||032-861-0456|인천 남구 소성로 171 , 404호, 507호(학익동, 대흥법조빌딩)||||대한변호사협회
법무법인/지인|||972-2700|서울 서초구 서초대로45길 20,3층2호(서초동,변호사교육문화관)||||대한변호사협회
법무법인/안민|||866-6800|서울 구로구 구로동 155-75 (해맑은미소빌딩 3, 4층)||||대한변호사협회
법무법인/혜민|||582-6694|서울 서초구 서초동 1543-11 산우빌딩 6층||||대한변호사협회
법무법인/현대|||588-3312|서울 중구 명동1가 5-1 보림빌딩 8층||||대한변호사협회
법무법인/해냄|||541-7232-4|서울 강남구 삼성로 608 , 4층, 5층(삼성동, 우창빌딩)||||대한변호사협회
법무법인/이담|||591-4200|서울 서초구 서초대로248,302호( 서초동,나주정씨월헌회관)||||대한변호사협회
법무법인/진명|||533-9167|서울 서초구 서초중앙로24길 3, 401호 (서초동, 서전빌딩)||||대한변호사협회
법무법인/넥스트로|||2052-6600|서울 서초구 반포대로30길 63,7층(서초동,영서빌딩)||||대한변호사협회
법무법인/길도|||3476-3300|서울 서초구 법원로2길 15,401호 (서초동,길도빌딩)||||대한변호사협회
법무법인/정헌|||051-505-5252|부산 연제구 거제동 1486-5 (로펌빌딩 301호)||||대한변호사협회
법무법인/세승|||3477-2131|서울 강남구 테헤란로 312, 9층 (역삼동, 비젼타워)||||대한변호사협회
법무법인/인화|||591-1500|서울 서초구 서초중앙로 116, 4층, 6층 (서초동, 성재빌딩)||||대한변호사협회
법무법인/경복|||3486-2400|서울 서초구 반포대로30길 47, 5층, 102호 (서초동, 행림빌딩)||||대한변호사협회
법무법인/수인|||063-837-3800|전북 익산시 주현로 42 ,2층,3층(주현동,상가)||||대한변호사협회
법무법인/양재|||522-4264|서울 강남구 테헤란로 333, 7층 (역삼동, 신도벤처타워)||||대한변호사협회
법무법인/대현|||031-736-0100|경기 성남시 분당구 성남대로 926 , 308호, 701호(야탑동, 분당메트로)||||대한변호사협회
법무법인/송현|||02-3476-1616|서울 서초구 서초동 1572-6(금화빌딩 6,7층)||||대한변호사협회
법무법인/강호|||598-7474|서울 서초구 서초대로46길 38,3층(서초동,센트라빌딩)||||대한변호사협회
법무법인/청신|||582-6300|서울 서초구 서초대로 250,13층(서초동 ,스타갤러리브릿지)||||대한변호사협회
법무법인/정담|||587-1900|서울 서초구 서초동 1553-5 오퓨런스빌딩 1014호||||대한변호사협회
법무법인/수|||3482-9252~6|서울 서초구 서초중앙로 209,6층(반포동,베르디타워)||||대한변호사협회
법무법인/제현|||517-2700|서울 영등포구 국제금융로2길 17,11층(여의도동,삼성생명 동여의도빌딩)||||대한변호사협회
법무법인/대명||||서울 서초구 서초대로42길 23, 3층 (서초동, 금석빌딩)||||대한변호사협회
법무법인/태한|||557-5119|서울 서초구 서초중앙로 114,8층 (서초동,일광빌딩)||||대한변호사협회
법무법인/일조디지털|||6675-7000|서울 구로구 디지털로 273,201호(구로동,에이스트윈타워2차)||||대한변호사협회
법무법인/대원|||032)865-3900|인천 남구 소성로 153 ,6층(학익동,중앙빌딩 )||||대한변호사협회
법무법인/센트럴|||735-5621|서울 서초구 남부순환로 2561, 106호 (서초동, 원효빌딩)||||대한변호사협회
법무법인/누리|||031-387-4925,6|경기 안양시 동안구 시민대로 297 ,210호(관양동,한솔센트럴파크3차)||||대한변호사협회
법무법인/덕양|||031-966-6164|경기 고양시 덕양구 화중로104번길 8, 202호 (화정동, 장원프라자)||||대한변호사협회
법무법인/삼송|||537-4004|서울 서초구 법원로3길 12,1층(서초동,승소빌딩)||||대한변호사협회
법무법인/우리|||592-5869|서울 강남구 강남대로 528 , 14층(논현동, 원앤원빌딩)||||대한변호사협회
법무법인/제이원|||031-425-2700|경기 안양시 동안구 부림로 164 ,3층(관양동,동안타워)||||대한변호사협회
법무법인/한신|||536-8300|서울 서초구 법원로1길 5,2층(서초동,우암빌딩)||||대한변호사협회
법무법인/가인|||031-921-1400|경기 고양시 일산동구 장항동 891-2(성암빌딩 101,301호)||||대한변호사협회
법무법인/청암|||041-621-7100|충남 천안시 동남구 청수14로 68, 103호, 1005호 (청당동, 센타타워빌딩)) (확장) 충남 천안시 동남구 청수9로 1, 802호(청당동, 청오법조빌딩)||||대한변호사협회
법무법인/지원|||2695-5200|서울 양천구 신월로389,501호 (신정동,남부빌딩)||||대한변호사협회
법무법인/청남|||043-285-9500|충북 청주시 흥덕구 산남동 592(신성미소씨티빌딩 2동 5층)||||대한변호사협회
법무법인/봄|||3477-2103|서울 강남구 역삼동 831-17(경원빌딩 11층)||||대한변호사협회
법무법인/백두|||3476-7000|서울 서초구 반포대로22길62 ,2층(서초동,알바트로스빌딩)||||대한변호사협회
법무법인/명성|||031-553-3868|경기 남양주시 가운로1길 25 , 407호(가운동, 수미소빌딩)||||대한변호사협회
법무법인/케이앤씨|||3016-4560|서울 강남구 논현로 513,4층(역삼동,예지빌딩)||||대한변호사협회
법무법인/현정|||2605-0021|서울 양천구 신월로 389 , 708호, 709호, 713~715호||||대한변호사협회
법무법인/나눔|||02-3477-0021|서울 서초구 서초중앙로 164, 4층 (서초동, 신한국빌딩)||||대한변호사협회
법무법인/청구|||888-5663|서울 관악구 봉천동  857-5 (제2호 제3층)||||대한변호사협회
법무법인/솔론|||592-9933|서울 서초구 서초중앙로 148,201호(서초동,희성빌딩)||||대한변호사협회
법무법인/이래|||594-7755|서울 서초구 서초중앙로26길 17 ,3층,5층(서초동,동신빌딩)||||대한변호사협회
법무법인/정건|||537-9700|서울 서초구 서초동 1695-1(청향빌딩 4층)||||대한변호사협회
법무법인/재유|||561-7007|서울 서초구 서초대로46길 106, 4층 (서초동, 남일빌딩)||||대한변호사협회
법무법인/동행|||052-257-7400|울산 남구 문수로 322 , 2층(옥동, 성창빌딩)||||대한변호사협회
법무법인/지석|||567-6165|서울 강남구 논현동 239-1(유경빌딩 7층)||||대한변호사협회
법무법인/안양|||031-387-8000|경기 안양시 동안구 시민대로 295,206호,207호,104호(관양동,평촌한양월드빌)||||대한변호사협회
법무법인/세중|||591-8111|서울 서초구 서초대로 272,10층(서초동,한국아이비에스빌딩)||||대한변호사협회
법무법인/새서울|||581-0034|서울 서초구 서초동 1675-13 (영일빌딩 5층)||||대한변호사협회
법무법인/로직|||567-2316|서울 마포구 마포대로(공덕동) 109, 101-1001호(공덕동, 롯데캐슬프레지던트)||||대한변호사협회
법무법인/명장|||043-284-6006|충북 청주시 서원구 산남로 62번길 31, 401(원흥빌딩)||||대한변호사협회
법무법인/로비즈|||031-475-3600,483-9930|경기 안산시 단원구 고잔동 710 (중앙법조빌딩 5층)||||대한변호사협회
법무법인/법고을|||052-265-3100|울산 남구 옥동 289-12(1,2층)||||대한변호사협회
법무법인/새빌|||525-5580|서울 서초구 서초구 반포대로26길 49 ,401호(서초동,혜성빌딩)||||대한변호사협회
법무법인/새날로||||대전 서구 둔산중로78번길 20,6층 (둔산동,명진빌딩)||||대한변호사협회
법무법인/퍼스트|||2223-3100|서울 강남구 영동대로96길 34, 2층 (삼성동, 대윤빌딩)||||대한변호사협회
법무법인/홍인|||595-8833|서울 서초구 서초대로41길 16 , 3층(서초동, 정경빌딩)||||대한변호사협회
법무법인/한덕|||595-7800|서울 서초구 서초대로 279 ,3층(서초동,국제빌딩)||||대한변호사협회
법무법인/승지|||587-5450|서울 서초구 서초대로 255 , 5층 502호(서초동, 고덕빌딩)||||대한변호사협회
법무법인/하늘|||051-949-9897~8|부산 연제구 법원로28,501호,903호 (거제동,부산법조타운)||||대한변호사협회
법무법인/한진|||582-6991~2|서울 서초구 서초동 1709-4(영포빌딩 102호)||||대한변호사협회
법무법인/양헌|||397-9800|서울 중구 세종대로 55 , 25층(태평로2가, 부영 태평빌딩)||||대한변호사협회
법무법인/메리트|||592-1472|서울 서초구 서초대로 266 ,10층(서초동,한승아스트라빌딩)||||대한변호사협회
공증인가/법무법인/호수|||031-932-3003|경기 고양시 일산동구 장백로 204 ,101호,103호,4층(장항동,보림빌딩)||||대한변호사협회
법무법인/인앤인|||596-3701|서울 서초구 서초동 1708-5 (은곡빌딩 5층)||||대한변호사협회
법무법인/오늘|||031-211-2700|경기 수원시 영통구 광교중앙로248번길 7-2, 제5층 제씨 501~3호 (하동, 원희캐슬 광교)||||대한변호사협회
법무법인/사람과사람|||2055-0500|서울 서초구 서초동 1600-3 (대림빌딩 4층)||||대한변호사협회
법무법인/정맥|||051-507-7277|부산 연제구 거제동 1497-1 (로윈타워빌딩 2층)||||대한변호사협회
법무법인/삼원|||031-413-0101|경기 안산시 단원구 광덕서로 72 ,105호,106호,204호,205호,304호(고잔동,중앙법조빌딩)||||대한변호사협회
법무법인/청주로||||||||대한변호사협회
법무법인/지산|||062-385-6300|광주 서구 치평동 1310-22||||대한변호사협회
법무법인/화산|||031-212-2222|경기 수원시 영통구 원천동 85-3(화산빌딩 1, 2층)||||대한변호사협회
법무법인/씨에스|||02-525-8466|서울 서초구 서초동 1554-8(행림빌딩 201, 202호)||||대한변호사협회
법무법인/해우|||568-4330|서울 강남구 테헤란로124,8층 802호 (역삼동,풍림빌딩)||||대한변호사협회
법무법인/대승|||031-943-2275|경기 파주시 시청로 9, 1층(금촌동)||||대한변호사협회
법무법인/백석|||585-3003|서울 서초구 서초동 1673-1(인앤인 빌딩 6층)||||대한변호사협회
법무법인/월드|||456-2007|서울 송파구 송파대로 167 , 108호, 303호(문정동, 테라타워에이) (확장)서울 송파구 법원로 92, 308호(문정동, 파트너스1)||||대한변호사협회
법무법인/한미|||733-3951|서울 서초구 남부순환로 2558, 202호 (서초동, 외교센타)||||대한변호사협회
법무법인/충무|||3472-2700|서울 서초구 서초중앙로 117,7층 (서초동, 훈민타워)||||대한변호사협회
법무법인/우면|||02-3465-2200|서울 서초구 효령로 304, 10층 71호 (서초동, 국제전자센터)||||대한변호사협회
법무법인/광교|||031-214-3900|경기 수원시 영통구 중부대로 316, 4층, 5층, 7층 (매탄동, 진빌딩)||||대한변호사협회
법무법인/다온|||3477-7722|서울 서초구 강남대로53길 7, 13층 (서초동, 강남애니타워)||||대한변호사협회
법무법인/우원|||537-0202|서울 서초구 서초대로 330,3층 (서초동,영일빌딩)||||대한변호사협회
법무법인/율가|||031-374-7474|경기 오산시 법원로 68 ,3층(궐동,진성빌딩)||||대한변호사협회
법무법인/세하|||02-3471-6631|서울 강남구 테헤란로64길20 ,7층(대치동,원동방빌딩)||||대한변호사협회
법무법인/다원|||599-5333|서울 서초구 서초대로49길 15,102호(서초동,대산빌딩)||||대한변호사협회
법무법인/은율|||531-8000|서울 강남구 영동대로 511, 1004호 (삼성동, 트레이드타워)||||대한변호사협회
법무법인/코러스|||02-747-9500|서울 종로구 종로4가 5번지(한일빌딩 10층 1002호)||||대한변호사협회
법무법인/대아|||532-0504|서울 서초구 서초대로49길 12 ,  307호 (서초동, 한승아스트라2)||||대한변호사협회
법무법인/삼성|||055-372-5588|경남 양산시 북부동 414-1(2층), 392-10(2층)||||대한변호사협회
법무법인/홍주|||041-633-8484|충남 홍성군 홍성읍 월산리 864-1(법전빌딩)||||대한변호사협회
법무법인/산지|||02-2055-3300|서울 서초구 서초중앙로 125, 1층 (서초동, 로이어즈타워)||||대한변호사협회
법무법인/광주로펌|||063-383-0889|광주 서구 치평동 1208(골드빌오피스텔 102호)||||대한변호사협회
법무법인/국민|||02-975-0002|서울 중랑구 봉우재로 45 (면목동, 지오빌딩) 2층||||대한변호사협회
법무법인/동일|||453-9445/9|서울 송파구 송파대로 260, 912~914호(가락동, 제일오피스텔)||||대한변호사협회
대한/법무법인|||590-0900|서울 서초구 동작대로 36,3층(방배동,대광빌딩)||||대한변호사협회
법무법인/로투스|||3478-6011|서울 서초구 서초중앙로28길 2,5층(서초동,승원빌딩)||||대한변호사협회
법무법인/자우|||596-9008|서울 서초구 서초중앙로 101,5층(서초동,신아빌딩)||||대한변호사협회
법무법인/주성|||043-286-1259|충북 청주시 서원구 산남동 585, 3층 (하이탑빌딩)||||대한변호사협회
법무법인/서울중앙|||591-4570|서울 서초구 서초동 1714-21(웰컴빌딩 1층, 102호)||||대한변호사협회
법무법인/샘|||031-425-0100|경기 안양시 동안구 평촌동 897(평촌칼라힐주차빌딩 2층)||||대한변호사협회
법무법인/대화|||535-2140|서울 서초구 반포동 66-1(코웰빌딩 9층)||||대한변호사협회
법무법인/나은|||3472-2396|서울 서초구 서초중앙로29길 12 , 3층(반포동, 화빌딩)||||대한변호사협회
법무법인/해승|||593-1985|서울 서초구 서초동 1542-1(동일하이빌 609, 610, 611호)||||대한변호사협회
법무법인/서울|||02-595-5808|서울 서초구 서초동 1573-10(로이어즈타워 13층)||||대한변호사협회
법무법인/태청|||2051-8881|서울 강남구 강남대로 246, 4층 (도곡동, 다림빌딩)||||대한변호사협회
법무법인/유비즈|||3452-9290|서울 강남구 논현로 418 ,6층(역삼동,휴먼빌딩)||||대한변호사협회
법무법인/시공|||561-7123|서울 강남구 테헤란로 223, 601호 (역삼동, 큰길타워빌딩)||||대한변호사협회
법무법인/송원|||02-2231-3800|서울 종로구 숭인동 310(종로대우디오빌 304호)||||대한변호사협회
법무법인/두경|||032-861-0770|서울 서초구 서초대로254,810호,811호 (서초동,오퓨런스빌딩)||||대한변호사협회
법무법인/정암|||593-3115|서울 서초구 서초동 1713-1(한승아스트라빌딩 II빌딩 104호, 402호, 403호, 404호, 507호, 508호)||||대한변호사협회
법무법인/홍윤|||02-3481-2255|서울 서초구 서초대로 255,4층(서초동,고덕빌딩)||||대한변호사협회
법무법인/그린|||02-521-9399|서울 서초구 서초동 1553-3 스타갤러리브릿지빌딩 2층||||대한변호사협회
법무법인/미래로|||055-287-9889|경남 창원시 성산구 창이대로 689번길 4-5, 2층 (사파동,변호사회관빌딩)||||대한변호사협회
법무법인/세헌|||051-507-5506|부산 연제구 법원로(거제동) 28, 508호(거제동, 부산법조타운빌딩)||||대한변호사협회
법무법인/로텍|||537-3999|서울 서초구 서초중앙로 52 , 4층(서초동, 영진빌딩)||||대한변호사협회
법무법인/서호|||3785-0110|서울 용산구 새창로 217, 609~619호 (한강로2가, 용산토투밸리)||||대한변호사협회
법무법인/황해|||032-251-1000|인천 남구 학익동 20-11, 20(반도빌딩 1, 2층)||||대한변호사협회
법무법인/선우|||02-599-5900|서울 서초구 서초동 1554-5(한승아스트라 9층)||||대한변호사협회
법무법인/다담|||501-5100|서울 서초구 서초대로 264,8층(서초동,법조타워)||||대한변호사협회
법무법인/대송|||534-2866|서울 서초구 서초동 1626-3 제일빌딩 8층||||대한변호사협회
법무법인/로컴|||062-236-0001|광주 동구 지산동 708-33||||대한변호사협회
법무법인/헌암|||032-252-1940|인천 남구 소성로 171 ,405호(학익동,대흥빌딩)||||대한변호사협회
법무법인/우암|||582-1661,4|서울 서초구 반포대로30길 48, 2층 (서초동, 신흥빌딩)||||대한변호사협회
법무법인/정동|||032-325-0522|경기 부천시 원미구 상일로 126,102호,204호(상동, 뉴법조타운)||||대한변호사협회
법무법인/로웰|||032-213-7000|인천 남구 학익동 275-5(현준솔로몬 시티빌딩 301,302,303,108호)||||대한변호사협회
법무법인/드림|||596-2020|서울 서초구 서초동 1573-1(서초프라자 801호)||||대한변호사협회
법무법인/율현|||569-5333|서울 강남구 역삼동 708-8(세방빌딩 신관 15층)||||대한변호사협회
법무법인/청목|||533-8800|서울 서초구 서초중앙로 160 , 7층 705호, 706호, 707호(서초동, 법률센터빌딩)||||대한변호사협회
법무법인/두현|||534-0062|서울 서초구 서초대로 271,2층(서초동,서초빌딩)||||대한변호사협회
법무법인/씨티즌|||032-861-1600|인천 남구 소성로185번길 28,102호,502호,503호,504호,505호(학익동,명인빌딩)||||대한변호사협회
법무법인/동서남북|||2055-1212|서울 서초구 서초동 1554-2(순영빌딩 6층)||||대한변호사협회
법무법인/시티|||458-1616|서울 송파구 법원로 96, 104호, 705호, 706호, 707호 (문정동, 문정법조프라자)||||대한변호사협회
법무법인/세양|||594-4700|서울 서초구 서초동 1694-1(화평빌딩 8층)||||대한변호사협회
법무법인/디엘에스|||6330-8660|서울 구로구 구로동 197-33(이앤씨벤처드림타워 3차 509호)||||대한변호사협회
법무법인/일산|||031-901-7200|경기 고양시 일산구 장항동 891||||대한변호사협회
법무법인/민우|||536-1144|서울 서초구 서초대로49길 5,3층(서초동, 승보빌딩)||||대한변호사협회
법무법인/위너스|||711-2600|서울 마포구 공덕동 105-159(마포법조빌딩 101호)||||대한변호사협회
법무법인/청맥|||02-3477-3400|서울 서초구 서초동 1699-3(신한국빌딩 601호)||||대한변호사협회
법무법인/법여울|||3477-8118|서울 서초구 서초동 1712-5(오성빌딩 2층)/ 서초동 1705 정곡빌딩 서관 308호 확장(2012. 06. 01)||||대한변호사협회
법무법인/둔산|||042-472-5511|대전 서구 둔산동 1391(서림빌딩 9층)||||대한변호사협회
법무법인/법가|||062-233-8070|광주 동구 지산동 342-12||||대한변호사협회
법무법인/다윈|||031-876-9330|경기 의정부시 가능동 365-16(진성빌딩 3， 4층)||||대한변호사협회
법무법인/열린법률|||043-845-7007|충북 충주시 계명대로 113 , 2층, 3층(교현동)||||대한변호사협회
법무법인/서광|||02-3477-3900|서울 서초구 서초동 1553-5(오퓨런스빌딩 12층)||||대한변호사협회
법무법인/태웅|||3453-0044|서울 서초구 강남대로 221, 2층 (양재동, 양재역주차빌딩)||||대한변호사협회
법무법인/대양|||903-5822|서울 강북구 도봉로 313, 302호 (수유동, 효성인텔리안오피스텔)||||대한변호사협회
법무법인/비전|||6743-7000|서울 서초구 법원로3길 10,1층,2층(서초동,비전빌딩)||||대한변호사협회
법무법인/서울제일|||568-4040|서울 강남구 테헤란로(역삼동,역삼하이츠) 151,11층||||대한변호사협회
법무법인/신한|||778-6313|서울 종로구 종로19(종로1가,르메이에르 종로타운) ,403-1호||||대한변호사협회
법무법인/정성|||592-1588|서울 강북구 도봉로 328 , 704호(번동, 가든타워빌딩)||||대한변호사협회
법무법인/자연수|||533-4567|서울 서초구 서초동 1708-1(화인빌딩 2층)||||대한변호사협회
법무법인/정|||032-861-7000|인천 남구 소성로 171,503호 (학익동,로시스빌딩)||||대한변호사협회
법무법인/지엘|||3482-5700|서울 서초구 서초동 1705 정곡빌딩 서관 514, 515, 516호||||대한변호사협회
법무법인/구덕|||051-506-8789|부산 연제구 거제동 1491-2(성신프라이언빌딩 3，4층)||||대한변호사협회
법무법인/남강|||558-3200|서울 서초구 서초중앙로 160, 701호, 1106호, 1107호 (서초동, 법률센터)||||대한변호사협회
법무법인/춘추|||3478-9333|서울 서초구 서초동 1703-7(대산빌딩 5층)||||대한변호사협회
법무법인/신우|||02-3452-7300|서울 서초구 서초중앙로 118, 9층 (서초동, 카이스시스템빌딩)||||대한변호사협회
법무법인/명문|||032-861-6300|인천 미추홀구 소성로185번길 28, 303호 (학익동, 명인빌딩)||||대한변호사협회
법무법인/문수|||052-267-1221|울산 남구 옥동 280-4(명인빌딩 2，4，5층)||||대한변호사협회
법무법인/경원|||3482-8100|서울 서초구 서초동 1694-17(경원빌딩 7층)||||대한변호사협회
법무법인/민주|||591-8400|서울 서초구 반포동 51-12(홍익대 강남관 7층)||||대한변호사협회
법무법인/창공|||053-568-1003|대구 달서구 장산남로 33,101호,201호,202호(용산동,롯데캐슬)||||대한변호사협회
법무법인/유일|||532-8805|서울 서초구 서초중앙로 153,201호(서초동,서울빌딩)||||대한변호사협회
법무법인/강산|||2644-6122|서울특별시 서초구 서초중앙로 119 ,3층(서초동,세연타워)||||대한변호사협회
공증인가/법무법인/성실|||854-0088|서울 구로구 가마산로 250,503호(구로동)||||대한변호사협회
법무법인/한림|||2696-2515|서울 강서구 화곡6동 998-9 원풍빌딩 5층||||대한변호사협회
법무법인/인덕|||3443-8631|서울 서초구 서초대로56길 22,5층(서초동, 성운빌딩)||||대한변호사협회
천마/법무법인|||053-755-1280|대구 수성구 범어동 13-19(서현빌딩 1층)||||대한변호사협회
법무법인/다비다|||032-321-0011|경기 부천시 원미구 상동 448-1(뉴법조타운 103, 202, 3, 6층)||||대한변호사협회
법무법인/명인|||032-861-0002|인천 남구 학익동 240-1(명인빌딩 203호)||||대한변호사협회
법무법인/대지|||594-0205|서울 서초구 서초대로 397 , A동 1106호(서초동, 부띠크 모나코)||||대한변호사협회
법무법인/마당|||031-213-6633|경기 수원시 영통구 광교중앙로248번길 95-9, 401~404호 (하동, 캡틴법조타운)||||대한변호사협회
법무법인/탑|||031-739-8000|경기 성남시 수정구 단대동 69-7 (3，4층)||||대한변호사협회
법무법인/정일|||2605-0245~6|서울 양천구 신월로 375 (신정동, 공평빌딩 3층)||||대한변호사협회
법무법인/오아시스|||032-325-3115|경기 부천시 원미구 상동 448-2(법조타운 701, 702, 703호)||||대한변호사협회
법무법인/신촌|||333-2477|서울 마포구 신촌로88,3층 (노고산동,태영빌딩)||||대한변호사협회
법무법인/서현|||031-701-3839|경기 성남시 분당구 황새울로 325, 602호, 603호 (서현동, 서현하우비)||||대한변호사협회
