##NAME|SUBNAME|ID|TELNUM|NEWADDR|WEBSITE@@일반상장기업
영풍||000670|02-519-3314|서울시 강남구 강남대로 542|www.ypzinc.co.kr
영풍제지||006740|031-660-8200|경기도 평택시 진위면 서탄로 9|www.yp21.co.kr
영화금속||012280|055-551-7500|경상남도 창원시 진해구 남의로 57 (남양동)|www.yeonghwa.co.kr
영흥철강||012160|055-239-5500|충청남도 보령시 주교면 관창공단길 50|www.youngwire.com
예스코홀딩스||015360|02-1644-3030|서울특별시 용산구 한강대로 92 LS 용산타워|www.gaspia.com
오뚜기||007310|031-421-2122|경기도 안양시 동안구 흥안대로 405(평촌동 160)|www.ottogi.co.kr
오렌지라이프||079440|02-2200-9114|서울특별시 중구 세종대로7길 37 (순화동, 오렌지센터)|www.inglife.co.kr
오리엔트바이오||002630|031-730-6000|경기도 성남시 중원구 갈마치로 322 (상대원동)|www.orientbio.co.kr
오리온||271560|02-710-6000|서울특별시 용산구 백범로90다길 13|www.orionworld.com
오리온홀딩스||001800|02-710-6000|서울특별시 용산구 백범로90다길 13 (문배동)|www.oriongroup.co.kr
용평리조트||070960|033-335-5757|강원도 평창군 대관령면 올림픽로 715 주식회사 용평리조트|www.yongpyong.co.kr
우리금융지주||316140|02-2125-2000|서울특별시 중구 소공로 51|www.woorifg.com
우리들제약||004720|02-2194-3532|경기도 화성시 향남읍 제약공단2길 50|www.wooridulpharm.com
우리들휴브레인||118000|02-2186-1300|경기도 화성시 병점중앙로 156 202호(진안동, 드림빌딩)|www.wooridulls.co.kr
우리종금||010050|062-221-6600|광주광역시 동구 금남로 182 (금남로5가)|www.wooriib.com
우성사료||006980|042-670-1724|대전시 대덕구 한밭대로 1027 우성빌딩 7|www.woosungfeed.co.kr
우신시스템||017370|031-496-6114|서울특별시 영등포구 영등포로 20 (양평동2가)|www.wooshinsys.co.kr
우진||105840|031-379-3114|경기도 화성시 동탄면 동부대로 970번길 110|www.woojininc.com
우진아이엔에스||010400|02-535-7050|서울특별시 서초구 방배로 166 한승빌딩 3층|www.woojini.com
우진플라임||049800|043-540-9000|충청북도 보은군 장안면 우진플라임로 100 본관동|www.woojinplaimm.com
웅진||016880|02-2076-4701|서울시 종로구 창경궁로 120 종로플레이스빌딩 14층|www.woongjin.com
웅진씽크빅||095720|031-956-7000|경기도 파주시 회동길 20 (문발동)|www.wjthinkbig.com
웅진에너지||103130|042-939-8114|대전광역시 유성구 테크노2로 37 (관평동)|www.woongjinenergy.com
웅진코웨이||021240|041-850-7811~5|충남 공주시 유구읍 유구마곡사로 136-23|www.coway.co.kr
원림||005820|02-523-9236|서울특별시 서초구 남부순환로 2495, 원림빌딩 9층 (서초동)|www.wonlim.co.kr
웰바이오텍||010600|02-6902-1300|서울특별시 강남구 영동대로106길 17 5층|www.wellbiotec.co.kr
윌비스||008600|041-529-5716|충남 천안시 동남구 만남로 76|www.willbes.com
유나이티드제약||033270|02-516-3041|세종시 전동면 노장공단길 25-23|www.kup.co.kr
유니드||014830|02-3709-9500|서울시 중구 을지로5길 19 페럼타워 17층|www.unid.co.kr
유니온||000910|02-757-3801|서울시 중구 소공로 94 OCI빌딩 13층|www.unioncement.com
유니온머티리얼||047400|053-580-4135|대구광역시 달서구  성서공단남로 151|www.unionmaterials.com
유니켐||011330|031-491-3751|경기도 안산시 단원구 해봉로 38|www.uni-chem.net
유니퀘스트||077500|031-708-9988|경기도 성남시 분당구 황새울로 314, 유니퀘스트빌딩 (서현동)|www.uniquest.co.kr
유성기업||002920|02-564-2351|충청남도 아산시 둔포면 아산밸리동로 22|www.ypr.co.kr
유수홀딩스||000700|02-6716-3000|서울시 영등포구 국제금융로2길 25|www.eusu-holdings.com
유안타증권||003470|02-3770-2000|서울시 중구 을지로 76|www.yuantakorea.com
유양디앤유||011690|031-350-7400|경기도 화성시 팔탄면 율암길 223|www.yuyang.co.kr
유엔젤||072130|031-710-6200|경기도 성남시 분당구 황새울로 240번길 3 현대오피스빌딩 10층|www.uangel.com
유유제약||000220|043-652-7981|충청북도 제천시 바이오밸리1로 94 (왕암동)|www.yuyu.co.kr
유진투자증권||001200|02-368-6000|서울특별시 영등포구 국제금융로 24 (여의도동)|www.eugenefn.com
유한양행||000100|02-828-0181|서울시 동작구 노량진로 74|www.yuhan.co.kr
유화증권||003460|02-3770-0100|서울시 영등포구 국제금융로2길 36 유화증권빌딩|www.yhs.co.kr
율촌화학||008730|02-822-0022|서울시 동작구 여의대방로 112 (신대방동)|www.youlchon.com
이건산업||008250|032-760-0800|인천광역시 남구 염전로 91 (도화동)|www.eagon.com
이구산업||025820|031-494-2929|경기도 평택시 포승읍 포승공단로 42 이구산업(주)|www.leeku.net
이노션||214320|02-2016-2300|서울특별시 강남구 강남대로 308 (역삼동 837-36)|www.innocean.com
이리츠코크렙||088260|02-2112-0914|서울특별시 강남구 삼성로 511|www.koramco.co.kr
이마트||139480|02-380-9233|서울시 성동구 성수동 2가 뚝섬로 377|www.emartcompany.com
이마트에브리데이||010090|02-380-5852|서울시 중구 퇴계로 173(충무로3가, 남산스퀘어)|www.emarteveryday.co.kr
이수페타시스||007660|053-610-0300|대구시 달성군 논공읍 논공로 53길 36|www.petasys.com
이수화학||005950|02-590-6600|서울시 서초구 사평대로 84 이수화학빌딩|www.isuchemical.co.kr
이스타코||015020|02-2643-7922|서울특별시 양천구 오목로 325, 대학빌딩 5층 (목동)|www.e-starco.co.kr
이아이디||093230|031-615-5700|경기도 광주시 곤지암읍 경충대로 425 4층|www.eid21.co.kr
이연제약||102460|02-793-5557|서울특별시 강남구 영동대로 416 8층 (대치동, 코스모타워)|www.reyonpharm.co.kr
이월드||084680|053-620-0001|대구시 달서구 두류공원로 200(두류동)|www.eworld.kr
이화산업||000760|02-2007-5555|서울특별시 영등포구 선유동2로 70, 이화빌딩 (당산동5가)|www.rifa.co.kr
인디에프||014990|02-3456-9000|서울시 강남구 테헤란로104길 21|www.inthef.co.kr
인스코비||006490|1661-9641|서울특별시 금천구 디지털로9길 47, 한신IT타워2차 306-2호 (가산동)|www.inscobee.co.kr
인지컨트롤스||023800|031-496-1700|경기도 시흥시 군자천로 171 (정왕동)|www.inzi.co.kr
인천도시가스||034590|1600-0002|인천시 서구 백범로 934번길 23|www.icgas.co.kr
인켈||013090|032-650-6000|인천 부평구 청중로 93|www.inkel.co.kr
인터지스||129260|051-604-3392|부산시 중구 충장대로 9번길 52 마린센터빌딩 13층 1301호|www.intergis.co.kr
인팩||023810|02-3432-3333|서울특별시 송파구 백제고분로 450|www.infac.com
일동제약||249420|02-526-3114|서울특별시 서초구 바우뫼로27길 2|www.ildong.com
일동홀딩스||000230|02-526-3114|서울시 서초구 바우뫼로 27길 2|www.ildong.com
일성건설||013360|032-429-3270|인천시 남동구 인하로507번길 80(구월동)|www.ilsungconst.co.kr
일성신약||003120|02-3271-8800|서울시 용산구 원효로 84길 9|www.ilsung-ph.co.kr
일신방직||003200|02-3774-0114|서울시 영등포구 은행로 11(여의도동) 일신빌딩|www.ilshin.co.kr
일신석재||007110|02-487-9009|서울특별시 강동구 성내로 19, 서경빌딩 6층 (성내동)|www.ilshinstone.co.kr
일양약품||007570|031-281-7851|경기도 용인시 기흥구 하갈로 110 (하갈동)|www.ilyang.co.kr
일정실업||008500|031-493-0031|경기도 안산시 단원구 산성로 21(초지동)|www.iljeong.co.kr
일진다이아||081000|043-879-4800|충북 음성군 대소면 대금로 157|www.iljindiamond.co.kr
일진디스플||020760|043-879-4747|충청북도 음성군 대소면 대금로 157|www.iljindisplay.co.kr
일진머티리얼즈||020150|063-835-3616|전북 익산시 석암로3길 63-25|www.iljinM.co.kr
일진전기||103590|031-220-0500|경기도 화성시 만년로 905-17(안녕동)|www.iljinelectric.co.kr
일진홀딩스||015860|031-220-0500|경기도 화성시 만년로 905-17 (안녕동)|www.iljin.co.kr
잇츠한불||226320|02-3450-0343|서울특별시 강남구 학동로 311|www.itshanbul.com
자화전자||033240|043-210-7124|충청북도 청원군 북이면 충청대로 1217|www.jahwa.co.kr
전방||000950|02-2122-6000|서울시 서대문구 서소문로21 충정타워빌딩 13층|www.chonbang.co.kr
제이에스코퍼레이션||194370|02-2040-3400|서울특별시 강남구 개포로 640|www.jskor.com
제이준코스메틱||025620|02-2193-9500|인천광역시 남동구 남동대로 405 (남촌동 614)|www.jayjun.kr
제일기획||030000|02-3780-2114|서울시 용산구 이태원로 222 제일기획|www.cheil.co.kr
제일약품||271980|02-549-7451|서울특별시 서초구 사평대로 343|www.jeilpharm.co.kr
제일연마||001560|054-285-8401|경북 포항시 남구 대송로101번길 34|www.grinding.co.kr
제일파마홀딩스||002620|02-549-7451|서울특별시 서초구 사평대로 343 (반포동)|www.jeilpharm.co.kr
제주은행||006220|064-720-0200|제주도 제주시 오현길 90번지(이도일동)|www.e-jejubank.com
제주항공||089590|070-7420-1066|제주특별자치도 제주시 신대로 64 연동, 건설공제회관3층|www.jejuair.net
조광페인트||004910|051-304-7701|부산광역시 사상구 삼덕로5번길 148 (삼락동)|www.ckpc.co.kr
조광피혁||004700|043-270-5311~3|충청북도 청주시 흥덕구 공단로126번길 97 (송정동, 공단2브럭)|www.chokwang.co.kr
조비||001550|02-3488-5840|서울특별시 서초구 효령로77길 28 동오빌딩 (서초동 1337-4)|www.chobi.co.kr
조선내화||000480|061-798-8114|전라남도 광양시 산업로 55 (태인동)|www.chosunref.co.kr
조선선재||120030|054-289-8200|경상북도 포항시 남구 괴동로 43 (장흥동)|www.chosunwelding.com
조일알미늄||018470|053-856-5252|경상북도 경산시 진량읍 공단6로 98|www.choilal.co.kr
조흥||002600|031-310-7000|경기도 안산시 단원구 시화로 38|www.choheung.co.kr
종근당||185750|02-2194-0300|서울 서대문구 충정로 8 종근당빌딩|www.ckdpharm.com
종근당바이오||063160|02-2194-0555|서울특별시 서대문구 충정로 8 (충정로3가)|www.ckdbio.com
종근당홀딩스||001630|02-6373-0600|서울특별시 서대문구  충정로 8 종근당빌딩|www.ckd-holdings.com
주연테크||044380|02-2122-1000|서울특별시 마포구 양화로 134 (서교동) 5층|www.jooyon.co.kr
지누스||013890|031-622-1700|경기도 평택시 청원로 1430 (가재동)|www.zinus.com
지엠비코리아||013870|055-263-2131|경남 창원시 성산구 웅남로 618|www.gmb.co.kr
지역난방공사||071320|031-780-4114|경기도 성남시 분당구 분당로 368|www.kdhc.co.kr
지코||010580|031-610-3219|충청남도 아산시 도고면 도고면로 48-15|www.jico21.com
지투알||035000|02-705-2173|서울시 마포구 마포대로 155 LG마포빌딩 15층|www.g2rgroup.com
진도||088790|02-850-8270|서울시 금천구 가산디지털 1로 75(가산동)|www.jindofn.co.kr
진양산업||003780|055-382-8981|경상남도 양산시 유산공단7길 42-1 (유산동)|www.cyc1963.com
진양폴리||010640|031-657-2545|경기도 평택시 세교산단로 85|www.chinyangpoly.kr
진양홀딩스||100250|051-809-8813|부산광역시 부산진구 시민공원로 20번길 8(부암동)|www.cyholdings.kr
진양화학||051630|052-278-0701|울산광역시 남구 장생포로 93 (여천동)|www.chinyang.co.kr
진에어||272450|1600-6200|서울특별시 강서구 공항대로 453|www.jinair.com
진원생명과학||011000|02-527-0600|서울특별시 강남구 학동로 343 더피나클강남 10층|www.genels.com
진흥기업||002780|032-432-0658|인천광역시 연수구 컨벤시아대로 69, 송도밀레니엄 807호 (송도동)|www.chinhung.co.kr
참엔지니어링||009310|031-330-8500|경기도 용인시 처인구 남사면 형제로 5|www.charmeng.com
천일고속||000650|051-254-9111~2|부산시 동구 중앙대로 168(초량동)|www.chunilexpress.com
천지산업||001490|031-882-9800|경기도 여주시 가남읍 경충대로 1022|www.chunji.co.kr
청호컴넷||012600|02-3670-7700|서울시 강남구 도산대로 318|www.chunghocomnet.com
체시스||033250|053-851-8511|경북 경산시 진량읍 일연로 528|www.chasys.com
카카오||035720|1577-3321, 1577-37|제주도 제주시 첨단로 242|www.kakaocorp.com
카프로||006380|02-399-1200|서울특별시 중구 을지로 51 교원내외빌딩 14F|www.hcccapro.co.kr
컨버즈||109070|070-4858-4652|경기도 용인시 처인구 이동면 백옥대로 563|www.k-paper.kr
케이비아이동국실업||001620|02-754-2961|서울특별시 용산구 한강대로 350 (갈월동)|www.dongkook-ind.co.kr
케이씨||029460|031-670-8900|경기도 안성시 미양면 제2공단2길 39|www.kct.co.kr
케이씨텍||281820|031-670-8000|경기도 안성시 미양면 제2공단3길 30|www.kctech.co.kr
케이탑리츠||145270|02-783-5858|서울특별시 영등포구 국제금융로 70 미원빌딩 19층 1901호|www.ktopreits.co.kr
코리아써키트||007810|031-491-3061|경기도 안산시 단원구 강촌로 139번길 9|www.kcg.co.kr
코리아오토글라스||152330|044-860-5000|세종특별자치시 전의면 산단길 134 코리아오토글라스(주)|kac.kccworld.co.kr
코리안리||003690|02-3702-6000|서울시 종로구 종로5길 68(수송동) 코리안리빌딩|www.koreanre.co.kr
코스맥스||192820|031-359-0300|경기도 화성시 향남읍 제약공단2길 46|www.cosmax.com
코스맥스비티아이||044820|031-789-3000|경기도 성남시 분당구 판교로 255 에프801(삼평동,판교이노밸리)|www.cosmaxbti.com
코스모신소재||005070|043-850-1114|충청북도 충주시 충주호수로 36 (목행동)|www.cosmoamt.com
코스모화학||005420|052-231-6700|서울시 서초구 반포대로 43 코스모빌딩 5층|www.cosmochem.co.kr
코아스||071950|02-2163-6000|서울특별시 영등포구 선유로52길 17 (당산동6가)|www.ikoas.com
코오롱||002020|02-3677-3114|경기도 과천시 코오롱로 11, 코오롱타워 (별양동)|www.kolon.com
코오롱글로벌||003070|02-3677-5114|경기도 과천시 코오롱로 11|www.kolonglobal.com
코오롱머티리얼||144620|02-3677-3745|경기도 과천시 코오롱로 11 코오롱타워 본관 8층|www.kolonfm.com
코오롱인더||120110|02-3677-3114|서울특별시 강서구 마곡동로 110 코오롱 One&Only 타워|www.kolonindustries.com
코오롱플라스틱||138490|054-420-8371|경상북도 김천시 공단3길 64 (응명동)|www.kolonplastics.com
콤텍시스템||031820|02-3289-0114|서울특별시 영등포구 가마산로 343 (대림동)|www.comtec.co.kr
쿠쿠홀딩스||192400|055-380-0700|경상남도 양산시 유산공단2길 14(교동)|www.cuckoo.co.kr
쿠쿠홈시스||284740|032-457-9000|경기도 시흥시 엠티브이북로 349(정왕동)|www.cuckoo.co.kr
큐로||015590|052-278-9000|울산시 남구 처용로 260-37 (부곡동 125-2)|www.dkme.com
크라운제과||264900|02-791-9123|서울특별시 용산구 한강대로72길 3(남영동)|www.crown.co.kr
크라운해태홀딩스||005740|02-791-9133|서울시 용산구 한강대로 72길 3|www.crown.co.kr
키다리스튜디오||020120|02-6320-8500|서울특별시 마포구 독막로 311 재화스퀘어 12층|www.kidaristudio.com
키움증권||039490|02-3787-5000|서울시 영등포구 국제금융로2길 36 (舊 여의도동 23-7)|www.kiwoom.com
키위미디어그룹||012170|1544-0332|서울특별시 강남구 언주로 729 8층(논현동, 마스터스빌딩)|www.kiwimediagroup.com
태경산업||015890|031-206-0071|서울특별시 강서구 공항대로 467 4층(등촌동)|www.taekyung.co.kr
태경화학||006890|02-3661-8011|서울시 강서구 공항대로 467|www.taekyungchem.co.kr
태광산업||003240|02-3406-0300|서울시 중구 동호로 310|www.taekwang.co.kr
태림포장||011280|031-499-3333|경기도 시흥시 공단1대로379번안길 74 (정왕동)|www.tailim.com
태양금속||004100|031-490-5500|경기도 안산시 단원구 해봉로 212|www.taeyangmetal.com
태영건설||009410|031-910-6999|경기도 일산동구 정발산로 24|www.taeyoung.com
태원물산||001420|02-555-4301|서울특별시 강남구 테헤란로86길 14 (대치동)|www.twms.co.kr
태평양물산||007980|02-850-9000|서울특별시 구로구 디지털로31길 12 태평양물산|www.panpacific.co.kr
테이팩스||055490|031-8047-4100|경기도 화성시 양감면 초록로 532번길 62-16|www.tapex.co.kr
텔코웨어||078000|02-2105-9800|서울시 서초구 법원로 3길 20-7|www.telcoware.com
토니모리||214420|02-593-3191|서울특별시 서초구 남부순환로 2557 토니모리 빌딩|www.etonymoly.com
티에이치엔||019180|053-583-3001|대구시 달서구 성서로71길 43|www.th-net.co.kr
티웨이항공||091810|02-6250-5900|서울특별시 강서구 하늘길 210|www.twayair.com
티웨이홀딩스||004870|02-2056-9800|서울시 성동구 아차산로 153 7층|www.twayholdings.com
파미셀||005690|02-3496-0114|서울특별시 강남구 언주로 874 (신사동, 쌍봉빌딩 7층)|www.pharmicell.com
파워/200||152870|02-767-9600|서울 종로구 종로1가 교보생명빌딩 22층 교보악사자산운용|www.kyoboaxa-im.co.kr
파워/고배당저변동성||192720|02-767-9600|서울특별시 종로구 종로 1 교보생명빌딩 15층 교보악사자산운용|www.kyoboaxa-im.co.kr
파워/스마트밸류||275540|02-767-9600|서울특별시 종로구 종로 1 교보생명빌딩 15층|www.kyoboaxa-im.co.kr
파워/중기국고채||176710|02-767-9600|서울 종로구 종로1가 교보생명빌딩 15층 교보악사자산운용|kyoboaxaim.co.kr
파워/코스피100||140950|02-767-9600|서울 종로구 종로1가 교보생명빌딩 22층 교보악사자산운용|www.kyoboaxa-im.co.kr
팜스코||036580|031-7207-114|경기도 안성시 미양면 제2공단4길 33|www.farmsco.com
팬오션||028670|02-316-5114|서울특별시 종로구 종로5길 7 Tower 8 팬오션(주)|www.panocean.com
퍼스텍||010820|055-212-1606|경남 창원시 성산구 남면로 485(내동)|www.firsteccom.co.kr
퍼시스||016800|02-443-9999|서울시 송파구 오금로 311(오금동)|www.fursys.com
페이퍼코리아||001020|063-440-5000|전라북도 군산시 외항로 1245 페이퍼코리아(주)|www.papercorea.co.kr
평화산업||090080|053-610-7027|대구시 달성군 논공읍 논공로 597|www.ph.co.kr
평화홀딩스||010770|053-610-8500|대구시 달성군 논공읍 논공로 597|www.ph.co.kr
포스코강판||058430|054-280-6114|경상북도 포항시 남구 철강로 173 (장흥동)|www.poscocnc.com
포스코인터내셔널||047050|02-759-2114|서울시 중구 통일로 10|www.posco-daewoo.com
포스코케미칼||003670|054-290-0114|경북 포항시 남구 신항로 110|www.poscochemtech.com
폴루스바이오팜||007630|02-547-3377|인천광역시 연수구 송도과학로 32 송도테크노파크IT센터 M동 27층|www.polusbiopharm.com
풀무원||017810|043-879-4500|충북 음성군 대소면 삼양로 730-27|www.pulmuone.co.kr
풍산||103140|02-3406-5114|경기도 평택시 포승읍 평택항로156번길 134|www.poongsan.co.kr
풍산홀딩스||005810|02-2278-6700|인천광역시 계양구 아나지로 156 (효성동)|www.poongsanhc.co.kr
필룩스||033180|070-7780-8000|경기도 양주시 광적면 광적로 235-48|www.feelux.com
하나/코스피/변동성추세/추종/양매도/ETN||700001|02-3771-7114|서울특별시 영등포구 의사당대로 82 하나금융투자빌딩 17층 경영기획실|www.hanaw.com
하나금융지주||086790|02-2002-1110|서울특별시 중구 을지로 66 (을지로 2가)|www.hanafn.com
하나니켈1호||099340|02-3771-7961|서울시 중구 다동길 43 한외빌딩 9층|
하나니켈2호||099350|02-3771-7961|서울시 중구 다동길 43 한외빌딩 9층|
하나제약||293480|02-559-5749|경기도 화성시 향남읍 제약단지로 13-39|www.hanaph.co.kr
하나투어||039130|02-2127-1000|서울특별시 종로구 인사동5길 41 (공평동)|www.hanatour.com
하이골드12호||172580|02-2090-4625|제주특별자치도 제주시 연삼로 473 산업경제진흥원|www.kmarin.co.kr
하이골드3호||153360|02-2090-4613|제주특별시자치도 제주시 연삼로 473 산업경제진흥원|www.kmarin.co.kr
하이골드8호||159650|02-2090-4605|제주특별자치도 제주시 연삼로 473 산업경제진흥원(이도이동)|www.kmarin.co.kr
하이스틸||071090|02-2273-2140|충남 당진시 송악읍 부곡공단 4길 28-252|www.histeel.co.kr
하이트론||019490|031-670-9100|경기도 안성시 삼죽면 서동대로 5953-85|www.hitron.co.kr
하이트진로||000080|02-3219-0114|서울시 강남구 영동대로 714|www.hitejinro.com
하이트진로홀딩스||000140|02-520-3112|서울시 강남구 영동대로 714(청담동)|www.hitejinroholdings.com
한국가스공사||036460|053-670-0114|대구광역시 동구 첨단로 120|www.kogas.or.kr
한국공항||005430|02-2660-3114|서울특별시 강서구 양천로 13 (방화동)|www.kas.co.kr
한국금융지주||071050|02-3276-6400|서울시 영등포구 의사당대로 88|www.koreaholdings.com
한국내화||010040|041-359-2200|충남 당진시 송산면 무수들길 370|www.fskrc.co.kr
한국단자||025540|032-814-9981|인천시 연수구 갯벌로 38|www.ket.com
한국석유||004090|02-799-3114|서울시 용산구 이촌로 166 (이촌동)|www.koreapetroleum.com
한국쉘석유||002960|051-620-5133|부산시 남구 신선로 250|www.shell.co.kr
한국자산신탁||123890|02-2112-6300|서울특별시 강남구 테헤란로 306 (역삼동 706-1) 카이트타워|www.kait.com
한국전력||015760|061-345-3114|전라남도 나주시 전력로 55|www.kepco.co.kr
한국전자홀딩스||006200|02-3497-5535|서울시 서초구 마방로 10길 5|www.kecholdings.co.kr
한국제지||002300|02-3475-7200|서울특별시 강남구 테헤란로 504, 해성빌딩 (대치동)|www.hankukpaper.com
한국조선해양||009540|052-202-2114|울산시 동구 방어진 순환도로 1000|www.hhi.co.kr
한국종합기술||023350|031-735-4555|경기도 성남시 중원구 산성대로476번길 6 (금광동)|www.kecc.co.kr
한국주강||025890|055-585-7001|경상남도 함안군 법수면 장백로 585|www.hascokorea.co.kr
한국주철관||000970|051-291-5481|부산시 사하구 을숙도대로 525 (신평동)|www.kcip.co.kr
한국철강||104700|055-260-0500|경남 창원시 성산구 공단로103번길 12|www.kisco.co.kr
한국카본||017960|055-350-8888|경상남도 밀양시 부북면 춘화로 85|www.hcarbon.com
한국콜마||161890|044-862-8490|세종시 전의면 덕고개길 12-11|
한국콜마홀딩스||024720|041-862-1057|세종시 전의면 덕고개길 12-11|www.kolmar.co.kr
한국타이어앤테크놀로지||161390|02-2222-1000|서울시 강남구 테헤란로 133 (역삼동)|kr.hankooktire.com
한국테크놀로지그룹||000240|02-2222-1000|서울시 강남구 테헤란로 133 한국타이어빌딩|www.hankooktire.com
한국토지신탁||034830|02-3451-1100|서울시 강남구 테헤란로 309 (역삼동 702-2)|www.koreit.co.kr
한국특수형강||007280|051-323-2611|부산시 사상구 장인로 77번길 52(학장동)|www.ekosco.com
한국패러랠||168490|02-3276-4815|서울시 영등포구 은행로3|
한국프랜지||010100|052-233-5511|울산시 동구 미포1길 2(동부동)|www.kofco.com
한국항공우주||047810|055-851-1000|경남 사천시 사남면 공단1로 78|www.koreaaero.com
한국화장품||123690|02-724-3114|서울시 종로구 청계천로 35(서린동)|www.ihkcos.co.kr
한국화장품제조||003350|02-724-3710|서울시 종로구 청계천로 35|www.hkcosm.com
한국ANKOR유전||152550|2180-0493|서울시 영등포구 은행로 3(여의도동)|
한농화성||011500|063-462-2455|전라북도 군산시 외항1길 24 (소룡동)|www.hannong.co.kr
한독||002390|02-527-5114|서울특별시 강남구 테헤란로 132 (역삼동)|www.handok.co.kr
한라||014790|02-3434-5114|서울시 송파구 올림픽로 289|www.halla.co.kr
한라홀딩스||060980|031-280-4640|경기도 용인시 기흥구 기흥단지로 46|www.hallaholdings.com
한미글로벌||053690|070-7118-1000|서울특별시 강남구 테헤란로87길 36 도심공항타워 층|www.hmglobal.com
한미반도체||042700|032-571-9100|인천시 서구 가좌로30번길 14|www.hanmisemi.com
한미사이언스||008930|031-350-5600|경기도 화성시 동탄면 동탄기흥로 550|www.hanmiscience.co.kr
한미약품||128940|031-356-3311|경기도 화성시 팔탄면 무하로 214|www.hanmi.co.kr
한샘||009240|02-6470-3114|경기도 안산시 단원구 번영2로 144|www.hanssem.com
한섬||020000|02-3416-2000|서울시 강남구 도산대로 523(청담동)|www.handsome.co.kr
한성기업||003680|051-410-7100|부산광역시 영도구 태종로 63 (대교동1가)|www.hsep.com
한세실업||105630|02-3779-0779|서울시 영등포구 영등포구 은행로 29 (정우빌딩 5층)|www.hansae.com
한세엠케이||069640|02-2142-5000|서울시 강남구 논현로 633 MK빌딩|www.mktrend.co.kr
한세예스24홀딩스||016450|02-3779-0800|서울시 영등포구 은행로 11 일신빌딩 6층|www.hansaeyes24.com
한솔로지스틱스||009180|02-3287-7400|서울시 중구 을지로 100 파인애비뉴 B동 22층|www.hansollogistics.com
한솔제지||213500|02-3287-6040|서울특별시 중구 을지로 100 (을지로2가)|www.hansolpaper.co.kr
한솔케미칼||014680|02-2152-2399|서울특별시 강남구 테헤란로 513 K Tower 7F/8F|www.hansolchemical.com
한솔테크닉스||004710|02-3287-7902|서울시 중구 을지로 100|www.hansoltechnics.com
한솔홀딩스||004150|02-3287-6875|서울시 중구 을지로 100|www.hansol.com
한솔홈데코||025750|02-3284-3881|서울특별시 동작구 보라매로5길 15, 전문건설회관 27층 (신대방동)|www.hansolhomedeco.co.kr
한솔PNS||010420|02-6005-4534|서울시 중구 퇴계로 213 일흥빌딩 5층|www.hansolpns.com
한신공영||004960|02-3393-3114|경기도 용인시 처인구 백암면 덕평로 82|www.hanshinc.com
한신기계||011700|031-491-3911|경기도 안산시 단원구 해봉로 330번길 23(신길동)|www.hanshin.co.kr
한양||008690|032-456-6500|인천광역시 남동구 미래로 14, 201(구월동 일류빌딩)|www.hanyangcorp.co.kr
한양증권||001750|02-3770-5000|서울시 영등포구 국제금융로 6길 7|www.hygood.co.kr
한온시스템||018880|042-930-6114|대전광역시 대덕구 신일서로 95 (신일동)|www.hanonsystems.com
한올바이오파마||009420|042-932-5997|대전시 대덕구 상서당1길 43(상서동)|www.hanall.co.kr
한익스프레스||014130|02-3400-5474|경기도 화성시 양감면 초록로 103 (주)한익스프레스|www.hanex.co.kr
한일시멘트||300720|02-531-7000|서울특별시 강남구 강남대로 330 우덕빌딩|www.hanilcement.com
한일철강||002220|02-2267-6161|서울시 중구 퇴계로27길 28 (충무로3가)|www.hanilsteel.co.kr
한일현대시멘트||006390|02-520-2114|서울특별시 강남구 강남대로 330 역삼동 우덕빌딩|www.hdcement.co.kr
한일홀딩스||003300|02-531-7000|서울시 강남구 강남대로 330|www.hanil.com
한전기술||052690|031-289-3114|경상북도 김천시 혁신로 269 율곡동|www.kepco-enc.com
한전산업||130660|02-2250-2700|서울시 중구 서소문로 115 한산빌딩|www.kepid.co.kr
한전KPS||051600|061-345-0114|전라남도 나주시 문화로 211|www.kps.co.kr
한진||002320|02-728-5114|서울특별시 중구 남대문로 63 (남대문로2가)|www.hanjin.co.kr
한진중공업||097230|051-410-3114|부산시 영도구 태종로 233|www.hanjinsc.com
한진중공업홀딩스||003480|051-410-3114|경기도 남양주시 별내3로 391 관리동 1층|www.hhic-holdings.com
한진칼||180640|02-726-6166|서울특별시 중구 소공로 88 (소공동)|www.hanjinkal.co.kr
한창||005110|02-850-6500|부산광역시 연제구 중앙대로 1052 501호(연산동)|www.hanchang.co.kr
한창제지||009460|055-370-2000|경상남도 양산시 웅상대로 1564 (용당동)|www.hanchangpaper.co.kr
한화||000880|02-729-1114|서울특별시 중구  청계천로 86 24층|www.hanwhacorp.co.kr
한화갤러리아타임월드||027390|042-480-5000|대전시 서구 대덕대로 211|www.timeworld.co.kr
한화생명||088350|1588-6363|서울시 영등포구 63로50 (여의도동 한화금융센터 63)|www.hanwhalife.com
한화손해보험||000370|1566-8000|서울시 영등포구 여의대로 56 (여의도동)|www.hwgeneralins.com
한화에어로스페이스||012450|055-260-2114|경남 창원시 성산구 창원대로 1204(성주동)|www.hanwhaaerospace.co.kr
한화케미칼||009830|02-729-2700|서울특별시 중구 청계천로 86 한화빌딩|hcc.hanwha.co.kr
한화투자증권||003530|02-3772-7000|서울시 영등포구 여의대로 56|www.hanwhawm.com
해성디에스||195870|070-4761-0000|경상남도 창원시 성산구 웅남로 726|www.haesungds.co.kr
