##NAME|SUBNAME|TELNUM|ADDR|NEWADDR@@투다리
투다리|내동점|042-536-4248|대전 서구 내동 169-8|대전 서구 대덕대로 10, 1층(내동) 
투다리|도마1점|042-582-2820|대전 서구 도마동 174-1|대전 서구 도산로 41 (도마동) 
투다리|변동1점|042-523-3005|대전 서구 변동 30-18|대전 서구 변동로 49, 1층 (변동) 
투다리|혜천대점|042-584-8447|대전 서구 복수동 490|대전 서구 복수동로 56, 1층(복수동) 
투다리|대정점|042-542-3880|대전 유성구 대정동 309-2|대전 유성구 대정로42번길 68-19 (대정동) 
투다리|탄동점|042-863-7377|대전 유성구 신성동 138-3|대전 유성구 신성로 81 (신성동) 
투다리|목련점|042-823-5575|대전 유성구 구암동 623-6|대전 유성구 유성대로646번길 52, 1층 (구암동) 
투다리|계룡점|042-476-0862|대전 유성구 지족동 885-12|대전 유성구 은구비남로7번길 73(지족동) 
투다리|교촌점|042-543-8242|대전 유성구 교촌동 624-24|대전 유성구 진잠로 149번길 11, 1층(교촌동) 
투다리|오류점|042-486-5124|대전 중구 오류동 160-11|대전 중구 계백로 1701-12, 1층(오류동) 
투다리|문화점|042-583-9208|대전 중구 문화동 557-2|대전 중구 당디로6번길 56 (문화동) 
투다리|안영점|042-583-8447|대전 중구 사정동 400-5|대전 중구 대둔산로 301, 1층 (사정동) 
투다리|한방점|042-223-0633|대전 중구 대흥동 104-5|대전 중구 대흥로 178 (대흥동) 
투다리|중촌점|042-255-9245|대전 중구 중촌동 403-1|대전 중구 목중로26번길 38, 1층(중촌동) 
투다리|부사점|042-252-9398|대전 중구 부사동 151-8|대전 중구 보문로 65 (부사동) 
투다리|천근점|042-583-0620|대전 중구 문화동 473-23|대전 중구 문화동 473-23 
투다리|대화점|042-638-1257|대전 대덕구 대화동 37-7|대전 대덕구 대화로 29 (충청하나은행) 
투다리|법동점|042-626-1532|대전 대덕구 법동 202-8|대전 대덕구 계족산로5번길 101 
투다리|신탄진점|042-936-9482|대전 대덕구 석봉동 182-39|대전 대덕구 석봉로38번길 46 
투다리|송촌제일점|042-635-9792|대전 대덕구 송촌동 456-7|대전 대덕구 송촌북로20번길 40 
투다리|선비점|042-624-0303|대전 대덕구 송촌동 499-1|대전 대덕구 동춘당로48번길 30 
투다리|와동점|042-623-3692|대전 대덕구 신대동 216-8|대전 대덕구 신탄진로 211 
투다리|신탄진역점|042-933-4788|대전 대덕구 신탄진동 140-19|대전 대덕구 신탄진로810번길 13 
투다리|대청점|042-933-0542|대전 대덕구 신탄진동 22-2|대전 대덕구 대청로64번길 41 (대우새여울아파트) 101호 
투다리|한남대점|042-622-6889|대전 대덕구 오정동 445-17|대전 대덕구 한남로88번길 16 
투다리|오정1점|042-625-9333|대전 대덕구 오정동 88-25|대전 대덕구 오정로78번길 23 
투다리|읍내점|042-628-0360|대전 대덕구 읍내동 75-5|대전 대덕구 계족로 747 
투다리|중리점|042-632-4082|대전 대덕구 중리동 207-4|대전 대덕구 중리남로 43 
투다리|대림점|042-636-4381|대전 대덕구 중리동 243-47|대전 대덕구 홍도로99번길 2 
투다리|중리1점|042-626-0164|대전 대덕구 중리동 363-8|대전 대덕구 중리북로 51 
투다리|동구점|042-628-8285|대전 동구 가양동 450-15|대전 동구 계족로392번길 108-3 
투다리|삼성점(구 선화점)|042-631-7734|대전 동구 삼성동 323-8|대전 동구 태전로 135 
투다리|신흥점|042-282-7667|대전 동구 신흥동 9-5|대전 동구 계족로 102 
투다리|터미널점|042-627-9296|대전 동구 용전동 63-13|대전 동구 동서대로1695번길 53 
투다리|크로바점|None|대전 동구 용전동 179-6|대전 동구 계족로 435 
투다리|현대점|042-272-9400|대전 동구 인동 179-1|대전 동구 대전로 664 (현대아파트) 
투다리|우송대점|042-624-1130|대전 동구 자양동 140-10|대전 동구 동대전로 134 
투다리|동아점|042-638-9233|대전 동구 자양동 192-4|대전 동구 백룡로5번길 115 
투다리|천동점|042-273-3006|대전 동구 천동 515|대전 동구 대전로542번길 80-63 (천동하늘빌딩) 
투다리|판암2점|042-271-9293|대전 동구 판암동 238|대전 동구 동부로 73 (주공아파트5단지) 211호 
투다리|가장점|042-533-2331|대전 서구 가장동 42-8|대전 서구 갈마로 295 
투다리|동산점|042-524-4449|대전 서구 갈마동 343-41|대전 서구 갈마중로 13-25 
투다리|행운점|042-534-6978|대전 서구 갈마동 427-85|대전 서구 신갈마로 59 
투다리|갤러리아점|042-486-6672|대전 서구 갈마동 834|대전 서구 갈마역로 11 
투다리|관저점|042-545-0342|대전 서구 관저동 1053|대전 서구 관저중로96번길 34 
투다리|신선점|042-542-7566|대전 서구 관저동 1121|대전 서구 관저중로95번길 18 
투다리|느리울점|042-542-2420|대전 서구 관저동 1404|대전 서구 관저동로 72 (크로바타워) 
투다리|롯데점|042-536-9295|대전 서구 괴정동 424-3|대전 서구 도산로369번길 91 
투다리|괴정점|042-525-4958|대전 서구 괴정동 84-12|대전 서구 가장로 91 송원아파트 903호 
투다리|경성점|042-533-0912|대전 서구 괴정동 93-47|대전 서구 갈마로 231 
투다리|배재대1점|042-532-3509|대전 서구 도마동 119-2|대전 서구 도솔로 55 
투다리|미소점|042-536-2737|대전 서구 도마동 128-5|대전 서구 도산로 75-1 
투다리|삼천점|042-483-5385|대전 서구 둔산동 2032|대전 서구 문정로170번길 151 
투다리|녹원점|042-488-9929|대전 서구 둔산동 1236|대전 서구 계룡로491번길 24 
투다리|둔산점|042-487-9296|대전 서구 둔산동 1453|대전 서구 둔산로 130 (대덕프라자) 
투다리|변동제일점|042-531-7820|대전 서구 변동 21-4|대전 서구 도솔로 206 
투다리|용문점|042-526-5647|대전 서구 용문동 594-7|대전 서구 도산로 375 
투다리|그린점|042-484-9285|대전 서구 월평동 312|대전 서구 월평중로 50 (전원아파트) 
투다리|월평점|042-485-7532|대전 서구 월평동 973|대전 서구 계룡로299번길 29 
투다리|정림1점|042-586-7735|대전 서구 정림동 601|대전 서구 정림동로5번길 34 
투다리|정림점|042-581-9282|대전 서구 정림동 677|대전 서구 정림로 10 
투다리|개나리점|042-487-9892|대전 서구 탄방동 636|대전 서구 문정로2번길 33 (스위트빌2) 
투다리|탄방점|042-486-8788|대전 서구 탄방동 986|대전 서구 탄방로7번길 62 
투다리|테크노점|042-931-3393|대전 유성구 관평동 1032|대전 유성구 관평1로 54 
투다리|송강점|042-933-2127|대전 유성구 봉산동 198-1|대전 유성구 봉산로40번길 8-2 
투다리|어은점|042-863-8569|대전 유성구 어은동 111-19|대전 유성구 어은로52번길 9 
투다리|원내점|042-541-8504|대전 유성구 원내동 343-8|대전 유성구 진잠로66번길 50 
투다리|장대동점|042-822-5953|대전 유성구 장대동 354-2|대전 유성구 문화원로14번길 7 
투다리|온천점|042-826-4792|대전 유성구 장대동 372-5|대전 유성구 온천서로 43 
투다리|노은역점|042-823-6950|대전 유성구 지족동 907-7|대전 유성구 은구비남로33번길 12 
투다리|성모점|042-257-9610|대전 중구 대흥동 508-11|대전 중구 중교로 6-1 
투다리|대아점|042-254-3151|대전 중구 목동 94-16|대전 중구 목동로 23-3 
투다리|한밭우성점|042-582-5973|대전 중구 문화동 141|대전 중구 서문로 32 (한밭우성아파트) 
투다리|우성점|042-582-9277|대전 중구 산성동 110-28|대전 중구 당디로50번길 9 
투다리|아름점|042-253-4244|대전 중구 선화동 192-26|대전 중구 보문로337번길 21 
투다리|버드네점|042-531-8008|대전 중구 유천동 325-20|대전 중구 태평로26번길 8 
투다리|태평오거리점|042-531-6165|대전 중구 태평동 379-1|대전 중구 동서대로 1210 
투다리|나운점|063-465-6669|전북 군산시 나운동 489|전북 군산시 수송로 49 (금호타운아파트) 
투다리|코아점|063-462-7684|전북 군산시 나운동 531-4|전북 군산시 나운안3길 11 (나운동) 
투다리|제일2호점|063-834-5965|전북 익산시 영등동 767-8|전북 익산시 고봉로24길 32 (영등동,제일2차아파트상가204동104호) 
투다리|익산점|063-832-6566|전북 익산시 부송동 700-6|전북 익산시 궁동로 137 
투다리|장신점|063-857-0261|전북 익산시 모현동1가 574-2 선화로6길 17|
투다리|부송2호점|063-835-8083|전북 익산시 부송동 1039-2|전북 익산시 부송1로 84-1, (1층)(부송동) 
투다리|이편한점|063-852-8824|전북 익산시 모현동1가 196-6|전북 익산시 선화로10길 12, 1층(모현동1가) 
투다리|우남점|None|전북 익산시 영등동 846-2|전북 익산시 하나로13길 23 (영등동) 
투다리|호성점|063-242-9455|전북 전주시 덕진구 호성동1가 863-37|전북 전주시 덕진구 호성3길 24, 102호(호성동1가) 
투다리|수송점|063-471-8222|전북 군산시 나운동 156-3|전북 군산시 의료원로 147 (영창아파트) 
투다리|산북점|063-466-1940|전북 군산시 산북동 3541-11|전북 군산시 동아로 140 (딥스보습학원) 
투다리|주공점|063-462-6820|전북 군산시 서흥남동 764-6|전북 군산시 축동로 128 (서흥프라자) 
투다리|월명점|063-443-3254|전북 군산시 월명동 15-1|전북 군산시 구영5길 21-3 (현대오솔 아파트) 
투다리|조촌점|063-453-9792|전북 군산시 조촌동 491-2|전북 군산시 양안로 143 (다사랑) 
투다리|인월점|063-636-5744|전북 남원시 인월면 서무리 688-76|전라북도 남원시 인월면 인월북2길 12 
투다리|남원점|063-635-1252|전북 남원시 도통동 586-1|전북 남원시 큰들2길 22-40 (투다리, 셀프맥주) 
투다리|무주점|063-322-2266|전북 무주군 무주읍 읍내리 235-6|전북 무주군 무주읍 주계로 111 
투다리|순창점|063-653-1252|전북 순창군 순창읍 순화리 438|전북 순창군 순창읍 순화로 13 
투다리|남중점|063-851-5664|전북 익산시 남중동 36-8|전북 익산시 익산대로52길 46 (송이식당) 
투다리|동산점|063-854-2252|전북 익산시 동산동 1058|전북 익산시 동천로7길 51 (비사벌아파트) 
투다리|고려점|063-858-1880|전북 익산시 동산동 609-31|전북 익산시 평동로12길 21 
투다리|모현2호점|063-853-0072|전북 익산시 모현동2가 651|전북 익산시 선화로1길 113-2 
투다리|동아점|063-831-6940|전북 익산시 부송동 231-49|전북 익산시 부송1로 154 (그린약국) 
투다리|어양점|None|전북 익산시 어양동 603-12|전북 익산시 동서로61길 13 (투다리) 
투다리|제일3호점|063-836-1430|전북 익산시 영등동 807-8|전북 익산시 무왕로9길 49 
투다리|제일점|063-833-5006|전북 익산시 영등동 821|전북 익산시 고봉로34길 43 제일3차아파트상가 520-112 
투다리|평화점|063-853-5148|전북 익산시 평화동 370|전북 익산시 번영로8길 223 평화동제일아파트 상가 내 
투다리|기안점|063-834-0243|전북 익산시 팔봉동 311|전북 익산시 무왕로32길 83(기안파인골드빌아파트) 
투다리|황등점|063-855-8070|전북 익산시 황등면 황등리 1034-1|전북 익산시 황등면 황등로 91 (신생한의원) 
투다리|부송점|063-833-4009|전북 익산시 부송동 1076|전북 익산시 무왕로22길 35 (압구정헤어샵) 
투다리|아중점|063-244-6225|전북 전주시 덕진구 석소1길 1 전라북도 전주시 덕진구 우아동2가 551-3|
투다리|중화산동점|063-228-9291|전북 전주시 완산구 중화산동2가 743-1|전북 전주시 완산구 유연로 260 (우리항맥외과) 
투다리|상동점|063-927-9689|전북 정읍시 상동 182-1|전북 정읍시 학산로 100-1 
투다리|미소점|063-536-5792|전북 정읍시 상동 310-8|전북 정읍시 중앙로 286 
투다리|연지점|063-534-0933|전북 정읍시 연지동 44-64|전북 정읍시 서부로 49 
투다리|나주남문점|061-336-2704|전남 나주시 남내동 60-7|전남 나주시 남내1길 3 (투다리) 
투다리|영산포점|061-332-8568|전남 나주시 이창동 163-7|전남 나주시 예향로 3829 (투다리) 
투다리|호반점|061-281-2992|전남 목포시 상동 251-16|전남 목포시 영산로535번길 6 (호반리젠시빌) 
투다리|상동점|061-278-5425|전남 목포시 상동 743-5|전남 목포시 상리로1번길 25 
투다리|유달점(구 송광점)|061-235-3561|전남 목포시 서산동 3-2|전남 목포시 유동로11번길 10 
투다리|부영점|061-283-1778|전남 목포시 옥암동 1033-11|전남 목포시 통일대로75번길 13 
투다리|그린점|061-282-0332|전남 목포시 옥암동 967-2|전남 목포시 백년대로375번길 15-1 
투다리|시청점|061-273-6173|전남 목포시 용당동 1189-1|전남 목포시 양을로 192 
투다리|포미점|061-000-0000|전남 목포시 용해동 984-2|전남 목포시 포미로10번길 4 
투다리|상록점|061-287-3392|전남 무안군 삼향읍 남악리 2272|전남 무안군 삼향읍 남악3로 39 (남악 펠리시티 1차) 
투다리|장흥점|061-863-1878|전남 장흥군 장흥읍 건산리 737-11|전남 장흥군 장흥읍 물레방앗간길 11 
투다리|해남점|061-534-7575|전남 해남군 해남읍 읍내리 23-7|전남 해남군 해남읍 읍내길 22 (김밥천국) 
투다리|강진점|061-434-9211|전남 강진군 강진읍 남성리 22-9|전남 강진군 강진읍 영랑로3길 16-1 
투다리|곡성점|061-363-0047|전남 곡성군 곡성읍 읍내리 396|전남 곡성군 곡성읍 중앙로 113 
투다리|매화마을점(매화점)|061-761-0047|전남 광양시 광양읍 구산리 767-3|전남 광양시 광양읍 서평10길 41 
투다리|성호점|061-795-1381|전남 광양시 중동 1666-2|전남 광양시 광장로 70, 1동 109 (중동, 성호아파트상가) 
투다리|제철점|061-799-3222|전남 광양시 금호동 716|전남 광양시 폭포사랑길 99 (백운쇼핑센터) 
투다리|중동점|061-793-2346|전남 광양시 중동 1300-5|전남 광양시 동광길 29 
투다리|광장점|061-793-2111|전남 광양시 중동 1319|전남 광양시 오류로 46 
투다리|나주혁신점|061-000-0000|전남 나주시 빛가람동 194-1|전남 나주시 상야2길 16, 1동 102호 (빛가람동, 토담휴로스1차) 
투다리|대성점|061-000-0000|전남 목포시 산정동 1787|전남 목포시 양을로41번길 10-1, 1층(산정동) 
투다리|보성점|061-852-3443|전남 보성군 보성읍 보성리 107-6|전남 보성군 보성읍 현충로 111 
투다리|남정점|061-741-5792|전남 순천시 남정동 176-21|전남 순천시 우석로 145 
투다리|용당점|061-753-9932|전남 순천시 용당동 348-2|전남 순천시 삼산로 110(용당동1층) 
투다리|순대점|None|전남 순천시 석현동 78-3|전남 순천시 순천대2길 14 (투다리순대점) 
투다리|연향3지구점|061-722-4891|전남 순천시 연향동 1666-3|전남 순천시 팔마4길 45 (마루떡방) 
투다리|연향점|061-721-1024|전남 순천시 연향동 1330-1|전남 순천시 연향상가6길 7 (눈꽃갈비살) 
투다리|호반점|061-722-9295|전남 순천시 연향동 1607-3|전남 순천시 율산길 48, 1층 (투다리) 
투다리|봉화점|061-753-9582|전남 순천시 조곡동 512|전남 순천시 봉화로 47 (정원 넥스빌아파트) 
투다리|제일점|061-722-5389|전남 순천시 조례동 1628-14|전남 순천시 장선배기길 142 (두레아구찜) 
투다리|골드점|061-725-5177|전남 순천시 조례동 1730-1|전남 순천시 비봉길 6 (서해골드빌아파트) 
투다리|왕지점|061-725-3177|전남 순천시 조례동 1831-5|전남 순천시 왕궁길 47 
투다리|조례점|061-723-2211|전남 순천시 조례동 889-1|전남 순천시 봉화2길 99 (창암빌딩) 
투다리|금호점|061-754-8444|전남 순천시 풍덕동 862-8|전남 순천시 남산로 146 (투다리) 
투다리|신대점|061-000-0000|전남 순천시 해룡면 신대리 1979-3|전남 순천시 해룡면 신대1길 4-30 
투다리|로타리점|061-755-9146|전남 순천시 행동 30|전남 순천시 호남길 5 (동춘원) 
투다리|해바라기점|None|전남 여수시 선원동 1278-7|전남 여수시 화산로 118 
투다리|공화점|061-664-8328|전남 여수시 공화동 1047-8|전남 여수시 동문로 96-1 
투다리|관문점|061-665-6771|전남 여수시 관문동 429|전남 여수시 동문로 57 
투다리|안산점(도원점)|061-681-3471|전남 여수시 안산동 439-3|전남 여수시 도원로 188 (안산동) 
투다리|둔덕점|061-654-3553|전남 여수시 좌수영로 437|전라남도 여수시 좌수영로 437 주공상가 102호 
투다리|훼미리점|061-000-0000|전남 여수시 문수동 122-8|전남 여수시 문수로 70 
투다리|행복점|061-652-6603|전남 여수시 문수동 264-70|전남 여수시 문수로 99 
투다리|문수2점|061-653-8735|전남 여수시 문수동 688-9|전남 여수시 허문정1길 58 
투다리|선경점|061-000-0000|전남 여수시 미평동 667-7|전남 여수시 만성로 74 
투다리|전남대점((구)여수대점)|061-654-2877|전남 여수시 미평동 758-1|전남 여수시 대학로 27 
투다리|부영1단지점|061-652-6666|전남 여수시 미평동 759-8|전남 여수시 양지1길 6-2 
투다리|아주점|061-685-5762|전남 여수시 봉계동 27|전남 여수시 봉계대곡길 28 
투다리|봉계점|061-642-0015|전남 여수시 봉계동 33-51|전남 여수시 좌수영로 680 
투다리|봉산점|061-642-2256|전남 여수시 봉산동 256-11|전남 여수시 봉산1로 38 (봉산동) 
투다리|호수점|061-685-9006|전남 여수시 선원동 1244-2|전남 여수시 무선중앙로 52 
투다리|무선점|061-682-4599|전남 여수시 선원동 1248-5|전남 여수시 무선중앙로 76-1 
투다리|성산공원점|061-000-0000|전남 여수시 화장동 769-1|전남 여수시 성산5길 58 (화장동) 
투다리|죽림점|061-686-4312|전남 여수시 소라면 죽림리 1229-2|전남 여수시 소라면 죽림로 9 
투다리|신기점|061-682-5003|전남 여수시 신기남1길 28 전남 여수시 신기동 112-9|
투다리|행운점|061-683-2777|전남 여수시 안산동 440-7|전남 여수시 장성마을길 12 
투다리|여서금호점|061-654-1116|전남 여수시 여서동 239-7|전남 여수시 여서2로 25 
투다리|풍성점|061-651-2177|전남 여수시 여서동 479|전남 여수시 여서1로 20 (부영6차아파트) 
투다리|부영7차점|061-651-5262|전남 여수시 여서동 496-1|전남 여수시 대치1길 17 (부영7차아파트) 
투다리|터미널점|061-652-6642|전남 여수시 오림동 407-16|전남 여수시 오림2길 11 
투다리|웅천점|061-682-2281|전남 여수시 예울마루로 32 전남 여수시 웅천동 1683|
투다리|충무점|061-663-1135|전남 여수시 충무동 464|전남 여수시 충무오거리길 10 
투다리|학동점|061-686-5792|전남 여수시 학동 91-4|전남 여수시 시청동5길 16 
투다리|삼호점|061-464-9288|전남 영암군 삼호읍 용앙리 1664-8|전남 영암군 삼호읍 대불주거5로 12 (1층) 
투다리|상무대점|061-394-5394|전남 장성군 삼계면 주산리 716|전남 장성군 삼계면 능성로 552 
투다리|장성역점|061-392-2525|전남 장성군 장성읍 영천리 1273-383|전남 장성군 장성읍 청운길 3 
투다리|장성점|061-392-3792|전남 장성군 장성읍 영천리 1660|전남 장성군 장성읍 문화로 21-34 (영천휴먼시아) 
투다리|구교점|061-533-0875|전남 해남군 해남읍 구교리 305-1|전남 해남군 해남읍 북부순환로 182 
투다리|화순점|061-373-9932|전남 화순군 화순읍 만연리 242-1|전남 화순군 화순읍 광덕로 193 
투다리|다사로움점|062-962-2392|광주 광산구 산정동 1013|광주 광산구 손재로110번길 24 
투다리|진월2호점|062-675-5892|광주 남구 노대동 852|광주 남구 효우로 87 
투다리|소촌점|062-945-1505|광주 광산구 소촌동 290|광주 광산구 소촌로152번길 38 (라인1차아파트) 
투다리|송정명지점|062-947-3477|광주 광산구 신촌동 709-12|광주 광산구 송도로320번길 1-2, 1층 (신촌동) 
투다리|송정점|062-945-3696|광주 광산구 송정동 847-10|광주 광산구 광산로 8 
투다리|수완대박점|062-954-3354|광주 광산구 신가동 1282|광주 광산구 수등로76번길 65, 1층(신가동) 
투다리|신가점|062-953-1424|광주 광산구 신가동 993-9|광주 광산구 수등로 269 
투다리|우산금호점|062-953-2769|광주 광산구 우산동 1586-17|광주 광산구 사암로216번길 30 
투다리|하남시영점|062-941-3837|광주 광산구 우산동 1609-15|광주 광산구 사암로171번길 80 
투다리|운남2호점|062-956-5710|광주 광산구 운남동 387-38|광주 광산구 임방울대로 142-5 
투다리|운남3호점|062-955-4202|광주 광산구 운남동 789-2|광주 광산구 목련로153번길 49-5 
투다리|첨단점|062-971-1905|광주 광산구 월계동 814-6|광주 광산구 첨단내촌로70번길 24 
투다리|월곡점|062-953-8827|광주 광산구 월곡동 55-13|광주 광산구 월곡중앙로25번길 25 
투다리|첨단2호점|062-973-6063|광주 광산구 쌍암동 663-10|광주 광산구 첨단중앙로170번길 17 (쌍암동) 
투다리|첨단호반점|062-973-2728|광주 광산구 산월동 885-2|광주광역시 광산구 첨단중앙로68번길 60, 호반리젠시빌 상가2동 101호 
투다리|수완점|062-954-5792|광주 광산구 흑석동 589|광주 광산구 풍영로101번안길 1-2 (흑석동, 1층) 
투다리|방림점|062-654-0335|광주 남구 방림동 54-11|광주 남구 용대로 142 (투다리) 
투다리|무등시장점|062-352-9280|광주 남구 월산동 1027-11|광주 남구 군분로 74-1 (신세기노래방) 
투다리|까치점|062-352-1370|광주 남구 월산동 72-5|광주 남구 독립로 111-1 (투다리) 
투다리|효천점|062-000-0000|광주 남구 행암동 584|광주 남구 효우2로26번길 25 
투다리|산수점|062-268-8292|광주 동구 산수동 539-16|광주 동구 필문대로 175 
투다리|조대정문점|062-222-4027|광주 동구 서석동 466-1|광주 동구 백서로176번길 10 
투다리|조대후문점|062-225-1134|광주 동구 동명동 118-15|광주 동구 필문대로 273번길 4, 지하 
투다리|학동점|062-233-8592|광주 동구 학동 750-76|광주 동구 남문로 670 
투다리|각화점|062-269-7216|광주 북구 각화동 180-22|광주 북구 군왕로 200 
투다리|동림점|None|광주 북구 동림동 1152-5|광주 북구 동림용산로 31-14 
투다리|동천점|062-432-5222|광주 서구 동천동 517|광주 서구 동천로 14 
투다리|행운점|062-269-6629|광주 북구 두암동 859-3|광주 북구 서방로107번길 75-6 
투다리|두암2호점|062-951-0415|광주 북구 두암동 908-4|광주 북구 탁영로 6 
투다리|현대점|062-522-3578|광주 북구 신안동 7-6|광주 북구 경양로 131 
투다리|양산점|062-571-7150|광주 북구 양산동 283-48|광주 북구 연양로 36, 1층109호 
투다리|운암점|062-521-5161|광주 북구 운암동 352-42|광주 북구 북문대로 101-9 
투다리|경신점|062-512-6089|광주 북구 운암동 496-34|광주 북구 금호로 47-2 
투다리|일곡점|062-575-0796|광주 북구 일곡동 844-1|광주 북구 양일로305번길 26, 1층 
투다리|금호2점|062-381-1129|광주 서구 금호동 732-7|광주 서구 운천로 80 
투다리|금호송촌점|062-681-9632|광주 서구 금호동 785|광주 서구 마재로 65 (마재마을송촌파인힐아파트) 
투다리|터미널점|062-352-5792|광주 서구 농성동 393-15|광주 서구 죽봉대로 42-1 
투다리|화정점|062-352-1918|광주 서구 농성동 666-9|광주 서구 화정로 257 
투다리|쌍촌점|062-376-9599|광주 서구 쌍촌동 1226-3|광주 서구 쌍학로 12 
투다리|쌍촌2호점|062-382-9204|광주 서구 쌍촌동 251-2|광주 서구 내방로 250 
투다리|내방점|062-382-8511|광주 서구 내방동 841-31|광주 서구 월드컵4강로 180 
투다리|상무점|062-383-9295|광주 서구 치평동 1168|광주 서구 상무공원로 112 (해광한신아파트상가) 
투다리|풍암동부점|062-682-9334|광주 서구 풍암동 1015-1|광주 서구 풍암신흥로 41 
투다리|신동아점|062-361-8415|광주 서구 화정동 1231|광주 서구 화정동 1231 
투다리|염주점|062-381-8682|광주 서구 화정동 834-2|광주 서구 염화로 102 
투다리|쌍촌3호점|062-381-3587|광주 서구 쌍촌동 975-37|광주 서구 상무대로868번길 10 
투다리|남부대점|062-971-1602|광주 광산구 산월동 886-1|광주 광산구 산월로 64 부영6차상가 106호 
투다리|소촌2호점|062-941-9280|광주 광산구 소촌동 279-2|광주 광산구 소촌로 88 
투다리|소촌2호점|062-941-9280|광주 광산구 소촌동 279-2|광주 광산구 소촌로 88 
투다리|송정2호점|062-942-0836|광주 광산구 송정동 227-7|광주 광산구 송정로65번길 6 
투다리|신창부영2점|062-955-5718|광주 광산구 신가동 495-2|광주 광산구 신창로33번길 21-12 
투다리|신창호반점|062-953-5409|광주 광산구 신창동 1125-1|광주 광산구 왕버들로251번길 16 
투다리|신창부영점|062-961-9237|광주 광산구 신창동 1223-2|광주 광산구 신창로72번길 13 
투다리|어등점|062-956-0361|광주 광산구 우산동 1577-6|광주 광산구 무진대로231번길 23 
투다리|포스코점|062-654-2092|광주 남구 봉선동 1069-2|광주 남구 효사랑길 7 
투다리|호남점|062-233-5089|광주 동구 호남동 15-1|광주 동구 천변우로 363-5 
투다리|양산2호점|062-573-5792|광주 북구 양산동 808|광주 북구 양산로 18 
투다리|롯데캐슬점(구 낙천대점)|062-511-5393|광주 북구 운암동 852|광주 북구 서강로54번길 20 
투다리|빛고을점|062-371-9792|광주 서구 쌍촌동 1363|광주 서구 상일로14번길 6 
투다리|대명계대점|053-626-8338|대구 남구 대명동 1890-12|대구 남구 현충로 264 
투다리|앞산점|053-657-9882|대구 남구 대명동 332-6|대구 남구 대명로 234-2 
투다리|광장점|053-584-5844|대구 달서구 두류동 610-17|대구 달서구 달구벌대로344길 37 
투다리|대곡역점|053-638-3869|대구 달서구 대곡동 9|대구 달서구 비슬로 2694 (1층) 
투다리|비둘기점|053-638-4892|대구 달서구 상인동 1582|대구 달서구 상인로 15, 1층 
투다리|구지점|053-614-2589|대구 달성군 구지면 응암리 1185-10|대구 달성군 구지면 과학마을로2길 21, 1층 101호 
투다리|달성공단2점|053-614-7390|대구 달성군 논공읍 북리 833-184|대구 달성군 논공읍 논공중앙로 118 
투다리|옥포점|053-616-8592|대구 달성군 옥포면 교항리 2916|대구 달성군 옥포면 돌미로 75, 제1동 지하1층 102,103호(중앙메디컬빌딩) 
투다리|테크노폴리스점|053-000-0000|대구 달성군 현풍면 중리 456-2|대구 달성군 현풍면 테크노중앙대로5길 39 
투다리|비산점|053-567-7422|대구 서구 비산동 550-4|대구 서구 달서로 186-1 
투다리|대영점|053-565-5898|대구 서구 비산동 286-12|대구 서구 달서로 60 
투다리|내당2점|053-553-5590|대구 서구 내당동 354-25|대구 서구 평리로50길 41 
투다리|교대점|053-652-5996|대구 남구 대명동 1796-1|대구 남구 중앙대로 203 
투다리|서부점|053-629-9202|대구 남구 대명동 1115-1|대구 남구 대명로 34 
투다리|영대점|053-621-7889|대구 남구 대명동 38-1|대구 남구 중앙대로31길 9-1 
투다리|감삼우방점|053-564-3178|대구 달서구 감삼동 105-2|대구 달서구 당산로 187 (감삼우방맨션) 101동 3호 
투다리|대구대점|053-626-6542|대구 달서구 두류동 778-1|대구 달서구 성당로 255 
투다리|본리점|053-622-8676|대구 달서구 본리동 1199-4|대구 달서구 용산로 35 
투다리|성당2점|053-653-9794|대구 달서구 성당동 392-50|대구 달서구 야외음악당로 15 
투다리|관문점|053-621-0885|대구 달서구 송현동 1033-17|대구 달서구 월배로97길 7 
투다리|송현2점|053-627-0232|대구 달서구 송현동 1948-23|대구 달서구 송현로10길 2 
투다리|송현점|053-623-0918|대구 달서구 송현동 195-5|대구 달서구 중흥로 3 
투다리|그린점|053-623-6113|대구 달서구 송현동 500-32|대구 달서구 학산로 200-3 
투다리|월촌점|053-631-5138|대구 달서구 송현동 906|대구 달서구 학산남로 90 (우방송현하이츠) 201동 103호 
투다리|계명점|053-587-9682|대구 달서구 호산동 382|대구 달서구 호산동로 173 
투다리|화원본리점|053-633-3319|대구 달성군 화원읍 본리리 65-2|대구 달성군 화원읍 명천로 80 
투다리|화원점|053-634-7582|대구 달성군 화원읍 천내리 122|대구 달성군 화원읍 화원로 26 (천내우방맨션) 111-108호 
투다리|내당점|053-565-2852|대구 서구 내당동 219-10|대구 서구 달구벌대로361길 3 
투다리|서남점|053-566-6206|대구 서구 내당동 423-1|대구 서구 달구벌대로329길 88 
투다리|평리2점|053-531-5888|대구 서구 평리동 1361-1|대구 서구 서대구로 70 
투다리|중평점|053-555-3605|대구 서구 평리동 1450-4|대구 서구 평리로 279 
투다리|치대점|053-428-4546|대구 중구 국채보상로140길 8|대구 중구 동인동2가 221-2 
투다리|수성점|053-742-4277|대구 수성구 수성동3가 329|대구 수성구 명덕로 435 
투다리|아양교점|053-942-5522|대구 동구 효목동 75-20|대구 동구 아양로 236 
