##NAME|SUBNAME|TELNUM|NEWADDR|ETCADDR|TYPE|TYPE2|SINCE|WEBSITE@@기타도서관
한국스카우트연맹 도서관||02-6335-2030|서울특별시 영등포구 국회대로62길 14 (한국스카우트연맹)||전문도서관|민간|0000|
한국신용정보 자료실||02-2122-4306|영등포구 여의도동  14-33 한국신용정보 9층||전문도서관|민간|-|
한국언론진흥재단 언론도서관||02-2001-7511|서울 중구 태평로1가 프레스센터빌딩 25 프레스센터빌딩13층||전문도서관|민간|1981|
한국여성정책연구원 여성정보자료실||02-3156-7282|은평구 진흥로 276||전문도서관|공공|1983|
한국연구원 도서실||02-737-1731|서울특별시 마포구 토정로31길 12 (용강동) 3층||전문도서관|공공|1958|
한국영상자료원 영상자료열람실||02-3153-2051|서울 마포구 상암동 1602번지 문화콘텐츠센터 2층||전문도서관|공공|1974|
한국원자력의학원 의학정보연구실||02-970-2071|노원구 노원길  75(공릉동 215-4)||전문도서관|공공|1963|
한국은행 정보자료실||02-759-4272|중구 남대문로 3가  110 한국은행 본관 4층||전문도서관|공공|1952|
한국일보 신문도서관||02-724-2441|서울 중구 남대문로2가 한진빌딩 본관3층 306호||전문도서관|민간|0000|
한국자동차공업협회 정보자료실||02-3660-1864|서울 서초구 서초3동 1461-15 자동차회관||전문도서관|민간||
한국전기안전공사 자료실||02-440-2166|강동구 명일동  46-2||전문도서관|공공|0000|
한국전력거래소 자료실||02-3456-6779|강남구 삼성동  167||전문도서관|공공|----|
한국전력공사 본사 자료실||02-3456-3683|강남구 삼성동  167 한국전력빌딩 4층||전문도서관|공공|0000|
한국전자산업진흥회 자료실||02-6388-6056|서울 마포구 상암동 1599 전자회관 11-12층||전문도서관|민간|0000|
한국정보화진흥원 자료실||02-2131-0135|서울 중구 무교동 77||전문도서관|공공|1987|
한국지방행정연구원 자료실||02-3488-7362|서초구 서초3동  1552-13||전문도서관|공공|-|
한국지역정보개발원||02-2031-9119|서울특별시 마포구 성암로 301 (상암동) 한국지역정보개발원 2층 도서관||전문도서관|공공|2012|
한국직업능력개발원 정보자료실||02-3485-5026|강남구 청담2동  15-1||전문도서관|공공|0000|
한국청소년상담원 자료실||02-2250-3146|서울 중구 신당6동 292번지 홍진빌딩 5층 한국청소년상담원 정보자료실||전문도서관|민간|1991|
한국청소년정책연구원 정보자료실||02-2188-8852|서초구 우면동  한국교원단체총연합 9층||전문도서관|공공|-|
한국케이블TV 방송협회 자료실||02-735-6514|서울 서대문구 충정로3가 464 충청타워 5층||전문도서관|민간|0000|
한국항공진흥협회 항공자료실||02-2669-8700|강서구 과해동  272 한국공항공사 5층||전문도서관|민간|0000|
한국해양수산개발원 해양수산정보센터||02-2105-2737|서울 마포구 상암동 1652번지 KBS미디어센터빌딩 13~16층, 21층||전문도서관|공공|1984|
한국행정연구원 자료실||02-2007-0557|서울특별시 강남구 언주로 508 상록회관 10층||전문도서관|공공|1991|
한국형사정책연구원 도서실||02-3460-5135|서울특별시 서초구 태봉로 114 (우면동) 한국형사정책연구원 도서관(11층)||전문도서관|민간|1989|
한국화재보험협회 자료실||02-3780-0325|영등포구 여의도동  35-4||전문도서관|민간|0000|
한국환경정책평가연구원 자료실||02-380-7733~4|서울특별시 은평구 진흥로 215 한국환경정책평가연구원||전문도서관|공공|1993|
한글학회 국어학전문도서관||02-738-2236|종로구 신문로1가  58-14 한글회관||전문도서관|민간|-|
한화석유화학 정보자료실||02-729-4031|중구 장교동  한화빌딩 16층||전문도서관|민간|-|
해외문화홍보원 자료실||02-398-1916|종로구 세종로  82-1||전문도서관|공공|0000|
행정안전부(행정자치부)자료관||02-2100-3018|종로구 세종로  55 정부중앙청사 1401호||전문도서관|공공|1998|
헌법재판소도서관||02-708-3817|종로구 재동  83||전문도서관|공공|1988|
현대건설 기술정보실||02-746-3012|종로구 계동  140-2||전문도서관|민간|-|
현대자동차 글로벌경영연구소 그룹도서관||02-3464-2845|서울 서초구 양재동 231||전문도서관|민간|0000|
현대카드/캐피탈 정보자료실||02-2167-7989|영등포구 여의도동  현대캐피탈빌딩||전문도서관|민간|-|
현대해상화재보험 도서실||02-3701-8109|종로구 세종로  현대해상화재보험빌딩||전문도서관|민간|-|
공정거래위원회 자료실||044-200-4345|세종특별자치시  다솜3로 95||전문도서관|공공|1991|
교과서박물관 자료실||044-861-3141,3142|연기군 동면 내판리  산25-1 교과서박물관||전문도서관|민간|2003|
국토교통부 행정자료실||044-201-4675|경기 과천시 중앙동 건설교통부 세종특별자치시 도움6호 11 국토교통부||전문도서관|공공|0000|
국토연구원 자료실||044-960-0425|세종특별자치시  국책연구원로 5 (반곡동) 국토연구원 도서관||전문도서관|공공|1978|
기획재정부 도서실||044-215-2577|세종특별자치시  갈매로 477||전문도서관|공공|1962|
농림축산식품부 자료실||044-201-1260|세종특별자치시 다솜2로 94(어진동)||전문도서관|공공|0|
대외경제정책연구원 지식정보실||044-414-1174|세종특별자치시 시청대로 370 세종국책연구단지 경제정책동 224호||전문도서관|공공|1989|
법제처 자료실||044-200-6806|(30102) 세종특별자치시 도움5로 20, 정부세종청사 법제처(7-1동)||전문도서관|공공|1948|
산업통상자원부 정책도서관||044-203-5055|세종특별자치시 어진동 한누리대로 402||전문도서관|공공|1971|
한국개발연구원 도서자료실||044-550-4262|세종특별자치시  반곡동 길재길 15||전문도서관|공공|1971|
한국노동연구원 정보자료실||044-287-6114|세종특별자치시  시청대로 370 (반곡동) 세종국책연구단지 경제정책동 5-7층||전문도서관|공공|1988|
한국보건사회연구원 학술정보팀||044-287-8004|세종특별자치시 시청대로 370 (반곡동) 사회정책동 한국보건사회연구원 1~5층||전문도서관|공공|1981|
한국조세재정연구원 정보자료실 (구 한국조세연구원)||044-414-2142|세종특별자치시  시청대로 336 (반곡동) 101호||전문도서관|공공|1992|
국립재난안전연구원 자료실 (구 국립방재연구원)||052-928-8065|울산광역시 중구 종가로 365 (교동) 울산광역시 중구 교동  57||전문도서관|공공|1997|
동강병원 도서실||052-241-1163|중구 태화동  123-3||전문도서관|민간|0000|
울산광역시중구보건소 건강정보도서관||052-290-4370|중구 남외동  603-2||전문도서관|공공|0000|
울산광역시청 행정자료실||052-229-2454|남구 신정1동  646-4||전문도서관|공공|0000|
울산대병원 의학도서실||052-250-7015|동구 전하동  290-3||전문도서관|민간|-|
울산상공회의소 자료실||052-228-3073|남구 신정3동  589-1||전문도서관|공공|0000|
한국산업안전보건공단||052-703-0396|울산광역시 중구 북정동 (종가로 400)||전문도서관|공공|1987|
한국석유공사 석유자료실||052-216-2114|울산광역시 중구 종가로 305 한국석유공사||전문도서관|공공|0000|
현대중공업㈜기술정보센터||052-202-2114|동구 전하1동  1||전문도서관|민간|0000|
가톨릭대학교 인천성모병원 의학도서실||032-280-5277|부평구 부평6동  665||전문도서관|민간|1977|
건설기술교육원 도서관||032-463-4904|남동구 만수동  377||전문도서관|공공|-|
국립생물자원관 도서실||032-590-7249|인천 서구 경서동 종합환경연구단지 내 국립생물자원관 도서실||전문도서관|공공|2007|
국립환경과학원 정보자료실||032-560-7085|서구 경서동  종합환경연구단지 내 본관2층 정보자료실||전문도서관|공공|----|
수도권매립지관리공사기술정보자료실||032-560-9611,22|인천 서구 백석동 수도권매립지공사 기술정보자료실||전문도서관|공공|0000|
인천광역시교육과학연구원 자료실||032-880-0780|인천광역시 중구 영종대로277번길 74-10 (인천교육과학연구원)||전문도서관|공공|1983|
인천광역시교육청 교육행정자료실||032-420-8477|남동구 구월동  1137||전문도서관|공공|0000|
인천광역시청 정책기획관실(행정자료실)||032-440-8423|인천광역시 남동구 정각로29 인천광역시청 행정자료실||전문도서관|공공|1994|
인천기독병원도서실||032-762-7831|중구 율목동  인천기독병원||전문도서관|민간|-|
인천발전연구원 자료실||032-260-2626|인천광역시 서구 심곡로 98  인천발전연구원||전문도서관|공공|1999|
인천상공회의소 자료실||032-810-2834|인천 남동구 논현동 인천상공회의소 5층 경제정책팀||전문도서관|민간|0000|
인천항만공사 자료실||032-890-8065|중구 신흥동3가  7-241 정석빌딩 신관||전문도서관|공공|-|
한국생산기술연구원||0328500145|연수구 송도동 7-47 한국생산기술연구원 자료실||전문도서관|공공|-|
한국해양과학기술원 부설 극지연구소||032-770-8484|인천광역시 연수구 송도미래로 26 (송도동) R0 도서관||전문도서관|공공|2009|
한국환경공단 정보자료실||032-560-1640|서구 경서동  종합환경연구단지 내 한국환경공단 물환경관 1층 정보자료실||전문도서관|공공|0000|
광주지방법원 목포지원 자료실||061-270-6623|목포시 용해동  824||전문도서관|공공|0000|
성가롤로병원도서관||061-720-2000|순천시 조례동  174번지 성가롤로병원||전문도서관|민간|-|
전라남도교육과학연구원 도서실||061-330-2184|나주시 금천면 원곡리  253-14||전문도서관|공공|-|
전라남도교육연수원 도서관||061-380-7773|담양군 남면 지곡리  60(지석길 19)||전문도서관|공공|1995|
전라남도교육청 교육행정자료실||061-260-0705|전남 무안군 삼향면 남악리 1457||전문도서관|공공|1987|
전라남도농업박물관 도서실||061-462-2796|전남 영암군 삼호읍 나불리 307번지||전문도서관|공공|1993|
전라남도지식정보센터||061-286-4122~3|무안군 삼향면 남악리  1000||전문도서관|공공|0000|
콘텐츠도서관||061-900-6138|전라남도 나주시 교육길 35 (빛가람동351) 한국콘텐츠진흥원 2층 콘텐츠도서관||전문도서관|공공|2007|
해양경비안전교육원||061-806-2915|전라남도 여수시 오천동 산122 해양경찰교육원 도서관||전문도서관|공공|2014|
국립전주박물관 정보자료실||063-220-1032|전주시 완산구 쑥고개길 284||전문도서관|공공|2002|
국민연금공단 도서관||063-713-5316|전라북도 전주시 덕진구 기지로 180 (만성동)||전문도서관|공공|2008|
농업과학도서관호남분관 자료실||063-840-2191|익산시 송학동  381||전문도서관|공공|-|
농촌진흥청 농업과학도서관||063-238-1000|전라북도 전주시 완산구 농생명로 300 (중동) 농촌진흥청||전문도서관|공공|1950|
예수병원의학도서실||063-230-8114|전주시 완산구 중화산동  1가||전문도서관|민간|0000|
전라북도교육연구정보원 자료실||063-250-3731|전북 전주시 덕진구 인후동2가 18-8||전문도서관|공공|0000|
전라북도교육청 행정자료실||063-239-3467|전주시 덕진구 진북동  301-26||전문도서관|공공|0000|
전라북도지방공무원교육원 자료실||063-290-5100|전북 남원시 산곡동 산64번지(산성길 87)||전문도서관|공공|1961|
전북발전연구원 자료실||063-280-7113|전라북도 전주시 완산구 콩쥐팥쥐로 1696 전북발전연구원||전문도서관|공공|2005|
전북은행 도서실||063-250-7927|전주시 덕진구 금암1동  669-2 전북은행빌딩||전문도서관|민간|1969|
전주역사박물관 자료실||063-228-6485~6|전주시 완산구 효자동 2가  892-2||전문도서관|민간|----|
전주지방법원 군산지원 자료실||063-450-5030|군산시 조촌동  880번지 군산지원 도서실||전문도서관|공공|----|
제주국제교육정보원 교육정보자료실||064-766-3345|제주시 삼도1동  전농로 88||전문도서관|공공|1955|
제주특별자치도교육청 자료관||064-710-0431|제주시 연동  311-46||전문도서관|공공|-|
제주환경운동연합 자료실||064-759-2164|제주시 이도2동  314-16번지 3층 제주환경운동연합||전문도서관|민간|----|
한국공항공사 제주지사 자료실||064-797-2314|제주시 용담2동  2002||전문도서관|공공|0000|
한국디지털종합도서관||064-756-2265|제주 제주시 아라동 제주대 사범대 윤석산 연구실||전문도서관|민간||
한라병원도서실(의료법인)||064-740-5317|제주시 연동 1963-2||전문도서관|민간|0000|
공군본부 행정자료실||042-552-6955|계룡시 남선면 부남리  321-929||전문도서관|공공|1990|
국립생태원 생태정보도서관||041-950-5800|충청남도 서천군 마서면 금강로 1210 국립생태원 본관 1층||전문도서관|공공|2014|
국립특수교육원 도서관||041-537-1511|충청남도 아산시 공원로 40 (국립특수교육원)||전문도서관|공공|1994|
독립기념관 도서실||041-560-0296|천안시 목천면 남화리  230||전문도서관|공공|0000|
열린행정정보센터||041-540-2454|충남 아산시 온천동 아산시청(기획예산담당관실)||전문도서관|공공|2002|
육군본부(육군기록정보관리단) 자료실||042-550-3953~5|계룡시 남선면 부남리  사서함 501-25호||전문도서관|공공|1956|
한국생산기술연구원자료실||041-589-8567|천안시 입장면 홍천리  35-3||전문도서관|공공|0000|
국가기술표준원 도서관 (구)기술표준원 기술도서관||043-870-5537|충청북도 음성군 맹동면 이수로 93 국가기술표준원 별관101호 도서관||전문도서관|공공|1957|
국립의과학지식센터||043-249-3000|충청북도 청원군 오송읍 오송생명2로 202번지 질병관리본부 국립의과학지식센터||전문도서관|공공|2014|
국립청주박물관 정보도서실||043-229-6300|청주시 상당구 명암로  393||전문도서관|공공|0000|
대한결핵협회결핵연구원 자료실||043-249-4970|충북 청원군 강외면 만수리 482 오송생명과학단지내 결핵연구원||전문도서관|민간|----|
식품의약품 안전청정보자료실||0437191229|충청북도 청원군 오송생명2로 187 식품의약품안전처 정보자료실||전문도서관|공공|2000|
의학연구정보센터 자료실||043-262-6776|충청북도 청주시 흥덕구 내수동로 52 (충북대학교)  산학협력관N4 의학연구정보센터 301호||전문도서관|공공|----|
정보통신산업진흥원 자료실||043-931-5182|충청북도 진천군 덕산면 정통로 10 2층 IT자료실||전문도서관|공공|1998|
정보통신정책연구원정보자료실||043-531-4388|충청북도 진천군 덕산면 정통로 18 정보통신정책연구원 홍보자료팀||전문도서관|공공|1985|
청주상공회의소자료실||043-229-2702|청주시 상당구 북문로 2가  116-84||전문도서관|민간|0000|
청주성모병원도서실||043-219-8474|청주시 상당구 주중동  589-5||전문도서관|민간|-|
충북발전연구원 정보자료실||043-220-1107~8|충북 충주시 문화동 15번지||전문도서관|공공|1992|
충청북도교육과학연구원 도서실||043-229-1913|청주시 상당구 수동  180||전문도서관|공공|1969|
충청북도의회 자료실||043-220-5187|청주시 상당구 문화동  89||전문도서관|공공|0000|
충청북도자치연수원 도서실||043-220-5453|청원군 가덕면 한계리  11||전문도서관|공공|1996|
충청북도청 행정자료실||043-220-2572|청주시 상당구 문화동  89||전문도서관|공공|0000|
한국고용정보원 정보자료실||043-870-8388|충청북도 음성군 맹동면 태정로 6 한국고용정보원 정보자료실||전문도서관|공공|2006|
한국교육개발원 도서실||043-530-9245|충청북도 진천군 덕산면 교학로 7 한국교육개발원 110호||전문도서관|공공|1972|
한국보건복지인력개발원 자료실||043-710-9140|충북 청원군 강외면 오송생명2로 오송보건의료행정타운 한국보건복지인력개발원 교육관||전문도서관|공공|1970|
한국보건산업진흥원 정보자료실||043-713-8387|충북 청원군 강외면 오송리 오송생명2로 187 오송 보건의료행정타운||전문도서관|공공|1999|
한국소비자원 정보자료실||043-880-5618|충청북도 음성군 맹동면 용두로 54 한국소비자원||전문도서관|공공|1987|
항공우주의료원-항공우주의학도서실||043-290-5558|청원군 남일면 쌍수리  (단재로 635) 사서함 335-21호||전문도서관|공공|1962|
