##NAME|SUBNAME|ID|TELNUM|NEWADDR|WEBSITE@@코스닥기업
씨젠||096530|02-2240-4036|서울시 송파구 오금로 91(방이동, 태원빌딩)|www.seegene.com
씨케이에이치||900120|86-591-8803-1033|P.O Box 31119 Grand Pavilion, Hibiscus Way, 802 West Bay Road, Grand Cayman, KYI - 1205 Cyaman Islands|www.ckhfnh.co.kr
씨큐브||101240|043-531-2500|충청북도 진천군 진천읍 성중로 144|www.cqv.co.kr
씨트리||047920|031-557-0001|경기도 남양주시 경강로 27|www.c-tri.co.kr
씨티씨바이오||060590|070-4033-0200|서울특별시 송파구 중대로 296 삼보빌딩 6층|www.ctcbio.com
씨티젠||036170|031-494-8370|경기도 수원시 영통구 신원로 170 (신동)|www.ctlinc.co.kr
씨티케이코스메틱스||260930|031-698-4297|경기도 성남시 분당구 판교로255번길 9-22 우림W-CITY 416호|www.ctkcosmetics.com
아가방컴퍼니||013990|02-527-1300|서울특별시 강남구 테헤란로 207, 아가방빌딩 (역삼동)|www.agabangncompany.com
아나패스||123860|02-6922-7400|서울특별시 구로구 디지털로31길 61, 신세계아이앤씨빌딩 6층 (구로동)|www.anapass.com
아난티||025980|043-533-6848|충청북도 진천군 백곡면 배티로 818-105|www.theananti.com
아리온||058220|031-361-3000|경기도 안양시 동안구 시민대로327번길 24 (관양동)|www.arion.co.kr
아모그린텍||125210|031-987-3383|경기도 김포시 통진읍 김포대로1950번길 91 (수참리)|www.amogreentech.co.kr
아모텍||052710|032-821-0363|인천광역시 남동구 남동서로 380, 남동공단 5블럭 1로트 (남촌동)|www.amotech.co.kr
아미노로직스||074430|02-761-4570|서울시 강남구 영동대로 329 (대치동 968-6 중부빌딩 6층)|www.aminologics.co.kr
아미코젠||092040|055-759-6161|경남 진주시 진성면 동부로 1259번길 64|www.amicogen.com
아바코||083930|053-583-8150|대구광역시 달서구 성서4차첨단로 160-7 (월암동)|www.avaco.co.kr
아바텍||149950|053-592-4060|대구시 달서구 달서대로 85길 100|www.avatec.co.kr
아비코전자||036010|031-730-5114|경기도 성남시 중원구 둔촌대로388번길 31 (상대원동)|www.abco.co.kr
아세아텍||050860|053-580-7777|대구광역시 달성군 유가면 비슬로96길 11|www.asiakor.com
아스타||246720|031-888-9596|경기도 수원시 영통구 광교로 145, 11층(이의동, 차세대융합기술연구원 에이동)|www.astams.com
아스트||067390|055-851-7000|경상남도 사천시 사남면 공단1로 23-65|www.astk.co.kr
아시아경제||127710|02-2200-2197|서울특별시 중구 충무로 29 (초동, 아시아미디어타워 10층,11층)|www.asiae.co.kr
아시아종묘||154030|02-449-9161|서울특별시 송파구 송파대로 167 B동5층5131호(문정동, 문정역테라타워)|www.asiaseed.co.kr
아우딘퓨쳐스||227610|02-571-2432|서울특별시 강남구 테헤란로 508 해성2빌딩 (대치동, 해성2빌딩 15층)|www.outinco.com
아이디스||143160|042-930-9600|대전광역시 유성구 테크노3로 8-10 (관평동)|www.idis.co.kr
아이디스홀딩스||054800|042-930-9660|대전광역시 유성구 테크노3로 8-10 (관평동)|www.idisholdings.co.kr
아이센스||099190|02-916-6191|서울특별시 서초구 반포대로28길 43 아이센스 빌딩|www.i-sens.co.kr
아이스크림에듀||289010|02-1544-0910|서울특별시 강남구 테헤란로88길 15 (대치동)|www.home-learn.com
아이쓰리시스템||214430|070-7784-2506|대전광역시 유성구 테크노5로 69 (관평동, 아이쓰리시스템(주))|www.i3system.com
아이씨디||040910|031-678-3333|경기도 안성시 대덕면 만세로 274|www.icd.co.kr
아이씨케이||068940|053-592-3433|대구시 달서구 호산동로7길 17(호림동)|www.cardnsoft.com
아이앤씨||052860|031-696-3300|경기도 성남시 분당구 판교로255번길 24 아이앤씨빌딩|www.inctech.co.kr
아이에스이커머스||069920|070-7435-5828|서울시 강남구 영동대로 648, 5층(삼성동, 삼안빌딩)|www.isecommerce.co.kr
아이에이||038880|02-3015-1300|서울시 송파구 송파대로 22길 5-23|www.ia-inc.kr
아이엠||101390|031-231-3114|경기도 용인시 기흥구 탑실로35번길 8-4|www.im2006.com
아이엠텍||226350|031-8071-2581|경기도 파주시 월롱면 엘지로 274-43 (덕은리)|www.im-tech.com
아이오케이||078860|02-2204-3000|서울특별시 강남구 도산대로 312 덕승빌딩 6층|www.iok.co.kr
아이원스||114810|031-238-7785|경기도 안성시 고삼면 안성대로 2061 (가유리 7771)|www.iones.co.kr
아이즈비전||031310|02-6330-5051|서울특별시 영등포구 여의공원로 101, 701동 702호(여의도동, CCMM빌딩)|www.eyesvision.com
아이진||185490|02-322-1687|서울특별시 강서구 양천로 401 비동 9층 910호 (가양동, 강서한강자이타워)|www.eyegene.co.kr
아이컴포넌트||059100|031-719-4316|경기도 평택시 팽성읍 추팔산단1길 23|www.i-components.co.kr
아이큐어||175250|02-6959-6909|서울특별시 강남구 봉은사로104길 10 7층|www.icure.co.kr
아이크래프트||052460|02-541-0474|서울특별시 강남구 언주로 726, 두산빌딩 12층 (논현동)|www.icraft21.com
아이텍||119830|031-8077-1500|경기도 화성시 동탄면 동탄산단4길 9-15|www.iteksemi.com
아이티센||124500|02-3497-8300|서울특별시 서초구 서초대로34길 18 아이티센빌딩|www.itcen.co.kr
아주IB투자||027360|02-3451-9200|서울특별시 강남구 테헤란로 201 아주빌딩 4,5층|www.ajuib.co.kr
아즈텍WB||032080|051-202-3101|부산광역시 사하구 하신번영로 99 (신평동)|www.aztechwb.co.kr
아진산업||013310|053-856-9100|경상북도 경산시 진량읍 공단8로26길 40|www.wamc.co.kr
아진엑스텍||059120|053-593-3700|대구광역시 달서구 성서공단로11길 27|www.ajinextek.com
아프리카TV||067160|031-622-8001|경기도 성남시 분당구 판교로228번길 15, 2동 201호 , 801호, 901호(삼평동, 판교세븐벤처밸리1|corp.afreecatv.com
안국약품||001540|02-3289-4221|서울특별시 영등포구 시흥대로 613 (대림동)|www.ahn-gook.com
안랩||053800|031-722-8000|경기도 성남시 분당구 판교역로 220 (삼평동)|www.ahnlab.com
안트로젠||065660|02-2104-0391|서울특별시 금천구 디지털로 130 405(가산동, 남성프라자)|www.anterogen.com
알리코제약||260660|02-585-0004|서울특별시 서초구 바우뫼로27길 7-21 (양재동, 알리코제약빌딩)|www.arlico.co.kr
알서포트||131370|070-7011-3900|서울특별시 송파구 위례성대로 10 방이동, 에스타워 9층, 10층, 11층, 12층|www.rsupport.com
알에스오토메이션||140670|031-685-9300|경기도 평택시 진위면 진위산단로 38|www.rsautomation co.kr
알에프세미||096610|042-823-9682|대전광역시 유성구 죽동로 141|www.rfsemi.co.kr
알에프텍||061040|031-322-1114|경기도 용인시 처인구 원삼면 죽양대로1763번길 60|www.rftech.co.kr
알엔투테크놀로지||148250|031-376-5400|경기도 화성시 동탄면 동탄산단9길 12 동탄산단9길 11|www.RN2.co.kr
알테오젠||196170|042-384-8780|대전광역시 유성구 유성대로1628번길 62 (전민동 461-38번지)|www.alteogen.com
알톤스포츠||123750|031-727-9190|경기도 성남시 분당구 판교역로 221 12층(삼평동 투썬월드빌딩)|www.altonsports.co.kr
알티캐스트||085810|02-2007-7700|서울특별시 서초구 반포대로 27 파크빌딩 6층|www.alticast.co.kr
알파홀딩스||117670|070-4600-0000|경기도 성남시 분당구 판교로 344, 8층(삼평동 688-1, 엠텍아이티타워)|www.alphachips.com
압타바이오||293780|031-365-3693|경기도 용인시 기흥구 흥덕1로 13 타워동 에이504호(영덕동, 흥덕아이티밸리)|www.aptabio.com
애니젠||196300|062-714-1166|광주광역시 북구 첨단과기로 333 광주테크노파크 시험생산동 206호|www.anygen.com
애큐온저축은행||007640|02-1588-6161|서울특별시 강남구 강남대로 484, HK저축은행 (논현동)|www.hkbank.co.kr
액션스퀘어||205500|031-781-7161|경기도 성남시 분당구 판교역로 221 3층(삼평동, 투썬월드빌딩)|www.action2quare.com
액토즈소프트||052790|02-3671-0000|서울특별시 강남구 테헤란로44길 8 아이콘역삼빌딩 10층~15층|www.actoz.com
액트||131400|053-593-8560|대구광역시 달서구 성서로35길 26 (월암동)|www.actfpc.com
액트로||290740|031-689-4567|경기도 용인시 기흥구 흥덕1로 13 제타워동 35층 제에이3504호|www.actro.co.kr
앤디포스||238090|070-7662-2121|충청북도 음성군 대소면 한삼로 224-7|www.ndfos.com
앤씨앤||092600|02-3460-4700|경기도 성남시 분당구 판교로 323(삼평동)|www.nextchip.com
앱클론||174900|02-2109-1294|서울특별시 구로구 디지털로 285 에이스트윈타워 1차 1401호|www.abclon.com
야스||255440|031-904-8591|경기도 파주시 탄현면 한산로 69|www.yasoled.com
양지사||030960|031-996-0041|경기도 김포시 양촌읍 황금1로 131|www.yangjisa.com
어보브반도체||102120|043-219-5200|충청북도 청원군 오창읍 각리1길 93|www.abov.co.kr
에너전트||041590|042-620-8000|대전광역시 유성구 테크노1로 30(관평동)|www.gemvaxtechnology.com
에너토크||019990|031-880-2800|경기도 여주시 능서면 능여로 344|www.enertork.com
에버다임||041440|043-530-3300|충청북도 진천군 진천읍 부영길 49|www.everdigm.com
에스넷||038680|02-3469-2939|서울특별시 강남구 선릉로 514, 성원빌딩 10층 (삼성동)|www.snetsystems.co.kr
에스디생명공학||217480|02-583-1846|서울특별시 강서구 공항대로61길 29 C동 301호|www.sdbiotech.co.kr
에스디시스템||121890|070-8299-5940|경기도 성남시 중원구 갈마치로 244번길 31 현대아이밸리 613호|www.sdsystem.co.kr
에스마크||030270|043-851-9005|충북 충주시 가주농공2길 21|www.s-mark.co.kr
에스맥||097780|031-895-2222|경기도 평택시 산단로 241|www.s-mac.co.kr
에스모||073070|052-259-8300|울산시 울주군 웅촌면 대대리 웅비공단길91-1|www.nexentech.co.kr
에스씨디||042110|031-333-3371~3|경기도 용인시 처인구 남사면 형제로17번길 21|www.sscd.co.kr
에스아이리소스||065420|02-780-2388|서울특별시 영등포구 여의공원로 101, CCMM빌딩 410호 (여의도동)|www.siresource.co.kr
에스앤더블류||103230|051-205-7411|부산시 사하구 다대로 170번길 29(신평동)|www.snwcorp.com
에스앤씨엔진그룹||900080|852-2940-7730|27/F Hopewell Centre, 183 Queen's Road East, HK|www.scengine.co.kr
에스앤에스텍||101490|053-589-1600|대구광역시 달서구 호산동로 42 (호림동)|www.snstech.co.kr
에스에너지||095910|070-4339-7100|경기도 성남시 분당구 판교역로 241번길 20 미래에셋타워 3층|www.s-energy.co.kr
에스에스알||275630|02-6959-0129|서울특별시 구로구 디지털로26길 111, 1606,1607,1608호 (구로동, 제이앤케이디지털타워)|www.ssrinc.co.kr
에스에이엠티||031330|02-3458-9000|서울특별시 강남구 영동대로 315, 대경빌딩 (대치동)|www.isamt.com
에스에이티||060540|031-450-1400|경기도 군포시 엘에스로 175 (산본동, 에스에이타워7층)|www.satech.co.kr
에스에프씨||112240|041-640-0001|충남 홍성군 구항면 내포로 682|www.sfcltd.co.kr
에스에프에이||056190|031-379-1761|경기도 화성시 동탄면 영천로 38|www.sfa.co.kr
에스엔유||080000|041-536-1500|충남 아산시 둔포면 아산밸리남로 124|www.snuprecision.com
에스엔텍||160600|031-299-3888|경기도 수원시 권선구 산업로155번길 187 (고색동)|www.sntek.com
에스엠||041510|02-6240-9800|서울특별시 강남구 압구정로 423 (압구정동)|www.smtown.com
에스엠코어||007820|02-2090-9200|서울시 마포구 마포대로 20 (마포동) 14층|www.smck.com
에스와이||109610|031-222-4028|서울특별시 강남구 논현로81길 3 (역삼동) 보성빌딩|www.sypanel.com
에스제이케이||080440|02-866-3333|서울특별시 금천구 벚꽃로 278 SJ테크노빌 205호|www.sejin.com
에스코넥||096630|031-799-0700|경기도 광주시 오포읍 마루들길172번길 30|www.S-connect.co.kr
에스텍||069510|055-370-2200|경상남도 양산시 유산공단9길 22 (유산동)|www.estec.co.kr
에스텍파마||041910|031-831-4800|경기도 화성시 향남읍 발안공단로 25|www.estechpharma.com
에스트래픽||234300|031-601-3500|경기도 성남시 분당구 판교로 338(삼평동)|www.straffic.co.kr
에스티아이||039440|031-653-4380|경기도 안성시 공도읍 봉기길 1|www.stinc.co.kr
에스티오||098660|02-2093-2500|서울특별시 강서구 양천로 583, 우림블루나인비즈니스센터 15층 (염창동)|www.thesto.kr
에스티큐브||052020|02-551-3370|서울특별시 강남구 영동대로 511, 무역센터트레이드타워 2201호 (삼성동)|www.stcube.com
에스티팜||237690|02-527-6300|경기도 시흥시 협력로 231(정왕동, 시화공단 1나 802호)|www.stpharm.co.kr
에스폴리텍||050760|043-536-9191|충북 진천군 덕산면 한삼로 275|www.spolytech.com
에스퓨얼셀||288620|070-4613-4900|경기도 성남시 중원구 둔촌대로 546, 유투오코리아빌딩 3층|www.s-fuelcell.com
에스피지||058610|032-820-8200|인천광역시 남동구 청능대로289번길 45, (67B/L 12LOT) (고잔동)|www.spg.co.kr
에쎈테크||043340|032-820-6600|인천광역시 남동구 남동서로 315, 남동공단 11블럭 5로트 (남촌동)|www.essentech.co.kr
에이디칩스||054630|031-463-7500|경기도 안양시 동안구 학의로 282, A동 22층(관양동,금강펜테리움 IT타워)|www.adc.co.kr
에이디테크놀로지||200710|031-8018-0300|경기도 성남시 분당구 대왕판교로644번길 49 801호(삼평동, 디티씨타워)|www.adtek.co.kr
에이비엘바이오||298380|031-8018-9800|경기도 성남시 분당구 대왕판교로 712번길 16, 2층(삼평동)|wwww.ablbio.com
에이스침대||003800|043-877-1881|경기도 성남시 중원구 사기막골로105번길 42 (상대원동)|www.acebed.com
에이스테크||088800|032-818-5500|인천광역시 연수구 하모니로187번길 16|www.aceteq.co.kr
에이스토리||241840|02-2088-2585|서울특별시 마포구 월드컵북로 361 1111호 (상암동, DMC이안상암2단지)|www.astory.co.kr
에이씨티||138360|043-883-9348|충청북도 음성군 삼성면 하이텍산단로 62|www.actcos.com
에이아이비트||039230|02-3282-1900|서울특별시 금천구 디지털로9길 99 309호(가산동, 스타밸리)|www.foxbrain.co.kr
에이앤티앤||050320|02-3443-5811|서울특별시 금천구 가산디지털1로 151 이노플렉스 1차 705호|www.sitglobal.co.kr
에이에프더블류||312610|054-974-3325|	경상북도 칠곡군 왜관읍 공단로1길 51|www.asanfw.com
에이치시티||072990|031-645-6300|경기도 이천시 마장면 서이천로578번길 74 (장암리)|www.hct.co.kr
에이치엔티||176440|031-739-7897|경기도 성남시 분당구 판교로 323(삼평동, 벤처포럼빌딩7층)|www.hntelec.com
에이치엘비||028300|052-240-3500|울산광역시 울주군 온산읍 당월로 216-53|www.hlbkorea.com
에이치엘비생명과학||067630|02-2627-6700|경기도 성남시 분당구 판교로228번길 15 3동 502호(삼평동, 판교세븐벤처밸리 1단지)|www.hlb-ls.com
에이치엘비파워||043220|02-6416-2200|서울특별시 강남구 도산대로 333 9층(신사동, 케이플러스타워)|www.hlbpower.com
에이치엘사이언스||239610|031-421-9903|경기도 화성시 봉담읍 동산재길 36 (분천리)|www.hlscience.com
에이치케이||044780|031-350-2800|경기도 화성시 양감면 사릅재길 117|www.hk-global.com
에이테크솔루션||071670|031-350-8167|경기도 화성시 정남면 가장로 277|www.atechsolution.co.kr
에이텍||045660|02-2190-5000|경기도 성남시 분당구 판교로 289(삼평동, 에이텍빌딩)|www.atec.kr
에이텍티앤||224110|031-698-8743|경기도 성남시 분당구 판교로 289 (삼평동, 에이텍빌딩)|www.atectn.co.kr
에이티넘인베스트||021080|02-555-0781|서울특별시 강남구 테헤란로103길 9, 제일빌딩 2층 (삼성동)|www.atinuminvest.co.kr
에이티세미콘||089530|070-5208-5055|경기도 이천시 마장면 서이천로 138|www.atsemi.com
에이프로젠/H&G||109960|02-576-0028|경기도 성남시 중원구 둔촌대로 545 한라시그마밸리 B1(지하1층)|www.aprogen-hng.com
에이피티씨||089970|031-645-1000|경기도 이천시 마장면 서이천로 58-47|www.iaptc.com
에치에프알||230240|031-712-7768|경기도 성남시 분당구 성남대로43번길 10 하나EZ타워 5층(구미동, 하나EZ타워)|www.hfrnet.com
에코마이스터||064510|032-576-0501|인천광역시 서구 정서진로 117|www.ecomaister.com
에코마케팅||230360|02-2182-1100|서울특별시 강남구 학동로 343 14층(논현동, 포바강남타워)|www.echomarketing.co.kr
에코바이오||038870|02-3483-2900|서울시 서초구 서운로26길 5|www.ecobio.co.kr
에코솔루션||052510|1899-1211|전라북도 정읍시 북면 3산단 4길 93|www.ecosol.co.kr
에코캡||128540|052-264-1681|울산광역시 울주군 언양읍 반천반송산업로 137-66|www.ecocab.co.kr
에코프로||086520|043-240-7700|충청북도 청주시 청원구 오창읍 과학산업2로 587-40 주식회사 에코프로|www.ecopro.co.kr
에코프로비엠||247540|043-240-7700|충청북도 청주시 청원구 오창읍 2산단로 100 송대리 329|www.ecoprobm.co.kr
에코플라스틱||038110|054-770-3255|경북 경주시 공단로 69번길 30 (황성동)|www.eco-plastic.com
에프알텍||073540|031-478-2114|경기도 안양시 동안구 시민대로327번길 11-25 (관양동,에프알텍타워)|www.frtek.co.kr
에프앤리퍼블릭||064090|032-326-8052|서울특별시 강남구 봉은사로 214 8F(역삼동)|www.fnrepublic.com
에프에스티||036810|031-370-0900|경기도 화성시 동탄면 동탄산단6길 15-23|www.fstc.co.kr
에프엔씨엔터||173940|02-517-5426|서울특별시 강남구 도산대로85길 46 (청담동)|www.fncent.com
에프엔에스테크||083500|041-584-4460|충청남도 천안시 서북구 직산읍 4산단2길 19|www.fnstech.com
엑사이엔씨||054940|02-3289-5100|서울특별시 구로구 디지털로 288, 대륭포스트타워1차 15층 (구로동)|www.exaenc.com
엑세스바이오||950130|1-732-873-4040|65 Clyde Road Suite A Somerset NJ 08873, USA|www.accessbio.net
엑셈||205100|02-6203-6300|서울특별시 강서구 양천로 583 에이동 1208호(염창동, 우림비즈니스센터)|www.ex-em.com
엑시콘||092870|031-696-3100|경기도 성남시 분당구 판교로 255번길 28, 7층(삼평동, 디에이치케이솔루션빌딩)|www.exicon.co.kr
엔브이에이치코리아||067570|054-779-1822|울산광역시 북구 모듈화산업로 207-14 엔브이에이치코리아(주)|www.nvh-korea.co.kr
엔시트론||101400|031-8038-4810|경기도 성남시 분당구 판교로255번길 35 (삼평동, 실리콘파크 A동 8층)|www.neofidelity.com
엔에스||217820|043-218-7056|충청북도 청원군 오창읍 각리1길 27|www.cns2.com
엔에스엔||031860|02-2106-5417|서울특별시 강남구 봉은사로 207 8층(논현동, KJ타워)|www.a-motion.co.kr
엔에이치스팩10호||256630|02-750-5546|서울특별시 영등포구 여의대로 60|
엔에이치스팩11호||256840|02-750-5546|서울특별시 영등포구 여의대로 60 (여의도동, 8층)|
엔에이치스팩12호||273060|02-750-5519|서울특별시 영등포구 여의대로 60|
엔에이치스팩13호||310840|02-750-5519|서울특별시 영등포구 여의대로 60 (여의도동, NH투자증권빌딩)|
엔에이치스팩14호||319400|02-750-5777|서울특별시 영등포구 여의대로 60 8층|
엔지스테크널러지||208860|02-1522-9060|서울특별시 성동구 아차산로 49 1001호 (성수동1가, 서울숲코오롱디지털타워)|www.engistech.com
엔지켐생명과학||183490|042-864-2845|충청북도 제천시 바이오밸리로 59 왕암동 1003 (지번)|www.enzychem.com
엔케이맥스||182400|031-603-9217|경기도 성남시 분당구 돌마로 172 정자동, 헬스케어혁신파크 1층 및 6층|www.nkvue.com
엔터메이트||206400|02-3276-5871|서울특별시 강남구 도곡로 176 크리스빌딩 2층|www.entermate.com
엔터미디어||068420|032-680-9000|경기도 부천시 오정구 성오로 157-1 (오정동)|www.entermedia.xyz
엔텔스||069410|02-3218-1200|서울시 강남구 학동로 401, 15층(청담동, 금하빌딩)|www.ntels.com
엔피케이||048830|031-730-0650|경기도 성남시 중원구 갈마치로 215, A동 708호(상대원동, 금강펜테리움IT타워)|www.npk.co.kr
엘디티||096870|041-520-7300|충청남도 천안시 서북구 한들1로 126-33 (백석동)|www.ldt.co.kr
엘비세미콘||061970|031-680-1600|경기도 평택시 청북면 청북산단로 138|www.lbsemicon.com
엘아이에스||138690|031-427-8492|경기도 의왕시 경수대로391번길 14 (오전동)|www.liser.co.kr
엘앤씨바이오||290650|031-776-2975|경기도 성남시 중원구 둔촌대로 474, 605호, 606호, 607호 (선텍시티)|www.lncbio.co.kr
엘앤에프||066970|053-592-7300|대구광역시 달서구 달서대로91길 120 (호산동)|www.landf.co.kr
엘앤케이바이오||156100|1600-0841|경기도 용인시 기흥구 동백중앙로16번길 16-25 대우프론티어밸리 Ⅰ 201호|www.lnkbiomed.com
엘엠에스||073110|031-421-2345|경기도 평택시 진위면 진위산단로 53-73|www.lmsglobal.com
엘오티베큠||083310|031-696-3820|경기도 오산시 지곶중앙로 1-20|www.lotvacuum.com
엘컴텍||037950|031-372-6740|경기도 평택시 진위면 동부대로 231|www.elcomtec.co.kr
엘티씨||170920|031-383-6525|경기도 화성시 마도면 청원산단8길 114 (경기화성바이오밸리)|www.l-tech.co.kr
엠게임||058630|02-523-5854|서울특별시 금천구 가산디지털1로 145, 에이스하이엔드타워3차 (가산동)|www.mgamecorp.com
엠벤처투자||019590|02-6000-5533|서울특별시 강남구  테헤란로87길 36 도심공항타워 2503호|www.m-vc.co.kr
엠씨넥스||097520|02-2025-3600|서울시 금천구 디지털로 9길 47 한신IT타워 2차 11층|www.mcnex.com
엠아이텍||179290|070-4304-7434|경기도 평택시 진위면 하북2길 174 (진위면, 주식회사엠아이텍)|www.mitech.co.kr
엠에스씨||009780|055-389-1001|경남 양산시 소주회야로 45-73|www.msckorea.com
엠에스오토텍||123040|054-770-1810|경상북도 경주시 내남면 포석로 16-9|www.ms-global.com
엠젠플러스||032790|02-3412-8777|서울특별시 서초구 효령로 83 엠젠플러스빌딩 (방배동)|www.mgenplus.com
엠케이전자||033160|031-330-1900|경기도 용인시 처인구 포곡읍 금어로 405|www.mke.co.kr
엠코르셋||204020|02-6907-8888|서울특별시 강남구 언주로151길 7, 2층 (신사동, 주성빌)|www.mcorset.com
엠플러스||259630|043-272-7079|충청북도 청주시 흥덕구 옥산면 옥산산단로 27 엠플러스 사옥|www.mplusi.co.kr
연우||115960|032-575-8811|인천광역시 서구 가좌로84번길 13 (가좌동, (주)연우)|www.yonwookorea.com
연이정보통신||090740|041-620-1500|충청남도 천안시 서북구  직산읍 4산단6길 77|www.younyi.co.kr
영신금속||007530|031-680-8600|경기도 평택시 포승읍 포승공단로 118번길 118|www.ysmic.com
영우디에스피||143540|031-322-4871|충청남도 천안시 서북구 성거읍 새터길 164|www.ywdsp.com
영인프런티어||036180|02-2140-3300|서울특별시 금천구 벚꽃로 244, 벽산디지털밸리5차 1101호 (가산동)|www.younginfrontier.com
영풍정밀||036560|02-519-3523|서울특별시 강남구 강남대로 542 (논현동)|www.yppc.co.kr
영화테크||265560|041-585-2685|충청남도 아산시 둔포면 아산밸리로 132|www.yhtec.com
예림당||036000|02-566-1004|서울시 성동구 아차산로 153|www.yearim.co.kr
예스24||053280|02-3215-9100|서울특별시 영등포구 은행로 11, 일신빌딩 5층,6층 (여의도동)|www.yes24.com
예스티||122640|031-612-3337|경기도 평택시 진위면 삼남로 654 (마산리)|www.yest.co.kr
오가닉티코스메틱||900300|86-0599-87253|20th Floor, Alexandra House 18 Chater Road, Central Hong Kong|www.organictea-cosmetics.com
오공||045060|032-822-5050|인천시 남동구 함박뫼로 341|www.okong.com
오디텍||080520|063-263-7626|전북 완주군 봉동읍 완주산단 5로 87|www.od-tech.com
오로라||039830|02-3420-4114|서울특별시 강남구 테헤란로 624, 오로라월드 H.Q빌딩 (대치동)|www.auroraworld.co.kr
오르비텍||046120|02-852-2223|서울특별시 금천구 범안로 1130 8층(가산동, 가산디지털엠파이어)|www.orbitech.co.kr
오리엔탈정공||014940|051-202-0101|부산시 강서구 녹산산단 289로 6(송정동)|www.opco.co.kr
오리엔트전자||038520|031-737-0200|경기도 성남시 중원구 갈마치로 322 (상대원동)|www.orientelec.co.kr
오리엔트정공||065500|031-730-6707|경상북도 구미시 수출대로 9-1 265(공단동)|www.orientpi.com
오리콤||010470|02-510-4077|서울시 강남구 언주로 726|www.oricom.com
오상자이엘||053980|032-524-0700|인천광역시 부평구 육동로 36 (부평동)|www.osangjaiel.co.kr
오상헬스케어||036220|031-460-0300|경기도 안양시 동안구 안양천동로 132 (호계동)|www.infopia21.com
오성첨단소재||052420|041-583-8780|충남 아산시 음봉면 산동로 433-31|www.osunglst.com
오션브릿지||241790|031-8052-9030|경기도 안성시 양성면 동항공단길 49 (동항리820-6)|www.oceanbridge.co.kr
오스코텍||039200|031-628-7613|경기도 성남시 분당구 대왕판교로 700|www.oscotec.com
오스테오닉||226400|02-6902-8400|서울특별시 구로구 디지털로29길 38 , 1206호(구로동, 에이스테크노타워Ⅲ)|www.osteonic.com
오스템||031510|041-559-2500|충남 천안시 동남구 수신면 수신로 739|www.austem.co.kr
오스템임플란트||048260|02-2016-7000|서울특별시 금천구 가산디지털2로 123, 월드메르디앙벤처센터2차 8층 (가산동)|www.osstem.com
오이솔루션||138080|062-960-5252|광주광역시 북구 첨단연신로30번길 53|www.oesolutions.com
오킨스전자||080580|031-460-3500|경기도 의왕시 오전공업길 13, 6층 (오전동, 벽산선영테크노피아)|www.okins.co.kr
오텍||067170|041-339-3300|충남 예산군 고덕면 예덕로 1033-36|www.autech.co.kr
오파스넷||173130|02-568-6727|서울특별시 강남구 테헤란로 512 , 10층(대치동, 신안빌딩)|www.opasnet.co.kr
오픈베이스||049480|02-3404-5700|서울시 서초구 매헌로 16 하이브랜드빌딩 4층|www.openbase.co.kr
올릭스||226950|031-779-8400|경기도 수원시 영통구 대학4로 17 에이스광교타워1 1014호|www.olixpharma.com
옴니시스템||057540|031-883-5400|경기도 여주군 가남면 연삼로 284|www.omnisystem.co.kr
옴니텔||057680|070-7605-6117|서울특별시 동작구 여의대방로62길 1 3층|www.omnitel.co.kr
옵토팩||123010|043-218-7866|충청북도 청주시 흥덕구 옥산면 과학산업1로 114|www.optopac.com
옵트론텍||082210|055-250-2700|경상남도 창원시 의창구 평산로8번길 19-15 (팔용동)|www.optrontec.com
옵티시스||109080|031-719-8033|경기도 성남시 분당구 정자일로 166 ,7층(정자동SPG Dream 빌딩)|www.opticis.com
옵티팜||153710|043-749-7500|충청북도 청주시 흥덕구 오송읍 오송생명6로 63|www.optipharm.co.kr
와이디온라인||052770|02-3475-2900|서울특별시 강남구 도산대로 541 세신빌딩 9층|www.ydonline.co.kr
와이비엠넷||057030|02-2008-5200|경기도 성남시 분당구 대왕판교로 670 유스페이스 2A동 8,9층|www.ybmnet.co.kr
와이솔||122990|070-7837-6240|경기도 오산시 가장로 531-7|www.wisol.co.kr
와이아이케이||232140|031-8038-8200|경기도 성남시 분당구 판교로255번길 28 (삼평동, 디에이치케이솔루션빌딩 7층)|www.yikcorp.com
와이엔텍||067900|061-690-6900|전남 여수시 여수산단로 1232(월내동)|www.y-entec.co.kr
와이엠씨||155650|041-538-5200|충남 아산시 둔포면 아산밸리중앙로 154-25|www.ymc-inc.com
와이엠티||251370|032-821-8277|인천광역시 남동구 남동동로153번길 30(고잔동, 남동공단)|www.ymtechnology.com
와이오엠||066430|02-540-0047|부산광역시 강서구 생곡산단1로24번길 51 (생곡동)|www.yopticsm.com
와이제이엠게임즈||193250|02-6011-2998|서울특별시 강남구 테헤란로77길 11-9 삼성타워 8층|www.yjmgames.com
와이지엔터테인먼트||122870|02-3142-1104|서울시 마포구 희우정로 1길 3|www.ygfamily.com
와이지-원||019210|032-526-0909|인천시 부평구 세월천로 211|www.yg1.co.kr
와토스코리아||079000|061-392-3685|전남 장성군 동화면 전자농공단지1길 31|www.watos.com
우노앤컴퍼니||114630|063-261-7555|전라북도 완주군  봉동읍 완주산단3로 158-15 우노앤컴퍼니|www.unon.co.kr
우리기술||032820|02-2102-5100|서울시 마포구 월드컵북로 56길 9, DMC단지 우리기술빌딩 4층|www.wooritg.com
