##NAME|SUBNAME|TYPE|ID|TELNUM|ADDR|NEWADDR|XCOORD|YCOORD@@프로미카월드
프로미카월드|영동점|DII|W006253|043-744-3538|충북 영동군 영동읍 부용리 81-25번지 럭키카센타|충북 영동군 영동읍 학산영동로 1169 럭키카센터 (영동읍)|127768624|36168136
프로미카월드|옥천(상)휴게소점|DII|W008119|010-8949-6561|충북 옥천군 동이면 매화리 14-6번지 옥천(상)휴게소차량정비소|충북 옥천군 옥천읍 옥천동이로 242-34, 옥천(상)휴게소차량정비소|127599140|36297872
프로미카월드|옥천점|DII|W005453|043-733-5632|충북 옥천군 옥천읍 죽향리 242-4번지 중앙카센타|충북 옥천군 옥천읍 성왕로 1230 중앙카센터 (옥천읍)|127576016|36314104
프로미카월드|음성점|DII|W005454|043-883-9792|충북 음성군 금왕읍 무극리 26-1번지 그린카프라자|충북 음성군 금왕읍 대금로 1434, 그린카프라자 (대금로)|127591591|36987354
프로미카월드|제천청전점|DII|W006868|043-645-9998|충북 제천시 청전동 194(제천오토카)|충청북도 제천시 청전대로 85, (청전동)|128207840|37148279
프로미카월드|제천화산점|DII|W006240|010-4160-1551|충북 제천시 화산동 975번지 진석오토클럽|충청북도 제천시 내토로 548, (화산동)|128217495|37126385
프로미카월드|증평점|DII|W007277|043-838-5512|충북 증평군 증평읍 초중리 613-5번지 동서프라자|충북 증평군 증평읍 중앙로 97, 동서프라자 (중앙로)|127573508|36777244
프로미카월드|진천점|DII|W007628|043-533-6590|충북 진천군 진천읍 신정리 546-3(대경자동차공업사)|충북 진천군 진천읍 문화12길 22,  (진천읍)|127450959|36850841
프로미카월드|청주부용점|DII|W006538|043-269-5564|충북 청주시 서원구 남이면 부용외천리 533 부강경정비|충북 청주시 서원구 남이면 청남로 922, 부강경정비 (청남로)|127427279|36535026
프로미카월드|청주분평점|DII|W006684|043-288-0534|충북 청주시 서원구 분평동 246-23번지 청일카센타|충청북도 청주시 흥덕구 청남로2005번길 13, (분평동)|127484090|36611047
프로미카월드|청주오송점|DII|W007540|043-235-1662|충북 청주시 흥덕구 강내면 월곡리 299-12(은성자동차)|충북 청원군 강내면 탑연월곡길 84,  (강내면)|127364619|36624030
프로미카월드|청주오창점|DII|W006966|043-214-8272|충북 청주시 청원구 오창읍 양청리 797-6 B동(카라인자동차정비)|충청북도 청원군 오창읍 중심상업2로 47-9,|127430833|36714671
프로미카월드|청주율량점|DII|W007187|043-212-5995|충북 청주시 청원구 율량동 1011-4(프로미월드청주상당점)|충청북도 청주시 상당구 율천북로 187, (율량동)|127491155|36665155
프로미카월드|충주봉방점|DII|W005465|043-842-9559|충북 충주시 봉방동 237-5번지 그린자동차공업사|충청북도 충주시 애향로 68, (봉방동)|127916845|36972225
프로미카월드|충주연수점|DII|W007167|010-4376-8855|충북 충주시 연수동 599-5(프로미월드연수점)|충청북도 충주시 갱고개로 239, (연수동)|127938543|36992475
