##NAME|SUBNAME|TYPE|ID|TELNUM|NEWADDR|OT|XCOORD|YCOORD@@KB손해보험
매직카|구미인의점|매직카서비스점|M0003418|054-471-2700|경북 구미시 여헌로 86 (인의동 337-12)|08:30~20:00|128.425875|36.109264
매직카|김천덕곡점|매직카서비스점|M0003473|054-432-4972|경북 김천시 농소면 영남대로 2132 (월곡리) (농소면 월곡리 1297-4)|08:30~20:00|128.160733|36.112895
매직카|상주무양점|매직카서비스점|M0003445|054-531-0450|경북 상주시 경상대로 2915 (낙양동) (낙양동 151)|09:00~20:00|128.149824|36.407444
매직카|상주화서점|매직카서비스점|M0003478|054-533-2066|경북 상주시 화서면 반송길 3 (화서면 신봉리 123-23)|08:30~20:00|127.953467|36.444741
매직카|안동서후점|매직카서비스점|M0006002|054-852-4478|경북 안동시 서후면 서선길 179 (서후면 명리 418-1)||128.652447|36.587302
매직카|영주영주점|매직카서비스점|M0003576|054-634-8989|경북 영주시 선비로 264 (영주1동 491-5)|08:30~20:00|128.615776|36.827397
매직카|영천대창점|매직카서비스점|M0003454|054-336-7024| (대창면 대창리 748-12)|08:00~19:00|128.894868|35.878072
매직카|영천완산점|매직카서비스점|M0003451|054-332-5103|경북 영천시 금완로 44 (완산동 1105-3)|08:30~20:00|128.933032|35.960204
매직카|영천화산점|매직카서비스점|M0003457|054-335-3155|경북 영천시 화산면 장수로 925 (화산면 유성리 497-1)|08:30~20:00|128.855835|36.018139
매직카|청도화양점|매직카서비스점|M0003402|054-371-1933|경북 청도군 화양읍 범곡길 1 (화양읍 범곡리 414-3)|08:00~20:00|128.727525|35.649301
매직카|칠곡왜관점|매직카서비스점|M0003437|054-974-7062|경북 칠곡군 왜관읍 칠곡대로 1717-2 (왜관읍 삼청리 1019-71)|08:30~20:00|128.421162|35.985628
매직카|포항대도점|매직카서비스점|M0003490|054-272-5109|경북 포항시 남구 상공로 18 (대도동 640-21)|08:30~20:00|129.356342|36.010239
매직카|포항동해점|매직카서비스점|M0003462|054-285-4114|경북 포항시 남구 동해면 동해안로 5790 (남구 동해면 도구리 799-19)|08:30~20:00|129.429373|35.990663
매직카|포항연일점|매직카서비스점|M0006000|054-281-8844|경북 포항시 남구 연일읍 동문로 40-1 (오천리) (연일읍 오천리 714-17)|08:30~19:00|129.352279|35.993761
매직카|포항장성점|매직카서비스점|M0003466|054-251-0951|경북 포항시 북구 장량주택로22번길 2 (양덕동) (양덕동 694-2)|08:30~20:00|129.390271|36.089155
KB손해보험|광주고객센터|고객센터|E002528|062-220-1851|광주 서구 상무중앙로 110, 우체국보험광주회관 11층 (치평동) (치평동 1213번지 우체국보험회관 11층)|▷ 평일 09:00~17:30　(환급/대출:09:00~16:00)　(단, 현금지급: 09:30~15:30분까지 방문 요망)|126.848886|35.156456
KB손해보험|광주보상1센터|보상센터|E002027|062-610-6528|광주 서구 상무대로 760 광주광역시도시철도공사  8층 KB손해보험 (서창동 165-27 광주광역시도시철도공사 8층 KB손해보험)||126.847493|35.145415
KB손해보험|동광주대물보상센터|보상센터|E002280|062-610-6576|광주 서구 상무대로 760  1층 (마륵동,광주도시철도공사빌딩) (마륵동 165-27 1층 (마륵동,광주도시철도공사빌딩))||126.847766|35.145497
KB손해보험|동광주보상센터|보상센터|E001983|0000-0000-0000|광주 북구 중가로115번길, 23 (중흥동 699-2번지 한국시멘트빌딩 8층)||126.912817|35.158739
KB손해보험|서광주대물보상센터|보상센터|E002281|062-610-6558|광주 서구 상무대로 760, 1층 (마륵동,광주도시철도공사빌딩) (마륵동 165-27 광주도시철도공사빌딩 1층)||126.847495|35.145427
KB손해보험|서광주보상센터|보상센터|E001984|062-717-1531|광주 서구 상무중앙로 110  8층 KB손해보험 서광주보상센터 (치평동,우체국보험광주회관) (치평동 1213 8층 KB손해보험 서광주보상센터 (치평동,우체국보험광주회관))||126.848904|35.156580
KB손해보험|호남스마트대물보상센터|보상센터|E003042|062-610-6571|광주 서구 상무대로 760 (마륵동, 광주광역시도시철도공사),1층 (마륵동 165-27 (광주광역시도시철도공사),1층)||126.847672|35.145583
KB손해보험|광주보상센터|지역단|A000009|062-610-6528|광주 서구 상무대로 760 9층 (마륵동, 광주광역시도시철도공사) (마륵동 165-27 9층 (광주광역시도시철도공사))|▷ 평일 09:30~17:30　　　(점심시간:12:00~13:00)|126.847495|35.145415
KB손해보험|광주지역단|지역단|D000326|062-380-1200|광주 서구 상무중앙로 110, 10층 KB손해보험 광주지역단 (치평동,우체국보험회관) (치평동 1213번지 우체국보험광주회관 10층 KB손해보험 광주지역단)|업무시간 : 09:30 ~18:00|126.848911|35.156587
KB손해보험|호남GA지역단|지역단|D000647|062-611-9813|광주 서구 상무중앙로 110  11층 KB손해보험 호남GA지역단 (치평동,우체국보험광주회관) (치평동 1213 11층 KB손해보험 호남GA지역단 (치평동,우체국보험광주회관))|업무시간 : 09:30 ~18:00|126.848904|35.156580
KB손해보험|광주명문지점|지점|E000823|062-370-9900|광주 서구 쌍촌로3번길 10-23 상무트윈스빌딩 B동 4층 (치평동 1216-2번지 상무트윈스빌딩 B동 4층)|오전10시~오후4시(월~금)|126.848831|35.154453
KB손해보험|광주북부지점|지점|E000815|062-370-9800|광주 서구 상무중앙로 110, 16층 광주북부지점 (치평동,우체국보험회관KB손해보험) (치평동 1213 우체국보험회관 16층 광주북부지점 )|오전10시~오후4시(월~금)|126.848933|35.156552
KB손해보험|광주스타지점|지점|E000805|062-370-9700|광주 서구 상무중앙로 110, 16층 KB손해보험 광주스타지점 (치평동,우체국보험회관) (치평동 1213 16층 KB손해보험 광주스타지점)|오전10시~오후4시(월~금)|126.848957|35.156591
KB손해보험|광주중앙지점|지점|E000802|062-611-9200|광주 서구 상무중앙로 110, 9층 KB손해보험 광주중앙지점  (치평동 1213 우체국보험회관 9층 광주중앙지점)|오전10시~오후4시(월~금)|126.848864|35.156578
KB손해보험|광주지점|지점|E000799|062-370-9500|광주 서구 상무중앙로 110, 10층 광주지점 (치평동,우체국보험회관) (치평동 1213 10층 광주지점)|오전10시~오후4시(월~금)|126.848946|35.156566
KB손해보험|무등지점|지점|E000826|062-611-9500|광주 서구 상무중앙로 110 우체국보험회관 9층 무등지점 (치평동 1213번지 우체국보험회관 9층 무등지점)|오전10시~오후4시(월~금)|126.848853|35.156565
KB손해보험|상무지점|지점|E000807|062-611-9600|광주 서구 상무중앙로 110, 10층 KB손해보험 상무지점 (치평동, 우체국보험광주회관) (치평동 1213 우체국보험광주회관 10층 KB손해보험 상무지점)|오전10시~오후4시(월~금)|126.848946|35.156586
KB손해보험|충장지점|지점|E000800|062-611-9123|광주 서구 상무중앙로 110  16층 KB손해보험 충장지점 (치평동,우체국보험회관) (치평동 1213 16층 KB손해보험 충장지점 (치평동,우체국보험회관))|오전10시~오후4시(월~금)|126.848904|35.156580
KB손해보험|호남GA-1지점|지점|E002124|062-611-9826|광주 서구 상무중앙로 110  (치평동,우체국보험광주회관) (치평동 1213 (치평동,우체국보험광주회관))|오전10시~오후4시(월~금)|126.848904|35.156580
KB손해보험|호남GA-2지점|지점|E002176|062-611-9829|광주 서구 상무중앙로 110 우체국보험회관빌딩 11층  (치평동 1213번지 우체국보험회관빌딩 11층 )|오전10시~오후4시(월~금)|126.848923|35.156596
KB손해보험|호남GA-4지점|지점|E000299|062-611-9867|광주 서구 상무중앙로 110, 11층 (치평동,우체국보험회관) (치평동 1213 우체국보험회관 11층)|오전10시~오후4시(월~금)|126.848923|35.156596
KB손해보험|호남GA-프런티어2지점|지점|E003140|062-611-9870|광주 서구 상무중앙로 110, 11층 KB손해보험 호남GA-프런티어2지점 (치평동,우체국보험광주회관)  (치평동 1213번지 우체국보험광주회관 11층)|오전10시~오후4시(월~금)|126.848903|35.156566
KB손해보험|호남TC지점|지점|E003089|062-370-9660|광주 서구 상무중앙로 110, 16층 KB손해보험 호남TC지점 (치평동,우체국보험광주회관) (치평동 1213 (우체국보험광주회관))||126.848866|35.156635
매직카|광주도산점|매직카서비스점|M0009006|062-941-4972|광주 광산구 상무대로 92 (도산동) (도산동 1218-114)||126.786009|35.128707
매직카|광주동명점|매직카서비스점|M0003732|062-228-7633|광주 동구 필문대로 239 (동명동 11-22)|08:30~19:30|126.731074|35.187270
매직카|광주비아점|매직카서비스점|M0003727|062-952-9993|광주 광산구 첨단과기로 23 (비아동 635)|08:00~19:00|126.829217|35.220907
매직카|광주신가점|매직카서비스점|M0003724|062-952-3456|광주 광산구 하남대로 350 (신가동 595-17)|08:30~19:00|126.831684|35.178373
매직카|광주신안점|매직카서비스점|M0003736|062-523-4211|광주 북구 서암대로 121-4 (신안동 482-35)|08:30~20:00|126.897870|35.170669
매직카|광주주월점|매직카서비스점|M0003731|062-671-8211|광주 남구 봉선로 42 (주월동 1108-10)|09:00~19:00|126.903614|35.129661
매직카|광주중흥점|매직카서비스점|M0004017|062-522-5836|광주 북구 자미로6번길 16 (신안동 132-4)|08:30~20:00|126.904242|35.166028
매직카|광주화정점|매직카서비스점|M0007789|062-366-5189|광주 서구 화운로 132 (화정동) (화정동 767-40)|09:00 ~ 19:00|126.877802|35.150926
KB손해보험|대구고객센터|고객센터|E002526|053-669-7105,6|대구 수성구 달구벌대로 2397, KB손해보험 빌딩 2층 (범어동) (범어동 41-3 KB손해보험 빌딩 2층)|▷ 평일 09:00~17:30　(환급/대출:09:00~16:00)　(단, 현금지급: 09:30~15:30분까지 방문 요망)|128.624921|35.859864
KB손해보험|대구스마트대물보상센터|보상센터|E003043|053-620-8963|대구 수성구 달구벌대로 2397 (범어동, KB손해보험 대구빌딩), 10층 (범어동 41-3 (KB손해보험 대구빌딩), 10층)||128.624757|35.859901
KB손해보험|대구스마트센터|보상센터|E002962||대구 수성구 달구벌대로 2397, 17층(범어동, KB손해보험 대구빌딩) (범어동 41-3 KB손해보험 대구빌딩 17층)||128.624828|35.859639
KB손해보험|동대구대물보상센터|보상센터|E002290|053-620-8972|대구 수성구 달구벌대로 2397, 10층 (범어동,KB손해보험빌딩) (범어동 41-3 KB손해보험빌딩 10층)||128.624836|35.859621
KB손해보험|동대구보상센터|보상센터|E001974|053-620-8933|대구 수성구 달구벌대로 2397, 17층 (범어동,kb손해보험빌딩)  (범어동 41-3번지  KB손해보험 빌딩 17층)||128.624921|35.859864
KB손해보험|북대구대물보상센터|보상센터|E002506|053-620-8973|대구 서구 서대구로 3 (내당동) DBS빌딩 10층 (내당동 469-9 DBS빌딩 10층)||128.624831|35.859635
KB손해보험|서대구대물보상센터|보상센터|E002289|053-620-8970|대구 서구 서대구로 3, 10층 (내당동,DBS빌딩) (내당동 469-9 ,DBS빌딩 10층)||128.556567|35.858248
KB손해보험|서대구보상센터|보상센터|E001975|053-620-8921|대구 달서구 달구벌대로 1542  9층 (감삼동,죽전메디빌) (감삼동 444-4 9층 (감삼동,죽전메디빌))||128.535774|35.849652
KB손해보험|대구GA지역단|지역단|D000633|053-669-7300|대구 수성구 달구벌대로 2397, 6층 대구GA지역단 (범어동,KB손해보험빌딩) (범어3동 41-3번지 KB손해보험 빌딩 6층 대구GA지역단)|업무시간 : 09:30 ~18:00|128.624921|35.859864
KB손해보험|대구서부지역단|지역단|D000332|053-659-2000|대구 서구 서대구로 3, 10층 KB손해보험 대구서부지역단 (내당동,DBS빌딩) (내당동 469-9 DBS빌딩 10층 KB손해보험 대구서부지역단)|업무시간 : 09:30 ~18:00|128.556375|35.858146
KB손해보험|대구지역단|지역단|D000329|053-669-7502|대구 수성구 달구벌대로 2397, 13층 KB손해보험 대구지역단 (범어동,KB손해보험대구빌딩) (범어3동 41-3 KB손해보험 빌딩 13층 KB손해보험 대구지역단)|업무시간 : 09:30 ~18:00|128.624923|35.859927
KB손해보험|다이렉트CM3센터|지점|E002738|1544-0077|대구 수성구 달구벌대로 2397, 4층 (범어동, KB손해보험 대구빌딩) (범어동 41-3, 4층 (KB손해보험 대구빌딩))||128.624827|35.859616
KB손해보험|다이렉트장기센터|지점|E003006|1644-8737|대구 수성구 달구벌대로 2397 (범어동, KB손해보험 대구빌딩) (범어동 41-3 (KB손해보험 대구빌딩))||128.624800|35.859615
KB손해보험|달서지점|지점|E000377|053-659-4501|대구 서구 서대구로 3, 9층 KB손해보험 대구서부지역단 달서지점 (내당동,DBS빌딩) (내당동 469-9 DBS빌딩9층 KB손해보험 대구서부지역단 달서지점)|오전10시~오후4시(월~금)|128.556565|35.858238
KB손해보험|대구GA-1지점|지점|E001726|053-669-7313|대구 수성구 달구벌대로 2397, 6층 (범어동,KB손해보험빌딩) (범어3동 41-3번지 KB손해보험빌딩 6층 )|오전10시~오후4시(월~금)|128.624921|35.859864
KB손해보험|대구GA-2지점|지점|E001308|053-669-7324|대구 수성구 달구벌대로 2397, 6층 (범어동,KB손해보험빌딩) (범어3동 41-3번지 KB손해보험 빌딩 6층 )|오전10시~오후4시(월~금)|128.624921|35.859864
KB손해보험|대구GA-3지점|지점|E002122|053-669-7337|대구 수성구 달구벌대로 2397, 6층 (범어동,KB손해보험빌딩) (범어3동 41-3번지 41-3번지 KB손해보험 빌딩 6층)|오전10시~오후4시(월~금)|128.624921|35.859864
KB손해보험|대구GA-4지점|지점|E002173|053-669-7342|대구 수성구 달구벌대로 2397, 6층 대구GA4지점 (범어동,KB손해보험빌딩) (범어3동 41-3번지 KB손해보험 6층 대구GA4지점)|오전10시~오후4시(월~금)|128.624921|35.859864
KB손해보험|대구RFC지점|지점|E002921|053-669-7771|대구 수성구 달구벌대로 2397  5층 대구RFC지점 (범어동,KB손해보험빌딩) (범어동 41-3 5층 대구RFC지점 (범어동,KB손해보험빌딩))||128.624817|35.859650
KB손해보험|대구TC지점|지점|E003085|053-659-2008|대구 서구 서대구로 3  8층 대구TC지점 (내당동,DBS빌딩) (내당동 469-9 8층 대구TC지점 (내당동,DBS빌딩))||128.556495|35.858241
KB손해보험|대구북부지점|지점|E000878|053-659-4522|대구 북구 동천로 125 -16 2층 KB손해보험 (동천동,우리빌딩) (동천동 904-1 2층 KB손해보험 (동천동,우리빌딩))|▷ 평일 10:00~16:00　　　(점심시간 12:00~13:00)|128.559101|35.943308
KB손해보험|대구중앙지점|지점|E000848|053-659-2301|대구 서구 서대구로 3  DBS빌딩 9층 KB손해보험 대구서부지역단 대구중앙지점 (내당동 469-9 DBS빌딩 9층 KB손해보험 대구서부지역단 대구중앙지점)|오전10시~오후4시(월~금)|128.556495|35.858241
KB손해보험|대구지점|지점|E001736|053-669-7902|대구 수성구 달구벌대로 2397  13층 KB손해보험 대구지역단 대구지점 (범어동,KB손해보험 대구빌딩) (범어동 41-3 13층 KB손해보험 대구지역단 대구지점 (범어동,KB손해보험 대구빌딩))|오전10시~오후4시(월~금)|128.624817|35.859650
KB손해보험|동대구지점|지점|E001725|053-669-7702|대구 수성구 달구벌대로 2397  12층 KB손해보험 동대구지점 (범어동,KB손해보험대구빌딩) (범어동 41-3 12층 KB손해보험 동대구지점 (범어동,KB손해보험대구빌딩))|오전10시~오후4시(월~금)|128.624817|35.859650
KB손해보험|범어지점|지점|E000834|053-669-7802|대구 수성구 달구벌대로 2397, 13층 KB손해보험 대구지역단,범어지점 (범어동,KB손해보험 대구빌딩) (범어동 41-3번지 KB손해보험 13층 KB손해보험 대구지역단,범어지점)|오전10시~오후4시(월~금)|128.624921|35.859864
KB손해보험|서대구지점|지점|E000866||대구 서구 서대구로 3, 9층 서대구지점 (내당동,DBS빌딩) (내당동 469-9  DBS빌딩 9층 서대구지점)|오전10시~오후4시(월~금)|128.556565|35.858238
매직카|대구검단점|매직카서비스점|M0003535|053-383-1535|대구 북구 검단공단로 87 (검단동 584-1)|08:30~20:00|128.614264|35.912774
매직카|대구논공점|매직카서비스점|M0003551|053-611-5109|대구 달성군 논공읍 비슬로 1806 (논공읍 금포리 1525-4)|08:30~20:00|128.422713|35.775312
매직카|대구대명점|매직카서비스점|M0003507|053-653-1443|대구 남구 두류공원로 27 (대명동) (대명동 1642-40)|08:30~20:00|128.573952|35.840608
매직카|대구만촌점|매직카서비스점|M0005939|053-742-5320|대구 수성구 화랑로 128 (만촌동 1330-1)|08:30~20:00|128.640762|35.873648
매직카|대구매천점|매직카서비스점|M0003572|053-313-7077|대구 북구 매천로 115 (매천동 349-2)|08:30~20:00|128.541382|35.907346
매직카|대구신당점|매직카서비스점|M0003512|053-587-4972|대구 달서구 선원로 29 (신당동 1666-11)|08:30~20:00|128.495549|35.859323
매직카|대구신매점|매직카서비스점|M0003562|053-791-3322|대구 수성구 달구벌대로645길 6 미래카서비스 (신매동 276-13)|08:30~20:00|128.709817|35.839718
매직카|대구신암점|매직카서비스점|M0003525|053-953-7456|대구 동구 큰고개로 29 (신암동 1810-18)|08:30~20:00|128.624763|35.887256
매직카|대구유천점|매직카서비스점|M0003514|053-643-0877|대구 달서구 달서대로 27 (유천동 333)|08:30~20:00|128.513393|35.811824
매직카|대구율하점|매직카서비스점|M0003531|053-962-0927|대구 동구 율하동로23길 83 (율하동 884-2)|08:30~20:00|128.693841|35.869745
매직카|대구읍내점|매직카서비스점|M0009844|053-311-7545|대구 북구 팔거천서로 151 (읍내동) (읍내동 1359-2)|08:30 ~ 21:00|128.555310|35.937921
매직카|대구평리점|매직카서비스점|M0003544|053-563-7536|대구 서구 통학로 116 (평리동) (평리동 1101-3)|08:30~20:00|128.563214|35.870600
매직카|대구황금점|매직카서비스점|M0003522|053-768-6062|대구 수성구 들안로 216 (황금동 753-2)|08:30~20:00|128.617233|35.849228
KB손해보험|대전고객센터|고객센터|E002527|042-259-3215|대전 중구 보문로 268, KB손해보험 빌딩 1층 (대흥동) (대흥동 497 KB손해보험 빌딩 1층)|▷ 평일 09:00~17:30　(환급/대출:09:00~16:00)　(단, 현금지급: 09:30~15:30분까지 방문 요망)|127.422178|36.326619
KB손해보험|대전보상1센터|보상센터|E002026|042-620-6461|대전 중구 계룡로 786 사학연금회관 9층 KB손해보험 (오류동 188-15 사학연금회관 9층 KB손해보험)|▷ 평일 09:30~17:30　　　(점심시간:12:00~13:00)|127.404133|36.328837
KB손해보험|대전보상센터|보상센터|E001978|070-7823-0193|대전 중구 보문로 268  8층 (대흥동,KB손해보험대전빌딩) (대흥동 497 8층 (대흥동,KB손해보험대전빌딩))||127.422198|36.326683
KB손해보험|동대전대물보상센터|보상센터|E002273|042-330-2901|대전 서구 문예로 137, KT&G 서대전지점4층 KB손해사정(주) (둔산동) (둔산동 926 KT&G 서대전지점4층 KB손해사정(주))||127.389735|36.358962
KB손해보험|서대전대물보상센터|보상센터|E002274|042-330-2902|대전 서구 문예로 137, KT/G 서대전지점 4층 (둔산동) (둔산동 926)||127.389841|36.359018
KB손해보험|장기중부보상부|보상센터|D000686|070-7435-1300|대전 중구 계룡로 786, 사학연금회관 9층 (오류동) (오류동 188-15번지 사학연금회관 9층 KB중부보상센터)||127.404153|36.328825
KB손해보험|대전보상센터|지역단|A000008|042-620-6461|대전 중구 계룡로 786, 9층 (오류동, 사학연금회관) (오류동 188-15 (사학연금회관) 9층)|▷ 평일 09:30~17:30　　　(점심시간:12:00~13:00)|127.404124|36.328869
KB손해보험|대전지역단|지역단|D000320||대전 중구 보문로 268  12층 (대흥동,KB손해보험빌딩) (대흥동 497 12층 (대흥동,KB손해보험빌딩))|업무시간 : 09:30 ~18:00|127.422198|36.326683
KB손해보험|대전지역단/대전서부고객센터|지역단|B000123|042-360-9703|대전 서구 대덕대로 212, 4층 (둔산동,KB사옥) (둔산동 1278번지 4층)|▷ 평일 09:00~17:30　(환급/대출:09:00~16:00)　(점심시간:12:00~13:00)|127.379257|36.351607
KB손해보험|충청GA지역단|지역단|D000646|042-259-3052|대전 중구 보문로 268, KB손해보험 대전빌딩 7층 충청GA지역단 (대흥동)  (대흥동 497번지 KB손해보험 빌딩 7층 충청GA지역단)|업무시간 : 09:30 ~18:00|127.422165|36.326610
KB손해보험|POM2센터|지점|E002007|1544-0115|대전 중구 보문로 268, 4층 (대흥동,KB손해보험빌딩) (대흥동 497 KB손해보험빌딩 4층)|오전10시~오후4시(월~금)|127.422201|36.326660
KB손해보험|계룡지점|지점|E001050|042-259-3153|대전 중구 보문로 268, 11층 KB손해보험 대전지역단 계룡지점 (대흥동,KB손해보험빌딩) (대흥동 497 KB손해보험 빌딩 11층)|오전10시~오후4시(월~금)|127.422165|36.326610
KB손해보험|다이렉트CM2센터|지점|E002737|1544-0077|대전 중구 보문로 268, 9층 (대흥동, KB손해보험대전빌딩) (대흥동 497, 9층 (KB손해보험대전빌딩))||127.422129|36.326725
KB손해보험|대전미래지점|지점|E000759|042-259-3700|대전 중구 보문로 268  10층 대전미래지점(대흥동,KB손해보험대전빌딩) (대흥동 497 10층 대전미래지점(대흥동,KB손해보험대전빌딩))|오전10시~오후4시(월~금)|127.422198|36.326683
KB손해보험|대전서부지점|지점|E000758|042-360-9100|대전 서구 대덕대로 212, 4층 KB손해보험 대전지역단 대전서부지점 (둔산동,둔산동KB사옥) (둔산동 1278번지 KB사옥 4층 KB손해보험 대전지역단 대전서부지점)|▷ 평일 10:00~16:00　　　(점심시간 12:00~13:00)|127.379259|36.351609
KB손해보험|대전지점|지점|E000754|042-259-3434|대전 중구 보문로 268  8층 KB손해보험 대전지점 (대흥동,KB손보빌딩) (대흥동 497 8층 KB손해보험 대전지점 (대흥동,KB손보빌딩))|오전10시~오후4시(월~금)|127.422198|36.326683
KB손해보험|대흥지점|지점|E000780|042-259-3274|대전 중구 보문로 268  11층 KB손해보험 대전지역단 대흥지점 (대흥동,KB손해보험빌딩) (대흥동 497 11층 KB손해보험 대전지역단 대흥지점 (대흥동,KB손해보험빌딩))|오전10시~오후4시(월~금)|127.422198|36.326683
KB손해보험|둔산지점|지점|E001432|042-360-9400|대전 중구 보문로 268  10층 KB손해보험 대전지역단 둔산지점 (대흥동,KB손해보험빌딩) (대흥동 497 10층 KB손해보험 대전지역단 둔산지점 (대흥동,KB손해보험빌딩))|오전10시~오후4시(월~금)|127.422198|36.326683
KB손해보험|충청GA-1지점|지점|E002123|042-259-3356|대전 중구 보문로 268, 7층 (대흥동,KB손해보험빌딩) (대흥동 497번지 KB손해보험 빌딩 7층)|오전10시~오후4시(월~금)|127.422165|36.326610
KB손해보험|충청GA-2지점|지점|E002174|042-259-3355|대전 중구 보문로 268, KB손해보험 대전사옥 7층 (대흥동)  (대흥동 497번지 KB손해보험 대전사옥 7층)|오전10시~오후4시(월~금)|127.422165|36.326610
KB손해보험|충청GA-4지점|지점|E002440|042-259-3357|대전 중구 보문로 268, 7층 (대흥동,KB손해보험빌딩) (대흥동 497번지 KB손해보험빌딩 7층)|오전10시~오후4시(월~금)|127.422165|36.326610
KB손해보험|충청GA-프런티어1지점|지점|E003077|042-259-3069|대전 중구 보문로 268, 7층 (대흥동,KB손해보험대전빌딩) (대흥동 497 (KB손해보험대전빌딩) 7층)|오전10시~오후4시(월~금)|127.422189|36.326664
KB손해보험|충청TC지점|지점|E003088|042-259-3607|대전 중구 보문로 268, 10층 충청TC지점 (대흥동,KB손해보험대전빌딩)  (대흥동 497 KB손해보험대전빌딩 10층 충청TC지점 )||127.422200|36.326703
매직카|대전관저점|매직카서비스점|M0003708|042-543-0888|대전 서구 구봉산북로280번길 13 (관저동 1619-4)|08:30~19:00|127.354097|36.303679
매직카|대전괴정점|매직카서비스점|M0003705|042-526-2900|대전 서구 괴정로 110 (괴정동 80-18)|08:00~19:00|127.384857|36.337790
매직카|대전부사점|매직카서비스점|M0003700|042-254-5200|대전 중구 보문로 71 (부사동 147-13)|08:30~19:00|127.433015|36.313087
매직카|대전상서점|매직카서비스점|M0003713|010-5445-4223|대전 대덕구 덕암로148번길 17 (상서동 828-13)|08:30~21:00|127.422506|36.433266
매직카|대전유성점|매직카서비스점|M0003711|042-477-4720|대전 유성구 현충원로485번길 5 (장대동) (장대동 233-62)|08:00~20:00|127.324703|36.359963
매직카|대전판암점|매직카서비스점|M0003697|042-272-7801|대전 동구 동구청로 207-6 (판암동 467-21)|08:30~20:00|127.456083|36.316454
KB손해보험|부산고객센터|고객센터|E002525|051-600-2143,2141|부산 동구 자성로133번길 15, KB손해보험 빌딩 1층 (범일동) (범일동 830-30 KB손해보험 빌딩 1층)|▷ 평일 09:00~17:30　(환급/대출:09:00~16:00)　(단, 현금지급: 09:30~15:30분까지 방문 요망)|129.064162|35.138261
KB손해보험|남부산대물보상센터|보상센터|E002296|051-910-0529|부산 동구 중앙대로 314, 한국감정원빌딩 6층 (초량동) (초량동 1157-5 한국감정원빌딩 6층)||129.045115|35.124337
KB손해보험|동부산대물보상센터|보상센터|E002297|051-910-0521|부산 금정구 무학송로 147 한국센터빌딩 3층 301호 (부곡3동 13-18번지 한국센터빌딩 3층 301호)||129.093935|35.244430
KB손해보험|동부산보상센터|보상센터|E001970|051-850-7665|부산 연제구 중앙대로 1125  시티타워 B동 4층 (연제구 중앙대로 1125) (연산동 1124-3 시티타워 B동 4층 (연제구 중앙대로 1125))||129.080664|35.188054
KB손해보험|부산보상1센터|보상센터|E002024|051-440-0609|부산 동구 중앙대로 314 (초량동, 한국감정원빌딩) 8층 (초량동 1157-5 (한국감정원빌딩) 8층)||129.045114|35.124321
KB손해보험|부산보상센터|보상센터|E001969|051-910-0575|부산 동구 자성로133번길 15 KB손해보험 부산빌딩 9층 (범일2동 830-30 KB손해보험 부산빌딩 9층)||129.064049|35.138309
KB손해보험|부산스마트대물보상센터|보상센터|E003044|051-910-0508|부산 동구 중앙대로 314 (초량동, 한국감정원빌딩),6층 (초량동 1157-5 (한국감정원빌딩),6층)||129.044984|35.124398
KB손해보험|부산스마트센터|보상센터|E002961|051-850-7669|부산 동구 자성로133번길 15, 9층 (범일동,KB손해보험부산사옥) (범일동 830-30 KB손해보험부산사옥 9층)||129.064063|35.138236
KB손해보험|부산외제차보상센터|보상센터|E002412|051-910-0542|부산 동구 중앙대로 314, 한국감정원빌딩 6층 (초량동) (초량동 1157-5 한국감정원빌딩 6층)||129.045132|35.124328
KB손해보험|서부산대물보상센터|보상센터|E002298|051-910-0504|부산 동구 중앙대로 314 (초량동,한국감정원빌딩) (초량동 1157-5 한국감정원빌딩)||129.045128|35.124319
KB손해보험|방카슈랑스영업4부|지역단|D000772|051-600-2181|부산 동구 자성로133번길 15 (범일동, KB손해보험부산빌딩) (범일동 830-30 (KB손해보험부산빌딩))||129.063928|35.138312
KB손해보험|부경지역단|지역단|D000305|051-850-7650|부산 연제구 중앙대로 1125, B동 4층 KB손해보험  (연산동,씨티타워) (연산동 1124-3 B동 4층 KB손해보험)|업무시간 : 09:30 ~18:00|129.080385|35.187926
KB손해보험|부산GA1지역단|지역단|D000632|051-667-2600|부산 동구 자성로133번길 15, 15층 (범일동,KB손해보험빌딩) (범일동 830-30)|업무시간 : 09:30 ~18:00|129.064141|35.138264
KB손해보험|부산GA2지역단|지역단|D000742|051-667-2800|부산 동구 자성로133번길 15, 15층 (범일동,KB손해보험 부산빌딩) (범일동 830-30)||129.064055|35.138238
KB손해보험|부산보상센터|지역단|A000007|051-440-0632|부산 동구 중앙대로 314 8층(초량동, 한국감정원부산지점사옥) (초량동 1157-5 8층 (한국감정원부산지점사옥))|▷ 평일 09:30~17:30　　　(점심시간:12:00~13:00)|129.045117|35.124324
KB손해보험|부산지역단|지역단|D000304|051-667-2300|부산 동구 자성로133번길 15, 11층 (범일동,KB손해보험빌딩) (범일동 830-30 11층)|업무시간 : 09:30 ~18:00|129.064051|35.138256
KB손해보험|POM3센터|지점|E002548|1544-0115|부산 동구 자성로133번길 15, 10층(범일동, KB손해보험부산빌딩) (범일동 830-30 10층 (KB손해보험부산빌딩))||129.064063|35.138240
