##NAME|SUBNAME|X|Y|MAPPERS_TYPE|TELNUM|NEWADDR|ADDR|FEAT1|FEAT2|AREA|DATE|ALTNAME|ETCNAME|ORGNAME|ETCADDR|PNUCODE|RD_JIBUN|MAPPERS_CD@@저축은행
IBK저축은행|명동지점|||저축은행|02-6360-2100|서울특별시 중구 퇴계로 131|서울특별시 중구 충무로2가 64-5|인터넷뱅킹;모바일뱅킹;햇살론;CD(0),CDP(0), ATM(0)||||||IBK저축은행 명동지점|신일빌딩 2층|||40305
IBK저축은행|대구지점|||저축은행|053-714-2100|대구광역시 동구 동대구로 413|대구광역시 동구 신천동 139-10|인터넷뱅킹;모바일뱅킹;햇살론;CD(0),CDP(0), ATM(0)||||||IBK저축은행 대구지점|2층|||40305
IBK저축은행|대전지점|||저축은행|042-714-2100|대전광역시 서구 둔산서로 47|대전광역시 서구 둔산동 1267|인터넷뱅킹;모바일뱅킹;햇살론;CD(0),CDP(0), ATM(0)||||||IBK저축은행 대전지점||||40305
IBK저축은행|부산중앙지점|||저축은행|051-290-7100|부산광역시 중구 중앙대로 101|부산광역시 중구 대창동1가 43-1|인터넷뱅킹;모바일뱅킹;햇살론;CD(0),CDP(0), ATM(0)||||||IBK저축은행 부산중앙지점||||40305
IBK저축은행|동래지점|||저축은행|051-290-7200|||인터넷뱅킹;모바일뱅킹;햇살론;CD(0),CDP(0), ATM(0)||||||IBK저축은행 동래지점|4층|||40305
IBK저축은행|울산지점|||저축은행|052-270-2500|울산광역시 남구 삼산로 17|울산광역시 남구 신정동 1231-1|인터넷뱅킹;모바일뱅킹;햇살론;CD(0),CDP(0), ATM(0)||||||IBK저축은행 울산지점||||40305
JT저축은행|본점|||저축은행|031-788-0640|경기도 성남시 분당구 황새울로 324|경기도 성남시 분당구 서현동 270-2|인터넷뱅킹;햇살론;CD(0),CDP(0), ATM(0)||||||JT저축은행 본점|(서현동)|||40305
JT저축은행|광주지점|||저축은행|062-220-2000|광주광역시 동구 금남로 172|광주광역시 동구 금남로5가 115-1|인터넷뱅킹;햇살론;CD(0),CDP(0), ATM(0)||||||JT저축은행 광주지점|(금남로 5가)|||40305
JT저축은행|목포지점|||저축은행|061-270-6500|전라남도 목포시 산정로 148|전라남도 목포시 산정동 1044-10|인터넷뱅킹;햇살론;CD(0),CDP(0), ATM(0)||||||JT저축은행 목포지점||||40305
JT친애저축은행|본점|||저축은행|1544-9191|서울특별시 강남구 테헤란로 317|서울특별시 강남구 역삼동 702-19|인터넷뱅킹;모바일뱅킹;햇살론;CD(0),CDP(0), ATM(2)||||||JT친애저축은행 본점|동훈타워 1층;동훈타워 1층|||40305
JT친애저축은행|제주지점|||저축은행|064-756-3111|제주특별자치도 제주시 중앙로 369|제주도 제주시 이도2동 1986-1|인터넷뱅킹;모바일뱅킹;햇살론;CD(0),CDP(0), ATM(2)||||||JT친애저축은행 제주지점|1층|||40305
JT친애저축은행|천안지점|||저축은행|041-573-9696|충청남도 천안시 서북구 충무로 205|충청남도 천안시 서북구 쌍용동 203-19|인터넷뱅킹;모바일뱅킹;햇살론;CD(0),CDP(0), ATM(0)||||||JT친애저축은행 천안지점|2층;다선빌딩 2층|||40305
JT친애저축은행|대전지점|||저축은행|042-470-8900|대전광역시 서구 대덕대로 182||인터넷뱅킹;모바일뱅킹;햇살론;CD(0),CDP(0), ATM(1)||||||JT친애저축은행 대전지점|오라클빌딩 2층;오라클빌딩 2층|||40305
JT친애저축은행|목동지점|||저축은행|02-2640-0101|서울특별시 양천구 목동로 189|서울특별시 양천구 신정동 994-5|인터넷뱅킹;모바일뱅킹;햇살론;CD(0),CDP(0), ATM(2)||||||JT친애저축은행 목동지점|1층|||40305
JT친애저축은행|잠실지점|||저축은행|02-2240-6300|서울특별시 송파구 올림픽로 145|서울특별시 송파구 잠실동 22-6|인터넷뱅킹;모바일뱅킹;햇살론;CD(0),CDP(0), ATM(17)||||||JT친애저축은행 잠실지점|리센츠상가 4층|||40305
JT친애저축은행|이수역지점|||저축은행|02-6711-5678|서울특별시 서초구 방배천로 91|서울특별시 서초구 방배동 3250|인터넷뱅킹;모바일뱅킹;햇살론;CD(0),CDP(0), ATM(1)||||||JT친애저축은행 이수역지점|구산타워 2층|||40305
JT친애저축은행|서대문지점|||저축은행|02-6711-5300|서울특별시 서대문구 신촌로 67|서울특별시 서대문구 창천동 72-21|인터넷뱅킹;모바일뱅킹;햇살론;CD(0),CDP(0), ATM(0)||||||JT친애저축은행 서대문지점|거촌빌딩 7층|||40305
JT친애저축은행|상계동지점|||저축은행|02-6711-5400|서울특별시 노원구 동일로 1396|서울특별시 노원구 상계동 728-1|인터넷뱅킹;모바일뱅킹;햇살론;CD(0),CDP(0), ATM(1)||||||JT친애저축은행 상계동지점|중원빌딩 4층|||40305
JT친애저축은행|광주출장소|||저축은행|062-236-5960|광주광역시 동구 금남로 236|광주광역시 동구 금남로2가 22-5|인터넷뱅킹;모바일뱅킹;햇살론;CD(0),CDP(0), ATM(1)||||||JT친애저축은행 광주출장소|아송빌딩 1,2층|||40305
JT친애저축은행|전주출장소|||저축은행|063-237-4270|전라북도 전주시 완산구 백제대로 140|전라북도 전주시 완산구 효자동1가 173-8|인터넷뱅킹;모바일뱅킹;햇살론;CD(0),CDP(0), ATM(1)||||||JT친애저축은행 전주출장소|효자메디컬프라자 1층|||40305
KB저축은행|본점|||저축은행|02-2146-8200|서울특별시 송파구 송파대로 260|서울특별시 송파구 가락동 99-3|인터넷뱅킹;모바일뱅킹;햇살론;CD(0),CDP(0), ATM(0)||||||KB저축은행 본점||||40305
KB저축은행|여의도지점|||저축은행|02-320-8000|서울특별시 영등포구 여의대방로69길 23|서울특별시 영등포구 여의도동 44-3|인터넷뱅킹;모바일뱅킹;햇살론;CD(0),CDP(0), ATM(0)||||||KB저축은행 여의도지점||||40305
KB저축은행|선릉역지점|||저축은행|02-519-5600|서울특별시 강남구 테헤란로 325|서울특별시 강남구 역삼동 702-28|인터넷뱅킹;모바일뱅킹;햇살론;CD(0),CDP(0), ATM(0)||||||KB저축은행 선릉역지점|3층 (역삼동,어반벤치빌딩)|||40305
KB저축은행|분당지점|||저축은행|031-724-6400|경기도 성남시 분당구 야탑로81번길 10|경기도 성남시 분당구 야탑동 358-2|인터넷뱅킹;모바일뱅킹;햇살론;CD(0),CDP(0), ATM(0)||||||KB저축은행 분당지점|아미고타워 2층|||40305
KB저축은행|인천지점|||저축은행|032-421-9100|인천광역시 부평구 부평대로 75|인천광역시 부평구 부평동 529-15|인터넷뱅킹;모바일뱅킹;햇살론;CD(0),CDP(0), ATM(0)||||||KB저축은행 인천지점|한화생명빌딩 3층|||40305
KB저축은행|노원출장소|||저축은행|02-950-5901|서울특별시 노원구 동일로 1380|서울특별시 노원구 상계동 728-5|인터넷뱅킹;모바일뱅킹;햇살론;CD(0),CDP(0), ATM(0)||||||KB저축은행 노원출장소|3층|||40305
KB저축은행|금천출장소|||저축은행|02-850-2301|서울특별시 금천구 시흥대로 430|서울특별시 금천구 독산동 159-22|인터넷뱅킹;모바일뱅킹;햇살론;CD(0),CDP(0), ATM(0)||||||KB저축은행 금천출장소|4층|||40305
KB저축은행|광진출장소|||저축은행|02-2204-7301|서울특별시 광진구 광나루로 525|서울특별시 광진구 구의동 66-65|인터넷뱅킹;모바일뱅킹;햇살론;CD(0),CDP(0), ATM(0)||||||KB저축은행 광진출장소|5층|||40305
NH저축은행|본점|||저축은행|02-3016-2331|서울특별시 강남구 테헤란로 317|서울특별시 강남구 역삼동 702-19|인터넷뱅킹;햇살론;CD(0),CDP(0), ATM(0)||||||NH저축은행 본점|3층 (역삼동,동훈타워)|||40305
NH저축은행|신촌지점|||저축은행|02-2230-6948|서울특별시 마포구 서강로 136|서울특별시 마포구 노고산동 106-5|인터넷뱅킹;햇살론;CD(0),CDP(0), ATM(0)||||||NH저축은행 신촌지점|4층 (노고산동,아이비타워)|||40305
NH저축은행|이수역지점|||저축은행|02-3479-8000|서울특별시 동작구 사당로 300|서울특별시 동작구 사당동 147-29|인터넷뱅킹;햇살론;CD(0),CDP(0), ATM(0)||||||NH저축은행 이수역지점|2층 (사당동,이수자이)|||40305
NH저축은행|동대문지점|||저축은행|02-2146-8000||서울특별시 종로구 숭인동 310|인터넷뱅킹;햇살론;CD(0),CDP(0), ATM(0)||||||NH저축은행 동대문지점||||40305
OK저축은행|분당지점|||저축은행|031-8017-0015|경기도 성남시 분당구 황새울로 348|경기도 성남시 분당구 서현동 250-1|인터넷뱅킹;햇살론;CD(0),CDP(0), ATM(0)||||||OK저축은행 분당지점|2층|||40305
OK저축은행|광주지점|||저축은행|062-373-0015|광주광역시 서구 상무평화로 79|광주광역시 서구 치평동 1177-2|인터넷뱅킹;햇살론;CD(0),CDP(0), ATM(0)||||||OK저축은행 광주지점|팔복빌딩 2층|||40305
OK저축은행|대전지점|||저축은행|042-477-0600|대전광역시 서구 문예로 33|대전광역시 서구 둔산동 1496|인터넷뱅킹;햇살론;CD(0),CDP(0), ATM(0)||||||OK저축은행 대전지점|MB빌딩 1층|||40305
OK저축은행|본점|||저축은행|02-6206-0300|서울특별시 중구 세종대로 39|서울특별시 중구 남대문로4가 45|인터넷뱅킹;햇살론;CD(0),CDP(0), ATM(0)||||||OK저축은행 본점|10층 (대한상공회의소)|||40305
OK저축은행|가산지점|||저축은행|02-852-0900|서울특별시 금천구 디지털로10길 9|서울특별시 금천구 가산동 60-8|인터넷뱅킹;햇살론;CD(0),CDP(0), ATM(0)||||||OK저축은행 가산지점|14층|||40305
OK저축은행|동대문지점|||저축은행|02-966-6688|서울특별시 종로구 율곡로 309|서울특별시 종로구 창신동 440-10|인터넷뱅킹;햇살론;CD(0),CDP(0), ATM(0)||||||OK저축은행 동대문지점||||40305
OK저축은행|선릉지점|||저축은행|02-3288-6688|서울특별시 강남구 테헤란로 403|서울특별시 강남구 삼성동 141-33|인터넷뱅킹;햇살론;CD(0),CDP(0), ATM(0)||||||OK저축은행 선릉지점|2층|||40305
OK저축은행|일산지점|||저축은행|031-924-6600|경기도 고양시 일산서구 강선로 49|경기도 고양시 일산서구 주엽동 102|인터넷뱅킹;햇살론;CD(0),CDP(0), ATM(0)||||||OK저축은행 일산지점|2층|||40305
OK저축은행|인천구월지점|||저축은행|032-832-0015|인천광역시 남동구 인하로 507번길 4|인천광역시 남동구 구월동 1475|인터넷뱅킹;햇살론;CD(0),CDP(0), ATM(0)||||||OK저축은행 인천구월지점|6층 (한성빌딩)|||40305
OK저축은행|평촌지점|||저축은행|031-385-6688|경기도 안양시 동안구 시민대로 214||인터넷뱅킹;햇살론;CD(0),CDP(0), ATM(0)||||||OK저축은행 평촌지점|2층 (다운타운빌딩)|||40305
OK저축은행|부평지점|||저축은행|032-528-6600|인천광역시 부평구 경원대로 1383|인천광역시 부평구 부평동 549-43|인터넷뱅킹;햇살론;CD(0),CDP(0), ATM(0)||||||OK저축은행 부평지점|1,2층|||40305
OK저축은행|수원지점|||저축은행|031-236-6300|경기도 수원시 팔달구 권광로 199|경기도 수원시 팔달구 인계동 1038-2|인터넷뱅킹;햇살론;CD(0),CDP(0), ATM(0)||||||OK저축은행 수원지점|2층|||40305
OK저축은행|안산지점|||저축은행|031-502-5900|경기도 안산시 상록구 용신로 394|경기도 안산시 상록구 본오동 873-5|인터넷뱅킹;햇살론;CD(0),CDP(0), ATM(0)||||||OK저축은행 안산지점|서해프라자 3층|||40305
OK저축은행|잠실지점|||저축은행|02-2141-0900|||인터넷뱅킹;햇살론;CD(0),CDP(0), ATM(0)||||||OK저축은행 잠실지점|대준빌딩 1층|||40305
OK저축은행|천안지점|||저축은행|041-577-0900|충청남도 천안시 동남구 만남로 40|충청남도 천안시 동남구 신부동 462-1|인터넷뱅킹;햇살론;CD(0),CDP(0), ATM(0)||||||OK저축은행 천안지점|2층|||40305
OK저축은행|청주지점|||저축은행|043-262-2600|충청북도 청주시 서원구 사직대로 115|충청북도 청주시 서원구 사창동 222-7|인터넷뱅킹;햇살론;CD(0),CDP(0), ATM(0)||||||OK저축은행 청주지점|3층 (재미슨빌딩)|||40305
OK저축은행|익산지점|||저축은행|063-857-5811|전라북도 익산시 무왕로 1031|전라북도 익산시 영등동 829-5|인터넷뱅킹;햇살론;CD(0),CDP(0), ATM(0)||||||OK저축은행 익산지점||||40305
OK저축은행|전주지점|||저축은행|063-231-2600|전라북도 전주시 완산구 홍산로 249||인터넷뱅킹;햇살론;CD(0),CDP(0), ATM(0)||||||OK저축은행 전주지점|(대신빌딩,지상 2층 202호)|||40305
OK저축은행|이수지점|||저축은행|02-318-6622|서울특별시 동작구 동작대로 137|서울특별시 동작구 사당동 86-6|인터넷뱅킹;햇살론;CD(0),CDP(0), ATM(0)||||||OK저축은행 이수지점|JH타워 2층;JH타워 2층|||40305
OK저축은행|강남지점|||저축은행|02-562-0015|||인터넷뱅킹;햇살론;CD(0),CDP(0), ATM(0)||||||OK저축은행 강남지점|유니온센터 1층|||40305
OK저축은행|서울역출장소|||저축은행|02-719-6688|서울특별시 용산구 한강대로 403|서울특별시 용산구 동자동 43-198|인터넷뱅킹;햇살론;CD(0),CDP(0), ATM(0)||||||OK저축은행 서울역출장소|2층,4층 (동자동,세단빌딩)|||40305
OK저축은행|노원지점|||저축은행|02-3391-0900|서울특별시 노원구 노해로 459|서울특별시 노원구 상계동 709-2|인터넷뱅킹;햇살론;CD(0),CDP(0), ATM(0)||||||OK저축은행 노원지점|2층 (메가빌딩)|||40305
OK저축은행|대전중앙지점|||저축은행|042-224-6688|||인터넷뱅킹;햇살론;CD(0),CDP(0), ATM(0)||||||OK저축은행 대전중앙지점|유안타증권빌딩 6층;6층 (선화동,유안타증권빌딩)|||40305
OSB저축은행|본점|||저축은행|1644-0052|서울특별시 서초구 서초중앙로 203|서울특별시 서초구 반포동 51-11|인터넷뱅킹;모바일뱅킹;CD(0),CDP(0), ATM(0)||||||OSB저축은행 본점||||40305
OSB저축은행|선릉지점|||저축은행|1644-0052|서울특별시 강남구 테헤란로 401|서울특별시 강남구 삼성동 141-35|인터넷뱅킹;모바일뱅킹;CD(0),CDP(0), ATM(0)||||||OSB저축은행 선릉지점|남경센터 15층|||40305
OSB저축은행|종로지점|||저축은행|1644-0052|서울특별시 종로구 청계천로 41|서울특별시 종로구 서린동 33|인터넷뱅킹;모바일뱅킹;CD(0),CDP(0), ATM(0)||||||OSB저축은행 종로지점|영풍빌딩 11층|||40305
OSB저축은행|군산지점|||저축은행|063-440-9000|전라북도 군산시 월명로 191|전라북도 군산시 수송동 825|인터넷뱅킹;모바일뱅킹;CD(0),CDP(0), ATM(0)||||||OSB저축은행 군산지점|2층 (수송동)|||40305
OSB저축은행|부평지점|||저축은행|032-363-0123|인천광역시 부평구 부평문화로 55|인천광역시 부평구 부평동 543-45|인터넷뱅킹;모바일뱅킹;CD(0),CDP(0), ATM(0)||||||OSB저축은행 부평지점|YD타워 3층|||40305
OSB저축은행|부산지점|||저축은행|1644-0052|부산광역시 부산진구 중앙대로 708|부산광역시 부산진구 부전동 163-1|인터넷뱅킹;모바일뱅킹;CD(0),CDP(0), ATM(0)||||||OSB저축은행 부산지점|부산파이낸스센터 20층|||40305
OSB저축은행|압구정지점|||저축은행|1644-0052|서울특별시 강남구 논현로 175길 6|서울특별시 강남구 신사동 580-5|인터넷뱅킹;모바일뱅킹;CD(0),CDP(0), ATM(0)||||||OSB저축은행 압구정지점|로얄빌딩 3층|||40305
OSB저축은행|분당지점|||저축은행|1644-0052|경기도 성남시 분당구 황새울로 326|경기도 성남시 분당구 서현동 270-1|인터넷뱅킹;모바일뱅킹;CD(0),CDP(0), ATM(0)||||||OSB저축은행 분당지점|분당서현빌딩 2층|||40305
OSB저축은행|해운대지점|||저축은행|1644-0052|부산광역시 해운대구 센텀2로 15|부산광역시 해운대구 우2동 1503|인터넷뱅킹;모바일뱅킹;CD(0),CDP(0), ATM(0)||||||OSB저축은행 해운대지점|센텀브라이언빌딩 3층|||40305
SBI저축은행|본점|||저축은행|02-1566-2210|서울특별시 중구 을지로5길 26|서울특별시 중구 수하동 67|인터넷뱅킹;모바일뱅킹;햇살론;CD(0),CDP(0), ATM(0)||||||SBI저축은행 본점|센터원빌딩 동관 9층|||40305
SBI저축은행|강남지점|||저축은행|1566-2210|서울특별시 강남구 강남대로 340|서울특별시 강남구 역삼동 831-17|인터넷뱅킹;모바일뱅킹;햇살론;CD(0),CDP(0), ATM(0)||||||SBI저축은행 강남지점|경원빌딩 2층|||40305
SBI저축은행|올림픽지점|||저축은행|1566-2210|서울특별시 송파구 위례성대로 18|서울특별시 송파구 방이동 45-2|인터넷뱅킹;모바일뱅킹;햇살론;CD(0),CDP(0), ATM(0)||||||SBI저축은행 올림픽지점|금복빌딩 2층|||40305
SBI저축은행|명동지점|||저축은행|1566-2210|서울특별시 중구 퇴계로 72|서울특별시 중구 회현동 206|인터넷뱅킹;모바일뱅킹;햇살론;CD(0),CDP(0), ATM(0)||||||SBI저축은행 명동지점|리더스뷰남산 1층|||40305
SBI저축은행|목동지점|||저축은행||서울특별시 양천구 오목로 299|서울특별시 양천구 목동 962|인터넷뱅킹;모바일뱅킹;햇살론;CD(0),CDP(0), ATM(0)||||||SBI저축은행 목동지점||||40305
SBI저축은행|여의도지점|||저축은행|1566-2210|서울특별시 영등포구 의사당대로 97|서울특별시 영등포구 여의도동 26-4|인터넷뱅킹;모바일뱅킹;햇살론;CD(0),CDP(0), ATM(0)||||||SBI저축은행 여의도지점|교보증권빌딩 6층;교보증권빌딩 6층|||40305
SBI저축은행|삼성지점|||저축은행|1566-2210|서울특별시 강남구 테헤란로 429|서울특별시 강남구 삼성동 143-42|인터넷뱅킹;모바일뱅킹;햇살론;CD(0),CDP(0), ATM(0)||||||SBI저축은행 삼성지점|3층 원방빌딩|||40305
SBI저축은행|이수지점|||저축은행|1566-2210|서울특별시 서초구 방배천로 91|서울특별시 서초구 방배2동 3250|인터넷뱅킹;모바일뱅킹;햇살론;CD(0),CDP(0), ATM(0)||||||SBI저축은행 이수지점|구산타워 11층;구산타워 11층|||40305
SBI저축은행|노원지점|||저축은행|1566-2210|서울특별시 노원구 노해로 460|서울특별시 노원구 상계동 732|인터넷뱅킹;모바일뱅킹;햇살론;CD(0),CDP(0), ATM(0)||||||SBI저축은행 노원지점|3층 (상계동,현대증권빌딩)|||40305
SBI저축은행|종로지점|||저축은행|1566-2210|서울특별시 종로구 청계천로 41|서울특별시 종로구 서린동 33|인터넷뱅킹;모바일뱅킹;햇살론;CD(0),CDP(0), ATM(0)||||||SBI저축은행 종로지점|영풍빌딩 2층|||40305
SBI저축은행|대전지점|||저축은행|1566-2210|대전광역시 서구 대덕대로 227|대전광역시 서구 둔산동 1032|인터넷뱅킹;모바일뱅킹;햇살론;CD(0),CDP(0), ATM(0)||||||SBI저축은행 대전지점|1층 (둔산동 1032 동서빌딩)|||40305
SBI저축은행|분당지점|||저축은행|1566-2210|경기도 성남시 분당구 성남대로 345|경기도 성남시 분당구 정자동 17-6|인터넷뱅킹;모바일뱅킹;햇살론;CD(0),CDP(0), ATM(0)||||||SBI저축은행 분당지점|2층 (정자동,정자역프라자)|||40305
SBI저축은행|일산지점|||저축은행|1566-2210|경기도 고양시 일산동구 중앙로 1182|경기도 고양시 일산동구 마두동 801|인터넷뱅킹;모바일뱅킹;햇살론;CD(0),CDP(0), ATM(0)||||||SBI저축은행 일산지점|2층 (마두동,일산올림픽스포츠센터)|||40305
SBI저축은행|잠실지점|||저축은행|1566-2210|서울특별시 송파구 올림픽로 145|서울특별시 송파구 잠실2동 22-6|인터넷뱅킹;모바일뱅킹;햇살론;CD(0),CDP(0), ATM(0)||||||SBI저축은행 잠실지점|5층 (잠실동,리센츠상가)|||40305
SBI저축은행|수원지점|||저축은행|1566-2210|경기도 수원시 팔달구 권광로 181|경기도 수원시 팔달구 인계동 1113-11|인터넷뱅킹;모바일뱅킹;햇살론;CD(0),CDP(0), ATM(0)||||||SBI저축은행 수원지점|2층 (인계동 시네파크빌딩)|||40305
SBI저축은행|대구지점|||저축은행|1566-2210|대구광역시 중구 달구벌대로 2149|대구광역시 중구 삼덕동1가 43-12|인터넷뱅킹;모바일뱅킹;햇살론;CD(0),CDP(0), ATM(0)||||||SBI저축은행 대구지점|2층 (삼덕동,반월타워)|||40305
SBI저축은행|포항지점|||저축은행|1566-2210|경상북도 포항시 북구 중흥로 294|경상북도 포항시 북구 죽도동 104-3|인터넷뱅킹;모바일뱅킹;햇살론;CD(0),CDP(0), ATM(0)||||||SBI저축은행 포항지점|1층;1층|||40305
SBI저축은행|전주지점|||저축은행|1566-2210|전라북도 전주시 완산구 팔달로 198|전라북도 전주시 완산구 경원동3가 41-1|인터넷뱅킹;모바일뱅킹;햇살론;CD(0),CDP(0), ATM(0)||||||SBI저축은행 전주지점|1층 (경원동3가)|||40305
SBI저축은행|인천지점|||저축은행|1566-2210|인천광역시 남동구 인하로 497-5|인천광역시 남동구 구월동 1469-1|인터넷뱅킹;모바일뱅킹;햇살론;CD(0),CDP(0), ATM(0)||||||SBI저축은행 인천지점|3층 (구월동,푸른세상안과빌딩)|||40305
SBI저축은행|광주지점|||저축은행|1566-2210|광주광역시 동구 금남로 234|광주광역시 동구 금남로2가 22-2|인터넷뱅킹;모바일뱅킹;햇살론;CD(0),CDP(0), ATM(0)||||||SBI저축은행 광주지점|1층 (금남로 2가 22-2,우리빌딩)|||40305
SBI저축은행|청담지점|||저축은행|02-1566-2210|서울특별시 강남구 청담동 선릉로 704|서울특별시 강남구 청담동 41|인터넷뱅킹;모바일뱅킹;햇살론;CD(0),CDP(0), ATM(0)||||||SBI저축은행 청담지점|청담벤처프라자|||40305
