##NAME|SUBNAME|X|Y|MAPPERS_TYPE|TELNUM|NEWADDR|ADDR|FEAT1|FEAT2|AREA|DATE|ALTNAME|ETCNAME|ORGNAME|ETCADDR|PNUCODE|RD_JIBUN|MAPPERS_CD@@신용협동조합
송도신용협동조합|본점|129.022396|35.096666|신용협동조합|051-254-4300|부산광역시 서구 구덕로 130||||||||송도신용협동조합 본점|(토성동5가)송도신협|||40303
승학신용협동조합|본점|128.972597|35.104186|신용협동조합|0512044212|부산광역시 사하구 낙동대로 420||||||||승학신용협동조합 본점|(당리동)승학신협|||40303
승학신용협동조합|괴정/지점|128.996274|35.101092|신용협동조합|051-293-1442|부산광역시 사하구 낙동대로 185-1||||||||승학신용협동조합 괴정/지점|(괴정동)1층 승학신협 괴정지점|||40303
온천장신용협동조합|본점|129.083437|35.223635|신용협동조합|051-518-2551|부산광역시 금정구 온천장로125번길 46||||||||온천장신용협동조합 본점|(장전동) (장전동)|||40303
자갈치신용협동조합|본점|129.030672|35.097291|신용협동조합|051-254-3688|부산광역시 중구 자갈치로60번길 4||||||||자갈치신용협동조합 본점|(남포동5가)자갈치신협|||40303
청십자신용협동조합|본점|129.049183|35.129551|신용협동조합|051-462-9788|부산광역시 동구 중앙대로349번길 32||||||||청십자신용협동조합 본점|(수정동)청십자신협|||40303
태종대신용협동조합|본점|129.070757|35.080824|신용협동조합|051-404-2178|부산광역시 영도구 동삼로 84||||||||태종대신용협동조합 본점|(동삼동)태종대신협|||40303
해운대신용협동조합|본점|129.158049|35.230177|신용협동조합|051-542-2211|부산광역시 해운대구 신반송로 203-5||||||||해운대신용협동조합 본점|(반송동)|||40303
해운대신용협동조합|반송/지점|129.149164|35.224495|신용협동조합|051-543-0365|부산광역시 해운대구 아랫반송로 34||||||||해운대신용협동조합 반송/지점|(반송동)|||40303
해운대신용협동조합|우동/지점|129.159256|35.163499|신용협동조합|051-525-2211|부산광역시 해운대구 구남로 5||||||||해운대신용협동조합 우동/지점|(우동)|||40303
해운대신용협동조합|좌동/지점|129.178773|35.168311|신용협동조합|051-701-2212|부산광역시 해운대구 세실로 37||||||||해운대신용협동조합 좌동/지점|(좌동)|||40303
부산공동어시장신용협동조합|본점|129.025174|35.088704|신용협동조합|051 2547029|부산광역시 서구 충무대로 202||||||||부산공동어시장신용협동조합 본점|(남부민동)부산공동어시장신협|||40303
부산약사신용협동조합|본점|129.110558|35.144585|신용협동조합|0516633445|부산광역시 수영구 광남로 18||||||||부산약사신용협동조합 본점|(남천동)부산시약사신협|||40303
부산울산경남건설기계신용협동조합|본점|129.062879|35.158941|신용협동조합|0518074820|부산광역시 부산진구 전포대로255번길 43-10||||||||부산울산경남건설기계신용협동조합 본점|(전포동) (전포동)|||40303
부산원광신용협동조합|본점|129.029977|35.102336|신용협동조합|051-246-5905|부산광역시 중구 광복중앙로33번길 10||||||||부산원광신용협동조합 본점|(신창동1가) (신창동1가) 부산원광신용협동조합|||40303
부산의사신용협동조합|본점|129.044289|35.124822|신용협동조합|051-465-4771|부산광역시 중구 중구로 121||||||||부산의사신용협동조합 본점|(대청동4가)후관 1층 부산의사신협|||40303
부산장우신용협동조합|본점|129.038935|35.11966|신용협동조합|051-464-0019|부산광역시 동구 초량상로 90-1||||||||부산장우신용협동조합 본점|(초량동)부산장우신협|||40303
부산장우신용협동조합|다대/지점|128.9814|35.063757|신용협동조합|051-262-0019|부산광역시 사하구 다송로 23||||||||부산장우신용협동조합 다대/지점|(다대동,다대 롯데캐슬 블루)롯데캐슬 블루 상가 108호|||40303
부산치과의사신용협동조합|본점|129.076265|35.188524|신용협동조합|051-463-1640|부산광역시 연제구 월드컵대로 190||||||||부산치과의사신용협동조합 본점|(거제동)부산치과의사신협|||40303
부산택시신용협동조합|본점|129.046388|35.125865|신용협동조합|0514623541|부산광역시 동구 중앙대로 336||||||||부산택시신용협동조합 본점|(초량동)|||40303
부산항운노조신용협동조합|본점|129.043402|35.120231|신용협동조합|051-463-1432|부산광역시 중구 충장대로 24||||||||부산항운노조신용협동조합 본점|(중앙동4가)부산항연안여객터미널 1층,부산항운노조신협|||40303
부산항운노조신용협동조합|성북/지점|128.826891|35.080397|신용협동조합|0516018371|부산광역시 강서구 신항남로 330||||||||부산항운노조신용협동조합 성북/지점|(성북동)1층 신협|||40303
영남치과기공사신용협동조합|본점|129.072269|35.180604|신용협동조합|051 8532801|부산광역시 연제구 거제천로 67||||||||영남치과기공사신용협동조합 본점|(거제동)치과기공사회관 1층|||40303
고신신용협동조합|본점|129.015519|35.080903|신용협동조합|0519906096|부산광역시 서구 감천로 262||||||||고신신용협동조합 본점|(암남동)고신신협|||40303
동아대학교병원신용협동조합|본점|129.017271|35.120139|신용협동조합|051-2402218|부산광역시 서구 대신공원로 26||||||||동아대학교병원신용협동조합 본점|(동대신동3가)38-2|||40303
맥켄지신용협동조합|본점|129.05412|35.13549|신용협동조합|0516300347|부산광역시 동구 정공단로 27||||||||맥켄지신용협동조합 본점|(좌천동)본관 1층|||40303
부산은행신용협동조합|본점|129.065772|35.145472|신용협동조합|051 8162978|부산광역시 남구 문현금융로 30||||||||부산은행신용협동조합 본점|(문현동)부산은행 본점 11층|||40303
철도노조부산지부신용협동조합|본점|129.042021|35.115281|신용협동조합|0514664896|부산광역시 동구 중앙대로 206||||||||철도노조부산지부신용협동조합 본점|(초량동)철도노조부산지부신협|||40303
한진중공업신용협동조합|본점|129.052644|35.095258|신용협동조합|051-410-8543|부산광역시 영도구 태종로 233||||||||한진중공업신용협동조합 본점|(봉래동5가)내 한진중공업 신용협동조합|||40303
가나안신용협동조합|상일/지점|127.173098|37.547258|신용협동조합|02-426-1411|서울특별시 강동구 천호대로 1487||||||||가나안신용협동조합 상일/지점|(상일동)|||40303
가나안신용협동조합|고덕/지점|127.168974|37.557265|신용협동조합|02-481-6001|서울특별시 강동구 상일로15길 6||||||||가나안신용협동조합 고덕/지점|(고덕동)1층|||40303
가나안신용협동조합|강일/지점|127.173537|37.56586|신용협동조합|02-429-1411|서울특별시 강동구 아리수로93길 33||||||||가나안신용협동조합 강일/지점|(강일동)201호|||40303
가락신용협동조합|본점|127.114878|37.494266|신용협동조합|024075825|서울특별시 송파구 양재대로 932||||||||가락신용협동조합 본점|(가락동)|||40303
가락신용협동조합|송파/지점|127.106052|37.507021|신용협동조합|0234315115|서울특별시 송파구 송파대로 454||||||||가락신용협동조합 송파/지점|(송파동)|||40303
강남신용협동조합|본점|126.904287|37.483125|신용협동조합|02-863-0250|서울특별시 관악구 조원로4길 6||||||||강남신용협동조합 본점|(신림동)|||40303
강북신용협동조합|본점|127.059592|37.609828|신용협동조합|02-960-0015|서울특별시 성북구 돌곶이로 59||||||||강북신용협동조합 본점|(석관동)|||40303
강서신용협동조합|본점|126.83607|37.55015|신용협동조합|02-2664-2746|서울특별시 강서구 강서로 271||||||||강서신용협동조합 본점|(내발산동)2층 강서신협|||40303
경동신용협동조합|본점|127.038386|37.583173|신용협동조합|02-963-8488|서울특별시 동대문구 고산자로 487||||||||경동신용협동조합 본점|(제기동)경동신용협동조합|||40303
관악신용협동조합|본점|126.94664|37.483004|신용협동조합|02-886-7173|서울특별시 관악구 양녕로 12||||||||관악신용협동조합 본점|(봉천동)|||40303
광희신용협동조합|본점|127.01458|37.569439|신용협동조합|0222329426|서울특별시 중구 다산로 293||||||||광희신용협동조합 본점|(신당동)디오트쇼핑몰 533호|||40303
광희신용협동조합|신당/지점|127.012462|37.56943|신용협동조합|02-2234-9900|서울특별시 중구 다산로 150||||||||광희신용협동조합 신당/지점|(신당동)1층|||40303
구로신용협동조합|본점|126.887797|37.502808|신용협동조합|02-837-3301|서울특별시 구로구 공원로 71||||||||구로신용협동조합 본점|(구로동)|||40303
구로신용협동조합|구로/지점|126.884453|37.48991|신용협동조합|02-852-0071|서울특별시 구로구 구로동로 126||||||||구로신용협동조합 구로/지점|(구로동)|||40303
구로신용협동조합|오류/지점|126.882337|37.499624|신용협동조합|02-861-4767|서울특별시 구로구 오류로 20||||||||구로신용협동조합 오류/지점|(오류동)112호|||40303
금모래신용협동조합|본점|126.917253|37.570052|신용협동조합|023762036|서울특별시 서대문구 가재울미래로 11||||||||금모래신용협동조합 본점|(남가좌동) (남가좌동,금모래신용협동조합)|||40303
금모래신용협동조합|남가좌/지점|126.922988|37.5776|신용협동조합|02-374-8161|서울특별시 서대문구 증가로 132||||||||금모래신용협동조합 남가좌/지점|(남가좌동) (남가좌동)|||40303
금모래신용협동조합|북가좌/지점|126.913442|37.582266|신용협동조합|023022194|서울특별시 서대문구 응암로 108||||||||금모래신용협동조합 북가좌/지점|(북가좌동) (북가좌동)|||40303
금모래신용협동조합|성산/지점|126.917005|37.559911|신용협동조합|0231433995|서울특별시 마포구 월드컵북로 64||||||||금모래신용협동조합 성산/지점|(성산동) (성산동)|||40303
금천신용협동조합|본점|126.902946|37.471828|신용협동조합|028663450|서울특별시 금천구 독산로 281||||||||금천신용협동조합 본점|(독산동)금천신협|||40303
금천신용협동조합|시흥/지점|126.901812|37.449898|신용협동조합|02-808-1261|서울특별시 금천구 시흥대로 179||||||||금천신용협동조합 시흥/지점|(시흥동)1층 금천신협시흥지점|||40303
남서울신용협동조합|잠원/지점|127.008077|37.5076|신용협동조합|02-548-2200|서울특별시 서초구 신반포로 219||||||||남서울신용협동조합 잠원/지점|(잠원동)8동 2층|||40303
남서울신용협동조합|본점|127.068004|37.489359|신용협동조합|02-3412-2637|서울특별시 강남구 개포로 506||||||||남서울신용협동조합 본점|(개포동)청우빌딩 104,202호|||40303
남서울신용협동조합|논현/지점|127.040241|37.516715|신용협동조합|02-3412-2631|서울특별시 강남구 학동로 338||||||||남서울신용협동조합 논현/지점|(논현동,강남파라곤)S동 B112호|||40303
논골신용협동조합|본점|127.024533|37.555486|신용협동조합|02-2294-7203|서울특별시 성동구 금호로 140||||||||논골신용협동조합 본점|(금호동1가,)상가B동 106호 (금호1가동,e-편한세상금호)|||40303
당산신용협동조합|본점|126.897825|37.523715|신용협동조합|02-2633-6501|서울특별시 영등포구 양산로 134||||||||당산신용협동조합 본점|(당산동1가)당산신용협동조합|||40303
당산신용협동조합|영등포동8가/지점|126.903957|37.528474|신용협동조합|02-2636-6501|서울특별시 영등포구 영신로 238||||||||당산신용협동조합 영등포동8가/지점|(영등포동8가)1층 당산신용협동조합 영등포지점|||40303
대명신용협동조합|본점|127.040581|37.578688|신용협동조합|02-969-9001|서울특별시 동대문구 왕산로 154-1||||||||대명신용협동조합 본점|(용두동).|||40303
대방신용협동조합|본점|126.921177|37.505974|신용협동조합|02-842-8333|서울특별시 영등포구 여의대방로 215||||||||대방신용협동조합 본점|(신길동)1층|||40303
대방신용협동조합|신길/지점|126.916645|37.500288|신용협동조합|02-842-8334|서울특별시 영등포구 신풍로 93||||||||대방신용협동조합 신길/지점|(신길동)101호|||40303
대아신용협동조합|본점|126.97601|37.483303|신용협동조합|025983121|서울특별시 동작구 사당로 254||||||||대아신용협동조합 본점|(사당동)|||40303
대창신용협동조합|본점|126.899267|37.49479|신용협동조합|02-849-2121|서울특별시 영등포구 도림로 159||||||||대창신용협동조합 본점|(대림동)대창신협 본점|||40303
대창신용협동조합|대림/지점|126.904209|37.490288|신용협동조합|02-832-5116|서울특별시 영등포구 대림로 90||||||||대창신용협동조합 대림/지점|(대림동)대창신협 1동지점|||40303
대창신용협동조합|대림/지점|126.89831|37.500302|신용협동조합|02-835-6147|서울특별시 영등포구 가마산로 354||||||||대창신용협동조합 대림/지점|(대림동)대창신협 3동지점|||40303
도림신용협동조합|본점|126.910513|37.505693|신용협동조합|02-841-5011|서울특별시 영등포구 신길로 149||||||||도림신용협동조합 본점|(신길동)|||40303
도림신용협동조합|신길/지점|126.902088|37.506118|신용협동조합|02-849-1543|서울특별시 영등포구 도림로 320||||||||도림신용협동조합 신길/지점|(신길동)1층|||40303
도림신용협동조합|영등포/지점|126.905395|37.513785|신용협동조합|02-842-3366|서울특별시 영등포구 영신로19길 24||||||||도림신용협동조합 영등포/지점|(영등포동)도림신협|||40303
동서울신용협동조합|본점|127.128363|37.551705|신용협동조합|02-428-7191|서울특별시 강동구 올림픽로 796||||||||동서울신용협동조합 본점|(암사동)1층|||40303
동서울신용협동조합|천호/지점|127.130598|37.541429|신용협동조합|02-489-0051|서울특별시 강동구 구천면로 236||||||||동서울신용협동조합 천호/지점|(천호동)1층 천호지점|||40303
동서울신용협동조합|길동/지점|127.139967|37.538453|신용협동조합|02-471-3960|서울특별시 강동구 양재대로 1483||||||||동서울신용협동조합 길동/지점|(길동)1층 길동지점|||40303
동서울신용협동조합|잠실/지점|127.083238|37.509008|신용협동조합|02-419-1140|서울특별시 송파구 올림픽로12길 30||||||||동서울신용협동조합 잠실/지점|(잠실동)잠실지점|||40303
동작신용협동조합|본점|126.938376|37.504708|신용협동조합|02-826-6300|서울특별시 동작구 상도로 179||||||||동작신용협동조합 본점|(상도동)동작신용협동조합|||40303
동작신용협동조합|노량진/지점|126.938551|37.513626|신용협동조합|02-812-1300|서울특별시 동작구 노량진로12길 6||||||||동작신용협동조합 노량진/지점|(노량진동)동작신용협동조합 노량진점|||40303
동작신용협동조합|상도/지점|126.931844|37.500014|신용협동조합|02-822-1300|서울특별시 동작구 성대로2길 9||||||||동작신용협동조합 상도/지점|(상도동)신협|||40303
동작신용협동조합|여의도/지점|126.925474|37.523614|신용협동조합|02-782-1300|서울특별시 영등포구 국제금융로6길 33||||||||동작신용협동조합 여의도/지점|(여의도동)1층|||40303
동호신용협동조합|본점|127.024276|37.547812|신용협동조합|02-2291-0585|서울특별시 성동구 금호로3길 18||||||||동호신용협동조합 본점|(금호동4가)동호신협|||40303
동호신용협동조합|옥수/지점|127.014004|37.543325|신용협동조합|02-2297-2002|서울특별시 성동구 독서당로 208||||||||동호신용협동조합 옥수/지점|(옥수동)동호신협|||40303
든솔신용협동조합|본점|126.887824|37.484629|신용협동조합|02-859-3444|서울특별시 구로구 디지털로27길 113||||||||든솔신용협동조합 본점|(가리봉동) (가리봉동)|||40303
든솔신용협동조합|봉천/지점|126.955935|37.4848|신용협동조합|02-861-3444|서울특별시 관악구 관악로 228||||||||든솔신용협동조합 봉천/지점|(봉천동)봉천동 34-6|||40303
등촌신용협동조합|본점|126.865175|37.546727|신용협동조합|02--2643-6631|서울특별시 양천구 공항대로 550||||||||등촌신용협동조합 본점|(목동)|||40303
마포신용협동조합|본점|126.956412|37.548384|신용협동조합|02-719-4964|서울특별시 마포구 마포대로14길 16-1||||||||마포신용협동조합 본점|(공덕동)|||40303
마포신용협동조합|남영/지점|126.973228|37.545102|신용협동조합|02-793-7850|서울특별시 용산구 두텁바위로 10-1||||||||마포신용협동조합 남영/지점|(남영동)|||40303
면곡신용협동조합|본점|127.088604|37.584034|신용협동조합|02-432-4295|서울특별시 중랑구 면목로 360||||||||면곡신용협동조합 본점|(면목동)면곡신협|||40303
묵동신용협동조합|본점|127.079307|37.60407|신용협동조합|02-978-8621|서울특별시 중랑구 동일로 824||||||||묵동신용협동조합 본점|(중화동) (중화동284-1)|||40303
묵동신용협동조합|묵동/지점|127.076411|37.6108|신용협동조합|02-978-8621|서울특별시 중랑구 동일로159길 20||||||||묵동신용협동조합 묵동/지점|(묵동) (묵동천주교회내)|||40303
북서울신용협동조합|본점|127.043286|37.669501|신용협동조합|02-954-9467|서울특별시 도봉구 도봉로 727-1||||||||북서울신용협동조합 본점|(방학동) (방학동)|||40303
삼양신용협동조합|본점|127.027306|37.639256|신용협동조합|02-905-2275|서울특별시 강북구 도봉로 358||||||||삼양신용협동조합 본점|(번동)코스타타워 101호|||40303
삼양신용협동조합|미아/지점|127.023438|37.625721|신용협동조합|02-983-2275|서울특별시 강북구 솔매로 101||||||||삼양신용협동조합 미아/지점|(미아동)우리빌딩|||40303
상봉신용협동조합|본점|127.08746|37.595555|신용협동조합|02-435-3447|서울특별시 중랑구 면목로92길 31||||||||상봉신용협동조합 본점|(상봉동)|||40303
상봉신용협동조합|망우/지점|127.098215|37.597603|신용협동조합|02-435-4441|서울특별시 중랑구 용마산로 503||||||||상봉신용협동조합 망우/지점|(망우동)1층|||40303
새서울신용협동조합|본점|127.04227|37.603022|신용협동조합|02-914-0344|서울특별시 성북구 오패산로 98||||||||새서울신용협동조합 본점|(하월곡동)1층 101호|||40303
새서울신용협동조합|하월곡/지점|127.0356|37.611065|신용협동조합|02-914-0244|서울특별시 성북구 화랑로 95||||||||새서울신용협동조합 하월곡/지점|(하월곡동)|||40303
서대문신용협동조합|본점|126.946776|37.568321|신용협동조합|02-365-0737|서울특별시 서대문구 성산로 567||||||||서대문신용협동조합 본점|(대신동)서대문신협 (대신동 124-19)|||40303
서서울신용협동조합|본점|126.855699|37.490577|신용협동조합|02-2689-4028|서울특별시 구로구 개봉로 55||||||||서서울신용협동조합 본점|(개봉동) (개봉동)|||40303
서울남부신용협동조합|본점|126.901975|37.466575|신용협동조합|02-869-5454|서울특별시 금천구 독산로70길 3||||||||서울남부신용협동조합 본점|(독산동)|||40303
서울서부신용협동조합|본점|126.840376|37.521393|신용협동조합|02-2691-8881|서울특별시 양천구 오목로 22||||||||서울서부신용협동조합 본점|(신월동)1층 서울서부신협|||40303
성동신용협동조합|본점|127.031431|37.563229|신용협동조합|02-2292-2284|서울특별시 성동구 왕십리로 345-1||||||||성동신용협동조합 본점|(하왕십리동)|||40303
성락신용협동조합|본점|126.882109|37.509632|신용협동조합|02-2633-0653|서울특별시 구로구 신도림로 65||||||||성락신용협동조합 본점|(신도림동)1층|||40303
성북신용협동조합|본점|127.018609|37.602235|신용협동조합|02-913-3422|서울특별시 성북구 정릉로36길 3||||||||성북신용협동조합 본점|(정릉동) (16-179)|||40303
소공신용협동조합|본점|126.976892|37.562688|신용협동조합|02-755-0474|서울특별시 중구 세종대로 74||||||||소공신용협동조합 본점|(태평로2가)1층 소공신협|||40303
송파동부신용협동조합|본점|127.148384|37.499356|신용협동조합|02-400-1053|서울특별시 송파구 거마로 63||||||||송파동부신용협동조합 본점|(마천동)1층|||40303
송파신용협동조합|본점|127.114998|37.501139|신용협동조합|02-2203-4828|서울특별시 송파구 송이로 23||||||||송파신용협동조합 본점|(송파동,효재빌딩)송파신용협동조합|||40303
신길신용협동조합|본점|126.916931|37.511532|신용협동조합|028311051|서울특별시 영등포구 도신로60길 4||||||||신길신용협동조합 본점|(신길동)신길신용협동조합,신길동|||40303
신림신용협동조합|본점|126.932095|37.479222|신용협동조합|02-885-4625|서울특별시 관악구 신림로 272||||||||신림신용협동조합 본점|(신림동)|||40303
신목신용협동조합|본점|126.86163|37.526217|신용협동조합|02-2605-8176|서울특별시 양천구 오목로 217||||||||신목신용협동조합 본점|(신정동)신협빌딩 1층|||40303
신목신용협동조합|목동/지점|126.876364|37.522585|신용협동조합|02-2645-8176|서울특별시 양천구 목동동로12길 45||||||||신목신용협동조합 목동/지점|(목동,목동삼익아파트)101호|||40303
신정신용협동조합|본점|126.85303|37.518989|신용협동조합|02-2603-5643|서울특별시 양천구 중앙로 259||||||||신정신용협동조합 본점|(신정동)|||40303
양천신용협동조합|본점|126.841914|37.523576|신용협동조합|02-2695-5222|서울특별시 양천구 월정로 39||||||||양천신용협동조합 본점|(신월동)|||40303
연희신용협동조합|본점|126.929846|37.563623|신용협동조합|02-323-2636|서울특별시 서대문구 연희로 64-22||||||||연희신용협동조합 본점|(연희동)|||40303
연희신용협동조합|홍제/지점|126.943771|37.590407|신용협동조합|02-394-2636|서울특별시 서대문구 통일로40길 17||||||||연희신용협동조합 홍제/지점|(홍제동)|||40303
오류신용협동조합|본점|126.844456|37.49703|신용협동조합|02-2612-3200|서울특별시 구로구 경인로25길 12||||||||오류신용협동조합 본점|(오류동)신협B/D 1층|||40303
은평신용협동조합|본점|126.901568|37.57865|신용협동조합|0231573211|서울특별시 은평구 수색로 190||||||||은평신용협동조합 본점|(증산동)2층|||40303
은평신용협동조합|구산/지점|126.916134|37.611544|신용협동조합|0231570791|서울특별시 은평구 서오릉로 149||||||||은평신용협동조합 구산/지점|(구산동)1층|||40303
은평신용협동조합|역촌/지점|126.918588|37.600427|신용협동조합|0231572312|서울특별시 은평구 진흥로 27||||||||은평신용협동조합 역촌/지점|(역촌동,하늘애아파트)1층|||40303
은평신용협동조합|갈현/지점|37.619186|126.918123|신용협동조합|02-387-8205|서울특별시 은평구 연서로29길 19||||||||은평신용협동조합 갈현/지점|(갈현동)1층|||40303
은평제일신용협동조합|본점|126.931172|37.609677|신용협동조합|02-358-8911|서울특별시 은평구 불광로 55||||||||은평제일신용협동조합 본점|(불광동)2층|||40303
은평제일신용협동조합|불광/지점|126.924955|37.620363|신용협동조합|02-355-7979|서울특별시 은평구 연서로32길 3||||||||은평제일신용협동조합 불광/지점|(불광동)1층 (불광동,정원빌딩)|||40303
은평제일신용협동조합|진관/지점|126.917409|37.642561|신용협동조합|02-388-8914|서울특별시 은평구 진관3로 15-35||||||||은평제일신용협동조합 진관/지점|(진관동,은평뉴타운 구파발)은평뉴타운10단지상가 1001동 102호|||40303
이문신용협동조합|본점|127.059591|37.592811|신용협동조합|02-966-2314|서울특별시 동대문구 이문로12길 3-9||||||||이문신용협동조합 본점|(이문동)이문신협|||40303
장위신용협동조합|본점|127.043518|37.613968|신용협동조합|02-913-6800|서울특별시 성북구 장위로 60||||||||장위신용협동조합 본점|(장위동)|||40303
정락신용협동조합|본점|127.123911|37.489191|신용협동조합|02-3401-3401|서울특별시 송파구 동남로4길 10||||||||정락신용협동조합 본점|(문정동)1층 정락신협|||40303
정릉신용협동조합|본점|127.008521|37.608761|신용협동조합|02-911-8661|서울특별시 성북구 보국문로11길 28||||||||정릉신용협동조합 본점|(정릉동)|||40303
종로신용협동조합|본점|127.000878|37.572929|신용협동조합|02-765-4456|서울특별시 종로구 대학로 19||||||||종로신용협동조합 본점|(연지동)종로신협|||40303
중랑신용협동조합|본점|127.088662|37.58597|신용협동조합|02-496-6036|서울특별시 중랑구 면목로 380||||||||중랑신용협동조합 본점|(면목동)|||40303
중랑신용협동조합|망우/지점|127.09309|37.597253|신용협동조합|02-492-3722|서울특별시 중랑구 용마산로115길 127||||||||중랑신용협동조합 망우/지점|(망우동,한일써너스빌리젠시1단지)101동1103호|||40303
중앙신용협동조합|본점|126.9461|37.5553|신용협동조합|02-715-7565|서울특별시 마포구 대흥로 182||||||||중앙신용협동조합 본점|(대흥동)|||40303
중앙신용협동조합|노고산/지점|126.933735|37.55607|신용협동조합|0231417272|서울특별시 마포구 신촌로 70||||||||중앙신용협동조합 노고산/지점|(노고산동)|||40303
청량리신용협동조합|본점|127.04371|37.583982|신용협동조합|02-962-3604|서울특별시 동대문구 홍릉로 41-1||||||||청량리신용협동조합 본점|(청량리동)|||40303
태릉신용협동조합|중화/지점|127.075982|37.595823|신용협동조합|02-495-2945|서울특별시 중랑구 중랑역로 17||||||||태릉신용협동조합 중화/지점|(중화동)2층 태릉신협|||40303
태릉신용협동조합|본점|127.073839|37.623717|신용협동조합|02-975-6677|서울특별시 노원구 동일로 1048||||||||태릉신용협동조합 본점|(공릉동)태릉신협|||40303
화곡신용협동조합|본점|126.842845|37.539299|신용협동조합|02-2065-2151|서울특별시 강서구 강서로26길 10||||||||화곡신용협동조합 본점|(화곡동)|||40303
가톨릭명동신용협동조합|본점|126.987316|37.564506|신용협동조합|02-776-0011|서울특별시 중구 명동길 80||||||||가톨릭명동신용협동조합 본점|(명동2가)105호|||40303
나사렛형제들신용협동조합|본점|126.972188|37.566229|신용협동조합|02 7554394|서울특별시 중구 정동길 33||||||||나사렛형제들신용협동조합 본점|(정동)206호|||40303
능인신용협동조합|본점|127.052459|37.471746|신용협동조합|02-577-5812|서울특별시 강남구 양재대로 340||||||||능인신용협동조합 본점|(개포동)능인신용협동조합|||40303
도림교회신용협동조합|본점|126.897116|37.509874|신용협동조합|02-848-0987|서울특별시 영등포구 도영로 37||||||||도림교회신용협동조합 본점|(도림동)|||40303
무학교회신용협동조합|본점|127.032294|37.559114|신용협동조합|02-2297-6636|서울특별시 성동구 행당로 123||||||||무학교회신용협동조합 본점|(행당동)무학교회1층|||40303
베다니교회신용협동조합|본점|126.893171|37.489117|신용협동조합|02-856-0180|서울특별시 구로구 도림로20길 11||||||||베다니교회신용협동조합 본점|(구로동)베다니교회신협|||40303
서울약사신용협동조합|본점|126.95916|37.479493|신용협동조합|02-874-8288|서울특별시 관악구 남부순환로 1889||||||||서울약사신용협동조합 본점|(봉천동)서울약사신용협동조합|||40303
서울영암교회신용협동조합|본점|127.02344|37.582241|신용협동조합|029286855|서울특별시 성북구 안암로7길 66||||||||서울영암교회신용협동조합 본점|(안암동3가)107호|||40303
서울치과의사신용협동조합|본점|126.916058|37.548735|신용협동조합|027871600|서울특별시 마포구 독막로 23||||||||서울치과의사신용협동조합 본점|(합정동)서울치과의사신협|||40303
세한신용협동조합|본점|127.105336|37.515609|신용협동조합|02 4148921|서울특별시 송파구 올림픽로 319||||||||세한신용협동조합 본점|(신천동)4층 세한신협|||40303
아현천주교회신용협동조합|본점|126.957167|37.558603|신용협동조합|023122897|서울특별시 서대문구 북아현로4나길 19-4||||||||아현천주교회신용협동조합 본점|(북아현동)|||40303
연동신용협동조합|본점|127.001686|37.573557|신용협동조합|02--762-1907|서울특별시 종로구 김상옥로 37||||||||연동신용협동조합 본점|(연지동)|||40303
응암동천주교회신용협동조합|본점|126.919714|37.588649|신용협동조합|023722474|서울특별시 은평구 가좌로 200||||||||응암동천주교회신용협동조합 본점|(응암동)천주교응암동성당|||40303
한평신용협동조합|본점|126.971807|37.532739|신용협동조합|02-797-9212|서울특별시 용산구 한강대로 156||||||||한평신용협동조합 본점|(한강로2가)|||40303
한평신용협동조합|삼성/지점|127.050967|37.516566|신용협동조합|02-514-4785|서울특별시 강남구 삼성로 635||||||||한평신용협동조합 삼성/지점|(삼성동)|||40303
회현상가신용협동조합|본점|126.981641|37.56074|신용협동조합|02-776-9538|서울특별시 중구 소공로 지하58||||||||회현상가신용협동조합 본점|(충무로1가)회현쇼핑센터 나-33호|||40303
(주)오리온신용협동조합|본점|126.970049|37.536134|신용협동조합|02-710-6218|서울특별시 용산구 백범로90다길 13||||||||(주)오리온신용협동조합 본점|(문배동)|||40303
가톨릭중앙의료원신용협동조합|본점|127.005256|37.499753|신용협동조합|02-2258-5909|서울특별시 서초구 반포대로 222||||||||가톨릭중앙의료원신용협동조합 본점|(반포동)서울성모병원 지하1층|||40303
강남세브란스신용협동조합|본점|127.046601|37.492653|신용협동조합|02-2019-2980|서울특별시 강남구 언주로 211||||||||강남세브란스신용협동조합 본점|(도곡동) (12시~13시 업무중지)|||40303
국방신용협동조합|본점|126.977586|37.533667|신용협동조합|02-749-1763|서울특별시 용산구 이태원로 22||||||||국방신용협동조합 본점|(용산동3가)국방컨벤션 4층 412호|||40303
김포교통신용협동조합|본점|126.814505|37.580434|신용협동조합|02-2664-5053|서울특별시 강서구 금낭화로 170||||||||김포교통신용협동조합 본점|(방화동)|||40303
농협중앙회신용협동조합|본점|126.968453|37.566414|신용협동조합|02-2080-6982|서울특별시 중구 새문안로 16||||||||농협중앙회신용협동조합 본점|(충정로1가)본관 B2층|||40303
대한항공신용협동조합|본점|126.786533|37.546143|신용협동조합|02-2656-6685|서울특별시 강서구 하늘길 260||||||||대한항공신용협동조합 본점|(공항동)|||40303
두산신용협동조합|본점|126.998552|37.57107|신용협동조합|02-766-8926|서울특별시 종로구 종로 187||||||||두산신용협동조합 본점|(종로4가)매헌빌딩 5층|||40303
롯데칠성음료신용협동조합|본점|127.023457|37.495686|신용협동조합|02--3474-9549|서울특별시 서초구 서초대로70길 15||||||||롯데칠성음료신용협동조합 본점|(서초동)신협|||40303
