##NAME|SUBNAME|X|Y|MAPPERS_TYPE|TELNUM|NEWADDR|ADDR|FEAT1|FEAT2|AREA|DATE|ALTNAME|ETCNAME|ORGNAME|ETCADDR|PNUCODE|RD_JIBUN|MAPPERS_CD@@IBK기업은행
IBK기업은행|구로디지털지점|||IBK기업은행|02-867-0341∼5|서울특별시 구로구 디지털로31길 19||||||||IBK기업은행 구로디지털지점|에이스테크노타워 2차 1층|||40109
IBK기업은행|구로디지털중앙지점|||IBK기업은행|02-2621-2444|서울특별시 구로구 디지털로 242||||||||IBK기업은행 구로디지털중앙지점|구로한화비즈메트로1차 1F)|||40109
IBK기업은행|구로사랑지점|||IBK기업은행|02-838-9901-9903|서울특별시 구로구 구로중앙로 60||||||||IBK기업은행 구로사랑지점||||40109
IBK기업은행|구로삼성IT지점|||IBK기업은행|02-2028-2171|서울특별시 구로구 디지털로33길 27||||||||IBK기업은행 구로삼성IT지점||||40109
IBK기업은행|구로유통단지지점|||IBK기업은행|02-2672-7913~5|서울특별시 구로구 경인로53길 8||||||||IBK기업은행 구로유통단지지점||||40109
IBK기업은행|구로중앙지점|||IBK기업은행|02-2631-5325~7|서울특별시 구로구 구로중앙로 215||||||||IBK기업은행 구로중앙지점||||40109
IBK기업은행|구의동지점|||IBK기업은행|02-3436-2106~7|서울특별시 광진구 광나루로 520||||||||IBK기업은행 구의동지점||||40109
IBK기업은행|길동지점|||IBK기업은행|02-484-2351∼5|서울특별시 강동구 천호대로 1139||||||||IBK기업은행 길동지점||||40109
IBK기업은행|낙성대지점|||IBK기업은행|02-888-3221∼6|서울 관악구 남부순환로 1962||||||||IBK기업은행 낙성대지점|(봉천동)|||40109
IBK기업은행|남가좌동지점|||IBK기업은행|02-304-9551∼4|서울특별시 서대문구 가좌로 143||||||||IBK기업은행 남가좌동지점||||40109
IBK기업은행|남구로지점|||IBK기업은행|02-858-1811∼5|서울특별시 구로구 구로동로 126-2||||||||IBK기업은행 남구로지점||||40109
IBK기업은행|남대문지점|||IBK기업은행|02-777-7061∼5|서울특별시 중구 세종대로 17||||||||IBK기업은행 남대문지점|YTN타워 1층|||40109
IBK기업은행|남대문시장지점|||IBK기업은행|02-755-8231∼7|서울특별시 중구 남대문로 12||||||||IBK기업은행 남대문시장지점||||40109
IBK기업은행|노량진지점|||IBK기업은행|02-812-6931∼5|서울특별시 동작구 장승배기로 128||||||||IBK기업은행 노량진지점||||40109
IBK기업은행|노원역지점|||IBK기업은행|02-939-3811∼5|서울특별시 노원구 노해로 489||||||||IBK기업은행 노원역지점||||40109
IBK기업은행|논현역지점|||IBK기업은행|02-548-4156∼9|서울특별시 강남구 학동로 110||||||||IBK기업은행 논현역지점||||40109
IBK기업은행|답십리지점|||IBK기업은행|02-2212-9715∼20|서울특별시 동대문구 천호대로 233||||||||IBK기업은행 답십리지점||||40109
IBK기업은행|당고개역지점|||IBK기업은행|02-932-7111∼2|서울특별시 노원구 덕릉로126길 4||||||||IBK기업은행 당고개역지점||||40109
IBK기업은행|당산동지점|||IBK기업은행|02-2632-4831∼2,-4835~7|서울특별시 영등포구 영신로 220||||||||IBK기업은행 당산동지점||||40109
IBK기업은행|당산역지점|||IBK기업은행|02-2632-0361∼5|서울특별시 영등포구 양평로 48||||||||IBK기업은행 당산역지점||||40109
IBK기업은행|대림동지점|||IBK기업은행|02-849-0703|서울특별시 영등포구 대림로 195||||||||IBK기업은행 대림동지점||||40109
IBK기업은행|대치역지점|||IBK기업은행|02-563-6452∼5|서울특별시 강남구 남부순환로 2936||||||||IBK기업은행 대치역지점|윈플러스상가 1층|||40109
IBK기업은행|대학로지점|||IBK기업은행|02-744-0375~6|서울 종로구 동숭길 101||||||||IBK기업은행 대학로지점|(동숭동) 현대엘리베이터 (주)|||40109
IBK기업은행|도곡팰리스지점|||IBK기업은행|02-2057-9831~2|서울특별시 강남구 언주로 122||||||||IBK기업은행 도곡팰리스지점|우성캐릭터빌 1층|||40109
IBK기업은행|독립문지점|||IBK기업은행|02-739-4925∼8|서울특별시 종로구 통일로 246-10||||||||IBK기업은행 독립문지점||||40109
IBK기업은행|독산동지점|||IBK기업은행|02-867-9981∼8|서울 금천구 시흥대로 376||||||||IBK기업은행 독산동지점|(독산동)|||40109
IBK기업은행|독산역지점|||IBK기업은행|02-2027-2851~5|서울특별시 금천구 가산디지털1로 2우림라이온스밸리2차 101호 ||||||||IBK기업은행 독산역지점||||40109
IBK기업은행|독산중앙지점|||IBK기업은행|02-853-5011∼6|서울특별시 금천구 가산로 78||||||||IBK기업은행 독산중앙지점||||40109
IBK기업은행|돈암동지점|||IBK기업은행|02-924-3101|서울 성북구 아리랑로 3||||||||IBK기업은행 돈암동지점|(동소문동6가)|||40109
IBK기업은행|동대문지점|||IBK기업은행|02-745-8751∼7|서울특별시 종로구 종로 189||||||||IBK기업은행 동대문지점||||40109
IBK기업은행|동부이촌동WM센터|||IBK기업은행|02-792-6720~4|서울특별시 용산구 이촌로 182||||||||IBK기업은행 동부이촌동WM센터||||40109
IBK기업은행|동여의도지점|||IBK기업은행|02-3775-5101|서울 영등포구 국제금융로 52||||||||IBK기업은행 동여의도지점||||40109
IBK기업은행|둔촌동지점|||IBK기업은행|02-482-7502|서울특별시 강동구 양재대로 1317||||||||IBK기업은행 둔촌동지점||||40109
IBK기업은행|등촌역지점|||IBK기업은행|02-2644-7011~7|서울특별시 양천구 공항대로 556||||||||IBK기업은행 등촌역지점||||40109
IBK기업은행|뚝섬역지점|||IBK기업은행|02-2205-2052~3|서울특별시 성동구 성수일로 55||||||||IBK기업은행 뚝섬역지점||||40109
IBK기업은행|마곡발산역지점|||IBK기업은행|02-2630-0801|서울 강서구 공항대로 261||||||||IBK기업은행 마곡발산역지점|2층 (마곡동,발산파크프라자)|||40109
IBK기업은행|마곡신방화역지점|||IBK기업은행|02-2661-3981∼7|서울 강서구 방화대로 294||||||||IBK기업은행 마곡신방화역지점|(w타워)|||40109
IBK기업은행|마들역지점|||IBK기업은행|02-934-7871∼4|서울특별시 노원구 동일로 1527||||||||IBK기업은행 마들역지점||||40109
IBK기업은행|마장동지점|||IBK기업은행|02-2298-6714∼6|서울특별시 성동구 마장로 309||||||||IBK기업은행 마장동지점||||40109
IBK기업은행|마포지점|||IBK기업은행|02-712-0081∼5|서울특별시 마포구 마포대로 114||||||||IBK기업은행 마포지점||||40109
IBK기업은행|마포역지점|||IBK기업은행|02-719-7501∼4|서울시 마포구 마포대로 20||||||||IBK기업은행 마포역지점|1층 (마포동)|||40109
IBK기업은행|마포중앙지점|||IBK기업은행|02-717-7903,7994|서울특별시 마포구 마포대로 53||||||||IBK기업은행 마포중앙지점|트라펠리스|||40109
IBK기업은행|면목동지점|||IBK기업은행|02-434-7044∼7|서울특별시 중랑구 겸재로 154||||||||IBK기업은행 면목동지점||||40109
IBK기업은행|명동역지점|||IBK기업은행|02-775-4701∼5|서울 중구 퇴계로 109||||||||IBK기업은행 명동역지점||||40109
IBK기업은행|목동WM센터|||IBK기업은행|02-2061-4590-4|서울특별시 양천구 목동동로 401||||||||IBK기업은행 목동WM센터||||40109
IBK기업은행|목동사거리지점|||IBK기업은행|02-2653-3023~7|서울특별시 강서구 등촌로 29||||||||IBK기업은행 목동사거리지점||||40109
IBK기업은행|목동쉐르빌지점|||IBK기업은행|02-2655-2070|서울특별시 양천구 목동동로 189||||||||IBK기업은행 목동쉐르빌지점|(신정동,목동쉐르빌아파트)|||40109
IBK기업은행|무교지점|||IBK기업은행|02-777-1181∼7|서울특별시 중구 무교로 20||||||||IBK기업은행 무교지점||||40109
IBK기업은행|무역센터|||IBK기업은행|02-539-2541∼5|서울특별시 강남구 테헤란로 501||||||||IBK기업은행 무역센터|경암빌딩 1층|||40109
IBK기업은행|문래동지점|||IBK기업은행|02-2675-8761∼6|서울 영등포구 도림로128길 2||||||||IBK기업은행 문래동지점|(문래동3가)|||40109
IBK기업은행|문래중앙지점|||IBK기업은행|02-2671-0350∼2|서울특별시 영등포구 선유로 49||||||||IBK기업은행 문래중앙지점||||40109
IBK기업은행|문래하이테크지점|||IBK기업은행|02-3667-3472~6|서울특별시 영등포구 경인로 775||||||||IBK기업은행 문래하이테크지점|에이스하이테크시티 2층|||40109
IBK기업은행|문정법조타운지점|||IBK기업은행|02-3400-6100|서울 송파구 법원로11길 7||||||||IBK기업은행 문정법조타운지점|문정현대지식사업센터1-2|||40109
IBK기업은행|미아동지점|||IBK기업은행|02-981-9153∼8|서울 강북구 도봉로 45||||||||IBK기업은행 미아동지점|(미아동)|||40109
IBK기업은행|반포지점|||IBK기업은행|02-591-0152∼4|서울 서초구 반포대로 304||||||||IBK기업은행 반포지점||||40109
IBK기업은행|반포자이WM센터|||IBK기업은행|02-3482-9831|서울특별시 서초구 잠원로 24||||||||IBK기업은행 반포자이WM센터||||40109
IBK기업은행|방배동지점|||IBK기업은행|02-582-8158~9|서울특별시 서초구 효령로 34길 4||||||||IBK기업은행 방배동지점||||40109
IBK기업은행|방배중앙지점|||IBK기업은행|02-3482-4136~8|서울특별시 서초구 방배로 ||||||||IBK기업은행 방배중앙지점||||40109
IBK기업은행|방이역지점|||IBK기업은행|02-404-4105~6|서울특별시 송파구 마천로5길 4||||||||IBK기업은행 방이역지점||||40109
IBK기업은행|방학동지점|||IBK기업은행|02-3492-4811∼6|서울특별시 도봉구 도봉로 683||||||||IBK기업은행 방학동지점||||40109
IBK기업은행|보라매지점|||IBK기업은행|02-842-0052~3,56~57,67~|서울특별시 동작구 보라매로5가길 24||||||||IBK기업은행 보라매지점|보라매나산스위트 1층|||40109
IBK기업은행|본부기업금융센터|||IBK기업은행|02-729-6114,1588-2588|서울 중구 을지로 79||||||||IBK기업은행 본부기업금융센터|(을지로2가)|||40109
IBK기업은행|북가좌동지점|||IBK기업은행|02-302-7484~6|서울특별시 서대문구 응암로 107||||||||IBK기업은행 북가좌동지점||||40109
IBK기업은행|북아현동지점|||IBK기업은행|02-313-3923~5|서울특별시 서대문구 북아현로 22||||||||IBK기업은행 북아현동지점||||40109
IBK기업은행|불광역지점|||IBK기업은행|02-388-0541∼7|서울특별시 은평구 통일로 725||||||||IBK기업은행 불광역지점||||40109
IBK기업은행|사당역지점|||IBK기업은행|02-582-3131∼3|서울특별시 동작구 동작대로 27||||||||IBK기업은행 사당역지점||||40109
IBK기업은행|삼성동지점|||IBK기업은행|02-548-3701∼5|서울특별시 강남구 봉은사로 303||||||||IBK기업은행 삼성동지점||||40109
IBK기업은행|삼성역지점|||IBK기업은행|02-561-1801∼6|서울특별시 강남구 테헤란로 625||||||||IBK기업은행 삼성역지점|덕명빌딩 1층|||40109
IBK기업은행|삼양동지점|||IBK기업은행|02-989-0156∼9|서울 강북구 솔샘로 253||||||||IBK기업은행 삼양동지점|(미아동)|||40109
IBK기업은행|삼전동지점|||IBK기업은행|02-414-8231∼4|서울 송파구 백제고분로 232||||||||IBK기업은행 삼전동지점|(삼전동)|||40109
IBK기업은행|상계역지점|||IBK기업은행|02-936-0088|서울특별시 노원구 덕릉로 690||||||||IBK기업은행 상계역지점||||40109
IBK기업은행|상암동지점|||IBK기업은행|02-375-8073-7|서울특별시 마포구 성암로 189||||||||IBK기업은행 상암동지점|중소기업DMC타워 201호|||40109
IBK기업은행|서교동지점|||IBK기업은행|02-335-5661∼5|서울특별시 마포구 월드컵로 59||||||||IBK기업은행 서교동지점||||40109
IBK기업은행|서소문지점|||IBK기업은행|02-756-9201∼9|서울특별시 중구 서소문로 120||||||||IBK기업은행 서소문지점|ENA센터 (서소문동)|||40109
IBK기업은행|서여의도지점|||IBK기업은행|02-785-2906∼9|서울특별시 영등포구 은행로 30||||||||IBK기업은행 서여의도지점||||40109
IBK기업은행|서울대역지점|||IBK기업은행|02-875-9941∼6|서울특별시 관악구 남부순환로 1794||||||||IBK기업은행 서울대역지점||||40109
IBK기업은행|서초3동지점|||IBK기업은행|02-598-3411∼3|서울특별시 서초구 효령로 210||||||||IBK기업은행 서초3동지점||||40109
IBK기업은행|서초남지점|||IBK기업은행|02-585-0141∼5|서울특별시 서초구 서초중앙로 63||||||||IBK기업은행 서초남지점||||40109
IBK기업은행|서초동지점|||IBK기업은행|02-549-9145∼7|서울특별시 서초구 사평대로 369||||||||IBK기업은행 서초동지점||||40109
IBK기업은행|서초중앙지점|||IBK기업은행|02-591-2615~8|서울특별시 서초구 효령로 321||||||||IBK기업은행 서초중앙지점||||40109
IBK기업은행|석수역지점|||IBK기업은행|02-808-0273∼7|서울 금천구 시흥대로 46||||||||IBK기업은행 석수역지점|(시흥동)|||40109
IBK기업은행|선릉역지점|||IBK기업은행|02-566-9177∼9|서울 강남구 테헤란로 328||||||||IBK기업은행 선릉역지점|(역삼동)|||40109
IBK기업은행|성수2가지점|||IBK기업은행|02-467-1753∼7|서울특별시 성동구 동일로 81||||||||IBK기업은행 성수2가지점||||40109
IBK기업은행|성수동지점|||IBK기업은행|02-499-8001∼5|서울특별시 성동구 연무장7길 16||||||||IBK기업은행 성수동지점||||40109
IBK기업은행|성수동기업금융지점|||IBK기업은행|02-2094-7421|서울시 성동구 연무장7길 16||||||||IBK기업은행 성수동기업금융지점||||40109
IBK기업은행|성수희망지점|||IBK기업은행|02-464-8711∼5|서울 성동구 아차산로 153||||||||IBK기업은행 성수희망지점||||40109
IBK기업은행|송파지점|||IBK기업은행|02-419-3077∼9|서울특별시 송파구 송파대로 422||||||||IBK기업은행 송파지점||||40109
IBK기업은행|수색지점|||IBK기업은행|02-303-0771∼4|서울특별시 은평구 수색로 256||||||||IBK기업은행 수색지점||||40109
IBK기업은행|수유동지점|||IBK기업은행|02-993-9161∼5|서울 강북구 삼양로 511||||||||IBK기업은행 수유동지점|(기업은행)|||40109
IBK기업은행|수유역지점|||IBK기업은행|02-902-4841∼3|서울특별시 강북구 도봉로 325||||||||IBK기업은행 수유역지점||||40109
IBK기업은행|순천향대학교서울병원(出)지점|||IBK기업은행|02-796-9902~5|서울 용산구 대사관로 59||||||||IBK기업은행 순천향대학교서울병원(出)지점|(순천향대학병원)|||40109
IBK기업은행|시흥동지점|||IBK기업은행|02-802-1401∼4|서울특별시 금천구 시흥대로 236||||||||IBK기업은행 시흥동지점|와이즈플레이스 2층|||40109
IBK기업은행|시흥유통센터|||IBK기업은행|02-808-2050∼1|서울특별시 금천구 시흥대로 97||||||||IBK기업은행 시흥유통센터||||40109
IBK기업은행|신길동지점|||IBK기업은행|02-833-7711∼5|서울특별시 영등포구 도신로60길 1||||||||IBK기업은행 신길동지점||||40109
IBK기업은행|신당역지점|||IBK기업은행|02-2234-6105∼9|서울특별시 중구 퇴계로 439||||||||IBK기업은행 신당역지점||||40109
IBK기업은행|신대방역지점|||IBK기업은행|02-864-7901∼3|서울특별시 관악구 조원로 128||||||||IBK기업은행 신대방역지점||||40109
IBK기업은행|신림동지점|||IBK기업은행|02-852-7781∼7|서울특별시 관악구 남부순환로 1440||||||||IBK기업은행 신림동지점||||40109
IBK기업은행|신림역지점|||IBK기업은행|02-885-2202∼6|서울특별시 관악구 신림로59길 23||||||||IBK기업은행 신림역지점||||40109
IBK기업은행|신사동지점|||IBK기업은행|02-511-5804,5910|서울특별시 강남구 도산대로 139||||||||IBK기업은행 신사동지점|J- Tower 1층|||40109
IBK기업은행|신설동지점|||IBK기업은행|02-926-0321∼5|서울특별시 동대문구 왕산로 6||||||||IBK기업은행 신설동지점||||40109
IBK기업은행|신수동지점|||IBK기업은행|02-323-1034~5|서울 마포구 서강로 105||||||||IBK기업은행 신수동지점|(화일빌딩)|||40109
IBK기업은행|신정동지점|||IBK기업은행|02-2607-7102~7|서울특별시 양천구 신월로 291||||||||IBK기업은행 신정동지점||||40109
IBK기업은행|신촌지점|||IBK기업은행|02-333-6373∼8|서울특별시 서대문구 신촌로 67||||||||IBK기업은행 신촌지점||||40109
IBK기업은행|쌍문역지점|||IBK기업은행|02-993-5131~3|서울특별시 도봉구 도봉로 476||||||||IBK기업은행 쌍문역지점||||40109
IBK기업은행|안암동지점|||IBK기업은행|02-928-0851∼4|서울특별시 성북구 안암로 119||||||||IBK기업은행 안암동지점||||40109
IBK기업은행|암사역지점|||IBK기업은행|02-429-6883,2764-5|서울특별시 강동구 올림픽로 774||||||||IBK기업은행 암사역지점||||40109
IBK기업은행|압구정동지점|||IBK기업은행|02-547-0411∼5|서울특별시 강남구 논현로 868||||||||IBK기업은행 압구정동지점||||40109
IBK기업은행|약수동지점|||IBK기업은행|02-2233-9521∼4|서울 중구 다산로 112||||||||IBK기업은행 약수동지점|(신당동)|||40109
IBK기업은행|양재동지점|||IBK기업은행|02-578-0811∼5|서울특별시 서초구 마방로10길 25||||||||IBK기업은행 양재동지점|트윈타워 오피스텔 A동 1층|||40109
IBK기업은행|양재역지점|||IBK기업은행|02-3462-6494~6|서울특별시 서초구 강남대로 216||||||||IBK기업은행 양재역지점|양재프라자 1층|||40109
IBK기업은행|양평동지점|||IBK기업은행|02-2628-0907~8,0911|서울특별시 영등포구 선유로 146||||||||IBK기업은행 양평동지점||||40109
IBK기업은행|언주로지점|||IBK기업은행|02-544-9157∼8|서울특별시 강남구 도산대로 307||||||||IBK기업은행 언주로지점|(신사동)|||40109
IBK기업은행|언주역지점|||IBK기업은행|02-545-4327~9|서울특별시 강남구 봉은사로 179||||||||IBK기업은행 언주역지점||||40109
IBK기업은행|여의도지점|||IBK기업은행|02-783-8031∼7|서울특별시 영등포구 여의나루로 81||||||||IBK기업은행 여의도지점||||40109
IBK기업은행|여의도IFC지점|||IBK기업은행|02-6137-9962~3|서울 영등포구 국제금융로 10||||||||IBK기업은행 여의도IFC지점|(여의도동) 서울국제금융센터 ONE IFC 3층|||40109
IBK기업은행|여의도한국투자증권지점|||IBK기업은행|02-3276-5461~5|서울특별시 영등포구 의사당대로 88||||||||IBK기업은행 여의도한국투자증권지점||||40109
IBK기업은행|역삼WM센터|||IBK기업은행|02-2046-1071|서울 강남구 강남대로 390||||||||IBK기업은행 역삼WM센터|2층|||40109
IBK기업은행|역삼남지점|||IBK기업은행|02-577-3953∼5|서울특별시 강남구 도곡로 182||||||||IBK기업은행 역삼남지점||||40109
IBK기업은행|역삼역지점|||IBK기업은행|02-3454-1683~6|서울특별시 강남구 논현로 418||||||||IBK기업은행 역삼역지점||||40109
IBK기업은행|역삼중앙지점|||IBK기업은행|02-557-7491-2|서울특별시 강남구 역삼로 114||||||||IBK기업은행 역삼중앙지점|현죽빌딩 1층|||40109
IBK기업은행|연희동지점|||IBK기업은행|02-333-0331∼4|서울특별시 서대문구 연희로 107-1||||||||IBK기업은행 연희동지점||||40109
IBK기업은행|염창동지점|||IBK기업은행|02-3664-3811∼6|서울특별시 강서구 양천로 588||||||||IBK기업은행 염창동지점||||40109
IBK기업은행|영등포지점|||IBK기업은행|02-2678-0151∼5|서울 영등포구 영중로 13||||||||IBK기업은행 영등포지점||||40109
IBK기업은행|영업부(본점)지점|||IBK기업은행|02-1588-2588|서울특별시 중구 을지로 79||||||||IBK기업은행 영업부(본점)지점||||40109
IBK기업은행|오류동지점|||IBK기업은행|02-2619-2501~4|서울특별시 구로구 경인로 211||||||||IBK기업은행 오류동지점||||40109
IBK기업은행|오목교역지점|||IBK기업은행|02-2646-9920~3|서울특별시 양천구 오목로 325||||||||IBK기업은행 오목교역지점||||40109
IBK기업은행|온수역지점|||IBK기업은행|02-2625-2211∼4|서울특별시 구로구 부일로 869||||||||IBK기업은행 온수역지점|1층 (온수동)|||40109
IBK기업은행|용산지점|||IBK기업은행|02-792-0071∼6|서울특별시 용산구 한강대로 264-1||||||||IBK기업은행 용산지점||||40109
IBK기업은행|용산전자지점|||IBK기업은행|02-703-2146~8|서울 용산구 새창로 181||||||||IBK기업은행 용산전자지점|(선인상가)|||40109
IBK기업은행|용산중앙지점|||IBK기업은행|02-793-9831∼3|서울 용산구 녹사평대로 240||||||||IBK기업은행 용산중앙지점|(기업은행)|||40109
IBK기업은행|우장산역지점|||IBK기업은행|02-2699-1702~4|서울특별시 강서구 강서로 242||||||||IBK기업은행 우장산역지점||||40109
IBK기업은행|워커힐지점|||IBK기업은행|02-458-1432∼5|서울특별시 광진구 아차산로 635||||||||IBK기업은행 워커힐지점||||40109
IBK기업은행|원효로지점|||IBK기업은행|02-706-6682~4|서울특별시 용산구 원효로 142||||||||IBK기업은행 원효로지점||||40109
IBK기업은행|을지6가지점|||IBK기업은행|02-2264-4303∼9|서울 중구 장충단로 263||||||||IBK기업은행 을지6가지점|(을지로6가)|||40109
IBK기업은행|을지로지점|||IBK기업은행|02-2266-4191∼7|서울 중구 마른내로 72||||||||IBK기업은행 을지로지점|신성상가 1층 (인현동2가)|||40109
IBK기업은행|응암동지점|||IBK기업은행|02-382-2257∼9|서울특별시 은평구 은평로 210||||||||IBK기업은행 응암동지점||||40109
IBK기업은행|이수역지점|||IBK기업은행|02-596-0362∼5|서울특별시 서초구 동작대로 134||||||||IBK기업은행 이수역지점|가나안빌딩 1층|||40109
IBK기업은행|이태원지점|||IBK기업은행|02-796-1581∼5|서울특별시 용산구 보광로 127||||||||IBK기업은행 이태원지점||||40109
IBK기업은행|인사동지점|||IBK기업은행|02-739-5581∼6|서울특별시 종로구 인사동5길 25||||||||IBK기업은행 인사동지점||||40109
IBK기업은행|잠실지점|||IBK기업은행|02-418-4920∼3|서울특별시 송파구 오금로 91||||||||IBK기업은행 잠실지점||||40109
IBK기업은행|잠실엘스지점|||IBK기업은행|02-421-0724~5|서울특별시 송파구 올림픽로 199||||||||IBK기업은행 잠실엘스지점||||40109
IBK기업은행|장안동지점|||IBK기업은행|02-2245-5962∼3|서울특별시 동대문구 답십리로 276||||||||IBK기업은행 장안동지점||||40109
IBK기업은행|장위동지점|||IBK기업은행|02-915-4131∼4|서울 성북구 화랑로 251||||||||IBK기업은행 장위동지점|(장위동)|||40109
IBK기업은행|장한평역지점|||IBK기업은행|02-2249-3222~4|서울특별시 성동구 자동차시장1길 73||||||||IBK기업은행 장한평역지점||||40109
IBK기업은행|종로지점|||IBK기업은행|02-2273-9210∼6|서울 종로구 종로 104||||||||IBK기업은행 종로지점|(종로2가)|||40109
IBK기업은행|종로6가지점|||IBK기업은행|02-2265-3693∼7|서울 종로구 종로 266||||||||IBK기업은행 종로6가지점|동대문종합시장|||40109
IBK기업은행|종암동지점|||IBK기업은행|02-913-0771∼5|서울특별시 성북구 종암로 108||||||||IBK기업은행 종암동지점||||40109
IBK기업은행|중계동WM센터|||IBK기업은행|02-9393-585~7|서울특별시 노원구 중계로 206||||||||IBK기업은행 중계동WM센터||||40109
IBK기업은행|중곡동지점|||IBK기업은행|02-446-8591∼6|서울특별시 광진구 천호대로 579||||||||IBK기업은행 중곡동지점||||40109
IBK기업은행|중곡중앙지점|||IBK기업은행|02-467-8065∼6|서울특별시 광진구 긴고랑로 52||||||||IBK기업은행 중곡중앙지점||||40109
IBK기업은행|중화동지점|||IBK기업은행|02-976-9371∼5|서울특별시 중랑구 동일로 847||||||||IBK기업은행 중화동지점||||40109
IBK기업은행|창신동지점|||IBK기업은행|02-763-5156∼9|서울특별시 종로구 종로 335||||||||IBK기업은행 창신동지점||||40109
IBK기업은행|천호동지점|||IBK기업은행|02-479-0911∼7|서울특별시 강동구 천호대로 1033||||||||IBK기업은행 천호동지점||||40109
IBK기업은행|청계5가지점|||IBK기업은행|02-2273-3893~5|서울 중구 청계천로 206-1||||||||IBK기업은행 청계5가지점||||40109
IBK기업은행|청계7가지점|||IBK기업은행|02-2231-8111∼6|서울 중구 청계천로 400||||||||IBK기업은행 청계7가지점|(롯데캐슬베네치아)|||40109
IBK기업은행|청계8가지점|||IBK기업은행|02-2294-3421∼4|서울특별시 동대문구 청계천로 471||||||||IBK기업은행 청계8가지점||||40109
IBK기업은행|청담동지점|||IBK기업은행|02-515-1851∼5|서울특별시 강남구 도산대로 446||||||||IBK기업은행 청담동지점||||40109
IBK기업은행|청량리지점|||IBK기업은행|02-966-8911∼7|서울특별시 동대문구 홍릉로 1||||||||IBK기업은행 청량리지점||||40109
IBK기업은행|테헤란로지점|||IBK기업은행|02-553-1611∼5|서울특별시 강남구 테헤란로 132||||||||IBK기업은행 테헤란로지점||||40109
IBK기업은행|테헤란로중앙지점|||IBK기업은행|02-2052-0170~4|서울특별시 강남구 테헤란로 416||||||||IBK기업은행 테헤란로중앙지점||||40109
IBK기업은행|퇴계로지점|||IBK기업은행|02-2267-9614∼9|서울특별시 중구 퇴계로 235||||||||IBK기업은행 퇴계로지점|남산센트럴자이아파트 B동 2층|||40109
IBK기업은행|학동역지점|||IBK기업은행|02-3448-0833~5|서울특별시 강남구 학동로 177||||||||IBK기업은행 학동역지점|태석빌딩|||40109
IBK기업은행|한국기술센터(出)지점|||IBK기업은행|02-6009-3400-1|서울특별시 강남구 테헤란로 305||||||||IBK기업은행 한국기술센터(出)지점|8|||40109
IBK기업은행|한남동WM센터|||IBK기업은행|02-3425-4033|서울특별시 용산구 한남대로 72||||||||IBK기업은행 한남동WM센터||||40109
IBK기업은행|한성대학교(出)지점|||IBK기업은행|02-745-2611~3|서울 성북구 삼선교로16길 116||||||||IBK기업은행 한성대학교(出)지점|한성대학교|||40109
IBK기업은행|한티역지점|||IBK기업은행|02-508-3983|서울특별시 강남구 선릉로 332||||||||IBK기업은행 한티역지점||||40109
IBK기업은행|홍대역지점|||IBK기업은행|02-333-0111∼4|서울특별시 마포구 양화로 148||||||||IBK기업은행 홍대역지점|4층|||40109
IBK기업은행|홍은동지점|||IBK기업은행|02-394-7001∼3|서울특별시 서대문구 연희로 286||||||||IBK기업은행 홍은동지점||||40109
IBK기업은행|홍제동지점|||IBK기업은행|02-730-5051∼5|서울특별시 서대문구 통일로 436||||||||IBK기업은행 홍제동지점||||40109
IBK기업은행|회기역출장소|||IBK기업은행|02-966-7902∼5|서울 동대문구 이문로 53||||||||IBK기업은행 회기역출장소||||40109
IBK기업은행|세종지점|||IBK기업은행|044-868-2904~5|세종특별자치시 한누리대로 492||||||||IBK기업은행 세종지점||||40109
IBK기업은행|조치원지점|||IBK기업은행|044-866-0071∼5|세종특별자치시 조치원읍 새내14길 7||||||||IBK기업은행 조치원지점||||40109
IBK기업은행|동울산지점|||IBK기업은행|052-201-3173|울산광역시 동구 방어진순환도로 775||||||||IBK기업은행 동울산지점||||40109
IBK기업은행|안전보건공단(出)지점|||IBK기업은행|052-290-0300|울산광역시 중구 종가로 400||||||||IBK기업은행 안전보건공단(出)지점|(북정동)|||40109
IBK기업은행|언양지점|||IBK기업은행|052-263-9011~2|울산 울주군 언양읍 동문길 21||||||||IBK기업은행 언양지점||||40109
IBK기업은행|울산지점|||IBK기업은행|052-272-0101∼3|울산광역시 남구 중앙로 248||||||||IBK기업은행 울산지점||||40109
IBK기업은행|울산WM센터|||IBK기업은행|052-256-7951~2|울산광역시 남구 삼산로 205||||||||IBK기업은행 울산WM센터||||40109
IBK기업은행|울산남외동지점|||IBK기업은행|052-293-2683~5|울산광역시 중구 번영로 590||||||||IBK기업은행 울산남외동지점||||40109
IBK기업은행|울산무거동지점|||IBK기업은행|052-222-6142~5|울산광역시 남구 북부순환도로 45||||||||IBK기업은행 울산무거동지점||||40109
IBK기업은행|울산북지점|||IBK기업은행|052-287-7450∼5|울산광역시 북구 상방로 93||||||||IBK기업은행 울산북지점||||40109
IBK기업은행|울산중앙지점|||IBK기업은행|052-271-2065∼8|울산광역시 남구 삼산로 205||||||||IBK기업은행 울산중앙지점||||40109
IBK기업은행|울산중앙기업금융지점|||IBK기업은행|052-220-9941|울산광역시 남구 삼산로 205||||||||IBK기업은행 울산중앙기업금융지점|3층|||40109
IBK기업은행|울산호계지점|||IBK기업은행|052-286-7901|울산광역시 북구 호계로 332-1||||||||IBK기업은행 울산호계지점||||40109
