##NAME|TYPE|NEWADDR|ADDR|YCOORD|XCOORD|NEWADDR2|ADDR2|보유차고지수용능력|자동차총보유대수|승용차보유대수|승합차보유대수|전기승용자동차보유대수|전기승합자동차보유대수|경차요금|소형차요금|중형차요금|대형차요금|승합차요금|레저용차요금|수입차요금|평일운영시작시각|평일운영종료시각|주말운영시작시각|주말운영종료시각|공휴일운영시작시각|공휴일운영종료시각|OFFDAY|HOMEPAGE|OWNER|TELNUM|DATE|제공기관코드|제공기관명@@렌터카_공공데이터포털
㈜가가렌트카|영업소|대전광역시 서구 신갈마로 130||36.345171|127.368633||대전광역시 유성구 봉산동 677-2|323|2|2|0|0|0||||||||09:00|18:00|09:00|18:00|09:00|18:00||||042-533-0279|2018-08-28|6300000|대전광역시
㈜조은렌트카|영업소|대전광역시 서구 갈마로 19||36.346621|127.371214||대전광역시 서구 갈마동 313-19|116|5|5|0|0|0||||||||09:00|18:00|09:00|18:00|09:00|18:00||||042-538-6449|2018-08-28|6300000|대전광역시
㈜이렌트카|영업소|대전광역시 서구 신갈마로 51, 104동 B111호||36.338556|127.366552||대전광역시 유성구 지족동 1048-3|17|56|55|1|0|0||||||||09:00|18:00|09:00|18:00|09:00|18:00||||042-535-3991|2018-08-28|6300000|대전광역시
㈜이렌트카|영업소|대전광역시 서구 신갈마로 51, 104동 B111호||36.338556|127.366552||대전광역시 서구 탄방동 629번지|40|0|0|0|0|0||||||||09:00|18:00|09:00|18:00|09:00|18:00||||042-535-3991|2018-08-28|6300000|대전광역시
센트럴렌트카㈜|영업소|대전광역시 서구 배재로 90, 101호||36.316511|127.371457||대전광역시 서구 도마동 545-17|85|5|5|0|0|0||||||||09:00|18:00|09:00|18:00|09:00|18:00||||042-536-0020|2018-08-28|6300000|대전광역시
㈜터미널렌트카|영업소|대전광역시 서구 둔산로 133, 213호||36.351385|127.388781||대전광역시 동구 동서대로 1705번길 58-11|320|15|15|0|0|0||||||||09:00|18:00|09:00|18:00|09:00|18:00||||042-482-8887|2018-08-28|6300000|대전광역시
㈜참신렌트카여행사|영업소|대전광역시 대덕구 대화로 51||36.367573|127.414081||대전광역시 유성구 테크노중앙로 88-6|475|14|14|0|0|0||||||||09:00|18:00|09:00|18:00|09:00|18:00||||1577-5640|2018-08-28|6300000|대전광역시
마스타자동차관리㈜|영업소|대전광역시 유성구 학하중앙로 128번길 23-32||36.339406|127.307534||대전광역시 유성구 원신흥동 556-4, 대원주차장|390|8|8|0|0|0||||||||09:00|18:00|09:00|18:00|09:00|18:00||||042-824-6855|2018-08-28|6300000|대전광역시
㈜한진|영업소|대전광역시 유성구 대정로 68||36.316835|127.321621||대전광역시 유성구 대정로 68(대정동)|121|387|387|0|0|0||||||||09:00|18:00|09:00|18:00|09:00|18:00||||042-540-6219|2018-08-28|6300000|대전광역시
에이제이렌터카㈜|영업소|대전광역시 유성구 대학로 90, 402호||36.361642|127.345023||대전광역시 유성구 궁동 490-1|72|210|201|9|0|0||||||||09:00|18:00|09:00|18:00|09:00|18:00||||042-622-6100|2018-08-28|6300000|대전광역시
㈜레드캡투어|영업소|대전광역시 유성구 유성대로 875, 비에스타워 501호||36.369511|127.339132||대전광역시 서구 둔산동 923, 만금주차장 4층|30|17|17|0|0|0||||||||09:00|18:00|09:00|18:00|09:00|18:00||||042-714-2390|2018-08-28|6300000|대전광역시
투투렌트카㈜|영업소|대전광역시 유성구 테크노 1로 12-22, A동 103호||36.429611|127.387944||대전광역시 서구 둔산남로 50, 7층|130|10|10|0|0|0||||||||09:00|18:00|09:00|18:00|09:00|18:00||||070-7825-4555|2018-08-28|6300000|대전광역시
㈜프린스렌트카|영업소|대전광역시 유성구 문화원로 131, 투유투 203호||36.358505|127.350411||대전광역시 유성구 봉명동 541-13|50|1|1|0|0|0||||||||09:00|18:00|09:00|18:00|09:00|18:00||||042-476-2222|2018-08-28|6300000|대전광역시
㈜플레이렌트카|영업소|대전광역시 유성구 문화원로 109, 202호||36.358912|127.347922||대전광역시 서구 둔산남로 50, 5층(탄방동)|10|2|2|0|0|0||||||||09:00|18:00|09:00|18:00|09:00|18:00||||042-825-6683|2018-08-28|6300000|대전광역시
㈜에이스투어렌트카|영업소|대전광역시 유성구 계백로 967||36.301852|127.331423||대전광역시 유성구 계백로 967(원내동)|125|8|8|0|0|0||||||||09:00|18:00|09:00|18:00|09:00|18:00||||042-541-2500|2018-08-28|6300000|대전광역시
㈜삼성렌트카|영업소|대전광역시 유성구 계룡로 74번길 79-7||36.350953|127.338322||대전광역시 유성구 봉명동 557-3|145|32|30|2|0|0||||||||09:00|18:00|09:00|18:00|09:00|18:00||||042-822-6011|2018-08-28|6300000|대전광역시
㈜삼성렌트카|영업소|대전광역시 유성구 계룡로 74번길 79-7||36.350953|127.338322||대전광역시 유성구 봉명동 557-13|175|0|0|0|0|0||||||||09:00|18:00|09:00|18:00|09:00|18:00||||042-822-6011|2018-08-28|6300000|대전광역시
㈜삼성렌트카|영업소|대전광역시 유성구 계룡로 74번길 79-7||36.350952|127.338312||대전광역시 유성구 봉명동 557-14|150|0|0|0|0|0||||||||09:00|18:00|09:00|18:00|09:00|18:00||||042-822-6011|2018-08-28|6300000|대전광역시
㈜삼성렌트카|영업소|대전광역시 유성구 계룡로 74번길 79-7||36.350952|127.338311||대전광역시 유성구 복명동 557-1|360|0|0|0|0|0||||||||09:00|18:00|09:00|18:00|09:00|18:00||||042-822-6011|2018-08-28|6300000|대전광역시
㈜쏘카|영업소|대전광역시 유성구 노은로 157, 202호||36.373664|127.317422||대전광역시 유성구 왕가봉로 30(노은동, PK빌딩)|650|196|196|0|0|0||||||||09:00|18:00|09:00|18:00|09:00|18:00||||042-487-3315|2018-08-28|6300000|대전광역시
㈜쏘카|영업소|대전광역시 유성구 노은로 157, 202호||36.373663|127.317423||대전광역시 서구 둔산남로 50 8층|180|0|0|0|0|0||||||||09:00|18:00|09:00|18:00|09:00|18:00||||042-487-3315|2018-08-28|6300000|대전광역시
㈜쏘카|영업소|대전광역시 유성구 노은로 157, 202호||36.373663|127.317422||대전광역시 유성구 반석동 665-5|390|0|0|0|0|0||||||||09:00|18:00|09:00|18:00|09:00|18:00||||042-487-3315|2018-08-28|6300000|대전광역시
영신기업㈜|영업소|대전광역시 유성구 도안북로 85-31, 209호||36.331213|127.337932||대전광역시 서구 복수동 283-156|190|2|2|0|0|0||||||||09:00|18:00|09:00|18:00|09:00|18:00||||042-864-0101|2018-08-28|6300000|대전광역시
㈜제트카|영업소|대전광역시 유성구 학하중앙로 147 2층 201호||36.346033|127.301531||대전광역시 유성구 학하중앙로 147|150|38|38|0|0|0||||||||09:00|18:00|09:00|18:00|09:00|18:00||||1522-3501|2018-08-28|6300000|대전광역시
(자)베스트렌트카|영업소|대전광역시 대덕구 대전로 1387||36.374962|127.420232||대전광역시 대덕구 읍내동 228-3|2|2|2|0|0|0||||||||09:00|18:00|09:00|18:00|09:00|18:00||||042-631-0334|2018-08-28|6300000|대전광역시
기아자동차㈜|영업소|대전광역시 대덕구 대화로 50번길 89||36.369772|127.418542||대전광역시 대덕구 대화로 50번길 8(대화동)|442|93|93|0|0|0||||||||09:00|18:00|09:00|18:00|09:00|18:00||||042-630-8028|2018-08-28|6300000|대전광역시
㈜포유|영업소|대전광역시 대덕구 덕암로 215||36.439632|127.423523||대전광역시 서구 만년동 361|950|73|73|0|0|0||||||||09:00|18:00|09:00|18:00|09:00|18:00||||042-936-8282|2018-08-28|6300000|대전광역시
㈜선우렌트카|영업소|대전광역시 대덕구 대전로 1419||36.380321|127.423111||대전광역시 대덕구 읍내동 258-1|60|5|5|0|0|0||||||||09:00|18:00|09:00|18:00|09:00|18:00||||042-487-0459|2018-08-28|6300000|대전광역시
㈜선우렌트카|영업소|대전광역시 대덕구 대전로 1419||36.380321|127.423111||대전광역시 대덕구 읍내동 258-11|450|0|0|0|0|0||||||||09:00|18:00|09:00|18:00|09:00|18:00||||042-487-0459|2018-08-28|6300000|대전광역시
㈜킹렌트카|주사업장|경상남도 김해시 대동면 동남로 49번길 7-45|경상남도 김해시 대동면 초정리 13-453|35.2366934|128.9933138|경상남도 김해시 김해대로2553번길 18|경상남도 김해시 어방동 1066-2|150|7|6|1|0|0|50000|60000|70000|90000|130000|||00:00|00:00|00:00|00:00|00:00|00:00|연중무휴|www.kingrentcar.com|민제원|051-973-9790|2019-03-25|5350000|경상남도 김해시
㈜강남렌터카|주사업장|경상남도 김해시 인제로65번길 22|경상남도 김해시 어방동 1099-8|35.2344328|128.9023677|경상남도 김해시 호계로 389|경상남도 김해시 부원동 1049|1150|50|50|0|0|0|40000|70000|80000|100000|120000|||08:00|21:00|08:00|21:00|08:00|21:00|연중무휴||김윤필|055-328-6688|2019-03-25|5350000|경상남도 김해시
미소렌트카㈜|주사업장|경상남도 김해시 전하로161번길 8-10|경상남도 김해시 흥동 419-2|35.2214846|128.8662951|경상남도 김해시 번화1로 76번길 19, 401호|경상남도 김해시 대청동 72-2, 401호|170|8|8|0|0|0||60000|70000|100000|120000|||09:00|19:00|09:00|19:00|09:00|19:00|연중무휴|www.misorent.com|이귀순|055-337-6969|2019-03-25|5350000|경상남도 김해시
㈜현대렌트카|주사업장|경상남도 김해시 내외중앙로 48, 201호|경상남도 김해시 외동 1256-2, 201호|35.2341517|128.8669483|경상남도 김해시 내외로77번길 12, 8층, 10층|경상남도 김해시 내동 1117-1, 8층, 10층|2500|63|59|4|0|0|45000|60000|70000|110000|110000|||08:00|20:00|06:00|23:00|06:00|23:00|연중무휴||류전현|055-330-3541|2019-03-25|5350000|경상남도 김해시
㈜플러스렌트카|주사업장|경상남도 김해시 김해대로2492번길 32-13|경상남도 김해시 삼정동 348-4|35.2265028|128.9023074|경상남도 김해시 김해대로2492번길 32-13|경상남도 김해시 삼정동 348-4|750|78|75|3|0|0|50000|60000|70000|100000|120000|||08:00|20:00|08:00|20:00|08:00|20:00|연중무휴|www.055-333-4900plusrentcar.com|박민혁|055-333-4900|2019-03-25|5350000|경상남도 김해시
㈜플러스렌트카|영업소|경상남도 김해시 생림대로 7-18|경상남도 김해시 삼계동 1167-2|35.2702282|128.8594673|경상남도 김해시 주촌면 골든루트로 65-7|경상남도 김해시 주촌면 농소리 632-1|70|17|17|0|0|0|50000|60000|70000|100000|120000|||08:00|20:00|08:00|20:00|08:00|20:00|연중무휴|www.055-333-4900plusrentcar.com|박민혁|055-333-4900|2019-03-25|5350000|경상남도 김해시
예스렌탈㈜|주사업장|경상남도 김해시 내외로77번길 12|경상남도 김해시 내동 1117-1|35.2356062|128.8661134|경상남도 김해시 내외로 77번길 12, 9층~11층|경상남도 김해시 내동 1117-1, 9층~11층|2642|95|88|7|0|0|55000|66000|73000|120000|120000||330000|09:00|21:00|09:00|21:00|09:00|21:00|연중무휴||이재관|055-324-6375|2019-03-25|5350000|경상남도 김해시
㈜제이유렌트카|주사업장|경상남도 김해시 인제로 39번길 58-8|경상남도 김해시 삼정동 644-12|35.2319005|128.8987627|경상남도 김해시 부원동 1049|경상남도 김해시 부원동 1049|720|71|71|0|0|0|60000|70000|80000|150000|120000||220000|08:30|19:00|09:00|17:00|09:00|17:00|연중무휴||노덕임|055-328-9823|2019-03-25|5350000|경상남도 김해시
㈜제이유렌트카|영업소|경상남도 김해시 번화1로56번길 30, 611호|경상남도 김해시 대청동 317-4, 611호|35.2285451|128.8893517|경상남도 김해시 번화1로 46|경상남도 김해시 대청동 302-1|200|8|7|1|0|0|60000|70000|80000|150000|120000||220000|08:30|19:00|09:00|17:00|09:00|17:00|연중무휴||노덕임|055-328-9823|2019-03-25|5350000|경상남도 김해시
㈜케이티렌트카|주사업장|경상남도 김해시 경원로55번길 16|경상남도 김해시 내동 1124-3|35.2384498|128.8666579|경상남도 김해시 내외로77번길 12, 9층|경상남도 김해시 내동 1117-1, 9층|600|50|48|2|0|0|55000|66000|73000|120000|120000||330000|09:00|21:00|09:00|21:00|09:00|21:00|연중무휴||김상균|055-324-6374|2019-08-25|5350000|경상남도 김해시
가자렌트카|주사업장|강원도 원주시 남원로 603-1, (명륜동)|강원도 원주시 명륜동 277|37.3373371|127.9502446|강원도 원주시 남원로 603-1|강원도 원주시 명륜동 277|1057|34|31|3|0|0||||||||07:00|21:00|07:00|21:00|07:00|21:00|연중무휴||최준영|033-766-2881|2018-11-16|4190000|강원도 원주시
가자렌트카|영업소|강원도 원주시 우무개로 10, (우산동)|강원도 원주시 우산동 93-9|37.3647509|127.9393534|강원도 원주시 우무개로 10|강원도 원주시 우산동 93-9|496|15|14|1|0|0||||||||07:00|21:00|07:00|21:00|07:00|21:00|연중무휴||최준영|033-766-2881|2018-11-16|4190000|강원도 원주시
가자렌트카|영업소|강원도 원주시 남산로 166-1, (일산동)|강원도 원주시 일산동 244-44|37.35118815|127.9401582|강원도 원주시 남산로 166-1|강원도 원주시 일산동 244-44|182|10|9|1|0|0||||||||07:00|21:00|07:00|21:00|07:00|21:00|연중무휴||최준영|033-766-2881|2018-11-16|4190000|강원도 원주시
가자렌트카|영업소|강원도 원주시 단구초교길 11, 105호 상가동(단구동, 대흥)|강원도 원주시 단구동 1467 대흥아파트 상가동 105호|37.322587|127.965317|강원도 원주시 치악로 1536|강원도 원주시 단구동 1468-8|285|15|13|2|0|0||||||||07:00|21:00|07:00|21:00|07:00|21:00|연중무휴||최준영|033-766-2881|2018-11-16|4190000|강원도 원주시
가자렌트카|영업소|강원도 평창군 용평면 금송길 5, (장평1리)|강원도 평창군 용평면 장평1리 348-3|37.499865|128.4529608|강원도 평창군 대화면 평창대로 892|강원도 평창군 대화면 대화리 1012-8|555|14|12|2|0|0||||||||07:00|21:00|07:00|21:00|07:00|21:00|연중무휴||최준영|033-766-2881|2018-11-16|4190000|강원도 원주시
㈜글로벌렌트카|주사업장|강원도 원주시 호저면 원문로 537-1, (만종리)|강원도 원주시 호저면 만종리 593-15|37.358799|127.9038496|강원도 원주시 호저면 원문로 537-1, 나동 203호|강원도 원주시 호저면 만종리 593-15|690|23|21|2|0|0||||||||07:00|21:00|07:00|21:00|07:00|21:00|연중무휴||김남수|033-900-2255|2018-11-16|4190000|강원도 원주시
㈜글로벌렌트카|영업소|강원도 원주시 서원대로 192, (단계동)|강원도 원주시 단계동 883-3|37.3436091|127.9325794|강원도 원주시 서원대로 192|강원도 원주시 단계동 883-3|1316|47|46|1|0|0||||||||07:00|21:00|07:00|21:00|07:00|21:00|연중무휴||김남수|033-900-2255|2018-11-16|4190000|강원도 원주시
㈜글로벌렌트카|영업소|강원도 원주시 판부면 서곡널다리길 24, (서곡리)|강원도 원주시 판부면 서곡리 534|37.3213881|127.9364705|강원도 원주시 판부면 서곡널다리길 24|강원도 원주시 판부면 서곡리 534|493|26|24|2|0|0||||||||07:00|21:00|07:00|21:00|07:00|21:00|연중무휴||김남수|033-900-2255|2018-11-16|4190000|강원도 원주시
나라렌트카|영업소|강원도 영월군 영월읍 덕포우회길 38, (덕포리)|강원도 영월군 영월읍 덕포리 575-3|37.1792693|128.4747075|강원도 영월군 영월읍 덕포우회길 38|강원도 영월군 영월읍 덕포리 575-3|1543|40|31|9|0|0||||||||07:00|21:00|07:00|21:00|07:00|21:00|연중무휴||박선자|033-761-5400|2018-11-16|4190000|강원도 원주시
나라렌트카|영업소|강원도 횡성군 횡성읍 앞들서2로 28, (읍하리)|강원도 횡성군 횡성읍 읍하리 146-6|37.4889169|127.9812792|강원도 횡성군 횡성읍 앞들서2로 28|강원도 횡성군 횡성읍 읍하리 146-6|250|14|10|4|0|0||||||||07:00|21:00|07:00|21:00|07:00|21:00|연중무휴||박선자|033-761-5400|2018-11-16|4190000|강원도 원주시
나라렌트카|영업소|강원도 원주시 문막읍 건등로 10-1, (건등리)|강원도 원주시 문막읍 건등리 1710|37.3496558|127.8805044|강원도 원주시 지정면 질마재로 24-3|강원도 원주시 지정면 보통리 152|939|25|23|2|0|0||||||||07:00|21:00|07:00|21:00|07:00|21:00|연중무휴||박선자|033-761-5400|2018-11-16|4190000|강원도 원주시
나라렌트카|영업소|강원도 원주시 모래내길 47-5, (단계동)|강원도 원주시 단계동 1081-8|37.3524922|127.9341224|강원도 원주시 모래내길 47-5|강원도 원주시 단계동 1081-8|510|34|32|2|0|0||||||||07:00|21:00|07:00|21:00|07:00|21:00|연중무휴||박선자|033-761-5400|2018-11-16|4190000|강원도 원주시
나라렌트카|영업소|강원도 원주시 북원로2485번길 3, (우산동)|강원도 원주시 우산동 92-2|37.3661399|127.9401189|강원도 원주시 북원로2485번길 3|강원도 원주시 우산동 92-2|535|20|18|2|0|0||||||||07:00|21:00|07:00|21:00|07:00|21:00|연중무휴||박선자|033-761-5400|2018-11-16|4190000|강원도 원주시
나라렌트카|영업소|강원도 원주시 명륜로 5, (명륜동)|강원도 원주시 명륜동 242-7|37.3373863|127.9472798|강원도 원주시 명륜로 5|강원도 원주시 명륜동 242-7|130|8|8|0|0|0||||||||07:00|21:00|07:00|21:00|07:00|21:00|연중무휴||박선자|033-761-5400|2018-11-16|4190000|강원도 원주시
로또렌트카|주사업장|강원도 원주시 단구로243번길 19, 1호 (단구동)|강원도 원주시 단구동 520-8, 1호|37.3420134|127.9267402|강원도 원주시 로아노크로 29(단계동)|강원도 원주시 단계동 382-4|330|13|12|1|0|0||||||||07:00|21:00|07:00|21:00|07:00|21:00|연중무휴|http://www.로또렌트카.com|홍성희|033-345-0066|2018-11-16|4190000|강원도 원주시
로또렌트카|영업소|강원도 횡성군 횡성읍 앞들서2로 26, (읍하리)|강원도 횡성군 횡성읍 읍하리 153-5|37.4853445|127.9840867|강원도 횡성군 횡성읍 횡성로 362|강원도 횡성군 횡성읍 읍상리 197-2|532|66|56|10|0|0||||||||07:00|21:00|07:00|21:00|07:00|21:00|연중무휴|http://www.로또렌트카.com|홍성희|033-345-0066|2018-11-16|4190000|강원도 원주시
나라렌트카|주사업장|강원도 원주시 치악로 1651-14, (단구동)|강원도 원주시 단구동 632-1|37.3301772|127.9579689|강원도 원주시 치악로 1651-14|강원도 원주시 단구동 632-1|1100|30|28|2|0|0||||||||07:00|21:00|07:00|21:00|07:00|21:00|연중무휴||박선자|033-761-5400|2018-11-16|4190000|강원도 원주시
로또렌트카|영업소|강원도 횡성군 횡성읍 앞들서2로 26, (읍하리)|강원도 횡성군 횡성읍 읍하리 153-5|37.4853445|127.9840867|강원도 횡성군 횡성읍 횡성로 362|강원도 횡성군 읍상리 197-2|661|50|50|0|0|0||||||||07:00|21:00|07:00|21:00|07:00|21:00|연중무휴|http://www.로또렌트카.com|홍성희|033-345-0066|2018-11-16|4190000|강원도 원주시
로또렌트카|영업소|강원도 강릉시 강릉대로 485, (포남동)|강원도 강릉시 포남동 1231-3|37.7761472|128.9147395|강원도 강릉시 강릉대로 485|강원도 강릉시 포남동 1231-11|229.5|7|7|0|0|0||||||||07:00|21:00|07:00|21:00|07:00|21:00|연중무휴|http://www.로또렌트카.com|홍성희|033-345-0066|2018-11-16|4190000|강원도 원주시
로또렌트카|영업소|강원도 속초시 온천로 104, (노학동)|강원도 속초시 노학동 615-9|38.1892743|128.5541359|강원도 속초시 온천로 104|강원도 속초시 노학동 615-9|99|6|6|0|0|0||||||||07:00|21:00|07:00|21:00|07:00|21:00|연중무휴|http://www.로또렌트카.com|홍성희|033-345-0066|2018-11-16|4190000|강원도 원주시
로또렌트카|영업소|강원도 원주시 행구로 158, (행구동)|강원도 원주시 행구동 1750-8|37.3418954|128.0056488|강원도 원주시 행구로 158|강원도 원주시 행구동 1750-8|1000|10|9|1|0|0||||||||07:00|21:00|07:00|21:00|07:00|21:00|연중무휴|http://www.로또렌트카.com|홍성희|033-345-0066|2018-11-16|4190000|강원도 원주시
로또렌트카|영업소|강원도 원주시 문막읍 원문로 2158, (반계리)|강원도 원주시 문막읍 반계리 1258-1|37.2983054|127.7956826|강원도 원주시 문막읍 원문로 2158|강원도 원주시 문막읍 반계리 1258-1|165|1|1|0|0|0||||||||07:00|21:00|07:00|21:00|07:00|21:00|연중무휴|http://www.로또렌트카.com|홍성희|033-345-0066|2018-11-16|4190000|강원도 원주시
로또렌트카|영업소|강원도 양양군 양양읍 양양로 9-1, (연창리)|강원도 양양군 양양읍 연창리 183-2|38.0722467|128.6289449|강원도 양양군 양양읍 안산1길 9-1|강원도 양양군 양양읍 안산1길 9-1|100|10|9|1|0|0||||||||07:00|21:00|07:00|21:00|07:00|21:00|연중무휴|http://www.로또렌트카.com|홍성희|033-345-0066|2018-11-16|4190000|강원도 원주시
로또렌트카|영업소|강원도 양양군 양양읍 양양로 9-1, (연창리)|강원도 양양군 양양읍 연창리 183-2|38.0722467|128.6289449|강원도 양양군 양양읍 안산1길 56|강원도 양양군 양양읍 월리 291-2 창고시설|890|7|6|1|0|0||||||||07:00|21:00|07:00|21:00|07:00|21:00|연중무휴|http://www.로또렌트카.com|홍성희|033-345-0066|2018-11-16|4190000|강원도 원주시
로또렌트카|영업소|강원도 춘천시 남춘로55번길 5, (효자동)|강원도 춘천시 효자동 711-22|37.8565629|127.7075078|강원도 춘천시 옛경춘로 663|강원도 춘천시 삼천동 789-1|330|19|17|2|0|0||||||||07:00|21:00|07:00|21:00|07:00|21:00|연중무휴|http://www.로또렌트카.com|홍성희|033-345-0066|2018-11-16|4190000|강원도 원주시
로또렌트카|영업소|강원도 철원군 동송읍 상노로 567, (오지리)|강원도 철원군 동송읍 오지리 1103-91|38.1564200|127.2234326|강원도 철원군 동송읍 상노로 567|강원도 철원군 동송읍 오지리 1103-91|1300|3|3|0|0|0||||||||07:00|21:00|07:00|21:00|07:00|21:00|연중무휴|http://www.로또렌트카.com|홍성희|033-345-0066|2018-11-16|4190000|강원도 원주시
로또렌트카|영업소|강원도 속초시 동해대로 4179, 2층  (조양동)|강원도 속초시 조양동 633-3 , 2층|38.1884864|128.5672497|강원도 속초시 소평로 70|강원도 속초시 조양동 400-4|360|8|7|1|0|0||||||||07:00|21:00|07:00|21:00|07:00|21:00|연중무휴|http://www.로또렌트카.com|홍성희|033-345-0066|2018-11-16|4190000|강원도 원주시
로또렌트카|영업소|강원도 동해시 동해대로 4758, (단봉동)|강원도 동해시 단봉동 267-1|37.47647866|129.121886|강원도 동해시 동해대로 4758|강원도 동해시 단봉동 267-1|300|3|3|0|0|0||||||||07:00|21:00|07:00|21:00|07:00|21:00|연중무휴|http://www.로또렌트카.com|홍성희|033-345-0066|2018-11-16|4190000|강원도 원주시
정도인터내셔널㈜|주사업장|강원도 원주시 소초면 섬배로 109-10, 1층  (장양리)|강원도 원주시 소초면 장양리 54 , 1층|37.3978888|127.9528949|강원도 원주시 북원로 2854|강원도 원주시 태장동 1969-2|1666|50|50|0|0|0||||||||07:00|21:00|07:00|21:00|07:00|21:00|연중무휴||박상무|033-734-6433|2018-11-16|4190000|강원도 원주시
로또렌트카|영업소|강원도 강릉시 주문진읍 금용길 3, (교항리)|강원도 강릉시 주문진읍 교항리 491-1|37.8771511|128.8220922|강원도 강릉시 주문진읍 금용길 3|강원도 강릉시 주문진읍 교항리 491-1|350|3|3|0|0|0||||||||07:00|21:00|07:00|21:00|07:00|21:00|연중무휴|http://www.로또렌트카.com|홍성희|033-345-0066|2018-11-16|4190000|강원도 원주시
가가렌터카|영업소|충청남도 청양군 청양읍 칠갑산로 151|충청남도 청양군 청양읍 송방리 358-5|36.450713|126.793187|충청남도 청양군 청양읍 칠갑산로 151|||6|6|0|0|0||||||||00:00|00:00|||||||김숙자|041-943-9430|2018-08-23|4590000|충청남도 청양군
기풍렌터카|영업소|충청남도 청양군 청양읍 칠갑산로 287|충청남도 청양군 청양읍 교월리 81-1|36.451203|126.808275|충청남도 청양군 청양읍 칠갑산로 287|||6|6|0|0|0||||||||00:00|00:00|||||||소옥자|041-944-2222|2018-08-23|4590000|충청남도 청양군
㈜하늘렌터카|영업소|충청남도 청양군 청양읍 칠갑산로열길 2|충청남도 청양군 청양읍 읍내리 171-1|36.450818|126.804404|충청남도 청양군 청양읍 칠갑산로열길 2|||6|6|0|0|0||||||||00:00|00:00|||||||김민태|041-943-0060|2018-08-23|4590000|충청남도 청양군
가나다렌트카|주사업장|인천광역시 미추홀구 경원대로752번길 19 (주안동, 110호)||37.450433|126.690983|인천광역시 연수구 테크노파크로164|||35|34|1|0|0||||||||08:00|20:00||||||||032-433-2324|2018-09-04|3510500|인천광역시 미추홀구
가나다렌트카|영업소|인천광역시 미추홀구 소성로228번길 11 (학익동, 103호)||37.438782|126.673065|인천광역시 연수구 테크노파크로164|||12|11|1|0|0||||||||09:00|19:00||||||||032-462-7351|2018-09-04|3510500|인천광역시 미추홀구
엠티렌터카|주사업장|인천광역시 미추홀구 문화로51(관교동,301호)||37.443485|126.698051|인천광역시 연수구 테크노파크로 164|||69|65|4|0|0||||||||09:30|19:00||||||||032-433-3005|2018-09-04|3510500|인천광역시 미추홀구
팔도렌트카|주사업장|인천광역시 미추홀구 낙섬서로49번길 30-9(용현동)||37.463241|126.690628|인천광역시 미추홀구 낙섬서로49번길 30-9 외 1곳|||66|64|2|0|0||||||||08:30|20:00||||||||032-888-5595|2018-09-04|3510500|인천광역시 미추홀구
팔도렌트카|영업소|인천광역시 미추홀구 주승로17번길 5(주안동)||37.444149|126.672275|인천광역시 서구 중봉대로 612번길 10-17,7층(청라타워돔)|||9|9|0|0|0||||||||08:30|20:00||||||||032-888-5595|2018-09-04|3510500|인천광역시 미추홀구
해피렌트카|주사업장|인천광역시 미추홀구 한나루로460(주안동)||37.448037|126.668065|인천광역시 미추홀구 한나루로460(주안동)|||69|65|4|0|0||||||||08:30|19:30||||||||032-876-6700|2018-09-04|3510500|인천광역시 미추홀구
이렌트카|주사업장|인천광역시 미추홀구 경인로 460(주안동)||37.458011|126.691511|인천광역시 미추홀구 연수구 테크노파크로164|||123|110|13|0|0||||||||09:00|21:00||||||||032-425-3366|2018-09-04|3510500|인천광역시 미추홀구
이렌트카|영업소|인천광역시 미추홀구 아암대로 87(용현동)||37.453713|126.633608|인천광역시 미추홀구 연수구 테크노파크로164 외 1곳|||28|28|0|0|0||||||||09:00|21:00||||||||032-425-3366|2018-09-04|3510500|인천광역시 미추홀구
이렌트카|영업소|인천광역시 미추홀구 매소홀로 409(학익동)이당빌딩 306호||37.440435|126.667548|인천광역시 옹진군 영흥면 영흥북로 382|||20|20|0|0|0||||||||09:00|21:00||||||||032-425-3366|2018-09-04|3510500|인천광역시 미추홀구
이화렌트카|영업소|인천광역시 미추홀구 염창로 35,6층 607호(주안동,베스티움)||37.466165|126.677884|인천광역시 연수구 테크노파크로 164|||25|24|1|0|0||||||||08:30|19:30||||||||032-876-3006|2018-09-04|3510500|인천광역시 미추홀구
우리캐피탈렌터카|영업소|인천광역시 미추홀구 석정로 200(도화동)||37.467584|126.657461|인천광역시 연수구 컨벤시아대로 160 외 1곳|||52|50|2|0|0||||||||08:30|18:30||||||||032-872-3344|2018-09-04|3510500|인천광역시 미추홀구
에덴렌트카|영업소|인천광역시 미추홀구 매소홀로 401번길 17(학익동)||37.440911|126.666453|인천광역시 연수구 테크노파크로 164|||12|12|0|0|0||||||||09:30|20:00||||||||032-873-8582|2018-09-04|3510500|인천광역시 미추홀구
경원렌트카|영업소|인천광역시 미추홀구 매소홀로 400||37.439811|126.666572|인천광역시 연수구 테크노파크로 164|||17|16|1|0|0||||||||09:00|20:00||||||||032-862-5262|2018-09-04|3510500|인천광역시 미추홀구
롯데렌탈카|영업소|인천광역시 미추홀구 주안로 113(주안동,201호)||37.464512|126.682181||인천광역시 연수구 송도동 28-12번지||532|531|1|0|0||||||||08:30|20:00||||||||032-881-8000|2018-09-04|3510500|인천광역시 미추홀구
