INPUT|ID|BRANCH|OLDADDR|NEWADDR|TELL|CAT|XCORD|YCORD|URL|CAR_ENT|WALK_ENT|MENU|TIME
피자헛|11625143|피자헛 방이점|서울특별시 송파구 방이1동 160 피자헛 방이점|서울특별시 송파구 가락로 278 그랜드빌딩 1층 피자헛 방이점|02-443-2123|['음식점', '피자']|127.1198520|37.5124386|http://www.pizzahut.co.kr/|[{'rep': True, 'x': 127.119956, 'y': 37.512554}]|[{'rep': True, 'x': 127.119956, 'y': 37.512554}]|얼티밋 치즈포켓 L 25,130 | 티본 스테이크&쉬림프 L 25,130 | 베이컨 포테이토 L 23,730 | 이탈리안 살시챠 L 25,130 | 팬 페퍼로니 L 16,910 | 팬 수퍼 슈프림 L 20,310 | 메가더블세트 19,900 | 리치골드 토핑킹 L 25,130 | 블랙알리오 스테이크 L 25,130|평일 11:00~23:00 (정확한 운영시간은 지점별 문의필수) | 주말 11:00~23:00 (정확한 운영시간은 지점별 문의필수)
피자헛|11624932|피자헛 부천춘의점|경기도 부천시 춘의동 136-1|경기도 부천시 부천로 225|032-676-1587|['음식점', '피자']|126.7865615|37.5040988|http://www.pizzahut.co.kr/|[{'rep': True, 'x': 126.786757, 'y': 37.504206}]|[{'rep': True, 'x': 126.786757, 'y': 37.504206}]|얼티밋 치즈포켓 L 25,130 | 티본 스테이크&쉬림프 L 25,130 | 베이컨 포테이토 L 23,730 | 이탈리안 살시챠 L 25,130 | 팬 페퍼로니 L 16,910 | 팬 수퍼 슈프림 L 20,310 | 메가더블세트 19,900 | 리치골드 토핑킹 L 25,130 | 블랙알리오 스테이크 L 25,130|평일 11:00~23:00 (정확한 운영시간은 지점별 문의필수) | 주말 11:00~23:00 (정확한 운영시간은 지점별 문의필수)
피자헛|1707618470|피자헛 군포당동점|경기도 군포시 당동 785-3|경기도 군포시 군포로 493 군포정형외과의원 1층|031-459-5587|['음식점', '피자']|126.9442593|37.3504600|http://www.pizzahut.co.kr/|[{'rep': True, 'x': 126.944317, 'y': 37.350498}]|[{'rep': True, 'x': 126.944317, 'y': 37.350498}]|얼티밋 치즈포켓 L 25,130 | 티본 스테이크&쉬림프 L 25,130 | 베이컨 포테이토 L 23,730 | 이탈리안 살시챠 L 25,130 | 팬 페퍼로니 L 16,910 | 팬 수퍼 슈프림 L 20,310 | 메가더블세트 19,900 | 리치골드 토핑킹 L 25,130 | 블랙알리오 스테이크 L 25,130|평일 11:00~23:00 (정확한 운영시간은 지점별 문의필수) | 주말 11:00~23:00 (정확한 운영시간은 지점별 문의필수)
피자헛|13287198|피자헛 용인시청점|경기도 용인시 처인구 김량장동 408|경기도 용인시 처인구 중부대로 1354 한명빌딩|031-337-3371|['음식점', '피자']|127.1949892|37.2346403|http://www.pizzahut.co.kr/|[{'rep': True, 'x': 127.195322, 'y': 37.234543}]|[{'rep': True, 'x': 127.195225, 'y': 37.234624}]|얼티밋 치즈포켓 L 25,130 | 티본 스테이크&쉬림프 L 25,130 | 베이컨 포테이토 L 23,730 | 이탈리안 살시챠 L 25,130 | 팬 페퍼로니 L 16,910 | 팬 수퍼 슈프림 L 20,310 | 메가더블세트 19,900 | 리치골드 토핑킹 L 25,130 | 블랙알리오 스테이크 L 25,130|평일 11:00~23:00 (정확한 운영시간은 지점별 문의필수) | 주말 11:00~23:00 (정확한 운영시간은 지점별 문의필수)
피자헛|1009981959|피자헛 안산사동점|경기도 안산시 상록구 사동 1410-2|경기도 안산시 상록구 초당로 26-1|031-502-2317|['음식점', '피자']|126.8503678|37.2847381|http://www.pizzahut.co.kr/|[{'rep': True, 'x': 126.850378, 'y': 37.284847}]|[{'rep': True, 'x': 126.850378, 'y': 37.284847}]|얼티밋 치즈포켓 L 25,130 | 티본 스테이크&쉬림프 L 25,130 | 베이컨 포테이토 L 23,730 | 이탈리안 살시챠 L 25,130 | 팬 페퍼로니 L 16,910 | 팬 수퍼 슈프림 L 20,310 | 메가더블세트 19,900 | 리치골드 토핑킹 L 25,130 | 블랙알리오 스테이크 L 25,130|평일 11:00~23:00 (정확한 운영시간은 지점별 문의필수) | 주말 11:00~23:00 (정확한 운영시간은 지점별 문의필수)
피자헛|35444838|피자헛 안중점|경기도 평택시 안중읍 현화리 847-2|경기도 평택시 안중읍 안중로 28 경인빌딩|031-683-1588|['음식점', '피자']|126.9251094|36.9839880|http://www.pizzahut.co.kr/|[{'rep': True, 'x': 126.925061, 'y': 36.98404}]|[{'rep': True, 'x': 126.925061, 'y': 36.98404}]|얼티밋 치즈포켓 L 25,130 | 티본 스테이크&쉬림프 L 25,130 | 베이컨 포테이토 L 23,730 | 이탈리안 살시챠 L 25,130 | 팬 페퍼로니 L 16,910 | 팬 수퍼 슈프림 L 20,310 | 메가더블세트 19,900 | 리치골드 토핑킹 L 25,130 | 블랙알리오 스테이크 L 25,130|평일 11:00~23:00 (정확한 운영시간은 지점별 문의필수) | 주말 11:00~23:00 (정확한 운영시간은 지점별 문의필수)
피자헛|32873614|피자헛 과천우면점|경기도 과천시 과천동 455-16 2층|경기도 과천시 중앙로 417 경마장주유소|02-3679-1588|['음식점', '피자']|126.9995174|37.4506924|http://www.pizzahut.co.kr/|[{'rep': True, 'x': 126.999742, 'y': 37.4507772}]|[{'rep': True, 'x': 126.999742, 'y': 37.4507772}]|얼티밋 치즈포켓 L 25,130 | 티본 스테이크&쉬림프 L 25,130 | 베이컨 포테이토 L 23,730 | 이탈리안 살시챠 L 25,130 | 팬 페퍼로니 L 16,910 | 팬 수퍼 슈프림 L 20,310 | 메가더블세트 19,900 | 리치골드 토핑킹 L 25,130 | 블랙알리오 스테이크 L 25,130|평일 11:00~23:00 (정확한 운영시간은 지점별 문의필수) | 주말 11:00~23:00 (정확한 운영시간은 지점별 문의필수)
피자헛|1672800613|피자헛 남양주마석점|경기도 남양주시 화도읍 녹촌리 12|경기도 남양주시 화도읍 경춘로 1896-8|070-7843-2410|['음식점', '피자']|127.2982991|37.6520251|http://www.pizzahut.co.kr/|[{'rep': True, 'x': 127.298766, 'y': 37.652216}, {'rep': False, 'x': 127.298784, 'y': 37.65189}]|[{'rep': True, 'x': 127.298766, 'y': 37.652216}, {'rep': False, 'x': 127.298784, 'y': 37.65189}]|얼티밋 치즈포켓 L 25,130 | 티본 스테이크&쉬림프 L 25,130 | 베이컨 포테이토 L 23,730 | 이탈리안 살시챠 L 25,130 | 팬 페퍼로니 L 16,910 | 팬 수퍼 슈프림 L 20,310 | 메가더블세트 19,900 | 리치골드 토핑킹 L 25,130 | 블랙알리오 스테이크 L 25,130|평일 11:00~23:00 (정확한 운영시간은 지점별 문의필수) | 주말 11:00~23:00 (정확한 운영시간은 지점별 문의필수)
피자헛|124072387|피자헛 수원버스터미널점|경기도 수원시 권선구 세류동 1121-4 리치타워 1층|경기도 수원시 권선구 경수대로 261 리치타워|031-235-8172|['음식점', '피자']|127.0185770|37.2505983|http://www.pizzahut.co.kr/|[{'rep': True, 'x': 127.018561, 'y': 37.250857}]|[{'rep': True, 'x': 127.018685, 'y': 37.250719}]|얼티밋 치즈포켓 L 25,130 | 티본 스테이크&쉬림프 L 25,130 | 베이컨 포테이토 L 23,730 | 이탈리안 살시챠 L 25,130 | 팬 페퍼로니 L 16,910 | 팬 수퍼 슈프림 L 20,310 | 메가더블세트 19,900 | 리치골드 토핑킹 L 25,130 | 블랙알리오 스테이크 L 25,130|평일 11:00~23:00 (정확한 운영시간은 지점별 문의필수) | 주말 11:00~23:00 (정확한 운영시간은 지점별 문의필수)
피자헛|11624966|피자헛 금오2호점|경기도 의정부시 신곡동 782-4 1층|경기도 의정부시 부용로 197 럭스빌|031-851-9994|['음식점', '피자']|127.0788842|37.7507112|http://www.pizzahut.co.kr/|[{'rep': True, 'x': 127.07897, 'y': 37.750792}]|[{'rep': True, 'x': 127.07897, 'y': 37.750792}]|얼티밋 치즈포켓 L 25,130 | 티본 스테이크&쉬림프 L 25,130 | 베이컨 포테이토 L 23,730 | 이탈리안 살시챠 L 25,130 | 팬 페퍼로니 L 16,910 | 팬 수퍼 슈프림 L 20,310 | 메가더블세트 19,900 | 리치골드 토핑킹 L 25,130 | 블랙알리오 스테이크 L 25,130|평일 11:00~23:00 (정확한 운영시간은 지점별 문의필수) | 주말 11:00~23:00 (정확한 운영시간은 지점별 문의필수)
피자헛|35782004|피자헛 포천송우리점|경기도 포천시 소흘읍 송우리 105-5 1층|경기도 포천시 소흘읍 솔모루로 106 루시나산부인과병원|031-8080-1325|['음식점', '피자']|127.1488693|37.8304930|http://www.pizzahut.co.kr/|[{'rep': True, 'x': 127.149067, 'y': 37.830649}]|[{'rep': True, 'x': 127.148707, 'y': 37.830428}]|얼티밋 치즈포켓 L 25,130 | 티본 스테이크&쉬림프 L 25,130 | 베이컨 포테이토 L 23,730 | 이탈리안 살시챠 L 25,130 | 팬 페퍼로니 L 16,910 | 팬 수퍼 슈프림 L 20,310 | 메가더블세트 19,900 | 리치골드 토핑킹 L 25,130 | 블랙알리오 스테이크 L 25,130|평일 11:00~23:00 (정확한 운영시간은 지점별 문의필수) | 주말 11:00~23:00 (정확한 운영시간은 지점별 문의필수)
피자헛|1624655893|피자헛 남양주진접역점|경기도 남양주시 진접읍 금곡리 1021-3|경기도 남양주시 진접읍 해밀예당1로 219|031-575-4300|['음식점', '피자']|127.2022151|37.7205017|http://www.pizzahut.co.kr/|[{'rep': True, 'x': 127.2022566, 'y': 37.7206913}]|[{'rep': True, 'x': 127.2023697, 'y': 37.7204732}]|얼티밋 치즈포켓 L 25,130 | 티본 스테이크&쉬림프 L 25,130 | 베이컨 포테이토 L 23,730 | 이탈리안 살시챠 L 25,130 | 팬 페퍼로니 L 16,910 | 팬 수퍼 슈프림 L 20,310 | 메가더블세트 19,900 | 리치골드 토핑킹 L 25,130 | 블랙알리오 스테이크 L 25,130|평일 11:00~23:00 (정확한 운영시간은 지점별 문의필수) | 주말 11:00~23:00 (정확한 운영시간은 지점별 문의필수)
피자헛|1857496932|피자헛 용인구성본점|경기도 용인시 기흥구 마북동 317-2|경기도 용인시 기흥구 마북로 41|031-693-8731|['음식점', '피자']|127.1168128|37.2954013|http://www.pizzahut.co.kr/|[{'rep': True, 'x': 127.116853, 'y': 37.295342}]|[{'rep': True, 'x': 127.116853, 'y': 37.295342}]|얼티밋 치즈포켓 L 25,130 | 티본 스테이크&쉬림프 L 25,130 | 베이컨 포테이토 L 23,730 | 이탈리안 살시챠 L 25,130 | 팬 페퍼로니 L 16,910 | 팬 수퍼 슈프림 L 20,310 | 메가더블세트 19,900 | 리치골드 토핑킹 L 25,130 | 블랙알리오 스테이크 L 25,130|평일 11:00~23:00 (정확한 운영시간은 지점별 문의필수) | 주말 11:00~23:00 (정확한 운영시간은 지점별 문의필수)
피자헛|1983413908|피자헛 성남종합운동장점|경기도 성남시 중원구 성남동 3304|경기도 성남시 중원구 제일로 67|070-4282-0987|['음식점', '피자']|127.1353244|37.4327998|http://www.pizzahut.co.kr/|[{'rep': True, 'x': 127.135434, 'y': 37.432773}]|[{'rep': True, 'x': 127.135434, 'y': 37.432773}]|얼티밋 치즈포켓 L 25,130 | 티본 스테이크&쉬림프 L 25,130 | 베이컨 포테이토 L 23,730 | 이탈리안 살시챠 L 25,130 | 팬 페퍼로니 L 16,910 | 팬 수퍼 슈프림 L 20,310 | 메가더블세트 19,900 | 리치골드 토핑킹 L 25,130 | 블랙알리오 스테이크 L 25,130|평일 11:00~23:00 (정확한 운영시간은 지점별 문의필수) | 주말 11:00~23:00 (정확한 운영시간은 지점별 문의필수)
피자헛|1138577897|피자헛 의왕고천점|경기도 의왕시 고천동 234-6|경기도 의왕시 경수대로 209|031-453-7745|['음식점', '피자']|126.9748869|37.3454102|http://www.pizzahut.co.kr/|[{'rep': True, 'x': 126.9752664, 'y': 37.3452711}]|[{'rep': True, 'x': 126.9751744, 'y': 37.3454384}]|얼티밋 치즈포켓 L 25,130 | 티본 스테이크&쉬림프 L 25,130 | 베이컨 포테이토 L 23,730 | 이탈리안 살시챠 L 25,130 | 팬 페퍼로니 L 16,910 | 팬 수퍼 슈프림 L 20,310 | 메가더블세트 19,900 | 리치골드 토핑킹 L 25,130 | 블랙알리오 스테이크 L 25,130|평일 11:00~23:00 (정확한 운영시간은 지점별 문의필수) | 주말 11:00~23:00 (정확한 운영시간은 지점별 문의필수)
피자헛|1493140827|피자헛 안산선부동점|경기도 안산시 단원구 선부동 1086|경기도 안산시 단원구 달미로 64|031-482-5586|['음식점', '피자']|126.8151221|37.3404614|http://www.pizzahut.co.kr/|[{'rep': True, 'x': 126.815123, 'y': 37.340163}]|[{'rep': True, 'x': 126.815082, 'y': 37.340564}, {'rep': False, 'x': 126.81513, 'y': 37.340881}]|얼티밋 치즈포켓 L 25,130 | 티본 스테이크&쉬림프 L 25,130 | 베이컨 포테이토 L 23,730 | 이탈리안 살시챠 L 25,130 | 팬 페퍼로니 L 16,910 | 팬 수퍼 슈프림 L 20,310 | 메가더블세트 19,900 | 리치골드 토핑킹 L 25,130 | 블랙알리오 스테이크 L 25,130|평일 11:00~23:00 (정확한 운영시간은 지점별 문의필수) | 주말 11:00~23:00 (정확한 운영시간은 지점별 문의필수)
피자헛|1412764698|피자헛 부천원종점|경기도 부천시 원종동 262-2|경기도 부천시 소사로 818|032-678-5555|['음식점', '피자']|126.8051090|37.5289942|http://www.pizzahut.co.kr/|[{'rep': True, 'x': 126.805007, 'y': 37.529131}]|[{'rep': True, 'x': 126.805007, 'y': 37.529131}]|얼티밋 치즈포켓 L 25,130 | 티본 스테이크&쉬림프 L 25,130 | 베이컨 포테이토 L 23,730 | 이탈리안 살시챠 L 25,130 | 팬 페퍼로니 L 16,910 | 팬 수퍼 슈프림 L 20,310 | 메가더블세트 19,900 | 리치골드 토핑킹 L 25,130 | 블랙알리오 스테이크 L 25,130|평일 11:00~23:00 (정확한 운영시간은 지점별 문의필수) | 주말 11:00~23:00 (정확한 운영시간은 지점별 문의필수)
피자헛|1211496483|피자헛 판교중앙점|경기도 성남시 분당구 판교동 621-4|경기도 성남시 분당구 운중로 237|031-724-0503|['음식점', '피자']|127.0896109|37.3898335|http://www.pizzahut.co.kr/|[{'rep': True, 'x': 127.089669, 'y': 37.389985}]|[{'rep': True, 'x': 127.089523, 'y': 37.389805}]|얼티밋 치즈포켓 L 25,130 | 티본 스테이크&쉬림프 L 25,130 | 베이컨 포테이토 L 23,730 | 이탈리안 살시챠 L 25,130 | 팬 페퍼로니 L 16,910 | 팬 수퍼 슈프림 L 20,310 | 메가더블세트 19,900 | 리치골드 토핑킹 L 25,130 | 블랙알리오 스테이크 L 25,130|평일 11:00~23:00 (정확한 운영시간은 지점별 문의필수) | 주말 11:00~23:00 (정확한 운영시간은 지점별 문의필수)
피자헛|524594937|피자헛 시화본점|경기도 시흥시 정왕동 1735-4|경기도 시흥시 마유로 330 대하빌딩|031-488-8550|['음식점', '피자']|126.7353929|37.3456313|http://www.pizzahut.co.kr/|[{'rep': True, 'x': 126.7355036, 'y': 37.3453838}]|[{'rep': True, 'x': 126.7351818, 'y': 37.3455204}]|얼티밋 치즈포켓 L 25,130 | 티본 스테이크&쉬림프 L 25,130 | 베이컨 포테이토 L 23,730 | 이탈리안 살시챠 L 25,130 | 팬 페퍼로니 L 16,910 | 팬 수퍼 슈프림 L 20,310 | 메가더블세트 19,900 | 리치골드 토핑킹 L 25,130 | 블랙알리오 스테이크 L 25,130|평일 11:00~23:00 (정확한 운영시간은 지점별 문의필수) | 주말 11:00~23:00 (정확한 운영시간은 지점별 문의필수)
피자헛|33620706|피자헛 봉담점|경기도 화성시 봉담읍 동화리 622|경기도 화성시 봉담읍 동화역말길 25|070-7843-1290|['음식점', '피자']|126.9632727|37.2150838|http://www.pizzahut.co.kr/|[{'rep': True, 'x': 126.9633495, 'y': 37.2153793}]|[{'rep': True, 'x': 126.9634884, 'y': 37.215046}, {'rep': False, 'x': 126.9637664, 'y': 37.2151229}]|얼티밋 치즈포켓 L 25,130 | 티본 스테이크&쉬림프 L 25,130 | 베이컨 포테이토 L 23,730 | 이탈리안 살시챠 L 25,130 | 팬 페퍼로니 L 16,910 | 팬 수퍼 슈프림 L 20,310 | 메가더블세트 19,900 | 리치골드 토핑킹 L 25,130 | 블랙알리오 스테이크 L 25,130|평일 11:00~23:00 (정확한 운영시간은 지점별 문의필수) | 주말 11:00~23:00 (정확한 운영시간은 지점별 문의필수)
피자헛|37393424|피자헛 시흥능곡점|경기도 시흥시 능곡동 517|경기도 시흥시 승지로 67|031-312-9509|['음식점', '피자']|126.8103330|37.3700562|http://www.pizzahut.co.kr/|[{'rep': True, 'x': 126.810422, 'y': 37.37019}]|[{'rep': True, 'x': 126.810476, 'y': 37.370126}]|얼티밋 치즈포켓 L 25,130 | 티본 스테이크&쉬림프 L 25,130 | 베이컨 포테이토 L 23,730 | 이탈리안 살시챠 L 25,130 | 팬 페퍼로니 L 16,910 | 팬 수퍼 슈프림 L 20,310 | 메가더블세트 19,900 | 리치골드 토핑킹 L 25,130 | 블랙알리오 스테이크 L 25,130|평일 11:00~23:00 (정확한 운영시간은 지점별 문의필수) | 주말 11:00~23:00 (정확한 운영시간은 지점별 문의필수)
피자헛|38281886|피자헛 부천송내점|경기도 부천시 송내동 381-4|경기도 부천시 경인로 130|1588-5588|['음식점', '피자']|126.7697377|37.4838947|http://www.pizzahut.co.kr/|[{'rep': True, 'x': 126.769803, 'y': 37.483935}]|[{'rep': True, 'x': 126.769803, 'y': 37.483935}]|얼티밋 치즈포켓 L 25,130 | 티본 스테이크&쉬림프 L 25,130 | 베이컨 포테이토 L 23,730 | 이탈리안 살시챠 L 25,130 | 팬 페퍼로니 L 16,910 | 팬 수퍼 슈프림 L 20,310 | 메가더블세트 19,900 | 리치골드 토핑킹 L 25,130 | 블랙알리오 스테이크 L 25,130|평일 11:00~23:00 (정확한 운영시간은 지점별 문의필수) | 주말 11:00~23:00 (정확한 운영시간은 지점별 문의필수)
피자헛|1084994781|피자헛 수원지동점|경기도 수원시 팔달구 지동 483|경기도 수원시 팔달구 경수대로 597|031-246-7351|['음식점', '피자']|127.0304679|37.2790768|http://www.pizzahut.co.kr/|[{'rep': True, 'x': 127.030588, 'y': 37.278974}]|[{'rep': True, 'x': 127.030588, 'y': 37.278974}]|얼티밋 치즈포켓 L 25,130 | 티본 스테이크&쉬림프 L 25,130 | 베이컨 포테이토 L 23,730 | 이탈리안 살시챠 L 25,130 | 팬 페퍼로니 L 16,910 | 팬 수퍼 슈프림 L 20,310 | 메가더블세트 19,900 | 리치골드 토핑킹 L 25,130 | 블랙알리오 스테이크 L 25,130|평일 11:00~23:00 (정확한 운영시간은 지점별 문의필수) | 주말 11:00~23:00 (정확한 운영시간은 지점별 문의필수)
피자헛|1743876724|피자헛 가능점|경기도 의정부시 가능동 17-1 동진빌딩 104호|경기도 의정부시 평화로 660|031-847-7886|['음식점', '피자']|127.0447529|37.7508096|http://www.pizzahut.co.kr/|[{'rep': True, 'x': 127.045105, 'y': 37.750973}]|[{'rep': True, 'x': 127.044855, 'y': 37.750818}]|얼티밋 치즈포켓 L 25,130 | 티본 스테이크&쉬림프 L 25,130 | 베이컨 포테이토 L 23,730 | 이탈리안 살시챠 L 25,130 | 팬 페퍼로니 L 16,910 | 팬 수퍼 슈프림 L 20,310 | 메가더블세트 19,900 | 리치골드 토핑킹 L 25,130 | 블랙알리오 스테이크 L 25,130|평일 11:00~23:00 (정확한 운영시간은 지점별 문의필수) | 주말 11:00~23:00 (정확한 운영시간은 지점별 문의필수)
피자헛|1378575621|피자헛 강릉교동점|강원도 강릉시 교동 1890-4|강원도 강릉시 정원로 52|033-655-9579|['음식점', '피자']|128.8762143|37.7624132|http://www.pizzahut.co.kr/|[{'rep': True, 'x': 128.8760941, 'y': 37.7622984}]|[{'rep': True, 'x': 128.8760941, 'y': 37.7622984}]|얼티밋 치즈포켓 L 25,130 | 티본 스테이크&쉬림프 L 25,130 | 베이컨 포테이토 L 23,730 | 이탈리안 살시챠 L 25,130 | 팬 페퍼로니 L 16,910 | 팬 수퍼 슈프림 L 20,310 | 메가더블세트 19,900 | 리치골드 토핑킹 L 25,130 | 블랙알리오 스테이크 L 25,130|평일 11:00~23:00 (정확한 운영시간은 지점별 문의필수) | 주말 11:00~23:00 (정확한 운영시간은 지점별 문의필수)
피자헛|11624911|피자헛 춘천점|강원도 춘천시 소양로3가 177-3|강원도 춘천시 금강로 19|033-251-4512|['음식점', '피자']|127.7248123|37.8819305|http://www.pizzahut.co.kr/|[{'rep': True, 'x': 127.724852, 'y': 37.88186}]|[{'rep': True, 'x': 127.724852, 'y': 37.88186}]|얼티밋 치즈포켓 L 25,130 | 티본 스테이크&쉬림프 L 25,130 | 베이컨 포테이토 L 23,730 | 이탈리안 살시챠 L 25,130 | 팬 페퍼로니 L 16,910 | 팬 수퍼 슈프림 L 20,310 | 메가더블세트 19,900 | 리치골드 토핑킹 L 25,130 | 블랙알리오 스테이크 L 25,130|평일 11:00~23:00 (정확한 운영시간은 지점별 문의필수) | 주말 11:00~23:00 (정확한 운영시간은 지점별 문의필수)
피자헛|35546038|피자헛 속초본점|강원도 속초시 교동 1021-1|강원도 속초시 청초호반로 188|033-631-7023|['음식점', '피자']|128.5800013|38.1963828|http://www.pizzahut.co.kr/|[{'rep': True, 'x': 128.579873, 'y': 38.196431}]|None|얼티밋 치즈포켓 L 25,130 | 티본 스테이크&쉬림프 L 25,130 | 베이컨 포테이토 L 23,730 | 이탈리안 살시챠 L 25,130 | 팬 페퍼로니 L 16,910 | 팬 수퍼 슈프림 L 20,310 | 메가더블세트 19,900 | 리치골드 토핑킹 L 25,130 | 블랙알리오 스테이크 L 25,130|평일 11:00~23:00 (정확한 운영시간은 지점별 문의필수) | 주말 11:00~23:00 (정확한 운영시간은 지점별 문의필수)
피자헛|1815879820|피자헛 원주태장점|강원도 원주시 태장동 1385-13|강원도 원주시 흥양로 10|033-748-0289|['음식점', '피자']|127.9481032|37.3829033|http://www.pizzahut.co.kr/|[{'rep': True, 'x': 127.948214, 'y': 37.382767}]|[{'rep': True, 'x': 127.948214, 'y': 37.382767}]|얼티밋 치즈포켓 L 25,130 | 티본 스테이크&쉬림프 L 25,130 | 베이컨 포테이토 L 23,730 | 이탈리안 살시챠 L 25,130 | 팬 페퍼로니 L 16,910 | 팬 수퍼 슈프림 L 20,310 | 메가더블세트 19,900 | 리치골드 토핑킹 L 25,130 | 블랙알리오 스테이크 L 25,130|평일 11:00~23:00 (정확한 운영시간은 지점별 문의필수) | 주말 11:00~23:00 (정확한 운영시간은 지점별 문의필수)
피자헛|1396961224|피자헛 원주봉화점|강원도 원주시 단계동 1216|강원도 원주시 백간길 25 벨라시티 SG프라자 측면1층|033-748-0281|['음식점', '피자']|127.9263005|37.3520827|http://www.pizzahut.co.kr/|[{'rep': True, 'x': 127.9253498, 'y': 37.3520689}, {'rep': False, 'x': 127.9260802, 'y': 37.3519246}]|[{'rep': True, 'x': 127.9253498, 'y': 37.3520689}]|얼티밋 치즈포켓 L 25,130 | 티본 스테이크&쉬림프 L 25,130 | 베이컨 포테이토 L 23,730 | 이탈리안 살시챠 L 25,130 | 팬 페퍼로니 L 16,910 | 팬 수퍼 슈프림 L 20,310 | 메가더블세트 19,900 | 리치골드 토핑킹 L 25,130 | 블랙알리오 스테이크 L 25,130|평일 11:00~23:00 (정확한 운영시간은 지점별 문의필수) | 주말 11:00~23:00 (정확한 운영시간은 지점별 문의필수)
피자헛|1917927747|피자헛 강릉입암점|강원도 강릉시 입암동 204-4|강원도 강릉시 성덕포남로 17|033-653-9815|['음식점', '피자']|128.9218949|37.7573611|http://www.pizzahut.co.kr/|[{'rep': True, 'x': 128.922052, 'y': 37.757348}]|[{'rep': True, 'x': 128.922052, 'y': 37.757348}]|얼티밋 치즈포켓 L 25,130 | 티본 스테이크&쉬림프 L 25,130 | 베이컨 포테이토 L 23,730 | 이탈리안 살시챠 L 25,130 | 팬 페퍼로니 L 16,910 | 팬 수퍼 슈프림 L 20,310 | 메가더블세트 19,900 | 리치골드 토핑킹 L 25,130 | 블랙알리오 스테이크 L 25,130|평일 11:00~23:00 (정확한 운영시간은 지점별 문의필수) | 주말 11:00~23:00 (정확한 운영시간은 지점별 문의필수)
피자헛|432679442|피자헛 청주가경점|충청북도 청주시 서원구 개신동 698|충청북도 청주시 서원구 복대로 13|043-231-3697|['음식점', '피자']|127.4458458|36.6184531|http://www.pizzahut.co.kr/|[{'rep': True, 'x': 127.445656, 'y': 36.618434}]|[{'rep': True, 'x': 127.445656, 'y': 36.618434}]|얼티밋 치즈포켓 L 25,130 | 티본 스테이크&쉬림프 L 25,130 | 베이컨 포테이토 L 23,730 | 이탈리안 살시챠 L 25,130 | 팬 페퍼로니 L 16,910 | 팬 수퍼 슈프림 L 20,310 | 메가더블세트 19,900 | 리치골드 토핑킹 L 25,130 | 블랙알리오 스테이크 L 25,130|평일 11:00~23:00 (정확한 운영시간은 지점별 문의필수) | 주말 11:00~23:00 (정확한 운영시간은 지점별 문의필수)
피자헛|13562767|피자헛 제천청전점|충청북도 제천시 청전동 126-1|충청북도 제천시 의림대로29길 3|043-644-1580|['음식점', '피자']|128.2141500|37.1477320|http://www.pizzahut.co.kr/|[{'rep': True, 'x': 128.214154, 'y': 37.147781}]|[{'rep': True, 'x': 128.214154, 'y': 37.147781}]|얼티밋 치즈포켓 L 25,130 | 티본 스테이크&쉬림프 L 25,130 | 베이컨 포테이토 L 23,730 | 이탈리안 살시챠 L 25,130 | 팬 페퍼로니 L 16,910 | 팬 수퍼 슈프림 L 20,310 | 메가더블세트 19,900 | 리치골드 토핑킹 L 25,130 | 블랙알리오 스테이크 L 25,130|평일 11:00~23:00 (정확한 운영시간은 지점별 문의필수) | 주말 11:00~23:00 (정확한 운영시간은 지점별 문의필수)
피자헛|11625215|피자헛 충북대2호점|충청북도 청주시 흥덕구 복대동 903-3|충청북도 청주시 흥덕구 사직대로 78|043-277-5625|['음식점', '피자']|127.4559000|36.6344320|http://www.pizzahut.co.kr/|[{'rep': True, 'x': 127.455919, 'y': 36.634503}]|[{'rep': True, 'x': 127.455919, 'y': 36.634503}]|얼티밋 치즈포켓 L 25,130 | 티본 스테이크&쉬림프 L 25,130 | 베이컨 포테이토 L 23,730 | 이탈리안 살시챠 L 25,130 | 팬 페퍼로니 L 16,910 | 팬 수퍼 슈프림 L 20,310 | 메가더블세트 19,900 | 리치골드 토핑킹 L 25,130 | 블랙알리오 스테이크 L 25,130|평일 11:00~23:00 (정확한 운영시간은 지점별 문의필수) | 주말 11:00~23:00 (정확한 운영시간은 지점별 문의필수)
피자헛|33238082|피자헛 충북오창점|충청북도 청주시 청원구 오창읍 양청리 752-6 101호|충청북도 청주시 청원구 오창읍 과학산업2로 373 101호|070-4706-5577|['음식점', '피자']|127.4226240|36.7155540|http://www.pizzahut.co.kr/|[{'rep': True, 'x': 127.422344, 'y': 36.715619}]|[{'rep': True, 'x': 127.422769, 'y': 36.715472}]|얼티밋 치즈포켓 L 25,130 | 티본 스테이크&쉬림프 L 25,130 | 베이컨 포테이토 L 23,730 | 이탈리안 살시챠 L 25,130 | 팬 페퍼로니 L 16,910 | 팬 수퍼 슈프림 L 20,310 | 메가더블세트 19,900 | 리치골드 토핑킹 L 25,130 | 블랙알리오 스테이크 L 25,130|평일 11:00~23:00 (정확한 운영시간은 지점별 문의필수) | 주말 11:00~23:00 (정확한 운영시간은 지점별 문의필수)
