NAME|BRANCH|ADDR|TELL|XCODR|YCORD
블랙야크|[키즈]NC순천|전남 순천시 비봉2길 22 (조례동, 시대아파트) NC백화점 순천점 블랙야크 키즈|061-720-5622|127.520991|34.972467
블랙야크|[키즈M]순천모다점|전남 순천시 해룡면 상성길 70 순천모다점 블랙야크 키즈|061-902 -8003|127.544275|34.925372
블랙야크|[키즈M]전남나주점|전남 나주시 중앙로 61 (성북동) 전남 나주점 블랙야크키즈|061-332 -7033|126.718684|35.0346575
블랙야크|[키즈M]전남목포하당점|전남 목포시 백년대로 383 (옥암동) 전남 목포하당점 블랙야크 키즈|061-282 -9061|126.428286|34.8078819
블랙야크|[키즈M]전남여수여천점|전남 여수시 망마로 67-1 (신기동) 전남 여주여천점 블랙야크 키즈|--|127.670162|34.75865
블랙야크|[키즈M]전남화순점|전남 화순군 화순읍 중앙로 78 전남 화순점 블랙야크키즈|061-374 -0078|126.989647|35.0603154
블랙야크|[키즈M]LF광양점|전남 광양시 광양읍 순광로 466 A동 305호|061-815 -4800|127.566703|34.962848
블랙야크|[키즈]롯데인천터미널|인천 미추홀구 연남로 35 (관교동) 롯데백화점 인천터미널점 블랙야크키즈|032-242 -2643|126.701839|37.4401308
블랙야크|[키즈]현대아울렛송도|인천 연수구 송도국제대로 123 (송도동) 현대아울렛 송도점 블랙야크 키즈|032-727 -2308|126.657917|37.3816291
블랙야크|[키즈M]인천모다점|인천 서구 북항로32번안길 50 (원창동) 인천 모다점 블랙야크키즈|032-288_-7728|126.647725|37.509918
블랙야크|[키즈M]인천부평모다점|인천 부평구 부평문화로 35 (부평동) 인천 부평모다점 블랙야크키즈|032-452_-2466|126.719575|37.4935392
블랙야크|[키즈M]인천신구월점|인천 남구 주안동  1563-6|032-439-7720|126.692037|37.450084
블랙야크|[키즈M]인천LF연수점|인천 연수구 용담로 12 (청학동) 인천 LF연수점 블랙야크키즈|032-717 -0511|126.668373|37.4208501
블랙야크|[키즈]대전패션아일랜드점|대전 동구 은어송로 72 (가오동) 대전패션아일랜드점 블랙야크 키즈|042-280 -9303|127.458016|36.306955
블랙야크|[키즈]롯데대전|대전 서구 계룡로 598 (괴정동) 롯데백화점 대전점 블랙야크키즈|042-601 -2694|127.38948|36.340755
블랙야크|[키즈]모다아울렛대전|대전 유성구 대정로 5 (대정동) 모다아울렛대전 블랙야크 키즈|042-365 -1066|127.319102|36.31261
블랙야크|[키즈]SAY대전|대전 중구 계백로 1700 (문화동) SAY백화점 대전점 블랙야크키즈|042-224 -2002|127.408694|36.320687
블랙야크|[키즈M]대전유성점|대전 유성구 유성대로 777-1 (장대동) 대전 유성점 블랙야크 키즈|--|127.336041|36.3617729
블랙야크|[키즈]롯데울산|울산 남구 삼산로 282 (삼산동) 롯데백화점 울산점 블랙야크키즈|052-960 -5663|129.338834|35.538713
블랙야크|[키즈]울산신선도원몰점|울산 북구 진장17길 10 (진장동) 울산 신선도원몰점 블랙야크키즈|052-916 -0359|129.356449|35.5624072
블랙야크|[키즈]현대동구|울산 동구 방어진순환도로 899 (서부동) 현대백화점 동구점 블랙야크키즈|052-250 -4480|129.431397|35.521586
블랙야크|[키즈]현대울산|울산 남구 삼산로 261 (삼산동) 현대백화점 울산점 블랙야크키즈|052-228 -1050|129.335782|35.539529
블랙야크|[키즈M]울산달동점|울산 남구 삼산로 126 (달동) 울산 달동 블랙야크키즈|052-257 -9227|129.321133|35.5354873
블랙야크|[키즈]롯데광주|광주 동구 독립로 268 (대인동) 롯데백화점 광복점 블랙야크키즈|062-221 -1847|126.91226|35.154521
블랙야크|[키즈]롯데아울렛광주월드컵|광주 서구 금화로 240 (풍암동) 롯데아울렛 광주점 블랙야크 키즈|062-606 -2956|126.875594|35.132973
블랙야크|[키즈]롯데아울렛수완|광주 광산구 장신로 98 (장덕동) 롯데아울렛 수완점 블랙야크 키즈|062-616 -2407|126.820988|35.19026
블랙야크|[키즈]신세계광주|광주 서구 무진대로 932 (광천동) 신세계백화점 광주점 블랙야크키즈|062-360 -1713|126.882669|35.160538
블랙야크|[키즈M]광주동광주점|광주 북구 동문대로 207 (각화동) 광주 동광주점 블랙야크키즈|062-266 -5888|126.929948|35.1809128
블랙야크|[키즈M]광주무등산점|광주 동구 증심사길30번길 9 (운림동) 광주 무등산점 블랙야크키즈|062-227_-1811|126.956245|35.1337617
블랙야크|[키즈M]광주상무점|광주 서구 상무대로 841 (쌍촌동) 0|062-384-1811|126.85411|35.149655
블랙야크|[키즈M]광주아울렛점|광주 서구 상무대로 627 (마륵동) 광주아울렛점 블랙야크 키즈|062-372 -0800|126.833622|35.1411816
블랙야크|[키즈]롯데대구|대구 북구 태평로 161 (칠성동2가) 롯데백화점 대구점 블랙야크키즈|053-660 -3569|128.595265|35.875708
블랙야크|[키즈]롯데상인|대구 달서구 월배로 232 (상인동) 롯데백화점 상인점 블랙야크키즈|053-258 -3583|128.538869|35.81882
블랙야크|[키즈]롯데아울렛봉무|대구 동구 팔공로49길 16 (봉무동) 롯데아울렛 봉무점 블랙야크키즈|053-945 -2588|128.637355|35.9215481
블랙야크|[키즈]롯데아울렛율하|대구 동구 안심로 80 (율하동) 롯데아울렛 율하점 블랙야크 키즈|053-960 -2679|128.693438|35.868384
블랙야크|[키즈]신세계대구|대구 동구 동부로30길 12 (신천동) 신세계백화점 대구점 블랙야크키즈|053-661 -6818|128.628973|35.877931
블랙야크|[키즈M]대구범어점|대구 수성구 달구벌대로 2548 (범어동) 대구 범어점 블랙야크 키즈|--|128.641322|35.8584978
블랙야크|[키즈M]대구팔공산점|대구 동구 팔공로 330 (봉무동) 대구 팔공산점 블랙야크키즈|--|128.641788|35.9281241
블랙야크|[키즈]롯데광복|부산 중구 중앙대로 2 (중앙동7가) 롯데백화점 광복점 블랙야크키즈|051-678 -3895|129.036834|35.098451
블랙야크|[키즈]롯데동래|부산 동래구 중앙대로 1393 (온천동) 롯데백화점 동래점 블랙야크키즈|051-668 -4639|129.077696|35.211786
블랙야크|[키즈]롯데부산|부산 부산진구 가야대로 772 (부전동) 롯데백화점 부산점 블랙야크키즈|051-810 -4673|129.056416|35.1568518
블랙야크|[키즈]롯데센텀시티|부산 해운대구 센텀남대로 59 (우동) 롯데백화점 센텀시티점 블랙야크키즈|051-730 -3795|129.131382|35.169731
블랙야크|[키즈]롯데아울렛동부산|부산 기장군 기장읍 기장해안로 147 롯데아울렛 동부산점 블랙야크키즈|051-901 -2596|129.212321|35.192448
블랙야크|[키즈]신세계센텀시티|부산 해운대구 센텀남대로 35 (우동) 신세계백화점 센텀시티점 블랙야크키즈|051-745 -1513|129.129747|35.168721
블랙야크|[키즈]신세계아울렛부산|부산 기장군 장안읍 정관로 1133 신세계아울렛 부산점 블랙야크키즈|051-940 -1429|129.234964|35.3238128
블랙야크|[키즈]현대부산|부산 동구 범일로 125 (범일동) 현대백화점 부산점 블랙야크키즈|051-667 -0631|129.058593|35.141362
블랙야크|[키즈]NC서면|부산 부산진구 동천로 92 (전포동) NC백화점 서면점 블랙야크 키즈|051-794 -7265|129.063125|35.15726
블랙야크|[키즈]NC아울렛덕천|부산 북구 만덕대로 23 (덕천동) NC아울렛 덕천점 블랙야크키즈|051-366 -2313|129.007592|35.2111074
블랙야크|[키즈M]부산광복점|부산 서구 구덕로 95 (충무동1가) 부산 광복점 블랙야크 키즈|051-244 -1811|129.025519|35.0967153
블랙야크|[키즈M]부산남천점|부산 수영구 황령대로 521 (남천동) 부산 남천점 블랙야크키즈|010-2373-9185|129.110993|35.137256
블랙야크|[키즈M]부산녹산점|부산 강서구 낙동남로 660 (녹산동) 부산 녹산점 블랙야크 키즈|051-941 -5541|128.889791|35.1171932
블랙야크|[키즈M]부산덕천점|부산 북구 금곡대로 16 (덕천동) 부산 덕천점 블랙야크키즈|051-338 -1812|129.005088|35.2114914
블랙야크|[키즈M]부산세정아울렛점|부산 사하구 다대로 207 (장림동) 부산 세정아울렛점 블랙야크키즈|051-263 -1811|128.977827|35.0837274
