NAME|ADDR|TELL|STATE
메가박스 청주사창|(286 - 43) 충청북도 청주시 서원구 1순환로  682, (사창동)|02-1544-0070|영업
롯데시네마 춘천|(200 - 050) 강원도 춘천시 중앙로67번길  18, (죽림동)|1544-1122|영업
롯데시네마 거창|(670 - 808) 경상남도 거창군 중앙로1길  1, (거창읍) (고센시티8층)|010-6898-0806|영업
한누리디지털시네마-폐관|(597 - 802) 전라북도 장수군 한누리로  393, (장수읍) 한누리전당 내 가람관 1층|063-352-7050|폐업
곡성 작은영화관-폐관|(575 - 37) 전라남도 곡성군 중앙로 59, 1층|061-363-7053|폐업
마실영화관-폐관|(579 - 806) 전라북도 부안군 예술회관길  11, (부안읍) 부안예술회관 1층 마실영화관|063-582-1228|폐업
대가야시네마|(717 - 801) 경상북도 고령군 대가야로  1216, (대가야읍) 대가야역사테마관광지 내|054-954-7053|폐업
서울아트시네마|(110 - 420) 서울특별시 종로구 돈화문로 13, (관수동)|02-741-9782|폐업
시네마M-폐관|(706 - 728) 대구광역시 수성구 동대구로  400, (범어동)|053-740-9924|폐업
씨네큐 구미봉곡|(392 - 14) 경상북도 구미시 야은로  296  4층|1544-1533|폐업
씨네큐 경주보문|(381 - 16) 경상북도 경주시 보문로 465-67, 2-4층 (신평동)|1544-1533|폐업
롯데시네마 북수원|(163 - 26) 경기도 수원시 장안구 천천로  100, (천천동)  3층 롯데시네마||폐업
한림 작은영화관|(630 - 28) 제주특별자치도 제주시 한림중앙로 71-9, (한림읍) 한림작은영화관 1층||폐업
양평시네마|(476 - 805) 경기도 양평군 양근로  167|031-771-2154|영업
롯데시네마 마산(합성동)|(630 - 817) 경상남도 창원시 마산회원구 3·15대로 750, (합성동)|1544-8855|영업
메가박스 여수웅천|(596 - 92) 전라남도 여수시 신월로  96, (웅천동)|02-1544-0070|영업
CGV 김포-폐관|(415 - 803) 경기도 김포시 사우중로  52, (사우동) 제지층 201호,  202호|1544-1122|영업
대전독립영화전용관 씨네인디U|(349 - 56) 대전광역시 중구 계백로  1712, 기독교연합봉사회관 1층 1호 (문화동)||영업
CGV 부천옥길|(422 - 080) 경기도 부천시 소사구 옥길동   745-6 번지 문영퀸즈파크옥길C동 8층 806호 CGV부천옥길|02-1544-1122|영업
메가박스 전대(광주)|(500 - 872) 광주광역시 북구 우치로  60, (중흥동)|1544-0070|영업
메가박스 전주(객사)-폐관|(549 - 99) 전라북도 전주시 완산구 전주객사4길  74-12, (고사동)|1544-0070|영업
CGV 성남모란|(462 - 827) 경기도 성남시 중원구 성남대로 1136, (성남동) 뉴코아아울렛 9~10층||영업
메가박스 세종(조치원)|(339 - 801) 충청남도 연기군 조치원읍 교리  24-1 번지|1544-0070|영업
메가박스 경남대-폐관|(631 - 395) 경상남도 창원시 마산 함포구 월남동5가 남부시네마타운 7층|1544-0070|폐업
KU시네마트랩-폐관|(136 - 701) 서울특별시 성북구 안암로 145, (안암동5가) 고려대학교 미디어관 4층|02-924-6579|폐업
장흥자동차극장|(115 - 20) 경기도 양주시 권율로  112, (장흥면)||폐업
한국만화영상진흥원|(420 - 860) 경기도 부천시 원미구 길주로  1, (상동) 한국만화영상진흥원|032-310-3045|폐업
메가박스 목포-폐관|(530 - 260) 전라남도 목포시 영산로59번길 30, (죽동) 3~5층|1544-0070|폐업
메가박스 여수-폐관|(555 - 802) 전라남도 여수시 쌍봉로  208, (신기동)|1544-0070|폐업
롯데시네마 충주|(274 - 76) 충청북도 충주시 중원대로  3683, (달천동) 4층 롯데시네마 충주관||폐업
무비마운틴자동차극장-폐관|(456 - 812) 경기도 안성시 천덕산로  828-6, (원곡면)|031-655-4895|폐업
CGV 성신여대입구-폐관|(136 - 051) 서울특별시 성북구 동소문로 106,  (동선동, 10~12층)|1544-1122|폐업
퍼스트가든 자동차극장|(109 - 35) 경기도 파주시 탑삭골길  222, (조리읍)||폐업
CGV 정관|(460 - 15) 부산광역시 기장군 정관중앙로  45, (정관읍) 조은플러스 10층 CGV|051-717-3850|영업
CGV 화성봉담|(183 - 03) 경기도 화성시 동화길  51, (봉담읍) 2층 221호(프리미엄원희캐슬봉담 )||영업
메가박스 안산중앙|(425 - 868) 경기도 안산시 단원구 고잔2길  41, (고잔동) 9층, 10층|1544-1122|영업
씨네큐 충주연수|(273 - 44) 충청북도 충주시 번영대로  211, 3층(연수동)|070-5221-1354|영업
롯데시네마 대구현풍|(711 - 873) 대구광역시 달성군 현풍면 중리  490 번지 4층 롯데시네마||영업
롯데시네마 인천_샤롯데-폐관|(405 - 792) 인천광역시 남동구 예술로 148|1544-8855|영업
롯데시네마 인천-폐관|(405 - 792) 인천광역시 남동구 예술로 148, (구월동) 롯데백화점 인천점 7층|1544-8855|영업
옥천 향수시네마|(290 - 39) 충청북도 옥천군 문정1길 47, (옥천읍)||영업
포천자동차극장|(111 - 87) 경기도 포천시 광릉수목원로 967, (소흘읍)||영업
광릉수목원자동차극장|(111 - 86) 경기도 포천시 죽엽산로  613, (소흘읍)|031-543-1145|영업
CGV 부평|(403 - 858) 인천광역시 부평구 마장로 489, 아이즈빌 3층 영화관사무실 (청천동)|1544-1122|영업
메가박스 원주|(264 - 36) 강원도 원주시 서원대로  165-3, (단계동) 아트스페이스빌딩|1544-0070|영업
메가박스 강남|(137 - 856) 서울특별시 서초구 서초대로77길  3, (서초동) 아라타워 8층|1544-0070|영업
CGV 홍대|(121 - 898) 서울특별시 마포구 양화로  153, (동교동) 동교동|1544-1122|영업
CGV 동탄|(445 - 160) 경기도 화성시 동탄중앙로 220, (반송동) (반송동, 메타폴리스 A블럭 3층)|1544-1122|영업
CGV 대전탄방|(302 - 859) 대전광역시 서구 문정로  85, (탄방동) 세이탄방점 7층||영업
씨네큐브광화문(서울)|(110 - 786) 서울특별시 종로구 새문안로  68, (신문로1가)|02-2002-7770|영업
CGV 죽전|(448 - 702) 경기도 용인시 수지구 포은대로 536, (죽전동) (죽전동, 신세계백화점 8층)|1544-1122|영업
CGV 오리|(463 - 500) 경기 성남시 분당구 구미동 159 월드유통타운 4F|1544-1122|영업
CGV 충북혁신|(277 - 38) 충청북도 음성군 대하1길  10, 동성리 (맹동면)|070-4252-9830|영업
메가박스 수유-폐관|(010 - 55) 서울특별시 강북구 도봉로  399, (수유동)|1544-0070|폐업
CGV 광교상현|(169 - 44) 경기도 용인시 수지구 광교중앙로295번길  9, (상현동) 더블유스퀘어 3층 cgv||폐업
메가박스 삼천포|(525 - 54) 경상남도 사천시 해안관광로  109-10, (실안동)|02-1544-0070|폐업
메가박스 EOE4(남산자동차극장)|(100 - 856) 서울특별시 중구 장충단로 72, (장충동2가)|1544-0070|폐업
아트나인|(156 - 816) 서울특별시 동작구 동작대로 89, 골든시네마 12층 (사당동)|070-7017-4526|폐업
롯데시네마 익산모현|(546 - 54) 전라북도 익산시 선화로  77, (모현동1가) 4층 롯데시네마 익산모현||폐업
아트씨어터 씨앤씨-폐업|(600 - 801) 부산광역시 중구 중구로  71, (대청동4가) 카톨릭센터 1층|051-442-0602|폐업
메가박스 목포하당|(530 - 822) 전라남도 목포시 옥암로 95, 쇼핑천국포르모 (상동)|1544-1122|폐업
야우리시네마(천안)-폐업|(330 - 730) 충청남도 천안시 동남구 만남로  43, (신부동) 5층|041-640-6200|폐업
CGV 청주터미널_폐관|(361 - 849) 충청북도 청주시 흥덕구 2순환로 1233, (가경동) 드림플러스 7층|1544-1122|폐업
메가박스 광주(충장로)_폐관|(614 - 84) 광주광역시 동구 중앙로160번길  16-7, (불로동)|1544-0070|폐업
메가박스 제주아라_폐관 |(690 - 851) 제주특별자치도 제주시 구남동1길  2, 201 (이도이동 ,태홍오피스텔)|1544-0070|폐업
CGV 순천신대|(580 - 18) 전라남도 순천시 해광로  199, (해룡면) CGV 순천신대||폐업
CGV 대구현대|(700 - 082) 대구광역시 중구 달구벌대로 2077, (계산동2가)  지하2층|1544-1122|폐업
메가박스 충주|(380 - 020) 충청북도 충주시 성서3길 19|1544-0070|폐업
메가박스 일산벨라시타|(104 - 50) 경기도 고양시 일산동구 강송로  33, (백석동) 일산요진와이시티|010-9134-4643|폐업
롯데시네마 프리미엄 만경관|(419 - 19) 대구광역시 중구 국채보상로 547, (종로1가)|1544-8855|폐업
롯데시네마 부천역|(420 - 823) 경기도 부천시 원미구 부천로 11|1544-8855|폐업
CGV 당진|(343 - 010) 충청남도 당진시 우두1로  88, (읍내동) 읍내동|1544-1122|폐업
CGV 정읍|(580 - 803) 전라북도 정읍시 중앙1길 1, (수성동)|1544-1122|폐업
CGV 순천|(540 - 959) 전라남도 순천시 장명로 22|1544-1122|영업
CGV 목포평화광장|(587 - 47) 전라남도 목포시 원형동로  53, (상동) CGV 목포평화광장||영업
CGV 건대입구|(050 - 72) 서울특별시 광진구 아차산로30길  26, (자양동) 몰오브케이 3~4층||영업
CGV 유성노은|(305 - 330) 대전광역시 유성구 노은로  144, (지족동) 지족동 노은타운 7층|1544-1122|영업
CGV 광주용봉|(500 - 725) 광주광역시 북구 문화소통로  170, (용봉동) 굿모닝타운 4층|1544-1122|영업
CGV 마산|(630 - 817) 경상남도 창원시 마산회원구 3·15대로 736, 보보스존 12층(구 엠파크8) (합성동)|1544-1122|영업
CGV 평택소사|(178 - 54) 경기도 평택시 평남로  862, 로이드빌딩 5층 CGV평택소사 (비전동)||영업
CGV 서현|(463 - 824) 경기도 성남시 분당구 서현로180번길  19, (서현동) 서현동 비전월드빌딩|1544-1122|영업
CGV 산본|(435 - 805) 경기도 군포시 번영로  505, (산본동) 외1 산본대우비디오플러스 401|1544-8855|영업
CGV 구리|(471 - 010) 경기도 구리시 경춘로  243, (인창동) 2-7층 (인창동, 구리맥스)||영업
메가박스 서면|(614 - 030) 부산광역시 부사진구 부전동 521-1  효성엑센시티 8층|1544-0070|폐업
괴산자연드림파크 괴산극장|(367 - 861) 충청북도 괴산군 칠성면 율원리  4-7 번지|043-760-4303|폐업
조이앤시네마 당진|(343 - 921) 충청남도 당진시 당진중앙2로 191, (읍내동)|041-356-8300|폐업
당진아트시네마|(343 - 921) 충청남도 당진시 당진중앙2로 191, (읍내동) 3층 (읍내동)|041-356-8300|폐업
광주독립영화관|(614 - 65) 광주광역시 동구 제봉로  96, (서석동) 서석동|062-222-1895|폐업
씨네아트 리좀|(631 - 460) 경상남도 창원시 마산합포구 동서북14길 24, (동성동)|070-8802-6438|폐업
시네마브이|(250 - 751) 강원도 홍천군 한치골길  262, (서면) 비바아트홀 대명비발디파크|033-439-7420|폐업
메가박스 오창|(363 - 883) 충청북도 청원군 오창읍 양청리  820-1 번지 메가시티 4층 메가박스 오창|02-1544-0070|폐업
메가박스 영종|(223 - 76) 인천광역시 중구 영종대로  184, (운서동) 예스타워 영종 7~9층|02-1544-0070|폐업
메가박스 센트럴|(137 - 960) 서울특별시 서초구 신반포로 176, (반포동) 센트럴시티 지하1층|1544-0070|폐업
메가박스창동|(014 - 27) 서울특별시 도봉구 도봉로  558|02-1544-0070|영업
메가박스 마곡|(078 - 03) 서울특별시 강서구 공항대로  247, (마곡동) 퀸즈파크나인 B동 4층 메가박스 마곡지점|02-1544-0070|영업
메가박스 정관|(460 - 24) 부산광역시 기장군 정관6로  39, (정관읍) 5층|02-1544-0070|영업
메가박스 남포항|(378 - 80) 경상북도 포항시 남구 하원로47번길  9, (오천읍)|02-1544-0070|영업
메가박스 문경|(745 - 883) 경상북도 문경시 모전로  65, (모전동) 모전동, 홈플러스 문경점 1층|1544-0070|영업
메가박스 김천|(740 - 982) 경상북도 김천시 김천로 74, 한일빌딩 4-7층 (평화동)|1544-1122|영업
메가박스 창원|(515 - 22) 경상남도 창원시 성산구 용지로  58, (중앙동)|1544-0070|영업
메가박스파주운정|(109 - 04) 경기도 파주시 경의로  989, 에스비프라자 3층 (야당동)|02-1544-0070|영업
메가박스의정부민락|(118 - 13) 경기도 의정부시 오목로205번길  55, (민락동)|1544-0070|영업
메가박스 별내|(472 - 501) 경기도 남양주시 두물로  19, (별내동) (별내동,황산빌딩)|1544-0070|영업
메가박스 김포한강신도시|(100 - 71) 경기도 김포시 김포한강9로75번길  180, (구래동,두원타워)|02-1544-0070|영업
메가박스 남춘천|(243 - 64) 강원도 춘천시 춘천로17번길  17|02-1544-0070|영업
씨네|(467 - 804) 경기 이천시 창전동 162 혜성빌딩 4~5층|031-636-1391|영업
롯데시네마 청주 충대|(361 - 833) 충청북도 청주시 흥덕구 1순환로  682, (사창동) 키노피아 본관 지하 3층 301호|1544-8855|영업
금산시네마-폐관|(327 - 26) 충청남도 금산군 금산로  1559, (금산읍)||영업
SFX 시네마|(360 - 210) 충북 청주시 상당구 율량동 500-3|043-290-1553|영업
메가박스 화곡|(157 - 925) 서울특별시 강서구 화곡로  142, (화곡동) 401,501호(화곡동)|1544-0070|영업
대구 그레이스 실버 영화관|(700 - 010) 대구광역시 중구 경상감영길 137, (포정동) 그레이스 실버 영화관|053-431-1573|영업
엠비씨네(CGV 진주)|(660 - 728) 경상남도 진주시 가호로  13, (가좌동)|1544-1122|영업
메가박스 구미강동|(730 - 360) 경상북도 구미시 인동가산로  14, (진평동, 시네마월드빌딩)|1544-0070|영업
당진시네마|(343 - 923) 충청남도 당진시 당진중앙2로 72-5, (읍내동)|041-355-2116|폐업
씨네월드컵자동차극장|(706 - 130) 대구광역시 수성구 대흥동 산35|053-794-7593|폐업
롯데시네마 향남|(445 - 938) 경기도 화성시 향남읍 하길리  1410-1 번지 701호|02-1544-8855|폐업
롯데시네마 파주운정|(413 - 960) 경기도 파주시 목동동  17 번지|02-3470-3499|폐업
장흥자동차극장|(115 - 20) 경기도 양주시 권율로  101-14, (장흥면)||폐업
용인자동차극장|(170 - 75) 경기도 용인시 기흥구 민속촌로 93-1, (보라동)|031-284-1098|폐업
용인자동차극장|(446 - 904) 경기도 용인시 기흥구 보라동   308-1 번지 외6필지|031-287-6061|폐업
롯데시네마 청량리|(130 - 851) 서울특별시 동대문구 왕산로 214, (전농동)|1544-8855|폐업
롯데시네마 창원|(642 - 967) 경상남도 창원시 성산구 중앙대로 124, (상남동)|1544-8855|폐업
롯데시네마 진해|(645 - 280) 경상남도 창원시 진해구 진해대로 752, (석동)|1544-8855|폐업
롯데시네마 진주혁신|(528 - 51) 경상남도 진주시 동진로  440, (충무공동) 진주롯데몰|02-1544-8855|영업
롯데시네마 진접|(472 - 861) 경기도 남양주시 해밀예당1로  36, (진접읍) (레알스타 903-905, 1001~1005)|1544-8855|영업
롯데시네마 전주평화|(560 - 841) 전라북도 전주시 완산구 백제대로 10, (평화동1가) 롯데시네마 전주평화관 1층 사무실|1544-8855|영업
롯데시네마 인천아시아드|(227 - 17) 인천광역시 서구 봉수대로  806, (연희동,인천아시아드주경기장)|02-1544-8855|영업
롯데시네마 인덕원|(431 - 846) 경기도 안양시 동안구 흥안대로  519, (관양동)아이퍼스트건물 7~12층|1544-8855|영업
메가박스 군자|(049 - 97) 서울특별시 광진구 능동로  289|02-482-8746|영업
롯데시네마 의정부민락|(118 - 13) 경기도 의정부시 천보로  44, (민락동) 해동타워 8,9층|02-1544-8855|영업
롯데시네마 울산성남|(681 - 812) 울산광역시 중구 젊음의2거리 33(성남동)|1544-8855|영업
롯데시네마 안양일번가|(430 - 832) 경기도 안양시 만안구 안양로 311, (안양동) 9~13층|02-1544-8855|영업
롯데시네마 아산터미널|(336 - 801) 충청남도 아산시 번영로 225, (모종동) 아산터미널영화관 9~10층|1544-8855|영업
롯데시네마 센트럴락(안산)|(425 - 868) 경기도 안산시 단원구 고잔로 108 (고잔동, 7~10층)|1544-8855|영업
롯데시네마 성서|(704 - 928) 대구광역시 달서구 성서로 414, (이곡동)|1544-8855|영업
롯데시네마 동해|(240 - 812) 강원도 동해시 한섬로 111-7, 501호(천곡동)|1544-8855|영업
롯데시네마 동성로|(700 - 092) 대구광역시 중구 동성로2길 95, (동성로2가) 더락 4층|1544-8855|영업
롯데시네마 용인기흥|(170 - 65) 경기도 용인시 기흥구 구갈동  234 번지||영업
별빛영화마을 대전자동차극장|(354 - 24) 대전광역시 서구 벌곡로  294, (오동)|042-863-0104|영업
롯데시네마 남원주|(220 - 944) 강원도 원주시 서원대로 396, (단구동) 스타월드 5,6층|1544-8855|영업
롯데시네마 김해아울렛|(621 - 260) 경상남도 김해시 장유로 469, (신문동) 롯데아울렛 신관 4층|1544-8855|영업
롯데시네마 군산몰|(540 - 72) 전라북도 군산시 조촌로  130, (조촌동)|02-1544-8855|영업
롯데시네마 군산나운|(573 - 863) 전라북도 군산시 백토로 198, 롯데시네마 (나운동)||영업
롯데시네마 구리아울렛|(471 - 833) 경기도 구리시 동구릉로136번길 47, 6~8층 롯데시네마 (인창동)|1544-8855|영업
롯데시네마 광주터미널|(464 - 801) 경기도 광주시 광주대로 30, (경안동) 광주버스터미널2층|1544-8855|영업
롯데시네마 광교아울렛|(443 - 270) 경기도 수원시 영통구 도청로 10, (이의동) 롯데아울렛 광교점 4,5층||영업
CGV 군자|(143 - 838) 서울특별시 광진구 능동로 289|1544-1122|영업
미로스페이스|(110 - 062) 서울특별시 종로구 경희궁1길  1, 가든플레이스2층 미로스페이스 (신문로2가)|02-3210-3358|영업
서울애니시네마(중구)|(100 - 250) 서울특별시 중구 소파로  126|02-3455-8341|영업
CGV 상암|(121 - 849) 서울특별시 마포구 월드컵로 240, 월드컵쇼핑몰 (성산동)|1544-1122|영업
씨네키즈 북수원|(440 - 200) 경기도 수원시 장안구 경수대로  950, (조원동) 363 조원동 아일렛쇼핑타운|1544-1122|영업
잠실자동차극장|(138 - 220) 서울특별시 송파구 잠실동   1168-1 번지|02-3431-0450|영업
메가박스 구미|(730 - 923) 경상북도 구미시 구미중앙로17길  6, (원평동)|1544-0070|영업
롯데시네마 목포|(530 - 826) 전라남도 목포시 원형동로 53, (상동)|1544-8855|폐업
메가박스 진주|(660 - 140) 경상남도 진주시 진주대로  1057, 남도타운 메가박스 6층 (대안동)|1544-0070|폐업
롯데시네마 경산|(712 - 130) 경상북도 경산시 강변동로 278, (대평동)|1544-8855|폐업
메가박스 용인|(446 - 730) 경기도 용인시 기흥구 민속촌로 90, (보라동) 한국민속촌주차장 308-1번지|1544-0070|폐업
메가박스강동|(053 - 99) 서울특별시 강동구 성내로  48 (성내동)|02-482-8746|폐업
국도예술관|(608 - 812) 부산광역시 남구 유엔평화로76번길  26, 지하1층 (대연동, 가람빌딩)|051-245-5441|폐업
CGV 부평역|(403 - 821) 인천광역시 부평구 경원대로 1395, 607 부평일번가 (부평동)|1544-1122|폐업
CGV 안성|(175 - 78) 경기도 안성시 아양2로  109, CGV안성 (석정동)|031-677-3790|폐업
CGV 강동|(134 - 851) 서울특별시 강동구 성내로 48|1544-1122|폐업
MMC만경관|(700 - 191) 대구광역시 중구 국채보상로  547, (종로1가)|053-257-2041|폐업
광주영상복합문화관 G시네마|(502 - 713) 광주광역시 서구 천변좌로  268, (양동) 금호빌딩 19층|062-350-9342|휴업
롯데시네마 군산|(573 - 863) 전라북도 군산시 백토로 166|1544-8855|휴업
롯데시네마 김포공항_샤롯데|(157 - 220) 서울특별시 강서구 하늘길 77, (방화동)|1544-8855|휴업
금성시네마|(323 - 805) 충청남도 부여군 사비로100번길  12|041-833-9999|휴업
CGV 남포|(600 - 046) 부산광역시 중구 비프광장로  18, (남포동6가)|1544-1122|휴업
대구독립영화전용관 오오극장|(700 - 220) 대구광역시 중구 국채보상로 537, 1층 (수동)|053-425-3553|휴업
애관극장(인천)|(400 - 160) 인천광역시 중구 개항로  63-2, (경동)|032-761-7177|휴업
롯데시네마 마산(경남대)|(631 - 872) 경상남도 창원시 마산합포구 해안대로 51, (해운동) 성지아울렛 4층|1544-8855|휴업
메가박스 해운대|(612 - 761) 부산광역시 해운대구 해운대로 648, (우동)|1544-0070|휴업
CGV 프라임신도림|(152 - 725) 서울특별시 구로구 새말로  97, (구로동) 신도림테크노마트 11-14층|1544-1122|휴업
메가박스보령|(355 - 933) 충청남도 보령시 대흥로  51, (대천동) 대천동|010-7652-5060|폐업
메가박스 신대(순천)|(540 - 853) 전라남도 순천시 해광로 199, (해룡면)|1544-0070|폐업
명보시네마_폐업|(355 - 931) 충청남도 보령시 중앙로  125, (대천동) (대천동)|041-936-4503|폐업
롯데시네마 용인|(449 - 925) 경기도 용인시 처인구 금령로 86, (김량장동) 300-9 5층 ~8층|1544-8855|폐업
롯데시네마 서귀포|(697 - 110) 제주특별자치도 서귀포시 월드컵로 31, (법환동) 월드컵경기장내|1544-8855|폐업
CGV 인천터미널|(402 - 801) 인천광역시 남구 연남로 35, 지하1층 (관교동)|1544-1122|폐업
CGV 군산-폐업|(573 - 350) 전북 군산시 나운동 114-34 CGV4층 B&M|063-468-1709|폐업
메가박스 남포항|(378 - 80) 경상북도 포항시 남구 하원로47번길  9, (오천읍)||폐업
CGV 경기광주|(127 - 59) 경기도 광주시 중앙로  89-6||폐업
롯데시네마 제주|(690 - 804) 제주특별자치도 제주시 노형로 407, (노형동) 롯데시네마 제주관 5층|1544-8855|폐업
롯데시네마 여수|(550 - 260) 전라남도 여수시 여서로 224, (여서동) 101호|1544-8855|폐업
CGV 통영|(650 - 805) 경상남도 통영시 원문로 27, (북신동) 월드지브이존|1544-1122|폐업
롯데시네마 양산|(626 - 050) 경상남도 양산시 강변로 440, 바나나빌딩 6층 (중부동)|1544-8855|폐업
인디플러스|(135 - 811) 서울특별시 강남구 도산대로8길  8, 브로드웨이식스 3관 (논현동)|02-3447-0652|폐업
씨네코드 선재(구,아트선재 아트홀)|(110 - 200) 서울특별시 종로구 율곡로3길  87, 지하1층 (소격동)|02-3672-0181|폐업
스폰지하우스(중구-태평로)|(100 - 101) 서울특별시 중구 세종대로21길  40, C-스퀘어 빌딩 1층 (태평로1가)|02-2285-2102|폐업
강릉자동차극장|(256 - 24) 강원도 강릉시 칠성로  13-8|033-645-7200|폐업
메가박스 연수|(406 - 831) 인천광역시 연수구 벚꽃로 106, (청학동) 연수광장프라자 8~11층|1544-0070|폐업
여수자동차극장|(596 - 70) 전라남도 여수시 소호12길  67,(소호동)|061-691-6263|폐업
롯데시네마 상암누리꿈|(121 - 795) 서울특별시 마포구 월드컵북로 396, (상암동)|1544-8855|폐업
화성시문화재단 모두누림센터 누림아트홀|(184 - 59) 경기도 화성시 노작로  134, (반송동) 동탄복합문화센터 (반송동)|031-357-5254|영업
프리머스 목포-폐업|(530 - 822) 전라남도 목포시 옥암로 95, 쇼핑천국포르모 (상동)|1544-1122|영업
오산시네마-폐업|(447 - 804) 경기도 오산시 원동로37번길  46, (원동) 오산시네마타운 5층 사무실|1544-8855|영업
프리머스 김천-폐업|(740 - 982) 경상북도 김천시 김천로 74, 한일빌딩 4-7층 (평화동)|1544-1122|영업
프리머스 해운대-폐업|(612 - 842) 부산광역시 해운대구 해운대로  802, (좌동) 웅신시네아트 7층|1544-8855|영업
롯데시네마 목포센트럴관-폐업|(530 - 260) 전라남도 목포시 영산로59번길 30, (죽동) 3~5층|1544-0070|영업
롯데시네마 안동-폐업|(760 - 902) 경상북도 안동시 경동로 841, (용상동)|1544-1122|영업
프리머스 안동-폐업|(760 - 310) 경북 안동시 옥동 테마플라자 A동401, 501|1544-0070|영업
프리머스 화정|(412 - 827) 경기도 고양시 덕양구 화중로104번길 28|1544-1122|영업
조이앤시네마|(135 - 888) 서울특별시 강남구 압구정로10길 9, 대원빌딩 지하2층  (신사동)||영업
메가박스 송천|(561 - 822) 전라북도 전주시 덕진구 동부대로  1215, (송천동2가) 메가월드 A동 3층|1544-0070|영업
롯데시네마 산본-폐업|(435 - 805) 경기도 군포시 번영로  505, (산본동) 외1 산본대우비디오플러스 401|1544-8855|영업
씨네스카이자동차극장|(702 - 715) 대구광역시 북구 유통단지로  60, (산격동) 섬유제품관 4층|053-384-7590|영업
아카데미소극장|(245 - 936) 강원도 삼척시 남양동   34-24 번지|033-572-2000|영업
칼마자동차극장|(137 - 915) 서울특별시 서초구 바우뫼로12길  70, 서울교육문화회관 주차장 (양재동)|02-3462-5231|영업
용봉산시네마자동차극장|(350 - 834) 충청남도 홍성군 용봉산1길  7|041-631-8123|영업
자유로자동차극장(파주)|(413 - 841) 경기 파주시 탄현면 성동리 646|031-945-0609|영업
씨네80자동차극장|(701 - 440) 대구광역시 동구 팔공산로  1184|053-984-8008|영업
롯데시네마 장안|(130 - 840) 서울특별시 동대문구 답십리로 288, (장안동)|1544-8855|영업
프리머스 진주|(660 - 140) 경상남도 진주시 진주대로 1057 (대안동)|1544-1122|영업
엠씨브이 아카데미극장|(300 - 160) 대전광역시 동구 대전로807번길  43|042-242-1178|폐업
롯데시네마 구리|(471 - 010) 경기도 구리시 경춘로 243, (인창동) 구리맥스|1544-8855|폐업
씨네시티(서울)-폐관|(135 - 120) 서울 강남구 신사동 651-21|02-541-8888|폐업
대영시네마(부산)|(600 - 045) 부산광역시 중구 비프광장로 37, (남포동5가)|051-247-1155|폐업
롯데시네마(강남)-폐업|(135 - 931) 서울특별시 강남구 강남대로 422, (역삼동)||폐업
CGV 부산대|(609 - 839) 부산광역시 금정구 장전로12번길 55, 9층 (장전동, 라퓨타아일랜드)|1544-1122|폐업
CGV 안양|(430 - 832) 경기도 안양시 만안구 안양로 311|1544-1122|폐업
씨네위|(305 - 330) 대전광역시 유성구 노은로 144, (지족동) 노은타운 6~8|1544-1652|폐업
CGV 전주|(560 - 802) 전라북도 전주시 완산구 전주객사3길 74-25, (고사동)|1544-1122|폐업
키노키노|(343 - 921) 충청남도 당진시 당진중앙2로 191, (읍내동)|041-356-8300|폐업
세종자동차극장|(339 - 005) 세종특별자치시   대평동   261-4 번지||영업
양평자동차극장|(476 - 803) 경기도 양평군 양평읍 오빈리  365-9 번지|031-773-7893|영업
동광극장(구 문화극장3관)|(483 - 030) 경기도 동두천시 동광로  33, (생연동)|031-867-3030|영업
인천대한극장|(403 - 735) 인천광역시 부평구 경원대로  1382, (부평동)|032-503-3330|영업
동성아트홀|(700 - 091) 대구 중구 동성로1가 22-1|053-425-2845|영업
롯데시네마 보령|(355 - 933) 충청남도 보령시 대흥로 51, (대천동)|1544-8855|영업
실버극장|(100 - 300) 서울특별시 중구 마른내로  47, (초동) (주)명보아트홀(6층-하람홀)|02-489-2807|영업
피카디리(종로)-폐업|(110 - 808) 서울특별시 종로구 돈화문로5가길 1, (돈의동)|1544-8855|영업
롯데시네마 피카디리(종로)-폐업|(110 - 808) 서울특별시 종로구 돈화문로5가길 1, (돈의동)|1544-8855|영업
프리머스 피카디리(종로)-폐업|(110 - 808) 서울특별시 종로구 돈화문로5가길 1, (돈의동)|1544-8855|영업
프리머스강릉|(210 - 776) 강원도 강릉시 옥천동 189번지 씨네몰 6~8층|1544-1122|폐업
메가박스 안산|(425 - 020) 경기도 안산시 단원구 고잔동 717-1 밀레니엄빌딩 6층 608호|1544-0070|폐업
CGV 동탄스타|(445 - 160) 경기도 화성시 동탄지성로 11|1544-1122|폐업
중앙시네마|(580 - 805) 전북 정읍시 연지동 39-5|063-535-5170|폐업
롯데시네마노원관프레스티지|(139 - 200) 서울시 노원구 상계동 동일로1414|1544-8855|폐업
롯데시네마 롯데월드|(138 - 721) 서울특별시 송파구 올림픽로 240, (잠실동) 롯데시네마 B1|1544-8855|폐업
프리머스 안산메가넥스-폐업|(425 - 868) 경기도 안산시 단원구 고잔2길  41, (고잔동) 9층, 10층|1544-1122|폐업
고센시네마|(670 - 800) 경남 거창군 거창읍 중앙리 90-2 고센시티 8,9층|055-941-0555|폐업
롯데시네마 대구|(702 - 852) 대구광역시 북구 태평로 161, (칠성동2가)|1544-8855|폐업
인디스페이스|(110 - 420) 서울특별시 종로구 돈화문로  13, 3층 (관수동)|02-738-0366|폐업
