NAME|BRANCH|ADDR|TELL|XOCRD|YCORD
|용인 평온의 숲장례식장|경기도 용인시 처인구 이동면 평온의숲로 77 (어비리, 용인평온의숲)|031-329-5959|127.228641|37.1180863
|횡성삼성병원장례식장|강원도 횡성군 횡성읍 삼일로81번길 40 (읍하리, 횡성제일병원)|033-342-4444|127.9844565|37.4960792
|한솔장례식장|경상남도 밀양시 창밀로 3528 (내이동)|055-356-7213|128.7344569|35.5061613
|운정장례식장|경기도 파주시 하늘채길 35 (하지석동)|031-957-4444|126.752869|37.756037
|(주)제이엔에이실업|전라남도 화순군 화순읍 중앙로 8 (교리)|061-370-4444|126.9826452|35.060121
|논산장례식장|충청남도 논산시 부적면 계백로 1543-5 (부황리)|041-733-4444|127.1459194|36.2131435
|강산병원장례식장|부산광역시 금정구 공단로 7 (금사동)|051-532-9119|129.1098433|35.2162131
|청십자병원장례식장|부산광역시 동구 중앙대로 364 (수정동)|051-469-1024|129.0483631|35.127825
|송현장례식장|대구광역시 달서구 월배로 384 (송현동)|053-621-4949|128.5503063|35.8287503
|영천참좋은요양병원장례식장|경상북도 영천시 망정1길 32 (망정동)|054-338-1024|128.9487942|35.976337
|광탄현대병원장례식장|경기도 파주시 광탄면 큰여울길 20-16 (신산리, 광탄병원)|031-947-8833|126.8497162|37.7791856
|상주장례식장|경상북도 상주시 영남제일로 1953 (낙양동)|054-531-4444|128.1330568|36.4142446
|제일장례문화원|전라남도 영암군 영암읍 예향로 1688 (망호리)|061-472-0777|126.6994032|34.8152992
|남해전문장례식장|경상남도 남해군 남해읍 남해대로 2629-4 (입현리)|055-863-1024|127.9100981|34.8290033
|우리요양병원 장례식장|충청남도 서산시 동헌로 15 (석남동)|041-664-4449|126.453151|36.771068
|초정유진 장례식장|충청북도 청주시 청원구 내수읍 우산길 91 (우산리)|043-213-0030|127.593047|36.7236186
|금강병원장례식장|강원도 동해시 동해대로 5143 (효가동)|033-521-4443|129.1064729|37.5032592
|보람인천장례식장|인천광역시 서구 경명대로 468 (경서동)|032-568-4000|126.6601128|37.5517305
|연천군장례식장|경기도 연천군 전곡읍 은대성로 95 (은대리, 연천군보건의료원)|031-832-4474|127.0612435|38.0233652
|의성전문장례식장|경상북도 의성군 의성읍 홍술로 89-49의성전문장례식장 (철파리)|054-832-4004|128.6860639|36.3565517
|송탄장례식장|경기도 평택시 오리곡길 30 (독곡동)|031-611-4488|127.0717054|37.0882079
|순창온누리장례식장|전라북도 순창군 순창읍 남계로 14 (교성리 659-24) |063-653-4482|127.1433564|35.3680481
|예담장례식장|경기도 파주시 문산읍 화석정로 31 (선유리)|031-959-4444|126.8046359|37.8763719
|강진군산림조합추모관장례식장|전라남도 강진군 강진읍 해강로 1437 (서성리)|061-430-5444|126.7594382|34.6322364
|하동장례식장|경상남도 하동군 적량면 공설운동장로 95-7 (동산리)|055-883-4484|127.7707685|35.06756
|여수강남요양병원장례식장|전라남도 여수시 진남로 15 (충무동)|061-641-4444|127.7300257|34.7430532
|장곡농협홍주장례식장|충청남도 홍성군 구항면 충서로966번길 32 (청광리)|041-634-4444|126.6521584|36.5627022
|함평농협장례식장|전라남도 함평군 함평읍 남일길 238-71 (대덕리)|061-323-4444|126.5135213|35.0758353
|그랜드부민장례식장|제주특별자치도 제주시 연북로 378 (도남동)|064-742-5000|126.5219174|33.4803205
|베스트장례식장|경기도 고양시 일산서구 경의로 816-1 (덕이동)|031-924-4444|126.7601217|37.6903488
|고인돌장례식장|전라북도 고창군 고창읍 녹두로 1295(읍내리, 고인돌장례식장)|063-562-3223|126.68807|35.4338549
|허병원장례식장|대구광역시 달서구 학산로 121 (본동)|053-522-4300|128.5396077|35.8337506
|경기도의료원 포천병원장례식장|경기도 포천시 포천로 1648 (신읍동)|031-539-9446|127.1981229|37.9031637
|우리장례식장|전라남도 곡성군 옥과면 천변로 83 (율사리)|061-362-6666|127.1325618|35.2697441
|삼천포장례식장|경상남도 사천시 진삼로 217-13 (송포동)|055-835-2244|128.0602862|34.9765375
|남대전장례식장|대전광역시 동구 산서로1660번길 142 (대별동)|042-285-4004|127.462067|36.2832653
|진보병원장례식장|경상북도 청송군 진보면 경동로 4003 (후평리, 진보병원)|054-874-7802|129.0268028|36.535808
|서울특별시보라매병원장례식장|서울특별시 동작구 보라매로5길 20 (신대방동, 서울특별시보라매병원)|02-836-6900|126.92406|37.49385
|강릉아산병원장례식장|강원도 강릉시 사천면 방동길 38 (방동리,강릉아산병원)|033-610-3895|128.8592719|37.8182428
|DS병원장례식장|경기도 부천시 부흥로 377 (심곡동, DS병원)|032-666-1002|126.7841773|37.4925099
|청송군보건의료원장례식장|경상북도 청송군 청송읍 의료원길 19 (금곡리, 청송보건의료원)|054-873-7801|129.0522753|36.4310601
|현대S라이프(주)연세병원장례식장|대구광역시 달성군 화원읍 비슬로 2525 (성산리)|053-644-1919|128.4934252|35.8017437
|(주)중앙병원장례식장|경기도 수원시 권선구 권선로 654 (권선동)|031-231-8888|127.0228687|37.2598594
|충북대학교병원장례식장|충청북도 청주시 서원구 1순환로 776 (개신동, 충북대학교병원)|043-269-6969|127.4890319|36.6424341
|성모장례식장|경기도 성남시 분당구 새나리로 13 (야탑동)|031-709-0404|127.1570749|37.4046633
|충남보령아산병원장례식장|충청남도 보령시 죽성로 136 (죽정동)|041-930-5632|126.6232855|36.3805499
|인천광역시의료원 장례식장|인천광역시 동구 방축로 217 (송림동, 인천광역시의료원)|032-580-6662|126.66862|37.47863
|안산장례식장|경기도 안산시 상록구 선진안길 33 (사동)|031-419-4400|126.845286|37.280499
|대전을지대학교병원장례식장|대전광역시 서구 둔산서로 95 (둔산동, 을지대학병원)|042-611-3980|127.3820082|36.355327
|동두천중앙성모장례식장|경기도 동두천시 동광로 53 (생연동)|031-862-4949|127.053944|37.9088551
|(유)우석개발|전라북도 익산시 목천로 120 (목천동)|063-837-4444|126.9391736|35.923582
|성모병원장례예식장|경상남도 김해시 김해대로 2479-1 (삼정동)|055-336-4475|128.8980324|35.2281381
|동작경희병원장례식장|서울특별시 동작구 상도로 146, 동작경희병원장례식장(상도동)|02-814-4444|127.0142436|37.5723125
|고려병원장례식장|전라남도 화순군 화순읍 충의로 109 (광덕리)|061-375-4500|126.9896121|35.0561932
|효성병원 장례식장|충청북도 청주시 청원구 2순환로94번길 21 (율량동)|043-241-4444|127.5052203|36.668431
|장흥병원장례식장|전라남도 장흥군 장흥읍 흥성로 74 (건산리)|061-864-4444|126.9111921|34.6770898
|대소장례식장|충청북도 음성군 대소면 대금로 567-7 (태생리)|043-883-4440|127.5007112|36.9684711
|횡성장례문화센터|강원도 횡성군 횡성읍 학오로 56 (학곡리)|033-344-4449|127.9723898|37.5042011
|수원요양병원장례식장|경기도 수원시 영통구 매영로 229 (원천동)|031-640-9797|127.064841|37.260832
|춘해병원장례식장|부산광역시 부산진구 중앙대로 605 (범천동)|051-638-0044|129.0583856|35.1469735
|구호전장례식장|광주광역시 북구 독립로 409 (우산동)|062-960-4444|126.9165851|35.1669469
|백병원장례식장|경기도 의정부시 금신로 322 (신곡동)|031-844-4450|127.0620467|37.7452366
|광명성애병원장례식장|경기도 광명시 디지털로 36 (철산동)|02-2684-4444|126.8718849|37.4732445
|원진녹색병원장례식장|경기도 구리시 동구릉로 65 (인창동)|031-552-5119|127.1339736|37.6060922
|한림대 강남성심병원장례식장|서울특별시 영등포구 신길로 1 (대림동, 강남성심병원)|02-833-3794|126.9086305|37.4928431
|온양장례식장|충청남도 아산시 곡교천로 171 (온천동)|041-547-4444|126.9976332|36.7955838
|정다운장례문화원|전라북도 정읍시 관통로 27 (시기동, 정다운병원)|063-530-1044|126.860818|35.5640292
|성심장례식장|대전광역시 서구 갑천도시고속도로 1893(월평동)|042-522-4494|127.3516443|36.350495
|영산포농협장례식장|전라남도 나주시 영산포로 30-50 (이창동)|061-334-4440|126.7071901|34.9818963
|장호원요양병원장례식장|경기도 이천시 장호원읍 샘재로145번길 41 (장호원리, 장호원요양병원)|031-641-2660|127.6289586|37.1196104
|부곡온천병원장례식장|경상남도 창녕군 부곡면 원앙로 72 (거문리, 부곡온천병원)|055-521-7744|128.5798266|35.4421305
|주식회사 비이케이더블유 좋은장례식장|부산광역시 북구 금곡대로 586 (금곡동)|051-911-4444|129.0138139|35.2595887
|원당장례식장(주)문베스트|경기도 고양시 덕양구 고양대로 1359-5 (성사동, 연세사랑병원)|031-965-4444|127.0142436|37.5723125
|영천국화원전문장례식장|경상북도 영천시 오수1길 18 (오수동)|054-331-4444|128.913992|35.957786
|농협연합장례식장|경기도 평택시 오성면 서동대로 2427-28 (안화리)|031-684-6444|127.0127237|37.01786
|남천장례식장|부산광역시 수영구 수영로 456 (남천동)|051-626-4003|129.1103403|35.146349
|(유)브이아이피장례타운|광주광역시 서구 매월동  323-6|062-521-4444|126.844581|35.126737
|(주)광주국빈장례문화원|광주광역시 서구 회재로 825 (매월동)|062-606-4000|126.856696|35.118162
|포항제일장례식장|경상북도 포항시 남구 해병로 63 (청림동)|054-293-4004|129.4029851|35.9882503
|동광양장례식장|전라남도 광양시 불로로 30-1 (성황동)|061-795-7700|127.6828233|34.9434368
|우리병원장례예식장|경기도 김포시 감암로 11 (걸포동)|031-999-1444|126.7106672|37.6322319
|제주그린장례식장|제주특별자치도 제주시 조천읍 함덕남2길 19-10 (함덕리)|064-784-4114|126.6628418|33.5361516
|영산요양병원장례식장|경상남도 창녕군 영산면 영산도천로 430 (죽사리)|055-536-9090|128.5199018|35.4418869
|안동병원장례식장|경상북도 안동시 앙실로 11 (수상동)|054-840-0030|128.7008616|36.5471395
|신가병원장례식장|광주광역시 광산구 목련로 316 (신가동)|062-962-4444|126.8296325|35.1774512
|대전장례식장|대전광역시 서구 갑천도시고속도로 1895 (월평동)|042-522-4444|127.3513637|36.3495373
|장수군보건의료원장례식장|전라북도 장수군 장수읍 장천로 247 (장수리, 장수보건의료원)|063-351-8050|127.5197623|35.6542283
|동산병원장례식장|부산광역시 사하구 낙동대로216번길 10 (괴정동)|051-201-0909|128.9933055|35.1007879
|동아대학교병원장례식장|부산광역시 서구 대신공원로 26 (동대신동3가, 동아대학교병원)|051-256-7070|129.0189345|35.1203267
|하동우리들병원장례식장|경상남도 하동군 금남면 섬진강대로 957 (계천리, 하동우리들병원)|055-884-1024|127.810399|34.9962953
|여주시민장례문화원|경기도 여주시 칠산길 28-8 (상동)|031-882-1000|127.642423|37.290029
|(주)구례장례식장|전라남도 구례군 구례읍 용방로 15 (백련리)|061-782-0444|127.4614889|35.2181717
|가남베스트장례식장|경기도 여주시 가남읍 경충대로961번길 2-15 |031-882-1024|127.6371628|37.2980237
|신정장례문화원|충청남도 아산시 신정로 713 (방축동)|041-549-4441|126.9867342|36.7811964
|광양서울병원장례식장|전라남도 광양시 진등길 93 (마동, 광양서울병원)|02-794-4440|127.0142436|37.5723125
|대한적십자사상주병원장례식장|경상북도 상주시 상서문로 53 (남성동, 적십자병원)|054-530-3017|128.1557006|36.4144695
|제일장례식장|충청남도 아산시 시민로 40 (신인동, 장례문화원)|041-545-4444|126.988607|36.754744
|세종여주병원장례식장|경기도 여주시 하동  435-1|031-886-4496|127.6371628|37.2980237
|전주병원장례식장|전라북도 전주시 완산구 한두평4길 16 전주병원 장례식장 (중화산동2가, 전주병원)|063-227-0444|127.1247526|35.81532
|하동병원장례식장|경상남도 하동군 하동읍 화심길 25 (두곡리)|055-884-7044|127.7382974|35.0820986
|남양주장례식장(구 남양동산)|경기도 남양주시 진건읍 진건오남로 458 (송능리)|031-528-4444|127.2066916|37.6760609
|한마음효장례식장|세종특별자치시   조치원읍 금이로 53-11 (신안리)|044-868-3700|127.2831437|36.6327397
|대원장례식장|광주광역시 북구 삼소로 133-22 (대촌동)|062-364-4444|126.8478271|35.2347274
|강원도속초의료원 장례식장|강원도 속초시 영랑호반길 3 (영랑동)|033-630-6016|128.5885347|38.2164098
|울진군의료원장례식장|경상북도 울진군 울진읍 현내항길 71 (연지리, 울진군의료원)|054-785-7800|129.4100665|36.9927492
|국화향기|경기도 안산시 상록구 구룡로 87 (일동)|031-501-4646|126.8743722|37.3166128
|온누리장례식장|인천광역시 서구 완정로 199 (왕길동)|032-566-1919|126.654316|37.6027544
|일산복음병원장례식장|경기도 고양시 일산동구 고양대로 760,나동지하1층 (중산동, 일산복음병원)|031-977-6000|126.7799777|37.6817198
|서울백병원장례식장|서울특별시 중구 마른내로 9 (저동2가)|02-2277-4440|126.9887525|37.5649096
|코리아병원장례식장|서울특별시 동대문구 장한로 143 (장안동)|02-2244-0330|127.0714858|37.5731698
|기장병원장례식장|부산광역시 기장군 기장읍 대청로72번길 6 (청강리, 기장병원)|051-724-1024|129.216446|35.2358805
|서논산장례식장|충청남도 논산시 성동면 논산평야로 92 (원북리)|041-733-4040|127.0413488|36.2327249
|영덕전문장례식장|경상북도 영덕군 영덕읍 하저길 20 (우곡리)|054-734-6800|129.3808901|36.4151121
|한솔장례문화원|전라북도 전주시 완산구 모악로 4429 (석구동)|063-255-4444|127.1221882|35.7661772
|씨티장례식장|광주광역시 남구 입하길 12-1(송하동)|062-366-4440|126.877294|35.10842
|강원도강릉의료원장례식장|강원도 강릉시 경강로 2007,강릉의료원 (남문동)|033-610-1444|128.8888255|37.74929
|성주효병원장례식장|경상북도 성주군 성주읍 성주순환로 239 (예산리)|054-933-1282|128.2916483|35.9219719
|하늘공원장례식장|경기도 이천시 대월면 경충대로 1557 (장평리, 하늘공원장례식장)|031-636-3900|127.527158|37.219252
|정선군사북장례식장|강원도 정선군 사북읍 지장천로 727 (사북리, 사북군립병원)|033-592-4449|127.0142436|37.5723125
|케이마디병원장례식장|대구광역시 북구 팔달로 217 (노원동2가)|053-353-4442|128.5739129|35.8881972
|한림정낭장례예식장|제주특별자치도 제주시 한림읍 명랑로 76 (한림리)|064-796-9644|126.272198|33.4127644
|양지요양병원장례식장|경상북도 경산시 경산로 174 (옥산동 793)|053-817-9444|128.7269891|35.8239764
|현대장례문화원|경기도 화성시 우정읍 남양만로 662 (이화리)|031-379-6040|126.7981985|37.042399
|더원실업 우란장례식장|강원도 강릉시 옥가로 30 (옥천동)|033-649-0135|128.89986|37.7590037
|세광병원장례식장|경상남도 창원시 진해구 중원동로 55-1 (중앙동, 진해세광병원)|055-545-4447|128.6609432|35.149786
|(주)안면도장례식장|충청남도 태안군 안면읍 안면대로 2642(정당리)|041-672-0444|127.0142436|37.5723125
|예드림장례식장|경기도 동두천시 강변로 422 (생연동)|031-868-4440|127.0510365|37.9067972
|나은병원장례식장|인천광역시 서구 원적로 23 (가좌동, 나은병원)|032-584-4444|126.6797793|37.4890123
|봉동호스피스장례식장|전라북도 완주군 용진읍 완주로 807 (신지리)|063-261-4444|127.1720299|35.9332612
|봉화장례식장|경상북도 봉화군 봉화읍 다덕로 152-1 (유곡리)|054-673-0061|128.7510917|36.9029115
|인천적십자병원장례식장|인천광역시 연수구 원인재로 263 (연수동,인천적십자병원장례식장)|032-822-1234|126.6888374|37.418596
|광주열린병원장례식장|광주광역시 광산구 송도로 271 (송정동)|062-941-4446|126.928268|35.178872
|동신병원장례식장|서울특별시 서대문구 연희로 272 (홍은동)|02-395-1024|126.9365265|37.5811559
|송학주천장례식장|충청북도 제천시 송학주천로 97-1 (고암동)|043-653-4444|128.233608|37.1737217
|인천백병원장례식장|인천광역시 동구 샛골로 214 (송림동,인천백병원)|032-773-4445|126.6456|37.48186
|밀양병원장례식장|경상남도 밀양시 밀양대로 1823 (삼문동)|055-356-9411|127.0142436|37.5723125
|제일효병원장례식장|대구광역시 서구 북비산로 250 (평리동)|053-525-1024|128.5604402|35.8789638
|화성중앙종합병원장례식장|경기도 화성시 향남읍 발안로 5 (평리, 화성중앙병원)|031-352-4483|126.9107719|37.1313154
|신세계병원장례식장|경상남도 양산시 월라2길 45 (덕계동)|055-367-4411|129.1505559|35.3648266
|우리하늘장례원|충청남도 논산시 연무읍 안심로 280 (안심리)|041-741-4404|127.103446|36.144974
|보람여수장례식장|전라남도 여수시 소라면 무선로 339 (덕양리)|061-684-4444|127.638829|34.7857881
|금호장례식장|광주광역시 동구 남문로 697 (학동)|062-227-4000|126.9279774|35.1327731
|인제장례식장|강원도 인제군 북면 금강로 210 (월학리, 인제장례식장)|033-461-1444|128.213707|38.136096
|철원병원장례식장|강원도 철원군 갈말읍 명성로 208 (군탄리)|033-452-0044|127.3077345|38.1502529
|경기도의료원 안성병원장례식장(휴업)|경기도 안성시 남파로 95 (당왕동 436)|031-8046-5044|127.2576532|37.0150833
|새진교장례식장|경상남도 하동군 진교면 경충로 1155 (진교리)|055-884-8224|127.9040938|35.0369567
|가평연새장례식장|경기도 가평군 청평면 경춘로 1219 (상천리)|031-585-6700|127.4458997|37.7660796
|새고창장례식장|전라북도 고창군 고창읍 고인돌대로 1763 (읍내리)|063-563-1001|126.6913867|35.4368882
|빛가람장례식장|전라남도 나주시 산포면 매성길 61 (매성리)|061-330-8044|126.7997442|35.0356782
|강화병원장례식장|인천광역시 강화군 강화읍 강화대로312번길 11 (갑곳리, 강화병원)|032-933-8124|126.4954153|37.7433105
|경기도의료원 의정부병원장례식장|경기도 의정부시 흥선로 142 (의정부동, 경기도도립의료원의정부병원)|031-828-5444|127.0425242|37.7410385
|창녕요양병원장례식장|경상남도 창녕군 대지면 효정직교길 119,창녕요양병원장례식장 (효정리)|055-532-5858|128.480661|35.5424
|벌교중앙장례식장|전라남도 보성군 벌교읍 원동길 89 (척령리)|061-857-3000|127.3322952|34.8381942
|인창병원장례식장|부산광역시 동구 중앙대로 281 (초량동)|051-464-5858|129.0428152|35.1218416
|한패밀리병원장례식장|대구광역시 수성구 동대구로 12 (지산동)|053-760-8800|128.624121|35.8315713
|광주수완장례식장|광주광역시 광산구 수완로 6수완장례식장 (신가동)|062-959-4444|126.8327136|35.1794847
|진천성모병원장례식장|충청북도 진천군 진천읍 중앙북로 24 (읍내리, 진천성모병원)|043-536-4499|127.4396491|36.8587463
|나주애향장례식장|전라남도 나주시 청동길 147 (청동)|061-334-9000|126.7324856|35.0456116
|나주예림장례식장|전라남도 나주시 예향로 3795 (이창동)|061-335-4406|126.7120065|34.994229
|영천영락원장례식장|경상북도 영천시 천문로 596-8 (오미동)|054-336-4444|128.9245897|35.9876315
|수성요양병원장례식장|대구광역시 수성구 동대구로 148 (황금동, 수성요양병원)|053-766-4444|128.6250413|35.8433486
|새웅상요양병원장례식장|경상남도 양산시 서창동1길 7 (삼호동)|055-362-4444|129.1686461|35.4115454
|근로복지공단 인천병원장례식장|인천광역시 부평구 무네미로 446 (구산동)|032-524-4444|126.7539528|37.4761818
|새동산병원 장례식장(구 365병원장례식장)|대구광역시 서구 국채보상로 379 (비산동)|053-527-4447|128.5724219|35.8724674
|가야장례식장|경상북도 성주군 성주읍 주산로 189 (삼산리)|054-933-4114|128.3047039|35.9335314
|공생병원장례식장|경상북도 의성군 의성읍 후죽2길 6 (후죽리)|054-834-9906|128.6951011|36.3547889
|성제장례식장|경상북도 의성군 안계면 안계길 200 (용기리, 성제병원)|054-861-4441|128.43303|36.3885466
|제일장례식장|전라남도 영광군 영광읍 옥당로 308-3 (월평리)|061-351-3131|126.5062531|35.285649
|뉴타운장례식장|전라북도 전주시 완산구 노송광장로 60 (서노송동)|063-284-4444|127.1453971|35.8261472
|굿모닝병원장례식장|대구광역시 남구 성당로 224 (대명동, 굿모닝병원)|053-623-5114|128.57416|35.85297
|(주)금성장례식장|전라북도 전주시 덕진구 가리내로 670 (송천동2가)|063-276-4444|127.1085674|35.8679966
|영산포제일병원장례식장|전라남도 나주시 대기2길 12 (이창동)|061-334-1444|126.7118338|34.9924595
|원병원장례식장|경기도 남양주시 화도읍 경춘로 1943-16 |031-511-9944|127.3043556|37.6518762
|울산국화원장례식장|울산광역시 남구 산업로 88 (상개동)|052-269-4444|129.3181375|35.5042578
|동해전문장례식장|강원도 동해시 중앙로 199 (천곡동)|033-531-4740|129.115438|37.5185195
|동남권원자력의학원장례식장|부산광역시 기장군 장안읍 좌동길 40 (좌동리, 동남권원자력의학원)|051-720-5421|129.243613|35.3214832
|동해동인병원장례식장|강원도 동해시 하평로 26 (평릉동, 동인병원)|033-530-0441|129.1073994|37.5301401
|진도전남병원장례식장|전라남도 진도군 진도읍 남동리 남문길 778-15번지|061-544-4441|127.0142436|37.5723125
|보은농협장례식장|충청북도 보은군 보은읍 남부로 4305 (금굴리)|043-543-3360|127.7251152|36.4669314
|한양대학병원장례식장|서울특별시 성동구 왕십리로 222-1 (사근동, 한양대학부속병원)|02-2290-9442|127.0440888|37.5570532
|동부요양병원 장례식장|대전광역시 동구 동부로 150 (용운동)|042-368-4000|127.4671032|36.326613
|송도하나장례문화원|인천광역시 미추홀구 아암대로253번길 36 ( 남구 학익동 587-78) 송도하나요양병원 - 송도하나장례문화원|032-832-4443|126.635604|37.439816
|근로복지공단창원병원장례식장|경상남도 창원시 성산구 창원대로 721(중앙동, 창원병원)|055-287-1100|128.671412|35.218463
|부여노인병원장례식장|충청남도 부여군 규암면 반산로 39, 부여노인병원장례식장 (반산리)|041-835-4444|126.8693047|36.2756156
|동래한서병원장례식장|부산광역시 금정구 중앙대로 1721 (부곡동)|051-582-1041|129.0916031|35.238294
|휴앤유병원장례식장|경기도 부천시 소사구 심곡로10번길 63 (송내동)|032-662-1024|126.7725187|37.4828969
|서산장례식장|충청남도 서산시 잠홍2길 21 (잠홍동)|041-664-4500|126.485537|36.7884803
|양주장례문화원|경기도 양주시 평화로1357번길 8 (덕계동)|031-863-4444|127.0446712|37.8125537
|대구기독병원장례식장|대구광역시 달서구 달구벌대로 1750 (두류동)|053-627-4447|128.5568928|35.8569457
|청구성심병원장례식장|서울특별시 은평구 통일로 873 (갈현동, 청구성심병원)|02-352-4445|126.9194449|37.6207324
|우리병원장례식장|경기도 포천시 소흘읍 호국로 661 (송우리)|031-542-0444|127.147957|37.8273748
|거창서경병원장례식장|경상남도 거창군 거창읍 강남로 16-28 (송정리, 서경병원)|055-945-0130|127.8980884|35.6809306
|남도장례식장|광주광역시 동구 중앙로 283-1 (계림동)|062-223-7715|126.920369|35.1570529
|동해병원장례식장|강원도 동해시 하평로 11 (평릉동, 산재의료관리원동해병원)|033-535-3001|129.1077852|37.5313691
|경기도의료원 수원병원장례식장|경기도 수원시 장안구 수성로245번길 69 (정자동)|031-888-0114|126.996646|37.2920141
|영암장례식장|전라남도 영암군 영암읍 낭주로 49-1 (춘양리, 영암장례식장)|061-471-4884|126.7090072|34.7952072
|행림병원 장례식장|부산광역시 금정구 구서동  194-5  행림병원 장례식장|051-582-1024|129.091065|35.254467
|조암장례식장|경기도 화성시 장안면 사랑리 432-2|02-358-4440|127.0142436|37.5723125
|전주시민장례문화원|전라북도 전주시 완산구 유연로 27전주시민장례문화원 (효자동3가)|063-263-4444|127.0142436|37.5723125
|동인병원장례식장|경기도 안성시 인지1길 15 (인지동)|031-671-4494|127.266572|37.004946
|양서농협장례문화원|경기도 양평군 양서면 두물머리길 24양서농협장례문화원 (양수리, 양수장례식장)|031-771-1900|127.3185492|37.5420948
|한림병원장례식장|인천광역시 계양구 장제로 722,신관지하2층한림병원장례식장 (작전동, 한림병원)|032-543-2444|126.7343382|37.5322598
|아산충무병원 국화원|충청남도 아산시 문화로 381 (모종동)|041-548-7444|127.0200411|36.7792199
|동일죽장례식장|경기도 안성시 일죽면 서동대로 7866 (당촌리, 동일죽휴게소)|031-674-4446|127.5136954|37.1015766
|하남성심병원장례식장|광주광역시 광산구 용아로 259 (산정동, 하남성심병원)|062-954-4444|126.8007894|35.16676
|평창군장례식장|강원도 평창군 평창읍 종부로 61 (종부리, 평창군보건의료원)|033-330-4836|128.3890248|37.3607053
|참사랑장례식장|인천광역시 강화군 선원면 중앙로 271 (창리, 참사랑장례식장)|032-932-4200|126.4798508|37.723849
|경산중앙병원장례예식장|경상북도 경산시 경안로 11 (백천동)|053-814-0044|128.7401646|35.8090928
|마송장례식장|경기도 김포시 통진읍 김포대로 2110-44 (도사리)|031-988-2277|126.608102|37.6857169
|사랑의병원장례식장|경기도 안산시 상록구 예술광장로 69 (성포동)|031-437-4000|126.8447793|37.3269791
|탄금장례식장|충청북도 충주시 탄금대로 336 (칠금동)|043-842-4444|127.8929047|36.9889106
|국화원문경장례식장|경상북도 문경시 공평로 134 (공평동)|054-555-6444|128.18079|36.6111265
|구병원장례식장|대구광역시 달서구 감삼북길 141 (감삼동)|053-524-4444|128.5413994|35.8506505
|세일장례식장(구.복사골)|경기도 부천시 원미구 장말로372번길 15 (심곡동)|032-666-4440|126.7832874|37.4892975
|강경장례식장|충청남도 논산시 강경읍 여강로 1293 (채산리)|041-745-4401|127.0119484|36.1500843
|에스병원장례식장|대구광역시 달서구 와룡로 57 (본리동)|053-567-0909|128.5364378|35.8378893
|(복)대구가톨릭사회복지회가톨릭장례식장|대구광역시 남구 두류공원로17길 33 대구가톨릭대학교병원 내 장례식장 (대명동)|053-650-4444|128.5670053|35.8438086
|황산장례문화원|충청남도 논산시 계백로 1161 (덕지동)|041-733-4447|127.1031125|36.2102455
|양양장례문화원|강원도 양양군 양양읍 양양로 9-1 (연창리)|033-671-0404|128.6271749|38.078381
|진안군의료원장례식장|전라북도 진안군 진안읍 진무로 1145 (군상리)|063-430-7070|127.4321405|35.7948193
|파주보람장례식장|경기도 파주시 월롱면 통일로 715-2 (영태리)|031-947-9444|126.7890617|37.7729373
|새통영병원장례식장|경상남도 통영시 무전7길 192 (무전동, 새통영병원)|055-645-7300|128.4207171|34.8653483
|농협연합장례식장|충청북도 음성군 금왕읍 대금로1278번길 32 (오선리)|043-883-4444|127.5751288|36.982096
|공도장례식장(영화원)|경기도 안성시 원곡면 기업단지로 271 (반제리)|031-652-2100|127.163111|37.016469
|(주)영천장례식장(영남대학교영천병원지점)|경상북도 영천시 오수1길 10 (오수동)|054-330-7400|128.913123|35.957195
|세민에스백합원장례식장|울산광역시 중구 내황4길 11,지하1층 (반구동,세민에스요양병원)|052-920-1144|129.3416875|35.5527776
|주식회사 건양대부여장례식장|충청남도 부여군 부여읍 계백로 200 (동남리, 건양대부여병원)|041-837-4441|126.9010699|36.275721
|효신전문장례식장|경상북도 상주시 함창읍 경상대로 4946-43 (오동리)|054-541-8007|128.192456|36.5651649
|녹동현대병원장례식장|전라남도 고흥군 도양읍 차경구렁목길 211 (용정리)|061-843-4444|127.1457469|34.5465248
|울산전문장례식장|울산광역시 북구 산업로 1023 (연암동)|052-242-4444|129.358865|35.5845865
|문요양병원장례식장|대구광역시 북구 칠곡중앙대로 215 (태전동) |053-323-4444|128.5479837|35.9153523
|상주성모병원 장례식장|경상북도 상주시 냉림서성길 7 (냉림동)|054-535-6000|128.1597746|36.4202835
|오수장례식장|전라북도 임실군 오수면 춘향로 1483 (금암리)|063-644-0444|127.3393418|35.5332494
|홍성추모공원장례식장|충청남도 홍성군 금마면 금마로516번길 85 (봉서리)|041-631-9944|126.76382|36.6098634
|시화병원장례식장|경기도 시흥시 군자천로 381-1 (정왕동, 시화병원)|031-431-4444|126.7245906|37.3528958
|경희병원장례식장|부산광역시 사하구 다대로 321 (장림동)|051-266-4111|128.9768486|35.0735424
|김제우석병원장례식장|전라북도 김제시 서암4길 45 (서암동)|063-543-4484|126.8802411|35.8073551
|다인농협장례식장|경상북도 의성군 다인면 단북다인로 1069 (산내리)|054-861-4011|128.3474513|36.4399898
|김천제일병원장례식장|경상북도 김천시 신음1길 12 (신음동)|054-433-9444|128.1187424|36.1353472
|일곡병원장례식장|광주광역시 북구 양일로 309 (일곡동)|062-574-4445|126.8976362|35.2028356
|참사랑장례식장|전라남도 목포시 차범석길35번길 9 (북교동)|061-244-4400|126.3798929|34.7928788
