CODE|NAME|BRANCH|ADDR|TELL|XCORD|YCORD|CLOSEDATE1|CLOSEDATE2|CLOSEDATE3|CLOSEDATE4|TIME
13365|GS THE FRESH|충주시티자이점|충북 충주시 중앙탑면 원앙4길 51, 충주시티자이아파트101~106호(용전리 721)|0438520907|127.83101116|37.01690891|01월 10일|01월 25일|||10:00-23:00
11073|GS THE FRESH|충주연수점|충청북도 충주시 금곡로 61|043-724-1001~2|127.93788352|36.99054575|01월 10일|01월 25일|||10:00-23:00
11074|GS THE FRESH|충주용산점|충북 충주시 남산로 72(용산동 1639)|043-724-3001~2|127.94007468|36.96124987|01월 10일|01월 25일|||10:00-23:00
12054|GS THE FRESH|칠곡왜관점|경북 칠곡군 왜관읍 중앙로 103-1(왜관리 777-27)|054-971-9478|128.39802687|35.98362725|01월 12일|01월 26일|||10:00-22:00
12003|GS THE FRESH|토월점|경남 창원시 성산구 동산로 124 성원주상가 지하1층|055-267-2853|128.69162418|35.2193859|01월 02일|01월 16일|||10:00-23:00
13241|GS THE FRESH|파주동패점|경기 파주시 한울로 65(동패동 1901-1)|031-942-9900|126.73885171|37.71091454|01월 12일|01월 26일|||10:00-23:00
13258|GS THE FRESH|파주문산점|경기 파주시 문산읍 당동1로 43, 세원프라자101호(당동리 167-2)|02|126.7736256|37.86332391|01월 12일|01월 26일|||
13040|GS THE FRESH|파주야당점|경기 파주시 한빛로 70, 한빛마을5단지캐슬앤칸타빌 gs수퍼마켓파주야당점(야당동 991)|031-944-3342|126.75433227|37.71567424|01월 12일|01월 26일|||10:00-23:00
13163|GS THE FRESH|파주와동점|경기 파주시 미래로 564,110호(와동동1344,가람마을9단지남양휴튼)|0319422703|126.75267107|37.72748681|01월 12일|01월 26일|||10:00-23:00
13356|GS THE FRESH|파주청암점|경기 파주시 교하로 20, 산내마을1단지 제상가동101.104호(목동동 904)|0319456421|126.7340146|37.73257677|01월 12일|01월 26일|||10:00-23:00
13178|GS THE FRESH|파주파크타운점|경기 파주시 한빛로 20(야당동 1015)  롯데캐슬파크타운 2차 상가1층|0319452530|126.75582732|37.71037411|01월 12일|01월 26일|||10:00-23:00
13358|GS THE FRESH|판교운중점|경기 성남시 분당구 운중로 117,포모나타워 101.102호(운중동 960)|03180177881|127.07634804|37.39197929|01월 09일|01월 23일|||10:00-23:00
13235|GS THE FRESH|평촌어바인점|경기 안양시 동안구 경수대로 579,평촌어바인퍼스트1단지 108호(호계동 956)|031-477-8755|126.95620743|37.37422898|01월 12일|01월 26일|||10:00-23:00
13217|GS THE FRESH|평택동삭2점|경기 평택시 상서재로 80, 3,6호(동삭동 818-4)|031-651-1686|127.10263425|37.02035919|01월 09일|01월 23일|||10:00-23:00
13184|GS THE FRESH|평택동삭점|경기 평택시 상서재로5길 15, 평택센트럴자이1단지 GS수퍼마켓(동삭동 331)|031-654-6504|127.10056445|37.01766716|01월 09일|01월 23일|||10:00-23:00
13240|GS THE FRESH|평택세교점|경기 평택시 세교6로 46, 힐스테이트 평택 B112.114호(세교동 303-3)|031-651-7515|127.08860903|37.01095263|01월 09일|01월 23일|||10:00-23:00
11071|GS THE FRESH|평택이충점|경기 평택시 이충로35번길 28-22(이충동 667)|031-617-9001|127.06589065|37.06031995|01월 09일|01월 23일|||10:00-23:00
13346|GS THE FRESH|평택효성점|경기 평택시 소사3로 22,평택효성해링턴플레이스2단지 101호(소사동)|0316511770|127.12777681|36.98765519|01월 09일|01월 23일|||10:00-23:00
13379|GS THE FRESH|포레스티아점|경기 성남시 수정구 수정로 319,산성역포레스티아아파트(신흥동6951)|0317451213|127.14861352|37.45392989|01월 09일|01월 23일|||10:00-23:00
11033|GS THE FRESH|포천점|경기 포천시 중앙로 165(신읍동 202-1)|031-533-5091~2|127.20579724|37.90031549|01월 12일|01월 26일|||10:00-23:00
12022|GS THE FRESH|포항두호점|경북 포항시 북구 용두산길 3(두호동 1087)|054-251-6213~4|129.3826046|36.06421856|01월 09일|01월 23일|||10:00-23:00
14026|GS THE FRESH|포항메트로점|경북 포항시 북구 우창로 166, 241동 105108호(창포동 656, 창포메트로시티2단지)|0542481003|129.36706715|36.06628936|01월 09일|01월 23일|||8:40-23:00
12102|GS THE FRESH|포항상도점|경북 포항시 남구 상도남로34번길 2,(상도동700번지)|0542770991|129.3450739|36.008012|01월 09일|01월 23일|||09:00-23:00
12096|GS THE FRESH|포항양덕점|경북 포항시 북구 양덕로 43,  (양덕동 1696)|0542518701|129.40157579|36.08243725|01월 09일|01월 23일|||9:00-23:00
12076|GS THE FRESH|포항연일점|경상북도 포항시 남구 연일읍 연일로 123|054-277-2111|129.34519663|35.99956601|01월 09일|01월 23일|||10:00-23:00
12021|GS THE FRESH|포항죽도점|경북 포항시 북구 중흥로 244(죽도동 607-1)|054-278-1448~9|129.36009447|36.02490301|01월 09일|01월 23일|||10:00-23:00
12025|GS THE FRESH|포항창포점|경북 포항시 북구 새천년대로1076번길 4(두호동 1103-2)|054-256-9666|129.37172002|36.06383894|01월 09일|01월 23일|||10:00-23:00
12079|GS THE FRESH|포항환호점|경북 포항시 북구 삼호로 422(환호동)|054-251-9080|129.39428518|36.06881468|01월 09일|01월 23일|||09:00-23:00
11252|GS THE FRESH|하남미사점|경기 하남시 미사강변북로 65-1, 미사강변 더샵리버포레 지하1층(선동 427)|031-796-4350|127.18481376|37.57375618|01월 09일|01월 23일|||10:00-23:00
11043|GS THE FRESH|하남점|경기 하남시 신장1로9번길 74(신장1동 427-53)|031-795-1681|127.20593242|37.5391283|01월 09일|01월 23일|||10:00-23:00
13357|GS THE FRESH|하안8점|경기 광명시 금당로 36, 8단지종합상가 지하1층(하안동 260-2)|028912301|126.88254253|37.45746227|01월 09일|01월 23일|||10:00-22:00
11031|GS THE FRESH|학익점|인천 남구 소성로 146(학익2동 256-19)|0328741476|126.66418177|37.44220273|01월 09일|01월 23일|||10:00-23:00
13340|GS THE FRESH|항동에듀힐즈점|서울 구로구 항동로 42,한양수자인에듀힐즈 101105호(항동 153)|0220666713|126.82484429|37.47817622|01월 09일|01월 23일|||10:00-23:00
14023|GS THE FRESH|해운대센텀점|부산 해운대구 센텀중앙로 145, 5동 201호(재송동 1200, 더샵센텀파크1차아파트)|051-744-5800|129.12197977|35.17885437|01월 09일|01월 23일|||9:00-23:00
13084|GS THE FRESH|행신무원점|경기 고양시 덕양구 무원로6번길 41(행신동 713-3)|031-974-2600|126.83318296|37.61426982|01월 12일|01월 26일|||10:00-23:00
11015|GS THE FRESH|행신점|경기도 고양시 덕양구 충경로 87 행신동, 소만마을7단지|031-971-2142~3|126.83945947|37.61562919|01월 12일|01월 26일|||10:00-22:30
13154|GS THE FRESH|향남하길점|경기 화성시 향남읍 상신하길로298번길 7-1, 1층 106~110호(하길리 1472)|03180596794|126.91025683|37.11499614|01월 09일|01월 23일|||
13366|GS THE FRESH|향동디엠씨점|경기 고양시 덕양구 향동1로 20, 220동 102호(향동동)|02-3159-3066|126.89447681|37.6032187|01월 12일|01월 26일|||10:00-23:00
12099|GS THE FRESH|현곡푸르지오점|경북 경주시 현곡면 용담로 538-17, 1층(하구리 375-17)|0547430550|129.17499192|35.89019187|01월 09일|01월 23일|||10:00-23:00
13233|GS THE FRESH|호평알프하임점|경기 남양주시 백봉로 32, 두산알프하임아파트 B동 201호(호평동)|0315595338|127.25407181|37.65230826|01월 12일|01월 26일|||10:00-23:00
11064|GS THE FRESH|홍천점|강원 홍천군 홍천읍 홍천로 344(신장대리 62-1)|033-435-0085|127.88391299|37.68837218|01월 09일|01월 23일|||10:00-23:00
12007|GS THE FRESH|화명점|부산 북구 대천천길 15(화명2동 194-2)|051-361-0101|129.01490459|35.24059759|01월 09일|01월 23일|||10:00-23:00
