NAME|BRANCH|ADDR|TELL|CLOSE_DATE|CLOSE_INFO
홈플러스 익스프레스|연남점|서울특별시 마포구 연남로 52|02-337-8541|2022-01-092022-01-23|10:00~24:00 (단, 매월 2,4번째 일요일 휴점)
홈플러스 익스프레스|연희점|인천광역시 서구 서곶로 351|032-568-8565|2022-01-092022-01-23|10:00~24:00 (단, 매월 2,4번째 일요일 휴점)
홈플러스|영도점|부산광역시 영도구 대교로14번길 57|051-419-8000|2022-01-092022-01-23|10:00~23:00 (휴무일은 지자체 상황에 따라 변경될 수 있습니다.)
홈플러스|영등포점|서울특별시 영등포구 당산로 42|02-2165-8000|2022-01-092022-01-23|10:00~24:00 (휴무일은 지자체 상황에 따라 변경될 수 있습니다.)
홈플러스|영주점|경상북도 영주시 대학로 29|054-630-8000|2022-01-102022-01-24|10:00~23:00 (휴무일은 지자체 상황에 따라 변경될 수 있습니다.)
홈플러스 익스프레스|영천망정점|경상북도 영천시 망정동 417-17|054-337-8542||08:00~23:00()
홈플러스|영통점|경기도 수원시 영통구 봉영로 1576|031-201-8000|2022-01-092022-01-23|10:00~24:00 (휴무일은 지자체 상황에 따라 변경될 수 있습니다.)
홈플러스 익스프레스|오산세교점|경기도 오산시 수청로 193|031-376-8545|2022-01-122022-01-26|10:00~24:00 (단, 매월 2,4번째 수요일 휴점)
홈플러스|오산점|경기도 오산시 수청동 252|031-8077-8800|2022-01-122022-01-26|10:00~24:00 (휴무일은 지자체 상황에 따라 변경될 수 있습니다.)
홈플러스 익스프레스|오정점|경기도 부천시 오정구 오정로 246|032-671-8517|2022-01-092022-01-23|10:00~24:00 (단, 매월 2,4번째 일요일 휴점)
홈플러스|오창점|충청북도 청원군 오창읍 중심상업1로 8-11|043-249-8000|2022-01-092022-01-23|10:00~24:00 (휴무일은 지자체 상황에 따라 변경될 수 있습니다.)
홈플러스 익스프레스|옥수점|서울특별시 성동구 독서당로 171|02-2294-8574|2022-01-092022-01-23|08:00~24:00 (단, 매월 2,4번째 일요일 휴점)
홈플러스 익스프레스|왕십리점|서울특별시 성동구 왕십리로 333|02-2299-8545|2022-01-092022-01-23|08:00~24:00 (단, 매월 2,4번째 일요일 휴점)
홈플러스 익스프레스|용강점|서울특별시 마포구 토정로32길 4|02-701-8544|2022-01-092022-01-23|10:00~24:00 (단, 매월 2,4번째 일요일 휴점)
홈플러스 익스프레스|용문점|대전시 서구 용문동 257-2|042-528-8546|2022-01-092022-01-23|10:00~24:00 (단, 매월 2,4번째 일요일 휴점)
홈플러스 익스프레스|용산2점|대구광역시 달서구 성지로 27|053-586-8540|2022-01-092022-01-23|08:00~24:00 (단, 매월 2,4번째 일요일 휴점)
홈플러스 익스프레스|용인구성점|경기도 용인시 기흥구 구성3로 28번길 24번|031-282-8547|2022-01-092022-01-23|10:00~24:00 (단, 매월 2,4번째 일요일 휴점)
홈플러스 익스프레스|용인보정2점|경기도 용인시 기흥구 보정로 32|031-263-8544|2022-01-092022-01-23|10:00~23:00 (단, 매월 2,4번째 일요일 휴점)
홈플러스 익스프레스|용인서천점|경기도 용인시 기흥구 서천로127번길 3-3|031-205-8545|2022-01-092022-01-23|10:00~24:00 (단, 매월 2,4번째 일요일 휴점)
홈플러스 익스프레스|용인신봉점|경기도 용인시 수지구 신봉2로14번길 16|031-265-8546|2022-01-092022-01-23|10:00~23:00 (단, 매월 2,4번째 일요일 휴점)
홈플러스 익스프레스|용인죽전점|경기도 용인시 수지구 현암로 154|031-262-8546|2022-01-092022-01-23|10:00~24:00 (단, 매월 2,4번째 일요일 휴점)
홈플러스 익스프레스|용인중동점|경기도 용인시 기흥구 동백죽전대로527번길 98-2|031-281-8560|2022-01-092022-01-23|10:00~24:00 (단, 매월 2,4번째 일요일 휴점)
홈플러스 익스프레스|용인풍덕천점|경기도 용인시 수지구 풍덕천로 122|031-272-8546|2022-01-092022-01-23|10:00~24:00 (단, 매월 2,4번째 일요일 휴점)
홈플러스|울산남구점|울산광역시 남구 수암로 148|052-270-8000|2022-01-122022-01-23|10:00~24:00 (휴무일은 지자체 상황에 따라 변경될 수 있습니다.)
홈플러스|울산동구점|울산광역시 동구 방어진 순환도로 637|052-230-8000|2022-01-092022-01-23|10:00~24:00 (휴무일은 지자체 상황에 따라 변경될 수 있습니다.)
홈플러스 익스프레스|울산매곡점|울산시 북구 매산로 330-2|052-286-8545|2022-01-122022-01-23|10:00~24:00 (단, 매월 2번째 수요일, 4번째 일요일 휴점)
홈플러스 익스프레스|울산방어점|울산광역시 동구 문현로 47|052-232-8545|2022-01-092022-01-23|10:00~24:00 (단, 매월 2,4번째 일요일 휴점)
홈플러스|울산북구점|울산광역시 북구 신답로 26|052-293-2080|2022-01-122022-01-23|10:00~24:00 (휴무일은 지자체 상황에 따라 변경될 수 있습니다.)
홈플러스|울산점|울산광역시 중구 번영로 475|052-290-8000|2022-01-122022-01-23|10:00~24:00 (휴무일은 지자체 상황에 따라 변경될 수 있습니다.)
홈플러스 익스프레스|원주무실점|강원도 원주시 시청로 80|033-735-8539|2022-01-122022-01-26|09:00~24:00 (단, 매월 2,4번째 수요일 휴점)
홈플러스|원주점|강원 원주시 치악로 1489|033-769-8700|2022-01-122022-01-26|10:00~24:00 (휴무일은 지자체 상황에 따라 변경될 수 있습니다.)
홈플러스|원천점|경기도 수원시 영통구 중부대로 437|031-252-2080|2022-01-092022-01-23|10:00~24:00 (휴무일은 지자체 상황에 따라 변경될 수 있습니다.)
홈플러스|월곡점|서울특별시 성북구 화랑로 76|02-3669-8000|2022-01-092022-01-23|10:00~24:00 (휴무일은 지자체 상황에 따라 변경될 수 있습니다.)
홈플러스|월드컵점|서울시 마포구 성산동 515 홈플러스월드컵점|02-312-2080|2022-01-092022-01-23|10:00~24:00 (휴무일은 지자체 상황에 따라 변경될 수 있습니다.)
홈플러스 익스프레스|월성점|대구광역시 달서구 학산로 17|053-642-8545|2022-01-092022-01-23|08:00~24:00 (단, 매월 2,4번째 일요일 휴점)
홈플러스 익스프레스|월평점|대전광역시 서구 월평북로 90|042-482-8543|2022-01-092022-01-23|10:00~24:00 (단, 매월 2,4번째 일요일 휴점)
홈플러스|유성점|대전광역시 유성구 한밭대로 502|042-841-2080|2022-01-092022-01-23|10:00~24:00 (휴무일은 지자체 상황에 따라 변경될 수 있습니다.)
홈플러스 익스프레스|유천점|대전광역시 중구 평촌로 58, 101|042-528-8543|2022-01-092022-01-23|10:00~24:00 (단, 매월 2,4번째 일요일 휴점)
홈플러스 익스프레스|응암점|서울특별시 은평구 응암로 247|02-386-8545|2022-01-092022-01-23|10:00~24:00 (단, 매월 2,4번째 일요일 휴점)
홈플러스 익스프레스|의왕포일점|경기도 의왕시 포일동 664|031-426-9753|2022-01-122022-01-26|08:00~24:00 (단, 2,4주 수요일(자율휴무))
홈플러스 익스프레스|의정부민락점|경기도 의정부시 용민로 395|031-852-8635|2022-01-092022-01-23|10:00~24:00 (단, 매월 2,4번째 일요일 휴점)
홈플러스|의정부점|경기도 의정부시 청사로 38|031-850-8000|2022-01-092022-01-23|10:00~24:00 (휴무일은 지자체 상황에 따라 변경될 수 있습니다.)
홈플러스 익스프레스|의정부호원점|경기도 의정부시 신흥로 81|031-873-8545|2022-01-092022-01-23|10:00~24:00 (단, 매월 2,4번째 일요일 휴점)
홈플러스|익산점|전라북도 익산시 무왕로 1035|063-859-8000|2022-01-092022-01-23|10:00~23:00 (휴무일은 지자체 상황에 따라 변경될 수 있습니다.)
홈플러스 익스프레스|인창점|경기도 구리시 건원대로76번길 42|031-565-8545|2022-01-122022-01-26|10:00~24:00 (단, 매월 2,4번째 수요일 휴점)
홈플러스 익스프레스|인천경서2점|인천광역시 서구 청라루비로144번길 6|032-563-8546|2022-01-092022-01-23|10:00~24:00 (단, 매월 2,4번째 일요일 휴점)
홈플러스 익스프레스|인천경서점|인천광역시 서구 도요지로 24|032-565-8491|2022-01-092022-01-23|10:00~24:00 (단, 매월 2,4번째 일요일 휴점)
홈플러스 익스프레스|인천귤현점|인천광역시 계양구 귤현길3|032-552-8545|2022-01-092022-01-23|09:00~24:00 (단, 매월 2,4번째 일요일 휴점)
홈플러스 익스프레스|인천남촌점|인천광역시 남동구 호구포로535번길 34|032-465-8545|2022-01-092022-01-23|10:00~24:00 (단, 매월 2,4번째 일요일 휴점)
홈플러스 익스프레스|인천논곡점|인천광역시 남동구 함박뫼로 441|032-427-8546|2022-01-092022-01-23|10:00~24:00 (단, 매월 2,4번째 일요일 휴점)
홈플러스 익스프레스|인천논현2점|인천광역시 남동구 논현로235|032-434-8545|2022-01-092022-01-23|10:00~24:00 (단, 매월 2,4번째 일요일 휴점)
홈플러스|인천논현점|인천광역시 남동구 청능대로 596|032-455-8000|2022-01-092022-01-23|10:00~24:00 (휴무일은 지자체 상황에 따라 변경될 수 있습니다.)
홈플러스 익스프레스|인천논현점|인천광역시 남동구 논현로 42|032-433-8545|2022-01-092022-01-23|10:00~24:00 (단, 매월 2,4번째 일요일 휴점)
홈플러스 익스프레스|인천당하점|인천광역시 서구 청마로 167번길 14|032-563-8545|2022-01-092022-01-23|10:00~24:00 (단, 매월 2,4번째 일요일 휴점)
홈플러스 익스프레스|인천마전점|인천광역시 서구 완정로 70|032-566-8544|2022-01-092022-01-23|10:00~24:00 (단, 매월 2,4번째 일요일 휴점)
홈플러스 익스프레스|인천부개역점|인천광역시 부평구 부일로 87|032-521-8545|2022-01-092022-01-23|08:00~24:00 (단, 매월 2,4번째 일요일 휴점)
홈플러스 익스프레스|인천송도점|인천광역시 연수구 센트럴로 232|032-834-8547|2022-01-092022-01-23|08:00~24:00 (단, 매월 2,4번째 일요일 휴점)
홈플러스|인천송도점|인천광역시 연수구 송도동 168-3|032-834-8543|2022-01-092022-01-23|10:00~22:00 (쇼핑몰 연중무휴(2,4째 일요일 오전11시~21시까지 영업/휴무일은 지자체 상황에 따라 변경될 수 있습니다.)
홈플러스 익스프레스|인천송현점|인천광역시 동구 화수로 38|032-773-8545|2022-01-092022-01-23|08:00~24:00 (단, 매월 2,4번째 일요일 휴점)
홈플러스|인천숭의점|인천광역시 남구 석정로 51|032-719-2000|2022-01-092022-01-23|10:00~24:00 (휴무일은 지자체 상황에 따라 변경될 수 있습니다.)
홈플러스 익스프레스|인천연수점|인천광역시 연수구 새말로 146|032-814-8545|2022-01-092022-01-23|08:00~24:00 (단, 매월 2,4번째 일요일 휴점)
홈플러스|인천연수점|인천광역시 연수구 청능대로 210|032-430-8000|2022-01-092022-01-23|10:00~24:00 (휴무일은 지자체 상황에 따라 변경될 수 있습니다.)
홈플러스 익스프레스|인천오류점|인천광역시 서구 단봉로 107(성우프라자 1층)|032-562-8546|2022-01-092022-01-23|10:00~24:00 (단, 매월 2,4번째 일요일 휴점)
홈플러스 익스프레스|인천주안2점|인천광역시 남구 인하로352번길 4|032-437-8545|2022-01-092022-01-23|09:00~24:00 (단, 매월 2,4번째 일요일 휴점)
홈플러스 익스프레스|인천주안점|인천광역시 남구 석산로 42|032-441-8545|2022-01-092022-01-23|10:00~24:00 (단, 매월 2,4번째 일요일 휴점)
홈플러스 익스프레스|인천중앙점|인천광역시 서구 솔빛로 93|032-569-6536|2022-01-092022-01-23|10:00~24:00 (단, 매월 2,4번째 일요일 휴점)
홈플러스 익스프레스|인천청라점|인천광역시 서구 중봉대로 586번길 22|032-562-8544|2022-01-092022-01-23|10:00~24:00 (단, 매월 2,4번째 일요일 휴점)
홈플러스|인천청라점|인천광역시 서구 중봉대로 587|032-723-8800|2022-01-092022-01-23|10:00~24:00 (휴무일은 지자체 상황에 따라 변경될 수 있습니다.)
홈플러스 익스프레스|인천학익점|인천광역시 남구 매소홀로488번길 6-32|032-873-8545|2022-01-092022-01-23|09:00~24:00 (단, 매월 2,4번째 일요일 휴점)
홈플러스 익스프레스|인천한화2점|인천광역시 남동구 소래역남로22|032-424-7545|2022-01-092022-01-23|10:00~24:00 (단, 매월 2,4번째 일요일 휴점)
홈플러스 익스프레스|인천한화점|인천시 남동구 에코중앙로 156번길 5-9|032-431-8545|2022-01-092022-01-23|10:00~24:00 (단, 매월 2,4번째 일요일 휴점)
홈플러스|인하점|인천시 미추홀구 소성로 6|032-763-2080|2022-01-092022-01-23|10:00~24:00 (휴무일은 지자체 상황에 따라 변경될 수 있습니다.)
홈플러스|일산점|경기도 고양시 일산동구 중앙로 1275번길 64|031-925-2080|2022-01-122022-01-26|10:00~24:00 (휴무일은 지자체 상황에 따라 변경될 수 있습니다.)
홈플러스|작전점|인천광역시 계양구 계양대로 27|032-540-8000|2022-01-092022-01-23|10:00~24:00 (휴무일은 지자체 상황에 따라 변경될 수 있습니다.)
홈플러스|잠실점|서울특별시 송파구 올림픽로35가길 16|02-3468-8000|2022-01-092022-01-23|10:00~24:00 (휴무일은 지자체 상황에 따라 변경될 수 있습니다.)
홈플러스 익스프레스|잠실점|서울특별시 송파구 석천호수로 133|02-418-8545|2022-01-092022-01-23|10:00~24:00 (단, 매월 2,4번째 일요일 휴점)
홈플러스 익스프레스|장기점|경기도 김포시 김포한강1로51번길 40|031-984-8545|2022-01-122022-01-26|09:00~24:00 (단, 매월 2,4번째 수요일 휴점)
홈플러스|장림점|부산광역시 사하구 다대로 225|051-466-2080|2022-01-092022-01-23|10:00~23:00 (휴무일은 지자체 상황에 따라 변경될 수 있습니다.)
홈플러스 익스프레스|장지점|서울특별시 송파구 충민로2길 28|02-449-6902|2022-01-092022-01-23|10:00~24:00 (단, 매월 2,4번째 일요일 휴점)
홈플러스 익스프레스|전주서신점|전라북도 전주시 완산구 온고을로 62|063-251-8543|2022-01-092022-01-23|10:00~24:00 (단, 매월 2,4번째 일요일 휴점)
홈플러스|전주완산점|전라북도 전주시 완산구 기린대로 170|063-263-2080|2022-01-092022-01-23|10:00~24:00 (휴무일은 지자체 상황에 따라 변경될 수 있습니다.)
홈플러스|전주점|전라북도 전주시 덕진구 백제대로 771|063-249-8000|2022-01-092022-01-23|10:00~24:00 (휴무일은 지자체 상황에 따라 변경될 수 있습니다.)
홈플러스|전주효자점|전라북도 전주시 완산구 용머리로 31|063-540-8030|2022-01-092022-01-23|10:00~24:00 (휴무일은 지자체 상황에 따라 변경될 수 있습니다.)
홈플러스|조치원점|세종특별자치시 조치원읍 허만석로 60|044-861-8100|2022-01-092022-01-23|10:00~23:00 (휴무일은 지자체 상황에 따라 변경될 수 있습니다.)
홈플러스 익스프레스|좌동2점|부산광역시 해운대구 세실로 33|051-701-8545|2022-01-092022-01-23|08:00~24:00 (단, 매월 2,4번째 일요일 휴점)
홈플러스 익스프레스|좌동점|부산광역시 해운대구 좌동순환로 78|051-747-8365|2022-01-092022-01-23|08:00~24:00 (단, 매월 2,4번째 일요일 휴점)
홈플러스 익스프레스|좌천점|부산광역시 동구 고관로 143|051-647-8564|2022-01-092022-01-23|09:00~24:00 (단, 매월 2,4번째 일요일 휴점)
홈플러스|죽도점|경상북도 포항시 북구 중흥로 328|054-288-8000|2022-01-092022-01-23|10:00~23:00 (휴무일은 지자체 상황에 따라 변경될 수 있습니다.)
홈플러스 익스프레스|중계점|서울특별시 노원구 중계로 225, B-101|02-930-8545|2022-01-092022-01-23|10:00~24:00 (단, 매월 2,4번째 일요일 휴점)
홈플러스|중계점|서울특별시 노원구 동일로 204가길 12|02-986-2080|2022-01-092022-01-23|10:00~24:00 (휴무일은 지자체 상황에 따라 변경될 수 있습니다.)
홈플러스 익스프레스|중곡2점|서울특별시 광진구 용마산로 10|02-3437-8546|2022-01-092022-01-23|10:00~24:00 (단, 매월 2,4번째 일요일 휴점)
홈플러스 익스프레스|중곡점|서울특별시 광진구 능동로 314|02-447-8545|2022-01-092022-01-23|10:00~24:00 (단, 매월 2,4번째 일요일 휴점)
홈플러스 익스프레스|중동점|경기도 부천시 원미구 시흥로 170|032-666-8542|2022-01-092022-01-23|10:00~24:00 (단, 매월 2,4번째 일요일 휴점)
홈플러스 익스프레스|진영점|경상남도 김해시 진영읍 장등로19번길 39|055-343-8546|2022-01-092022-01-23|10:00~24:00 (단, 매월 2,4번째 일요일 휴점)
홈플러스|진접점|경기도 남양주시 진접읍 장현리 216-1|031-570-8000|2022-01-122022-01-26|10:00~23:00 (휴무일은 지자체 상황에 따라 변경될 수 있습니다.)
홈플러스|진주점|경상남도 진주시 대신로 304|055-771-8000|2022-01-092022-01-23|10:00~24:00 (휴무일은 지자체 상황에 따라 변경될 수 있습니다.)
홈플러스|진해점|경상남도 창원시 진해구 충장로 356|055-540-8000|2022-01-092022-01-23|10:00~23:00 (휴무일은 지자체 상황에 따라 변경될 수 있습니다.)
홈플러스 익스프레스|창원남양점|경상남도 창원시 성산구 가음로 45|055-289-8546|2022-01-092022-01-23|10:00~23:00 (단, 매월 2,4번째 일요일 휴점)
홈플러스|창원점|경상남도 창원시 의창구 창원대로 415|055-270-8000|2022-01-092022-01-23|10:00~24:00 (휴무일은 지자체 상황에 따라 변경될 수 있습니다.)
홈플러스 익스프레스|천곡점|울산광역시 북구 천곡남로 34|052-292-8545|2022-01-122022-01-23|10:00~24:00 (단, 매월 2번째 수요일, 4번째 일요일 휴점)
홈플러스 익스프레스|천안불당점|충청남도 천안시 서북구 불당4로 39-38|041-554-8545|2022-01-092022-01-23|10:00~24:00 (단, 매월 2,4번째 일요일 휴점)
홈플러스 익스프레스|천안성정점|충청남도 천안시 서북구 쌍용대로 290 (성정동)|041-592-7810|2022-01-092022-01-23|10:00~24:00 (단, 매월 2,4번째 일요일 휴점)
홈플러스|천안신방점|충청남도 천안시 동남구 신촌1길 23|041-552-2080|2022-01-092022-01-23|10:00~24:00 (휴무일은 지자체 상황에 따라 변경될 수 있습니다.)
홈플러스 익스프레스|천안신방점|충청남도 천안시 동남구 서부대로 219|041-571-8545|2022-01-092022-01-23|10:00~24:00 (단, 매월 2,4번째 일요일 휴점)
홈플러스 익스프레스|천안쌍용점|충청남도 천안시 서북구 월봉로 128|041-573-8545|2022-01-092022-01-23|10:00~24:00 (단, 매월 2,4번째 일요일 휴점)
홈플러스|천안점|충청남도 천안시 동남구 천안대로 574 (구성동)|041-590-8000|2022-01-092022-01-23|10:00~23:00 (휴무일은 지자체 상황에 따라 변경될 수 있습니다.)
홈플러스 익스프레스|청원오송점|충청북도 청원군 오송읍 오송생명5로 184-6|043-231-8545|2022-01-092022-01-23|10:00~24:00 (단, 매월 2,4번째 일요일 휴점)
홈플러스 익스프레스|청주개신점|충청북도 청주시 흥덕구 경신로 45|043-231-8570|2022-01-092022-01-23|10:00~24:00 (단, 매월 2,4번째 일요일 휴점)
홈플러스 익스프레스|청주금천점|충청북도 청주시 상당구 산성로92번길 41|043-292-8545|2022-01-092022-01-23|10:00~24:00 (단, 매월 2,4번째 일요일 휴점)
홈플러스|청주성안점|충청북도 청주시 상당구 사직대로 346|043-259-2080|2022-01-092022-01-23|10:00~24:00 (1층 패션몰 10시~22시30분/휴무일은 지자체 상황에 따라 변경될 수 있습니다.)
홈플러스 익스프레스|청주성화2점|충청북도 청주시 흥덕구 구룡산로52번길 14|043-238-8401|2022-01-092022-01-23|10:00~24:00 (단, 매월 2,4번째 일요일 휴점)
홈플러스 익스프레스|청주용암점|충청북도 청주시 상당구 월평로 174|043-291-8451|2022-01-092022-01-23|10:00~24:00 (단, 매월 2,4번째 일요일 휴점)
홈플러스|청주점|충청북도 청주시 흥덕구 서부로 1291|043-251-8000|2022-01-092022-01-23|10:00~24:00 (휴무일은 지자체 상황에 따라 변경될 수 있습니다.)
홈플러스|춘천점|강원도 춘천시 김유정로 1840|033-269-8000|2022-01-092022-01-23|10:00~24:00 (휴무일은 지자체 상황에 따라 변경될 수 있습니다.)
홈플러스|칠곡점|대구광역시 북구 동암로12길 8|053-607-8000|2022-01-092022-01-23|10:00~24:00 (휴무일은 지자체 상황에 따라 변경될 수 있습니다.)
홈플러스|킨텍스점|경기도 고양시 일산서구 호수로 817|031-960-7000|2022-01-122022-01-26|10:00~23:00 (휴무일은 지자체 상황에 따라 변경될 수 있습니다.)
홈플러스 익스프레스|탄현2점|경기도 고양시 일산서구 산현로17번길 9|031-917-8544|2022-01-122022-01-26|10:00~24:00 (단, 매월 2,4번째 수요일 휴점)
홈플러스 익스프레스|탄현점|경기도 고양시 일산서구 일현로 123|031-916-8545|2022-01-122022-01-26|10:00~24:00 (단, 매월 2,4번째 수요일 휴점, 일부 임대매장 정상영업)
홈플러스 익스프레스|태릉점|서울특별시 중랑구 동일로 129길 35|02-491-8545|2022-01-092022-01-23|10:00~24:00 (단, 매월 2,4번째 일요일 휴점)
홈플러스 익스프레스|태안점|경기도 화성시 병점2로 65|031-223-8593|2022-01-092022-01-23|10:00~24:00 (단, 매월 2,4번째 일요일 휴점)
홈플러스 익스프레스|토곡점|부산광역시 연제구 과정로 226|051-751-8565|2022-01-092022-01-23|08:00~24:00 (단, 매월 2,4번째 일요일 휴점)
홈플러스 익스프레스|파주교하점|경기도 파주시 청석로 256|031-947-8543|2022-01-122022-01-26|9:00~24:00 (단, 매월 2,4번째 수요일 휴점)
홈플러스|파주문산점|경기도 파주시 문산읍 방촌로 1759|031-960-8000|2022-01-122022-01-26|10:00~23:00 (휴무일은 지자체 상황에 따라 변경될 수 있습니다.)
홈플러스 익스프레스|파주와동점|경기 파주 와동  와석 순환로 427|031-944-8753|2022-01-122022-01-26|10:00~24:00 (단, 매월 2,4번째 수요일 휴점)
홈플러스|파주운정점|경기도 파주시 청암로 17번길 17 (목동동927번지)|031-8035-1300|2022-01-122022-01-26|10:00~24:00 (휴무일은 지자체 상황에 따라 변경될 수 있습니다.)
홈플러스|평촌점|경기도 안양시 동안구 동안로 162|031-470-8000|2022-01-122022-01-26|10:00~24:00 (휴무일은 지자체 상황에 따라 변경될 수 있습니다.)
홈플러스 익스프레스|평택서정점|경기도 평택시 관광특구로 25|031-668-8213|2022-01-092022-01-23|10:00~24:00 (단, 매월 2,4번째 일요일 휴점)
홈플러스|평택안중점|경기도 평택시 안중읍 서동대로 1489|031-8046-8200|2022-01-092022-01-23|10:00~24:00 (매월 둘째,넷째주 일요일은 정기 휴무)
홈플러스 익스프레스|평택청북점|경기도 평택시 청북면 안청로 332|031-684-8544|2022-01-092022-01-23|10:00~24:00 (단, 매월 2,4번째 일요일 휴점)
홈플러스|포천송우점|경기도 포천시 소흘읍 솔모루로 9|031-540-7000|2022-01-122022-01-26|10:00~23:00 (휴무일은 지자체 상황에 따라 변경될 수 있습니다.)
홈플러스|포항점|경상북도 포항시 남구 중흥로 77|054-249-2080|2022-01-092022-01-23|10:00~23:00 (휴무일은 지자체 상황에 따라 변경될 수 있습니다.)
홈플러스 익스프레스|푸른마을점|경기도 성남시 분당구 불정로 255|031-726-8545|2022-01-092022-01-23|10:00~24:00 (단, 매월 2,4번째 일요일 휴점)
홈플러스 익스프레스|풍납점|서울특별시 송파구 올림픽로51길 30|02-474-8541|2022-01-092022-01-23|10:00~24:00 (단, 매월 2,4번째 일요일 휴점)
홈플러스 익스프레스|풍동점|경기도 고양시 일산동구 숲속마을로 40 유진프라자|031-932-8545|2022-01-122022-01-26|10:00~24:00 (단, 매 월 두 번째, 네 번째 수요일 휴점)
홈플러스 익스프레스|학동역점|서울특별시 강남구 학동로 176|02-516-8546|2022-01-092022-01-23|10:00~24:00 (단, 매월 2,4번째 일요일 휴점)
홈플러스 익스프레스|한남점|서울특별시 용산구 유엔빌리지길 11, 201|02-792-8542|2022-01-092022-01-23|10:00~24:00 (단, 매월 2,4번째 일요일 휴점)
홈플러스|합정점|서울시 마포구 양화로 45|02-6938-8800|2022-01-092022-01-23|10:00~24:00 (휴무일은 지자체 상황에 따라 변경될 수 있습니다.)
홈플러스|해운대점|부산광역시 해운대구 해운대해변로 140|051-532-2080|2022-01-092022-01-23|10:00~24:00 (휴무일은 지자체 상황에 따라 변경될 수 있습니다.)
홈플러스 익스프레스|화곡2점|서울특별시 강서구 까치산로 106|02-2698-8545|2022-01-092022-01-23|10:00~24:00 (단, 매월 2,4번째 일요일 휴점)
홈플러스 익스프레스|화곡점|서울특별시 강서구 화곡로 153|02-2065-8543|2022-01-092022-01-23|10:00~24:00 (단, 매월 2,4번째 일요일 휴점)
홈플러스 익스프레스|화서점|경기 수원시 팔달구 화양로 35번길 6|031-255-8543|2022-01-092022-01-23|10:00~24:00 (단, 매월 2,4번째 일요일 휴점)
홈플러스 익스프레스|화성능동점|경기도 화성시 남여울3길 4|031-8003-8770|2022-01-092022-01-23|10:00~24:00 (단, 매월 2,4번째 일요일 휴점)
홈플러스|화성동탄점|경기도 화성시 동탄중앙로 200|031-8015-7000|2022-01-092022-01-23|10:00~24:00 (휴무일은 지자체 상황에 따라 변경될 수 있습니다.)
홈플러스 익스프레스|화성반월점|경기도 화성시 동탄지성로 322|031-898-6850|2022-01-092022-01-23|10:00~24:00 (단, 매월 2,4번째 일요일 휴점)
홈플러스|화성향남점|경기도 화성시 향남읍 향남로 402|031-8059-8700|2022-01-092022-01-23|10:00~24:00 (휴무일은 지자체 상황에 따라 변경될 수 있습니다.)
홈플러스 익스프레스|후곡점|경기도 고양시 일산서구 일산로 530, 104|031-913-8545|2022-01-122022-01-26|10:00~24:00 (단, 매 월 두 번째, 네 번째 수요일 휴점)
