##NAME|SUBNAME|TELNUM|ADDR|NEWADDR|ID|FEAT@@CU
CU|예산산단점|041-337-0348|충청남도 예산군 삽교읍 효림리 549번지||27232|택배;커피;ATM
CU|예산산성점|041-331-1112|충청남도 예산군 예산읍 산성리 732번지|충청남도 예산군 예산읍 산성공원1길 26, (산성리)|32472|24시간;튀김;커피;ATM
CU|예산삽교점|070-8884-0944|충청남도 예산군 삽교읍 두리 803-9번지|충청남도 예산군 삽교읍 삽교로2길 2, (두리)|04849|24시간;택배;베이커리;커피;ATM
CU|예산수덕사IC점|041-333-9556|충청남도 예산군 오가면 월곡리 142-23번지|충청남도 예산군 오가면 충서로 387-3, (월곡리)|26459|택배;튀김;커피;ATM
CU|예산수덕사점||충청남도 예산군 덕산면 사천리 25-73번지|충청남도 예산군 덕산면 수덕사안길 33-4, (사천리)|30314|커피
CU|예산신례원사람들점|041-334-0990|충청남도 예산군 예산읍 신례원리 254-7번지|충청남도 예산군 예산읍 신례원로 202, (신례원리)|15803|24시간;택배;커피;ATM
CU|예산신암점|041-332-6460|충청남도 예산군 신암면 종경리 275-6번지|충청남도 예산군 신암면 추사로 200, (종경리)|09204|24시간;택배;커피;ATM
CU|예산역전점|041-331-3977|충청남도 예산군 예산읍 주교리 213-9번지|충청남도 예산군 예산읍 아리랑로 10, (주교리)|33217|24시간;택배;ATM
CU|예산예당점|041-332-2363|충청남도 예산군 대흥면 동서리 74-4번지|충청남도 예산군 대흥면 예당로 876, (동서리)|25368|24시간;택배;커피;ATM
CU|예산오가점|041-632-6741|충청남도 예산군 오가면 역탑리 223-7번지|충청남도 예산군 오가면 오가중앙로 63, (역탑리)|25304|택배;커피
CU|예산우방점|041-333-0244|충청남도 예산군 예산읍 발연리 85-2번지|충청남도 예산군 예산읍 벚꽃로155번길 20, (발연리)|21140|24시간;택배;커피;ATM
CU|예산육거리점|041-332-8815|충청남도 예산군 예산읍 예산리 455-2번지 455동 2호|충청남도 예산군 예산읍 예산로176번길 45, (예산리) 455동 2호|11213|24시간;택배;커피;ATM
CU|예산응봉점|041-334-9193|충청남도 예산군 응봉면 277-6번지|충청남도 예산군 응봉면 응봉로 166|28197|택배;커피
CU|예산제일점|041-334-4900|충청남도 예산군 예산읍 예산리 738-2번지|충청남도 예산군 예산읍 예산로 108, (예산리)|24256|24시간;택배;튀김;커피
CU|예산주교오거리점|041-333-8375|충청남도 예산군 예산읍 주교리 305-10번지||12983|24시간;택배;베이커리;커피;ATM
CU|예산청사점|041-331-0233|충청남도 예산군 예산읍 527번지||29998|택배;커피
CU|예일역촌점|02-389-4463|서울특별시 은평구 역촌동 8-15번지 대상오피스텔 1층 101호|서울특별시 은평구 연서로 110, (역촌동, 대상오피스텔) 1층 101호|24003|24시간;택배;커피;스포츠토토;ATM
CU|예천대심점|054-652-0089|경상북도 예천군 예천읍 대심리 441-10번지|경상북도 예천군 예천읍 봉덕로 39, (대심리)|32103|24시간;택배;커피;ATM
CU|예천서본점|054-655-1222|경상북도 예천군 예천읍 서본리 3-38번지|경상북도 예천군 예천읍 효자로 85, (서본리)|07822|24시간;택배;커피;ATM
CU|예천서본효자점|054-665-0703|경상북도 예천군 예천읍 서본리 54-4번지|경상북도 예천군 예천읍 효자로 59, (서본리)|28572|24시간;택배;튀김;커피
CU|예천신공항휴게소점|010-2227-3435|경상북도 예천군 유천면 매산리 380-3번지 신공항휴게소|경상북도 예천군 유천면 경서로 2009 신공항휴게소 (매산리) 신공항휴게소|32217|택배;튀김;커피
CU|예천용궁보건당점|054-653-6033|경상북도 예천군 용궁면 읍부리 269-8번지|경상북도 예천군 용궁면 용궁로 103-1, (읍부리)|24522|24시간;택배;베이커리;커피;ATM
CU|예천중앙점|054-652-4244|경상북도 예천군 예천읍 동본리 537-1번지|경상북도 예천군 예천읍 시장로 106, (동본리)|14965|24시간;택배;ATM
CU|예천파라다이스점|054-652-7756|경상북도 예천군 예천읍 20-3번지 신비건강원|경상북도 예천군 예천읍 효자로 117 신비건강원|30291|24시간;택배;커피;ATM
CU|오금공원점|02-431-6772|서울특별시 송파구 오금동 72-9번지|서울특별시 송파구 마천로 138, (오금동)|12216|24시간;택배;커피;ATM
CU|오금레미니스2호점|02-431-3799|서울특별시 송파구 오금동 99-17 번지|서울특별시 송파구 성내천로 17 (오금동)|32420|24시간;택배;튀김;커피;ATM
CU|오금레미니스점|02-400-0181|서울특별시 송파구 오금동 96-14번지 1층 103,104호|서울특별시 송파구 성내천로6길 1층 103,104호|31061|24시간;택배;튀김;커피
CU|오금마천로점|02-408-3188|서울특별시 송파구 오금동 114-21번지|서울특별시 송파구 마천로 205|28164|24시간;택배;튀김;커피;ATM
CU|오금아남점|02-401-7868|서울특별시 송파구 오금동 62-5번지|서울특별시 송파구 성내천로8길 5, (오금동)|30431|24시간;택배;커피;ATM
CU|오금역점|02-448-6127|서울특별시 송파구 가락동 11-10번지|서울특별시 송파구 중대로23길 3, (가락동)|05987|24시간;택배;커피;ATM
CU|오남대한점|031-510-0597|경기도 남양주시 오남읍 오남리 321-2번지|경기도 남양주시 오남읍 진건오남로580번길 5-2|27731|24시간;택배;커피;ATM
CU|오남리점|031-575-8267|경기도 남양주시 오남읍 오남리 222번지 동부아파트 222 제상가동호  102호|경기도 남양주시 오남읍 진건오남로 663, 222 제상가동호  102호(오남리, 동부아파트)|32412|24시간;택배;커피;ATM
CU|오남서일점|031-529-0240|경기도 남양주시 오남읍 양지리 441-8번지 1층|경기도 남양주시 오남읍 진건오남로 903, (양지리) 1층|16462|택배;베이커리;커피;ATM
CU|오남성호스타점||경기도 남양주시 오남읍 195-3번지|경기도 남양주시 오남읍 진건오남로884번길 22-33, (양지리)|29643|택배;베이커리;튀김;커피;ATM
CU|오남신일점|031-529-0155|경기도 남양주시 오남읍 오남리 413-2번지 1층 103호|경기도 남양주시 오남읍 진건오남로 516-24, (오남리) 1층 103호|17835|택배;커피
CU|오남아이파크점||경기도 남양주시 오남읍 오남리 891번지 오남아이파크|경기도 남양주시 오남읍 진건오남로759번길 110, (오남리) 오남아이파크|33393|택배;커피
CU|오남우리점|031-527-1982|경기도 남양주시 오남읍 양지리 106-5번지 1층|경기도 남양주시 오남읍 진건오남로797번길 19, (양지리) 1층|25824|24시간;택배;커피;ATM
CU|오남파라다이스빌점|031-528-6465|경기도 남양주시 오남읍 오남리 250번지 1층 상가동 104호|경기도 남양주시 오남읍 진건오남로 596-18 1층 상가동 104호|31163|튀김;커피;ATM
CU|오남한국점|031-575-0632|경기도 남양주시 오남읍 오남리 744번지 한국1차아파트 파트 상가 1층|경기도 남양주시 오남읍 진건오남로 735-10, 파트 상가(오남리, 한국1차아파트) 1층|03810|24시간;택배;베이커리;커피;로또;스포츠토토;ATM
CU|오남행복점|031-528-0091|경기도 남양주시 오남읍 양지리 660-3번지 1층|경기도 남양주시 오남읍 양지로281번길 18, (양지리) 1층|19131|택배;베이커리;커피;ATM
CU|오류삼천리점|070-8849-1147|서울특별시 구로구 오류동 340번지 삼천리아파트 1층|서울특별시 구로구 경인로8길 75 삼천리아파트 1층|27273|택배;커피
CU|오류성공회대점|02-2685-5546|서울특별시 구로구 오류동 108-74번지 1층|서울특별시 구로구 경인로 22, (오류동) 1층|19901|베이커리;커피;ATM
CU|오류아너스빌점|02-2611-7575|서울특별시 구로구 오류동 156-28번지|서울특별시 구로구 오류로 66, (오류동)|31911|24시간;택배;베이커리;튀김;커피
CU|오류아라뱃길점|010-8964-8928|인천광역시 서구 오류동 1547-12번지||30938|24시간;택배;튀김;커피;ATM
CU|오류주민센터점|02-2687-8953|서울특별시 구로구 오류1동 34-3번지|서울특별시 구로구 경인로 217-1, (오류동)|29997|24시간;택배;튀김;커피;ATM
CU|오류칸타빌점|02-2625-2985|서울특별시 구로구 오류동 56-41번지|서울특별시 구로구 경인로20가길 41|27351|24시간;택배;커피
CU|오류행복점|02-2066-2985|서울특별시 구로구 오류1동 33-84번지|서울특별시 구로구 경인로 230|29145|24시간;택배;튀김;커피;ATM
CU|오류현대점|02-2066-2287|서울특별시 구로구 오류동 46-1번지 이좋은집 1층|서울특별시 구로구 경인로20나길 30, (오류동, 이좋은집) 1층|07383|24시간;택배;ATM
CU|오륙도SK점|051-623-7880|부산광역시 남구 용호동 944번지 오륙도에스케이뷰아파트 제상가 1층 109호|부산광역시 남구 오륙도로 85, 제상가(용호동, 오륙도에스케이뷰아파트) 1층 109호|18097|24시간;택배
CU|오리포스빌점|031-713-2715|경기도 성남시 분당구 구미동 156번지 포스빌|경기도 성남시 분당구 성남대로 51, 포스빌 (구미동)|32874|커피
CU|오마초교점|031-911-2323|경기도 고양시 일산서구 주엽동 32번지 문촌마을우성3단지아파트 상가|경기도 고양시 일산서구 대산로 142,  상가(주엽동, 문촌마을우성3단지아파트)|33525|24시간;택배;커피
CU|오목교스퀘어점||서울특별시 양천구 목동 406-28번지|서울특별시 양천구 오목로 345 (목동)|33748|24시간;튀김;커피;ATM
CU|오목교역점|02-2654-3382|서울특별시 양천구 목동 406-21번지 대학학원 1층|서울특별시 양천구 오목로 325, 대학학원  (목동) 1층|20699|24시간;택배;베이커리;커피;ATM
CU|오목교코업점|02-2164-7998|서울특별시 영등포구 양평동2가 43번지 코업레지던스 B1층|서울특별시 영등포구 영등포로3길 23 (양평동2가) 코업레지던스 B1층|05592|택배;튀김;커피;ATM
CU|오목천영신점|031-292-7727|경기도 수원시 권선구 오목천동 545-4번지 1층|경기도 수원시 권선구 오목천로57번길 33,  (오목천동) 1층|22073|24시간;택배;베이커리;튀김;커피;ATM
CU|오벨리스크점|02-588-9423|서울특별시 서초구 서초동 1327-27번지 한화오벨리스크상가|서울특별시 서초구 서초대로74길 27, 한화오벨리스크상가  (서초동)|17704|24시간;택배;튀김;커피;ATM
CU|오산가장로점|031-378-5995|경기도 오산시 청학동 77-10번지 1층|경기도 오산시 가장로 729,  (청학동) 1층|15666|24시간;택배;베이커리;튀김;커피;ATM
CU|오산갈곶소망점|031-377-9236|경기도 오산시 갈곶동 269-3번지|경기도 오산시 오산로50번길 24, (갈곶동)|28819|24시간;택배;커피;ATM
CU|오산고현점|031-663-7387|경기도 오산시 고현동 50-5번지 1층|경기도 오산시 남부대로 450,  (고현동) 1층|22232|24시간;택배;커피;ATM
CU|오산궐동대우점||경기도 오산시 궐동 585번지 1층 제1상가동 103,104호|경기도 오산시 매홀로 46, (궐동) 1층 제1상가동 103,104호|30970|24시간;택배;커피
CU|오산궐동대유점|031-376-1765|경기도 오산시 궐동 612-1번지|경기도 오산시 대호로 131, (궐동)|24492|24시간;택배;베이커리;튀김;커피;ATM
CU|오산궐동마크점|031-372-5038|경기도 오산시 궐동 687-6번지|경기도 오산시 대호로 75, (궐동)|15233|24시간;택배;베이커리;튀김;커피;ATM
CU|오산궐동점|031-378-3525|경기도 오산시 궐동 642-1번지|경기도 오산시 궐동로69번길 38, (궐동)|05451|24시간;택배;커피;ATM
CU|오산나래점|070-4125-5421|경기도 오산시 원동 759-9번지|경기도 오산시 대원로39번길 13, (원동)|24243|24시간;택배;커피;ATM
CU|오산남촌점|031-378-1467|경기도 오산시 오산동 611-2번지|경기도 오산시 성호대로 29, (오산동)|19629|24시간;택배;튀김;커피
CU|오산내삼미동점|031-375-8078|경기도 오산시 내삼미동 861-1번지 1층|경기도 오산시 수청로 48, (내삼미동) 1층|31126|24시간;택배;베이커리;커피;스포츠토토;ATM
CU|오산내삼미스카이점|031-377-9613|경기도 오산시 내삼미동 853-14번지 소바빌|경기도 오산시 수청로50번길 25-3 소바빌|29747|24시간;택배;커피;ATM
CU|오산누읍점||경기도 오산시 누읍동 561-1번지 이림아파트 상가 1층 101호|경기도 오산시 발안로 1353-8,  상가(누읍동, 이림아파트) 1층 101호|04593|24시간;택배;ATM
CU|오산대림점|031-375-8995|경기도 오산시 원동 845번지 양우프라자 1층|경기도 오산시 오산로 164 양우프라자 1층|26865|24시간;택배;커피
CU|오산대점|031-374-9804|경기도 오산시 청학동 29번지|경기도 오산시 청학로43번길 4, (청학동)|08995|24시간;택배;커피;ATM
CU|오산동부삼환점|031-373-8528|경기도 오산시 원동 807번지 동부삼환아파트 1층|경기도 오산시 경기대로 99-15 (원동, 동부삼환아파트) 동부삼환아파트 1층|32826|24시간;택배;튀김;커피
CU|오산디지털파크점|010-9442-8609|경기도 오산시 고현동 140번지|경기도 오산시 남부대로 491 (고현동)|33504|택배;베이커리;튀김;커피;ATM
CU|오산랜드마크점|031-375-2238|경기도 오산시 궐동 609-2번지 랜드마크1|경기도 오산시 수목원로 326 랜드마크1|30627|24시간;택배;베이커리;튀김;커피;ATM
CU|오산매홀점|031-375-7961|경기도 오산시 수청동 625번지 삼미마을휴먼시아19단지아파트 동  삼미마을 1층 101호|경기도 오산시 오산대역로 232, 동   삼미마을(수청동, 삼미마을휴먼시아19단지아파트) 1층 101호|25236|24시간;ATM
CU|오산물향기점|031-378-4520|경기도 오산시 수청동 586-1번지 102호|경기도 오산시 수청로8번길 2, (수청동) 102호|24002|24시간;택배;베이커리;커피;ATM
CU|오산사랑점|031-373-3011|경기도 오산시 원동 774-17번지 1층|경기도 오산시 오산로190번길 17, (원동) 1층|31517|24시간;택배;커피;ATM
CU|오산세교센타점|031-376-7676|경기도 오산시 금암동 516-1번지 1층|경기도 오산시 수청로 201, (금암동) 1층|13415|24시간;택배;커피;ATM
CU|오산세교웅신점|031-377-2601|경기도 오산시 금암동 516-6번지|경기도 오산시 수청로 189, (금암동)|22507|24시간;ATM
CU|오산세교호반점||경기도 오산시 내삼미동 899번지||28897|24시간;택배;커피;ATM
CU|오산세마수정점|031-377-8779|경기도 오산시 세교동 610-2번지|경기도 오산시 세마역로19번길 26-7, (세교동)|31498|24시간;택배;튀김;커피;ATM
CU|오산수정점|031-375-0255|경기도 오산시 오산동 622-31번지 1층|경기도 오산시 성호대로50번길 26,  (오산동) 1층|18326|24시간;택배;튀김;커피;ATM
CU|오산수청점|010-8905-1989|경기도 오산시 수청동 608-1번지|경기도 오산시 청학로 264 (수청동)|34087|택배;커피
CU|오산역원룸점|031-375-2235|경기도 오산시 오산동 603-9번지||30060|24시간;택배;커피;ATM
CU|오산역점|031-372-4988|경기도 오산시 오산동 881-4번지 1층|경기도 오산시 오산로 205,  (오산동) 1층|24647|24시간;택배;커피;ATM
CU|오산오솔휴게소점|031-376-5735|경기도 오산시 세교동 173-21번지|경기도 오산시 경기대로 849, (세교동)|18107|24시간;택배;베이커리;커피;스포츠토토;ATM
CU|오산우리점|031-375-2609|경기도 오산시 궐동 78-4번지|경기도 오산시 오산로 349, (궐동)|26382|24시간;튀김;커피;ATM
CU|오산운암점|070-7788-8353|경기도 오산시 오산동 925-12번지 거성프라자 104 105호|경기도 오산시 운암로 37, 거성프라자 104(오산동) 105호|07619|24시간;택배;커피;스포츠토토;ATM
CU|오산운천로점||경기도 오산시 원동 275-1번지 라이온스빌딩 1층|경기도 오산시 운천로 39, (원동) 라이온스빌딩 1층|31420|24시간;택배;커피;ATM
CU|오산원동점|031-377-7768|경기도 오산시 원동 750-2번지|경기도 오산시 성호대로 80, (원동)|04302|24시간;택배;커피;스포츠토토;ATM
CU|오산원동제일점|031-372-7995|경기도 오산시 원동 786-17번지|경기도 오산시 원동로 35|26677|24시간;택배;커피;ATM
CU|오산유블레스점|031-375-6738|경기도 오산시 원동 360-15번지 1층 116호|1층 116호|32749|24시간;택배;커피;ATM
CU|오산은여울점|070-4118-8353|경기도 오산시 은계동 41번지|경기도 오산시 은여울로67번길 17, (은계동)|30051|택배;베이커리;튀김;커피;ATM
CU|오산인피니트점|031-377-4706|경기도 오산시 금암동 502-5번지 1층 102호|경기도 오산시 문헌공로 3, (금암동) 1층 102호|20747|24시간;커피;ATM
CU|오산중앙점|031-373-3313|경기도 오산시 오산동 836-13번지|경기도 오산시 오산로290번길 37, (오산동)|20721|24시간;택배;튀김;커피;ATM
CU|오산태영점|031-372-4938|경기도 오산시 원동 380-6번지 1층|경기도 오산시 밀머리로 46, (원동) 1층|22284|24시간;튀김;커피;ATM
CU|오산푸르지오점|010-5489-3829|경기도 오산시 부산동 238번지||33154|24시간;택배;튀김;커피
CU|오산프리미엄점|031-372-3325|경기도 오산시 오산동 919-17번지115호 1층 1동 1호|경기도 오산시 운암로 113, 115호(오산동) 1층 1동 1호|25439|24시간;택배;튀김;커피
CU|오산피오레점||경기도 오산시 갈곶동 291-9번지|경기도 오산시 경기대로 52-28, (갈곶동)|23179|24시간;택배;커피;ATM
CU|오산한주점|031-375-6495|경기도 오산시 원동 559-1번지 삼진빌라 101호|경기도 오산시 밀머리로1번길 26-8, (원동, 삼진빌라) 101호|25866|24시간;택배;베이커리;커피;ATM
CU|오산효림점|031-374-1480|경기도 오산시 원동 765-19번지 1층|경기도 오산시 경기대로 229, (원동) 1층|08300|24시간;택배;커피;스포츠토토;ATM
CU|오산힐스점|031-377-8860|경기도 오산시 원동 901번지 오산원동힐스테이트 1층|경기도 오산시 경기대로 78-7, (원동, 오산원동힐스테이트) 1층|23599|24시간;ATM
CU|오색터미널점|033-672-3161|강원도 양양군 서면 오색리 420-16번지 오색종합버스터미널|강원도 양양군 서면 대청봉길 122 오색종합버스터미널 (오색리) 오색종합버스터미널|32744|커피
CU|오션브릿지점||부산광역시 동구 범일동 252-767번지||31040|24시간;택배;튀김;커피;ATM
CU|오송만수점|070-4249-3762|충청북도 청주시 흥덕구 오송읍 만수리 595번지|충청북도 청주시 흥덕구 오송읍 만수길 37-1, (만수리)|15141|24시간;택배;베이커리;커피;ATM
CU|오송보건행정타운점|043-239-2220|충청북도 청주시 흥덕구 오송읍 643번지 행정타운 오송보건의료|충청북도 청주시 흥덕구 오송읍 오송생명2로 187 오송보건의료행정타운 (연제리) 오송보건의료행정타운|32835|택배
CU|오송생명과학점|043-238-0430|충청북도 청주시 흥덕구 오송읍 만수리 519번지|충청북도 청주시 흥덕구 오송읍 오송생명로 194, (만수리)|15274|24시간;택배;커피;ATM
CU|오송생명로드점|043-236-9887|충청북도 청주시 흥덕구 오송읍 쌍청리 316-7번지|충청북도 청주시 흥덕구 오송읍 오송가락로 367-3, (쌍청리)|30771|24시간;택배;커피
CU|오송연제점|043-236-0606|충청북도 청주시 흥덕구 오송읍 연제리 675번지|충청북도 청주시 흥덕구 오송읍 오송생명3로 55, (연제리)|21714|24시간;택배;베이커리;커피;ATM
CU|오송연화점|043-232-9500|충청북도 청주시 흥덕구 오송읍 만수리 858번지|충청북도 청주시 흥덕구 오송읍 만수길 6-3, (만수리)|33184|24시간;택배;커피;ATM
CU|오송인력개발원점||충청북도 청주시 흥덕구 오송읍 연제리 642번지 오송보건의료행정타운|충청북도 청주시 흥덕구 오송읍 오송생명2로 187 오송보건의료행정타운 (연제리) 오송보건의료행정타운|31214|택배
CU|오식도센터점|063-471-8091|전라북도 군산시 소룡동 623-9번지|전라북도 군산시 요죽3길 38|29002|택배;베이커리;커피;ATM
CU|오이도점|031-434-4822|경기도 시흥시 정왕3동 2006-3번지|경기도 시흥시 오이도로135번길 42|28430|24시간;택배;베이커리;튀김;커피;ATM
CU|오일뱅크천안하나점|041-554-8090|충청남도 천안시 동남구 성남면 232-3번지 하나주유소|충청남도 천안시 동남구 성남면 성남로 260 하나주유소 (용원리) 하나주유소|32068|택배;커피
CU|오장중부점|02-2273-3955|서울특별시 중구 오장동 101-23번지|서울특별시 중구 마른내로 122-1, (오장동)|24612|24시간;택배;ATM
CU|오정본점|042-621-8848|대전광역시 대덕구 오정동 68-27번지|대전광역시 대덕구 한밭대로1006번길 4, (오정동)|09558|24시간;택배;커피;ATM
CU|오정프라자점|032-671-4441|경기도 부천시 오정구 오정동 725번지|경기도 부천시 오정구 오정로 249, (오정동)|13359|24시간;택배;ATM
CU|오창2산업단지1호점|010-9228-2585|충청북도 청주시 청원구 오창읍 주성리 640번지 성원프라자 주성리 1층|충청북도 청주시 청원구 오창읍 2산단1로 14, 성원프라자  주성리(주성리) 1층|21632|택배;커피
CU|오창공단점|043-218-3222|충청북도 청주시 청원구 오창읍 각리 655-3번지|충청북도 청주시 청원구 오창읍 과학산업3로 70, (각리)|23869|24시간;택배;튀김;커피;ATM
CU|오창구룡공원점|043-216-2325|충청북도 청주시 청원구 오창읍 구룡리 432-1번지|충청북도 청주시 청원구 오창읍 구룡택지로 15-1, (구룡리)|17874|24시간;택배;베이커리;튀김;커피;ATM
CU|오창구룡점|043-216-1038|충청북도 청주시 청원구 오창읍 구룡리 401-6번지|충청북도 청주시 청원구 오창읍 구룡2길 39, (구룡리)|17838|24시간;택배;베이커리;튀김;커피;ATM
CU|오창동틀머리점|043-211-8191|충청북도 청주시 청원구 오창읍 구룡리 416-5번지|충청북도 청주시 청원구 오창읍 구룡6길 5, (구룡리)|13786|24시간;택배;베이커리;커피;ATM
CU|오창롯데캐슬점|010-9418-5575|충청북도 청주시 청원구 오창읍 양청리 810-2|충북 청주시 청원구 오창읍 중부로 760|33288|24시간;택배;튀김;커피;ATM
CU|오창미래도점|043-211-7044|충청북도 청주시 청원구 오창읍 창리 산14번지 1층|1층|27490|24시간;택배;커피
CU|오창바이오점|043-214-8886|충청북도 청주시 청원구 오창읍 양청리 776-5번지|충청북도 청주시 청원구 오창읍 양청1길 4, (양청리)|19893|24시간;택배;베이커리;튀김;커피;ATM
CU|오창부영8단지점|043-211-2783|충청북도 청주시 청원구 오창읍 주성리 561번지 오창사랑으로부영8단지아파트 상가 1층|충청북도 청주시 청원구 오창읍 2산단로 151, 상가(주성리, 오창사랑으로부영8단지아파트) 1층|26454|24시간;택배;튀김;커피;ATM
CU|오창비발디점|043-217-0622|충청북도 청주시 청원구 오창읍 각리 648-3번지|충청북도 청주시 청원구 오창읍 오창중앙로 117, (각리)|09339|24시간;택배;베이커리;튀김;커피;ATM
CU|오창비봉점|043-215-0717|충청북도 청주시 청원구 오창읍 구룡리 402-24번지|충청북도 청주시 청원구 오창읍 구룡4길 17-1, (구룡리)|27983|24시간;택배;베이커리;커피;ATM
CU|오창비봉초교점|043-215-4770|충청북도 청주시 청원구 오창읍 구룡리 408-1번지 구룡리|충청북도 청주시 청원구 오창읍 구룡택지1로 31, 구룡리  (구룡리)|29043|택배;커피;ATM
CU|오창센터점|043-216-4589|충청북도 청주시 청원구 오창읍 양청리 797-1번지|충청북도 청주시 청원구 오창읍 중심상업2로 9-38, (양청리)|22846|24시간;택배;커피;ATM
CU|오창센트럴파크점|043-213-4119|충청북도 청주시 청원구 오창읍 각리 636-2번지 1층|1층|31762|24시간;택배;베이커리;튀김;커피;ATM
CU|오창송대점|043-213-4001|충청북도 청주시 청원구 오창읍 송대리 318-1번지 1층|충청북도 청주시 청원구 양청송대길 129 (오창읍) 1층|25177|택배;커피;ATM
CU|오창양청드림점|043-218-5525|충청북도 청주시 청원구 오창읍 양청리 680-16번지|충청북도 청주시 청원구 오창읍 양청4길 30-1, (양청리)|20380|24시간;택배;커피;ATM
CU|오창양청전원점|043-217-7900|충청북도 청주시 청원구 오창읍 양청리 736-1번지|충청북도 청주시 청원구 오창읍 양청택지1길 49-2, (양청리)|21815|24시간;택배;커피;ATM
CU|오창양청점|043-211-7612|충청북도 청주시 청원구 오창읍 양청리 749-19번지|충청북도 청주시 청원구 오창읍 양청길 40, (양청리)|09147|24시간;택배;커피;스포츠토토;ATM
CU|오창장대점|043-215-0961|충청북도 청주시 청원구 오창읍 장대리 281-12번지|충청북도 청주시 청원구 오창읍 팔결로 710|27221|택배;커피;ATM
CU|오창중앙점|043-212-4131|충청북도 청주시 청원구 오창읍 양청리 819-1번지 1층 1동 1호|충청북도 청주시 청원구 오창읍 중심상업로 27, (양청리) 1층 1동 1호|21000|24시간;택배;커피;ATM
CU|오창코아루점|043-212-2268|충청북도 청주시 청원구 오창읍 각리 645-1번지 코아루아파트 1층|충청북도 청주시 청원구 오창중앙로 21-14 (오창읍) 1층|30209|24시간;택배;튀김;커피
CU|오창트리플렉스점|043-215-8273|충청북도 청주시 청원구 오창읍 양청리 820-1번지 1층 1동 1호|1층 1동 1호|27246|택배;커피;ATM
CU|오창휴게소점|043-214-3447|충청북도 청주시 청원구 오창읍 창리 53-4번지 1층|충청북도 청주시 청원구 오창읍 공항로 1023, (창리) 1층|27633|24시간;택배;튀김;커피;ATM
CU|오천구정점|054-292-3536|경상북도 포항시 남구 오천읍 구정리 33-1번지 구정빌라|경상북도 포항시 남구 오천읍 정몽주로 678-1,  (구정리, 구정빌라)|31529|24시간;택배;커피;ATM
CU|오천신세계점|054-292-1999|경상북도 포항시 남구 오천읍 세계리 842-20번지|경상북도 포항시 남구 오천읍 해병로301번길 15, (세계리)|32480|택배;커피;ATM
CU|오천영일점|054-291-2112|경상북도 포항시 남구 오천읍 용덕리 261-8번지|경상북도 포항시 남구 오천읍 정몽주로 560, (용덕리)|25745|24시간;택배;튀김;커피
CU|오천항점|041-932-2224|충청남도 보령시 오천면 소성리 691-26번지|충청남도 보령시 오천면 충청수영로 839-7, (소성리)|25546|24시간;택배;커피;ATM
CU|오치서하로점||광주광역시 북구 오치동 861-1번지|광주광역시 북구 서하로183번길 45|33118|24시간;택배;커피;ATM
CU|오치중앙점|070-8824-6282|광주광역시 북구 오치동 946-1번지|광주광역시 북구 안산로 22, (오치동)|32550|24시간;택배;ATM
CU|오치타운점|062-266-6879|광주광역시 북구 오치동 941-1번지|광주광역시 북구 서하로245번길 42, (오치동)|30274|24시간;택배;튀김;커피;ATM
CU|오치한국점||광주광역시 북구 오치동 1016-7번지|광주광역시 북구 서하로315번길 39 (오치동)|33009|24시간;택배;커피
CU|오투타워콘도점|033-553-0288|강원도 태백시 황지동 산176-28번지|강원도 태백시 서학로 861, (황지동)|11411|
CU|오포베르빌점|031-763-1366|경기도 광주시 오포읍 능평리 141-2번지 오포베르빌|경기도 광주시 오포읍 능평로 193, (능평리, 오포베르빌)|24069|24시간;택배;커피;ATM
CU|오포양촌점|031-761-2939|경기도 광주시 오포읍 양벌리 552-3번지 1층|경기도 광주시 오포읍 양촌길 151, (양벌리) 1층|12258|24시간;택배;커피;ATM
CU|오포왕림점|031-763-4232|경기도 광주시 오포읍 능평리 71-8번지|경기도 광주시 오포읍 왕림로 53|30100|24시간;택배;커피
CU|오포추자점|031-768-1658|경기도 광주시 오포읍 추자리 91-3번지|경기도 광주시 오포읍 오포로859번길 18, (추자리)|24037|24시간;택배;커피;ATM
CU|오포행운점|031-797-6931|경기도 광주시 오포읍 양벌리 240-3번지 1층|경기도 광주시 오포읍 양벌로 131, (양벌리) 1층|12912|24시간;택배;커피;ATM
CU|옥계4공단점|010-9382-5110|경상북도 구미시 옥계동 731-3번지 1층|경상북도 구미시 산호대로31길 14, (옥계동) 1층|08947|24시간;택배;커피;ATM
CU|옥계센트럴파크점|054-472-6960|경상북도 구미시 산동면 신당리 310번지||29890|24시간;택배;커피;ATM
CU|옥계우미린점|054-471-3987|경상북도 구미시 산동면 인덕리 986-1번지 1층 근린생활1동 104호|경상북도 구미시 산동면 신당인덕3로 3 우미린풀하우스 1층 근린생활1동 104호|28238|24시간;택배;커피
CU|옥곡해피점|053-814-2016|경상북도 경산시 옥곡동 813-9번지 1층|경상북도 경산시 경산로15길 5-14, (옥곡동) 1층|17009|24시간;택배;커피;ATM
CU|옥과소연점|061-363-5688|전라남도 곡성군 옥과면 리문리 220-1번지|전라남도 곡성군 옥과면 대학로 146, (리문리)|17555|24시간;택배;베이커리;튀김;커피;ATM
CU|옥교갤러리점|052-244-9812|울산광역시 중구 옥교동 200번지|울산광역시 중구 중앙길 169, (옥교동)|24755|24시간;택배;커피;ATM
CU|옥길베르디움점|032-343-0419|경기도 부천시 옥길동 780-1번지||31133|24시간;택배;튀김;커피;ATM
