##NAME|SUBNAME|ID|TELNUM|ADDRSUB|NEWADDR@@IBK기업은행
IBK기업은행|서초남지점|219|02-585-0141∼5|서울 서초구 서초동 1599-11|서울특별시 서초구 서초중앙로 63
IBK기업은행|서초동지점|67|02-549-9145∼7|서울 서초구 반포동 747-14|서울특별시 서초구 사평대로 369
IBK기업은행|서초중앙지점|709|02-591-2615~8|서울 서초구 서초동 1603-54|서울특별시 서초구 효령로 321
IBK기업은행|석수역지점|210|02-808-0273∼7|서울 금천구 시흥동 966|서울 금천구 시흥대로 46 (시흥동)
IBK기업은행|석촌고분역지점|218|02-414-8231∼4|서울 송파구 석촌동 213|서울특별시 송파구 삼학사로 48
IBK기업은행|선릉역지점|66|02-566-9177∼9|서울 강남구 역삼동 708-1|서울 강남구 테헤란로 328 (역삼동)
IBK기업은행|선유도역지점|140|02-2632-0361∼5|서울 영등포구 양평2동 41-1|서울특별시 영등포구 양평로25길 8
IBK기업은행|성수2가지점|221|02-467-1753∼7|서울 성동구 성수동2가 275-8|서울특별시 성동구 동일로 81
IBK기업은행|성수동지점|27|02-499-8001∼5|서울 성동구 성수2가3동 315-58|서울특별시 성동구 연무장7길 16
IBK기업은행|성수화양지점|870|02-2094-7421|서울 성동구 성수동2가 280|서울시 성동구 아차산로 17길 48, 2층
IBK기업은행|성수희망지점|26|02-464-8711∼5|서울 성동구 성수동 2가 277-61|서울 성동구 아차산로 153
IBK기업은행|송파지점|132|02-419-3077∼9|서울 송파구 송파동 84-7|서울특별시 송파구 송파대로 422
IBK기업은행|수색지점|213|02-303-0771∼4|서울 은평구 수색동 106-1|서울특별시 은평구 수색로 256
IBK기업은행|수유역지점|300|02-902-4841∼3|서울 강북구 수유3동 229-15|서울특별시 강북구 도봉로 325
IBK기업은행|순천향대학교서울병원(出)지점|758|02-796-9902~5|서울 용산구 한남동 657번지|서울 용산구 대사관로 59 (순천향대학병원)
IBK기업은행|시흥동지점|80|02-802-1401∼4|서울 금천구 시흥동882-61번지와이즈플레이...|서울특별시 금천구 시흥대로 236, 와이즈플...
IBK기업은행|시흥유통센터|318|02-808-2050∼1|서울 금천구 시흥동 984|서울특별시 금천구 시흥대로 97
IBK기업은행|신길동지점|77|02-833-7711∼5|서울 영등포구 신길동 116-1|서울특별시 영등포구 도신로60길 1
IBK기업은행|신당역지점|29|02-2234-6105∼9|서울 중구 황학동 715|서울특별시 중구 퇴계로 439
IBK기업은행|신대방역지점|209|02-864-7901|서울 관악구 신림4동 504-5|서울특별시 관악구 조원로 128
IBK기업은행|신림동지점|75|02-852-7781∼7|서울 관악구 신림동 1485-1|서울특별시 관악구 남부순환로 1440
IBK기업은행|신사동지점|268|02-511-5804,5910|서울 강남구 신사동 538 J- Tower 1층|서울특별시 강남구 도산대로 139  J- Tower...
IBK기업은행|신설동지점|18|02-926-0321∼5|서울 동대문구 신설동 101-2|서울특별시 동대문구 왕산로 6
IBK기업은행|신수동지점|50|02-323-1034~5|서울 마포구 창전동 2-92|서울 마포구 서강로 105 (화일빌딩)
IBK기업은행|신정동지점|13|02-2607-7101|서울 양천구 신정4동 973-35|서울특별시 양천구 신월로 291
IBK기업은행|신촌지점|44|02-333-6373∼8|서울 서대문구 창천동 72-21|서울특별시 서대문구 신촌로 67
IBK기업은행|아현역지점|45|02-313-3923~5|서울 서대문구 북아현동 129-35|서울특별시 서대문구 북아현로 22
IBK기업은행|안암동지점|200|02-928-0851∼4|서울 성북구 안암동5가 34-1|서울특별시 성북구 안암로 119
IBK기업은행|압구정동지점|60|02-547-0411∼5|서울 강남구 신사동 610-5|서울특별시 강남구 논현로 868
IBK기업은행|약수동지점|216|02-2233-9521∼4|서울 중구 신당동 368-100|서울 중구 다산로 112 (신당동)
IBK기업은행|양재동지점|256|02-578-0811∼5|서울 서초구 양재동 275-3 트윈타워 오피스...|서울특별시 서초구 마방로10길 25  트윈타워...
IBK기업은행|양재역지점|550|02-3462-6494~6|서울 서초구 양재동 13-4 양재프라자 1층|서울특별시 서초구 강남대로 216 양재프라자...
IBK기업은행|양평동지점|545|02-2628-0907~8,0911|서울 영등포구 양평동3가 46|서울특별시 영등포구 선유로 146
IBK기업은행|언주로지점|64|02-544-9157∼8|서울 강남구 신사동 630-19 백영빌딩 1층|서울특별시 강남구 도산대로 307 (신사동)
IBK기업은행|언주역지점|603|02-545-4327~9|서울 강남구 논현동 192-19|서울특별시 강남구 봉은사로 179
IBK기업은행|여의도지점|83|02-783-8031∼7|서울 영등포구 여의도동 24-5|서울특별시 영등포구 여의나루로 81
IBK기업은행|여의도IFC지점|768|02-6137-9962~3|서울 영등포구 여의도동 23번지 서울국제금...|서울 영등포구 국제금융로 10 (여의도동) 서...
IBK기업은행|여의도한국투자증권지점|505|02-3276-5461~5|서울 영등포구 여의도동 27-1|서울특별시 영등포구 의사당대로 88
IBK기업은행|역삼WM센터|841|02-2046-1071|서울 강남구 역삼동 825, 2층|서울 강남구 강남대로 390 ,2층
IBK기업은행|역삼남지점|357|02-577-3953∼5|서울 강남구 도곡동 545-14|서울특별시 강남구 도곡로 182
IBK기업은행|역삼역지점|657|02-3454-1683~6|서울 강남구 역삼동 727-7번지|서울특별시 강남구 논현로 418
IBK기업은행|역삼중앙지점|129|02-557-7491-2|서울 강남구 역삼동 832-41 현죽빌딩 1층|서울특별시 강남구 역삼로 114  현죽빌딩  ...
IBK기업은행|연희동지점|43|02-333-0331∼4|서울 서대문구 연희동 86-6|서울특별시 서대문구 연희로 141
IBK기업은행|염창동지점|9|02-3664-3811∼6|서울 강서구 등촌동 632-1|서울특별시 강서구 양천로 588
IBK기업은행|영등포지점|78|02-2678-0151∼5|서울 영등포구 영등포동 440|서울 영등포구 영중로 13
IBK기업은행|영업부(본점)지점|1|02-1588-2588|서울 중구 을지로2가50|서울특별시 중구 을지로 79
IBK기업은행|오류동지점|217|02-2619-2501~4|서울 구로구 오류1동 9-231|서울특별시 구로구 경인로 187
IBK기업은행|오목교역지점|54|02-2646-9920~3|서울 양천구 목1동 406-21|서울특별시 양천구 오목로 325
IBK기업은행|온수역지점|106|02-2625-2211∼4|서울 구로구 온수동 11-1|서울특별시 구로구 부일로 869, 1층(온수동...
IBK기업은행|용산지점|58|02-792-0071∼6|서울 용산구 남영동 87|서울특별시 용산구 한강대로 264-1
IBK기업은행|용산전자지점|276|02-703-2146~8|서울 용산구 한강로동 15-14|서울특별시 용산구 청파로20길 34
IBK기업은행|용산중앙지점|59|02-793-9831∼3|서울 용산구 이태원동 644|서울 용산구 녹사평대로 240 (기업은행)
IBK기업은행|우장산역지점|504|02-2699-1702~4|서울 강서구 화곡동 1165-1|서울특별시 강서구 강서로 242
IBK기업은행|워커힐지점|28|02-458-1432∼5|서울 광진구 광장동 145-8|서울특별시 광진구 아차산로 635
IBK기업은행|원효로지점|546|02-706-6682~4|서울 용산구 원효로3가 52-5|서울특별시 용산구 원효로 142
IBK기업은행|을지6가지점|31|02-2264-4303∼9|서울 중구 을지로6가 18-17|서울 중구 장충단로 263 (을지로6가)
IBK기업은행|을지로지점|34|02-2266-4191∼7|서울 중구 인현동2가 192|서울 중구 마른내로 72, 신성상가 1층(인현...
IBK기업은행|응암동지점|291|02-382-2257∼9|서울 은평구 응암동 64-18|서울특별시 은평구 은평로 210
IBK기업은행|이수역지점|292|02-596-0362∼5|서울 서초구 방배동 1823 가나안빌딩 1층|서울특별시 서초구 동작대로 134  가나안빌...
IBK기업은행|이태원지점|57|02-796-1581∼5|서울 용산구 이태원1동 124-1|서울특별시 용산구 이태원로27나길 40
IBK기업은행|인사동지점|24|02-739-5581∼6|서울 종로구 인사동 194-4|서울특별시 종로구 인사동5길 25
IBK기업은행|잠실지점|63|02-418-4920∼3|서울 송파구 방이동 65|서울특별시 송파구 오금로 91
IBK기업은행|잠실엘스지점|70|02-421-0724~5|서울 송파구 잠실2동 19-9|서울특별시 송파구 올림픽로 119
IBK기업은행|장안동지점|19|02-2245-5962∼3|서울 동대문구 장안동369-1번지|서울특별시 동대문구 답십리로 276
IBK기업은행|장위동지점|10|02-915-4131∼4|서울 성북구 장위동 63-91|서울 성북구 화랑로 251 (장위동)
IBK기업은행|장한평역지점|30|02-2249-3222~4|서울 성동구 용답동 233-8|서울특별시 성동구 자동차시장1길 73
IBK기업은행|종로지점|23|02-2273-9210∼6|서울 종로구  종로2가 48-1|서울 종로구 종로 104 (종로2가)
IBK기업은행|종로6가지점|22|02-2265-3693∼7|서울 종로구 종로6가 262-1|서울 종로구 종로 266 동대문종합시장
IBK기업은행|종암동지점|11|02-913-0771∼5|서울 성북구 종암동3-395|서울특별시 성북구 종암로 108
IBK기업은행|중계동WM센터|482|02-9393-585~7|서울 노원구 중계동 366-5|서울특별시 노원구 중계로 206
IBK기업은행|중곡동지점|25|02-446-8591∼6|서울 광진구 중곡2동 140-2|서울특별시 광진구 천호대로 579
IBK기업은행|중화동지점|215|02-976-9371∼5|서울 중랑구 묵동 250-23|서울특별시 중랑구 동일로 847
IBK기업은행|천호동지점|61|02-479-0911∼7|서울 강동구 천호동 453-15|서울특별시 강동구 천호대로 1033
IBK기업은행|청계5가지점|32|02-2273-3893~5|서울 중구 을지로동 26|서울 중구 청계천로 206-1
IBK기업은행|청계7가지점|87|02-2231-8111∼6|서울 중구 황학동 2545|서울 중구 청계천로 400 (롯데캐슬베네치아...
IBK기업은행|청계8가지점|39|02-2294-3421∼4|서울 동대문구 용두동 255-66|서울특별시 동대문구 청계천로 471
IBK기업은행|청담동지점|244|02-515-1851∼5|서울 강남구 청담동 5|서울특별시 강남구 도산대로 446
IBK기업은행|청량리지점|17|02-966-8911∼7|서울 동대문구 청량리동 746|서울특별시 동대문구 홍릉로 1
IBK기업은행|테헤란로지점|55|02-553-1611∼5|서울 강남구 역삼동 735|서울특별시 강남구 테헤란로 132
IBK기업은행|테헤란로중앙지점|470|02-2052-0170~4|서울 강남구 대치동 890-8|서울특별시 강남구 테헤란로 416
IBK기업은행|퇴계로지점|33|02-2267-9614∼9|서울 중구 충무로4가 306 남산센트럴자이아...|서울특별시 중구 퇴계로 235 남산센트럴자이...
IBK기업은행|학동역지점|565|02-3448-0833~5|서울 강남구 논현동 58-7 태석빌딩|서울특별시 강남구 학동로 177 태석빌딩
IBK기업은행|한국기술센터(出)지점|397|02-6009-3400-1|서울 강남구 역삼동 701-7,8,9,10|서울특별시 강남구 테헤란로 305 8
IBK기업은행|한남동WM센터|772|02-3425-4033|서울 용산구 한남동 707-18|서울특별시 용산구 한남대로 72
IBK기업은행|한성대학교(出)지점|729|02-745-2611~3|서울 성북구 삼선동2가 362|서울 성북구 삼선교로16길 116 한성대학교
IBK기업은행|한티역지점|328|02-508-3983|서울 강남구 대치동 921-3|서울특별시 강남구 선릉로 332
IBK기업은행|홍대역지점|211|02-333-0111∼4|서울 마포구 동교동 162-6, 4층|서울특별시 마포구 양화로 148, 4층
IBK기업은행|회기역출장소|16|02-966-7902∼5|서울 동대문구 이문동 341-41|서울 동대문구 이문로 53
IBK기업은행|세종지점|791|044-868-2904~5|세종  어진동 549|세종특별자치시 한누리대로 492
IBK기업은행|조치원지점|362|044-866-0071∼5|세종  조치원읍 교리 15-2|세종특별자치시 조치원읍 새내14길 7
IBK기업은행|동울산지점|739|052-201-3173|울산 동구 전하동 639-1|울산광역시 동구 방어진순환도로 775
IBK기업은행|안전보건공단(出)지점|819|052-290-0300|울산 중구 북정동 198-2|울산광역시 중구 종가로 400 (북정동)
IBK기업은행|언양지점|700|052-263-9011~2|울산 울주군 언양읍 동부리 389-1|울산 울주군 언양읍 동문길 21
IBK기업은행|울산지점|172|052-272-0101∼3|울산 남구 신정3동 496-12|울산광역시 남구 중앙로 248
IBK기업은행|울산WM센터|762|052-256-7951~2|울산 남구 달동 1359-8|울산광역시 남구 삼산로 205
IBK기업은행|울산공업탑지점|860|052-220-9940|울산 남구 신정동 1910|울산 남구 문수로 482
IBK기업은행|울산남외동지점|778|052-293-2683~5|울산 중구 남외동 489-3|울산광역시 중구 번영로 590
IBK기업은행|울산무거동지점|539|052-222-6142~5|울산 남구 무거동 220-5|울산광역시 남구 북부순환도로 45
IBK기업은행|울산송정지점|359|052-287-7450∼5|울산 북구 송정동 1232-5|울산 북구 화산로 109
IBK기업은행|울산중앙지점|331|052-271-2065∼8|울산 남구 달동 1359-8|울산광역시 남구 삼산로 205
IBK기업은행|울산호계지점|618|052-286-7901|울산 북구 신천동 312-1|울산광역시 북구 호계로 332-1
IBK기업은행|가좌공단지점|415|032-584-0872~4|인천 서구 가좌동 178-47|인천광역시 서구 봉수대로 167
IBK기업은행|갈산역지점|476|032-623-6311~5|인천 부평구 청천동 425|인천광역시 부평구 부평대로 283
IBK기업은행|검단지점|226|032-562-6722∼6|인천 서구 왕길동 659-6 리치웰프라자 2층|인천광역시 서구 검단로 480
IBK기업은행|검단산업단지지점|815|032-569-5403|인천 서구 오류동 1657-4|인천 서구 원당대로 87 (중소기업은행)
IBK기업은행|계산역지점|355|032-552-9431∼5|인천 계양구 계산3동 349-1|인천광역시 계양구 경명대로 1102
IBK기업은행|계양지점|368|032-554-5611∼3|인천 계양구 계산4동 1086-2|인천광역시 계양구 용종로 2
IBK기업은행|구월동지점|388|032-437-5214,5252|인천 남동구 구월동 1547-2|인천광역시 남동구 선수촌공원로17번길 28,...
IBK기업은행|극지연구소(가변)지점|811|032-260-1236|인천 인천광역시 연수구 송도동 213-3|인천 연수구 송도미래로 26 (극지연구소)
IBK기업은행|남동2단지지점|376|032-822-7180~5,7190|인천 남동구 고잔동 721-14 150B 2L|인천광역시 남동구 앵고개로 526 150B 2L)
IBK기업은행|남동2단지기업금융지점|854|032-810-9491|인천 남동구 고잔동 721-14, 2층|인천광역시 남동구 앵고개로 526, 2층
IBK기업은행|남동공단지점|265|032-815-6021∼5|인천 남동구 논현동 449-3|인천광역시 남동구 남동대로239번길 72-19
IBK기업은행|남동공단WM센터|877|032-830-5440|인천 남동구 논현고잔동 635-1|인천광역시 남동구 은청로 30, 3층
IBK기업은행|남동공단미래지점|862|032-810-9461|인천 남동구 고잔동 648-1|인천광역시 남동구 호구포로 189
IBK기업은행|남동공단비전지점|851|032-810-9481|인천 남동구 남촌동 624-3|인천광역시 남동구 남동대로 353
IBK기업은행|남동사랑지점|842|032-850-8800|인천 남동구 고잔동 690-15|인천 남동구 앵고개로 448
IBK기업은행|남동인더스파크지점|683|032-822-2503~6|인천 남동구 고잔동 635-1|인천광역시 남동구 은청로 30
IBK기업은행|남동중견기업센터|800||인천 남동구 고잔동 635-1 2층|인천광역시 남동구 은청로 30, 2층
IBK기업은행|남동중앙지점|553|032-441-3403~5|인천 남동구 논현고잔동 256-15|인천 남동구 논현고잔로 109번길 70-7
IBK기업은행|만수동지점|108|032-464-0281~4|인천 남동구 만수동 875-8|인천광역시 남동구 백범로 173
IBK기업은행|부평지점|119|032-517-8231∼8|인천 부평구 부평5동 126-7호|인천광역시 부평구 부흥로 353
IBK기업은행|부평기업스마트지점|891|032-520-9090|인천 부평구 청천2동 426-1|인천광역시 부평구 부평대로 337, 2층
IBK기업은행|석남동지점|170|032-571-3004∼8|인천 서구 석남동 537-3|인천광역시 서구 거북로 89
IBK기업은행|석암지점|122|032-420-1501|인천 미추홀구 주안동 989-1|인천광역시 미추홀구 경원대로 869
IBK기업은행|송도지점|323|032-833-4458,4344|인천 연수구 동춘1동 0|인천광역시 연수구 앵고개로 80
IBK기업은행|송도GCF지점|724|032-859-4800~5|인천 연수구 송도2동 24-4|인천광역시 연수구 아트센터대로 175
IBK기업은행|송도테크노파크지점|249|032-260-1234-8|인천 연수구 송도동 7-50|인천광역시 연수구 갯벌로 12
IBK기업은행|송림동지점|379|032-589-6205∼7|인천 동구 송현동 129산업유통센타편익상가...|인천광역시 동구 방축로37번길 30 산업유통...
IBK기업은행|연수지점|349|032-811-0584,0585|인천 연수구 연수2동 599-5|인천광역시 연수구 청능대로 109, 2층
IBK기업은행|인천지점|116|032-764-5081∼6|인천 중구 내동 103|인천광역시 중구 개항로 35
IBK기업은행|인천논현지점|711|032-438-7711|인천 남동구 논현동 632-1|인천광역시 남동구 논고개로123번길 35
IBK기업은행|인천북항지점|837|032-560-6951|인천 서구 원창동 381-76|인천 서구 북항로32번안길 8 북항프라자
IBK기업은행|인천삼산지점|647|032-363-2163~6|인천 부평구 삼산동 465-1|인천광역시 부평구 길주로 623
IBK기업은행|인천서구청역지점|335|032-561-6231∼3|인천 서구 심곡동 248|인천광역시 서구 서곶로 293
IBK기업은행|인천서부산단지점|825|032-590-5301|인천 서구 경서동 689|인천 서구 호두산로 92
IBK기업은행|인천원당지점|479|032-569-0901~5|인천 서구 당하동 1028-7|인천 서구 원당대로 852 (당하동)
IBK기업은행|인천청라지점|809|032-590-0602|인천 서구 경서동 958-1 청라롯데캐슬상가 ...|인천 서구 청라커낼로 252 (청라 롯데캐슬)
IBK기업은행|인천항지점|763|032-889-1291~5|인천 중구 신흥동3가 29-9|인천광역시 중구 서해대로 296
IBK기업은행|작전역지점|233|032-542-1241∼4|인천 계양구 작전2동 863-15|인천광역시 계양구 계양대로 82
IBK기업은행|주안지점|267|032-865-8593-5|인천 미추홀구 주안동 17-1|인천광역시 미추홀구 주염로 58
IBK기업은행|주안공단사랑지점|115|032-578-5983∼7|인천 부평구 십정동562-3(경인센터1층)|인천광역시 부평구 백범로577번길 20  경인...
IBK기업은행|주안공단희망지점|840|032-570-9211|인천 부평구 십정동 562-3|인천광역시 부평구 백범로 577번길 20
IBK기업은행|청천동지점|124|032-529-1451∼4|인천 부평구 청천동 179-7|인천광역시 부평구 마장로 406
IBK기업은행|광양지점|310|061-791-7311∼4|전남 광양시 중동 1324-4|전라남도 광양시 오류로 52
IBK기업은행|나주혁신도시지점|827|061-339-0801|전남 나주시 빛가람동 204-2|전남 나주시 빛가람로 727(빛가람동)
IBK기업은행|대불공단지점|627|061-463-1135~7|전남 영암군 삼호읍 나불리 338-7|전라남도 영암군 삼호읍 나불로 206
IBK기업은행|목포지점|191|061-284-7830,40|전남 목포시 상동 1009-2|전라남도 목포시 옥암로 25
IBK기업은행|순천지점|192|061-726-5061-6|전남 순천시 연향동 1317-2|전라남도 순천시 충효로 152
IBK기업은행|여수지점|193|061-662-5111∼5|전남 여수시 중앙동 710|전라남도 여수시 통제영5길 6
IBK기업은행|여천지점|350|061-685-0781∼5|전남 여수시 신기동 109-9|전라남도 여수시 선소로 80
IBK기업은행|군산지점|183|063-443-0412∼6|전북 군산시 중앙로1가 8-1|전라북도 군산시 중앙로 191
IBK기업은행|나운동지점|314|063-467-6752~3|전북 군산시 나운동 107-8|전라북도 군산시 하나운로 38
IBK기업은행|남원지점|346|063-626-0141∼6|전북 남원시 쌍교동 101-6|전라북도 남원시 남문로 462
IBK기업은행|새만금지점|600|063-471-9462~3|전북 군산시 오식도동 515-1|전라북도 군산시 산단남북로 169
IBK기업은행|서전주지점|295|063-224-0311∼3|전북 전주시  완산구 효자동2가 1244-1|전라북도 전주시 완산구 홍산로 245
IBK기업은행|익산지점|182|063-832-7262~5|전북 익산시 영등동 770-9|전라북도 익산시 무왕로 1074
IBK기업은행|전주지점|181|063-284-6821∼5|전북 전주시 완산구 경원동1가 106|전라북도 전주시 완산구 팔달로 163
IBK기업은행|전주서신동지점|483|063-273-9661~3,5,6|전북 전주시 완산구 서신동 766|전라북도 전주시 완산구 온고을로 29
IBK기업은행|정읍지점|184|063-531-8811∼4|전북 정읍시 연지동 50-4|전라북도 정읍시 중앙로 72
IBK기업은행|서귀포지점|199|064-733-3803∼4|제주 서귀포시 서귀동 284-32|제주특별자치도 서귀포시 일주동로 8671
IBK기업은행|신제주지점|305|064-744-2333∼5,8|제주 제주시 노형동 710-1|제주특별자치도 제주시 연북로 17
IBK기업은행|제주지점|198|064-722-4183∼6,4282|제주 제주시 이도2동 1019-11번지|제주특별자치도 제주시 중앙로 286
IBK기업은행|나사렛대학교(出)지점|567|041-572-8422~4|충남 천안시 서북구 쌍용2동 456|충청남도 천안시 서북구 월봉로 48
IBK기업은행|논산지점|239|041-734-0950∼4|충남 논산시 취암동574-4|충청남도 논산시 중앙로 403(취암동)
IBK기업은행|당진지점|283|041-355-8933∼5|충남 당진시 읍내동 224-4 진원스타타워|충남 당진시 읍내동 당진중앙2로 103-8 진원...
IBK기업은행|대천지점|767|041-936-3140~4|충남 보령시 명천동 453-10|충청남도 보령시 보령남로 17
IBK기업은행|북천안지점|563|041-585-8900|충남 천안시 직산읍 삼은리 440|충남 천안시 서북구 직산읍 봉주로 58
IBK기업은행|생기원(出)지점|358|041-585-8121|충남 천안시 서북구 입장면 기로리 40-4|충남 천안시 서북구 입장면 양대기로길 89 ...
IBK기업은행|서산지점|529|041-668-3781~5|충남 서산시 석남동 18-2|충청남도 서산시 호수공원1로 22
IBK기업은행|순천향대학교천안병원(出)지점|765|041-579-1391~4|충남 천안시 봉명동 216-8|충남 천안시 동남구 순천향6길 31 (순천향대...
IBK기업은행|아산지점|317|041-544-0270~1|충남 아산시 실옥동 20-48|충청남도 아산시 아산로 79
IBK기업은행|아산둔포지점|684|041-543-8325-6|충남 아산시 둔포면 둔포리 467-1|충청남도 아산시 둔포면 둔포중앙로 131
IBK기업은행|아산배방지점|484|041-531-8900~3|충남 아산시 배방면 공수리 149-8|충청남도 아산시 배방읍 배방로 25
IBK기업은행|천안지점|144|041-551-2105∼9|충남 천안시 동남구 문화동 139-2|충남 천안시 동남구 버들로 16(문화동)
IBK기업은행|천안WM센터|871|041-539-5601|충남 아산시 장재리 1754|충청남도 아산시 배방읍 고속철대로 151, 3...
IBK기업은행|천안불당지점|469|041-569-2300~4|충남 천안시 불당동 1537|충남 천안시 서북구 불당21로 67-12
IBK기업은행|천안산단지점|881|041-620-4991|충남 천안시 서북구 업성동 176-17|충청남도 천안시 서북구 업성3길 7
IBK기업은행|천안쌍용지점|339|041-571-3383∼5|충남 천안시 서북구 쌍용동 889-2|충청남도 천안시 서북구 봉명로 34
IBK기업은행|천안아산역지점|705|041-567-6162~8|충남 천안시 서북구 불당동 492-3|충청남도 천안시 서북구 광장로 215
IBK기업은행|천안중앙지점|421|041-592-4703~6|충남 천안시 성정동 702-12|충남 천안시 서북구 쌍용대로 234 (성정동)
IBK기업은행|천안청수지점|880|041-589-2601|충남 천안시 동남구 청당동 552|충청남도 천안시 동남구 청수14로 102
IBK기업은행|호서대학교(出)지점|660|041-549-6911|충남 아산시 배방면 세출리 165번지|충청남도 아산시 배방읍 호서로79번길 20
IBK기업은행|오송지점|740|043-234-7302|충북 청주시 흥덕구 오송읍 연제리 715|충청북도 청주시 흥덕구 오송읍 오송생명로...
IBK기업은행|오창지점|487|043-217-1433~5|충북 청주시 청원구 오창읍 양청리 791-5|충청북도 청주시 청원구 오창읍 중심상업로...
IBK기업은행|옥천지점|579|043-733-6447~8|충북 옥천군 옥천읍 장야리288번지|충청북도 옥천군 옥천읍 문장로 96
IBK기업은행|음성지점|511|043-881-8100|충북 음성군 대소면 오류리 802|충청북도 음성군 대소면 대금로 286
IBK기업은행|제천지점|136|043-644-3101∼4|충북 제천시 청전동 50-11|충청북도 제천시 의림대로 254
IBK기업은행|진천지점|642|043-537-9113~5|충북 진천군 진천읍 벽암리 569|충청북도 진천군 진천읍 중앙북1길 3
IBK기업은행|청주지점|285|043-272-6271∼3|충북 청주시 흥덕구 봉명동 211-7|충북 청주시 흥덕구 1순환로 598 (봉명동)
IBK기업은행|청주산남지점|134|043-253-6261∼5|충북 청주시 서원구 산남동 500|충북 청주시 서원구 산남로 32 (코코타워)
IBK기업은행|청주율량지점|878|043-299-1901|충북 청주시 청원구 율량동 500-3|충청북도 청주시 청원구 충청대로 114
IBK기업은행|충주지점|135|043-843-2021∼5|충북 충주시 성서동 116|충북 충주시 중앙로 70 (기업은행충주지점)
