##NAME|SUBNAME|TELNUM|NEWADDR|WEBSITE|XCOORD|YCOORD@@산후조리원
에르메스/산후조리원||031-717-7787|경기 성남시 분당구 정자일로 121 (정자동, 더샵스타파크)|http://hermescare.com|127.1055189|37.3613392
에바마레||054-475-7500|경북 구미시 삼일로 16 (진평동)|http://evamare.com|128.4178861|36.1064074
에비뉴/산후조리원||02-985-3542|서울 강북구 도봉로 136 (미아동, 풍양빌딩)|http://sanmocenter.com|127.0260188|37.6305005
에빠토/르베르쏘||02-3661-1115|서울 강서구 양천로 354 (가양동, 옥천빌딩)|http://epatant.co.kr|126.8541492|37.5618946
에스더/산후조리원||031-264-2722|경기 용인시 수지구 용구대로 2702 (죽전동, 동춘프라자)|http://estherobgy.com|127.1097689|37.3322043
에이치큐브산후조리원||02-995-8000|서울 도봉구 도봉로 604 (창동, 에이치큐브병원)|http://h-cube.co.kr|127.0439319|37.6615238
엔젤산후조리원||043-854-8004|충북 충주시 약막7길 44-11 (안림동, 피어나리 빌딩)|http://angel1004.net|127.9680268|36.9790698
엔젤산후조리원||054-278-0047|경북 포항시 남구 대이로143번길 21-5 (이동)||129.3382177|36.0267466
엔젤한방산후조리원||055-276-6556|경남 창원시 의창구 팔용동 33-7|http://angel114.com|128.6436904|35.2369348
엘르메디||055-638-0037|경남 거제시 거제중앙로 1925 (고현동)|http://ellemediobgy.com|128.6350055|34.8691742
엘리움||051-929-6000|부산 해운대구 해운대로 794 (좌동, 엘리움)|http://elliump.com|129.1774652|35.171279
엘리자벳||053-765-8585|대구 수성구 무학로 25 (상동)|http://elizb.co.kr|128.6230353|35.8300456
엠/산후조리원||041-429-2004|충남 서산시 남부순환로 1031 (예천동)|http://mmom.kr|126.4641948|36.7394698
엠앤비/산후조리원||032-552-3500|인천 계양구 장제로772번길 2 (계산동, 앰엔비산부인과)|http://mnbmedi.co.kr|126.7347759|37.5365035
엠앤비/산후조리원||031-979-5220|경기 고양시 덕양구 중앙로 548 (행신동, 현대프라자)|http://imnb.co.kr|126.8324821|37.6216918
엠앤비/산후조리원||055-221-3520|경남 창원시 마산회원구 3.15대로 727 (합성동, 매디칼센타)|http://masanmnb.com|128.5795296|35.2206349
여성메디파크/달서구||053-667-7531|대구 달서구 용산로 139 (용산동)|http://md-park.co.kr|128.5292297|35.8555753
여성메디파크/달서구/별관||053-667-7537|대구 달서구 용산로 141 (용산동, 그랜드M 타워)|http://md-park.co.kr|128.5292297|35.8555753
여성메디파크/수성구||053-740-7777|대구 수성구 동대구로 271 (범어동, 여성메디파크병원)|http://md-park.co.kr|128.6256448|35.8497073
여성아이||070-4571-7072|대구 달서구 월배로 141 (진천동, 여성아이병원)|http://womeni.co.kr|128.5168152|35.8167743
여성아이병원/산후조리원||054-230-3070|경북 포항시 북구 우창동로22번길 7 (우현동, 여성아이병원)|http://women-i.co.kr|129.3602425|36.0547861
여수문화/산후조리원||061-650-5000|전남 여수시 대치3길 26 (여서동, 문화병원)|http://mun-wha.co.kr|127.7001205|34.746856
여왕/산후조리원||031-555-4530|경기 구리시 인창동 383-10|http://mother365.com|127.1385531|37.6068258
여울소/산후조리원||02-2601-1690|서울 강서구 강서로17길 25 (화곡동)|http://ksyuwoolso.com|126.840983|37.5325363
연세미즈||031-323-3510|경기 용인시 처인구 금학로 345 (김량장동, 연세미즈산부인과)|http://연세미즈산부인과.kr|127.1934962|37.2389785
연세사랑모아||02-2636-3210|서울 구로구 중앙로 100 (고척동, 연세사랑모아여성병원)|http://sarangmoa.co.kr/|126.8634826|37.501485
연세순풍산후조리원||033-745-7020|강원 원주시 천사로 50 (단계동)|http://spoong.co.kr|127.9309472|37.3475442
연세차/산후조리원||032-553-7575|인천 계양구 오조산로 53 (계산동, 연세차메디칼센터)|http://yonseicha.com|126.738386|37.5357025
연세하임||041-412-5566|충남 천안시 동남구 수곡2길 17-17 (신방동)|http://yonseiheim.com|127.1279225|36.7897555
열린/산후조리원||031-402-3636|경기 안산시 단원구 선부광장1로 22 (선부동, 한우리크리닉센타)|http://openobgy.co.kr|126.8100702|37.334219
열린/산후조리원||02-941-1446|서울 성북구 정릉로 306 (정릉동, 열린산부인과)|http://womenclinic.co.kr|127.0075484|37.6143621
영광병원/산후조리원||061-350-8091|전남 영광군 영광읍 와룡로 3 (단주리)|http://ygmc.co.kr|126.5083307|35.3133333
영등한방산후조리원||063-831-5200|전북 익산시 동서로 354 (영등동)||126.9632879|35.9554632
예그리나/산후조리원||031-796-8877|경기 하남시 덕풍동로 111-15 (덕풍동, 리치플러스하남센터)|http://dhl21.co.kr/index1.html|127.2072532|37.5455684
예나산후조리원||064-748-0088|제주특별자치도 제주시 서광로 83 (용담2동, 예나빌딩)||126.5109795|33.4996489
예담/산후조리원||042-546-9302|대전 서구 도안대로 25 (관저동)|http://yedammom.com|127.3345869|36.30979
예송/산후조리원||031-223-5000|경기 화성시 효행로 1065 (진안동, 나라프라자)|http://iyesong.com|127.0138617|37.2159377
예인산후조리원||055-542-9000|경남 창원시 진해구 진해대로 958 (자은동, 예인산부인과병원)|http://yeinwoman.co.kr|128.7068972|35.1442353
예일/산후조리원||031-659-7340|경기 평택시 중앙로 146-1 (합정동)|http://yaleobgy.co.kr|127.1019742|36.9916351
예진산후조리원||031-431-1134|경기 시흥시 정왕대로 78 (정왕동, 트윈프라자)|http://yj-clinic.co.kr|126.7363056|37.3463733
오월꿈/산후조리원||031-225-7777|경기 수원시 권선구 경수대로 358 (권선동, 오월꿈)|http://maydream.kr|127.0210158|37.2497021
오즈/산후조리원||055-311-0202|경남 김해시 계동로 203 (대청동)|http://오즈산후조리원.한국|128.7976634|35.1859236
온/산후조리원||055-541-3575|경남 창원시 진해구 진해대로776번길 27 (이동)|http://onsanmo.co.kr|128.6984179|35.156121
올리브/산후조리원||031-217-3588|경기 수원시 팔달구 중부대로 143 (우만동, 상안빌딩)|http://olivemc.com|127.0363884|37.2780981
용인제일/산후조리원||031-8031-0200|경기 용인시 처인구 중부대로 1347 (김량장동)|http://yonginjeil.com|127.1945126|37.2341076
우리기쁜/산후조리원||02-2039-0000|서울 성북구 화랑로 248 (석관동, 장위뉴타워)|http://wejoyful.com|127.0403349|37.6052866
우리산후조리원||055-321-0114|경남 김해시 내외중앙로 91 (내동)|http://wooriwomen.com|128.8670296|35.2381794
우리산후조리원||054-850-3572|경북 안동시 은행나무로 91 (옥동)|http://wooriobgy.co.kr|128.6941662|36.5672714
우리산후조리원||064-724-3575|제주특별자치도 제주시 동광로 31 (이도1동, 아남빌딩)||126.5384595|33.5064332
우먼플러스산후조리원||031-248-8114|경기 수원시 장안구 경수대로 892 (조원동, 우먼플러스 여성전문병원)|http://iwomanplus.com|127.0039099|37.3044838
우먼피아||031-853-6767|경기 의정부시 청사로5번길 8-7 (신곡동, 씨티메디타운)||127.0700569|37.7491341
우먼필/산후조리원||031-378-5954|경기 오산시 대원로 34 (원동)|http://womanphil.co.kr|127.0723107|37.1460242
우석대/한방병원/산후조리원||063-220-8300|전북 전주시 완산구 어은로 46 (중화산동2가, 우석대학교부속한방병원)|http://cafe.naver.com/wssanhu|127.1265275|35.8173657
우성여성병원/산후조리원||031-412-3000|경기 안산시 단원구 고잔로 58-10 (고잔동, 우성병원)|http://wshospital.co.kr|126.8337949|37.3191108
원광대학교/전주한방병원||063-270-1300|전북 전주시 덕진구 가련산로 99 (덕진동2가, 원광대학교한방병원)|http://hanbangok.or.kr/|127.1125594|35.8402468
웰여성의원/산후조리원||054-291-3366|경북 포항시 남구 오천읍 정몽주로 606 (용덕리)|http://웰여성의원.com|129.4156575|35.972028
위대한/탄생||051-862-0010|부산 연제구 중앙대로 1083 (연산동)|http://p.great-birth.com|129.0802526|35.1847901
유광사/산후조리원||02-2608-1011|서울 강서구 화곡동 1031-6|http://yookwangsa.co.kr|126.8385556|37.5439086
유재/산후조리원||031-810-9717|경기 고양시 일산동구 장항동 780|http://yoojae.heryoojae.com|126.769928|37.6628835
율산후조리원||033-765-0655|강원 원주시 능라동길 61 (무실동)||127.9201621|37.3422186
은혜/산후조리원||02-353-4307|서울 은평구 진흥로 133 (대조동)|http://eunhaelove.com|126.926186|37.606139
은혜/산후조리원||063-471-2955|전북 군산시 월명로 144 (수송동, 은혜산부인과)|http://eunhyeobgyn.com|126.7167|35.9565885
이레산후조리원||031-938-3037|경기 고양시 덕양구 중앙로558번길 16-6 (행신동, 신일빌딩)|http://iraesanhu.co.kr|126.8368973|37.6251848
이자르/강동||02-478-3989|서울 강동구 양재대로 1465 (길동, 마루홈타운)|http://izzar.co.kr|127.1411034|37.5374092
이자르/노원||02-935-7979|서울 노원구 수락산로 232 (상계동, 미네르바빌딩) 3층|http://izzar.co.kr|127.0674852|37.6675793
이자르/노원/디럭스||02-935-7979|서울 노원구 수락산로 232 (상계동, 미네르바빌딩) 5층|http://izzar.co.kr|127.0674852|37.6675793
이자르/분당수지||031-889-2555|경기 용인시 수지구 현암로 165 (죽전동, 에이스프라자)|http://izzar.co.kr|127.1102132|37.3318992
이자르/성남||031-757-6161|경기 성남시 수정구 성남대로 1202 (수진동, 유천빌딩)|http://http://www.izzar.co.kr/|127.1278444|37.4473556
이자르/은평||02-305-4931|서울 은평구 응암로 235 (응암동, 대성빌딩)|http://izzar.co.kr|126.9182398|37.5916222
이자르/클래식/구리||031-555-8844|경기 구리시 토평동 980|http://izzar.co.kr|127.1487401|37.589479
이자르/태릉||02-972-0808|서울 중랑구 중랑역로 257 (묵동, 신흥빌딩) 5층|http://izzar.co.kr|127.077265|37.6062543
이자르/태릉노블||02-972-0808|서울 중랑구 중랑역로 257 (묵동, 신흥빌딩) 4층|http://izzar.co.kr |127.077265|37.6062543
이제/산후조리원||02-973-0500|서울 중랑구 묵동 2|http://isanmo.co.kr|127.0841605|37.6194506
이제/산후조리원||031-721-5700|경기 성남시 수정구 수정로171번길 7-1 (태평동, 우일프라자)|http://ejebaby.co.kr/|127.1379489|37.4442961
이즈맘산후조리원||02-2066-3555|경기 광명시 오리로 889 (철산동)|http://is-mom.co.kr|126.8692603|37.4705727
이지은||031-401-7755|경기 안산시 단원구 선부광장1로 10 (선부동, 동양빌딩)|http://ilovewoman.co.kr|126.8100702|37.334219
이화/아마빌레||051-628-9888|부산 남구 수영로 216 (대연동, 이화산부인과의원)|http://ewhaobgy.com|129.0864465|35.1360604
이화산후조리원||041-570-1280|충남 천안시 서북구 충무로 161 (쌍용동)|http://041ewha.co.kr|127.1250507|36.7940219
익산/미래와/여성||063-857-5533|전북 익산시 배산로 66 (모현동1가, 미래와여성산부인과)|http://miraewoman.com|126.9423495|35.9533399
인정/산후조리원||02-2187-1430|서울 은평구 응암로 164 (응암동, 인정병원)|http://injungmc.co.kr|126.9182398|37.5916222
일산제일산후조리원||031-900-2080|경기 고양시 일산동구 장백로 172 (장항동, 금강프라자)|http://ilsanjeil.com|126.7830327|37.645843
일신기독병원/산후조리원||051-630-0660|부산 동구 정공단로 34 (좌천동, 일신기독병원)|http://ilsin.or.kr|129.0544812|35.1354659
임태균/산후조리원||052-235-0034|울산 동구 방어진순환도로 1125 (서부동, 임태균산부인과)|http://limsarang.net|129.4260988|35.5256863
자모여성병원/산후조리원||051-760-0570|부산 수영구 수영로 555 (광안동, 자모병원)|http://jamowh.co.kr|129.1177214|35.1646964
자양/아기미소||02-458-0602|서울 광진구 자양로 88 (자양동, 광영빌딩)|http://agi-miso.com|127.0882345|37.5424813
장유산후조리원||055-312-0371|경남 김해시 능동로 159 (부곡동)|http://mobycare.co.kr|128.8026669|35.1993009
전남공공/산후조리원/해남종합병원||061-530-8650|전남 해남군 해남읍 해남로 45 (해리, 해남종합병원)|http://hncc.kr|126.6167614|34.5692055
정겨운산후조리원||02-949-6300|서울 노원구 동일로 1053 (공릉동, 영진빌딩)|http://jungw.kr/|127.0725136|37.6282795
정성산후조리원||063-244-4755|전북 전주시 덕진구 도당산4길 8-18 (우아동3가, 정성산후조리원)|http://jsobgy.com|127.1564135|35.8462452
제일맘산후조리원||063-840-7600|전북 익산시 동서로 231 (남중동)|http://jeilobgy.com|126.9598017|35.9534099
제일병원/산후조리원||02-2020-5500|서울 중구 퇴계로 244 (충무로5가, 제일병원 건강증진센터)|http://cheilmc.co.kr|126.9935793|37.5606191
제일병원/산후조리원||061-689-8790|전남 여수시 학동 40-5|http://jeilhp.com|127.6642638|34.7657108
제일산후조리원||033-636-9050|강원 속초시 청학로 47 (청학동)|http://jeilob.co.kr|128.5827776|38.202315
제일여성||051-743-0331|부산 해운대구 좌동로 66 (중동, 제일여성병원)|http://jeil3366.co.kr|129.1725626|35.1702663
조은산후조리원||031-511-1187|경기 남양주시 경춘로1256번길 9 (평내동, 오렌지웰빙타워)|http://goodoctor.kr|127.2359703|37.6441973
좋은문화/산후조리원||051-643-3700|부산 동구 범일로89번길 69 (범일동, 좋은문화병원 별관)|http://moonhwa.or.kr|129.0586511|35.1394337
준/산후조리원||032-554-0053|인천 계양구 장제로 912 (병방동)||126.741219|37.5477116
중앙산부인과/하누리||033-635-7582|강원 속초시 동해대로 4117 (조양동)|http://joongangobgy.com|128.583945|38.1892299
중앙자모산후조리원||055-248-3333|경남 창원시 마산회원구 3.15대로 485 (회원동, 중앙자모병원)|http://jamoi.co.kr|128.5795296|35.2206349
지노메디||053-757-2500|대구 수성구 화랑로 58 (만촌동, 지노메디여성병원)|http://gynomedi.co.kr|128.6437185|35.8730749
지온||053-765-0057|대구 수성구 청수로 166 (지산동)|http://zioncarecenter.modoo.at|128.6278122|35.8428821
진/산후조리원||032-465-3582|인천 남동구 백범로 322 (간석동, 메디칼센터)|http://jinmnb.com|126.7193539|37.4612985
차병원산후조리원||02-3468-3327|서울 강남구 논현로 566 (역삼동, 강남차병원)|http://gangnam.chamc.co.kr|127.0403265|37.4895458
참/산후조리원||031-711-5005|경기 성남시 분당구 내정로166번길 43 (수내동, 금산프라자빌딩)|http://charmobgy.com|127.1208108|37.3720002
참여성병원산후조리원||055-249-0630|경남 창원시 마산합포구 불종거리로 19 (동성동, 참여성병원)|http://charmob.co.kr|128.5763612|35.2084131
참조은/산후조리원||063-223-0029|전북 전주시 완산구 모악로 4750 (평화동1가, 참조은산후조리원)||127.1288413|35.7864603
참조은산후조리원||055-742-8822|경남 진주시 진양호로 317 (신안동, 참조은산부인과)|http://charmjoun.co.kr|128.0679302|35.1857577
첫단추/산후조리원/성북||02-922-1400|서울 성북구 동소문로 48 (동소문동3가, 동도빌딩)|http://samsinbaby.co.kr/seongbuk/index.php|127.0250756|37.601642
첫단추/산후조리원/창경궁||02-763-5400|서울 종로구 율곡로 174 (원남동, 창경빌딩)|http://samsinbaby.co.kr/changkyung/|126.9981589|37.574971
청담/베네크레||02-1899-2227|서울 강남구 영동대로 713 (청담동, 튼튼병원빌딩)|http://benecre.co.kr|127.0577132|37.5215971
청라여성병원/산후조리원||032-716-6006|인천 서구 중봉대로 602 (연희동)|http://cnhospital.co.kr|126.6485304|37.5208488
청아미즈||041-547-2024|충남 아산시 번영로 204 (모종동)|http://chungamiz.co.kr|127.0058271|36.785185
청주미즈맘||043-237-2201|충북 청주시 흥덕구 가경로 16-2 (가경동, 소성빌딩)|http://cjmizmam.com|127.4381182|36.6295176
청화병원/산후조리원||02-6496-5620|서울 동작구 장승배기로 108 (노량진동, 청화병원)|http://cheongwha.com|126.9416971|37.5077074
초앤유/산후조리원||032-322-3380|경기 부천시 원미구 중동로248번길 19 (중동, 조규학여성병원)|http://chonyou.com|126.7729003|37.5012138
충주산부인과||043-856-3540|충북 충주시 번영대로 192 (연수동)||127.9389717|36.9868606
친정/산후조리원||032-665-0070|경기 부천시 원미구 부천로 110-1 (원미동, 한위빌딩)|http://kwwh.co.kr|126.7844445|37.5019474
카리스||032-441-5599|인천 남동구 논고개로 77 (논현동, 에코타워)|http://incharis.com|126.7289159|37.4050226
퀸스맘||032-461-2555|인천 남동구 구월로 359 (만수동, 신원빌딩)|http://queensmam.net|126.7073662|37.4564712
퀸스산후조리원||041-902-1000|충남 천안시 서북구 성정공원1길 9-13 (성정동)|http://queensmd.co.kr|127.1395151|36.827551
퀸스파크/산후조리원||031-932-3737|경기 고양시 일산동구 위시티로 18 (식사동, 동국타워)|http://queenspark.kr|126.8099589|37.6788932
크래들/산후조리원||031-896-2222|경기 용인시 기흥구 죽현로80번길 54 (보정동)|http://cledle.com|127.1222545|37.3171853
테크노/산후조리원||042-867-7576|대전 유성구 테크노중앙로 40 (관평동, 남일프라자)|http://technoclinic.net|127.3958129|36.4240196
통영자모||055-646-3537|경남 통영시 무전대로 4 (무전동, 통영자모산부인과)|http://tyjamo.co.kr|128.4237164|34.8601648
파티마/여성병원||053-794-9400|대구 수성구 달구벌대로 3119 (시지동, 파티마여성병원)|http://ifatima.co.kr|128.6965194|35.8412746
파티마/여성병원/부설||053-794-9779|대구 수성구 달구벌대로 3179 (매호동)|http://ifatima.co.kr|128.6524596|35.8522032
편안한/산후조리원||032-661-0050|경기 부천시 소사구 경인로 190 (심곡본동, 부천라비앙로제)|http://pyunanhan.co.kr|126.7811931|37.483736
평택성모산후조리원||070-5012-3585|경기 평택시 평택로 284 (세교동, 평택성모병원)|http://blog.naver.com/dnrhks6457|127.0795523|36.9994413
포모나/산후조리원||031-215-7722|경기 용인시 기흥구 흥덕중앙로 120 (영덕동, UTOWER)|http://ipomona.co.kr|127.076953|37.2756473
포시즌/산후조리원/분당서현||031-703-2015|경기 성남시 분당구 서현로180번길 26 (서현동, 아름빌딩)|http://fourseasons.or.kr|127.1219624|37.3873713
포시즌/산후조리원/용인수지||031-264-7781|경기 용인시 수지구 풍덕천로 149 (풍덕천동, 현대그린프라자)|http://fourseasons.or.kr|127.0950637|37.3229477
푸르밍/산후조리원||031-889-9921|경기 용인시 기흥구 죽전로 20 (보정동, 죽전누리에뜰아파트)|http://puruming.com|127.1114074|37.3202333
푸른산후조리원||063-247-2114|전북 전주시 덕진구 가재미로 7 (인후동1가, 푸른산부인과)|http://cafe.daum.net/blueobgy|127.1617484|35.8298998
푸른잎||02-475-3350|서울 강동구 구천면로 328 (천호동, 인성빌딩)|http://gruturgimam.com|127.1407314|37.5436525
푸른잎||02-2654-0030|서울 양천구 신월로 338 (신정동)|http://momjory.com|126.8455395|37.5195108
푸른잎산후조리원||02-448-3980|서울 송파구 양산로 12 (거여동, 세신거여훼미리타운)|http://prunip.com|127.1434964|37.4911479
품안애/산후조리원||02-2601-3588|서울 양천구 신월로 164 (신월동, 승일뷰티타워2)|http://www.epumanae.com/|126.8465941|37.5213149
프라우메디||052-226-7700|울산 남구 삼산중로 94 (삼산동)|http://fraumedi.co.kr|129.3351358|35.5434055
프라임/산후조리원||064-702-1155|제주특별자치도 제주시 오남로 82 (오라2동)||126.5167686|33.4812863
프린세스||064-722-2277|제주특별자치도 제주시 서광로 220 (삼도1동, 서광빌딩)||126.5109795|33.4996489
플로라/산후조리원||031-702-3377|경기 성남시 분당구 새마을로165번길 34 (율동)|http://flora.house|127.1491495|37.3849124
필산부인과/산후조리원||031-441-9111|경기 안양시 만안구 안양로 368 (안양동)|http://philob.kr|126.9222014|37.3964154
하나/산후조리원||031-677-8821|경기 안성시 안성맞춤대로 1043 (서인동)|http://hanamom.com|127.2648138|37.0083034
하나플러스||055-370-0647|경남 양산시 양산역로 101 (중부동)|http://hanahos.com|129.0291212|35.3383546
하늘고래/산후조리원||031-373-3588|경기 오산시 대원로 57 (원동, 중앙씨티월3)|http://skywhale.co.kr|127.0721851|37.146247
하늘고래/산후조리원/동탄점||031-8003-5445|경기 화성시 동탄지성로 126 (반송동, 정일프라자)||127.0562195|37.2202039
하늘꿈/산후조리원||031-307-0029|경기 수원시 팔달구 중부대로 251 (우만동)|http://cafe.naver.com/haneuldream|127.0363884|37.2780981
하안유/산후조리원||043-238-5900|충북 청주시 서원구 신화로 50 (성화동)|http://haanu.co.kr|127.4890319|36.6424341
한나/산후조리원||031-592-6122|경기 남양주시 늘을2로 20 (호평동, CH리베로빌딩)|http://hannamom.com|127.2450517|37.6604995
한나산후조리원||031-316-8852|경기 시흥시 월곶해안로 171 (월곶동)|http://hannamom.co.kr|126.7349144|37.3887741
한나산후조리원||063-250-3400|전북 전주시 덕진구 기린대로 489 (덕진동1가, 한나여성병원)|http://obgyhannah.co.kr|127.1237239|35.8410805
한나여성아이||051-625-2300|부산 수영구 황령대로481번길 7 (남천동, 남천동 한나산부인과)|http://hannah4u.com|129.1080956|35.1397177
한림/산후조리원||032-552-9696|인천 계양구 장제로 718 (작전동, 상록메디컬센터)|http://hanlimbaby.com|126.7342231|37.5639623
한마음/산후조리원||041-667-8560|충남 서산시 율지4로 5 (동문동)|http://seosanhm.co.kr|126.4598373|36.7802639
한별산후조리원||063-244-3572|전북 전주시 덕진구 견훤로 215 (인후동1가)|http://hanstar21.com|127.1580817|35.8368034
한빛여성병원/산후조리원||031-410-3316|경기 안산시 단원구 광덕동로 53 (고잔동, 한빛여성병원)|http://hanvitobgy.com|126.8331575|37.3096841
한사랑산후조리원||061-284-8855|전남 목포시 백년대로 335 (상동, 목포한사랑병원)|http://hanlove.kr|126.4030186|34.8010424
한아름/산후조리원/강남||02-508-0013|서울 강남구 논현로 98 (개포동, 문화빌딩)|http://hanarumsanhu.co.kr|127.0394905|37.4956175
한아름/산후조리원/부천||032-329-9400|경기 부천시 원미구 송내대로265번길 19 (상동, 대신프라자)|http://hanarumsanhu.com|126.7567178|37.5071689
한울산후조리원||064-748-1828|제주특별자치도 제주시 도령로 11 (노형동)|http://cafe.naver.com/hanul1828|126.480563|33.4870338
해피맘||054-458-0119|경북 구미시 신시로 74 (형곡동)|http://i-happymom.co.kr|128.3376019|36.1108738
해피맘/산후조리원||031-752-3360|경기 성남시 수정구 수정로 112 (수진동, 1)|http://happy-mam.co.kr|127.1212927|37.4396361
해피맘/산후조리원||043-239-0221|충북 청주시 흥덕구 풍산로 36 (가경동, 해피맘산부인과)|http://cjhappymam.com|127.4388125|36.6263518
해피맘산후조리원||055-632-8282|경남 거제시 거제중앙로 1938-3 (고현동, 경상병원)||128.6350055|34.8691742
해피본/산후조리원||031-8059-8866|경기 화성시 향남읍 행정중앙2로 69-17 (행정리)|http://happyborn.co.kr|126.9227846|37.1302916
햇빛||02-996-1511|서울 강북구 덕릉로 113 (번동, 파스칼진빌딩)|http://hatvitcare.com|127.0252928|37.6349162
행복한/산후조리원||02-552-0100|서울 강남구 도곡로 235 (역삼동, 정민빌딩)|http://행복한산후조리원.com/|127.0462502|37.494213
행복한/산후조리원||02-2643-5111|서울 양천구 등촌로 32 (목동, 목동태영프라자)|http://ehappycare.com|126.8638707|37.538176
행복한산후조리원||054-749-7870|경북 경주시 금성로 405 (성건동, 경주농협)||129.2065009|35.836975
허스토리/산후조리원||031-902-3588|경기 고양시 일산동구 중앙로1261번길 61 (장항동, 메트로골드)|http://herstory.co.kr|126.7707211|37.6573636
헤라산후조리원||041-584-3535|충남 천안시 서북구 미라2길 18-7 (쌍용동)||127.1302537|36.804547
헤리티지/산후조리원||02-518-2433|서울 강남구 삼성로 635 (삼성동, 한섬빌딩)|http://heritagecenter.co.kr|127.0590717|37.5027999
헤스티아||032-851-2551|인천 연수구 하모니로 124 (송도동)|http://hestiacare.co.kr|126.6388452|37.3788938
현대병원아동병원/HWC||061-729-8350|전남 순천시 장선배기1길 8 (조례동, 현대병원)|http://hdhosp.co.kr|127.5229756|34.9538235
현대산후조리원||063-532-5300|전북 정읍시 중앙로 20 (연지동, 현대산부인과)|http://hdobgy.com|126.8546997|35.5669492
현대휴한방산후조리원||043-268-1000|충북 청주시 서원구 사직대로 140 (사창동, 현대코아)||127.4890319|36.6424341
호산/산후조리원||02-1577-7611|서울 강남구 압구정로38길 6 (신사동)|http://hosanwellbeing.co.kr|127.0323|37.5283256
호산부인과/산후조리원||033-261-3317|강원 춘천시 퇴계로 188 (석사동)|http://hohos.co.kr|127.739263|37.8571096
호수산후조리원별관||02-898-7332|경기 광명시 소하로 81 (소하동)|http://joriwon.co.kr|126.8865769|37.4481963
호아맘/산후조리원||02-2295-2220|서울 성동구 행당동 320-10|http://hoamom.co.kr/|127.0345559|37.5575496
홍성의료원/부설/산후조리원||041-630-6384|충남 홍성군 홍성읍 조양로 224 (고암리)|http://hsmc.or.kr|126.6617768|36.6005358
화명일신기독병원/산후조리원||070-4498-6070|부산 북구 금곡대로 264-1 (화명동, 화명대림타운)|http://hmilsin.or.kr|129.008229|35.2256041
화인웰/산후조리원||02-929-2100|서울 성북구 보문로 35 (보문동7가, 서광빌딩)|http://finewell.net|127.0226157|37.5786546
후/산후조리원||02-362-7500|서울 서대문구 신촌역로 10 (대현동, 혜우빌딩)|http://postcarehu.com/|126.942202|37.5584845
휴산후조리원||063-840-5060|전북 익산시 무왕로 1018 (영등동, 병원)||126.9671608|35.9592947
