##NAME|SUBNAME|TELNUM|NEWADDR|ADDR|OT|PARKING@@투썸플레이스
투썸플레이스|가락시장역점|02-443-6789|서울 송파구 중대로 113|서울 송파구 가락동 79-2|평일 08:00~22:00 / 주말 09:00~22:00|건물내 주차 가능
투썸플레이스|송파올림픽아파트남문점|02-3402-0205|서울 송파구 위례성대로 198|서울 송파구 오금동 4-9 1층 오금동|평일/주말 09:00 ~ 22:00|건물내 주차 가능
투썸플레이스|김천혁신도시점|054-432-6600|경상북도 김천시 혁신4로 81|경북 김천시 율곡동 675|08:00 ~ 23:00|주차가능
투썸플레이스|마포공덕점|02-703-7772|서울 마포구 마포대로 156|서울특별시 마포구 공덕동 475 공덕푸르지오시티 1층|평일 07:00 ~ 23:00 / 주말 09:00 ~ 23:00|가능 2시간 무료 제공
투썸플레이스|전주혁신호수공원점|063-214-5888|전북 전주시 덕진구 중동로 104-12|전북 전주시 덕진구 장동 1093-3|10:00~23:00|주차가능
투썸플레이스|국립과천과학관점|00-0000-0000|경기도 과천시 상하벌로 110|경기 과천시 과천동 758 국립과천과학관 전시관 내 1층|09:30~17:30 매주 월요일 휴무|
투썸플레이스|춘천사농점|033-242-0807|강원도 춘천시 영서로 2938|강원 춘천시 사농동 365|10:00 ~ 22:00|주차가능
투썸플레이스|을지로점|02-318-2298|서울 중구 남대문로 10길 30 (수하동)|서울 중구 수하동 39-2 1층, B1층|월~금 07:00~23:00 / 토~일 08:00~22:00|주차불가
투썸플레이스|구미신평점|054-461-9669|경북 구미시 구미대로 409, 1층 109호|경북 구미시 신평동 150-61 지엘리베라움 1층|09:00~23:00|주차가능
투썸플레이스|LG광화문빌딩점|02-720-2018|서울 종로구 새문안로 58|서울특별시 종로구 신문로2가 92 B1층|평일 7:00~18:30 주말,공휴일 휴업|2시간 무료
투썸플레이스|대구대학교점|053-851-9672|경북 경산시 진량읍 대구대로 201|경북 경산시 진량읍 15|10:00 ~ 18:30|학교내 주차 가능
투썸플레이스|강남세브란스점|02-2058-2163|서울 강남구 언주로 211 211|서울 강남구 도곡동 146-92 지하1층|07:00~21:00 / 주문마감 20:30|주차가능
투썸플레이스|수원시청점|031-222-9533|경기도 수원시 팔달구 권광로 175번길 52,105호(인계|경기 수원시 팔달구 인계동 1030-6번지 105호|07:30 ~ 01:00|건물내 주차 가능
투썸플레이스|전주CGV중앙점|063-285-2388|전북 전주시 완산구 전주객사3길 72|전북 전주시 완산구 고사동 355-1|10:00~23:00|1시간 무료주차가능
투썸플레이스|대산터미널점|041-666-4100|충남 서산시 대산읍 정자동2로 11-30||09:00~22:00|주차가능
투썸플레이스|평택시청점|031-654-0082|경기도 평택시 중앙로 272|경기도 평택시 합정동 964-12|8 : 00 ~ 23 : 00|건물내 주차 가능
투썸플레이스|울산우정혁신도시점|052-244-7200|울산 중구 종가로 310|울산 중구 우정동 498-1|08:00 ~ 22:00|주차가능
투썸플레이스|부천복사역점|032-342-7003|경기 부천시 소사로 124|경기도 부천시 소사구 소사본동 319-1|09:30~23:30|주차가능
투썸플레이스|KR청도휴게소하점|054-373-8121|경북 청도군 청도읍 하지길 50-49|경북 청도군 청도읍 거연리 950 청도휴게소하|08:00 ~ 19:50|청도새마을휴게소 주차장 이용
투썸플레이스|부평남부역점|032-513-2459|인천 부평구 경인로 946|인천광역시 부평구 부평동 658 1층|08:00시 ~ 23:00|주차불가
투썸플레이스|KR청도휴게소상점|054-373-6280|경북 청도군 청도읍 거연리 산288-5|경북 청도군 청도읍 거연리 산288-5|08:00 ~ 19:50|청도새마을휴게소 주차장 이용
투썸플레이스|인천공항여객터미널점|032-743-7041|인천 중구 공항로 272, 지하1층(운서동, 여객터미널)|인천 중구 운서동 2840 지하1층 운서동, 여객터미널|06:30~22:00|
투썸플레이스|광주운암점|062-522-5223|광주 북구 대자실로 30|광주광역시 북구 운암동 940-1|10:00~23:30|주차가능
투썸플레이스|양재매헌역점|02-573-2389|서울 서초구 강남대로16길 3, 양재디에스타워 1층|서울특별시 서초구 양재동 315-5 양재, 디에스타워 1층|월~금 : 07:00 ~ 24:00/ 토,일 : 08:00 ~ 23:00|주차불가
투썸플레이스|건대입구CGV점|-1544-1122|서울시 광진구 아차산로30길 36|서울특별시 광진구 자양동 9-4 3층|영화상영시간|지하주차장 이용
투썸플레이스|청주율량점|043-212-7453|충북 청주시 청원구 주성로 263 우솔빌딩 (주중동)|충북 청주시 상당구 주중동 172-16|08:30~23:00|주차가능
투썸플레이스|평창올림픽플라자점|033-333-7877|강원도 평창군 올림픽로 177|강원 평창군 대관령면 횡계리 354-7|평일 09:30~21:30 / 토,일 09:00~22:00|주차가능
투썸플레이스|대전법동점|042-626-8300|대전 대덕구 동춘당로 187|대전 대덕구 법동 192-1|8시~23시|주차장 없음
투썸플레이스|병점역점|031-222-6954|경기도 화성시 떡전골로98|경기 화성시 병점동 383-1|08:00~23:00|주차불가
투썸플레이스|울산센트럴자이점|052-256-2247|울산 남구 삼산로231|울산 남구 달동 1364-1 1층|08:00 ~ 23:00|주차가능
투썸플레이스|센텀CGV점|051-745-2874|부산 해운대구 센텀남대로 35, 신세계백화점 서관7층|부산 해운대구 우동 1495번지 신세계 백화점 7층 서관 cgv내|일-목 08:00~23:00 / 금,토 08:00~24:00|지하주차장 주차가능. 단,요금별도
투썸플레이스|대전CGV점|042-257-5605|대전 중구 계백로 1700, 세이2 6층|대전 중구 문화동 1-16 세이2  6층  CGV내|8:00~21:30|주차가능
투썸플레이스|영등포CGV점|02-2636-2388|서울 영등포구 영중로 15, 타임스퀘어 4층|서울 영등포구 영등포동4가 441-10 타임스퀘어 4층 CGV 내|월-목 8~23시 / 금 8~24시 / 토 7~24시 / 일 7~23시|유료주차 가능
투썸플레이스|마곡점|02-3662-5800|서울 강서구 마곡중앙6로 40|서울 강서구 마곡동 774-9 1층|월-금 7:30~23:00 / 토-일 8:00~23:00|매장 건물 지하주차장에 주차 가능
투썸플레이스|광주봉선점|062-672-0102|광주 남구 봉선로 156|광주 남구 봉선동 111-7|월-토 09:00~2:00 / 일 09:00~24:00|주차가능
투썸플레이스|대구칠곡학정점|053-325-2326|대구 북구 호국로 808|대구 북구 학정동 452-3|09:00 ~ 00:00|주차가능
투썸플레이스|제주애월한담점|064-799-7949|제주도 애월읍 애월리 2489번지 외 1필지|제주 제주시 애월읍 애월리 2489번지|월-일 09:00~20:00|주차가능
투썸플레이스|경찰병원역점|02-2142-3456|서울 송파구 중대로 135|서울 송파구 가락동 79번지|평일 08:00~19:00 / 주말,공휴일 휴점|건물 주차 가능
투썸플레이스|목포백년대로점|061-980-7715|전남 목포시 백년대로 319|전남 목포시 상동 835목포상동 미르치과 1층|월-토 08:00~22:30 / 일 10:00~22:30|주차가능
투썸플레이스|광주용봉CGV점|062-264-2020|광주광역시 북구 문화소통로 170 (용봉동,하미스포렉스) 1층|광주 북구 용봉동 17-1|일-목 09:00~22:00 / 금-토 09:00~23:00|주차가능
투썸플레이스|은평구청점|02-352-1433|서울 은평구 은평로 194|서울 은평구 응암동 81-173|평일,주말 08:00 ~ 23:00|4대 가능
투썸플레이스|풍무트레이더스점|031-983-7791|경기도  김포시 김포대로 715|경기 김포시 풍무동 16-10|10:00~22:00 매월 둘째, 넷째 수요일 의무휴업|이마트트레이더스 주차장 이용
투썸플레이스|청주나보나스퀘어점|043-223-3232|충북 청주시 상당구 상당로 66|충북 청주시 상당구 문화동 93-1|10:00~22:00|주차가능
투썸플레이스|제주엠제이벤처오름점|064-759-7400|제주 제주시 첨단로 199|제주 제주시 영평동 2169-4|평일 08:00~00:00 / 주말 09:00~00:00|주차가능
투썸플레이스|경산중산점|053-814-2772|경북 경산시 펜타힐즈로 74|경북 경산시 중산동 632 힐즈스퀘어1차 110호|09:00-23:30|주차가능
투썸플레이스|김해대로점|055-336-5565|경남 김해시 김해대로 2447|경남 김해시 삼정동 618-15|09:00~24:00|주차가능
투썸플레이스|구미G7스퀘어점|054-441-8500|경북 구미시 야은로 296|경북 구미시 봉곡동 36 G7SQUARE 1층|09:00 ~ 24:00|가능G7SQUARE 주차장 무료 이용
투썸플레이스|금천롯데캐슬골드파크점|02-802-1222|서울 금천구 벚꽃로 40|서울 금천구 독산동 1147|09:00~23:00|주차불가
투썸플레이스|신림녹두거리점|02-877-2525|서울 관악구 신림로 127|서울 관악구 신림동 1515, 1층 103~104호|07:30~01:00|주차불가
투썸플레이스|충남금산점|041-753-7771|충남 금산군 금산읍 금산로 1528|충남 금산군 금산읍 중도리 206-6||불가능
투썸플레이스|부산동래역점|051-552-2373|부산 동래구 명륜로 129번 가길 7 C동  2층|부산 동래구 명륜동 553-12 C동 2층|월-목,일 09:00~01:00 / 금,토 09:00~02:00|
투썸플레이스|이태원역점|02-792-2377|서울 용산구 이태원로 180 (이태원동, 스카이하이)|서울 용산구 이태원동 127-12, 3층|24시간 운영|주차불가
투썸플레이스|포항송도점|054-232-0505|경북 포항시 남구 송도해안길 68|경북 포항시 남구 송도동 254-325|10:00 ~ 24:00|주차 가능
투썸플레이스|울산태화루점|052-248-5720|울산 중구 태화로 287|울산 중구 태화동 35-16|10:00 ~ 22:00|주차가능
투썸플레이스|창원용호점|055-274-2323|경남 창원시 의창구 용지로 169번길 11-14|경남 창원시 의창구 용호동 73-3|09:00~24:00|1만원이상구입시 1시간무료
투썸플레이스|대구MBC네거리점|053-743-1910|대구 동구 동대구로 415-1, 1~3층(신천동)|대구 동구 신천동 139-7|08:00~21:00|주차가능
투썸플레이스|대구가창점|053-763-3295|대구 달성군 가창면 가창로 176길 30|대구 달성군 가창면 냉천리 2-17번지|10:00 ~ 23:00|주차 가능
투썸플레이스|천안청당마을점|041-566-2206|충남 천안시 동남구 남부대로 322, 1층 101호(청당동)|충남 천안시 동남구 청당동 155-6|09:00 ~ 24:00|주차가능
투썸플레이스|화성향남점|031-8058-1060|경기도 화성시 향남읍 발안로 103-6|경기 화성시 향남읍 행정리 474-5|9:00 ~ 23:00|주차가능
투썸플레이스|전북부안점|063-584-6009|전북 부안군 부안읍 석정로 220|전북 부안군 부안읍 봉덕리 574-65|09:00~22:30|인근 주차장이용
투썸플레이스|부산주례역점|051-316-2030|부산 사상구 가야대로 300-0(주례동)|부산 사상구 주례3동 1163-9|09:00 ~ 24:00|주차가능
투썸플레이스|상도해링턴플레이스점|02-813-8282|서울 동작구 상도로 207|서울 동작구 상도동 536상도효성해링턴플레이스 상가 1층, 신동아리버파크 101동 앞|09:00~23:00|주차가능
투썸플레이스|대구백화점|053-425-2631|대구 중구 동성로 30|대구 중구 동성로2가 166-1 대구백화점 1층|월-목 10:30~20:00 / 금-일 10:30~20:30 / 백화점 휴점일 휴무|백화점 주차가능
투썸플레이스|봉담L패션타운점|031-222-0007|경기도 화성시 봉담읍 삼천병마로 1079-9, 2층|경기 화성시 봉담읍 왕림리 15-14, 2층|8:00 ~ 22:00|주차가능
투썸플레이스|화랑대역점|02-972-9090|서울 노원구 노원로 3|서울 노원구 공릉동 우토파크 프라자 B01호|08:30-23:30|주차가능
투썸플레이스|센텀스카이비즈점|051-782-6282|부산 해운대구 센텀중앙로 97 (재송동)|부산 해운대구 재송동 1208-2|월~금 08:00 ~ 23:00 / 토~일, 공휴일 09:00~23:00|주차가능
투썸플레이스|청주분평대로점|043-292-2830|충북 청주시 서원구 1순환로 1142|충북 청주시 흥덕구 분평동 561|08:30~24:00|주차가능
투썸플레이스|나주예가람타워점|061-333-8484|전라남도 나주시 상야1길 7 (빛가람동) 1-2층|전남 나주시 빛가람동 196-3|평일 08:00~23:00 / 토,일 09:00~23:00|건물 내 주차장이용
투썸플레이스|금정역점|031-427-2308|경기도 군포시 공단로 356-54|경기도 군포시 산본동 1026-10 1층|월-금 08:00~22:00 / 토,일 10:00~21:00|상가주차장 이용가능
투썸플레이스|창원중동점|055-296-2288|경남 창원시 의창구 평산로207번길 4|경남 창원시 의창구 서상동 666-5|08:00~23:00|
투썸플레이스|대전건양대병원점|070-4210-6611|대전 서구 관저동로 158|대전 서구 관저동 1643|평일-토요일 07:00~21:00 / 일요일 및 공휴일 08:00~20:00|주차가능
투썸플레이스|청주신봉네거리점|043-265-1014|충북 청주시 흥덕구 사운로 301|충북 청주시 흥덕구 신봉동 51-5|08:30~23:30|주차가능
투썸플레이스|광주쌍촌DT점|062-373-2388|광주 서구 상무대로 956 (쌍촌동)|광주 서구 쌍촌동 상무대로 956번길 3|07:00~23:00|주차가능
투썸플레이스|천안업성LAKE점|041-552-3535|충남 천안시 서북구 업성수변로 79,1-2층(성성동)|충남 천안시 서북구 성성동 45-4|10:00~22:00 평일,주말|주차 가능
투썸플레이스|영주가흥점|054-636-6333|경북 영주시 대학로 262번길 10|경북 영주시 가흥동 1646|9:00 - 23:00|주차가능
투썸플레이스|오산세교점|031-373-3100|경기도 오산시 문헌공로 9, 103.104.201.202호(금왕동, G플레이스|경기도 오산시 금암동 503-2|09:00~23:00|주차가능
투썸플레이스|대림삼거리점|02-831-6675|서울 영등포구 대림동 952-19|서울 영등포구 대림1동 952-19 삼성YJ그랜드빌딩 1층|07:00~23:00|주차가능[1시간 무료주차, 추가 30분당 1,500원]
투썸플레이스|부산온천천점|051-553-0514|부산 동래구 온천천로 329, 2층(수안동)|부산 동래구 수안동 41-14|09:00~23:30|주차가능
투썸플레이스|수지동천역점|031-525-3434|경기도 용인시 수지구 신수로 767|경기 용인시 수지구 동천동 899|평일 8:00-22:00 / 주말,공휴일 10:00-22:00|주차가능
투썸플레이스|부산가덕도점|051-832-8870|부산 강서구 가덕해안로 590(천성동)|부산 강서구 천성동 1583-2번지|10:00~22:00|주차가능
투썸플레이스|충북보은점|043-543-0110|충북 보은군 보은읍 보청대로 1859|충북 보은군 보은읍 교사리 26-5|10:00~22:00|주차가능
투썸플레이스|울산중리사거리점|052-258-0027|울산 남구 돋질로 322|울산 남구 삼산동 1544-2|08:00~23:00|주차가능
투썸플레이스|통영죽림점|055-641-1177|경남 통영시 광도면 죽림해안로 144|경남 통영시 광도면 죽림리 1580-55|10:00~23:00|매장주변 무료 주차가능
투썸플레이스|전남영광점|061-352-2520|전남 영광군 천년로 1498|전남 영광군 영광읍 남천리 309-12|월-금 09:00~23:00 / 토,일 10:00~23:00|노상주차장 이용
투썸플레이스|예산군청점|041-331-3313|충청남도 예산군 예산읍 예산로 184|충남 예산군 예산읍 예산리 431-2|평일 08:00~22:00 / 주말 09:00~22:00|주차가능
투썸플레이스|잠실푸드월드점|02-2143-1557|서울 송파구 올림픽로 240|서울 송파구 잠실동 40-1 지하1층|오전9시~오후22시 연중무휴|주차가능
투썸플레이스|대전탄방중앙점|042-471-2388|대전 서구 둔산남로 94, 1~2층|대전 서구 탄방동 710번지 1층|07:00~23:00 / 금,토 24:00 연장근무 / 연중무휴|주차가능
투썸플레이스|부산아트몰링점|051-999-7309|부산 사하구 낙동남로 1413|부산 사하구 하단동 526-6 아트몰링 B1|10:00~22:00|주차가능
투썸플레이스|장유푸드타운점|055-331-1259|경상남도 김해시 월산로 162 (부곡동) 네오푸드상가 내|경남 김해시 부곡동 801-11 네오푸드상가 내|10:00 ~ 23:00|주차가능
투썸플레이스|의정부금오점|031-853-0836|경기도 의정부시 청사로 45|경기 의정부시 금오동 473-1|월~금 8:30~23:30 / 주말, 공휴일 8:30~24:00|건물주차가능 - 1시간무료
투썸플레이스|인천서창점|032-466-2324|인천 남동구 서창남순환로216번길 30|인천 남동구 서창동 704-1|08:00~23:30|주차가능
투썸플레이스|대구신평리점|053-592-0600|대구 서구 국채보상로 223|대구 서구 평리동 1094-18 대원빌딩 1,2층|월요일 09:00~22:30 / 화요일-금요일 09:00~23:30 / 토요일-일요일 10:00~23:30|건물 지하 주차가능
투썸플레이스|남양주진접점|031-571-0507|경기도 남양주시 진접읍 해밀예당3로 87|경기 남양주시 진접읍 금곡리 1076-4|월~일: 09:00~22:00|주차불가
투썸플레이스|인천만수향촌점|032-212-1827|인천 남동구 만수로 80|인천 남동구 만수동 822-26|월-목,일 09:00~23:30 / 금,토 09:00~25:30|주차불가
투썸플레이스|대구반월당점|053-253-3356|대구 중구 달구벌대로 2068 (남산동)|대구 중구 남산동 505번지|[월~일] 08:00 ~ 23:00|주차 2시간 무료
투썸플레이스|서울역센트럴자이점|02-363-5558|서울 중구 만리재로 175, 401동 2층|서울 중구 만리동2가 37-2|9:00~22:30|가능 - 주차공간 협소
투썸플레이스|안성중앙대점|031-677-6060|경기도 안성시 대덕면 서동대로 4717|경기 안성시 대덕면 신령리 500-21|평일 8시~23시 / 주말 9시~23시|20대 가능
투썸플레이스|천안용곡점|041-578-5558|충청남도 천안시 동남구 용곡5길 37-4|충남 천안시 동남구 용곡동 464-27|월-일 09:00~22:30|주차가능
투썸플레이스|부천세무서점|032-322-5696|경기도 부천시 신흥로 270|경기 부천시 원미구 중동 1060|08:00-23:00|주차가능
투썸플레이스|대전유성온천점|042-822-0429|대전광역시 유성구 온천로 84 (봉명동)|대전 유성구 봉명동 545-2|09:00~23:00|
투썸플레이스|창원상남점|055-262-2398|경남 창원시 성산구 마디미로 44번길 9|경남 창원시 상남동 23-2번지 1F|09:00 ~ 24:00|주차가능
투썸플레이스|세관사거리점|02-545-2377|서울 강남구 논현동 90-2 1층|서울 강남구 논현동 90-2 1층|평일 07:00~23:00 / 주말 08:00~23:00|주차가능
투썸플레이스|경남함안점|055-584-0601|경남 함안군 가야리 81-0|경남 함안군 가야읍 밀산리 611-5|09:00~23:00|주차가능
투썸플레이스|인천법원점|032-875-1449|인천 미추홀구 소성로 197, 1층 (학익동)|인천 남구 학익동 239-13 1층|08:00~23:00|주차불가
투썸플레이스|목포하당점|061-284-0775|전남 목포시 통일대로 66|전남 목포시 상동 1124-1|월~일 09:30~01:00|공영주차장 이용 가능
투썸플레이스|아산북수점|041-544-3031|충청남도 아산시 배방읍 배방로210 투썸플레이스|충남 아산시 배방읍 253-2|08:00~23:00|주차가능
투썸플레이스|서면중앙점|051-803-3690|부산시 부산진구 동천호 63-0|부산 부산진구 부전동 222-6|24시간|
투썸플레이스|석계역점|02-915-7955|서울 노원구 석계로1길 10(월계동)|서울 노원구 월계동 58-2|08시~02시|주차불가
투썸플레이스|왕산해수욕장점|032-746-8081|인천 중구 을왕동 808-25|인천 중구 을왕동 808-25|월-일: 09:00~23:00|주차가능
투썸플레이스|분당서현점|031-703-2399|경기도 성남시 분당구 황새울로342번길 황새울로342번길 15|경기 성남시 분당구 서현동 250-6, 은성빌딩본치과병원1층|월-목,일 07:00~24:00 / 금,토 24시간|주차비 지원 불가
투썸플레이스|동전주점|063-247-5557|전북 전주시 덕진구 동부대로 841|전북 전주시 덕진구 호성동1가 587-22|09:00~23:00|주차가능
투썸플레이스|광명소하점|02-897-0011|경기 광명시 소하로92번길 6-9, 1층 106호~109호|경기 광명시 소하동 1342-1|일-목 08:00~24:00 / 금, 토 08:00~01:00|주차가능
투썸플레이스|천안백석대로점|041-553-5350|충남 천안시 서북구 백석로 73|충남 천안시 서북구 백석동 152-5|09:00~23:00|가능 - 약 20대
투썸플레이스|충주연수점|043-845-9482|충북 충주시 계명대로 계명대로 229-1(연수동)|충북 충주시 연수동 1493|09:00~23:00|주차가능
투썸플레이스|수원고색점|031-293-3151|경기도 수원시 권선구 매송고색로794번길 225, 1,2층|경기 수원시 권선구 평리동 215-4|8:30~23:00|주차가능
투썸플레이스|군자역점|02-464-3461|서울 광진구 능동로 289|서울 광진구 군자동 477-12번지 1층|09:00 ~ 22:00|주차불가
투썸플레이스|속초갯배점|033-636-3737|강원 속초시 청초호반로 324-1|강원 속초시 중앙동 482-309|09:00-21:00|주차불가
투썸플레이스|울산유곡점|052-245-6245|울산 중구 종가2길 2-11|울산 중구 유곡동 470-1|10:00~23:30|불가 （인근공영주차장 무료이용）
투썸플레이스|국립중앙박물관2점|02-749-4034|서울 용산구 서빙고로 137|서울 용산구 용산동6가 11-426 3층 국립중앙박물관 서관|월,화,목,금,일 10:00~17:30 / 수,토 10:00~19:30|주차가능
투썸플레이스|케이티앤지을지로타워점|02-6740-4920|서울 중구 마른내로 KT&G을지로타워 3층|서울 중구 초동 106-9|07:30~17:00|주차불가
투썸플레이스|충북혁신중앙점|043-878-2525|충북 음성군 맹동면 장성로 107|충북 음성군 맹동면 두성리 1471 거성호텔 1층|06:30~23:00|주차가능
투썸플레이스|국립중앙박물관1점|02-749-4893|서울 용산구 서빙고로 137|서울 용산구 용산동6가 11-426|월,화,목,금,일 10:00~17:30 / 수,토 10:00~19:30|주차가능
투썸플레이스|논산대학로점|041-735-6005|충남 논산시 중앙로 130|충남 논산시 내동 1232|평일 08:00~24:00, 주말 09:00~24:00|가능 - 10면
투썸플레이스|가산로데오점|02-861-1017|서울 금천구 벚꽃로 254|서울 금천구 가산동 60-24|평일 7:30~21:00 /주말 11:00~21:00|1시간 무료 주차 가능
투썸플레이스|제주휘슬락호텔점|064-755-7001|제주 제주시 서부두2길 26|제주 제주시 건입동 1443-2 휘슬락호텔 1층|08:00~22:00|점포 앞 공영주차장 무료이용 가능
투썸플레이스|한양대학생복지관점|02-2292-8880|서울 성동구 왕십리로 222 .1층 왕십리로 222 .1층 한양대학교 학생복지관 1층|서울 성동구 행당동 17 한양대학교 학생복지관 1층|평일 07:00~21:00 / 주말 08:00~17:00|한양대학교 주차장 이용 유료
투썸플레이스|대구신서이노밸리점|053-965-9997|대구 동구 경안로 847|대구 동구 각산동 1035-6|평일 09:00~23:30 / 토,일 09:30~23:30|건물주차장 사용가능
투썸플레이스|구리갈매점|031-528-3397|경기도 구리시 갈매중앙로 89-8|경기 구리시 갈매동 285-11|월-금 09:30~23:00 / 토,일 10:00~23:00|주차가능
투썸플레이스|부천MJ컨벤션점|070-8838-0216|경기 부천시 소사구 경인로 386|경기 부천시 소사구 소사본동 65-7|09:00-22:00|주차가능
투썸플레이스|천안신불당SK점|041-557-1252|충남 천안시 서북구 불당 19로 92|충남 천안시 서북구 불당동 1799|평일 08:00~23:00 / 주말 09:00~23:00|주차가능
투썸플레이스|서현로데오점|031-701-5334|경기도 성남시 분당구 분당로53번길 16|경기 성남시 분당구 서현동 268-3 정일빌딩 2층|월-목,일 07:00 ~ 23:00 / 금,토 07:00 ~ 24:00|주차가능
투썸플레이스|언양교동점|052-275-9192|울산 울주군 삼남면 교동리 삼남면 교동리 300-4|울산 울주군 삼남면 교동리 300-4|08:30 ~ 24:00|무료주차 가능
투썸플레이스|대전법원점|042-482-2388|대전 서구 둔산로137번지 36 1층|대전 서구 둔산동 1479번지 1층 투썸플레이스 대전법원점|평일 08:30~24:00, 주말 08:30~24:00|인근유료주차장 이용 가능
투썸플레이스|광주수완롯데마트점|062-975-2883|광주 광산구 장신로 98|광주 광산구 장덕동 1678|10:00~22:00|주차가능
투썸플레이스|예술의전당점|02-582-4541|서울 서초구 반포대로 34|서울 서초구 서초동 1459-13 로얄빌딩 1층|평일 07:30~23:00 / 주말 08:30~23:00|주차가능
투썸플레이스|인천간석점|032-422-0709|인천 남동구 남동대로 894|인천 남동구 간석동 207-11|평일,주말 08:00~23:00|자세한 내용은 기타 사항 확인 부탁드립니다
투썸플레이스|논현역사거리점|02-547-2388|서울 강남구 강남대로 548, 1층|서울 강남구 논현동 120 건우빌딩 1층 논현역1번 출구|07:00~24:00|주차불가
투썸플레이스|창원동읍점|055-296-2130|경남 창원시 의창구 동읍 동읍로 238, 1층|경남 창원시 의창구 동읍 신방리 361-5|09:30 ~ 22:30|주차가능
투썸플레이스|압구정로데오역점|02-3443-2800|서울 강남구 선릉로 845|서울 강남구 신사동 664-6|주중/주말 07:30 ~ 23:00|주차불가
투썸플레이스|강남수서점|02-459-0030|서울 강남구 광평로 34길 30|서울 강남구 수서동 589-3|07:00 ~ 23:00|주차가능
투썸플레이스|천안신부점|041-566-8596|충남 천안시 동남구 먹거리10길 12|충남 천안시 동남구 신부동 456-15 2,3층|10:00~24:00 평일,주말|주차불가
투썸플레이스|옥수역점|02-2298-4956|서울 성동구 독서당로40길 37|서울 성동구 옥수동 560 1층|07:00~23:00|주차가능
투썸플레이스|대구진천아이팜메디타워점|053-635-5755|대구 달서구 월배로 58|대구 달서구 진천동 635-1 아이팜메디타워 1,2층|8:00 ~ 24:00|건물 뒤편 주차가능
투썸플레이스|일산문화공원점|031-901-8281|경기도 고양시 정발산로 31-17|경기 고양시 일산동구 장항동 858-1|월-목 08:00~23:00 / 금, 토 08:00~01:00 / 일 07:00~23:00|건물주차장 1시간 30분 무료
투썸플레이스|안산중앙로데오점|031-405-1919|경기도 안산시 단원구 고잔1길 40|경기 안산시 단원구 고잔동 540-1 동원빌딩 206, 207호|09:00~02:00|점포앞 공용주차장유료
투썸플레이스|김포홈플러스점|031-984-7779|경기도 김포시 중봉로 14(감정동, 김포홈플러스 2층)|경기 김포시 감정동 692 김포홈플러스 2층 푸드코트 내|10:00~22:00 매월 둘째, 넷째 수요일 의무휴업|홈플러스 주차장 이용가능
투썸플레이스|동탄타운하우스점|031-8003-2780|경기도 화성시 10용사로 563|경기 화성시 반송동 190-2|09:00~22:00|지하1층 25대 가능
투썸플레이스|보령중앙점|041-932-1717|충남 보령시 보령북로 95(대천동)|충남 보령시 대천동 153-18|평일,주말: 8:00 ~ 22:00|주차가능
투썸플레이스|서울시립대점|02-2212-3368|서울 동대문구 전농로 214|서울 동대문구 전농동 150-79|월-금 8:30~02:00 / 토 9:00~02:00 / 일 9:00~23:00|주차불가
투썸플레이스|경북성주점|054-933-0110|경북 성주군 성주로 3263-3|경북 성주군 성주읍 성산리 2101-4|09:00 - 23:00|주차가능
투썸플레이스|김해외동점|055-324-2780|경남 김해시 분성로 112|경남 김해시 외동 253-2|09:00~24:00|주차가능
투썸플레이스|대전월평선사점|042-472-7678|대전 서구 청사로 128, 103, 106-1호|대전 서구 월평동 282-3|평일 8:00~23:00 / 주말 9:00~23:00|주차가능
투썸플레이스|부산백양대로점|051-312-0530|부산 사상구 백양대로 655|부산 사상구 괘법동 459번지|평일 08:00 ~ 25:00 새벽1시 / 주말 08:00 ~ 26:00 새벽 2시|대형 주차장 완비
투썸플레이스|상계사거리점|02-937-0014|서울 노원구 동일로 1374|서울 노원구 상계동 749 2층|8:00-23:00 (라스트 오더 22:30)|일부 가능
투썸플레이스|전주하가점|063-271-8240|전북 전주시 덕진구 가련산로 20|전북 전주시 덕진구 덕진동2가 694-2|09시~ 23시 30분|주차가능
투썸플레이스|나주호수공원점|061-332-1523|전남 나주시 중야2길 14|전남 나주시 빛가람동 336-3|09:00~24:00|건물 내 주차가능
투썸플레이스|용인보라점|031-275-9799|경기 용인시 사은로 31|경기 용인시 기흥구 보라동 411-3|09:00~23:00|주차가능
투썸플레이스|숭실대점|070-8101-1425|서울 동작구 사당로 36-1|서울 동작구 상도동 506 1,2층|10:00-22:00 / 방학기간 영업시간 11:00-21:00|불가능
투썸플레이스|인천삼산점|032-517-8063|인천 부평구 길주로 659 미라쥬타워|인천 부평구 삼산동 461-4 미라쥬타워 110~111호|월~목: 09:00~23:00, 금~일: 09:00~24:00|
투썸플레이스|익산중앙점|063-855-8500|전라북도 익산시 중앙로 28-1 (중앙동3가)|전북 익산시 중앙동3가 26-1|9시 ~ 22시|주차불가
투썸플레이스|명동대연각타워점|02-318-2388|서울 중구 퇴계로 97 대연각타워 25-5|서울 중구 충무로1가 25-5 고려대연각타워 1층|월-금 07:00~23:00 / 토,일 08:00~23:00|건물내 유료 주차장 이용 가능
투썸플레이스|여수라테라스점|061-643-3103|전라남도 여수시 돌산읍 진모1길 29-14 (평사리) 1층|전남 여수시 돌산읍 평사리 1405-32|일-목 08:00~22:00 / 금,토 08:00~23:00|인근 주차장 이용가능
