input|id|name|oldaddr|newaddr|tell|cat|xcord|ycord|url
다음 2022년 3월예정|1172870627|성남아트리움 (2022년3월예정)|경기 성남시 수정구 태평동 3309|경기 성남시 수정구 수정로171번길 10||문화,예술/문화시설//|127.13923088|37.44426688|
다음 2022년 3월예정|1911549649|강남취창업허브센터 (2022년3월예정)|서울 강남구 역삼동 789-11|서울 강남구 역삼로 160||사회,공공기관/행정기관//|127.03672891|37.49470247|
다음 2022년 3월예정|339762035|가톨릭대학교 성의교정 옴니버스파크(2022년 3월 완공예정)|서울 서초구 반포동 505|서울 서초구 반포대로 222||의료,건강/병원부속시설//|127.00567695|37.49808952|
다음 2022년 3월예정|298621836|한강DIMC테라타워 (2022년3월예정)|경기 남양주시 다산동 203-1|||부동산/빌딩//|127.17187741|37.59532556|
다음 2022년 3월예정|26536752|남현제1공영주차장 (2022년3월예정)|서울 관악구 남현동 1063-1|||교통,수송/교통시설/주차장/공영주차장|126.97928868|37.47572392|
다음 2022년 3월예정|827464898|중앙대학교 광명병원 (2022년3월예정)|경기 광명시 일직동 501|||의료,건강/병원/대학병원/|126.88593983|37.42426787|https://www.caugmc.or.kr
다음 2022년 3월예정|633570128|오남역 (2022년3월예정)|경기 남양주시 오남읍 양지리 723-4|||교통,수송/지하철,전철//|127.1910571|37.70509783|
다음 2022년 3월예정|712562013|의정부지방검찰청 남양주지청(2022년3월예정)|경기 남양주시 다산동 3232|경기 남양주시 다산중앙로82번안길 149||사회,공공기관/행정기관/검찰청/지방검찰청|127.16777727|37.61400355|
다음 2022년 3월예정|86405273|공공지식산업센터2차 (2022년3월예정)|경기 성남시 수정구 금토동 422-1|||부동산/빌딩//|127.08545108|37.40612387|
다음 2022년 3월예정|639968586|별내별가람역 (2022년3월예정)|경기 남양주시 별내동 836|||교통,수송/지하철,전철//|127.11542877|37.66749112|
다음 2022년 3월예정|2058981780|의정부지방법원 남양주지원(2022년 3월 예정)|경기 남양주시 다산동 3215-6|경기 남양주시 다산중앙로82번안길 161||사회,공공기관/사법기관/법원/지방법원|127.1688062|37.61423274|
다음 2022년 3월예정|1353251821|가산한화비즈메트로2차 (2022년3월예정)|서울 금천구 가산동 554-2|||부동산/빌딩//|126.88149961|37.47245061|
다음 2022년 3월예정|1403811455|다산새봄중학교 (2022년3월예정)|경기 남양주시 다산동 6129|||교육,학문/학교/중학교/|127.15906418|37.61885933|
다음 2022년 3월예정|992535148|LG아트센터 (2022년3월예정)|서울 강서구 마곡동 812|서울 강서구 마곡중앙로 136||문화,예술/문화시설/공연장,연극극장/|126.82927805|37.56536922|
다음 2022년 3월예정|1550850268|국공립백현하나어린이집 (2022년3월개원예정)|경기 성남시 분당구 백현동 523|경기 성남시 분당구 판교역로 87|031-709-5230|교육,학문/유아교육/어린이집/|127.10812341|37.38897149|
다음 2022년 3월예정|479014649|부천소사경찰서 (2022년3월예정)|경기 부천시 옥길동 793-4||182|사회,공공기관/행정기관/경찰서/|126.82444499|37.46876567|http://www.ggpolice.go.kr/bcss/
다음 2022년 3월예정|1003320513|범박중학교 (2022년3월예정)|경기 부천시 범박동 232-3|||교육,학문/학교/중학교/|126.81466735|37.46901113|
다음 2022년 3월예정|208362763|마들보건지소 (2022년3월예정)|서울 노원구 상계동 1035-1|||의료,건강/보건소/보건지소/|127.05526689|37.67150978|
다음 2022년 3월예정|1846193392|장영심가마솥곰탕 (2022년3월예정)|서울 종로구 신문로2가 1-166|서울 종로구 경희궁1길 33-14||음식점/한식/곰탕/|126.96885873|37.57293077|
다음 2022년 3월예정|613654349|지축아인시티프라자 (2022년3월예정)|경기 고양시 덕양구 지축동 680-2||1661-1342|가정,생활/상가,아케이드//|126.91500169|37.64953338|
다음 2022년 3월예정|1197228828|용산역사박물관 (2022년3월예정)|서울 용산구 한강로3가 65-154|서울 용산구 한강대로14길 35-29||문화,예술/문화시설/박물관/|126.96580941|37.52524368|
다음 2022년 3월예정|1464863382|콩게미 (2022년3월예정)|경기 용인시 기흥구 고매동 546-24 1층|경기 용인시 기흥구 공세로 20|031-285-5277|음식점/한식/국수/|127.1035381|37.22890313|
다음 2022년 3월예정|11213437|한국공학대학교 (2022년3월 명칭변경예정)|경기 시흥시 정왕동 2121-1|경기 시흥시 산기대학로 237|031-8041-1000|교육,학문/학교/대학교/|126.73367093|37.3401504|http://www.kpu.ac.kr
다음 2022년 3월예정|2140976765|독도체험관 (2022년3월예정)|서울 영등포구 영등포동4가 442 지하2층|서울 영등포구 영중로 15||교육,학문/교육단체/체험학습장/|126.90344449|37.51725151|
다음 2022년 3월예정|1723555893|서남권안전교육센터 (2022년3월예정)|서울 강서구 내발산동 739|서울 강서구 마곡중앙로 11||교육,학문///|126.8258858|37.55515599|
다음 2022년 3월예정|2039743238|푸른도서관 (2022년3월예정)|서울 구로구 항동 산 17|||교육,학문/학습시설/도서관/|126.82503403|37.48569829|
다음 2022년 3월예정|39606014|산업역사박물관 (2022년3월예정)|경기 안산시 단원구 초지동 667|경기 안산시 단원구 동산로 268||문화,예술/문화시설/박물관/|126.81810378|37.32370074|
다음 2022년 3월예정|832025112|치동중학교 (2022년3월개교예정)|경기 화성시 영천동 790|||교육,학문/학교/중학교/|127.09169521|37.20854919|
다음 2022년 3월예정|1572927235|스마트팩토리 (2023년3월예정)|경기 안산시 상록구 사동 1639-9|||교육,학문/연구소//|126.82879258|37.2849884|
다음 2022년 3월예정|908363382|현송중학교 (2022년 3월 예정)|인천 연수구 송도동 399-11|||교육,학문/학교/중학교/|126.61963439|37.39299537|
다음 2022년 3월예정|26568287|나래중학교 (2022년3월예정)|경기 김포시 구래동 6893-3|||교육,학문/학교/중학교/|126.62573106|37.63880366|
다음 2022년 3월예정|216814440|인천이음중학교 (2022년3월예정)|인천 서구 원당동 90-2|||교육,학문/학교/중학교/|126.71182656|37.59962187|
다음 2022년 3월예정|232914382|인천아라중학교 (2022년3월예정)|인천 서구 당하동 산 41-1|||교육,학문/학교/중학교/|126.70373874|37.58596988|
다음 2022년 3월예정|494645727|마산동행정복지센터 (2022년3월준공예정)|경기 김포시 마산동 619-1||031-5186-3819|사회,공공기관/지방행정기관/행정복지센터/|126.64134868|37.64365349|
다음 2022년 3월예정|10163971|고덕초등학교 (2022년3월개교예정)|경기 평택시 고덕면 좌교리 275-1|||교육,학문/학교/초등학교/|127.02892866|37.04115277|
다음 2022년 3월예정|1677845346|시저스코리아 복합리조트 (2022년3월예정)|인천 중구 운북동 1276-7|||여행/숙박/콘도,리조트/|126.52492495|37.52364081|
다음 2022년 3월예정|860407634|동패유치원 (2022년3월 예정)|경기 파주시 동패동 1795|경기 파주시 교하로 272||교육,학문/유아교육/유치원/|126.74065584|37.71737018|
다음 2022년 3월예정|1279141322|인천아라꿈유치원 (2022년3월예정)|인천 서구 당하동 산 42-2|||교육,학문/유아교육/유치원/|126.70280583|37.58425566|
다음 2022년 3월예정|1520332682|메가스퀘어 (2022년3월예정)|경기 시흥시 정왕동 2718-2|||가정,생활/상가,아케이드//|126.67724681|37.32475192|
다음 2022년 3월예정|27402531|반려동물테마파크 (2022년3월예정)|경기 여주시 상거동 산 16-3|||여행/관광,명소/테마파크/|127.61393602|37.23710631|
다음 2022년 3월예정|993767|이천공영주차장 (2022년3월예정)|경기 이천시 중리동 449|||교통,수송/교통시설/주차장/공영주차장|127.4415132|37.27683007|
다음 2022년 3월예정|1775177880|노마드하우스 (2022년3월예정)|강원 홍천군 남면 남노일리 205|강원 홍천군 남면 남노일로 1077||음식점/카페//|127.76273046|37.6767399|
다음 2022년 3월예정|326604506|남부인지건강센터 (2022년3월예정)|인천 강화군 길상면 온수리 470-13|||사회,공공기관/단체,협회/사회복지시설/노인복지시설|126.48643228|37.64211949|
다음 2022년 3월예정|1869889806|CGV 인제원통(2022년1월예정)|강원 인제군 북면 원통리 459-4|강원 인제군 북면 금강로11번길 19|1544-1122|문화,예술/영화,영상/영화관/CJCGV|128.20656314|38.12018666|
다음 2022년 3월예정|1568554431|세종예술의전당 (2022년3월예정)|세종특별자치시 나성동 267|세종특별자치시 국립박물관로 21||문화,예술/문화시설/공연장,연극극장/|127.26730156|36.48657546|
다음 2022년 3월예정|1993861349|조치원읍 제2복합커뮤니티센터 (2022년3월예정)|세종특별자치시 조치원읍 신흥리 227-1|||교육,학문/문화센터//|127.28826626|36.59511688|
다음 2022년 3월예정|1371075643|금강보행교 (2022년3월예정)|세종특별자치시 연기면 세종리 29-111|||교통,수송/도로시설/교량,다리/|127.28712634|36.48184789|
다음 2022년 3월예정|2039327001|태안UV랜드 (2022년3월예정)|충남 태안군 남면 양잠리 1271-4|충남 태안군 남면 기업도시로 1133||문화,예술/사진/항공촬영/|126.34163042|36.66058604|
다음 2022년 3월예정|555585923|세종교육청안전체험교육원 (2022년3월예정)|세종특별자치시 조치원읍 서창리 308|세종특별자치시 조치원읍 내창천로 54||사회,공공기관/행정기관/행정기관관련기타/|127.2864826|36.60356487|
다음 2022년 3월예정|1418825030|동남2유치원 (2022년3월예정)|충북 청주시 상당구 용암동 2943-258|충북 청주시 상당구 동남로135번길 10||교육,학문/유아교육/유치원/|127.51935857|36.60698402|
다음 2022년 3월예정|1173151421|한들물빛중학교 (2022년3월개교예정)|충남 아산시 탕정면 매곡리 283-1|||교육,학문/학교/중학교/|127.08878095|36.78534988|
다음 2022년 3월예정|1914296545|한국전통문화대학교 세종캠퍼스(2022년3월예정)|세종특별자치시 다정동 965 가온마을7단지 상가 B2호|세종특별자치시 다정중앙로 20||교육,학문/학교/대학교/|127.24993416|36.49339251|
다음 2022년 3월예정|1363130680|동행애견스포츠 직업전문학교 (2022년3월예정)|충남 예산군 봉산면 대지리 439-3|||교육,학문/직업전문교육//|126.68846231|36.74737427|https://dhworldpet.com/애견스포츠-훈련센터
다음 2022년 3월예정|1276852006|원주전통문화교육원 (2022년3월예정)|강원 원주시 명륜동 259|강원 원주시 향교길 37||교육,학문/교육단체//|127.94997864|37.33840743|
다음 2022년 3월예정|1129524670|대전원신흥중학교 (2022년3월예정)|대전 유성구 원신흥동 526|대전 유성구 동서대로735번길 20||교육,학문/학교/중학교/|127.34533193|36.33307762|
다음 2022년 3월예정|600825872|시민문화타워 (2022년3월예정)|충북 제천시 하소동 71-7|||문화,예술/문화시설//|128.19936091|37.14028594|
다음 2022년 3월예정|490662142|서산시 육아종합지원센터 (2022년3월예정)|충남 서산시 석림동 762-1|||사회,공공기관/단체,협회/사회복지시설/아동복지시설|126.46121655|36.77044894|
다음 2022년 3월예정|940268319|보태가 스테이 (2022년3월 오픈예정)|충북 청주시 상당구 가덕면 한계리 308-5|충북 청주시 상당구 가덕면 한계1길 191-24|010-5054-8855|여행/숙박/펜션/|127.56364554|36.61052428|http://blog.naver.com/nana3085
다음 2022년 3월예정|1170610387|안흥찐빵모락모락마을 (2022년3월예정)|강원 횡성군 안흥면 안흥리 1064-2|강원 횡성군 안흥면 주천강로 1868||교육,학문/교육단체/체험학습장/|128.15556737|37.40963715|
다음 2022년 3월예정|1817638525|청주시365열린장애인돌봄센터 (2022년3월예정)|충북 청주시 서원구 산남동 1088|||사회,공공기관/단체,협회/사회복지시설/장애인복지시설|127.46962707|36.60714803|
다음 2022년 3월예정|1549528722|대전호수초등학교 (2022년3월예정)|대전 서구 도안동 195|대전 서구 도안동로 182-20||교육,학문/학교/초등학교/|127.35023173|36.32043784|
다음 2022년 3월예정|997822837|대전산업단지 완충저류시설 (2022년3월예정)|대전 대덕구 대화동 63-11|대전 대덕구 대화로32번길 175||서비스,산업/환경//|127.41248039|36.37495494|
다음 2022년 3월예정|567128783|메가박스 대구신서(2022년3월예정)|대구 동구 신서동 1188-1||1544-0070|문화,예술/영화,영상/영화관/메가박스|128.73204975|35.87657518|
다음 2022년 3월예정|1828985347|국립청소년미래환경센터 (2022년3월예정)|경북 봉화군 춘양면 서벽리 503-1|경북 봉화군 춘양면 춘양로 1466|054-679-3000|교육,학문/교육단체/청소년수련시설/|128.83062127|37.0100103|
다음 2022년 3월예정|164702049|봉화소방서 (2022년3월예정)|경북 봉화군 봉화읍 해저리 617-7|||사회,공공기관/행정기관/소방서/|128.71516197|36.89216331|
다음 2022년 3월예정|1439119117|서대구역 (2022년3월예정)|대구 서구 이현동 747-1|||교통,수송/기차,철도/기차역/KTX정차역|128.54005625|35.88143012|http://www.letskorail.com/
다음 2022년 3월예정|23210674|롯데마트 맥스 창원중앙점(2022년3월예정)|경남 창원시 성산구 중앙동 92|경남 창원시 성산구 중앙대로 123|055-240-2500|가정,생활/대형마트/롯데마트/|128.68025626|35.22545995|http://www.lottemart.com
다음 2022년 3월예정|471493633|한국미래농업고등학교 (2022년 3월 명칭변경 예정)|경북 상주시 모동면 덕곡리 1073|경북 상주시 모동면 덕곡1길 13|054-533-4080|교육,학문/학교/고등학교/|127.96023606|36.32500609|
다음 2022년 3월예정|1777965242|한국에너지공과대학교 (2022년 3월 예정)|전남 나주시 빛가람동|전남 나주시 혁신로 200||교육,학문/학교/대학교/|126.80244698|35.01488436|
다음 2022년 3월예정|1698321104|군산금빛초등학교 (2022년3월예정)|전북 군산시 조촌동 2-94|||교육,학문/학교/초등학교/|126.74229089|35.97963785|
다음 2022년 3월예정|1978982626|국가정보자원관리원 대구센터(2022년3월예정)|대구 동구 도학동 448|||사회,공공기관/지방행정기관//|128.70589851|35.96868441|https://www.nirs.go.kr
다음 2022년 3월예정|1249512109|청송소방서 (2022년3월예정)|경북 청송군 청송읍 금곡리 716|||사회,공공기관/행정기관/소방서/|129.05894988|36.42194019|
다음 2022년 3월예정|1205081746|연지공원푸르지오아파트 (2022년03월예정)|경남 김해시 내동 121-2|||부동산/주거시설/아파트/|128.8660642|35.24767878|
다음 2022년 3월예정|2133569828|중심상가주차타워 (2022년3월예정)|경북 경주시 황오동 244|||교통,수송/교통시설/주차장/공영주차장|129.21422773|35.84255547|
다음 2022년 3월예정|1565754781|광주예술중학교 (2022년3월예정)|광주 북구 매곡동 385|광주 북구 서하로 72||교육,학문/학교/중학교/|126.88755504|35.18691093|
다음 2022년 3월예정|1026979507|죽변면사무소 신청사 (2022년3월예정)|경북 울진군 죽변면 후정리 328|||사회,공공기관/지방행정기관/행정복지센터/면사무소|129.41526897|37.05576726|
다음 2022년 3월예정|1000916943|남구국제스포츠클라이밍장 (2022년3월예정)|대구 남구 봉덕동 산 132-7||053-476-2184|스포츠,레저/클라이밍//|128.59750406|35.83203949|
다음 2022년 3월예정|2041500086|빛고을생생병원 (2022년3월예정)|광주 북구 각화동 480-105|광주 북구 각화대로 7||의료,건강/병원//|126.93190461|35.18210641|
다음 2022년 3월예정|401380860|롯데월드 매직포레스트 (2022년3월예정)|부산 기장군 기장읍 시랑리 348-2||1661-2000|여행/관광,명소/테마파크/|129.21574999|35.19570863|https://adventure.lotteworld.com/
다음 2022년 3월예정|713653898|성주창의문화교류센터 (2022년3월예정)|경북 성주군 성주읍 경산리 597-2|경북 성주군 성주읍 경산길 15-4||교육,학문/문화센터//|128.2853581|35.91700379|
다음 2022년 3월예정|1126028476|대구외곽순환고속도로 (2022년3월예정)|경북 칠곡군 지천면 오산리 803-1|||교통,수송/도로시설/도로명/|128.47405401|35.9008132|
다음 2022년 3월예정|2026123605|최윤덕도서관 (2022년3월예정)|경남 창원시 의창구 북면 무동리 103-2|||교육,학문/학습시설/도서관/|128.57989906|35.3225689|
다음 2022년 3월예정|1773126566|관촌면체육문화센터 (2022년3월예정)|전북 임실군 관촌면 관촌리 518-5|||교육,학문/문화센터//|127.2686849|35.67717014|
다음 2022년 3월예정|423613344|고산노인복지관 별관(2022년3월예정)|대구 수성구 신매동 170-1|||사회,공공기관/단체,협회/사회복지시설/노인복지시설|128.71268264|35.83671401|
다음 2022년 3월예정|892073255|전주만성중학교 (2022년3월 개교예정)|전북 전주시 덕진구 중동 803|전북 전주시 덕진구 중동로 32||교육,학문/학교/중학교/|127.06524129|35.83668415|https://school.jbedu.kr/manseongms
다음 2022년 3월예정|995975880|김천복합혁신센터 (2022년3월예정)|경북 김천시 율곡동 657|||문화,예술/문화시설//|128.18875737|36.12213412|
다음 2022년 3월예정|2113360127|두암팔팔정형외과 (2022년 3월 예정)|광주 북구 두암동 985-3|광주 북구 밤실로 162||의료,건강/병원/정형외과/|126.93523282|35.16201247|https://blog.naver.com/duam88
다음 2022년 3월예정|2006672983|경북휴먼테크고등학교 (2022년3월명칭변경예정)|경북 영천시 금호읍 교대리 172-1|경북 영천시 금호읍 교대길 8-18||교육,학문/학교/고등학교/|128.87375116|35.9323748|http://school.gyo6.net/gumhohs
다음 2022년 3월예정|120086025|건강가정다문화가족지원센터 (2022년3월예정)|경남 산청군 산청읍 옥산리 725 2층|경남 산청군 산청읍 웅석봉로86번길 9-19||사회,공공기관/단체,협회/사회복지시설/|127.87290488|35.40886589|
다음 2022년 3월예정|255168100|서구복합커뮤니티센터 (2022년3월예정)|광주 서구 풍암동 산 14-48|광주 서구 풍암공원로 30||문화,예술/문화시설//|126.88064929|35.13038009|
다음 2022년 3월예정|1895546069|아쿠아드림파크 (2022년3월예정)|부산 기장군 정관읍 모전리 676|||스포츠,레저/수영,수상/수영장/|129.16457981|35.34136459|
다음 2022년 3월예정|250808412|경상북도교육청 발명체험교육관(2022년3월예정)|경북 경주시 황남동 173|경북 경주시 첨성로 97||교육,학문/교육단체//|129.21137224|35.83369493|
다음 2022년 3월예정|119251639|산청복지타운 (2022년3월예정)|경남 산청군 산청읍 옥산리 725|경남 산청군 산청읍 웅석봉로86번길 9-19||사회,공공기관/단체,협회/사회복지시설/|127.8731038|35.40893655|
다음 2022년 3월예정|120122918|장난감백화점 (2022년3월예정)|경남 산청군 산청읍 옥산리 725 1층|경남 산청군 산청읍 웅석봉로86번길 9-19||가정,생활/유아/장난감,완구/|127.87294998|35.40886286|
다음 2022년 3월예정|120126077|공동육아나눔터 (2022년3월예정)|경남 산청군 산청읍 옥산리 725 1층|경남 산청군 산청읍 웅석봉로86번길 9-19||사회,공공기관/단체,협회/사회복지시설/아동복지시설|127.87293898|35.40886384|
다음 2022년 3월예정|1630993877|온샘초등학교 (2022년3월예정)|부산 동래구 온천동 968-3|부산 동래구 충렬대로75번길 25||교육,학문/학교/초등학교/|129.06869967|35.20952152|
다음 2022년 3월예정|935839050|부산패션비즈센터 (2022년3월예정)|부산 동구 범일동 26-4|||부동산/빌딩//|129.05603453|35.14151407|
다음 2022년 3월예정|322682199|세연고등학교 (2022년3월 명칭변경 예정)|부산 남구 대연동 1799-4|부산 남구 진남로 82-19|051-632-4251|교육,학문/학교/고등학교/특성화고등학교|129.08550175|35.13956486|http://bts.hs.kr
다음 2022년 3월예정|358362085|울산시티컨벤션 (2022년3월예정)|울산 중구 남외동 865|울산 중구 염포로 55||가정,생활/결혼/예식장/|129.34802341|35.56137736|
다음 2022년 3월예정|2097922519|전기기술인협회 영남권 교육관(2022년3월예정)|부산 금정구 남산동 120-5|||사회,공공기관/단체,협회//|129.09201489|35.26460879|
다음 2022년 3월예정|738009418|부산수학문화관 (2022년3월예정)|부산 부산진구 부전동 376|||교육,학문/학습시설//|129.05130191|35.15668702|
다음 2022년 3월예정|1415018118|수운최제우유허지 동학관(2022년3월예정)|울산 중구 유곡동 623|||여행/관광,명소/문화유적/유적지|129.29102442|35.5665942|
다음 2022년 3월예정|133770594|국민해양안전관 (2022년3월예정)|전남 진도군 임회면 남동리 산 90|||사회,공공기관/지방행정기관//|126.13934156|34.37035852|
다음 2022년 3월예정|1508655354|제주혁신도시 복합혁신센터 (2022년3월예정)|제주특별자치도 서귀포시 서호동 1604|||부동산/빌딩//|126.51544498|33.25097567|
다음 2022년 3월예정|1572230190|약산해양치유체험센터 (2022년3월예정)|전남 완도군 약산면 해동리 산 123-1|||교육,학문/교육단체/체험학습장/|126.94124568|34.36935537|
다음 2022년 3월예정|1517572988|완도다목적실내체육관 (2022년3월예정)|전남 완도군 완도읍 가용리 50-22|||스포츠,레저/스포츠시설/체육관/|126.73901421|34.31704713|
다음 2022년 4월예정|1910605620|가하프라자 (2022년4월예정)|경기 하남시 학암동 산 1-1|||부동산/빌딩//|127.15832041|37.4879842|
다음 2022년 4월예정|679174018|더라움 에비뉴 (2022년4월예정)|서울 광진구 자양동 2-51|||가정,생활/상가,아케이드//|127.06942628|37.53845852|
다음 2022년 4월예정|860319690|남한산성순환도로확장공사 (2022년4월예정)|경기 성남시 수정구 양지동 937-3|||교통,수송/도로시설/도로명/|127.16575304|37.46310346|
다음 2022년 4월예정|1343644750|서울바이오허브 글로벌협력동(2022년4월예정)|서울 동대문구 회기동 109-140|서울 동대문구 회기로 117-3||교육,학문/연구소//|127.04832487|37.59200533|
다음 2022년 4월예정|1174550409|서울시립청소년음악창작센터 (2022년4월예정)|서울 양천구 신정동 1290-6|||사회,공공기관/단체,협회//|126.84285104|37.51063433|
다음 2022년 4월예정|18451915|경기도청 신청사 (2022년4월예정)|경기 수원시 영통구 이의동 184||031-120|사회,공공기관/지방행정기관/도청/|127.05422789|37.28877153|https://www.gg.go.kr
다음 2022년 4월예정|532320518|방화2동주민센터 (2022년4월이전예정)|서울 강서구 방화동 850||02-2600-5235|사회,공공기관/지방행정기관/행정복지센터/주민센터|126.80577393|37.57169932|
다음 2022년 4월예정|1386439860|그란비아스타 (2022년4월예정)|경기 화성시 청계동 510-299|||가정,생활/상가,아케이드//|127.09972349|37.19359967|
다음 2022년 4월예정|1840662383|송도AT센터 (2022년4월예정)|인천 연수구 송도동 172-5|||부동산/빌딩//|126.66518644|37.38049723|
다음 2022년 4월예정|630629360|이글몬트CC (2022년4월예정)|경기 안성시 보개면 동평리 1|경기 안성시 보개면 보삼로 106|031-675-7000|스포츠,레저/골프/골프장/|127.32408153|37.10068516|
다음 2022년 4월예정|200934723|계양구보건소 (2022년4월예정)|인천 계양구 계산동 1077-2|||의료,건강/보건소//|126.73624897|37.53639321|
다음 2022년 4월예정|1535782990|디원시티시그니처 (2022년4월예정)|경기 김포시 구래동 6871-12|경기 김포시 김포한강10로133번길 107||부동산/빌딩//|126.61860209|37.64282983|http://디원시티시그니처.com
다음 2022년 4월예정|510934016|샹보르영무파라드 (2022년4월예정)|경기 김포시 구래동 6871-60|||부동산/빌딩//|126.61765732|37.64544502|
다음 2022년 4월예정|715800943|아인시티 주차타워 (2022년4월예정)|인천 서구 원당동 537-2||1877-3217|교통,수송/교통시설/주차장/주차빌딩|126.7093084|37.59372323|http://aincityparking.modoo.at
다음 2022년 4월예정|959158940|포천공공산후조리원 (2022년4월예정)|경기 포천시 군내면 하성북리 산 99-5|경기 포천시 군내면 청성로 111-1||의료,건강/임신,출산/산후조리원/|127.21321345|37.89674507|
다음 2022년 4월예정|942716506|춘천농협 농수산물종합유통센터(2022년4월예정)|강원 춘천시 석사동 980|||문화,예술/문화시설//|127.74802262|37.86341719|
다음 2022년 4월예정|75108026|춘천 지역먹거리 직매장 (2022년 4월 예정)|강원 춘천시 삼천동 22-15|||가정,생활/식품판매//|127.70914992|37.87067871|
다음 2022년 4월예정|233877836|대전컨벤션센터 제2전시장(2022년4월예정)|대전 유성구 도룡동 3-8|대전 유성구 엑스포로 87||문화,예술/문화시설/전시관/|127.38907872|36.37503706|
다음 2022년 4월예정|1321109539|한국불교문화체험관 (2022년4월예정)|세종특별자치시 연기면 세종리 산 82|||문화,예술/문화시설/박물관/|127.2916798|36.5069854|
다음 2022년 4월예정|240828916|방림글램핑장 (2022년4월예정)|강원 평창군 방림면 방림리 1681|||여행/숙박/야영,캠핑장/|128.37358199|37.43170721|
다음 2022년 4월예정|1865354025|충남대학교병원 병원체자원 공용연구시설(2022년4월예정)|대전 중구 문화동 6 의생명융합연구센터 6층|대전 중구 문화로 266||의료,건강/병원부속시설//|127.41385701|36.3173426|
다음 2022년 4월예정|574049949|경상북도교육청 서부수학체험센터(2022년4월예정)|경북 상주시 남성동 188-3|경북 상주시 왕산로 41||교육,학문/교육단체/체험학습장/|128.16050081|36.40779795|
다음 2022년 4월예정|397616896|대구혁신도시 수소충전소 (2022년4월예정)|대구 동구 신서동 1141|대구 동구 첨단로 120||교통,수송/자동차/수소자동차 충전소/|128.73136679|35.88472216|
다음 2022년 4월예정|11585702|무등경기장 무등야구장 (2022년 4월 예정)|광주 북구 임동 316|광주 북구 서림로 10|062-604-2800|스포츠,레저/야구/야구장/|126.88718345|35.16898982|
다음 2022년 4월예정|1125941985|대구외곽순환고속도로 (2022년4월예정)|대구 동구 도동 산 47|||교통,수송/도로시설/도로명/|128.67054663|35.91807386|
다음 2022년 4월예정|768302527|대구도서관 (2022년4월예정)|대구 남구 대명동 67-2|||교육,학문/학습시설/도서관/|128.5918871|35.84246282|
다음 2022년 4월예정|1183301826|전통한지생산시설 (2022년4월예정)|전북 전주시 완산구 서서학동 998-8|전북 전주시 완산구 흑석로 85||문화,예술/미술,공예//|127.14974559|35.79663046|
다음 2022년 4월예정|1244842028|동해안119특수구조단 (2022년4월예정)|경북 포항시 북구 기계면 내단리 산 27-15|||사회,공공기관/지방행정기관//|129.22969041|36.06861728|
다음 2022년 4월예정|1816723925|남목도서관 (2022년4월예정)|울산 동구 동부동 365|울산 동구 남목12길 10||교육,학문/학습시설/도서관/|129.42677937|35.54523911|
다음 2022년 4월예정|577954973|나인몰 (2022년4월예정)|제주특별자치도 제주시 연동 1454||1577-2383|가정,생활/복합쇼핑몰//|126.49474845|33.48054419|
다음 2022년 4월예정|942716506|춘천농협 농수산물종합유통센터(2022년4월예정)|강원 춘천시 석사동 980|||문화,예술/문화시설//|127.74802262|37.86341719|
다음 2022년 4월예정|75108026|춘천 지역먹거리 직매장 (2022년 4월 예정)|강원 춘천시 삼천동 22-15|||가정,생활/식품판매//|127.70914992|37.87067871|
다음 2022년 4월예정|233877836|대전컨벤션센터 제2전시장(2022년4월예정)|대전 유성구 도룡동 3-8|대전 유성구 엑스포로 87||문화,예술/문화시설/전시관/|127.38907872|36.37503706|
다음 2022년 4월예정|1321109539|한국불교문화체험관 (2022년4월예정)|세종특별자치시 연기면 세종리 산 82|||문화,예술/문화시설/박물관/|127.2916798|36.5069854|
다음 2022년 4월예정|240828916|방림글램핑장 (2022년4월예정)|강원 평창군 방림면 방림리 1681|||여행/숙박/야영,캠핑장/|128.37358199|37.43170721|
다음 2022년 4월예정|1865354025|충남대학교병원 병원체자원 공용연구시설(2022년4월예정)|대전 중구 문화동 6 의생명융합연구센터 6층|대전 중구 문화로 266||의료,건강/병원부속시설//|127.41385701|36.3173426|
다음 2022년 4월예정|574049949|경상북도교육청 서부수학체험센터(2022년4월예정)|경북 상주시 남성동 188-3|경북 상주시 왕산로 41||교육,학문/교육단체/체험학습장/|128.16050081|36.40779795|
다음 2022년 4월예정|397616896|대구혁신도시 수소충전소 (2022년4월예정)|대구 동구 신서동 1141|대구 동구 첨단로 120||교통,수송/자동차/수소자동차 충전소/|128.73136679|35.88472216|
다음 2022년 4월예정|11585702|무등경기장 무등야구장 (2022년 4월 예정)|광주 북구 임동 316|광주 북구 서림로 10|062-604-2800|스포츠,레저/야구/야구장/|126.88718345|35.16898982|
다음 2022년 4월예정|1125941985|대구외곽순환고속도로 (2022년4월예정)|대구 동구 도동 산 47|||교통,수송/도로시설/도로명/|128.67054663|35.91807386|
다음 2022년 4월예정|768302527|대구도서관 (2022년4월예정)|대구 남구 대명동 67-2|||교육,학문/학습시설/도서관/|128.5918871|35.84246282|
다음 2022년 4월예정|1183301826|전통한지생산시설 (2022년4월예정)|전북 전주시 완산구 서서학동 998-8|전북 전주시 완산구 흑석로 85||문화,예술/미술,공예//|127.14974559|35.79663046|
다음 2022년 4월예정|1244842028|동해안119특수구조단 (2022년4월예정)|경북 포항시 북구 기계면 내단리 산 27-15|||사회,공공기관/지방행정기관//|129.22969041|36.06861728|
