##NAME|SUBNAME|TELNUM|ADDR|FEAT|SOURCE2@@고캠핑
귤빛캠핑장||064-782-0110|제주특별자치도 제주시 조천읍 함와로 428  귤빛캠핑장|전기;와이파이;온수;운동시설|한국관광공사
교래자연휴양림/야영장||064-783-7482|제주특별자치도 제주시 조천읍 남조로 2023  제주 교래자연휴양림 야영장|놀이터;산책로|한국관광공사
해여림빌리지||031-882-1700|경기도 여주군 산북면 상품리  691|전기;와이파이;장작판매;온수;물놀이장;놀이터;산책로;운동시설|한국관광공사
파인/글램핑/(파인/관광농원)||031-883-7103|경기도 여주시 가남읍 신해리  649-10|산책로|한국관광공사
이포보웰빙캠핑장||031-883-6384|경기도 여주군 대신면 여양로 1935-67  이포보웰빙캠핑장|온수;놀이터;마트.편의점|한국관광공사
호수산장관광농원||031-882-9779|경기도 여주시 가남읍 신해리  222-2|전기;장작판매;온수;물놀이장;놀이터;산책로;운동장;운동시설|한국관광공사
팜스퀘어/하늘타리|||경기도 여주시 금사면 도곡리  241-1|전기;와이파이;장작판매;온수;트렘폴린;물놀이장;운동시설|한국관광공사
여주참숯마을/캠핑장||031-886-1119|경기도 여주군 강천면 이호리 65-6|전기;장작판매;물놀이장;산책로;운동시설|한국관광공사
두리캠핑장||070-7122-2420|경기도 여주시 이여로 778-10|전기;와이파이;장작판매;온수;물놀이장;놀이터;운동장;운동시설|한국관광공사
금은모래/캠핑장||031-880-4095|경기도 여주시 강변유원지길 107  금은모래 캠핑장|전기;온수;물놀이장;놀이터;운동장;운동시설;마트.편의점|한국관광공사
추억만들기캠핑장|||경기도 여주시 북내면 중암리  417|전기;와이파이;장작판매;온수;운동시설|한국관광공사
풍성채/캠핑장||044-863-2871|세종특별자치시  전동면 송성길 116  풍성채 캠핑장|전기;장작판매;온수;물놀이장;산책로|한국관광공사
풍혈산/캠핑장||010-2129-5115|경기도 포천시 일동면 수입리  903번지|전기;와이파이;장작판매;온수;트렘폴린;물놀이장;운동시설;마트.편의점|한국관광공사
금동산야|||경기도 포천시 신북면 금동리  277-4|전기;장작판매;온수;놀이터;산책로;운동장|한국관광공사
썬오브캠핑장||031-542-5420|경기도 포천시 이동면 도평리  538-6|전기;와이파이;장작판매;온수;트렘폴린;놀이터;산책로;운동시설|한국관광공사
명성산글램핑||031-536-4066|경기도 포천시 영북면 산정호수로  1017|전기;온수;운동시설|한국관광공사
포천자연마을/서울캠핑장||031-533-9535|경기도 포천시 관인면 사정리  136-1 (구) 사정분교|전기;장작판매;온수;놀이터;산책로;운동장;운동시설|한국관광공사
천보산/자연휴양림/캠핑장||031-538-3342|경기도 포천시 동교동 원동교길 303  천보산 자연휴양림||한국관광공사
담터맑은물/오토캠핑장||033-456-2200|경기도 포천시 관인면 삼율리 6|전기;와이파이;장작판매;온수;트렘폴린;물놀이장;놀이터;운동시설|한국관광공사
아프리카갤러리캠핑장|||경기도 포천시 신북면 깊이울로 167  아프리카갤러리캠핑장|전기|한국관광공사
대청마루/물소리|||포천시 관인면 담터길 239|전기;장작판매;운동시설|한국관광공사
깊이울달빛캠핑장|||경기도 포천시 신북면 심곡리  734-2|운동장;운동시설|한국관광공사
포천계곡캠핑장||010-9477-5880|경기도 포천시 이동면 금강로 6304  포천계곡캠핑장|전기;와이파이;장작판매;온수;물놀이장;놀이터;운동장;운동시설|한국관광공사
포천이동/생태공원/캠핑장||031-533-5898|경기도 포천시 이동면 성장로 1289번길 63|전기;와이파이;온수;물놀이장;놀이터;산책로;운동장|한국관광공사
청담/관광농원||031-531-5651|경기도 포천시 화현면 명덕리  10-14|전기;와이파이;장작판매;온수;트렘폴린;물놀이장;놀이터;운동시설;마트.편의점|한국관광공사
자일랜드||070-7760-0393|경기도 포천시 영북면 호국로4350번길 154-187  자일랜드|전기;와이파이;장작판매;온수;트렘폴린;물놀이장;놀이터;산책로;운동장;운동시설;마트.편의점|한국관광공사
위크온/글램핑|||경기도 포천시 이동면 장암리  50|전기;와이파이;장작판매;온수;물놀이장;운동시설|한국관광공사
포천/베어스/글램핑/파크||031-533-7000|경기도 포천시 내촌면 신팔리  388-2|전기;와이파이;장작판매;온수;물놀이장;놀이터;산책로;운동시설|한국관광공사
광릉솔개캠핑장||031-544-1260|경기도 포천시 소흘읍 이곡리  524-3|전기;와이파이;장작판매;온수;트렘폴린;물놀이장;놀이터;산책로;운동시설|한국관광공사
즐거운나들이/관광농원|||경기도 포천시 가산면 우금리  96|전기;와이파이;장작판매;온수;트렘폴린;물놀이장;놀이터;산책로;운동장;운동시설|한국관광공사
추동캠프||031-531-|경기도 포천시 창수면 추동리  812|전기;와이파이;장작판매;온수;물놀이장;놀이터;산책로;운동장;운동시설;마트.편의점|한국관광공사
광릉숲/이야기/관광농원|||경기도 포천시 소흘읍 직동리  76-4|전기;장작판매;온수;트렘폴린;물놀이장;놀이터;운동시설;마트.편의점|한국관광공사
이동계곡/캠핑장||031-542-5419|경기도 포천시 이동면 도평리  538-4|운동시설|한국관광공사
닥박골/휴양림||010-5379-3811|경기도 포천시 신북면 심곡리  616|전기;장작판매;온수;물놀이장;놀이터;운동시설|한국관광공사
대회산캠핑장||031-535-3315|경기도 포천시 영북면 대회산리  120|전기;와이파이;장작판매;온수;트렘폴린;물놀이장;운동시설;마트.편의점|한국관광공사
카라반/캠핑장|||경기도 포천시 이동면 도평리  538-8||한국관광공사
백운오양골캠핑장||031-536-5565|경기도 포천시 이동면 화동로2457번길 92  백운오양골캠핑장|전기;와이파이;장작판매;온수;트렘폴린;물놀이장;놀이터;운동시설;마트.편의점|한국관광공사
산아래캠핑장||033-455-4422|포천시 관인면 삼율리 12|전기;와이파이;장작판매;온수;물놀이장;놀이터;산책로;운동시설|한국관광공사
도리돌/캠핑장||031-536-9003|경기도 포천시 이동면 도평리  110-5|전기;와이파이;장작판매;온수;트렘폴린|한국관광공사
산마루캠핑장||010-5248-7059|경기도 포천시 이동면 금강로 6584-20  산마루캠핑장|전기;와이파이;장작판매;온수;트렘폴린;물놀이장;놀이터;운동장;운동시설;마트.편의점|한국관광공사
방아텃골/관광농원||010-3709-2373|경기도 포천시 일동면 길명리  398-8|전기;와이파이;장작판매;온수;트렘폴린;물놀이장;운동시설;마트.편의점|한국관광공사
산정호수/가족글램핑장||031-532-6135|경기도 포천시 영북면 산정호수로411번길 13  산정호수 가족글램핑장|전기;와이파이;장작판매;온수;물놀이장;놀이터;운동장;운동시설|한국관광공사
운악레저타운|||경기도 포천시 화현면 화동로432번길 26|전기;온수;물놀이장|한국관광공사
계곡과소나무/오토캠핑장||010-4842-2689|경기도 포천시 일동면 무리울길 283  계곡과소나무 오토캠핑장|전기;장작판매;온수;놀이터;산책로;운동장;운동시설|한국관광공사
낭만가족/캠핑장||031-536-8610|경기도 포천시 신북면 지동길 205  낭만가족 캠핑장|전기;장작판매;온수;물놀이장;놀이터;운동시설|한국관광공사
수원산/오토캠핑장||031-535-4308|경기도 포천시 군내면 직두리  450번지|전기;와이파이;장작판매;온수;트렘폴린;물놀이장;놀이터;운동시설;마트.편의점|한국관광공사
캠핑라운지|||경기도 포천시 이동면 성장로1289번길 155-76  캠핑라운지|전기;와이파이;장작판매;온수;물놀이장;놀이터;운동시설|한국관광공사
국망봉/자연휴양림캠핑장||031-532-0014|경기도 포천시 이동면 장암리 산74|전기;놀이터;산책로;운동장|한국관광공사
광릉분재예술공원/캠핑장|||경기도 포천시 소홀읍 직동리 281-1  광릉분재예술공원 캠핑장||한국관광공사
꿈에그린/캠핑장||010-5367-8584|경기도 포천시 이동면 화동로1870번길 31  꿈에그린 캠핑장|전기;와이파이;장작판매;온수;트렘폴린;물놀이장;운동시설|한국관광공사
포천준글램핑/(구/주노글램핑)||031-533-5966|경기도 포천시 이동면 금강로 6217-16  주노글램핑|전기;와이파이;장작판매;온수;트렘폴린;물놀이장;운동시설;마트.편의점|한국관광공사
파피루스/캠핑장|||경기도 포천시 영중면 성동리 75  파피루스 캠핑장|전기;와이파이;장작판매;온수;물놀이장;산책로;운동장;운동시설;마트.편의점|한국관광공사
포천글램핑앤카라반||010-2355-2725|경기도 포천시 화현면 화현리 716-7  포천글램핑앤카라반|전기;장작판매;온수;물놀이장;놀이터;산책로;운동장;운동시설|한국관광공사
담터오지캠핑장||033-455-7064|경기도 포천시 관인면 삼율리 40-1번지|전기;와이파이;장작판매;온수;놀이터;운동시설|한국관광공사
예손농원캠핑장||031-531-1255|경기도 포천시 영북면 여우고개로 7  예손농원캠핑장|전기;장작판매;온수;물놀이장;놀이터;산책로;운동시설|한국관광공사
캠프오후4시|||경기도 포천시 군내면 청군로 2864번길22  캠프오후4시|전기;와이파이;장작판매;온수;놀이터;운동시설|한국관광공사
파인트리/캠핑장||010-9189-9090|경기도 포천시 이동면 연곡리  932|전기;와이파이;장작판매;온수;트렘폴린;물놀이장;운동장;운동시설|한국관광공사
아버지의숲/산정캠프||031-534-3194|경기도 포천시 영북면 산정호수로 558|전기;와이파이;장작판매;온수;놀이터;운동시설|한국관광공사
수목원프로방스/캠핑장||031-535-2500|경기도 포천시 신북면 금동리  148|전기;와이파이;장작판매;온수;놀이터;운동시설|한국관광공사
시크릿가든펜션&캠핑|||경기도 포천시 신북면 심곡리 693||한국관광공사
유식물원/관광농원||031-536-9922|경기도 포천시 신북면 간자동길 138-100  포천 유식물원 오토캠핑장|전기;장작판매;온수;트렘폴린;물놀이장;놀이터;산책로;운동시설|한국관광공사
나무새/관광농원|||경기도 포천시 신북면 삼정리 98-3|전기;와이파이;온수;트렘폴린;물놀이장;놀이터;운동시설|한국관광공사
우물동산/관광농원||031-532-0692|경기도 포천시 영북면 산정리 777-3|전기;와이파이;장작판매;온수;물놀이장;놀이터;산책로;운동시설|한국관광공사
포천/화적연/캠핑장||031-531-0575|경기 포천시 관인면 사정리 76-1|전기;장작판매;온수;물놀이장;놀이터;운동시설|한국관광공사
우리/캠핑장||031-535-7614|경기도 포천시 이동면 도평리 540-10|전기;와이파이;장작판매;온수;트렘폴린;물놀이장;놀이터;운동시설;마트.편의점|한국관광공사
산정호수글램핑|||경기도 포천시 영북면 산정리 353-8||한국관광공사
각흘봉관광농원(GTF힐링파크)||031-536-8868|경기도 포천시 이동면 도평리 572-3|전기;와이파이;장작판매;온수;운동시설|한국관광공사
백운계곡캠핑장|||경기도 포천시 이동면 도평리 272-3||한국관광공사
소도캠핑장||010-6338-6188|경기도 포천시 일동면 무리울길 28-25|전기;와이파이;장작판매;온수;트렘폴린;물놀이장;놀이터;운동시설;마트.편의점|한국관광공사
달빛글램핑장||010-9030-3294|경기도 포천시 일동면 화대리 167|전기;와이파이;장작판매;온수;물놀이장;놀이터;산책로|한국관광공사
파인벨리팬션/글램핑|||포천시 화현면 명덕리 194-12|전기;와이파이;온수;물놀이장;놀이터;운동장;운동시설;마트.편의점|한국관광공사
상아골계곡오토캠핑장||010-5266-0545|경기도 포천시 신북면 금동리 247-1|전기;와이파이;장작판매;온수;물놀이장;놀이터;산책로;운동시설|한국관광공사
자연밸리/관광농원||031-534-5656|경기도 포천시 관인면 사정리 38 외 3필지||한국관광공사
베어스/캠프||031-532-2188|경기도 포천시 내촌면 금강로3046번길 106  베어스캠프|전기;와이파이;장작판매;온수;트렘폴린;물놀이장;놀이터;산책로;운동시설|한국관광공사
배모루캠핑장|||경기도 포천시 창수면 전영로 764  배모루캠핑장|전기;온수;놀이터|한국관광공사
채움/관광농원||010-2807-2887|경기도 포천시 이동면 도평리 94 외 2필지|전기;와이파이;장작판매;온수;트렘폴린;물놀이장;산책로;운동시설|한국관광공사
큰마당캠핑장||031--|경기도 포천시 이동면 도평리 471 외 2필지|전기;와이파이;장작판매;온수;트렘폴린;물놀이장;운동시설|한국관광공사
테이스트캠프||070-8152-6823|경기도 포천시 이동면 화동로 2498-1|전기;와이파이;장작판매;온수;물놀이장;운동시설|한국관광공사
치유의/숲/야영장|||경기도 포천시 신북면 금동리 28-2|전기;와이파이;온수;놀이터|한국관광공사
홀스킹덤/팜스데이||031-534-3090|경기도 포천시 내촌면 소리개길 108-13|전기;와이파이;온수;물놀이장;놀이터;산책로;운동시설|한국관광공사
뉴힐링캠프|||경기도 포천시 이동면 금강로 6135-32  뉴힐링캠프||한국관광공사
운산리/구라이골/캠핑장||031-536-0008|경기도 포천시 창수면 운산리 237-15 외 9필지||한국관광공사
계곡과느티나무/캠핑장|||경기 포천시 이동면 화동로 1925-47 계곡과느티나무 캠핑장||한국관광공사
일영무두리캠핑장||031-855-6102|경기도 양주시 장흥면 유원지로 176-77  일영무두리캠핑장|전기;와이파이;장작판매;온수;트렘폴린;물놀이장;놀이터;운동시설|한국관광공사
휴리조트/캠핑장||031-845-1111|경기도 양주시 만송동  83-16 휴리조트|전기;온수;물놀이장;산책로;운동시설|한국관광공사
캠프리카캠핑장|||경기도 양주시 백석읍 기산리  362|전기;와이파이;장작판매;온수;트렘폴린;물놀이장;놀이터;산책로;운동장;운동시설|한국관광공사
범산골캠핑장||031-871-9708|경기도 양주시 광적면 비암리  757-10|전기;와이파이;장작판매;온수;트렘폴린;물놀이장;놀이터;산책로;운동시설|한국관광공사
선녀와나무꾼||010-3897-5640|경기도 양주시 덕계동  540|전기;온수;트렘폴린;물놀이장;놀이터;산책로;운동장|한국관광공사
비타민/캠핑장|||경기도 양주시 백석읍 기산로440번길 110-43  비타민 캠핑장|전기;와이파이;장작판매;온수;물놀이장;놀이터;운동시설|한국관광공사
양주송천캠핑장||010-8020-8381|경기 양주시 백석읍 기산로440번길 74-19 양주송천캠핑장|전기;와이파이;장작판매;온수;트렘폴린;물놀이장;놀이터;산책로;운동시설;마트.편의점|한국관광공사
일영모자농원캠핑장||031-855-5081|경기도 양주시 장흥면 삼상리 10-17|전기;와이파이;장작판매;온수;물놀이장;놀이터;산책로|한국관광공사
해피캠핑장|||경기도 양주시 백석읍 기산로 471번길 110|전기;와이파이;장작판매;온수;트렘폴린;물놀이장|한국관광공사
들꽃피는언덕||031-876-0072|경기도 양주시 백석읍 권율로 870  들꽃피는언덕|전기;장작판매;온수;트렘폴린;물놀이장;놀이터;운동장|한국관광공사
황방농원/캠핑장|||경기도 양주시 남면 양연로 173번길 49|전기;온수|한국관광공사
글램핑코리아/애견캠핑장||02-546-5522|경기도 양주시 백석읍 권율로 848  글램핑코리아 애견캠핑장|전기;장작판매;온수;운동시설|한국관광공사
양주미술관옆/캠핑장||031-828-9881|경기도 양주시 장흥면 석현리  394|전기;온수|한국관광공사
양주산막골캠핑장||031-871-0058|경기도 양주시 백석읍 기산로 414-20  양주산막골캠핑장|전기;장작판매;온수;트렘폴린;물놀이장;놀이터;운동시설|한국관광공사
대궐오토캠핑장||031-871-8989|경기도 양주시 백석읍 기산로440번길 177  대궐오토캠핑장|전기;장작판매;온수;놀이터;산책로;운동장;운동시설|한국관광공사
안태울캠핑장/(안태울영농조합법인)||031-871-1388|경기도 양주시 광적면 화합로81번길 375-66  안태울영농조합법인|전기;장작판매;온수;물놀이장;놀이터;산책로;운동시설|한국관광공사
기산골캠핑장||031-871-0766|경기도 양주시 백석읍 기산로 413  기산골캠핑장|전기;와이파이;장작판매;온수;물놀이장;놀이터;운동시설;마트.편의점|한국관광공사
더포레스트/연지곤지점||031-763-4114|경기 광주시 곤지암읍 경충대로 729 (삼리 444-2)|전기;와이파이;장작판매;마트.편의점|한국관광공사
신선계곡/야영장||031-769-0266|경기도 광주시 퇴촌면 천진암로 768|전기;와이파이;장작판매;온수|한국관광공사
산들래/야영장||031-356-0768|경기도 화성시 비봉면 자청로207번길 21-73  산들래 야영장|전기;와이파이;장작판매;온수;트렘폴린;물놀이장;놀이터;산책로;운동장;운동시설;마트.편의점|한국관광공사
글램비글램핑||031-357-7877|경기도 화성시 서신면 해안길 64|전기;와이파이;온수;트렘폴린;물놀이장;놀이터;운동시설;마트.편의점|한국관광공사
카라반/캠프||031-357-8031|경기도 화성시 서신면 제부리 20-26|전기;와이파이;장작판매;온수;마트.편의점|한국관광공사
대기농촌체험휴양마을||055-931-|경상남도 합천군 가회면 중촌리  420-5|전기;온수;산책로|한국관광공사
금원산/자연휴양림||055-254-3971|경상남도 거창군 위천면 금원산길 412  금원산 자연휴양림|놀이터;운동시설|한국관광공사
휴일엔캠핑|||경남 거창군 북상면 병곡길 187번지||한국관광공사
산중오토캠핑장|||경상남도 거창군 북상면 송계사길 63-107||한국관광공사
백무동야영장||055-963-1260|경상남도 함양군 마천면 강청리  148 일원|전기|한국관광공사
별헤는/밤/캠핑장||055-973-6777|경상남도 산청군 신안면 안봉리 1045-8번지|전기;와이파이;장작판매;온수;물놀이장;놀이터|한국관광공사
든해솔/계곡캠핑장||055-974-2110|경상남도 산청군 신등면 정곡척지로 475번길 142-12|전기;와이파이;장작판매;온수;놀이터;운동시설|한국관광공사
지리산/카라반/캠핑장||055-883-2606|경상남도 하동군 화개면 화개로 946-8||한국관광공사
대도파라다이스|||경상남도 하동군 금남면 대도리  148|전기;온수;물놀이장;놀이터|한국관광공사
도둑골/야영장|||경상남도 하동군 옥종면 월횡리  328-1||한국관광공사
고성공룡박물관야영장||055-670-4463|경상남도 고성군 하이면 월흥리  962|온수;놀이터;운동시설|한국관광공사
블루웨일/빌리지|||경상남도 고성군 삼산면 두포5길 113-109||한국관광공사
월촌캠핑야영장|||경상남도 함안군 군북면 월촌3길 71-13||한국관광공사
벽계야영장||055-570-4684|경상남도 의령군 궁류면 벽계로 201  벽계야영장|전기;장작판매;온수;물놀이장;놀이터;운동장;운동시설|한국관광공사
캠핑라운드|||경남 양산시 상북면 구소석5길 20  캠핑라운드||한국관광공사
작은캠프엔하우스|||경남 양산시 하북면 신평강변2길 5  작은캠프엔하우스||한국관광공사
에덴밸리/나마스떼/글램핑장|||경상남도 양산시 원동면 대리 1040-14번지||한국관광공사
아름빌||055-383-5566|경남 양산시 원동면 어영로 204  아름빌||한국관광공사
해금강호텔야영장||055-632-1100|경상남도 거제시 남부면 갈곶리 78-3|전기;놀이터|한국관광공사
글램핑힐||055-632-7577|경남 거제시 수양1길 92-5|전기;와이파이;온수;놀이터|한국관광공사
밀양댐/스쿨캠핑장|||경상남도 밀양시 단장면 고례리  1516-1|전기;온수;물놀이장;산책로;운동시설|한국관광공사
백산금빛캠프장(백산두례영농조합법인)|||경상남도 밀양시 하남읍 백산리  260-1||한국관광공사
재약산숲캠핑장||055-353-9965|경상남도 밀양시 단장면 범도리  774-5|온수;운동시설|한국관광공사
에이원/글램핑/관광농원|||경남 통영시 신양읍 신전리 1331외 4필지  에이원 글램핑 관광농원||한국관광공사
통영/편백숲길관광농원/캠핑장|||경남 통영시 천대국치길 297-10 (인평동) 통영 편백숲길관광농원 캠핑장|전기;와이파이;장작판매;온수;물놀이장;산책로;마트.편의점|한국관광공사
울릉군국민여가캠핑장||054-791-6781|경상북도 울릉군 서면 울릉순환로 1580  울릉도 국민여가 캠핑장||한국관광공사
학포야영장||054-791-6781|경상북도 울릉군 서면 태하리 420|산책로|한국관광공사
산내들/관광농원|||경상북도 울진군 금강송면 소광리 429-1||한국관광공사
각화산/힐링/숲/캠프||054-679-8799|경상북도 봉화군 춘양면 공세동길 133|전기;온수;놀이터|한국관광공사
국립청옥산자연휴양림||054-672-1051|경상북도 봉화군 석포면 청옥로 1552-163  국립청옥산자연휴양림|전기;놀이터|한국관광공사
대가야역사테마관광지/캠핑장||054-954-5279|경상북도 고령군 고령읍 대가야로 1216  대가야역사테마관광지|온수;놀이터|한국관광공사
개울가/야영장||054-373-7345|경상북도 청도군 운문면 신원리  110||한국관광공사
둥지펜션/캠핑장||054-372-8468|경상북도 청도군 운문면 신원리  322-4|전기;온수;운동시설|한국관광공사
솔바람/캠핑장||054-371-2520|경상북도 청도군 운문면 신원3길 26-11   솔바람 캠핑장|전기;놀이터;운동시설|한국관광공사
펀앤락야영장||054-371-9009|각북면 낙산2길 15-60||한국관광공사
자연속/캠핑장||054-372-4558|경상북도 청도군 운문면 운문로 1398|전기;와이파이;장작판매;온수;운동시설|한국관광공사
청송자연휴양림야영장||054-872-3163|경상북도 청송군 부남면 청송로 3478-96  청송자연휴양림야영장|전기|한국관광공사
군위댐/야영장|||군위군 고로면 화북3길 38-10||한국관광공사
동산계곡/야영장|||경북 군위군 부계면 원효길 129-9||한국관광공사
미산가족오토캠핑장||054-572-4801|경상북도 문경시 마성면 구랑로 78-11  미산가족오토캠핑장|전기;장작판매;놀이터;운동시설|한국관광공사
영천/구룡산/오토&펜션|||경상북도 영천시 북악면 상리  414||한국관광공사
오각놀이공원||054-337-5959|경상북도 영천시 화남면 용구길 21  오각놀이공원|전기;온수;산책로;운동시설|한국관광공사
삼밭골글램핑||054-331-|경상북도 영천시 삼밭골길 107  삼밭골글램핑|물놀이장;놀이터|한국관광공사
금박산관광농원/-/키즈팜야영장|||경북 영천시 대창면 대창리 969-3||한국관광공사
소백산삼가야영장||054-638-6196|경상북도 영주시 풍기읍 삼가로 476|전기;온수;운동시설|한국관광공사
영주시/소백산역/캠핑장||010-4635-4125|경상북도 영주시 풍기읍 수철리 215-1||한국관광공사
하늘바라기캠핑장||054-637-2456|경상북도 영주시 단산면 좌석리  299번지||한국관광공사
주막거리캠프|||경상북도 영주시 부석면 영부로 871  주막거리캠프|전기;온수;운동시설|한국관광공사
금오산/야영장||054-480-4603|경상북도 구미시 남통동  산147|물놀이장|한국관광공사
룩스글램핑앤팜||054-855-5578|경상북도 안동시 도산면 토계리  595|전기;와이파이;온수|한국관광공사
카카오캠핑장(휴업/2016.8.16~2023.3.16)||054-821-1777|경상북도 안동시 예안면 장갈로 39  카카오캠핑장|전기;와이파이;장작판매;온수;물놀이장;놀이터;산책로;운동장;운동시설|한국관광공사
쉼표캠핑장||054-430-1110|경상북도 김천시 아포읍 대성리  273|전기;와이파이;온수;운동시설|한국관광공사
금오산/오토캠핑장||054-442-8557|경상북도 김천시 아포읍 대성리  679-3|전기;온수;운동시설|한국관광공사
에덴/오토/캠핑장|||경북 경주시 감포읍 오류리 215번지|와이파이;물놀이장;놀이터;산책로|한국관광공사
아델리아||054-772-7728|경상북도 경주시 하동  253-1||한국관광공사
동방캠핑하우스|||경상북도 경주시 동방동  758-4|전기;와이파이;장작판매;온수;물놀이장|한국관광공사
블루스카이|||경상북도 경주시 천군동  1694|전기;온수;물놀이장|한국관광공사
경주인동야영장|||경상북도 경주시 강동면 인동리  425-4||한국관광공사
오베르네글램핑|||경상북도 경주시 양남면 석읍리  26-1||한국관광공사
오베르네캠핑|||경상북도 경주시 양남면 석읍리  23||한국관광공사
장기/카라반/((구)방산오토캠핑장)|||경상북도 포항시 남구 장기면 방산리 825-1|운동시설|한국관광공사
하옥히든밸리|||경상북도 포항시 북구 죽장면 하옥리  926번지|온수;물놀이장|한국관광공사
별삼킨별캠핑장|||경상북도 포항시 북구 죽장면 죽장로2419번길 14-22  별삼킨별캠핑장|전기|한국관광공사
시목/야영장||061-275-1339|전라남도 신안군 도초면 오류리  965-2||한국관광공사
오시아노/오토캠핑리조트||061-534-0122|전라남도 해남군 화원면 화봉리  376-1|전기;장작판매;온수;물놀이장;놀이터;산책로;운동장;운동시설|한국관광공사
별볼일/있는/야영장|||전라남도 보성군 문덕면 양동리 942||한국관광공사
봇재명량다원/야영장||061-853-2566|전라남도 보성군 회천면 녹차로 745-8||한국관광공사
염포야영장||061-835-7828|전라남도 고흥군 봉래면 우주로 3844  염포야영장|전기|한국관광공사
나로힐링캠핑장||061-832-3601|전라남도 고흥군 우주로 3810-7  나로힐링캠핑장|전기|한국관광공사
득량만풍광휴식센터||061-834-8191|전라남도 고흥군 대서면 안남리 산 195|전기;온수|한국관광공사
참새골계곡쉼터캠핑장||061-781-3540|전라남도 구례군 광의면 방광리  554|전기;물놀이장|한국관광공사
피아골야영장/(19.12.31/까지/휴업)||061-783-9110|전라남도 구례군 토지면 내동리  산69-2||한국관광공사
대숲글램핑장|||전남 담양군 남면 학선리 106-1||한국관광공사
담양/대나무골/야영장||061-383-9291|전라남도 담양군 금성면 비내동길 148  담양 대나무골 야영장||한국관광공사
진틀펜션캠핑장|||전남 광양시 옥룡면 신재로 1678-54||한국관광공사
백운산수련관야영장||061-790-4929|전남 광양시 옥룡면 동곡리 4-6||한국관광공사
백운산/자연휴양림/야영장||061-797-2655|전라남도 광양시 옥룡면 백계로 337  백운산 자연휴양림 야영장|산책로;운동시설|한국관광공사
국립나주박물관/야외체험장||061-330-7804|전라남도 나주시 반남면 신촌리  277|놀이터;운동장|한국관광공사
봉황산자연휴양림/제2야영장||061-659-4613|전라남도 여수시 대복길 160-0  봉황산자연휴양림 야영장(2)||한국관광공사
하얀바다/캠핑장||061-641-7701|전라남도 여수시 돌산읍 돌산로 649-12||한국관광공사
변산힐링밸리||063-584-3659|전라북도 부안군 진서면 봉래로 175  변산힐링밸리|산책로|한국관광공사
선운산도립공원야영장||063-563-3450|전라북도 고창군 아산면 삼인리  392-5 선운산도립공원||한국관광공사
회문산/캠핑장||063-652-9956|전라북도 순창군 구림면 구림로 791  회문산 캠핑장|전기;온수;물놀이장;놀이터;산책로;운동장|한국관광공사
사선대캠핑장||063-643-0881|전라북도 임실군 관촌면 관촌리  1010-17|전기;온수;물놀이장;운동시설|한국관광공사
나봄야영장|||전라북도 장수군 천천면 남양리  299-2|전기;온수;물놀이장|한국관광공사
초록빛언덕글램핑||063-324-9055|전라북도 무주군 적상면 포내리  561-1|운동시설|한국관광공사
덕유대/자연학습장||063-322-3173|전라북도 무주군 설천면 삼공리  산60-5|전기;온수|한국관광공사
솔내음/캠핑장|||전북 무주군 안성면 칠연로 504 솔내음 캠핑장||한국관광공사
덕유산/자연휴양림||063-322-1097|전라북도 무주군 무풍면 삼거리  산 1-7 덕유산자연휴양림||한국관광공사
섬바위/오토캠핑장||063-433-7737|전라북도 진안군 안천면 안용로 832-23  용담 선바위관광농원 캠핑장|전기;온수;놀이터;운동시설|한국관광공사
부귀농원/가족캠프|||전라북도 진안군 부귀면 귀상로 708-33  부귀농원 가족캠프|온수|한국관광공사
운주계곡/힐링캠프|||전라북도 완주군 운주면 고당리  173|물놀이장|한국관광공사
청산관광농원/캠핑장|||전라북도 완주군 경천면  397-8||한국관광공사
동굴캠핑장|||전북 완주군 운주면 원장선로 42-187||한국관광공사
뱀사골자동차야영장||063-630-8900|전라북도 남원시 산내면 부운리 256|놀이터|한국관광공사
흥부골/자연휴양림||063-620-6488|전라북도 남원시 인월면 구인월길 125  흥부골 자연휴양림|장작판매;물놀이장;놀이터;운동시설|한국관광공사
만리포미소카라반|||충청남도 태안군 소원면 모항리  1325-120|전기;온수;놀이터;운동시설|한국관광공사
청산야영장||010-4769-7405|충청남도 태안군 원북면 청산리 254-11|전기;와이파이;장작판매;온수;놀이터;운동시설|한국관광공사
만리포몰디브|||충청남도 태안군 소원면 천리포1길 143-22  만리포몰디브|전기;온수|한국관광공사
돌고래펜션야영장(일반)|||충남 태안군 남면 몽산리661-1  돌고래펜션야영장(일반)||한국관광공사
청포대카라반빌리지|||충청남도 태안군 남면 양잠리  1230-51 청포대카라반빌리지||한국관광공사
바다여행캠핑장|||충청남도 태안군 원북면 방갈리  536-2|전기;온수;운동시설|한국관광공사
비비/오토/캠프|||충청남도 태안군 남면 신온리  169-16|전기;온수|한국관광공사
캠핑코리아/카라반오토캠핑장|||충청남도 태안군 원북면 신두리  1227-14번지|전기;온수;운동장;운동시설|한국관광공사
돌고래오토캠핑장|||충청남도 태안군 남면 몽산리  661-4번지|전기;온수|한국관광공사
쉼이있는자유|||충청남도 태안군 이원면 음포길 133-6||한국관광공사
돌고래오토캠핑장2|||충남 태안군 남면 몽산리 663-1,2||한국관광공사
바다풍경카라반|||충청남도 태안군 원북면 방갈리 515-102||한국관광공사
