##NAME|SUBNAME|TELNUM|NEWADDR|FEAT|PARKING|COST|OT|DATE|ID|XCOORD|YCOORD|SOURCE2@@지역축제
[유망축제] 대구약령시한방문화축제 2019||053-253-4729|대구광역시 중구 남성로 51-1|2019문화관광축제;가볼만한축제;가족여행;관광지;나들이;대구약령시한방문화축제;아이와함께;연인과함께;이색체험;체험학습;친구와함께;한방문화축제;힐링|||기간내자유|20190502~20190506|ed493827-6808-4507-b09c-b0b2978fd0ea|128.5923963501|35.8673230099|한국관광공사
[최우수축제] 보성다향대축제 2019||061-850-5211~4|전라남도 보성군 보성읍 녹차로 775|2019문화관광축제;가볼만한축제;가족여행;관광지;기념물판매;기차여행;나들이;데이트코스;먹거리;보성다향대축제;아이와함께;연인과함께;이색체험;전라권;체험학습;친구와함께;특산물;힐링|||시간내 자유|20190502~20190506|1fdfe685-2829-4b08-8c2a-09082ce7773a|127.0817371312|34.7198757111|한국관광공사
울산옹기축제 2019||052-227-4960~1|울산광역시 울주군 온양읍 외고산길 23|가볼만한축제;가족여행;관광지;기차여행;나들이;아이와함께;연인과함께;울산옹기축제;이색체험;전통&역사문화체험;체험학습;친구와함께;힐링||체험별 가격다름|기간내 자유|20190503~20190506|67bf139d-bde8-45bd-a9b6-435a3de9cdb0|129.2801648931|35.4322848446|한국관광공사
키즈樂페스티벌 2019||031-995-8179|경기도 고양시 일산서구 킨텍스로 217-59|가볼만한축제;가족여행;관광지;나들이;서울근교여행;수도권;아이와함께;어린이날가볼만한곳;연인과함께;이색체험;전시관;체험학습;친구와함께;키즈락페스티벌||[입장료]-&nbsp;19세 이하 : 무료- 사전등록시 무료 (현장구매 5,000원)※ 드림놀이터(놀이시설) 이용시 이용권 별도 구매|기간내자유|20190503~20190506|f646df10-252b-4775-ada3-99a6a13f8111|126.7434785815|37.6649608187|한국관광공사
연등회 2019||02-2011-1744∼8|서울특별시 종로구 우정국로 55|가볼만한축제;가족여행;관광지;기차여행;나들이;데이트코스;수도권;아이와함께;연등회;연인과함께;이색체험;전통&역사문화체험;체험학습;친구와함께;힐링||무료|자유|20190503~20190505|d3ae9e65-44af-4a0d-bd31-e32fe7588360|126.9815038890|37.5733035136|한국관광공사
고흥 우주항공축제 2019||061-830-5305, 5224|전라남도 고흥군 봉래면 하반로 490|가볼만한축제;가족여행;고흥우주항공축제;관광지;교과서속여행;기차여행;나들이;데이트코스;아이와함께;연인과함께;이색체험;전라권;체험학습;친구와함께;힐링||||20190503~20190505|1a6900e5-0e5c-467e-a918-e9ec1b1c86d9|127.5178610962|34.4536017986|한국관광공사
광양 매화축제 2019||061-797-1987, 3333|전라남도 광양시 다압면 지막1길 55|가볼만한축제;가족여행;관광지;광양매화축제;기차여행;꽃여행;나들이;데이트코스;아이와함께;연인과함께;이색체험;전라권;체험학습;친구와함께;힐링||무료|기간내 자유|20190308~20190317|bb03b7dc-bede-4b48-80fc-160e77f09aa2|127.7164723947|35.0758049399|한국관광공사
청도 프로방스 빛축제와 함께하는 세계 명화 100선 2019||054-372-5050|경상북도 청도군 화양읍 이슬미로 272-23|관광지||홈페이지 참조|기간내자유|20190308~20191130|5d30b369-4fa4-4735-a57d-61158a9bc32b|128.7182014851|35.6841071536|한국관광공사
여수 거북선축제 2019||061-664-5400|전라남도 여수시 종화동|가볼만한축제;가족여행;관광지;기차여행;나들이;데이트코스;아이와함께;여수거북선축제;연인과함께;이색체험;전라권;전통&역사문화체험;체험학습;친구와함께;힐링||무료|기간내자유|20190503~20190505|d5380e4c-e1fb-43b2-99a5-88e22af7252a|127.7450785187|34.7390237873|한국관광공사
서울 국제 푸드 앤 테이블웨어 박람회 2019||02-511-1540|서울특별시 서초구 강남대로 27|가볼만한축제;관광지;국제푸드앤테이블웨어박람회;박람회;서울국제푸드앤테이블웨어박람회;수도권;아이와함께;연인과함께;전시관;전시회/박람회;체험학습;친구와함께||8,000원 (사전신청시 할인 / 예매처: 서울 국제 푸드 앤 테이블웨어 박람회 조직위원회 신청)|3-4 시간|20190503~20190505|4d71214a-eba4-4e81-8732-4812d11e0629|127.0396016001|37.4672141004|한국관광공사
군산 꽁당보리축제 2019||063-454-5233|전라북도 군산시 임사길 10|가볼만한축제;가족여행;관광지;군산꽁당보리축제;기차여행;나들이;아이와함께;연인과함께;이색체험;전라권;체험학습;친구와함께;특산물;힐링||무료|기간내자유|20190503~20190506|8e9df431-e4ee-4459-afd7-f05ca02b0c23|126.6566215450|35.9499737148|한국관광공사
익산 서동축제 2019||063-843-8817|전라북도 익산시 금마면 고도9길 41-14|가볼만한축제;가족여행;관광지;나들이;서동축제;아이와함께;역사문화체험;연인과함께;이색체험;익산서동축제;전라권;체험학습;친구와함께;힐링||무료|기간내 자유|20190503~20190506|1de27c6b-831b-4b37-817b-05044d52316a|127.0604063368|36.0019413977|한국관광공사
영주한국선비문화축제 2019||054-639-3791~6|경상북도 영주시 순흥면 소백로 2796|가볼만한축제;가족여행;경상권;관광지;기차여행;나들이;데이트코스;아이와함께;연인과함께;영주한국선비문화축제;이색체험;전통&역사문화체험;체험학습;친구와함께;힐링||무료|기간 내 자유|20190503~20190506|20349e7f-0077-4027-a003-ee9480b28342|128.5834223892|36.9284797050|한국관광공사
남이섬 세계책나라축제 2019||031-580-8193~5|강원도 춘천시 남산면 남이섬길 1|관광지||남이섬 입장 시 무료(일부 체험 유료)|기간내자유|20190504~20190526|1104b116-2252-49b8-9479-1300159dea32|127.5261035858|37.7901159965|한국관광공사
자연중심 양구 곰취축제 2019||양구군청 033-480-2230, 2242|강원도 양구군 양구읍 박수근로 366-33|가볼만한축제;가족여행;강원권;관광지;기차여행;나들이;아이와함께;연인과함께;이색체험;청춘양구곰취축제;체험학습;친구와함께;특산물;힐링||무료|프로그램별상이|20190504~20190506|d0f5512c-230b-4c5a-b731-37f136bbd627|127.9824470365|38.1061821797|한국관광공사
서울 보드게임페스타 2019||070-8611-9803|서울특별시 강남구 남부순환로 3104|가볼만한축제;가족여행;관광지;기차여행;나들이;데이트코스;도심여행;서울보드게임페스타;수도권;아이와함께;연인과함께;이색체험;체험학습;친구와함께;힐링||무료할인정보: 보드게임 현장구매시 15%~35% 할인예매처 (<a href="http://www.boardgamefesta.com" target="_blank" title="새창: 보드게임페스타 홈페이지로 이동">http://www.boardgamefesta.com</a>)||20190504~20190505|aec4d5e4-cbfe-42b2-98bf-31f9b5118c26|127.0718200835|37.4957585883|한국관광공사
포항 거리예술축제 2019||054-289-7871~4|경상북도 포항시 남구 송도해안길112번길 2|관광지||무료|기간내자유|20190504~20190506|345c06a4-fbc2-4ef3-b1b6-c394403c5edc|129.3766224889|36.0403237051|한국관광공사
당진 안섬풍어제 2019||041-350-3581|충청남도 당진시 송악읍 고대리|가볼만한축제;가족여행;관광지;나들이;당진안섬풍어제;축제;충청권||무료|기간내자유|20190307~20190309|0ff1a0ff-117c-4cd1-b68a-209ef9322e37|126.7371034904|36.9870504496|한국관광공사
[최우수축제] 제주들불축제 2019||제주시청 관광진흥과 064-728-2751|제주 제주시 애월읍 봉성리 산59-8|2019문화관광축제;가볼만한축제;가족여행;관광지;나들이;섬여행;아이와함께;연인과함께;이색체험;전통&역사문화체험;제주권;제주들불축제;체험학습;친구와함께;힐링||무료|시간내 자유|20190307~20190310|9bf8bbdb-e69a-425e-ab79-7045d5c8dfd7|126.3581488312|33.3674368137|한국관광공사
전주 한지문화축제 2019||한지문화축제조직위원회 063-271-2503|전라북도 전주시 완산구 현무1길 20|가볼만한축제;가족여행;관광지;교과서속여행;기차여행;나들이;데이트코스;아이와함께;연인과함께;이색체험;전라권;전주한지문화축제;전통&역사문화체험;체험학습;친구와함께;힐링|||시간내 자유|20190504~20190506|ecb97ceb-f5da-481d-8e6b-8dea34a5ff7d|127.1482671501|35.8206802363|한국관광공사
의성 세계연축제 2019||054-830-6359, 054-830-6578|경상북도 의성군 안게면 용기리 620-5|가볼만한축제;가족여행;경상권;관광지;기차여행;나들이;데이트코스;아이와함께;어린이날가볼만한곳;연인과함께;의성세계연축제;이색체험;체험학습;친구와함께;힐링||입장료 무료(체험비 유료)|기간내자유|20190504~20190506|9e44e022-7677-40c6-8ba3-d35d224b2605|128.4316186741|36.3699351667|한국관광공사
서울동화축제 2019||02-450-7596|서울특별시 광진구 능동로 216|가볼만한축제;가족여행;관광지;기차여행;나들이;데이트코스;도심여행;서울동화축제;수도권;아이와함께;연인과함께;이색체험;체험학습;친구와함께;힐링||무료|기간내자유|20190504~20190506|8bdb9318-4b64-4cb3-acec-724c6d8cbeb0|127.0809066088|37.5498913551|한국관광공사
대구 컬러풀페스티벌 2019||053-430-1263~1265|대구광역시 중구 국채보상로|가볼만한축제;가족여행;관광지;나들이;아이와함께;연인과함께;이색체험;체험학습;친구와함께;컬러풀대구페스티벌;힐링|||기간내자유|20190504~20190505|f0b03a3c-3681-4cf0-b595-bdd0b8c25b83|128.5937461266|35.8710892750|한국관광공사
제주 방선문축제 (신선이 머무는 곳) 2019||064-728-4802|제주특별자치도 제주시 오라이동 39-1|가볼만한축제;가족여행;관광지;나들이;데이트코스;방선문축제;섬여행;아이와함께;연인과함께;이색체험;자연좋은곳;제주권;체험학습;친구와함께;힐링||무료|기간내자유|20190504~20190505|05d6023b-65d9-455d-aaf2-0ec2e9b25d0c|126.5169053039|33.4542936092|한국관광공사
부안 마실축제 2019||063-580-3932|전라북도 부안군 부안읍 신선길 1|가볼만한축제;가족여행;관광지;나들이;부안오복마실축제;아이와함께;연인과함께;오복마실축제;이색체험;전라권;전통문화체험;체험학습;친구와함께;힐링||무료 (별도 체험비 홈페이지 확인)예매처: 부안마실축제홈페이지|3시간|20190504~20190506|03c61084-ee8f-4021-b161-8b0dc13de4d5|126.7253989720|35.7243700423|한국관광공사
안산국제거리극축제 2019||031-481-0530|경기도 안산시 단원구 광덕대로 206|가볼만한축제;가족여행;관광지;기차여행;나들이;데이트코스;수도권;아이와함께;안산국제거리극축제;연인과함께;예술;이색체험;체험학습;친구와함께;힐링||무료|공연별 상이|20190504~20190506|3ff82d2c-2155-44c8-b0a3-45c5e43e27b9|126.8311914946|37.3146975194|한국관광공사
빛나는어린이축제 2019||070-7780-8080|경기도 양주시 광적면 광적로 235-48|관광지||입장 : 무료체험 : 유,무료공연 : 무료|기간내자유|20190505~20190505|e3ffd8a1-54e9-41ba-8cc3-be01c9bfc538|126.9674976777|37.8360726730|한국관광공사
대구패션페어 2019||053-721-7433|대구광역시 북구 엑스코로 10|가볼만한축제;관광지;대구패션페어;아이와함께;연인과함께;친구와함께;패션페어||무료|기간내자유|20190306~20190308|32dd3d2c-246d-4ca6-90ea-3dd8215aad69|128.6131378604|35.9070383402|한국관광공사
종묘대제 2019||070-4280-1648|서울특별시 종로구 종로 157|가볼만한축제;가족여행;관광지;나들이;수도권;아이와함께;연인과함께;이색체험;전통&역사문화체험;종묘대제;체험학습;친구와함께;힐링||무료|기간내자유|20190505~20190505|a3f90173-2c76-4c6a-a31e-424b7f10a525|126.9944471257|37.5742897425|한국관광공사
지용제 2019||043-730-3402|충청북도 옥천군 옥천읍 상계리 16|가볼만한축제;가족여행;관광지;기차여행;나들이;데이트코스;아이와함께;연인과함께;이색체험;전통&역사문화체험;지용제;체험학습;충청권;친구와함께;힐링|||기간 내 자유|20190509~20190512|6690e832-aab5-4080-bb1a-e29d5bf4d404|127.5827401123|36.3187144403|한국관광공사
가무악극으로 만나는 토요 상설공연 2019||041-832-5765|충청남도 부여군 규암면 백제문로 388|가무악극;가무악극으로만나는토요상설공연;가족여행;관광지;나들이;상설공연;아이와함께;연인과함께;충청권;친구와함께;힐링||2,000원|60분|20190302~20191026|193eb944-f7b3-460d-8e6e-55adb956bc39|126.8997016069|36.3048428766|한국관광공사
고창 한국지역도서전 2019||책마을해리 070-4175-0914<br>고창군립도서관 063-560-8052|전라북도 고창군 해리면 월봉성산길 88|관광지||무료|기간내자유|20190509~20190512|cc8333a9-2d9a-4a9f-b557-1230e8991981|126.4832936337|35.4700309828|한국관광공사
배내골 고로쇠축제 2019||055-364-7778|경상남도 양산시 원동면 배내로 431|가볼만한축제;가족여행;경상권;관광지;나들이;배내골고로쇠축제;아이와함께;연인과함께;이색체험;체험학습;친구와함께;힐링||무료(구입비용 별도)|기간 내 자유|20190302~20190303|08a26e9e-0dac-4f40-92e5-cee92c525b13|128.9861112541|35.4870676485|한국관광공사
서울안전한마당 2019||02-3706-1554|서울특별시 영등포구 여의공원로 68|가족;가족과함께;관광지;나들이;안전;안전서울;안전체험;안전한마당;안전행사;어린이;여의도;여의도공원;재난;재해;체험학습||무료|기간내자유|20190509~20190511|69f47e35-ca27-4fa4-b23d-6bed4076f293|126.9223217070|37.5268134115|한국관광공사
서울 구로국제어린이영화제 2019||02-869-6044, 02-860-2143|서울특별시 구로구 가마산로 245|관광지||홈페이지 참고 (<a href="http://www.movie-guro.or.kr" target="_blank" title="새창: 서울구로국제어린이영화제 홈페이지로 이동">http://www.movie-guro.or.kr</a>)예매처 : 인터파크(예정)|프로그램별상이|20190509~20190516|7bdf7305-d780-4216-9a2e-b5f7f4e7ec5d|126.8875146499|37.4954636544|한국관광공사
하동 야생차문화축제 2019||055-880-2052~4|경상남도 하동군 화개면 쌍계로 571-25|가볼만한축제;가족여행;경상권;관광지;나들이;아이와함께;연인과함께;이색체험;자연좋은곳;체험학습;친구와함께;특산물;하동야생차문화축제;힐링||무료|기간 내 자유|20190510~20190513|05e8fe57-306c-4022-991d-c5655867d804|127.6507963337|35.2325139254|한국관광공사
대구 동성로축제 2019||053-423-3337|대구광역시 중구 동성로|가볼만한축제;가족여행;관광지;기차여행;나들이;대구동성로축제;데이트코스;아이와함께;연인과함께;이색체험;체험학습;친구와함께;힐링||무료||20190510~20190512|c52880dd-4e57-4c66-a769-5b72768a95ef|128.5928212468|35.8697171910|한국관광공사
서울 슈즈앤백박람회 2019||02-6228-9100|경기도 고양시 일산서구 킨텍스로 217-60|2019 서울 슈즈&백 박람회;관광지;디자인공모전;서울슈즈앤백박람회;자선경매;전시회/박람회;제작시연회;취업상담;킨텍스;패션쇼||사전등록시 무료현장등록시 5천원|약 3시간|20190510~20190512|b3856bba-4360-4df4-94ef-79112f58301c|126.7457782594|37.6689215091|한국관광공사
유성온천문화축제 2019||042-611-2080|대전광역시 유성구 온천로 81|가볼만한축제;가족여행;관광지;기차여행;나들이;데이트코스;아이와함께;연인과함께;온천&스파;유성온천축제;이색체험;체험학습;친구와함께;힐링||무료(일부 체험행사 유료)축제기간 온천업소(숙박, 목욕), 식당 할인|기간내자유|20190510~20190512|c9a69b32-fb9e-4f32-8fed-76daf2ef25ff|127.3478712230|36.3551199848|한국관광공사
서대문, 1919 그날의 함성! 2019||02-360-8590|서울특별시 서대문구 통일로 251|가볼만한축제;가족여행;관광지;교과서속여행;기차여행;데이트코스;서대문1919그날의함성;수도권;아이와함께;연인과함께;이색체험;전통&역사문화체험;체험학습;친구와함께||무료 (일부 체험프로그램 유료)|기간내자유|20190301~20190301|588bb67d-ba95-4b61-bb3e-6f11312a840f|126.9556173237|37.5745751240|한국관광공사
제100주년 3.1절 중앙기념식 2019||02-2100-3079|서울특별시 종로구 세종대로 172|관광지||무료 (단, 일반 참가자는 홈페이지를 통해 등록한 사람)||20190301~20190301|de49ae38-94c5-40ea-9cdf-3c7aa5028c5f|126.9768821135|37.5724174227|한국관광공사
향기나는 동백꽃 축제 2019||064-794-0999|제주특별자치도 서귀포시 안덕면 일주서로2100번길 46|관광지||카페이용시 무료||20190301~20190430|d1f830c1-fd14-4928-be63-e73a4230a561|126.2950512669|33.2548010467|한국관광공사
구리 유채꽃축제 2019||031-550-2065|경기도 구리시 토평동|가볼만한축제;가족여행;관광지;구리유채꽃축제;기차여행;꽃여행;나들이;데이트코스;서울근교여행;수도권;아이와함께;연인과함께;이색체험;체험학습;친구와함께;힐링|||자유|20190510~20190512|d3a87aaf-d219-4e48-9031-dbdb11762833|127.1372785363|37.5751172190|한국관광공사
울산 쇠부리축제 2019||052-241-8758|울산광역시 북구 산업로 1010|가볼만한축제;가족여행;관광지;기차여행;나들이;아이와함께;연인과함께;울산쇠부리축제;이색체험;전통&역사문화체험;체험학습;친구와함께||무료|기간내자유|20190510~20190512|c2033774-cbe1-4ce8-aea2-86d6abdbbf82|129.3612369255|35.5826944674|한국관광공사
황토현 동학농민혁명기념제 2019||063-538-1894|전라북도 정읍시 덕천면 동학로 742|가볼만한축제;가족여행;관광지;기차여행;나들이;아이와함께;연인과함께;이색체험;전라권;전통&역사문화체험;체험학습;친구와함께;호아토현동학농민혁명기념제;힐링||무료|기간내자유|20190510~20190512|8985424e-2704-4f53-be19-1f649a063554|126.8283254782|35.6328516450|한국관광공사
의정부 음악극축제 2019||031-828-5895~7|경기도 의정부시 의정로 1|가볼만한축제;가족여행;공연장;관광지;기차여행;나들이;데이트코스;수도권;아이와함께;연인과함께;음악회;의정부음악극축제;이색체험;체험학습;친구와함께;힐링||공연별로 상이 (홈페이지 참고)예매처: 의정부예술의전당 홈페이지 및 인터파크|공연별로 상이 (홈페이지 참고)|20190510~20190519|4868a886-1f23-4539-9f2e-7624265e9900|127.0340500917|37.7334330545|한국관광공사
계족산 맨발축제 2019||042-530-1832|대전광역시 대덕구 장동 485|가볼만한축제;가족여행;계족산맨발축제;관광지;기차여행;나들이;데이트코스;아이와함께;연인과함께;이색체험;체험학습;친구와함께;힐링||맨발마라톤 참가비 15,000원(2001년 이후 출생자 무료) 외 프로그램 무료|기간내자유|20190511~20190512|8353c6f9-f149-4674-8890-ea06f3f3dbbc|127.4444556688|36.4050965379|한국관광공사
신촌국제꽃시장 2019||010-5574-2888|서울특별시 서대문구 연세로 5|가볼만한축제;가족여행;관광지;꽃시장;꽃여행;나들이;수도권;신촌국제꽃시장;아이와함께;연인과함께;이색체험;체험학습;친구와함께;힐링||무료입장일부 컨텐츠 유료 (소셜커머스 및 기타 온라인으로 구입 가능)|1 ~ 2시간|20190511~20190512|eef643ed-7285-42a4-9edf-5abac94c6669|126.9365529168|37.5561213716|한국관광공사
울진대게와 붉은대게축제 2019||축제집행위원회:054-789-5485<br />축제주관부서:054-789-6851<br />관광안내:054-789-6901|경상북도 울진군 후포면 후포리|가볼만한축제;가족여행;경상권;관광지;기차여행;나들이;데이트코스;아이와함께;연인과함께;울진대게와붉은대게축제;이색체험;체험학습;친구와함께;특산물;힐링|||기간내자유|20190228~20190303|8707f3ae-4d09-4e76-9b09-5175891b001f|129.4606907062|36.6794527683|한국관광공사
서울 코믹월드 2019||02-3142-2137|서울특별시 강남구 남부순환로 3104|가볼만한축제;가족여행;관광지;기차여행;나들이;데이트코스;도심여행;서울코믹월드;수도권;아이와함께;연인과함께;이색체험;체험학습;친구와함께;힐링||* 일인당 6,000 원 (5세 이상 동일)<br />* 행사 당일 행사장 옆 매표소에서 입장권 구입 후 입장 가능<br />* 단체할인 : 20명 이상의 단체일 경우 10명당 입장권 한 장 무료 지급<br />     &nbsp;&nbsp;(20명 입장료로 22명 입장 가능, 당일 매표소 문의, 당일 카드결제 불가)|시간 내 자유|20190511~20190512|03160f81-5e43-41f6-9cf4-4ee346f09476|127.0719422966|37.4956752670|한국관광공사
캠핑&피크닉페어 2019||02-796-8710|경기도 고양시 일산서구 킨텍스로 217-60|가볼만한축제;가족여행;관광지;글램핑;수도권;아이와함께;연인과함께;전시관;전시회/박람회;친구와함께;캠핑;캠핑피크닉페어||성인 7,000원 / 고등학생 이하 무료 (증빙서류 지참 必)홈페이지 사전등록 시 5,500원||20190228~20190303|0d3eb6f3-d01d-4919-bdc4-59666ea01c2c|126.7457782594|37.6689215091|한국관광공사
제주카페스타 (JEJU CAFESTA) 2019||064-711-1002|제주특별자치도 서귀포시 중문관광로 224|관광지;전시회/박람회||일반 10,000원(사전신청시무료)|기간내자유|20190228~20190303|9c724aa0-f3dd-4ed3-9d24-b17f93214ce3|126.4244958917|33.2412740186|한국관광공사
태안 알리움 축제 2019||041-675-5533|충청남도 태안군 안면읍 꽃지해안로 400|관광지||성인:9,000원 / 청소년 및 단체:7,000원 / 경로 및 단체:8,000원예매처: 현장 및 인터넷(추후공지)|1시간 ~ 1시간 30분|20190513~20190602|86d6b843-9a0f-4647-9bef-3c15ce1564c5|126.3367804299|36.5011023351|한국관광공사
백운산 고로쇠약수제 2019||061-797-3573|전남 광양시 옥룡면 용곡리|가볼만한축제;가족여행;관광지;기차여행;나들이;백운산고로쇠약수제;아이와함께;연인과함께;이색체험;전라권;전통&역사문화체험;체험학습;친구와함께;힐링||무료|시간내 자유|20190225~20190225|2fe65841-e561-4e45-b0b2-c5b85da3f856|127.6255916797|35.0683958564|한국관광공사
삼척 장미축제 2019||033-570-3548|강원도 삼척시 오십천로 586|가볼만한축제;가족여행;강원권;관광지;기차여행;꽃여행;나들이;당일치기여행;데이트코스;삼척장미축제;서울근교여행;아이와함께;연인과함께;이색체험;체험학습;친구와함께;힐링||무료||20190515~20190519|1101e922-144f-4027-8d45-e782aadbc4b4|129.1796539525|37.4323499468|한국관광공사
성주 생명문화축제 2019||054-930-6763|경상북도 성주군 성주읍 성밖숲길 30|가볼만한축제;가족여행;경상권;관광지;기차여행;나들이;데이트코스;마을축제;성주생명문화축제;아이와함께;연인과함께;이색체험;전통&역사문화체험;체험학습;친구와함께;힐링||무료|기간내자유|20190516~20190519|043441af-be60-4b9c-833a-592cb540afe9|128.2793948520|35.9155840251|한국관광공사
대한민국 국제요리&제과경연대회 2019||02-802-7666, 7669|서울특별시 서초구 강남대로 27|가볼만한축제;경연대회;관광지;국제요리경연대회;국제요리제과경연대회;대한민국국제요리제과경연대회;수도권;아이와함께;연인과함께;제과경연대회;친구와함께||미정(추후 홈페이지 공지)예매처: 사전예매(사무국:02-802-7666,7669) / 현장구매|기간내자유|20190516~20190519|80249ee2-177f-4814-8b8c-7680d3e5fcf4|127.0396016001|37.4672141004|한국관광공사
부산 코믹월드 2019||051-583-2470|부산광역시 해운대구 APEC로 55|가볼만한축제;가족여행;경상권;관광지;기차여행;나들이;데이트코스;부산코믹월드;아이와함께;연인과함께;이색체험;체험학습;친구와함께;힐링||일인당 6,000 원 (5세 이상 동일)<br />행사 당일 행사장 옆 매표소에서 입장권 구입 후 입장 가능<br />단체할인 : 20명 이상의 단체일 경우 10명당 입장권 한 장 무료 지급<br />(20명 입장료로 22명 입장 가능, 당일 매표소 문의, 당일 카드결제 불가)|자유|20190223~20190224|b248b433-6581-4700-8469-4c44ebe92edc|129.1359569660|35.1690700054|한국관광공사
[유망축제] 밀양 아리랑대축제 2019||055-359-4522~4525|경상남도 밀양시 중앙로 324|2019문화관광축제;가볼만한축제;가족여행;경상권;관광지;나들이;밀양아리랑대축제;아리랑대축제;아이와함께;역사문화체험;연인과함께;이색체험;전통문화체험;체험학습;친구와함께;힐링|||기간내자유|20190516~20190519|7f14e872-4da1-4799-8612-dbb60817c635|128.7552590901|35.4921350361|한국관광공사
곡성 세계장미축제 2019||061-363-8379<br>061-360-8348|전라남도 곡성군 오곡면 기차마을로 232|가볼만한축제;가족여행;곡성세계장미축제;관광지;기차여행;꽃여행;나들이;데이트코스;아이와함께;연인과함께;이색체험;인생샷;전라권;체험학습;추억여행;친구와함께;힐링||5,000원 (단2,000원 지역상품권으로 반환)할인정보 : 단체30인이상, 곡성군민, 국가유공자, 장애인(1~6급)|기간내자유|20190517~20190526|9d4b18ac-af64-47b5-8a6c-c46f7c0aab5b|127.3082920334|35.2775251245|한국관광공사
안성팜랜드 봄!봄!봄! 냉이축제 2019||031-8053-7979|경기도 안성시 공도읍 대신두길 28|가볼만한축제;가족여행;관광지;나들이;수도권;아이와함께;안성팜랜드;안성팜랜드봄봄봄냉이축제;연인과함께;이색체험;체험학습;친구와함께;특산물;힐링||<strong>[요금]</strong>팜입장 - 대인 12,000원 / 소인 10,000원팜승마(입장+체험승마) - 대인 17,000원 / 소인 15,000원※ 상기요금은 계절 및 여건에 따라 변경될 수 있습니다.※ 소인(만36개월~18세)※ 가족과 동반한 36개월미만 유아는 무료입장 (증빙서류 확인필요)<strong>[할인정보]</strong>※ 20명 이상은 단체할인 적용(사전예약 필수)※ 전 상품 3,000원 할인 - 지역주민(안성, 평택) (증명서 소지자 본인에 한함)※ 팜입장 2,000원 할인- 농협조합원, 군인∙경찰∙소방대원, 만65세이상 (증명서 소지자 본인에 한함)※ 팜입장 50% 할인 - 장애우(1급~3급:본인 및 동반 1인/4급 이하:본인), 국가유공자(본인 및 동반 1인), 기초생활수급자(본인) (증명서 소지자에 한함)※ NH카드 전월실적 30만원 이상 고객 입장권 구매 총 금액에서 10,000원 청구할인(월1회) - 3월 말까지 행사 종료<strong>[예매처]</strong>팜랜드 홈페이지, 네이버, 위메프, 쿠팡, 티몬 등|기간내자유|20190222~20190324|6386dcbd-397f-4a58-8aa1-7daf9fa963cb|127.1944119888|36.9920801848|한국관광공사
신촌야행 2019||02-2156-3068|서울특별시 서대문구 연세로 5|관광지||무료|기간내자유|20190517~20190519|74f65a7f-6193-48fd-911b-955b693957c5|126.9365529168|37.5561213716|한국관광공사
한국중고자동차페스티벌 2019||02-6331-6660|서울특별시 중구 세종대로 124|||무료|기간내자유|20190517~20190519|ff553ec1-f53c-4621-ac67-8c791735bfe7|126.9778599422|37.5674402409|한국관광공사
국토정중앙 달맞이축제 2019||033-480-2510(양구문화원)<br>033-480-2230(양구군청)|강원도 양구군 양구읍 박수근로 366-33|가볼만한축제;가족여행;강원권;관광지;국토정중앙달맞이축제;기차여행;나들이;데이트코스;서울근교여행;아이와함께;연인과함께;이색체험;전통&역사문화체험;체험학습;친구와함께;힐링||무료|시간내자유|20190219~20190219|3ccad963-bc0f-410c-b87d-24bfc8170825|127.9814860049|38.1064460195|한국관광공사
부산 송도 달집축제 2019||서구청 문화관광과 051-240-4062|부산광역시 서구 송도해변로 50|가볼만한축제;가족여행;경상권;관광지;기차여행;나들이;바다풍경;부산송도달집축제;아이와함께;연인과함께;이색체험;체험학습;친구와함께;힐링||무료|시간내 자유|20190219~20190219|38865542-369e-416f-a05a-f389b47a8f5c|129.0177364375|35.0767253820|한국관광공사
부산 백운포 달맞이축제 2019||문화체육과 051-607-4062|부산광역시 남구 백운포로 108|가볼만한축제;가족여행;경상권;관광지;기차여행;나들이;부산백운포달맞이축제;아이와함께;연인과함께;이색체험;체험학습;친구와함께;힐링||무료|시간내 자유|20190219~20190219|b4e3a339-2138-4bab-b5c7-606f8ad7df36|129.1106082025|35.1030047090|한국관광공사
부산 사상 전통달집놀이 2019||사상문화원 051-316-9111|부산광역시 사상구 삼락동 29-44|가볼만한축제;가족여행;경상권;관광지;기차여행;나들이;부산사상전통달집놀이;아이와함께;연인과함께;이색체험;전통&역사문화체험;체험학습;친구와함께;힐링||무료|기간내 자유|20190219~20190219|308ca299-8c4a-4a2c-a116-bdae634aba46|128.9740793580|35.1701002345|한국관광공사
송정 정월대보름축제 2019||해운대구청 051-749-4062|부산 해운대구 송정동|가볼만한축제;가족여행;경상권;관광지;기차여행;나들이;바다풍경;송정정월대보름미역축제;아이와함께;연인과함께;이색체험;체험학습;친구와함께;특산물;힐링||무료|시간내 자유|20190219~20190219|e47ddce2-e7fc-4fd7-9d67-e06e988e42f1|129.1996400523|35.1787117732|한국관광공사
원주 회촌 달맞이축제 2019||033-763-6622|강원도 원주시 흥업면 매지회촌길 116-14|가볼만한축제;가족여행;강원권;관광지;기차여행;나들이;데이트코스;아이와함께;연인과함께;원주회촌달맞이축제;이색체험;전통&역사문화체험;체험학습;친구와함께;힐링||무료|시간내 자유|20190219~20190219|8d2640d8-285c-47eb-9146-f763576b08b8|127.9099594881|37.2522437433|한국관광공사
