##NAME|SUBNAME|X|Y|MAPPERS_TYPE|TELNUM|NEWADDR|ADDR|FEAT1|FEAT2|AREA|DATE|ALTNAME|ETCNAME|ORGNAME|ETCADDR|PNUCODE|RD_JIBUN|MAPPERS_CD@@파스쿠찌
파스쿠찌|당진/CGV점|||파스쿠찌|041-352-7730||충남 당진시 읍내동 1532|주차가능;무선인터넷|평일,주말, 공휴일 동일 08:00~23:00|||||파스쿠찌 당진/CGV점|외 3필지 당진CGV 1층|||80705
파스쿠찌|팔공산점|||파스쿠찌|053-242-9990||대구광역시 동구 용수동 67-49|주차가능;무선인터넷|일~목 : 10:00~23:00 / 금, 토 : 10:00~24:00|||||파스쿠찌 팔공산점||||80705
파스쿠찌|전남대점|||파스쿠찌|062-251-9655|광주 북구 호동로 15||흡연실;무선인터넷;케이터링|평일, 주말, 공휴일 동일 10:00~04:00|||||파스쿠찌 전남대점|(용봉동 161-17)|||80705
파스쿠찌|세종청사점|||파스쿠찌|044-863-8497|세종특별자치시 도움8로 세종1번가 A-101 , 102호 ||주차가능;무선인터넷;케이터링|평일 08:00~22:30 / 주말,공휴일 08:00~22:00|||||파스쿠찌 세종청사점||||80705
파스쿠찌|수완로점|||파스쿠찌|062-954-3624|광주광역시 광산구 수완로 73번길 3||주차가능;무선인터넷|월,목 09:00~24:00 / 금 09:00~01:00 / 토 10:00~01:00 / 일 10:00~23:00|||||파스쿠찌 수완로점|(광주 광산구 수완동1128)|||80705
파스쿠찌|목포석현점|||파스쿠찌|061-287-8497||전남 목포시 석현동 1168-25|주차가능;무선인터넷|평일, 주말, 공휴일 동일 07:00~24:00|||||파스쿠찌 목포석현점|(옥암로 173)|||80705
파스쿠찌|거제고현점|||파스쿠찌|055-637-8497||경남 거제시 고현동 33-12|흡연실;주차가능;무선인터넷|월~목 09:00~24:00 / 금,토 09:00~25:00 / 일,공휴일 09:00~24:00|||||파스쿠찌 거제고현점||||80705
파스쿠찌|대왕암공원점|||파스쿠찌|052-234-8497||울산 동구 일산동 903-5|주차가능;무선인터넷|평일,주말,공휴일 동일 09:00~23:00|||||파스쿠찌 대왕암공원점|대왕암상가 5동 2호|||80705
파스쿠찌|서면솔라리아니스테츠호텔점|||파스쿠찌|051-801-9971|부산광역시 부산진구 서면로 22||무선인터넷|월~토 08:00~01:00 / 일 08:00~24:00|||||파스쿠찌 서면솔라리아니스테츠호텔점||||80705
파스쿠찌|방배점|||파스쿠찌|02-3474-8497||서울 서초구 방배동 3005|무선인터넷|평일,주말,공휴일 동일 08:00~23:00|||||파스쿠찌 방배점|순영빌딩 1,2층|||80705
파스쿠찌|청주/수암골점|||파스쿠찌|043-222-8497||충북 청주시 상당구 수동 91-2외 2필지 |흡연실;주차가능;무선인터넷|평일, 주말, 공휴일 동일 10:00~24:00|||||파스쿠찌 청주/수암골점||||80705
파스쿠찌|언양점|||파스쿠찌|052-264-8497|울산광역시 울주군 언양읍 동부8길 14||주차가능;무선인터넷;신규매장|평일, 주말, 공휴일 동일 09:00 ~ 22:00|||||파스쿠찌 언양점||||80705
파스쿠찌|포항쌍용사거리점|||파스쿠찌|054-284-8497||경북 포항시 북구 죽도동 674-1|주차가능;무선인터넷|평일,주말,공휴일 동일 11:00~03:00|||||파스쿠찌 포항쌍용사거리점||||80705
파스쿠찌|선정릉역점|||파스쿠찌|02-518-8497|서울특별시 강남구 선릉로121길 6||흡연실;주차가능;무선인터넷;케이터링|평일 07:00~23:00 / 주말,공휴일 08:00~23:00|||||파스쿠찌 선정릉역점|(1층)|||80705
파스쿠찌|수서점|||파스쿠찌|02-445-2106||서울 강남구 수서동 461-26|주차가능;무선인터넷|평일,주말,공휴일 동일 09:00~22:30|||||파스쿠찌 수서점|(강남구 광평로 236)|||80705
파스쿠찌|주안점|||파스쿠찌|032-427-8497|인천광역시 남구 미추홀대로 710||흡연실;무선인터넷|평일  08:00~02:00 / 주말,공휴일 09:00~02:00|||||파스쿠찌 주안점||||80705
파스쿠찌|갈마점|||파스쿠찌|042-528-8497||대전 서구 갈마동 1044|흡연실;주차가능;무선인터넷|평일,주말,공휴일 동일 09:00~02:00|||||파스쿠찌 갈마점||||80705
파스쿠찌|동강병원점|||파스쿠찌|052-244-8497|울산광역시 중구 태화로 239||주차가능;무선인터넷|평일,주말,공휴일 동일 07:30~21:30|||||파스쿠찌 동강병원점||||80705
파스쿠찌|분당KT계원점|||파스쿠찌|031-711-8397||경기 성남시 분당구 정자동 139-7|주차가능;무선인터넷;케이터링|평일 08:00~22:30 / 토,일 10:00~22:00|||||파스쿠찌 분당KT계원점||||80705
파스쿠찌|광주유스퀘어점|||파스쿠찌|062-364-0015||광주 서구 광천동 유스퀘어 광천터미널 |주차가능;무선인터넷|평일,주말,공휴일 동일 07:00~23:00|||||파스쿠찌 광주유스퀘어점||||80705
파스쿠찌|신제주점|||파스쿠찌|064-747-8297||제주시 오라2동 3100-3|주차가능;무선인터넷|평일, 주말, 공휴일 동일 08:00~23:00|||||파스쿠찌 신제주점||||80705
파스쿠찌|전주/중화산점|||파스쿠찌|063-225-8497||전북 전주시 완산구 중화산동 2가 770-1|흡연실;주차가능;무선인터넷|월 토 09:00~06:00 / 일 09:00~02:00|||||파스쿠찌 전주/중화산점||||80705
파스쿠찌|구미봉곡점|||파스쿠찌|054-458-8497||경북 구미시 봉곡동 297-7|주차가능;무선인터넷|평일,주말,공휴일 동일 08:00 ~ 01:00|||||파스쿠찌 구미봉곡점||||80705
파스쿠찌|울산장생포점|||파스쿠찌|052-260-8497|울산광역시 남구 장생포고래로 257-1||무선인터넷;케이터링|None|||||파스쿠찌 울산장생포점|(매암동) 카페 파스쿠찌|||80705
파스쿠찌|충북증평점|||파스쿠찌|043-836-8497||충청북도 증평군 증평읍 중동리 58|흡연실;무선인터넷|평일,주말,공휴일 8시~23시|||||파스쿠찌 충북증평점|1층|||80705
파스쿠찌|판교역|||파스쿠찌|031-8061-0778||경기 성남시 분당구 상평동 664호 1층 |주차가능;무선인터넷;케이터링|월 토 07:00~23:00 / 일, 공휴일 09:00~23:00|||||파스쿠찌 판교역||||80705
파스쿠찌|중구/무궁화점|||파스쿠찌|052-297-8497||울산 중구 반구동 22-4|주차가능;무선인터넷|평일, 주말 07:00~01:00|||||파스쿠찌 중구/무궁화점||||80705
파스쿠찌|경리단길점|||파스쿠찌|02-792-8497||서울 용산구 이태원2동 644|무선인터넷;케이터링|월~목 07:00~22:00시 / 금,토 07:00~23:00시 / 일 07:00~22:00시|||||파스쿠찌 경리단길점||||80705
파스쿠찌|연세세브란스2호점|||파스쿠찌|02-2227-8273|서울시 서대문구 연세로 50-1||무선인터넷;케이터링|월 금 07:00~19:00 / 토 08:00~15:00 / 일요일 휴점|||||파스쿠찌 연세세브란스2호점|신촌세브란스 암병원 지상5층|||80705
파스쿠찌|연세세브란스1호점|||파스쿠찌|02-2227-8276|서울특별시 서대문구 연세로 50-1||무선인터넷;케이터링|평일 07:00~23:00 / 주말, 공휴일 07:00~22:00|||||파스쿠찌 연세세브란스1호점|연세암센터 B1 파스쿠찌|||80705
파스쿠찌|부산남산점|||파스쿠찌|051-516-8497||부산 금정구 구서동 1032-9|주차가능;무선인터넷|평일, 주말, 공휴일 동일 09:00~24:00|||||파스쿠찌 부산남산점||||80705
파스쿠찌|애월/해안도로점|||파스쿠찌|064-799-8497||제주시 애월읍 신엄리 2727-1|주차가능;무선인터넷|평일,주말,공휴일 08:30~22:00|||||파스쿠찌 애월/해안도로점||||80705
파스쿠찌|양산서창점|||파스쿠찌|055-381-8498||경남 양산시 삼호동 1014-5|흡연실;주차가능;무선인터넷|평일 09:00 ~ 22:00 / 주말,공휴일 09:00 ~ 23:00|||||파스쿠찌 양산서창점||||80705
파스쿠찌|칠곡/석적점|||파스쿠찌|054-977-8497||경상북도 칠곡군 석적읍 중리 223-5|흡연실;주차가능;무선인터넷|평일,주말,공휴일 08:00~01:00|||||파스쿠찌 칠곡/석적점|(유학로 61)|||80705
파스쿠찌|수지구청점|||파스쿠찌|031-897-8497||경기 용인시 수지구 풍덕천동 1195|주차가능;무선인터넷|09:00~23:00|||||파스쿠찌 수지구청점||||80705
파스쿠찌|포항/지곡점|||파스쿠찌|054-282-8497||경북 포항시 남구 이동 53|주차가능;무선인터넷|평일,주말,공휴일 09:00~02:00|||||파스쿠찌 포항/지곡점||||80705
파스쿠찌|경주모다점|||파스쿠찌|054-620-7781||경북 경주시 천북면 모아리 938|주차가능;무선인터넷|평일, 주말, 공휴일 동일 10:30~22:00|||||파스쿠찌 경주모다점||||80705
파스쿠찌|청주/분평점|||파스쿠찌|043-297-8497||충북 청주시 흥덕구 분평동 598|흡연실;주차가능;무선인터넷|평일, 주말, 공휴일 동일 08:00~24:00|||||파스쿠찌 청주/분평점|1층|||80705
파스쿠찌|부산해운대점|||파스쿠찌|051-744-8498||부산 해운대구 우동 618-18|주차가능;무선인터넷;케이터링|평일,주말,공휴일 동일 24시간|||||파스쿠찌 부산해운대점||||80705
파스쿠찌|제주/이도점|||파스쿠찌|064-724-4715||제주특별치도 제주시 이도이동 1986-20|주차가능;무선인터넷|평일,주말,공휴일 동일 08:00~23:00|||||파스쿠찌 제주/이도점||||80705
파스쿠찌|교대메가스터디점|||파스쿠찌|02-3486-8497||서울 서초구 서초동 1671-2|흡연실;주차가능;무선인터넷|평일 07:00~23:00 / 주말, 공휴일 08:00 ~ 23:00|||||파스쿠찌 교대메가스터디점||||80705
파스쿠찌|서산/호수공원점|||파스쿠찌|041-665-8497||충남 서산시 읍내동 50-3|주차가능;무선인터넷|평일 09:00~24:00 / 주말,공휴일 09:30~24:00|||||파스쿠찌 서산/호수공원점|1층|||80705
파스쿠찌|제주/용담해안도로점|||파스쿠찌|064-711-3001||제주 제주시 용담3동 2319-1|흡연실;주차가능;무선인터넷|평일, 주말, 공휴일 동일 09:00~23:00|||||파스쿠찌 제주/용담해안도로점||||80705
파스쿠찌|인천검암점|||파스쿠찌|032-566-1006||인천광역시 서구 검암동 613-2|주차가능;무선인터넷|일~목 9:00~22:00, 금~토 09:00~23:00|||||파스쿠찌 인천검암점||||80705
파스쿠찌|수원시청점|||파스쿠찌|031-233-8497||경기도 수원시 팔달구 인계동 1041-2|흡연실;주차가능;무선인터넷|월~목 11:00~02:00 / 금~토 11:00~03:00 / 일 11:00~24:00|||||파스쿠찌 수원시청점||||80705
파스쿠찌|분당서울대병원점|||파스쿠찌|031-718-8497|경기도 성남시 분당구 구미로 173번길 82||무선인터넷|평일, 주말, 공휴일 동일 07:00~21:00|||||파스쿠찌 분당서울대병원점|분당서울대병원 본관 1층 일부|||80705
파스쿠찌|진주/평거점|||파스쿠찌|055-747-8497||경상남도 진주시 평거동 907|주차가능;무선인터넷|평일, 주말, 공휴일 동일 08:30~24:00|||||파스쿠찌 진주/평거점|1층 파스쿠찌|||80705
파스쿠찌|광주황금점|||파스쿠찌|062-225-8497||광주 동구 황금동 19-1|흡연실;무선인터넷|월 목,일 10:00~01:00 / 금 토 10:00~02:00|||||파스쿠찌 광주황금점||||80705
파스쿠찌|부평시장역점|||파스쿠찌|032-529-1966|인천광역시 부평구 부평대로 75||주차가능;무선인터넷|평일 08:00~23:00/ 주말 09:00~23:00|||||파스쿠찌 부평시장역점|(한화생명사옥 1층)|||80705
파스쿠찌|한강자이타워점|||파스쿠찌|02-2638-5497||서울 강서구 가양동 1498|주차가능;무선인터넷|평일,주말,공휴일 동일 07:00~23:00|||||파스쿠찌 한강자이타워점|B동 101호|||80705
파스쿠찌|청주터미널점|||파스쿠찌|043-232-8350||충북 청주시 흥덕구 가경동 1449|무선인터넷|평일,주말,공휴일 동일 05:30~23:00|||||파스쿠찌 청주터미널점|청주시외버스터미널 2층|||80705
파스쿠찌|남양주평내점|||파스쿠찌|031-511-8497||경기 남양주시 평내동 586-15|주차가능;무선인터넷|평일, 주말, 공휴일 09:00~24:00|||||파스쿠찌 남양주평내점||||80705
파스쿠찌|구월/로데오점|||파스쿠찌|032-412-8497|인천광역시 남동구 인하로489번길 28||흡연실;주차가능;무선인터넷;24시 매장|평일,주말,공휴일 동일 24시간|||||파스쿠찌 구월/로데오점|(로데오프라자 201호)|||80705
파스쿠찌|전북도청점|||파스쿠찌|063-223-8497||전북 전주시 완산구 효자동 2가 1234-2|주차가능;무선인터넷|평일, 주말, 공휴일 동일 08:00~23:00|||||파스쿠찌 전북도청점||||80705
파스쿠찌|울산/성남점|||파스쿠찌|052-246-8497||울산광역시 중구 성남동 191-27|흡연실;주차가능;무선인터넷|None|||||파스쿠찌 울산/성남점|2F|||80705
파스쿠찌|삼천포점|||파스쿠찌|055-835-0497|경상남도 사천시 주공로 23||주차가능;무선인터넷|평일, 주말, 공휴일 동일 09:00~24:00|||||파스쿠찌 삼천포점||||80705
파스쿠찌|울산번영점|||파스쿠찌|052-227-8497||울산 남구 달동 1356-12|주차가능;무선인터넷|평일,주말,공휴일  am8시~pm12시|||||파스쿠찌 울산번영점||||80705
파스쿠찌|계양구청점|||파스쿠찌|032-543-4343|인천광역시 계양구 오조산로 57번길 11||무선인터넷|월~토 08:00~24:00 /일,공휴일 08:00~01:00|||||파스쿠찌 계양구청점||||80705
파스쿠찌|상무/DY점|||파스쿠찌|062-374-8497||광주 서구 마륵동 162-7|주차가능;무선인터넷|평일, 주말, 공휴일 동일 08:00~23:00|||||파스쿠찌 상무/DY점||||80705
파스쿠찌|춘천/거두점|||파스쿠찌|033-262-8497|강원도 춘천시 동내면 춘천순환로 128||주차가능;무선인터넷|평일,주말, 공휴일 08:00  ~  23:00|||||파스쿠찌 춘천/거두점|1층|||80705
파스쿠찌|문래점|||파스쿠찌|02-2675-8497|서울시 영등포구 선유로 70||주차가능;무선인터넷|평일,주말,공휴일 동일 07:00~23:00|||||파스쿠찌 문래점|(우리벤쳐타운 2104호)|||80705
파스쿠찌|평택역점|||파스쿠찌|031-656-8497||경기 평택시 평택동 55-7|무선인터넷|평일, 주말, 공휴일 동일 07:00~23:00|||||파스쿠찌 평택역점|평택아케이드 가동 9-2호|||80705
파스쿠찌|탄현제니스스퀘어점|||파스쿠찌|031-916-3123||경기도 고양시 일산서구 탄현동 297|주차가능;무선인터넷;케이터링|일~목 07:00~23:00 / 금~토 07:00~24:00|||||파스쿠찌 탄현제니스스퀘어점|169호|||80705
파스쿠찌|진해/자은점|||파스쿠찌|055-551-9777||경남 창원시 진해구 자은동 615-4|주차가능;무선인터넷|평일, 주말, 공휴일 동일 09:00~22:00|||||파스쿠찌 진해/자은점||||80705
파스쿠찌|대전탄방점|||파스쿠찌|042-382-8497||대전 서구 탄방동 645|주차가능;무선인터넷|평일, 주말, 공휴일 동일 09:00~22:00|||||파스쿠찌 대전탄방점||||80705
파스쿠찌|포항시청점|||파스쿠찌|054-274-8497||경북 포항시 남구 대잠동 1002-2|주차가능;무선인터넷|평일,주말,공휴일 08:00~23:00|||||파스쿠찌 포항시청점||||80705
파스쿠찌|안양예술공원점|||파스쿠찌|031-473-8297||안양시 만안구 석수동 825|주차가능;무선인터넷|평일,공휴일 7시~23시 /토,일 24시|||||파스쿠찌 안양예술공원점||||80705
파스쿠찌|양재T월드점|||파스쿠찌|02-529-0052||서울시 서초구 양재동 11-2|주차가능;무선인터넷|평일,토요일 07:00~23:00 / 일요일, 공휴일 08:00~23:00|||||파스쿠찌 양재T월드점|1층|||80705
파스쿠찌|의정부역점|||파스쿠찌|031-876-8497||경기도 의정부시 의정부동 493-3|무선인터넷|08:00~23:00|||||파스쿠찌 의정부역점|웨딩팰리스 1층|||80705
파스쿠찌|충북오송점|||파스쿠찌|043-234-8497|충청북도 청주시 흥덕구 오송읍 오송생명5로 179||주차가능;무선인터넷;케이터링|월~일,공휴일 8:30~23:00|||||파스쿠찌 충북오송점|1층|||80705
파스쿠찌|뱅뱅사거리점|||파스쿠찌|02-587-8497||서울시 서초구 서초동 1340-11|흡연실;무선인터넷|월~금 : 07:00~22:00, 토요일/공휴일 : 09:00~22:00 일요일 : 휴점|||||파스쿠찌 뱅뱅사거리점|1층|||80705
파스쿠찌|원주봉화산점|||파스쿠찌|033-747-8497|강원도 원주시 봉화로 35-1||흡연실;주차가능;무선인터넷|월 토 08:00~01:00 / 주말, 공휴일 09:00~01:00|||||파스쿠찌 원주봉화산점|(단계동,2층)|||80705
파스쿠찌|대구방촌점|||파스쿠찌|053-985-8497||대구광역시 동구 방촌동 1060-1|주차가능;무선인터넷|평일,주말,공휴일 9:00~01:00|||||파스쿠찌 대구방촌점|퀸벨호텔內|||80705
파스쿠찌|국회의사당점|||파스쿠찌|02-786-9004||서울시 영등포구 여의도동 14-15|흡연실;주차가능;무선인터넷|None|||||파스쿠찌 국회의사당점|안원빌딩 1층|||80705
파스쿠찌|예술의전당점|||파스쿠찌|02-3487-8497||서울시 서초구 서초동 1451-78|주차가능;무선인터넷|평일 08:00~23:00 / 주말,공휴일 09:00~23:00|||||파스쿠찌 예술의전당점|1층|||80705
파스쿠찌|익산/모현점|||파스쿠찌|063-856-8497||전북 익산시 모현동 1가 836|흡연실;주차가능;무선인터넷|월 토,공휴일 09:00~01:00 / 일요일 09:00~24:00|||||파스쿠찌 익산/모현점||||80705
파스쿠찌|여수/여서점|||파스쿠찌|061-921-3332||전남 여수시 여서동 220-5|주차가능;무선인터넷|평일, 주말, 공휴일 동일 09:00~24:00|||||파스쿠찌 여수/여서점|향군회관 1층|||80705
파스쿠찌|거제장승포점|||파스쿠찌|055-681-3955||경남 거제시 장승포동 701-6|주차가능;무선인터넷|평일, 주말, 공휴일 동일 09:00~23:00|||||파스쿠찌 거제장승포점||||80705
파스쿠찌|대구동성로광장점|||파스쿠찌|053-255-8497||대구광역시 중구 동성로3가 67-1|흡연실;무선인터넷|평일,주말 동일  08:00~02:00|||||파스쿠찌 대구동성로광장점|1,2층|||80705
파스쿠찌|종각알파빌딩점|||파스쿠찌|02-732-8497|서울특별시 종로구 종로 34||주차가능;무선인터넷|평일,토요일 : 7:00~23:00 일요일,공휴일 : 8:00~23:00|||||파스쿠찌 종각알파빌딩점|1층|||80705
파스쿠찌|통영무전점|||파스쿠찌|055-644-8497||경남 통영시 무전동 1033-5|주차가능;무선인터넷|평일, 주말, 공휴일 동일 08:30~24:00|||||파스쿠찌 통영무전점||||80705
파스쿠찌|지웰시티점|||파스쿠찌|043-233-8350||충북 청주시 흥덕구 복대동 288-124|주차가능;무선인터넷|평일,주말,공휴일 동일 08:30~24:00|||||파스쿠찌 지웰시티점|LK트리플렉스타워 A동 110동|||80705
파스쿠찌|전남대병원점|||파스쿠찌|062-223-8497||광주광역시 동구 학동 67|주차가능;무선인터넷;케이터링|평일,주말, 공휴일 07:00  ~  23:00|||||파스쿠찌 전남대병원점||||80705
파스쿠찌|신촌연세대점|||파스쿠찌|02-393-8004||서울시 서대문구 창천동 9-20|무선인터넷|월~목,일 :08:00~24:00  금~토 :08:00~02:00|||||파스쿠찌 신촌연세대점||||80705
파스쿠찌|울산/구영점|||파스쿠찌|052-243-8497||울산광역시 울주군 범서읍 구영리 395-5|주차가능;무선인터넷|주말, 공휴일 동일 08:00~24:00|||||파스쿠찌 울산/구영점||||80705
파스쿠찌|삼산/무궁화점|||파스쿠찌|052-256-8497||울산광역시 남구 삼산동 188-1|주차가능;무선인터넷|24시간 운영|||||파스쿠찌 삼산/무궁화점||||80705
파스쿠찌|선릉점|||파스쿠찌|02-3288-3616||서울시 강남구 역삼동 705-18|주차가능;무선인터넷|평일 07:30~23:00, 토요일 11:00~20:00, 일요일/공휴일 11:00~19:00|||||파스쿠찌 선릉점|1층|||80705
파스쿠찌|청주/율량2지구점|||파스쿠찌|043-218-8497|||흡연실;주차가능;무선인터넷|월 토 08:00~24:00, 일요일,공휴일 08:00~24:00|||||파스쿠찌 청주/율량2지구점|1~2F|||80705
파스쿠찌|대구/범어로데오점|||파스쿠찌|053-744-8497||대구광역시 수성구 범어동 221-8|주차가능;무선인터넷|평일,주말,공휴일 09:00~00:00|||||파스쿠찌 대구/범어로데오점||||80705
파스쿠찌|제주노형점|||파스쿠찌|064-747-8497||제주특별자치도 제주시 노형동 710-3|주차가능;무선인터넷;케이터링|월 금 7:00~24:00 / 토,일,공휴일 8:00~24:00|||||파스쿠찌 제주노형점|추산엘리시아빌딩 2층 B1호|||80705
파스쿠찌|구미금오산점|||파스쿠찌|054-456-3366||경북 구미시 남통동 155|흡연실;주차가능;무선인터넷|평일,주말(공휴일포함) 09:00   01:00|||||파스쿠찌 구미금오산점||||80705
파스쿠찌|경북대북문점|||파스쿠찌|053-959-8497||대구광역시 북구 산격동 1399-9|흡연실;무선인터넷|평일, 주말 동일 7:30 ~ 1:30|||||파스쿠찌 경북대북문점||||80705
파스쿠찌|광주/신창점|||파스쿠찌|062-959-8497||광주광역시 광산구 신창동 1224-1|주차가능;무선인터넷|평일, 토 08:00~01:00, 일 09:00~24:00|||||파스쿠찌 광주/신창점||||80705
파스쿠찌|대덕/벨리점|||파스쿠찌|042-936-8497||대전광역시 유성구 용산동 576|주차가능;무선인터넷|평일 07:30~23:00 / 주말 09:00~23:00|||||파스쿠찌 대덕/벨리점|(테크노중앙로 153번지)|||80705
파스쿠찌|청주/봉명점|||파스쿠찌|043-267-8497||충청북도 청주시 흥덕구 봉명동 2861|흡연실;주차가능;무선인터넷|일 수요일, 공휴일 10:00~01:00 / 목 토요일 10:00~02:00|||||파스쿠찌 청주/봉명점|1층|||80705
파스쿠찌|남부터미널점|||파스쿠찌|02-525-8497||서울시 서초구 서초동 1426-1|주차가능;무선인터넷|평일 7:00~22:00 주말 8:00~22:00|||||파스쿠찌 남부터미널점||||80705
파스쿠찌|대방트리플라온|||파스쿠찌|031-926-7780||경기도 고양시 일산동구 중산동 1682|흡연실;주차가능;무선인터넷;케이터링|8시~23시 (주말,공휴일 동일)|||||파스쿠찌 대방트리플라온|B동 1|||80705
파스쿠찌|대학로점|||파스쿠찌|02-762-8497||서울시 종로구 혜화동 183|무선인터넷;케이터링|평일,주말,공휴일 동일 08:00~23:00|||||파스쿠찌 대학로점||||80705
파스쿠찌|문정법조단지|||파스쿠찌|02-408-8497||서울시 송파구 문정동 400-7|주차가능;무선인터넷|None|||||파스쿠찌 문정법조단지||||80705
파스쿠찌|목포북항점|||파스쿠찌|061-277-8497||전남 목포시 산정동 1768|주차가능;무선인터넷|평일, 주말, 공휴일 동일 08:00~24:00|||||파스쿠찌 목포북항점||||80705
파스쿠찌|청주율량점|||파스쿠찌|043-216-8497||충북 청주시 상당구 율량동 1314|흡연실;주차가능;무선인터넷|평일, 주말, 공휴일 동일 09:00~24:00|||||파스쿠찌 청주율량점|1층|||80705
파스쿠찌|달동목화점|||파스쿠찌|052-2678-497||울산광역시 남구 달동 1278-1|주차가능;무선인터넷|평일 08:00 02:00 / 토 09:00 02:00 / 일 09:00 01:00|||||파스쿠찌 달동목화점||||80705
파스쿠찌|익산/영등점|||파스쿠찌|063-836-8497||전북 익산시 영등동 747-7|흡연실;주차가능;무선인터넷|월 토 08:00 05:00 / 일 08:00~24:00|||||파스쿠찌 익산/영등점||||80705
파스쿠찌|울산시청점|||파스쿠찌|052-257-3237||울산광역시 남구 신정동 186-11|주차가능;무선인터넷;케이터링|평일 08:00~22:00 / 주말 11:00~18:00|||||파스쿠찌 울산시청점||||80705
파스쿠찌|제주/오션팰리스점|||파스쿠찌|064-732-4321||제주도 서귀포시 서귀동 494|주차가능;무선인터넷|평일(월 금) 07:00 23:00, 주말(토,일)+공휴일 08:00 23:00|||||파스쿠찌 제주/오션팰리스점|오션팰리스 104호|||80705
파스쿠찌|대전청사점|||파스쿠찌|042-487-8497||대전시 서구 월평동 236|무선인터넷|평일(월 토) 08:00~24:00 / 일요일 08:00~23:00|||||파스쿠찌 대전청사점||||80705
파스쿠찌|광교도청역점|||파스쿠찌|031-214-8497||경기도 수원시 영통구 이의동 1351-1|주차가능;무선인터넷|평일,주말(공휴일포함) 08:00 22:00|||||파스쿠찌 광교도청역점|태영데시앙 104,105호|||80705
파스쿠찌|충주연수점|||파스쿠찌|043-843-8497||충북 충주시 연수동 1475|주차가능;무선인터넷|평일(월 금) 09:00 24:30 ,주말(공휴일) 09:00 24:30|||||파스쿠찌 충주연수점||||80705
파스쿠찌|충남/홍성점|||파스쿠찌|041-633-8497||충남 홍성군 홍성읍 대교리 392-1|흡연실;주차가능;무선인터넷|평일, 주말, 공휴일 동일 09:00~23:00|||||파스쿠찌 충남/홍성점||||80705
파스쿠찌|평화광장점|||파스쿠찌|061-287-3622||전라남도 목포시 상동 1137|주차가능;무선인터넷|(일 목) 08:00~24:00 / (금 토) 08:00~01:00|||||파스쿠찌 평화광장점||||80705
파스쿠찌|양재사옥점|||파스쿠찌|02-3462-8497|서울시 서초구 남부순환로 2620||주차가능;무선인터넷;케이터링|평일 07:00~23:00 / 주말,공휴일 08:00~22:00|||||파스쿠찌 양재사옥점|1층|||80705
파스쿠찌|광주/충장점|||파스쿠찌|062-222-8497||광주광역시 동구 광산동 79-6|흡연실;주차가능;무선인터넷|(일 목) 10:00~02:00 / (금 토) 10:00~04:00|||||파스쿠찌 광주/충장점||||80705
파스쿠찌|선릉역점|||파스쿠찌|02-3288-3636||서울시 강남구 역삼동 705-18|주차가능;무선인터넷|평일 07:00 23:00, 토요일 09:00~21:00, 일요일/공휴일 10:00~18:00|||||파스쿠찌 선릉역점|지하2층|||80705
파스쿠찌|칠곡3지구점|||파스쿠찌|053-313-5757||대구광역시 북구 동천동 904-1|흡연실;주차가능;무선인터넷|평일,주말(공휴일포함) 09:00   02:00|||||파스쿠찌 칠곡3지구점||||80705
파스쿠찌|여의도/KBS/본관점|||파스쿠찌|02-783-8497||서울시 영등포구 여의도동 17-10|무선인터넷|평일 07:00  23:00 주말(공휴일) 08:00 23:00|||||파스쿠찌 여의도/KBS/본관점|교육시설공제회관 1층|||80705
파스쿠찌|종로2가점|||파스쿠찌|02-2275-8497||서울시 종로구 관수동 3-1|무선인터넷|평일(월 목)07:00 23:00,주말(금~일) 07:00~02:00|||||파스쿠찌 종로2가점||||80705
파스쿠찌|업스퀘어점|||파스쿠찌|052-990-5487||울산광역시 남구 삼산동 1569-1|주차가능;무선인터넷|평일 09:30~22:30 / 주말 9:30~23:30|||||파스쿠찌 업스퀘어점||||80705
파스쿠찌|삼성역점|||파스쿠찌|02-564-7811||서울시 강남구 삼성동 168-21|주차가능;무선인터넷|평일 07:00~22:00, 주말+공휴일 09:00~22:00|||||파스쿠찌 삼성역점|석광빌딩 1층|||80705
파스쿠찌|태화강대공원점|||파스쿠찌|052-245-8497||울산광역시 중구 태화동 482-10|주차가능;무선인터넷|주중,주말 동일 08:00~24:00|||||파스쿠찌 태화강대공원점||||80705
파스쿠찌|논현역점|||파스쿠찌|02-3443-8497||서울시 강남구 논현동 122-8|주차가능;무선인터넷;케이터링|월~토 07:00 23:00 / 일,공휴일  09:00 23:00|||||파스쿠찌 논현역점|동화히스110호|||80705
파스쿠찌|완정사거리점|||파스쿠찌|032-562-8497||인천 서구 당하동 926|흡연실;주차가능;무선인터넷|주중, 주말 동일 09:00~22:30|||||파스쿠찌 완정사거리점|영프라자 1F|||80705
파스쿠찌|여수교동점|||파스쿠찌|061-662-8497||전라남도 여수시 교동 345-3|흡연실;무선인터넷;케이터링|평일, 주말, 공휴일 동일 09:00~22:00|||||파스쿠찌 여수교동점||||80705
파스쿠찌|구미인동점|||파스쿠찌|054-471-2525||경북 구미시 진평동 61-1|흡연실;주차가능;무선인터넷|평일 08:00   01:00 / 주말(공휴일포함) 09:00   01:00|||||파스쿠찌 구미인동점||||80705
