##NAME|SUBNAME|X|Y|MAPPERS_TYPE|TELNUM|NEWADDR|ADDR|FEAT1|FEAT2|AREA|DATE|ALTNAME|ETCNAME|ORGNAME|ETCADDR|PNUCODE|RD_JIBUN|MAPPERS_CD@@일반상장기업
한국프랜지||||일반상장기업|052-233-5511|울산시 동구 미포1길 2||||||||한국프랜지|(동부동)|||210201
한국항공우주||||일반상장기업|055-851-1000|경남 사천시 사남면 공단1로 78||||||||한국항공우주||||210201
한국화장품||||일반상장기업|02-724-3114|서울시 종로구 청계천로 35||||||||한국화장품|(서린동)|||210201
한국화장품제조||||일반상장기업|02-724-3710|서울시 종로구 청계천로 35||||||||한국화장품제조||||210201
한국ANKOR유전||||일반상장기업|2180-0493|서울시 영등포구 은행로 3||||||||한국ANKOR유전|(여의도동)|||210201
한농화성||||일반상장기업|063-462-2455|전라북도 군산시 외항1길 24||||||||한농화성|(소룡동)|||210201
한독||||일반상장기업|02-527-5114|서울특별시 강남구 테헤란로 132||||||||한독|(역삼동)|||210201
한라||||일반상장기업|02-3434-5114|서울시 송파구 올림픽로 289||||||||한라||||210201
한라홀딩스||||일반상장기업|031-280-4640|경기도 용인시 기흥구 기흥단지로 46||||||||한라홀딩스||||210201
한미글로벌||||일반상장기업|070-7118-1000|서울특별시 강남구 테헤란로87길 36||||||||한미글로벌|도심공항타워 층|||210201
한미반도체||||일반상장기업|032-571-9100|인천시 서구 가좌로30번길 14||||||||한미반도체||||210201
한미사이언스||||일반상장기업|031-350-5600|경기도 화성시 동탄면 동탄기흥로 550||||||||한미사이언스||||210201
한미약품||||일반상장기업|031-356-3311|경기도 화성시 팔탄면 무하로 214||||||||한미약품||||210201
한샘||||일반상장기업|02-6470-3114|경기도 안산시 단원구 번영2로 144||||||||한샘||||210201
한섬||||일반상장기업|02-3416-2000|서울시 강남구 도산대로 523||||||||한섬|(청담동)|||210201
한성기업||||일반상장기업|051-410-7100|부산광역시 영도구 태종로 63||||||||한성기업|(대교동1가)|||210201
한세실업||||일반상장기업|02-3779-0779|서울시 영등포구 영등포구 은행로 29||||||||한세실업|(정우빌딩 5층)|||210201
한세엠케이||||일반상장기업|02-2142-5000|서울시 강남구 논현로 633||||||||한세엠케이|MK빌딩|||210201
한세예스24홀딩스||||일반상장기업|02-3779-0800|서울시 영등포구 은행로 11||||||||한세예스24홀딩스|일신빌딩 6층|||210201
한솔로지스틱스||||일반상장기업|02-3287-7400|서울시 중구 을지로 100||||||||한솔로지스틱스|파인애비뉴 B동 22층|||210201
한솔제지||||일반상장기업|02-3287-6040|서울특별시 중구 을지로 100||||||||한솔제지|(을지로2가)|||210201
한솔케미칼||||일반상장기업|02-2152-2399|서울특별시 강남구 테헤란로 513||||||||한솔케미칼|K Tower 7F/8F|||210201
한솔테크닉스||||일반상장기업|02-3287-7902|서울시 중구 을지로 100||||||||한솔테크닉스||||210201
한솔홀딩스||||일반상장기업|02-3287-6875|서울시 중구 을지로 100||||||||한솔홀딩스||||210201
한솔홈데코||||일반상장기업|02-3284-3881|서울특별시 동작구 보라매로5길 15||||||||한솔홈데코|전문건설회관 27층 (신대방동)|||210201
한솔PNS||||일반상장기업|02-6005-4534|서울시 중구 퇴계로 213||||||||한솔PNS|일흥빌딩 5층|||210201
한신공영||||일반상장기업|02-3393-3114|경기도 용인시 처인구 백암면 덕평로 82||||||||한신공영||||210201
한신기계||||일반상장기업|031-491-3911|경기도 안산시 단원구 해봉로 330번길 23||||||||한신기계|(신길동)|||210201
한양||||일반상장기업|032-456-6500|인천광역시 남동구 미래로 14||||||||한양|201 (구월동 일류빌딩)|||210201
한양증권||||일반상장기업|02-3770-5000|서울시 영등포구 국제금융로 6길 7||||||||한양증권||||210201
한온시스템||||일반상장기업|042-930-6114|대전광역시 대덕구 신일서로 95||||||||한온시스템|(신일동)|||210201
한올바이오파마||||일반상장기업|042-932-5997|대전시 대덕구 상서당1길 43||||||||한올바이오파마|(상서동)|||210201
한익스프레스||||일반상장기업|02-3400-5474|경기도 화성시 양감면 초록로 103||||||||한익스프레스|(주)한익스프레스|||210201
한일시멘트||||일반상장기업|02-531-7000|서울특별시 강남구 강남대로 330||||||||한일시멘트|우덕빌딩|||210201
한일철강||||일반상장기업|02-2267-6161|서울시 중구 퇴계로27길 28||||||||한일철강|(충무로3가)|||210201
한일현대시멘트||||일반상장기업|02-520-2114|서울특별시 강남구 강남대로 330||||||||한일현대시멘트|역삼동 우덕빌딩|||210201
한일홀딩스||||일반상장기업|02-531-7000|서울시 강남구 강남대로 330||||||||한일홀딩스||||210201
한전기술||||일반상장기업|031-289-3114|경상북도 김천시 혁신로 269||||||||한전기술|율곡동|||210201
한전산업||||일반상장기업|02-2250-2700|서울시 중구 서소문로 115||||||||한전산업|한산빌딩|||210201
한전KPS||||일반상장기업|061-345-0114|전라남도 나주시 문화로 211||||||||한전KPS||||210201
한진||||일반상장기업|02-728-5114|서울특별시 중구 남대문로 63||||||||한진|(남대문로2가)|||210201
한진중공업||||일반상장기업|051-410-3114|부산시 영도구 태종로 233||||||||한진중공업||||210201
한진중공업홀딩스||||일반상장기업|051-410-3114|경기도 남양주시 별내3로 391||||||||한진중공업홀딩스|관리동 1층|||210201
한진칼||||일반상장기업|02-726-6166|서울특별시 중구 소공로 88||||||||한진칼|(소공동)|||210201
한창||||일반상장기업|02-850-6500|부산광역시 연제구 중앙대로 1052||||||||한창|501호 (연산동)|||210201
한창제지||||일반상장기업|055-370-2000|경상남도 양산시 웅상대로 1564||||||||한창제지|(용당동)|||210201
한화||||일반상장기업|02-729-1114|서울특별시 중구 청계천로 86||||||||한화|24층|||210201
한화갤러리아타임월드||||일반상장기업|042-480-5000|대전시 서구 대덕대로 211||||||||한화갤러리아타임월드||||210201
한화생명||||일반상장기업|1588-6363|서울시 영등포구 63로 50||||||||한화생명|(여의도동 한화금융센터 63)|||210201
한화손해보험||||일반상장기업|1566-8000|서울시 영등포구 여의대로 56||||||||한화손해보험|(여의도동)|||210201
한화에어로스페이스||||일반상장기업|055-260-2114|경남 창원시 성산구 창원대로 1204||||||||한화에어로스페이스|(성주동)|||210201
한화케미칼||||일반상장기업|02-729-2700|서울특별시 중구 청계천로 86||||||||한화케미칼|한화빌딩|||210201
한화투자증권||||일반상장기업|02-3772-7000|서울시 영등포구 여의대로 56||||||||한화투자증권||||210201
해성디에스||||일반상장기업|070-4761-0000|경상남도 창원시 성산구 웅남로 726||||||||해성디에스||||210201
해태제과식품||||일반상장기업|02-709-7448|충청남도 천안시 서북구 성거읍 천흥8길 67-26||||||||해태제과식품|해태제과식품 (주)|||210201
핸즈코퍼레이션||||일반상장기업|032-870-9523|인천광역시 서구 가정로37번길 50||||||||핸즈코퍼레이션|(가좌동,핸즈코러페이션 (주))|||210201
현대건설||||일반상장기업|02-746-1114|서울시 종로구 율곡로 75||||||||현대건설|(계동) 140-2 현대건설빌딩|||210201
현대건설기계||||일반상장기업|031-8006-6000|서울특별시 종로구 율곡로 75||||||||현대건설기계||||210201
현대그린푸드||||일반상장기업|031-525-2233|경기도 용인시 수지구 문인로 30||||||||현대그린푸드|(동천동)|||210201
현대글로비스||||일반상장기업|02-6191-9114|서울특별시 강남구 테헤란로 301||||||||현대글로비스||||210201
현대로템||||일반상장기업|055-273-1341|경남 창원시 의창구 창원대로 488||||||||현대로템||||210201
현대리바트||||일반상장기업|02-3480-8000|경기도 용인시 처인구 남사면 경기동로 316||||||||현대리바트||||210201
현대모비스||||일반상장기업|02-2018-5114|서울시 강남구 테헤란로 203||||||||현대모비스||||210201
현대미포조선||||일반상장기업|052-250-3114|울산시 동구 방어진순환도로 100||||||||현대미포조선||||210201
현대백화점||||일반상장기업|02-549-2233|서울특별시 강남구 압구정로 201||||||||현대백화점|(압구정동)|||210201
현대비앤지스틸||||일반상장기업|055-268-4114|경상남도 창원시 성산구 적현로 124||||||||현대비앤지스틸|(신촌동)|||210201
현대상사||||일반상장기업|02-390-1114|서울특별시 종로구 율곡로2길 25||||||||현대상사|연합미디어센터빌딩 16층|||210201
현대상선||||일반상장기업|02-3706-5114|서울시 종로구 율곡로 194||||||||현대상선||||210201
현대약품||||일반상장기업|041-570-5114|충청남도 천안시 동남구 풍세면 잔다리길 55||||||||현대약품||||210201
현대에이치씨엔||||일반상장기업|02-1877-8000|서울특별시 서초구 반포대로 19||||||||현대에이치씨엔|에이치씨엔빌딩 (서초동)|||210201
현대엘리베이||||일반상장기업|031-644-5114|경기도 이천시 부발읍 경충대로 2091||||||||현대엘리베이||||210201
현대오토에버||||일반상장기업|02-6296-6000|서울특별시 강남구 영동대로 417||||||||현대오토에버|오토웨이타워|||210201
현대위아||||일반상장기업|055-280-9114|경남 창원시 성산구 정동로 153||||||||현대위아||||210201
현대일렉트릭||||일반상장기업|02-746-7545|서울특별시 종로구 율곡로 75||||||||현대일렉트릭||||210201
현대제철||||일반상장기업|032-760-2114|인천광역시 동구 중봉대로 63||||||||현대제철|(송현동)|||210201
현대중공업지주||||일반상장기업|053-670-7114|대구광역시 달성군 유가면 테크노순환로3길 50||||||||현대중공업지주||||210201
현대차||||일반상장기업|02-3464-1114|서울특별시 서초구 헌릉로 12||||||||현대차|(양재동)|||210201
현대차증권||||일반상장기업|02-3787-2114|서울특별시 영등포구 국제금융로2길 32||||||||현대차증권|(여의도동)|||210201
현대코퍼레이션홀딩스||||일반상장기업|02-390-1568|서울특별시 종로구 율곡로2길 25||||||||현대코퍼레이션홀딩스|(수송동,연합뉴스빌딩)|||210201
현대해상||||일반상장기업|1588-5656|서울시 종로구 세종대로 163||||||||현대해상|현대해상화재보험빌딩|||210201
현대홈쇼핑||||일반상장기업|02-2143-2000|서울시 강동구 올림픽로 70길 34||||||||현대홈쇼핑|(천호동)|||210201
형지엘리트||||일반상장기업|02-3279-8015|인천광역시 연수구 송도과학로16번길 13-25||||||||형지엘리트||||210201
혜인||||일반상장기업|02-3498-4500|서울시 서초구 동산로 86||||||||혜인||||210201
호전실업||||일반상장기업|02-710-5031|서울특별시 마포구 마포대로 19||||||||호전실업|신화빌딩 11~12층|||210201
호텔신라||||일반상장기업|02-2233-3131|서울특별시 중구 동호로 249||||||||호텔신라|(장충동2가)|||210201
화성산업||||일반상장기업|053-767-2111|대구시 수성구 동대구로 111||||||||화성산업||||210201
화승알앤에이||||일반상장기업|055-370-3331|경남 양산시 충렬로 61||||||||화승알앤에이||||210201
화승엔터프라이즈||||일반상장기업|02-588-8042|부산광역시 연제구 중앙대로 1079||||||||화승엔터프라이즈|장천빌딩 6층 (연산동,장천빌딩)|||210201
화승인더||||일반상장기업|051-311-0081|부산시 연제구 중앙대로 1079||||||||화승인더|(연산동,장천빌딩6층)|||210201
화신||||일반상장기업|054-330-5400|경북 영천시 도남공단길 94-2||||||||화신||||210201
화인베스틸||||일반상장기업|055-259-2000|경상남도 창녕군 창녕읍 창밀로 259-33||||||||화인베스틸||||210201
화천기계||||일반상장기업|02-523-7766|서울시 서초구 방배로 46||||||||화천기계|(방배동,화천기계빌딩)|||210201
화천기공||||일반상장기업|062-950-1511|광주시 광산구 하남산단4번로 123-17||||||||화천기공|(장덕동)|||210201
환영철강공업||||일반상장기업|041-350-2500|충남 당진시 석문면 보덕포로 587||||||||환영철강공업||||210201
환인제약||||일반상장기업|02-405-3000|서울특별시 송파구 법원로6길 11||||||||환인제약|(문정동,환인빌딩)|||210201
황금에스티||||일반상장기업|031-363-8000|경기도 안산시 단원구 엠티브이1로 25||||||||황금에스티||||210201
효성||||일반상장기업|02-707-7000|서울시 마포구 마포대로 119||||||||효성||||210201
효성중공업||||일반상장기업|02-707-7000|서울특별시 마포구 마포대로 119||||||||효성중공업||||210201
효성첨단소재||||일반상장기업|02-707-7000|서울특별시 마포구 마포대로 119||||||||효성첨단소재||||210201
효성티앤씨||||일반상장기업|02-707-7000|서울특별시 마포구 마포대로 119||||||||효성티앤씨|(공덕동)|||210201
효성화학||||일반상장기업|02-707-7000|서울특별시 서초구 반포대로 235||||||||효성화학||||210201
효성ITX||||일반상장기업|02-2102-8400|서울시 영등포구 선유동2로 57||||||||효성ITX||||210201
후성||||일반상장기업|031-627-4322|경기도 화성시 팔탄면 현대기아로 72-37||||||||후성||||210201
휠라코리아||||일반상장기업|02-523-6100|서울시 서초구 명달로 6||||||||휠라코리아||||210201
휴니드||||일반상장기업|032-457-6000|인천시 연수구 벤처로 87||||||||휴니드||||210201
휴비스||||일반상장기업|02-2189-4567|서울특별시 강남구 학동로 343||||||||휴비스|POBA강남타워 12층 (논현동)|||210201
휴스틸||||일반상장기업|02-828-9000|서울시 강남구 테헤란로 512||||||||휴스틸|(대치동,신안빌딩 14층)|||210201
휴켐스||||일반상장기업|02-2262-0600|서울시 중구 퇴계로 173||||||||휴켐스||||210201
흥국/S&P코리아로우볼||||일반상장기업|02-2122-2800|서울특별시 종로구 새문안로 68||||||||흥국 S&P코리아로우볼|흥국생명빌딩 3층 흥국자산운용|||210201
흥국화재||||일반상장기업|02-2002-6000|서울특별시 종로구 새문안로 68||||||||흥국화재|(신문로1가)|||210201
흥아해운||||일반상장기업|02-3449-3000|서울시 송파구 새말로5길 21||||||||흥아해운||||210201
AJ네트웍스||||일반상장기업|02-6240-0800|서울특별시 송파구 정의로8길 9||||||||AJ네트웍스|(문정동,AJ빌딩)|||210201
AJ렌터카||||일반상장기업|1544-1600|서울특별시 구로구 서부샛길 822||||||||AJ렌터카|(구로동)|||210201
AK홀딩스||||일반상장기업|02-6923-2921|서울특별시 마포구 양화로 188||||||||AK홀딩스||||210201
ARIRANG/200||||일반상장기업|02-6950-0233||서울 영등포구 여의도동 63대한생명빌딩 51층 |||||||ARIRANG 200||||210201
ARIRANG/200동일가중||||일반상장기업|02-6950-0000|서울특별시 영등포구 63로 50||||||||ARIRANG 200동일가중|63 한화생명빌딩 53층 한화자산운용|||210201
ARIRANG/200로우볼||||일반상장기업|02-6950-0000|서울특별시 영등포구 63로 50||||||||ARIRANG 200로우볼|63 한화생명빌딩 53층 한화자산운용|||210201
ARIRANG/200모멘텀||||일반상장기업|02-6950-0000|서울특별시 영등포구 63로 50||||||||ARIRANG 200모멘텀|63 한화생명빌딩 53층 한화자산운용|||210201
ARIRANG/200밸류||||일반상장기업|02-6950-0000|서울특별시 영등포구 63로 50||||||||ARIRANG 200밸류|63 한화생명빌딩 53층 한화자산운용|||210201
ARIRANG/200선물레버리지||||일반상장기업|02-6950-0127|서울특별시 영등포구 63로 50||||||||ARIRANG 200선물레버리지|63한화생명빌딩|||210201
ARIRANG/200선물인버스2X||||일반상장기업|02-6950-0127|서울특별시 영등포구 63로 50||||||||ARIRANG 200선물인버스2X|63한화생명빌딩|||210201
ARIRANG/200퀄리티||||일반상장기업|02-6950-0000|서울특별시 영등포구 63로 50||||||||ARIRANG 200퀄리티|63 한화생명빌딩 53층 한화자산운용|||210201
ARIRANG/고배당저변동50||||일반상장기업|02-6950-0000|서울특별시 영등포구 63로 50||||||||ARIRANG 고배당저변동50|63한화생명빌딩 51층 한화자산운용 Quant운용팀 ETF파트|||210201
ARIRANG/고배당주||||일반상장기업|02-6950-0233||서울 영등포구 여의도동 63대한생명빌딩 51층 |||||||ARIRANG 고배당주||||210201
ARIRANG/고배당주채권혼합||||일반상장기업|02-6950-0000|서울특별시 영등포구 63로 50||||||||ARIRANG 고배당주채권혼합|63한화생명빌딩 51층 한화자산운용 Quant운용팀 ETF파트|||210201
ARIRANG/국채선물10년||||일반상장기업|02-6950-0000|서울특별시 영등포구 63로 50||||||||ARIRANG 국채선물10년|63빌딩 51층|||210201
ARIRANG/국채선물3년||||일반상장기업|02-6950-0000|서울특별시 영등포구 63로 50||||||||ARIRANG 국채선물3년|한화생명빌딩 53층 한화자산운용 ETF운용팀|||210201
ARIRANG/글로벌MSCI(합성/H)||||일반상장기업||서울특별시 영등포구 63로 50||||||||ARIRANG 글로벌MSCI(합성 H)|63한화생명빌딩 51층|||210201
ARIRANG/단기우량채권||||일반상장기업|02-6950-0127|서울특별시 영등포구 63로 50||||||||ARIRANG 단기우량채권|63빌딩 47층 ETF운용팀|||210201
ARIRANG/단기유동성||||일반상장기업||||||||||ARIRANG 단기유동성||||210201
ARIRANG/단기채권액티브||||일반상장기업|02-6950-0078|서울특별시 영등포구 63로 50||||||||ARIRANG 단기채권액티브|63빌딩 51층|||210201
ARIRANG/미국나스닥기술주||||일반상장기업|02-6950-0000|서울특별시 영등포구 63로 50||||||||ARIRANG 미국나스닥기술주|63한화생명빌딩 51층 한화자산운용 ETF운용팀|||210201
ARIRANG/미국다우존스고배당주(합성/H)||||일반상장기업||||||||||ARIRANG 미국다우존스고배당주(합성 H)||||210201
ARIRANG/미국S&P500(H)||||일반상장기업|02-6950-0134|서울특별시 영등포구 63로 50||||||||ARIRANG 미국S&P500(H)|63한화생명빌딩 51층 한화자산운용 ETF운용팀|||210201
ARIRANG/선진국MSCI(합성/H)||||일반상장기업|02-6950-0127|서울특별시 영등포구 63로 50||||||||ARIRANG 선진국MSCI(합성 H)|63한화생명빌딩|||210201
ARIRANG/스마트베타/LowVOL||||일반상장기업|02-6950-0000|서울특별시 영등포구 63로 50||||||||ARIRANG 스마트베타 LowVOL|63한화생명빌딩 51층 한화자산운용 퀀트운용팀 ETF파트|||210201
ARIRANG/스마트베타/Momentum||||일반상장기업|02-6950-0000|서울특별시 영등포구 63로 50||||||||ARIRANG 스마트베타 Momentum|63한화생명빌딩 63빌딩 51층 Quant운용팀 ETF파트|||210201
ARIRANG/스마트베타/Quality||||일반상장기업|02-6950-0000|서울특별시 영등포구 63로 50||||||||ARIRANG 스마트베타 Quality|63한화생명빌딩 63빌딩 51층 Quant운용팀 ETF파트|||210201
ARIRANG/스마트베타/Value||||일반상장기업|02-6950-0000|서울특별시 영등포구 63로 50||||||||ARIRANG 스마트베타 Value|63한화생명빌딩 63빌딩 51층 Quant운용팀 ETF파트|||210201
ARIRANG/스마트베타Quality채권혼합||||일반상장기업|02-6950-0000|서울특별시 영등포구 63로 50||||||||ARIRANG 스마트베타Quality채권혼합|63한화생명빌딩 51층 한화자산운용 Quant운용팀|||210201
ARIRANG/신흥국MSCI(합성/H)||||일반상장기업|02-6950-0127|서울특별시 영등포구 63로 50||||||||ARIRANG 신흥국MSCI(합성 H)|63한화생명빌딩|||210201
ARIRANG/심천차이넥스트(합성)||||일반상장기업|02-6950-0127|서울특별시 영등포구 63로 50||||||||ARIRANG 심천차이넥스트(합성)|63한화생명빌딩|||210201
ARIRANG/우량회사채50/1년||||일반상장기업|02-6950-0000|서울특별시 영등포구 63로 50||||||||ARIRANG 우량회사채50 1년|한화금융센터 63_50층 FI사업본부|||210201
ARIRANG/주도업종||||일반상장기업|02-6950-0000|서울특별시 영등포구 63로 50||||||||ARIRANG 주도업종|63한화생명빌딩 51층 한화자산운용 ETF운용팀|||210201
ARIRANG/중형주저변동50||||일반상장기업|02-6950-0127|서울특별시 영등포구 63로 50||||||||ARIRANG 중형주저변동50|63빌딩 47층 ETF운용팀|||210201
ARIRANG/코스닥150||||일반상장기업|02-6950-0000|서울특별시 영등포구 63로 50||||||||ARIRANG 코스닥150|63한화생명빌딩 53층 한화자산운용|||210201
ARIRANG/코스닥150선물인버스||||일반상장기업|02-6950-0000|서울특별시 영등포구 63로 50||||||||ARIRANG 코스닥150선물인버스|63한화생명빌딩 53층 한화자산운용|||210201
ARIRANG/코스피||||일반상장기업|02-6950-0000|서울특별시 영등포구 63로 50||||||||ARIRANG 코스피|63한화생명빌딩 51층 Quant운용팀 ETF파트|||210201
ARIRANG/코스피50||||일반상장기업|02-3772-6000|||||||||ARIRANG 코스피50||||210201
ARIRANG/코스피중형주||||일반상장기업|02-6950-0000|서울특별시 영등포구 63로 50||||||||ARIRANG 코스피중형주|63한화생명빌딩 53층 한화자산운용|||210201
ARIRANG/코스피TR||||일반상장기업||||||||||ARIRANG 코스피TR||||210201
ARIRANG/ESG우수기업||||일반상장기업|02-6950-0000|서울특별시 영등포구 63로 50||||||||ARIRANG ESG우수기업|63한화생명빌딩 51층 한화자산운용 ETF운용팀|||210201
ARIRANG/KRX300||||일반상장기업|02-6950-0134|서울특별시 영등포구 63로 50||||||||ARIRANG KRX300|63한화생명빌딩 53층 한화자산운용|||210201
ARIRANG/KRX300금융||||일반상장기업|02-6950-0000|서울특별시 영등포구 63로 50||||||||ARIRANG KRX300금융|53층 한화자산운용|||210201
ARIRANG/KRX300산업재||||일반상장기업|02-6950-0000|서울특별시 영등포구 63로 50||||||||ARIRANG KRX300산업재|53층 한화자산운용|||210201
ARIRANG/KRX300자유소비재||||일반상장기업|02-6950-0000|서울특별시 영등포구 63로 50||||||||ARIRANG KRX300자유소비재|53층 한화자산운용|||210201
ARIRANG/KRX300헬스케어||||일반상장기업|02-6950-0000|서울특별시 영등포구 63로 50||||||||ARIRANG KRX300헬스케어|53층 한화자산운용|||210201
ARIRANG/KRX300IT||||일반상장기업|02-6950-0000|서울특별시 영등포구 63로 50||||||||ARIRANG KRX300IT|53층 한화자산운용|||210201
ARIRANG/S&P글로벌인프라||||일반상장기업|02-6950-0134|서울특별시 영등포구 63로 50||||||||ARIRANG S&P글로벌인프라|63한화생명빌딩 51층 한화자산운용 ETF운용팀|||210201
BGF||||일반상장기업|1577-3663|서울특별시 강남구 테헤란로 405||||||||BGF||||210201
BGF리테일||||일반상장기업|02-528-6829|서울특별시 강남구 테헤란로 405||||||||BGF리테일|BGF사옥|||210201
BNK금융지주||||일반상장기업|051-620-3000|부산광역시 남구 문현금융로 30||||||||BNK금융지주|(문현동)|||210201
BYC||||일반상장기업|02-840-3114|서울특별시 영등포구 도림천로21길 3||||||||BYC|(대림동)|||210201
CJ||||일반상장기업|02-726-8114|서울특별시 중구 소월로2길 12||||||||CJ|(남대문로5가,CJ THE CENTER)|||210201
CJ/CGV||||일반상장기업|02-371-6660|서울특별시 용산구 한강대로23길 55||||||||CJ CGV|아이파크몰 6층 (한강로동)|||210201
CJ대한통운||||일반상장기업|02-3782-0114|서울시 중구 세종대로9길 53||||||||CJ대한통운|대한통운빌딩|||210201
CJ씨푸드||||일반상장기업|031-730-9114|경기도 성남시 중원구 둔촌대로388번길 32||||||||CJ씨푸드|(상대원동)|||210201
CJ제일제당||||일반상장기업|02-6740-1114|서울시 중구 동호로 330||||||||CJ제일제당|CJ제일제당센터|||210201
CJ헬로||||일반상장기업|02-1855-1000|서울특별시 마포구 월드컵북로56길 19||||||||CJ헬로|6층 (상암동,드림타워)|||210201
CS홀딩스||||일반상장기업|02-3459-9363|경상북도 포항시 남구 괴동로 43||||||||CS홀딩스|(장흥동)|||210201
DB||||일반상장기업|02-2136-6000|서울특별시 강남구 삼성로96길 23||||||||DB|7층|||210201
DB금융투자||||일반상장기업|02-369-3000|서울시 영등포구 국제금융로 8길 32||||||||DB금융투자|동부증권빌딩|||210201
DB손해보험||||일반상장기업|1588-0100|서울시 강남구 테헤란로 432||||||||DB손해보험|동부금융센터|||210201
DB하이텍||||일반상장기업|02-3484-2888|서울특별시 강남구 테헤란로 432||||||||DB하이텍|동부금융센터 (대치동)|||210201
DGB금융지주||||일반상장기업|053-740-7900|대구광역시 북구 옥산로 111||||||||DGB금융지주|대구은행 제2본점 9층|||210201
DI동일||||일반상장기업|02-2222-3071|서울특별시 강남구 테헤란로 516||||||||DI동일|정헌빌딩 8층 (대치동)|||210201
DRB동일||||일반상장기업|051-520-9000|부산시 금정구 공단동로 55번길 28||||||||DRB동일||||210201
DSR||||일반상장기업|051-979-0500|부산시 강서구 녹산산업중로 192번길 7||||||||DSR||||210201
DSR제강||||일반상장기업|061-729-3500|전남 순천시 서면 산단1길 15||||||||DSR제강||||210201
E1||||일반상장기업|02-3441-4114|서울특별시 용산구 한강대로 92||||||||E1|LS용산타워|||210201
F&F||||일반상장기업|02-520-0001|서울시 강남구 언주로 541||||||||F&F|(역삼동,에프앤에프빌딩)|||210201
FOCUS/ESG리더스||||일반상장기업|02-727-2700|서울특별시 영등포구 여의나루로 61||||||||FOCUS ESG리더스|하이투자증권빌딩 11,12층|||210201
FOCUS/KRX300||||일반상장기업|02-727-2739|서울특별시 영등포구 여의나루로 61||||||||FOCUS KRX300|하이투자증권빌딩 11,12층|||210201
GKL||||일반상장기업|02-3466-6209|서울특별시 강남구 삼성로 610||||||||GKL|(삼성동)|||210201
GS||||일반상장기업|02-2005-8143|서울특별시 강남구 논현로 508||||||||GS|GS타워 23층 (역삼동)|||210201
GS건설||||일반상장기업|02-2154-1112|서울특별시 종로구 종로 33||||||||GS건설|그랑서울|||210201
GS글로벌||||일반상장기업|02-2005-5300|서울특별시 강남구 논현로 508||||||||GS글로벌|GS타워 10층 (역삼동)|||210201
GS리테일||||일반상장기업|02-2005-1114|서울특별시 강남구 논현로 508||||||||GS리테일|GS타워 (역삼동 679)|||210201
HANARO/200||||일반상장기업|02-368-3685|서울특별시 영등포구 국제금융로8길 2||||||||HANARO 200|농협복지재단 빌딩 10층|||210201
HANARO/200선물레버리지||||일반상장기업|02-368-3600|서울특별시 영등포구 국제금융로8길 2||||||||HANARO 200선물레버리지|농협재단빌딩 9층 NH-Amundi 자산운용|||210201
HANARO/200선물인버스||||일반상장기업|02-368-3600|서울특별시 영등포구 국제금융로8길 2||||||||HANARO 200선물인버스|농협재단빌딩 9층 NH-Amundi 자산운용|||210201
HANARO/고배당||||일반상장기업|02-368-3600|서울특별시 영등포구 국제금융로8길 2||||||||HANARO 고배당|농협재단빌딩 9층 NH-Amundi 자산운용|||210201
HANARO/농업융복합산업||||일반상장기업|02-368-3600|서울특별시 영등포구 국제금융로8길 2||||||||HANARO 농업융복합산업|농협재단빌딩 9층 NH-Amundi 자산운용|||210201
HANARO/단기통안채||||일반상장기업|02-368-3600|서울특별시 영등포구 국제금융로8길 2||||||||HANARO 단기통안채|농협재단빌딩 9층 NH-Amundi 자산운용|||210201
HANARO/코스닥150||||일반상장기업|02-368-3600|서울특별시 영등포구 국제금융로8길 2||||||||HANARO 코스닥150|농협재단빌딩 9층 NH-Amundi 자산운용|||210201
HANARO/코스닥150선물레버리지||||일반상장기업|02-368-3600|서울특별시 영등포구 국제금융로8길 2||||||||HANARO 코스닥150선물레버리지|농협재단빌딩 9층 NH-Amundi 자산운용|||210201
HANARO/e커머스||||일반상장기업|02-368-3600|서울특별시 영등포구 국제금융로8길 2||||||||HANARO e커머스|농협재단빌딩 9층 NH-Amundi 자산운용|||210201
HANARO/KRX300||||일반상장기업|02-368-3600|서울특별시 영등포구 국제금융로8길 2||||||||HANARO KRX300|농협재단빌딩 9층 NH-Amundi 자산운용|||210201
HDC||||일반상장기업|02-2008-9114|서울특별시 강남구 영동대로 520||||||||HDC|아이파크타워|||210201
HDC아이콘트롤스||||일반상장기업|031-785-1711|경기도 성남시 분당구 정자일로213번길 5||||||||HDC아이콘트롤스||||210201
HDC현대산업개발||||일반상장기업|02-2008-9114|서울특별시 용산구 한강대로23길 55||||||||HDC현대산업개발||||210201
HDC현대EP||||일반상장기업|041-350-0500|충남 당진시 석문면 대호만로 1221-32||||||||HDC현대EP||||210201
HSD엔진||||일반상장기업|055-260-6000|경상남도 창원시 성산구 공단로 67||||||||HSD엔진|(신촌동)|||210201
IHQ||||일반상장기업|02-6005-6000|서울특별시 강남구 영동대로 638||||||||IHQ|삼보빌딩 1층 (삼성동)|||210201
JB금융지주||||일반상장기업|02-2128-2754|전북 전주시 덕진구 백제대로 566||||||||JB금융지주||||210201
JW생명과학||||일반상장기업|041-351-7600|충청남도 당진시 송악읍 한진1길 28||||||||JW생명과학|(한진리,제이더블유생명과학주식회사)|||210201
JW중외제약||||일반상장기업|02-840-6777|서울시 서초구 남부순환로 2477||||||||JW중외제약|(서초동)|||210201
