##NAME|SUBNAME|X|Y|MAPPERS_TYPE|TELNUM|NEWADDR|ADDR|FEAT1|FEAT2|AREA|DATE|ALTNAME|ETCNAME|ORGNAME|ETCADDR|PNUCODE|RD_JIBUN|MAPPERS_CD@@공공도서관
경상북도교육청/예천도서관||||공공도서관|054-652-9662|경상북도 예천군 예천읍 중앙로 40-5||||||||경상북도교육청 예천도서관|경상북도교육청예천도서관|||200101
경상북도교육청/외동도서관||||공공도서관|054-776-6960|경상북도 경주시 입실로 98||||||||경상북도교육청 외동도서관|(외동공공도서관)|||200101
경상북도교육청/울릉도서관||||공공도서관|054-791-2294|경북 울릉군 을릉읍 봉래길 128-10||||||||경상북도교육청 울릉도서관|경상북도교육청 울릉도서관|||200101
경상북도교육청/울진도서관||||공공도서관|054-783-2375|경북 울진군 울진읍 월변7길 17||||||||경상북도교육청 울진도서관|(읍내리 290-6)|||200101
경상북도교육청/의성도서관||||공공도서관|054-834-7911|경상북도 의성군 의성읍 중리길 44||||||||경상북도교육청 의성도서관|경상북도교육청의성도서관|||200101
경상북도교육청/점촌도서관||||공공도서관|054-550-3600|경상북도 문경시 호서로 133||||||||경상북도교육청 점촌도서관|(점촌공공도서관)|||200101
경상북도교육청/점촌도서관가은분관||||공공도서관|054-572-0309|경상북도 문경시 가은읍 대야로 2508||||||||경상북도교육청 점촌도서관가은분관|2508 (점촌공공도서관가은분관)|||200101
경상북도교육청/청도도서관||||공공도서관|054-370-7600|경상북도 청도군 청도읍 청화로 124||||||||경상북도교육청 청도도서관|124|||200101
경상북도교육청/청송도서관||||공공도서관|054-872-4905|경상북도 청송군 청송읍 군청로 25||||||||경상북도교육청 청송도서관|(청송도서관)|||200101
경상북도교육청/칠곡도서관||||공공도서관|054-971-1507|경상북도 칠곡군 왜관읍 군청3길 13||||||||경상북도교육청 칠곡도서관||||200101
경상북도교육청문화원||||공공도서관|054-245-7778|경상북도 포항시 북구 환호로 50||||||||경상북도교육청문화원|(경북학생문화회관)|||200101
경상북도교육청정보센터||||공공도서관|053-810-9999|경상북도 경산시 원효로 60||||||||경상북도교육청정보센터|(계양동) 60 (계양동 478-3)|||200101
경주시립도서관||||공공도서관|054-745-2230|경상북도 경주시 원화로 431-12||||||||경주시립도서관|(황성동) 원화로 431-12 (황성동 370) 경주시립도서관|||200101
경주중앙도서관||||공공도서관|054-779-8961|경북 경주시 사정동 금성로 236||||||||경주중앙도서관|(1-26번지)|||200101
구미시립봉곡도서관||||공공도서관|054-457-3006|경상북도 구미시 봉곡로15길 54||||||||구미시립봉곡도서관||||200101
구미시립상모정수도서관||||공공도서관|054-480-4732|경상북도 구미시 상사서로4길 10||||||||구미시립상모정수도서관|(상모동) (상모정수도서관)|||200101
구미시립선산도서관||||공공도서관|054-482-2006|경상북도 구미시 선산대로 1400-16||||||||구미시립선산도서관|(선산도서관)|||200101
구미시립인동도서관||||공공도서관|054-480-4713|경상북도 구미시 인동14길 14||||||||구미시립인동도서관|(구미시인동도서관)|||200101
구미시립중앙도서관||||공공도서관|054-480-4661|경상북도 구미시 경은로 85||||||||구미시립중앙도서관|(구미시립도서관)|||200101
김천시립도서관||||공공도서관|054-437-7801~2|경북 김천시 평화동 평화순환길 111||||||||김천시립도서관||||200101
단석도서관||||공공도서관|054-751-0019|경상북도 경주시 작원3길 23||||||||단석도서관|(단석도서관)|||200101
문경시립모전도서관||||공공도서관|054-550-8901|경상북도 문경시 시청2길 45||||||||문경시립모전도서관|(모전동) 220-1|||200101
문경시립문희도서관||||공공도서관|054-550-8415|경상북도 문경시 문경읍 체육관길 11||||||||문경시립문희도서관|문경시립문희도서관|||200101
문경시립중앙도서관||||공공도서관|054-550-8403|경상북도 문경시 신흥로 101||||||||문경시립중앙도서관|(중앙도서관)|||200101
북삼도서관||||공공도서관|054-973-1125|경상북도 칠곡군 인평2길 2||||||||북삼도서관|북삼도서관|||200101
석적도서관||||공공도서관|054-973-1127|경상북도 칠곡군 석적읍 남중리2길 25||||||||석적도서관|25|||200101
성주군청사도서관||||공공도서관|054-933-3269|경상북도 성주군 성주읍 청사도서관길 13||||||||성주군청사도서관|13 (청사도서관)|||200101
송화도서관||||공공도서관|054-779-8908|경상북도 경주시 태종로 472-9||||||||송화도서관|(충효동) 송화도서관|||200101
안동강남어린이도서관||||공공도서관|054-840-3901|경상북도 안동시 강남5길 113-14||||||||안동강남어린이도서관|(정하동)|||200101
안동시립도서관||||공공도서관|054-858-5041|경상북도 안동시 태사길 78||||||||안동시립도서관|(동문동) 78 (동문동)|||200101
영주시립도서관||||공공도서관|054-639-7733|경북 영주시 가흥2동 가흥로 263||||||||영주시립도서관||||200101
영천시립도서관||||공공도서관|054-339-7777|경상북도 영천시 중앙동 1길 80||||||||영천시립도서관||||200101
울진남부도서관||||공공도서관|054-788-1107|경상북도 울진군 후포면 후포삼율로 194-13||||||||울진남부도서관|194 13 (울진남부도서관)|||200101
의성군립도서관||||공공도서관|054-830-6959|경상북도 의성군 안계길 114||||||||의성군립도서관||||200101
죽변면도서관||||공공도서관|054-782-1874||경북 울진군 죽변면 죽변리 281|||||||죽변면도서관||||200101
진보공공도서관||||공공도서관|054-870-6591|경상북도 청송군 진보면 진보로 183-15||||||||진보공공도서관|183-15 (청송군립진보공공도서관)|||200101
청도어린이도서관||||공공도서관|054-370-6753|경상북도 청도군 화양읍 청화로 79-3||||||||청도어린이도서관|124-1(청화로 79-3)|||200101
칠곡군립도서관||||공공도서관|054-979-6700|경북 칠곡군 왜관읍 달오1길 6-7||||||||칠곡군립도서관||||200101
칠평도서관||||공공도서관|054-779-8914|경상북도 경주시 비화중로 51||||||||칠평도서관||||200101
포항시립대잠도서관||||공공도서관|054-270-5680|경상북도 포항시 남구 시청로 1||||||||포항시립대잠도서관|(대잠동) 1 (포항시청) 문화동 대잠도서관|||200101
포항시립동해석곡도서관||||공공도서관|054-270-4621|경상북도 포항시 남구 일월로41번길 19||||||||포항시립동해석곡도서관|(동해석곡도서관)|||200101
포항시립어린이영어도서관||||공공도서관|054-270-4384|경상북도 포항시 남구 뱃머리길 39||||||||포항시립어린이영어도서관|포항시 평생학습원 5층 어린이영어도서관|||200101
포항시립영암도서관||||공공도서관|054-281-0009|경상북도 포항시 남구 상공로 46번길 11||||||||포항시립영암도서관||||200101
포항시립오천도서관||||공공도서관|054-270-5692||경북 포항시 남구 오천읍 용덕리 263-1|||||||포항시립오천도서관||||200101
포항시립포은중앙도서관||||공공도서관|054-270-4600|경상북도 포항시 북구 삼호로 31||||||||포항시립포은중앙도서관|(덕수동) 포항시립포은중앙도서관|||200101
계림꿈나무도서관||||공공도서관|062-608-3920|광주광역시 동구 경양로247번길 26||||||||계림꿈나무도서관|(계림동) 26|||200101
광주광역시립무등도서관||||공공도서관|062-613-7753|광주광역시 북구 면앙로 130||||||||광주광역시립무등도서관|(구 : 우산동 213-4)|||200101
광주광역시립사직도서관||||공공도서관|062-613-7782|광주 남구 양림동 사직도서관 (현. 남구 제중로 56||||||||광주광역시립사직도서관|구 양림동 108-8)|||200101
광주광역시립산수도서관||||공공도서관|062-613-7812|광주 동구 경양로 355||||||||광주광역시립산수도서관||||200101
광주남구문화정보도서관||||공공도서관|062-607-2521|광주광역시 남구 봉선로 208||||||||광주남구문화정보도서관|(봉선동) 208 (봉선동) 문화정보도서관|||200101
광주남구푸른길도서관||||공공도서관|062-607-2531|광주광역시 남구 금당로 140||||||||광주남구푸른길도서관||||200101
광주북구운암도서관||||공공도서관|062-410-6956|광주광역시 북구 북문대로 118||||||||광주북구운암도서관|(운암동) 운암도서관|||200101
광주북구일곡도서관||||공공도서관|062-410-6889|광주광역시 북구 일곡택지로 55||||||||광주북구일곡도서관|(일곡동) 일곡도서관|||200101
광주서구공공도서관||||공공도서관|062-654-4306||광주광역시 서구 금호동 789|||||||광주서구공공도서관|서구문화센터 3층 서구공공도서관|||200101
광주송정도서관||||공공도서관|062-940-8900|광주광역시 광산구 송정공원로 8-13||||||||광주송정도서관|(소촌동) 8 13 (송정도서관)|||200101
광주중앙도서관||||공공도서관|062-607-1300|광주광역시 동구 장동로 23-16||||||||광주중앙도서관|(광주중앙도서관)|||200101
광주중앙도서관/분관/석봉도서관||||공공도서관|062-576-8104|광주광역시 북구 설죽로 315번길 8||||||||광주중앙도서관 분관 석봉도서관||||200101
광주학생교육문화회관||||공공도서관|062-380-8800|광주광역시 서구 상무민주로 61||||||||광주학생교육문화회관|(쌍촌동) 61 (광주학생교육문화회관)|||200101
광주학생독립운동기념회관||||공공도서관|062-221-5500|광주광역시 서구 학생독립로 30||||||||광주학생독립운동기념회관|(광주학생독립운동기념회관)|||200101
금호평생교육관||||공공도서관|062-360-6600|광주광역시 남구 중앙로 15||||||||금호평생교육관||||200101
남구/청소년도서관||||공공도서관|062-607-2541|광주광역시 남구 제석로 100||||||||남구 청소년도서관|(봉선동) 남구 청소년도서관|||200101
상록도서관||||공공도서관|062-350-4591|광주광역시 서구 상무대로 1171번길 11||||||||상록도서관||||200101
신가도서관||||공공도서관|062-960-8290|광주광역시 광산구 신가로40번길 24||||||||신가도서관|(신가동) 24|||200101
어린이생태학습도서관||||공공도서관|062-350-4584|광주광역시 서구 풍암동 풍암공원로 8||||||||어린이생태학습도서관||||200101
운남어린이도서관||||공공도서관|062-960-8301|광주광역시 광산구 목련로217번길 10||||||||운남어린이도서관||||200101
이야기꽃도서관||||공공도서관|062-960-6812|광주광역시 광산구 선운중앙로67번길 6||||||||이야기꽃도서관|(선암동) 선암동 516번지|||200101
장덕도서관||||공공도서관|062-960-3989|광주광역시 광산구 선운중앙로67번길 6||||||||장덕도서관|(선암동) 179|||200101
첨단도서관||||공공도서관|062-960-8297|광주광역시 광산구 임방울대로 673-12||||||||첨단도서관|(첨단도서관)|||200101
2.28민주운동기념회관(도서관)||||공공도서관|053-257-2280|대구광역시 중구 2·28길 9||||||||2.28민주운동기념회관(도서관)||||200101
구수산도서관||||공공도서관|053-320-5150|대구광역시 북구 대천로 21||||||||구수산도서관|(읍내동)|||200101
꿈꾸는마을도서관/도토리||||공공도서관|053-327-0645|대구광역시 북구 구암로 146||||||||꿈꾸는마을도서관 도토리|(구암동) 3층|||200101
달서구립도원도서관||||공공도서관|053-667-4822|대구광역시 달서구 한실로 113||||||||달서구립도원도서관||||200101
달서구립본리도서관||||공공도서관|053-667-4930|대구 달서구 본리동 당산로 37-25||||||||달서구립본리도서관|(본리동)|||200101
달서구립성서도서관||||공공도서관|053-667-4900|대구광역시 달서구 선원남로 129||||||||달서구립성서도서관|(이곡동) (이곡동 1306-8)|||200101
달서어린이도서관||||공공도서관|053-667-4860|대구광역시 달서구 송현로 45||||||||달서어린이도서관|(달서어린이도서관)|||200101
달성군립도서관||||공공도서관|053-584-0011|대구광역시 달성군 다사읍 달구벌대로 174길 10-13||||||||달성군립도서관||||200101
대구/동구/신천도서관||||공공도서관|053-980-2600|대구광역시 동구 동부로6길 65||||||||대구 동구 신천도서관|(신천동) 65|||200101
대구광역시립남부도서관||||공공도서관|053-231-2301|대구광역시 남구 앞산순환로 512||||||||대구광역시립남부도서관||||200101
대구광역시립달성도서관||||공공도서관|053-231-2163|대구광역시 달성군 현풍면 현풍동로 19길 26||||||||대구광역시립달성도서관|(대구광역시립달성도서관)|||200101
대구광역시립대봉도서관||||공공도서관|053-231-2821|대구 중구 대봉동 대봉로 210||||||||대구광역시립대봉도서관||||200101
대구광역시립동부도서관||||공공도서관|053-231-2233|대구광역시 동구 신암북로11길 54||||||||대구광역시립동부도서관|(신암동) 54|||200101
대구광역시립두류도서관||||공공도서관|053-231-2721|대구광역시 달서구 공원순환로 8||||||||대구광역시립두류도서관|(두류동) 8 (두류도서관)|||200101
대구광역시립북부도서관||||공공도서관|053-231-2612|대구광역시 북구 옥산로 75||||||||대구광역시립북부도서관|(침산동) 75 (북부도서관)|||200101
대구광역시립서부도서관||||공공도서관|053-231-2400|대구광역시 서구 국채보상로49길 12||||||||대구광역시립서부도서관|(평리동) 12 (평리동,서부도서관)|||200101
대구광역시립수성도서관||||공공도서관|053-231-2500|대구광역시 수성구 만촌로 151||||||||대구광역시립수성도서관|(만촌동) 151 (수성 도서관)|||200101
대구광역시립중앙도서관||||공공도서관|053-231-2000|대구광역시 중구 공평로10길 25||||||||대구광역시립중앙도서관|(동인동2가) 공평로10길 25|||200101
대구광역시립중앙도서관달성분관||||공공도서관|053-231-2068|대구광역시 중구 달성로21길 64||||||||대구광역시립중앙도서관달성분관|(달성동) (중앙도서관분관)|||200101
대구광역시북구대현도서관||||공공도서관|053-320-5171|대구광역시 북구 대현남로 43||||||||대구광역시북구대현도서관|(대현동)|||200101
대구북구태전도서관||||공공도서관|053-320-5180|대구광역시 북구 영송로 36-16||||||||대구북구태전도서관|(태전동) 대구광역시 북구 영송로 36-16 (태전동)|||200101
더불어/숲||||공공도서관|053-326-0937||대구광역시 북구 국우동 1099-1|||||||더불어 숲|해일빌딩 3층|||200101
동구구립/안심도서관||||공공도서관|053-980-2600|대구광역시 동구 금호강변로 360||||||||동구구립 안심도서관|(율하동 1627번지)|||200101
비전도서관||||공공도서관|053-639-2140|대구광역시 달성군 화원읍 인흥길 11||||||||비전도서관|2층 비전도서관|||200101
사립공공/연암도서관||||공공도서관|053-956-4422|대구광역시 북구 동북로26길 25-1||||||||사립공공 연암도서관|사립공공연암도서관|||200101
새벗도서관||||공공도서관|053-631-9105||대구광역시 달서구 상인2동 319-6|||||||새벗도서관||||200101
서구/비산도서관||||공공도서관|053-663-3721|대구광역시 서구 달서로14길 13||||||||서구 비산도서관|(비산동) 대구광역시 서구 비산4동 200-8|||200101
서구어린이도서관||||공공도서관|053-663-3701|대구광역시 서구 문화로 123||||||||서구어린이도서관|(이현동) 대구광역시 서구 문화로 123 (이현동)|||200101
수성구립/물망이도서관||||공공도서관|053-666-4390|대구광역시 수성구 명덕로 443-2||||||||수성구립 물망이도서관|(수성2,3가 주민센터) 4층|||200101
수성구립/용학도서관||||공공도서관|053-668-1700|대구광역시 수성구 지범로41길 36||||||||수성구립 용학도서관|(범물동) 수성구립 용학도서관|||200101
수성구립/책숲길도서관||||공공도서관|053-666-4383|대구광역시 수성구 수성로 213||||||||수성구립 책숲길도서관|(보건소별관 3층 책숲길도서관)|||200101
수성구립/파동도서관||||공공도서관|053-668-1801|대구광역시 수성구 파동로3길 62||||||||수성구립 파동도서관|수성구립파동도서관|||200101
수성구립고산도서관||||공공도서관|053-668-1900|대구광역시 수성구 달구벌대로650길 6||||||||수성구립고산도서관|(신매동) 수성구립 고산도서관|||200101
수성구립범어도서관||||공공도서관|053-668-1600|대구광역시 수성구 달구벌대로 2451||||||||수성구립범어도서관|(범어동) 범어도서관|||200101
푸른초장공공도서관||||공공도서관|053-582-3394|대구광역시 달서구 달구벌대로 973||||||||푸른초장공공도서관|(파호동) 42번지|||200101
한들마을도서관||||공공도서관|053-985-1513|대구광역시 동구 팔공로101길 47||||||||한들마을도서관|2층 한들마을도서관|||200101
가수원도서관||||공공도서관|042-288-4776|대전광역시 서구 가수원로 91-11||||||||가수원도서관|(가수원도서관)|||200101
가양도서관||||공공도서관|042-259-7081|대전 동구 가양동 우암로 277번길 72||||||||가양도서관|(가양2동 22-4)|||200101
갈마도서관||||공공도서관|042-288-4740|대전광역시 서구 신갈마로 127번길 138||||||||갈마도서관||||200101
관평도서관||||공공도서관|042-716-0350|대전 유성구 테크노4로 131||||||||관평도서관||||200101
구암도서관||||공공도서관|042-601-6630|대전광역시 유성구 유성대로626번길 57||||||||구암도서관|(구암동) (구암동 621-7) 구암도서관|||200101
구즉도서관||||공공도서관|042-601-6510|대전광역시 유성구 와룡1길 53||||||||구즉도서관|구즉도서관|||200101
노은도서관||||공공도서관|042-601-6610||대전 유성구 지족동 871-6|||||||노은도서관||||200101
대덕구안산평생학습도서관||||공공도서관|042-608-5512|대전광역시 대덕구 계족로663번길 25||||||||대덕구안산평생학습도서관|(법동) 25 (안산도서관)|||200101
대전광역시한밭도서관||||공공도서관|042-270-7420|대전광역시 중구 서문로 10||||||||대전광역시한밭도서관|(문화동) (한밭도서관)|||200101
대전동구가오도서관||||공공도서관|042-259-7051|대전광역시 동구 동구청로 147||||||||대전동구가오도서관||||200101
대전동구성남도서관||||공공도서관|042-259-7091|대전광역시 동구 성남로 38-5||||||||대전동구성남도서관|(성남도서관)|||200101
대전동구용운도서관||||공공도서관|042-259-7021|대전광역시 동구 새울로68번길 23-23||||||||대전동구용운도서관|(용운동) 새울로 68번길 23-23|||200101
대전동구판암도서관||||공공도서관|042-259-7071|대전광역시 동구 옥천로180번길 20||||||||대전동구판암도서관|(판암동) 옥천로 180번길 20 (판암동)|||200101
대전둔산도서관||||공공도서관|042-288-4800|대전광역시 서구 청사로 263||||||||대전둔산도서관|(둔산동) 263 (둔산도서관)|||200101
대전학생교육문화원||||공공도서관|042-229-1434|대전광역시 중구 동서대로 1360||||||||대전학생교육문화원|(목동 126번지) 대전학생교육문화원|||200101
대전학생교육문화원/부설/산성도서관||||공공도서관|042-220-0700|대전 중구 산서로 62번길 53||||||||대전학생교육문화원 부설 산성도서관|(사정동)|||200101
무지개도서관||||공공도서관|042-259-7041|대전광역시 동구 동부로 56-22||||||||무지개도서관|(판암동 241)|||200101
서구어린이도서관||||공공도서관|042-288-4830|대전광역시 서구 정림동로 25||||||||서구어린이도서관|(서구어린이도서관)|||200101
송촌평생학습도서관||||공공도서관|042-608-5513|대전광역시 대덕구 송촌로 59||||||||송촌평생학습도서관|(송촌동) 송촌평생학습도서관|||200101
신탄진평생학습도서관||||공공도서관|042-608-5511|대전광역시 대덕구 신탄진동로 64||||||||신탄진평생학습도서관|(신탄진도서관)|||200101
유성도서관||||공공도서관|042-601-6530||대전 유성구 가정동 37|||||||유성도서관|(대덕대로 507-38)|||200101
자양도서관||||공공도서관|042-259-7422|대전광역시 동구 백룡로 16||||||||자양도서관|(자양동) 60-1 자양도서관|||200101
진잠도서관||||공공도서관|042-601-6592||대전 유성구 원내동 83|||||||진잠도서관||||200101
홍도도서관||||공공도서관|042-259-7571||대전 동구 홍도동 33664|||||||홍도도서관||||200101
금곡도서관||||공공도서관|051-309-6184|부산광역시 북구 효열로203번길 34||||||||금곡도서관|(금곡동) 금곡도서관|||200101
금정도서관||||공공도서관|051-519-5612|부산광역시 금정구 금정도서관로 33||||||||금정도서관|(청룡동) 금정도서관|||200101
기장도서관||||공공도서관|051-724-3071|부산광역시 기장군 차성동로126번길 13-5||||||||기장도서관|(기장도서관)|||200101
기장디지털도서관||||공공도서관|051-709-5071|부산광역시 기장군 기장대로 560||||||||기장디지털도서관|(기장군청) 7층 (구.디지털교육정보센터)|||200101
남구도서관||||공공도서관|051-607-6572|부산광역시 남구 수영로267번길 61||||||||남구도서관|(남구도서관)|||200101
느티나무도서관||||공공도서관|051-542-1590||부산광역시 해운대구 반송2동 216-290|||||||느티나무도서관||||200101
다대도서관||||공공도서관|051-220-5864|부산광역시 사하구 다대낙조2길 9||||||||다대도서관|(다대동) 9 (다대동)|||200101
대라다목적도서관||||공공도서관|051-709-3961|부산광역시 기장군 기장읍 차성서로 86||||||||대라다목적도서관|대라다목적도서관|||200101
동구도서관||||공공도서관|051-440-6411|부산광역시 동구 성북로36번길 54||||||||동구도서관||||200101
동래읍성도서관||||공공도서관|051-550-6902|부산광역시 동래구 동래로159번길 153||||||||동래읍성도서관|(칠산동) 153|||200101
맨발동무도서관||||공공도서관|051-333-2263|부산 북구 화명2동 양달로 64||||||||맨발동무도서관|대천천환경문화센터 3층|||200101
반여도서관||||공공도서관|051-783-4010|부산광역시 해운대구 재반로282번길 38||||||||반여도서관|(반여도서관)|||200101
부산강서도서관||||공공도서관|051-970-4067|부산 강서구 대저2동 공항로 811번길 10||||||||부산강서도서관||||200101
부산광역시립구덕도서관||||공공도서관|051-220-3800|부산광역시 서구 대신공원로 41||||||||부산광역시립구덕도서관|(부산광역시립구덕도서관)|||200101
부산광역시립구포도서관||||공공도서관|051-330-6300|부산광역시 북구 구포2동 백양대로 1016번다길 43||||||||부산광역시립구포도서관|(1139-1)|||200101
부산광역시립명장도서관||||공공도서관|051-527-0582|부산광역시 동래구 명안로46번길 35||||||||부산광역시립명장도서관|(명장동) 명안로46번길 35|||200101
부산광역시립반송도서관||||공공도서관|051-545-0102|부산광역시 해운대구 아랫반송로 22||||||||부산광역시립반송도서관|(반송동) .|||200101
부산광역시립부전도서관||||공공도서관|051-802-5901|부산광역시 부산진구 동천로 79||||||||부산광역시립부전도서관|(부전동) 부산광역시립부전도서관|||200101
부산광역시립사하도서관||||공공도서관|051-203-0571|부산광역시 사하구 승학로 247||||||||부산광역시립사하도서관|(괴정동) 부산광역시립사하도서관|||200101
부산광역시립서동도서관||||공공도서관|051-522-0456|부산광역시 금정구 서부로76번길 5||||||||부산광역시립서동도서관|(서동) 5 (부산광역시시립서동도서관)|||200101
부산광역시립시민도서관||||공공도서관|051-810-8200|부산광역시 부산진구 월드컵대로 462||||||||부산광역시립시민도서관|(초읍동) 부산광역시립시민도서관|||200101
부산광역시립연산도서관||||공공도서관|051-792-5400|부산광역시 연제구 고분로191번길 16||||||||부산광역시립연산도서관|(연산동) 부산광역시립연산도서관|||200101
부산광역시립중앙도서관||||공공도서관|051-2500-300|부산광역시 중구 망양로193번길 146||||||||부산광역시립중앙도서관|(중앙도서관)|||200101
부산광역시립중앙도서관분관부산영어도서관||||공공도서관|051-818-2800|부산 부산진구 가야대로 734||||||||부산광역시립중앙도서관분관부산영어도서관|부산글로벌빌리지 행정동 5층 (부전동)|||200101
부산광역시립중앙도서관수정분관||||공공도서관|051-440-0300|부산광역시 동구 홍곡로 53||||||||부산광역시립중앙도서관수정분관|(부산광역시립중앙도서관 수정분관)|||200101
부산광역시립해운대도서관||||공공도서관|051-709-0932|부산광역시 해운대구 양운로 183||||||||부산광역시립해운대도서관|(좌동) 183 (해운대도서관)|||200101
부산북구디지털도서관||||공공도서관|051-309-4945|부산광역시 북구 은행나무로 26||||||||부산북구디지털도서관|(만덕동) (만덕2동 843번지)|||200101
부산진구어린이청소년도서관||||공공도서관|051-605-5803|||||||||부산진구어린이청소년도서관||||200101
사상도서관||||공공도서관|051-310-7961|부산광역시 사상구 덕상로72번길 9||||||||사상도서관|(사상도서관)|||200101
수영구도서관||||공공도서관|051-610-4512|부산광역시 수영구 남천서로 33||||||||수영구도서관|(수영구도서관)|||200101
수영구도서관/망미분관||||공공도서관|051-610-4704|부산광역시 수영구 연수로315번길 23||||||||수영구도서관 망미분관|(망미동) 망미1동 주민센터 (4~6층)|||200101
안락누리도서관||||공공도서관|051-550-6911|부산광역시 동래구 명안로10번길 64||||||||안락누리도서관|(안락동) 64 (안락동)|||200101
연제도서관||||공공도서관|051-665-5511|부산광역시 연제구 황령산로 612||||||||연제도서관|(연산동) 612|||200101
영도도서관||||공공도서관|051-419-4838|부산광역시 영도구 함지로79번길 6||||||||영도도서관|(영도어울림문화공원 내)|||200101
영도어린이영어도서관||||공공도서관|051-419-5671~4|부산 영도구 절영로 71||||||||영도어린이영어도서관|(남항동2가 236-4번지)|||200101
재송어린이도서관||||공공도서관|051-749-7631|부산광역시 해운대구 해운대로76번길 35-1||||||||재송어린이도서관|(재송어린이도서관)|||200101
정관도서관||||공공도서관|051-709-3904|부산광역시 기장군 정관읍 정관중앙로 100||||||||정관도서관||||200101
정관어린이도서관||||공공도서관|051-709-5386|부산광역시 기장군 정관읍 정관8로 11||||||||정관어린이도서관|(매학리 709) 정관어린이도서관|||200101
해운대도서관/우동분관||||공공도서관|051-742-2167|부산광역시 해운대구 우동1로 89||||||||해운대도서관 우동분관||||200101
화명도서관||||공공도서관|051-309-6481|부산광역시 북구 화명대로12번길 59||||||||화명도서관|(부산 화명도서관)|||200101
4.19/혁명기념/도서관||||공공도서관|02-737-9556||서울특별시 종로구 평동 166|||||||4.19 혁명기념 도서관||||200101
가락몰도서관||||공공도서관|02-3435-0950|서울특별시 송파구 양재대로 932||||||||가락몰도서관|가락몰 업무동 4층|||200101
가온도서관||||공공도서관|02-2280-8470|서울특별시 중구 동호로14길 18||||||||가온도서관|(중구구립도서관)|||200101
갈산도서관||||공공도서관|02-2649-2732|서울특별시 양천구 목동남로 4길 48-6||||||||갈산도서관|갈산도서관|||200101
강남/역삼/푸른솔/도서관||||공공도서관|02-2051-1178||서울 강남구 역삼1동 827-61|||||||강남 역삼 푸른솔 도서관|4층|||200101
강동구립강일도서관||||공공도서관|02-427-7676,4004|서울특별시 강동구 아리수로93길 9-14||||||||강동구립강일도서관|(강일동복합청사)|||200101
강동구립성내도서관||||공공도서관|02-471-0044|서울특별시 강동구 성안로 106-1||||||||강동구립성내도서관|(성내구립도서관)|||200101
강동구립암사도서관||||공공도서관|02-429-0476|서울특별시 강동구 고덕로20길 42||||||||강동구립암사도서관|(암사동) 암사도서관|||200101
강동구립천호도서관||||공공도서관|02-488-7223|서울특별시 강동구 성안로31마길 1||||||||강동구립천호도서관|(천호동) 2층|||200101
강동구립해공도서관||||공공도서관|02-478-9656|서울특별시 강동구 올림픽로 (천호동 360) 702||||||||강동구립해공도서관||||200101
강북문화정보도서관||||공공도서관|02-944-3100|서울특별시 강북구 오현로 145||||||||강북문화정보도서관|(강북문화정보도서관)|||200101
강북청소년문화정보도서관||||공공도서관|02-944-3141|서울특별시 강북구 삼양로 54길 68||||||||강북청소년문화정보도서관|68 강북청소년문화정보도서관|||200101
강서구립/곰달래도서관||||공공도서관|02-2065-3785|서울특별시 강서구 강서로5길 50||||||||강서구립 곰달래도서관|곰달래문화복지센터 5~6층|||200101
강서구립/등빛도서관||||공공도서관|02-3664-6990|서울특별시 강서구 강서로62길 48||||||||강서구립 등빛도서관||||200101
강서구립가양도서관||||공공도서관|02-3665-8797|서울특별시 강서구 양천로61길 101||||||||강서구립가양도서관|강서구립가양도서관|||200101
강서구립우장산숲속도서관||||공공도서관|02-2696-6690|서울특별시 강서구 우현로 34||||||||강서구립우장산숲속도서관|(화곡동) 1159-4 우장산동주민센터4층|||200101
강서길꽃어린이도서관||||공공도서관|02-2663-4764|서울특별시 강서구 금낭화로24길 5||||||||강서길꽃어린이도서관|(방화3동주민센터,어린이도서관)|||200101
강서꿈꾸는어린이도서관||||공공도서관|02-3663-4025|서울특별시 강서구 공항대로 615||||||||강서꿈꾸는어린이도서관|(염창동) 281-25 (강서구 공항대로 615)|||200101
강서영어도서관||||공공도서관|02-2061-2270|서울특별시 강서구 곰달래로57가길 26||||||||강서영어도서관|화곡4동 주민센터 2층 강서영어도서관|||200101
강서푸른들청소년도서관||||공공도서관|02-2691-1630|서울특별시 강서구 강서로 45다길 71||||||||강서푸른들청소년도서관|강서구립 푸른들청소년도서관|||200101
개봉도서관||||공공도서관|02-2689-1695|서울특별시 구로구 개봉로16길 30-11||||||||개봉도서관|(개봉초등학교)|||200101
개봉어린이도서관||||공공도서관|02-2066-1695||서울 구로구 개봉1동 166-9|||||||개봉어린이도서관||||200101
개울도서관||||공공도서관|02-2696-8910|서울특별시 양천구 중앙로52길 56||||||||개울도서관|(신정4동)|||200101
거마도서관||||공공도서관|02-449-9813||서울 송파구 거여2동 195-1|||||||거마도서관|거여2동 주민자치센터 4층 거마도서정보센터|||200101
공릉행복발전소||||공공도서관|02-976-3820|서울특별시 노원구 동일로179길 22||||||||공릉행복발전소|(공릉동) 공릉행복발전소|||200101
관악문화관도서관||||공공도서관|02-828-5700|서울특별시 관악구 신림로3길 35||||||||관악문화관도서관|(관악문화관도서관)|||200101
광진정보도서관||||공공도서관|02-3437-5095|서울특별시 광진구 아차산로78길 90||||||||광진정보도서관|(광진구구립정보도서관)|||200101
