##NAME|SUBNAME|X|Y|MAPPERS_TYPE|TELNUM|NEWADDR|ADDR|FEAT1|FEAT2|AREA|DATE|ALTNAME|ETCNAME|ORGNAME|ETCADDR|PNUCODE|RD_JIBUN|MAPPERS_CD@@태권도장
고리울태권도장||||태권도장|032-679-1616|경기도 부천시 원미구 부천로167번길 23||||||||고리울태권도장|3층 (춘의동)|||20311
인하탑태권도장||||태권도장|032-513-6085||인천광역시 부평구 청천동 191-5|||||||인하탑태권도장|3층|||20311
일동효태권도장||||태권도장|031-433-7466|경기도 시흥시 옥구상가1길 17||||||||일동효태권도장|3층 (정왕동)|||20311
용인대백승태권도장||||태권도장|042-585-4112|대전광역시 중구 대둔산로 271||||||||용인대백승태권도장|3층 (사정동)|||20311
경희대/석사/아이스타/효/태권도장||||태권도장|028313459|서울 영등포구 가마산로79길 7||||||||경희대 석사 아이스타 효 태권도장|202호 (신길동,삼성래미안아파트)|||20311
ALL바른/태권도장||||태권도장||대구광역시 달서구 송현로8길 63||||||||ALL바른 태권도장|1층|||20311
상인태권도장||||태권도장|||대구광역시 달서구 상인2동 540-10|||||||상인태권도장||||20311
경희태권도장||||태권도장|02-421-0202||서울특별시 송파구 송파동 98-33|||||||경희태권도장||||20311
안산MTA태권도장||||태권도장|031-403-4605|경기도 안산시 단원구 화정로 6||||||||안산MTA태권도장|302호 (선부동)|||20311
자이태권도장||||태권도장|062-571-6650||광주광역시 북구 신용동 542-21|||||||자이태권도장|201호|||20311
힘찬태권도장||||태권도장|064-763-7888|제주특별자치도 서귀포시 동홍중앙로52번길 7||||||||힘찬태권도장|(동홍동)|||20311
가온누리/가람태권도장||||태권도장|02-556-8891||서울특별시 강남구 역삼동 756-13|||||||가온누리 가람태권도장||||20311
명문태권도장||||태권도장|055-761-3007|경상남도 진주시 금산순환로 24||||||||명문태권도장|금호빌딩 2층|||20311
용인대금강태권도장||||태권도장|0552531010|경상남도 창원시 의창구 감계로188번길 58||||||||용인대금강태권도장|301호 (다온빌딩)|||20311
청솔초아태권도장||||태권도장|02-865-2399||서울특별시 금천구 가산동 106|||||||청솔초아태권도장||||20311
용인대석사지킴이태권도장||||태권도장||전라북도 정읍시 수성3로 26||||||||용인대석사지킴이태권도장|제일@상가 108동 201호|||20311
아이태권옥계태권도장||||태권도장|054-474-6705|경상북도 구미시 흥안로 22||||||||아이태권옥계태권도장|2층 (옥계동)|||20311
중남키즈태권도장||||태권도장|052-254-1128|울산광역시 울주군 방천5길 30||||||||중남키즈태권도장|4층|||20311
참조은태권도장||||태권도장|051-831-7197||부산광역시 강서구 신호동 21|||||||참조은태권도장||||20311
다니엘주안태권도장||||태권도장||인천광역시 남구 석정로 451||||||||다니엘주안태권도장|2층 (주안동)|||20311
용인대아이러브태권도장||||태권도장|0325711114|인천광역시 서구 염곡로 387||||||||용인대아이러브태권도장|3층 (신현동)|||20311
태무용호태권도장||||태권도장|032-568-2777|인천광역시 서구 봉오재3로 40||||||||태무용호태권도장|(가정동)|||20311
한양대아이캔태권도장||||태권도장|061-283-2224|전라남도 목포시 남악2로22번길 15||||||||한양대아이캔태권도장|207호 (옥암동,우미파렌하이트)|||20311
미르태권도장||||태권도장|054-451-5978|경상북도 구미시 형곡로 211-12||||||||미르태권도장|4층 (형곡동)|||20311
중앙태권스쿨도장||||태권도장|02-3391-8456||서울특별시 노원구 중계동 84-6|||||||중앙태권스쿨도장|성진빌딩 3층|||20311
SUNRISE태권도장||||태권도장|032-512-7779|인천 부평구 체육관로 18||||||||SUNRISE태권도장|(삼산동,대경프라자)|||20311
용인대STA태권도장||||태권도장|02-576-5200|서울특별시 서초구 중앙로 582||||||||용인대STA태권도장|2층 (우면동)|||20311
연세대/태우/태권도장||||태권도장|02-2604-3388||서울특별시 양천구 신정동 1319-3|||||||연세대 태우 태권도장|(4층)|||20311
아중올림픽태권도장||||태권도장|063-244-8870|전라북도 전주시 덕진구 무삼지로 6-10||||||||아중올림픽태권도장|919-3 (인후동1가)|||20311
오태태권도장||||태권도장|0549747626||경상북도 칠곡군 북삼읍 인평리 1086-6|||||||오태태권도장||||20311
계명대강한태권도장||||태권도장|053-816-3086|경상북도 경산시 성암로8길 5||||||||계명대강한태권도장||||20311
용인대태권도장||||태권도장|032-555-6080|인천광역시 계양구 장제로920번길 8||||||||용인대태권도장|3층 (병방동)|||20311
인하라온태권도장||||태권도장|032-812-4040|인천광역시 연수구 먼우금로 302||||||||인하라온태권도장|(연수동)|||20311
고려참태권도장||||태권도장|032-425-7781|인천광역시 남동구 경인로524번길 25||||||||고려참태권도장|2층 (간석동)|||20311
스마일태권도장||||태권도장|042-582-0123|대전광역시 서구 정림동로5번길 6||||||||스마일태권도장|2층|||20311
제일태권도장||||태권도장|054-464-0666|경상북도 구미시 금오대로24길 20||||||||제일태권도장|2층|||20311
ICAN거성태권도장||||태권도장|053-565-5811||대구광역시 서구 평리4동 1412-5|||||||ICAN거성태권도장|3층|||20311
한얼태권도장||||태권도장|052-235-1935|울산광역시 동구 진성6길 39||||||||한얼태권도장|(전하동)|||20311
경희대i스타태권도장||||태권도장|032-812-0023|인천 연수구 송도과학로27번길 55||||||||경희대i스타태권도장|(송도동,롯데캐슬 캠퍼스타운)|||20311
소나무향기/태권도||||태권도장|0522860322|울산광역시 북구 매곡1로 46||||||||소나무향기 태권도|207호 (매곡동,대우프라자)|||20311
KOREA/블랙벨트센터||||태권도장|043-643-3235|충북 제천시 강저로11길 6||||||||KOREA 블랙벨트센터|(강제동)|||20311
화남태권도장(2관)||||태권도장||대구광역시 달성군 명곡로 16||||||||화남태권도장(2관)|4층|||20311
영등신화태권도장||||태권도장|063-917-0641||전라북도 익산시 영등동 818-13|||||||영등신화태권도장||||20311
SSAEM태권도장||||태권도장|||전라북도 전주시 덕진구 송천동1가 98-2|||||||SSAEM태권도장|원재빌딩|||20311
채움태권도장||||태권도장|063-463-0488|전라북도 군산시 나운로 66||||||||채움태권도장|동백빌딩 3층|||20311
리태권도장||||태권도장|||대구광역시 남구 봉덕3동 1327-36|||||||리태권도장||||20311
중앙효태권도||||태권도장|043-232-4514|충청북도 청주시 상당구 율량로 103||||||||중앙효태권도|135 307호 (주성동 대원3차상가)|||20311
WTA태권도장||||태권도장|061-727-1112|전라남도 순천시 팔마1길 10||||||||WTA태권도장|2층 (연향동)|||20311
돌려차기/태권도장||||태권도장|07077784175|대구광역시 수성구 청호로 428||||||||돌려차기 태권도장|(범어동)|||20311
용인대세이지가곡태권도장||||태권도장|031-593-7363|경기도 남양주시 비룡로 345||||||||용인대세이지가곡태권도장|(2층)|||20311
용인대석사비호태권도장||||태권도장|031-269-7808||경기도 수원시 권선구 세류동 1280|||||||용인대석사비호태권도장|수원센트럴타운3단지 상가 2층 203호|||20311
어울림/감성/태권도장||||태권도장|033-653-5515|강원도 강릉시 성덕로 328-9||||||||어울림 감성 태권도장|금호M프라자 2층 202-203 (입암동)|||20311
챔피언라임태권스쿨도장||||태권도장|02-938-7781||서울특별시 노원구 중계4동 358-6|||||||챔피언라임태권스쿨도장|304호|||20311
독수리태권도장||||태권도장|02-918-2392|서울특별시 노원구 우이천로2가길 21||||||||독수리태권도장|초안빌딩 2층 (월계동)|||20311
국가대표태권도장||||태권도장|054-787-8881|경상북도 울진군 후포면 삼율리 삼율6길 16-9||||||||국가대표태권도장|금호상가 203호|||20311
청학태권도장||||태권도장|042-282-7686|대전광역시 동구 신기로101번길 5-11||||||||청학태권도장|3층 (가오동)|||20311
초인/광개토태권도장||||태권도장|042-633-0159|대전광역시 대덕구 동심1길 35||||||||초인 광개토태권도장|2층 (오정동)|||20311
선우태권도||||태권도장||충청북도 청주시 흥덕구 직지대로669번길 52||||||||선우태권도|3층 (봉명동)|||20311
용인대흥도태권도장||||태권도장|042-825-6968||대전광역시 유성구 원신흥동 558-1|||||||용인대흥도태권도장||||20311
글로벌태권도장||||태권도장|042-489-3731||대전광역시 서구 월평3동 111|||||||글로벌태권도장|다모아상가 402호|||20311
한얼태권도장||||태권도장|031-618-7877|경기도 안성시 양기길 48||||||||한얼태권도장|303호 (송정아파트 상가동 3층)|||20311
진인태권도장||||태권도장|||대구광역시 남구 이천동 757-3|||||||진인태권도장|4층|||20311
사랑태권도장||||태권도장|063-632-3572|전라북도 남원시 시청로 37||||||||사랑태권도장|1층 (도통동)|||20311
청연태권도장||||태권도장|062-611-7100||광주광역시 광산구 우산동 콜롬버스시네마 137호 |||||||청연태권도장||||20311
강한태권도장||||태권도장|||대구광역시 수성구 범어1동 664-4|||||||강한태권도장||||20311
국가대표동인태권도장||||태권도장|063-834-0594|전라북도 익산시 동서로 509||||||||국가대표동인태권도장|자이아파트 상가 3층|||20311
경희대/태권도/아이토리짐/태권도장||||태권도장|024003093|서울특별시 송파구 오금로57길 3-4||||||||경희대 태권도 아이토리짐 태권도장|2층 (거여동)|||20311
신동아인하태권도장||||태권도장|032-873-8123|인천광역시 남동구 경원대로 937||||||||신동아인하태권도장|301호 (간석동)|||20311
힘찬청운태권도장||||태권도장|053-615-5388|대구광역시 달성군 유가면 테크노북로 164||||||||힘찬청운태권도장|상가 106호 (하나리움퀸즈파크)|||20311
용호태권도장||||태권도장||대구광역시 달서구 달구벌대로291길 45||||||||용호태권도장|(장기동)|||20311
그린태권도장||||태권도장|0513373355||부산광역시 북구 화명동 512|||||||그린태권도장|도시그린아파트상가 2층|||20311
연은태권도장||||태권도장|02-304-8869|서울특별시 은평구 백련산로2길 201~203호 (응암동 , 백련산힐스테이트 1차) ||||||||연은태권도장||||20311
경희현대태권도장||||태권도장|02-3663-5579|서울특별시 강서구 강서로 348||||||||경희현대태권도장|상가1동 5층 515~516 (내발산동,우장산힐스테이트아파트)|||20311
YG/태권도장||||태권도장|052-223-7763|울산광역시 남구 신복로 66||||||||YG 태권도장|가동 2층 201호 (무거동)|||20311
베스트태권도장||||태권도장|054-272-9225|경상북도 포항시 남구 상대로 129||||||||베스트태권도장|2층 (대도동)|||20311
국가대표/단국대/상무태권도||||태권도장|044-999-0808|세종특별자치시 누리로 27||||||||국가대표 단국대 상무태권도|상가동 201호|||20311
경산제1태권도장||||태권도장|053-851-6699|경상북도 경산시 진량읍 부기리 금호강변로 820||||||||경산제1태권도장|창신무학|||20311
강동MTA태권도장||||태권도장|052-256-8677|울산광역시 북구 강동산하2로 43||||||||강동MTA태권도장|208,209호 (산하동,푸르지오아파트상가,울산블루마시티2차 푸르지오)|||20311
세움태권도장||||태권도장|062-681-2550|광주광역시 남구 봉선로 115||||||||세움태권도장|205동 103호 (봉선동,봉선2차 남양휴튼)|||20311
진도태권도장||||태권도장|061-544-8856|전라남도 진도군 진도읍 동외리 동외3길 17||||||||진도태권도장||||20311
스타국가대표/태권도장||||태권도장|044-867-9771|세종특별자치시 마음로 181||||||||스타국가대표 태권도장|이지더원 아파트상가 1018,101호102호 (고운동,가락마을 10단지)|||20311
고려익스트림태권도장||||태권도장|054-976-0111|경상북도 칠곡군 석적로 909||||||||고려익스트림태권도장|3층 301,302호|||20311
DS태권도장||||태권도장|032-529-8958|인천광역시 부평구 주부토로 284||||||||DS태권도장|2층,202호 (갈산동)|||20311
고양아이탑태권도장||||태권도장|031-978-7700|경기도 고양시 덕양구 화신로 319||||||||고양아이탑태권도장|302호 (화정동,문정빌딩 3층)|||20311
바로커/태권도장||||태권도장||세종특별자치시 조치원읍 대첩로 42||||||||바로커 태권도장|신흥리 88-3|||20311
유앤아이태권도장||||태권도장|051-552-9616|부산광역시 동래구 온천천로 339번길 28||||||||유앤아이태권도장|107동 상가207호 (낙민동,낙민동한일유앤아이아파트)|||20311
문수태권도장||||태권도장|051-634-1979|부산광역시 남구 고동골로 68||||||||문수태권도장|4층 (문현동)|||20311
행복한동행삼성태권도장||||태권도장|032-677-9320|경기도 부천시 오정구 오정로252번길 44-6||||||||행복한동행삼성태권도장|2층 (오정동,세종빌딩)|||20311
비연무예태권도장||||태권도장|055-277-7003|경상남도 창원시 성산구 외리로34번길 15||||||||비연무예태권도장|한림푸르지오상가 304호 (성주동)|||20311
사랑효태권도장||||태권도장|055-386-5660|경상남도 양산시 신명로 53||||||||사랑효태권도장|113-6,7호 (평산동,태원아파트상가)|||20311
도담태권도장||||태권도장|055-353-2079|경상남도 밀양시 석정로 130-5||||||||도담태권도장|(교동)|||20311
아람태권도장||||태권도장|055-635-4416|경남 거제시 상동5길 100||||||||아람태권도장|118동 301호,302호,303호 (상동동,거제 더샵 블루시티)|||20311
도전태권도장||||태권도장|055-339-7208|경상남도 김해시 가야로38번길 4||||||||도전태권도장||||20311
감사랑리더십태권도장||||태권도장|055-246-8821||경상남도 창원시 마산합포구 월영동 614-7|||||||감사랑리더십태권도장|동아1차A상가 지하층|||20311
아라한한울태권도장||||태권도장|031-855-3763|경기도 양주시 꿈나무로 313||||||||아라한한울태권도장|301호 (동화은하수2단지 초록마을아파트상가 3층)|||20311
K용인대태권도장||||태권도장|032-345-4776|경기도 부천시 소사구 안곡로 37||||||||K용인대태권도장|2층 (괴안동)|||20311
승리마루백양태권도장||||태권도장|051-331-0030|부산광역시 북구 덕천로276번길 60||||||||승리마루백양태권도장|상가동 3층 (만덕동,백양산동문굿모닝힐)|||20311
명장태권도장||||태권도장|051-522-7300||부산광역시 동래구 명장1동 66-37|||||||명장태권도장||||20311
경희대석사비룡태권도장||||태권도장|02-2613-1607||서울특별시 구로구 오류1동 13~21 |||||||경희대석사비룡태권도장||||20311
열정MTA태권도장||||태권도장||대구 서구 서대구로15길 32-22||||||||열정MTA태권도장|중리롯데캐슬상가 408호 (중리동)|||20311
다원태권도장||||태권도장|031-406-8080|경기 안산시 상록구 샘골로 84||||||||다원태권도장|2층 202호 (본오동)|||20311
웅비태권도교육관||||태권도장||충북 청주시 청원구 대성로 258-2||||||||웅비태권도교육관|2층 (우암동)|||20311
동아플러스태권스쿨||||태권도장|043-212-1989|충북 청주시 청원구 율봉로 43||||||||동아플러스태권스쿨|(사천동,신용협동조합) 301호|||20311
영남대세종태권도장||||태권도장||대구 동구 송라로10길 25||||||||영남대세종태권도장|2층 (신천동)|||20311
한플러스/태권스쿨||||태권도장||충북 청주시 청원구 내수읍 내수로 613||||||||한플러스 태권스쿨|지하1층 (내수리)|||20311
봄날태권도장||||태권도장|051-867-8292|부산 부산진구 거제대로 37-1||||||||봄날태권도장|양정동 (양정동,양정퍼스트상가)|||20311
우양태권도장||||태권도장|055-324-0018|경남 김해시 금관대로599번길 29||||||||우양태권도장|303호,308호 (무계동,석봉마을부영아파트상가)|||20311
드림태권도장||||태권도장|055-337-6120|경남 김해시 함박로 120||||||||드림태권도장|상가동 205-207호 (외동,한국아파트 상가)|||20311
천지인태권도장||||태권도장|054-336-4610|경북 영천시 망정2길 184||||||||천지인태권도장|101호,102호 (망정동)|||20311
태비KTS태권스쿨/태권도장||||태권도장|02-2282-7962|서울 성동구 난계로 32||||||||태비KTS태권스쿨 태권도장|성산빌딩 3층 (금호동1가,성산빌딩)|||20311
무학/태양/아카데미||||태권도장|02-2299-0788|서울 성동구 무학봉길 51||||||||무학 태양 아카데미|2층 (하왕십리동,무학현대아파트)|||20311
상무태권도장||||태권도장|02-2696-1100||서울 강서구 화곡동 362-86|||||||상무태권도장|3층|||20311
유단자의품격태권도장||||태권도장|0513431984|부산 북구 덕천로276번길 32-14||||||||유단자의품격태권도장|3층 (만덕동)|||20311
우수2태권도장||||태권도장|051-624-1172||부산 남구 대연3동 대우그린상가 4층 |||||||우수2태권도장||||20311
형일키즈태권도장||||태권도장|054-444-6606|경북 구미시 형곡로12길 15-9||||||||형일키즈태권도장|1층 (형곡동)|||20311
마스터진태권도장||||태권도장|051-266-1845|부산 사하구 다대낙조2길 3||||||||마스터진태권도장|다대동,4층 (다대동)|||20311
경희대글로벌태권도장||||태권도장|041-357-2901|충남 당진시 송악읍 신복운로3길 28||||||||경희대글로벌태권도장|(복운리,신성당진미소지움아파트) 2층|||20311
북문태권도||||태권도장|052-296-8808|울산 북구 신천로 29||||||||북문태권도|극동스타클래스상가 A동 307~309호 (신천동,극동아파트상가)|||20311
국가대표태권도장||||태권도장|031-223-7981|경기 화성시 효행로265번길 14||||||||국가대표태권도장|신영메디컬센터 5층 (기안동,신영메디칼센타)|||20311
가온태권도장||||태권도장|0415577654|충남 천안시 서북구 백석4길 23||||||||가온태권도장|(백석동,부국빌딩) 2층|||20311
현진태권도장||||태권도장|054-254-2082|경북 포항시 북구 성실로 55||||||||현진태권도장|(장성동,현진에버빌1단지아파트)|||20311
가온태권도장||||태권도장|062-573-3355||광주광역시 북구 신용동 712|||||||가온태권도장|일취빌딩 401호|||20311
꿈마루태권도장||||태권도장|062-415-6111|광주광역시 광산구 선운중앙로 52||||||||꿈마루태권도장|405호 (선암동)|||20311
화랑태권도장||||태권도장||경상북도 영덕군 영덕읍 덕곡4길 13-1||||||||화랑태권도장||||20311
천마태권도장||||태권도장|02-833-1343||서울특별시 영등포구 대림1동 876-15|||||||천마태권도장||||20311
동영/태권도장||||태권도장|02-3411-2645||서울특별시 강남구 일원본동 수서18BL 청솔상가 |||||||동영 태권도장||||20311
용인대태권도장||||태권도장|032-562-9003|인천광역시 서구 고산후로95번길 20||||||||용인대태권도장|5층 502,503호 (당하동,힘찬프라자)|||20311
으뜸태권도장||||태권도장|031-774-7344|경기 양평군 양서면 대심길 8-1||||||||으뜸태권도장|1층|||20311
국민태권도장(수송1관)||||태권도장|063-464-8803||전북 군산시 수송동 824-1|||||||국민태권도장(수송1관)|3층|||20311
계명대늘찬태권도장||||태권도장|053-323-1808|대구 북구 구리로 203||||||||계명대늘찬태권도장|(국우동)|||20311
용인대SKY태권도장||||태권도장|031-291-7775|경기 수원시 권선구 금곡로102번길 56||||||||용인대SKY태권도장|5층 (금곡동,스카이빌딩)|||20311
탑태권도장||||태권도장|032-341-3452|경기 부천시 부광로 40||||||||탑태권도장|201호 (괴안동,거성타운 2층)|||20311
용인대미래태권도장||||태권도장|051-271-2133|부산 강서구 명지국제6로 240||||||||용인대미래태권도장|(명지동)|||20311
국가대표태권도장||||태권도장|042-587-7079|대전 서구 복수동로51번길 18||||||||국가대표태권도장|3층 (복수동)|||20311
늘푸른태권스쿨||||태권도장|02-842-1342|서울 영등포구 디지털로 402||||||||늘푸른태권스쿨|선훈빌딩 2층 (대림동)|||20311
한국체대/기합소리/태권도장||||태권도장|02-575-0110|서울 강남구 개포로 303||||||||한국체대 기합소리 태권도장|현대1차 아파트 상가 204호 (개포동,현대1차아파트)|||20311
힘찬태권도||||태권도장|061-284-5887|전라남도 무안군 남악5로72번길 7||||||||힘찬태권도|(부영애시앙)|||20311
프라임태권도장||||태권도장|051-501-1888|부산광역시 동래구 아시아드대로108번길 89||||||||프라임태권도장|(사직동)|||20311
한양대하나태권도장||||태권도장|032-565-1974|인천 서구 크리스탈로 148||||||||한양대하나태권도장|2층 201~203호 (경서동,청라 한화꿈에그린)|||20311
용인대대일태권도장||||태권도장|031-338-6594|경기 용인시 수지구 푸른솔로 96||||||||용인대대일태권도장|1층 (죽전동)|||20311
한국체대천마점핑태권도장||||태권도장|031-913-8666|경기 고양시 일산서구 일청로91번길 76||||||||한국체대천마점핑태권도장|301호 (일산동,현산프라자 3층)|||20311
율하태권도장||||태권도장|055-323-8997|경남 김해시 율하1로 114||||||||율하태권도장|302호 (율하동)|||20311
문산MTA태권도장||||태권도장|055-761-7732|경남 진주시 문산읍 월아산로 1080||||||||문산MTA태권도장|2층|||20311
계명대태권도장||||태권도장|055-682-0079|경남 거제시 아주2로 117||||||||계명대태권도장|3층 303호 하주빌딩 (아주동)|||20311
MTA남부태권도장||||태권도장|055-384-4488|경남 양산시 물금읍 서들로 142||||||||MTA남부태권도장|4층 401호 (세원스타)|||20311
캡틴태권도장||||태권도장|||대구 남구 대명10동 1637-12|||||||캡틴태권도장||||20311
효성태권도장(성남관)||||태권도장|042-634-1253||대전 동구 성남동 200-88|||||||효성태권도장(성남관)|2,3층|||20311
신일태권도장||||태권도장|032-862-8518|인천 남구 주염로 26||||||||신일태권도장|(주안동)|||20311
용인대참태권도장||||태권도장|054-610-7977|경북 포항시 남구 대이로 106||||||||용인대참태권도장|(대잠동)|||20311
용인대/라이온즈/태권도장||||태권도장|02-428-6589||서울 강동구 강일동 강일리버파크 5단지상가 201-203|||||||용인대 라이온즈 태권도장||||20311
경희대천하태권도장||||태권도장|031-997-6511|경기 김포시 김포한강2로 113||||||||경희대천하태권도장|중흥에스클래스리버티 상가동 201-203호 (장기동)|||20311
구래경희대학교멘토태권도장||||태권도장|031-986-2303|경기 김포시 김포한강9로 30||||||||구래경희대학교멘토태권도장|5층 501호-503호 (구래동)|||20311
MTA태권도장||||태권도장|055-755-0234|경남 진주시 사들로 79||||||||MTA태권도장|301호 (충무공동)|||20311
MTA태권도장||||태권도장|055-755-7897|경남 진주시 범골로60번길 16||||||||MTA태권도장|(충무공동)|||20311
경희대드림아이태권도장||||태권도장|031-611-6115|경기 평택시 송월로32번길 29||||||||경희대드림아이태권도장|1층 (신장동)|||20311
용인영웅태권도장||||태권도장|031-693-6939|경기 용인시 기흥구 구성3로28번길 30||||||||용인영웅태권도장|501호 (청덕동,구성프라자5층)|||20311
고수회왕호태권도장||||태권도장|031-272-8180|경기 용인시 수지구 성복2로 226||||||||고수회왕호태권도장|204호 (성복동,유재빌딩 2층)|||20311
최강드림아이태권도장||||태권도장|031-377-9633|경기 화성시 동탄대로시범길 193||||||||최강드림아이태권도장|503호 (청계동,수성프라자)|||20311
국군체육부대||||태권도장||||||||||국군체육부대||||20311
승리태권도장||||태권도장|070-7762-6861|서울 관악구 신림로3길 40||||||||승리태권도장|상가동2층 203,204,205호 (신림동,건영아파트)|||20311
하늘태권도장||||태권도장|02-849-3613|서울 영등포구 가마산로 437-2||||||||하늘태권도장|(신길동)|||20311
고려대한태권도장||||태권도장|070-8848-0505|충남 천안시 동남구 풍세로 1010-6||||||||고려대한태권도장|3층 301호 (청수동)|||20311
단국대석사태풍태권도장||||태권도장|041-952-7654||충남 서천군 서천읍 사곡리 304-9|||||||단국대석사태풍태권도장||||20311
인천탑태권도장||||태권도장|032-566-2534|인천 서구 고산후로 380||||||||인천탑태권도장|2층 (불로동,정송빌딩)|||20311
아중이지태권도스쿨||||태권도장||전북 전주시 덕진구 아중로 176||||||||아중이지태권도스쿨|아중부영3차@ 상가 3층 (인후동1가)|||20311
초아태권도장||||태권도장|031-795-7483|경기 하남시 신장동로 162||||||||초아태권도장|3층 (신장동)|||20311
천마루태권도장||||태권도장|01088501238|대구 중구 남산로7길 75||||||||천마루태권도장|2층 204호 (남산동)|||20311
성남힘찬태권도장||||태권도장|031-721-8764|경기 성남시 수정구 남문로22번길 2||||||||성남힘찬태권도장|3층 (태평동)|||20311
계명대/천하무적태권도장||||태권도장|053-323-4732|대구 북구 한강로 20||||||||계명대 천하무적태권도장|5층 (사수동)|||20311
용인대헤세드경원태권도장||||태권도장||충북 청주시 상당구 남일면 효촌송정1길 53||||||||용인대헤세드경원태권도장|(효촌리) 용인대헤세드경원태권도장|||20311
단국대인성태권도장||||태권도장|051-573-9008|충남 천안시 동남구 일봉로 89||||||||단국대인성태권도장|2층 (용곡동)|||20311
경희대파랑새태권도장||||태권도장|041-533-0100|충남 아산시 배방읍 새아산로 20-8||||||||경희대파랑새태권도장||||20311
벽산태권도장||||태권도장|062-522-9678||광주 북구 운암동 93-9|||||||벽산태권도장|4층|||20311
우리아이NO.1태권도장||||태권도장|032-442-4423|인천 남동구 청능대로718번길 9||||||||우리아이NO.1태권도장|2층 (논현동,풍림아파트상가)|||20311
용인대블루드래곤태권도||||태권도장|063-835-3332|전북 익산시 고봉로30길 66||||||||용인대블루드래곤태권도|금강빌딩 4층 (영등동)|||20311
경희대/건강드림태권도장||||태권도장|042-485-1983|대전 서구 둔산남로9번길 79||||||||경희대 건강드림태권도장|(둔산동) 2층|||20311
용인대충청태권도장||||태권도장|043-274-5860||충북 청주시 흥덕구 복대동 1443|||||||용인대충청태권도장||||20311
명품태권도장||||태권도장|064-721-8100|제주특별자치도 제주시 도남로17길 3||||||||명품태권도장|(도남동)|||20311
꿈꾸는석사태권도장||||태권도장|062-673-0025||광주 남구 봉선동 470|||||||꿈꾸는석사태권도장|삼익1차상가 2층|||20311
STG태권도장||||태권도장|02-416-4866|서울 송파구 올림픽로 119||||||||STG태권도장|잠실파인애플상가 3층 3B01,3B02호 (잠실동)|||20311
경희대석사으뜸태권도장/월성관||||태권도장|053-632-3002|대구 달서구 조암로 24||||||||경희대석사으뜸태권도장 월성관|6층 (월성동)|||20311
서린7태권도장||||태권도장|053-636-8668|대구 달서구 조암로10길 11||||||||서린7태권도장|301동 (월성동,월성 협성휴포레)|||20311
아이사랑홈태권도장||||태권도장|0325558750|인천 계양구 장제로995번길 18||||||||아이사랑홈태권도장|2층 (박촌동,계양2차 하우스토리)|||20311
현촌경희대태권도장||||태권도장|031-663-4300|경기 평택시 현촌4길 10||||||||현촌경희대태권도장|우리프라자 3층 (용이동)|||20311
반원태권도장||||태권도장|02-593-4584|서울특별시 서초구 신반포로23길 41||||||||반원태권도장|잠원쇼핑센타 2층 205호 (잠원동,신반포2지구아파트)|||20311
경희대태권도장||||태권도장|032-551-7952|인천 계양구 굴재길 2||||||||경희대태권도장|2층 (귤현동)|||20311
한국체대태권도장||||태권도장|061-651-2222|전남 여수시 문수로 142||||||||한국체대태권도장|2층 (문수동)|||20311
석남백호태권도장||||태권도장|032-233-7179|인천 서구 서달로 147||||||||석남백호태권도장|(석남동)|||20311
미래태권도장(연세대)||||태권도장|070-4217-7626|인천광역시 부평구 수변로9번길 22||||||||미래태권도장(연세대)|3층 (부개동)|||20311
경희대왕호태권도장||||태권도장|032-468-1074|인천 남동구 남촌동로25번길 53||||||||경희대왕호태권도장|A동 301호 (남촌동)|||20311
구월용인대석사태권도장||||태권도장|032-446-1233|인천 남동구 인하로 616||||||||구월용인대석사태권도장|401호 (구월동,커뮤니티프라자)|||20311
경희대킴스태권도장||||태권도장|032-526-9646|인천 부평구 체육관로 40||||||||경희대킴스태권도장|(삼산동)|||20311
용인대방이태권도장||||태권도장|02-418-4189||서울특별시 송파구 방이동 170-3|||||||용인대방이태권도장||||20311
경희대희망태권도장||||태권도장|02-488-0808||서울 강동구 성내동 27-12|||||||경희대희망태권도장||||20311
태극태권도장||||태권도장|042-523-5979|대전 서구 배재로 176||||||||태극태권도장|3층 (도마동)|||20311
해가람태권도장||||태권도장|051-805-1226|부산 부산진구 당감서로 88||||||||해가람태권도장|(부암동)|||20311
연세월드태권도장||||태권도장|02-424-6273|서울 송파구 백제고분로40길 14||||||||연세월드태권도장|2층 (석촌동)|||20311
경희대킴스태권도장||||태권도장|032-526-9646|인천 부평구 주부토로81번길 1||||||||경희대킴스태권도장|(부평동)|||20311
스타클래스태권도장||||태권도장|062-363-5956|광주광역시 서구 화정로244번길 21||||||||스타클래스태권도장|2층 (화정동)|||20311
대도태권도장||||태권도장|062-371-4610|광주 서구 화정로 87-1||||||||대도태권도장|1동 201호 (쌍촌동,쌍촌시영아파트상가)|||20311
문정태권도장||||태권도장|062-267-6788|광주 북구 능안로29번길 30||||||||문정태권도장|(오치동)|||20311
청마체육관||||태권도장|062-268-5522||광주 북구 오치동 856-1|||||||청마체육관|승용빌딩 5층|||20311
나라찬태권도장||||태권도장|051-747-7769|부산 해운대구 중동2로34번길 6||||||||나라찬태권도장|(중동)|||20311
송파화이트타이거태권도장||||태권도장|02-425-1500|서울특별시 송파구 가락로28길 9||||||||송파화이트타이거태권도장|3층 (송파동)|||20311
경희대국가대표목양태권도장||||태권도장|0422223001||대전광역시 중구 목동 목양마을상가 3층 |||||||경희대국가대표목양태권도장||||20311
