##NAME|SUBNAME|X|Y|MAPPERS_TYPE|TELNUM|NEWADDR|ADDR|FEAT1|FEAT2|AREA|DATE|ALTNAME|ETCNAME|ORGNAME|ETCADDR|PNUCODE|RD_JIBUN|MAPPERS_CD@@투다리
투다리|변동제일점|||투다리|042-531-7820|대전 서구 도솔로 206|대전 서구 변동 21-4|||||||투다리 변동제일점||||80213
투다리|용문점|||투다리|042-526-5647|대전 서구 도산로 375|대전 서구 용문동 594-7|||||||투다리 용문점||||80213
투다리|그린점|||투다리|042-484-9285|대전 서구 월평중로 50|대전 서구 월평동 312|||||||투다리 그린점|(전원아파트)|||80213
투다리|월평점|||투다리|042-485-7532|대전 서구 계룡로299번길 29|대전 서구 월평동 973|||||||투다리 월평점||||80213
투다리|정림1점|||투다리|042-586-7735|대전 서구 정림동로5번길 34|대전 서구 정림동 601|||||||투다리 정림1점||||80213
투다리|정림점|||투다리|042-581-9282|대전 서구 정림로 10|대전 서구 정림동 677|||||||투다리 정림점||||80213
투다리|개나리점|||투다리|042-487-9892|대전 서구 문정로2번길 33|대전 서구 탄방동 636|||||||투다리 개나리점|(스위트빌2)|||80213
투다리|탄방점|||투다리|042-486-8788|대전 서구 탄방로7번길 62|대전 서구 탄방동 986|||||||투다리 탄방점||||80213
투다리|테크노점|||투다리|042-931-3393|대전 유성구 관평1로 54|대전 유성구 관평동 1032|||||||투다리 테크노점||||80213
투다리|송강점|||투다리|042-933-2127|대전 유성구 봉산로40번길 8-2|대전 유성구 봉산동 198-1|||||||투다리 송강점||||80213
투다리|어은점|||투다리|042-863-8569|대전 유성구 어은로52번길 9|대전 유성구 어은동 111-19|||||||투다리 어은점||||80213
투다리|원내점|||투다리|042-541-8504|대전 유성구 진잠로66번길 50|대전 유성구 원내동 343-8|||||||투다리 원내점||||80213
투다리|장대동점|||투다리|042-822-5953|대전 유성구 문화원로14번길 7|대전 유성구 장대동 354-2|||||||투다리 장대동점||||80213
투다리|온천점|||투다리|042-826-4792|대전 유성구 온천서로 43|대전 유성구 장대동 372-5|||||||투다리 온천점||||80213
투다리|노은역점|||투다리|042-823-6950|대전 유성구 은구비남로33번길 12|대전 유성구 지족동 907-7|||||||투다리 노은역점||||80213
투다리|성모점|||투다리|042-257-9610|대전 중구 중교로 6-1|대전 중구 대흥동 508-11|||||||투다리 성모점||||80213
투다리|대아점|||투다리|042-254-3151|대전 중구 목동로 23-3|대전 중구 목동 94-16|||||||투다리 대아점||||80213
투다리|한밭우성점|||투다리|042-582-5973|대전 중구 서문로 32|대전 중구 문화동 141|||||||투다리 한밭우성점|(한밭우성아파트)|||80213
투다리|우성점|||투다리|042-582-9277|대전 중구 당디로50번길 9|대전 중구 산성동 110-28|||||||투다리 우성점||||80213
투다리|아름점|||투다리|042-253-4244|대전 중구 보문로337번길 21|대전 중구 선화동 192-26|||||||투다리 아름점||||80213
투다리|버드네점|||투다리|042-531-8008|대전 중구 태평로26번길 8|대전 중구 유천동 325-20|||||||투다리 버드네점||||80213
투다리|태평오거리점|||투다리|042-531-6165|대전 중구 동서대로 1210|대전 중구 태평동 379-1|||||||투다리 태평오거리점||||80213
투다리|나운점|||투다리|063-465-6669|전북 군산시 수송로 49|전북 군산시 나운동 489|||||||투다리 나운점|(금호타운아파트)|||80213
투다리|코아점|||투다리|063-462-7684|전북 군산시 나운안3길 11|전북 군산시 나운동 531-4|||||||투다리 코아점|(나운동)|||80213
투다리|제일2호점|||투다리|063-834-5965|전북 익산시 고봉로24길 32|전북 익산시 영등동 767-8|||||||투다리 제일2호점|(영등동,제일2차아파트상가204동104호)|||80213
투다리|익산점|||투다리|063-832-6566|전북 익산시 궁동로 137|전북 익산시 부송동 700-6|||||||투다리 익산점||||80213
투다리|장신점|||투다리|063-857-0261||전북 익산시 모현동1가 574-2|||||||투다리 장신점|선화로6길 17|||80213
투다리|부송2호점|||투다리|063-835-8083|전북 익산시 부송1로 84-1|전북 익산시 부송동 1039-2|||||||투다리 부송2호점|(1층) (부송동)|||80213
투다리|이편한점|||투다리|063-852-8824|전북 익산시 선화로10길 12|전북 익산시 모현동1가 196-6|||||||투다리 이편한점|1층 (모현동1가)|||80213
투다리|우남점|||투다리|None|전북 익산시 하나로13길 23|전북 익산시 영등동 846-2|||||||투다리 우남점|(영등동)|||80213
투다리|호성점|||투다리|063-242-9455|전북 전주시 덕진구 호성3길 24|전북 전주시 덕진구 호성동1가 863-37|||||||투다리 호성점|102호 (호성동1가)|||80213
투다리|수송점|||투다리|063-471-8222|전북 군산시 의료원로 147|전북 군산시 나운동 156-3|||||||투다리 수송점|(영창아파트)|||80213
투다리|산북점|||투다리|063-466-1940|전북 군산시 동아로 140|전북 군산시 산북동 3541-11|||||||투다리 산북점|(딥스보습학원)|||80213
투다리|주공점|||투다리|063-462-6820|전북 군산시 축동로 128|전북 군산시 서흥남동 764-6|||||||투다리 주공점|(서흥프라자)|||80213
투다리|월명점|||투다리|063-443-3254|전북 군산시 구영5길 21-3|전북 군산시 월명동 15-1|||||||투다리 월명점|(현대오솔 아파트)|||80213
투다리|조촌점|||투다리|063-453-9792|전북 군산시 양안로 143|전북 군산시 조촌동 491-2|||||||투다리 조촌점|(다사랑)|||80213
투다리|인월점|||투다리|063-636-5744|전라북도 남원시 인월면 인월북2길 12|전북 남원시 인월면 서무리 688-76|||||||투다리 인월점||||80213
투다리|남원점|||투다리|063-635-1252|전북 남원시 큰들2길 22-40|전북 남원시 도통동 586-1|||||||투다리 남원점|(투다리,셀프맥주)|||80213
투다리|무주점|||투다리|063-322-2266|전북 무주군 무주읍 주계로 111|전북 무주군 무주읍 읍내리 235-6|||||||투다리 무주점||||80213
투다리|순창점|||투다리|063-653-1252|전북 순창군 순창읍 순화로 13|전북 순창군 순창읍 순화리 438|||||||투다리 순창점||||80213
투다리|남중점|||투다리|063-851-5664|전북 익산시 익산대로52길 46|전북 익산시 남중동 36-8|||||||투다리 남중점|(송이식당)|||80213
투다리|동산점|||투다리|063-854-2252|전북 익산시 동천로7길 51|전북 익산시 동산동 1058|||||||투다리 동산점|(비사벌아파트)|||80213
투다리|고려점|||투다리|063-858-1880|전북 익산시 평동로12길 21|전북 익산시 동산동 609-31|||||||투다리 고려점||||80213
투다리|모현2호점|||투다리|063-853-0072|전북 익산시 선화로1길 113-2|전북 익산시 모현동2가 651|||||||투다리 모현2호점||||80213
투다리|동아점|||투다리|063-831-6940|전북 익산시 부송1로 154|전북 익산시 부송동 231-49|||||||투다리 동아점|(그린약국)|||80213
투다리|어양점|||투다리|None|전북 익산시 동서로61길 13|전북 익산시 어양동 603-12|||||||투다리 어양점|(투다리)|||80213
투다리|제일3호점|||투다리|063-836-1430|전북 익산시 무왕로9길 49|전북 익산시 영등동 807-8|||||||투다리 제일3호점||||80213
투다리|제일점|||투다리|063-833-5006|전북 익산시 고봉로34길 43|전북 익산시 영등동 821|||||||투다리 제일점|제일3차아파트상가 520-112|||80213
투다리|평화점|||투다리|063-853-5148|전북 익산시 번영로8길 223|전북 익산시 평화동 370|||||||투다리 평화점|평화동제일아파트 상가 내|||80213
투다리|기안점|||투다리|063-834-0243|전북 익산시 무왕로32길 83|전북 익산시 팔봉동 311|||||||투다리 기안점|(기안파인골드빌아파트)|||80213
투다리|황등점|||투다리|063-855-8070|전북 익산시 황등면 황등로 91|전북 익산시 황등면 황등리 1034-1|||||||투다리 황등점|(신생한의원)|||80213
투다리|부송점|||투다리|063-833-4009|전북 익산시 무왕로22길 35|전북 익산시 부송동 1076|||||||투다리 부송점|(압구정헤어샵)|||80213
투다리|아중점|||투다리|063-244-6225|전북 전주시 덕진구 석소1길 1||||||||투다리 아중점|전라북도 전주시 덕진구 우아동2가 551-3|||80213
투다리|중화산동점|||투다리|063-228-9291|전북 전주시 완산구 유연로 260|전북 전주시 완산구 중화산동2가 743-1|||||||투다리 중화산동점|(우리항맥외과)|||80213
투다리|상동점|||투다리|063-927-9689|전북 정읍시 학산로 100-1|전북 정읍시 상동 182-1|||||||투다리 상동점||||80213
투다리|미소점|||투다리|063-536-5792|전북 정읍시 중앙로 286|전북 정읍시 상동 310-8|||||||투다리 미소점||||80213
투다리|연지점|||투다리|063-534-0933|전북 정읍시 서부로 49|전북 정읍시 연지동 44-64|||||||투다리 연지점||||80213
투다리|나주남문점|||투다리|061-336-2704|전남 나주시 남내1길 3|전남 나주시 남내동 60-7|||||||투다리 나주남문점|(투다리)|||80213
투다리|영산포점|||투다리|061-332-8568|전남 나주시 예향로 3829|전남 나주시 이창동 163-7|||||||투다리 영산포점|(투다리)|||80213
투다리|호반점|||투다리|061-281-2992|전남 목포시 영산로535번길 6|전남 목포시 상동 251-16|||||||투다리 호반점|(호반리젠시빌)|||80213
투다리|상동점|||투다리|061-278-5425|전남 목포시 상리로1번길 25|전남 목포시 상동 743-5|||||||투다리 상동점||||80213
투다리|유달점(구 송광점)|||투다리|061-235-3561|전남 목포시 유동로11번길 10|전남 목포시 서산동 3-2|||||||투다리 유달점(구 송광점)||||80213
투다리|부영점|||투다리|061-283-1778|전남 목포시 통일대로75번길 13|전남 목포시 옥암동 1033-11|||||||투다리 부영점||||80213
투다리|그린점|||투다리|061-282-0332|전남 목포시 백년대로375번길 15-1|전남 목포시 옥암동 967-2|||||||투다리 그린점||||80213
투다리|시청점|||투다리|061-273-6173|전남 목포시 양을로 192|전남 목포시 용당동 1189-1|||||||투다리 시청점||||80213
투다리|포미점|||투다리|061-000-0000|전남 목포시 포미로10번길 4|전남 목포시 용해동 984-2|||||||투다리 포미점||||80213
투다리|상록점|||투다리|061-287-3392|전남 무안군 삼향읍 남악3로 39|전남 무안군 삼향읍 남악리 2272|||||||투다리 상록점|(남악 펠리시티 1차)|||80213
투다리|장흥점|||투다리|061-863-1878|전남 장흥군 장흥읍 물레방앗간길 11|전남 장흥군 장흥읍 건산리 737-11|||||||투다리 장흥점||||80213
투다리|해남점|||투다리|061-534-7575|전남 해남군 해남읍 읍내길 22|전남 해남군 해남읍 읍내리 23-7|||||||투다리 해남점|(김밥천국)|||80213
투다리|강진점|||투다리|061-434-9211|전남 강진군 강진읍 영랑로3길 16-1|전남 강진군 강진읍 남성리 22-9|||||||투다리 강진점||||80213
투다리|곡성점|||투다리|061-363-0047|전남 곡성군 곡성읍 중앙로 113|전남 곡성군 곡성읍 읍내리 396|||||||투다리 곡성점||||80213
투다리|매화마을점(매화점)|||투다리|061-761-0047|전남 광양시 광양읍 서평10길 41|전남 광양시 광양읍 구산리 767-3|||||||투다리 매화마을점(매화점)||||80213
투다리|성호점|||투다리|061-795-1381|전남 광양시 광장로 70|전남 광양시 중동 1666-2|||||||투다리 성호점|1동 109 (중동,성호아파트상가)|||80213
투다리|제철점|||투다리|061-799-3222|전남 광양시 폭포사랑길 99|전남 광양시 금호동 716|||||||투다리 제철점|(백운쇼핑센터)|||80213
투다리|중동점|||투다리|061-793-2346|전남 광양시 동광길 29|전남 광양시 중동 1300-5|||||||투다리 중동점||||80213
투다리|광장점|||투다리|061-793-2111|전남 광양시 오류로 46|전남 광양시 중동 1319|||||||투다리 광장점||||80213
투다리|나주혁신점|||투다리|061-000-0000|전남 나주시 상야2길 16|전남 나주시 빛가람동 194-1|||||||투다리 나주혁신점|1동 102호 (빛가람동,토담휴로스1차)|||80213
투다리|대성점|||투다리|061-000-0000|전남 목포시 양을로41번길 10-1|전남 목포시 산정동 1787|||||||투다리 대성점|1층 (산정동)|||80213
투다리|보성점|||투다리|061-852-3443|전남 보성군 보성읍 현충로 111|전남 보성군 보성읍 보성리 107-6|||||||투다리 보성점||||80213
투다리|남정점|||투다리|061-741-5792|전남 순천시 우석로 145|전남 순천시 남정동 176-21|||||||투다리 남정점||||80213
투다리|용당점|||투다리|061-753-9932|전남 순천시 삼산로 110|전남 순천시 용당동 348-2|||||||투다리 용당점|(용당동1층)|||80213
투다리|순대점|||투다리|None|전남 순천시 순천대2길 14|전남 순천시 석현동 78-3|||||||투다리 순대점|(투다리순대점)|||80213
투다리|연향3지구점|||투다리|061-722-4891|전남 순천시 팔마4길 45|전남 순천시 연향동 1666-3|||||||투다리 연향3지구점|(마루떡방)|||80213
투다리|연향점|||투다리|061-721-1024|전남 순천시 연향상가6길 7|전남 순천시 연향동 1330-1|||||||투다리 연향점|(눈꽃갈비살)|||80213
투다리|호반점|||투다리|061-722-9295|전남 순천시 율산길 48|전남 순천시 연향동 1607-3|||||||투다리 호반점|1층 (투다리)|||80213
투다리|봉화점|||투다리|061-753-9582|전남 순천시 봉화로 47|전남 순천시 조곡동 512|||||||투다리 봉화점|(정원 넥스빌아파트)|||80213
투다리|제일점|||투다리|061-722-5389|전남 순천시 장선배기길 142|전남 순천시 조례동 1628-14|||||||투다리 제일점|(두레아구찜)|||80213
투다리|골드점|||투다리|061-725-5177|전남 순천시 비봉길 6|전남 순천시 조례동 1730-1|||||||투다리 골드점|(서해골드빌아파트)|||80213
투다리|왕지점|||투다리|061-725-3177|전남 순천시 왕궁길 47|전남 순천시 조례동 1831-5|||||||투다리 왕지점||||80213
투다리|조례점|||투다리|061-723-2211|전남 순천시 봉화2길 99|전남 순천시 조례동 889-1|||||||투다리 조례점|(창암빌딩)|||80213
투다리|금호점|||투다리|061-754-8444|전남 순천시 남산로 146|전남 순천시 풍덕동 862-8|||||||투다리 금호점|(투다리)|||80213
투다리|신대점|||투다리|061-000-0000|전남 순천시 해룡면 신대1길 4-30|전남 순천시 해룡면 신대리 1979-3|||||||투다리 신대점||||80213
투다리|로타리점|||투다리|061-755-9146|전남 순천시 호남길 5|전남 순천시 행동 30|||||||투다리 로타리점|(동춘원)|||80213
투다리|해바라기점|||투다리|None|전남 여수시 화산로 118|전남 여수시 선원동 1278-7|||||||투다리 해바라기점||||80213
투다리|공화점|||투다리|061-664-8328|전남 여수시 동문로 96-1|전남 여수시 공화동 1047-8|||||||투다리 공화점||||80213
투다리|관문점|||투다리|061-665-6771|전남 여수시 동문로 57|전남 여수시 관문동 429|||||||투다리 관문점||||80213
투다리|안산점(도원점)|||투다리|061-681-3471|전남 여수시 도원로 188|전남 여수시 안산동 439-3|||||||투다리 안산점(도원점)|(안산동)|||80213
투다리|둔덕점|||투다리|061-654-3553|전라남도 여수시 좌수영로 437||||||||투다리 둔덕점|주공상가 102호|||80213
투다리|훼미리점|||투다리|061-000-0000|전남 여수시 문수로 70|전남 여수시 문수동 122-8|||||||투다리 훼미리점||||80213
투다리|행복점|||투다리|061-652-6603|전남 여수시 문수로 99|전남 여수시 문수동 264-70|||||||투다리 행복점||||80213
투다리|문수2점|||투다리|061-653-8735|전남 여수시 허문정1길 58|전남 여수시 문수동 688-9|||||||투다리 문수2점||||80213
투다리|선경점|||투다리|061-000-0000|전남 여수시 만성로 74|전남 여수시 미평동 667-7|||||||투다리 선경점||||80213
투다리|전남대점((구)여수대점)|||투다리|061-654-2877|전남 여수시 대학로 27|전남 여수시 미평동 758-1|||||||투다리 전남대점((구)여수대점)||||80213
투다리|부영1단지점|||투다리|061-652-6666|전남 여수시 양지1길 6-2|전남 여수시 미평동 759-8|||||||투다리 부영1단지점||||80213
투다리|아주점|||투다리|061-685-5762|전남 여수시 봉계대곡길 28|전남 여수시 봉계동 27|||||||투다리 아주점||||80213
투다리|봉계점|||투다리|061-642-0015|전남 여수시 좌수영로 680|전남 여수시 봉계동 33-51|||||||투다리 봉계점||||80213
투다리|봉산점|||투다리|061-642-2256|전남 여수시 봉산1로 38|전남 여수시 봉산동 256-11|||||||투다리 봉산점|(봉산동)|||80213
투다리|호수점|||투다리|061-685-9006|전남 여수시 무선중앙로 52|전남 여수시 선원동 1244-2|||||||투다리 호수점||||80213
투다리|무선점|||투다리|061-682-4599|전남 여수시 무선중앙로 76-1|전남 여수시 선원동 1248-5|||||||투다리 무선점||||80213
투다리|성산공원점|||투다리|061-000-0000|전남 여수시 성산5길 58|전남 여수시 화장동 769-1|||||||투다리 성산공원점|(화장동)|||80213
투다리|죽림점|||투다리|061-686-4312|전남 여수시 소라면 죽림로 9|전남 여수시 소라면 죽림리 1229-2|||||||투다리 죽림점||||80213
투다리|신기점|||투다리|061-682-5003|전남 여수시 신기남1길 28||||||||투다리 신기점|전남 여수시 신기동 112-9|||80213
투다리|행운점|||투다리|061-683-2777|전남 여수시 장성마을길 12|전남 여수시 안산동 440-7|||||||투다리 행운점||||80213
투다리|여서금호점|||투다리|061-654-1116|전남 여수시 여서2로 25|전남 여수시 여서동 239-7|||||||투다리 여서금호점||||80213
투다리|풍성점|||투다리|061-651-2177|전남 여수시 여서1로 20|전남 여수시 여서동 479|||||||투다리 풍성점|(부영6차아파트)|||80213
투다리|부영7차점|||투다리|061-651-5262|전남 여수시 대치1길 17|전남 여수시 여서동 496-1|||||||투다리 부영7차점|(부영7차아파트)|||80213
투다리|터미널점|||투다리|061-652-6642|전남 여수시 오림2길 11|전남 여수시 오림동 407-16|||||||투다리 터미널점||||80213
투다리|웅천점|||투다리|061-682-2281|전남 여수시 예울마루로 32||||||||투다리 웅천점|전남 여수시 웅천동 1683|||80213
투다리|충무점|||투다리|061-663-1135|전남 여수시 충무오거리길 10|전남 여수시 충무동 464|||||||투다리 충무점||||80213
투다리|학동점|||투다리|061-686-5792|전남 여수시 시청동5길 16|전남 여수시 학동 91-4|||||||투다리 학동점||||80213
투다리|삼호점|||투다리|061-464-9288|전남 영암군 삼호읍 대불주거5로 12|전남 영암군 삼호읍 용앙리 1664-8|||||||투다리 삼호점|(1층)|||80213
투다리|상무대점|||투다리|061-394-5394|전남 장성군 삼계면 능성로 552|전남 장성군 삼계면 주산리 716|||||||투다리 상무대점||||80213
투다리|장성역점|||투다리|061-392-2525|전남 장성군 장성읍 청운길 3|전남 장성군 장성읍 영천리 1273-383|||||||투다리 장성역점||||80213
투다리|장성점|||투다리|061-392-3792|전남 장성군 장성읍 문화로 21-34|전남 장성군 장성읍 영천리 1660|||||||투다리 장성점|(영천휴먼시아)|||80213
투다리|구교점|||투다리|061-533-0875|전남 해남군 해남읍 북부순환로 182|전남 해남군 해남읍 구교리 305-1|||||||투다리 구교점||||80213
투다리|화순점|||투다리|061-373-9932|전남 화순군 화순읍 광덕로 193|전남 화순군 화순읍 만연리 242-1|||||||투다리 화순점||||80213
투다리|다사로움점|||투다리|062-962-2392|광주 광산구 손재로110번길 24|광주 광산구 산정동 1013|||||||투다리 다사로움점||||80213
투다리|진월2호점|||투다리|062-675-5892|광주 남구 효우로 87|광주 남구 노대동 852|||||||투다리 진월2호점||||80213
투다리|소촌점|||투다리|062-945-1505|광주 광산구 소촌로152번길 38|광주 광산구 소촌동 290|||||||투다리 소촌점|(라인1차아파트)|||80213
투다리|송정명지점|||투다리|062-947-3477|광주 광산구 송도로320번길 1-2|광주 광산구 신촌동 709-12|||||||투다리 송정명지점|1층 (신촌동)|||80213
투다리|송정점|||투다리|062-945-3696|광주 광산구 광산로 8|광주 광산구 송정동 847-10|||||||투다리 송정점||||80213
투다리|수완대박점|||투다리|062-954-3354|광주 광산구 수등로76번길 65|광주 광산구 신가동 1282|||||||투다리 수완대박점|1층 (신가동)|||80213
투다리|신가점|||투다리|062-953-1424|광주 광산구 수등로 269|광주 광산구 신가동 993-9|||||||투다리 신가점||||80213
투다리|우산금호점|||투다리|062-953-2769|광주 광산구 사암로216번길 30|광주 광산구 우산동 1586-17|||||||투다리 우산금호점||||80213
투다리|하남시영점|||투다리|062-941-3837|광주 광산구 사암로171번길 80|광주 광산구 우산동 1609-15|||||||투다리 하남시영점||||80213
투다리|운남2호점|||투다리|062-956-5710|광주 광산구 임방울대로 142-5|광주 광산구 운남동 387-38|||||||투다리 운남2호점||||80213
투다리|운남3호점|||투다리|062-955-4202|광주 광산구 목련로153번길 49-5|광주 광산구 운남동 789-2|||||||투다리 운남3호점||||80213
투다리|첨단점|||투다리|062-971-1905|광주 광산구 첨단내촌로70번길 24|광주 광산구 월계동 814-6|||||||투다리 첨단점||||80213
투다리|월곡점|||투다리|062-953-8827|광주 광산구 월곡중앙로25번길 25|광주 광산구 월곡동 55-13|||||||투다리 월곡점||||80213
투다리|첨단2호점|||투다리|062-973-6063|광주 광산구 첨단중앙로170번길 17|광주 광산구 쌍암동 663-10|||||||투다리 첨단2호점|(쌍암동)|||80213
투다리|첨단호반점|||투다리|062-973-2728|광주광역시 광산구 첨단중앙로68번길 60|광주 광산구 산월동 885-2|||||||투다리 첨단호반점|호반리젠시빌 상가2동 101호|||80213
투다리|수완점|||투다리|062-954-5792|광주 광산구 풍영로101번안길 1-2|광주 광산구 흑석동 589|||||||투다리 수완점|(흑석동,1층)|||80213
투다리|방림점|||투다리|062-654-0335|광주 남구 용대로 142|광주 남구 방림동 54-11|||||||투다리 방림점|(투다리)|||80213
투다리|무등시장점|||투다리|062-352-9280|광주 남구 군분로 74-1|광주 남구 월산동 1027-11|||||||투다리 무등시장점|(신세기노래방)|||80213
투다리|까치점|||투다리|062-352-1370|광주 남구 독립로 111-1|광주 남구 월산동 72-5|||||||투다리 까치점|(투다리)|||80213
투다리|효천점|||투다리|062-000-0000|광주 남구 효우2로26번길 25|광주 남구 행암동 584|||||||투다리 효천점||||80213
투다리|산수점|||투다리|062-268-8292|광주 동구 필문대로 175|광주 동구 산수동 539-16|||||||투다리 산수점||||80213
투다리|조대정문점|||투다리|062-222-4027|광주 동구 백서로176번길 10|광주 동구 서석동 466-1|||||||투다리 조대정문점||||80213
투다리|조대후문점|||투다리|062-225-1134|광주 동구 필문대로 273번길 4|광주 동구 동명동 118-15|||||||투다리 조대후문점|지하|||80213
투다리|학동점|||투다리|062-233-8592|광주 동구 남문로 670|광주 동구 학동 750-76|||||||투다리 학동점||||80213
투다리|각화점|||투다리|062-269-7216|광주 북구 군왕로 200|광주 북구 각화동 180-22|||||||투다리 각화점||||80213
투다리|동림점|||투다리|None|광주 북구 동림용산로 31-14|광주 북구 동림동 1152-5|||||||투다리 동림점||||80213
투다리|동천점|||투다리|062-432-5222|광주 서구 동천로 14|광주 서구 동천동 517|||||||투다리 동천점||||80213
투다리|행운점|||투다리|062-269-6629|광주 북구 서방로107번길 75-6|광주 북구 두암동 859-3|||||||투다리 행운점||||80213
투다리|두암2호점|||투다리|062-951-0415|광주 북구 탁영로 6|광주 북구 두암동 908-4|||||||투다리 두암2호점||||80213
투다리|현대점|||투다리|062-522-3578|광주 북구 경양로 131|광주 북구 신안동 7-6|||||||투다리 현대점||||80213
투다리|양산점|||투다리|062-571-7150|광주 북구 연양로 36|광주 북구 양산동 283-48|||||||투다리 양산점|1층109호|||80213
투다리|운암점|||투다리|062-521-5161|광주 북구 북문대로 101-9|광주 북구 운암동 352-42|||||||투다리 운암점||||80213
투다리|경신점|||투다리|062-512-6089|광주 북구 금호로 47-2|광주 북구 운암동 496-34|||||||투다리 경신점||||80213
투다리|일곡점|||투다리|062-575-0796|광주 북구 양일로305번길 26|광주 북구 일곡동 844-1|||||||투다리 일곡점|1층|||80213
투다리|금호2점|||투다리|062-381-1129|광주 서구 운천로 80|광주 서구 금호동 732-7|||||||투다리 금호2점||||80213
투다리|금호송촌점|||투다리|062-681-9632|광주 서구 마재로 65|광주 서구 금호동 785|||||||투다리 금호송촌점|(마재마을송촌파인힐아파트)|||80213
투다리|터미널점|||투다리|062-352-5792|광주 서구 죽봉대로 42-1|광주 서구 농성동 393-15|||||||투다리 터미널점||||80213
투다리|화정점|||투다리|062-352-1918|광주 서구 화정로 257|광주 서구 농성동 666-9|||||||투다리 화정점||||80213
투다리|쌍촌점|||투다리|062-376-9599|광주 서구 쌍학로 12|광주 서구 쌍촌동 1226-3|||||||투다리 쌍촌점||||80213
투다리|쌍촌2호점|||투다리|062-382-9204|광주 서구 내방로 250|광주 서구 쌍촌동 251-2|||||||투다리 쌍촌2호점||||80213
투다리|내방점|||투다리|062-382-8511|광주 서구 월드컵4강로 180|광주 서구 내방동 841-31|||||||투다리 내방점||||80213
투다리|상무점|||투다리|062-383-9295|광주 서구 상무공원로 112|광주 서구 치평동 1168|||||||투다리 상무점|(해광한신아파트상가)|||80213
투다리|풍암동부점|||투다리|062-682-9334|광주 서구 풍암신흥로 41|광주 서구 풍암동 1015-1|||||||투다리 풍암동부점||||80213
투다리|신동아점|||투다리|062-361-8415||광주 서구 화정동 1231|||||||투다리 신동아점||||80213
투다리|염주점|||투다리|062-381-8682|광주 서구 염화로 102|광주 서구 화정동 834-2|||||||투다리 염주점||||80213
투다리|쌍촌3호점|||투다리|062-381-3587|광주 서구 상무대로868번길 10|광주 서구 쌍촌동 975-37|||||||투다리 쌍촌3호점||||80213
투다리|남부대점|||투다리|062-971-1602|광주 광산구 산월로 64|광주 광산구 산월동 886-1|||||||투다리 남부대점|부영6차상가 106호|||80213
투다리|소촌2호점|||투다리|062-941-9280|광주 광산구 소촌로 88|광주 광산구 소촌동 279-2|||||||투다리 소촌2호점||||80213
투다리|송정2호점|||투다리|062-942-0836|광주 광산구 송정로65번길 6|광주 광산구 송정동 227-7|||||||투다리 송정2호점||||80213
투다리|신창부영2점|||투다리|062-955-5718|광주 광산구 신창로33번길 21-12|광주 광산구 신가동 495-2|||||||투다리 신창부영2점||||80213
투다리|신창호반점|||투다리|062-953-5409|광주 광산구 왕버들로251번길 16|광주 광산구 신창동 1125-1|||||||투다리 신창호반점||||80213
투다리|신창부영점|||투다리|062-961-9237|광주 광산구 신창로72번길 13|광주 광산구 신창동 1223-2|||||||투다리 신창부영점||||80213
투다리|어등점|||투다리|062-956-0361|광주 광산구 무진대로231번길 23|광주 광산구 우산동 1577-6|||||||투다리 어등점||||80213
투다리|포스코점|||투다리|062-654-2092|광주 남구 효사랑길 7|광주 남구 봉선동 1069-2|||||||투다리 포스코점||||80213
투다리|호남점|||투다리|062-233-5089|광주 동구 천변우로 363-5|광주 동구 호남동 15-1|||||||투다리 호남점||||80213
투다리|양산2호점|||투다리|062-573-5792|광주 북구 양산로 18|광주 북구 양산동 808|||||||투다리 양산2호점||||80213
투다리|롯데캐슬점(구 낙천대점)|||투다리|062-511-5393|광주 북구 서강로54번길 20|광주 북구 운암동 852|||||||투다리 롯데캐슬점(구 낙천대점)||||80213
투다리|빛고을점|||투다리|062-371-9792|광주 서구 상일로14번길 6|광주 서구 쌍촌동 1363|||||||투다리 빛고을점||||80213
투다리|대명계대점|||투다리|053-626-8338|대구 남구 현충로 264|대구 남구 대명동 1890-12|||||||투다리 대명계대점||||80213
투다리|앞산점|||투다리|053-657-9882|대구 남구 대명로 234-2|대구 남구 대명동 332-6|||||||투다리 앞산점||||80213
투다리|광장점|||투다리|053-584-5844|대구 달서구 달구벌대로344길 37|대구 달서구 두류동 610-17|||||||투다리 광장점||||80213
투다리|대곡역점|||투다리|053-638-3869|대구 달서구 비슬로 2694|대구 달서구 대곡동 9|||||||투다리 대곡역점|(1층)|||80213
투다리|비둘기점|||투다리|053-638-4892|대구 달서구 상인로 15|대구 달서구 상인동 1582|||||||투다리 비둘기점|1층|||80213
투다리|구지점|||투다리|053-614-2589|대구 달성군 구지면 과학마을로2길 21|대구 달성군 구지면 응암리 1185-10|||||||투다리 구지점|1층 101호|||80213
투다리|달성공단2점|||투다리|053-614-7390|대구 달성군 논공읍 논공중앙로 118|대구 달성군 논공읍 북리 833-184|||||||투다리 달성공단2점||||80213
투다리|옥포점|||투다리|053-616-8592|대구 달성군 옥포면 돌미로 75|대구 달성군 옥포면 교항리 2916|||||||투다리 옥포점|제1동 지하1층 102,103호 (중앙메디컬빌딩)|||80213
투다리|테크노폴리스점|||투다리|053-000-0000|대구 달성군 현풍면 테크노중앙대로5길 39|대구 달성군 현풍면 중리 456-2|||||||투다리 테크노폴리스점||||80213
투다리|비산점|||투다리|053-567-7422|대구 서구 달서로 186-1|대구 서구 비산동 550-4|||||||투다리 비산점||||80213
