##NAME|SUBNAME|X|Y|MAPPERS_TYPE|TELNUM|NEWADDR|ADDR|FEAT1|FEAT2|AREA|DATE|ALTNAME|ETCNAME|ORGNAME|ETCADDR|PNUCODE|RD_JIBUN|MAPPERS_CD@@놀부부대찌개
부대찌개|전남장흥부대점|||놀부부대찌개|061-863-8882|전라남도 장흥군 장흥읍 장흥로 10||예약불가능;포장가능;배달불가능;주차가능||||||부대찌개 전남장흥부대점||||81021
부대찌개|전남함평부대점|||놀부부대찌개|061-322-9995||전남 함평군 함평읍 내교리 351|예약불가능;포장가능;배달불가능;주차가능||||||부대찌개 전남함평부대점||||81021
부대찌개|전남해남부대점|||놀부부대찌개|061-533-5382||전남 해남군 해남읍 39|예약불가능;포장가능;배달가능;주차가능|11:00   22:00|||||부대찌개 전남해남부대점||||81021
부대찌개|전남화순부대점|||놀부부대찌개|061-371-8800|전남 화순군 화순읍 만연로 126-1||예약불가능;포장가능;배달가능;주차가능|11:00   22:00|||||부대찌개 전남화순부대점||||81021
부대찌개|전북고창부대점|||놀부부대찌개|063-564-4567||전북 고창군 고창읍 681-145|예약불가능;포장가능;배달가능;주차가능|11:00   22:00|||||부대찌개 전북고창부대점||||81021
부대찌개|전북김제부대점|||놀부부대찌개|063-544-6868||전북 김제시 검산동 1069-6|예약불가능;포장가능;배달불가능;주차불가능|10:00   22:00|||||부대찌개 전북김제부대점||||81021
부대찌개|전북익산영등부대찌개&철판구이점|||놀부부대찌개|063-834-9797||전북 익산시 영등동 819-5|예약불가능;포장가능;배달불가능;주차가능||||||부대찌개 전북익산영등부대찌개&철판구이점||||81021
부대찌개|전주고속터미널부대점|||놀부부대찌개|063-273-5382|전라북도 전주시 덕진구 가리내로 70||예약가능;포장가능;배달불가능;주차불가능|11:00   21:00|||||부대찌개 전주고속터미널부대점|2층 (금암동,전주고속버스터미널 );2층 (금암동,전주고속버스터미널 )|||81021
부대찌개|전주덕진부대점|||놀부부대찌개|063-255-5539||전북 전주시 덕진구 덕진동2가 681-4|예약불가능;포장가능;배달불가능;주차가능||||||부대찌개 전주덕진부대점|2층;2층|||81021
부대찌개|전주아중부대점|||놀부부대찌개|063-241-3366||전북 전주시 덕진구 우아동1가 1089-3|예약가능;포장가능;배달불가능;주차가능|11:00   23:00|||||부대찌개 전주아중부대점||||81021
부대찌개|전주중화산부대점|||놀부부대찌개|063-227-4314||전북 전주시 완산구 중화산동2가 533-8|예약불가능;포장가능;배달가능;주차가능|11:00   23:00|||||부대찌개 전주중화산부대점||||81021
부대찌개|정릉부대점|||놀부부대찌개|02-909-0290||서울 성북구 정릉동 413-10|예약가능;포장가능;배달가능;주차가능|11:30   22:00|||||부대찌개 정릉부대점||||81021
부대찌개|정읍수성부대점|||놀부부대찌개|063-532-5908||전북 정읍시 수성동 933-3|예약불가능;포장가능;배달불가능;주차가능||||||부대찌개 정읍수성부대점||||81021
부대찌개|조치원부대점|||놀부부대찌개|044-866-5382||충남 연기군 조치원읍 침실리 261-17|예약불가능;포장가능;배달불가능;주차가능|10:00   22:00|||||부대찌개 조치원부대점|1층;1층|||81021
부대찌개|종로5가부대점|||놀부부대찌개|02-742-6979||서울 종로구 인의동 28-6|예약불가능;포장가능;배달불가능;주차불가능|11:00   22:00|||||부대찌개 종로5가부대점||||81021
부대찌개|중1동부대점|||놀부부대찌개|032-325-6181||경기도 부천시 원미구 중동 1133-234|예약가능;포장가능;배달불가능;주차가능|09:00   24:00|||||부대찌개 중1동부대점|유진빌딩 207호;유진빌딩 207호|||81021
부대찌개|중대부대점|||놀부부대찌개|02-815-5860||서울 동작구 흑석동 102-25|예약가능;포장가능;배달불가능;주차불가능|10:00   23:00|||||부대찌개 중대부대점||||81021
부대찌개|중동부대점|||놀부부대찌개|032-324-2113||경기도 부천시 원미구 상동 404-2|예약가능;포장가능;배달불가능;주차불가능|11:30   22:30|||||부대찌개 중동부대점||||81021
부대찌개|증미역부대점|||놀부부대찌개|02-3665-1300||서울 강서구 염창동 240-21|예약불가능;포장가능;배달가능;주차가능|11:00   22:00|||||부대찌개 증미역부대점|311호;311호|||81021
부대찌개|진주산업대부대점|||놀부부대찌개|055-759-8872||경남 진주시 칠암동 492-6|예약가능;포장가능;배달가능;주차불가능|10:30   23:00|||||부대찌개 진주산업대부대점||||81021
부대찌개|진해부대점|||놀부부대찌개|055-542-6898||경남 진해시 화천동 19-2|예약가능;포장가능;배달불가능;주차가능|10:00   23:00|||||부대찌개 진해부대점||||81021
부대찌개|진해석동롯데부대점|||놀부부대찌개|055-545-9975|경상남도 창원시 진해구 진해대로 742||예약가능;포장가능;배달가능;주차가능|11:00   23:00|||||부대찌개 진해석동롯데부대점|H빌딩 202호;H빌딩 202호|||81021
부대찌개|진해석동부대점|||놀부부대찌개|055-543-0330||경남 진해시 석동 139-2|예약가능;포장가능;배달가능;주차가능|11:00   23:00|||||부대찌개 진해석동부대점||||81021
부대찌개|진해용원부대점|||놀부부대찌개|055-544-1239||경남 진해시 용원동 1214-3|예약가능;포장가능;배달불가능;주차가능|10:00   23:00|||||부대찌개 진해용원부대점|코아상가 102,103호;코아상가 102,103호|||81021
부대찌개|창원내서부대점|||놀부부대찌개|055-253-5382|경남 창원시 마산회원구 호계본동로 5||예약불가능;포장가능;배달가능;주차가능|11:30   22:00|||||부대찌개 창원내서부대점||||81021
부대찌개|창원대방점|||놀부부대찌개|055-285-4343||경남 창원시 대방동 363-9|예약가능;포장가능;배달불가능;주차가능|10:00   23:00|||||부대찌개 창원대방점|케이엔케이빌딩 201호;케이엔케이빌딩 201호|||81021
부대찌개|창원도계부대점|||놀부부대찌개|055-296-0496||경남 창원시 도계동 357-5|예약가능;포장가능;배달불가능;주차가능|10:00   23:00|||||부대찌개 창원도계부대점|청학상가빌라 105,106호;청학상가빌라 105,106호|||81021
부대찌개|천안신불당부대점|||놀부부대찌개|041-522-3555|충청남도 천안시 서북구 불당19로 95||예약불가능;포장가능;배달불가능;주차가능||||||부대찌개 천안신불당부대점|201호;201호|||81021
부대찌개|천안쌍용부대점|||놀부부대찌개|041-571-7993||충남 천안시 서북구 쌍용동 988|예약가능;포장가능;배달가능;주차가능|10:30   22:00|||||부대찌개 천안쌍용부대점|1층2호점;1층2호점|||81021
부대찌개|천안쌍용역부대점|||놀부부대찌개|041-579-1588||충남 천안시 서북구 쌍용동 435-4|예약불가능;포장가능;배달가능;주차가능|11:00   22:00|||||부대찌개 천안쌍용역부대점||||81021
부대찌개|천안펜타포트부대찌개&철판구이|||놀부부대찌개|041-546-7805||충남 천안시 서북구 불당동 1289|예약불가능;포장가능;배달불가능;주차가능|11:00   22:00|||||부대찌개 천안펜타포트부대찌개&철판구이|5층 16호,17호;5층 16호,17호|||81021
부대찌개|철산역부대점|||놀부부대찌개|02-2616-2840||경기도 광명시 철산동 265|예약불가능;포장가능;배달불가능;주차불가능|11:30   22:30|||||부대찌개 철산역부대점|1층 107 (광명시 오리로 856번길 7);1층 107 (광명시 오리로 856번길 7)|||81021
부대찌개|청주가경1호부대점|||놀부부대찌개|043-239-0078||충북 청주시 흥덕구 가경동 1756|예약가능;포장가능;배달가능;주차가능|11:00   22:00|||||부대찌개 청주가경1호부대점||||81021
부대찌개|청주복대부대점|||놀부부대찌개|043-236-1377|충청북도 청주시 흥덕구 진재로 90||예약불가능;포장가능;배달불가능;주차가능||||||부대찌개 청주복대부대점||||81021
부대찌개|청주북문로부대점|||놀부부대찌개|043-250-3355||충북 청주시 상당구 북문로1가 154|예약불가능;포장가능;배달불가능;주차불가능|11:30   22:00|||||부대찌개 청주북문로부대점||||81021
부대찌개|청주용암부대점|||놀부부대찌개|043-292-7892||충북 청주시 상당구 용암1동 1605|예약가능;포장가능;배달가능;주차가능|10:00   02:00|||||부대찌개 청주용암부대점|누리타워 1층 101호;누리타워 1층 101호|||81021
부대찌개|청주지웰시티부대점|||놀부부대찌개|043-234-7477||충북 청주시 흥덕구 복대동 3379|예약가능;포장가능;배달가능;주차가능|09:00   23:00|||||부대찌개 청주지웰시티부대점|지웰시티몰1차상가동 (213호);지웰시티몰1차상가동 (213호)|||81021
부대찌개|청주충대중문부대점|||놀부부대찌개|043-262-7890||충북 청주시 서원구 사창동 429|예약불가능;포장가능;배달불가능;주차가능|11:00   23:00|||||부대찌개 청주충대중문부대점||||81021
부대찌개|충남내포부대점|||놀부부대찌개|041-634-7893||충남 홍성군 홍성읍 신경리 896|예약불가능;포장가능;배달가능;주차가능|10:00   22:00|||||부대찌개 충남내포부대점|국제아르페온1차;국제아르페온1차|||81021
부대찌개|충남당진부대점|||놀부부대찌개|041-354-2216|충청남도 당진시 계성3길 38||예약불가능;포장가능;배달가능;주차가능|10:00   22:00|||||부대찌개 충남당진부대점|놀부부대찌개;놀부부대찌개|||81021
부대찌개|충남당진송산부대점|||놀부부대찌개|041-354-0240|충청남도 당진시 송산면 송산로 785||예약불가능;포장가능;배달불가능;주차가능||||||부대찌개 충남당진송산부대점|1층 1호;1층 1호|||81021
부대찌개|충남당진신평부대점|||놀부부대찌개|041-363-5333|충청남도 당진시 신평면 거산3 거리길 70||예약불가능;포장가능;배달불가능;주차가능||||||부대찌개 충남당진신평부대점||||81021
부대찌개|충남보령부대점|||놀부부대찌개|041-931-0889|충청남도 보령시 동대동 한내로터리길 73||예약불가능;포장가능;배달불가능;주차가능||||||부대찌개 충남보령부대점||||81021
부대찌개|충남부여부대점|||놀부부대찌개|041-833-2862||충남 부여군 부여읍 동남리 655-2|예약불가능;포장가능;배달불가능;주차가능|11:00   22:00|||||부대찌개 충남부여부대점||||81021
부대찌개|충남태안부대점|||놀부부대찌개|041-674-3118|충남 태안군 태안읍 군청8길 42-6||예약불가능;포장가능;배달불가능;주차가능||||||부대찌개 충남태안부대점|1층;1층|||81021
부대찌개|충남홍성부대점|||놀부부대찌개|041-633-5277||충남 홍성군 홍성읍 1025|예약불가능;포장가능;배달불가능;주차가능|11:30   22:00|||||부대찌개 충남홍성부대점||||81021
부대찌개|충북감곡부대점|||놀부부대찌개|043-882-5382|충북 음성군 감곡면 장감로 216||예약가능;포장가능;배달불가능;주차가능||||||부대찌개 충북감곡부대점||||81021
부대찌개|충북금왕부대점|||놀부부대찌개|043-882-7891||충북 음성군 금왕읍 무극리 670|예약가능;포장가능;배달불가능;주차가능|11:30   22:00|||||부대찌개 충북금왕부대점||||81021
부대찌개|충북오송부대점|||놀부부대찌개|043-231-0567||충북 청원군 강외면 539|예약가능;포장가능;배달가능;주차가능|11:30   22:00|||||부대찌개 충북오송부대점|일심빌딩 103호,104호,105호;일심빌딩 103호,104호,105호|||81021
부대찌개|충북음성부대점|||놀부부대찌개|043-872-8338||충북 음성군 음성읍 366-20|예약불가능;포장가능;배달불가능;주차가능|10:00   23:30|||||부대찌개 충북음성부대점||||81021
부대찌개|충북혁신도시부대점|||놀부부대찌개|043-881-5383|충청북도 음성군 맹동면 원중로 1430||예약불가능;포장가능;배달불가능;주차가능||||||부대찌개 충북혁신도시부대점|203호;203호|||81021
부대찌개|충정로역부대점|||놀부부대찌개|02-6364-4959||서울 서대문구 충정로3가 476|예약가능;포장가능;배달불가능;주차가능|11:00   22:00|||||부대찌개 충정로역부대점|구세군빌딩 B2 2호;구세군빌딩 B2 2호|||81021
부대찌개|충주신연수부대찌개점|||놀부부대찌개|043-844-6116|충북 충주시 연수동 갱고개로 162||예약불가능;포장가능;배달가능;주차가능|10:00   23:30|||||부대찌개 충주신연수부대찌개점|(연수동,1층);(연수동,1층)|||81021
부대찌개|칠곡석적부대점|||놀부부대찌개|054-971-7892||경북 칠곡군 석적읍 206-7|예약가능;포장가능;배달가능;주차가능|11:30   22:00|||||부대찌개 칠곡석적부대점||||81021
부대찌개|통영죽림부대점|||놀부부대찌개|055-642-7005|경남 통영시 광도면 죽림4로 41-11||예약불가능;포장가능;배달가능;주차가능|11:00   23:00|||||부대찌개 통영죽림부대점||||81021
부대찌개|파주교하부대점|||놀부부대찌개|031-941-6566|경기도 파주시 청석로 260||예약불가능;포장가능;배달가능;주차가능|11:00   23:00|||||부대찌개 파주교하부대점|트리플메디칼타워 207;트리플메디칼타워 207|||81021
부대찌개|파주적성부대점|||놀부부대찌개|031-958-5388||경기도 파주시 적성면 80-6|예약불가능;포장가능;배달불가능;주차가능|11:00   22:00|||||부대찌개 파주적성부대점||||81021
부대찌개|판교W-City부대점|||놀부부대찌개|031-628-8266|경기 성남시 분당구 삼평동 판교로255번길 9-22||예약가능;포장가능;배달불가능;주차가능|10:30   22:00|||||부대찌개 판교W-City부대점|211호;211호|||81021
부대찌개|평택팽성부대찌개&철판구이점|||놀부부대찌개|031-652-5382|경기도 평택시 팽성읍 부용로55번길 13||예약불가능;포장가능;배달불가능;주차가능||||||부대찌개 평택팽성부대찌개&철판구이점|1층;1층|||81021
부대찌개|포이부대점|||놀부부대찌개|02-529-8230||서울 서초구 양재동 276-1|예약가능;포장가능;배달가능;주차가능|11:00   10:00|||||부대찌개 포이부대점|1층;1층|||81021
부대찌개|포항대이부대점|||놀부부대찌개|054-272-4111|||예약불가능;포장가능;배달가능;주차가능|11:30   22:00|||||부대찌개 포항대이부대점||||81021
부대찌개|포항두호부대찌개|||놀부부대찌개|054-231-7879|||예약가능;포장가능;배달가능;주차가능|11:30   22:30|||||부대찌개 포항두호부대찌개||||81021
부대찌개|포항양덕부대점|||놀부부대찌개|054-244-5382||경상북도 포항시 북구 양덕동 2038|예약불가능;포장가능;배달불가능;주차가능||||||부대찌개 포항양덕부대점||||81021
부대찌개|포항흥해부대점|||놀부부대찌개|054-262-5382||경상북도 포항시 북구 흥해읍 남성리 250-5|예약불가능;포장가능;배달불가능;주차가능||||||부대찌개 포항흥해부대점|1층;1층|||81021
부대찌개|하남아이테코부대점|||놀부부대찌개|031-790-1551||경기도 하남시 덕풍동 762|예약가능;포장가능;배달불가능;주차가능|11:00   22:00|||||부대찌개 하남아이테코부대점|하남아이테코B131;하남아이테코B131|||81021
부대찌개|합정자이부대점|||놀부부대찌개|02-324-9992||서울 마포구 합정동 418-1|예약가능;포장가능;배달불가능;주차가능|10:30   22:00|||||부대찌개 합정자이부대점|메세나폴리스 지하1층 B1107호;메세나폴리스 지하1층 B1107호|||81021
부대찌개|현풍테크노부대점|||놀부부대찌개|053-616-5325||대구 달성군 유가면 봉리 615|예약불가능;포장가능;배달불가능;주차가능||||||부대찌개 현풍테크노부대점||||81021
부대찌개|화랑대역부대점|||놀부부대찌개|02-971-6007||서울 노원구 공릉동 89-1|예약불가능;포장가능;배달가능;주차가능|11:00   23:00|||||부대찌개 화랑대역부대점|대덕프라자 2층 202호;대덕프라자 2층 202호|||81021
부대찌개|화성동탄산업단지부대점|||놀부부대찌개|031-377-6848||경기 화성시 동탄면 방교리 829-4|예약불가능;포장가능;배달불가능;주차가능||||||부대찌개 화성동탄산업단지부대점|센터프라자 202;센터프라자 202|||81021
부대찌개|화성향남부대점|||놀부부대찌개|031-359-9278||경기도 화성시 향남읍 474-3|예약가능;포장가능;배달불가능;주차가능|11:30   22:30|||||부대찌개 화성향남부대점|1층;1층|||81021
부대찌개|SKV1금강센터부대점|||놀부부대찌개|02-6121-8277||서울 영등포구 당산동4가 당산SKV1센터 113호 |예약가능;포장가능;배달불가능;주차가능|10:00   22:00|||||부대찌개 SKV1금강센터부대점||||81021
