##NAME|SUBNAME|X|Y|MAPPERS_TYPE|TELNUM|NEWADDR|ADDR|FEAT1|FEAT2|AREA|DATE|ALTNAME|ETCNAME|ORGNAME|ETCADDR|PNUCODE|RD_JIBUN|MAPPERS_CD@@이디야
이디야|대구옥포점|||이디야|053-615-5661|대구 달성군 옥포면 돌미로 73|||평일 운영시간 : 09:00 ~ 22:20;주말 및 공휴일 : 09:00~22:30 / LAST ORDER : 22:20|||||이디야 대구옥포점|(교항리)|||80716
이디야|대구죽곡점|||이디야|053-585-5393|대구 달성군 다사읍 대실역북로1길 15-3|||평일 운영시간 : 10:00 ~ 23:00;주말 및 공휴일에는 변경될 수 있습니다.|||||이디야 대구죽곡점|(매곡리) 1-2층 이디야커피 대구죽곡점|||80716
이디야|대구테크노폴리스점|||이디야|053-611-5200|대구 달성군 유가면 테크노상업로 108|||평일 운영시간 : 08:30 ~ 23:55주말 & 공휴일 : 08:30 ~ 24:00LAST ORDER : 23:50|||||이디야 대구테크노폴리스점|(봉리)|||80716
이디야|대구현풍로점|||이디야|053-611-2189|대구 달성군 유가면 현풍로 198|||평일 운영시간 : 10:00 ~ 22:20;주말 및 공휴일 : 10:00 ~ 22:30LAST ORDER : 22:30|||||이디야 대구현풍로점||||80716
이디야|대구각산역점|||이디야|053-964-2224|대구 동구 금강로 5|||평일 운영시간 : 10:00 ~ 22:50;주말 및 공휴일 동일합니다.|||||이디야 대구각산역점|(신서동) 이디야 대구각산역점|||80716
이디야|대구반야월점|||이디야|053-965-2369|대구 동구 반야월로 369|||평일 운영시간 : 08:00 ~ 23:00;주말 및 공휴일에는 변경될 수 있습니다.|||||이디야 대구반야월점|(신서동)|||80716
이디야|대구신암로점|||이디야|053-955-2223|대구 동구 신암로 96-3|||평일 운영시간 : 09:00 ~ 23:00;주말 및 공휴일 동일합니다.|||||이디야 대구신암로점|(신암동) 이디야 대구신암로점|||80716
이디야|대구율하동점|||이디야|053-965-0144|대구 동구 율하서로 42|||평일 운영시간 : 09:00 ~ 23:00;주말 및 공휴일 동일합니다.|||||이디야 대구율하동점|(율하동) 이디야 율하동점|||80716
이디야|대구이노밸리점|||이디야|053-961-2582|대구 동구 경안로 855|||평일 운영시간 : 09:00 ~ 22:00;주말 및 공휴일에는 변경될 수 있습니다.|||||이디야 대구이노밸리점|(각산동,라온프라자) 이디야 이노밸리점|||80716
이디야|대구이시아폴리스점|||이디야|053-984-2228|대구 동구 팔공로 250|||평일 운영시간 : 08:30 ~ 22:30;주말 및 공휴일 : 09:00 ~ 23:00|||||이디야 대구이시아폴리스점|(봉무동) 대구 이시아 폴리스점|||80716
이디야|동대구역사점|||이디야|053-939-5451|대구 동구 동대구로 550|||평일 운영시간 : 06:30 ~ 23:00;주말 및 공휴일 : 06:00 ~ 23:00|||||이디야 동대구역사점|(신암동,동대구역) 이디야커피 동대구역사점|||80716
이디야|경북대점|||이디야|053-944-2229|대구 북구 대학로17길 7|||평일 운영시간 : 09:30 ~ 23:30;주말 및 공휴일 10:00 ~ 24:00 LAST ORDER : 23:30|||||이디야 경북대점|(산격동)|||80716
이디야|대구대현점|||이디야|053-939-8200|대구 북구 대현로 61-1|||평일 운영시간 : 09:00 ~ 22:30;주말 및 공휴일에는 오전10시에 오픈합니다LAST ORDER : 22:30|||||이디야 대구대현점|(대현동) (1~2F)|||80716
이디야|대구보건대입구점|||이디야|053-326-6224|대구 북구 영송로 4|||평일 운영시간 : 10:00 ~ 23:30;주말 및 공휴일 : 10:00 ~ 24:00 / LAST ORDER : 23:30|||||이디야 대구보건대입구점|(태전동)|||80716
이디야|대구시민운동장점|||이디야|053-352-4471|대구 북구 침산로 38-1|||평일 운영시간 : 09:30 ~ 22:00;주말 및 공휴일 : 09:30 ~ 22:00LAST ORDER : 22:00|||||이디야 대구시민운동장점|(칠성동2가)|||80716
이디야|대구칠곡네거리점|||이디야|053-312-2226|대구 북구 칠곡중앙대로 403|||평일 운영시간 : 09:00 ~ 22:00월~금 09:30~22:00 / 토 : 10:00 22:30 / 일: 10:00 22:00|||||이디야 대구칠곡네거리점|(태전동)|||80716
이디야|대구침산네거리점|||이디야|053-356-2220|대구 북구 침산남로 150|||평일 운영시간 : 08:30 ~ 23:00토요일 : 09:00 ~ 23:00 일요일 및 공휴일 : 10:00 ~ 23:00 LAST ORDER : 23:00|||||이디야 대구침산네거리점|(침산동)|||80716
이디야|대구텍스빌점|||이디야|053-601-0088|대구 북구 유통단지로 60|||평일 운영시간 : 10:00 ~ 21:00LAST ORDER : 20:30|||||이디야 대구텍스빌점|(산격동,섬유제품관) 1층 1025호 이디야커피 대구텍스빌점|||80716
이디야|칠성이마트점|||이디야|053-351-0546|대구 북구 침산로 93|||평일 운영시간 : 10:00 ~ 22:00;주말 및 공휴일 : 10:00~22:00 마트 휴무일에는 쉽니다!|||||이디야 칠성이마트점|(칠성동2가) 스펙트럼시티 1층 (칠성이마트 內_)|||80716
이디야|대전목상동점|||이디야|042-931-9421|대전 대덕구 대덕대로1458번길 46|||평일 운영시간 : 10:00 ~ 22:00;주말 및 공휴일 : 10:00 ~ 21:00|||||이디야 대전목상동점|(목상동)|||80716
이디야|대전한남대점|||이디야|042-487-4993|대전 대덕구 한남로 34|||평일 운영시간 : 09:00 ~ 23:00;주말 및 공휴일 : 10:00 ~ 23:00|||||이디야 대전한남대점|(오정동) 이디야 대전한남대점|||80716
이디야|대전터미널점|||이디야|042-624-3412|대전 동구 동서대로 1689|||평일 운영시간 : 06:00 ~ 21:00;주말 및 공휴일 : 06:00 ~ 22:00|||||이디야 대전터미널점|(용전동) 1층 터미널 내|||80716
이디야|대전SK점|||이디야|02-728-1546|대전 서구 문정로 41|||평일 운영시간 : 08:00 ~ 17:40;주말 및 공휴일에는 휴무입니다.|||||이디야 대전SK점|(탄방동) 1층|||80716
이디야|대전가수원동점|||이디야||대전 서구 도안동로11번길 28|||평일 운영시간 : 09:00 ~ 22:00;주말 및 공휴일 : 11:00 ~ 22:00|||||이디야 대전가수원동점|(가수원동,럭키프라자3) 105호~106호 이디야커피 대전가수원동점|||80716
이디야|대전건양대병원점|||이디야|042-545-3203|대전 서구 관저동로 162|||평일 운영시간 : 08:00 ~ 22:00;주말 및 공휴일에는 변경될 수 있습니다.|||||이디야 대전건양대병원점|(관저동,건양프라자) 103호|||80716
이디야|대전관저동점|||이디야|042-541-0977|대전 서구 도안대로 25|||평일 운영시간 : 09:00 ~ 22:00;주말 및 공휴일에는 변경될 수 있습니다.|||||이디야 대전관저동점|(관저동)|||80716
이디야|대전도안신도시점|||이디야|042-543-1113|대전 서구 원도안로207번길 8-4|||평일 운영시간 : 10:00 ~ 22:00;주말 및 공휴일에는 변경될 수 있습니다.베이커리 마감_21:30 / 플랫치노 마감_21:30 / 커피 및 음료_21시 50분|||||이디야 대전도안신도시점|(도안동)|||80716
이디야|대전둔산갤러리아점|||이디야|042-477-0097|대전 서구 둔산로31번길 77|||평일 운영시간 : 08:00 ~ 23:00;주말 및 공휴일 : 09:00 ~ 23:00|||||이디야 대전둔산갤러리아점|(둔산동) 1층|||80716
이디야|대전둔산타임월드점|||이디야|042-471-8889|대전 서구 대덕대로185번길 30|||평일 운영시간 : 00:00 ~ 00:00평일과 주말 동일합니다.|||||이디야 대전둔산타임월드점|(둔산동) 1층|||80716
이디야|대전둔산홈플러스점|||이디야||대전 서구 문예로 107|||평일 운영시간 : 10:00 ~ 22:00홈플러스 휴일에는 휴무입니다.|||||이디야 대전둔산홈플러스점|(둔산동,홈플러스대전둔산점) 1층|||80716
이디야|대전시청점|||이디야|042-484-0067|대전 서구 둔산중로32번길 47|||평일 운영시간 : 10:30 ~ 23:30주말(일) 및 공휴일 : 10:30 ~ 22:00|||||이디야 대전시청점|(둔산동,제이엠빌딩) 이디야커피|||80716
이디야|대전월평점|||이디야|042-483-4684|대전 서구 월평북로 79|||평일 운영시간 : 09:00 ~ 23:00;주말 및 공휴일 : 09:00 ~ 23:00|||||이디야 대전월평점|(월평동) 1층|||80716
이디야|대전을지병원점|||이디야|042-484-2727|대전 서구 둔산로51번길 80|||평일 운영시간 : 07:30 ~ 23:00;주말 및 공휴일 : 09:00 ~ 23:00|||||이디야 대전을지병원점|(둔산동) 1층|||80716
이디야|대전탄방동점|||이디야||대전 서구 문정로40번길 64|||평일 운영시간 : 08:00 ~ 23:00;주말 및 공휴일 : 08:00 ~ 23:00|||||이디야 대전탄방동점|(탄방동,메이저타운) 1층 이디야커피 대전탄방동점|||80716
이디야|둔산이마트점|||이디야|042-485-8335|대전 서구 둔산북로 41|||평일 운영시간 : 10:00 ~ 22:00;주말 및 공휴일 : 10:00~22:00|||||이디야 둔산이마트점|(둔산동) 3층|||80716
이디야|대전관평동점|||이디야|042-671-9997|대전 유성구 관들4길 34-2|||평일 운영시간 : 10:30 ~ 22:00;주말 및 공휴일 : 11:00 ~ 21:00|||||이디야 대전관평동점|(관평동)|||80716
이디야|대전노은3동점|||이디야|042-824-5880|대전 유성구 지족동로 152|||평일 운영시간 : 08:00 ~ 23:00;주말 및 공휴일에는 변경될 수 있습니다.|||||이디야 대전노은3동점|(지족동) 105호,106호 1층 이디야커피|||80716
이디야|대전수통골점|||이디야|042-825-8700|대전 유성구 수통골로 91|||평일 운영시간 : 10:30 ~ 22:00;주말 및 공휴일 : 10:00 ~ 22:00|||||이디야 대전수통골점|(덕명동) 이디야 커피|||80716
이디야|대전신성동점|||이디야|042-863-3001|대전 유성구 신성로 97|||평일 운영시간 : 11:00 ~ 23:00;주말 및 공휴일 동일합니다.|||||이디야 대전신성동점|(신성동)|||80716
이디야|대전어은동점|||이디야|042-863-7642|대전 유성구 어은로48번길 16|||평일 운영시간 : 09:00 ~ 22:00;주말 및 공휴일 : 10:00 ~ 22:00|||||이디야 대전어은동점|(어은동)|||80716
이디야|대전연구단지점|||이디야|042-867-5500|대전 유성구 대덕대로 594|||평일 운영시간 : 08:00 ~ 22:00;주말 및 공휴일 : 08:00 ~ 22:00|||||이디야 대전연구단지점|(도룡동,타워코리아나 주상복합)|||80716
이디야|대전유성온천역점|||이디야|042-822-9351|대전 유성구 계룡로 92|||평일 운영시간 : 08:00 ~ 22:00;주말 및 공휴일 : 09:00 ~ 22:00|||||이디야 대전유성온천역점|(봉명동,유성CJ나인파크) 1층|||80716
이디야|대전전민동점|||이디야|042-861-5272|대전 유성구 전민로58번길 55|||평일 운영시간 : 09:00 ~ 00:00;주말 및 공휴일 : 09:00 ~ 23:00|||||이디야 대전전민동점|(전민동)|||80716
이디야|유성홈플러스점|||이디야|042-825-4580|대전 유성구 한밭대로 502|||평일 운영시간 : 10:30 ~ 21:40토요일 : 11: 00 ~ 22:20일요일 : 10:30 ~ 21:40|||||이디야 유성홈플러스점|(봉명동)|||80716
이디야|충남대점|||이디야|042-824-6133|대전 유성구 궁동로18번길 14|||평일 운영시간 : 09:30 ~ 23:00;주말 및 공휴일 : 09:30 ~ 23:00|||||이디야 충남대점|(궁동)|||80716
이디야|충대정문점|||이디야|042-822-0040|대전 유성구 한밭대로 404|||평일 운영시간 : 08:00 ~ 23:00;주말 및 공휴일 : 09:00 ~ 23:00|||||이디야 충대정문점|(궁동)|||80716
이디야|대전문화동점|||이디야|042-226-9497|대전 중구 중앙로 28|||평일 운영시간 : 10:00 ~ 22:00;주말 및 공휴일 : 10:00 ~ 22:00|||||이디야 대전문화동점|(문화동) 1층|||80716
이디야|대전은행동점|||이디야|042-221-0050|대전 중구 중앙로164번길 17|||평일 운영시간 : 09:00 ~ 23:00주말(금토일) 및 공휴일 09:00 ~24:00|||||이디야 대전은행동점|(은행동) 2층|||80716
이디야|대전중촌점|||이디야|042-253-5014|대전 중구 목중로26번길 26|||평일 운영시간 : 08:30 ~ 23:30;주말 및 공휴일 : 08:30 ~ 23:55|||||이디야 대전중촌점|(중촌동) 1층|||80716
이디야|부산강서구청점|||이디야|051-973-0183|부산 강서구 대저로 270|||평일 운영시간 : 09:00 ~ 21:00;주말 및 공휴일 :10:00 ~ 18:00|||||이디야 부산강서구청점|(대저1동)|||80716
이디야|부산공항덕두점|||이디야|051-832-0817|부산 강서구 공항로811번길 38|||평일 운영시간 : 10:00 ~ 22:00;주말 및 공휴일에는 변경될 수 있습니다.|||||이디야 부산공항덕두점|(대저2동)|||80716
이디야|부산국제물류단지점|||이디야|051-971-2788|부산 강서구 범방3로46번길 5|||평일 운영시간 : 09:00 ~ 21:00;주말 및 공휴일에는 변경될 수 있습니다.|||||이디야 부산국제물류단지점|(범방동)|||80716
이디야|부산명지너울공원점|||이디야|051-201-2387|부산 강서구 명지국제6로232번길 20|||평일 운영시간 : 10:00 ~ 22:00;주말 및 공휴일에는 변경될 수 있습니다.|||||이디야 부산명지너울공원점|(명지동)|||80716
이디야|부산명지점|||이디야|051-311-9199|부산 강서구 명지오션시티8로16번길 25|||평일 운영시간 : 08:30 ~ 23:00;주말 및 공휴일 : 08:30 ~ 23:00 /|||||이디야 부산명지점|(명지동)|||80716
이디야|부산명지초교점|||이디야|051-207-3106|부산 강서구 명지국제6로 306|||평일 운영시간 : 08:00 ~ 23:00;주말 및 공휴일 : 08:00 ~ 23:001층, 2층 이디야커피|||||이디야 부산명지초교점|(명지동)|||80716
이디야|부산신호동점|||이디야|010-2962-4003|부산 강서구 신호산단5로 42|||평일 운영시간 : 10:00 ~ 23:00;주말 및 공휴일 : 10:00 ~ 23:001,3째주 토요일 휴무|||||이디야 부산신호동점|(신호동)|||80716
이디야|부산지사명진파크뷰점|||이디야|051-971-3376|부산 강서구 과학산단2로20번길 11|||평일 운영시간 : 09:00 ~ 23:00;주말 및 공휴일에는 변경될 수 있습니다.|||||이디야 부산지사명진파크뷰점|(지사동,명진파크뷰) 1층|||80716
이디야|서부산유통지구역점|||이디야|051-972-2229|부산 강서구 유통단지1로 53|||평일 운영시간 : 07:00 ~ 20:30;주말 및 공휴일 : 09:00 ~ 18:00|||||이디야 서부산유통지구역점|(대저2동)|||80716
이디야|부산구서SK점|||이디야|051-517-1490|부산 금정구 금강로403번길 1|||평일 운영시간 : 09:00 ~ 23:00;주말 및 공휴일에도 동일합니다|||||이디야 부산구서SK점|(구서동)|||80716
이디야|부산구서역점|||이디야|051-517-2928|부산 금정구 구서로 2|||평일 운영시간 : 08:00 ~ 23:00;주말 및 공휴일 : 09:00 ~ 23:00|||||이디야 부산구서역점|(구서동)|||80716
이디야|부산구서중앙점|||이디야|051-516-3363|부산 금정구 금샘로 373|||평일 운영시간 : 09:30 ~ 23:00;주말 및 공휴일 : 09:30 ~ 23:00|||||이디야 부산구서중앙점|(구서동)|||80716
이디야|부산금정세무서점|||이디야|051-583-1629|부산 금정구 부곡로141번길 1|||평일 운영시간 : 08:30 ~ 22:00;주말 및 공휴일 08:30   22:00|||||이디야 부산금정세무서점|(부곡동)|||80716
이디야|부산남산역점|||이디야|051-984-3601|부산 금정구 남산로 3|||평일 운영시간 : 08:00 ~ 23:30;주말 및 공휴일 09:00 ~ 23:30 (Last order : 23:10)단, 동절기(12월~2월) 9:00 ~ 23:30 운영|||||이디야 부산남산역점|(남산동)|||80716
이디야|부산남산중앙점|||이디야|051-517-2245|부산 금정구 금강로 694|||평일 운영시간 : 08:00 ~ 22:30;주말 및 공휴일 08:00   22:30|||||이디야 부산남산중앙점|(남산동,거성리젠시) 96-1|||80716
이디야|부산대북문점|||이디야|051-516-8191|부산 금정구 금강로321번길 45|||평일 운영시간 : 10:00 ~ 22:00;주말 및 공휴일 10:00 ~ 22:00|||||이디야 부산대북문점|(장전동)|||80716
이디야|부산대역점|||이디야|051-517-1191|부산 금정구 금정로68번길 10|||평일 운영시간 : 09:00 ~ 22:50;주말 및 공휴일 : 09:00 ~ 23:00|||||이디야 부산대역점|(장전동) 2층|||80716
이디야|부산대정문점|||이디야|051-581-8808|부산 금정구 금강로 265|||평일 운영시간 : 08:30 ~ 22:00;주말 및 공휴일 08:30 ~ 22:00|||||이디야 부산대정문점|(장전동)|||80716
이디야|부산두실역점|||이디야|051-710-6103|부산 금정구 중앙대로 1911|||평일 운영시간 : 08:30 ~ 22:30;주말 및 공휴일 : 08:30 ~ 22:30|||||이디야 부산두실역점|(구서동)|||80716
이디야|부산명륜중앙점|||이디야|051-582-5988|부산 금정구 부곡로 3|||평일 운영시간 : 10:00 ~ 22:45;주말 및 공휴일 10:00   22:45|||||이디야 부산명륜중앙점|(부곡동)|||80716
이디야|부산범어사역점|||이디야|051-508-9966|부산 금정구 중앙대로 2120|||평일 운영시간 : 08:30 ~ 22:50;주말 및 공휴일 : 08:30 ~ 22:50|||||이디야 부산범어사역점|(청룡동,협성엠파이어)|||80716
이디야|부산장전서희점|||이디야|051-621-4991|부산 금정구 수림로20번길 27|||평일 운영시간 : 09:00 ~ 22:00;주말 및 공휴일 : 9:00 ~ 22:00|||||이디야 부산장전서희점|(부곡동)|||80716
이디야|부산장전역점|||이디야|051-515-1708|부산 금정구 중앙대로1719번길 23|||평일 운영시간 : 09:00 ~ 21:45;주말 및 공휴일 : 09:00 ~ 21:45|||||이디야 부산장전역점|(부곡동) 104호|||80716
이디야|부산청룡점|||이디야|051-508-6492|부산 금정구 청룡로 68|||평일 운영시간 : 09:00 ~ 22:30;주말 및 공휴일 09:00   22:30|||||이디야 부산청룡점|(청룡동) 632-13|||80716
이디야|동부산롯데몰점|||이디야|051-901-2875|부산 기장군 기장읍 기장해안로 147|||평일 운영시간 : 10:30 ~ 21:00;주말 및 공휴일에는 변경될 수 있습니다.|||||이디야 동부산롯데몰점|(당사리,롯데몰 동부산점)|||80716
이디야|부산기장고리원전점|||이디야|051-727-6399|부산 기장군 장안읍 해맞이로 429|||평일 운영시간 : 08:30 ~ 22:00;주말 및 공휴일 : 09:00 ~ 22:00|||||이디야 부산기장고리원전점|(길천리) 1층|||80716
이디야|부산기장시장점|||이디야|051-721-0300|부산 기장군 기장읍 차성로288번길 50|||평일 운영시간 : 09:00 ~ 22:00;주말 및 공휴일 : 09:00 ~ 22:00|||||이디야 부산기장시장점||||80716
이디야|부산용궁사점|||이디야|051-611-0552|부산 기장군 기장읍 용궁길 68|||평일 운영시간 : 08:00 ~ 17:00;주말 및 공휴일 : 08:00 ~ 17:00|||||이디야 부산용궁사점||||80716
이디야|부산정관가동점|||이디야|051-728-9646|부산 기장군 정관읍 가동길 32|||평일 운영시간 : 09:00 ~ 22:00;주말 및 공휴일 : 09:00 ~ 22:00|||||이디야 부산정관가동점|(용수리)|||80716
이디야|부산정관가화점|||이디야|051-728-7717|부산 기장군 정관읍 정관로 702|||평일 운영시간 : 09:00 ~ 22:00;주말 및 공휴일 : 09:00 ~ 22:00|||||이디야 부산정관가화점|(달산리) 101호|||80716
이디야|부산정관달산점|||이디야|051-727-7873|부산 기장군 정관읍 달산2길 30|||평일 운영시간 : 08:00 ~ 23:00;주말 및 공휴일에는 변경될 수 있습니다.|||||이디야 부산정관달산점|(달산리) 1층|||80716
이디야|부산정관점|||이디야|051-727-4800|부산 기장군 정관읍 정관로 383|||평일 운영시간 : 09:00 ~ 23:00;주말 및 공휴일 09:00 ~ 23:00|||||이디야 부산정관점|1층|||80716
이디야|부산정관중앙점|||이디야|051-727-2217|부산 기장군 정관읍 정관로 579|||평일 운영시간 : 09:00 ~ 22:00;주말 및 공휴일 : 09:00 ~ 22:00* 2019 설 연휴 영업시간: 정상영업|||||이디야 부산정관중앙점|1층|||80716
이디야|부산남구청점|||이디야|051-631-1877|부산 남구 진남로 118|||평일 운영시간 : 08:30 ~ 22:30;주말 및 공휴일 : 09:00 ~ 22:30|||||이디야 부산남구청점|(대연동)|||80716
이디야|부산대연동점|||이디야|051-205-1110|부산 남구 수영로 202|||평일 운영시간 : 10:00 ~ 22:40;주말 및 공휴일 : 10:00 ~ 22:40|||||이디야 부산대연동점|(대연동)|||80716
이디야|부산대연평화점|||이디야|051-611-8188|부산 남구 유엔평화로 31|||평일 운영시간 : 09:00 ~ 00:00;주말 및 공휴일 : 09:00 ~ 00:00|||||이디야 부산대연평화점|(대연동,플러스 빌) 1층|||80716
이디야|부산대연황령점|||이디야|051-611-3902|부산 남구 황령대로319번가길 158-7|||평일 운영시간 : 09:00 ~ 23:00;주말 및 공휴일 : 09:00 ~ 23:00|||||이디야 부산대연황령점|(대연동)|||80716
이디야|부산동명대점|||이디야|051-466-7245|부산 남구 신선로 428|||평일 운영시간 : 09:00 ~ 20:00학기중 : 09:00 ~ 20:00 토 09:00 ~ 19:00 일요일 휴무방학 계절학기 중 : 09:00 ~ 17:00 계절학기 종료 후 : 10:00 ~ 17:00 토, 일 휴무|||||이디야 부산동명대점|(용당동) 이디야 동명대점|||80716
이디야|부산문현동점|||이디야|051-634-8808|부산 남구 수영로 46|||평일 운영시간 : 08:00 ~ 23:15;주말 및 공휴일 : 09:00 ~ 23:15|||||이디야 부산문현동점|(문현동)|||80716
이디야|부산문현현대점|||이디야|051-633-5938|부산 남구 문현로 68|||평일 운영시간 : 10:00 ~ 22:20;주말 및 공휴일 : 10:00 ~ 22:20|||||이디야 부산문현현대점|(문현동)|||80716
이디야|부산부경대점|||이디야|051-622-5406|부산 남구 용소로 30|||평일 운영시간 : 09:00 ~ 23:00;주말 및 공휴일 : 09:00 ~ 23:00|||||이디야 부산부경대점|(대연동)|||80716
이디야|부산부경대후문점|||이디야|051-626-6361|부산 남구 수영로358번길 12|||평일 운영시간 : 09:00 ~ 23:30일요일 : 10:00 ~ 22:30|||||이디야 부산부경대후문점|(대연동)|||80716
이디야|부산용호동점|||이디야|051-624-3535|부산 남구 용호로 34|||평일 운영시간 : 09:00 ~ 22:00;주말 및 공휴일 : 09:00 ~ 22:00|||||이디야 부산용호동점|(용호동,일신프리빌리지) 이디야 용호동점|||80716
이디야|부산용호사거리점|||이디야|051-714-1473|부산 남구 용호로 154|||평일 운영시간 : 09:30 ~ 23:00;주말 및 공휴일 : 09:30 ~ 23:00|||||이디야 부산용호사거리점|(용호동) 1충 이디야 용호사거리점|||80716
이디야|부산용호성모점|||이디야|051-624-4462|부산 남구 용호로 229|||평일 운영시간 : 09:30 ~ 23:00;주말 및 공휴일 : 10:00 ~ 23:00|||||이디야 부산용호성모점|(용호동) 이디야 용호성모점|||80716
이디야|부산유엔공원점|||이디야|051-622-5155|부산 남구 유엔로 202|||평일 운영시간 : 10:00 ~ 22:00;주말 및 공휴일 : 09:00 ~ 22:00|||||이디야 부산유엔공원점|(대연동)|||80716
이디야|부산시민회관점|||이디야|051-634-6630|부산 동구 조방로16번길 20|||평일 운영시간 : 08:30 ~ 22:50토요일 09:00 ~ 22:50 / 일요일 09:00~ 21:50|||||이디야 부산시민회관점|(범일동,삼익범일아파트)|||80716
이디야|부산역광장점|||이디야|051-992-3511|부산 동구 중앙대로180번길 6-1|||평일 운영시간 : 07:00 ~ 21:00토요일 8:00 ~ 17:00 / 일요일 10:00 ~ 16:00|||||이디야 부산역광장점|(초량동) 1212-13번지|||80716
이디야|부산역점|||이디야|051-464-5559|부산 동구 중앙대로 233|||평일 운영시간 : 09:00 ~ 21:30;주말 및 공휴일 11:00 ~ 21:30|||||이디야 부산역점|(초량동)|||80716
이디야|부산역현대점|||이디야|051-465-2275|부산 동구 중앙대로226번길 3-7|||평일 운영시간 : 07:00 ~ 22:30;주말 및 공휴일 09:00 ~ 21:00|||||이디야 부산역현대점|(초량동) 오성빌딩 1층|||80716
이디야|부산진역점|||이디야|051-463-8824|부산 동구 중앙대로371번길 9|||평일 운영시간 : 08:00 ~ 22:30;주말 및 공휴일 : 08:00 ~ 22:30|||||이디야 부산진역점|(수정동)|||80716
이디야|부산초량역점|||이디야|051-463-3535|부산 동구 중앙대로274번길 7-3|||평일 운영시간 : 08:00 ~ 20:00;주말 및 공휴일 : 10:00 ~ 18:00|||||이디야 부산초량역점|(초량동,부산역 유림 줄리엣)|||80716
이디야|부산초량육거리점|||이디야|051-502-5190|부산 동구 초량로 37|||평일 운영시간 : 08:00 ~ 23:30;주말 및 공휴일 : 08:00 ~ 23:30|||||이디야 부산초량육거리점|(초량동)|||80716
이디야|부산초량점|||이디야|051-442-5525|부산 동구 중앙대로332번길 4|||평일 운영시간 : 07:30 ~ 20:00;주말 및 공휴일 : 08:00 ~ 18:00  매주 일요일 휴업합니다.|||||이디야 부산초량점|(초량동)|||80716
이디야|부산금강로점|||이디야|051-557-3453|부산 동래구 금강공원로20번길 8|||평일 운영시간 : 08:00 ~ 01:30;주말 및 공휴일 08:00   01:30|||||이디야 부산금강로점|(온천동) 169-31|||80716
이디야|부산낙민동점|||이디야|051-523-8817|부산 동래구 안남로 32|||평일 운영시간 : 08:00 ~ 23:00평일/주말 08:00~23:00|||||이디야 부산낙민동점|(낙민동)|||80716
이디야|부산동래고교점|||이디야|051-558-4522|부산 동래구 충렬대로 276|||평일 운영시간 : 09:00 ~ 22:00;주말 및 공휴일에는 변경될 수 있습니다.|||||이디야 부산동래고교점|(낙민동,청암빌딩) 1층|||80716
이디야|부산동래내성점|||이디야|051-501-4304|부산 동래구 여고북로 192|||평일 운영시간 : 09:30 ~ 23:00;주말 및 공휴일 : 09:30 ~ 23:00|||||이디야 부산동래내성점|(사직동)|||80716
이디야|부산동래럭키점|||이디야|051-558-7178|부산 동래구 중앙대로1333번길 20-15|||평일 운영시간 : 09:00 ~ 21:00;주말 및 공휴일 : 09:00 ~ 20:45|||||이디야 부산동래럭키점|(온천동)|||80716
이디야|부산동래봉생병원점|||이디야|051-508-4068|부산 동래구 충렬대로350번길 16|||평일 운영시간 : 07:00 ~ 22:00;주말 및 공휴일에도 동일합니다.|||||이디야 부산동래봉생병원점|(안락동) 1층|||80716
이디야|부산동래역점|||이디야|051-555-9933|부산 동래구 충렬대로181번길 36|||평일 운영시간 : 09:00 ~ 23:30;주말 및 공휴일 : 09:00 ~ 24:30|||||이디야 부산동래역점|(명륜동)|||80716
이디야|부산명륜역점|||이디야|051-558-7177|부산 동래구 온천장로 11|||평일 운영시간 : 08:00 ~ 21:45주말, 공휴일 : 09:00 ~ 21:45|||||이디야 부산명륜역점|(온천동)|||80716
이디야|부산명륜초교점|||이디야|051-556-0451|부산 동래구 충렬대로237번길 143|||평일 운영시간 : 09:00 ~ 22:00;주말 및 공휴일에는 변경될 수 있습니다.|||||이디야 부산명륜초교점|(명륜동) 1층 이디야커피 부산명륜초교점|||80716
이디야|부산명장e편한세상점|||이디야|051-525-9210|부산 동래구 명장로 56|||평일 운영시간 : 10:00 ~ 19:00일요일은 정기휴무 입니다.|||||이디야 부산명장e편한세상점|(명장동) 1층 이디야커피|||80716
이디야|부산명장점|||이디야|051-526-2871|부산 동래구 시실로 208-1|||평일 운영시간 : 10:00 ~ 22:50;주말 및 공휴일 10:00 ~ 22:50|||||이디야 부산명장점|(명장동)|||80716
이디야|부산미남역점|||이디야|051-503-1999|부산 동래구 아시아드대로 223|||평일 운영시간 : 08:30 ~ 22:30;주말 및 공휴일 : 08:30 ~ 22:30|||||이디야 부산미남역점|(온천동)|||80716
이디야|부산복천점|||이디야|051-556-6688|부산 동래구 복천로 8|||평일 운영시간 : 11:00 ~ 23:00;주말 및 공휴일에도 동일합니다.|||||이디야 부산복천점|(복천동)|||80716
이디야|부산사직아동병원점|||이디야|051-501-3828|부산 동래구 아시아드대로 186|||평일 운영시간 : 09:00 ~ 22:00토요일 : 09:00 ~ 22:00일요일 : 09:00 ~ 17:00|||||이디야 부산사직아동병원점|(사직동)|||80716
이디야|부산사직야구장점|||이디야|051-506-8566|부산 동래구 사직로 48|||평일 운영시간 : 10:00 ~ 22:30;주말 및 공휴일 : 10:00 ~ 22:30|||||이디야 부산사직야구장점|(사직동)|||80716
