##NAME|SUBNAME|TYPE|ID|TELNUM|NEWADDR|OT|XCOORD|YCOORD@@유치원
양산초등학교병설유치원||공립(병설)|1ecec08c-feff-b044-e053-0a32095ab044|061-337-9811|전라남도 나주시 고분로 1560|09 : 00 ~ 18 : 00|126.705382782729|34.9700282191344
양산초등학교병설유치원||공립(병설)|1ecec08d-0617-b044-e053-0a32095ab044|043-744-5637|충청북도 영동군 금강로 1500|08 : 40 ~ 16 : 40|127.666379910005|36.1246418854531
양서유치원                                                              (폐원)||사립(사인)|1ecec08d-054d-b044-e053-0a32095ab044|02-2603-3913|서울특별시 양천구 신월로13길 15|09 : 30 ~ 18 : 00|126.840935254124|37.5194538968777
양서초등학교병설유치원||공립(병설)|1ecec08c-ee73-b044-e053-0a32095ab044|031-772-7434|경기도 양평군 양서도곡길 8|08 : 40 ~ 17 : 00|127.383001334135|37.5128512178804
양성초등학교병설유치원                                                                                              (휴원)||공립(병설)|1ecec08d-03a2-b044-e053-0a32095ab044|031-670-7850|경기도 안성시 옥단길 43|08 : 30 ~ 17 : 00|127.194348745442|37.0622386019215
양수초등학교병설유치원||공립(병설)|1ecec08c-f5dc-b044-e053-0a32095ab044|031-771-0569|경기도 양평군 용담3길 15|09 : 00 ~ 18 : 00|127.324983005492|37.5449175329818
양신초등학교병설유치원||공립(병설)|1ecec08c-ee99-b044-e053-0a32095ab044|041-333-3764|충청남도 예산군 내양막길 5|08 : 30 ~ 17 : 00|126.784646255775|36.7066022036355
양실유치원||사립(법인)|1ecec08d-0fbe-b044-e053-0a32095ab044|031-762-6200|경기도 광주시 대석동길61번길 47-17|09 : 00 ~ 18 : 00|127.34865431584|37.3523861772058
양양초등학교병설유치원||공립(병설)|1ecec08c-f48d-b044-e053-0a32095ab044|033-671-2872|강원도 양양군 군청길 39|09 : 00 ~ 18 : 00|128.621745753707|38.0773238201003
양오초등학교병설유치원||공립(병설)|1ecec08c-f599-b044-e053-0a32095ab044|031-528-6339|경기도 남양주시 양지로 261-35|09 : 00 ~ 17 : 00|127.192344905875|37.6975947460686
양운초등학교병설유치원||공립(병설)|9125bfd7-945e-473f-aabd-6115d62e4faa|051-743-5058|부산광역시 해운대구 대천로67번길 36|09 : 00 ~ 18 : 00|129.166356182212|35.1744985354088
양일초등학교병설유치원||공립(병설)|1ecec08c-f2cb-b044-e053-0a32095ab044|070-7744-1955|경기도 고양시 일산동구 위시티로 151|09 : 00 ~ 17 : 00|126.812951727729|37.6858195354273
양정원광유치원||사립(법인)|1ecec08d-0736-b044-e053-0a32095ab044|051-865-1860|부산광역시 부산진구 양지로17번길 28|09 : 00 ~ 19 : 00|129.071045210343|35.1697876867408
양정유치원||사립(사인)|1ecec08c-febc-b044-e053-0a32095ab044|051-862-9329|부산광역시 부산진구 양지로5번길 31|09 : 00 ~ 18 : 00|129.070245486111|35.17102423951
양정현대유치원||사립(사인)|1ecec08c-f5e9-b044-e053-0a32095ab044|051-853-4895|부산광역시 부산진구 범양로 101-20|09 : 00 ~ 19 : 00|129.063879020989|35.1733101395152
양정현대유치원||사립(법인)|1ecec08d-0d4c-b044-e053-0a32095ab044|052-289-1543|울산광역시 북구 치전1길 39|08 : 30 ~ 16 : 30|129.389695940971|35.5419905498179
양주덕산초등학교병설유치원||공립(병설)|1ecec08c-f415-b044-e053-0a32095ab044|031-863-9951|경기도 양주시 평화로 1418-6|09 : 00 ~ 18 : 00|127.047729003021|37.8181913720572
양주덕현초등학교병설유치원||공립(병설)|1ecec08d-09d8-b044-e053-0a32095ab044|031-847-8772|경기도 양주시 부흥로 1989|09 : 00 ~ 15 : 00|127.080834230427|37.7996368165758
양주백석초등학교병설유치원||공립(병설)|1ecec08d-0585-b044-e053-0a32095ab044|031-879-4805|경기도 양주시 중앙로223번길 10-11|09 : 00 ~ 18 : 00|126.98666367839|37.7964466230827
양주유치원||공립(단설)|cb4c397f-6f18-4e05-853b-10f2a6b1cf6b|031-864-9260|경기도 양주시 옥정동로 240|09 : 00 ~ 18 : 00|127.0992082553|37.8281592599
양주유치원||사립(사인)|1ecec08c-f991-b044-e053-0a32095ab044|055-382-9787|경상남도 양산시 서일동3길 10|09 : 00 ~ 16 : 00|129.035804254002|35.3406929482757
양지유치원||사립(법인)|1ecec08d-069b-b044-e053-0a32095ab044|0317555794|경기도 성남시 수정구 태평로124번길 8|09 : 10 ~ 18 : 00|127.140105009307|37.450800365983
양지유치원||사립(사인)|1ecec08c-f992-b044-e053-0a32095ab044|055-322-4417|경상남도 김해시 분성로3번길 245|08 : 30 ~ 18 : 00|128.865127947788|35.2486731633597
양지유치원||사립(사인)|1ecec08c-f578-b044-e053-0a32095ab044|051-852-2139|부산광역시 연제구 쌍미천로30번길 53|09 : 00 ~ 18 : 00|129.092646820335|35.177812884473
양지유치원||사립(사인)|1ecec08c-f89e-b044-e053-0a32095ab044|02-839-4769|서울특별시 금천구 독산로108길 37|09 : 00 ~ 22 : 00|126.905993369127|37.4796959749275
양지유치원||사립(사인)|1ecec08d-006e-b044-e053-0a32095ab044|02-936-5999|서울특별시 노원구 노원로30길 45|09 : 20 ~ 20 : 00|127.069724312303|37.6552504032444
양지유치원||공립(단설)|e9ceb1bd-121d-4549-b15c-223dc3447268|044-866-6021|세종특별자치시  보듬8로 11|09 : 00 ~ 17 : 00|127.260310473309|36.5184993646137
양지유치원||사립(사인)|1ecec08d-04b2-b044-e053-0a32095ab044|052-211-1171|울산광역시 중구 우정4길 7|09 : 00 ~ 16 : 00|129.311976078271|35.5589061972601
양지유치원||사립(사인)|1ecec08c-fc7e-b044-e053-0a32095ab044|032-501-1377|인천광역시 부평구 부흥로386번길 20-2|09 : 00 ~ 18 : 00|126.734811535584|37.496985256561
양지초등학교병설유치원||공립(병설)|1ecec08c-fe4f-b044-e053-0a32095ab044|031-338-9475|경기도 용인시 처인구 교동로 30|09 : 00 ~ 17 : 00|127.284712882345|37.2371850884985
양지초등학교병설유치원||공립(병설)|1ecec08d-0f64-b044-e053-0a32095ab044|062-605-7795|광주광역시 북구 자라봉로63번길 16|09 : 00 ~ 18 : 30|126.881293735721|35.2084205703617
양진초등학교병설유치원||공립(병설)|1ecec08c-edad-b044-e053-0a32095ab044|031-618-6418|경기도 안성시 진사1길 14|09 : 00 ~ 18 : 00|127.140255412336|36.9885884546774
양천초등학교병설유치원                                                              (폐원)||공립(병설)|1ecec08c-fb3f-b044-e053-0a32095ab044|054-434-7340|경상북도 김천시 하로길 235|08 : 30 ~ 16 : 00|128.10624442165|36.0929389908231
양촌초등학교병설유치원||공립(병설)|1ecec08c-ef2c-b044-e053-0a32095ab044|041-741-3324|충청남도 논산시 매죽헌로1665번길 22|08 : 00 ~ 16 : 30|127.233984082686|36.1382245564008
양평단월초등학교병설유치원||공립(병설)|1ecec08d-072e-b044-e053-0a32095ab044|031-774-0263|경기도 양평군 보룡길 65|09 : 00 ~ 17 : 00|127.673084379743|37.5399142330677
양평동초등학교병설유치원                                                                                              (휴원)||공립(병설)|1ecec08d-072f-b044-e053-0a32095ab044|031-774-0939|경기도 양평군 창대길 20-8|-|127.507627561205|37.4889541993968
양평유치원||공립(단설)|9ba108fc-d292-4705-803e-721049d0199c|031-775-6962|경기도 양평군 시민로24번길 49|09 : 00 ~ 19 : 00|127.497901705494|37.487224700845
양평유치원                                                              (폐원)||사립(법인)|1ecec08d-0e11-b044-e053-0a32095ab044|02-2636-9246|서울특별시 영등포구 양평로20길 7|09 : 30 ~ 20 : 00|126.895651488534|37.5378528557149
양평초등학교병설유치원                                                                                              (휴원)||공립(병설)|1ecec08c-f5dd-b044-e053-0a32095ab044|031-771-6184|경기도 양평군 양근로 142|-|127.48619317298|37.4930233155804
양평하나유치원||사립(사인)|1ecec08c-fa71-b044-e053-0a32095ab044|031-774-0021|경기도 양평군 충신로389번길 7|09 : 00 ~ 17 : 30|127.502151093132|37.4744685172885
양포초등학교병설유치원||공립(병설)|1ecec08c-fb71-b044-e053-0a32095ab044|070-7091-4871|경상북도 구미시 흥안로3길 30|09 : 00 ~ 17 : 30|128.415774107723|36.1447736040759
양포초등학교병설유치원||공립(병설)|1ecec08c-fdb4-b044-e053-0a32095ab044|054-276-0403|경상북도 포항시 남구 장기로 33|08 : 30 ~ 16 : 30|129.513140829229|35.8756164480215
양학초등학교병설유치원||공립(병설)|1ecec08c-f96c-b044-e053-0a32095ab044|054-277-1209|경상북도 포항시 북구 양학로 110|08 : 40 ~ 17 : 00|129.343972927636|36.0323045722808
양화초등학교병설유치원||공립(병설)|1ecec08c-f6a6-b044-e053-0a32095ab044|041-832-5181|충청남도 부여군 충절로 215|08 : 30 ~ 16 : 30|126.857138343931|36.128778997674
어곡초등학교병설유치원||공립(병설)|1ecec08d-0209-b044-e053-0a32095ab044|055-383-8873|경상남도 양산시 두전길 30-19|08 : 30 ~ 17 : 30|129.0294587851|35.3804509732
어깨동무유치원||사립(사인)|1ecec08d-0ab8-b044-e053-0a32095ab044|055-546-6719|경상남도 창원시 진해구 이동로28번길 9|09 : 00 ~ 17 : 00|128.699680964178|35.1525246997948
어도초등학교병설유치원||공립(병설)|1ecec08c-f03c-b044-e053-0a32095ab044|064-799-8863|제주특별자치도 제주시 봉성로 76|09 : 00 ~ 18 : 00|126.313140615032|33.4201951489607
어란진초등학교병설어불분교장유치원||공립(병설)|59519aea-83f9-48a5-8f20-b7dd38255fd3|061-535-2005|전라남도 해남군 어불길 50-7|09 : 00 ~ 17 : 00|126.472371852365|34.3377850516349
어란진초등학교병설유치원||공립(병설)|1ecec08c-f2e9-b044-e053-0a32095ab044|061-534-0962|전라남도 해남군 어란로 441|09 : 00 ~ 17 : 00|126.476792217484|34.3519503935926
어람초등학교병설유치원||공립(병설)|1ecec08d-06f9-b044-e053-0a32095ab044|031-575-1795|경기도 남양주시 진건오남로550번길 25|09 : 00 ~ 18 : 00|127.213102664299|37.6824902325466
어론초등학교병설유치원||공립(병설)|1ecec08d-036f-b044-e053-0a32095ab044|033-461-4815|강원도 인제군 설악로 198|09 : 00 ~ 17 : 00|128.062222280412|37.9331273366879
어룡초등학교병설유치원||공립(병설)|1ecec08d-0e34-b044-e053-0a32095ab044|031-852-6284|경기도 의정부시 부용로 241|09 : 00 ~ 17 : 00|127.082621419359|37.7478119276301
어룡초등학교병설유치원||공립(병설)|1ecec08c-f9ee-b044-e053-0a32095ab044|062-949-2670|광주광역시 광산구 소촌로 122|09 : 00 ~ 18 : 30|126.793432171775|35.1551257033988
어린양유치원||사립(사인)|1ecec08d-00e6-b044-e053-0a32095ab044|061-722-4188|전라남도 순천시 연향로 22|09 : 00 ~ 17 : 00|127.515959061804|34.9429972292405
어린이유치원||사립(사인)|1ecec08c-f85c-b044-e053-0a32095ab044|031-213-2471|경기도 수원시 영통구 매봉로35번길 23-18|09 : 00 ~ 19 : 00|127.051020226922|37.2715354167687
어린이의정원유치원||사립(사인)|1ecec08d-0121-b044-e053-0a32095ab044|02-2646-1133|서울특별시 양천구 목동남로4길 6-46|09 : 30 ~ 20 : 00|126.865183338178|37.5061514725403
어린이회관유치원||사립(법인)|1ecec08c-f331-b044-e053-0a32095ab044|02-2204-6001|서울특별시 광진구 광나루로 441|09 : 00 ~ 19 : 00|127.078142800906|37.5470049522648
어방초등학교병설유치원||공립(병설)|1ecec08c-fdb0-b044-e053-0a32095ab044|055-326-3155|경상남도 김해시 활천로 159|08 : 30 ~ 17 : 00|128.899184239192|35.2400794260302
어상천초등학교병설유치원||공립(병설)|1ecec08c-fd9c-b044-e053-0a32095ab044|043-423-8385|충청북도 단양군 어상천로 930|08 : 40 ~ 17 : 00|128.358019994858|37.1029282185059
어연초등학교병설유치원||공립(병설)|1ecec08d-09b8-b044-e053-0a32095ab044|031-683-2972|경기도 평택시 청원로 446|09 : 00 ~ 17 : 00|126.977433186138|37.0493364798999
어울림유치원||사립(사인)|1ecec08c-fa3e-b044-e053-0a32095ab044|031-964-1007|경기도 고양시 덕양구 호국로742번길 38|09 : 00 ~ 18 : 30|126.834345728043|37.6518802542152
어울림유치원||사립(사인)|1ca59876-208c-4a00-a688-46045df52d84|053-581-0079|대구광역시 달성군 매곡로4길 26-1|09 : 00 ~ 17 : 00|128.455237068625|35.8644496546825
어울초등학교병설유치원||공립(병설)|af03712b-1b5a-4c17-8096-bcfe8f4f81e7|031-677-9346|경기도 안성시 신령로 58|09 : 00 ~ 18 : 00|127.2204420143|37.0152744443
어정초등학교병설유치원||공립(병설)|1ecec08d-0f86-b044-e053-0a32095ab044|031-281-5460|경기도 용인시 기흥구 어정로 155|09 : 00 ~ 17 : 00|127.146764040403|37.2770743932999
어청도초등학교병설유치원||공립(병설)|1ecec08c-fb93-b044-e053-0a32095ab044|063-466-7022|전라북도 군산시 어청도길 95-7|08 : 30 ~ 14 : 00|125.979138285719|36.1207286789093
언남초등학교병설유치원||공립(병설)|1ecec08c-f905-b044-e053-0a32095ab044|031-275-0844|경기도 용인시 기흥구 기흥로116번길 87|09 : 00 ~ 17 : 00|127.119588095799|37.2897593358511
언동초등학교병설유치원||공립(병설)|1ecec08c-f8b9-b044-e053-0a32095ab044|031-287-5049|경기도 용인시 기흥구 언남로 55|09 : 00 ~ 17 : 00|127.131397155288|37.2945713809712
언암초등학교병설유치원||공립(병설)|1ecec08c-f31c-b044-e053-0a32095ab044|041-688-9046|충청남도 서산시 기지1길 27|08 : 30 ~ 16 : 30|126.511111141078|36.7081283187516
언양초등학교병설유치원||공립(병설)|1ecec08d-0ec9-b044-e053-0a32095ab044|052-262-4297|울산광역시 울주군 북문8길 49|09 : 00 ~ 18 : 00|129.125908422113|35.5723376724006
엄궁제일유치원||사립(사인)|1ecec08c-ff33-b044-e053-0a32095ab044|051-326-6677|부산광역시 사상구 엄궁로 119|09 : 30 ~ 19 : 00|128.977050682959|35.1262203994245
엄궁한신유치원||사립(사인)|1ecec08c-f6e1-b044-e053-0a32095ab044|051-316-7749|부산광역시 사상구 엄궁로 40|09 : 00 ~ 19 : 00|128.96919219983|35.1245235028034
엄다초등학교병설유치원||공립(병설)|1ecec08d-0472-b044-e053-0a32095ab044|061-322-6304|전라남도 함평군 엄다길 35|09 : 00 ~ 17 : 00|126.513787939605|35.0113729225474
엄마랑유치원                                                              (폐원)||사립(사인)|1ecec08c-f53a-b044-e053-0a32095ab044|061-277-0518|전라남도 목포시 용당로305번길 51|-|126.397682577749|34.8147124311256
엄마랑유치원||사립(사인)|1ecec08c-f207-b044-e053-0a32095ab044|063-241-2919|전라북도 전주시 덕진구 도당산4길 53-12|09 : 00 ~ 18 : 00|127.155755472285|35.845408631946
엄마사랑유치원||사립(사인)|1ecec08c-ff12-b044-e053-0a32095ab044|031-652-1125|경기도 안성시 공도3로 19|09 : 00 ~ 17 : 00|127.170002103515|37.0013527187248
엄마유치원||사립(사인)|1ecec08c-f0a7-b044-e053-0a32095ab044|055-354-4862|경상남도 밀양시 상남로 1187-42|09 : 00 ~ 17 : 00|128.750699682774|35.4621422487096
엄사유치원||사립(사인)|1ecec08c-ef2e-b044-e053-0a32095ab044|042-841-0058|충청남도 계룡시 엄사중앙로 66|09 : 00 ~ 16 : 00|127.241894766454|36.285866848349
엄정초등학교병설유치원||공립(병설)|1ecec08d-00da-b044-e053-0a32095ab044|043-852-7960|충청북도 충주시 내창로 199-15|08 : 40 ~ 16 : 40|127.917313087851|37.0872473116855
엄지유치원||사립(사인)|1ecec08c-fb00-b044-e053-0a32095ab044|031-970-7416|경기도 고양시 덕양구 용현로35번길 8-16|09 : 00 ~ 19 : 00|126.835532877346|37.6166872853731
엄지유치원||사립(사인)|1ecec08d-034e-b044-e053-0a32095ab044|032-684-8819|경기도 부천시 오정구 성곡로33번길 22|09 : 00 ~ 18 : 30|126.7995562779|37.5174671303395
엄지유치원||사립(사인)|1ecec08c-fc7f-b044-e053-0a32095ab044|032-525-0041|인천광역시 부평구 부일로 111|09 : 30 ~ 19 : 00|126.74223288781|37.4888506665409
에꼬르앙팡유치원||사립(사인)|1ecec08d-0f04-b044-e053-0a32095ab044|052-238-4422|울산광역시 울주군 보곡1길 5-8|09 : 00 ~ 18 : 30|129.287256047742|35.4095604020249
에꼴데쁘띠유치원||사립(사인)|1221a9ff-273b-4dd0-a931-81a1baf9456f|031-968-1400|경기도 고양시 일산동구 위시티2로11번길 22-30|09 : 30 ~ 19 : 00|126.8139441894|37.6768287022
에꼴리더유치원||사립(사인)|1fd6777e-150f-e0b0-e053-0a32095ae0b0|055-388-0809|경상남도 양산시 연호9길 23|09 : 00 ~ 16 : 30|129.176913993322|35.4165831996902
에녹유치원||사립(사인)|1ecec08d-00d5-b044-e053-0a32095ab044|032-574-7410|인천광역시 서구 원창로 180|09 : 00 ~ 18 : 00|126.669109007834|37.5175453365528
에덴유치원||사립(사인)|1ecec08d-0902-b044-e053-0a32095ab044|031-565-3409|경기도 구리시 장자대로37번길 76|09 : 00 ~ 17 : 00|127.134770029082|37.5912382161439
에덴유치원||사립(사인)|1ecec08c-edf9-b044-e053-0a32095ab044|031-393-6868|경기도 군포시 금산로106번길 6|09 : 00 ~ 19 : 00|126.936816384606|37.371295343353
에덴유치원||사립(사인)|1ecec08c-fdd9-b044-e053-0a32095ab044|055-752-3683|경상남도 진주시 하대로26번길 33|09 : 00 ~ 17 : 00|128.112935281422|35.19515440569
에덴유치원||사립(법인)|1ecec08d-0432-b044-e053-0a32095ab044|054-834-1148|경상북도 의성군 문소1길 94|09 : 30 ~ 18 : 30|128.700112891229|36.3491453858472
에덴유치원                                                              (폐원)||사립(사인)|1ecec08c-ff9d-b044-e053-0a32095ab044|054-973-1540|경상북도 칠곡군 복성17길 36|08 : 30 ~ 16 : 30|128.339203209842|36.044932616896
에덴유치원                                                                                              (휴원)||사립(사인)|1ecec08c-fce8-b044-e053-0a32095ab044|053-571-3197|대구광역시 서구 큰장로13길 8-0(내당동 대구서교회)|-|128.574241494466|35.8669479178598
에덴유치원||사립(사인)|1ecec08d-0433-b044-e053-0a32095ab044|02-2292-2779|서울특별시 성동구 행당로 79|09 : 00 ~ 17 : 00|127.026302674911|37.5575317347257
에듀웰명문유치원||사립(사인)|1ecec08c-fdec-b044-e053-0a32095ab044|055-381-3535|경상남도 양산시 곡리4길 18|09 : 00 ~ 17 : 00|129.031403834894|35.3174111943868
에듀웰유치원||사립(사인)|1ecec08c-eef1-b044-e053-0a32095ab044|053-327-0305|대구광역시 북구 팔거천서로 157-2|09 : 20 ~ 18 : 00|128.555471981525|35.9386459400823
에듀피아유치원||사립(법인)|e64421da-365c-4536-807c-a75bd6a666e0|032-471-0022|인천광역시 남동구 장아산로232번길 16-5|09 : 30 ~ 17 : 30|126.750776782987|37.4303343673414
에디슨유치원||사립(사인)|1ecec08c-f231-b044-e053-0a32095ab044|062-676-5252|광주광역시 남구 봉선로19번길 27|08 : 30 ~ 19 : 00|126.905873771729|35.1318998812945
에릭한유치원||사립(법인)|2ca14d7b-3689-4597-9d8a-2d27b61dc13e|031-988-8750|경기도 김포시 김포한강2로 266|09 : 00 ~ 19 : 00|126.663152319233|37.648092351749
에버그린유치원                                                              (폐원)||사립(사인)|1ecec08d-0000-b044-e053-0a32095ab044|031-469-4609|경기도 안양시 동안구 임곡로 78|-|126.934130996892|37.4061665243023
에버그린유치원||사립(사인)|1ecec08c-ff34-b044-e053-0a32095ab044|051-752-7997|부산광역시 수영구 망미배산로 104-7|09 : 00 ~ 19 : 00|129.096782324257|35.1756811398043
에벤에셀유치원||사립(사인)|1ecec08d-0b76-b044-e053-0a32095ab044|053-961-3200|대구광역시 동구 금강로16길 25-12|09 : 00 ~ 18 : 00|128.73229467498|35.8643459540391
에벤에셀유치원||사립(사인)|1ecec08d-0bfd-b044-e053-0a32095ab044|061-462-4800|전라남도 영암군 이라니길 30|09 : 00 ~ 17 : 00|126.466221523828|34.7479867973839
에이비시유치원                                                              (폐원)||사립(법인)|1ecec08d-0255-b044-e053-0a32095ab044|054-283-9230|경상북도 포항시 북구 이동로 66-4|09 : 00 ~ 17 : 00|129.34296244676|36.0318522619859
에이스유치원||사립(법인)|1ecec08d-0c2b-b044-e053-0a32095ab044|062-576-7400|광주광역시 북구 임방울대로 1008-7|09 : 00 ~ 17 : 00|126.867692570206|35.212230294779
에이스화인유치원||사립(사인)|1ecec08d-020e-b044-e053-0a32095ab044|032-431-5271|인천광역시 남동구 에코중앙로84번길 9|09 : 30 ~ 19 : 00|126.721033682361|37.3861999623489
에코드림유치원||사립(사인)|29ed5b41-c2be-4b54-858a-691a9229372d|061-723-7288|전라남도 순천시 매안5길 15-25|09 : 00 ~ 17 : 00|127.55226029048|34.9316547022755
에코새싹유치원                                                              (폐원)||사립(사인)|1fd6777e-1530-e0b0-e053-0a32095ae0b0|031-986-1964|경기도 김포시 용강로 189|09 : 10 ~ 17 : 30|126.558244733588|37.7364604953556
에코소명유치원||사립(사인)|1ecec08c-ff87-b044-e053-0a32095ab044|055-298-8936|경상남도 창원시 마산회원구 소계천서길 113|09 : 00 ~ 18 : 00|128.595438707239|35.2591973809952
엑스포유치원||사립(사인)|1ecec08d-0816-b044-e053-0a32095ab044|042-862-0157|대전광역시 유성구 엑스포로 448|09 : 00 ~ 18 : 00|127.407952906533|36.4025540506906
엔젤라유치원||사립(법인)|1ecec08d-056f-b044-e053-0a32095ab044|031-666-3118|경기도 평택시 송탄2로 10-5|09 : 00 ~ 17 : 00|127.05605180611|37.0709907784779
엔젤숲유치원||사립(사인)|1ecec08c-f2f3-b044-e053-0a32095ab044|02-371-0098|경기도 고양시 덕양구 일영로 116-7|09 : 00 ~ 17 : 00|126.921259556526|37.65667318048
엔젤유치원||사립(사인)|1ecec08c-efec-b044-e053-0a32095ab044|031-979-0633|경기도 고양시 덕양구 지도로103번길 31-6|09 : 30 ~ 19 : 30|126.821638369903|37.6257964040775
엔젤유치원||사립(사인)|1ecec08c-f0a8-b044-e053-0a32095ab044|055-763-3112|경상남도 진주시 금산순환로56번길 8|09 : 00 ~ 17 : 00|128.150001439382|35.2188208392546
엔젤유치원||사립(사인)|1ecec08c-f0a9-b044-e053-0a32095ab044|055-641-1300|경상남도 통영시 무전7길 78|08 : 30 ~ 18 : 00|128.426060439955|34.8628432979313
엔젤유치원||사립(사인)|1ecec08c-ffcb-b044-e053-0a32095ab044|054-455-1004|경상북도 구미시 백산로 183|09 : 00 ~ 17 : 00|128.352435016037|36.1158373467342
엔젤유치원||사립(사인)|1ecec08d-041e-b044-e053-0a32095ab044|02-355-8868|서울특별시 은평구 진흥로7길 25|09 : 00 ~ 20 : 00|126.918879169155|37.6042263262939
엔젤유치원                                                              (폐원)||사립(사인)|1ecec08d-0e21-b044-e053-0a32095ab044|032-437-2180|인천광역시 남동구 구월로37번길 12|09 : 30 ~ 19 : 00|126.694708081438|37.4580923608687
엔젤유치원||사립(사인)|1ecec08d-0503-b044-e053-0a32095ab044|032-525-2770|인천광역시 부평구 충선로 124-17|09 : 00 ~ 19 : 00|126.73647425619|37.5002769145073
엔젤유치원||사립(사인)|1ecec08d-0ef9-b044-e053-0a32095ab044|032-561-8801|인천광역시 서구 청라커낼로 163|09 : 00 ~ 19 : 00|126.638944969705|37.526065932917
엔젤유치원||사립(사인)|1fc6dd86-ccba-d1d2-e053-0a32095ad1d2|0617939335|전라남도 광양시 등논3길 5-4|09 : 00 ~ 17 : 00|127.696073163995|34.9527115066746
엔젤유치원||사립(사인)|1ecec08c-f110-b044-e053-0a32095ab044|061-273-1960|전라남도 목포시 양을산길 8|09 : 00 ~ 17 : 00|126.400675478912|34.8129270658256
엔젤유치원||사립(사인)|1ecec08d-037b-b044-e053-0a32095ab044|063-223-2227|전라북도 전주시 완산구 용머리로 9-40|09 : 00 ~ 17 : 00|127.112125544098|35.808178820276
엔젤유치원||사립(사인)|1ecec08d-0894-b044-e053-0a32095ab044|041-579-6755|충청남도 천안시 서북구 월봉7길 77|09 : 00 ~ 17 : 00|127.11701471585|36.7934249043975
엘리트유치원||사립(사인)|1ecec08c-fa02-b044-e053-0a32095ab044|062-572-8600|광주광역시 북구 일곡로49번길 66|09 : 00 ~ 17 : 00|126.892990324974|35.2100586444687
엘리트유치원||사립(사인)|653473a9-c7d6-445b-83f3-b6ec6bddaddb|043-715-5222|충청북도 청주시 청원구 송대상평길 23-16|09 : 00 ~ 19 : 30|127.4527378286|36.7283092334
엘림유치원||사립(사인)|1ecec08d-05d7-b044-e053-0a32095ab044|032-462-1872|인천광역시 남동구 백범로227번길 89-10|09 : 30 ~ 19 : 00|126.723978729227|37.4560519513662
엘씨아이봉선유치원||사립(사인)|1ecec08d-0f7a-b044-e053-0a32095ab044|062-655-0552|광주광역시 남구 봉선로 88|09 : 00 ~ 17 : 00|126.90571084577|35.125817059016
엘씨아이수완유치원||사립(사인)|1ecec08c-fa05-b044-e053-0a32095ab044|062-714-1230|광주광역시 광산구 상완길 233-17|08 : 30 ~ 17 : 00|126.82951954702|35.2071783196872
엘지유치원||사립(사인)|1ecec08d-02b8-b044-e053-0a32095ab044|051-895-7002|부산광역시 부산진구 백양대로300번길 30|09 : 00 ~ 18 : 00|129.018353702087|35.1558923920215
엘키즈유치원||사립(사인)|68a61886-b22e-4146-a0cf-351920ab5b05|053-634-0550|대구광역시 달성군 성천로42길 24|09 : 00 ~ 17 : 00|128.504533645091|35.8103344249411
엘킨유치원||사립(사인)|1ecec08d-09b0-b044-e053-0a32095ab044|031-944-8792|경기도 파주시 고산말길 10-19|09 : 00 ~ 18 : 30|126.799541552|37.7516079222359
여고유치원||사립(사인)|1ecec08c-eece-b044-e053-0a32095ab044|051-502-9479|부산광역시 동래구 여고북로60번길 18|09 : 00 ~ 17 : 00|129.067826245846|35.1998202979641
여나유치원||사립(사인)|1ecec08c-f00d-b044-e053-0a32095ab044|02-536-1116|서울특별시 서초구 서초중앙로 200|09 : 00 ~ 14 : 00|127.0154752718|37.5004267527
여남초등학교병설유치원||공립(병설)|1ecec08c-fc3f-b044-e053-0a32095ab044|061-665-2234|전라남도 여수시 금오로 836|09 : 00 ~ 17 : 00|127.765975783674|34.5112201036318
여량초등학교병설유치원||공립(병설)|1ecec08d-035a-b044-e053-0a32095ab044|033-562-4014|강원도 정선군 서동로 2950|09 : 00 ~ 17 : 00|128.7279716254|37.471585468119
여림유치원                                                              (폐원)||사립(사인)|1ecec08d-0da4-b044-e053-0a32095ab044|032-502-4370|인천광역시 부평구 장제로 121|09 : 00 ~ 19 : 00|126.729629419626|37.4964531311264
여명유치원||사립(법인)|1ecec08c-f3c0-b044-e053-0a32095ab044|051-781-3813|부산광역시 해운대구 재반로118번길 92|09 : 30 ~ 19 : 00|129.130681300055|35.1910857300119
여산초등학교병설유치원||공립(병설)|1ecec08d-0003-b044-e053-0a32095ab044|063-835-8290|전라북도 익산시 동헌길 14|08 : 30 ~ 17 : 00|127.08700071851|36.0593981756065
여수구봉초등학교병설유치원||공립(병설)|1ecec08d-0779-b044-e053-0a32095ab044|061-642-6878|전라남도 여수시 구봉산길 51|09 : 00 ~ 17 : 00|127.71428268356|34.735829684527
여수남산초등학교병설유치원||공립(병설)|1ecec08d-0bee-b044-e053-0a32095ab044|061-641-3250|전라남도 여수시 남산북10길 8|09 : 00 ~ 17 : 00|127.729917477301|34.7373071501696
여수남초등학교병설유치원||공립(병설)|1ecec08c-fe3b-b044-e053-0a32095ab044|061-641-8234|전라남도 여수시 어항로 22|09 : 00 ~ 17 : 00|127.719288052823|34.730918692278
여수동초등학교병설유치원||공립(병설)|1ecec08d-00e5-b044-e053-0a32095ab044|061-665-1112|전라남도 여수시 진남로 151|09 : 00 ~ 17 : 00|127.740216286302|34.7470436290953
