##NAME|SUBNAME|TELNUM|ADDR|NEWADDR@@교촌치킨
교촌치킨|현리점|031-584-9225|경기 가평군 하면 현리 259-7|경기 가평군 하면 조종희망로 26
교촌치킨|고양동점|031-963-1381|경기 고양시 덕양구 고양동 176-8 104호|경기 고양시 덕양구 동헌로 461, 104호
교촌치킨|무원마을점|031-971-9909|경기 고양시 덕양구 행신동 719-9 (1층103호)|경기 고양시 덕양구 무원로 32, 1층 103호
교촌치킨|삼송점|02-381-1991|경기도 고양시 덕양구 신원동 626-1 1층 상가 5~6호|경기 고양시 덕양구 신원로 185(신원동, 1층 상가 5~6호)
교촌치킨|원당점|031-965-3210|경기 고양시 덕양구 성사동 519-2|경기 고양시 덕양구 호국로 838
교촌치킨|행신1호점|031-971-9599|경기 고양시 덕양구 행신동 995-2|경기 고양시 덕양구 중앙로 547
교촌치킨|화정1호(고양)|031-967-8852|경기 고양시 덕양구 화정동 906-5 1층 102호|경기 고양시 덕양구 은빛로 61, 1층 102호
교촌치킨|강선점|031-911-9980|경기 고양시 일산동구 정발산동 717-3|경기 고양시 일산동구 무궁화로75번길 36
교촌치킨|밤가시후곡점|031-924-9292|경기 고양시 일산동구 정발산동 1093|경기 고양시 일산서구 일산로 486
교촌치킨|백마강촌점|031-903-6886|경기 고양시 일산동구 마두1동 734 백마마을4단지상가 106호|경기 고양시 일산동구 강촌로 191
교촌치킨|백송점|031-906-9942|경기 고양시 일산동구 백석동 1225 중앙프라자 103호|경기 고양시 일산동구 강송로 115, 중앙프라자 103호
교촌치킨|식사점|031-932-5557|경기 고양시 일산동구 식사동 1531|경기 고양시 일산동구 위시티2로 11번길
교촌치킨|중산점|031-976-9989|경기 고양시 일산동구 중산동 1667-3|경기 고양시 일산동구 고봉로278번길 16
교촌치킨|호수점|031-903-5014|경기 고양시 일산동구 백석동 1414-15|경기 고양시 일산동구 호수로 446번길 73-3
교촌치킨|구일산점|031-922-5589|경기 고양시 일산서구 일산동 967-6|경기 고양시 일산서구 원일로 21
교촌치킨|대화점|031-919-9981|경기 고양시 일산서구 대화동 2126-2 (동남빌딩 101호)|경기 고양시 일산서구 대산로 212, 동남빌딩 101호
교촌치킨|주엽점|031-911-9985|경기 고양시 일산서구 주엽2동 138 애비뉴상가 1층 1068호|경기 고양시 일산서구 중앙로 1493, 애비뉴상가 1층
교촌치킨|탄현점|031-919-9980|경기 고양시 일산서구 탄현동 1501-4|경기 고양시 일산서구 탄중로233번길 4
교촌치킨|과천1호점|02-503-9952|경기 과천시 원문동 4 레미안 슈르 A상가|4번지)동 제1층 1023호(경기 과천시 별양로 28  A상가(4번지)동 제1층 1023호
교촌치킨|광명1호점|02-2615-9114|경기 광명시 광명동 295-4|경기 광명시 광명로 864
교촌치킨|광명역점|02-897-1991|경기 광명시 일직동 511-5번지 대호M스퀘어 102호, 103호|경기 광명시 신기로 21 대호M스퀘어 102호, 103호
교촌치킨|소하1호점|02-897-2140|경기 광명시 소하동 1240-3|경기 광명시 기아로 24
교촌치킨|소하2호점|02-899-1338|경기 광명시 소하동 1363, 신촌 휴먼시아 상가 106호|경기 광명시 신촌로 49, 신촌 휴먼시아 상가 106호
교촌치킨|철산1호점|02-2060-6761|경기 광명시 철산동 210-1|경기 광명시 시청로 41
교촌치킨|철산2호점|02-2060-7743|경기 광명시 철산동 92-1|경기 광명시 시청로 110
교촌치킨|하안1호점|02-806-2004|경기 광명시 하안동 35-5, 영보빌딩 102호|경기 광명시 하안로287번길 17, 영보빌딩 102호
교촌치킨|곤지암점|031-763-1991|경기 광주시 곤지암읍 곤지암리 443-9|경기 광주시 곤지암읍 경충대로 617
교촌치킨|광주1호점|031-765-8292|경기 광주시 경안동 154-1|경기 광주시 문화로 101번길 2
교촌치킨|신현점|031-726-1091|경기 광주시 오포읍 신현리 371-4|경기 광주시 오포읍 신현로 120
교촌치킨|태전(경기광주)|031-769-1091|경기 광주시 태전동 261-14|경기 광주시 태봉로 26
교촌치킨|수택점|031-569-3999|경기 구리시 교문동 760-12|경기 구리시 이문안로 3
교촌치킨|인창점|031-568-9992|경기 구리시 인창동 527-17|경기 구리시 동구릉로 77
교촌치킨|토평점|031-562-9995|경기 구리시 토평동 999-2|경기 구리시 검배로 126
교촌치킨|당동1호점|031-399-5225|경기 군포시 당동 904-5 그린프라자 102호|경기 군포시 고산로 264번길 13, 그린프라자 102호
교촌치킨|부곡(부곡)|031-462-8292|경기 군포시 부곡동 1120-4|경기 군포시 번영로28번길 37-20(부곡동,덕원프라자)
교촌치킨|산본1호점|031-399-9992|경기 군포시 산본동 1106-3 101호|경기 군포시 산본로 431번길 6, 101호
교촌치킨|산본3호점|031-391-4484|경기 군포시 산본동 48 에덴다모은정아파트 1층|경기 군포시 곡란로 8번길 42, 에덴다모은정아파트 1층
교촌치킨|산본역점|031-397-1991|경기 군포시 산본동 1142-6|경기 군포시 번영로 495
교촌치킨|호계3호점|031-452-9936~7|경기 군포시 당정동 2-3|경기 군포시 엘에스로 13
교촌치킨|고촌점|031-983-0065|경기 김포시 고촌면 신곡리 1052|경기 김포시 고촌읍 고송로 17
교촌치킨|구래점|031-985-2991|경기 김포시 구래동 6883-1|경기 김포시 김포한강9로 76번길 87
교촌치킨|사우점|031-997-9289|경기 김포시 사우동 998|경기 김포시 돌문로 66, 1층
교촌치킨|운양점|031-981-1997|경기 김포시 운양동 1297-6 승문리앤포레 1차 1층|경기 김포시 김포한강11로 310 승문리앤포레 1차 1층
교촌치킨|장기1호점|031-998-9992|경기 김포시 장기동 장기동 1360|경기 김포시 김포한강1로 78번길 6-6, 1층(연경프라자 103,104,114호)
교촌치킨|통진1호점|031-989-4545,989-7092|경기 김포시 서암리 758-79|경기 김포시 서암로 94번길 6
교촌치킨|풍무점|031-985-0779|경기 김포시 풍무동 429-11|경기도 김포시 풍무로 59
교촌치킨|다산신도시1호점|031-551-1991|경기 남양주시 다산동 산3006-2|경기 남양주시 다산순환로 397-125(다산동)
교촌치킨|덕소1호점|031-577-8080|경기 남양주시 와부읍 덕소리 141-91|경기 남양주시 와부읍 수레로 44 1층
교촌치킨|도농1호점|031-568-9289|경기 남양주시 도농동 153-5|경기 남양주시 경춘로 384
교촌치킨|마석점|031-559-9266|경기 남양주시 화도읍 마석우리 384-8|경기 남양주시 화도읍 마석로 100
교촌치킨|별내1호점|031-527-1998|경기 남양주시 별내동 1078-3|경기 남양주시 별내면 별내5로 5번길 47
교촌치킨|별내2호점|031-572-1991|경기 남양주시 별내동 846-7|경기 남양주시 덕송2로6번길 16-48
교촌치킨|오남점|031-574-9981|경기 남양주시 오남읍 오남리 205-19|경기 남양주시 오남읍 진건오남로 647
교촌치킨|진건점|031-528-9994|경기 남양주시 진건읍 사능리 353-4|경기 남양주시 진건읍 사릉로 390
교촌치킨|진접장현리점|031-571-2772|경기 남양주시 진접읍 장현리 672-1|경기 남양주시 진접읍 봉현로 14
교촌치킨|진접지구점|031-527-0401|경기 남양주시 진접읍 금곡리 1041-1|경기 남양주시 진접읍 해밀예당2로 119
교촌치킨|창현점|031-559-9911|경기 남양주시 화도읍 창현리 462-3|경기 남양주시 화도읍 창현로 19
교촌치킨|퇴계원점|031-573-9952|경기 남양주시 퇴계원면 퇴계원리 290-14|경기 남양주시 퇴계원면 퇴계원로 33
교촌치킨|평내점|031-593-9929|경기 남양주시 평내동 203-2|경기 남양주시 경춘로 1298 혜림빌딩
교촌치킨|호평점|031-511-7892|경기 남양주시 호평동 650-1|경기 남양주시 호평로 64-1
교촌치킨|송내(동두천)|031-863-7797|경기 동두천시 지행동 694 예일 복합타워 114호|경기 동두천시 중앙로 134-12, 예일복합타워 114호
교촌치킨|괴안점|032-344-9291|경기 부천시 소사구 괴안동 39-2|경기 부천시 소사구 범안로 2
교촌치킨|소사범박점|032-346-3333|경기 부천시 소사구 소사본동 139-9|경기 부천시 소사구 소사로222
교촌치킨|송내(부천)|032-655-9992|경기 부천시 소사구 송내1동 366-13|경기 부천시 소사구 경인로 67
교촌치킨|심곡1호점|032-611-9239,611-9278|경기 부천시 소사구 심곡본동 678-17|경기 부천시 소사구 성주로 257-1
교촌치킨|고강1호점|032-675-8228,675-8220|경기 부천시 오정구 고강1동 305-4|경기 부천시 오정구 원종로 111
교촌치킨|원종도당점|032-675-9492~3|경기 부천시 오정구 원종1동 281-15|경기 부천시 오정구 소사로 740
교촌치킨|복사골점|032-264-4343|경기 부천시 원미구 중동 716-4|경기 부천시 원미구 중동로 169
교촌치킨|상동1호점|032-224-9292|경기 부천시 원미구 상2동 546-6 110호|경기 부천시 원미구 소향로 25, 110호
교촌치킨|상동역점|032-328-1771|경기 부천시 원미구 상동 523-3 대동프라자 1층 107호|경기 부천시 원미구 도약로 25, 대동프라자 1층 107호
교촌치킨|송내로데오점|032-324-3020|경기 부천시 원미구 상동 400-2|경기 부천시 원미구 상일로 86
교촌치킨|신중동점|032-327-9959|경기 부천시 원미구 중동 1141-1|경기 부천시 원미구 중동로 262번길 40
교촌치킨|역곡2동점|032-344-9220|경기 부천시 원미구 역곡동 48-5|경기 부천시 원미구 부일로 696
교촌치킨|중동2호점|032-328-1600|경기 부천시 원미구 중4동 1033-3|경기 부천시 원미구 길주로 199
교촌치킨|중동꿈마을점|032-611-0920|경기 부천시 원미구 심곡동 93-1|경기 부천시 원미구 부흥로 373번길 78 114, 115호
교촌치킨|동판교점|031-8061-0771|경기 성남시 분당구 삼평동 664|경기 성남시 분당구 판교역로 192번길 12
교촌치킨|무지개마을점|031-713-9971|경기 성남시 분당구 구미동 212-2|경기 성남시 분당구 미금로 22번길 8
교촌치킨|미금점|031-717-8884|경기 성남시 분당구 구미동 47-1|경기 성남시 분당구 미금일로 74번길 20
교촌치킨|서판교점|031-702-1990|경기 성남시 분당구 판교동 612-3|경기 성남시 분당구 운중로 243번길 14
교촌치킨|서현점|031-702-5757|경기 성남시 분당구 서현동 89-7, 삼성한신근린상가|경기 성남시 분당구 중앙공원로 39번길 7, 1층 121호
교촌치킨|수내1호점|031-712-1991|경기 성남시 분당구 수내동 32 양지마을청구아파트|경기 성남시 분당구 내정로 165번길 38 (양지마을청구아파트)
교촌치킨|아름마을점|031-701-9972|경기 성남시 분당구 야탑동 533-8, 미라보상가 1층 7호|경기 성남시 분당구 판교로 445, 미라보상가 1층 7호
교촌치킨|야탑1호점|031-709-9960|경기 성남시 분당구 야탑동 272-4|경기 성남시 분당구 벌말로 40번길 3
교촌치킨|정자점|031-718-5436|경기 성남시 분당구 정자동 17-5|경기 성남시 분당구 성남대로 349 시그마타워
교촌치킨|효자(분당)|031-702-0203|경기 성남시 분당구 서현동 298-3  효자촌프라자 119호|경기 성남시 분당구 돌마로 478, 효자촌프라자 119호
교촌치킨|수진1호점|031-752-9999|경기 성남시 수정구 수진동 88번지 102호|경기 성남시 수정구 제일로 148, 102호
교촌치킨|신흥1호점|031-745-5898|경기 성남시 수정구 신흥동 34|경기 성남시 수정구 수정로 273
교촌치킨|태평1동점|031-757-8787|경기 성남시 수정구 태평동 6974-1|경기 성남시 수정구 성남대로 1233
교촌치킨|금광1호점|031-732-9997|경기 성남시 중원구 금광동 2706|경기 성남시 중원구 자혜로 82-1
교촌치킨|상대원1호점|031-744-2004|경기 성남시 중원구 상대원동 5027|경기 성남시 중원구 희망로 321
교촌치킨|은행1호(성남)|031-745-5494|경기 성남시 중원구 은행동 663-3|경기 성남시 중원구 산성대로 572
교촌치킨|고색점|031-292-0050|경기 수원시 권선구 고색동 31-4|경기 수원시 권선구 매송고색로 737
교촌치킨|곡반정점|031-236-4991|경기 수원시 권선구 곡반정동 584-4|경기 수원시 권선구 동수원로 58번길 18
교촌치킨|권선1호점|031-232-0292|경기 수원시 권선구 권선동 1260-5|경기 수원시 권선구 권광로 54
교촌치킨|금곡1호점|031-295-2339|경기 수원시 권선구 금곡동 1088-1|경기 수원시 권선구 금곡로118번길 10, 114호,115호
교촌치킨|매교점|031-238-3690|경기 수원시 권선구 세류동 97-5|경기 수원시 권선구 효원로 94번길 9
교촌치킨|탑동(수원)|031-291-0128|경기 수원시 권선구 탑동 766-2|경기 수원시 권선구 탑동로 56
교촌치킨|호매실점|031-292-9252|경기 수원시 권선구 금곡동 1137-3|경기 수원시 권선구 금호로 73-5, 1층
교촌치킨|광교1호점|031-212-1998|경기 수원시 영통구 이의동 1332 CB 4~5호|경기 수원시 영통구 센트럴타운로 85
교촌치킨|매탄1호점|031-222-3120|경기 수원시 영통구 매탄동 1170-4|경기 수원시 영통구 매탄로 45(매탄동 1층)
교촌치킨|매탄2호점|031-211-2616|경기 수원시 영통구 매탄2동 199-69|경기 수원시 영통구 매영로 53(매탄동)
교촌치킨|매탄3호점|031-216-5425|경기 수원시 영통구 매탄4동 208-21|경기 수원시 영통구 매탄로 184
교촌치킨|신영통1호점|031-273-7333|경기 수원시 영통구 망포동 369-3|경기 수원시 영통구 영통로 161
교촌치킨|영통1호점|031-203-0960|경기 수원시 영통구 영통동 1005-1|경기 수원시 영통구 영통동 반달로 38
교촌치킨|영통2호점|031-205-9245|경기 수원시 영통구 영통동 945-4, 한솔프라자 109호|경기 수원시 영통구 봉영로 1767, 한솔프라자 109호
교촌치킨|연무1호점|031-253-9244|경기 수원시 장안구 연무동 249-13|경기 수원시 장안구 월드컵로 420-2
교촌치킨|율전1호점|031-292-9898|경기 수원시 장안구 율전동 305-6|경기 수원시 장안구 율전로 107
교촌치킨|정자1호점|031-245-4599|경기 수원시 장안구 정자동 41-2|경기 수원시 장안구 장안로 111
교촌치킨|정자2호점|031-251-2332|경기 수원시 장안구 천천동 502-6, 1층|경기 수원시 장안구 정자로 28(천천동), 1층
교촌치킨|조원1호점|031-248-5425|경기 수원시 장안구 조원동 729-12|경기 수원시 장안구 조원로 100-1
교촌치킨|파장점|031-245-9252|경기 수원시 장안구 송죽동 216-1|경기 수원시 장안구 경수대로 998
교촌치킨|아주대점|031-212-0404|경기 수원시 팔달구 우만동 85-3 우만동R타워|경기 수원시 팔달구 중부대로239번길 5(우만동,우만동R타워)
교촌치킨|우만1호점|031-242-9985|경기 수원시 팔달구 우만1동 466-4|경기 수원시 팔달구 월드컵로 371
교촌치킨|화서1호점|031-292-5225~6|경기 수원시 팔달구 화서동 703 꽃뫼양지마을|대우아파트) 상가 105, 106호(경기 수원시 팔달구 수성로 101번길 20, 꽃뫼양지마을(대우아파트) 상가 105, 106호
교촌치킨|화서2호점|031-257-9959|경기 수원시 팔달구 화서동 185-3|경기 수원시 팔달구 화양로 25(화서동)
교촌치킨|거모점|031-491-9202|경기 시흥시 거모동 1757-1|경기 시흥시 군자로 507
교촌치킨|능곡점|031-318-1991|경기 시흥시 능곡동 545|경기 시흥시 승지로 69
교촌치킨|목감신도시1호점|031-486-1991|경기 시흥시 목감동 410-2|경기 시흥시 남왕길 48
교촌치킨|배곧신도시1호점|031-433-1992|경기 시흥시 정왕동 2475 에이플러스 115, 116호|경기 시흥시 배곧4로 18 에이플러스 115, 116호
교촌치킨|신천1호(시흥)|031-316-9797|경기 시흥시 신천동 707-50|경기 시흥시 대골안길 92
교촌치킨|은행1호(시흥)|031-404-9945|경기 시흥시 대야동 580-4|경기 시흥시 은행로 166
교촌치킨|장곡점|031-404-5220|경기 시흥시 장곡동 823-5, 동서빌딩|경기도 시흥시 장곡로 19 동서빌딩
교촌치킨|정왕1호점|031-432-5001|경기 시흥시 정왕동 1593-2|경기 시흥시 봉우재로 16
교촌치킨|정왕2호점|031-432-5844|경기 시흥시 정왕동 1859-3|경기 시흥시 옥구상가2길 12
교촌치킨|정왕3호점|031-488-9677|경기 시흥시 정왕동 1726-1, 광개토빌딩 104호|경기 시흥시 정왕대로 174, 광개토빌딩 104호
교촌치킨|고잔1호점|031-402-9959|경기 안산시 단원구 고잔동 756-1|경기 안산시 단원구 민속공원로 90
교촌치킨|고잔2호점|031-482-4241|경기 안산시 단원구 와동 685-6|경기 안산시 단원구 삼일로 455-1
교촌치킨|선부1호점|031-414-0277~8|경기 안산시 단원구 선부동 1064-5|경기 안산시 단원구 석수로 31-1
교촌치킨|원곡1호점|031-494-9515~6|경기 안산시 단원구 원곡동 754-6|경기 안산시 단원구 원곡로 58
교촌치킨|중앙(안산)|031-405-1991|경기 안산시 단원구 고잔동 540-7|경기 안산시 단원구 고잔1길 66, 1층
교촌치킨|반월점|031-418-1000|경기 안산시 상록구 건건동 650-1|경기 안산시 상록구 건건3길 5
교촌치킨|본오1호점|031-419-4991|경기 안산시 상록구 본오동 879-10|경기 안산시 상록구 샘골로 157
교촌치킨|부곡(안산)|031-501-9924~5|경기 안산시 상록구 부곡동 670-2|경기 안산시 상록구 부곡로 107
교촌치킨|사동1호점|031-438-9200|경기 안산시 상록구 사동 1201|경기 안산시 상록구 용신로 262, 101호
교촌치킨|사동2호점|031-502-9935~6|경기 안산시 상록구 사동 1376-7|경기 안산시 상록구 항가울로 54-1, 102/103호
교촌치킨|월피점|031-413-9988|경기 안산시 상록구 월피동 442-26, 1층|경기 안산시 상록구 충장로 584, 1층
교촌치킨|일동점|031-501-9953~4|경기 안산시 상록구 일동 89-3|경기 안산시 상록구 구룡로 19-1
교촌치킨|공도1호점|031-655-8295|경기 안성시 공도읍 만정리 417-98|경기 안성시 공도읍 공도로 68
교촌치킨|안성1호점|031-674-4565|경기 안성시 연지동 94|경기 안성시 안성맞춤대로 1092
교촌치킨|안성2호점|031-675-8886|경기 안성시 인지동 397-1|경기 안성시 장기로 68-1
교촌치킨|진사리점|031-653-8882|경기 안성시 공도읍 진사리 348, 서지프라자 106호|경기 안성시 공도읍 진건중길 39, 서지프라자 106호
교촌치킨|관양점|031-422-2829|경기 안양시 동안구 관양동 1437-20 1층|경기 안양시 동안구 관악대로 419-1, 1층
교촌치킨|비산1호점|031-388-9987|경기 안양시 동안구 비산동 566-7|경기 안양시 동안구 경수대로 899
교촌치킨|평촌1호점|031-381-5585|경기 안양시 동안구 평촌동 922-2|경기 안양시 동안구 평촌대로 122
교촌치킨|평촌3호점|031-382-0555|경기 안양시 동안구 비산동 1059 층 A동 103호|경기 안양시 동안구 관악대로 272 1층 A동 103호
교촌치킨|호계1호(안양)|031-455-9989|경기 안양시 동안구 호계2동 927-2|경기 안양시 동안구 귀인로 104
교촌치킨|박달사거리점|031-464-1991|경기 안양시 만안구 박달동 85-15|경기 안양시 만안구 박달로 508
교촌치킨|석수1호점|031-473-9922|경기 안양시 만안구 석수1동 177-6|경기 안양시 만안구 경수대로 1207
교촌치킨|안양1번가점|031-444-1991|경기 안양시 만안구 안양동 674-241|경기 안양시 만안구 장내로 143번길 34
교촌치킨|안양1호점|031-444-9242~3|경기 안양시 만안구 안양동 765-8|경기 안양시 만안구 병목안로 87
교촌치킨|안양2호점|031-443-0064~5|경기 안양시 만안구 안양 5동 448-22 진명빌딩 103호|경기 안양시 만안구 냉천로 126, 진명빌딩 103호
교촌치킨|고읍1호점|031-845-1212|경기 양주시 광사동 657|경기 양주시 고읍남로 23, 103호
교촌치킨|다산신도시1호점|031-551-1991|경기 남양주시 다산동 산3006-2|경기 남양주시 다산순환로 397-125(다산동)
교촌치킨|덕소1호점|031-577-8080|경기 남양주시 와부읍 덕소리 141-91|경기 남양주시 와부읍 수레로 44 1층
교촌치킨|덕정1호점|031-858-7447|경기 양주시 덕정동 240-27|경기 양주시 고암길 358
교촌치킨|도농1호점|031-568-9289|경기 남양주시 도농동 153-5|경기 남양주시 경춘로 384
교촌치킨|마석점|031-559-9266|경기 남양주시 화도읍 마석우리 384-8|경기 남양주시 화도읍 마석로 100
교촌치킨|백석(양주)|031-829-9282|경기 양주시 백석읍 복지리 168-3|경기 양주시 백석읍 호명로 38
교촌치킨|별내1호점|031-527-1998|경기 남양주시 별내동 1078-3|경기 남양주시 별내면 별내5로 5번길 47
교촌치킨|별내2호점|031-572-1991|경기 남양주시 별내동 846-7|경기 남양주시 덕송2로6번길 16-48
교촌치킨|오남점|031-574-9981|경기 남양주시 오남읍 오남리 205-19|경기 남양주시 오남읍 진건오남로 647
교촌치킨|옥정점|031-866-1991|경기 양주시 옥정동 966-1 (101호, 102호)|경기 양주시 옥정동로7다길 62 101호, 201호
교촌치킨|진건점|031-528-9994|경기 남양주시 진건읍 사능리 353-4|경기 남양주시 진건읍 사릉로 390
교촌치킨|진접장현리점|031-571-2772|경기 남양주시 진접읍 장현리 672-1|경기 남양주시 진접읍 봉현로 14
교촌치킨|진접지구점|031-527-0401|경기 남양주시 진접읍 금곡리 1041-1|경기 남양주시 진접읍 해밀예당2로 119
교촌치킨|창현점|031-559-9911|경기 남양주시 화도읍 창현리 462-3|경기 남양주시 화도읍 창현로 19
교촌치킨|퇴계원점|031-573-9952|경기 남양주시 퇴계원면 퇴계원리 290-14|경기 남양주시 퇴계원면 퇴계원로 33
교촌치킨|평내점|031-593-9929|경기 남양주시 평내동 203-2|경기 남양주시 경춘로 1298 혜림빌딩
교촌치킨|호평점|031-511-7892|경기 남양주시 호평동 650-1|경기 남양주시 호평로 64-1
교촌치킨|양평점|031-775-1481|경기 양평군 양평읍 양근리 183-4|경기 양평군 양평읍 시민로 44
교촌치킨|여주1호점|031-885-1655~6|경기 여주군 하동 405-4|경기도 여주시 우암로 38
교촌치킨|전곡점|031-833-1991|경기 연천군 전곡읍 전곡리 302-11|경기 연천군 전곡읍 온골로 43번길 3
교촌치킨|세마1호점|031-372-1994|경기 오산시 내삼미동 856-8|경기 오산시 수청로 62
교촌치킨|운암2호점|031-378-9229|경기 오산시 오산동 919-3, 102호|경기 오산시 운암로 117, 102호
교촌치킨|원동점|031-378-2277~8|경기 오산시 오산동 881-7|경기 오산시 오산로 199 동양프라자 101호, 102호
교촌치킨|구갈2지구점|031-281-9282|경기 용인시 기흥구 구갈동 353-3|경기 용인시 기흥구 구갈로 72번길 18
교촌치킨|구성1호점|031-283-9936|경기 용인시 기흥구 마북동 370-9|경기 용인시 기흥구 구성로 19
교촌치킨|동백1호점|031-274-0033|경기 용인시 기흥구 동백동 614-5|경기 용인시 기흥구 평촌1로 1번길 7
교촌치킨|보라점|031-281-1992|경기 용인시 기흥구 보라동 581-2|경기 용인시 기흥구 한보라2로 14번길 4-16
교촌치킨|흥덕점|031-215-9253|경기 용인시 기흥구 영덕동 1007-6|경기 용인시 기흥구 흥덕1로 52
교촌치킨|상현1호점|031-276-1566|경기 용인시 수지구 상현동 3-4|경기 용인시 수지구 만현로20
교촌치킨|상현역점|031-213-1996|경기 용인시 수지구 상현동 1160|경기 용인시 수지구 광교호수로360번길 2
교촌치킨|성복점|031-264-1991|경기 용인시 수지구 성복동 162-3|경기 용인시 수지구 성복2로 100
교촌치킨|수지1지구점|031-265-5568~9|경기 용인시 수지구 풍덕천동 29-10|경기 용인시 수지구 수지로342번길 17(풍덕천동,에덴프라자)
교촌치킨|수지2지구점|031-261-2335|경기 용인시 수지구 풍덕천동 697|경기 용인시 수지구 정평로 102(풍덕천동)
교촌치킨|죽전점|031-265-6222~1|경기 용인시 수지구 죽전동 1151|경기 용인시 수지구 탄천상로 7 (101호)
교촌치킨|둔전점|031-333-9245|경기 용인시 처인구 포곡읍 둔전리 400-2|경기 용인시 처인구 포곡읍 포곡로 79
교촌치킨|용인1호점|031-339-0725|경기 용인시 처인구 김량장동 293-24|경기 용인시 처인구 중부대로 1355
교촌치킨|용인2호점|031-335-5478|경기 용인시 처인구 마평동 657-14|경기 용인시 처인구 금령로 141
교촌치킨|내손갈뫼점|031-426-0394~5|경기 의왕시 내손1동 755-4 명성프라자|경기 의왕시 계원대학로 28
교촌치킨|오전고천점|031-477-1150~1|경기 의왕시 오전동 276-1, 114호|경기 의왕시 경수대로 292, 114호
교촌치킨|인덕원점|031-422-9114|경기 의왕시 포일동 662|경기 의왕시 포일세거리로 3, 파레사타워 102호
교촌치킨|포일내손점|031-462-1991|경기 의왕시 내손동 652-21|경기 의왕시 내손순환로 186-1
교촌치킨|금오점|031-853-0092|경기 의정부시 금오동 473-4|경기 의정부시 부용로 105
교촌치킨|녹양점|031-829-9989|경기 의정부시 가능동 92-51|경기 의정부시 서부로 743
교촌치킨|민락(의정부)|031-872-1991|경기 의정부시 민락동 834-3|경기 의정부시 오목로 225번길 89-41
교촌치킨|신곡점|031-821-7795~6|경기 의정부시 신곡동 484|경기 의정부시 능곡로 26번길 23
교촌치킨|신곡2호점|031-855-9992|경기 의정부시 신곡1동 707-2|경기 의정부시 신곡로 61
교촌치킨|용현1호점|031-853-9981~2|경기 의정부시 용현동 18-15|경기 의정부시 충의로 37
교촌치킨|의정부역점|031-855-1992|경기 의정부시 의정부동 140-3 미래프라자 1층|경기도 의정부시 의정부동 평화로 512 미래프라자 1층
교촌치킨|장암점|031-840-9290|경기 의정부시 신곡1동 336|경기도\ 의정부시 동일로 468
교촌치킨|호원1호점|031-826-0468|경기 의정부시 호원동 466-15|경기 의정부시 평화로 156
교촌치킨|이천1호점|031-635-9014|경기 이천시 창전동 458-17|경기 이천시 영창로 247
교촌치킨|이천하이닉스점|031-637-3392,0305|경기 이천시 부발읍 아미리 1003-2번|경기 이천시 부발읍 향교로 84
교촌치킨|증포점|031-637-8292|경기 이천시 증포동 153-5|경기 이천시 이섭대천로 1358
교촌치킨|가람마을점|031-946-4472|경기 파주시 와동동 1557-1|경기 파주시 가람로 47
교촌치킨|교하신도시점|031-945-9285|경기 파주시 다율동 1001-6|경기 파주시 순못길 7
교촌치킨|금촌1호점|031-941-4043|경기 파주시 금촌동 790-10 1층|경기 파주시 황골로 75, 1층
교촌치킨|금촌로데오점|031-946-9222|경기 파주시 금촌동 986-2|경기 파주시 금빛로 27
교촌치킨|문산점|031-953-5848|경기 파주시 문산읍 문산리 17-345 1층 5호|경기 파주시 문산읍 문향로 30, 1층 5호
교촌치킨|봉일천점|031-944-8279|경기 파주시 조리읍 봉일천리 142-3|경기 파주시 조리읍 고봉로 1032
교촌치킨|운정1호점|031-944-2228|경기 파주시 동패동 1758|경기 파주시 와석순환로 135
교촌치킨|비전1호점|031-658-1255|경기 평택시 비전동 272-7|경기 평택시 평택5로 176
교촌치킨|비전2호점|031-618-3678|경기 평택시 비전1동 793-7|경기 평택시 평택2로 117
교촌치킨|세교점|031-651-9982|경기 평택시 세교동 558 우성꿈그린@상가 105,106호|경기 평택시 세교3로 5 우성꿈그린@상가 105,106호
교촌치킨|송탄1호점|031-667-7771|경기 평택시 서정동 843-10|경기 평택시 서정로 251
교촌치킨|송탄2호점|031-668-9949|경기 평택시 지산동 995|경기 평택시 지산천로 63
교촌치킨|안중1호점|031-682-1714|경기 평택시 안중읍 현화리 831|경기 평택시 안중읍 안현로서8길 57
교촌치킨|팽성1호점|031-691-3424|경기 평택시 팽성읍 안정리 26-49|경기 평택시 팽성읍 안정로 73
교촌치킨|포승1호점|031-684-5552|경기 평택시 도곡리 1142-16|경기 평택시 포승읍 여술로 33-1
교촌치킨|송우점|031-542-9113|경기 포천시 소흘읍 송우리 729-3 파크프라자 1층|경기 포천시 소흘읍 송우로 75
교촌치킨|포천점|031-531-9982~3|경기 포천시 신읍동 47-10|경기 포천시 구절초로 44
교촌치킨|덕풍1호점|031-792-8288|경기 하남시 덕풍동 309-64|경기 하남시 하남대로 859
교촌치킨|미사1호점|031-796-7887|경기 하남시 망월동 1004-1|경기 하남시 미사강변북로 30번길 127
교촌치킨|신장1호점|031-791-9292|경기 하남시 신장동 447-28|경기 하남시 하남대로 771
교촌치킨|신장2호점|031-792-1992|경기 하남시 천현동 40-13|경기 하남시 천현로 130
교촌치킨|동탄1호점|031-613-9294|경기 화성시 반송동 42-6|경기 화성시 동탄지성로 92
교촌치킨|동탄2/영천점|031-372-1991|경기 화성시 영천동 701-1|경기 화성시 지산2길 4-7
