##NAME|TYPE|SUBNAME|TELNUM|ADDR|FATHER|SOURCE2@@교회
만민교회|호헌||053-781-5004|대구시 수성구 범물동 1313-1|박해득 목사|한국컴퓨터선교회
무궁화교회|합동||053-752-7346|대구시 수성구 수성2가 136-3|이무일 목사|한국컴퓨터선교회
미문교회|통합||053-782-7932|대구시 수성구 지산동 1186-2|황용문 목사|한국컴퓨터선교회
범물교회|합동||053-784-2504|대구시 수성구 지산동 1199-10|임창대 목사|한국컴퓨터선교회
범물제일교회|통합||053-783-2224|대구시 수성구 범물동 1292-16|김정표 목사|한국컴퓨터선교회
범물중앙교회|통합||053-782-9890|대구시 수성구 범물2동 463-3|구자륜 목사|한국컴퓨터선교회
범물교회|개혁||053-782-1492|대구시 수성구 범물동 905|김철현 목사|한국컴퓨터선교회
범일교회|합동||053-783-7971|대구시 수성구 범물동 466|김수석 목사|한국컴퓨터선교회
벧엘교회|고신||053-793-1074|대구시 수성구 신매동 568-2|문동경 목사|한국컴퓨터선교회
본향교회|합동||053-793-5626|대구시 수성구 매호동 1344-7|최석식 목사|한국컴퓨터선교회
비전교회|합동||053-782-4511|대구시 수성구 지산동 1288-13|이광호 목사|한국컴퓨터선교회
사랑의교회|호헌||053-782-5625|대구시 수성구 지산동 1207-12|현영일 목사|한국컴퓨터선교회
사랑하는교회|통합||053-792-0462|대구시 수성구 신매동 586-5|김은호 목사|한국컴퓨터선교회
상동교회|통합||053-762-1861|대구시 수성구 상동 252|이삼우 목사|한국컴퓨터선교회
상동제일교회|기감||053-768-1896|대구시 수성구 상동 314-4|이용수 목사|한국컴퓨터선교회
새대구교회|통합||053-767-4663|대구시 수성구 중동 541-1|김성식 목사|한국컴퓨터선교회
새대구교회|기침||053-794-8670|대구 수성구 욱수동 유니버시아드로 68길 15|황일구 목사|한국컴퓨터선교회
새빛교회|통합||053-792-4704|대구시 수성구 매호동 1344-11|박경서 목사|한국컴퓨터선교회
새한교회|합동||053-781-3155|대구시 수성구 범물동 청아상가타운107/205|염은철 목사|한국컴퓨터선교회
샘깊은교회|기독교한국침례회||053-642-7384|대구 달서구 대천동 911|손석원 목사|한국컴퓨터선교회
서광교회|기장||053-756-3618|대구시 수성구 범어4동 204-1|전국종 목사|한국컴퓨터선교회
선린교회|합동||053-781-7823|대구시 수성구 범물동 1265-2|권요한 목사|한국컴퓨터선교회
선일교회|통합||053-782-1118|대구시 수성구 지산동 1157-23|서금철 목사|한국컴퓨터선교회
성덕교회|합동||053-781-2921|대구시 수성구 지산동 566-7|윤희주 목사|한국컴퓨터선교회
성만교회|합동||053-742-1009|대구시 수성구 만촌2동 973-6|김광수 목사|한국컴퓨터선교회
성문교회|합동||053-959-9868|대구시 수성구 범물동 17태성 105-803|라국찬 목사|한국컴퓨터선교회
성민교회|합동||053-766-0642|대구시 수성구 황금동 282 신천지마을 205-502|한봉근 목사|한국컴퓨터선교회
성민교회|통합||053-762-9597|대구시 수성구 범어1동 774-27|추만호 목사|한국컴퓨터선교회
성산교회|통합||053-762-3233|대구시 수성구 범어1동 733|박연모 목사|한국컴퓨터선교회
성삼교회|기장||053-754-7222|대구시 수성구 범어2동 180-1|예종도 목사|한국컴퓨터선교회
성우교회|합동||053-765-6508|대구시 수성구 황금2동 665|김달원 목사|한국컴퓨터선교회
성원교회|합동||053-753-1684|대구시 수성구 황금동 116-6|이무형 목사|한국컴퓨터선교회
세광교회|합동||053-793-2232|대구시 수성구 매호동 1328-19|천주용 목사|한국컴퓨터선교회
소망교회|기성||053-781-9300|대구시 수성구 지산동 1258-1|구화일 목사|한국컴퓨터선교회
소망교회|합동||053-754-6607|대구시 수성구 범어1동 588-20|이태희 목사|한국컴퓨터선교회
수동교회|통합||053-782-0695|대구시 수성구 지산동 1193-6|이희옥 목사|한국컴퓨터선교회
수성교회|기성||053-782-9100|대구시 수성구 지산동 1161-57|김종두 목사|한국컴퓨터선교회
수성로교회|합동||053-784-4916|대구시 수성구 지산동 513-1|김황규 목사|한국컴퓨터선교회
수성동부교회|합동||053-812-2640|대구시 수성구 가천동 153-4|한정훈 목사|한국컴퓨터선교회
수성제일교회|통합||053-781-8016|대구시 수성구 지산2동 1212-8|최윤관 목사|한국컴퓨터선교회
수정교회|고신||053-766-2063|대구시 수성구 지산1동 974-3|이인영 목사|한국컴퓨터선교회
시온성교회|통합||053-756-7750|대구시 수성구 범어1동 193-40|김득기 목사|한국컴퓨터선교회
시지교회|합동||053-791-3407|대구시 수성구 매호동 971-1|최선부 목사|한국컴퓨터선교회
시지교회|기하성||053-792-5488|대구시 수성구 신매동 224-3|박성근 목사|한국컴퓨터선교회
시지제일교회|통합||053-792-8097|대구시 수성구 매호동 1328-6|박연근 목사|한국컴퓨터선교회
신광교회|기성||053-756-4552|대구시 수성구 범어4동 139-4|노권형 목사|한국컴퓨터선교회
신동산교회|기하성||053-768-1271|대구시 수성구 중동 532-142|서정석 목사|한국컴퓨터선교회
대구신매교회|고신||053-791-7555|대구시 수성구 신매동 209|박남수 목사|한국컴퓨터선교회
신성교회|기장||053-755-9478|대구시 수성구 수성4가 1057|홍수화 목사|한국컴퓨터선교회
신은교회|합동||053-762-3917|대구시 수성구 수성2가 264-2|장태보 목사|한국컴퓨터선교회
신일교회|통합||053-756-7740|대구시 수성구 범어4동 75-5|김군식 목사|한국컴퓨터선교회
심광교회|기장||053-768-2258|대구시 수성구 파동 368-3|이동희 목사|한국컴퓨터선교회
아멘교회|합동||053-753-2001|대구시 수성구 범어4동 295|최봉우 목사|한국컴퓨터선교회
아시아선교교회|통합||053-814-6241|대구시 수성구 신매동 568-4|박   황 목사|한국컴퓨터선교회
양우리교회|합동||053-794-1577|대구시 수성구 신매동 267-6|여해정 목사|한국컴퓨터선교회
언약교회|고신||053-741-6221|대구시 수성구 범어4동 140-3|박길현 목사|한국컴퓨터선교회
에덴교회|합동||053-767-1350|대구시 수성구 파동 199-22|신성균 목사|한국컴퓨터선교회
엘림교회|통합||053-751-2851|대구시 수성구 만촌3동 884-11|안상을 목사|한국컴퓨터선교회
엠마오교회|합동||053-812-0300|대구시 수성구 시지동 349 전원타운 103-203|이영근 목사|한국컴퓨터선교회
영광교회|합동||053-812-3008|대구시 수성구 내환동 187-1|임병재 목사|한국컴퓨터선교회
영광교회|기침||053-762-6178|대구시 수성구 황금동 698-5|천병진 목사|한국컴퓨터선교회
황금동교회|나사렛||053-763-4193|대구시 수성구 황금동 807-4|안계종 목사|한국컴퓨터선교회
영남제일교회|통합||053-762-7981|대구시 수성구 두산동 139-5|신성훈 목사|한국컴퓨터선교회
영산교회|개혁||053-768-4578|대구시 수성구 황금동 264|박대해 목사|한국컴퓨터선교회
영신교회|합동||053-783-0201|대구시 수성구 지산동 1197-20|김종상 목사|한국컴퓨터선교회
영지교회|기장||053-474-0138|대구시 남구 대명8동 2013-224|황용대 목사|한국컴퓨터선교회
예닮교회|나사렛||053-791-6587|대구시 수성구 신매동 538-8|조덕영 목사|한국컴퓨터선교회
예닮교회|합동||053-782-1117|대구시 수성구 지산동 1157|배명수 목사|한국컴퓨터선교회
예양교회|합동||053-761-9744|대구시 수성구 지산1동 996-7|이재수 목사|한국컴퓨터선교회
옥토교회|합동||053-744-1900|대구시 수성구 범어2동 221-12|최희석 목사|한국컴퓨터선교회
용산교회|개혁||053-755-2148|대구시 수성구 범어1동 774-38|김순주 목사|한국컴퓨터선교회
욱수교회|통합||053-791-8232|대구시 수성구 욱수동 162|최재옥 목사|한국컴퓨터선교회
은성교회|합동||053-768-4601|대구시 수성구 파동 284|김기수 목사|한국컴퓨터선교회
은진교회|합동||053-765-4251|대구시 수성구 파동 27-63|홍대준 목사|한국컴퓨터선교회
이례교회|개혁||053-753-7594|대구시 수성구 만촌3동 871-9|양황은 목사|한국컴퓨터선교회
이웃교회|합동||053-793-3467|대구시 수성구 시지동 360|김재규 목사|한국컴퓨터선교회
작은자교회|보수합동||053-952-6136|대구시 수성구 황금1동 황금A 302-715|김기일 목사|한국컴퓨터선교회
재광교회|개혁합신||053-763-4028|대구시 수성구 지산동 1196-19|김영수 목사|한국컴퓨터선교회
정금교회|합동||053-784-1869|대구시 수성구 중동 492-3|노병철 목사|한국컴퓨터선교회
정동교회|통합||053-764-3927|대구시 수성구 지산동 1038-2|권오진 목사|한국컴퓨터선교회
정록교회|합동||053-741-0851|대구시 수성구 만촌1동 676-34|구희섭 목사|한국컴퓨터선교회
정문교회|고신||053-743-9204|대구시 수성구 만촌2동 977-3|이명일 목사|한국컴퓨터선교회
제삼삼승교회|고신||053-765-5609|대구시 수성구 파동 149-8|허헌태 목사|한국컴퓨터선교회
제이동부교회|합동||053-792-2031|대구시 수성구 시지동 30-7|박인희 목사|한국컴퓨터선교회
제일교회|기하성||053-767-1594|대구시 수성구 중동 551-51|김철수 목사|한국컴퓨터선교회
제일교회|합동중앙||053-791-6855|대구시 남구 이천동 2-2|전신애 목사|한국컴퓨터선교회
제일동교회|통합||053-756-9289|대구시 수성구 범어1동 672-1|조용복 목사|한국컴퓨터선교회
주농교회|합동||053-741-5504|대구시 수성구 범어2동 424-3|김영진 목사|한국컴퓨터선교회
주농교회|합동||053-741-5504|대구시 수성구 범어2동 424-3|김영진 목사|한국컴퓨터선교회
주산교회|통합||053-782-2135|대구시 수성구 지산동 503-1|권오진 목사|한국컴퓨터선교회
주안교회|합동정통||053-781-9141|대구시 수성구 범물동 1292-7|최종인 목사|한국컴퓨터선교회
주은교회|통합||053-781-2626|대구시 수성구 범물동 1321-1|김태곤 목사|한국컴퓨터선교회
주평화선교교회|통합||053-791-8741|대구시 수성구 시지동 349 청구전원A 105-103|오도원 목사|한국컴퓨터선교회
주현교회|통합||053-768-8843|대구시 수성구 두산동 129-1|임광명 목사|한국컴퓨터선교회
지산교회|통합||053-782-2135|대구시 수성구 지산동 503-1|방상국 목사|한국컴퓨터선교회
지산안디옥교회|통합||053-783-2397|대구시 수성구 지산1동 565-1|이원일 목사|한국컴퓨터선교회
찬양교회|통합||053-783-7620|대구시 수성구 시지동 247-8|김하율 목사|한국컴퓨터선교회
창대교회|합동||053-768-8291|대구시 수성구 파동 261 동호빌라 201|강철원 목사|한국컴퓨터선교회
창성교회|대신||053-763-5875|대구시 수성구 황금동 741-5|함보호 목사|한국컴퓨터선교회
창성교회|합동||053-793-4552|대구시 수성구 시지동 247-2|정창현 목사|한국컴퓨터선교회
창신교회|통합||053-753-2068|대구시 수성구 만촌1동 1417|조규호 목사|한국컴퓨터선교회
창조교회|기침||053-743-6985|대구시 수성구 범어4동 300|김태정 목사|한국컴퓨터선교회
천성교회|통합||053-752-4402|대구시 수성구 범어4동 100|이동호 목사|한국컴퓨터선교회
초대교회|합동||053-765-0691|대구시 수성구 황금1동 265|이명필 목사|한국컴퓨터선교회
초성교회|호헌||053-763-2193|대구시 수성구 두산동 159-1|배영환 목사|한국컴퓨터선교회
초원교회|합동||053-792-0842|대구시 수성구 욱수동 246|이국동 목사|한국컴퓨터선교회
충신교회|통합||053-783-3413|대구시 수성구 범물동 1369-18|현오율 목사|한국컴퓨터선교회
칠성교회|통합||053-767-1610|대구시 수성구 두산동 90|한화섭 목사|한국컴퓨터선교회
파동제일교회|통합||053-762-7572|대구시 수성구 파동 135-6|서정식 목사|한국컴퓨터선교회
파둥세광교회|합동||053-756-5208|대구시 수성구 파동 138-59 부림빌딩|김진철 목사|한국컴퓨터선교회
평강교회|합동||053-765-8282|대구시 수성구 두산동 900|박은배 목사|한국컴퓨터선교회
푸른교회|통합||053-784-6089|대구시 수성구 범물동 용지A상가 3층|박순종 목사|한국컴퓨터선교회
풍성한교회|합동||053-782-8797|대구시 수성구 지산1동 1268-19|전창호 목사|한국컴퓨터선교회
한국대학촌교회|통합||053-381-3616|대구시 수성구 수성4가 1085-25|이춘길 목사|한국컴퓨터선교회
한밀알교회|통합||053-791-1731|대구시 수성구 매호동 994-4|김동건 목사|한국컴퓨터선교회
한백교회|고신||053-781-9141|대구시 수성구 범물동 496|최종인 목사|한국컴퓨터선교회
한샘교회|합동||053-753-1887|대구시 수성구 범어1동 800-3|이희만 목사|한국컴퓨터선교회
혜림교회|통합||053-762-2394|대구시 수성구 황금동 528-1|박재호 목사|한국컴퓨터선교회
화목교회|고려||053-767-9648|대구시 수성구 황금2동 888-4|박종준 목사|한국컴퓨터선교회
황금교회|합동||053-768-1920|대구시 수성구 지산동 954-3|박무용 목사|한국컴퓨터선교회
황금제일교회|합동||053-763-8560|대구시 수성구 황금1동 424|심재관 목사|한국컴퓨터선교회
황금중앙교회|호헌||053-764-2898|대구시 수성구 황금1동 968|이상석 목사|한국컴퓨터선교회
효목제일교회|통합||053-754-4766|대구시 수성구 만촌1동 444-4|김명흥 목사|한국컴퓨터선교회
효신교회|고려||053-742-7844|대구시 수성구 시지동 45-6|김성수 목사|한국컴퓨터선교회
계성교회|통합||053-250-2422|대구시 중구 대신동 277|박이득 목사|한국컴퓨터선교회
구민교회|통합||053-256-0696|대구시 중구 남산4동 2635-5|김경태 목사|한국컴퓨터선교회
남문교회|기감||053-254-7524|대구시 중구 남산1동 597-1|황병원 목사|한국컴퓨터선교회
남산교회|통합||053-253-8490|대구시 중구 남산2동 941-22|지은생 목사|한국컴퓨터선교회
남산중앙교회|고신||053-255-3513|대구시 중구 남산3동 2120-31|정화식 목사|한국컴퓨터선교회
남성교회|합동||053-424-9385|대구시 중구 대봉2동 744-19|황인출 목사|한국컴퓨터선교회
남신교회|통합||053-255-0584|대구시 중구 대신1동 294-1|김광재 목사|한국컴퓨터선교회
남현교회|합동||053-256-9041|대구시 중구 남산3동 2422-19|박승규 목사|한국컴퓨터선교회
달성제일교회|합동||053-551-3301|대구시 중구 달성동 219-22|박성은 목사|한국컴퓨터선교회
대구교회|성공회||053-425-4112|대구시 중구 동문동 11|염영일 목사|한국컴퓨터선교회
대구농아인교회|통합||053-252-9791|대구시 중구 남산2동 260-1|손원재 목사|한국컴퓨터선교회
대구대명교회|기침||053-252-8513|대구시 중구 남산4동 2636-9|장순홍 목사|한국컴퓨터선교회
대구봉산교회|합동||053-427-1024|대구시 중구 봉산동 122-1|김용인 목사|한국컴퓨터선교회
대구중앙교회|기하성||053-425-9956|대구시 중구 대봉2동 590-475|전제중 목사|한국컴퓨터선교회
대성교회|합동||053-425-3708|대구시 중구 대봉2동 732-10|박성기 목사|한국컴퓨터선교회
동성교회|통합||053-422-7850|대구시 중구 동인3가 154-1|엄태섭 목사|한국컴퓨터선교회
동진교회|예장||053-422-8132|대구시 중구 동인3가 16|구연대 목사|한국컴퓨터선교회
밀알교회|기침||053-424-7102|대구시 중구 대봉1동 47-13|김광식 목사|한국컴퓨터선교회
반석교회|보수통합||053-423-8071|대구시 중구 대봉1동 44-67|정기환 목사|한국컴퓨터선교회
반월교회|기장||053-427-1024|대구시 중구 봉산동 122-1|정광화 목사|한국컴퓨터선교회
봉산교회|기성||053-425-2604|대구시 중구 봉산동 52-4|류연창 목사|한국컴퓨터선교회
삼덕교회|통합||053-423-3271|대구시 중구 삼덕2가 149-28|김태범 목사|한국컴퓨터선교회
서남교회|통합||053-255-7770|대구시 중구 남산2동 156-8|장성순 목사|한국컴퓨터선교회
서문교회|합동||053-555-1135|대구시 중구 대신동 180|이상민 목사|한국컴퓨터선교회
서부제일교회|통합||053-257-2533|대구시 중구 남산4동 2948-2|김찬헌 목사|한국컴퓨터선교회
성광교회|합동||053-425-6125|대구시 중구 남산동 922-1|이재봉 목사|한국컴퓨터선교회
성락교회|기장||053-427-8930|대구시 중구 대봉2동 88-61|임연호 목사|한국컴퓨터선교회
성림교회|호헌||053-252-7962|대구시 중구 남산4동 638-10|남재성 목사|한국컴퓨터선교회
성지교회|합동||053-422-4856|대구시 중구 대봉1동 121-365|임성수 목사|한국컴퓨터선교회
소망교회|통합||053-428-1883|대구시 중구 대봉동 121-182|문봉춘 목사|한국컴퓨터선교회
수산교회|합동||053-425-8871|대구시 중구 삼덕2가 222|유동하 목사|한국컴퓨터선교회
수정교회|합동||053-253-0521|대구시 중구 남산4동 2658-4|이목훈 목사|한국컴퓨터선교회
여명교회|통합||053-584-5498|대구시 달서구 신당동 주공A|한재흥 목사|한국컴퓨터선교회
예일교회|호헌||053-256-4878|대구시 중구 남산4동 2931-15|정태윤 목사|한국컴퓨터선교회
왕성교회|호헌||053-253-4937|대구시 중구 남산3동 108-2|오재두 목사|한국컴퓨터선교회
일광교회|합동||053-253-2825|대구시 중구 남산4동 2482-425|서성헌 목사|한국컴퓨터선교회
제이교회|통합||053-256-6338|대구시 중구 동산동 202|오세호 목사|한국컴퓨터선교회
제일교회|기성||053-255-1055|대구시 중구 대안동 30-9|신일웅 목사|한국컴퓨터선교회
중부교회|기장||053-424-5381|대구시 중구 공평동 11-4|조남신 목사|한국컴퓨터선교회
중앙교회|통합||053-255-2693|대구시 중구 서성로1가 39-1|김복덕 목사|한국컴퓨터선교회
평강교회|호헌||053-425-0293|대구시 중구 대봉2동 324|김정락 목사|한국컴퓨터선교회
한알의밀교회|통합||053-257-1715|대구시 중구 남산2동 260-1|김치경 목사|한국컴퓨터선교회
가창교회|합동||053-768-7701|대구시 달성군 가창면 옹계리 235-8|박용규 목사|한국컴퓨터선교회
가창중앙교회|합동||053-767-7601|대구시 달성군 가창면 주리3|김동준 목사|한국컴퓨터선교회
가태교회|고신||053-616-2928|대구시 달성군 유가면 가태1동 671|박대현 목사|한국컴퓨터선교회
구남교회|합동||053-614-6919|대구시 달성군 구지면 대암2리 676|최영구 목사|한국컴퓨터선교회
구지교회|고신||053-614-4829|대구시 달성군 구지면 창3리 368-5|이종석 목사|한국컴퓨터선교회
구지장로교회|합동||053-614-4823|대구시 달성군 구지면 창동1리 446|김덕년 목사|한국컴퓨터선교회
권능교회|합동||053-636-5816|대구시 달성군 화원읍 본리 15-1|김우동 목사|한국컴퓨터선교회
금강교회|고려||053-635-3759|대구시 달성군 화원읍 구라2동 173-14|장두규 목사|한국컴퓨터선교회
달성교회|통합||053-611-0300|대구시 달성군 현풍면 중4리 95-2|윤용형 목사|한국컴퓨터선교회
달성소망교회|통합||053-614-3210|대구시 달성군 구지면 가천리 182-1|허금준 목사|한국컴퓨터선교회
대구성일교회|고신||053-585-5820|대구시 달성군 다사읍 서제리 195|이문근 목사|한국컴퓨터선교회
대암교회|합동||053-614-4427|대구시 달성군 구지면 대암리 233-1|장길호 목사|한국컴퓨터선교회
대구엘림교회|통합||053-767-1330|대구시 달성군 가창면 행정1리 967|김찬종 목사|한국컴퓨터선교회
대일교회|합동||053-767-0917|대구시 달성군 가창면 대일리 365-2|이철호 목사|한국컴퓨터선교회
대평교회|합동||053-582-3883|대구시 달성군 하빈면 대평1리 164|김유수 목사|한국컴퓨터선교회
동곡교회|통합||053-581-82007|대구시 달성군 하빈면 동곡2리 19|정복돌 목사|한국컴퓨터선교회
둥지교회|통합||053-591-4914|대구시 달성군 다사읍 서재리 208|신경희 목사|한국컴퓨터선교회
목단교회|통합||053-614-6404|대구시 달성군 구지면 목단리 178|김성근 목사|한국컴퓨터선교회
바른길교회|합동||053-633-7080|대구시 달성군 화원읍 천내3리 630|최한별 목사|한국컴퓨터선교회
바른길교회|합동||053-533-7080|대구시 달성군 화원읍 천내3리 680|최한별 목사|한국컴퓨터선교회
반송교회|합동||053-616-8883|대구시 달성군 옥포면 반송2동 498|김수현 목사|한국컴퓨터선교회
봉촌교회|기감||053-582-8214|대구시 달성군 하빈면 봉촌2리|현재국 목사|한국컴퓨터선교회
봉촌교회|합동||053-583-1241|대구시 달성군 하빈면 봉촌1리 50|김대식 목사|한국컴퓨터선교회
비산교회|통합||053-614-3389|대구시 달성군 유가면 봉동1구 67-3|조기인 목사|한국컴퓨터선교회
상원교회|기장||053-767-9796|대구시 달성군 가창면 상원리 172|안대성 목사|한국컴퓨터선교회
새생명교회|합동정통||053-615-6522|대구시 달성군 논공읍 남리 1082|배덕철 목사|한국컴퓨터선교회
선광교회|기침||053-615-2629|대구시 달성군 논공읍 남리 635-|김희태 목사|한국컴퓨터선교회
설화교회|합동||053-634-9744|대구시 달성군 화원읍 설화리 535-4|전승덕 목사|한국컴퓨터선교회
화원성명교회|합동||053-635-5411|대구시 달성군 화원읍 성산리 492-3|장상관 목사|한국컴퓨터선교회
성은제이교회|합동||053-614-1963|대구시 달성군 논공읍 북리 803-6|장상익 목사|한국컴퓨터선교회
소망교회|기침||053-631-8247|대구시 달성군 화원읍 성산2리 512-7|이선경 목사|한국컴퓨터선교회
영신교회|예장||053-765-6746|대구시 달성군 가창면 오동1리 155-4|남정배 목사|한국컴퓨터선교회
오동교회|합동||053-768-9860|대구시 달성군 가창면 외리 647|박춘근 목사|한국컴퓨터선교회
오설교회|합동||053-617-6863|대구시 달성군 구지면 오설리 896-2|이우만 목사|한국컴퓨터선교회
옥포교회|통합||053-614-4430|대구시 달성군 옥포면 간경동 898|김진모 목사|한국컴퓨터선교회
옥포소망교회|합동||053-614-1283|대구시 달성군 옥포면 문경리 975|박윤수 목사|한국컴퓨터선교회
우록교회|합동||053-767-7170|대구시 달성군 가창면 우록1리|박무서 목사|한국컴퓨터선교회
월광교회|합동||053-636-7309|대구시 달성군 화원읍 구자리 1724-4|강외석 목사|한국컴퓨터선교회
월포은평교회|합동||053-614-8203|대구시 달성군 구지면 예현리 50|라만수 목사|한국컴퓨터선교회
음동교회|합동||053-614-3395|대구시 달성군 유가면 음리 829|남효원 목사|한국컴퓨터선교회
정대교회|합동||053-762-3179|대구시 달성군 가창면 정대1리 420|전종호 목사|한국컴퓨터선교회
주암교회|합동||053-767-1069|대구시 달성군 가창면 냉천리 385-5|장범석 목사|한국컴퓨터선교회
중흥교회|보수합동||053-614-8203|대구시 달성군 구지면 애현리 50|조이랑 목사|한국컴퓨터선교회
지동교회|합동||053-614-2290|대구시 달성군 현풍면 지동2리 812|남상범 목사|한국컴퓨터선교회
차천교회|통합||053-611-6390|대구시 달성군 현풍면 원교동 1597-1|김병학 목사|한국컴퓨터선교회
평촌교회|통합||053-616-8089|대구시 달성군 구지면 평촌동 459|이재근 목사|한국컴퓨터선교회
하빈교회|통합||053-582-1004|대구시 달성군 하빈면 현내2동 552|강영선 목사|한국컴퓨터선교회
현풍교회|통합||053-614-2274|대구 달성군 현풍면 하리 244|김경수 목사|한국컴퓨터선교회
현풍새교회|통합||053-611-6865|대구시 달성군 현풍면 하리 249-12|이정환 목사|한국컴퓨터선교회
현풍성광교회|기성||053-611-0064|대구시 달성군 현풍면 중리 222|정찬욱 목사|한국컴퓨터선교회
현풍제일교회|기성||053-611-9714|대구시 달성군 현풍면 부리 446-1|이지원 목사|한국컴퓨터선교회
현풍중앙교회|합동||053-614-2376|대구시 달성군 현풍면 부동1리 266-2|이명환 목사|한국컴퓨터선교회
화원교회|합동||053-639-6100|대구시 달성군 화원읍 천내리 401-3|신용기 목사|한국컴퓨터선교회
화원교회|기성||053-635-7068|대구시 달성군 화원읍 천내2동128-7|강철구 목사|한국컴퓨터선교회
화원교회|그리스도||053-632-0760|대구시 달성군 화원읍 구자리 321|최종술 목사|한국컴퓨터선교회
화원은혜교회|기침||053-634-2046|대구시 달성군 화원읍 천내1리 53-2|이중구 목사|한국컴퓨터선교회
화원읍교회|합동||053-631-0773|대구시 달성군 화원읍 천내리 458-9|김주곤 목사|한국컴퓨터선교회
화원제일교회|합동||053-631-0171|대구시 달성군 화원읍 천내리 372|김혁석 목사|한국컴퓨터선교회
희망원교회|통합||053-585-9385|대구시 달성군 화원읍 본리 85|정손석 목사|한국컴퓨터선교회
대구동부교회|합동||053-424-4889|대구 중구 삼덕동3가 367-1번지|김덕신 목사|한국컴퓨터선교회
봉덕중앙교회|통합||053-471-7991|대구시 남구 봉덕3동 1321-1|이성도 목사|한국컴퓨터선교회
평화교회|합동||053-634-9493|대구 달서구 도원동 601|장충근 목사|한국컴퓨터선교회
대구성삼교회|고신||053-653-9080|대구시 달서구 성당1동 76-5|이병섭 목사|한국컴퓨터선교회
예수소망교회|합동||053-651-0014|대구 남구 대명4동 3051-41|최영재 목사|한국컴퓨터선교회
고성교회|합동||053-353-2994|대구시 북구 고성3가 6-224|박종일 목사|한국컴퓨터선교회
대구북부교회|합동||053-424-3835|대구시 북구 칠성2가 409|김용기 목사|한국컴퓨터선교회
시민교회|합동||053-353-9902|대구시 북구 고성2가 63|유광혁 목사|한국컴퓨터선교회
원대교회|통합||053-356-2441|대구시 북구 고성3가 139|김두진 목사|한국컴퓨터선교회
침산교회|통합||053-354-0903|대구시 북구 노원1가 211|김강석 목사|한국컴퓨터선교회
태평교회|합동||053-351-6664|대구 서구 비산7동 1297-4|김성호 목사|한국컴퓨터선교회
태평로교회|고신||053-353-0501|대구시 북구 고성3가 6-216|전성진 목사|한국컴퓨터선교회
대구중앙교회|기감||053-351-1890|대구시 서구 원대3가 1449-7|이창주 목사|한국컴퓨터선교회
원대제일교회|합동||053-353-8424|대구시 서구 원대3가 1371-11|김정성 목사|한국컴퓨터선교회
원일교회|합동||053-352-4114|대구시 서구 원대2가 71-2|이현국 목사|한국컴퓨터선교회
거성교회|합동||053-765-8563|대구시 수성구 수성2가 245-3|최종덕 목사|한국컴퓨터선교회
대웅교회|합동||053-754-6182|대구시 수성구 수성3가 113-5|김현준 목사|한국컴퓨터선교회
수성교회|통합||053-751-3616|대구시 수성구 수성2가 143|배종설 목사|한국컴퓨터선교회
수정교회|합동중앙||053-762-6093|대구시 수성구 수성2가 281-1|배찬규 목사|한국컴퓨터선교회
천산교회|합동||053-762-6829|대구시 수성구 수성1가 641-5|한원식 목사|한국컴퓨터선교회
동도교회|합동||053-426-7807|대구시 중구 동인3가 367|박종제 목사|한국컴퓨터선교회
동인교회|기장||053-422-5689|대구시 중구 동인4가 150-1|김선구 목사|한국컴퓨터선교회
문화교회|합동||053-423-7844|대구시 중구 동인1가 9|박충웅 목사|한국컴퓨터선교회
이웃교회|기장||053-755-8990|대구시 중구 동인4가 482-4|오규섭 목사|한국컴퓨터선교회
중앙교회|기성||053-423-5792|대구시 중구 동인3가 232|최영준 목사|한국컴퓨터선교회
남동교회|통합||053-615-4913|대구시 달성군 논공읍 남동1구 682|김해봉 목사|한국컴퓨터선교회
노이교회|합동||053-615-2885|대구시 달성군 논공읍 노이1리 610|송팔범 목사|한국컴퓨터선교회
논공교회|합동||053-611-1039|대구시 달성군 논공읍 금포리 1534|여창섭 목사|한국컴퓨터선교회
논공교회|기침||053-614-7168|대구시 달성군 논공읍 북리 833-15|손희근 목사|한국컴퓨터선교회
다사교회|통합||053-588-8745|대구시 달성군 다사읍 죽공리 2-1|안영호 목사|한국컴퓨터선교회
다사제일교회|보수||053-584-1255|대구시 달성군 다사읍 매무리|배종환 목사|한국컴퓨터선교회
달성교회|기성||053-614-6864|대구시 달성군 논공읍 남리 1143-6|최재호 목사|한국컴퓨터선교회
달성중앙교회|합동정통||053-615-8004|대구시 달성군 논공읍 남동1동 577-43|정인금 목사|한국컴퓨터선교회
명성교회|합동||053-634-1475|대구시 달성군 화원읍 천내리 471|이종식 목사|한국컴퓨터선교회
문현교회|합동||053-583-1404|대구시 달성군 다사읍 문양리 513|김성근 목사|한국컴퓨터선교회
반석교회|기감||053-631-7616|대구시 달성군 화원읍 천내리 408-21|강덕종 목사|한국컴퓨터선교회
벧엘교회|기침||053-591-0688|대구시 달성군 다사읍 서재리 543-3|이우석 목사|한국컴퓨터선교회
사촌교회|고신||053-615-4370|대구시 달성군 논공읍 남리 333|신준섭 목사|한국컴퓨터선교회
삼리교회|합동||053-611-2855|대구시 달성군 논공읍 삼리2리 632|이용창 목사|한국컴퓨터선교회
샘터교회|통합||053-636-2605|대구시 달성군 화원읍 천내리 48|권영석 목사|한국컴퓨터선교회
