##NAME|FEAT|SUBNAME|TELNUM|NEWADDR|FATHER|SOURCE2@@기도원
성산금식기도원|||043-253-9420|충북 청원군 오창면 성산 2구|김상애|아멘선교회
시온산기도원|||043-254-5832|충북 청원군 낭성면 추정리 2구 593|홍순철|아멘선교회
벧엘기도원|||043-422-1691|충북 단양군 대강면 당동리 333|나승일|아멘선교회
베데스다기도원|||043-732-5744|충북 옥천군 군북면 환평리 400-1|김선옥|아멘선교회
백운산기도원|||043-642-6283|충북 제천시 백운면 평동 2리|조용원|아멘선교회
매포기도원|||043-260-8922|충북 청원군 부용면 노호리|김윤환|아멘선교회
모세기도원|||043-260-9653|충북 청원군 남이면 척산3구 101|김선조|아멘선교회
대청산기도원|||043-260-8303|충북 청원군 현도면 죽암리|임연임|아멘선교회
광림백운수양관|||043-646-5996|충북 제천시 백운면 덕동리|김선도|아멘선교회
미스바금식기도원|||(04-3271(011-289|충북 충주시 엄정면 원곡216번지|김수홍|아멘선교회
한길기도원|||043-44-5229|충북 진천군 덕산면 도전리 35|김화남|아멘선교회
하산금식기도원|||02--|충북 무경군 동토면 노운리|김성희|아멘선교회
평화기도원|||054-62-1288|충북 포항시 북구 흥해읍 약성리 10|김용애|아멘선교회
침례교수양관|||047-32-4076|충북 옥천군 군서면 오동리 산104|침례교재단|아멘선교회
충주제일기도원|||044-43-3233|충북 충주시 가금면 가홍리 산69|소화춘|아멘선교회
청주성은기도원|||043-43-3236|충북 청원군 가덕면 내암리 136|이순자|아멘선교회
천등산기도원|||044-42-1987|충북 충주시 산척면 송강리 899|장은순|아멘선교회
정신질환자휴양소기도원|||047-32-5353|충북 옥천군 군북면 이백리 산46|김철수|아멘선교회
장호원할렐루야금식기도원|||033-642-0365|충북 음성군 감곡면 상우리|백효선|아멘선교회
임마누엘기도원|||033-32-9036|충북 괴산군 장연면 오가리 20-7|신영준|아멘선교회
용담기도원|||043-55-5193|충북 청주시 상당구 용담동139|이종순|아멘선교회
올전샘물기도원|||044-22-3236|충북 단양군 대강면 울산리|조유숙|아멘선교회
옥천기도원|||047-33-4560|충북 옥천군 군서면 월전리|박종만|아멘선교회
옥전산기도원|||02--|충북 제천시 봉양읍 옥전2구 575|이경자|아멘선교회
영생기도원|||047-33-4545|충북 옥천군 군복면 이백리|최석윤|아멘선교회
어린이수양관|||02--|충북 옥천군 운옥면 중약리 1054-1|조정옥|아멘선교회
안내갈멜산기도원|||047-33-9813|충북 옥천군 안내면 신촌리 301|김영정|아멘선교회
안내기도원|||045-33-9129|충북 옥천군 안내면 용촌리 221|박희구|아멘선교회
세계심신장애자부활기도원|||043-2-4751|충북 보은군 보은읍 대야리 117|감승희|아멘선교회
신천리기도원|||044-2-3983|충북 음성군 음성읍 신천1리 산52|한병월|아멘선교회
성화기도원|||044-852-1124|충북 충주시 금가면 도촌리 254|엄엘리야|아멘선교회
성산금식기도원|||043-53-9420|충북 청원군 오창면 성산2구|김상애|아멘선교회
시온산기도원|||043-54-5832|충북 청원군 낭성면 추정리 2구 593|홍순철|아멘선교회
샘봉산기도원|||043-42-9659|충북 보은군 회복면 오동리 26|방현성|아멘선교회
벧엘기도원|||044-22-1691|충북 단양군 대강면 천동리 333|나승일|아멘선교회
명암기도원|||044-46-6153|충북 제천시 봉양읍 명암리 377|김영렬|아멘선교회
매포기도원|||02--|충북 청원군 부용면 노호리|대흥|아멘선교회
모세기도원|||043-60-9653|충북 청원군 남이면 척산3구 101|김선조|아멘선교회
대청산기도원|||043-60-8303|충북 청원군 현도면 죽암리|임연임|아멘선교회
대성산본향기도원|||047-33-1342|충북 옥천군 이원면 개심리 866|이대흔|아멘선교회
단양새발기도원|||044-22-8258|충북 단양군 가곡면 어의 38|하용대|아멘선교회
광림백운수양관|||044-43-5996|충북 제천시 백운면 덕동리 197-1|김선도|아멘선교회
고사리수양관|||044-33-5451|충북 괴산군 연풍면 원풍리 산83-1|이화여자대학|아멘선교회
갈멜산기도원|||02--|충북 괴산군 중평읍 남차3구 617|김옥순|아멘선교회
한밭산기도원|||041-752-8331|충남 금산군 복수면 곡남리 2구|박천문|아멘선교회
칠갑산기도원|||041-942-1788|충남 청양군 정산면 천장리 213-1|황인태|아멘선교회
충남기도원|||041-852-1518|충남 공주시 장기면 평기리 회동|박종수|아멘선교회
초락도금식기도원|||041-353-0003|충남 당진군 석운면 초락도리|홍준표|아멘선교회
청화기도원|||041-752-5722|충남 금산군 금산읍 상리 7|박순단|아멘선교회
천안임마누엘기도원|||041-567-8438|충남 천안시 구성동 86|이영례|아멘선교회
천안성민수양관|||041-553-2140|충남 천안시 입장면 양대리 33-16|신현균|아멘선교회
천마산기도원|||041-733-8900|충남 논산시 두마면 엄사리 산 12-11|현광수|아멘선교회
주미산기도원|||041-842-3824|충남 공주시 주미동 산 6|차보근|아멘선교회
전의안디옥기도원|||041-863-2108|충남 연기군 전의면 읍내리 27-14|이천영|아멘선교회
일신원기도원|||041-542-1312|충남 아산시 신창면 남성리 산 92|박기호|아멘선교회
임마누엘기도원|||041-544-3432|충남 아산시 송악면 강당리 396|송영숙|아멘선교회
임마누엘기도원|||041-752-5642|충남 금산군 추부면 성당리 544-3|성기환|아멘선교회
음봉기도원|||041-543-3215|충남 아산시 음봉면 산정리|정종모|아멘선교회
운봉산기도원|||041-564-2537|충남 천안시 목천면 서흥리 산 81-2|김상화|아멘선교회
온양평성기도원|||041-542-2851|충남 아산시 배방면 수철리 796-2|정화석|아멘선교회
온양순복음기도원|||041-552-4540|충남 아산시 권곡동 527-1|진등용|아멘선교회
온양만민기도원|||041-552-8669|충남 아산시 풍기동 390-1|인수환|아멘선교회
오서산기도원|||041-936-7181|충남 보령시 청라면 장현리 585|신영섭|아멘선교회
신길교회수양관|||041-542-2356|충남 아산시 배방면 수철리 산 96-1|이낙현|아멘선교회
시온산기도원|||041-553-0285|충남 천안시 성남면 봉양1구619|박종순|아멘선교회
수철리기도원|||041-542-2356|충남 아산시 배방면 수철리 산 96-1|이충효|아멘선교회
수도산기도원|||041-833-4272|충남 부여군 충화면 지석리 146|임영이|아멘선교회
소학산기도원|||041-853-4192|충남 공주시 이인면 주봉리 34-1|민영은|아멘선교회
설화산기도원|||041-542-2954|충남 아산시 배방면 중리3구 456|이신화|아멘선교회
선교기도원|||041-943-6488|충남 청양군 대치면 주정리 67-1|남기민|아멘선교회
서해산기도원|||041-943-6488|충남 서천군 서면 마량리|박연창|아멘선교회
샘골기도원|||041-732-9632|충남 논산군 광석면 천동리 333|이옥순|아멘선교회
부여백마기도원|||041-835-4411|충남 부여시 부여읍 용정리 262|김옥순|아멘선교회
부여기도원|||041-835-3598|충남 부여시 부여읍 능산리 20-1|김선희|아멘선교회
보문산기도원|||042-254-1582|충남 대전시 중구 대사동 산3|강진평|아멘선교회
벧엘영생원기도원|||041-855-6342|충남 공주시 봉정동 115|김환규|아멘선교회
망향기도원|||041-562-0790|충남 천안시 성거읍 요방1구 387-6|김영철|아멘선교회
도곡산기도원|||042-841-8513|충남 논산시 두마면 도곡1구 470-4|양예자|아멘선교회
대성산기도원|||041-852-7207|충남 공주시 반포면 송곡리 산 20-1|황기태|아멘선교회
개화기도원|||041-934-1511|충남 보령시 성주군 개화리2구 산22|이숙희|아멘선교회
갈멜산기도원|||041-332-8525|충남 예산군 예산읍 단양리 27|원재석|아멘선교회
초락도금식기도원|||041-353-0003|충남 당진군 석문면 초락도리 6번지|홍준표|아멘선교회
온누리캠프기도원|||041-858-8580,031|충남 공주시 정안면 고성리 116번지(텃골) 온누리캠프|.|아멘선교회
호남기도원|||02--|충남 논산시 연산면 한전2구 15|최우국|아멘선교회
평화기도원|||041-52-8331|충남 금산군 복수면 곡남리 2구|김관수|아멘선교회
칠갑산기도원|||045-42-0788|충남 청양군 정산면 천장리 213-1|황인태|아멘선교회
충만기도원|||041-864-6266|충남 연기군 남면 갈운리 59|조영자|아멘선교회
충남기도원|||041-52-1518|충남 공주시 장기면 평기리 회동|박종수|아멘선교회
축복기도원|||041-52-7002|충남 공주시 반포면 마암리 2구|장수영|아멘선교회
초락도금식기도원|||045-53-0003|충남 당진군 석운면 초학도리|홍준표|아멘선교회
청화기도원|||041-2-5722|충남 금산군 금산읍 상리7 266-2|박순단|아멘선교회
천마산기도원|||046-33-8900|충남 논산시 두마면 엄사리 산12-11|현광수|아멘선교회
천안삼거리기도원|||02--|충남 천안시 삼룡동 산14-2|김두환|아멘선교회
주미산기도원|||041-2-3824|충남 공주시 주미동 산6|차보근|아멘선교회
정신수양소아산기도원|||02--|충남 아산시 음봉면 월랑2리 산수골|최우국|아멘선교회
전의안디옥기도원|||041-63-2108|충남 연기군 전의면 읍내리 27-14|이천영|아멘선교회
재정기도원|||02--|충남 보령시 청소면 재정리|박종학|아멘선교회
예루살렘축복기도원|||041-566-0775|충남 천안시 목천면 도당리|김애녹|아멘선교회
엘리야기도원|||02--|충남 홍성군 은하면 궁국리 38|김드보라|아멘선교회
일신원기도원|||041-42-1312|충남 아산시 신창면 남성리 2구 산9|박기호|아멘선교회
임마누엘기도원|||041-52-5642|충남 금산군 추부면 성당리 544-3|성기환|아멘선교회
음봉기도원|||041-43-3215|충남 아산시 음봉면 산정리|정종모|아멘선교회
은혜기도원|||046-33-7291|충남 부여군 은산면 홍산리|김숙자|아멘선교회
은혜기도원|||041-63-0263|충남 연기군 서면 기룡리 40-1|전은혜|아멘선교회
운봉산기도원|||041-64-2537|충남 천안시 목천면 서흥리 산81-2|김상화|아멘선교회
온양평성기도원|||041-42-2851|충남 아산시 배방면 수철리 795-5|정화석|아멘선교회
온양할렐루야금식기도원|||041-546-3295|충남 아산시 당축동 160-3|임효선|아멘선교회
온양만민기도원|||041-2-8669|충남 아산시 풍기동 390-1|인수환|아멘선교회
오서산기도원|||045-936-7181|충남 보령시 청라면 장현리 585|신영섭|아멘선교회
영암기도원|||046-341-7815|충남 논산시 가야곡면 율곡리 산20-|임성숙|아멘선교회
아산기도원|||042-822-3170|충남 아산시 음봉면 월랑리|대흥|아멘선교회
은혜국제기도원|||045-53-5944|충남 당진군 순성면 성북리 692-694|김부기|아멘선교회
신두리미스바기도원|||045-72-4524|충남 태안군 원북면 신두리|이화운|아멘선교회
신길교회수양관|||041-42-2356|충남 아산시 배방면 수철리 산96-1|이낙현|아멘선교회
시온산기도원|||041-553-0285|충남 천안시 성남면 봉양1구 619|박종순|아멘선교회
수철리기도원|||041-42-2356|충남 아산시 배방면 수철리 산96-1|이충효|아멘선교회
수암산기도원|||045-33-4272|충남 예산군 삽교읍 신리8-2|이현목|아멘선교회
수도산기도원|||046-33-1370|충남 부여군 충화면 지성리 146|임영이|아멘선교회
소학산기도원|||041-53-4192|충남 공주시 이인면 주봉리 34-1|민명은|아멘선교회
성민수양관|||041-553-2141|충남 천안시 입장면 양대리산 26-1|신현균|아멘선교회
설화산기도원|||041-42-2954|충남 아산시 배방면 중리3구 456|이신화|아멘선교회
샘골기도원|||046-32-9362|충남 논산시 광석면 천동리 333|이옥순|아멘선교회
서해안기도원|||045-34-1936|충남 홍성군 갈산면 대사리 12|우춘자|아멘선교회
서해산기도원|||045-2-4841|충남 서천군 서면 마량리|박연창|아멘선교회
새생명기도원|||046-33-3528|충남 논산시 벌곡면 검천리 오작실|이재숙|아멘선교회
부여백마기도원|||046-2-4411|충남 부여군 부여읍 용정리 262|김옥순|아멘선교회
부여기도원|||046-835-3598|충남 부여군 부여읍 능산리 20-1|김선희|아멘선교회
봉수산기도원|||041-42-8222|충남 아산시 송악면 송학리 308-5|김종록|아멘선교회
벧엘영생원기도원|||041-55-6342|충남 공주시 봉정동 115|김환규|아멘선교회
베데스다기도원|||046-735-3325|충남 논산시 연산면 신암리 44|이의선|아멘선교회
벧엘기도원|||045-333-8757|충남 보령시 성주면 개화리2구|문숙희|아멘선교회
백암기도원|||041-52-4298|충남 금산군 복수면 백암3리 22-1|이충열|아멘선교회
목양기도원|||041-41-4433|충남 아산시 송악면 강당리 446|김황래|아멘선교회
망향기도원|||041-62-0790|충남 천안시 성거읍 요방1구 387-6|김영철|아멘선교회
도곡산기도원|||046-33-8313|충남 논산시 두마면 도곡리 470-4|심화선|아멘선교회
대성산기도원|||041-857-7207|충남 공주시 반포면 송곡리 산20-1|황기태|아멘선교회
대흥산기도원|||02--|충남 예산군 대흥면 동서리 산7|김복례|아멘선교회
다멕산기도원|||02--|충남 부여군 외산면 장항리, 외산35|한종수|아멘선교회
구국기도원|||045-33-5884|충남 보령시 성주면 개화리|홍승표|아멘선교회
공주국제금식기도원|||041-856-8121|충남 공주시 계롱면 내홍2구 53-5|고바울|아멘선교회
금계산기도원|||041-53-1651|충남 공주시 유구면 문금리|대흥|아멘선교회
개화기도원|||045-34-1511|충남 보령시 성주동 개화리2구 산22|이숙희|아멘선교회
영주기도원|||042-822-3107|대전시 유성구 교촌동 산 15|김정임|아멘선교회
삼보기도원|||042-822-4382|대전시 서구 장안동 산 64|김영구|아멘선교회
갈릴리기도원|||041-282-1273|대전시 동구 주산동 44-32|신형철|아멘선교회
한발산기도원|||042-541-3208|대전시 서구 가수원동 794-13|박천문|아멘선교회
제일기도원|||02--|대전시 중구 유천2동 186-5|백승국|아멘선교회
우리기도원|||042-222-1254|대전시 중구 부사동 395-1|박경칠|아멘선교회
영주기도원|||042-822-3107|대전시 서구 교촌동 산15|김정임|아멘선교회
삼보기도원|||042-822-4832|대전시 서구 장안동 산64번지|김영구|아멘선교회
보문산기도원|||042-254-1582|대전시 중구 대사동 산3|강진평|아멘선교회
청천다락원기도원|||053-962-3776|대구시 동구 내곡동 1|강정란|아멘선교회
실로암기도원|||053-812-7855|대구시 수성구 이천동 2-2|전신애|아멘선교회
시내산기도원|||053-763-7632|대구시 달성군 가창면 우록리 92|송영자|아멘선교회
베데스다기도원|||053-623-8030|대구시 남구 대명4동 3012-35|이금면|아멘선교회
대구주암산기도원|||053-763-9875|대구시 달성군 가창면 냉천동 산 45|이창준|아멘선교회
대구산기도원|||053-954-0575|대구시 동구 중대동 53-2|이정자|아멘선교회
대구갈멜산기도원|||053-762-1492|대구시 달성군 논공읍 노이리 782|신현숙|아멘선교회
국제단식기도원|||053-615-9458|대구시 달성군 논공읍 노이리 782|이에스더|아멘선교회
국제단식기도원|||053-615-9458|대구시 달성군 논공읍 노이리782|이에스더|아멘선교회
바울수양관|||053-661-8003|대구광역시 달성군 노이리 산 238-1|조달호|아멘선교회
주암산수양관|||02-053-768-6205~6|대구광역시 달성군 가창면 냉천리 215 번지|이원호|아멘선교회
청천다락원기도원|||053-962-3776|대구시 동구 내곡동 1번지|강정란|아멘선교회
철창권세기도원|||053-762-6681|대구시 수성구 범물동 961|최용숙|아멘선교회
실로암기도원|||053-812-7855|대구시 수성구 이천동 2-2|전신애|아멘선교회
시내산기도원|||053-763-7632|대구시 달성군 가창면 우록리 92|송영자|아멘선교회
생명기도원|||053-324-3787|대구시 북구 읍내동 1278-28|문명화|아멘선교회
베데스다기도원|||053-623-8030|대구시 남구 대명4동 3012-35|이금년|아멘선교회
철마제일기도원|||055-361-9445|부산광역시 기장군 철마면 이곡리 산80-23|황은숙|아멘선교회
청학수양관|||051-402-7202|부산시 영도구 동삼동 149-1|전영수|아멘선교회
제일기도원|||051-449-7403|부산시 영도구 신선동 2가 65|홍종태|아멘선교회
신암제일기도원|||051-644-8764|부산시 부산진구 범천2동 1254-8/5|황은숙|아멘선교회
시내산수양관|||051-643-5400|부산시 동구 범일4동 산 81-28|이영미|아멘선교회
부산팔복기도원|||051-756-3365|부산시 수영구 광안3동 1027-1|김정자|아멘선교회
구덕산기도원|||051-392-9581|부산시 사상구 학장동 산 62|오이선|아멘선교회
금정산가나안수양관|||051-556-9110|부산시 금정구 금성동 산 689(산성마을)|최정진|아멘선교회
갈멜산기도원|||051-755-3207|부산시 수영구 망미1동 826-9(16/1)|김동주|아멘선교회
갈보리산기도원|||051-643-1855|부산시 동구 범일4동 산 81-28|최동근|아멘선교회
보화기도원|||051-528-2627|부산광역시 금정구 서2동 209-8번지|유보화|아멘선교회
제일기도원|||02--|부산 영도구 신선동 2가 65|홍종태|아멘선교회
임마누엘기도원|||051-752-9973|부산 수영구 민락동 365-5|손귀연|아멘선교회
에스터기도원|||02--|부산시 수영구 남천동 148 비치아파|원영재|아멘선교회
신임제일기도원|||051-644-8764|부산시 진구 범천2동 1254, 8/5|황은숙|아멘선교회
세계성공산기도원|||051-647-8170|부산시 동구 범일2동 834-25|이용범|아멘선교회
부산팔복기도원|||051-756-3365|부산 수영구 광안3동 1027-1|김정자|아멘선교회
금정산가나안수양관|||051-56-9110|부산 금정구 금성동 산68,산성마을|계희정|아멘선교회
갈멜산기도원|||051-755-3207|부산시 수영구 망미1동 826-9,16/1|김동주|아멘선교회
갈보리산기도원|||051-643-1855|부산시 동구 범일4동 산81-28|최동근|아멘선교회
한국기독교수양관|||02-355-1958|서울시 은평구 불광2동 산 2번지|최 융|아멘선교회
청계산기도원|||02-572-7105|서울시 서초구 원지동 510|정영자|아멘선교회
천문기도원|||02-803-4965|서울시 구로구 독산동 1066-3|황을금|아멘선교회
아벨구국기도원|||02-878-3275|서울시 관악구 신림9동 1525-5|조규숙|아멘선교회
임마누엘수도원기도원|||02-386-2887|서울시 종로구 구기동 226|전재희|아멘선교회
영성원기도원|||02-553-0090|서울시 강남구 대치동 599|전가화|아멘선교회
영복기도원|||02-2249-0256|서울시 동대문구 휘경동 8-40|김은혜|아멘선교회
역촌동구국기도원|||02-382-3991|서울시 은평구 역촌1동 8-40|정금희|아멘선교회
영은기도원|||02-854-8974|서울시 구로구 구로동 570-142|한영훈|아멘선교회
영락기도원|||02-994-2153|서울시 강북구 수유2동 602-1|차재갑|아멘선교회
실로암기도원|||02-313-9137|서울시 서대문구 북아현2동 208-20|강춘자|아멘선교회
실로암기도원|||02-995-7276|서울시 성북구 종암1동 89번지|박원희|아멘선교회
신림구국기도원|||02-856-2374|서울시 관악구 신림4동 1464-22|김재덕|아멘선교회
시온구국기도원|||02-735-5162|서울시 종로구 홍지동 69-27|정순택|아멘선교회
서울기도원|||02-525-7767|서울시 서초구 서초2동 1330-20|노재현|아멘선교회
샘터목요다락방기도원|||02-602-5112|서울시 구로구 개봉동 산 22-1|한영훈|아멘선교회
샘마을웅답기도원|||02-572-6963|서울시 서초구 내곡동 샘마을 1-135|하재옥|아멘선교회
삼각산제일기도원|||02-352-7654|서울시 종로구 평창동 116|신병식|아멘선교회
삼각산밀알기도원|||02-352-5204|서울시 종로구 평창동 445-1|이용숙|아멘선교회
삼각산민족제단기도원|||02-395-6601|서울시 종로구 평창동 산 6-1|장세각|아멘선교회
벧엘금식기도원|||02-379-3407|서울시 종로구 평창동 562-50|김태순|아멘선교회
베데스다기도원|||02-353-0095|서울시 은평구 녹번동 산 1-42|이윤정|아멘선교회
목동구국기도원|||02-692-9114|서울시 양천구 신정5동 908-17|최성희|아멘선교회
마석평강기도원|||02-2293-3702|서울시 성동구 마장동 459-17(동명국교뒤)|마양석|아멘선교회
도시속에금식기도원|||02-415-7300|서울시 송파구 송파동 173-2|이복순|아멘선교회
다락방기도원|||02-352-1607|서울시 종로구 평창동 111-8|차경철|아멘선교회
광명기도원|||02-2246-7831|서울시 동대문구 장안3동 433-3|이은화|아멘선교회
기브온기도원|||02-379-650|서울시 종로구 평창동 42|한영훈|아멘선교회
기독교세계구구제단기도원|||02-715-1137|서울시 마포구 용강동 240-1|정순례|아멘선교회
감람산기도원|||02-352-5688|서울시 종로구 평창동 410-7|정재정|아멘선교회
감멜기도원|||02-928-8683|서울시 성북구 동소문 7가 10-7|최순복|아멘선교회
영락기도원|||02-997-1004|서울시 강북구 수유6동 산 126-1|홍두완|아멘선교회
한마음기도원|||02-474-0753|서울시 강동구 천호2동 336-22|노기화|아멘선교회
한국구국기도원|||02-889-4803|서울시 관악구 신림6동 395-44|이순덕|아멘선교회
청계산기도원|||02-572-7105|서울시 서초구 원지동 510|정영자|아멘선교회
천호구국기도원|||02-487-2169|서울시 강동구 천호2동 340|김선희|아멘선교회
천문기도원|||02-803-4965|서울시 금천구 독산동 1066-3|황을금|아멘선교회
중앙신유기도원|||02-855-3199|서울시 구로구 구로2동 390-103|고경엽|아멘선교회
21세기기도원|||02-473-4917|서울시 강동구 성내동 172-2일석빌|김원춘|아멘선교회
임마누엘(구.사랑의기도원|||02-3409-1258|서울시 광진구 중곡3동 173-57|손영순|아멘선교회
임마누엘기도원|||02-386-2887|서울시 종로구 구기동 226|전재희|아멘선교회
우리기도원|||02-448-1255|서울시 송파구 가락본동 27|박경칠|아멘선교회
예수기도원|||02-497-8855|서울시 성동구 성수2가1동 656-2|이금자|아멘선교회
영은기도원|||02-854-8974|서울시 구로구 구로동570-142|한영순|아멘선교회
영락기도원|||02-994-2152|서울시 강북구 수유2동 602-1|차재갑|아멘선교회
역촌동구국기도원|||02-382-3991|서울시 은평구 역촌1동 9-12|정금희|아멘선교회
실로암기도원|||02-95-7276|서울시 성북구 종암1동 89|박원희|아멘선교회
신림구국기도원|||02-856-2374|서울시 관악구 신림4동 1464-22|김재덕|아멘선교회
신림구국기도원|||02-877-7829|서울시 관악구 신림5동 1441-1|심숙자|아멘선교회
신길구국기도원|||02-831-4656|서울시 영등포구 신길6동 노인정2층|허영숙|아멘선교회
소망구국기도원|||02-538-0297|서울시 강남구 대치1동 1022-4|이주희|아멘선교회
소망기도원|||02-766-6887|서울시 종로구 이화동 57|김영숙|아멘선교회
세계기도선교센타기도원|||02-558-0288|서울시 서초구 서초3동 1537-6|소계희|아멘선교회
서울구국기도원|||02-422-9954|서울시 송파구 송파동 94-35|전화자|아멘선교회
서울기도원|||02-525-7767|서울시 서초구 서초2동 1330-20호|노재현|아멘선교회
샤론기도원|||02-356-5860|서울시 종로구 평창동 106-2|이길자|아멘선교회
샘물구국기도원|||02-878-3275|서울시 관악구 신림9동 1525-2|조규숙|아멘선교회
샘물구국기도원|||02-945-5084|서울시 강북구 미아9동 138-10|노샘물|아멘선교회
삼각산밀알기도원|||02-352-5204|서울시 종로구 평창동 445-1|이용숙|아멘선교회
삼각산민족제단기도원|||02-395-6601|서울시 종로구 평창동 산6-1|장세각|아멘선교회
변화산기도원|||02-941-0692|서울시 성북구 정릉3동895이화연립|최성묵|아멘선교회
벧엘금식기도원|||02-352-3407|서울시 종로구 평창동 562-50|김태순|아멘선교회
베데스다기도원|||02-353-0095|서울시 은평구 녹번동 산1-42|이윤정|아멘선교회
믿음의능력기도원|||02-494-9165|서울시 중랑구 신내동 산124|곽남종|아멘선교회
민족기도원|||02-234-2087|서울시 성동구 금호2가501-109|김금숙|아멘선교회
미스바구국기도원|||02-602-5738|서울시 강서구 화곡5동 83-7|강숙자|아멘선교회
미군종군수양관|||02-791-7311|서울시 용산구 한남동|Mrs.wolfe|아멘선교회
목동구국기도원|||02-692-9114|서울시 양천구 신정5동 908-17|최성희|아멘선교회
말미구국기도원|||02-892-7852|서울시 금천구 독산2동 1065|이금자|아멘선교회
만민응답기도원|||02-579-1256|서울시 서초구 내곡동 샘마을|하재옥|아멘선교회
만나기도원|||02-444-2678|서울시 광진구 광장동 292|박성순|아멘선교회
만국구국기도원|||02-813-3407|서울시 구로구 가리봉동 135-74|박영림|아멘선교회
만국구국기도원|||02-574-4969|서울시 강남구 일원동 619-1|최인혜|아멘선교회
마천구국기도원|||02-443-7302|서울시 송파구 마천2동 38-2|강문선|아멘선교회
마석평강기도원|||02-293-3702|서울시 성동구 마장동 459-17|마양석|아멘선교회
마가다락방기도원|||02-853-0543|서울시 금천구 독산3동 877-1|이종희|아멘선교회
도시속에금식기도원|||02-415-7300|서울시 송파구 송파동 173-2|이복순|아멘선교회
다락방기도원|||02-352-1607|서울시 종로구 평창동 111-8|차경철|아멘선교회
노원구국기도원|||02-933-7762|서울시 노원구 상계2동 387-94|김시원|아멘선교회
노량진구국기도원|||02-815-9346|서울시 동작구 노량진2동 258-40|김연순|아멘선교회
남서울구국기도원|||02-862-2548|서울시 구로구 대림1동 863-1광윤빌|심경애|아멘선교회
광명기도원|||02-246-7831|서울시 동대문구 장안3동 433-3|이은하|아멘선교회
금호구국기도원|||02-233-7845|서울시 성동구 금호2가 561|신두종|아멘선교회
기브온기도원|||02-379-6500|서울시 종로구 평창동 42|한영훈|아멘선교회
기독교세계구국제단기도원|||02-715-1137|서울시 마포구 용강동 240-1|정순례|아멘선교회
관악기도원|||02-877-2258|서울시 관악구신림동산60|김상용|아멘선교회
거여구국기도원|||02-400-6727|서울시 송파구 거여2동 547-1|김순덕|아멘선교회
개포구국기도원|||02-578-1807|서울시 강남구 개포2동 159-7|김라성|아멘선교회
강남구국기도원|||02-585-4962|서울시 서초구 서초동 1500-8|김순희|아멘선교회
감람산기도원|||02-352-5688|서울시 종로구 평창동 410-7|정재정|아멘선교회
