##NAME|AREA|SUBNAME|TELNUM|NEWADDR|FATHER|SINCE@@성당
천주교|군종교구|성요셉(부사교)성당|063-836-5452|전북 익산시 여산면 옥금동길 6|주임신부 이동명 사도요한 신부|2002.09.13
천주교|군종교구|성요셉(의무사)성당|031-725-5153~4|경기도 성남시 분당구 새마을로177번길 81 사서함 100호 국군수도병원|주임신부 조완 리카르도 신부|2007.07.04
천주교|군종교구|성요한성당|062-940-1167|광주시 광산구 송도로114번길 53 사서함 305-1호|주임신부 이건승 토마스 아퀴나스 신부|1966.07.10
천주교|청주교구|성유대철성당|043-275-9100|충북 청주시 흥덕구 1순환로436번길 85-25|주임신부 박정식 요셉 신부|2006.9.13.
천주교|대구대교구|성유대철성당|054-292-2484|경북 포항시 남구 오천읍 철강로731번길 25|주임신부 이압돈 압돈 신부|2005.8.26.
천주교|대구대교구|성주성당|054-933-3122|경북 성주군 성주읍 청사도서관길 6|주임신부 이기태 베드로 신부|1950.3.19.
천주교|부산교구|성지성당|051-809-1130|부산광역시 부산진구  연지로13번길 39|주임 신부 이기정 안드레아 신부|1978.3.17.
천주교|수원교구|성포동성당|031-486-7075|경기도 안산시 상록구  예술광장1로 90|주임 박한현 요셉 신부|2003.9.30.
천주교|서울대교구|성현동성당|02-887-4491|서울특별시 관악구  성현로 22 (봉천동)|주임신부 이철 니콜라오 신부|2001.10.05
천주교|청주교구|성화동성당|043-238-7888|충북 청주시 서원구 신화로36번길 32 제누스타빌딩 5층|주임신부 이효종 야고보 신부|2009.8.18.
천주교|대전교구|성환성당|041-581-0393|충청남도 천안시 서북구 성환읍 성환3로 23|주임신부 송우진 가시미로 신부|1960.3.11
천주교|서울대교구|세검정성당|02-3217-9595(201,-202-|서울특별시 종로구  세검정로6길 38 (신영동)|주임신부 이효언 펠릭스 신부|1968.09.23
천주교|서울대교구|세곡동성당||서울특별시 강남구  밤고개로21길 50 (율현동)|주임신부 김숭호 안드레아 신부|2017.02.01
천주교|수원교구|세교동성당|031-618-4321|경기도 평택시  은실고가길 175|주임 황재원 제노 신부|2005.9.23.
천주교|수원교구|세류동성당|031-222-0090|경기도 수원시 권선구  세류로 22|주임 김태승 안티모 신부|1968.10.4.
천주교|수원교구|세마성당|031-373-8084|경기도 오산시  청학로 290|주임 이대희 대건 안드레아 신부|2010.8.31.
천주교|대전교구|세종도원성당|044-864-4560|세종특별자치시 연서면 도원로 41|주임신부 권지훈 베드로 신부|2015.01.09
천주교|서울대교구|세종로성당|02-733-1471|서울특별시 종로구  사직로8길 9 (필운동)|주임신부 권흥식 바오로 신부|1946.05.20
천주교|대전교구|세종성바오로성당|044-865-0644|세종특별자치시 대평로 3|주임신부 이성호 요셉 신부|2015.08.19
천주교|대전교구|세종성요한성당|044-867-3217|세종특별자치시 새롬로 23|주임신부 조성준 안드레아 신부|2015.08.19
천주교|대전교구|세종성프란치스코성당|044-866-7181|세종특별자치시 마음안로 130|주임신부 송인찬 아우구스티노 신부|2014.01.15
천주교|대구대교구|세천성당|||주임신부 안동욱 마태오 신부|2019.01.25
천주교|인천교구|소래포구성당|032-425-7594|인천광역시 남동구  장도로 18-2(논현동)|주임신부 김성훈 요사팟 신부|2009.1.12.
천주교|광주대교구|소록도성당|061-844-0528;-0421|전라남도 고흥군 도양읍 소록선창길 55|주임신부 강요섭 요셉 신부|1961.10.11
천주교|전주교구|소룡동성당|063-466-3433|전라북도 군산시  칠성로 181|주임신부 정동수 안드레아 신부|1992.2.16.
천주교|인천교구|소사성당|032-665-2111|경기도 부천시 원미구  원미로 12(심곡동)|주임신부 이석재 토마스 아퀴나스 신부|1947.4.5.
천주교|수원교구|소사벌성당|031-647-0951|경기도 평택시  비전2로 298 죽백동|주임 이광휘 미카엘 신부|2016.12.20
천주교|인천교구|소사본3동성당|032-346-6700|경기도 부천시 소사구  은성로67번길 55(소사본동)|주임신부 전승진 필립보 신부|1985.1.26.
천주교|인천교구|소사본동성당|032-346-3800|경기도 부천시 소사구  소사동로 18|주임신부 이치국 히지노 신부|
천주교|군종교구|소성성당|032-518-5785|인천시 부평구  무네미로 431|주임신부 이원근 아우구스티노 신부|1980.10.25
천주교|전주교구|소양성당||전라북도 완주군 소양면 망표길 13|(063)244-3007|1993.11.7.
천주교|춘천교구|소양로성당|033-255-2117|강원도 춘천시 모수물길22번길 26|주임신부 김현준 율리오 신부|1950.1.5.
천주교|원주교구|소초성당||강원도 원주시 소초면 평장안골1길 14|주임신부 김태원 요한 신부|2003.01.15
천주교|수원교구|소하동성당|02-898-5919|경기도 광명시  서면로 6|주임 조영준 프란치스코 하비에르 신부|1989.12.20
천주교|광주대교구|소호동성당|061-681-5041|전라남도 여수시  안산1길 49-6 (소호동)|주임신부 오요한 세례자 요한 신부|2008.8.19.
천주교|대구대교구|소화성당|053-626-4201|대구시 남구 명덕로12길 116 (대명동)|주임신부 도희찬 대건 안드레아 신부|1972.10.28
천주교|전주교구|솔내성당|063-254-2777|전라북도 전주시 덕진구  붓내3길 17-28|주임신부 박기준 라우렌시오 신부|1999.1.23.
천주교|춘천교구|솔모루성당|031-541-9425|경기도 포천시 소흘읍 송우로 106|주임신부 박재우 사도 요한 신부|1991.8.15.
천주교|춘천교구|솔올성당|033-647-4966|강원도 강릉시  교동광장로 171-23|주임신부 강성구 사도 요한 신부|2004.2.12.
천주교|인천교구|송내1동성당|032-612-0309|경기도 부천시 소사구  중동로71번길 39, 뉴서울상가 지하1층(송내동, 뉴서울아파트)|주임신부 김재욱 사도 요한 신부|2008.1.14.
천주교|의정부교구|송내동성당|031-859-3801|경기도 동두천시  중앙로33번길 12|주임신부 홍승권 대건 안드레아 신부|2008.4.6.
천주교|부산교구|송도성당|051-254-1601|부산광역시 서구  해양로 8|주임 신부 천경훈 프란치스코 신부|1961.12.25
천주교|인천교구|송도2동성당|032-858-9960|인천광역시 연수구  신송로125번길 13, 아크리아1동 706호(송도동)|주임신부 정장근 레미지오 신부|
천주교|인천교구|송림4동성당|032-763-7611|인천광역시 동구  송림로162번길 36(송림동)|주임신부 김상우 토마스 신부|1976.5.30.
천주교|인천교구|송림동성당|032-762-7752|인천광역시 동구  배송로53번길 15(송림동)|주임신부 강성욱 스테파노 신부|1955.9.19.
천주교|의정부교구|송산성당|031-853-2645|경기도 의정부시  부용로219번길 29|주임신부 이승엽 미카엘 신부|2003.9.4.
천주교|수원교구|송서성당|031-663-3702|경기도 평택시  신서로 40|주임 서용석 요셉 신부|1982.3.4.
천주교|수원교구|송전성당|031-335-4575|경기도 용인시 처인구 이동읍 경기동로705번길 8|주임 김성윤 파트리치오 신부|1995.7.1.
천주교|청주교구|송절동성당|043-274-9877|충북 청주시 흥덕구 송절로124번길 9|이준연 사도 요한 신부|2011.08.16
천주교|부산교구|송정성당|051-704-8901|부산광역시 해운대구  송정1로8번길 25-46|주임신부 우종선 라우렌시오 신부|2007.10.5.
천주교|서울대교구|송천동성당|02-984-7277|서울특별시 강북구  삼양로 156 (미아동)|주임신부 이성국 바오로 신부|1982.08.26
천주교|전주교구|송천동성당|063-274-1004|전라북도 전주시 덕진구  송천2길 21|주임신부 김진철 빈첸시오 신부|1987.7.23.
천주교|전주교구|송천와룡성당|063-271-5300|전라북도 전주시 덕진구  와룡로 71|주임신부 이상섭 모이세 신부|2015.07.18
천주교|대전교구|송촌동성당|042-638-1071|대전광역시 대덕구  동춘당로31번길 5|주임신부 이재홍 프란치스코 신부|2000.2.21.
천주교|의정부교구|송추성당|031-855-1225|경기도 양주시 장흥면 호국로 477-31|주임 김경진 베드로 신부|
천주교|수원교구|송탄성당|031-663-2702|경기도 평택시  신장로82번길 77-16|주임 윤진석 베드로 신부|1965.8.22.
천주교|서울대교구|송파동성당|02-415-2747~8|서울특별시 송파구  백제고분로 418 (송파동)|주임신부 김현덕 사도요한 신부|2000.09.07
천주교|전주교구|송학동성당|063-858-8912|전라북도 익산시  학곤로 36|주임신부 유종환 마태오 신부|1988.2.19.
천주교|수원교구|송현성당|031-662-6802,-661-0852|경기도 평택시  경기대로1376번길 60|주임 배경석 요셉 신부|1998.01.30
천주교|대구대교구|송현성당|053-629-1500|대구시 달서구 학산로50길 88 (송현동)|주임신부 나진흠 아우구스티노 신부|1982.5.21.
천주교|안동교구|송현동성당||경상북도 안동시  송하1길 42|주임신부 장현준 에프렘 신부|1997.8.24.
천주교|인천교구|송현동성당|032-764-2131|인천광역시 동구  수문통로 52(송현동)|주임신부 황인철 베드로 신부|1976.10.1.
천주교|청주교구|수곡동성당|043-288-3545|충북 청주시 서원구 청남로2040번길 78|주임신부 이중섭 마태오 신부|1983.5.1.
천주교|서울대교구|수궁동성당|02-2617-8183,8185|서울특별시 구로구  오리로 1275 (궁동)|주임신부 김동원 베드로 신부|1994.08.26
천주교|청주교구|수동성당|043-252-6986|충북 청주시 상당구 교동로3번길 100|주임신부 김지수 아브라함 신부|1964.9.6.
천주교|의정부교구|수동성당|031-594-6461|경기도 남양주시 수동면 남가로 1482|주임 양형석 루카 신부|2006.11.21
천주교|서울대교구|수락산성당|02-934-0081|서울특별시 노원구  동일로237나길 50 (상계동)|주임신부 이대영 플라치도 신부|1997.09.26
천주교|전주교구|수류성당|063-544-5652|전라북도 김제시 금산면 수류로 643|주임신부 김주형 히지노 신부|1889.4.
천주교|수원교구|수리동성당|031-396-3401|경기도 군포시  수리산로 119|주임 김상순 프란치스코 하비에르 신부|2003.1.28.
천주교|마산교구|수산성당|055-391-0855|경상남도 밀양시 하남읍 수산동촌3길 16|주임신부 장병욱 베네딕토 신부|1996.10.21
천주교|서울대교구|수색성당|02-308-7651|서울특별시 은평구  증산서길 20 (증산동)|주임신부 심흥보 베드로 신부|1909.05.26
천주교|서울대교구|수서동성당|02-2226-0231~2|서울특별시 강남구  광평로 199 (수서동)|주임신부 김승구 마르티노 신부|1992.09.24
천주교|대구대교구|수성성당|053-742-0224|대구시 수성구 수성로 347 (수성동1가)|주임신부 서정섭 바르톨로메오 신부|1964.4.16.
천주교|전주교구|수송동성당|063-461-0091|전라북도 군산시  남수송5길 43|주임신부 오성기 요한 크리소스토모 신부|2009.2.1.
천주교|청주교구|수안보성당|043-846-1351|충북 충주시 수안보면 조산공원길 84|주임신부 우상일 요셉 신부|1963.02.20
천주교|부산교구|수영성당|051-761-4901|부산광역시 수영구  좌수영로 119|주임 신부 곽용승 요셉 신부|2002.1.11.
천주교|서울대교구|수유1동성당|02-945-2124|서울특별시 강북구  삼양로 336-15 (수유동)|주임신부 허중식 그레고리오 신부|1983.08.16
천주교|서울대교구|수유동(지)성당|02-999-9701|서울특별시 강북구  삼각산로 165 (수유동)|주임신부(제6동봉-강북지구장) 김철호 바오로 신부|1967.04.10
천주교|부산교구|수정성당|051-632-3176|부산광역시 동구 진성로 44|주임신부 노우재 미카엘 신부|1962.7.17.
천주교|부산교구|수정/마을성당|051-337-9445|부산광역시 북구  학사로17번가길 16|주임신부 강우현 요아킴 신부|2006.1.10.
천주교|수원교구|수지성당|031-265-2101~2|경기도 용인시 수지구  수지로 265|주임 김희강 루도비코 신부|1994.2.3.
천주교|수원교구|수진동성당|031-751-1936|경기도 성남시 수정구  탄리로 39|주임 조태구 대건 안드레아 신부|1950.4.22.
천주교|대전교구|순성성당|041-354-5858|충청남도 당진시 순성면 순성로 472-3|주임신부 김택민 마태오 신부|2015.01.09
천주교|전주교구|순창성당|063-652-1004|전라북도 순창군 순창읍 순창로 247|주임신부 이사정 라파엘 신부|1960.3.19.
천주교|인천교구|숭의동성당|032-888-2511|인천광역시 미추홀구  인주대로45번길 17(숭의동)|주임신부 김영욱 요셉 신부|1969.12.15
천주교|전주교구|숲정이성당|063-252-7366|전라북도 전주시 덕진구  숲정이로 30|주임신부 박인호 베드로 신부|1976.12.15
천주교|춘천교구|스무숲성당|033-263-9750|강원도 춘천시 안마산로 290-7|주임신부 김현신 요셉 신부|2002.9.14.
천주교|군종교구|승진성당|031-532-4409|경기도 포천시 이동면 낭유길 19-18 / (우편) 경기도 포천시 이동면 노곡리 921-1|주임신부 박정호 미카엘 신부|1959.11.01
천주교|전주교구|시기동성당|063-538-0091|전라북도 정읍시  청수3길 32|주임신부 박종탁 마태오 신부|1903.6.
천주교|수원교구|시화성바오로성당|031-431-0537|경기도 시흥시  정왕신길로139번길 24|주임 김기원 요한 사도 신부|1997.02.14
천주교|수원교구|시화성베드로성당|031-497-8275|경기도 시흥시  정왕천로449번길 51|주임 김현 프란치스코 살레시오 신부|1997.02.14
천주교|서울대교구|시흥4동성당|02-895-5811|서울특별시 금천구  독산로36길 7 (시흥동)|주임신부 이계철 라파엘 신부|1995.03.03
천주교|서울대교구|시흥5동성당|02-3286-0221|서울특별시 금천구  금하로24나길 49 (시흥동)|주임신부 강문일 사도요한 신부|2002.03.22
천주교|서울대교구|시흥동성당|02-895-5671|서울특별시 금천구  시흥대로38길 81 (시흥동)|주임신부 이범주 바오로 신부|1971.09.17
천주교|의정부교구|식사동성당|031-965-1784|경기도 고양시 일산동구  위시티로 153|주임신부 김동훈 미카엘 신부|2010.9.14.
천주교|수원교구|신갈성당|031-281-4700,4702|경기도 용인시 기흥구  관곡로 35|주임 이동춘 바오로 신부|1988.1.22.
천주교|의정부교구|신곡/1동성당|031-844-2500~1|경기도 의정부시  동일로506번길 26|주임신부 신기배 사도 요한 신부|1998.9.25.
천주교|의정부교구|신곡2동성당|031-847-9640|경기도 의정부시  금신로296번길 61|주임신부 이정훈 클레멘스 신부|1997.9.26.
천주교|인천교구|신공항성당|032-751-3217|인천광역시 중구  신도시남로 76(운서동)|주임신부 윤만용 바오로 신부|2002.1.21.
천주교|안동교구|신기동성당||경상북도 문경시  양달마길 8|주임신부 이상복 비오 신부|1965.2.27.
천주교|광주대교구|신기동성당|061-684-2004|전라남도 여수시  신기북6길 17 (신기동)|주임신부 김희항 프란치스코 신부|1992.11.30
천주교|수원교구|신남성당|031-356-8791|경기도 화성시 남양읍 신남리 1350-5|주임 조봉익 도미니코 신부|2019.06.18
천주교|춘천교구|신남성당|033-462-9950|강원도 인제군 남면 신남로30번길 6-11|주임신부 김용주 비오 신부|1989.4.10.
천주교|서울대교구|신내동성당|02-2208-2577~8|서울특별시 중랑구  신내로7나길 5 (신내동)|주임신부 배도동 대건 안드레아 신부|1992.09.24
천주교|대구대교구|신녕성당|054-336-6611|경북 영천시 신녕면 화성중앙길 21|주임신부 김윤호 토마스 아퀴나스 신부|1965.05.07
천주교|서울대교구|신당동성당|02-2237-1784,2238-3004|서울특별시 중구  동호로20길 24 (신당동)|주임신부 강사집 요셉 신부|1948.12.22
천주교|광주대교구|신대성당|061-721-4114|전라남도 순천시 해룡면 향매1길 22-12|주임신부 최상준 유스티노 신부|2015.01.13
천주교|서울대교구|신대방동성당|02-825-2314|서울특별시 동작구  보라매로11길 14 (신대방동)|주임신부 박선환 프란치스코 신부|1995.09.06
천주교|인천교구|신도(준본당)성당|032-752-0097|인천광역시 옹진군 북도면 신도로484번길 138-74|주임신부 김준태 요셉 신부|2006.12.5.
천주교|서울대교구|신도림동성당|02-2671-5560|서울특별시 구로구  경인로59길 26 (신도림동)|주임신부 양장욱 베드로 신부|2002.02.21
천주교|대구대교구|신동성당|054-972-2014|경북 칠곡군 지천면 신동로8길 12-12|주임신부 함영진 요셉 신부|1968.2.1.
천주교|전주교구|신동성당|063-854-1827|전라북도 익산시  익산대로62길 17|주임신부 이덕근 사도 요한 신부|1986.1.22.
천주교|광주대교구|신동성당|062-942-3448|광주광역시 광산구  도산로 49 (송정동)|주임신부 박석렬 야고보 신부|1967.2.19.
천주교|수원교구|신둔성당|031-637-6380|경기도 이천시  양진로114번길 19|주임 정연진 베드로 신부|2007.8.28.
천주교|대전교구|신례원성당|041-334-7860|충청남도 예산군 예산읍 신례원로 247|주임신부 성병렬 야고보 신부|1977.10.5.
천주교|대구대교구|신룡성당|054-436-7091|경북 김천시 개령면 황계길 324|주임신부 이재현 요한 신부|2000.11.24
천주교|대전교구|신리성지성당|041-363-1359|충남 당진시 합덕읍 평야6로 135|주임신부 김동겸 베드로 신부|2009.01.14
천주교|서울대교구|신림성모성당|02-872-9455|서울특별시 관악구  봉천로18길 12 (신림동)|주임신부 허근 이냐시오 신부|1981.08.21
천주교|원주교구|신백동성당||충청북도 제천시  의병대로34길 20 (신백동)|주임신부 유충희 대철 베드로 신부|2004.02.12
천주교|수원교구|신봉동성당|031-261-7133|경기도 용인시 수지구  태봉로27번길 8|주임 조원식 요셉 신부|2008.09.02
천주교|청주교구|신봉동성당|043-268-9100|충북 청주시 흥덕구 1순환로512번길 4-1|주임신부 김학봉 바오로 신부|1992.7.25.
천주교|광주대교구|신북성당|061-472-4700|전라남도 영암군 신북면 황금동로 16-9|주임신부 황성호 미카엘 신부|2007.8.27.
천주교|서울대교구|신사동성당|02-383-6282~3|서울특별시 은평구  은평로 7 (신사동)|주임신부 박관태 세례자 요한 신부|1998.09.25
천주교|서울대교구|신사동/성베드로성당|02-839-1001~2|서울특별시 관악구  관천로11길 124 (신림동)|주임신부 양해룡 사도요한 신부|1990.08.22
천주교|대구대교구|신서성당|053-961-5910|대구시 동구 금강로16길 2 (신서동)|주임신부 한명석 베드로 신부|2003.8.29.
천주교|부산교구|신선성당|051-418-8301|부산광역시 영도구  상록수길 23|주임신부 이민 미카엘 신부|1955.1.1.
천주교|군종교구|신선대성당|051-679-1930|부산시 남구 백운포로 95 사서함 7-13호|주임신부 박상언 그레고리오 신부|2006.04.23
천주교|서울대교구|신수동성당|02-711-3761|서울특별시 마포구  독막로 189 (신수동)|주임신부 최성기 헨리코 신부|1971.09.17
천주교|마산교구|신안동성당|055-745-5131|경상남도 진주시  평거로 141|주임신부(겸 진주지구장) 신은근 바오로 신부|1991.06.28
천주교|광주대교구|신안석문성당|061-275-4580|전라남도 신안군 비금면 읍동길 15-32|주임신부 이창훈 베드로 신부|2000.8.25.
천주교|광주대교구|신안인덕성당|061-271-2422|전남 신안군 암태면 신석길 8-9|주임신부 송태경 바오로 신부|2004.8.31.
천주교|대구대교구|신암성당|053-958-1005|대구시 동구 아양로11길 2 (신암동)|주임신부 이상락 바오로 신부|1945.12.20
천주교|의정부교구|신암리성당|031-862-3455|경기도 양주시 남면 감악산로489번길 27-32|주임신부 현우석 스테파노 신부|
천주교|의정부교구|신원동성당|02-381-3939|경기도 고양시 덕양구  신원1로 89|주임신부 박재범 사도 요한 신부|2014.09.04
천주교|서울대교구|신월1동성당|02-2606-9444~5|서울특별시 양천구  곰달래로5길 52 (신월동)|주임신부 손석식 대건안드레아 신부|2005.09.22
천주교|서울대교구|신월동성당|02-2696-6111|서울특별시 양천구  오목로1길 20 (신월동)|주임신부 탁헌상 보나벤투라 신부|1984.08.01
천주교|광주대교구|신의성당|061-271-7123|전라남도 신안군 신의면 상동길 15-4|주임신부 방래혁 시몬 신부|2012.08.29
천주교|수원교구|신장성당|031-794-7911|경기도 하남시  신평로73번길 38|주임 이강건 빈첸시오 신부|1967.1.10.
천주교|서울대교구|신정3동성당|02-2060-8051|서울특별시 양천구  신정로7길 60-10 (신정동)|주임신부 김남성 요셉 신부|2002.09.19
천주교|서울대교구|신정동성당|02-2601-0103~4|서울특별시 양천구  중앙로46길 28 (신정동)|주임신부 김형석 마태오 신부|1976.12.09
천주교|제주교구|신제주성당|064-742-4678|제주특별자치도 제주시  신대로8길 42|주임신부 윤성남 프란치스코 하비에르 신부|1981.10.25
천주교|제주교구|신창성당|064-773-1044|제주특별자치도 제주시 한경면 두신로 28|주임신부 정필종 도미니코 신부|1952.06.29
천주교|광주대교구|신창동성당|062-954-6004|광주광역시 광산구  왕버들로289번길 22 (신창동)|주임신부 안성완 이냐시오 신부|2006.8.23.
천주교|인천교구|신천성당|031-313-7820||주임신부 주현철 라우렌시오 신부|1979.2.11.
천주교|서울대교구|신천동성당|02-2203-6161~6|서울특별시 송파구  오금로 54 (신천동)|주임신부 정성환 프란치스코 신부|1981.05.08
천주교|대전교구|신탄진성당|042-932-3231|대전광역시 대덕구  석봉로57번길 27|주임신부 김인수 스테파노 신부|1971.7.13
천주교|전주교구|신태인성당|063-571-8201|전라북도 정읍시 신태인읍 정신로 1196|주임신부 장상호 시몬 신부|1929.5.26.
천주교|대전교구|신평성당|041-363-6761|충청남도 당진시 신평면 신평길 63|주임신부 김동규 미카엘 신부|1975.4.10.
천주교|대구대교구|신평성당|054-462-1225|경북 구미시 야은로45길 13 (신평동)|주임신부 이수승 베드로 신부|1979.2.22.
천주교|전주교구|신풍성당|063-544-2271|전라북도 김제시  중앙11길 23|주임신부 김영복 요셉 신부|1985.1.26.
천주교|대전교구|신합덕성당|041-362-5947|충청남도 당진시 합덕읍 굴미2길 40|주임신부 김문수 야고보 신부|1960.11.18
천주교|수원교구|신흥동성당|031-744-0265|경기도 성남시 수정구  공원로 432|주임 표창연 프란치스코 신부|1984.09.18
천주교|인천교구|심곡성당|032-666-2061|경기도 부천시 원미구  신흥로53번길 14(심곡동)|주임신부 김성진 베드로 신부|1976.1.1.
천주교|인천교구|심곡본동성당|032-653-4445|경기도 부천시 소사구  경인로170번길 96(송내동)|주임신부 강윤희 토마스 아퀴나스 신부|1982.2.16.
천주교|인천교구|십정동성당|032-421-2000|인천광역시 부평구  배곶로 46(십정동)|주임신부 조호동 바오로 신부|1983.9.1.
천주교|전주교구|쌍교동성당|063-633-4004|전라북도 남원시  남문로 498|주임신부 두성균 바오로 신부|1935.6.16.
천주교|서울대교구|쌍문동성당|02-992-6211|서울특별시 도봉구  해등로17길 20 (쌍문동)|주임신부 소원석 가브리엘 신부|1999.02.18
천주교|광주대교구|쌍암동성당|062-973-7004|광주광역시 광산구  임방울대로801번길 62 (쌍암동)|주임신부 이옥수 도미니코 신부|2000.8.25.
천주교|군종교구|쌍용성당|033-241-7433|강원도 춘천시 신북읍 맥국길 79-9 사서함 114-1호|주임신부 최승호 메다르도 신부|1953.06.09
천주교|광주대교구|쌍촌동성당|062-373-0160~1|광주광역시 서구  상무대로955번길 17-14 (쌍촌동)|주임신부 노완석 타대오 신부|1981.01.31
천주교|서울대교구|쑥고개(공동사목)성당|02-873-2333|서울특별시 관악구  쑥고개로 79 (봉천동)|주임신부 이형기 베르나르도 신부|1996.09.24
천주교|부산교구|아미성당|051-256-1039|부산광역시 사하구  옥천로 131|주임신부 서정웅 베드로 신부|1969.8.6.
천주교|수원교구|아미동성당|031-694-5501|경기도 이천시 부발읍 경충대로2050번길 192|주임 이남수 요셉 신부|1998.1.30.
천주교|원주교구|아우라지성당||강원도 정선군 여량면 서동로 2957|주임신부 박상용 아우구스티노 신부|2000.01.25
천주교|전주교구|아중성당|063-244-6768|전라북도 전주시 덕진구  무삼지5길 17|주임신부 백수현 알로이시오 신부|1999.9.4.
천주교|서울대교구|아차산성당|02-456-2388|서울특별시 광진구  천호대로129길 47-8 (중곡동)|주임신부 이성진 미카엘 신부|2008.02.14
천주교|서울대교구|아현동성당|02-365-3184|서울특별시 서대문구  북아현로4나길 17 (북아현동)|주임신부 이윤헌 아우구스티노 신부|1957.02.20
천주교|대구대교구|안강성당|054-763-7012|경북 경주시 안강읍 비화원로 112|주임신부 박재철 안토니오 신부|1967.5.13.
천주교|안동교구|안계성당||경상북도 의성군 안계면 용기2길 51|주임신부 함원식 이사야 신부|1972.9.15.
천주교|수원교구|안녕성당|031-225-0909|경기도 화성시 효행로 592-6(안녕동)|주임 장유 스테파노 신부|2004.10.01
천주교|부산교구|안락성당|051-526-4210|부산광역시 동래구  충렬대로395번길 6|주임신부 윤경철 바오로 신부|1986.2.1.
천주교|청주교구|안림동성당|043-845-1010|충북 충주시 사직로 283-10|주임신부 유재훈 바오로 신부|1989.7.5.
천주교|대전교구|안면도성당|041-673-1071|충청남도 태안군 안면읍 장터로 218-5|주임신부 강승수 요셉 신부|2001.2.8.
천주교|수원교구|안산성마르코성당|031-502-2124|경기도 안산시 상록구  일동로 6|주임 김연관 마태오 신부|2006.9.26.
천주교|수원교구|안산성마리아성당|031-410-9191|경기도 안산시 단원구  한양대학로 158|주임 이상돈 에두아르도 신부|2001.1.30.
천주교|수원교구|안산성안나성당|031-413-9004|경기도 안산시 단원구  광덕2로 112|주임 노인빈 엑벨트 신부|2005.09.23
천주교|수원교구|안산성요셉성당|031-437-7911|경기도 안산시 상록구  석호로 17|주임 이정훈 요셉 신부|2003.1.28.
천주교|수원교구|안성성당|031-672-0701|경기도 안성시  혜산로 33|주임 정진만 야고보 신부|1900.10.19
천주교|마산교구|안의선교성당|055-963-4627-(안의성당-|경상남도 함양군 안의면 허삼둘길 3 안의성당|주임신부 이상원 베네딕토 신부|2008.12.29
천주교|수원교구|안중성당|031-681-2702|경기도 평택시 안중읍 안중로131번길 37|주임 김승부 프란치스코 신부|1966.01.10
천주교|원주교구|안흥성당||강원도 횡성군 안흥면 서동로 1061|주임신부 장석윤 비오 신부|2010.09.03
천주교|서울대교구|암사동성당|02-442-8511~2|서울특별시 강동구  암사길 46 (암사동)|주임신부 강정의 베네딕토 신부|1981.01.06
천주교|서울대교구|압구정1동성당|02-541-9240|서울특별시 강남구  언주로167길 27 (신사동)|주임신부 이승찬 안드레아 신부|1999.02.18
천주교|서울대교구|압구정동성당|02-515-1783~4(내선-0-|서울특별시 강남구  논현로175길 33 (신사동)|주임신부 이성운 미카엘 신부|1979.05.31
천주교|대구대교구|압량성당|053-817-5885|경북 경산시 압량면 대학로 360|주임신부 권대진 다마소 신부|1996.08.30
천주교|광주대교구|압해도성당|061-271-0404|전라남도 신안군 압해읍 복룡로 53|주임신부 오병화 사도 요한 신부|1993.2.10.
천주교|청주교구|앙성성당|043-855-2867|충북 충주시 앙성면 하너미로 750|주임신부 최정진 레오 신부|1995.6.24.
천주교|춘천교구|애막골성당|033-264-0104|강원도 춘천시 세실로 100-29|주임신부 김동훈 라파엘 신부|1998.9.1.
천주교|제주교구|애월성당|064-799-0026|제주특별자치도 제주시 애월읍 애월로 159|주임신부 이시우 안드레아 신부|2012.02.10
천주교|의정부교구|야당/맑은연못성당|031-947-1784|경기도 파주시  동서대로 696-27|주임신부 허영민 세례자 요한 신부|2010.9.14.
천주교|부산교구|야음성당|052-275-3396|울산광역시 남구  대암로129번길 7|주임 신부 장훈철 바오로 신부|1985.1.8.
천주교|대구대교구|약목성당|054-974-5055|경북 칠곡군 약목면 복성7길 19-7|주임신부 김충귀 베드로 신부|1973.10.25
천주교|마산교구|양곡성당|055-286-0577|경상남도 창원시 성산구  양곡길 84|주임신부 여인석 베드로 신부|1981.01.26
천주교|인천교구|양곡성당|031-989-4661|경기도 김포시 양촌읍 양곡1로56번길 76|주임신부 강성표 프란치스코 신부|1987.3.25.
천주교|춘천교구|양구성당|033-482-8004|강원도 양구군 양구읍 중심로 126-6|주임신부 이지철 암브로시오 신부|1966.12.29
천주교|대구대교구|양남성당|054-744-4242|경북 경주시 양남면 양남항구길 103-4|주임신부 권오관 득인 베드로 신부|1997.9.5.
천주교|마산교구|양덕동/주교좌성당|055-292-6561|경상남도 창원시 마산회원구  양덕옛2길 128|주임신부(겸 마산지구장) 김용민 레오나르도 신부|1975.12.08
천주교|춘천교구|양덕원성당|033-432-4034|강원도 홍천군 남면 양덕원2길 31|주임신부 이태혁 요아킴 신부|1948.9.5.
천주교|수원교구|양동성당|031-774-6038|경기도 양평군 양동면 쌍학방죽골길 31|주임 이정재 베드로 신부|1997.2.14.
천주교|부산교구|양산성당|055-386-2065|경상남도 양산시  장동2길 9|주임신부 김성한 안드레아 신부|1967.12.27
천주교|광주대교구|양산동성당|062-571-1009|광주광역시 북구  하서로 393-16 (양산동)|보좌신부 류지명 가브리엘 신부|1987.6.3.
천주교|수원교구|양성성당|031-672-0890|경기도 안성시 양성면 만세로 631|주임 한성기 마티아 신부|2003.9.30
