##NAME|SUBNAME|TELNUM|NEWADDR|IDX|FATHER|WEBSITE|ORGNAME|SOURCE2@@교회
광명주님의교회||02-2612-1278|경기도 광명시 사성로103번길 14 상가 4층 (철산동, 광복현대아파트)|4902|||광명주님의|대한예수교장로회총회
새누리선교교회||070-4137-9196|강원도 춘천시 동내면 대룡산길 450-156|4901|김황중 담임목사||새누리선교|대한예수교장로회총회
복지교회||031-773-3498|경기도 양평군 용문면 마룡웃말길 56|4898|김영혜 담임목사||복지|대한예수교장로회총회
나섬교회||02-458-2981|서울특별시 광진구 광장로 1  (광장동)|4897|유해근 담임목사|http://www.nasom.or.kr|나섬|대한예수교장로회총회
주사랑교회||031-771-2736|경기도 양평군 양서면 용담2길 28 경기도 양평군 양서면 용담리 529-3|4896|이진현 담임목사||주사랑|대한예수교장로회총회
연지교회||02-708-3250|서울특별시 종로구 율곡로 190 1003호(여전도회관) (연지동)|4895||http://www.yeonji.or.kr|연지|대한예수교장로회총회
유엔로교회||051-637-4142|부산광역시 남구 유엔로 54  (우암동)|4894|유현균 담임목사||유엔로|대한예수교장로회총회
대구서부교회||053-586-5911|대구광역시 달성군 다사읍 서재본길 5|4892|||대구서부|대한예수교장로회총회
선교제일교회||053-591-0191|대구광역시 달성군 다사읍 서재로28길 21|4890|이현윤 담임목사||선교제일|대한예수교장로회총회
그루터기교회||02-578-8729|서울특별시 강남구 개포로38길 40  (개포동)|4888|||그루터기|대한예수교장로회총회
지구촌교회||02-6012-6301|서울특별시 성북구 아리랑로19길 86 상가 201호 (정릉동, 정릉2차 대주피오레)|4885|장승원 담임목사||지구촌|대한예수교장로회총회
행복한교회||041-338-1496|충청남도 예산군 봉산면 황금뜰로 156 상가동 (은행마을아파트)|4884|||행복한|대한예수교장로회총회
부산열린교회||051-362-5939|부산광역시 북구 양달로4번길 7 191-5 (화명동)|4883|임명광 담임목사||부산열린|대한예수교장로회총회
울산산돌교회||052-258-5321|울산광역시 남구 신정로12번길 5  (달동)|4882|이광희 담임목사||울산산돌|대한예수교장로회총회
한화교회||063-226-4991|전라북도 전주시 완산구 양지1길 16-12  (삼천동1가)|4881|김창무 담임목사||한화|대한예수교장로회총회
다솜교회||062-675-7994|광주광역시 남구 서문대로402번길 36  (송하동)|4879|양병호 담임목사||다솜|대한예수교장로회총회
예광교회||062-376-9961|광주광역시 서구 금화로115번길 14 도개공S 상가2층 (금호동)|4878|박창호 담임목사||예광|대한예수교장로회총회
초대교회||061-791-9777|전라남도 광양시 구마길 66  (중동)|4876|김재옥 담임목사||초대|대한예수교장로회총회
가나안교회||061-722-0880|전라남도 순천시 남신월4길 13-9  (조례동)|4875|||가나안|대한예수교장로회총회
초대교회||043-292-7125|충청북도 청주시 서원구 안뜸로 8  (분평동)|4873|윤호필 담임목사||초대|대한예수교장로회총회
전원교회||043-256-1004|충청북도 청주시 상당구 단재로135번길 42  (영운동)|4872|||전원|대한예수교장로회총회
만나교회||043-284-5807|충청북도 청주시 상당구 용담로 31-5  (대성동)|4871|이주성 담임목사||만나|대한예수교장로회총회
이레교회||032-819-9191|인천광역시 연수구 함박뫼로 128 대명아파트상가내 (연수동, 연수대명아파트)|4870|김종욱 담임목사||이레|대한예수교장로회총회
도봉산교회||02-955-1141|서울특별시 도봉구 도봉로180길 6-119 삼환아파트 독립상가동 (도봉동)|4867|이기남 담임목사|http://www.dobongsan.org|도봉산|대한예수교장로회총회
은골아담한교회||031-944-7678|경기도 파주시 월롱면 휴암로 142-15|4866|||은골아담한|대한예수교장로회총회
양평나섬교회||031-771-8139|경기도 양평군 개군면 불곡덕고갯길 61|4864|유형근 담임목사||양평나섬|대한예수교장로회총회
열린교회||064-742-2190|제주특별자치도 제주시 연동6길 13  (연동)|4862|홍호수 담임목사    김성주 부목사|http://www.opench.net|열린|대한예수교장로회총회
신성교회||064-739-0153|제주특별자치도 서귀포시 신중남로 8  (법환동)|4861|권오형 담임목사||신성|대한예수교장로회총회
열방교회||064-767-9090|제주특별자치도 서귀포시 중산간동로 8091  (서홍동)|4860|이성방 담임목사|http://www.acts21.org|열방|대한예수교장로회총회
안강영광교회||054-761-1558|경상북도 경주시 안강읍 칠평북3길 10|4859|이동석 담임목사||안강영광|대한예수교장로회총회
하늘문교회||063-465-0353|전라북도 군산시 동메1길 8  (수송동)|4858|이형명 담임목사||하늘문|대한예수교장로회총회
하당흰돌교회||061-281-1296|전라남도 목포시 백년대로323번길 17-1  (상동)|4856|임택수 담임목사||하당흰돌|대한예수교장로회총회
성루교회||061-283-6200|전라남도 목포시 교육로 27  (상동)|4855|이진구 담임목사||성루|대한예수교장로회총회
대중교회||061-284-8414|전라남도 무안군 삼향읍 남악4로60번길 39|4854|김준영 담임목사||대중|대한예수교장로회총회
흰돌교회||041-549-2883|충청남도 아산시 시민로 283  (용화동)|4853|신현덕 담임목사||흰돌|대한예수교장로회총회
대전명성교회||042-635-0987|대전광역시 대덕구 송촌북로20번길 7-15  (송촌동)|4850|오현자 담임목사||대전명성|대한예수교장로회총회
임마누엘교회||054-434-6008|경상북도 김천시 조마면 신안4길 77-8|4849|이창화 담임목사|http://cafe.daum.net/imchurch3|임마누엘|대한예수교장로회총회
선한목자교회||054-455-9155|경상북도 구미시 형곡로26길 5-3|4848|서대영 담임목사|http://naver.com/sungsan96|선한목자|대한예수교장로회총회
태백연동교회||033-554-1004|강원도 태백시 해지개길 41  (황지동)|4847|안대웅 담임목사||태백연동|대한예수교장로회총회
함께하는교회||033-242-7848|강원도 춘천시 사우로 57-1  (사농동)|4846|김호경 담임목사||함께하는|대한예수교장로회총회
춘천반석교회||033-263-6777|강원도 춘천시 후석로46번길 28  (석사동)|4845|김수길 담임목사||춘천반석|대한예수교장로회총회
해운동부교회||055-222-0910|경상남도 창원시 마산합포구 가포로 174  (가포동)|4844|이병건 담임목사||해운동부|대한예수교장로회총회
꿈대로되는교회||055-232-6955|경상남도 창원시 마산회원구 내서읍 옥정2길 16-1|4843|||꿈대로되는|대한예수교장로회총회
새진해교회||055-547-3526|경상남도 창원시 진해구 진해대로988번길 18  (자은동)|4842|김성권 담임목사||새진해|대한예수교장로회총회
교동교회||055-356-4352|경상남도 밀양시 밀양대로 2109  (교동)|4841|박성배 담임목사||교동|대한예수교장로회총회
고현복된교회||055-637-3907|경상남도 거제시 계룡로2길 56  (고현동)|4840|박종성 담임목사||고현복된|대한예수교장로회총회
성동교회||055-746-7282|경상남도 진주시 순환로553번길 10  (평거동)|4839|김정훈 담임목사|http://www.sungdongch.or.kr|성동|대한예수교장로회총회
선교교회||055-762-5218|경상남도 진주시 진주대로 849-4  (주약동)|4838|김권성 담임목사||선교|대한예수교장로회총회
옥종소망교회||055-883-1943|경상남도 하동군 옥종면 옥단로 1213|4837|최상훈 담임목사||옥종소망|대한예수교장로회총회
주찬양교회||02-2653-9141|서울특별시 양천구 오목로 75  (신월동)|4836|이종성 담임목사||주찬양|대한예수교장로회총회
화도평안교회||031-594-9295|경기도 남양주시 화도읍 묵현로25번길 20|4834|최원칠 담임목사||화도평안|대한예수교장로회총회
동부광성교회||031-576-9191|경기도 남양주시 와부읍 수레로 92|4833|김호권 담임목사|http://www.dbks.org|동부광성|대한예수교장로회총회
찬양교회||070-7514-7934|경기도 남양주시 오남읍 진건오남로 564 상가동 301호 (유호아파트)|4832|김종두 담임목사||찬양|대한예수교장로회총회
월드비전교회||070-8210-6527|경기도 구리시 벌말로70번길 77|4831|이원규 담임목사||월드비전|대한예수교장로회총회
평안교회||031-567-9291|경기도 구리시 안골로63번길 20|4830|이광우 담임목사||평안|대한예수교장로회총회
호평교회||031-591-0883|경기도 남양주시 호평로67번길 9-40 호평교회 (호평동)|4829|송춘복 담임목사    성문용 부목사||호평|대한예수교장로회총회
주영광교회||031-527-1228|경기도 남양주시 진건읍 진건오남로105번길 6 세아상가203호|4828|박영철 담임목사||주영광|대한예수교장로회총회
포항평화교회||054-241-5888|경상북도 포항시 남구 송림로22번길 30  (송도동)|4827|박철수 담임목사||포항평화|대한예수교장로회총회
파주영락교회||031-944-0691|경기도 파주시 운정로 77-49  (상지석동)|4826|양성태 담임목사||파주영락|대한예수교장로회총회
오류동제일교회||02-2625-9380|서울특별시 구로구 오류로8나길 9-5  (오류동)|4825|이광근 담임목사|http://www.vs2004.com|오류동제일|대한예수교장로회총회
코리아교회||02-499-4342|서울특별시 광진구 광나루로16길 5  (화양동)|4823|고형석 담임목사|http://www.immanuelian.com|코리아|대한예수교장로회총회
양산동산교회||055-386-6511|경상남도 양산시 신기로 19  (신기동)|4822|전봉익 담임목사||양산동산|대한예수교장로회총회
군산가나교회||063-452-4843|전라북도 군산시 내사2길 21  (사정동)|4820|김여평 담임목사||군산가나|대한예수교장로회총회
평안쉼터교회||031-957-8256|경기도 파주시 조리읍 명봉산로48번길 22-15 장곡리688-8|4819|||평안쉼터|대한예수교장로회총회
그안에교회||070-8239-8295|경기도 군포시 금산로6번길 3  (금정동)|4818|김흥현 담임목사||그안에|대한예수교장로회총회
산성중앙교회||042-585-8782|대전광역시 중구 산성로57번길 41 산성중앙교회 (산성동)|4817|이상남 담임목사||산성중앙|대한예수교장로회총회
엘림교회||070-8251-9258|경기도 광명시 사성로 23-7 3층|4816|||엘림|대한예수교장로회총회
시흥성광교회||031-497-5732|경기도 시흥시 중심상가로 288  (정왕동)|4815|오총균 담임목사||시흥성광|대한예수교장로회총회
광영교회||032-663-0191|경기도 부천시 원미구 장말로 273 2층 (심곡동)|4814|박원일 담임목사||광영|대한예수교장로회총회
김포미래교회||031-997-0205|경기도 김포시 양촌읍 불당로 94-14|4813|||김포미래|대한예수교장로회총회
다사랑교회||02-2612-0675|서울특별시 양천구 남부순환로88길 5-9|4812|||다사랑|대한예수교장로회총회
김해열린교회||055-338-9106|경상남도 김해시 활천로178번길 33-11 김해열린교회 (어방동)|4811|공세환 담임목사||김해열린|대한예수교장로회총회
해운중앙교회||051-915-0691|부산광역시 해운대구 해운대로143번길 20-1  (재송동)|4810|박창수 담임목사||해운중앙|대한예수교장로회총회
유명교회||052-298-1358|울산광역시 북구 명촌12길 34-3  (명촌동)|4807|최명환 담임목사||유명|대한예수교장로회총회
천곡제일교회||052-285-0626|울산광역시 북구 달래골길 2  (천곡동)|4806|권신철 담임목사|http://www.samgog.org|천곡제일|대한예수교장로회총회
선민교회||052-235-9669|울산광역시 동구 월봉로 61  (화정동)|4805|장수영 담임목사||선민|대한예수교장로회총회
울산삼산교회||052-258-8411|울산광역시 남구 돋질로325번길 9  (삼산동)|4804|||울산삼산|대한예수교장로회총회
부광교회||--|전라남도 여수시 둔덕7길 36-5 여수 부광교회 (둔덕동)|4803|정철기 담임목사||부광|대한예수교장로회총회
여수현암교회||061-653-5036|전라남도 여수시 문수로 99 여수 현암교회 (문수동)|4802|신윤식 담임목사||여수현암|대한예수교장로회총회
여수광성교회||061-691-3309|전라남도 여수시 성산2길 10-10  (화장동)|4801|김인호 담임목사||여수광성|대한예수교장로회총회
보성복된교회||061-853-0691|전라남도 보성군 보성읍 송재로 114-1|4800|고영철 담임목사||보성복된|대한예수교장로회총회
광야교회||031-797-0129|경기도 광주시 탄벌길37번길 9  (탄벌동)|4799|강석공 담임목사    김은나 부목사|http://www.wilderness.or.kr|광야|대한예수교장로회총회
지음받은교회||031-763-4549|경기도 광주시 경안로88번길 25-3  (경안동)|4798|이민규 담임목사||지음받은|대한예수교장로회총회
송천두레교회||02-483-7244|경기도 남양주시 수동면 소래비로416번길 22-44|4797|||송천두레|대한예수교장로회총회
행복한교회||031-762-2780|경기도 광주시 초월읍 경충대로1127번길 10-15|4794|||행복한|대한예수교장로회총회
주현교회||053-763-8291|대구광역시 수성구 무학로35길 22|4793|||주현|대한예수교장로회총회
꿈을주는교회||053-322-4653|경상북도 경산시 압량면 강골길 19|4792|이준희 담임목사|http://www.wegod.net|꿈을주는|대한예수교장로회총회
계양제일교회||032-552-6898|인천광역시 계양구 주부토로472번길 11 유림프라자 201호 (계산동)|4789|박일선 담임목사||계양제일|대한예수교장로회총회
서머나교회||032-547-9106|인천광역시 계양구 아나지로299번길 15 미도아파트상가 402 (작전동)|4788|장기범 담임목사||서머나|대한예수교장로회총회
은빛교회||032-553-8003|인천광역시 계양구 용종로 97  (용종동, 용종마을신대진아파트)|4787|양승보 담임목사||은빛|대한예수교장로회총회
예수마을교회||032-556-1009|인천광역시 계양구 주부토로 500  (계산동)|4786|서대운 담임목사|http://www.jesus.fm|예수마을|대한예수교장로회총회
오병이어교회||031-916-0690|경기도 고양시 일산동구 하늘마을1로 72  (중산동)|4785|김형제 담임목사||오병이어|대한예수교장로회총회
예은교회||031-913-1717|경기도 고양시 일산서구 강선로 35  (주엽동, 강선마을14단지)|4784|이경일 담임목사||예은|대한예수교장로회총회
항상교회||031-975-2814|경기도 고양시 일산서구 일중로 82  (일산동)|4780|최현일 담임목사||항상|대한예수교장로회총회
밝은빛교회||054-652-3278|경상북도 예천군 예천읍 통명길 44-4|4779|신응진 담임전도사||밝은빛|대한예수교장로회총회
온누리사랑교회||031-295-7766|경기도 수원시 권선구 금곡로31번길 120|4778|강평식 담임목사||온누리사랑|대한예수교장로회총회
주사랑교회||031-206-3920|경기도 수원시 영통구 청명북로7번길 7-3  (영통동)|4777|백오종 담임목사||주사랑|대한예수교장로회총회
가경교회||043-232-0191|충청북도 청주시 흥덕구 풍년로142번길 38 가경동 415-4 (가경동)|4775|박선용 담임목사|http://www.kakyoungchurch.com|가경|대한예수교장로회총회
삶터교회||043-221-4751|충청북도 청주시 청원구 수암로78번길 12  (우암동, 삼일아파트)|4774|||삶터|대한예수교장로회총회
도안소망교회||043-836-8442|충청북도 증평군 도안면 충청대로 2122-20|4773|우상두 담임목사||도안소망|대한예수교장로회총회
제천제일교회||043-642-5691|충청북도 제천시 관전로1안길 12  (신백동)|4772|양의열 담임목사|http://www.jecheon1.or.kr|제천제일|대한예수교장로회총회
평안교회||062-952-2753|광주광역시 광산구 사암로390번길 13-32 3층 (월곡동)|4771|김송근 담임목사||평안|대한예수교장로회총회
복된교회||062-956-4134|광주광역시 광산구 월곡중앙로47번길 12-5  (월곡동)|4770|||복된|대한예수교장로회총회
벧엘교회||02-562-1009|서울특별시 강남구 삼성로69길 15  (대치동)|4768|김달수 담임목사||벧엘|대한예수교장로회총회
신원교회||031-747-9363|경기도 성남시 수정구 논골로61번길 1  (단대동)|4765|이명수 담임목사||신원|대한예수교장로회총회
선한이웃교회||031-715-2664|경기도 광주시 오포읍 수레실길 34|4764||http://www.good-samaritan.or.kr|선한이웃|대한예수교장로회총회
평강교회||031-712-8094|경기도 성남시 수정구 탄리로146번길 7  (태평동)|4763|장수천 담임목사||평강|대한예수교장로회총회
야탑교회||031-709-1490|경기도 성남시 분당구 매화로 92 매화마을1단지 상가 203호 (야탑동, 매화마을주공1단지아파트)|4762|||야탑|대한예수교장로회총회
새성산교회||019-678-8291|경기도 화성시 병점1로 65 주상가 (병점동, 늘벗마을신창1차아파트)|4761|||새성산|대한예수교장로회총회
운당제일교회||044-566-0786|세종특별자치시 소정면 운당양촌불당골길 56|4760|정양섭 담임목사||운당제일|대한예수교장로회총회
새문화교회||042-581-2707|대전광역시 중구 당디로 28  (산성동)|4759|변경섭 담임목사||새문화|대한예수교장로회총회
은평교회||042-488-3661|대전광역시 서구 만년남로 9 만년코아 6층 (만년동)|4758|한용구 담임목사||은평|대한예수교장로회총회
신호등교회||063-625-1366|전라북도 남원시 동도3길 53  (월락동)|4757|김순태 담임목사||신호등|대한예수교장로회총회
노암제일교회||063-633-7010|전라북도 남원시 노송로 1214-8  (노암동)|4755|유호정 담임목사||노암제일|대한예수교장로회총회
엘림교회||063-351-5740|전라북도 장수군 천천면 장자울로 34-4|4754|정규동 담임목사||엘림|대한예수교장로회총회
사천영락교회||070-8638-3873|경상남도 사천시 정동면 진삼로 1344-13|4753|유영상 담임목사||사천영락|대한예수교장로회총회
광성교회||051-322-2956|부산광역시 사상구 낙동대로 736  (엄궁동)|4752|박광환 담임목사||광성|대한예수교장로회총회
든든한교회||031-977-8383|경기도 고양시 일산동구 고양대로 752  (중산동)|4750|장향희 담임목사    강한열 부목사|http://www.ddhc.net|든든한|대한예수교장로회총회
주사랑교회||062-430-9045|광주광역시 광산구 첨단내촌로35번길 15-10  (월계동)|4749|김승원 담임목사||주사랑|대한예수교장로회총회
광주산월교회||062-971-7229|광주광역시 광산구 첨단중앙로47번길 37  (월계동)|4748|윤상현 담임목사||광주산월|대한예수교장로회총회
새소망교회||062-955-2844|광주광역시 광산구 신가삼효로 22-24  (신가동)|4747|홍범희 담임목사||새소망|대한예수교장로회총회
예본교회||062-574-8291|광주광역시 북구 서하로 113 삼익아파트 102동 1506호 (매곡동)|4746|이춘길 담임목사||예본|대한예수교장로회총회
전주월광교회||063-221-8278|전라북도 전주시 완산구 평화1길 13-3|4744|||전주월광|대한예수교장로회총회
평화제일교회||063-227-4113|전라북도 전주시 완산구 소대배기로 5-7|4743|주삼문 담임목사||평화제일|대한예수교장로회총회
혜성교회||063-252-8816|전라북도 전주시 완산구 고사평3길 21-5|4742|김경순 담임전도사||혜성|대한예수교장로회총회
충민교회||063-274-6732|전라북도 전주시 덕진구 가련산로 24-21  (덕진동2가)|4741|김영열 담임목사||충민|대한예수교장로회총회
한들교회||063-223-0696|전라북도 전주시 완산구 화산천변1길 12-7|4739|설재환 담임목사||한들|대한예수교장로회총회
함께하는교회||063-285-2013|전라북도 전주시 완산구 맏내2길 14  (평화동2가)|4738|최훈창 담임목사||함께하는|대한예수교장로회총회
모악제일교회||063-222-5675|전라북도 완주군 구이면 하학길 37-18 모악제일교회|4737|안양욱 담임목사||모악제일|대한예수교장로회총회
신진교회||061-543-9104|전라남도 진도군 고군면 오일시1길 26-6|4736|조원식 담임목사||신진|대한예수교장로회총회
진도주안교회||061-543-9123|전라남도 진도군 임회면 진도대로 4281|4735|김명옥 담임목사||진도주안|대한예수교장로회총회
상복제일교회||031-496-9182|경기도 시흥시 정왕천로369번길 23-2  (정왕동)|4734|||상복제일|대한예수교장로회총회
좋은교회||031-497-3134|경기도 시흥시 배곧4로 94-58  (정왕동)|4733|||좋은|대한예수교장로회총회
양주사랑교회||031-858-3663|경기도 양주시 회정로 120 해밀프라자507호|4731|||양주사랑|대한예수교장로회총회
새누리교회||031-872-7727|경기도 의정부시 호동로44번길 16  (호원동)|4730|||새누리|대한예수교장로회총회
돈암반석교회||02-924-2366|서울특별시 성북구 보문로29가길 31  삼선동5가)|4729|||돈암반석|대한예수교장로회총회
가능샘물교회||031-871-9482|경기도 의정부시 신흥로 355-1  (가능동)|4728|||가능샘물|대한예수교장로회총회
성문교회||063-832-6400|전라북도 익산시 동서로53길 5  (어양동)|4727|이병호 담임목사    전홍기 부목사||성문|대한예수교장로회총회
대전동안교회||042-545-2004|대전광역시 유성구 진잠로42번길 56  (원내동)|4726|김경호 담임목사|http://www.jinjam.net|대전동안|대한예수교장로회총회
열린교회||02-2666-0691|서울특별시 강서구 금낭화로 135 금강프라자 5층 (방화동)|4723||http://www.yrc91com.ne.kr|열린|대한예수교장로회총회
시온반석교회||063-242-2291|전라북도 전주시 덕진구 석소로 5-14  (인후동1가)|4722|강명식 담임목사|http://blog.naver.com/3927kang|시온반석|대한예수교장로회총회
상운교회||063-245-2591|전라북도 완주군 용진면 신기서계길 38|4720|이병준 담임목사||상운|대한예수교장로회총회
온누리교회||051-816-5939|부산광역시 부산진구 양지로11번길 52-3|4719|서종비 담임목사||온누리|대한예수교장로회총회
충은교회||051-207-3786|부산광역시 사하구 하신번영로 348 부산광역시 사하구 하신번영로 348 (하단동)|4718|허동길 담임목사||충은|대한예수교장로회총회
은광교회||053-522-0691|대구광역시 달서구 달구벌대로304길 60  (감삼동)|4716|김홍근 담임목사    장희식 부목사||은광|대한예수교장로회총회
두레교회||031-550-5500|경기도 구리시 한다리길 49  (교문동)|4713|차영근 담임목사    정경훈 부목사    신충식 부목사    이종태 부목사|http://www.doorae.net|두레|대한예수교장로회총회
참진교회||032-554-4455|인천광역시 계양구 봉오대로691번길 36 2층 (작전동)|4712|한태섭 담임목사||참진|대한예수교장로회총회
온세로교회||070-4069-5617|서울특별시 마포구 월드컵북로38가길 22  (중동, 중동계룡아파트)|4711|||온세로|대한예수교장로회총회
주현교회||02-3285-4090|서울특별시 관악구 성현로 8 주현교회 (봉천동)|4710|백열승 담임목사||주현|대한예수교장로회총회
포천양문교회||031-532-9195|경기도 포천시 영중면 나삼길 57-27|4709|장재공 담임목사||포천양문|대한예수교장로회총회
광민교회||041-867-0191|세종특별자치시 조치원읍 죽림로 45 204호|4708|고동환 담임목사||광민|대한예수교장로회총회
신성주마음교회||042-863-4669|대전광역시 유성구 신성로 70  (신성동)|4707|고운 담임목사|http://www.sshanbit.or.kr|신성주마음|대한예수교장로회총회
하늘숲교회||031-297-5497|경기도 수원시 권선구 서둔로167번길 46|4706|손형규 담임목사||하늘숲|대한예수교장로회총회
예수소망교회||043-217-3953|충청북도 청주시 청원구 오창읍 오창대로 141|4705|이수갑 담임목사||예수소망|대한예수교장로회총회
예지교회||02-6082-6543|서울특별시 동대문구 약령시로5길 22-10  (제기동)|4704||http://www.yejeechurch.org|예지|대한예수교장로회총회
사도교회||02-841-6493|서울특별시 영등포구 대림로34바길 17  (대림동)|4703|||사도|대한예수교장로회총회
옥합교회||062-226-6690|광주광역시 동구 예술길 25-1 2층 (궁동)|4702|김태완 담임목사||옥합|대한예수교장로회총회
세우리교회||062-676-8919|광주광역시 남구 이장길 62-8  (이장동)|4700|||세우리|대한예수교장로회총회
포도나무교회||062-381-3087|광주광역시 서구 상무대로955번길 37-11  (쌍촌동)|4698|김정환 담임목사||포도나무|대한예수교장로회총회
광주열방교회||062-384-0691|광주광역시 광산구 수등로94번길 8-7  (신가동)|4697|박효수 담임목사||광주열방|대한예수교장로회총회
광주성광교회||062-681-7200|광주광역시 남구 대남대로 281 1층 (월산동)|4696|김송호 담임목사||광주성광|대한예수교장로회총회
광명교회||061-332-2617|전라남도 나주시 노안삼도로 32-59  (대호동)|4695|이병국 담임목사||광명|대한예수교장로회총회
신석교회||054-822-0191|경상북도 안동시 남선면 충효로 3737-20|4693|김재수 담임목사|http://www.sinseok.org|신석|대한예수교장로회총회
와룡중앙교회||054-856-3177|경상북도 안동시 와룡면 아방고개길 55|4692|박형배 담임목사||와룡중앙|대한예수교장로회총회
연제교회||054-862-3927|경상북도 의성군 단북면 연제2길 49|4691|||연제|대한예수교장로회총회
나눔의교회||061-724-0091|전라남도 순천시 팔마1길 27 , 105동 604호 (연향동, 블루시안아파트)|4690|안상민 담임목사||나눔의|대한예수교장로회총회
승주신전교회||061-754-6035|전라남도 순천시 승주읍 신전1길 34|4689|소우엽 담임목사||승주신전|대한예수교장로회총회
새순교회||043-292-7979|충청북도 청주시 서원구 수곡로89번길 23-11  (수곡동)[*미고시]|4687|김성수 담임목사||새순|대한예수교장로회총회
밀알교회||043-731-7004|충청북도 옥천군 옥천읍 장야1길 7-14|4686|최영만 담임목사|http://cafe.daum.net/ocdb7004|밀알|대한예수교장로회총회
분평청북교회||043-295-9191|충청북도 청주시 서원구 1순환로1137번길 123 분평주공아파트 2단지 상가 (분평동)|4685|신양우 담임목사||분평청북|대한예수교장로회총회
꿈이있는교회||043-297-0691|충청북도 청주시 상당구 산성로 181  (용담동)|4684|반기성 담임목사||꿈이있는|대한예수교장로회총회
평강교회||031-840-8755|경기도 의정부시 용민로 33-1  (용현동)|4683|김석한 담임목사||평강|대한예수교장로회총회
예수샘교회||054-432-4277|경상북도 김천시 시청로 193 2층 (신음동)|4681|김현웅 담임목사||예수샘|대한예수교장로회총회
원주염광교회||033-746-1255|강원도 원주시 원문로112번길 18  (단계동)|4679|손수진 담임목사||원주염광|대한예수교장로회총회
군포소망교회||031-452-9182|경기도 군포시 당정역로4번길 7 동호프라자 406호 (당정동)|4678|현윤재 담임목사||군포소망|대한예수교장로회총회
새역사교회||032-676-6106|경기도 부천시 오정구 성오로124번길 37  (원종동)|4677|이성흥 담임목사||새역사|대한예수교장로회총회
하늘씨앗교회||010-2144-3995|경기도 고양시 덕양구 용현로35번길 28  (행신동)|4676|||하늘씨앗|대한예수교장로회총회
송림교회||054-742-0170|경상북도 경주시 내남면 화곡송림길 35-75|4674|최경식 담임목사||송림|대한예수교장로회총회
제주성산교회||064-722-9492|제주특별자치도 제주시 새바위길 60-33  (영평동)|4673|김명식 담임목사||제주성산|대한예수교장로회총회
제주산성교회||064-721-0491|제주특별자치도 제주시 북성로 12  (삼도이동)|4672|김상종 담임목사||제주산성|대한예수교장로회총회
제주충신교회||064-723-0691|제주특별자치도 제주시 연화로2길 17-6  (연동)|4671|김희식 담임목사||제주충신|대한예수교장로회총회
경주광명교회||054-773-4560|경상북도 경주시 외동읍 모화공단길 63|4670|최명구  담임목사||경주광명|대한예수교장로회총회
경동제일교회||054-743-2228|경상북도 경주시 화랑로38번길 7  (성건동)|4669|조성기 담임목사||경동제일|대한예수교장로회총회
영천반석교회||054-335-1579|경상북도 영천시 금호읍 원제1길 12-5|4666|오성철 담임목사||영천반석|대한예수교장로회총회
군산중문교회||063-445-3792|전라북도 군산시 진포로 198  (경암동)|4664|김호성 담임목사||군산중문|대한예수교장로회총회
영성교회||063-443-5009|전라북도 군산시 경암2길 8-4  (경암동)|4663|||영성|대한예수교장로회총회
생명샘교회||061-276-0175|전라남도 목포시 죽산로16번길 4  (산정동)|4662|박성출 담임목사||생명샘|대한예수교장로회총회
한우리교회||061-285-8455|전라남도 목포시 교육로 85  (상동)|4661|||한우리|대한예수교장로회총회
장산제일교회||061-271-0945|전라남도 신안군 장산면 현터길 345-24|4659|||장산제일|대한예수교장로회총회
서광교회||041-664-9106|충청남도 서산시 벌말3길 1-7  (석림동)|4658|김영기 담임목사||서광|대한예수교장로회총회
동대천교회||041-931-0691|충청남도 보령시 큰오랏4길 14  (동대동)|4657|이규정 담임목사||동대천|대한예수교장로회총회
은성교회||042-624-8898|대전광역시 대덕구 덕암북로60번길 13 2층 (덕암동)|4656|권영각 담임목사||은성|대한예수교장로회총회
대야교회||054-437-2070|경상북도 김천시 부항면 대야길 405-2|4654|이정희 담임전도사||대야|대한예수교장로회총회
영은교회||054-455-0615|경상북도 구미시 구미중앙로21길 14-1|4653|남종원 담임목사||영은|대한예수교장로회총회
광진교회||033-244-3377|강원도 춘천시 세실로 173 A동 2호 (후평동, 세경4차아파트)|4652|박정민 담임목사||광진|대한예수교장로회총회
태인제일교회||063-534-8370|전라북도 정읍시 태인면 정읍북로 1227|4651|민경훈 담임목사||태인제일|대한예수교장로회총회
고창사랑의교회||--|전라북도 고창군 고창읍 모양성로 116-20|4650|||고창사랑의|대한예수교장로회총회
창원열방교회||055-287-5567|경상남도 창원시 의창구 남산로17번길 28 탑마트 5층 (팔용동)|4649|김춘학 담임목사||창원열방|대한예수교장로회총회
새희망교회||02-2691-3883|서울특별시 양천구 지양로 96 2층 (신월동)|4646|정찬경 담임목사|http://newhope.or.kr|새희망|대한예수교장로회총회
생명샘교회||031-594-0305|경기도 남양주시 화도읍 녹촌로 36|4645|차봉렬 담임목사|http://www.smschurch.net|생명샘|대한예수교장로회총회
예터교회||031-577-1007|경기도 남양주시 와부읍 덕소로 205-10|4644|윤상옥 담임목사||예터|대한예수교장로회총회
예원교회||02-437-0529|서울특별시 중랑구 망우로 426  (망우동)|4643|차동제 담임목사||예원|대한예수교장로회총회
가나안교회||031-574-9090|경기도 남양주시 진접읍 내각1로73번안길 23|4642|김태식 담임목사    조민석 부목사|http://www.canaan97.or.kr|가나안|대한예수교장로회총회
남양주명성교회||070-7109-0364|경기도 남양주시 진건읍 진건오남로 75 2층|4641|강성현 담임목사||남양주명성|대한예수교장로회총회
