##NAME|SUBNAME|TYPE1|TYPE2|TELNUM|NEWADDR|SINCE|URL|ID|XCOORD|YCOORD@@보건소
내령보건진료소||보건진료소|공립|063-650-5284|전라북도 순창군 동계면 내령길 73-16 (동계면)|19821002||JDQ4MTYyMiM2MSMkMSMkNiMkOTIkMzgxNzAyIzIxIyQxIyQxIyQ2MiQzNjE4MzIjNjEjJDEjJDAjJDgz|127.274514046|35.4446441629
내사보건진료소||보건진료소|공립|061-536-7314|전라남도 해남군 해남읍 내사길 502 (해남읍내사리보건소)|19851014||JDQ4MTYyMiM3MSMkMSMkMCMkOTIkMzgxNzAyIzIxIyQxIyQxIyQ3OSQzNjEyMjIjNDEjJDEjJDgjJDgz|126.528430668|34.5423152977
내산면지티리보건진료소||보건진료소|공립|041-833-4557|충청남도 부여군 내산면 삽티로 905 905|19830110||JDQ4MTYyMiM2MSMkMSMkMiMkOTIkMzgxNzAyIzExIyQxIyQ3IyQ3MiQyNjE0ODEjNjEjJDEjJDAjJDgz|126.7379865|36.290949
내산보건진료소||보건진료소|공립|043-881-8093|충청북도 음성군 대소면 삼양로1042번길 1 (내산보건진료소)|19870910||JDQ4MTYyMiM1MSMkMSMkOCMkOTIkMzgxNzAyIzExIyQxIyQ3IyQ5OSQzNjE0ODEjNDEjJDEjJDgjJDgz|127.448726207|36.9494685492
내요진료소||보건진료소|공립|063-582-9013|전라북도 부안군 부안읍 돌모산로 63 63|19821004||JDQ4MTYyMiM2MSMkMSMkNiMkOTIkMzgxNzAyIzIxIyQxIyQxIyQ3OSQzNjE4MzIjNjEjJDEjJDQjJDgz|126.7362839|35.6933833
내월보건진료소||보건진료소|공립|063-650-5284|전라북도 순창군 적성면 내적길 67-17 (내월보건진료소)|19890103||JDQ4MTYyMiM2MSMkMSMkNiMkOTIkMzgxNzAyIzIxIyQxIyQxIyQ2MiQ0NjEwMDIjNDEjJDEjJDgjJDgz|127.198150607|35.4195675747
내진보건진료소||보건진료소|공립|055-356-1632|경상남도 밀양시 무안면 사명로 1156 1156|19810925||JDQ4MTYyMiM4MSMkMSMkNCMkOTIkMzgxNzAyIzExIyQxIyQ3IyQwMyQyNjEwMDIjODEjJDEjJDYjJDgz|128.6528934|35.5271429
냉수보건진료소||보건진료소|공립|054-243-0635|경상북도 포항시 북구 신광면 비학로438번길 2-14 (신광면)|19841101||JDQ4MTYyMiM4MSMkMSMkMCMkOTIkMzgxNzAyIzIxIyQyIyQxIyQwMCQ0NjEwMDIjNDEjJDEjJDgjJDgz|129.25267417|36.0923784479
노대보건진료소||보건진료소|공립|055-644-3778|경상남도 통영시 욕지면 상리길 41 (노대보건지료소)|19800101||JDQ4MTYyMiM4MSMkMSMkNCMkOTIkMzgxNzAyIzExIyQxIyQ3IyQ3MiQyNjE4MzIjNTEjJDEjJDYjJDgz|128.246391718|34.6698054728
노문보건진료소||보건진료소|공립|031-773-6523|경기도 양평군 서종면 화서1로 258 (서종면)|19811201||JDQ4MTYyMiM1MSMkMSMkMCMkOTIkMzgxNzAyIzExIyQxIyQ3IyQ3MiQyNjEwMDIjNDEjJDEjJDgjJDgz|127.427973219|37.6389021792
녹도보건진료소||보건진료소|공립|041-936-5912|충청남도 보령시 오천면 녹도1길 69 (오천면)|19930907||JDQ4MTYyMiM2MSMkMSMkMiMkOTIkMzgxNzAyIzIxIyQxIyQxIyQ3MiQyNjEwMDIjODEjJDEjJDYjJDgz|126.267780451|36.273314694
농암궁기보건진툐소||보건진료소|공립|054-571-3767|경상북도 문경시 농암면 궁터길 162 162|19850331||JDQ4MTYyMiM4MSMkMSMkMCMkOTIkMzgxNzAyIzExIyQxIyQzIyQwMyQyNjEwMDIjODEjJDEjJDYjJDgz|127.9742896|36.6222984
농암지동보건진료소||보건진료소|공립|054-572-3777|경상북도 문경시 농암면 선바우길 3 3|19811208||JDQ4MTYyMiM4MSMkMSMkMCMkOTIkMzgxNzAyIzExIyQxIyQzIyQwMyQyNjE0ODEjNDEjJDEjJDgjJDgz|128.0506015|36.5530539
뇌곡보건진료소||보건진료소|공립|031-882-7397|경기도 여주시 점동면 성주로 607 607|19830331||JDQ4MTYyMiM1MSMkMSMkMCMkOTIkMzgxNzAyIzExIyQxIyQ3IyQ3MiQzNjEyMjIjNTEjJDEjJDIjJDgz|127.663851|37.1576202
누교보건진료소||보건진료소|공립|043-743-8833|충청북도 영동군 양산면 천태산로 362-1 362|19850101||JDQ4MTYyMiM1MSMkMSMkOCMkOTIkMzgxNzAyIzExIyQxIyQzIyQwMyQyNjEyMjIjNTEjJDEjJDIjJDgz|127.633415374|36.1586678044
능산보건진료소||보건진료소|공립|043-878-6190|충청북도 음성군 삼성면 금율로389번길 45-6 (능산보건진료소)|19841201||JDQ4MTYyMiM1MSMkMSMkOCMkOTIkMzgxNzAyIzExIyQxIyQzIyQwMyQ0NjE0ODEjNDEjJDEjJDgjJDgz|127.5366718|37.0387423514
능평리보건진료소||보건진료소|공립|031-760-5651|경기도 광주시 오포읍 창뜰아랫길 6 (능평리보건진료소)|19810101||JDQ4MTYyMiM1MSMkMSMkMCMkOTIkMzgxNzAyIzExIyQxIyQ3IyQ4MiQ0NjEwMDIjNjEjJDEjJDAjJDgz|127.16686357|37.3502834565
다곡보건진료소||보건진료소|공립|054-474-0505|경상북도 구미시 도개면 도개다곡길 471 (도개면)|19860806||JDQ4MTYyMiM4MSMkMSMkMCMkOTIkMzgxNzAyIzIxIyQxIyQ1IyQ2MiQyNjEyMjIjNzEjJDEjJDgjJDgz|128.368469765|36.2869958604
다목보건진료소||보건진료소|공립|033-441-7224|강원도 화천군 상서면 수피령로 1318 (다목보건진료소)|19841121||JDQ4MTYyMiM1MSMkMSMkNCMkOTIkMzgxNzAyIzExIyQxIyQzIyQ4MiQyNjEwMDIjNjEjJDEjJDgjJDgz|127.533250654|38.1771273224
다문보건진료소||보건진료소|공립|053-852-9939|경상북도 경산시 진량읍 다문로70길 66 (진량읍)|19831217||JDQ4MTYyMiM4MSMkMSMkMCMkOTIkMzgxNzAyIzExIyQxIyQ3IyQ5OSQzNjE4MzIjNDEjJDEjJDgjJDgz|128.848887439|35.8713522221
다부보건진료소||보건진료소|공립|054-972-6397|경상북도 칠곡군 가산면 호국로 1495 (가산면)|19830919||JDQ4MTYyMiM4MSMkMSMkMCMkOTIkMzgxNzAyIzExIyQxIyQzIyQ5MiQ0NjEwMDIjNzEjJDEjJDgjJDgz|128.519683471|36.0464793212
다수보건진료소||보건진료소|공립|033-336-5156|강원도 평창군 평창읍 숫돌고개길 16 (평창읍)|19831001||JDQ4MTYyMiM1MSMkMSMkNCMkOTIkMzgxNzAyIzExIyQyIyQ3IyQwMCQyNjE4MzIjNzEjJDEjJDgjJDgz|128.366733541|37.3955503305
단강보건진료소||보건진료소|공립|033-764-9043|강원도 원주시 부론면 부귀로 753 (부론면)|19850916||JDQ4MTYyMiM1MSMkMSMkNCMkOTIkMzgxNzAyIzExIyQxIyQzIyQ3MiQzNjEwMDIjNDEjJDEjJDgjJDgz|127.786568851|37.1532988709
단석보건진료소||보건진료소|공립|031-772-3588|경기도 양평군 양동면 거단길 163 (단석보건진료소)|20101111||JDQ4MTYyMiM1MSMkMSMkMCMkOTIkMzgxNzAyIzIxIyQxIyQxIyQ5OSQ0NjEwMDIjNDEjJDEjJDgjJDgz|127.713544205|37.3865888282
단양군가곡면가대보건진료소||보건진료소|공립|043-421-1519|충청북도 단양군 가곡면 가대궁골1길 20 (가곡면)|19871130||JDQ4MTYyMiM1MSMkMSMkOCMkOTIkMzgxNzAyIzExIyQxIyQzIyQ5OSQzNjE4MzIjNDEjJDEjJDQjJDgz|128.390636484|37.0487307152
단양군가곡면대대보건진료소||보건진료소|공립|043-422-8475|충청북도 단양군 가곡면 새밭로 469-17 (대대보건진료소)|19871130||JDQ4MTYyMiM1MSMkMSMkOCMkOTIkMzgxNzAyIzExIyQyIyQzIyQwMCQyNjE0ODEjNDEjJDEjJDQjJDgz|128.423305619|36.9976132133
단양군가곡면보발보건진료소||보건진료소|공립|043-422-8189|충청북도 단양군 가곡면 보발본동1길 12 (가곡면)|19871130||JDQ4MTYyMiM1MSMkMSMkOCMkOTIkMzgxNzAyIzExIyQxIyQzIyQ5OSQ0NjE0ODEjODEjJDEjJDIjJDgz|128.448097509|37.0287726248
단양군가곡면여천보건진료소||보건진료소|공립|043-422-8213|충청북도 단양군 가곡면 여천1길 20 (가곡면)|19871130||JDQ4MTYyMiM1MSMkMSMkOCMkOTIkMzgxNzAyIzExIyQxIyQzIyQ5OSQ0NjEwMDIjNjEjJDEjJDgjJDgz|128.367108648|37.0229795586
단양군단양읍가산보건진료소||보건진료소|공립|043-422-1492|충청북도 단양군 단성면 가산3길 10 (가산보건소)|19871130||JDQ4MTYyMiM1MSMkMSMkOCMkOTIkMzgxNzAyIzExIyQxIyQzIyQ5OSQyNjE0ODEjNTEjJDEjJDIjJDgz|128.307118023|36.8903942626
단양군단양읍고평보건진료소||보건진료소|공립|043-422-1491|충청북도 단양군 단성면 설마로 154 (단성면)|19871130||JDQ4MTYyMiM1MSMkMSMkOCMkOTIkMzgxNzAyIzExIyQxIyQzIyQ4OSQ0NjEwMDIjODEjJDEjJDYjJDgz|128.245539727|36.9192221937
단양군단양읍노동보건진료소||보건진료소|공립|043-422-2911|충청북도 단양군 단양읍 단양노동길 1-17 (노동보건진료소)|19871130||JDQ4MTYyMiM1MSMkMSMkOCMkOTIkMzgxNzAyIzExIyQxIyQzIyQ4OSQzNjEyMjIjNjEjJDEjJDAjJDgz|128.372276045|36.9561260856
단양군대강면장정보건진료소||보건진료소|공립|043-422-1245|충청북도 단양군 대강면 장정길 11 (장정보건진료소)|19871130||JDQ4MTYyMiM1MSMkMSMkOCMkOTIkMzgxNzAyIzExIyQxIyQzIyQ5OSQzNjEwMDIjNTEjJDEjJDYjJDgz|128.397020215|36.8455920536
단양군대강면황정보건진료소||보건진료소|공립|043-422-0878|충청북도 단양군 대강면 황정1길 36-6 (황정보건진료소)|19871130||JDQ4MTYyMiM1MSMkMSMkOCMkOTIkMzgxNzAyIzExIyQxIyQzIyQ5OSQzNjEyMjIjNDEjJDEjJDgjJDgz|128.358223904|36.8804467064
단양군매포읍가평보건진료소||보건진료소|공립|043-420-3377|충청북도 단양군 매포읍 가평10길 16 (매포읍)|20150907||JDQ4MTYyMiM1MSMkMSMkOCMkOTIkMzgxNzAyIzExIyQxIyQ3IyQ4MiQ0NjE0ODEjNTEjJDEjJDYjJDgz|128.279411914|37.0742305137
단양군어상천면덕문곡보건진료소||보건진료소|공립|043-423-6203|충청북도 단양군 어상천면 연곡심곡로 166 (덕문곡진료소)|19871130||JDQ4MTYyMiM1MSMkMSMkOCMkOTIkMzgxNzAyIzExIyQxIyQzIyQ5OSQyNjEwMDIjNDEjJDEjJDgjJDgz|128.341077242|37.0629858452
단양군어상천면석교보건진료소||보건진료소|공립|043-423-6607|충청북도 단양군 어상천면 석교1길 28-3 (석교보건진료소)|19871130||JDQ4MTYyMiM1MSMkMSMkOCMkOTIkMzgxNzAyIzExIyQxIyQzIyQ5OSQyNjEyMjIjODEjJDEjJDYjJDgz|128.330293399|37.137875902
단양군영춘면별방보건진료소||보건진료소|공립|043-422-8787|충청북도 단양군 영춘면 별방창원로 439-5 (별방보건진료소)|19871130||JDQ4MTYyMiM1MSMkMSMkOCMkOTIkMzgxNzAyIzExIyQxIyQzIyQ5OSQyNjE4MzIjNzEjJDEjJDgjJDgz|128.416615267|37.0948642186
단양군영춘면의풍보건진료소||보건진료소|공립|043-422-6867|충청북도 단양군 영춘면 영단로 1671-2 (의풍진료소)|19871130||JDQ4MTYyMiM1MSMkMSMkOCMkOTIkMzgxNzAyIzExIyQxIyQzIyQ5OSQzNjE0ODEjNjEjJDEjJDQjJDgz|128.611352724|37.0619354534
단양군적성면각기보건진료소||보건진료소|공립|043-422-5166|충청북도 단양군 적성면 금수산로 3 (적성면)|19871130||JDQ4MTYyMiM1MSMkMSMkOCMkOTIkMzgxNzAyIzExIyQxIyQzIyQ4OSQzNjE4MzIjNTEjJDEjJDIjJDgz|128.286421079|37.0210418156
단월보건진료소||보건진료소|공립|031-633-6880|경기도 이천시 단월로38번길 3 (단월동, 단월보건진료소)|19881108||JDQ4MTYyMiM1MSMkMSMkMCMkOTIkMzgxNzAyIzExIyQxIyQzIyQ3MiQ0NjE0ODEjNTEjJDEjJDIjJDgz|127.450656457|37.2221405174
달서보건진료소||보건진료소|공립|054-972-2443|경상북도 칠곡군 지천면 지천로 620 620|19890701||JDQ4MTYyMiM4MSMkMSMkMCMkOTIkMzgxNzAyIzExIyQxIyQzIyQ5MiQyNjEwMDIjNDEjJDEjJDgjJDgz|128.4815553|35.9888643
달성군구지면고봉보건진료소||보건진료소|공립|053-614-8020|대구광역시 달성군 구지면 구지동로 47-2 47|19851115||JDQ4MTYyMiM4MSMkMSMkMCMkOTIkMzgxNzAyIzExIyQxIyQ3IyQxMyQyNjEyMjIjNDEjJDEjJDgjJDgz|128.438581147|35.6498277332
달성군구지면대암보건진료소||보건진료소|공립|053-614-5390|대구광역시 달성군 구지면 과학남로53길 5-3 (구지면)|19841201||JDQ4MTYyMiM4MSMkMSMkMCMkOTIkMzgxNzAyIzExIyQxIyQ3IyQxMyQ0NjE0ODEjNDEjJDEjJDQjJDgz|128.399076898|35.6253299241
달성군구지면징리보건진료소||보건진료소|공립|053-617-2128|대구광역시 달성군 구지면 구지서로10길 46 (징리보건진료소)|19811229||JDQ4MTYyMiM4MSMkMSMkMCMkOTIkMzgxNzAyIzExIyQxIyQ3IyQxMyQyNjE4MzIjODEjJDEjJDYjJDgz|128.382009411|35.6690045438
달성군옥포면반송보건진료소||보건진료소|공립|053-616-5778|대구광역시 달성군 옥포면 용연사길 11 (반송보건진료소)|19821005||JDQ4MTYyMiM4MSMkMSMkMCMkOTIkMzgxNzAyIzExIyQxIyQ3IyQxMyQzNjE0ODEjNzEjJDEjJDgjJDgz|128.495085614|35.7558643526
달성군유가면음리보건진료소||보건진료소|공립|053-614-2757|대구광역시 달성군 유가면 음동1길 9 (음리보건진료소)|19811229||JDQ4MTYyMiM4MSMkMSMkMCMkOTIkMzgxNzAyIzExIyQxIyQ3IyQxMyQyNjEwMDIjNTEjJDEjJDIjJDgz|128.482825151|35.6975765516
달성군유가면한정보건진료소||보건진료소|공립|053-616-6393|대구광역시 달성군 유가면 달창로26길 17 17|19831031||JDQ4MTYyMiM4MSMkMSMkMCMkOTIkMzgxNzAyIzExIyQxIyQ3IyQwMyQ0NjEwMDIjNDEjJDEjJDgjJDgz|128.4533466|35.6552269
달성군하빈면무등보건진료소||보건진료소|공립|053-581-1005|대구광역시 달성군 하빈면 하빈로 734 734|19841005||JDQ4MTYyMiM4MSMkMSMkMCMkOTIkMzgxNzAyIzExIyQxIyQ3IyQxMyQzNjEwMDIjNjEjJDEjJDQjJDgz|128.4636594|35.9188178
달성군하빈면봉촌보건진료소||보건진료소|공립|053-581-2900|대구광역시 달성군 하빈면 하빈남로52길 66 (봉촌보건진료소)|19821001||JDQ4MTYyMiM4MSMkMSMkMCMkOTIkMzgxNzAyIzExIyQxIyQ3IyQxMyQzNjEyMjIjNTEjJDEjJDYjJDgz|128.407649274|35.8627824534
달제보건진료소||보건진료소|공립|054-862-4610|경상북도 의성군 다인면 자미로 503-2 (다인면)|19840426||JDQ4MTYyMiM4MSMkMSMkMCMkOTIkMzgxNzAyIzExIyQxIyQzIyQ3MiQyNjE4MzIjNTEjJDEjJDYjJDgz|128.385617202|36.4732751049
담양군고서원주보건진료소||보건진료소|공립|061-382-3841|전라남도 담양군 고서면 주평길 30 (고서면)|19810915||JDQ4MTYyMiM3MSMkMSMkMCMkOTIkMzgxNzAyIzExIyQxIyQzIyQwMyQzNjEyMjIjNjEjJDEjJDgjJDgz|126.956409808|35.2321004114
담양군금성면덕성보건진료소||보건진료소|공립|061-382-4733|전라남도 담양군 금성면 덕성길 48-8 (금성면)|19821210||JDQ4MTYyMiM3MSMkMSMkMCMkOTIkMzgxNzAyIzExIyQxIyQzIyQwMyQyNjE0ODEjNzEjJDEjJDgjJDgz|127.052666022|35.3503958663
담양군금성면외추보건진료소||보건진료소|공립|061-382-4324|전라남도 담양군 금성면 외추길 17-7 (금성면)|19831001||JDQ4MTYyMiM3MSMkMSMkMCMkOTIkMzgxNzAyIzExIyQxIyQzIyQ5MiQ0NjEwMDIjNTEjJDEjJDYjJDgz|127.03191882|35.3206014379
담양군남면인암보건진료소||보건진료소|공립|061-382-1244|전라남도 담양군 남면 인암길 20-9 20|19841002||JDQ4MTYyMiM3MSMkMSMkMCMkOTIkMzgxNzAyIzExIyQxIyQzIyQwMyQzNjEwMDIjODEjJDEjJDIjJDgz|127.068467552|35.1401794762
담양군대덕면금산보건진료소||보건진료소|공립|061-382-1765|전라남도 담양군 대덕면 금산길 315 (대덕면)|19810915||JDQ4MTYyMiM3MSMkMSMkMCMkOTIkMzgxNzAyIzExIyQxIyQzIyQwMyQyNjE4MzIjNDEjJDEjJDgjJDgz|127.039493812|35.2662664462
담양군대덕면용대보건진료소||보건진료소|공립|061-382-1884|전라남도 담양군 대덕면 용대길 38 (대덕면)|19851002||JDQ4MTYyMiM3MSMkMSMkMCMkOTIkMzgxNzAyIzExIyQxIyQzIyQwMyQyNjEyMjIjNTEjJDEjJDYjJDgz|127.086862537|35.2183621591
담양군대전면삼산보건진료소||보건진료소|공립|061-382-5862|전라남도 담양군 대전면 덕진옥산길 6 (대전면)|19821004||JDQ4MTYyMiM3MSMkMSMkMCMkOTIkMzgxNzAyIzExIyQxIyQzIyQ5MiQzNjE0ODEjNTEjJDEjJDIjJDgz|126.915084047|35.2897284539
담양군봉산면양지보건진료소||보건진료소|공립|061-382-6538|전라남도 담양군 봉산면 양지길 17 (봉산면)|19831205||JDQ4MTYyMiM3MSMkMSMkMCMkOTIkMzgxNzAyIzExIyQxIyQzIyQwMyQzNjE4MzIjNjEjJDEjJDAjJDgz|126.939427436|35.2542554263
담양군수북면수남보건진료소||보건진료소|공립|061-382-7292|전라남도 담양군 수북면 한수동로 352-7 352|19810915||JDQ4MTYyMiM3MSMkMSMkMCMkOTIkMzgxNzAyIzExIyQxIyQzIyQ5MiQzNjEwMDIjNDEjJDEjJDgjJDgz|126.937936057|35.2848462562
담양군용면용연보건진료소||보건진료소|공립|061-382-2465|전라남도 담양군 용면 분통길 25 (용면)|19841002||JDQ4MTYyMiM3MSMkMSMkMCMkOTIkMzgxNzAyIzExIyQxIyQzIyQ5MiQ0NjE0ODEjNjEjJDEjJDQjJDgz|127.027902763|35.4234619776
담양군월산면복정보건진료소||보건진료소|공립|061-381-3687|전라남도 담양군 월산면 복정길 19-11 (월산면)|19810915||JDQ4MTYyMiM3MSMkMSMkMCMkOTIkMzgxNzAyIzExIyQxIyQzIyQ5MiQzNjE4MzIjNzEjJDEjJDgjJDgz|126.974027893|35.3502134674
답동보건진료소||보건진료소|공립|063-650-5292|전라북도 순창군 복흥면 순정로 6-3 (복흥면)|19851015||JDQ4MTYyMiM2MSMkMSMkNiMkOTIkMzgxNzAyIzIxIyQxIyQxIyQ3MiQzNjE0ODEjNzEjJDEjJDgjJDgz|126.991073521|35.4495562347
당리보건진료소||보건진료소|공립|054-682-7186|경상북도 영양군 청기면 재일로 1377-3 (청기면)|19830203||JDQ4MTYyMiM4MSMkMSMkMCMkOTIkMzgxNzAyIzIxIyQxIyQxIyQ4MiQzNjEwMDIjNDEjJDEjJDQjJDgz|129.052752294|36.7558044786
당진포보건진료소||보건진료소|공립|041-356-8185|충청남도 당진시 고대면 고대로 703-9 (고대면)|19840901||JDQ4MTYyMiM2MSMkMSMkMiMkOTIkMzgxNzAyIzExIyQxIyQzIyQxMyQyNjEyMjIjNTEjJDEjJDYjJDgz|126.554844944|36.9608752651
대각보건진료소||보건진료소|공립|061-322-1833|전라남도 함평군 해보면 올림픽로 1018 (해보면)|19640211||JDQ4MTYyMiM3MSMkMSMkMCMkOTIkMzgxNzAyIzExIyQxIyQzIyQ3MiQyNjE4MzIjNDEjJDEjJDQjJDgz|126.545377449|35.1609099879
대곡보건진료소||보건진료소|공립|063-626-2379|전라북도 남원시 대산면 상대실1길 4 (대산면)|19821001||JDQ4MTYyMiM2MSMkMSMkNiMkOTIkMzgxNzAyIzExIyQxIyQ3IyQ2MiQ0NjE0ODEjNjEjJDEjJDgjJDgz|127.309818918|35.4107125354
대기보건진료소||보건진료소|공립|033-647-7358|강원도 강릉시 왕산면 왕산로 1324-4 (왕산면)|19840228||JDQ4MTYyMiM1MSMkMSMkNCMkOTIkMzgxNzAyIzExIyQxIyQ3IyQ4OSQzNjEwMDIjODEjJDEjJDYjJDgz|128.778192707|37.5878489781
대덕보건진료소||보건진료소|공립|063-221-6219|전라북도 완주군 구이면 대덕길 4 4|19821007||JDQ4MTYyMiM2MSMkMSMkNiMkOTIkMzgxNzAyIzExIyQxIyQ3IyQxMyQzNjE0ODEjNDEjJDEjJDQjJDgz|127.1098735|35.6625934
대동보건진료소||보건진료소|공립|063-542-5992|전라북도 김제시 만경읍 대동1길 48 (만경읍)|19840915||JDQ4MTYyMiM2MSMkMSMkNiMkOTIkMzgxNzAyIzIxIyQxIyQxIyQ5OSQ0NjEwMDIjNjEjJDEjJDgjJDgz|126.851895434|35.8529819226
대동보건진료소||보건진료소|공립|055-758-1316|경상남도 진주시 이반성면 대천길155번길 2 2|19870101||JDQ4MTYyMiM4MSMkMSMkNCMkOTIkMzgxNzAyIzIxIyQxIyQxIyQ5OSQzNjEwMDIjNjEjJDEjJDAjJDgz|128.3075733|35.1556094
대마동부보건진료소||보건진료소|공립|061-352-3584|전라남도 영광군 대마면 영장로10길 86 86|19831001||JDQ4MTYyMiM3MSMkMSMkMCMkOTIkMzgxNzAyIzExIyQxIyQzIyQ4MiQ0NjE0ODEjODEjJDEjJDIjJDgz|126.6013801|35.3183697
대마보건진료소||보건진료소|공립|033-455-5008|강원도 철원군 철원읍 묘장로 348-19 (대마보건진료소)|19821001||JDQ4MTYyMiM1MSMkMSMkNCMkOTIkMzgxNzAyIzExIyQxIyQzIyQxMyQyNjE4MzIjNjEjJDEjJDAjJDgz|127.164530131|38.2636528603
대미보건진료소||보건진료소|||전북 무주군 설천면 외북길 25|||80054||
대방보건진료소||보건진료소|공립|054-482-2301|경상북도 구미시 고아읍 포아로 636-5 (고아읍)|19811002||JDQ4MTYyMiM4MSMkMSMkMCMkOTIkMzgxNzAyIzIxIyQyIyQ1IyQwMCQzNjE4MzIjNDEjJDEjJDgjJDgz|128.286501419|36.1933992263
대벽리보건진료소||보건진료소|공립|031-987-4876|경기도 김포시 대곶면 수남로22번길 7 (보건진료소)|19860101||JDQ4MTYyMiM1MSMkMSMkMCMkOTIkMzgxNzAyIzExIyQxIyQzIyQ5OSQyNjEwMDIjNTEjJDEjJDYjJDgz|126.588892747|37.629393751
대병면병목진료소||보건진료소|공립|055-930-3822|경상남도 합천군 대병면 서부로 2417 (대병면)|20121231||JDQ4MTYyMiM4MSMkMSMkNCMkOTIkMzgxNzAyIzIxIyQxIyQxIyQwMyQzNjEwMDIjODEjJDEjJDIjJDgz|127.989081159|35.5404297869
대사보건진료소||보건진료소|공립|055-759-5201|경상남도 진주시 진성면 일사로487번길 25 (진성면)|19830101||JDQ4MTYyMiM4MSMkMSMkNCMkOTIkMzgxNzAyIzIxIyQxIyQxIyQ5OSQzNjEyMjIjNTEjJDEjJDIjJDgz|128.253726095|35.1524384462
대사보건진료소||보건진료소|공립|043-846-2934|충청북도 충주시 수안보면 사문한절2길 6 (수안보면)|19851008||JDQ4MTYyMiM1MSMkMSMkOCMkOTIkMzgxNzAyIzExIyQyIyQzIyQwMCQyNjE4MzIjNjEjJDEjJDAjJDgz|128.022391852|36.8400913794
대상보건진료소||보건진료소|공립|063-626-4023|전라북도 남원시 산동면 대기대상길 230 (대상보건진료소)|19851022||JDQ4MTYyMiM2MSMkMSMkNiMkOTIkMzgxNzAyIzExIyQxIyQ3IyQ3MiQzNjEwMDIjODEjJDEjJDYjJDgz|127.480830568|35.5118956358
대수진료소||보건진료소|공립|063-582-2096|전라북도 부안군 백산면 대소수안길 11 (백산면)|19860701||JDQ4MTYyMiM2MSMkMSMkNiMkOTIkMzgxNzAyIzIxIyQxIyQxIyQ4OSQyNjE4MzIjNDEjJDEjJDQjJDgz|126.814970979|35.6859584174
대술면/예동보건진료소||보건진료소|공립|041-339-8193|충청남도 예산군 대술면 이티길 341 341|19860705||JDQ4MTYyMiM2MSMkMSMkMiMkOTIkMzgxNzAyIzExIyQxIyQ3IyQ5MiQzNjEyMjIjODEjJDEjJDIjJDgz|126.915557|36.64145
대술면/장복보건진료소||보건진료소|공립|041-339-8192|충청남도 예산군 대술면 장복국화동길 54 (대술면)|19841207||JDQ4MTYyMiM2MSMkMSMkMiMkOTIkMzgxNzAyIzExIyQxIyQ3IyQ5MiQzNjEwMDIjNDEjJDEjJDQjJDgz|126.916192247|36.6822028918
대암보건진료소||보건진료소|공립|055-746-9843|경상남도 진주시 집현면 진산로1155번길 11 11|19880101||JDQ4MTYyMiM4MSMkMSMkNCMkOTIkMzgxNzAyIzIxIyQyIyQxIyQwMCQ0NjEwMDIjNjEjJDEjJDAjJDgz|128.0805296|35.2690157
대왕보건진료소||보건진료소|공립|053-856-5806|경상북도 경산시 남산면 대왕로 339-9 339|19831217||JDQ4MTYyMiM4MSMkMSMkMCMkOTIkMzgxNzAyIzExIyQxIyQ3IyQ5OSQzNjE0ODEjNjEjJDEjJDgjJDgz|128.830962127|35.7642752296
대원보건진료소||보건진료소|공립|053-856-4060|경상북도 경산시 진량읍 진성로 232 (진량읍)|19881108||JDQ4MTYyMiM4MSMkMSMkMCMkOTIkMzgxNzAyIzExIyQxIyQ3IyQ4OSQ0NjEwMDIjNDEjJDEjJDQjJDgz|128.826608005|35.8576646891
대율보건진료소||보건진료소|공립|041-642-4353|충청남도 홍성군 은하면 은하로 582 (은하면)|19831123||JDQ4MTYyMiM2MSMkMSMkMiMkOTIkMzgxNzAyIzIxIyQxIyQxIyQ5OSQzNjEwMDIjNDEjJDEjJDQjJDgz|126.588733184|36.5589284087
대율보건진료소||보건진료소|공립|063-634-8567|전라북도 남원시 사매면 대율2길 6 (사매면)|19880101||JDQ4MTYyMiM2MSMkMSMkNiMkOTIkMzgxNzAyIzExIyQxIyQ3IyQ3MiQyNjE0ODEjODEjJDEjJDIjJDgz|127.357933148|35.4650188007
대전광역시/서구/우명보건진료소||보건진료소|공립|042-585-0220|대전광역시 서구 우명길 33-14 (우명동)|19821108||JDQ4MTYyMiM2MSMkMSMkMiMkOTIkMzgxNzAyIzExIyQxIyQzIyQ5OSQyNjEwMDIjNjEjJDEjJDAjJDgz|127.294613165|36.2231729119
대전대덕구장동보건진료소||보건진료소|공립|042-628-3014|대전광역시 대덕구 장동로 213 2층 (장동, 장동보건진료소)|19821021||JDQ4MTYyMiM2MSMkMSMkMiMkOTIkMzgxNzAyIzExIyQxIyQzIyQ5OSQyNjEyMjIjNTEjJDEjJDIjJDgz|127.43693211|36.4135749193
대전보건진료소||보건진료소|공립|043-641-3267|충청북도 제천시 수산면 인삼로 531 (대전보건진료소)|19880101||JDQ4MTYyMiM1MSMkMSMkOCMkOTIkMzgxNzAyIzExIyQxIyQ3IyQ3MiQ0NjE0ODEjNjEjJDEjJDgjJDgz|128.238962856|36.9044635223
대전보건진료소||보건진료소|공립|043-851-2939|충청북도 충주시 동량면 내동1길 12 (동량면)|19851008||JDQ4MTYyMiM1MSMkMSMkOCMkOTIkMzgxNzAyIzExIyQxIyQzIyQ2MiQyNjE4MzIjNDEjJDEjJDgjJDgz|127.953477922|37.0530032355
