NAME|BRANCH|NEWADDR|OLDADDR|TELL
LGU플러스|형곡동형곡점 |경북 구미시 신시로 49 (형곡동)|경북 구미시 형곡동 145-31|070-5217-3989
LGU플러스|호계동평촌학원가점 |경기도 안양시 동안구 평촌대로 137-1 신풍빌딩 1층 (호계동)|경기도 안양시 동안구 호계동 1058-2 신풍빌딩 1층|070-8635-9169
LGU플러스|호원1동망월사역점 |경기 의정부시 평화로 220 LG유플러스 (호원동)|경기도 의정부시 호원동 455-5 LG유플러스|070-4351-6147
LGU플러스|호원2동범골역점 |경기도 의정부시 신흥로 125 1층 엘지유플러스 (호원동)|경기도 의정부시 호원동 327-6 1층 엘지유플러스|070-8282-1737
LGU플러스|호평동메가박스점 |경기 남양주시 늘을2로 26 1층 (호평동, 메인시네마타워)|경기도 남양주시 호평동 640 1층 메인시네마타워|070-8228-6802
LGU플러스|호평동호평역점 |경기 남양주시 늘을1로16번길 29 1층 (호평동, 늘봄타워)|경기도 남양주시 호평동 638-1 늘봄타워 1층|070-8624-3637
LGU플러스|홍성읍명동거리점 |충남 홍성군 홍성읍 아문길29번길 85 .|충남 홍성군 홍성읍 오관리 305-2|041-635-0853
LGU플러스|홍천읍신장대리점 |강원 홍천군 홍천읍 신장대로 73 .|강원도 홍천군 홍천읍 신장대리 73-3|070-4696-8119
LGU플러스|화도읍중흥점 |경기도 남양주시 화도읍 맷돌로 114 102호 LG 유플러스|경기도 남양주시 화도읍 마석우리 383-5 102호 LG 유플러스|070-8625-3637
LGU플러스|화명1동화명대로점 |부산 북구 화명대로 68 110호 E편한세상화명힐스 (화명동, 상가)|부산시 북구 화명동 1293-1 110호 E편한세상화명힐스 (상가)|1661-5505
LGU플러스|화명3동금곡대로점 |부산 북구 금곡대로 287 삼한골든뷰 103호 (화명동)|부산시 북구 화명동 2277-4 삼한골든뷰 103호|070-4655-5556
LGU플러스|화서1동화서점 |경기도 수원시 팔달구 팔달로 115 경기도 수원시 팔달구 화서동 71-96 (화서동)|경기도 수원시 팔달구 화서동 71-96 경기도 수원시 팔달구 화서동 71-96|070-7573-2945
LGU플러스|화원읍천내리점 |대구시 달성군 화원읍 비슬로 2579-4 .|대구시 달성군 화원읍 천내리 40-11|053-472-5004
LGU플러스|화정동광장점 |경기 고양시 덕양구 화신로272번길 58 103호 (화정동, 영프라자빌딩)|경기도 고양시 덕양구 화정동 972 영프라자빌딩 103호|070-4351-6975
LGU플러스|화정동대주피오레점 |광주시 서구 화정로 126 대주피오레상가 2동101호|광주시 서구 화정동 350-14 대주피오레상가 2동 101호|070-4809-4968
LGU플러스|화정동덕양구청점 |경기도 고양시 덕양구 화중로104번길 30 한성리츠빌 101호 엘지유플러스(화정동)|경기도 고양시 덕양구 화정동 966 한성리츠빌 101호 엘지유플러스|070-5217-3655
LGU플러스|화정동동구과학대점 |울산시 동구 대학길 33 울산 동구 화정동 174-10번지 (화정동)|울산시 동구 화정동 174-24 울산 동구 화정동|070-4009-9097
LGU플러스|화정동로데오입구점 |경기도 고양시 덕양구 화중로 72 케이탑리츠빌딩 1층 (화정동)|경기도 고양시 덕양구 화정동 970-2 케이탑리츠빌딩 1층|070-8611-5236
LGU플러스|화정동염주사거리점 |광주 서구 염화로 89 (화정동)|광주시 서구 화정동 918-7|070-4335-5011
LGU플러스|황금동NCWAVE점 |광주시 동구 중앙로 166 .|광주시 동구 황금동 5|062-226-2019
LGU플러스|황성동농협사거리점 |경북 경주시 황성로 15 (황성동)|경북 경주시 황성동 450-10|070-8677-4401
LGU플러스|황오동경주우체국점 |경북 경주시 화랑로 134 (황오동)|경북 경주시 황오동 187-5|054-777-5583
LGU플러스|황오동계림점 |경북 경주시 계림로 110-2 (황오동)|경북 경주시 황오동 204-4|070-8677-4401
LGU플러스|황지동태백우체국점 |강원 태백시 황지로 176  (황지동) .|강원도 태백시 황지동 12-11|033-553-2019
LGU플러스|회천1동덕정동점 |경기 양주시 회정로 107 LG유플러스 (덕정동)|경기도 양주시 덕정동 286-44 LG유플러스|070-8223-2578
LGU플러스|회천2동리치마트옆점 |경기도 양주시 평화로 1429 1층 엘지유플러스 (덕계동)|경기도 양주시 덕계동 681-24 1층 엘지유플러스|070-8233-0651
LGU플러스|회천3동주민센터점 |경기도 양주시 회정로 134 두리테크 1층 (덕정동)|경기도 양주시 덕정동 208-6 두리테크 1층|031-855-5289
LGU플러스|효자동국민은행점 |전북 전주시 완산구 용머리로 64 (효자동1가)|전북 전주시 완산구 효자동1가 283-4|063-227-0019
LGU플러스|효자동홈플러스점 |전북 전주시 완산구 용머리로 32 삼세한의원 (효자동1가)|전북 전주시 완산구 효자동1가 454-3 삼세한의원|063-223-6011
LGU플러스|후평동지적공사점 |강원 춘천시 후석로 312 (후평동)|강원도 춘천시 후평동 67-72|033-818-3010
LGU플러스|거여동마천사거리점 |서울 송파구 거마로 51 (거여동)|서울시 송파구 거여동 133-12|070-4045-5965
LGU플러스|공릉1동공릉시장점 |서울 노원구 동일로 1026 (공릉동)|서울시 노원구 공릉동 577-6|070-4046-3336
LGU플러스|공릉동화랑대역점 |서울 노원구 노원로1길 9 (공릉동)|서울시 노원구 공릉동 90-1|070-4007-6020
LGU플러스|구의동아차산역1번출구점 |서울 광진구 천호대로 659 (구의동)|서울시 광진구 구의동 53-10|070-4801-6788
LGU플러스|길동천동초교사거리점 |서울시 강동구 양재대로 1514 (길동,상덕빌딩)|서울시 강동구 길동 348-1 상덕빌딩|02-481-1911
LGU플러스|남가좌동백련시장점 |서울시 서대문구 증가로 140 1층 엘지유플러스 (남가좌동)|서울시 서대문구 남가좌동 344-33 1층 엘지유플러스|02-733-7019
LGU플러스|논현2동강남구청역사거리점 |서울 강남구 학동로 342 에스케이 허브블루 1층 107호 (논현동)|서울시 강남구 논현동 241-3 SK허브블루 1층 107호|070-4045-5580
LGU플러스|논현동언주역점 |서울 강남구 논현로 607 (논현동)|서울시 강남구 논현동 192-6|070-7576-2981
LGU플러스|마곡동신방화역점 |서울시 강서구 마곡중앙5로 81 115호(마곡동,에스비타운)|서울시 강서구 마곡동 739-3 에스비타운 115호|070-4082-2227
LGU플러스|망우역엔터식스점 |서울시 중랑구 망우로 353 C-110호(상봉동,상봉프레미어스엠코)|서울시 중랑구 상봉동 500 상봉프레미어스엠코 C-110호|070-7543-0229
LGU플러스|망원동마포구청역점 |서울 마포구 월드컵로 151 (망원동)|서울시 마포구 망원동 474-15|070-4042-5556
LGU플러스|명일동명일역점 |서울시 강동구 양재대로 1626 1층 LG유플러스(명일동)|서울시 강동구 명일동 324-1 1층 LG유플러스|002-486-9019
LGU플러스|목동오목교역점 |서울 양천구 오목로 337-4 슬로우스퀘어 108-1호 엘지유플러스 (목동, 성창빌딩)|서울시 양천구 목동 406-298 성창빌딩 슬로우스퀘어 108-1호 엘지유플러스|070-7543-9107
LGU플러스|문정동아이파크점 |서울 송파구 법원로4길 6 122호 (문정동, 문정아이파크)|서울시 송파구 문정동 652-5 122호 문정아이파크|070-7576-1052
LGU플러스|삼선동한성대입구역점 |서울시 성북구 삼선교로 2-1 (삼선동1가)|서울시 성북구 삼선동1가 13-5|070-4042-3659
LGU플러스|상계6.7동노원사거리점 |서울시 노원구 동일로 1374 (상계동,미산빌딩)|서울시 노원구 상계동 749 미산빌딩|070-4351-5315
LGU플러스|상도동상도노빌리티점 |서울시 동작구 만양로 6 107호(상도동,E편한세상상도노빌리티)|서울시 동작구 상도동 903 E편한세상상도노빌리티 107호|070-7562-2777
LGU플러스|서교동상상마당점 |서울 마포구 어울마당로 76 (서교동)|서울시 마포구 서교동 364-18|070-4042-8245
LGU플러스|서초4동강남교보점 |서울 서초구 서초대로77길 55 에이프로 스퀘어 104호 (서초동)|서울시 서초구 서초동 1309-9 에이프로스퀘어 104호|070-4098-5404
LGU플러스|송파동석촌역점 |서울 송파구 백제고분로 375 옆신축건물 19-2 (송파동, 소방빌딩)|서울시 송파구 송파동 19-3 소방빌딩 옆신축건물 19-2|070-4685-2569
LGU플러스|수유동빨래골점 |서울 강북구 삼양로 308 (수유동)|서울시 강북구 수유동 57-116|070-7576-1367
LGU플러스|신천동잠실역점 |서울 송파구 올림픽로35가길 9 (신천동)|서울시 송파구 신천동 11-4|070-7543-2981
LGU플러스|아현동아현역점 |서울시 마포구 마포대로21길 58 1층 엘지유플러스(아현동)|서울시 마포구 아현동 291-7 1층 엘지유플러스|070-8623-4414
LGU플러스|역촌동응암역점 CS우수매장|서울시 은평구 은평로 63 (역촌동)|서울시 은평구 역촌동 85-47|070-8225-9120
LGU플러스|월계동아이파크점 |서울시 노원구 초안산로2라길 26 인덕센트럴아이파크상가 103-2호 1층 LG유플러스(월계동)|서울시 노원구 월계동 633-31 인덕센트럴아이파크상가 103-2호 1층 LG유플러스|070-8265-6677
LGU플러스|장안동흥국상가점 CS우수매장|서울 동대문구 답십리로 308 흥국상가 1층 4호 (장안동)|서울시 동대문구 장안동 334-1 흥국상가 1층 4호|070-4045-8941
LGU플러스|창천동신촌로데오점 |서울시 서대문구 연세로 4 (창천동)(창천동)|서울시 서대문구 창천동 18-48 (창천동)|070-4606-8775
LGU플러스|창천동신촌역점 |서울 서대문구 신촌로 109 르메이에르타운5 1층 102호 (창천동, 신촌)|서울시 서대문구 창천동 29-81 르메이에르타운5차 5 1층 102호 (신촌)|070-4644-8775
LGU플러스|화곡동우장산역점 |서울 강서구 강서로 254 제상가동 1층 115호 (화곡동, 우장산아이파크이편한세상)|서울시 강서구 화곡동 1159-1 제상가동 1층 115호 우장산아이파크이편한세상|070-4696-6365
LGU플러스|가경동삼거리점 |충북 청주시 흥덕구 가경로 9-1 (가경동)|충북 청주시 흥덕구 가경동 1701|070-4829-1532
LGU플러스|가수원동CGV점 |대전시 서구 도안동로11번길 33 럭키프라자2(가수원동,럭키프라자2)|대전시 서구 가수원동 1040 럭키프라자2(럭키프라자2)|042-542-7010
LGU플러스|가오동예시티점 |대전 동구 동구청로 95 1층 103호 (가오동)|대전시 동구 가오동 644-1 1층 103호|070-7543-6662
LGU플러스|가오동은어송네거리점 |대전 동구 은어송로 58 1층 103호 (가오동, 글로리타워)|대전시 동구 가오동 648 1층 103호 글로리타워|042-285-9365
LGU플러스|개신동농협사거리점 |충북 청주시 서원구 복대로 34 (개신동)|충북 청주시 서원구 개신동 625|043-222-7019
LGU플러스|관산동더퍼스트프라임점 |경기 고양시 덕양구 통일로 760 1층 (관산동)|경기도 고양시 덕양구 관산동 1015 1층|070-4300-7551
LGU플러스|관저동원앙마을점 |대전 서구 관저북로 15 1층 105호 (관저동, D&amp;A프라자)|대전시 서구 관저동 1757 1층 105호 D&amp;A프라자|042-583-9010
LGU플러스|구갈동강남대점 |경기 용인시 기흥구 강남로 13 칼리지포인트 (구갈동)|경기도 용인시 기흥구 구갈동 579-1 칼리지포인트|070-4001-4947
LGU플러스|구서1동구서로점 |부산시 금정구 구서로 23 1층 (구서동 ,화송빌딩) (구서동)|부산시 금정구 구서동 413-3 1층 화송빌딩|070-4842-0965
LGU플러스|구포동백양대로점 |부산 북구 백양대로 1196 (구포동)|부산시 북구 구포동 147-5|051-337-7010
LGU플러스|권선동권선이마트점 |경기 수원시 권선구 덕영대로1201번길 36 (권선동)|경기도 수원시 권선구 권선동 1191|031-241-3991
LGU플러스|금광동단대쇼핑점 |경기도 성남시 중원구 산성대로372번길 11 .|경기도 성남시 중원구 금광동 4356|070-4098-2228
LGU플러스|김량장동용인중앙시장점 |경기 용인시 처인구 금령로 96 (김량장동)|경기도 용인시 처인구 김량장동 90-6|070-4001-5355
LGU플러스|노은동노은역점 |대전 유성구 노은로 178 101호 (지족동, 금강프라자빌딩)|대전시 유성구 지족동 901-2 101호 금강프라자빌딩|070-7543-2114
LGU플러스|노은동열매마을점 |대전 유성구 은구비남로33번길 18 103호 (지족동)|대전시 유성구 지족동 907-6 103호|042-345-5003
LGU플러스|다사읍대실역점 |대구 달성군 다사읍 대실역북로1길 15-3 .|대구시 달성군 다사읍 매곡리 1547-12|053-754-8585
LGU플러스|다산동다산역점 |경기도 남양주시 다산중앙로123번길 22-26 다산헤리움 그랑비스타 102호 ,103호(다산동)|경기도 남양주시 다산동 6058-1 다산헤리움그랑비스타1차 102호 ,103호|070-7543-8506
LGU플러스|다산동지금지구점 |경기도 남양주시 다산지금로 140 (다산동,다산지금지구 근생7-5)|경기도 남양주시 다산동 6217-5 다산지금지구 근생7-5|070-4800-3073
LGU플러스|다정동가온마을점 |세종 다정남로 130 117호 (다정동, 가온마을11단지근린생활시설)|세종시   다정동 363-10 117호 가온마을11단지근린생활시설|044-862-7974
LGU플러스|대명동명덕네거리점 |대구 남구 중앙대로 247 (대명동)|대구시 남구 대명동 1791-10|070-4063-0123
LGU플러스|대명동성당시장점 |대구 남구 성당로 206 (대명동)|대구시 남구 대명동 3023-1|070-4024-8889
LGU플러스|대화동대화역점 |경기 고양시 일산서구 중앙로 1560-34 1층 (대화동, 이마파킹프라자)|경기도 고양시 일산서구 대화동 2207 이마파킹프라자 1층|031-904-5010
LGU플러스|도마동배재대입구점 |대전 서구 배재로 160 (도마동)|대전시 서구 도마동 25-7|042-484-5003
LGU플러스|도촌동동강프라자점 |경기도 성남시 중원구 도촌남로 27 1층(도촌동,동강프라자)|경기도 성남시 중원구 도촌동 566 동강프라자 1층|070-4823-7548
LGU플러스|동춘2동동춘점 |인천 연수구 먼우금로 96 (동춘동)|인천시 연수구 동춘동 937-6|070-7543-2664
LGU플러스|두정동푸르지오사거리점 |충남 천안시 서북구 오성2길 38 1층 (두정동)|충남 천안시 서북구 두정동 689 1층|070-7543-0544
LGU플러스|둔산동은하수네거리점 |대전 서구 대덕대로 179 (둔산동)|대전시 서구 둔산동 1110|070-8621-0621
LGU플러스|둔산동파랑새네거리점 |대전시 서구 대덕대로 229 (둔산동,둔산빌딩)|대전시 서구 둔산동 1031 둔산빌딩|070-7543-4082
LGU플러스|둔포면EG더원아파트점 |충남 아산시 둔포면 아산밸리중앙로 47 (아산테크노벨리이지더원3단지아파트)|충남 아산시 둔포면 석곡리 1788 이지더원3단지아파트|041-543-4304
LGU플러스|미사동미사역7번출구점 |경기 하남시 미사강변동로 70 1층 103호 (망월동)|경기도 하남시 망월동 1134-2 1층 103호|070-4349-6392
LGU플러스|미사동우성미사타워점 |경기 하남시 미사강변중앙로 220 (망월동)|경기도 하남시 망월동 1079-1|031-795-1160
LGU플러스|반송동동탄북광장점 |경기 화성시 동탄중심상가2길 2 1층 (반송동, 아인슈타워)|경기도 화성시 반송동 91-1 1층 아인슈타워|070-7543-7875
LGU플러스|반송동동탄은행사거리점 |경기도 화성시 동탄지성로 125 경기 화성시 동탄 지성로 125 (반송동, 토마토프라자 107호) (반송동)|경기도 화성시 반송동 43-1 경기 화성시 동탄 지성로 125 토마토프라자 107호|031-613-4244
LGU플러스|반여동반여1동점 |부산시 해운대구 선수촌로 80 (반여동)|부산시 해운대구 반여동 1441-82|051-527-3010
LGU플러스|배방읍주민센터점 |충남 아산시 배방읍 모산로 103 수미가빌딩 1층 엘지유플러스(공수리)|충남 아산시 배방읍 공수리 1572 수미가빌딩 1층 엘지유플러스|070-4098-5111
LGU플러스|법2동중앙병원점 |대전 대덕구 중리북로 4 1층 (법동, 동아빌딩)|대전시 대덕구 법동 287-5 동아빌딩 1층|070-7543-4011
LGU플러스|보람동세종시청점 |세종 한누리대로 2143 1층 109호 (보람동, 금강시티타워)|세종시   보람동 628-2 1층 109호 금강시티타워|044-866-7735
LGU플러스|보은읍중앙사거리점 |충북 보은군 보은읍 삼산로 32 1층|충북 보은군 보은읍 삼산리 143-14 1층|043-542-2111
LGU플러스|본오3동신안프라자점 |경기 안산시 상록구 반석로 63 (본오동)|경기도 안산시 상록구 본오동 813-12|031-418-7119
LGU플러스|부여읍시장입구점 |충남 부여군 부여읍 사비로 86 우영프라자 (LG유플러스)|충남 부여군 부여읍 구아리 253 우영플라자 (LG유플러스)|041-837-7010
LGU플러스|부평동롯데점 |인천 부평구 부평문화로 42 (부평동)|인천시 부평구 부평동 546-110|070-4643-3429
LGU플러스|부평동부평구청점 |인천 부평구 부평대로 168 맞은편 대명벨리온 (부평동, 부평구청)|인천시 부평구 부평동 879 부평구청 맞은편 대명벨리온|070-7543-8244
LGU플러스|부평동부평북부역점 |인천 부평구 광장로 4 1층 (부평동, 코아빌딩)|인천시 부평구 부평동 534-1 코아빌딩 1층|032-504-7019
LGU플러스|부평동부흥오거리점 |인천 부평구 장제로 160 1층 (부평동)|인천시 부평구 부평동 124-32 1층|070-7543-4503
LGU플러스|부평동우체국점 |인천 부평구 경원대로 1369 (부평동)|인천시 부평구 부평동 546-64|070-8624-6663
LGU플러스|북문로1가구흥업백화점 |충북 청주시 상당구 성안로 24 LG유플러스 다이소 맞은편 174-2 (북문로1가)|충북 청주시 상당구 북문로1가 174-2 LG유플러스 다이소 맞은편 174-2|070-7543-4111
LGU플러스|비산동만평점 |대구 서구 팔달로 170 (비산동)|대구시 서구 비산동 1041-3|070-4062-7019
LGU플러스|사직동쌍용예가점 |부산 동래구 사직북로13번길 50 (사직동)|부산시 동래구 사직동 79-25|070-8654-9010
LGU플러스|삼천동거마평로점 |전북 전주시 완산구 거마평로 16 (삼천동1가)|전북 전주시 완산구 삼천동1가 669|063-229-8012
LGU플러스|삼향읍국민은행점 |전남 무안군 삼향읍 남악3로 80 1층 LG유플러스 다복통신 (제일프라자)|전남 무안군 삼향읍 남악리 2141 제일프라자 1층 LG유플러스 다복통신|070-4383-1775
LGU플러스|삼향읍남악신도시점 |전남 무안군 삼향읍 대죽동로 43 106호(남악리)|전남 무안군 삼향읍 남악리 2205 106호|061-285-5019
LGU플러스|삼호읍대불점 |전남 영암군 삼호읍 대불주거5로 6 G플레이스 106호 LGU(용앙리)|전남 영암군 삼호읍 용앙리 1664-7 G플레이스 106호 LGU|070-4388-5859
LGU플러스|상동부영2차아파트4거리점 |전남 목포시 옥암로 41 (상동)|전남 목포시 상동 1002-10|010-8480-0548
LGU플러스|상모동상사서로점 |경북 구미시 상사서로 69 (상모동)|경북 구미시 상모동 29-6|070-7533-7019
LGU플러스|새솔동송산그린시티점 |경기도 화성시 수노을중앙로 146 (호평프라자 107호)|경기도 화성시 새솔동 76-10 (호평프라자 107호)|031-356-3774
LGU플러스|서면중앙대로점 |부산 부산진구 중앙대로 683 LG유플러스 241-16 (부전동)|부산시 부산진구 부전동 241-16 LG유플러스 241-16|051-342-4265
LGU플러스|서부동현대백화점점 |울산 동구 방어진순환도로 913 1층 (서부동)|울산시 동구 서부동 113-124 1층|052-283-2019
LGU플러스|선화동중앙로역점 |대전 중구 중앙로 137 1층 (선화동)|대전시 중구 선화동 62-2 1층|042-252-9418
LGU플러스|성포동성포점 |경기도 안산시 상록구 화랑로 501 경기도 안산시 성포동 583-5 예술프라자 1층 106호 엘지유플러스 성포직영점 (성포동)|경기도 안산시 상록구 성포동 583-5 경기도 안산시 성포동 583-5 예술프라자 1층 106호 엘지유플러스 성포직영점|031-365-5676
LGU플러스|송내동둘리공원점 |경기 부천시 부일로 203 (상동 스카이뷰 자이) 1층 111호|경기도 부천시 상동 413 스카이뷰자이 1층 111호|070-4877-4922
LGU플러스|송내동송내역남광장점 |경기도 부천시 송내대로 34 1층(송내동)|경기도 부천시 송내동 299-3 1층|070-4647-3328
LGU플러스|송산면사강시장점 |경기 화성시 송산면 사강로 201 .|경기도 화성시 송산면 사강리 643|070-7543-3479
LGU플러스|송절동테크노폴리스점 |충북 청주시 흥덕구 송화로 178 (송절동)|충북 청주시 흥덕구 송절동 811|043-715-1274
LGU플러스|송정동화산로점 |울산시 북구 화산로 109 어썸플래이스 1층 101,102호(송정동)|울산시 북구 송정동 1232-5 어썸플래이스 1층 101,102호|052-211-8019
LGU플러스|수성동1가대구은행역점 |대구 수성구 달구벌대로 2288 (수성동1가)|대구시 수성구 수성동1가 72-2|070-8224-5962
LGU플러스|수송동옥산공원점 |전북 군산시 수송로 136 (수송동)|전북 군산시 수송동 784-10|063-442-8019
LGU플러스|식사동스타타워 |경기도 고양시 일산동구 위시티2로11번길 31 제1층 113호(식사동,위시티스타타워빌딩)|경기도 고양시 일산동구 식사동 1531 위시티스타타워빌딩 제1층 113호|070-4647-4655
LGU플러스|신관동번영로점 |충남 공주시 번영1로 116-6 1층 (신관동, 영일빌딩)|충남 공주시 신관동 30 1층 영일빌딩|070-5217-4461
LGU플러스|신암동평화시장점 |대구 동구 아양로 57-1 1층 (신암동)|대구시 동구 신암동 603-133 1층|070-7593-9019
LGU플러스|신창동신창우체국점 |광주 광산구 신창로 64 1층 (신창동, 프뤼몰타운)|광주시 광산구 신창동 1219 1층 프뤼몰타운|070-8624-0836
LGU플러스|신포동신포시장점 |인천 중구 우현로 41-1 LG유플러스 (신포동)|인천시 중구 신포동 15-3 LG유플러스|032-542-3737
LGU플러스|심곡동부천대학로점 |경기 부천시 부천로 37 (심곡동)|경기도 부천시 심곡동 190-19|070-4062-4480
LGU플러스|심곡본동부천역점 |경기 부천시 경인로 259 (심곡본동)|경기도 부천시 심곡본동 552-14|032-612-8010
LGU플러스|쌍용동쌍용사거리점 |충남 천안시 서북구 서부대로 361 외 1필지 (쌍용동)|충남 천안시 서북구 쌍용동 220-9 외 1필지|070-4063-8985
LGU플러스|야당동삼융시네마점 |경기도 파주시 경의로 1074 (야당동)|경기도 파주시 야당동 1066|070-4681-2802
LGU플러스|양지동은행시장점 |경기도 성남시 수정구 산성대로 527 (양지동)|경기도 성남시 수정구 양지동 528|070-7543-9543
LGU플러스|예산읍추사거리점 |충남 예산군 예산읍 예산로202번길 6 .|충남 예산군 예산읍 예산리 438-7|041-334-4010
LGU플러스|예천동호수점 |충남 서산시 호수공원9로 14 (예천동)|충남 서산시 예천동 1274-3|070-5220-2882
LGU플러스|오창읍각리점 |충북 청주시 청원구 오창읍 오창중앙로 123-2 1층 LG유플러스|충북 청주시 청원구 오창읍 각리 649-1 1층 LG유플러스|043-250-1010
LGU플러스|오창읍터미널점 |충북 청주시 청원구 오창읍 오창대로 315 .|충북 청주시 청원구 오창읍 양청리 821-2|043-232-9012
LGU플러스|옥계동현진에버빌남문점 |경북 구미시 옥계북로 60-1 (옥계동)|경북 구미시 옥계동 733-5|070-5217-4002
LGU플러스|옥포1동옥포대첩로점 |경남 거제시 옥포대첩로 34 (옥포동)|경남 거제시 옥포동 535-2|070-4065-8019
LGU플러스|옥포동옥포시장점 |경남 거제시 옥포로 231 (옥포동)|경남 거제시 옥포동 518-10|055-688-3088
LGU플러스|외동내외중앙로점 |경남 김해시 내외중앙로 27 104호 (외동, 오로라빌딩)|경남 김해시 외동 1254-4 오로라빌딩 104호|070-5221-4197
LGU플러스|용당동동부시장점 |전남 목포시 산정로 166 101호(용당동)|전남 목포시 용당동 1056-17 101호|070-7543-8363
LGU플러스|용운동대전대후문점 |대전 동구 대학로 34 1층 (용운동)|대전시 동구 용운동 685 1층|042-223-4011
LGU플러스|월곡동월곡지구대점 |광주 광산구 사암로 266-1 LG유플러스 (월곡동)|광주시 광산구 월곡동 55-4 LG유플러스|062-716-3010
LGU플러스|월평동월평역점 |대전 서구 월평중로 36 (월평동, 문룡빌딩)|대전시 서구 월평동 540 문룡빌딩|042-471-4021
LGU플러스|율량동GS슈퍼점 |충북 청주시 청원구 율봉로 134 (율량동)|충북 청주시 청원구 율량동 1315|070-7543-0676
LGU플러스|은행동샤르망프라자점 |경기 시흥시 은계번영길 40 1층 LG유플러스 (은행동, 샤르망프라자)|경기도 시흥시 은행동 645-2 1층 LG유플러스 샤르망프라자|031-313-2111
LGU플러스|읍내동푸르지오점 |충남 당진시 북문로 7-3 (읍내동)|충남 당진시 읍내동 1482|070-4384-9114
LGU플러스|일광면일광신도시점 |부산시 기장군 일광면 해빛6로 43-1 (삼성리)|부산시 기장군 일광면 삼성리 836-6|051-723-3301
LGU플러스|장곡동신협점 |경기도 시흥시 진말로9번길 2 (장곡동)|경기도 시흥시 장곡동 820-3|070-4318-9015
LGU플러스|장전2동부산대학로점 |부산 금정구 부산대학로 57 (장전동)|부산시 금정구 장전동 419-15|070-8654-9010
LGU플러스|점촌동중앙시장네거리점 |경북 문경시 상신로 2 (점촌동)|경북 문경시 점촌동 242-4|070-7543-4850
LGU플러스|정왕4동세종점 |경기 시흥시 정왕신길로49번길 61 1층 LG유플러스 (정왕동, 신도빌딩)|경기도 시흥시 정왕동 1882-8 신도빌딩 1층 LG유플러스|070-7576-4445
LGU플러스|정왕동아브뉴프랑점 |경기 시흥시 서울대학로278번길 34 옐로우동 101 102호 (정왕동)|경기도 시흥시 정왕동 2526 옐로우동 101 102호|031-497-7148
LGU플러스|종촌동메가시티점 |세종 도움1로 106 메가시티 1층 106호 (종촌동)|세종시   종촌동 672 메가시티 1층 106호|044-867-7016
LGU플러스|주례동주례역점 |부산시 사상구 가야대로 278-2 1층 엘지유플러스(주례동)|부산시 사상구 주례동 1162-170 1층 엘지유플러스|070-5217-4237
LGU플러스|중동이마트점 |부산 해운대구 좌동순환로 505 1층 LGUPLUS (중동, 센트럴메디타워)|부산시 해운대구 중동 1768-5 1층 LGUPLUS 센트럴메디타워|070-4823-2010
LGU플러스|중앙1가내토시장점 |충북 제천시 용두천로 117 (중앙로1가)|충북 제천시 중앙로1가 1|070-7576-0444
LGU플러스|중앙동중앙사거리점 |전남 순천시 연자로 5 (중앙동)|전남 순천시 중앙동 90-5|070-7543-4090
LGU플러스|중앙동프리미엄점 |경북 포항시 북구 중앙상가길 31-1 (대흥동)|경북 포항시 북구 대흥동 723-3|054-244-1017
LGU플러스|지산동목련시장점 |대구 수성구 용학로 214 1층 (지산동)|대구시 수성구 지산동 1199 1층|053-743-9019
LGU플러스|청당동행정타운점 |충남 천안시 동남구 청수11로 18 1층 (청당동)|충남 천안시 동남구 청당동 513 1층|041-562-0501
LGU플러스|초전동초전대로점 |경남 진주시 대신로475번길 16-17 (초전동)|경남 진주시 초전동 925-1|055-762-0190
LGU플러스|탄방동홈플러스점 |대전 서구 문정로 68 (탄방동)|대전시 서구 탄방동 703|070-7576-4114
LGU플러스|태안읍구터미널점 |충남 태안군 태안읍 환동로 83 .|충남 태안군 태안읍 남문리 576-16|041-675-3683
LGU플러스|태전동메디프라자점 |경기도 광주시 태전동로 23 107호(태전동,메디프라자)|경기도 광주시 태전동 162-4 107호 메디프라자|070-8247-2982
LGU플러스|판암동판암역점 |대전 동구 옥천로 183 111호 (판암동, 판암퍼스트타워)|대전시 동구 판암동 300-6 111호 판암퍼스트타워|042-273-1019
LGU플러스|풍동풍동점 |경기 고양시 일산동구 숲속마을로 26 104 105호 (풍동, 풍동프라자)|경기도 고양시 일산동구 풍동 1278 풍동프라자 26 104 105호|070-7543-2654
LGU플러스|학동국민은행점 |전남 여수시 선소로 69 1층 (학동, 강남빌딩)|전남 여수시 학동 85-25 1층 강남빌딩|061-681-9998
LGU플러스|합성동합성사거리점 |경남 창원시 마산회원구 3.15대로 784 1층 엘지유플러스 (합성동)|경남 창원시 마산회원구 합성동 159-17 1층 엘지유플러스|055-0253-3019
LGU플러스|형곡동차병원점 |경북 구미시 형곡1동 144-5번지|경북 구미시 형곡동 144-5|070-5217-3985
LGU플러스|화정동고양경찰서점 |경기 고양시 덕양구 중앙로 628 1층 (화정동, 예일프라자)|경기도 고양시 덕양구 화정동 1148-1 1층 예일프라자|070-5123-2655
LGU플러스|화지동시장입구점 |충남 논산시 중앙로480번길 11  (화지동) .|충남 논산시 화지동 69-8|041-733-6019
LGU플러스|회천2동덕계점 |경기 양주시 평화로 1487 (덕계동)|경기도 양주시 덕계동 510-3|070-7543-0651
