##NAME|SUBNAME|X|Y|MAPPERS_TYPE|TELNUM|NEWADDR|ADDR|FEAT1|FEAT2|AREA|DATE|ALTNAME|ETCNAME|ORGNAME|ETCADDR|PNUCODE|RD_JIBUN|MAPPERS_CD@@박물관
풀짚공예박물관||127.1650113|37.3641636|박물관|070-7572-4538|경기 광주시 오포읍 문형산길 76||아트샵|하절기(4월~9월) 10:00~18:00 / 동절기(10월~3월) 10:00~17:00|||||풀짚공예박물관||||100103
프라움악기박물관||127.2273960|37.5683620|박물관|031-521-6043|경기 남양주시 와부읍 경강로 756||아트샵; 레스토랑; 카페|평일 11:00~18:00 / 주말 10:00~18:00|||||프라움악기박물관||||100103
피규어뮤지엄W||127.0403536|37.5258566|박물관|02-512-8865|서울 강남구 선릉로158길 3||체험존; 놀이존; 포토존; 뮤지엄샵|11:00~19:00 / 매월 마지막 주 수요일  오후 9시까지 연장 개관 / 교육문의 : 070 7404 2240|||||피규어뮤지엄W||||100103
피노키오박물관||||박물관|033-644-9411|강원 강릉시 강동면 율곡로 1441||||||||피노키오박물관||||100103
하회세계탈박물관||128.5277125|36.5489333|박물관|054-853-2288,-2938|경북 안동시 풍천면 전서로 206||아트샵|09:30~18:00|||||하회세계탈박물관||||100103
한과문화박물관/한가원||127.3036358|38.0684409|박물관|031-533-8121|경기 포천시 영북면 산정호수로 322번길 26-9||아트샵|10:00~17:00|||||한과문화박물관 한가원||||100103
한국가구박물관||126.9930505|37.5999625|박물관|02-745-0181|서울 성북구 대사관로 121|||10:00~18:00|||||한국가구박물관||||100103
한국거래소/자본시장역사박물관||||박물관|051-662-2559|부산광역시 남구 문현금융로 40||전문도서관; 스카이라운지|월~금요일, 오전 9시 ~ 오후 6시 (12시~1시 점심시간)  개인관람 : 관람시간 중에는 사전예약없이 관람이 가능합니다.  단체관람 : 한국거래소 금융교육홈페이지를 통해 사전에 단체(10명~50명) 예약신청이 가능하며 도슨트 안내 설명을 들을 수 있습니다.|||||한국거래소 자본시장역사박물관|부산국제금융센터 (BIFC),51층|||100103
한국고건축박물관||126.6111528|36.6329651|박물관|041-337-5877|충남 예산군 덕산면 홍덕서로 543||체험관|하절기 09:00~18:00 / 동절기 09:00~17:00|||||한국고건축박물관||||100103
한국교원대학교교육박물관||127.3572551|36.6071554|박물관|043-230-3361~2||충북 청원군 강내면 태성탑연료250 |레스토랑; 카페|10:00~17:00|||||한국교원대학교교육박물관||||100103
한국교통대학교박물관||127.8728443|36.9688316|박물관|043-841-5696|충북 충주시 대소원면 대학로 50||레스토랑; 카페|10:00~17:00|||||한국교통대학교박물관||||100103
한국국학진흥원/유교문화박물관||||박물관|054-851-0752,0800|경북 안동시 도산면 퇴계로 1997||||||||한국국학진흥원 유교문화박물관||||100103
한국근현대사박물관||126.6952007|37.7908747|박물관|031-957-1125|경기 파주시 헤이리마을길 59-85||아트샵|09:30~18:00|||||한국근현대사박물관||||100103
한국금융사박물관||126.9764215|37.5686681|박물관|02-738-6806|서울 중구 세종대로 135-5|||10:00~18:00|||||한국금융사박물관||||100103
한국기독교선교박물관||129.0826976|35.2012361|박물관|051-555-3096|부산 동래구 충렬대로 202번가길 |||10:00~17:00|||||한국기독교선교박물관||||100103
한국기독교역사박물관||127.4992405|37.2228856|박물관|031-632-1391|경기 이천시 대월면 대평로 214번길 10-13||야외정원|01:00~17:00|||||한국기독교역사박물관||||100103
한국대중음악박물관||||박물관|054-776-5502|경북 경주시 엑스포로 9||카페; 편의점; 노래방|관람시간: 평일 10:00 ~ 19:00 (7~8월 20시 폐관)|||||한국대중음악박물관||||100103
한국도량형박물관||126.6765412|36.8927659|박물관|041-356-9739|충남 당진시 산곡길 219-4|||09:00~17:00|||||한국도량형박물관||||100103
한국등잔박물관||127.1778086|37.3365998|박물관|031-334-0797|경기 용인시 처인구 모현읍 능곡로56번길 8|||하절기 10:00~17:30 / 동절기 10:00~17:00|||||한국등잔박물관||||100103
한국문인인장박물관||126.7502750|36.5471750|박물관|041-332-0592|충남 예산군 광시면 운산2길 111-3|||하절기 09:00~18:00 / 동절기 09:00~17:00|||||한국문인인장박물관||||100103
한국미술박물관||126.9890575|37.5808916|박물관|02-766-6000|서울 종로구 창덕궁길 73|||10:00~17:00|||||한국미술박물관||||100103
한국미용박물관||126.9093971|35.1724165|박물관|062-514-6622|광주 북구 용봉로 116||아트샵; 휴게실|09:30~17:00|||||한국미용박물관||||100103
한국민속촌박물관||127.1214776|37.2587560|박물관|031-288-2924|경기 용인시 기흥구 민속촌로 90||아트샵; 레스토랑; 카페; 여성휴게실; 수유실; 의무실|봄(3월~4월), 가을(10월~11월) 09:30~18:00 / 여름(5월~9월) 09:30~18:30 / 겨울(12월~2월) 09:30~17:30(주말, 공휴일 30분 연장)|||||한국민속촌박물관||||100103
한국색동박물관||126.9920892|37.5739350|박물관|02-765-9286|서울 종로구 율곡로 10길 85-7|||평일(화~토) 10:30~18:00|||||한국색동박물관||||100103
한국식기박물관||126.7426250|36.4940080|박물관|041-642-3832~3|충남 홍성군 장곡면 무한로 957-24|||11:00~17:00|||||한국식기박물관||||100103
한국여인생활사박물관||||박물관|044-866-4451|세종 조치원읍 안터길 107||||||||한국여인생활사박물관||||100103
한국외국어대학교세계민속박물관||||박물관|031-330-4184|경기 용인시 처인구 모현면 외대로 81||||||||한국외국어대학교세계민속박물관||||100103
한국은행화폐박물관||126.9805213|37.5620607|박물관|02-759-4881~2|서울 중구 남대문로 39||아트샵; 카페|10:00~17:00|||||한국은행화폐박물관||||100103
한국잠사박물관||||박물관|043-236-1321|충북 청원군 강내면 청주역로 213-52||||||||한국잠사박물관||||100103
한국잡지박물관||126.9302387|37.5197771|박물관|02-360-0041|서울 영등포구 여의대방로 67길 11||카페|10:00~18:00 / 토요일 10:00~14:00|||||한국잡지박물관||||100103
한국전통음식박물관||126.7670082|37.4503293|박물관|032-466-3182|인천 남동구 만의골로 71||아트샵; 카페|월~토요일 09:30~18:00 / 일요일 13:00~18:00|||||한국전통음식박물관||||100103
한국전통창조박물관||||박물관|054-861-9190|경북 의성군 단북면 중련길 22-8||||||||한국전통창조박물관||||100103
한국지질자원연구원/지질박물관||||박물관|042-868-3797~8|대전 유성구 과학로 124||한국의 지질나들길; 야외전시장; 기획전시실|10:00~17:00 (16:30까지 입장)|||||한국지질자원연구원 지질박물관|한국지질자원연구원|||100103
한국천주교순교자박물관||http://www.jeoldusan.or.kr/renew/museum1.php|한국박물관협회|박물관|02-3142-4504,5|서울 마포구 토정로 6||자율적인 헌금 단체(10인 이상)|09:30~17:00|||||한국천주교순교자박물관||||100103
한국카메라박물관||127.0056553|37.4350564|박물관|02-502-4123|경기 과천시 대공원 광장로 8||아트샵|하절기 10:00~18:00 / 동절기 10:00~17:00|||||한국카메라박물관||||100103
한국탁본자료관||||박물관|031-521-1497|경기 남양주시 와부읍 도심길 16|||10:00~17:00|||||한국탁본자료관||||100103
한국항공대학교항공우주박물관||126.8655417|37.6000203|박물관|02-300-0466|경기 고양시 덕양구 화전동 항공대길 100||기념품샵|10:00~17:00|||||한국항공대학교항공우주박물관||||100103
한국해양대학교박물관||||박물관|051-410-4087|부산 영도구 태종로 727||||||||한국해양대학교박물관||||100103
한국현대문학관||127.0042087|37.5602719|박물관|02-2277-4857|서울 중구 동호로 268||아트샵|10:00~17:00|||||한국현대문학관||||100103
한국현대의상박물관||127.0055322|37.5755102|박물관|02-734-7340|서울 종로구 율곡로 241-2|||11:00~17:00|||||한국현대의상박물관||||100103
한길책박물관||126.6978755|37.7892790|박물관|031-949-9786|경기 파주시 탄현면 헤이리마을길 59-6||아트샵; 카페; 아트스튜디오(교육실)|평일 12:00~18:00 / 주말 11:00~18:00|||||한길책박물관||||100103
한남대학교자연사박물관||127.4225108|36.3548352|박물관|042-629-7699|대전 대덕구 한남로 70||레스토랑; 카페|10:00~16:00|||||한남대학교자연사박물관||||100103
한남대학교중앙박물관||127.4219373|36.3547654|박물관|042-629-7697|대전 대덕구 한남로 70||교내 카페; 베이커리; 식당|10:00~16:00|||||한남대학교중앙박물관||||100103
한독의약박물관||127.4651589|36.9705555|박물관|043-530-1004~5|충북 음성군 대소면 대풍산단로 78|||9:00~16:30|||||한독의약박물관||||100103
한림공원||126.2402820|33.3893900|박물관|064-796-0001|제주 제주시 한림읍 한림로 300||레스토랑; 카페; 수유실; 기념품샵; 앵무새체험장|08:30~18:00|||||한림공원||||100103
한림대학교박물관||127.7362667|37.8866184|박물관|033-248-2851~4|강원 춘천시 한림대학길 1||레스토랑; 카페|09:00~11:00 / 14:00~16:00|||||한림대학교박물관||||100103
한무숙문학관||126.9985562|37.5877596|박물관|02-762-3093|서울 종로구 혜화로 9길 20|||10:00~17:00(하루 전 예약)|||||한무숙문학관||||100103
한신대학교박물관||127.0235961|37.1936419|박물관|031-379-0195|경기 오산시 한신대길 137||카페|10:00~17:00|||||한신대학교박물관||||100103
한양대학교박물관||127.0447243|37.5551872|박물관|02-2220-1394~6|서울 성동구 왕십리로 222||카페|10:00~17:00|||||한양대학교박물관||||100103
한얼문예박물관||128.0727120|37.4889100|박물관|033-345-0151~3|강원 횡성군 우천면 경강로 2885-2|||10:00~18:00|||||한얼문예박물관||||100103
한익환서울아트박물관||127.0048604|37.5379814|박물관|02-796-0100|서울 용산구 한남대로 108|||10:00~18:00|||||한익환서울아트박물관||||100103
한향림옹기박물관||126.7008916|37.7899315|박물관|070-4161-7271|경기 파주시 탄현면 헤이리마을길 96-43||아트샵; 카페|하절기(3월~10월) 10:00~19:00 / 동절기(11월~2월) 10:00~18:00|||||한향림옹기박물관||||100103
합천한의학박물관||128.1013070|35.5377420|박물관|055-934-0601|경남 합천군 용주면 고품길 42||카페; 캠핑장|09:00~18:00|||||합천한의학박물관||||100103
항공우주박물관||128.0624398|35.0715185|박물관|055-851-6500|경남 사천시 사남면 공단 1로 78||스낵코너|하절기(3월~10월) 09:00~18:00 / 동절기(11월~2월) 09:00~17:00|||||항공우주박물관||||100103
해군사관학교박물관||128.6593000|35.1425737|박물관|055-549-1082|경남 진해시 중원로 1|||09:00~16:30|||||해군사관학교박물관|사서함 88-2-6|||100103
해금강테마박물관||128.6627511|34.7400117|박물관|055-632-0670~1|경남 거제시 남부면 해금강로 120||카페; 체험학습실; 기념품샵|09:00~18:00|||||해금강테마박물관||||100103
해든뮤지움||||박물관|032-937-6911~2|인천 강화군 길상면 장흥로 101번 길 44||교육관; 세미나실; 미러가든; 시크릿가든; 아트샵; 카페|10:00 18:00 (입장마감 17:30)|||||해든뮤지움||||100103
해인사성보박물관||128.0946870|35.7937920|박물관|055-934-3150~2|경남 합천군 가야면 가야산로 1742-17||아트샵; 카페|하절기 09:00~18:00 / 동절기 09:00~17:00|||||해인사성보박물관||||100103
허브아일랜드/식물원||127.1304400|37.9657350|박물관|031-535-6494|경기 포천시 신북면 청신로 947번길 35||아테네홀레스토랑; 허브카페; 허브베이커리; 허브갈비; 만들기체험장; 향기가게 등.|09:00~22:00|||||허브아일랜드 식물원||||100103
헬로우뮤지움||||박물관|02-3217-4222|서울 성동구 금호로 72|||10:00~18:00|||||헬로우뮤지움||||100103
협성대학교성서고고학박물관||||박물관|031-299-0667|경기 화성시 봉담읍 최루백로 72||||||||협성대학교성서고고학박물관||||100103
혜명단청박물관||||박물관|032-868-5898|인천 중구 신포로 15번길 48||아트샵|10:00~17:00|||||혜명단청박물관||||100103
호림박물관/신림본관||126.9182180|37.4809816|박물관|02-858-2500|서울 관악구 남부순환로 152길 53||아트샵; 카페|10:00~17:00|||||호림박물관 신림본관||||100103
호림박물관/신사분관||127.0364230|37.5227256|박물관|02-541-3525|서울 강남구 도산대로 317||아트샵; 레스토랑; 카페|10:30~18:00|||||호림박물관 신사분관||||100103
호안다구박물관||128.6772047|37.1056452|박물관|033-378-5779|강원 영월군 김삿갓면 내리계곡로 1088||휴게실|하절기 10:00~18:00 / 동절기 10:00~17:00|||||호안다구박물관||||100103
호야지리박물관||||박물관|033-372-8872|강원 영월군 무릉도원면 무릉법흥로 303|||하절기 09:00~18:00 / 동절기 09:00~17:00|||||호야지리박물관||||100103
홍익대학교박물관||126.9260424|37.5505874|박물관|02-320-1323|서울 마포구 와우산로 94||아트샵; 레스토랑; 카페|화, 수요일 10:00~14:00 / 목, 금요일 13:00~17:00|||||홍익대학교박물관||||100103
화엄사성보박물관||127.4981643|35.2582613|박물관|061-783-7600|전남 구례군 마산면 화엄사로 539||||||||화엄사성보박물관||||100103
화정박물관||126.9659264|37.6046985|박물관|02-2075-0114|서울 종로구 평창 8길 3||레스토랑; 카페|10:00~18:00|||||화정박물관||||100103
화폐박물관||126.6972680|37.7907930|박물관|031-949-6592|경기 파주시 탄현면 헤이리마을길 93-89||아트샵|11:00~17:30|||||화폐박물관||||100103
화폐박물관|한국조폐공사|127.3704996|36.3775117|박물관|042-870-1200|대전 유성구 과학로 80-67||매점|10:00~17:00|||||화폐박물관 한국조폐공사||||100103
환희컵박물관||128.8654773|37.7896995|박물관|033-661-3413|강원 강릉시 한밭골길 76-29||아트샵|09:00~17:00|||||환희컵박물관||||100103
흙내음도예마을||||박물관|054-972-5085|경북 칠곡군 지천면 지천로 1051||||||||흙내음도예마을||||100103
