##NAME|SUBNAME|X|Y|MAPPERS_TYPE|TELNUM|NEWADDR|ADDR|FEAT1|FEAT2|AREA|DATE|ALTNAME|ETCNAME|ORGNAME|ETCADDR|PNUCODE|RD_JIBUN|MAPPERS_CD@@보건소
고령군개진면진촌보건진료소||128.425208933|35.7129728391|보건소|054-954-8291|경상북도 고령군 개진면 개경포로 1386||||||||고령군개진면진촌보건진료소|(개진면)|||30301
고령군다산면노곡보건진료소||128.410623038|35.839922744|보건소|054-955-6831|경상북도 고령군 다산면 노곡1길 52||||||||고령군다산면노곡보건진료소|(노곡리보건진료소)|||30301
고령군다산면벌지보건진료소||128.40092452|35.8127883079|보건소|054-955-6832|경상북도 고령군 다산면 동암2길 4-8||||||||고령군다산면벌지보건진료소|(벌지리보건진료소)|||30301
고령군대가야읍내곡보건진료소||128.2813306|35.6963433|보건소|054-955-2396|경상북도 고령군 대가야읍 일량본길 137||||||||고령군대가야읍내곡보건진료소|137|||30301
고령군대가야읍저전보건진료소||128.2312595|35.7541395664|보건소|054-954-0979|경상북도 고령군 대가야읍 저전1길 34||||||||고령군대가야읍저전보건진료소|(저전리 보건 진료소)|||30301
고령군성산면용소보건진료소||128.360136384|35.7776023762|보건소|054-955-3085|경상북도 고령군 성산면 원당길 6||||||||고령군성산면용소보건진료소|(성산면)|||30301
고령군쌍림면신촌보건진료소||128.185746576|35.671039819|보건소|054-955-2928|경상북도 고령군 쌍림면 신촌길 70||||||||고령군쌍림면신촌보건진료소|(쌍림면)|||30301
고령군쌍림면월막보건진료소||128.232939619|35.7073641148|보건소|054-954-1643|경상북도 고령군 쌍림면 미숭로 209||||||||고령군쌍림면월막보건진료소|(쌍림면)|||30301
고령군우곡면봉산보건진료소||128.3793086|35.6378453|보건소|054-955-4861|경상북도 고령군 우곡면 봉산1길 56||||||||고령군우곡면봉산보건진료소|56|||30301
고백보건진료소||127.526289787|37.2971224773|보건소|031-636-7934|경기도 이천시 부발읍 중부대로1997번길 98||||||||고백보건진료소|(부발읍)|||30301
고산보건진료소||127.9304032|37.4504264|보건소|033-7323818|강원도 원주시 호저면 광학로 16||||||||고산보건진료소|16|||30301
고상보건진료소||127.308023558|34.8774884186|보건소|061-857-2968|전라남도 보성군 벌교읍 채동선로 766-5||||||||고상보건진료소|()|||30301
고상보건진료소||128.617970013|36.515763629|보건소|054-841-4886|경상북도 안동시 남후면 홍문길 5||||||||고상보건진료소|(남후면)|||30301
고석보건진료소||127.608930945|36.5175243536|보건소|043-542-9515|충청북도 보은군 회인면 고석길 6||||||||고석보건진료소|(회인면)|||30301
고성보건진료소||126.414465963|33.4585563497|보건소|064-713-5177|제주특별자치도 제주시 애월읍 광성로 61-2||||||||고성보건진료소|(애월읍)|||30301
고송보건진료소||127.699753614|37.4903364429|보건소|031-772-3880|경기도 양평군 양동면 아랫고슬길8번길 5||||||||고송보건진료소|(양동면)|||30301
고정보건진료소||128.787057192|35.5638367741|보건소|055-352-8340|경상남도 밀양시 상동면 고정1길 34-1||||||||고정보건진료소|34|||30301
고창군고수면내창보건진료소||126.672138836|35.3867294777|보건소|063-560-8782|전라북도 고창군 고수면 내창수곡길 95-2||||||||고창군고수면내창보건진료소|()|||30301
고창군고창읍덕정보건진료소||126.673122706|35.4472717642|보건소|063-560-8780|전라북도 고창군 고창읍 전봉준로 204-2||||||||고창군고창읍덕정보건진료소|()|||30301
고창군고창읍백양보건진료소||126.694341575|35.4226709947|보건소|063-560-8781|전라북도 고창군 고창읍 백양길 20||||||||고창군고창읍백양보건진료소|()|||30301
고창군공음면송산보건진료소||126.565714379|35.3732453724|보건소|063-560-8785|전라북도 고창군 공음면 건동길 71-20||||||||고창군공음면송산보건진료소|()|||30301
고창군공음면평촌보건진료소||126.528813156|35.3507327637|보건소|063-560-8786|전라북도 고창군 공음면 덕암로 257||||||||고창군공음면평촌보건진료소|(평촌보건진료소)|||30301
고창군대산면성동보건진료소||126.592834039|35.3828144676|보건소|063-560-8793|전라북도 고창군 대산면 성동길 9-4||||||||고창군대산면성동보건진료소|()|||30301
고창군대산면해룡보건진료소||126.539400144|35.3136354086|보건소|063-560-8792|전라북도 고창군 대산면 해룡로 95||||||||고창군대산면해룡보건진료소|(해룡보건진료소)|||30301
고창군무장면강남보건진료소||126.603598114|35.4124062496|보건소|063-560-8784|전라북도 고창군 무장면 석곡로 65||||||||고창군무장면강남보건진료소|()|||30301
고창군부안면상암보건진료소||126.630608231|35.5576560475|보건소|063-560-8799|전라북도 고창군 부안면 인촌로 534||||||||고창군부안면상암보건진료소|()|||30301
고창군부안면선운보건진료소||126.612752798|35.5367043973|보건소|063-560-8750|전라북도 고창군 부안면 질마재로 29-20||||||||고창군부안면선운보건진료소|()|||30301
고창군상하면상하보건진료소||126.49454986|35.4453871731|보건소|063-560-8751|전라북도 고창군 상하면 상하로 86||||||||고창군상하면상하보건진료소|()|||30301
고창군상하면자룡보건진료소||126.454405569|35.4381750492|보건소|063-560-8788|전라북도 고창군 상하면 진암구시포로 344||||||||고창군상하면자룡보건진료소|()|||30301
고창군상하면장호보건진료소||126.465491787|35.4717675149|보건소|063-560-8787|전라북도 고창군 상하면 용사길 5||||||||고창군상하면장호보건진료소|()|||30301
고창군성내면낙산보건진료소||126.759330235|35.524536255|보건소|063-560-8796|전라북도 고창군 성내면 은낙길 71||||||||고창군성내면낙산보건진료소|()|||30301
고창군성내면덕산보건진료소||126.736267426|35.5630852691|보건소|063-560-8797|전라북도 고창군 성내면 근촌로 274-12||||||||고창군성내면덕산보건진료소|(덕산보건진료소)|||30301
고창군성송면관동보건진료소||126.62620934|35.4130191328|보건소|063-560-8791|전라북도 고창군 성송면 관동로 234||||||||고창군성송면관동보건진료소|(관동보건진료소)|||30301
고창군신림면가평보건진료소||126.738048594|35.4779917577|보건소|063-560-8798|전라북도 고창군 신림면 가평로 478||||||||고창군신림면가평보건진료소|()|||30301
고창군심원면정동보건진료소||126.523311878|35.5242201727|보건소|063-560-8794|전라북도 고창군 심원면 고전로 256||||||||고창군심원면정동보건진료소|()|||30301
고창군심원면하전보건진료소||126.566005675|35.5412968581|보건소|063-560-8752|전라북도 고창군 심원면 동전길 30-14||||||||고창군심원면하전보건진료소|()|||30301
고창군아산면반암보건진료소||126.615549975|35.4847371443|보건소|063-560-8783|전라북도 고창군 아산면 인천강변로 656||||||||고창군아산면반암보건진료소|()|||30301
고창군해리면금평보건진료소||126.50892113|35.4968603703|보건소|063-560-8790|전라북도 고창군 해리면 금평1길 17||||||||고창군해리면금평보건진료소|()|||30301
고창군해리면사반보건진료소||126.490457405|35.4795581849|보건소|063-560-8789|전라북도 고창군 해리면 봉수로 669||||||||고창군해리면사반보건진료소|(사반보건진료소)|||30301
고창군흥덕면용반보건진료소||126.708503067|35.5627257131|보건소|063-560-8795|전라북도 고창군 흥덕면 용반안길 63||||||||고창군흥덕면용반보건진료소|(용반보건진료소)|||30301
고흥군과역면노일보건진료소||127.322026087|34.6811644325|보건소|061-833-5467|전라남도 고흥군 과역면 내로당날길 3||||||||고흥군과역면노일보건진료소|(과역면)|||30301
고흥군과역면백일보건진료소||127.42932506|34.6985917189|보건소|061-834-3471|전라남도 고흥군 과역면 백일길 315-30||||||||고흥군과역면백일보건진료소|315|||30301
고흥군금산면신평보건진료소||127.17815516|34.4886156164|보건소|061-843-8816|전라남도 고흥군 금산면 평산1길 14||||||||고흥군금산면신평보건진료소|(금산면)|||30301
고흥군금산면연홍보건진료소||127.0920399|34.4586267|보건소|061-844-4650|전라남도 고흥군 금산면 연홍길 30||||||||고흥군금산면연홍보건진료소|30|||30301
고흥군금산면오천보건진료소||127.208263913|34.4358866296|보건소|061-843-9528|전라남도 고흥군 금산면 오천서당길 14-11||||||||고흥군금산면오천보건진료소|14|||30301
고흥군남양면망주보건진료소||127.366988827|34.7593670128|보건소|061-833-1886|전라남도 고흥군 남양면 망월로 89-8||||||||고흥군남양면망주보건진료소|89|||30301
고흥군대서면신기보건진료소||127.263977312|34.7441619787|보건소|061-833-4061|전라남도 고흥군 대서면 거북2길 8||||||||고흥군대서면신기보건진료소|(대서면)|||30301
고흥군도덕면가야보건진료소||127.177787|34.566767|보건소|061-833-0857|전라남도 고흥군 도덕면 고흥만로 484||||||||고흥군도덕면가야보건진료소|484|||30301
고흥군도양읍득량보건진료소||127.10344337|34.6007087223|보건소|061-844-0652|전라남도 고흥군 도양읍 득량관선길 89-26||||||||고흥군도양읍득량보건진료소|(도양읍)|||30301
고흥군도양읍시산보건진료소||127.2607544|34.3944683|보건소|061-834-0978|전라남도 고흥군 도양읍 시산석금길 26||||||||고흥군도양읍시산보건진료소|26|||30301
고흥군도화면가화보건진료소||127.28214156|34.5023057784|보건소|061-834-2544|전라남도 고흥군 도화면 황촌길 39-8||||||||고흥군도화면가화보건진료소|(도화면)|||30301
고흥군도화면발포보건진료소||127.3377388|34.4855497|보건소|061-832-7242|전라남도 고흥군 도화면 충무사길 113||||||||고흥군도화면발포보건진료소|113|||30301
고흥군도화면신호보건진료소||127.312429032|34.5336313948|보건소|061-832-7407|전라남도 고흥군 도화면 문안길 217-3||||||||고흥군도화면신호보건진료소|217|||30301
고흥군도화면지죽보건진료소||127.307095349|34.4408058938|보건소|061-834-2881|전라남도 고흥군 도화면 지호길 7-3||||||||고흥군도화면지죽보건진료소|(도화면)|||30301
고흥군동강면죽암보건진료소||127.386913195|34.784133775|보건소|061-834-7066|전라남도 고흥군 동강면 죽암안길 59||||||||고흥군동강면죽암보건진료소|(동강면)|||30301
고흥군두원면대전보건진료소||127.2705811|34.7021711|보건소|061-832-1171|전라남도 고흥군 두원면 두원로 1168||||||||고흥군두원면대전보건진료소|1168|||30301
고흥군두원면풍류보건진료소||127.234768736|34.6627113458|보건소|061-835-4332|전라남도 고흥군 두원면 풍류2길 59||||||||고흥군두원면풍류보건진료소|(두원면)|||30301
고흥군봉래면사양보건진료소||127.4455285|34.4770765|보건소|061-833-7722|전라남도 고흥군 봉래면 사양선창길 69||||||||고흥군봉래면사양보건진료소|69|||30301
고흥군영남면금사보건진료소||127.419829695|34.5834799795|보건소|061-832-9047|전라남도 고흥군 영남면 사도진해안길 141||||||||고흥군영남면금사보건진료소|(영남면)|||30301
고흥군영남면남열보건진료소||127.4795825|34.581204|보건소|061-832-9338|전라남도 고흥군 영남면 남열메뚝길 14||||||||고흥군영남면남열보건진료소|14|||30301
고흥군점암면화계보건진료소||127.431306672|34.6581000503|보건소|061-832-8670|전라남도 고흥군 점암면 화전1길 21-6||||||||고흥군점암면화계보건진료소|(점암면)|||30301
고흥군포두면남성보건진료소||127.4057113|34.5247799|보건소|061-834-2059|전라남도 고흥군 포두면 남성3길 9||||||||고흥군포두면남성보건진료소|9|||30301
고흥군포두면송산보건진료소||127.3618859|34.6017344|보건소|061-832-6895|전라남도 고흥군 포두면 송산길 61||||||||고흥군포두면송산보건진료소|61|||30301
고흥군포두면오취보건진료소||127.4094285|34.5635955|보건소|061-834-1917|전라남도 고흥군 포두면 오취길 267||||||||고흥군포두면오취보건진료소|267|||30301
고흥군포두면옥강보건진료소||127.3971787|34.5575115|보건소|061-832-6088|전라남도 고흥군 포두면 내초안길 12||||||||고흥군포두면옥강보건진료소|12|||30301
고흥군풍양면풍남보건진료소||127.241963|34.575583|보건소|061-832-4229|전라남도 고흥군 풍양면 천마로 1497||||||||고흥군풍양면풍남보건진료소|1497|||30301
곡성군겸면흥복보건진료소||127.192749039|35.2445844616|보건소|061-362-1211|전라남도 곡성군 겸면 산이재로 687||||||||곡성군겸면흥복보건진료소|(겸면)|||30301
곡성군고달면백곡보건진료소||127.347762556|35.314308197|보건소|061-362-0655|전라남도 곡성군 고달면 고주로 242||||||||곡성군고달면백곡보건진료소|(고달면)|||30301
곡성군목사동면대곡보건진료소||127.262801382|35.1090981067|보건소|061-362-3995|전라남도 곡성군 목사동면 대곡당산길 10||||||||곡성군목사동면대곡보건진료소|(목사동면)|||30301
곡성군목사동면죽정보건진료소||127.301808564|35.1024814005|보건소|061-362-1663|전라남도 곡성군 목사동면 주목로 552-2||||||||곡성군목사동면죽정보건진료소|(목사동면)|||30301
곡성군삼기면근촌보건진료소||127.231394242|35.1939979747|보건소|061-362-2558|전라남도 곡성군 삼기면 노치로 1235||||||||곡성군삼기면근촌보건진료소|(삼기면)|||30301
곡성군석곡면연반보건진료소||127.2511107|35.1716906|보건소|061-362-3609|전라남도 곡성군 석곡면 전기길 75||||||||곡성군석곡면연반보건진료소|75|||30301
곡성군염곡보건진료소||127.215927174|35.149888955|보건소|061-362-3983|전라남도 곡성군 석곡면 염곡길 25||||||||곡성군염곡보건진료소|(석곡면)|||30301
곡성군오곡면압록보건진료소||127.375298367|35.1962117635|보건소|061-362-0643|전라남도 곡성군 오곡면 섬진강로 1066||||||||곡성군오곡면압록보건진료소|(오곡면)|||30301
곡성군오산면선세보건진료소||127.130048106|35.2089422125|보건소|061-362-4305|전라남도 곡성군 오산면 작천길 17||||||||곡성군오산면선세보건진료소|(오산면)|||30301
곡성군옥과면합강보건진료소||127.179342151|35.3251451658|보건소|061-362-5927|전라남도 곡성군 옥과면 월파로 447||||||||곡성군옥과면합강보건진료소|(옥과면)|||30301
곡성군입면삼오보건진료소||127.173579011|35.2879896749|보건소|061-362-6541|전라남도 곡성군 입면 삼오삼응길 26||||||||곡성군입면삼오보건진료소|(입면)|||30301
곡성군죽곡면동계보건진료소||127.361139546|35.1538913035|보건소|061-362-4735|전라남도 곡성군 죽곡면 동계길 74||||||||곡성군죽곡면동계보건진료소|(죽곡면)|||30301
곡성군죽곡면봉정보건진료소||127.308588323|35.1796530287|보건소|061-362-4916|전라남도 곡성군 죽곡면 봉정범계길 7||||||||곡성군죽곡면봉정보건진료소|(죽곡면)|||30301
곡수보건진료소||127.613844719|37.4183701008|보건소|031-772-9301|경기도 양평군 지평면 곡수길 52||||||||곡수보건진료소|(곡수보건진료소)|||30301
곤리보건진료소||128.368516812|34.7838625481|보건소|055-643-7287|경상남도 통영시 산양읍 곤리길 50-53||||||||곤리보건진료소|(곤리보건진료소)|||30301
공북보건진료소||127.315087587|36.6459902178|보건소|043-201-3695|충청북도 청주시 흥덕구 오송읍 정중연제로 641||||||||공북보건진료소|(오송읍)|||30301
공안보건진료소||127.530439459|35.4098333689|보건소|063-634-0952|전라북도 남원시 운봉읍 공안길 59||||||||공안보건진료소|(공안보건진료소)|||30301
공이보건진료소||128.036119113|36.8820304886|보건소|043-856-9241|충청북도 충주시 살미면 공이동길 508-22||||||||공이보건진료소|(살미면)|||30301
공전보건진료소||128.072767623|37.1146562173|보건소|043-651-2715|충청북도 제천시 봉양읍 의암로4길 18||||||||공전보건진료소|(공전보건지료소)|||30301
공주시계룡면양화보건진료소||127.1692068|36.332582587|보건소|041-852-8528|충청남도 공주시 계룡면 신원사로 410||||||||공주시계룡면양화보건진료소|(계룡면)|||30301
공주시계룡면왕흥보건진료소||127.17688181|36.4009672168|보건소|041-856-7129|충청남도 공주시 계룡면 왕흥장악로 395||||||||공주시계룡면왕흥보건진료소|(왕흥보건진료소)|||30301
공주시계룡면화헌보건진료소||127.134598252|36.3268662084|보건소|041-852-4214|충청남도 공주시 계룡면 만가리길 4||||||||공주시계룡면화헌보건진료소|(계룡면)|||30301
공주시반포면마암보건진료소||127.216295412|36.4251185693|보건소|041-852-7479|충청남도 공주시 반포면 마암길 28-5||||||||공주시반포면마암보건진료소|(반포면)|||30301
공주시반포면상신보건진료소||127.219691865|36.384667827|보건소|041-840-2520|충청남도 공주시 반포면 도예촌길 6||||||||공주시반포면상신보건진료소|(상신보건지소)|||30301
공주시사곡면운암보건진료소||127.022068347|36.5600393697|보건소|041-841-8087|충청남도 공주시 사곡면 정안마곡사로 1762||||||||공주시사곡면운암보건진료소|(사곡면)|||30301
공주시석장리보건진료소||127.188595685|36.4488986515|보건소|041-857-7630|충청남도 공주시 석장리길 88-39||||||||공주시석장리보건진료소|(석장리동,석장보건진료소)|||30301
공주시신풍면대룡보건진료소||126.937993449|36.4948970885|보건소|041-841-1881|충청남도 공주시 신풍면 새우재길 51||||||||공주시신풍면대룡보건진료소|(신풍면)|||30301
공주시신풍면평소보건진료소||126.9939772|36.528698|보건소|041-841-6972|충청남도 공주시 신풍면 평화길 152||||||||공주시신풍면평소보건진료소|152|||30301
공주시우성면용봉보건진료소||127.02114693|36.4415372395|보건소|041-853-6903|충청남도 공주시 우성면 신영골길 1-6||||||||공주시우성면용봉보건진료소|1|||30301
공주시유구읍구계보건진료소||126.985576044|36.5876588958|보건소|041-841-0587|충청남도 공주시 유구읍 양지뜸길 7||||||||공주시유구읍구계보건진료소|(유구읍)|||30301
공주시유구읍추계보건진료소||126.969989194|36.6242243414|보건소|041-841-4369|충청남도 공주시 유구읍 추동1길 1||||||||공주시유구읍추계보건진료소|(추계보건진료소)|||30301
공주시이인면신흥보건진료소||127.064596803|36.3990837298|보건소|041-856-4109|충청남도 공주시 이인면 숭선군로 247-2||||||||공주시이인면신흥보건진료소|247|||30301
공주시정안면문천보건진료소||127.0636577|36.6332439|보건소|041-856-8039|충청남도 공주시 정안면 정안마곡사로 622||||||||공주시정안면문천보건진료소|622|||30301
공주시정안면장원보건진료소||127.122464763|36.5747501293|보건소|041-858-6893|충청남도 공주시 정안면 구억말길 15-2||||||||공주시정안면장원보건진료소|15|||30301
공주시탄천면대학보건진료소||127.014639337|36.3785282759|보건소|041-857-4959|충청남도 공주시 탄천면 임천고개로 16||||||||공주시탄천면대학보건진료소|(탄천면)|||30301
공주시탄천면덕지보건진료소||127.056797027|36.2932998086|보건소|041-853-5492|충청남도 공주시 탄천면 하효동길 64-6||||||||공주시탄천면덕지보건진료소|(덕지보건소)|||30301
공포보건진료소||126.793441767|36.8406570344|보건소|041-362-5540|충청남도 당진시 우강면 신평로 247-4||||||||공포보건진료소|(공포보건진료소)|||30301
관대보건진료소||127.031807646|36.9041940885|보건소|041-531-4608|충청남도 아산시 둔포면 관대길39번길 16-10||||||||관대보건진료소|(관대보건진료소)|||30301
관동보건진료소||126.297550229|36.8961530412|보건소|041-672-8401|충청남도 태안군 이원면 원이로 1900||||||||관동보건진료소|(이원면)|||30301
관리보건진료소||126.6266532|36.1136366|보건소|041-952-9621|충청남도 서천군 비인면 충서로 748||||||||관리보건진료소|748|||30301
관상보건진료소||126.847700384|35.8815824408|보건소|063-543-1392|전라북도 김제시 청하면 청하6길 20||||||||관상보건진료소|(관상보건진료소)|||30301
관성보건진료소||127.5673644|37.0272281|보건소|043-881-3929|충청북도 음성군 생극면 생삼로295번길 15||||||||관성보건진료소|15|||30301
관음리보건진료소||127.33629049|37.4552952696|보건소|031-767-3742|경기도 광주시 퇴촌면 천진암로 653-8||||||||관음리보건진료소|(퇴촌면)|||30301
관하보건진료소||128.8192114|35.7059152|보건소|054-372-5486|경상북도 청도군 매전면 원정자길 14||||||||관하보건진료소|14|||30301
광령보건진료소||126.439716099|33.4607791533|보건소|064-748-2338|제주특별자치도 제주시 애월읍 광성로 304||||||||광령보건진료소|(애월읍)|||30301
광산보건진료소||126.745180185|35.2510098396|보건소|062-952-1610|광주광역시 광산구 오룡동길 54||||||||광산보건진료소|(광산동)|||30301
광성보건진료소||126.679115334|36.4860793299|보건소|041-642-5091|충청남도 홍성군 장곡면 장곡길416번길 21-1||||||||광성보건진료소|(장곡면)|||30301
광시면/서초정보건진료소||126.815312488|36.5749727563|보건소|041-339-8196|충청남도 예산군 광시면 서초정1길 35||||||||광시면 서초정보건진료소|(광시면)|||30301
광시면/장신보건진료소||126.812904932|36.5670425208|보건소|041-339-8197|충청남도 예산군 광시면 장신신흥길 19-2||||||||광시면 장신보건진료소|(광시면)|||30301
광암보건진료소||126.508402631|34.8686712907|보건소|061-282-3232|전라남도 무안군 일로읍 삼산로 94||||||||광암보건진료소|(일로읍)|||30301
광주광역시남구구소보건진료소||126.809668419|35.0540480917|보건소|062-374-2692|광주광역시 남구 구소길 146-8||||||||광주광역시남구구소보건진료소|(구소동)|||30301
광주광역시남구화장보건진료소||126.80163311|35.0751092964|보건소|062-374-4602|광주광역시 남구 원화장1길 5||||||||광주광역시남구화장보건진료소|(화장동)|||30301
광주광역시서구서창보건진료소||126.830291219|35.1144992993|보건소|062-350-4480|광주광역시 서구 눌재로 412||||||||광주광역시서구서창보건진료소|(세하동,서창동주민센터)|||30301
괴산군감물면이담보건진료소||127.869855751|36.8693792769|보건소|043-833-7184|충청북도 괴산군 감물면 잉어수2길 3||||||||괴산군감물면이담보건진료소|(감물면)|||30301
괴산군괴산읍신기보건진료소||127.79896799|36.8461065099|보건소|043-832-3716|충청북도 괴산군 괴산읍 관동로 533-3||||||||괴산군괴산읍신기보건진료소|(괴산읍)|||30301
괴산군불정면삼방보건진료소||127.795263292|36.9230759868|보건소|043-833-4137|충청북도 괴산군 불정면 쇠실로 285||||||||괴산군불정면삼방보건진료소|(삼방보건진료소)|||30301
괴산군불정면세평보건진료소||127.821043996|36.8559941028|보건소|043-833-7293|충청북도 괴산군 불정면 관동로세평4길 13||||||||괴산군불정면세평보건진료소|(괴산군보건소세평진료소)|||30301
괴산군불정면추산보건진료소||127.817352398|36.9005939239|보건소|043-833-4133|충청북도 괴산군 불정면 동추산1길 12||||||||괴산군불정면추산보건진료소|(추산보건진료소)|||30301
괴산군사리면강천보건진료소||127.710456105|36.8007200978|보건소|043-833-3583|충청북도 괴산군 사리면 모래재로 921||||||||괴산군사리면강천보건진료소|(강천보건진료소)|||30301
괴산군사리면중흥보건진료소||127.644589788|36.8335274969|보건소|043-836-7269|충청북도 괴산군 사리면 중흥로4길 16-2||||||||괴산군사리면중흥보건진료소|(중흥보건진료소)|||30301
괴산군소수면몽촌보건진료소||127.693193558|36.8516614682|보건소|043-832-8384|충청북도 괴산군 소수면 원소로몽촌1길 9||||||||괴산군소수면몽촌보건진료소|(몽촌보건진료소)|||30301
괴산군연풍면내응보건진료소||127.981369074|36.7824151937|보건소|043-833-5458|충청북도 괴산군 연풍면 유상2길 29||||||||괴산군연풍면내응보건진료소|(연풍면)|||30301
괴산군장연면방곡보건진료소||127.930837329|36.8630315071|보건소|043-832-7304|충청북도 괴산군 장연면 충민로 1580||||||||괴산군장연면방곡보건진료소|(방곡보건진료소)|||30301
괴산군장연면신대보건진료소||127.91374504|36.7900832602|보건소|043-832-6281|충청북도 괴산군 장연면 담바우길 47||||||||괴산군장연면신대보건진료소|(장연면)|||30301
괴산군청안면운곡보건진료소||127.6942096|36.7438947|보건소|043-832-9745|충청북도 괴산군 청안면 질마로 902||||||||괴산군청안면운곡보건진료소|(운곡보건진료소)|||30301
괴산군청천면대후보건진료소||127.801259395|36.6958285886|보건소|043-832-4679|충청북도 괴산군 청천면 대티길 290||||||||괴산군청천면대후보건진료소|(대티보건진료소)|||30301
괴산군청천면덕평보건진료소||127.801442896|36.7307395943|보건소|043-833-6166|충청북도 괴산군 청천면 송문로덕평길 23||||||||괴산군청천면덕평보건진료소|(덕평진료소)|||30301
괴산군청천면신월보건진료소||127.775043914|36.6355809538|보건소|043-833-1092|충청북도 괴산군 청천면 괴산로신월3길 5||||||||괴산군청천면신월보건진료소|(신월보건소)|||30301
괴산군청천면지경보건진료소||127.725620246|36.7438270353|보건소|043-832-9289|충청북도 괴산군 청천면 괴산로 2567||||||||괴산군청천면지경보건진료소|(청천면)|||30301
괴산군칠성면외사보건진료소||127.841797705|36.7672111654|보건소|043-832-5836|충청북도 괴산군 칠성면 명태재로외사5길 26||||||||괴산군칠성면외사보건진료소|(괴산보건소외사진료소)|||30301
교래보건진료소||126.676772017|33.4363283822|보건소|064-783-9827|제주특별자치도 제주시 조천읍 비자림로 652||||||||교래보건진료소|(조천읍)|||30301
교성보건진료소||126.539805568|36.4211906721|보건소|041-932-4580|충청남도 보령시 오천면 오천중앙로 276||||||||교성보건진료소|(교성보건진료소)|||30301
구계보건진료소||128.724387349|36.4618642849|보건소|054-833-2611|경상북도 의성군 단촌면 구계2길 43-3||||||||구계보건진료소|(단촌면)|||30301
구량보건진료소||129.147682243|35.6168848054|보건소|052-263-6005|울산광역시 울주군 두서면 구량차리로 12||||||||구량보건진료소|(구량보건진료소)|||30301
구례군간전면하천보건진료소||127.620896961|35.1819050415|보건소|061-782-8218|전라남도 구례군 간전면 하천길 32||||||||구례군간전면하천보건진료소|(간전면)|||30301
구례군간전면효곡보건진료소||127.54067725|35.1397858498|보건소|061-781-4392|전라남도 구례군 간전면 효죽길 1||||||||구례군간전면효곡보건진료소|(효곡보건진료소)|||30301
구례군구례읍계산보건진료소||127.405993635|35.191425741|보건소|061-782-8354|전라남도 구례군 구례읍 하유길 21-29||||||||구례군구례읍계산보건진료소|(구례읍)|||30301
구례군문척면죽마리보건진료소||127.472623863|35.1899329738|보건소|061-781-5141|전라남도 구례군 문척면 죽연길 18-17||||||||구례군문척면죽마리보건진료소|(죽연보건진료소)|||30301
구례군문척면토금보건진료소||127.510308576|35.1805250469|보건소|061-781-5461|전라남도 구례군 문척면 토금길 108-1||||||||구례군문척면토금보건진료소|(토금보건진료소)|||30301
구례군산동면관산보건진료소||127.466847355|35.3185038499|보건소|061-783-1546|전라남도 구례군 산동면 관산구산길 59-14||||||||구례군산동면관산보건진료소|(산동면)|||30301
구례군산동면외산보건진료소||127.4266601|35.2954532|보건소|061-782-9294|전라남도 구례군 산동면 내온길 13||||||||구례군산동면외산보건진료소|13|||30301
구례군산동면원달보건진료소||127.451150131|35.3339220228|보건소|061-781-5660|전라남도 구례군 산동면 달전길 14||||||||구례군산동면원달보건진료소|(원달리 보건진료소)|||30301
구례군산동면이평보건진료소||127.415152902|35.2841065284|보건소|061-782-8780|전라남도 구례군 산동면 이촌길 4||||||||구례군산동면이평보건진료소|(이평보건진료소)|||30301
구례군용방면도암보건진료소||127.422286423|35.2590175189|보건소|061-782-8227|전라남도 구례군 용방면 도암1길 28||||||||구례군용방면도암보건진료소|(용방면)|||30301
구례군토지면내동보건진료소||127.591713569|35.2463199453|보건소|061-782-8353|전라남도 구례군 토지면 피아골로 665||||||||구례군토지면내동보건진료소|(내동보건진료소)|||30301
구례군토지면외곡보건진료소||127.526233|35.1978406|보건소|061-780-2550|전라남도 구례군 토지면 피아골로 7||||||||구례군토지면외곡보건진료소|7|||30301
구룡면용당리보건진료소||126.828746836|36.2374645191|보건소|041-832-5905|충청남도 부여군 구룡면 용당로 81||||||||구룡면용당리보건진료소|(구룡면)|||30301
구룡보건진료소||128.9024958|36.6433829|보건소|054-822-5043|경상북도 안동시 예안면 계일길 3||||||||구룡보건진료소|3|||30301
구미보건진료소||127.210688491|35.4444695708|보건소|063-650-5283|전라북도 순창군 동계면 귀미2길 9-14||||||||구미보건진료소|(구미보건진료소)|||30301
구미보건진료소||127.391348555|36.5661072669|보건소|043-251-4768|충청북도 청주시 서원구 남이면 저산척북로 300-19||||||||구미보건진료소|300|||30301
구봉보건진료소||128.27539481|36.3462192194|보건소|054-534-2394|경상북도 구미시 옥성면 구봉1길 5||||||||구봉보건진료소|(옥성면)|||30301
구산보건진료소||126.584941203|34.4294424204|보건소|061-536-4412|전라남도 해남군 현산면 입제길 41||||||||구산보건진료소|(구산리보건진료소)|||30301
구상보건진료소||127.549208677|35.0015078936|보건소|061-755-0535|전라남도 순천시 서면 수통목길 3||||||||구상보건진료소|(서면)|||30301
구수보건진료소||128.9561321|36.4500948|보건소|054-822-6301|경상북도 안동시 길안면 길안청송로 559||||||||구수보건진료소|559|||30301
구암보건진료소||128.7622336|36.3623571|보건소|054-832-1131|경상북도 의성군 점곡면 의성길안로 637||||||||구암보건진료소|637|||30301
구억보건지료소||126.280616329|33.2740706872|보건소|064-760-6389|제주특별자치도 서귀포시 대정읍 중산간서로 2361||||||||구억보건지료소|(구억보건진료소)|||30301
