##NAME|SUBNAME|X|Y|MAPPERS_TYPE|TELNUM|NEWADDR|ADDR|FEAT1|FEAT2|AREA|DATE|ALTNAME|ETCNAME|ORGNAME|ETCADDR|PNUCODE|RD_JIBUN|MAPPERS_CD@@갤러리
아트비프로젝트||||갤러리|010-2991-3076|- , 서울 마포구 잔다리로 70||||||||아트비프로젝트||||100106
금산갤러리/헤이리||126.69660479999993|37.7892689|갤러리|031-957-6320||경기도 파주시 탄현면 법흥리 1652-140|(폐관)||||||금산갤러리 헤이리|헤이리 아트밸리 G-28|||100106
이비뎀갤러리||126.6974526|37.7903874|갤러리|031-948-4559||경기도 파주시 탄현면 법흥리 1652-94|||||||이비뎀갤러리||||100106
아트팩토리||126.6987024|37.7894921|갤러리|031-957-1054|경기도 파주시 탄현면 헤이리마을길 63-15||||||||아트팩토리||||100106
93뮤지엄||126.69629520000001|37.78977|갤러리|031-948-6677|경기도 파주시 탄현면 헤이리마을길 59-58||||||||93뮤지엄|예술마을헤이리G-31|||100106
도도헌||126.7037423|37.7885656|갤러리|031-942-0918||경기도 파주시 탄현면 법흥리 1652-540|||||||도도헌||||100106
동화나라||126.6985111|37.7906216|갤러리|031-919-0518||경기도 파주시 탄현면 법흥리 1652-87|||||||동화나라||||100106
리앤박갤러리||126.70281890000001|37.7880049|갤러리|031-957-7521||경기도 파주시 탄현면 법흥리 1652-522|||||||리앤박갤러리||||100106
갤러리MOA||126.70027559999994|37.7876336|갤러리|031-949-3272|경기도 파주시 탄현면 헤이리 마을길 48-37||||||||갤러리MOA||||100106
한길아트/갤러리윌리엄모리스||126.6979147|37.7892212|갤러리|031-949-9305||경기도 파주시 탄현면 법흥리 1652-136|||||||한길아트ㆍ갤러리윌리엄모리스||||100106
쌈지아트컬렉션(논밭갤러리로/명칭변경)||126.6955568|37.7922459|갤러리|031-957-0720||경기도 파주시 탄현면 법흥리 1652|(폐관)||||||쌈지아트컬렉션(논밭갤러리로 명칭변경)||||100106
청개구리||126.7007134|37.7884313|갤러리|031-949-9522||경기도 파주시 탄현면 법흥리 1652-226|||||||청개구리||||100106
진아트||126.6947414|37.7882554|갤러리|031-946-3478||경기도 파주시 탄현면 법흥리 1652-287|||||||진아트||||100106
한향림세라믹뮤지엄(한향림옹기박물관으로/명칭변경)||126.69847200000004|37.7889934|갤러리|031-948-1001|경기도 파주시 탄현면 헤이리마을길 96-43||||||||한향림세라믹뮤지엄(한향림옹기박물관으로 명칭변경)|(법흥리 1652-577) 헤이리 아트벨리 A-1-1|||100106
이정규장신구갤러리||126.69953320000002|37.7895707|갤러리|031-949-3603|경기도 파주시 탄현면 헤이리마을길 63-30||||||||이정규장신구갤러리||||100106
갤러리터치아트||126.7159861|37.8025465|갤러리|031-949-9437|경기도 파주시 탄현면 헤이리마을길 76-8||(휴관)||||||갤러리터치아트||||100106
갤러리더차이||126.69847200000004|37.7889934|갤러리|031-942-5429|경기도 파주시 탄현면 헤이리마을길 55-44||||||||갤러리더차이|(법흥리 1652-180)|||100106
갤러리소소||126.69984380000005|37.7907652|갤러리|031-9498154|경기도 파주시 탄현면 헤이리마을길 92||||||||갤러리소소||||100106
리오갤러리||126.70192789999998|37.7866959|갤러리|031-755-8330|경기도 파주시 탄현면 헤이리마을길 76-102||||||||리오갤러리||||100106
2x13갤러리||126.7320659|37.8306721|갤러리|031-943-4262||경기도 파주시 탄현면 금승리 445-5|||||||2x13갤러리|2F|||100106
아트스페이스/카메라타||126.6994880|37.7899468|갤러리|031-957-6835||경기도 파주시 탄현면 법흥리 1652-130|||||||아트스페이스 카메라타|헤이리예술마을|||100106
엔토코갤러리||126.7159861|37.8025465|갤러리|031-942-1613||- , 경기도 파주시 탄현면 헤이리아트밸리 1652-174|||||||엔토코갤러리||||100106
알토그래프(갤러리아이엠으로/명칭변경)||126.6955568|37.7922459|갤러리|031-8071-0385||경기도 파주시 탄현면 법흥리 1652|||||||알토그래프 (갤러리아이엠으로 명칭변경)|예술마을헤이리 내 The Step E (노을)동 115,116호|||100106
포네티브스페이스||126.70793090000006|37.784787|갤러리|031-949-8056|경기도 파주시 탄현면 헤이리마을길 34||||||||포네티브스페이스||||100106
씽크씽크||126.6987038|37.7887641|갤러리|031-956-8600||- , 경기도 파주시 탄현면 법흥리 1652-242|||||||씽크씽크|예술마을 헤이리|||100106
공간퍼플||126.69870379999997|37.78876410000001|갤러리|031-949-8655||경기 파주시 탄현면 법흥리 1652-242|||||||공간퍼플||||100106
갤러리한길||126.6979147|37.7892212|갤러리|031-949-9786||경기도 파주시 탄현면 법흥리 1652-136|(휴관)||||||갤러리한길|헤이리 예술마을|||100106
갤러리이레||126.70793090000006|37.784787|갤러리|031-941-4115|경기도 파주시 탄현면 헤이리마을길 48-12||||||||갤러리이레||||100106
갤러리화이트블럭(아트센터화이트블럭으로/명칭변경)||126.6993381|37.7888486|갤러리|031-992-4400||경기도 파주시 탄현면 법흥리 1652-238|||||||갤러리화이트블럭(아트센터화이트블럭으로 명칭변경)||||100106
갤러리아이엠||126.6955568|37.7922459|갤러리|031-8071-0385||경기도 파주시 탄현면 법흥리 1652|||||알토그래프||갤러리아이엠 (구 알토그래프)|예술마을헤이리 내 The Step E (노을)동 115,116호|||100106
한.갤러리||126.7020966|37.7868554|갤러리|031-941-0325||경기도 파주시 탄현면 법흥리 1652-485|||||||한.갤러리|헤이리예술마을 하늘틈 1F (Gate 9)|||100106
갤러리퍼즈/Gallery/puzz||126.70166489999997|37.7874561|갤러리|031-942-4377||경기도 파주시 탄현면 법흥리 1652-478|||||||갤러리퍼즈 Gallery puzz||||100106
갤러리소||||갤러리||||||||||갤러리소||||100106
갤러리요나루키||126.70793090000006|37.784787|갤러리|031-959-1122|경기도 파주시 탄현면 헤이리마을길 82-138||||||||갤러리요나루키||||100106
아다마스253갤러리||126.69798549999996|37.7877111|갤러리|031-949-0269|경기도 파주시 탄현면 헤이리마을길 47||(휴관)||||||아다마스253갤러리|B1F|||100106
아트센터화이트블럭||126.69847200000004|37.7889934|갤러리|031-992-4400|경기도 파주시 탄현면 헤이리마을길 72||||||갤러리화이트블럭||아트센터화이트블럭(구 갤러리화이트블럭)||||100106
논밭갤러리||126.69847200000004|37.7889934|갤러리|031-945-2720|경기도 파주시 탄현면 헤이리마을길 93-45||||||||논밭갤러리|(법흥리 1652-118) 논밭예술학교 내|||100106
한향림옹기박물관||126.69847200000004|37.7889934|갤러리|031-948-1001|경기도 파주시 탄현면 헤이리마을길 96-43||||||||한향림옹기박물관||||100106
골드마인스튜디오스||126.70409059999997|37.7888415|갤러리|031-942-7645|경기도 파주시 탄현면 헤이리마을길 82-91||||||||골드마인스튜디오스||||100106
카메라타아트스페이스||126.69959659999995|37.7899705|갤러리|0505-300-3369|경기도 파주시 탄현면 헤이리마을길 83||||||||카메라타아트스페이스||||100106
갤러리그안||126.70166489999997|37.7874561|갤러리|070-7503-1386|- , 경기 파주시 탄현면 헤이리마을길 76-60||||||||갤러리그안||||100106
학고재||126.98026400000003|37.5802795|갤러리|02-720-1524|서울시 종로구 삼청로 50||||||||학고재||||100106
스페이스아침||126.9825315|37.5792971|갤러리|02-723-1002||서울시 종로구 화동 138-7|||||||스페이스아침||||100106
국제갤러리||126.9804588|37.5806884|갤러리|02-735-8449|서울시 종로구 삼청로 54||||||||국제갤러리||||100106
갤러리현대||126.97991309999997|37.577203|갤러리|02-2287-3500|서울시 종로구 삼청로 14||||||||갤러리현대||||100106
갤러리온||126.97989729999995|37.5778633|갤러리|02-733-8295|서울시 종로구 삼청로 22||||||||갤러리온|B1|||100106
갤러리인||126.98047229999997|37.5815247|갤러리|02-732-4677|서울시 종로구 청와대로 73||||||||갤러리인||||100106
갤러리도올||126.98166570000001|37.5831848|갤러리|02-739-1406|서울시 종로구 삼청로 87||||||||갤러리도올||||100106
이화익갤러리||126.98199850000003|37.5785302|갤러리|02-730-7818|서울시 종로구 율곡로3길 67||||||||이화익갤러리||||100106
이도갤러리/yidogallery||126.9853157|37.5831162|갤러리|02-741-0724||서울시 종로구 가회동 10-6|||||||이도갤러리 yidogallery||||100106
갤러리아트링크||126.9827554|37.5788179|갤러리|02-738-0738|서울시 종로구 율곡로3길 66-17||||||||갤러리아트링크||||100106
갤러리상||126.9865233|37.5722943|갤러리|02-730-0030||서울시 종로구 인사동 159|(휴관)||||||갤러리상||||100106
이목화랑||126.98541490000002|37.5851516|갤러리|02-514-8888|서울시 종로구 북촌로 94||||||||이목화랑||||100106
갤러리소연||126.99157830000001|37.57679419999999|갤러리|02-379-5950|서울시 종로구 서순라길 149||||||크래프트하우스||갤러리소연 (구 크래프트하우스)|1F|||100106
표갤러리||126.97007610000003|37.5729386|갤러리|02-543-7337|서울시 종로구 자하문로5길 18-4||||||||표갤러리||||100106
아트파크||126.98148149999997|37.5868955|갤러리|02-733-8500,3210-|서울시 종로구 삼청로 129||||||||아트파크||||100106
인사미술공간||126.98921089999999|37.5814971|갤러리|02-760-4722|서울시 종로구 창덕궁길 89||||||||인사미술공간||||100106
갤러리조선||126.98145120000004|37.5798978|갤러리|02-723-7133|서울시 종로구 북촌로5길 64||||||||갤러리조선||||100106
갤러리스케이프/가회동||126.9848496|37.5810885|갤러리|02-747-4675||서울시 종로구 가회동 72-1|(휴관)||||||갤러리스케이프 가회동||||100106
심여화랑||126.98117379999997|37.5779554|갤러리|02-739-7517|서울시 종로구 율곡로1길 40-3||||||||심여화랑|(사간동 37-1)|||100106
갤러리피프틴||126.98194360000002|37.5833989|갤러리|02-733-1120|서울시 종로구 삼청로 90-1||||||||갤러리피프틴|1F|||100106
갤러리진선||126.98045990000003|37.5813606|갤러리|02-723-3340|서울시 종로구 삼청로 59||||||||갤러리진선|2F|||100106
공근혜갤러리||126.97965410000006|37.5839883|갤러리|02-738-7776|서울시 종로구 삼청로7길 38||||||||공근혜갤러리||||100106
트렁크갤러리||126.98137700000006|37.5798611|갤러리|02-3210-1233|서울시 종로구 북촌로5길 66||||||||트렁크갤러리||||100106
아카스페이스||126.9803914|37.5800697|갤러리|02-739-4311||서울시 종로구 소격동 76|||||||아카스페이스||||100106
원앤제이갤러리||126.98413230000005|37.5797154|갤러리|02-745-1644|서울시 종로구 북촌로 31-14||||||||원앤제이갤러리||||100106
람아트바자||126.98054869999998|37.5822327|갤러리|02-733-9617||서울시 종로구 팔판동 137|(휴관)||||||람아트바자|B1|||100106
갤러리락||126.9814817|37.5870513|갤러리|02-3210-0543||서울시 종로구 삼청동 126|||||||갤러리락|삼양빌딩 2F|||100106
갤러리담||126.98341700000003|37.5790362|갤러리|02-738-2745|서울시 종로구 윤보선길 72||||||||갤러리담||||100106
갤러리안단태||126.9814107|37.5802948|갤러리|02-735-3392||서울시 종로구 소격동 92|||||||갤러리안단태||||100106
유엔씨갤러리||126.9798828|37.5763558|갤러리|02-733-2798||서울시 종로구 사간동 126-1|(휴관)||||||유엔씨갤러리||||100106
갤러리영||126.9813753|37.5864684|갤러리|02-720-3939||서울시 종로구 삼청동 140|||||||갤러리영||||100106
디아갤러리||126.98669629999995|37.5828334|갤러리|02-742-6030||서울시 종로구 계동 7|(휴관)||||||디아갤러리||||100106
갤러리아이캠/Gallery/ICAM||126.9808840|37.5816418|갤러리|02-736-6611/6612||서울시 종로구 팔판동 72|||||||갤러리아이캠 Gallery ICAM||||100106
갤러리벨벳||126.9812482|37.5829127|갤러리|02-736-7023||서울시 종로구 팔판동 39|||||||갤러리벨벳||||100106
바움아트갤러리||126.9885008|37.577831|갤러리|02-742-0480|서울시 종로구 율곡로 85||||||||바움아트갤러리||||100106
몽인아트스페이스||126.9817731|37.5851049|갤러리|02-736-1447||서울시 종로구 삼청동 106|||||몽인아트센터||몽인아트스페이스(구 몽인아트센터)||||100106
갤러리상||126.9797632|37.5837135|갤러리|02-730-0030||서울시 종로구 팔판동 115-52|(휴관)||||||갤러리상||||100106
아트비트갤러리||126.98295589999998|37.5790575|갤러리|02-738-5511|서울시 종로구 율곡로3길 74-13||||||||아트비트갤러리||||100106
갤러리반디(갤러리반디트라소로/명칭변경)||126.9810775|37.5775771|갤러리|02-734-2312||서울시 종로구 사간동 36|||||||갤러리반디 (갤러리반디트라소로 명칭변경)||||100106
사이아트갤러리||126.9839624|37.5773064|갤러리|02-596-0937||서울시 종로구 안국동 63-1|||||||사이아트갤러리||||100106
김현주갤러리||126.98095549999993|37.5834553|갤러리|02-732-4666|서울시 종로구 삼청로7길 19-9||||||||김현주갤러리||||100106
명인박물관||126.9851717|37.5801298|갤러리|02-766-0272||서울시 종로구 가회동 208-7|||||||명인박물관||||100106
한벽원갤러리(한벽원미술관으로/명칭변경)||126.9814983|37.582922|갤러리|02-732-3777|서울시 종로구 삼청로 83||||||||한벽원갤러리(한벽원미술관으로 명칭변경)||||100106
게이트갤러리||126.9857215|37.5846704|갤러리|02-3673-1006||서울시 종로구 가회동 1-5|(휴관)||||||게이트갤러리|경남빌라 제상가 1F|||100106
갤러리쿤스트라움||126.9814377|37.5821340|갤러리|02-730-2884||서울 종로구 팔판동 61-1|||||||갤러리쿤스트라움||||100106
갤러리이우||126.9810894|37.5826851|갤러리|02-3445-2550||서울 종로구 팔판동 44-2|(휴관)||||||갤러리이우||||100106
스페이스다||126.9892129|37.5816008|갤러리|02-766-8675||- , 서울시 종로구 원서동 86-7|||||||스페이스다||||100106
향리||126.9845567|37.5813995|갤러리|02-3673-0585||서울시 종로구 가회동 60|||||||향리||||100106
체어즈온더힐||126.9839000|37.5805658|갤러리|02-747-7854||서울시 종로구 가회동 97|||||||체어즈온더힐||||100106
공간화랑/gallery/SPACE||126.98843260000001|37.5775971|갤러리|02-3670-3644||서울 종로구 원서동 219|||||||공간화랑 gallery SPACE|공간사옥|||100106
가회동60||126.98455669999998|37.5813995|갤러리|02-3673-0585|서울시 종로구 북촌로11길 5||(폐관)||||||가회동60||||100106
서울무형문화재/교육전시장||126.98572590000003|37.5787506|갤러리|02-747-0303||서울시 종로구 재동 53-1|||||||서울무형문화재 교육전시장||||100106
스페이스모빈||126.9821389|37.5869318|갤러리|02-723-7075||서울 종로구 삼청동 27-35|||||||스페이스모빈||||100106
로뎀갤러리||126.9807151|37.5813250|갤러리|02-725-8006||서울 종로구 팔판동 160|||||||로뎀갤러리|1F|||100106
갤러리플랜트/GALLERY/PLANT||126.9831926|37.5790523|갤러리|02-722-2826||서울시 종로구 화동 127-3|||||||갤러리플랜트 GALLERY PLANT|1층|||100106
갤러리비올(이언갤러리로/변경)||126.9831926|37.5790523|갤러리|02-725-6777||서울시 종로구 화동 127-3|||||||갤러리비올(이언갤러리로 변경)|2층|||100106
갤러리아트사간||126.97989729999995|37.5778633|갤러리|02-720-4414||서울시 종로구 사간동 69|||||||갤러리아트사간|영정빌딩|||100106
갤러리도스||126.97976319999998|37.5837135|갤러리|+82-2-737-4678|서울시 종로구 삼청로7길 37||||||||갤러리도스||||100106
16번지||126.9807790|37.5777169|갤러리|02-2287-3516||서울 종로구 사간동 16|(휴관)||||||16번지||||100106
갤러리에이치엘/Gallery/HL||126.9895624|37.5822093|갤러리|02-745-7773||서울시 종로구 원서동 55|||||||갤러리에이치엘 Gallery HL||||100106
갤러리에쿼드나인||126.9801018|37.5777263|갤러리|02-739-7008||서울시 종로구 사간동 90-1|||||||갤러리에쿼드나인||||100106
리하우스||126.9813801|37.5862756|갤러리|02-723-7075||서울시 종로구 삼청동 119-2|||||스페이스모빈||리하우스 (구 스페이스모빈)||||100106
이언갤러리/EON/GALLERY||126.98054869999998|37.5822327|갤러리|02-725-6777||서울시 종로구 팔판동 137|||||갤러리비올||이언갤러리 EON GALLERY (구 갤러리비올)||||100106
우리들의눈/Another/Way/of/Seeing||126.98209989999998|37.5813973|갤러리|02-733-1996|서울시 종로구 북촌로5나길 19||||||||우리들의눈 Another Way of Seeing||||100106
두가헌||126.9803661|37.5772763|갤러리|02-3210-2100||서울시 종로구 사간동 109|||||||두가헌||||100106
갤러리에뽀끄||126.9848561|37.5787792|갤러리|02-747-2075||서울시 종로구 재동 38-1|||||||갤러리에뽀끄||||100106
갤러리까페사계||126.98663599999997|37.5804344|갤러리|02-743-6171||서울시 종로구 계동 79-6|||||||갤러리까페사계||||100106
갤러리예담컨템포러리||126.98195329999998|37.5881736|갤러리|02-723-6033||서울시 종로구 삼청동 26-2|||||||갤러리예담컨템포러리||||100106
나무모던앤컨템포러리아트(갤러리나무)||126.98436679999997|37.5787894|갤러리|02-745-2207|서울시 종로구 북촌로 21-15||||||||나무모던앤컨템포러리아트(갤러리나무)||||100106
갤러리자작나무||126.98107749999997|37.5775771|갤러리|02-733-7944|서울시 종로구 율곡로1길 40-7||||||||갤러리자작나무||||100106
에이블파인아트앤와이갤러리서울||126.98319259999994|37.5790523|갤러리|02-546-3057||서울시 종로구 화동 127-3|||||||에이블파인아트앤와이갤러리서울|1F|||100106
갤러리송아당||126.98063769999999|37.5777868|갤러리|02-725-6713|서울시 종로구 율곡로1길 41||||||||갤러리송아당||||100106
옵시스아트갤러리||126.98161630000004|37.5804966|갤러리|02-735-1139||서울 종로구 소격동 36|||||||옵시스아트갤러리||||100106
갤러리41||126.98048930000004|37.5777892|갤러리|02-744-0341|서울시 종로구 삼청로 22-31||||||||갤러리41|102호|||100106
갤러리아원||126.98218059999999|37.5797076|갤러리|02-735-3482|서울시 종로구 북촌로5가길 3||||||||갤러리아원||||100106
본화랑||126.9812607|37.5799159|갤러리|02-732-2366|서울시 종로구 삼청로2길 37-2||||||||본화랑||||100106
갤러리한옥||126.98471749999999|37.5814811|갤러리|02-3673-3426|서울시 종로구 북촌로11길 4||||||||갤러리한옥||||100106
서울컨템포러리아트갤러리||126.97981830000003|37.5761912|갤러리|02-733-7419||서울 종로구 사간동 126-3|(휴관)||||||서울컨템포러리아트갤러리|3F|||100106
광주시립미술관/갤러리GMA||126.97981830000003|37.5761912|갤러리|02-725-0040|서울시 종로구 율곡로 1||||||||광주시립미술관 갤러리GMA|한국슈밋트빌딩 2F|||100106
갤러리일호||126.98150820000001|37.5867659|갤러리|02-6014-6677|서울시 종로구 삼청로 127-2||||||||갤러리일호||||100106
학아재미술관||126.9903941|37.5770489|갤러리|02-766-7647|서울시 종로구 돈화문로 98||||||학아재||학아재미술관 (구 학아재)|선후빌딩 2F|||100106
PKM갤러리(사무소)||126.9800712|37.5840396|갤러리|02-734-9467|서울시 종로구 삼청로 7길 40||||||||PKM갤러리(사무소)||||100106
아트웍스파리서울||126.98597010000003|37.5792769|갤러리|070-8114-3645|서울 종로구 북촌로4길 16||||||||아트웍스파리서울|(계동 99-12) 3F|||100106
아라리오갤러리서울||126.98039140000003|37.5800697|갤러리|02-541-5701|서울 종로구 북촌로5길 84||||||||아라리오갤러리서울|(소격동 76)|||100106
갤러리에이엠|삼청점|126.98095409999996|37.5828469|갤러리|02-733-4455|서울시 종로구 팔판길 23||||||||갤러리에이엠 삼청점||||100106
세움아트스페이스||126.98022579999997|37.5800908|갤러리|02-733-1943|서울시 종로구 삼청로 48||||||||세움아트스페이스||||100106
도로시살롱||126.98102610000001|37.5829548|갤러리|02-720-7230|서울시 종로구 삼청로 75-1||||||||도로시살롱|3F|||100106
퐁데자르||126.98020339999994|37.5837245|갤러리|02-733-0536|서울시 종로구 삼청로7길 27||||||||퐁데자르||||100106
프린트베이커리/플래그샵||126.98036739999998|37.5805011|갤러리|02-734-8800|서울시 종로구 삼청로 52||||||||프린트베이커리 플래그샵||||100106
아트바이||126.98876740000003|37.580603|갤러리|070-7763-4500|서울시 종로구 창덕궁길 120||||||||아트바이|1F|||100106
갤러리아트비앤||||갤러리|02-6012-1434|서울 종로구 삼청로 22-31||||||||갤러리아트비앤|2층|||100106
갤러리너트||126.99046880000003|37.5767964|갤러리|02-3210-3637|서울시 종로구 돈화문로 94||||||||갤러리너트||||100106
송원갤러리||126.98686010000006|37.5801011|갤러리|010-6225-1693|서울시 종로구 계동길 62||||||||송원갤러리||||100106
재동갤러리||126.98554230000002|37.5786031|갤러리|02-743-7530|서울시 종로구 북촌로 20-3||||||||재동갤러리||||100106
한국문화정품관갤러리||||갤러리|02-747-5634|서울시 종로구 돈화문로11가길 99||||||||한국문화정품관갤러리|(운니동) 한국문화정품관 3F|||100106
페로탕||126.98054869999999|37.5822327|갤러리|02-737-7978|서울시 종로구 팔판길 5||||||||페로탕|1F|||100106
갤러리마롱||126.98274409999999|37.587055|갤러리|02-720-4540|서울시 종로구 북촌로 143-6||||||||갤러리마롱||||100106
에스아트갤러리||126.98048930000004|37.5777892|갤러리|02-736-6569|서울시 종로구 삼청로 22-31||||||||에스아트갤러리||||100106
바라캇/서울||126.98063920000004|37.5808251|갤러리|02-730-1949|서울시 종로구 삼청로 58-4||||||||바라캇 서울||||100106
피비갤러리||126.98309689999996|37.5870085|갤러리|02-6263-2004|서울 종로구 북촌로 125-6||||||||피비갤러리|1층|||100106
갤러리가회한경헌||126.9865575|37.5831332|갤러리|02-742-7769|서울시 종로구 창덕궁길 170||||||||갤러리가회한경헌||||100106
이노갤러리||126.98065280000003|37.5839861|갤러리|02-722-2610|서울시 종로구 삼청로 7길 20||||||||이노갤러리||||100106
승설재||126.98461109999994|37.5800601|갤러리|02-741-5766|서울시 종로구 북촌로7길 3-4||||||||승설재|1F|||100106
가고시포갤러리||126.98215860000005|37.5801643|갤러리|02-722-9669|서울시 종로구 북촌로5가길 16||||||||가고시포갤러리||||100106
spaceD9||126.98466329999997|37.5811373|갤러리|01037469766|서울 종로구 북촌로9길 3-2||||||||spaceD9||||100106
호아드아트||126.98099130000003|37.5782503|갤러리||서울시 종로구 율곡로1길 54-3||||||||호아드아트|2F|||100106
갤러리3안||126.98298380000006|37.5869156|갤러리|720-2722|서울시 종로구 북촌로 137-7||||||||갤러리3안||||100106
갤러리수:||||갤러리|070-7782-7770|- , 서울 종로구 팔판길 42||||||||갤러리수:||||100106
갤러리도스/신관||126.9802664|37.5840071|갤러리|02-737-4679|서울시 종로구 삼청로7길 28||||||||갤러리도스 신관||||100106
서이갤러리||126.98692949999997|37.5818362|갤러리|02-762-4900|서울 종로구 계동길 102||||||||서이갤러리||||100106
예올북촌가||126.98520830000007|37.5812736|갤러리|02-745-5878|- , 서울 종로구 북촌로 50-1||||||||예올북촌가||||100106
바라캇컨템포러리||126.92019129999994|37.5501193|갤러리|02-730-1949|- , 서울 종로구 삼청로7길 36||||||||바라캇컨템포러리||||100106
백아트||||갤러리|070-7739-8808|서울 종로구 삼청동 팔판길 42||||||||백아트||||100106
리만머핀/서울||||갤러리|02-725-0094|서울 종로구 율곡로3길 74-18||||||||리만머핀 서울|1층|||100106
아줄레주갤러리||||갤러리|02-725-6810|서울특별시 종로구 삼청로9길 19||||||||아줄레주갤러리|(삼청동)|||100106
갤러리제이콥1212||||갤러리||서울시 종로구 북촌로 25||||||||갤러리제이콥1212||||100106
가모갤러리||||갤러리|02-733-6178|서울 종로구 삼청로 96-1||||||||가모갤러리||||100106
갤러리소도비||127.0375362|37.5235559|갤러리|02-515-3038||서울시 강남구 신사동 652-1|||||||갤러리소도비|삼안빌딩 3층|||100106
두아트||127.0357753|37.5276449|갤러리|02-519-0800||서울시 강남구 신사동 640-6|||||||두아트||||100106
오룸갤러리||127.0468712|37.5269781|갤러리|02-518-6861/2||서울시 강남구 청담동 115-16|(휴관)||||||오룸갤러리||||100106
갤러리드맹||127.0466618|37.5229847|갤러리|02-543-8485||서울시 강남구 청담동 12-17|||||||갤러리드맹|1층|||100106
갤러리람||127.0486287|37.522396|갤러리|02-515-2656/2659||서울시 강남구 청담동 62-18|||||||갤러리람|J&K빌딩 3F|||100106
갤러리원||127.0458873|37.52747830000001|갤러리|02-514-3439|서울시 강남구 압구정로71길 14||||||||갤러리원|(청담동)|||100106
갤러리피치||127.05014219999998|37.5263367|갤러리|02-542-2443|서울시 강남구 도산대로87길 25||||||||갤러리피치||||100106
갤러리미||127.04721829999994|37.5252175|갤러리|02-542-3004|서울시 강남구 압구정로 461||||||||갤러리미|네이처포엠 312호|||100106
박여숙화랑||127.04721829999994|37.5252175|갤러리|02-544-7393|서울시 강남구 압구정로 461||||||||박여숙화랑|네이쳐포엠 3F|||100106
박영덕화랑||127.04488409999999|37.5256807|갤러리|02-544-8481|서울시 강남구 압구정로72길 12||||||||박영덕화랑||||100106
와이트월갤러리||127.0458873|37.5274783|갤러리|02-548-7520||서울시 강남구 청담동 101-5|||||||와이트월갤러리||||100106
유아트스페이스||127.04584720000002|37.5273401|갤러리|02-544-8585|서울시 강남구 압구정로71길 10||||||||유아트스페이스||||100106
쥴리아나갤러리||127.04263179999998|37.5266365|갤러리|02-514-4266,7/4264|서울시 강남구 선릉로162길 25||||||||쥴리아나갤러리||||100106
웅갤러리||127.0371217|37.5214819|갤러리|02-546-2710||서울시 강남구 논현동 96-4|||||||웅갤러리|삼경빌딩 지하1층|||100106
라인갤러리||127.04162010000004|37.5032173|갤러리|02-561-3311/3344||서울시 강남구 역삼동 676|||||||라인갤러리|르네상스서울호텔 지하1층|||100106
갤러리더스페이스||127.04847029999996|37.5207972|갤러리|02-514-2226||서울시 강남구 청담동 31-22|||||||갤러리더스페이스|B1F-2F|||100106
오투갤러리||127.0497963|37.5113216|갤러리|02-555-4930||서울시 강남구 삼성동 114-44|||||||오투갤러리|Decks 빌딩 2층|||100106
주영갤러리||127.0486655|37.5231998|갤러리|02-543-1048|서울시 강남구 압구정로80길 26||||||||주영갤러리|노아빌딩|||100106
갤러리서미(청담)||127.0452010|37.5246083|갤러리|02-511-7305||서울시 강남구 청담동 97-19|||||||갤러리서미(청담)||||100106
빗트폼서울||127.0433204|37.5246346|갤러리|02-516-5383||서울시 강남구 청담동 93-6|||||||빗트폼서울||||100106
자넷오갤러리||127.0361918|37.5234088|갤러리|02-518-3638||서울시 강남구 신사동 650-13|||||||자넷오갤러리(구)|Lands빌딩 4F|||100106
유진갤러리||127.0305454|37.5200035|갤러리|02-2017-1599||서울시 강남구 논현2동 60-9|(휴관)||||||유진갤러리|삼화빌딩 6층|||100106
데일리/프로젝트||127.0486655|37.5231998|갤러리|02-3444-8132/~5||서울시 강남구 청담2동 1-24|||||||데일리 프로젝트|이동수빌딩 1,2층|||100106
갤러리포커스||127.0588240|37.5124040|갤러리|02-568-5644||서울시 강남구 삼성동 159|(폐관)||||||갤러리포커스|코엑스인터컨티넨탈호텔 B2 쇼핑아케이드 C-24 (서울점)|||100106
아이엠아트||127.0365227|37.5231917|갤러리|02-3446-3766||서울 강남구 신사동 651-8|||||||아이엠아트||||100106
트리아드뉴미디어갤러리||127.0473741|37.5255972|갤러리|512-9053||서울시 강남구 청담동 118-12|||||||트리아드뉴미디어갤러리|트리아드빌딩|||100106
아소갤러리||127.0608511|37.5091322|갤러리|02-558-6430,4||서울특별시 강남구 삼성동 159-8|(휴관)||||||아소갤러리|그랜드인터콘티넨탈호텔 1층 H24호|||100106
청담갤러리||127.05431729999998|37.5221287|갤러리|02-511-9051|서울시 강남구 학동로97길 26||||||||청담갤러리||||100106
갤러리2/GALLERY/2||127.0370388|37.5262559|갤러리|02-3448-2112|서울시 강남구 선릉로157길 33||||||||갤러리2 GALLERY 2|B1F|||100106
청담동/일대/화랑/24곳||||갤러리|02-544-8481|||||||||청담동 일대 화랑 24곳||||100106
마이클슐츠갤러리||127.04721829999994|37.5252175|갤러리|02-512-6470||서울시 강남구 청담동 118-17|||||||마이클슐츠갤러리|네이처포엠 211|||100106
갤러리아쿠아||127.0588240|37.5124040|갤러리|02-6002-6200(137-||서울시 강남구 삼성동 159|||||||갤러리아쿠아|코엑스 아쿠아리움 옆|||100106
갤러리엠/Gallery/EM||127.0458873|37.52747830000001|갤러리|02-544-8145|서울시 강남구 압구정로71길 14||||||||갤러리엠 Gallery EM|2F|||100106
