##NAME|SUBNAME|X|Y|MAPPERS_TYPE|TELNUM|NEWADDR|ADDR|FEAT1|FEAT2|AREA|DATE|ALTNAME|ETCNAME|ORGNAME|ETCADDR|PNUCODE|RD_JIBUN|MAPPERS_CD@@삼성화재
애니카패밀리센터|한남써비스기아오토큐|||삼성화재|02-701-9601|서울 용산구 한남대로21길 23||||||||애니카패밀리센터 한남써비스기아오토큐|(한남동)|||40701
애니카패밀리센터|한독자동차정비|||삼성화재|02-905-8585|서울 도봉구 도봉로 618||||||||애니카패밀리센터 한독자동차정비|(창동)|||40701
애니카패밀리센터|한백자동차정비|||삼성화재|062-974-1100|광주 광산구 첨단과기로 51||||||||애니카패밀리센터 한백자동차정비|(비아동)|||40701
애니카패밀리센터|한양그린모터스|||삼성화재|02-3409-5050|서울 성동구 왕십리로 155||||||||애니카패밀리센터 한양그린모터스|(성수동1가)|||40701
애니카패밀리센터|함안에프쓰리자동차종합정비|||삼성화재|055-582-9712|경남 함안군 군북면 월촌로 232||||||||애니카패밀리센터 함안에프쓰리자동차종합정비||||40701
애니카패밀리센터|해금모터스|||삼성화재|051-831-9910|부산 강서구 녹산산업북로193번길 32||||||||애니카패밀리센터 해금모터스||||40701
애니카패밀리센터|해남정비공업사|||삼성화재|055-635-2222|경남 거제시 고현로 107||||||||애니카패밀리센터 해남정비공업사|(고현동)|||40701
애니카패밀리센터|현대공업사|||삼성화재|055-223-3333|경남 창원시 마산합포구 동서동2길 20||||||||애니카패밀리센터 현대공업사|(신포동2가)|||40701
애니카패밀리센터|현대기아남구정비서비스|||삼성화재|051-624-2121|부산 남구 신선로 340||||||||애니카패밀리센터 현대기아남구정비서비스|(용당동)|||40701
애니카패밀리센터|현대동일공업사|||삼성화재|031-409-7788|경기 안산시 상록구 오목로 165||||||||애니카패밀리센터 현대동일공업사|(본오동)|||40701
애니카패밀리센터|현대드림모터스|||삼성화재|031-477-1111|경기 안양시 만안구 시민대로 28||||||||애니카패밀리센터 현대드림모터스||||40701
애니카패밀리센터|현대북수원서비스|||삼성화재|031-207-0070|경기 수원시 장안구 천천로 106||||||||애니카패밀리센터 현대북수원서비스|(천천동)|||40701
애니카패밀리센터|현대삼일자동차공업사|||삼성화재|031-272-3700|경기 용인시 수지구 신수로683번길 15||||||||애니카패밀리센터 현대삼일자동차공업사|(풍덕천동)|||40701
애니카패밀리센터|현대정비공업|||삼성화재|051-529-0020|부산 해운대구 선수촌로 134||||||||애니카패밀리센터 현대정비공업|(반여동)|||40701
애니카패밀리센터|현대정비마을|||삼성화재|061-373-6000|전남 화순군 화순읍 연양1길 2||||||||애니카패밀리센터 현대정비마을||||40701
애니카패밀리센터|현대종합정비|||삼성화재|055-384-4455|경남 양산시 중앙우회로 147||||||||애니카패밀리센터 현대종합정비|(북부동)|||40701
애니카패밀리센터|현대카독크|||삼성화재|031-758-8600|경기 광주시 오포읍 오포안로 118||||||||애니카패밀리센터 현대카독크||||40701
애니카패밀리센터|협동자동차서비스|||삼성화재|032-348-1511|경기 부천시 소사구 소사로216번길 39||||||||애니카패밀리센터 협동자동차서비스|(소사본동)|||40701
애니카패밀리센터|홍성자동차|||삼성화재|041-632-2535|충남 홍성군 홍성읍 충서로 1705-48||||||||애니카패밀리센터 홍성자동차||||40701
애니카패밀리센터|화성현대서비스|||삼성화재|031-356-6200|경기 화성시 송산면 송산로 84||||||||애니카패밀리센터 화성현대서비스||||40701
애니카패밀리센터|흥명자동차공업사|||삼성화재|02-966-0303|서울 동대문구 신이문로 44||||||||애니카패밀리센터 흥명자동차공업사|(이문동)|||40701
애니카패밀리센터|흥진자동차공업사|||삼성화재|064-764-9999|제주 서귀포시 남원읍 태위로 95-1||||||||애니카패밀리센터 흥진자동차공업사||||40701
애니카패밀리센터|(합)공신정비공장|||삼성화재|033-255-5757|강원 춘천시 춘천로 427||||||||애니카패밀리센터 (합)공신정비공장|(후평동)|||40701
애니카패밀리센터|(합자)그린종합정비공업사|||삼성화재|033-442-1237|강원 화천군 화천읍 산수화로 127||||||||애니카패밀리센터 (합자)그린종합정비공업사||||40701
애니카패밀리센터|1011모터스|||삼성화재|032-578-1011|인천 서구 방축로 339-1||||||||애니카패밀리센터 1011모터스||||40701
애니카패밀리센터|1급/광영종합정비공업사|||삼성화재|055-387-1003|경남 양산시 상북면 어곡터널로 1901급광영정비자동차검사소 ||||||||애니카패밀리센터 1급/광영종합정비공업사||||40701
애니카패밀리센터|1급강남자동차공업사|||삼성화재|031-829-5589|경기 양주시 광적면 광적로 167||||||||애니카패밀리센터 1급강남자동차공업사|(석우리)|||40701
애니카패밀리센터|1급강서자동차정비|||삼성화재|052-277-9400|울산 남구 남산로 29||||||||애니카패밀리센터 1급강서자동차정비|(무거동)|||40701
애니카패밀리센터|1급광광자동차정비공업사|||삼성화재|055-648-6666|경남 통영시 광도면 죽림2로 6-1||||||||애니카패밀리센터 1급광광자동차정비공업사||||40701
애니카패밀리센터|1급금메달자동차공업사|||삼성화재|063-545-5141|전북 김제시 동서로 233-16||||||||애니카패밀리센터 1급금메달자동차공업사|(요촌동)|||40701
애니카패밀리센터|1급논현현대기아모터스|||삼성화재|032-446-9393|인천 남동구 청능대로468번길 12||||||||애니카패밀리센터 1급논현현대기아모터스|(고잔동)|||40701
애니카패밀리센터|1급동호자동차정비|||삼성화재|055-298-8705|경남 창원시 의창구 북면 천주로 929||||||||애니카패밀리센터 1급동호자동차정비||||40701
애니카패밀리센터|1급마스타자동차공업사|||삼성화재|032-573-8300|인천 서구 백범로 954||||||||애니카패밀리센터 1급마스타자동차공업사|(가좌동)|||40701
애니카패밀리센터|1급분당종합정비|||삼성화재|031-711-3334|경기 성남시 분당구 동원북로 18||||||||애니카패밀리센터 1급분당종합정비|(동원동)|||40701
애니카패밀리센터|1급세기자동차정비사업소|||삼성화재|043-836-6533|충북 증평군 증평읍 증안길 20||||||||애니카패밀리센터 1급세기자동차정비사업소||||40701
애니카패밀리센터|1급소룡자동차공업사|||삼성화재|063-465-5003|전북 군산시 풍전4길 13||||||||애니카패밀리센터 1급소룡자동차공업사||||40701
애니카패밀리센터|1급전북자동차정비공업|||삼성화재|063-532-6841|전북 정읍시 서부산업도로 595||||||||애니카패밀리센터 1급전북자동차정비공업|(하북동)|||40701
애니카패밀리센터|1급정비솔로몬|||삼성화재|052-258-7788|울산 남구 화합로 233||||||||애니카패밀리센터 1급정비솔로몬|(삼산동)|||40701
애니카패밀리센터|1급종합미래자동차정비공업사|||삼성화재|033-735-3916|강원 원주시 문막읍 큰애니길 49-14||||||||애니카패밀리센터 1급종합미래자동차정비공업사||||40701
애니카패밀리센터|1급중앙자동차공업사|||삼성화재|061-783-2255|전남 구례군 구례읍 봉동길 35||||||||애니카패밀리센터 1급중앙자동차공업사||||40701
애니카패밀리센터|1급첨단공업사|||삼성화재|062-973-6635|광주 광산구 첨단중앙로124번길 17||||||||애니카패밀리센터 1급첨단공업사|(월계동)|||40701
애니카패밀리센터|1급태영자동차종합정비|||삼성화재|032-555-4972||인천 부평구 청천동 384-2|||||||애니카패밀리센터 1급태영자동차종합정비||||40701
애니카패밀리센터|1급한울자동차공업사|||삼성화재|061-644-6902|전남 여수시 돌산읍 강남4길 52||||||||애니카패밀리센터 1급한울자동차공업사||||40701
애니카패밀리센터|1급함안종합자동차정|||삼성화재|055-584-9800|경남 함안군 가야읍 검암천북길 51||||||||애니카패밀리센터 1급함안종합자동차정||||40701
애니카패밀리센터|1급현대공업사종합정비|||삼성화재|043-233-0033|충북 청주시 흥덕구 강서로 25||||||||애니카패밀리센터 1급현대공업사종합정비|(강서동)|||40701
애니카패밀리센터|21세기자동차|||삼성화재|032-863-2580|인천 남구 석정로333번길 2||||||||애니카패밀리센터 21세기자동차|(도화동)|||40701
애니카패밀리센터|21세기종합정비|||삼성화재|055-322-2221|경남 김해시 분성로569번길 28-23||||||||애니카패밀리센터 21세기종합정비|(어방동)|||40701
애니카패밀리센터|21세기현대기아|||삼성화재|031-903-9955|경기 고양시 일산동구 고양대로 900-28||||||||애니카패밀리센터 21세기현대기아|(풍동)|||40701
애니카패밀리센터|4공단종합정비|||삼성화재|054-476-3800||경북 구미시 산동면 봉산리 381-3|||||||애니카패밀리센터 4공단종합정비||||40701
애니카패밀리센터|BM1급현대공업사|||삼성화재|031-559-8001|경기 남양주시 화도읍 경춘로 1759||||||||애니카패밀리센터 BM1급현대공업사||||40701
애니카패밀리센터|CT자동차|||삼성화재|02-2601-2121|서울 강서구 곰달래로16길 14||||||||애니카패밀리센터 CT자동차|(화곡동)|||40701
애니카패밀리센터|J1모터스|||삼성화재|051-755-3950|부산 수영구 좌수영로210번길 24||||||||애니카패밀리센터 J1모터스|(망미동)|||40701
애니카패밀리센터|JS모터스|||삼성화재|032-762-6622||인천 중구 신흥동1가 11|||||||애니카패밀리센터 JS모터스|(신흥동1가)|||40701
애니카패밀리센터|PGA모터스|||삼성화재|031-945-4972||경기 파주시 월롱면 덕은리 390-1|||||||애니카패밀리센터 PGA모터스||||40701
애니카패밀리센터|RG네바퀴네모터스|||삼성화재|1666--5356|인천 서구 경명대로 457||||||||애니카패밀리센터 RG네바퀴네모터스|(경서동)|||40701
애니카패밀리센터|VIP1급자동차정비마을|||삼성화재|062-362-0600||광주 서구 매월동 산195-5|||||||애니카패밀리센터 VIP1급자동차정비마을||||40701
애니카패밀리센터|가야국일정비|||삼성화재|051-892-5200|부산 부산진구 가야대로 537||||||||애니카패밀리센터 가야국일정비|(가야동)|||40701
애니카패밀리센터|가야모터스|||삼성화재|031-222-8204|경기 화성시 태안로 385-10||||||||애니카패밀리센터 가야모터스||||40701
애니카패밀리센터|가천정비|||삼성화재|052-254-4848|울산 울주군 삼남면 반구대로 322-3||||||||애니카패밀리센터 가천정비||||40701
애니카패밀리센터|감천정비공업사|||삼성화재|051-291-8824|부산 사하구 감천로42번길 17||||||||애니카패밀리센터 감천정비공업사|(감천동)|||40701
애니카패밀리센터|갑오정비|||삼성화재|053-768-0005|대구 달성군 가창면 가창로 970||||||||애니카패밀리센터 갑오정비||||40701
애니카패밀리센터|강구종합정비|||삼성화재|054-733-3364|경북 영덕군 강구면 동해대로 4404-6||||||||애니카패밀리센터 강구종합정비||||40701
애니카패밀리센터|강남외제차안심케어센터|||삼성화재|02-3461-1114||서울 서초구 양재동 84-10|||||||애니카패밀리센터 강남외제차안심케어센터||||40701
애니카패밀리센터|강남하이모터스|||삼성화재|02-579-2900|서울 강남구 논현로10길 7||||||||애니카패밀리센터 강남하이모터스|(개포동)|||40701
애니카패밀리센터|강동정비|||삼성화재|02-482-6200|서울 강동구 천호대로 1189||||||||애니카패밀리센터 강동정비|(길동)|||40701
애니카패밀리센터|강동종합자동차서비스|||삼성화재|054-475-3000|경북 구미시 인동가산로 374||||||||애니카패밀리센터 강동종합자동차서비스|(구평동)|||40701
애니카패밀리센터|강북외제차안심케어센터|||삼성화재|02-3409-4591|서울 성동구 광나루로 286||||||||애니카패밀리센터 강북외제차안심케어센터|1층 (성수동2가,아인빌딩)|||40701
애니카패밀리센터|강서외제차안심케어센터(이동)|||삼성화재|02-2063-3509|서울 강서구 공항대로55길 51||||||||애니카패밀리센터 강서외제차안심케어센터(이동)|(등촌동)|||40701
애니카패밀리센터|강서자동차정비|||삼성화재|051-831-2199|부산 강서구 화전산업대로 163||||||||애니카패밀리센터 강서자동차정비|(화전동)|||40701
애니카패밀리센터|강서종합정비공장|||삼성화재|054-461-5005|경북 구미시 수출대로 9-1||||||||애니카패밀리센터 강서종합정비공장|(광평동)|||40701
애니카패밀리센터|강일현대서비스|||삼성화재|02-6225-3000|서울 강동구 상일로12길 85||||||||애니카패밀리센터 강일현대서비스|(강일동)|||40701
애니카패밀리센터|강화현대공업사|||삼성화재|032-937-8244||인천 강화군 양도면 인산리 1214-1|||||||애니카패밀리센터 강화현대공업사||||40701
애니카패밀리센터|거남자동차공업사|||삼성화재|061-554-4111|전남 완도군 완도읍 청해진로 1566||||||||애니카패밀리센터 거남자동차공업사||||40701
애니카패밀리센터|거성자동차종합정비|||삼성화재|054-726-1141|경북 포항시 북구 흥해읍 삼흥로502번길 16-15||||||||애니카패밀리센터 거성자동차종합정비||||40701
애니카패밀리센터|건우자동차공업사|||삼성화재|031-268-4971|경기 수원시 장안구 경수대로 1188||||||||애니카패밀리센터 건우자동차공업사|(파장동)|||40701
애니카패밀리센터|건태공업사|||삼성화재|043-271-8525|충북 청주시 흥덕구 1순환로 424||||||||애니카패밀리센터 건태공업사|(신봉동)|||40701
애니카패밀리센터|경기자동차|||삼성화재|031-528-0770|경기 남양주시 진접읍 금강로 1943-11||||||||애니카패밀리센터 경기자동차||||40701
애니카패밀리센터|경기자동차|||삼성화재|031-882-5982||경기 여주시 세종로 304|||||||애니카패밀리센터 경기자동차|(교동)|||40701
애니카패밀리센터|경기자동차공업사|||삼성화재|031-847-0005|경기 양주시 부흥로 1801외8필지 (광사동) ||||||||애니카패밀리센터 경기자동차공업사||||40701
애니카패밀리센터|경남모터스|||삼성화재|055-251-5200|경남 창원시 마산회원구 내서읍 중리공단로 143||||||||애니카패밀리센터 경남모터스||||40701
애니카패밀리센터|경남자동차정비|||삼성화재|055-687-7177|경남 거제시 아주1길 1||||||||애니카패밀리센터 경남자동차정비||||40701
애니카패밀리센터|경북종합자동차정비|||삼성화재|054-534-9903|경북 상주시 경상대로 3297||||||||애니카패밀리센터 경북종합자동차정비|(만산동)|||40701
애니카패밀리센터|경산정비|||삼성화재|053-817-7500|경북 경산시 압량면 대학로 357||||||||애니카패밀리센터 경산정비||||40701
애니카패밀리센터|경서모터스|||삼성화재|02-2633-8888|서울 영등포구 양평로23길 4||||||||애니카패밀리센터 경서모터스|(양평동5가)|||40701
애니카패밀리센터|경성|||삼성화재|02-930-0835||서울 노원구 상계동 1252|||||||애니카패밀리센터 경성||||40701
애니카패밀리센터|경오공업사|||삼성화재|02-713-6347|서울 용산구 청파로 253-1||||||||애니카패밀리센터 경오공업사|(청파동3가)|||40701
애니카패밀리센터|경오자동차|||삼성화재|031-372-8557|경기 오산시 오산로 123-23||||||||애니카패밀리센터 경오자동차||||40701
애니카패밀리센터|경일정비공업|||삼성화재|053-352-2444|대구 서구 서대구로 359-12||||||||애니카패밀리센터 경일정비공업|(비산동)|||40701
애니카패밀리센터|경주대양|||삼성화재|054-776-9100|경북 경주시 유림로 113||||||||애니카패밀리센터 경주대양|(용강동)|||40701
애니카패밀리센터|경주현대서비스|||삼성화재|054-776-9100|경북 경주시 공단로 45||||||||애니카패밀리센터 경주현대서비스||||40701
애니카패밀리센터|계룡현대서비스|||삼성화재|042-841-1111|충남 계룡시 두마면 왕대로 99||||||||애니카패밀리센터 계룡현대서비스||||40701
애니카패밀리센터|고객정비|||삼성화재|055-853-8600|경남 사천시 사천읍 사천대로 1982||||||||애니카패밀리센터 고객정비||||40701
애니카패밀리센터|고려1급자동차공업사|||삼성화재|02-2689-6767|서울 구로구 경인로 168-14||||||||애니카패밀리센터 고려1급자동차공업사|(오류동)|||40701
애니카패밀리센터|고려엔지니어링|||삼성화재|033-263-1289|강원 춘천시 퇴계농공로 88||||||||애니카패밀리센터 고려엔지니어링|(퇴계동)|||40701
애니카패밀리센터|고려자동차정비|||삼성화재|031-534-6772|경기 포천시 내촌면 금강로 2008||||||||애니카패밀리센터 고려자동차정비||||40701
애니카패밀리센터|고성정비|||삼성화재|055-673-6855|경남 고성군 회화면 배둔로 9||||||||애니카패밀리센터 고성정비||||40701
애니카패밀리센터|고양현대자동차공업|||삼성화재|031-964-3322|경기 고양시 덕양구 호국로 1721||||||||애니카패밀리센터 고양현대자동차공업|(벽제동)|||40701
애니카패밀리센터|고창자동차공업사|||삼성화재|063-564-2600|전북 고창군 신림면 고인돌대로 2051-7||||||||애니카패밀리센터 고창자동차공업사||||40701
애니카패밀리센터|공단1급자동차|||삼성화재|053-615-7900||대구 달성군 논공읍 북리 476-5|||||||애니카패밀리센터 공단1급자동차||||40701
애니카패밀리센터|공단2급자동차정비|||삼성화재|033-521-6699|강원 동해시 공단1로 7-8||||||||애니카패밀리센터 공단2급자동차정비|(구호동)|||40701
애니카패밀리센터|공단모터스|||삼성화재|031-681-3831|경기 평택시 포승읍 평택항로184번길 12-11||||||||애니카패밀리센터 공단모터스||||40701
애니카패밀리센터|공단서비스센타|||삼성화재|02-864-1311|서울 구로구 구로동로 2||||||||애니카패밀리센터 공단서비스센타|(가리봉동)|||40701
애니카패밀리센터|공주자동차공업|||삼성화재|031-748-8824|경기 광주시 오포읍 신현로 85||||||||애니카패밀리센터 공주자동차공업||||40701
애니카패밀리센터|공주종합모터스|||삼성화재|041-857-3333|충남 공주시 장척로 30||||||||애니카패밀리센터 공주종합모터스|(송선동)|||40701
애니카패밀리센터|공항자동차공업사|||삼성화재|032-747-1471|인천 중구 백운로527번길 51||||||||애니카패밀리센터 공항자동차공업사|(운북동)|||40701
애니카패밀리센터|광교모터스|||삼성화재|031-214-8521|경기 수원시 영통구 월드컵로150번길 42||||||||애니카패밀리센터 광교모터스|(원천동)|||40701
애니카패밀리센터|광교현대정비사업소|||삼성화재|031-262-4488|경기 용인시 기흥구 신수로 304||||||||애니카패밀리센터 광교현대정비사업소|(보정동)|||40701
애니카패밀리센터|광림자동차|||삼성화재|032-582-2141|인천 서구 건지로 129||||||||애니카패밀리센터 광림자동차|(석남동)|||40701
애니카패밀리센터|광명공업사|||삼성화재|061-393-3351|전남 장성군 황룡면 뱃나드리로 121||||||||애니카패밀리센터 광명공업사||||40701
애니카패밀리센터|광산현대서비스|||삼성화재|062-940-9801||광주 광산구 송촌동 66|||||||애니카패밀리센터 광산현대서비스||||40701
애니카패밀리센터|광양자동차공업사|||삼성화재|061-793-5900|전남 광양시 강변로 93||||||||애니카패밀리센터 광양자동차공업사|(광영동)|||40701
애니카패밀리센터|광일자동차서비스|||삼성화재|061-279-0114|전남 목포시 고하대로 863||||||||애니카패밀리센터 광일자동차서비스|(연산동)|||40701
애니카패밀리센터|광일자동차정비공업사|||삼성화재|032-563-2332|인천 서구 원당대로507번길 3||||||||애니카패밀리센터 광일자동차정비공업사|(왕길동)|||40701
애니카패밀리센터|광적공업사|||삼성화재|031-855-3500|경기 양주시 광적면 광적로 314||||||||애니카패밀리센터 광적공업사||||40701
애니카패밀리센터|광주외제차안심케어센터(이동)|||삼성화재|062-655-5114||광주 서구 마륵동 167-78|||||||애니카패밀리센터 광주외제차안심케어센터(이동)|지우빌딩 2층 2호|||40701
애니카패밀리센터|구일종합정비|||삼성화재|053-581-9191|대구 달서구 성서로 302||||||||애니카패밀리센터 구일종합정비|(갈산동)|||40701
애니카패밀리센터|국도자동차공업사|||삼성화재|02-376-7900|서울 마포구 월드컵로 200||||||||애니카패밀리센터 국도자동차공업사|(성산동)|||40701
애니카패밀리센터|국민자동차공업사|||삼성화재|031-988-9371|경기 김포시 월곶면 김포대로 2673||||||||애니카패밀리센터 국민자동차공업사||||40701
애니카패밀리센터|국제자동차공업사|||삼성화재|041-953-1434|충남 서천군 서천읍 서문로 89||||||||애니카패밀리센터 국제자동차공업사||||40701
애니카패밀리센터|국제카독크|||삼성화재|031-498-6464||경기 시흥시 정왕동 1367-4|||||||애니카패밀리센터 국제카독크||||40701
애니카패밀리센터|군포자동차정비|||삼성화재|031-459-1230|경기 안양시 동안구 엘에스로 95||||||||애니카패밀리센터 군포자동차정비|(호계동)|||40701
애니카패밀리센터|굿모닝자동차서비스|||삼성화재|031-901-0999|경기 고양시 일산동구 고봉로 466||||||||애니카패밀리센터 굿모닝자동차서비스|(성석동)|||40701
애니카패밀리센터|규석카독크|||삼성화재|02-2299-2020|서울 성동구 마조로18길 2||||||||애니카패밀리센터 규석카독크|(마장동)|||40701
애니카패밀리센터|그린모터서비스|||삼성화재|054-456-8833|경북 구미시 선산대로 97||||||||애니카패밀리센터 그린모터서비스|(지산동)|||40701
애니카패밀리센터|그린모터스|||삼성화재|032-665-8020|경기 부천시 삼작로 136||||||||애니카패밀리센터 그린모터스||||40701
애니카패밀리센터|그린웨이공업사|||삼성화재|061-682-8113|전남 여수시 봉계4길 17||||||||애니카패밀리센터 그린웨이공업사|(봉계동)|||40701
애니카패밀리센터|그린자동차공업사|||삼성화재|031-535-7337||경기 포천시 자작동 1106|||||||애니카패밀리센터 그린자동차공업사|(자작동)|||40701
애니카패밀리센터|그린정비|||삼성화재|054-431-7200|경북 김천시 영남대로 2078||||||||애니카패밀리센터 그린정비|(덕곡동)|||40701
애니카패밀리센터|극동공업사|||삼성화재|033-373-9220|강원 영월군 영월읍 덕포우회길 54||||||||애니카패밀리센터 극동공업사||||40701
애니카패밀리센터|글로벌모터스|||삼성화재|041-667-3311|충남 서산시 남부순환로 907글로벌모터스 ||||||||애니카패밀리센터 글로벌모터스||||40701
애니카패밀리센터|금강모터스|||삼성화재|031-456-8737|경기 군포시 엘에스로182번길 35||||||||애니카패밀리센터 금강모터스|(산본동)|||40701
애니카패밀리센터|금강자동차서비스|||삼성화재|032-575-5454|인천 남동구 방축로 394||||||||애니카패밀리센터 금강자동차서비스|(간석동)|||40701
애니카패밀리센터|금강자동차정비공업사|||삼성화재|031-655-9535|경기 안성시 공도읍 서동대로 4344||||||||애니카패밀리센터 금강자동차정비공업사||||40701
애니카패밀리센터|금남자동차공업|||삼성화재|02-564-2500|서울 강남구 테헤란로14길 17||||||||애니카패밀리센터 금남자동차공업|(역삼동)|||40701
애니카패밀리센터|금당자동차공업사|||삼성화재|061-724-0011|전남 순천시 비례골길 80||||||||애니카패밀리센터 금당자동차공업사||||40701
애니카패밀리센터|금옥자동차공업사|||삼성화재|02-897-4100|경기 광명시 구름산로 11||||||||애니카패밀리센터 금옥자동차공업사|(하안동)|||40701
애니카패밀리센터|금정모터스|||삼성화재|051-518-2525||부산 금정구 부곡동 225-28|||||||애니카패밀리센터 금정모터스||||40701
애니카패밀리센터|금정자동차서비스|||삼성화재|031-429-5511||경기 군포시 금정동 214-2|||||||애니카패밀리센터 금정자동차서비스||||40701
애니카패밀리센터|기아동탄서비스|||삼성화재|031-238-8585|경기 화성시 효행로 1205-9||||||||애니카패밀리센터 기아동탄서비스|(기산동)|||40701
애니카패밀리센터|기아시화서비스|||삼성화재|031-434-8585|경기 시흥시 마유로238번길 14||||||||애니카패밀리센터 기아시화서비스|(정왕동)|||40701
애니카패밀리센터|김포카독크|||삼성화재|031-983-4891|경기 김포시 조리미로 17||||||||애니카패밀리센터 김포카독크|(사우동)|||40701
애니카패밀리센터|나주청동자동차공업사|||삼성화재|061-334-1888|전남 나주시 청동길 151||||||||애니카패밀리센터 나주청동자동차공업사|(청동)|||40701
애니카패밀리센터|남경공업사|||삼성화재|033-652-0005|강원 강릉시 강변로 682||||||||애니카패밀리센터 남경공업사|(두산동)|||40701
애니카패밀리센터|남경자동차정비|||삼성화재|031-948-8230|경기 파주시 조리읍 등원로 261||||||||애니카패밀리센터 남경자동차정비||||40701
애니카패밀리센터|남도자동차공업사|||삼성화재|032-933-9338|인천 강화군 선원면 중앙로 222||||||||애니카패밀리센터 남도자동차공업사||||40701
애니카패밀리센터|남부자동차서비스|||삼성화재|031-205-5005|경기 수원시 영통구 영통로 173||||||||애니카패밀리센터 남부자동차서비스|(망포동)|||40701
애니카패밀리센터|남부자동차종합공장|||삼성화재|053-795-1000|대구 수성구 욱수천로 90-17||||||||애니카패밀리센터 남부자동차종합공장|(신매동)|||40701
애니카패밀리센터|남부현대서비스|||삼성화재|031-373-8572|경기 오산시 가장로534번길 17||||||||애니카패밀리센터 남부현대서비스||||40701
애니카패밀리센터|남성공업사|||삼성화재|02-967-1235|서울 동대문구 왕산로 146||||||||애니카패밀리센터 남성공업사|(용두동)|||40701
애니카패밀리센터|남신공업사|||삼성화재|063-625-9901|전북 남원시 남문로 482||||||||애니카패밀리센터 남신공업사|(쌍교동)|||40701
애니카패밀리센터|남양자동차공업사|||삼성화재|032-575-2292|인천 서구 가좌로 41||||||||애니카패밀리센터 남양자동차공업사|(가좌동)|||40701
애니카패밀리센터|남양주자동차|||삼성화재|031-559-8600|경기 남양주시 금곡로 9||||||||애니카패밀리센터 남양주자동차|(금곡동)|||40701
애니카패밀리센터|남양현대1급정비|||삼성화재|031-356-2131|경기 화성시 남양읍 화성로 1255||||||||애니카패밀리센터 남양현대1급정비|(남양리)|||40701
애니카패밀리센터|남천안현대서비스|||삼성화재|041-558-8204|충남 천안시 동남구 남부대로 88||||||||애니카패밀리센터 남천안현대서비스|(신방동)|||40701
애니카패밀리센터|내포현대서비스|||삼성화재|041-630-6800|충남 홍성군 홍북읍 홍북로453번길 50||||||||애니카패밀리센터 내포현대서비스||||40701
애니카패밀리센터|논산전문정비(N-ART)|||삼성화재|041-733-8300|충남 논산시 계백로 786||||||||애니카패밀리센터 논산전문정비(N-ART)|(등화동)|||40701
애니카패밀리센터|논산현대서비스|||삼성화재|041-734-0797|충남 논산시 채운면 계백로 608||||||||애니카패밀리센터 논산현대서비스||||40701
애니카패밀리센터|뉴그린자동차서비스|||삼성화재|032-682-8554|경기 부천시 원미구 도약로 256||||||||애니카패밀리센터 뉴그린자동차서비스|(도당동)|||40701
애니카패밀리센터|뉴그린자동차정비공장|||삼성화재|054-858-7777|경북 안동시 강남로 76||||||||애니카패밀리센터 뉴그린자동차정비공장|(수상동)|||40701
애니카패밀리센터|뉴신한자동차정비검사장|||삼성화재|062-376-2104|광주 서구 무진대로772번길 6||||||||애니카패밀리센터 뉴신한자동차정비검사장||||40701
애니카패밀리센터|뉴오토팰리스|||삼성화재|031-497-8800|경기 안산시 단원구 번영1로 7||||||||애니카패밀리센터 뉴오토팰리스|(성곡동)|||40701
애니카패밀리센터|뉴카닥터정비공업사|||삼성화재|054-383-8338|경북 군위군 군위읍 경북대로 3140||||||||애니카패밀리센터 뉴카닥터정비공업사||||40701
애니카패밀리센터|늘푸른자동차공업사|||삼성화재|043-277-4119|충북 청주시 서원구 남이면 부용외천1길 8||||||||애니카패밀리센터 늘푸른자동차공업사||||40701
애니카패밀리센터|다해자동차공업사|||삼성화재|042-522-2285|대전 서구 계룡로232번길 157||||||||애니카패밀리센터 다해자동차공업사||||40701
애니카패밀리센터|달구벌정비|||삼성화재|053-562-2662|대구 서구 와룡로 319||||||||애니카패밀리센터 달구벌정비|(중리동)|||40701
애니카패밀리센터|당진모터스자동차공업|||삼성화재|041-357-2121|충남 당진시 천변2길 189||||||||애니카패밀리센터 당진모터스자동차공업|(수청동)|||40701
애니카패밀리센터|대광공업사|||삼성화재|043-853-0011|충북 충주시 목행산단6로 15-10||||||||애니카패밀리센터 대광공업사|(금릉동)|||40701
애니카패밀리센터|대광자동차공업|||삼성화재|02-2616-1473|서울 구로구 중앙로 69||||||||애니카패밀리센터 대광자동차공업|(고척동)|||40701
애니카패밀리센터|대교공업사|||삼성화재|043-853-3091|충북 충주시 충원대로 1038||||||||애니카패밀리센터 대교공업사|(목행동)|||40701
애니카패밀리센터|대구외제차안심케어센터|||삼성화재|053-572-5114||대구 수성구 상동 413-9|||||||애니카패밀리센터 대구외제차안심케어센터||||40701
애니카패밀리센터|대륙자동차정비공업사|||삼성화재|053-252-6090|대구 중구 달성로26길 70||||||||애니카패밀리센터 대륙자동차정비공업사|(수창동)|||40701
애니카패밀리센터|대륭자동차정비|||삼성화재|02-463-0213|서울 성동구 성수이로22길 40||||||||애니카패밀리센터 대륭자동차정비|(성수동2가)|||40701
애니카패밀리센터|대림씨에스|||삼성화재|02-906-1500||서울 도봉구 창동 224-14|||||||애니카패밀리센터 대림씨에스||||40701
애니카패밀리센터|대림자동차공업사|||삼성화재|02-430-9874||서울 송파구 가락동 156-5|||||||애니카패밀리센터 대림자동차공업사||||40701
