##NAME|SUBNAME|X|Y|MAPPERS_TYPE|TELNUM|NEWADDR|ADDR|FEAT1|FEAT2|AREA|DATE|ALTNAME|ETCNAME|ORGNAME|ETCADDR|PNUCODE|RD_JIBUN|MAPPERS_CD@@일반장례식장
배방장례식장||127.0641827|36.7805432|일반장례식장|041-544-1500|충청남도 아산시 배방읍 갈산교로 38||직영||||||배방장례식장|(구령리)|||91904
서산장례식장||126.485537|36.7884803|일반장례식장|041-664-4500|충청남도 서산시 잠홍2길 21||직영||||||서산장례식장|(잠홍동)|||91904
우리요양병원장례식장||126.4531338|36.7711284|일반장례식장|041-664-4449|충청남도 서산시 동헌로 15||임대||||||우리요양병원장례식장|지하2층 (석남동)|||91904
공주장례식장||127.127068|36.4754921|일반장례식장|041-854-1122|충청남도 공주시 치미마을길 4||임대||||||공주장례식장|(신관동)|||91904
청양농협/장례식장||126.7981087|36.4675452|일반장례식장|041-942-4600|충청남도 청양군 청양읍 충절로 1379||직영||||||청양농협 장례식장|(학당리,청양장례식장)|||91904
이인농협장례식장||127.0513523|36.3466166|일반장례식장|041-853-4400|충청남도 공주시 이인면 검바위로 9||직영||||||이인농협장례식장|(달산리)|||91904
성심장례식장||127.3516443|36.350495|일반장례식장|042-522-4494|대전광역시 서구 갑천도시고속도로 1893||직영||||||성심장례식장|(월평동)|||91904
금강장례식장||126.9509097|36.3119823|일반장례식장|041-834-0100|충청남도 부여군 부여읍 백제문화로429번길 9||직영||||||금강장례식장|(자왕리)|||91904
보령수협장례식장||126.5731076|36.3381925|일반장례식장|041-932-4004|충청남도 보령시 대해로 258-9||직영||||||보령수협장례식장|(남곡동)|||91904
규암농협장례식장||126.8693212|36.2754143|일반장례식장|041-837-0180|충청남도 부여군 규암면 반산로 30||직영||||||규암농협장례식장|(반산리,부여장례식장)|||91904
국화원문경장례식장||128.18079|36.6111265|일반장례식장|054-555-6444|경상북도 문경시 공평로 134||직영||||||국화원문경장례식장|(공평동)|||91904
서논산장례식장||127.0413488|36.2327249|일반장례식장|041-733-4040|충청남도 논산시 성동면 논산평야로 92||직영||||||서논산장례식장|(원북리)|||91904
구룡장례식장||126.8055262|36.2395143|일반장례식장|041-833-4444|충청남도 부여군 구룡면 흥수로 32||직영||||||구룡장례식장|(동방리)|||91904
문경장례식장||128.2242139|36.6119071|일반장례식장|054-555-7000|경상북도 문경시 산양면 서당마길 7-5||직영||||||문경장례식장|(반곡리)|||91904
논산장례식장||127.1459194|36.2131435|일반장례식장|041-733-4444|충청남도 논산시 부적면 계백로 1543-5||임대||||||논산장례식장|(부황리)|||91904
황산장례문화원||127.1031125|36.2102455|일반장례식장|041-733-4447|충청남도 논산시 계백로 1161||임대||||||황산장례문화원|(덕지동)|||91904
웅천장례식장||126.5872732|36.2478367|일반장례식장|041-931-3444|충청남도 보령시 웅천읍 충서로 1141||직영||||||웅천장례식장|(두룡리)|||91904
효신전문장례식장||128.192456|36.5651649|일반장례식장|054-541-8007|경상북도 상주시 함창읍 경상대로 4946-43||직영||||||효신전문장례식장|(오동리)|||91904
놀뫼장례식장||127.0964472|36.178923|일반장례식장|041-733-0404|충청남도 논산시 원댕이길 12||직영||||||놀뫼장례식장|(내동)|||91904
풍기전문장례식장||128.5482146|36.8659798|일반장례식장|054-637-4442|경상북도 영주시 풍기읍 안풍로 231||임대||||||풍기전문장례식장|(산법리)|||91904
강경장례식장||127.0119484|36.1500843|일반장례식장|041-745-4401|충청남도 논산시 강경읍 여강로 1293||직영||||||강경장례식장|(채산리)|||91904
우리하늘장례원||127.103446|36.144974|일반장례식장|041-741-4404|충청남도 논산시 연무읍 안심로 280||직영||||||우리하늘장례원|(안심리)|||91904
현대장례식장||128.5921098|36.8274192|일반장례식장|054-634-4400|경상북도 영주시 가흥공단로 11||임대||||||현대장례식장|(상줄동,소망장례식장)|||91904
영주장례식장||128.595944|36.8314633|일반장례식장|054-638-1444|경상북도 영주시 신재로 153||임대||||||영주장례식장|(상줄동)|||91904
상주장례식장||128.1330568|36.4142446|일반장례식장|054-531-4444|경상북도 상주시 영남제일로 1953||직영||||||상주장례식장|(낙양동)|||91904
하늘원장례식장||128.4638031|36.6669398|일반장례식장|054-654-9444|경상북도 예천군 예천읍 충효로 512-10||직영||||||하늘원장례식장|(우계리)|||91904
기독장례식장||128.6211432|36.8252253|일반장례식장|054-631-4444|경상북도 영주시 구성로 380||직영||||||기독장례식장|(영주동)|||91904
제일장례식장||128.1876676|36.4212613|일반장례식장|054-531-4411|경상북도 상주시 영남제일로 1408-15||직영||||||제일장례식장|(복룡동)|||91904
하늘전문장례식장||128.6245707|36.8210412|일반장례식장|054-633-4444|경상북도 영주시 구성로 321-16||직영||||||하늘전문장례식장|(영주동)|||91904
대영장례식장||128.6620288|36.8411789|일반장례식장|054-634-4441|경상북도 영주시 봉화로 89||직영||||||대영장례식장|(상망동)|||91904
서천장례식장||126.664724|36.0956241|일반장례식장|041-952-4402|충청남도 서천군 종천면 충서로 179||직영||||||서천장례식장|(화산리)|||91904
한산장례식장||126.7944864|36.0786931|일반장례식장|041-951-8003|충청남도 서천군 기산면 충절로 1035-4||직영||||||한산장례식장|(광암리)|||91904
신협서해병원장례식장||126.6876312|36.0844803|일반장례식장|041-953-4440|충청남도 서천군 서천읍 서천로 184||직영||||||신협서해병원장례식장|(사곡리)|||91904
동백장례식장||127.4995426|36.1114086|일반장례식장|041-751-4444|충청남도 금산군 군북면 은골길 20||직영||||||동백장례식장|(호티리)|||91904
봉화장례식장||128.7510917|36.9029115|일반장례식장|054-673-0061|경상북도 봉화군 봉화읍 다덕로 152-1||직영||||||봉화장례식장|(유곡리)|||91904
금강장례식장||126.7442519|35.9832497|일반장례식장|063-445-4188|전라북도 군산시 구암3.1로 224||직영||||||금강장례식장|(조촌동)|||91904
중앙장례식장||126.7253572|35.9589402|일반장례식장|063-442-4444|전라북도 군산시 공단대로 153||직영||||||중앙장례식장|(미장동)|||91904
안계농협장례식장||128.4344477|36.3925115|일반장례식장|054-862-1910|경상북도 의성군 안계면 서부로 1776-62||직영||||||안계농협장례식장|(용기리)|||91904
선산전문장례식장||128.3177135|36.2667515|일반장례식장|054-482-1414|경상북도 구미시 선산읍 선상동로 58||직영||||||선산전문장례식장|(생곡리)|||91904
태찬장례예식장||128.1359536|36.1323655|일반장례식장|054-435-6119|경상북도 김천시 농공단지길 20-22||직영||||||태찬장례예식장|(신음동)|||91904
김천전문장례식장||128.1817453|36.1346842|일반장례식장|054-435-4321|경상북도 김천시 남면 초곡길 167||직영||||||김천전문장례식장|(초곡리)|||91904
온고을장례식장||127.0814939|35.8515756|일반장례식장|063-211-5000|전라북도 전주시 덕진구 온고을로 438-2||직영||||||온고을장례식장|(만성동)|||91904
구미장례식장해원||128.2975299|36.1458854|일반장례식장|054-443-5445|경상북도 구미시 야은로 119||직영||||||구미장례식장해원|(부곡동)|||91904
새만금장례식장||126.8924585|35.8159485|일반장례식장|063-545-0033|전라북도 김제시 하동1길 33||직영||||||새만금장례식장|(하동)|||91904
김제장례식장||126.8991636|35.8081446|일반장례식장|063-548-4700|전라북도 김제시 벽성로 614||직영||||||김제장례식장|(검산동)|||91904
의성전문장례식장||128.6860639|36.3565517|일반장례식장|054-832-4004|경상북도 의성군 의성읍 홍술로 89-49||직영||||||의성전문장례식장|(철파리)|||91904
군위농협장례식장||128.5671438|36.242936|일반장례식장|054-383-2990|경상북도 군위군 군위읍 중앙길 165-6||직영||||||군위농협장례식장|(정리)|||91904
혜성병원장례식장||126.7460738|35.7327818|일반장례식장|063-584-4300|전라북도 부안군 부안읍 부령로 33||직영||||||혜성병원장례식장|(선은리,혜성병원)|||91904
영양전문장례식장||129.1186846|36.6766806|일반장례식장|054-682-4700|경상북도 영양군 영양읍 중앙로 281||임대||||||영양전문장례식장|(동부리)|||91904
가야장례식장||128.3047039|35.9335314|일반장례식장|054-933-4114|경상북도 성주군 성주읍 주산로 189||직영||||||가야장례식장|(삼산리)|||91904
성주장례식장||128.2884536|35.9240977|일반장례식장|054-931-4444|경상북도 성주군 성주읍 성주순환로 203-9||직영||||||성주장례식장|(예산리)|||91904
안덕장례식장||128.9529456|36.2844834|일반장례식장|054-872-0850|경상북도 청송군 안덕면 청송로 1914||임대||||||안덕장례식장|(복리)|||91904
고령대가야장례식장||128.262953|35.7261415|일반장례식장|054-955-1667|경상북도 고령군 대가야읍 일량로 83||직영||||||고령대가야장례식장|(고아리)|||91904
고령전문장례식장||128.2514996|35.7075066|일반장례식장|054-956-4444|경상북도 고령군 쌍림면 대가야로 947||직영||||||고령전문장례식장|(고곡리)|||91904
함양장례식장||127.7514811|35.5233498|일반장례식장|055-964-2000|경상남도 함양군 함양읍 고운로 284||직영||||||함양장례식장|(백천리)|||91904
함양제일장례식장||127.7714411|35.5257613|일반장례식장|055-962-4002|경상남도 함양군 함양읍 고운로 476-19||직영||||||함양제일장례식장|(백천리)|||91904
고창우리장례식장||126.6900209|35.4342496|일반장례식장|063-564-3322|전라북도 고창군 고창읍 녹두로 1313-6||직영||||||고창우리장례식장|(읍내리)|||91904
인월장례식장||127.5945937|35.4621372|일반장례식장|063-632-9400|전라북도 남원시 인월면 황산로 1735||직영||||||인월장례식장|(서무리)|||91904
남원장례식장||127.3971776|35.4258111|일반장례식장|063-635-4444|전라북도 남원시 충정로 265-7||직영||||||남원장례식장|(월락동)|||91904
합천추모공원장례식장||128.1450685|35.565687|일반장례식장|055-934-4444|경상남도 합천군 합천읍 합천호수로 1613||직영||||||합천추모공원장례식장|(합천리)|||91904
순창현대장례식장||127.1445386|35.3668676|일반장례식장|063-653-4444|전라북도 순창군 순창읍 교성로 141-21||직영||||||순창현대장례식장|(가남리)|||91904
순창장례식장||127.1423791|35.3641058|일반장례식장|063-653-6644|전라북도 순창군 순창읍 순창로 89||직영||||||순창장례식장|(가남리)|||91904
합천장례식장||128.168817|35.5554344|일반장례식장|055-932-7000|경상남도 합천군 대양면 동부로 64-2||직영||||||합천장례식장|(정양리)|||91904
합천장례식장/고려지점||128.1616377|35.5517333|일반장례식장|055-931-4464|경상남도 합천군 대양면 대야로 737-20||임대||||||합천장례식장 고려지점|(정양리)|||91904
법성장례식장||126.4426797|35.3684051|일반장례식장|061-356-4444|전라남도 영광군 법성면 연우로 72||직영||||||법성장례식장|(법성리)|||91904
담양제일장례식장||126.970019|35.318664|일반장례식장|061-382-1111|전라남도 담양군 담양읍 추성로 1198||직영||||||담양제일장례식장|(양각리)|||91904
산림조합/장성장례식장||126.7815622|35.3059813|일반장례식장|061-394-0444|전라남도 장성군 장성읍 역전로 155||임대||||||산림조합 장성장례식장|(기산리)|||91904
곡성섬진장례식장||127.3017857|35.2839444|일반장례식장|061-362-9200|전라남도 곡성군 곡성읍 곡성로 935||직영||||||곡성섬진장례식장|(읍내리)|||91904
우리장례식장||127.1325618|35.2697441|일반장례식장|061-362-6666|전라남도 곡성군 옥과면 천변로 83||직영||||||우리장례식장|(율사리)|||91904
금송장례식장||127.2892742|35.2766775|일반장례식장|061-363-0444|전라남도 곡성군 곡성읍 곡성로 775||직영||||||금송장례식장|(읍내리)|||91904
곡성장례식장||127.2874363|35.2761727|일반장례식장|061-362-7575|전라남도 곡성군 곡성읍 중앙로 26-8||직영||||||곡성장례식장|(죽동리)|||91904
영광장례식장||126.5115047|35.2860391|일반장례식장|061-350-6000|전라남도 영광군 영광읍 영대로 238||직영||||||영광장례식장|(무령리)|||91904
제일장례식장||126.5062531|35.285649|일반장례식장|061-351-3131|전라남도 영광군 영광읍 옥당로 308-3||직영||||||제일장례식장|(월평리)|||91904
옥당장례식장||126.4943414|35.2691001|일반장례식장|061-352-4401|전라남도 영광군 영광읍 천년로 1371-20||직영||||||옥당장례식장|(신하리)|||91904
대원장례식장||126.8478271|35.2347274|일반장례식장|062-364-4444|광주광역시 북구 삼소로 133-22||직영||||||대원장례식장|(대촌동)|||91904
구례장례식장||127.4614889|35.2181717|일반장례식장|061-782-0444|전라남도 구례군 구례읍 용방로 15||직영||||||구례장례식장|(백련리)|||91904
광주역장례식장||126.9049839|35.1650363|일반장례식장|062-264-4444|광주광역시 북구 무등로 198||직영||||||광주역장례식장|(신안동)|||91904
만평장례식장||126.8194148|35.1633393|일반장례식장|062-611-0000|광주광역시 광산구 임방울대로 24||직영||||||만평장례식장|(우산동)|||91904
광주서구장례식장||126.8678909|35.1511394|일반장례식장|062-366-4444|광주광역시 서구 상무대로 964||임대||||||광주서구장례식장|(쌍촌동)|||91904
금호장례식장||126.9279774|35.1327731|일반장례식장|062-227-4000|광주광역시 동구 남문로 697||직영||||||금호장례식장|(학동)|||91904
석곡농협장례식장||127.2511776|35.1296537|일반장례식장|061-362-0088|전라남도 곡성군 석곡면 주석로 657-5||직영||||||석곡농협장례식장|(석곡리)|||91904
자굴산장례식장||128.234651|35.3271445|일반장례식장|055-573-2233|경상남도 의령군 가례면 홍의로 312||직영||||||자굴산장례식장|(가례리)|||91904
경주전문장례식장||129.2224867|35.8721264|일반장례식장|054-744-4000|경상북도 경주시 유림로97번길 45||직영||||||경주전문장례식장|(황성동)|||91904
경주장례식장||129.191156|35.8385272|일반장례식장|054-744-0444|경상북도 경주시 태종로 572||직영||||||경주장례식장|(충효동)|||91904
시민장례식장||129.2051753|35.8443683|일반장례식장|054-775-4443|경상북도 경주시 화랑로 40||임대||||||시민장례식장|(성건동)|||91904
화순장례식장||126.995378|35.0534395|일반장례식장|061-373-4444|전라남도 화순군 화순읍 충의로 167||직영||||||화순장례식장|(일심리)|||91904
진주장례식장||128.123299|35.2145109|일반장례식장|055-759-4141|경상남도 진주시 남강로 1721||직영||||||진주장례식장|(초전동)|||91904
함평농협장례식장||126.5135213|35.0758353|일반장례식장|02-323-4444|전라남도 함평군 함평읍 남일길 238-71||직영||||||함평농협장례식장|(대덕리)|||91904
함안장례식장||128.382948|35.291307|일반장례식장|055-584-5515|경상남도 함안군 가야읍 삼봉로 425||직영||||||함안장례식장|(묘사리)|||91904
나주애향장례식장||126.7324856|35.0456116|일반장례식장|061-334-9000|전라남도 나주시 청동길 147||직영||||||나주애향장례식장|(청동)|||91904
함평장례식장||126.5210226|35.0652244|일반장례식장|061-324-4440|전라남도 함평군 함평읍 중앙길 124||직영||||||함평장례식장|(기각리)|||91904
나주장례식장||126.7149269|35.0426786|일반장례식장|061-332-8114|전라남도 나주시 건재로 85||직영||||||나주장례식장|(대호동)|||91904
하동장례식장||127.7707685|35.06756|일반장례식장|055-883-4484|경상남도 하동군 적량면 공설운동장로 95-7||직영||||||하동장례식장|(동산리)|||91904
나주예림장례식장||126.7120065|34.994229|일반장례식장|061-335-4406|전라남도 나주시 예향로 3795||직영||||||나주예림장례식장|(이창동)|||91904
북신안농협장례식장||126.2326375|35.0593043|일반장례식장|061-275-4440|전라남도 신안군 지도읍 해제지도로 979-47||직영||||||북신안농협장례식장|(광정리)|||91904
영산포농협장례식장||126.7071901|34.9818963|일반장례식장|061-334-4440|전라남도 나주시 영산포로 30-50||직영||||||영산포농협장례식장|(이창동)|||91904
정원장례식장||127.5057122|34.9877198|일반장례식장|061-754-4444|전라남도 순천시 서면 삼산로 290||직영||||||정원장례식장|(선평리)|||91904
가야장례식장||127.5794011|34.9876765|일반장례식장|061-763-4444|전라남도 광양시 광양읍 인덕로 1183||임대||||||가야장례식장|(구산리)|||91904
새진교장례식장||127.9040938|35.0369567|일반장례식장|055-884-8224|경상남도 하동군 진교면 경충로 1155||직영||||||새진교장례식장|(진교리)|||91904
추모원장례식장||127.9648301|35.0490321|일반장례식장|055-855-4433|경상남도 사천시 서포면 서포로 786||직영||||||추모원장례식장|(외구리)|||91904
옥곡장례식장||127.713783|34.9810128|일반장례식장|061-793-4444|전라남도 광양시 옥곡면 강변로 448||임대||||||옥곡장례식장|(신금리)|||91904
하동전문장례식장||127.810399|34.9962953|일반장례식장|055-884-1024|경상남도 하동군 금남면 섬진강대로 957||직영||||||하동전문장례식장|(계천리,하동우리들병원)|||91904
동광양장례식장||127.6828233|34.9434368|일반장례식장|061-795-7700|전라남도 광양시 불로로 30-1||직영||||||동광양장례식장|(성황동)|||91904
삼천포장례식장||128.0602862|34.9765375|일반장례식장|055-835-2244|경상남도 사천시 진삼로 217-13||직영||||||삼천포장례식장|(송포동)|||91904
우리장례식장||128.0541128|34.9736125|일반장례식장|055-834-1024|경상남도 사천시 송포공단길 53||직영||||||우리장례식장|(송포동,우리장례식장)|||91904
벌교중앙장례식장||127.3322952|34.8381942|일반장례식장|061-857-3000|전라남도 보성군 벌교읍 원동길 89||직영||||||벌교중앙장례식장|(척령리)|||91904
벌교장례식장||127.3464048|34.8337815|일반장례식장|061-858-4000|전라남도 보성군 벌교읍 남하로 26||직영||||||벌교장례식장|(장좌리)|||91904
대성장례식장||126.4777006|34.8476961|일반장례식장|061-247-4444|전라남도 무안군 삼향읍 국사로 5-9||임대||||||대성장례식장|(맥포리)|||91904
영암군산림조합추모관||126.6980519|34.8114834|일반장례식장|061-472-6600|전라남도 영암군 영암읍 낭주로 267||직영||||||영암군산림조합추모관|(역리)|||91904
목포장례식장||126.4056838|34.8401654|일반장례식장|061-242-4400|전라남도 목포시 고하대로 1140-41||직영||||||목포장례식장|(대양동)|||91904
김해시민장례식장||128.8450712|35.2087049|일반장례식장|055-900-4000|경상남도 김해시 금관대로910번길 4||직영||||||김해시민장례식장|(풍유동)|||91904
영암장례식장||126.7090072|34.7952072|일반장례식장|061-471-4884|전라남도 영암군 영암읍 낭주로 49-1||직영||||||영암장례식장|(춘양리,영암장례식장)|||91904
금호장례식장||126.4016123|34.8216817|일반장례식장|061-272-0400|전라남도 목포시 용당로384번길 32||직영||||||금호장례식장|(용해동)|||91904
서해안장례식장||126.3815126|34.8162782|일반장례식장|061-246-4444|전라남도 목포시 고하대로 797||임대||||||서해안장례식장|(연산동)|||91904
효사랑장례식장||126.4133406|34.802116|일반장례식장|061-242-7000|전라남도 목포시 백년대로231번길 13||직영||||||효사랑장례식장|(상동)|||91904
고성영락원장례식장||128.3392915|34.9662936|일반장례식장|055-672-4444|경상남도 고성군 고성읍 남해안대로 2607-1||직영||||||고성영락원장례식장|(동외리,고성영락원장례식장)|||91904
여천장례식장||127.6875685|34.7801688|일반장례식장|061-685-4444|전라남도 여수시 좌수영로 749||직영||||||여천장례식장|(봉계동)|||91904
한중프라임장례식장||128.9904997|35.1986789|일반장례식장|051-305-4000|부산광역시 북구 낙동대로 1596||직영||||||한중프라임장례식장|(구포동)|||91904
부산전문장례식장||128.9737538|35.1544536|일반장례식장|051-312-4444|부산광역시 사상구 낙동대로 1056||직영||||||부산전문장례식장|(감전동)|||91904
호남장례식장||127.6970144|34.7262454|일반장례식장|061-641-0404|전라남도 여수시 신월로 438||직영||||||호남장례식장|(신월동)|||91904
강진군산림조합추모관장례식장||126.7594382|34.6322364|일반장례식장|061-430-5444|전라남도 강진군 강진읍 해강로 1437||직영||||||강진군산림조합추모관장례식장|(서성리)|||91904
거제백병원농협장례식장||128.6268045|34.8726323|일반장례식장|055-636-3112|경상남도 거제시 계룡로5길 14||임대||||||거제백병원농협장례식장|(상동동)|||91904
관산장례식장||126.938765|34.5661067|일반장례식장|061-867-8444|전라남도 장흥군 관산읍 죽교상하발로 13||직영||||||관산장례식장|(죽교리)|||91904
우수영장례식장||126.31451|34.61833|일반장례식장|061-533-4440|전라남도 해남군 문내면 관광레저로 534-5||None||||||우수영장례식장|(난대리)|||91904
해남현대장례식장||126.581697|34.5785519|일반장례식장|061-537-2222|전라남도 해남군 해남읍 남부순환로 345||직영||||||해남현대장례식장|(용정리)|||91904
해남국제장례식장||126.581271|34.5743066|일반장례식장|061-536-4494|전라남도 해남군 해남읍 남부순환로 321-37||직영||||||해남국제장례식장|(용정리)|||91904
거금장례식장||127.154246|34.4756098|일반장례식장|061-844-4444|전라남도 고흥군 금산면 거금일주로 2901||직영||||||거금장례식장|(석정리)|||91904
고금번영회장례식장||126.8110183|34.3993609|일반장례식장|061-555-4400|전라남도 완도군 고금면 고금동로 117||직영||||||고금번영회장례식장|(덕암리)|||91904
삼성장례식장||126.7314181|34.3343934|일반장례식장|061-555-4455|전라남도 완도군 완도읍 농공단지1길 24||임대||||||삼성장례식장|(가용리)|||91904
완도장례식장||126.7348978|34.3301167|일반장례식장|061-552-4444|전라남도 완도군 완도읍 장보고대로 15||직영||||||완도장례식장|(가용리)|||91904
제주그린장례식장||126.6628418|33.5361516|일반장례식장|064-784-4114|제주특별자치도 제주시 조천읍 함덕남2길 19-10||직영||||||제주그린장례식장|(함덕리)|||91904
우선종합장례식장||126.6614345|33.5354648|일반장례식장|064-727-4444|제주특별자치도 제주시 조천읍 함덕남2길 14||직영||||||우선종합장례식장|(함덕리)|||91904
하귀농협장례식장||126.4265546|33.4730618|일반장례식장|064-798-8800|제주특별자치도 제주시 애월읍 애조로 405||직영||||||하귀농협장례식장|(광령리)|||91904
한림정낭장례예식장||126.272198|33.4127644|일반장례식장|064-796-9644|제주특별자치도 제주시 한림읍 명랑로 76||직영||||||한림정낭장례예식장|(한림리)|||91904
하늘공원장례식장||None|None|일반장례식장|031-636-3900|경기도 이천시 대월면 경충대로 1557||직영||||||하늘공원장례식장|(장평리,하늘공원장례식장)|||91904
화성장례식장||None|None|일반장례식장|031-355-8000|경기도 화성시 마도면 쌍송북로 111||직영||||||화성장례식장|(두곡리)|||91904
고아농협/장례문화원||None|None|일반장례식장|054-482-7411|경상북도 구미시 고아읍 오로4길 112||직영||||||고아농협 장례문화원|(오로리)|||91904
