##NAME|SUBNAME|X|Y|MAPPERS_TYPE|TELNUM|NEWADDR|ADDR|FEAT1|FEAT2|AREA|DATE|ALTNAME|ETCNAME|ORGNAME|ETCADDR|PNUCODE|RD_JIBUN|MAPPERS_CD@@BBQ
BBQ|옥포점|128.440683|35.781093|BBQ|053-616-9285|대구광역시 달성군 옥포면 돌미상업로1길 25||||||||BBQ 옥포점|103호|||80609
BBQ|대구유천점|128.517233|35.817779|BBQ|053-637-9282|대구광역시 달서구 조암남로32길 12||||||||BBQ 대구유천점|(대천동) 1층|||80609
BBQ|신천대구공고|128.618001|35.87431|BBQ|053-951-1472|대구광역시 동구 송라로 82||||||||BBQ 신천대구공고|(신천동)|||80609
BBQ|대명본점|128.582965|35.853656|BBQ|053-655-1301||대구 남구 대명동 2138-10|||||||BBQ 대명본점||||80609
BBQ|대구아양점|128.639767|35.886012|BBQ|053-943-9282|대구광역시 동구 아양로50길 21||||||||BBQ 대구아양점|(효목동)|||80609
BBQ|신월성올리브점|128.528593|35.82192|BBQ|053-638-9282|대구광역시 달서구 조암남로 38||||||||BBQ 신월성올리브점|101|||80609
BBQ|대구송현점|128.549005|35.830616|BBQ|053-651-9989|대구광역시 달서구 송현동길 35||||||||BBQ 대구송현점|(송현동)|||80609
BBQ|대구효목점|128.632595|35.878299|BBQ|053-759-9288|대구광역시 동구 동부로 187||||||||BBQ 대구효목점|1층 10호 (효목동,석우하이로즈빌)|||80609
BBQ|대구효목점(2)(올리브치킨)|128.632595|35.878299|BBQ|053-759-9288|대구광역시 동구 동부로 187||||||||BBQ 대구효목점(2)(올리브치킨)|1층 103호 (효목동,석우하이로즈빌)|||80609
BBQ|대구천내점|128.50452|35.805863|BBQ|053-636-9950||대구 달성군 화원읍 천내리 54-1|||||||BBQ 대구천내점||||80609
BBQ|대구대봉점|128.601193|35.858614|BBQ|053-257-9282|대구광역시 중구 대봉로 223||||||||BBQ 대구대봉점|(대봉동,태양약국) 1층|||80609
BBQ|대구수성점|128.615374|35.866861|BBQ|053-744-8599||대구 수성구 수성4가 1146-9|||||||BBQ 대구수성점||||80609
BBQ|대구이천영선점|128.595483|35.850143|BBQ|053-471-0140||대구 남구 이천동 453-71|||||||BBQ 대구이천영선점||||80609
BBQ|대구진천수목원점|128.519298|35.806818|BBQ|053-641-1224|대구광역시 달서구 화암로73길 8-13||||||||BBQ 대구진천수목원점|진천상가104호|||80609
BBQ|대구메트로점|128.640148|35.87277|BBQ|053-755-8544|대구광역시 수성구 만촌로 165||||||||BBQ 대구메트로점|(만촌동)|||80609
BBQ|대구수성행복점|128.614181|35.857277|BBQ|053-768-7792||대구 수성구 수성동2가 231-2|||||||BBQ 대구수성행복점||||80609
BBQ|대구상인행복점|128.542578|35.816513|BBQ|053-642-1166||대구 달서구 상인동 1517|||||||BBQ 대구상인행복점|영남화성타운상가 107-3호|||80609
BBQ|대구앞산점|128.579945|35.837258|BBQ|053-561-9982|대구광역시 남구 현충로 50||||||||BBQ 대구앞산점|1층 (대명동)|||80609
BBQ|대구봉덕점|128.597995|35.8441|BBQ|053-474-9993|대구광역시 남구 이천로 35||||||||BBQ 대구봉덕점|(봉덕동) 봉덕동,1층|||80609
BBQ|두산위브제니스점|128.628272|35.86099|BBQ|053-741-9282|대구광역시 수성구 달구벌대로 2435||||||||BBQ 두산위브제니스점|301동 B103-1호 (범어동,두산위브더제니스)|||80609
BBQ|대구캠프워커점|128.589748|35.836669|BBQ|010-5115-9885||대구 남구 봉덕동 641-1|||||||BBQ 대구캠프워커점||||80609
BBQ|대곡행복점|128.535146|35.805712|BBQ|053-639-1211|대구광역시 달서구 도원로 48||||||||BBQ 대곡행복점|(도원동,별메마을 복합상가동) 104호|||80609
BBQ|대구도원점|128.547308|35.807487|BBQ|053-634-9982|대구광역시 달서구 상화로 300-23||||||||BBQ 대구도원점|(도원동)|||80609
BBQ|대구푸른마을점|128.625495|35.849963|BBQ|053-745-9992||대구 수성구 범어동 674-2|||||||BBQ 대구푸른마을점||||80609
BBQ|방촌행운점|128.669245|35.874756|BBQ|053-981-9282|대구광역시 동구 화랑로88길 30||||||||BBQ 방촌행운점|(방촌동,보성강남타운) 201동 103호|||80609
BBQ|대구범어점|128.638572|35.855834|BBQ|053-751-5559||대구 수성구 범어4동 330|||||||BBQ 대구범어점|장원상가 108동105호|||80609
BBQ|대구중동점|128.61161|35.836731|BBQ|053-766-9282|대구광역시 수성구 수성로 125||||||||BBQ 대구중동점|(상동)|||80609
BBQ|두산점|128.62087|35.836233|BBQ|053-766-9987|대구광역시 수성구 들안로14길 71||||||||BBQ 두산점|(두산동)|||80609
BBQ|대구황금점|128.636899|35.840412|BBQ|053-768-9285||대구 수성구 황금동 202-3|||||||BBQ 대구황금점||||80609
BBQ|대구율하본점|128.690919|35.864728|BBQ|053-964-9292|대구광역시 동구 율하서로 54||||||||BBQ 대구율하본점|(율하동) 1층 103호|||80609
BBQ|대구율하본점(cafe)(2)|128.690919|35.864728|BBQ|053-964-9292|대구광역시 동구 율하서로 54||||||||BBQ 대구율하본점(cafe)(2)|1층 (율하동)|||80609
BBQ|지산행복점|128.628657|35.824222|BBQ|053-783-9897|대구광역시 수성구 지산로3길 69||||||||BBQ 지산행복점|(지산동)|||80609
BBQ|대구수성동아점|128.638671|35.822718|BBQ|053-784-9945|대구광역시 수성구 지범로23길 49||||||||BBQ 대구수성동아점|(지산동)|||80609
BBQ|대구신서동호점|128.728631|35.873004|BBQ|053-965-9282||대구 동구 신서동 805-11|||||||BBQ 대구신서동호점||||80609
BBQ|삼성라이온즈파크점|128.681238|35.841133|BBQ|053-792-0669|대구광역시 수성구 야구전설로 1||||||||BBQ 삼성라이온즈파크점|(연호동) 06호 1층|||80609
BBQ|동호본점|128.723057|35.865223|BBQ|0539649285|대구광역시 동구 동호로 54||||||||BBQ 동호본점|(동호동) 1층|||80609
BBQ|대구범물점|128.646554|35.816268|BBQ|053-784-9285|대구광역시 수성구 지범로 271-1||||||||BBQ 대구범물점|(범물동) 1층|||80609
BBQ|신서혁신점|128.748465|35.874171|BBQ|010-7176-8858|대구광역시 동구 메디밸리로 5-21||||||||BBQ 신서혁신점|103호 (대림동,대평휴플러스타워)|||80609
BBQ|대구매호점|128.710137|35.843173|BBQ|053-791-9282|대구광역시 수성구 천을로 181||||||||BBQ 대구매호점|(매호동,협화아파트) 상가112동 101호|||80609
BBQ|대구신매점|128.708212|35.834676|BBQ|053-794-9980||대구 수성구 신매동 586-4|||||||BBQ 대구신매점||||80609
BBQ|현풍테크노폴리스점|128.464233|35.699631|BBQ|053-616-9899|대구광역시 달성군 유가면 현풍로47길 5||||||||BBQ 현풍테크노폴리스점||||80609
BBQ|테크노행복점|128.456338|35.694794|BBQ|0536163355|대구광역시 달성군 현풍면 테크노북로4길 27||||||||BBQ 테크노행복점|(대구테크노폴리스엘에이치천년나무3단지) 105호,106호|||80609
BBQ|부산반송점|129.162424|35.226642|BBQ|051-543-7441|부산광역시 해운대구 신반송로 163||||||||BBQ 부산반송점|(반송동,남흥아파트) 상가8동 101호|||80609
BBQ|부산반여점|129.123816|35.201516|BBQ|051-522-9243|부산광역시 해운대구 반여로 112-1||||||||BBQ 부산반여점|(반여동,산봉빌딩2)|||80609
BBQ|부산재송역점|129.119315|35.190389|BBQ|051-784-0124|부산광역시 해운대구 해운대로76번길 16||||||||BBQ 부산재송역점|(재송동)|||80609
BBQ|부산재송점|129.130269|35.194876|BBQ|051-784-5311||부산 해운대구 반여동 1291-1369|||||||BBQ 부산재송점|1층|||80609
BBQ|부산센텀점|129.124999|35.177393|BBQ|051-744-3999|부산광역시 해운대구 센텀동로 123||||||||BBQ 부산센텀점|1층 3호 (재송동,센텀스타상가)|||80609
BBQ|부산마리나점|129.145357|35.159688|BBQ|051-742-0992||부산 해운대구 우동 993-4|||||||BBQ 부산마리나점|대우마리나2차상가 106|||80609
BBQ|부산좌동신시가지점|129.173735|35.174586|BBQ|051-704-4466|부산광역시 해운대구 대천로 104||||||||BBQ 부산좌동신시가지점|(좌동) 102호|||80609
BBQ|부산좌동신도시점|129.172437|35.171354|BBQ|051-703-5070||부산 해운대구 중동 181-1|||||||BBQ 부산좌동신도시점|롯데캐슬마스터2 301-108|||80609
BBQ|해운대한화점|129.144942|35.154383|BBQ|051-749-5337||부산 해운대구 우동 1410-3|||||||BBQ 해운대한화점||||80609
BBQ|부산마린시티점|129.146212|35.154939|BBQ|051-744-2003|부산광역시 해운대구 마린시티3로 39||||||||BBQ 부산마린시티점|(우동,카이저빌) 101호|||80609
BBQ|부산마린시티점(프리미엄)(3)|129.146212|35.154939|BBQ|051-744-2003|부산광역시 해운대구 마린시티3로 39||||||||BBQ 부산마린시티점(프리미엄)(3)|101호 (우동,카이저빌)|||80609
BBQ|부산해운대점|129.160709|35.161011|BBQ|051-746-2002||부산 해운대구 우동 1340|||||||BBQ 부산해운대점|2층|||80609
BBQ|장산역점|129.176654|35.169141|BBQ|051-704-0669|부산광역시 해운대구 해운대로 802||||||||BBQ 장산역점|(웅신시네아트 B동 101호)|||80609
BBQ|부산좌동점|129.179399|35.168447|BBQ|051-702-4070||부산 해운대구 좌동 1317|||||||BBQ 부산좌동점|경동플러스상가 206호|||80609
BBQ|부산송정점|129.204281|35.182335|BBQ|051-703-9255||부산광역시 해운대구 송정동 283|||||||BBQ 부산송정점||||80609
BBQ|해운대중동점|129.181532|35.164108|BBQ|051-747-2882|부산광역시 해운대구 좌동순환로433번길 30-3||||||||BBQ 해운대중동점|(중동,힐스테이트위브그린상가) 103호|||80609
BBQ|테스트매장|130.819947|37.473033|BBQ|02-1234-1234||대구 달서구 월성동 270-1|||||||BBQ 테스트매장|주공4단지상가 가-106호|||80609
BBQ|대전신탄진점|127.430168|36.451075|BBQ|042-933-9995||대전 대덕구 신탄진동 121-23|||||||BBQ 대전신탄진점||||80609
BBQ|송강점|127.389953|36.430951|BBQ|042-931-9900|대전광역시 유성구 테크노3로 60||||||||BBQ 송강점|(관평동) 1층 115호|||80609
BBQ|노은2지구점|127.312796|36.390554|BBQ|042-824-9283||대전 유성구 반석동 647-7|||||||BBQ 노은2지구점||||80609
BBQ|노은3지구점|127.308062|36.387741|BBQ|042-822-9279|대전광역시 유성구 지족로 283||||||||BBQ 노은3지구점|(지족동) 102호|||80609
BBQ|대전전민점|127.404127|36.398938|BBQ|042-863-8554||대전 유성구 전민동 327-23|||||||BBQ 대전전민점||||80609
BBQ|대전신성점|127.351714|36.386102|BBQ|042-863-6555||대전 유성구 신성동 152-1|||||||BBQ 대전신성점|대림상가131호|||80609
BBQ|대전도룡점|127.379577|36.384997|BBQ|042-863-1880|대전광역시 유성구 대덕대로590번길 12-13||||||||BBQ 대전도룡점|1층 103호 (도룡동,가온하이츠빌)|||80609
BBQ|대전노은점|127.316851|36.375598|BBQ|042-477-9282||대전 유성구 지족동 893-1|||||||BBQ 대전노은점|105호|||80609
BBQ|대전어은점|127.357433|36.362872|BBQ|042-863-9292||대전 유성구 어은동 110-6|||||||BBQ 대전어은점||||80609
BBQ|대전월평점|127.378104|36.362765|BBQ|042-488-0078||대전 서구 월평동 227|||||||BBQ 대전월평점|1층|||80609
BBQ|대전유성점|127.333165|36.35616|BBQ|042-825-8595||대전 유성구 봉명동 563-14|||||||BBQ 대전유성점|1층 7호|||80609
BBQ|대전둔산사학연금점|127.388859|36.35826|BBQ|042-483-9282|대전광역시 서구 한밭대로 809||||||||BBQ 대전둔산사학연금점|(둔산동) 1층|||80609
BBQ|대전송촌점|127.436932|36.363768|BBQ|042-633-7933||대전 대덕구 송촌동 467-1|||||||BBQ 대전송촌점||||80609
BBQ|대전유성상대점|127.334495|36.347831|BBQ|042-823-9983|대전광역시 유성구 월드컵대로308번길 13-1||||||||BBQ 대전유성상대점|(상대동) 101 (상대동)|||80609
BBQ|대전갈마행운점(올리브카페)|127.368718|36.35081|BBQ|042-531-8282|대전광역시 서구 신갈마로 186||||||||BBQ 대전갈마행운점(올리브카페)|상가동 지하1층 112호 (갈마동,갤러리휴리움)|||80609
BBQ|대전중리행운점|127.425142|36.35935|BBQ|042-633-9282|대전광역시 대덕구 한밭대로 1141||||||||BBQ 대전중리행운점|(중리동,진성빌딩)|||80609
BBQ|대전둔산점|127.389482|36.349836|BBQ|042-471-9282|대전광역시 서구 둔산남로105번길 18||||||||BBQ 대전둔산점|(둔산동) 102 (둔산동)|||80609
BBQ|대전갈마점|127.378142|36.342577|BBQ|042-531-9289||대전 서구 갈마동 1392|||||||BBQ 대전갈마점|1층|||80609
BBQ|대전탄방행운점|127.38716|36.343227|BBQ|0424829282|대전광역시 서구 계룡로571번길 17||||||||BBQ 대전탄방행운점|(탄방동,태양빌딩) 1층 103호|||80609
BBQ|대전터미널점|127.437512|36.351279|BBQ|042-636-3711|대전광역시 동구 동서대로1695번길 30||||||||BBQ 대전터미널점|(용전동,대전복합터미널 (동관)) 1층 CE110호|||80609
BBQ|대전비래점|127.448841|36.353224|BBQ|042-631-9282|대전광역시 동구 흥룡로 71번길 91||||||||BBQ 대전비래점|1층 (가양동)|||80609
BBQ|대전성남점|127.433285|36.34423|BBQ|042-621-9283||대전 동구 성남동 200-195|||||||BBQ 대전성남점||||80609
BBQ|대전가양점|127.449231|36.345295|BBQ|042-626-1138||대전 동구 가양동 393-4|||||||BBQ 대전가양점||||80609
BBQ|대전가장점|127.380469|36.331468|BBQ|042-523-9279|대전광역시 서구 도산로253번길 51||||||||BBQ 대전가장점|(내동) 내동,블루존상가106,107호|||80609
BBQ|대전목동점|127.41178|36.33587|BBQ|042-221-2440||대전 중구 중촌동 411-1|||||||BBQ 대전목동점||||80609
BBQ|주안캠토|127.446503|36.335558|BBQ|042-672-7059|대전광역시 동구 동대전로 151||||||||BBQ 주안캠토|(자양동) 5층|||80609
BBQ|대전태평점(palace)|127.396862|36.324639|BBQ|042-383-9299||대전 중구 태평동 329-6|||||||BBQ 대전태평점(palace)||||80609
BBQ|대전벽산점|127.399071|36.322676|BBQ|042-533-4848||대전 중구 유천동 189-11|||||||BBQ 대전벽산점||||80609
BBQ|대전미소프라자점|127.404917|36.322822|BBQ|042-533-1999||대전 중구 오류동 171-4|||||||BBQ 대전미소프라자점||||80609
BBQ|대전배재대점|127.373298|36.317254|BBQ|042-534-6685||대전 서구 도마2동 109-26|||||||BBQ 대전배재대점||||80609
BBQ|대전용운점|127.45648|36.328069|BBQ|042-271-7113|대전광역시 동구 용운로 127||||||||BBQ 대전용운점||||80609
BBQ|대전관저점|127.336832|36.307252|BBQ|042-541-8592|대전광역시 서구 관저북로51번길 8-20||||||||BBQ 대전관저점|(관저동) 101호|||80609
BBQ|대전한밭야구장점|127.428011|36.317338|BBQ|0000000000|대전광역시 중구 대종로 373||||||||BBQ 대전한밭야구장점|(부사동,한밭야구장3루내야측)|||80609
BBQ|대전산성점|127.385569|36.30607|BBQ|042-583-9982|대전광역시 중구 대둔산로 407-19||||||||BBQ 대전산성점|(산성동) 1층|||80609
BBQ|대전계룡점|127.243057|36.290618|BBQ|042-841-9300||충남 계룡시 엄사면 엄사리 174-2|||||||BBQ 대전계룡점||||80609
BBQ|대전부사점|127.433881|36.312661|BBQ|042-223-9945|대전광역시 중구 보문로67번길 14||||||||BBQ 대전부사점|(부사동)|||80609
BBQ|관저구봉점|127.327297|36.29733|BBQ|042-545-9289|대전광역시 서구 관저로 48||||||||BBQ 관저구봉점|분산상가동 103호 (관저동,구봉마을7단지)|||80609
BBQ|대전관저느리울점|127.338524|36.296734|BBQ|042-546-5002|대전광역시 서구 구봉로 139||||||||BBQ 대전관저느리울점|(관저동)|||80609
BBQ|대전복수점|127.380266|36.302158|BBQ|042-581-9991||대전 서구 복수동 612|||||||BBQ 대전복수점|초록마을아파트2단지상가 112|||80609
BBQ|대전가오점|127.452356|36.306105|BBQ|042-284-9282|대전광역시 동구 대전로 448||||||||BBQ 대전가오점|(가오동) 104호|||80609
BBQ|정관신도시점|129.17019|35.335722|BBQ|051-728-9242|부산 기장군 정관면 모전2길 22||||||||BBQ 정관신도시점||||80609
BBQ|강서지사점|128.834893|35.149726|BBQ|051-973-9281|부산광역시 강서구 과학산단로334번다길 39||||||||BBQ 강서지사점|(지사동)|||80609
BBQ|부산화명신도시점|129.010283|35.235644|BBQ|051-332-9981||부산 북구 화명동 2271-2|||||||BBQ 부산화명신도시점|새론빌딩 105호|||80609
BBQ|부산남산점|129.090465|35.272011|BBQ|051-516-4001|부산광역시 금정구 금강로 735-1||||||||BBQ 부산남산점|(청룡동)|||80609
BBQ|부산정관중앙점|129.174365|35.319475|BBQ|051-728-9224|부산광역시 기장군 정관읍 정관5로 12||||||||BBQ 부산정관중앙점|(동원로얄듀크2차아파트) 동원로얄듀크상가 227동 125호|||80609
BBQ|화명수정역점|129.008821|35.223199|BBQ|051-363-8295|부산광역시 북구 금곡대로 157||||||||BBQ 화명수정역점||||80609
BBQ|부산구서점|129.088375|35.254607|BBQ|051-512-4242|부산광역시 금정구 구서중앙로 25||||||||BBQ 부산구서점||||80609
BBQ|부산덕천점|129.013697|35.210746|BBQ|051-342-9255|부산광역시 북구 만덕대로78번길 30||||||||BBQ 부산덕천점|(덕천동)|||80609
BBQ|부산만덕점|129.027449|35.211684|BBQ|051-331-2223|부산광역시 북구 만덕3로 34||||||||BBQ 부산만덕점|(만덕동)|||80609
BBQ|부산모라점|128.992646|35.192081|BBQ|051-311-1618||부산 사상구 모라동 1339-19|||||||BBQ 부산모라점||||80609
BBQ|부산대학교점|129.087093|35.232697|BBQ|051-518-9280|부산광역시 금정구 금정로 92||||||||BBQ 부산대학교점|1층 (장전동)|||80609
BBQ|부산장전점|129.081743|35.227778|BBQ|051-557-9292|부산광역시 금정구 금강로 225||||||||BBQ 부산장전점|1층 204호 (장전동,벽산블루밍디자인시티 2단지)|||80609
BBQ|부산모덕점|128.988351|35.172015|BBQ|051-303-0229|부산광역시 사상구 백양대로 730||||||||BBQ 부산모덕점|(덕포동,프로새차만들기)|||80609
BBQ|부산사상점|128.980539|35.167824|BBQ|051-324-9292||부산 사상구 괘법동 516-1|||||||BBQ 부산사상점|한신아파트상가 2동 107-1|||80609
BBQ|부산부곡점(올리브카페)|129.091789|35.227363|BBQ|051-583-9255|부산광역시 금정구 부곡로 127||||||||BBQ 부산부곡점(올리브카페)|103동 101,102호 (부곡동,부곡엘지아파트상가)|||80609
BBQ|부산온천점|129.076482|35.209563|BBQ|051-558-0566|부산광역시 동래구 중앙대로1367번길 25||||||||BBQ 부산온천점|(온천동)|||80609
BBQ|부산고리원자력점|129.27679|35.326845|BBQ|051-727-9802||부산 기장군 장안읍 월내리 171|||||||BBQ 부산고리원자력점||||80609
BBQ|BBQ부산명륜점|129.082182|35.209539|BBQ|0515539282|부산광역시 동래구 명륜로 175||||||||BBQ BBQ부산명륜점|(명륜동,대월오피스텔) 101호|||80609
BBQ|부산사직점|129.063923|35.195712|BBQ|051-501-5425||부산 동래구 사직동 99-1|||||||BBQ 부산사직점||||80609
BBQ|부산초읍점|129.047054|35.180941|BBQ|051-817-9285||부산 부산진구 연지동 375-14|||||||BBQ 부산초읍점||||80609
BBQ|부산신주례점|128.998805|35.153478|BBQ|051-317-6666||부산 사상구 주례동 939-1|||||||BBQ 부산신주례점|주례1차 A상가 106-114|||80609
BBQ|부산명서점|129.105133|35.210152|BBQ|051-529-9282|부산 동래구 명서로 169-1||||||||BBQ 부산명서점||||80609
BBQ|부산연산로타리점|129.080043|35.193216|BBQ|051-851-1377|부산광역시 연제구 중앙대로 1184||||||||BBQ 부산연산로타리점|(거제동) (거제동)|||80609
BBQ|부산학장점|128.981943|35.140347|BBQ|051-315-8484|부산광역시 사상구 학감대로123번길 67||||||||BBQ 부산학장점|(학장동,학장동삼정그린코아아파트) 301동 지하1층 206호|||80609
BBQ|부산베이사이드GC점|129.239533|35.28185|BBQ|01071143985|부산광역시 기장군 일광면 이천8길 100||||||||BBQ 부산베이사이드GC점|(베이사이드 골프클럽)|||80609
BBQ|부산개금점|129.021378|35.156751|BBQ|051-892-9255|부산광역시 부산진구 개금본동로 77||||||||BBQ 부산개금점|(개금동)|||80609
BBQ|부산당감점|129.04017|35.165433|BBQ|051-893-8555|부산광역시 부산진구 동평로 98||||||||BBQ 부산당감점||||80609
BBQ|명지국제중앙점|128.921494|35.10482|BBQ|051-206-9293|부산광역시 강서구 명지국제11로 27||||||||BBQ 명지국제중앙점|102호,103호 (명지동)|||80609
BBQ|부산가야점|129.019846|35.151869|BBQ|051-893-0065||부산 부산진구 개금동 523-14|||||||BBQ 부산가야점||||80609
BBQ|부산엄궁점|128.974656|35.128354|BBQ|051-315-9273||부산 사상구 엄궁동 40-67|||||||BBQ 부산엄궁점||||80609
BBQ|부산거제점|129.078953|35.18304|BBQ|051-852-9797|부산광역시 연제구 중앙대로 1061||||||||BBQ 부산거제점|(연산동) 1층|||80609
BBQ|부산사직야구장점|129.08769|35.186964|BBQ|010-2570-0030|부산광역시 동래구 사직로 45||||||||BBQ 부산사직야구장점||||80609
BBQ|신양정점|129.073835|35.173711|BBQ|051-867-9282|부산광역시 부산진구 연수로 24||||||||BBQ 신양정점|(양정동) 1층|||80609
BBQ|부산연산토곡점|129.102771|35.18818|BBQ|051-759-7727|부산광역시 연제구 과정로226번길 8||||||||BBQ 부산연산토곡점|(연산동)|||80609
BBQ|부산하단점|128.959985|35.112382|BBQ|051-203-9686|부산 사하구 하단동 낙동대로 519번길 79||||||||BBQ 부산하단점|1층 3호|||80609
BBQ|부산연산점|129.085361|35.17698|BBQ|051-867-9882|부산광역시 연제구 월드컵대로 27||||||||BBQ 부산연산점|(연산동)|||80609
BBQ|부산명지점|128.908342|35.08407|BBQ|051-292-9252|부산광역시 강서구 명지오션시티6로 33||||||||BBQ 부산명지점|(명지동,엘크루블루오션 C2블록상가) 103호|||80609
BBQ|부산기장점|129.217155|35.247493|BBQ|051-721-0700|부산광역시 기장군 기장읍 차성동로 110||||||||BBQ 부산기장점|(엔제리너스기장점) 1층|||80609
BBQ|부산전포점|129.06691|35.157899|BBQ|051-804-9290||부산 부산진구 전포동 202-25|||||||BBQ 부산전포점||||80609
BBQ|당리사하점|128.974629|35.105919|BBQ|051-205-8882|부산광역시 사하구 제석로 59||||||||BBQ 당리사하점|(당리동) 1층|||80609
BBQ|부산망미점|129.105799|35.175046|BBQ|051-754-9282||부산 수영구 망미동 444-18|||||||BBQ 부산망미점||||80609
BBQ|부산범내골점|129.058337|35.145148|BBQ|051-647-7800|부산광역시 부산진구 중앙대로 584||||||||BBQ 부산범내골점|(범천동,서면베르빌2) 3층 311호|||80609
BBQ|부산괴정점|128.996395|35.101667|BBQ|051-208-6677||부산 사하구 괴정3동 262-1|||||||BBQ 부산괴정점||||80609
BBQ|부산수영점|129.115176|35.163918|BBQ|051-758-3883|부산광역시 수영구 수영로652번길 6||||||||BBQ 부산수영점|(광안동,정원센텀뷰) 108,109호|||80609
BBQ|부산문현점|129.071251|35.139121|BBQ|051-638-9277||부산 남구 문현동 202-69|||||||BBQ 부산문현점||||80609
BBQ|부산초량점|129.042785|35.12273|BBQ|051-462-9282|부산광역시 동구 고관로 37||||||||BBQ 부산초량점|(수정동)|||80609
BBQ|부산대신점|129.017242|35.108444|BBQ|051-256-9282|부산광역시 서구 부용로 15-1||||||||BBQ 부산대신점|(서대신동1가)|||80609
BBQ|부산장림점|128.971096|35.080843|BBQ|051-264-9288||부산 사하구 장림1동 321-28|||||||BBQ 부산장림점|나산리버빌 1층 18호|||80609
BBQ|부산영주중앙점|129.034589|35.111424|BBQ|051-467-9991|부산광역시 중구 중구로 188||||||||BBQ 부산영주중앙점|(영주동)|||80609
BBQ|부산광안리점|129.118843|35.154393|BBQ|051-761-2722||부산 수영구 광안동 192-16|||||||BBQ 부산광안리점||||80609
BBQ|부산대연점|129.090132|35.13715|BBQ|051-628-9282|부산광역시 남구 진남로36번길 2||||||||BBQ 부산대연점|(대연동) (대연동)|||80609
BBQ|부산중동점|129.036822|35.107565|BBQ|051-466-9282|부산광역시 중구 중앙대로 114||||||||BBQ 부산중동점|(중앙동4가,크라운 하버 호텔) 2층|||80609
BBQ|부산중앙동점(치킨앤비어)(2)|129.036822|35.107565|BBQ|051-466-9282|부산광역시 중구 중앙대로 114||||||||BBQ 부산중앙동점(치킨앤비어)(2)|2층 (중앙동4가,크라운 하버 호텔)|||80609
BBQ|부산와이즈파크광복점(특화)|129.031344|35.102014|BBQ|051-260-5217|부산광역시 중구 광복로39번길 4층 6호 (창선동1가 , 와이즈파크 광복점) ||||||||BBQ 부산와이즈파크광복점(특화)||||80609
BBQ|부산민락점|129.131272|35.155521|BBQ|051-755-8383|부산광역시 수영구 광안해변로344번길 9-11||||||||BBQ 부산민락점|(민락동,동남빌딩) 1층|||80609
BBQ|부산대연혁신점|129.103502|35.139967|BBQ|051-612-8892|부산광역시 남구 수영로 345||||||||BBQ 부산대연혁신점|(대연동,대연힐스테이트푸르지오 주상가) 115동 107호|||80609
BBQ|부산남천점|129.109365|35.141788|BBQ|051-611-8005|부산광역시 수영구 수영로408번길 24-4||||||||BBQ 부산남천점|(남천동) 1층|||80609
BBQ|부산다대2동점|128.98143|35.060234|BBQ|051-261-9192|부산광역시 사하구 다송로72번길 53||||||||BBQ 부산다대2동점|1층 (다대동)|||80609
BBQ|부산송도점|129.015976|35.075409|BBQ|051-253-1865|부산광역시 서구 송도해변로 67||||||||BBQ 부산송도점||||80609
BBQ|부산영선점|129.043186|35.086229|BBQ|051-418-9600|부산광역시 영도구 꿈나무길 255||||||||BBQ 부산영선점|(신선동3가) 1층|||80609
BBQ|부산봉래청학점|129.064302|35.095122|BBQ|051-418-3363||부산 영도구 청학2동 7-6|||||||BBQ 부산봉래청학점||||80609
BBQ|부산용호점|129.112921|35.119329|BBQ|051-625-9289||부산 남구 용호동 393-1|||||||BBQ 부산용호점||||80609
BBQ|부산동삼국민은행점|129.072023|35.076683|BBQ|051-403-1900||부산 영도구 동삼동 354-1|||||||BBQ 부산동삼국민은행점||||80609
BBQ|패밀리타운점|127.116155|37.491534|BBQ|02-404-8480||서울 송파구 문정동 150-25호 1층 |||||||BBQ 패밀리타운점||||80609
BBQ|가락점|127.118634|37.497121|BBQ|02-409-1687||서울 송파구 가락동 90-3|||||||BBQ 가락점||||80609
BBQ|문정점|127.124452|37.488965|BBQ|02-409-9561|서울특별시 송파구 동남로4길 16-1||||||||BBQ 문정점|(문정동) 1층|||80609
BBQ|송파점|127.115813|37.503363|BBQ|02-424-7265||서울 송파구 송파동 100-1|||||||BBQ 송파점|1층|||80609
BBQ|가락2점|127.132916|37.494334|BBQ|02-3401-0288||서울 송파구 가락2동 190-7|||||||BBQ 가락2점|1층|||80609
BBQ|파인타운점|127.12984|37.483625|BBQ|02-400-0923|서울특별시 송파구 새말로6길 49||||||||BBQ 파인타운점|(문정동,석재빌) 1층|||80609
BBQ|방이점|127.118509|37.509744|BBQ|02-419-5758||서울 송파구 방이동 126-13|||||||BBQ 방이점|1층 (가락로36길 6,방이동)|||80609
BBQ|석촌2점|127.101248|37.505983|BBQ|02-422-6459||서울 송파구 석촌동 156-6|||||||BBQ 석촌2점||||80609
BBQ|자곡행운점|127.103576|37.474869|BBQ|02-2226-8292|서울특별시 강남구 자곡로 191||||||||BBQ 자곡행운점|(자곡동,강남푸르지오시티 1차) 지하1층 B05호|||80609
BBQ|오금점|127.128214|37.510726|BBQ|02-408-5535|서울특별시 송파구 위례성대로20길 8||||||||BBQ 오금점|(오금동,광승빌딩) 1층|||80609
BBQ|송파삼전점|127.091994|37.50238|BBQ|02-3432-7770|서울특별시 송파구 백제고분로28길 8||||||||BBQ 송파삼전점|(삼전동,한양빌딩1층)|||80609
