##NAME|SUBNAME|X|Y|MAPPERS_TYPE|TELNUM|NEWADDR|ADDR|FEAT1|FEAT2|AREA|DATE|ALTNAME|ETCNAME|ORGNAME|ETCADDR|PNUCODE|RD_JIBUN|MAPPERS_CD@@변호사
법무법인/신원||||변호사|02-523-0232|서울 서초구 서초대로48길 33||||||||법무법인 신원|402호 (확장)502호 (서초동,허브원빌딩)|||91604
법무법인/현승||||변호사|051-507-6700||부산 연제구 거제동 1487-1|||||||법무법인 현승|정림빌딩 1301호|||91604
법무법인/융평||||변호사|02-595-7700||서울 서초구 서초동 1694-1|||||||법무법인 융평|화평빌딩 10층|||91604
법무법인/정음||||변호사|02-592-1515||서울 서초구 서초동 1698-15|||||||법무법인 정음|3층|||91604
법무법인/원||||변호사|3019-3900|서울 강남구 강남대로 308||||||||법무법인 원|11층,15층,1501호~1504호 (역삼동,랜드마크타워)|||91604
법무법인/백상||||변호사|598-2800|서울 강남구 테헤란로 120||||||||법무법인 백상|5층 (역삼동,상경빌딩)|||91604
법무법인/에이원||||변호사|02-521-7400|서울 서초구 반포대로30길 34||||||||법무법인 에이원|5층 (서초동,신정빌딩)|||91604
법무법인/신율||||변호사|02-537-1800|서울 서초구 서초대로41길 19||||||||법무법인 신율|503호 (서초동,에이스빌딩)|||91604
법무법인/인터로||||변호사|02-587-8100|서울 서초구 반포대로30길 (서초동) 70||||||||법무법인 인터로|6층|||91604
법무법인/진인||||변호사|051-503-8181|부산 연제구 법원로 20||||||||법무법인 진인|501호 (거제동,로제스티빌딩)|||91604
법무법인/평정||||변호사|031-403-7800|경기 안산시 단원구 광덕서로 68||||||||법무법인 평정|602,603,604호 (고잔동,삼영빌딩)|||91604
법무법인/청현||||변호사|564-5100|서울 서초구 서초중앙로 52||||||||법무법인 청현|6층 (서초동,영진빌딩)|||91604
법무법인/씨앤아이||||변호사|042-382-7000||대전 서구 둔산1동 1392|||||||법무법인 씨앤아이|봉화빌딩 7층|||91604
법무법인/가율||||변호사|02-595-1369||서울 서초구 서초동 1708-10|||||||법무법인 가율|1층|||91604
법무법인/준||||변호사|535-6151|서울 서초구 반포대로24길 17||||||||법무법인 준|5층 (서초동,동명빌딩)|||91604
법무법인/젠||||변호사|3486-0672|서울 서초구 강남대로 210||||||||법무법인 젠|9층 (양재동,행복빌딩)|||91604
법무법인/혜안||||변호사|535-5612|서울 서초구 서초대로41길 19||||||||법무법인 혜안|3층 (서초동,에이스빌딩)|||91604
법무법인/로앤케이||||변호사|051-963-0001~3|부산 연제구 법원로 (거제동) 34||||||||법무법인 로앤케이|605호 (거제동 정림빌딩)|||91604
법무법인/고도||||변호사|02-591-8787|서울 서초구 서초중앙로 154||||||||법무법인 고도|3층 (서초동,화평빌딩)|||91604
법무법인/명진||||변호사|6000-3260|서울 서초구 강남대로 479||||||||법무법인 명진|4층 (반포동,포스코SS&CC타워)|||91604
법무법인/아성||||변호사|053-742-7374|대구 수성구 국채보상로 846||||||||법무법인 아성|상가동 301호 (범어동,청구성조타운)|||91604
법무법인/창||||변호사|3477-7733|서울 서초구 법원로3길 12||||||||법무법인 창|2층 (서초동,승소빌딩)|||91604
법무법인/다빈치||||변호사|774-1650|서울 마포구 새창로 11||||||||법무법인 다빈치|17층 (도화동,공덕빌딩)|||91604
법무법인/금정||||변호사|051-506-1400||부산 연제구 거제1동 1497-1|||||||법무법인 금정|(로윈빌딩301호)|||91604
법무법인/백범||||변호사|032-873-6300||인천 남구 학익동 252-9|||||||법무법인 백범|(중앙법조빌딩 5,6층)|||91604
법무법인/신세계로||||변호사|594-2800||서울 서초구 서초동 1704-1|||||||법무법인 신세계로|(정곡빌딩동관207호)|||91604
법무법인/안세||||변호사|743-0400|서울 중구 서소문로 106||||||||법무법인 안세|5층 (서소문동,동화빌딩)|||91604
법무법인/진산||||변호사|3477-8661|인천 남구 소성로 171||||||||법무법인 진산|201호 (학익동,대흥평창로시스빌딩)|||91604
법무법인/처음||||변호사|3476-6800||서울 서초구 서초동 1702-9|||||||법무법인 처음|(상림빌딩201호)|||91604
법무법인/세원||||변호사|055-274-3211|경남 창원시 성산구 창이대로689번길 8||||||||법무법인 세원|601~2호 (사파동,동양빌딩)|||91604
법무법인/시화||||변호사|02-534-2071||서울 서초구 서초동 1706-3|||||||법무법인 시화|법조빌딩 301호|||91604
법무법인/단천||||변호사|452-7200|서울 광진구 자양로 129||||||||법무법인 단천|4층 (자양동,Y타워)|||91604
법무법인/청파||||변호사|02-534-1001||서울 서초구 서초동 1715-10|||||||법무법인 청파|(남촌빌딩 3층)|||91604
법무법인/대산||||변호사|02-717-1871|서울 서초구 서초대로42길 23||||||||법무법인 대산|5층 (서초동,금석빌딩)|||91604
법무법인/한별||||변호사|6255-7777|서울 강남구 테헤란로 124||||||||법무법인 한별|6층,7층 (역삼동,삼원타워)|||91604
법무법인/행복||||변호사|534-2200|서울 서초구 서초중앙로 119||||||||법무법인 행복|10층 (서초동,KETI타워)|||91604
법무법인/이룸||||변호사|02-3481-1100||서울 서초구 서초동 1572-7|||||||법무법인 이룸|태양빌딩 8층|||91604
법무법인/더펌||||변호사|02-535-5546|서울 서초구 강남대로 581||||||||법무법인 더펌|5층 (잠원동,푸른빌딩)|||91604
법무법인/유진||||변호사|02-599-3700|서울 서초구 반포대로26길 64||||||||법무법인 유진|2층,3층 (서초동)|||91604
법무법인/지후||||변호사|02-598-7006||서울 서초구 서초동 1699-3|||||||법무법인 지후|신한국빌딩 3층|||91604
법무법인/윤||||변호사|031-381-7231~3|경기 안양시 동안구 시민대로 311||||||||법무법인 윤|313호 (관양동,금강스마트빌딩)|||91604
법무법인/해강||||변호사|052-221-4900|울산 남구 법대로 85||||||||법무법인 해강|3층 (옥동,명진빌딩)|||91604
법무법인/청림||||변호사|6203-0228|서울 서초구 서초대로 254||||||||법무법인 청림|1404~5호 (서초동,오퓨런스)|||91604
법무법인/중원||||변호사|053-214-7000|대구 수성구 동대구로 351||||||||법무법인 중원|301호 (범어동,법무빌딩)|||91604
법무법인/준경||||변호사|02-2088-2601|서울 종로구 종로 51||||||||법무법인 준경|19층 (종로2가,종로타워)|||91604
법무법인/정률||||변호사|2183-5769|서울 강남구 학동로 401||||||||법무법인 정률|4층 (청담동,금하빌딩)|||91604
법무법인/넥서스||||변호사|6932-2200|서울 영등포구 의사당대로 97||||||||법무법인 넥서스|4층 (여의도동,교보증권빌딩)|||91604
법무법인/산경||||변호사|595-0001|서울 서초구 서초대로 (서초동) 283||||||||법무법인 산경|4층 (남촌빌딩)|||91604
법무법인/중부||||변호사|041-582-7200|충남 천안시 동남구 청수6로 60||||||||법무법인 중부|3층 (청당동,국민연금공단천안지사)|||91604
법무법인/신라||||변호사|053-743-9191||대구 수성구 범어동 35-1|||||||법무법인 신라|(범어역우방유쉘 제4층 제1-401,402,405,406,407호)|||91604
법무법인/한결||||변호사|3487-3000|서울 종로구 종로 1||||||||법무법인 한결|9층,16층 (종로1가,교보빌딩)|||91604
법무법인/둘로스||||변호사|032-874-1213||인천 남구 학익동 272-5|||||||법무법인 둘로스|(현준솔로몬빌딩 401,402,603호)|||91604
법무법인/태승||||변호사|525-5400|서울 서초구 서초중앙로 125||||||||법무법인 태승|3층,12층 (서초동,로이어즈타워)|||91604
법무법인/승재||||변호사|02-596-0053|서울 서초구 서초대로49길 5||||||||법무법인 승재|501호 (서초동,승보빌딩)|||91604
법무법인/수로||||변호사|521-5455|서울 서초구 서초중앙로 151||||||||법무법인 수로|2층 (서초동,정암빌딩)|||91604
법무법인/재상||||변호사|557-8082||서울 강남구 대치동 1005-8|||||||법무법인 재상|(보성빌딩 3층)|||91604
법무법인/세줄||||변호사|6200-5500||서울 강남구 역삼동 718-2|||||||법무법인 세줄|(안제타워 17층)|||91604
법무법인/상상||||변호사|786-8614|서울 영등포구 여의동로3길 10||||||||법무법인 상상|상가-201호,202호 (여의도동)|||91604
법무법인/에이스||||변호사|3487-5000|서울 서초구 고무래로 6-6||||||||법무법인 에이스|1~2층 (반포동,선경빌딩)|||91604
법무법인/동인||||변호사|2046-1300|서울 서초구 서초대로74길 4||||||||법무법인 동인|17층 (서초동,삼성생명서초타워)|||91604
법무법인/화우||||변호사|6003-7000||서울 강남구 삼성동 159|||||||법무법인 화우|무역센터 아셈타워|||91604
법무법인/영진||||변호사|553-9300|서울 강남구 테헤란로 131||||||||법무법인 영진|12층 (역삼동,한국지식재산센터)|||91604
법무법인/에이펙스||||변호사|2018-1500|서울 강남구 강남대로 330||||||||법무법인 에이펙스|3층,4층 (역삼동,우덕빌딩)|||91604
법무법인/로고스||||변호사|2188-1000||서울 강남구 삼성동 159-9|||||||법무법인 로고스|(도심공항타워 14층)|||91604
법무법인/태평양||||변호사|3404-0000|서울 강남구 테헤란로 133||||||||법무법인 태평양|7층~12층 (역삼동,한국타이어빌딩) )) (확장)서울 강남구 테헤란로 137,11층~19층 (역삼동,현대해상빌딩),강남구 테헤란로 131,3층,9층,10층~16층 (역삼동,한국지식재산센터)|||91604
법무법인/아테나||||변호사|3391-5000|서울 도봉구 도봉로152가길 176||||||||법무법인 아테나|5층 (도봉동,아테나빌딩)|||91604
법무법인/호성||||변호사|031-217-5900|경기 수원시 영통구 광교중앙로248번길 7-2||||||||법무법인 호성|디동 803호 (하동,원희캐슬 광교)|||91604
법무법인/경기||||변호사|031-213-1100|경기 수원시 영통구 매봉로 53||||||||법무법인 경기|3층 (매탄동,성심빌딩)|||91604
법무법인/정원||||변호사|2055-1110|서울 서초구 반포대로 118||||||||법무법인 정원|4층 (서초동,우림빌딩)|||91604
법무법인/도움||||변호사|537-8300|서울 서초구 서초중앙로26길 3||||||||법무법인 도움|3층 (서초동,청림빌딩)|||91604
법무법인/랜드마크||||변호사|595-1515|서울 서초구 서초대로49길 18||||||||법무법인 랜드마크|302호 (서초동,상림빌딩)|||91604
법무법인/한로||||변호사|3477-3800||서울 서초구 서초동 1716-7|||||||법무법인 한로|(승보빌딩 4층)|||91604
법무법인/세아||||변호사|02-6000-0040|서울 강남구 영동대로 511||||||||법무법인 세아|205호 (삼성동,트레이드타워)|||91604
법무법인/우신||||변호사|032-861-0456|인천 남구 소성로 171||||||||법무법인 우신|404호,507호 (학익동,대흥법조빌딩)|||91604
법무법인/지인||||변호사|972-2700|서울 서초구 서초대로45길 20||||||||법무법인 지인|3층2호 (서초동,변호사교육문화관)|||91604
법무법인/안민||||변호사|866-6800||서울 구로구 구로동 155-75|||||||법무법인 안민|(해맑은미소빌딩 3,4층)|||91604
법무법인/혜민||||변호사|582-6694||서울 서초구 서초동 1543-11|||||||법무법인 혜민|산우빌딩 6층|||91604
법무법인/현대||||변호사|588-3312||서울 중구 명동1가 5-1|||||||법무법인 현대|보림빌딩 8층|||91604
법무법인/해냄||||변호사|541-7232-4|서울 강남구 삼성로 608||||||||법무법인 해냄|4층,5층 (삼성동,우창빌딩)|||91604
법무법인/이담||||변호사|591-4200|서울 서초구 서초대로 248||||||||법무법인 이담|302호 ( 서초동,나주정씨월헌회관)|||91604
법무법인/진명||||변호사|533-9167|서울 서초구 서초중앙로24길 3||||||||법무법인 진명|401호 (서초동,서전빌딩)|||91604
법무법인/넥스트로||||변호사|2052-6600|서울 서초구 반포대로30길 63||||||||법무법인 넥스트로|7층 (서초동,영서빌딩)|||91604
법무법인/길도||||변호사|3476-3300|서울 서초구 법원로2길 15||||||||법무법인 길도|401호 (서초동,길도빌딩)|||91604
법무법인/정헌||||변호사|051-505-5252||부산 연제구 거제동 1486-5|||||||법무법인 정헌|(로펌빌딩 301호)|||91604
법무법인/세승||||변호사|3477-2131|서울 강남구 테헤란로 312||||||||법무법인 세승|9층 (역삼동,비젼타워)|||91604
법무법인/인화||||변호사|591-1500|서울 서초구 서초중앙로 116||||||||법무법인 인화|4층,6층 (서초동,성재빌딩)|||91604
법무법인/경복||||변호사|3486-2400|서울 서초구 반포대로30길 47||||||||법무법인 경복|5층,102호 (서초동,행림빌딩)|||91604
법무법인/수인||||변호사|063-837-3800|전북 익산시 주현로 42||||||||법무법인 수인|2층,3층 (주현동,상가)|||91604
법무법인/양재||||변호사|522-4264|서울 강남구 테헤란로 333||||||||법무법인 양재|7층 (역삼동,신도벤처타워)|||91604
법무법인/대현||||변호사|031-736-0100|경기 성남시 분당구 성남대로 926||||||||법무법인 대현|308호,701호 (야탑동,분당메트로)|||91604
법무법인/송현||||변호사|02-3476-1616||서울 서초구 서초동 1572-6|||||||법무법인 송현|(금화빌딩 6,7층)|||91604
법무법인/강호||||변호사|598-7474|서울 서초구 서초대로46길 38||||||||법무법인 강호|3층 (서초동,센트라빌딩)|||91604
법무법인/청신||||변호사|582-6300|서울 서초구 서초대로 250||||||||법무법인 청신|13층 (서초동,스타갤러리브릿지)|||91604
법무법인/정담||||변호사|587-1900||서울 서초구 서초동 1553-5|||||||법무법인 정담|오퓨런스빌딩 1014호|||91604
법무법인/수||||변호사|3482-9252~6|서울 서초구 서초중앙로 209||||||||법무법인 수|6층 (반포동,베르디타워)|||91604
법무법인/제현||||변호사|517-2700|서울 영등포구 국제금융로2길 17||||||||법무법인 제현|11층 (여의도동,삼성생명 동여의도빌딩)|||91604
법무법인/대명||||변호사||서울 서초구 서초대로42길 23||||||||법무법인 대명|3층 (서초동,금석빌딩)|||91604
법무법인/태한||||변호사|557-5119|서울 서초구 서초중앙로 114||||||||법무법인 태한|8층 (서초동,일광빌딩)|||91604
법무법인/일조디지털||||변호사|6675-7000|서울 구로구 디지털로 273||||||||법무법인 일조디지털|201호 (구로동,에이스트윈타워2차)|||91604
법무법인/대원||||변호사|032)865-3900|인천 남구 소성로 153||||||||법무법인 대원|6층 (학익동,중앙빌딩 )|||91604
법무법인/센트럴||||변호사|735-5621|서울 서초구 남부순환로 2561||||||||법무법인 센트럴|106호 (서초동,원효빌딩)|||91604
법무법인/누리||||변호사|031-387-4925,6|경기 안양시 동안구 시민대로 297||||||||법무법인 누리|210호 (관양동,한솔센트럴파크3차)|||91604
법무법인/덕양||||변호사|031-966-6164|경기 고양시 덕양구 화중로104번길 8||||||||법무법인 덕양|202호 (화정동,장원프라자)|||91604
법무법인/삼송||||변호사|537-4004|서울 서초구 법원로3길 12||||||||법무법인 삼송|1층 (서초동,승소빌딩)|||91604
법무법인/우리||||변호사|592-5869|서울 강남구 강남대로 528||||||||법무법인 우리|14층 (논현동,원앤원빌딩)|||91604
법무법인/제이원||||변호사|031-425-2700|경기 안양시 동안구 부림로 164||||||||법무법인 제이원|3층 (관양동,동안타워)|||91604
법무법인/한신||||변호사|536-8300|서울 서초구 법원로1길 5||||||||법무법인 한신|2층 (서초동,우암빌딩)|||91604
법무법인/가인||||변호사|031-921-1400||경기 고양시 일산동구 장항동 891-2|||||||법무법인 가인|(성암빌딩 101,301호)|||91604
법무법인/청암||||변호사|041-621-7100|충남 천안시 동남구 청수14로 68||||||||법무법인 청암|103호,1005호 (청당동,센타타워빌딩)) (확장) 충남 천안시 동남구 청수9로 1,802호 (청당동,청오법조빌딩)|||91604
법무법인/지원||||변호사|2695-5200|서울 양천구 신월로 389||||||||법무법인 지원|501호 (신정동,남부빌딩)|||91604
법무법인/청남||||변호사|043-285-9500||충북 청주시 흥덕구 산남동 592|||||||법무법인 청남|(신성미소씨티빌딩 2동 5층)|||91604
법무법인/봄||||변호사|3477-2103||서울 강남구 역삼동 831-17|||||||법무법인 봄|(경원빌딩 11층)|||91604
법무법인/백두||||변호사|3476-7000|서울 서초구 반포대로22길 62||||||||법무법인 백두|2층 (서초동,알바트로스빌딩)|||91604
법무법인/명성||||변호사|031-553-3868|경기 남양주시 가운로1길 25||||||||법무법인 명성|407호 (가운동,수미소빌딩)|||91604
법무법인/케이앤씨||||변호사|3016-4560|서울 강남구 논현로 513||||||||법무법인 케이앤씨|4층 (역삼동,예지빌딩)|||91604
법무법인/현정||||변호사|2605-0021|서울 양천구 신월로 389||||||||법무법인 현정|708호,709호,713~715호|||91604
법무법인/나눔||||변호사|02-3477-0021|서울 서초구 서초중앙로 164||||||||법무법인 나눔|4층 (서초동,신한국빌딩)|||91604
법무법인/청구||||변호사|888-5663||서울 관악구 봉천동 857-5|||||||법무법인 청구|(제2호 제3층)|||91604
법무법인/솔론||||변호사|592-9933|서울 서초구 서초중앙로 148||||||||법무법인 솔론|201호 (서초동,희성빌딩)|||91604
법무법인/이래||||변호사|594-7755|서울 서초구 서초중앙로26길 17||||||||법무법인 이래|3층,5층 (서초동,동신빌딩)|||91604
법무법인/정건||||변호사|537-9700||서울 서초구 서초동 1695-1|||||||법무법인 정건|(청향빌딩 4층)|||91604
법무법인/재유||||변호사|561-7007|서울 서초구 서초대로46길 106||||||||법무법인 재유|4층 (서초동,남일빌딩)|||91604
법무법인/동행||||변호사|052-257-7400|울산 남구 문수로 322||||||||법무법인 동행|2층 (옥동,성창빌딩)|||91604
법무법인/지석||||변호사|567-6165||서울 강남구 논현동 239-1|||||||법무법인 지석|(유경빌딩 7층)|||91604
법무법인/안양||||변호사|031-387-8000|경기 안양시 동안구 시민대로 295||||||||법무법인 안양|206호,207호,104호 (관양동,평촌한양월드빌)|||91604
법무법인/세중||||변호사|591-8111|서울 서초구 서초대로 272||||||||법무법인 세중|10층 (서초동,한국아이비에스빌딩)|||91604
법무법인/새서울||||변호사|581-0034||서울 서초구 서초동 1675-13|||||||법무법인 새서울|(영일빌딩 5층)|||91604
법무법인/로직||||변호사|567-2316|서울 마포구 마포대로 (공덕동) 109||||||||법무법인 로직|101-1001호 (공덕동,롯데캐슬프레지던트)|||91604
법무법인/명장||||변호사|043-284-6006|충북 청주시 서원구 산남로 62번길 31||||||||법무법인 명장|401 (원흥빌딩)|||91604
법무법인/로비즈||||변호사|031-475-3600,483-9930||경기 안산시 단원구 고잔동 710|||||||법무법인 로비즈|(중앙법조빌딩 5층)|||91604
법무법인/법고을||||변호사|052-265-3100||울산 남구 옥동 289-12|||||||법무법인 법고을|(1,2층)|||91604
법무법인/새빌||||변호사|525-5580|서울 서초구 서초구 반포대로26길 49||||||||법무법인 새빌|401호 (서초동,혜성빌딩)|||91604
법무법인/새날로||||변호사||대전 서구 둔산중로78번길 20||||||||법무법인 새날로|6층 (둔산동,명진빌딩)|||91604
법무법인/퍼스트||||변호사|2223-3100|서울 강남구 영동대로96길 34||||||||법무법인 퍼스트|2층 (삼성동,대윤빌딩)|||91604
법무법인/홍인||||변호사|595-8833|서울 서초구 서초대로41길 16||||||||법무법인 홍인|3층 (서초동,정경빌딩)|||91604
법무법인/한덕||||변호사|595-7800|서울 서초구 서초대로 279||||||||법무법인 한덕|3층 (서초동,국제빌딩)|||91604
법무법인/승지||||변호사|587-5450|서울 서초구 서초대로 255||||||||법무법인 승지|5층 502호 (서초동,고덕빌딩)|||91604
법무법인/하늘||||변호사|051-949-9897~8|부산 연제구 법원로 28||||||||법무법인 하늘|501호,903호 (거제동,부산법조타운)|||91604
법무법인/한진||||변호사|582-6991~2||서울 서초구 서초동 1709-4|||||||법무법인 한진|(영포빌딩 102호)|||91604
법무법인/양헌||||변호사|397-9800|서울 중구 세종대로 55||||||||법무법인 양헌|25층 (태평로2가,부영 태평빌딩)|||91604
법무법인/메리트||||변호사|592-1472|서울 서초구 서초대로 266||||||||법무법인 메리트|10층 (서초동,한승아스트라빌딩)|||91604
공증인가/법무법인/호수||||변호사|031-932-3003|경기 고양시 일산동구 장백로 204||||||||공증인가 법무법인 호수|101호,103호,4층 (장항동,보림빌딩)|||91604
법무법인/인앤인||||변호사|596-3701||서울 서초구 서초동 1708-5|||||||법무법인 인앤인|(은곡빌딩 5층)|||91604
법무법인/오늘||||변호사|031-211-2700|경기 수원시 영통구 광교중앙로248번길 7-2||||||||법무법인 오늘|제5층 제씨 501~3호 (하동,원희캐슬 광교)|||91604
법무법인/사람과사람||||변호사|2055-0500||서울 서초구 서초동 1600-3|||||||법무법인 사람과사람|(대림빌딩 4층)|||91604
법무법인/정맥||||변호사|051-507-7277||부산 연제구 거제동 1497-1|||||||법무법인 정맥|(로윈타워빌딩 2층)|||91604
법무법인/삼원||||변호사|031-413-0101|경기 안산시 단원구 광덕서로 72||||||||법무법인 삼원|105호,106호,204호,205호,304호 (고잔동,중앙법조빌딩)|||91604
법무법인/청주로||||변호사||||||||||법무법인 청주로||||91604
법무법인/지산||||변호사|062-385-6300||광주 서구 치평동 1310-22|||||||법무법인 지산||||91604
법무법인/화산||||변호사|031-212-2222||경기 수원시 영통구 원천동 85-3|||||||법무법인 화산|(화산빌딩 1,2층)|||91604
법무법인/씨에스||||변호사|02-525-8466||서울 서초구 서초동 1554-8|||||||법무법인 씨에스|(행림빌딩 201,202호)|||91604
법무법인/해우||||변호사|568-4330|서울 강남구 테헤란로 124||||||||법무법인 해우|8층 802호 (역삼동,풍림빌딩)|||91604
법무법인/대승||||변호사|031-943-2275|경기 파주시 시청로 9||||||||법무법인 대승|1층 (금촌동)|||91604
법무법인/백석||||변호사|585-3003||서울 서초구 서초동 1673-1|||||||법무법인 백석|(인앤인 빌딩 6층)|||91604
법무법인/월드||||변호사|456-2007|서울 송파구 송파대로 167||||||||법무법인 월드|108호,303호 (문정동,테라타워에이) (확장)서울 송파구 법원로 92,308호 (문정동,파트너스1)|||91604
법무법인/한미||||변호사|733-3951|서울 서초구 남부순환로 2558||||||||법무법인 한미|202호 (서초동,외교센타)|||91604
법무법인/충무||||변호사|3472-2700|서울 서초구 서초중앙로 117||||||||법무법인 충무|7층 (서초동,훈민타워)|||91604
법무법인/우면||||변호사|02-3465-2200|서울 서초구 효령로 304||||||||법무법인 우면|10층 71호 (서초동,국제전자센터)|||91604
법무법인/광교||||변호사|031-214-3900|경기 수원시 영통구 중부대로 316||||||||법무법인 광교|4층,5층,7층 (매탄동,진빌딩)|||91604
법무법인/다온||||변호사|3477-7722|서울 서초구 강남대로53길 7||||||||법무법인 다온|13층 (서초동,강남애니타워)|||91604
법무법인/우원||||변호사|537-0202|서울 서초구 서초대로 330||||||||법무법인 우원|3층 (서초동,영일빌딩)|||91604
법무법인/율가||||변호사|031-374-7474|경기 오산시 법원로 68||||||||법무법인 율가|3층 (궐동,진성빌딩)|||91604
법무법인/세하||||변호사|02-3471-6631|서울 강남구 테헤란로64길 20||||||||법무법인 세하|7층 (대치동,원동방빌딩)|||91604
법무법인/다원||||변호사|599-5333|서울 서초구 서초대로49길 15||||||||법무법인 다원|102호 (서초동,대산빌딩)|||91604
법무법인/은율||||변호사|531-8000|서울 강남구 영동대로 511||||||||법무법인 은율|1004호 (삼성동,트레이드타워)|||91604
법무법인/코러스||||변호사|02-747-9500||서울 종로구 종로4가 5|||||||법무법인 코러스|(한일빌딩 10층 1002호)|||91604
법무법인/대아||||변호사|532-0504|서울 서초구 서초대로49길 12||||||||법무법인 대아|307호 (서초동,한승아스트라2)|||91604
법무법인/삼성||||변호사|055-372-5588||경남 양산시 북부동 414-1|||||||법무법인 삼성|(2층),392-10 (2층)|||91604
법무법인/홍주||||변호사|041-633-8484||충남 홍성군 홍성읍 월산리 864-1|||||||법무법인 홍주|(법전빌딩)|||91604
법무법인/산지||||변호사|02-2055-3300|서울 서초구 서초중앙로 125||||||||법무법인 산지|1층 (서초동,로이어즈타워)|||91604
법무법인/광주로펌||||변호사|063-383-0889||광주 서구 치평동 1208|||||||법무법인 광주로펌|(골드빌오피스텔 102호)|||91604
법무법인/국민||||변호사|02-975-0002|서울 중랑구 봉우재로 45||||||||법무법인 국민|(면목동,지오빌딩) 2층|||91604
법무법인/동일||||변호사|453-9445/9|서울 송파구 송파대로 260||||||||법무법인 동일|912~914호 (가락동,제일오피스텔)|||91604
대한/법무법인||||변호사|590-0900|서울 서초구 동작대로 36||||||||대한 법무법인|3층 (방배동,대광빌딩)|||91604
법무법인/로투스||||변호사|3478-6011|서울 서초구 서초중앙로28길 2||||||||법무법인 로투스|5층 (서초동,승원빌딩)|||91604
법무법인/자우||||변호사|596-9008|서울 서초구 서초중앙로 101||||||||법무법인 자우|5층 (서초동,신아빌딩)|||91604
법무법인/주성||||변호사|043-286-1259||충북 청주시 서원구 산남동 585|||||||법무법인 주성|3층 (하이탑빌딩)|||91604
법무법인/서울중앙||||변호사|591-4570||서울 서초구 서초동 1714-21|||||||법무법인 서울중앙|(웰컴빌딩 1층,102호)|||91604
법무법인/샘||||변호사|031-425-0100||경기 안양시 동안구 평촌동 897|||||||법무법인 샘|(평촌칼라힐주차빌딩 2층)|||91604
법무법인/대화||||변호사|535-2140||서울 서초구 반포동 66-1|||||||법무법인 대화|(코웰빌딩 9층)|||91604
법무법인/나은||||변호사|3472-2396|서울 서초구 서초중앙로29길 12||||||||법무법인 나은|3층 (반포동,화빌딩)|||91604
법무법인/해승||||변호사|593-1985||서울 서초구 서초동 1542-1|||||||법무법인 해승|(동일하이빌 609,610,611호)|||91604
법무법인/서울||||변호사|02-595-5808||서울 서초구 서초동 1573-10|||||||법무법인 서울|(로이어즈타워 13층)|||91604
법무법인/태청||||변호사|2051-8881|서울 강남구 강남대로 246||||||||법무법인 태청|4층 (도곡동,다림빌딩)|||91604
법무법인/유비즈||||변호사|3452-9290|서울 강남구 논현로 418||||||||법무법인 유비즈|6층 (역삼동,휴먼빌딩)|||91604
법무법인/시공||||변호사|561-7123|서울 강남구 테헤란로 223||||||||법무법인 시공|601호 (역삼동,큰길타워빌딩)|||91604
법무법인/송원||||변호사|02-2231-3800||서울 종로구 숭인동 310|||||||법무법인 송원|(종로대우디오빌 304호)|||91604
법무법인/두경||||변호사|032-861-0770|서울 서초구 서초대로 254||||||||법무법인 두경|810호,811호 (서초동,오퓨런스빌딩)|||91604
법무법인/정암||||변호사|593-3115||서울 서초구 서초동 1713-1|||||||법무법인 정암|(한승아스트라빌딩 II빌딩 104호,402호,403호,404호,507호,508호)|||91604
법무법인/홍윤||||변호사|02-3481-2255|서울 서초구 서초대로 255||||||||법무법인 홍윤|4층 (서초동,고덕빌딩)|||91604
법무법인/그린||||변호사|02-521-9399||서울 서초구 서초동 1553-3|||||||법무법인 그린|스타갤러리브릿지빌딩 2층|||91604
법무법인/미래로||||변호사|055-287-9889|경남 창원시 성산구 창이대로 689번길 4-5||||||||법무법인 미래로|2층 (사파동,변호사회관빌딩)|||91604
법무법인/세헌||||변호사|051-507-5506|부산 연제구 법원로 (거제동) 28||||||||법무법인 세헌|508호 (거제동,부산법조타운빌딩)|||91604
법무법인/로텍||||변호사|537-3999|서울 서초구 서초중앙로 52||||||||법무법인 로텍|4층 (서초동,영진빌딩)|||91604
법무법인/서호||||변호사|3785-0110|서울 용산구 새창로 217||||||||법무법인 서호|609~619호 (한강로2가,용산토투밸리)|||91604
법무법인/황해||||변호사|032-251-1000||인천 남구 학익동 20-11|||||||법무법인 황해|20 (반도빌딩 1,2층)|||91604
법무법인/선우||||변호사|02-599-5900||서울 서초구 서초동 1554-5|||||||법무법인 선우|(한승아스트라 9층)|||91604
법무법인/다담||||변호사|501-5100|서울 서초구 서초대로 264||||||||법무법인 다담|8층 (서초동,법조타워)|||91604
법무법인/대송||||변호사|534-2866||서울 서초구 서초동 1626-3|||||||법무법인 대송|제일빌딩 8층|||91604
법무법인/로컴||||변호사|062-236-0001||광주 동구 지산동 708-33|||||||법무법인 로컴||||91604
법무법인/헌암||||변호사|032-252-1940|인천 남구 소성로 171||||||||법무법인 헌암|405호 (학익동,대흥빌딩)|||91604
법무법인/우암||||변호사|582-1661,4|서울 서초구 반포대로30길 48||||||||법무법인 우암|2층 (서초동,신흥빌딩)|||91604
법무법인/정동||||변호사|032-325-0522|경기 부천시 원미구 상일로 126||||||||법무법인 정동|102호,204호 (상동,뉴법조타운)|||91604
법무법인/로웰||||변호사|032-213-7000||인천 남구 학익동 275-5|||||||법무법인 로웰|(현준솔로몬 시티빌딩 301,302,303,108호)|||91604
