##NAME|SUBNAME|X|Y|MAPPERS_TYPE|TELNUM|NEWADDR|ADDR|FEAT1|FEAT2|AREA|DATE|ALTNAME|ETCNAME|ORGNAME|ETCADDR|PNUCODE|RD_JIBUN|MAPPERS_CD@@복지서비스
해드림방문요양센터||126.7641818092|37.663470097|복지서비스|031-8198284|경기도 고양시 일산동구 무궁화로 7-45||노인장기요양시설||||||해드림방문요양센터|323호 (장항동,양우로데오시티플러스)|||200100
하얀마음중산/노인요양공동생활가정||126.7810014498|37.6941717834|복지서비스|031-9777782|경기도 고양시 일산동구 중산로 250||노인장기요양시설||||||하얀마음중산 노인요양공동생활가정|4층 (중산동,정원빌딩)|||200100
사랑노인요양공동생활가정||126.78100144977141|37.694171783413736|복지서비스|031-9766398|경기도 고양시 일산동구 중산로 250||노인장기요양시설||||||사랑노인요양공동생활가정|5층 (중산동,정원빌딩)|||200100
샬롬요양원||126.7810014498|37.6941717834|복지서비스|031-9766398|경기도 고양시 일산동구 중산로 250||사회복지시설||||||샬롬요양원|5층 (중산동)|||200100
카네이션/재가요양센터||126.7801411326577|37.69369807178689|복지서비스|031-9759566|경기도 고양시 일산동구 중산로 241||노인장기요양시설||||||카네이션 재가요양센터|5 (중산동,해태쇼핑)|||200100
성지/노인요양원||126.78033557613615|37.69389304470184|복지서비스|070-86273737|경기도 고양시 일산동구 중산로 245||노인장기요양시설||||||성지 노인요양원|4층 (중산동,대성상가)|||200100
카네이션요양원|일산점|126.7801411326577|37.69369807178689|복지서비스|031-9249545|경기도 고양시 일산동구 중산로 241||사회복지시설||||||카네이션요양원 일산점|5층 (중산동,해태쇼핑)|||200100
카네이션|중산점|126.7801411326577|37.69369807178689|복지서비스|031-9766002|경기도 고양시 일산동구 중산로 241||사회복지시설||||||카네이션 중산점|(중산동,해태쇼핑 4층)|||200100
섬기는/재가방문요양센터||126.7801411327|37.6936980718|복지서비스|031-9754497|경기도 고양시 일산동구 중산로 241||노인장기요양시설||||||섬기는 재가방문요양센터|207,208호 (중산동,해태쇼핑타운)|||200100
굿모닝/홈헬스케어||126.7801411326577|37.69369807178689|복지서비스|031-9116235|경기도 고양시 일산동구 중산로 241||노인장기요양시설||||||굿모닝 홈헬스케어|3 323 (중산동,해태쇼핑타운)|||200100
보리주간보호센터||126.76351948920315|37.657889905482506|복지서비스|031-9198680||경기도 고양시 일산동구 장항동 906|노인장기요양시설||||||보리주간보호센터|일산노인종합복지관|||200100
고양시/일산노인종합복지관||126.76351948920315|37.657889905482506|복지서비스|031-9198677||경기도 고양시 일산동구 장항동 906|사회복지시설||||||고양시 일산노인종합복지관||||200100
하늘빛요양원||126.7800769573|37.6939286017|복지서비스|031-9770599|경기도 고양시 일산동구 탄중로 311-8||노인장기요양시설||||||하늘빛요양원|3층 302호 (중산동,삼성프라자)|||200100
다비다/재가방문센터||126.7800769573|37.6939286017|복지서비스|031-9776363|경기도 고양시 일산동구 탄중로 311-8||노인장기요양시설||||||다비다 재가방문센터|503호 (중산동,삼성프라자)|||200100
늘푸른집아동발달센터||126.7800769573|37.6939286017|복지서비스|031-9765545|경기도 고양시 일산동구 탄중로 311-8||사회서비스제공기관||||||늘푸른집아동발달센터|501,502호 (중산동)|||200100
해누리요양센터||126.77273153666131|37.68590320200006|복지서비스|031-9750251|경기도 고양시 일산서구 탄중로471번길 56||노인장기요양시설||||||해누리요양센터|(일산동,한원메디칼빌딩)|||200100
고양시수어통역센터||126.77105179682516|37.68355381143355|복지서비스|031-9630797|경기도 고양시 일산서구 고양대로672번길 15-7||사회복지시설||||||고양시수어통역센터|(일산동)|||200100
고양시장애인주간보호센터/부설/단기보호시설||126.77105179682516|37.68355381143355|복지서비스|031-9756723|경기도 고양시 일산서구 고양대로672번길 15-7||사회복지시설||||||고양시장애인주간보호센터 부설 단기보호시설|(일산동)|||200100
해누리요양센터||126.77273153666131|37.68590320200006|복지서비스|031-9770887|경기도 고양시 일산서구 탄중로471번길 56||사회복지시설||||||해누리요양센터|1,2,3,4층 (일산동)|||200100
고양시장애인주간보호센터||126.77105179682516|37.68355381143355|복지서비스|031-9756723|경기도 고양시 일산서구 고양대로672번길 15-7||사회복지시설||||||고양시장애인주간보호센터|(일산동)|||200100
선샤인케어센터||126.78014415693961|37.69420983108419|복지서비스|031-9761403|경기도 고양시 일산동구 탄중로 311-16||노인장기요양시설||||||선샤인케어센터|201-6호 (중산동)|||200100
일산차요양원||126.7801441569|37.6942098311|복지서비스|031-9772969|경기도 고양시 일산동구 탄중로 311-16||노인장기요양시설||||||일산차요양원|3층 (중산동,한진프라자)|||200100
고양삼송주간보호센타||126.9007518467|37.654066813|복지서비스|02-31582708|경기도 고양시 덕양구 삼송로221번길 38||노인장기요양시설||||||고양삼송주간보호센타|(지축동)|||200100
행복한/집||126.84270819649718|37.6044783298017|복지서비스|031-8154208||경기도 고양시 덕양구 강매동 168-3|사회복지시설||||||행복한 집||||200100
교육협동조합/달란트교실||126.7655784367|37.6734593256|복지서비스|031-8118111|경기도 고양시 일산서구 대산로 103||사회서비스제공기관||||||교육협동조합 달란트교실|강선마을 상가동 202호 (주엽동,50)|||200100
유앤미직업재활원||126.7675198900385|37.63828889458639|복지서비스|031-9651030|경기도 고양시 일산동구 장대길 84||사회복지시설||||||유앤미직업재활원|(장항동)|||200100
늘사랑의집||126.85939906688206|37.70880782003086|복지서비스|031-9625391||경기도 고양시 덕양구 관산동 551|사회복지시설||||||늘사랑의집|5호|||200100
엘림홈케어||126.76387297937909|37.66936908769802|복지서비스|031-9178850|경기도 고양시 일산서구 중앙로 1406||노인장기요양시설||||||엘림홈케어|419호 (주엽동,한솔코아)|||200100
마음톡/심리상담센터||126.7638729794|37.6693690877|복지서비스|031-9163711|경기도 고양시 일산서구 중앙로 1406||사회서비스제공기관||||||마음톡 심리상담센터|3층 309호 (주엽동,한솔코아)|||200100
일산노인주야간보호센터||126.7638729794|37.6693690877|복지서비스|031-9182300|경기도 고양시 일산서구 중앙로 1406||노인장기요양시설||||||일산노인주야간보호센터|(주엽동,한솔코아 307호)|||200100
나무아동청소년상담센터||126.7639261864|37.6697476051|복지서비스|031-9150175||경기도 고양시 일산서구 주엽동 72|사회서비스제공기관||||||나무아동청소년상담센터|2호 한솔코아 505호|||200100
지원방문요양센터||126.7633762059|37.6687554269|복지서비스|031-9158880|경기도 고양시 일산서구 강선로 49||노인장기요양시설||||||지원방문요양센터|(주엽동,일산 VISTA오피스텔 411호)|||200100
한사랑요양센터||126.7628848112|37.6678786891|복지서비스|031-9126115|경기도 고양시 일산서구 강선로 35||노인장기요양시설||||||(A)한사랑요양센터|(주엽동,강선마을 두산아파트 주상가동 B09호)|||200100
소중한사람/방문목욕센터||126.77459974289393|37.69044770421172|복지서비스|031-9234123||경기도 고양시 일산서구 탄현동 23-48|노인장기요양시설||||||소중한사람 방문목욕센터||||200100
한마음노인요양원||126.7730044575|37.6886066546|복지서비스|031-8185735|경기도 고양시 일산서구 탄중로 482||노인장기요양시설||||||한마음노인요양원|2층 (일산동)|||200100
소중한사람/노인요양시설||126.7745452999571|37.69045480794128|복지서비스|031-9110886|경기도 고양시 일산서구 일청로 80||사회복지시설||||||소중한사람 노인요양시설|(일산동,성동빌딩 )|||200100
예술심리치료연구소/공감||126.766035279|37.6781417108|복지서비스|031-9195575||경기도 고양시 일산서구 일산동 1062|사회서비스제공기관||||||예술심리치료연구소 공감|1호 뉴타운상가 401호|||200100
약손지압안마원||126.7659059961|37.6788802553|복지서비스|031-9151375|경기도 고양시 일산서구 일산로 562||사회서비스제공기관||||||약손지압안마원|지하동 101호 (일산동,신일산연합상가)|||200100
효나누리센터||126.7685477959|37.6838264244|복지서비스|031-9776020|경기도 고양시 일산서구 고양대로632번길 60||노인장기요양시설||||||효나누리센터|303호 (일산동,이안아파트)|||200100
높푸른빛고양사회서비스센터||126.7685477959|37.6838264244|복지서비스|031-9766721|경기도 고양시 일산서구 고양대로632번길 60||사회서비스제공기관||||||높푸른빛고양사회서비스센터|411호 (일산동)|||200100
굿피플||126.7685477959|37.6838264244|복지서비스|031-9766721|경기도 고양시 일산서구 고양대로632번길 60||사회서비스제공기관||||||굿피플 주식회사|401호 (일산동,이안아파트)|||200100
성심/어르신주야간보호센터||126.76854779586621|37.68382642444581|복지서비스|031-9763580|경기도 고양시 일산서구 고양대로632번길 60||노인장기요양시설||||||성심 어르신주야간보호센터|409 (일산동,이안)|||200100
가온누리진로심리상담센터||126.9021680584|37.6491306114|복지서비스|02-3567338|경기도 고양시 덕양구 통일로 140||사회서비스제공기관||||||가온누리진로심리상담센터|A동 333호 (동산동)|||200100
고양시일산종합사회복지관||126.7687407846|37.6844719019|복지서비스|031-9753322||경기도 고양시일산서구 일산1동 620-3|사회서비스제공기관||||||고양시일산종합사회복지관||||200100
일산재활방문요양센터||126.7701848255|37.6867668073|복지서비스|070-88167575|경기도 고양시 일산서구 원일로 69||사회서비스제공기관||||||일산재활방문요양센터|130호 (일산동,씨티프라자)|||200100
온누리요양원2호||126.77018482548466|37.68676680733491|복지서비스|031-9762226|경기도 고양시 일산서구 원일로 69||사회복지시설||||||온누리요양원2호|306호 (일산동,씨티프라자)|||200100
일산시티요양원||126.77018482548466|37.68676680733491|복지서비스|031-9761200|경기도 고양시 일산서구 원일로 69||사회복지시설||||||일산시티요양원|4층 (일산동,씨티프라자)|||200100
온누리요양원1호||126.7701848255|37.6867668073|복지서비스|031-9752225|경기도 고양시 일산서구 원일로 69||사회복지시설||||||온누리요양원1호|301호 (일산동,씨티프라자)|||200100
보금자리요양원||126.7701848255|37.6867668073|복지서비스|031-9751252|경기도 고양시 일산서구 원일로 69||사회복지시설||||||보금자리요양원|3층 5호 (일산동,시티프라자)|||200100
1004엔젤스방문요양센터||126.7642548934|37.6403546764|복지서비스|070-82888432|경기도 고양시 일산동구 장대길 128-30||노인장기요양시설||||||1004엔젤스방문요양센터|2층 (장항동)|||200100
고양시일산종합사회복지관||126.76850485561927|37.68451108197421|복지서비스|031-9753322|경기도 고양시 일산서구 고양대로 654||사회복지시설||||||고양시일산종합사회복지관|(일산동)|||200100
백송노인주간보호센터||126.7685048556|37.684511082|복지서비스|031-9751344|경기도 고양시 일산서구 고양대로 654||사회복지시설||||||백송노인주간보호센터|(일산동)|||200100
소통과/공감/언어심리상담센터||126.7619296553|37.6702589516|복지서비스|031-8182116|경기도 고양시 일산서구 중앙로 1426||사회서비스제공기관||||||소통과 공감 언어심리상담센터|7층 707호 (주엽동,일송노블레스)|||200100
가정방문요양센터||126.77340698681152|37.691944640919345|복지서비스|031-9300360|경기도 고양시 일산서구 일청로91번길 24||사회복지시설||||||가정방문요양센터|303호 (일산동)|||200100
고양/위드맘케어||126.7658371374|37.6820335367|복지서비스|031-9762939|경기도 고양시 일산서구 후곡로 58||사회서비스제공기관||||||고양 위드맘케어|상가동 2층 3201-2호 (일산동,후곡마을3단지)|||200100
한소망의집||126.79617399499432|37.70841995611658|복지서비스|031-9777970||경기도 고양시 일산동구 성석동 992-4|사회복지시설||||||한소망의집||||200100
한사랑의/집||126.79618743579391|37.70848124549912|복지서비스|031-9777458|경기도 고양시 일산동구 성현로93번길 25-19||사회복지시설||||||한사랑의 집|(성석동)|||200100
우림누리||126.79618743579391|37.70848124549912|복지서비스|031-9193485|경기도 고양시 일산동구 성현로93번길 25-19||사회복지시설||||||우림누리|101호 (성석동)|||200100
고양시/설문동/장애인직업재활원||126.81390082455886|37.71414341427597|복지서비스|031-9778929|경기도 고양시 일산동구 장진천길46번길 89-12||사회복지시설||||||고양시 설문동 장애인직업재활원|(설문동)|||200100
늘푸른/아동청소년상담센터||126.7604975926|37.6700578372|복지서비스|031-9167533|경기도 고양시 일산서구 중앙로 1437||사회서비스제공기관||||||늘푸른 아동청소년상담센터|7층 5호 (주엽동,화성프라자)|||200100
한국재가센터||126.7602854987|37.6697474699|복지서비스|031-9183355|경기도 고양시 일산서구 주화로 70||노인장기요양시설||||||한국재가센터|705호 (주엽동,우신프라자)|||200100
늘푸른방문요양센터||126.77016772620094|37.689368791240526|복지서비스|031-9115920||경기도 고양시 일산서구 탄현동 33-2|노인장기요양시설||||||늘푸른방문요양센터|미주8차상가 다동 2층|||200100
밝은아침/요양원||126.79672549121074|37.70912366691727|복지서비스|031-9770286|경기도 고양시 일산동구 성현로93번길 25-24||노인장기요양시설||||||밝은아침 요양원|(성석동)|||200100
밝은아침케어센터||126.79672549121074|37.70912366691727|복지서비스|031-9770286|경기도 고양시 일산동구 성현로93번길 25-24||사회복지시설||||||밝은아침케어센터|성석동|||200100
밝은아침/재가센터||126.79672549121074|37.70912366691727|복지서비스|031-9770204|경기도 고양시 일산동구 성현로93번길 25-24||노인장기요양시설||||||밝은아침 재가센터|2 (성석동)|||200100
일산/재활/방문요양센터||126.7678708752|37.6871370812|복지서비스|070-88167575|경기도 고양시 일산서구 원일로 51||노인장기요양시설||||||일산 재활 방문요양센터|401호 (일산동,메이저프라자)|||200100
홀트보호작업장||126.77477116261254|37.69524842566112|복지서비스|031-9146629|경기도 고양시 일산서구 탄현로 42||사회복지시설||||||홀트보호작업장|(탄현동)|||200100
홀트일산복지타운||126.77477116261254|37.69524842566112|복지서비스|031-9146632|경기도 고양시 일산서구 탄현로 42||사회복지시설||||||홀트일산복지타운|(탄현동)|||200100
홀트장애인주간보호센터||126.77477116261254|37.69524842566112|복지서비스|031-9146634|경기도 고양시 일산서구 탄현로 42||사회복지시설||||||홀트장애인주간보호센터|(탄현동)|||200100
홀트장애인종합체육관||126.77477116261254|37.69524842566112|복지서비스|031-9146635|경기도 고양시 일산서구 탄현로 42||사회복지시설||||||홀트장애인종합체육관|(탄현동)|||200100
한국가족상담연구소||126.7597121447|37.6703950075|복지서비스|031-9087179|경기도 고양시 일산서구 중앙로 1443||사회서비스제공기관||||||한국가족상담연구소|4층 401호 (주엽동,가람상가)|||200100
고양시문촌9종합사회복지관||126.76017781014521|37.67221593055666|복지서비스|031-9170202|경기도 고양시 일산서구 주엽로 156||사회복지시설||||||고양시문촌9종합사회복지관|(주엽동,문촌마을9단지)|||200100
고양노블데이케어센터||126.8709812171|37.7081615497|복지서비스|031-9623021|경기도 고양시 덕양구 동헌로 127-3||노인장기요양시설||||||고양노블데이케어센터|(관산동,1층 일부)|||200100
고양노블요양원||126.87098121714475|37.70816154973174|복지서비스|031-9623021|경기도 고양시 덕양구 동헌로 127-3||사회복지시설||||||고양노블요양원|1층 (관산동)|||200100
이레노인요양공동생활가정||126.82202006053218|37.71654893204443|복지서비스|031-9775404|경기도 고양시 일산동구 지영로147번길 89||노인장기요양시설||||||이레노인요양공동생활가정|(설문동)|||200100
좋은사람들/노인요양센터||126.76042138562538|37.674018380810836|복지서비스|031-9084008||경기도 고양시 일산서구 주엽동 강선마을9단지아파트 902동 204호 |노인장기요양시설||||||좋은사람들 노인요양센터||||200100
아가페21||126.77031191336837|37.69114219128036|복지서비스|031-9771004|경기도 고양시 일산서구 일청로91번길 82||사회복지시설||||||아가페21|3층 301호 (일산동)|||200100
백합요양원||126.7763431655|37.6973524898|복지서비스|031-9148700|경기도 고양시 일산서구 탄중로275번길 66||사회복지시설||||||백합요양원|1층 (탄현동)|||200100
백합센터||126.7763431655|37.6973524898|복지서비스|031-9115666|경기도 고양시 일산서구 탄중로275번길 66||노인장기요양시설||||||백합센터|(탄현동,2층 일부)|||200100
사랑의동산||126.81947045950363|37.60046269897561|복지서비스|031-9702754|경기도 고양시 덕양구 행주산성로116번길 8||사회복지시설||||||사랑의동산|(행주외동)|||200100
희망요양보호센터||126.76042138562538|37.674018380810836|복지서비스|031-8160273||경기도 고양시 일산서구 주엽동 문촌마을3단지아파트 305동 902호 |노인장기요양시설||||||희망요양보호센터||||200100
백합복지용구센터||126.7763431655|37.6973524898|복지서비스|031-9115666|경기도 고양시 일산서구 탄중로275번길 66||노인장기요양시설||||||백합복지용구센터|(탄현동,2층 일부)|||200100
오렌지실버케어센터||126.75915820927875|37.670642547599506|복지서비스|031-8143119|경기도 고양시 일산서구 중앙로 1449||노인장기요양시설||||||오렌지실버케어센터|206호 (주엽동,효원메이저)|||200100
일산VIP요양원||126.77588080342437|37.69726511843846|복지서비스|031-9158883|경기도 고양시 일산서구 탄중로275번길 72||노인장기요양시설||||||일산VIP요양원|(탄현동)|||200100
고양시장애인자립생활센터||126.8719202097114|37.70816257346097|복지서비스|031-9118080|경기도 고양시 덕양구 동헌로 127-19||사회복지시설||||||고양시장애인자립생활센터|(관산동)|||200100
즐거운장애인자립생활센터||126.7591582093|37.6706425476|복지서비스|031-9140423|경기도 고양시 일산서구 중앙로 1449||사회서비스제공기관||||||즐거운장애인자립생활센터|904호 (주엽동,효원메이저빌딩)|||200100
고양시문촌9종합사회복지관||126.7591582093|37.6706425476|복지서비스|031-9170202|경기도 고양시 일산서구 중앙로 1449||사회서비스제공기관||||||고양시문촌9종합사회복지관|7층 702호 (주엽동,효원빌딩)|||200100
큰사랑실버요양센터||126.7593767157|37.6717746218|복지서비스|031-9152088|경기도 고양시 일산서구 강성로 147||노인장기요양시설||||||큰사랑실버요양센터|805호 (주엽동,동문시티프라자)|||200100
효마루실버홈||126.86205520233467|37.7123896231126|복지서비스|031-9644325|경기도 고양시 덕양구 고골길84번길 11||사회복지시설||||||효마루실버홈|(관산동)|||200100
청솔어르신행복드림센터||126.75937671567442|37.67177462180697|복지서비스|031-9161572|경기도 고양시 일산서구 강성로 147||노인장기요양시설||||||청솔어르신행복드림센터|502호 (주엽동,동문시티프라자)|||200100
간호박사동산재가센터||126.75937671567442|37.67177462180697|복지서비스|031-9192949|경기도 고양시 일산서구 강성로 147||노인장기요양시설||||||간호박사동산재가센터|6 609-2 (주엽동,동문시티프라자)|||200100
사랑과행복실버케어센터||126.7589738934|37.6715575646|복지서비스|031-9235672|경기도 고양시 일산서구 중앙로 1456||노인장기요양시설||||||사랑과행복실버케어센터|405-1호 (주엽동,서현프라자)|||200100
한양JY심리발달센터||126.7589738934|37.6715575646|복지서비스|031-9112266|경기도 고양시 일산서구 중앙로 1456||사회서비스제공기관||||||한양JY심리발달센터|210호 (주엽동,서현프라자)|||200100
임마누엘/노인복지센터||126.75898171407785|37.671943199128485|복지서비스|031-9258291|경기도 고양시 일산서구 주엽로 150||노인장기요양시설||||||임마누엘 노인복지센터|804호 (주엽동,자유프라자)|||200100
한나실버타운||126.82654080373062|37.71756115440847|복지서비스|031-9626938|경기도 고양시 일산동구 지영로229번길 31-18||노인장기요양시설||||||한나실버타운|(지영동)|||200100
한나의집||126.82654080373062|37.71756115440847|복지서비스|031-9626938|경기도 고양시 일산동구 지영로229번길 31-18||사회복지시설||||||한나의집|(지영동)|||200100
하이상담복지센터||126.7589817141|37.6719431991|복지서비스|031-9020291|경기도 고양시 일산서구 주엽로 150||사회서비스제공기관||||||하이상담복지센터|408호 (주엽동,자유프라자)|||200100
산모도우미119||126.7589817141|37.6719431991|복지서비스|031-9183519|경기도 고양시 일산서구 주엽로 150||사회서비스제공기관||||||산모도우미119|210호 (주엽동,자유프라자)|||200100
해바라기/의료기||126.75898171407785|37.671943199128485|복지서비스|070-75732208|경기도 고양시 일산서구 주엽로 150||노인장기요양시설||||||해바라기 의료기|502호 (주엽동,자유프라자)|||200100
일산서구햇빛촌장애인자립센터||126.7585316694|37.6709079561|복지서비스|031-9187377|경기도 고양시 일산서구 중앙로 1455||사회서비스제공기관||||||일산서구햇빛촌장애인자립센터|2층 285호 (주엽동,대우시티프라자)|||200100
일산서구햇빛촌장애인자립생활센터||126.75853166939885|37.67090795605826|복지서비스|031-9187377|경기도 고양시 일산서구 중앙로 1455||사회복지시설||||||일산서구햇빛촌장애인자립생활센터|235호호 (주엽동,(주엽동,대우시티프라자))|||200100
고양/YWCA||126.7585543155|37.6709152102|복지서비스|031-9194040||경기도 고양시 일산서구 주엽동 115|사회서비스제공기관||||||고양 YWCA|1호 시대프라자 5층|||200100
청아학습발달센타||126.7585543155|37.6709152102|복지서비스|031-8127585||경기도 고양시 일산서구 주엽동 115|사회서비스제공기관||||||청아학습발달센타|대우시티프라자 308호|||200100
해피베이비/일산지사||126.7585316694|37.6709079561|복지서비스|031-9243713|경기도 고양시 일산서구 중앙로 1455||사회서비스제공기관||||||해피베이비 일산지사|814호 (주엽동,대우시티프라자)|||200100
소망의집||126.82051212973114|37.71727102738008|복지서비스|031-9778671|경기도 고양시 일산동구 문원길102번길 51||노인장기요양시설||||||소망의집|(설문동)|||200100
서일산요양기관||126.76588480913269|37.687064681104175|복지서비스|031-9771325|경기도 고양시 일산서구 원일로 32||노인장기요양시설||||||서일산요양기관|1층 5호 (일산동)|||200100
고양YWCA||126.75811519410816|37.67070888755043|복지서비스|031-9194040|경기도 고양시 일산서구 주엽로 134||노인장기요양시설||||||고양YWCA|(주엽동,시대프라자 5층)|||200100
에바다요양원||126.7650037361|37.6860394204|복지서비스|031-9113110|경기도 고양시 일산서구 고양대로 618||사회복지시설||||||에바다요양원|4층층 (일산동,풍원리빙프라자)|||200100
에바다/요양원||126.76500373605415|37.686039420384674|복지서비스|031-9113110|경기도 고양시 일산서구 고양대로 618||사회복지시설||||||에바다 요양원|4층 (일산동,풍원리빙프라자)|||200100
어깨동무/헬퍼방문요양||126.76500373605415|37.686039420384674|복지서비스|031-9199004|경기도 고양시 일산서구 고양대로 618||노인장기요양시설||||||어깨동무 헬퍼방문요양|208호 (일산동,풍원리빙프라자)|||200100
행복요양원||126.75967124603054|37.64088962195939|복지서비스|031-9068077|경기도 고양시 일산동구 장대길105번길 156||노인장기요양시설||||||행복요양원|(장항동)|||200100
늘푸른직업재활원||126.8639963823113|37.71262252733383|복지서비스|031-9637489|경기도 고양시 덕양구 고골길 100-15||사회복지시설||||||늘푸른직업재활원|(관산동)|||200100
e/한나의집||126.82665263565619|37.71824245351332|복지서비스|031-9626938|경기도 고양시 일산동구 지영로229번길 31-18||사회복지시설||||||e 한나의집|(지영동)|||200100
행복한요양원/2관||126.83928735231979|37.718390093454715|복지서비스|031-9632201|경기도 고양시 일산동구 공릉천로 300-12||노인장기요양시설||||||행복한요양원 2관|(지영동)|||200100
행복한사람들||126.83928735231979|37.718390093454715|복지서비스|031-9668506|경기도 고양시 일산동구 공릉천로 300-12||노인장기요양시설||||||행복한사람들|(지영동)|||200100
행복한요양원/2관||126.8392873523|37.7183900935|복지서비스|070-82248507|경기도 고양시 일산동구 공릉천로 300-12||사회복지시설||||||행복한요양원 2관|(지영동)|||200100
행복한/주간보호센터||126.8392873523|37.7183900935|복지서비스|031-9632201|경기도 고양시 일산동구 공릉천로 300-12||노인장기요양시설||||||행복한 주간보호센터|(지영동)|||200100
고양여자중장기청소년쉼터||126.7699179643|37.6938803867|복지서비스|031-9181366|경기도 고양시 일산서구 현중로26번길 37-9||사회복지시설||||||고양여자중장기청소년쉼터|(탄현동)|||200100
은총요양보호센터||126.76115847088191|37.68170701070556|복지서비스|031-8118055||경기도 고양시 일산서구 일산동 1050|노인장기요양시설||||||은총요양보호센터|후곡마을 603동 502호|||200100
행복한/요양원/3관||126.83926372608973|37.7188261315803|복지서비스|070-82248507|경기도 고양시 일산동구 공릉천로 300-20||노인장기요양시설||||||행복한 요양원 3관|(지영동)|||200100
행복한/요양원/3관||126.8392774456|37.7187756959|복지서비스|070-44408730|경기도 고양시 일산동구 공릉천로 300-20||사회복지시설||||||행복한 요양원 3관|(지영동)|||200100
베누스토/일산/오케스트라||126.7566620055|37.6700355708|복지서비스|031-9120481|경기도 고양시 일산서구 주엽로 121||사회서비스제공기관||||||베누스토 일산 오케스트라|B 101호 (주엽동)|||200100
한국치료교육지원센터||126.7703918927|37.6946201096|복지서비스|031-9122136|경기도 고양시 일산서구 탄중로233번길 25||사회서비스제공기관|||||경기|㈜한국치료교육지원센터(경기)|2층 203호 (탄현동,양우프라자)|||200100
새소망노인복지센터||126.76946919270814|37.69380743232001|복지서비스|031-9157504|경기도 고양시 일산서구 탄중로221번길 9||노인장기요양시설||||||새소망노인복지센터|지층 (탄현동)|||200100
하늘그림||126.76457107209926|37.68806034660083|복지서비스|031-9760387|경기도 고양시 일산서구 원일로21번길 19||사회복지시설||||||하늘그림|2층 (일산동,일신건영빌딩)|||200100
동산/홈케어||126.82339766216383|37.71911697099467|복지서비스|031-9761033|경기도 고양시 일산동구 문원길102번길 113||노인장기요양시설||||||동산 홈케어|(설문동)|||200100
동산/홈케어||126.82339766216383|37.71911697099467|복지서비스|070-41164496|경기도 고양시 일산동구 문원길102번길 113||사회복지시설||||||동산 홈케어|(설문동)|||200100
동산홈케어||126.8233976622|37.719116971|복지서비스|070-41164496|경기도 고양시 일산동구 문원길102번길 113||사회서비스제공기관||||||동산홈케어|(설문동)|||200100
고양시니어/재가방문요양센터||126.9064247338|37.6414648923|복지서비스|02-3896820|경기도 고양시 덕양구 통일로 43-168||노인장기요양시설||||||고양시니어 재가방문요양센터|(동산동,나동 일부)|||200100
신애원||126.90642473381767|37.64146489229107|복지서비스|02-3554305|경기도 고양시 덕양구 통일로 43-168||사회복지시설||||||신애원|(동산동)|||200100
홀트일산요양원||126.77094922017051|37.696264570738514|복지서비스|031-9146632|경기도 고양시 일산서구 탄현로 42||사회복지시설||||||홀트일산요양원|탄현동|||200100
815케어||126.82439400054906|37.71986806748523|복지서비스|031-18003815|경기도 고양시 일산동구 문원길120번길 158-13||노인장기요양시설||||||(주)815케어|(설문동)|||200100
장수마을||126.86774218449072|37.71336919033199|복지서비스|031-9644152|경기도 고양시 덕양구 고골길 138-2||사회복지시설||||||장수마을|(관산동)|||200100
행복한사람들/하늘채||126.82805399633523|37.72042846059814|복지서비스|031-9668506|경기도 고양시 일산동구 공릉천로 300-28||사회복지시설||||||행복한사람들 하늘채|(지영동)|||200100
행복한사람들요양원||126.82805399633523|37.72042846059814|복지서비스|070-47344810|경기도 고양시 일산동구 공릉천로 300-12||사회복지시설||||||행복한사람들요양원|(지영동)|||200100
안나의집||126.79560593961313|37.713749125243375|복지서비스|031-9779182|경기도 고양시 일산동구 고봉로678번길 143-9||노인장기요양시설||||||안나의집|(성석동)|||200100
물샘재가방문요양복지센터||126.76994858252897|37.69718161649823|복지서비스|070-86165207|경기도 고양시 일산서구 탄현로 60||노인장기요양시설||||||물샘재가방문요양복지센터|탄현마을 상가동 207호 (탄현동)|||200100
희망주야간보호센터||126.8526202236754|37.71882556522175|복지서비스|031-9628338|경기도 고양시 덕양구 내유길 30||노인장기요양시설||||||희망주야간보호센터|(내유동)|||200100
희망의마을/요양원||126.8526202237|37.7188255652|복지서비스|031-9628338|경기도 고양시 덕양구 내유길 30||노인장기요양시설||||||희망의마을 요양원|(내유동)|||200100
희망의마을요양원||126.8526202236754|37.71882556522175|복지서비스|031-9628338|경기도 고양시 덕양구 내유길 30||사회복지시설||||||희망의마을요양원|(내유동)|||200100
희망의마을양로원||126.8526202236754|37.71882556522175|복지서비스|031-9628338|경기도 고양시 덕양구 내유길 30||사회복지시설||||||희망의마을양로원|(내유동)|||200100
모든학교||126.7585407822|37.6820872982|복지서비스|02-5773856|경기도 고양시 일산서구 일산로 638||사회서비스제공기관|||||경기지점|㈜모든학교(경기지점)|401호 (대화동,성저빌딩 )|||200100
장수방문요양파견센터||126.75822969755009|37.68153165953153|복지서비스|031-9150555|경기도 고양시 일산서구 일산로635번길 8-2||노인장기요양시설||||||장수방문요양파견센터|(대화동,1층)|||200100
홍익심리상담연구소/부설/탄현/교육센터||126.7633630139|37.6900400742|복지서비스|031-9167425|경기도 고양시 일산서구 산현로17번길 9||사회서비스제공기관||||||홍익심리상담연구소 부설 탄현 교육센터|402호 (탄현동,부건프라자)|||200100
