##NAME|SUBNAME|X|Y|MAPPERS_TYPE|TELNUM|NEWADDR|ADDR|FEAT1|FEAT2|AREA|DATE|ALTNAME|ETCNAME|ORGNAME|ETCADDR|PNUCODE|RD_JIBUN|MAPPERS_CD@@BHC치킨
BHC치킨앤비어|신월스타점|||BHC치킨|0226089004||서울 양천구 신월동 115-19|맥주판매||||||BHC치킨앤비어 신월스타점||||80615
BHC치킨앤비어|신월점|||BHC치킨|02-2692-9222||서울 양천구 신월동 517-8|맥주판매||||||BHC치킨앤비어 신월점||||80615
BHC치킨앤비어|신정동일점|||BHC치킨|02-3666-9290||서울 양천구 신월동 981-13|맥주판매||||||BHC치킨앤비어 신정동일점||||80615
BHC치킨앤비어|신제주점|||BHC치킨|064-900-5353|제주특별자치도 제주시 원노형남1길 23||맥주판매||||||BHC치킨앤비어 신제주점|(노형동)|||80615
BHC치킨앤비어|신중동점|||BHC치킨|032-325-7799|경기도 부천시 원미구 소향로 248||맥주판매||||||BHC치킨앤비어 신중동점|101,202호 (중동)|||80615
BHC치킨|신천중앙점|||BHC치킨|031-311-1666|경기도 시흥시 수인로3335번길 16-1||||||||BHC치킨 신천중앙점|(신천동)|||80615
BHC치킨앤비어|신촌점|||BHC치킨|02-363-9292|서울시 서대문구 연세로 4길 34||맥주판매||||||BHC치킨앤비어 신촌점||||80615
BHC치킨|신탄진점|||BHC치킨|042-932-9990||대전 대덕구 덕암동 3-23|||||||BHC치킨 신탄진점||||80615
BHC치킨|신태인읍점|||BHC치킨|063-571-3626||전북 정읍시 신태인읍 142-10|||||||BHC치킨 신태인읍점||||80615
BHC치킨앤비어|신포점|||BHC치킨|032-765-8892||인천 중구 신포동 11-3|맥주판매||||||BHC치킨앤비어 신포점||||80615
BHC치킨앤비어|신흥수진역점|||BHC치킨|031-758-9935|경기도 성남시 수정구 산성대로 215번길 3||맥주판매||||||BHC치킨앤비어 신흥수진역점||||80615
BHC치킨|심곡본동점|||BHC치킨|032-652-7999||경기 부천시 소사구 심곡본동 723-3|||||||BHC치킨 심곡본동점||||80615
BHC치킨|쌍봉행복점|||BHC치킨|041-551-2006|충남 천안시 서북구 봉명로 10||||||||BHC치킨 쌍봉행복점|(쌍용동,회춘건강원)|||80615
BHC치킨|쌍용2동점|||BHC치킨|041-575-9559||충남 천안시 서북구 쌍용동 1342|||||||BHC치킨 쌍용2동점|1층 101호,102호|||80615
BHC치킨앤비어|아산배방점|||BHC치킨|041-541-4995||충남 아산시 배방읍 북수리 1186|맥주판매||||||BHC치킨앤비어 아산배방점|1층|||80615
BHC치킨|아산신창점|||BHC치킨|041-544-9289|충남 아산시 신창면 온천대로 984||||||||BHC치킨 아산신창점|210동 2층 207-2호|||80615
BHC치킨|아산실옥점|||BHC치킨|041-548-9987||충남 아산시 실옥동 169-3|||||||BHC치킨 아산실옥점|벽산아파트 상가 101호|||80615
BHC치킨앤비어|아산이지더원점|||BHC치킨|041-534-6633||충남 아산시 둔포면 석곡리 1801|맥주판매||||||BHC치킨앤비어 아산이지더원점||||80615
BHC치킨앤비어|아산탕정점|||BHC치킨|0415310902|충남 아산시 탕정면 탕정면로8번길 39-2||맥주판매||||||BHC치킨앤비어 아산탕정점||||80615
BHC치킨|아산풍기점|||BHC치킨|041-543-7900||충남 아산시 용화동 풍기동 440|||||||BHC치킨 아산풍기점||||80615
BHC치킨앤비어|아주대점|||BHC치킨|031-214-8292||경기도 수원시 영통구 매탄1동 101-47|맥주판매||||||BHC치킨앤비어 아주대점||||80615
BHC치킨|아차산점(2)|||BHC치킨|02-2205-1004||서울 광진구 구의동 32-33|||||||BHC치킨 아차산점(2)||||80615
BHC치킨|아현점|||BHC치킨|02-365-1253||서울 마포구 아현동 702-6.|||||||BHC치킨 아현점||||80615
BHC치킨앤비어|안동대점(2)|||BHC치킨|054-822-3553|경북 안동시 용상동 송천1길 142||맥주판매||||||BHC치킨앤비어 안동대점(2)||||80615
BHC치킨|안동정하점|||BHC치킨|054-841-9983|경북 안동시 강남1길 96||||||||BHC치킨 안동정하점|(정하동)|||80615
BHC치킨|안동중앙점|||BHC치킨|054-857-4455||경북 안동시 금곡동 116-6|||||||BHC치킨 안동중앙점|외1필|||80615
BHC치킨|안락뜨란채점(명변)|||BHC치킨|051-527-9252|부산광역시 동래구 연안로59번길 78||||||||BHC치킨 안락뜨란채점(명변)|(안락동)|||80615
BHC치킨|안락점|||BHC치킨|051-528-6969|부산광역시 동래구 안락로 28-2||||||||BHC치킨 안락점|(안락동)|||80615
BHC치킨앤비어|안면도점|||BHC치킨|041-673-1244||충남 태안군 안면읍 승언리 1240-11|맥주판매||||||BHC치킨앤비어 안면도점||||80615
BHC치킨|안산/원곡점|||BHC치킨|031-494-9997|경기도 안산시 단원구 원선로 61-5||||||||BHC치킨 안산/원곡점|102호 (원곡동)|||80615
BHC치킨|안산고잔점|||BHC치킨|031-413-4999|경기 안산시 단원구 초지동로 73||||||||BHC치킨 안산고잔점|황금프라자 108호|||80615
BHC치킨|안산대부도점|||BHC치킨|032-887-5892||경기 안산시 단원구 대부북동 451-4|||||||BHC치킨 안산대부도점|1층|||80615
BHC치킨앤비어|안산문화광장점|||BHC치킨|031-481-9499|경기도 안산시 단원구 광덕대로 154||맥주판매||||||BHC치킨앤비어 안산문화광장점|(고잔동,로데오타운319~323)|||80615
BHC치킨앤비어|안산반월점|||BHC치킨|031-438-7555||경기 안산시 상록구 건건동 577-5|맥주판매||||||BHC치킨앤비어 안산반월점|1층|||80615
BHC치킨앤비어|안산본오점|||BHC치킨|031-418-2112||경기 안산시 상록구 본오동 915-5|맥주판매||||||BHC치킨앤비어 안산본오점|1층 102호|||80615
BHC치킨|안산부곡점|||BHC치킨|031-417-4777||경기 안산시 상록구 부곡동 539|||||||BHC치킨 안산부곡점||||80615
BHC치킨|안산사동점|||BHC치킨|031-407-7292||경기 안산시 상록구 사2동 1410-5|||||||BHC치킨 안산사동점||||80615
BHC치킨|안산선부2동점|||BHC치킨|031-410-9122||경기 안산시 단원구 선부2동 974-8|||||||BHC치킨 안산선부2동점||||80615
BHC치킨|안산신길점|||BHC치킨|031-414-0002||경기 안산시 단원구 신길동 710|||||||BHC치킨 안산신길점||||80615
BHC치킨|안산와동점|||BHC치킨|031-414-9982|경기 안산시 단원구 회정로1길 7||||||||BHC치킨 안산와동점|101호 (와동)|||80615
BHC치킨|안산월피점|||BHC치킨|031-484-8001||경기 안산시 상록구 월피동 445-21|||||||BHC치킨 안산월피점|오성빌딩 115|||80615
BHC치킨|안산이동점|||BHC치킨|031-408-3277|경기도 안산시 상록구 충장로6안길 31||||||||BHC치킨 안산이동점|(이동)|||80615
BHC치킨앤비어|안산중앙역점|||BHC치킨|031-413-2303|경기 안산시 단원구 고잔1길 45||맥주판매||||||BHC치킨앤비어 안산중앙역점|(고잔동,G.M프라자) 206호|||80615
BHC치킨|안산초지점|||BHC치킨|031-402-5999||경기 안산시 단원구 초지동 737|||||||BHC치킨 안산초지점|그린빌아파트 17단지 상가|||80615
BHC치킨|안성공도점|||BHC치킨|031-654-1203|경기도 안성시 공도읍 공도2로 7-17||||||||BHC치킨 안성공도점||||80615
BHC치킨|안성당왕점|||BHC치킨|0316773884||경기 안성시 서운면 당왕동 550|||||||BHC치킨 안성당왕점||||80615
BHC치킨앤비어|안성죽산점|||BHC치킨|031-676-9266||경기 안성시 죽산면 죽산리 628-1|맥주판매||||||BHC치킨앤비어 안성죽산점||||80615
BHC치킨|안성중앙대점(2)|||BHC치킨|031-675-8725||경기 안성시 대덕면 내리 684-12|||||||BHC치킨 안성중앙대점(2)|1층 일부 3호|||80615
BHC치킨|안성중앙점|||BHC치킨|031-676-2030||경기 안성시 대천동 122|||||||BHC치킨 안성중앙점||||80615
BHC치킨앤비어|안양1동점|||BHC치킨|0314429989|경기도 안양시 동안구 경수대로 947||맥주판매||||||BHC치킨앤비어 안양1동점|105호 (비산동,화성파크드림)|||80615
BHC치킨|안양3동점|||BHC치킨|031-444-5330||경기 안양시 만안구 안양동 908-4|||||||BHC치킨 안양3동점||||80615
BHC치킨|안양5동점|||BHC치킨|031-449-1400||경기 안양시 만안구 안양동 472-8|||||||BHC치킨 안양5동점|1층|||80615
BHC치킨|안양관양점|||BHC치킨|031-425-8279||경기 안양시 동안구 관양동 1449|||||||BHC치킨 안양관양점|1층|||80615
BHC치킨앤비어|안양석수중앙|||BHC치킨|031-474-8900|경기도 안양시 만안구 석천로 196||맥주판매||||||BHC치킨앤비어 안양석수중앙|(석수동)|||80615
BHC치킨앤비어|안양석수행복점|||BHC치킨|0314739250|경기도 안양시 만안구 연현로1번길 76||맥주판매||||||BHC치킨앤비어 안양석수행복점|525동101호|||80615
BHC치킨|안양성결점|||BHC치킨|031-449-5253||경기 안양시 만안구 안양8동 599-1|||||||BHC치킨 안양성결점||||80615
BHC치킨|안양평촌2점|||BHC치킨|031-385-1771||경기 안양시 동안구 호계동 1057|||||||BHC치킨 안양평촌2점|경남아파트상가 109호|||80615
BHC치킨|안양호계점|||BHC치킨|031-427-5681|경기도 안양시 동안구 갈산로 61||||||||BHC치킨 안양호계점|(호계동)|||80615
BHC치킨|안중점|||BHC치킨|031-681-1332|경기도 평택시 안중읍 안중로 18번길 2-8||||||||BHC치킨 안중점||||80615
BHC치킨|암사점|||BHC치킨|02-426-7177||서울 강동구 암사동 491-64|||||||BHC치킨 암사점|1층 101|||80615
BHC치킨|압구정본점|||BHC치킨|02-514-9288||서울 강남구 압구정동 454|||||||BHC치킨 압구정본점|신사상가지상1층A-1-13-3호|||80615
BHC치킨앤비어|압구정역점|||BHC치킨|02-547-0875|서울특별시 강남구 논현로157길 8||맥주판매||||||BHC치킨앤비어 압구정역점|지상1층 (신사동,반도빌딩)|||80615
BHC치킨|애월점|||BHC치킨|0647999213|제주시 애월읍 애월로 126||||||||BHC치킨 애월점|1층|||80615
BHC치킨|야탑점|||BHC치킨|031-704-0092||경기 성남시 분당구 야탑동 215|||||||BHC치킨 야탑점||||80615
BHC치킨|약대(부천삼정)점|||BHC치킨|032-677-9797||경기 부천시 오정구 삼정동 295-21|||||||BHC치킨 약대(부천삼정)점||||80615
BHC치킨|약수점|||BHC치킨|0222365588||서울 중구 신당동 320-5|||||||BHC치킨 약수점||||80615
BHC치킨|양구점|||BHC치킨|033-482-8110||강원 양구군 양구읍 상리 567|||||||BHC치킨 양구점||||80615
BHC치킨|양덕원점|||BHC치킨|033-432-1144|강원 홍천군 남면 양덕원로 76||||||||BHC치킨 양덕원점||||80615
BHC치킨|양벌점|||BHC치킨|031-767-7670|경기도 광주시 오포읍 마루들길 205||||||||BHC치킨 양벌점||||80615
BHC치킨앤비어|양산범어점|||BHC치킨|055-372-3331|경남 양산시 물금읍 화합4길 7-11||맥주판매||||||BHC치킨앤비어 양산범어점||||80615
BHC치킨|양산부산대점|||BHC치킨|055-384-4668|경남 양산시 물금읍 오봉로 20||||||||BHC치킨 양산부산대점||||80615
BHC치킨|양산서창점|||BHC치킨|055-363-8292|경남 양산시 삼호로 129||||||||BHC치킨 양산서창점|1층 (삼호동)|||80615
BHC치킨앤비어|양산석산점|||BHC치킨|055-366-9669||경남 양산시 동면 금산리 1422-5|맥주판매||||||BHC치킨앤비어 양산석산점||||80615
BHC치킨|양산소주점|||BHC치킨|055-363-9252|경남 양산시 소주회야로 161||||||||BHC치킨 양산소주점|1층|||80615
BHC치킨|양산신도시점|||BHC치킨|055-362-9293||경남 양산시 중부동 687-3|||||||BHC치킨 양산신도시점|청림타워 107호|||80615
BHC치킨앤비어|양산증산점(2)|||BHC치킨|055-367-9911||경남 양산시 물금읍 증산리 |맥주판매||||||BHC치킨앤비어 양산증산점(2)||||80615
BHC치킨앤비어|양수리점|||BHC치킨|031-773-8118|경기도 양평군 양서면 북한강로 4||맥주판매||||||BHC치킨앤비어 양수리점||||80615
BHC치킨|양양점|||BHC치킨|033-671-7419|강원 양양군 양양읍 양양로 84-1||||||||BHC치킨 양양점||||80615
BHC치킨앤비어|양양현남점|||BHC치킨|033-673-9292||강원 양양군 양양읍 현남면 시변리 33-1|맥주판매||||||BHC치킨앤비어 양양현남점||||80615
BHC치킨앤비어|양재역|||BHC치킨|02-577-8378||서울 서초구 양재동 12-10|맥주판매||||||BHC치킨앤비어 양재역|휴플러스 101호|||80615
BHC치킨|양재점|||BHC치킨|02-577-8584||서울 강남구 개포동 1236-6|||||||BHC치킨 양재점||||80615
BHC치킨앤비어|양정시민공원점|||BHC치킨|051-863-7757||부산 부산진구 양정동 506-27|맥주판매||||||BHC치킨앤비어 양정시민공원점|(1층)|||80615
BHC치킨앤비어|양정염포점|||BHC치킨|052-222-5588||울산시 북구 양정동 603-9|맥주판매||||||BHC치킨앤비어 양정염포점|1층|||80615
BHC치킨앤비어|양주광적점|||BHC치킨|031-855-8982|경기도 양주시 광적면 가래비13길 3||맥주판매||||||BHC치킨앤비어 양주광적점|1층|||80615
BHC치킨|양주덕정점|||BHC치킨|031-868-0044||경기 양주시 고암동 582|||||||BHC치킨 양주덕정점||||80615
BHC치킨|양주백석점|||BHC치킨|031-829-5400|경기도 양주시 백석읍 꿈나무로 300||||||||BHC치킨 양주백석점|(세아청솔아파트상가)|||80615
BHC치킨|양주삼숭점|||BHC치킨|031-848-8212|경기도 양주시 삼숭로38번길 102||||||||BHC치킨 양주삼숭점|양주프라자3상가 5102호|||80615
BHC치킨|양주옥정|||BHC치킨|031-857-7717||경기도 양주시 옥정동 1079-5|||||||BHC치킨 양주옥정||||80615
BHC치킨앤비어|양주은현점|||BHC치킨|031-866-3339||경기 양주시 은현면 봉암리 419-6|맥주판매||||||BHC치킨앤비어 양주은현점||||80615
BHC치킨|양지점|||BHC치킨|0315719907||경기도 남양주시 오남읍 오남리 732-1|||||||BHC치킨 양지점||||80615
BHC치킨|양천향교점|||BHC치킨|02-3661-8292|서울특별시 강서구 강서로 462||||||||BHC치킨 양천향교점|(등촌동)|||80615
BHC치킨|양평개군점|||BHC치킨|031-774-2191||경기 양평군 개군면 하자포리 223-3|||||||BHC치킨 양평개군점|외 1필지|||80615
BHC치킨|양평벽산점|||BHC치킨|031-771-2888||경기 양평군 양평읍 백안리 875-1|||||||BHC치킨 양평벽산점||||80615
BHC치킨앤비어|양평역점|||BHC치킨|02-2632-9929|서울특별시 영등포구 선유서로 100||맥주판매||||||BHC치킨앤비어 양평역점|(양평동1가,지상1층)|||80615
BHC치킨|양평옥천점|||BHC치킨|031-771-0396|경기 양평군 옥천면 옥천길 41||||||||BHC치킨 양평옥천점||||80615
BHC치킨앤비어|양평점|||BHC치킨|031-774-3445||경기 양평군 양평읍 양근리 172-8|맥주판매||||||BHC치킨앤비어 양평점||||80615
BHC치킨|양평현대점|||BHC치킨|02-2677-3607|서울 영등포구 선유로 207||||||||BHC치킨 양평현대점|(양평동3가,양평동 6차 현대아파트) 1층 103-1호|||80615
BHC치킨|어방점|||BHC치킨|055-325-2733||경남 김해시 어방동 357-4|||||||BHC치킨 어방점||||80615
BHC치킨|어양대박점|||BHC치킨|063-836-9970||전북 익산시 어양동 709|||||||BHC치킨 어양대박점|자이아파트 상가 108|||80615
BHC치킨|에코메트로점|||BHC치킨|0324219945|인천 남동구 아암대로 1503번길 32||||||||BHC치킨 에코메트로점|상가동 101호|||80615
BHC치킨앤비어|여수/학동점|||BHC치킨|061-691-7282||전남 여수시 학동 90-1|맥주판매||||||BHC치킨앤비어 여수/학동점||||80615
BHC치킨앤비어|여수국동점|||BHC치킨|061-641-8279||전남 여수시 봉산동 251-3|맥주판매||||||BHC치킨앤비어 여수국동점||||80615
BHC치킨|여수봉계둔덕점|||BHC치킨|0616549290||전남 여수시 둔덕동 266|||||||BHC치킨 여수봉계둔덕점|라온@상가|||80615
BHC치킨앤비어|여수소호점|||BHC치킨|061-682-1192|전남 여수시 소호동 소호5길 6-6||맥주판매||||||BHC치킨앤비어 여수소호점||||80615
BHC치킨앤비어|여수엑스포광장점|||BHC치킨|061-665-9393||전남 여수시 공화동 82-2|맥주판매||||||BHC치킨앤비어 여수엑스포광장점||||80615
BHC치킨앤비어|여수여서점|||BHC치킨|061-652-9945||전남 여수시 문수동 122-6|맥주판매||||||BHC치킨앤비어 여수여서점||||80615
BHC치킨|여수웅천점|||BHC치킨|061-685-4860|전남 여수시 웅천로 19-35||||||||BHC치킨 여수웅천점|(웅천동,106호)|||80615
BHC치킨|여수죽림무선점|||BHC치킨|061-681-6955|전남 여수시 소라면 죽림로 63||||||||BHC치킨 여수죽림무선점||||80615
BHC치킨|여월작동점|||BHC치킨|032-677-8292|경기도 부천시 오정구 여월로 70||||||||BHC치킨 여월작동점|(여월동,두오파크프라자)|||80615
BHC치킨앤비어|여의도역점|||BHC치킨|02-761-3306||서울 영등포구 여의도동 26|맥주판매||||||BHC치킨앤비어 여의도역점|에스트레뉴3층|||80615
BHC치킨|여의도점|||BHC치킨|02-782-9282|서울특별시 영등포구 63로 45||||||||BHC치킨 여의도점|여의도시범아파트 여의도동,시범상가2,3,4동 108호|||80615
BHC치킨|여주대점|||BHC치킨|031-883-5510||경기 여주시 교동 23-3|||||||BHC치킨 여주대점||||80615
BHC치킨|여주점|||BHC치킨|031-883-5566||경기 여주시 현암동 164-23|||||||BHC치킨 여주점|101호|||80615
BHC치킨앤비어|연경점|||BHC치킨|053-247-9979|대구 북구 서변동 연경중앙로4길 14||맥주판매||||||BHC치킨앤비어 연경점||||80615
BHC치킨앤비어|연동점|||BHC치킨|064-747-4000|제주특별자치도 제주시 삼무로 27||맥주판매||||||BHC치킨앤비어 연동점|(연동)|||80615
BHC치킨|연무점|||BHC치킨|041-741-9192||충남 논산시 연무읍 동산리 901-1|||||||BHC치킨 연무점|902-4가동|||80615
BHC치킨|연수/선학점|||BHC치킨|032-815-0302||인천 연수구 선학동 352|||||||BHC치킨 연수/선학점|뉴서울 1차 상가동 117호|||80615
BHC치킨|연수대박점|||BHC치킨|032-812-7002|인천광역시 연수구 샘말로30번길 20||||||||BHC치킨 연수대박점||||80615
BHC치킨앤비어|연수동남점(2)(비어존)|||BHC치킨|032-811-5557|인천광역시 연수구 함박뫼로 70||맥주판매||||||BHC치킨앤비어 연수동남점(2)(비어존)|(연수동,1층)|||80615
BHC치킨앤비어|연신내점|||BHC치킨|02-355-9285|서울특별시 은평구 연서로29길 8-9||맥주판매||||||BHC치킨앤비어 연신내점|지하1층,지상1층 (갈현동)|||80615
BHC치킨|연천전곡점(가칭)|||BHC치킨|031-832-5900|경기 연천군 전곡읍 밤골로 16||||||||BHC치킨 연천전곡점(가칭)||||80615
BHC치킨|연평점|||BHC치킨|032-832-7751|인천광역시 옹진군 연평면 연평중앙로13번길 37-8||||||||BHC치킨 연평점||||80615
BHC치킨앤비어|연향2호점|||BHC치킨||전남 순천시 연향상가2길 7||맥주판매||||||BHC치킨앤비어 연향2호점|(연향동)|||80615
BHC치킨|연희점|||BHC치킨|02-333-5303|서울특별시 서대문구 증가로 28||||||||BHC치킨 연희점|1층 (연희동)|||80615
BHC치킨|염창점|||BHC치킨|02-3661-9282||서울 강서구 염창동 246-9|||||||BHC치킨 염창점||||80615
BHC치킨|영도신도시점|||BHC치킨|0514138282|부산 영도구 남항동 남항로 28||||||||BHC치킨 영도신도시점||||80615
BHC치킨앤비어|영동상촌점|||BHC치킨|043-743-3232||충북 영동군 상촌면 임산리 324-5|맥주판매||||||BHC치킨앤비어 영동상촌점||||80615
BHC치킨앤비어|영등포공원점|||BHC치킨|02-845-9288||서울 영등포구 영등포동 580-100|맥주판매||||||BHC치킨앤비어 영등포공원점||||80615
BHC치킨|영등포아크로타워점|||BHC치킨|01043797703||서울 영등포구 영등포동 7가 203|||||||BHC치킨 영등포아크로타워점|아크로타워 12동 2호|||80615
BHC치킨|영어교육도시점|||BHC치킨|064-792-9992|제주 서귀포시 대정읍 에듀시티로 148||||||||BHC치킨 영어교육도시점|상가 106호 (삼정에듀)|||80615
BHC치킨|영주점(경북)|||BHC치킨|054-631-0777||경북 영주시 휴천동 463-4|||||||BHC치킨 영주점(경북)||||80615
BHC치킨|영주행복점|||BHC치킨|054-635-7889||경북 영주시 영주동 536-6|||||||BHC치킨 영주행복점||||80615
BHC치킨앤비어|영주혁신점|||BHC치킨|054-637-0920||경북 영주시 가흥동 1713-2|맥주판매||||||BHC치킨앤비어 영주혁신점||||80615
BHC치킨|영천1호점|||BHC치킨|054-335-9292|경북 영천시 문외동 중앙동1길 2||||||||BHC치킨 영천1호점||||80615
BHC치킨|영천점|||BHC치킨|031-376-9294|경기 화성시 동탄순환대로25길 24||||||||BHC치킨 영천점|(영천동) 1층 102호|||80615
BHC치킨|영통사랑점|||BHC치킨|031-205-5585||경기 수원시 영통구 영통동 쌍용아파트상가 102호 |||||||BHC치킨 영통사랑점||||80615
BHC치킨앤비어|오남점|||BHC치킨|031-571-9225||경기 남양주시 오남리 415|맥주판매||||||BHC치킨앤비어 오남점||||80615
BHC치킨앤비어|오라점|||BHC치킨|064-747-9285|제주특별자치도 제주시 연사길 79||맥주판매||||||BHC치킨앤비어 오라점|(오라이동)|||80615
BHC치킨|오류1점|||BHC치킨|02-2060-9989||서울 구로구 오류2동 156-29|||||||BHC치킨 오류1점||||80615
BHC치킨앤비어|오류동역점|||BHC치킨|02-2611-3399||서울 구로구 오류동 56-39|맥주판매||||||BHC치킨앤비어 오류동역점|1층|||80615
BHC치킨|오류초교점|||BHC치킨|02-2615-3322||서울 구로구 오류동 24-20|||||||BHC치킨 오류초교점||||80615
BHC치킨|오목천점|||BHC치킨|031-291-7576|경기 수원시 권선구 오목천로 31||||||||BHC치킨 오목천점|101호 (오목천동,로뎀프라자)|||80615
BHC치킨|오산궐동점(2)|||BHC치킨|031-377-4999|경기 오산시 법원로15번길 15-13||||||||BHC치킨 오산궐동점(2)|(궐동,최고빌)|||80615
BHC치킨앤비어|오산누읍점|||BHC치킨|031-376-3256||경기 오산시 누읍동 431-1|맥주판매||||||BHC치킨앤비어 오산누읍점||||80615
BHC치킨앤비어|오산세교점|||BHC치킨|031-376-8555||경기 오산시 내삼미동 861-8|맥주판매||||||BHC치킨앤비어 오산세교점|103호|||80615
BHC치킨|오산세마점|||BHC치킨|031-376-8820|경기도 오산시 양산로 462||||||||BHC치킨 오산세마점|상가동1층104호 (양산동,세마이편한세상)|||80615
BHC치킨|오산원동점|||BHC치킨|031-374-9983|경기 오산시 원동 오산로 62번길 15-6||||||||BHC치킨 오산원동점|(갈곶동,1층)|||80615
BHC치킨앤비어|오이도점|||BHC치킨|031-499-9800|경기 시흥시 정왕동 오이도중앙로36번길 4-8||맥주판매||||||BHC치킨앤비어 오이도점||||80615
BHC치킨앤비어|오전고천점|||BHC치킨|031-456-8892||경기 의왕시 오전동 314-26|맥주판매||||||BHC치킨앤비어 오전고천점||||80615
BHC치킨|오창점|||BHC치킨|043-217-8209||충북 청주시 청원구 오창읍 장대리 277-2|||||||BHC치킨 오창점|1층|||80615
BHC치킨앤비어|오포점|||BHC치킨|031-717-9293|경기도 광주시 오포읍 능평로 101||맥주판매||||||BHC치킨앤비어 오포점||||80615
BHC치킨|옥동행복점|||BHC치킨|054-854-9282|경북 안동시 옥광1길 17||||||||BHC치킨 옥동행복점|(옥동,삼성1차아파트)|||80615
BHC치킨|옥련점|||BHC치킨|032-831-3044|인천 연수구 옥련동 한나무로 105번길 68||||||||BHC치킨 옥련점|현대4차상가 109호|||80615
BHC치킨|옥포/강림점|||BHC치킨|053-616-9989|대구광역시 달성군 옥포면 돌미로2길 1||||||||BHC치킨 옥포/강림점||||80615
BHC치킨|온양온천점|||BHC치킨|041-547-0777||충남 아산시 모종동 583-50|||||||BHC치킨 온양온천점||||80615
BHC치킨|온양용화점|||BHC치킨|041-545-6454||충남 아산시 용화동 704|||||||BHC치킨 온양용화점||||80615
BHC치킨앤비어|온천중앙점|||BHC치킨|051-557-4747||부산 동래구 온천동 151-26|맥주판매||||||BHC치킨앤비어 온천중앙점||||80615
BHC치킨앤비어|완도노화점(3)|||BHC치킨|061-552-8868||전남 완도군 노화읍 이포리 892|맥주판매||||||BHC치킨앤비어 완도노화점(3)||||80615
BHC치킨|완주봉동점|||BHC치킨|063-262-7600|전북 완주군 봉동읍 원둔산6길 8-2||||||||BHC치킨 완주봉동점||||80615
BHC치킨앤비어|왕십리점|||BHC치킨|02-2253-1092|서울특별시 중구 왕십리로 413||맥주판매||||||BHC치킨앤비어 왕십리점|(신당동) 1층|||80615
BHC치킨|왜관점(3)|||BHC치킨|054-974-9949|경북 칠곡군 왜관읍 중앙로 10길 12||||||||BHC치킨 왜관점(3)||||80615
BHC치킨앤비어|외도점|||BHC치킨|064-711-7757|제주특별자치도 제주시 우정로11길 8||맥주판매||||||BHC치킨앤비어 외도점|(외도일동,1층)|||80615
BHC치킨앤비어|용답점|||BHC치킨|02-2213-7797||서울 성동구 용답동 49-4|맥주판매||||||BHC치킨앤비어 용답점||||80615
BHC치킨앤비어|용문광탄점|||BHC치킨|031-775-9992||경기 양평군 용문면 광탄리 74-16|맥주판매||||||BHC치킨앤비어 용문광탄점||||80615
BHC치킨앤비어|용문다문점|||BHC치킨|0317757009||경기 양평군 용문면 다문리 354-2|맥주판매||||||BHC치킨앤비어 용문다문점||||80615
BHC치킨앤비어|용상점(경북)|||BHC치킨|054-823-3326|경북 안동시 경동로 937||맥주판매||||||BHC치킨앤비어 용상점(경북)|1층 (용상동)|||80615
BHC치킨앤비어|용암행복점|||BHC치킨|043-285-1577|충북 청주시 상당구 중흥로 137||맥주판매||||||BHC치킨앤비어 용암행복점|(용암동)|||80615
BHC치킨앤비어|용인/명지대점|||BHC치킨|031-337-0555|경기 용인시 처인구 명지로116번길 24-2||맥주판매||||||BHC치킨앤비어 용인/명지대점|(남동) 1층|||80615
BHC치킨앤비어|용인공세점|||BHC치킨|031-282-5882|경기도 용인시 기흥구 탑실로 116||맥주판매||||||BHC치킨앤비어 용인공세점|(공세동,탑실마을대주피오레2단지아파트)|||80615
BHC치킨|용인구갈새천년점|||BHC치킨|031-275--8844||경기 용인시 기흥구 구갈동 344|||||||BHC치킨 용인구갈새천년점||||80615
BHC치킨앤비어|용인남사점|||BHC치킨|031-338-9288|경기 용인시 처인구 남사면 한숲로 45||맥주판매||||||BHC치킨앤비어 용인남사점|(아곡리) 옐로우상가 117호|||80615
BHC치킨앤비어|용인동백점|||BHC치킨|031-679-0905|경기도 용인시 기흥구 동백죽전대로 444||맥주판매||||||BHC치킨앤비어 용인동백점|9001호 (중동,쥬네브썬월드빌딩)|||80615
BHC치킨앤비어|용인둔전점|||BHC치킨|031-328-8389|경기도 용인시 처인구 포곡읍 포곡로 146||맥주판매||||||BHC치킨앤비어 용인둔전점||||80615
BHC치킨|용인모현점|||BHC치킨|031-332-3324||경기 용인시 처인구 모현면 왕산리 794-7|||||||BHC치킨 용인모현점||||80615
BHC치킨앤비어|용인상하점|||BHC치킨|031-283-7504||경기 용인시 기흥구 상하동 241-3|맥주판매||||||BHC치킨앤비어 용인상하점|상하빌딩 106,107호|||80615
BHC치킨앤비어|용인서천점|||BHC치킨|031-203-9296|경기 용인시 기흥구 서천서로20번길 4-4||맥주판매||||||BHC치킨앤비어 용인서천점||||80615
BHC치킨|용인송전점|||BHC치킨|031-336-0206||경기 용인시 처인구 이동면 송전리 715-8|||||||BHC치킨 용인송전점||||80615
BHC치킨|용인양지점|||BHC치킨|031-335-9983||경기 용인시 양지면 양지리 598-10|||||||BHC치킨 용인양지점||||80615
BHC치킨앤비어|용인영덕점|||BHC치킨|031-284-9982||경기 용인시 기흥구 영덕동 14-2|맥주판매||||||BHC치킨앤비어 용인영덕점||||80615
