##NAME|SUBNAME|X|Y|MAPPERS_TYPE|TELNUM|NEWADDR|ADDR|FEAT1|FEAT2|AREA|DATE|ALTNAME|ETCNAME|ORGNAME|ETCADDR|PNUCODE|RD_JIBUN|MAPPERS_CD@@병원장례식장
창원경상대학교병원장례식장||128.7029174|35.1910651|병원장례식장|055-214-1900|경상남도 창원시 성산구 삼정자로 9||임대||||||창원경상대학교병원장례식장|(성주동)|||91903
디케이동천병원국화원장례식장||129.350481|35.568524|병원장례식장|052-294-4443|울산광역시 중구 외솔큰길 215||임대||||||디케이동천병원국화원장례식장|(남외동)|||91903
울산병원장례식장||129.3230201|35.5466856|병원장례식장|052-227-1024|울산광역시 남구 월평로171번길 19||임대||||||울산병원장례식장|(신정동)|||91903
조은금강병원장례식장||128.8615992|35.2623034|병원장례식장|055-330-0400|경상남도 김해시 김해대로 1814-37||직영||||||조은금강병원장례식장|(삼계동)|||91903
양산서울요양병원장례식장||129.0419026|35.357828|병원장례식장|055-381-4144|경상남도 양산시 삼성7길 11-14||직영||||||양산서울요양병원장례식장|양산서울요양병원장례식장 (북정동)|||91903
굿모닝병원장례식장||129.3198756|35.5349553|병원장례식장|052-256-7444|울산광역시 남구 삼산로 110||임대||||||굿모닝병원장례식장|(달동)|||91903
현대병원장례식장||128.8713956|35.2490459|병원장례식장|055-331-0036|경상남도 김해시 구산로 23||임대||||||현대병원장례식장|(구산동)|||91903
늘푸른장례식장||128.6718707|35.1528061|병원장례식장|055-551-8000|경상남도 창원시 진해구 충장로 181||임대||||||늘푸른장례식장|(여좌동)|||91903
새웅상병원장례식장||129.1686461|35.4115454|병원장례식장|055-362-4444|경상남도 양산시 서창동1길 7||임대||||||새웅상병원장례식장|(삼호동)|||91903
한마음병원장례식장||128.0979442|34.9352149|병원장례식장|055-835-2410|경상남도 사천시 향촌4길 127||임대||||||한마음병원장례식장|(향촌동,한마음병원)|||91903
녹십자요양병원장례식장||128.88548|35.22757|병원장례식장|055-338-3501|경상남도 김해시 호계로 416||임대||||||녹십자요양병원장례식장|녹십자요양병원 (부원동)|||91903
김해한솔병원장례식장||128.8872901|35.2271591|병원장례식장|055-321-6624|경상남도 김해시 김해대로 2379-1||임대||||||김해한솔병원장례식장|(부원동)|||91903
중앙병원장례식장||126.4210798|34.8212302|병원장례식장|061-262-6666|전라남도 목포시 영산로 623||직영||||||중앙병원장례식장|(석현동)|||91903
전남중앙병원장례식장||126.375908|34.8104844|병원장례식장|061-273-4444|전라남도 목포시 고하대로 724||임대||||||전남중앙병원장례식장|(산정동)|||91903
목포시의료원장례식장||126.4051886|34.8038158|병원장례식장|061-260-6444|전라남도 목포시 이로로 18||직영||||||목포시의료원장례식장|(용해동,목포의료원)|||91903
남해병원장례식장||127.8939026|34.8468758|병원장례식장|055-863-5444|경상남도 남해군 남해읍 화전로 175||직영||||||남해병원장례식장|(아산리)|||91903
좋은장례식장||129.0138139|35.2595887|병원장례식장|051-911-4444|부산광역시 북구 금곡대로 586||임대||||||좋은장례식장|(금곡동)|||91903
울산대학교병원장례식장||129.42881|35.51995|병원장례식장|052-250-8444|울산광역시 동구 방어진순환도로 881||직영||||||울산대학교병원장례식장|(전하동,울산대학교병원)|||91903
참사랑장례식장||126.3798929|34.7928788|병원장례식장|061-244-4400|전라남도 목포시 차범석길35번길 9||임대||||||참사랑장례식장|(북교동)|||91903
침례병원장례식장||129.0940618|35.2675609|병원장례식장|051-923-1334|부산광역시 금정구 금단로 200||임대||||||침례병원장례식장|(남산동,침례병원)|||91903
행림병원/장례식장||129.091065|35.254467|병원장례식장|051-582-1024||부산광역시 금정구 구서동 194-5|임대||||||행림병원 장례식장|행림병원 장례식장|||91903
세명병원장례식장||128.8135368|35.101272|병원장례식장|055-541-4444|경상남도 창원시 진해구 용원서로 42||임대||||||세명병원장례식장|(용원동)|||91903
경남도립노인전문병원장례식장||128.3595157|34.913026|병원장례식장|055-640-1919|경상남도 통영시 도산면 남해안대로 1818||직영||||||경남도립노인전문병원장례식장|(도선리)|||91903
동남권원자력의학원장례식장||129.243613|35.3214832|병원장례식장|051-720-5421|부산광역시 기장군 장안읍 좌동길 40||직영||||||동남권원자력의학원장례식장|(좌동리,동남권원자력의학원)|||91903
성산현대요양병원장례식장||129.0853543|35.217368|병원장례식장|051-558-7996|부산광역시 동래구 시실로 12||임대||||||성산현대요양병원장례식장|지하1층 (명륜동,현대병원)|||91903
광혜병원장례식장||129.0744464|35.2098296|병원장례식장|051-506-1022|부산광역시 동래구 미남로146번길 11||임대||||||광혜병원장례식장|(온천동,광혜병원장례식장)|||91903
갑을녹산병원장례식장||128.8533057|35.0906026|병원장례식장|051-972-1024|부산광역시 강서구 녹산산단321로 24-8||임대||||||갑을녹산병원장례식장|(송정동,녹산한마음병원)|||91903
대동병원장례식장||129.0802502|35.2045213|병원장례식장|051-550-9991|부산광역시 동래구 충렬대로 187||임대||||||대동병원장례식장|(명륜동)|||91903
세웅병원장례식장||129.1040842|35.214399|병원장례식장|051-527-7711|부산광역시 금정구 서동로 162||임대||||||세웅병원장례식장|(서동)|||91903
강산병원장례식장||129.1098433|35.2162131|병원장례식장|051-532-9119|부산광역시 금정구 공단로 7||임대||||||강산병원장례식장|(금사동)|||91903
금사장례식장||129.1152495|35.2155391|병원장례식장|051-977-4444|부산광역시 금정구 반송로 470||임대||||||금사장례식장|금사장례식장 (지하1층) (금사동)|||91903
반송장례식장||129.1470851|35.2277586|병원장례식장|051-525-1024|부산광역시 해운대구 반송로 832||임대||||||반송장례식장|(반송동)|||91903
동래봉생병원장례식장||129.0964074|35.1971164|병원장례식장|051-531-7100|부산광역시 동래구 안연로109번길 26||임대||||||동래봉생병원장례식장|(안락동)|||91903
수병원장례식장||129.068751|35.174419|병원장례식장|051-853-1024|부산광역시 부산진구 동평로 401||임대||||||수병원장례식장|(양정동)|||91903
e좋은병원장례식장||128.41952|34.88786|병원장례식장|055-648-3444|경상남도 통영시 광도면 죽림해안로 26-12||임대||||||e좋은병원장례식장|(죽림리)|||91903
부산백병원장례식장||129.0208401|35.1462564|병원장례식장|051-894-4400|부산광역시 부산진구 복지로 75||임대||||||부산백병원장례식장|(개금동)|||91903
온종합병원/장례식장||129.0499681|35.1578057|병원장례식장|051-607-0111|부산광역시 부산진구 가야대로 721||직영||||||온종합병원 장례식장|(당감동)|||91903
동의병원장례식장||129.0767511|35.1690471|병원장례식장|051-866-3757|부산광역시 부산진구 양정로 52-57||임대||||||동의병원장례식장|(양정동)|||91903
통영서울병원장례식장||128.4140828|34.8707086|병원장례식장|055-644-9959|경상남도 통영시 광도면 남해안대로 857||임대||||||통영서울병원장례식장|(죽림리)|||91903
기장고려병원장례식장||129.2194729|35.2413249|병원장례식장|051-721-1024|부산광역시 기장군 기장읍 차성남로 103||임대||||||기장고려병원장례식장|(청강리,기장고려병원)|||91903
춘해병원장례식장||129.0583856|35.1469735|병원장례식장|051-638-0044|부산광역시 부산진구 중앙대로 605||임대||||||춘해병원장례식장|(범천동)|||91903
기장병원장례식장||129.216446|35.2358805|병원장례식장|051-724-1024|부산광역시 기장군 기장읍 대청로72번길 6||임대||||||기장병원장례식장|(청강리,기장병원)|||91903
21C한일병원장례식장||128.5206265|34.9015989|병원장례식장|055-634-1014|경상남도 거제시 사등면 지석로 70||직영||||||21C한일병원장례식장|(지석리)|||91903
수영나라장례식장||129.1133174|35.1683235|병원장례식장|051-714-4444|부산광역시 수영구 연수로 404||임대||||||수영나라장례식장|(광안동)|||91903
삼육부산병원장례식장||129.0112693|35.112519|병원장례식장|051-246-4114|부산광역시 서구 대티로 170||임대||||||삼육부산병원장례식장|(서대신동2가)|||91903
봉생병원장례식장||129.0503957|35.1309523|병원장례식장|051-638-4411|부산광역시 동구 중앙대로 401||임대||||||봉생병원장례식장|(좌천동)|||91903
청십자병원장례식장||129.0483631|35.127825|병원장례식장|051-469-1024|부산광역시 동구 중앙대로 364||직영||||||청십자병원장례식장|(수정동)|||91903
인창병원장례식장||129.0428152|35.1218416|병원장례식장|051-464-5858|부산광역시 동구 중앙대로 281||임대||||||인창병원장례식장|(초량동)|||91903
메리놀병원장례식장||129.0323992|35.1073029|병원장례식장|051-465-1024|부산광역시 중구 중구로 121||임대||||||메리놀병원장례식장|(대청동4가)|||91903
유한회사보람||127.2939397|34.6210043|병원장례식장|061-830-3300|전라남도 고흥군 고흥읍 고흥로 1935||임대||||||유한회사보람|(남계리)|||91903
해운대백병원장례식장||129.1822042|35.1733441|병원장례식장|051-711-4400|부산광역시 해운대구 해운대로 875||임대||||||해운대백병원장례식장|(좌동,인제대학교해운대백병원)|||91903
정요양병원장례식장||129.0389054|35.0916072|병원장례식장|051-410-1777|부산광역시 영도구 절영로 32||직영||||||정요양병원장례식장|(대교동1가,정요양병원)|||91903
우리원병원장례식장||128.9709128|35.0558972|병원장례식장|051-264-3535|부산광역시 사하구 다대로 565||임대||||||우리원병원장례식장|(다대동)|||91903
성심장례식장||129.1717063|35.1624872|병원장례식장|051-747-5600|부산광역시 해운대구 좌동순환로 462||직영||||||성심장례식장|(중동,성심병원)|||91903
맑은샘병원장례식장||128.6445173|34.8985117|병원장례식장|055-636-4800|경상남도 거제시 연초면 거제대로 4477||임대||||||맑은샘병원장례식장|(연사리,맑은샘병원)|||91903
부산성모병원장례식장||129.1092|35.110167|병원장례식장|051-933-7480|부산광역시 남구 용호로232번길 25-14||직영||||||부산성모병원장례식장|(용호동)|||91903
굿뉴스요양병원장례식장||128.583841|34.8573816|병원장례식장|055-633-0844|경상남도 거제시 거제면 거제남서로 3554||임대||||||굿뉴스요양병원장례식장|(서정리,굿뉴스병원)|||91903
해남우리병원장례식장||126.64703|34.58463|병원장례식장|061-532-4446|전라남도 해남군 옥천면 해남로 597||임대||||||해남우리병원장례식장|(영신리)|||91903
녹동현대병원장례식장||127.1457469|34.5465248|병원장례식장|061-843-4444|전라남도 고흥군 도양읍 차경구렁목길 211||임대||||||녹동현대병원장례식장|(용정리)|||91903
대우병원장례식장||128.7217033|34.8722413|병원장례식장|055-680-8444|경상남도 거제시 두모길 16||직영||||||대우병원장례식장|(두모동,대우병원)|||91903
울릉군보건의료원장례식장||130.8985208|37.4899374|병원장례식장|054-790-6871|경상북도 울릉군 울릉읍 울릉순환로 396-18||직영||||||울릉군보건의료원장례식장|(도동리)|||91903
제주대학교병원장례식장||126.5457558|33.4670429|병원장례식장|064-717-2900|제주특별자치도 제주시 아란13길 15||직영||||||제주대학교병원장례식장|(아라일동,제주대학병원)|||91903
제주의료원장례식장||126.5601453|33.4452709|병원장례식장|064-720-2195|제주특별자치도 제주시 산천단남길 10||직영||||||제주의료원장례식장|(아라일동)|||91903
서귀포의료원장례식장||126.5640461|33.2560418|병원장례식장|064-730-3710|제주특별자치도 서귀포시 장수로 47||직영||||||서귀포의료원장례식장|(동홍동)|||91903
밀양병원장례식장||None|None|병원장례식장|055-356-9411|경상남도 밀양시 밀양대로 1823||임대||||||밀양병원장례식장|(삼문동)|||91903
순천향천안장례식장||None|None|병원장례식장|041-570-2444|충청남도 천안시 동남구 순천향6길 30||직영||||||순천향천안장례식장|(봉명동,순천향대학교천안병원)|||91903
진영병원/장례식장||None|None|병원장례식장|055-345-1444|경상남도 김해시 진영읍 김해대로334번길 9||직영||||||진영병원 장례식장|진영병원|||91903
신광/익산병원장례식장||None|None|병원장례식장|063-8510-9444|전라북도 익산시 무왕로 969||임대||||||신광 익산병원장례식장|익산병원장례식장 (신동,익산병원)|||91903
세민병원장례식장||None|None|병원장례식장|052-293-4445|울산광역시 중구 학성로 184||임대||||||세민병원장례식장|지하1층 (학성동,울산세민병원)|||91903
아산유리요양병원/장례식장||None|None|병원장례식장|041-549-1044|충청남도 아산시 도고면 도고면로 179||직영||||||아산유리요양병원 장례식장|아산유리요양병원 (기곡리)|||91903
농촌사랑장례식장||None|None|병원장례식장|043-651-4444|충청북도 제천시 북부로13길 94||직영||||||농촌사랑장례식장|(천남동,제천병원)|||91903
성민병원/장례식장||None|None|병원장례식장|032-571-4444|인천광역시 서구 칠천왕로33번길 17||임대||||||성민병원 장례식장|(석남동)|||91903
비에스종합병원장례식장||None|None|병원장례식장|032-216-4444||인천광역시 강화군 강화읍 남산리 292|임대||||||비에스종합병원장례식장|비에스종합병원 별관 지하1층 장례식장|||91903
수/장례식장||None|None|병원장례식장|033-745-4440|강원도 원주시 문막읍 원문로 1419||임대||||||수 장례식장|(동화리,연세메디하임병원)|||91903
효산병원장례식장||None|None|병원장례식장|053-768-4448|대구광역시 수성구 동대구로 245||직영||||||효산병원장례식장|(범어동,효산병원)|||91903
인천기독병원장례식장||None|None|병원장례식장|032-765-4440|인천광역시 중구 답동로30번길 10||임대||||||인천기독병원장례식장|(율목동,인천기독병원)|||91903
남울산보람국화원||None|None|병원장례식장|052-239-1024|울산광역시 울주군 온양읍 덕남로 233||임대||||||남울산보람국화원|(동상리)|||91903
한양대학교구리병원장례식장||None|None|병원장례식장|031-560-2430|경기도 구리시 경춘로 153한양대학교구리병원장례식장 (교문동 , 한양대학교구리병원) ||임대||||||한양대학교구리병원장례식장||||91903
한일병원장례식장||None|None|병원장례식장|055-795-0999||경상남도 진주시 충무공동 69-1|임대||||||한일병원장례식장|한일병원 지하1층 한일병원장례식장|||91903
영천장례식장||None|None|병원장례식장|054-330-7400|경상북도 영천시 오수1길 10||임대||||||영천장례식장|(오수동)|||91903
정선군립병원||None|None|병원장례식장|033-562-3911|강원도 정선군 사북읍 지장천로 727||직영||||||정선군립병원|(사북리,사북군립병원)|||91903
이대서울병원장례식장||None|None|병원장례식장|02-6986-4440|서울특별시 강서구 공항대로 260||직영||||||이대서울병원장례식장|(마곡동,이화의대부속서울병원)|||91903
영주적십자병원장례식장||None|None|병원장례식장|054-630-0128|경상북도 영주시 대학로 327||직영||||||영주적십자병원장례식장|(가흥동,영주적십자병원)|||91903
단양군립노인요양병원장례식장||None|None|병원장례식장|043-423-0044|충청북도 단양군 단양읍 별곡6길 10단양군립노인요양병원장례식장 (별곡리 , 단양군노인요양전문병원) ||임대||||||단양군립노인요양병원장례식장||||91903
소망장례식장||None|None|병원장례식장|031-751-3344|경기도 성남시 수정구 성남대로 1219||직영||||||소망장례식장|(수진동,새소망병원)|||91903
하양삼성병원장례식장||None|None|병원장례식장|053-854-4444|경상북도 경산시 하양읍 대경로 795||임대||||||하양삼성병원장례식장|(동서리,하양삼성병원)|||91903
계명대학교대구동산병원장례식장||None|None|병원장례식장|053-250-8451|대구광역시 중구 달성로 56||직영||||||계명대학교대구동산병원장례식장|(동산동,계명대학교동산의료원)|||91903
서울특별시/동부병원/장례식장||None|None|병원장례식장|02-920-9445|서울특별시 동대문구 무학로 (용두동 , 시립동부병원) ||직영||||||서울특별시 동부병원 장례식장||||91903
성주경대요양병원장례식장||None|None|병원장례식장|054-933-0444|경상북도 성주군 성주읍 주산로 83||직영||||||성주경대요양병원장례식장|(삼산리,성주경대요양병원)|||91903
현대예담장례문화원||126.292394|36.750118|병원장례식장|041-675-4400|충청남도 태안군 태안읍 환동로 ||임대||||||현대예담장례문화원||||91903
영남제일병원장례식장||128.434241|36.389053|병원장례식장|054-861--111|경상북도 의성군 안계면 용기4길 36||직영||||||영남제일병원장례식장||||91903
청도농협장례식장||128.7370155|35.6487137|병원장례식장|054-371-5525|경상북도 청도군 화양읍 청화로 79-7||직영||||||청도농협장례식장|(범곡리)|||91903
행복한병원장례식장||128.7221456|35.4021008|병원장례식장|054-391-0062|경상남도 밀양시 하남읍 수산중앙로 56-2||직영||||||행복한병원장례식장|(수산리)|||91903
근로복지공단창원병원장례식장||128.671412|35.218463|병원장례식장|055-287-1100|경상남도 창원시 성산구 창원대로 721||직영||||||근로복지공단창원병원장례식장|(중앙동,창원병원)|||91903
고성성심병원장례식장||128.3724036|35.0807591|병원장례식장|055-673-8780|경상남도 고성군 회화면 남해안대로 3963-21||직영||||||고성성심병원장례식장|(삼덕리)|||91903
여수전남병원장례식장||None|None|병원장례식장|061-642-6666|전라남도 여수시 광무1길 28-6||임대||||||여수전남병원장례식장|(광무동,전남병원장례식장)|||91903
시티병원장례식장||None|None|병원장례식장|054-231-4444|경상북도 포항시 북구 장량로31번길 56||임대||||||시티병원장례식장|시티병원장례식장 (장성동,시티병원)|||91903
양주예쓰병원/장례식장||None|None|병원장례식장|031-859-0444|경기도 양주시 회정로109번길 7-20||임대||||||양주예쓰병원 장례식장|(덕정동)|||91903
도립노인병원장례식장||None|None|병원장례식장|054-852-4441||경상북도 안동시 남후면 무릉리 363-2|직영||||||도립노인병원장례식장||||91903
순천중앙병원장례식장||None|None|병원장례식장|061-744-0444|전라남도 순천시 장명로 5||임대||||||순천중앙병원장례식장|(장천동,중앙병원)|||91903
중앙대학교병원장례식장||126.9605231|37.5069754|병원장례식장|02-860-3500|서울특별시 동작구 흑석로 102||직영||||||중앙대학교병원장례식장|(흑석동,중앙대학교병원)|||91903
정병원/장례식장||127.0418104|37.6614997|병원장례식장|02-906-4444|서울특별시 도봉구 도봉로 639||임대||||||정병원 장례식장|(쌍문동)|||91903
시립서북병원장례식장||126.9048703|37.6041552|병원장례식장|02-354-4444|서울특별시 은평구 갈현로7길 49||임대||||||시립서북병원장례식장|(역촌동,시립서북병원)|||91903
구리장례식장||127.1392153|37.5999827|병원장례식장|031-564-9944|경기도 구리시 체육관로172번길 55||임대||||||구리장례식장|(수택동)|||91903
한림대/강남성심병원장례식장||126.9086305|37.4928431|병원장례식장|02-833-3794|서울특별시 영등포구 신길로 1||임대||||||한림대 강남성심병원장례식장|(대림동,강남성심병원)|||91903
메디힐병원장례식장||126.8277244|37.5373069|병원장례식장|02-2601-7500|서울특별시 양천구 남부순환로 331||임대||||||메디힐병원장례식장|(신월동)|||91903
성남중앙병원장례식장||127.1620743|37.4527005|병원장례식장|031-799-5200|경기도 성남시 중원구 산성대로476번길 12||직영||||||성남중앙병원장례식장|(금광동)|||91903
추병원장례식장||127.0453498|37.7496652|병원장례식장|031-844-4442|경기도 의정부시 평화로 650||임대||||||추병원장례식장|(의정부동)|||91903
남양주한양병원장례식장||127.20422|37.6823506|병원장례식장|031-529-4440|경기도 남양주시 오남읍 양지로 47-55||임대||||||남양주한양병원장례식장|(오남리,남양한양병원)|||91903
의정부성모병원장례식장||127.0774459|37.7583561|병원장례식장|031-820-3468|경기도 의정부시 금오로 115-14||직영||||||의정부성모병원장례식장|(금오동)|||91903
남양주국민병원장례식장||127.2382743|37.6500264|병원장례식장|031-594-4442|경기도 남양주시 경춘로1308번길 4||직영||||||남양주국민병원장례식장|지하1층 (평내동)|||91903
세종병원장례식장||126.791382|37.4811218|병원장례식장|032-346-1164|경기도 부천시 소사구 호현로489번길 28||임대||||||세종병원장례식장|(소사본동,세종병원)|||91903
DS병원장례식장||126.7841773|37.4925099|병원장례식장|032-666-1002|경기도 부천시 부흥로 377||임대||||||DS병원장례식장|(심곡동,DS병원)|||91903
성모장례식장||127.1570749|37.4046633|병원장례식장|031-709-0404|경기도 성남시 분당구 새나리로 13||직영||||||성모장례식장|(야탑동)|||91903
베스티안부천병원장례식장||126.7722005|37.4834108|병원장례식장|032-665-4119|경기도 부천시 소사구 심곡로10번길 68||임대||||||베스티안부천병원장례식장|(송내동)|||91903
다사랑중앙병원장례식장||126.973778|37.3526864|병원장례식장|031-427-4440|경기도 의왕시 등칙골1길 22||임대||||||다사랑중앙병원장례식장|(오전동)|||91903
시티병원장례식장||126.9771156|37.350696|병원장례식장|031-459-7575|경기도 의왕시 오전천로 29||임대||||||시티병원장례식장|(오전동)|||91903
광탄현대병원장례식장||126.8497162|37.7791856|병원장례식장|031-947-8833|경기도 파주시 광탄면 큰여울길 20-16||직영||||||광탄현대병원장례식장|(신산리,광탄병원)|||91903
길병원장례식장||126.7092631|37.4518347|병원장례식장|032-460-3444|인천광역시 남동구 남동대로774번길 21||직영||||||길병원장례식장|(구월동,가천대학교길병원)|||91903
연세병원장례식장||126.6743858|37.5502581|병원장례식장|032-561-1024|인천광역시 서구 승학로 320||임대||||||연세병원장례식장|(연희동)|||91903
우리병원장례식장||127.147957|37.8273748|병원장례식장|031-542-0444|경기도 포천시 소흘읍 호국로 661||임대||||||우리병원장례식장|(송우리)|||91903
사랑의병원장례식장||126.8447793|37.3269791|병원장례식장|031-437-4000|경기도 안산시 상록구 예술광장로 69||임대||||||사랑의병원장례식장|(성포동)|||91903
교하장례식장||126.7422535|37.7547005|병원장례식장|031-944-4449|경기도 파주시 하지석길 45지하1층 (교하장례식장) ||임대||||||교하장례식장||||91903
온누리장례식장||126.654316|37.6027544|병원장례식장|032-566-1919|인천광역시 서구 완정로 199||임대||||||온누리장례식장|(왕길동)|||91903
금강장례식장||126.6866706|37.4505424|병원장례식장|032-424-4455|인천광역시 남구 인주대로 452||직영||||||금강장례식장|(주안동)|||91903
인천적십자병원장례식장||126.6888374|37.418596|병원장례식장|032-817-1024|인천광역시 연수구 원인재로 263||임대||||||인천적십자병원장례식장|(연수동)|||91903
한독병원장례식장||127.0270414|37.2696435|병원장례식장|031-212-4444|경기도 수원시 팔달구 경수대로 487||임대||||||한독병원장례식장|(인계동)|||91903
인천백병원장례식장||126.6456|37.48186|병원장례식장|032-773-4445|인천광역시 동구 샛골로 214||임대||||||인천백병원장례식장|(송림동,인천백병원)|||91903
파주성모요양병원부설장례식장||126.7210897|37.7738818|병원장례식장|031-941-4444|경기도 파주시 탄현면 평화로574번길 17||직영||||||파주성모요양병원부설장례식장|(갈현리,파주성모병원)|||91903
동의성단원병원장례문화원||126.8132315|37.3003343|병원장례식장|031-410-4444|경기도 안산시 단원구 원포공원1로 20||임대||||||동의성단원병원장례문화원|(초지동,동의성병원,제이씨팜빌딩)|||91903
인하대병원장례식장||126.6340376|37.458619|병원장례식장|032-890-3180|인천광역시 중구 인항로 27||직영||||||인하대병원장례식장|(신흥동3가,인하대학병원)|||91903
한사랑요양병원장례식장||126.7907765|37.8479298|병원장례식장|031-953-7900|경기도 파주시 파주읍 통일로 1568||임대||||||한사랑요양병원장례식장|(봉서리)|||91903
예담장례식장||126.8046359|37.8763719|병원장례식장|031-959-4444|경기도 파주시 문산읍 화석정로 31||직영||||||예담장례식장|(선유리)|||91903
한림대동탄성심병원장례식장||127.0800512|37.2165578|병원장례식장|031-8003-4410|경기도 화성시 큰재봉길 7||임대||||||한림대동탄성심병원장례식장|(석우동,한림대학교동탄성심병원)|||91903
용인서울병원장례식장||127.2145981|37.2403252|병원장례식장|031-321-0101|경기도 용인시 처인구 고림로 81||임대||||||용인서울병원장례식장|(고림동)|||91903
다보스병원장례식장||127.2114981|37.2316117|병원장례식장|031-323-4444|경기도 용인시 처인구 백옥대로1082번길 18||직영||||||다보스병원장례식장|지하1층 (김량장동,다보스병원)|||91903
양평병원장례식장||127.5033376|37.4939802|병원장례식장|031-775-4444|경기도 양평군 양평읍 중앙로 129||임대||||||양평병원장례식장|(공흥리)|||91903
메디힐장례식장||127.2260698|37.9347334|병원장례식장|031-534-4401|경기도 포천시 신북면 청신로 2139||임대||||||메디힐장례식장|(기저리)|||91903
화성중앙종합병원장례식장||126.9107719|37.1313154|병원장례식장|031-352-4483|경기도 화성시 향남읍 발안로 5||임대||||||화성중앙종합병원장례식장|(평리,화성중앙병원)|||91903
효병원장례식장||127.5889054|37.4822453|병원장례식장|031-774-4461|경기도 양평군 용문면 다문북길 16||임대||||||효병원장례식장|(다문리)|||91903
송탄중앙병원장례식장||127.0641088|37.0885603|병원장례식장|031-611-7600|경기도 평택시 오좌동길 17-16||임대||||||송탄중앙병원장례식장|(독곡동,송탄중앙병원)|||91903
송탄장례식장||127.0717054|37.0882079|병원장례식장|031-611-4488|경기도 평택시 오리곡길 30||임대||||||송탄장례식장|(독곡동)|||91903
현대장례문화원||126.7981985|37.042399|병원장례식장|031-379-6040|경기도 화성시 우정읍 남양만로 662||직영||||||현대장례문화원|(이화리)|||91903
평택이편안요양병원||126.949814|36.9971521|병원장례식장|031-684-6644||경기도 평택시 안중읍 금곡리 418-5|직영||||||평택이편안요양병원||||91903
당진종합병원장례식장||126.6847755|36.9044154|병원장례식장|041-358-4414|충청남도 당진시 반촌로 5-15||임대||||||당진종합병원장례식장|(시곡동)|||91903
아산한국병원장례식장||127.0164693|36.7828401|병원장례식장|041-542-3500|충청남도 아산시 번영로230번길 13||임대||||||아산한국병원장례식장|(모종동,한국병원)|||91903
아산장례식장||126.9232604|36.7652851|병원장례식장|041-542-4466|충청남도 아산시 도고면 온천대로 697||임대||||||아산장례식장|(와산리)|||91903
서산중앙병원장례식장||126.5035261|36.7811126|병원장례식장|041-669-1414|충청남도 서산시 수석산업로 5||직영||||||서산중앙병원장례식장|(수석동)|||91903
한마음효장례식장||127.2831437|36.6327397|병원장례식장|044-868-3700|세종특별자치시 조치원읍 금이로 53-11||임대||||||한마음효장례식장|(신안리)|||91903
공주의료원장례식장||127.1248194|36.4518729|병원장례식장|041-962-1444|충청남도 공주시 무령로 77||직영||||||공주의료원장례식장|(웅진동)|||91903
부여노인병원장례식장||126.8693047|36.2756156|병원장례식장|041-835-4444|충청남도 부여군 규암면 반산로 39||임대||||||부여노인병원장례식장|부여노인병원장례식장 (반산리)|||91903
백제병원장례식장||127.0945012|36.1919187|병원장례식장|041-735-1022|충청남도 논산시 시민로294번길 14||직영||||||백제병원장례식장|(내동)|||91903
명품병원장례문화원||128.5971224|36.8244165|병원장례식장|054-634-1444|경상북도 영주시 반지미로 260||직영||||||명품병원장례문화원|(가흥동)|||91903
늘푸른장례식장||128.60932|36.8349308|병원장례식장|054-634-0444|경상북도 영주시 신재로24번길 91||직영||||||늘푸른장례식장|(가흥동)|||91903
상주성모병원/장례식장||128.1597746|36.4202835|병원장례식장|054-535-6000|경상북도 상주시 냉림서성길 7||임대||||||상주성모병원 장례식장|(냉림동)|||91903
자인병원장례식장||128.6053665|36.8184005|병원장례식장|054-635-3400|경상북도 영주시 대동로31번길 9||임대||||||자인병원장례식장|(가흥동)|||91903
해성장례식장||128.7333926|36.8916206|병원장례식장|054-674-0015|경상북도 봉화군 봉화읍 보밑길 3||직영||||||해성장례식장|(내성리)|||91903
새금산병원장례식장||127.4894968|36.0896434|병원장례식장|041-754-4474|충청남도 금산군 금산읍 금산로 1279||직영||||||새금산병원장례식장|(하옥리)|||91903
서천한국장례식장||126.7048741|36.0565739|병원장례식장|041-952-0004|충청남도 서천군 마서면 어리길 205-7||직영||||||서천한국장례식장|(어리)|||91903
참사랑장례식장||126.6884619|36.0163654|병원장례식장|041-956-3344|충청남도 서천군 장항읍 장항로91번길 40||직영||||||참사랑장례식장|(화천리)|||91903
동군산병원장례예식장||126.7371145|35.977934|병원장례식장|063-441-4444|전라북도 군산시 조촌로 155||직영||||||동군산병원장례예식장|(조촌동)|||91903
김천제일병원장례식장||128.1187424|36.1353472|병원장례식장|054-433-9444|경상북도 김천시 신음1길 12||직영||||||김천제일병원장례식장|(신음동)|||91903
선산제일병원장례식장||128.3161048|36.2171489|병원장례식장|054-482-6699|경상북도 구미시 고아읍 선산대로 1116||직영||||||선산제일병원장례식장|(오로리,제일병원)|||91903
용상안동병원장례식장||128.7440762|36.5600173|병원장례식장|054-840-0040|경상북도 안동시 전거리길 57||임대||||||용상안동병원장례식장|(용상동)|||91903
우석병원장례식장||126.8802411|35.8073551|병원장례식장|063-543-4484|전라북도 김제시 서암4길 45||임대||||||우석병원장례식장|(서암동)|||91903
아성병원장례식장||128.3069999|36.128627|병원장례식장|054-442-5555|경상북도 구미시 선기로 155-23||임대||||||아성병원장례식장|(선기동)|||91903
구미가톨릭요양병원장례식장||128.335575|36.1348639|병원장례식장|054-442-2323|경상북도 구미시 야은로 483||임대||||||구미가톨릭요양병원장례식장|(도량동)|||91903
