##NAME|SUBNAME|X|Y|MAPPERS_TYPE|TELNUM|NEWADDR|ADDR|FEAT1|FEAT2|AREA|DATE|ALTNAME|ETCNAME|ORGNAME|ETCADDR|PNUCODE|RD_JIBUN|MAPPERS_CD@@CU
CU|옥천삼양점|||CU|043-731-5538|충청북도 옥천군 옥천읍 중앙로1길 25-1|충청북도 옥천군 옥천읍 금구리 108-1|24시간;택배;커피||||||CU 옥천삼양점|(금구리)|||90704
CU|옥천양수점|||CU|043-733-0437||충청북도 옥천군 옥천읍 63-1|택배;커피||||||CU 옥천양수점||||90704
CU|옥천역전점|||CU|043-732-4540|충청북도 옥천군 옥천읍 중앙로 4|충청북도 옥천군 옥천읍 금구리 135-2|24시간;택배;커피;ATM||||||CU 옥천역전점|(금구리)|||90704
CU|옥천이원점|||CU|043-731-7799|충청북도 옥천군 이원면 묘목로 101|충청북도 옥천군 이원면 강청리 73-3|택배;커피||||||CU 옥천이원점|(강청리)|||90704
CU|옥천점|||CU|043-732-1470|충청북도 옥천군 옥천읍 중앙로11길 2|충청북도 옥천군 옥천읍 삼양리 222-274|24시간;커피;ATM||||||CU 옥천점|(삼양리)|||90704
CU|옥천지엘점|||CU|043-731-0742|충청북도 옥천군 옥천읍 양수로 25-7|충청북도 옥천군 옥천읍 438|택배;튀김;커피||||||CU 옥천지엘점|옥천지엘리베라움 상가|||90704
CU|옥천향수점|||CU|||충청북도 옥천군 옥천읍 239|택배;커피||||||CU 옥천향수점||||90704
CU|옥포명성점|||CU|055-688-3534|경상남도 거제시 옥포대첩로4길 22|경상남도 거제시 옥포동 544-15|24시간;커피;ATM||||||CU 옥포명성점|(옥포동)|||90704
CU|옥포바다점|||CU|055-688-4711|경상남도 거제시 옥포로6길 1|경상남도 거제시 옥포동 169|택배;ATM||||||CU 옥포바다점|(옥포동)|||90704
CU|옥포부자점|||CU|055-687-2742|경상남도 거제시 옥포로6길 27|경상남도 거제시 옥포동 586|24시간;택배;커피;ATM||||||CU 옥포부자점|(옥포동)|||90704
CU|옥현주공점|||CU|052-282-3435|울산광역시 남구 옥현로 92-27|울산광역시 남구 무거동 477-4|24시간;택배;커피||||||CU 옥현주공점|옥현주공1단지아파트상가 (무거동) 옥현주공1단지아파트상가;옥현주공1단지아파트상가|||90704
CU|온누리점|||CU|051-743-3370|부산광역시 해운대구 좌동순환로 80|부산광역시 해운대구 좌동 1270-1|24시간;택배;커피;ATM||||||CU 온누리점|(좌동)|||90704
CU|온산가람점|||CU|052-237-1826|울산광역시 울주군 온산읍 서영남3길 9|울산광역시 울주군 온산읍 1348-1|24시간;택배;커피;ATM||||||CU 온산가람점||||90704
CU|온산공단점|||CU|052-239-8845|울산광역시 울주군 온산읍 공단로 423|울산광역시 울주군 온산읍 화산리 1003-5|24시간;택배;베이커리;커피;ATM||||||CU 온산공단점|(화산리)|||90704
CU|온산덕신점|||CU|052-237-3805|울산광역시 울주군 온산읍 온덕2길 55|울산광역시 울주군 온산읍 덕신리 1280|24시간;택배;베이커리;튀김;커피;ATM||||||CU 온산덕신점|(덕신리)|||90704
CU|온산원룸점|||CU|052-238-4494|울산광역시 울주군 온산읍 영남길 37|울산광역시 울주군 온산읍 덕신리 190-2|24시간;택배;ATM||||||CU 온산원룸점|(덕신리)|||90704
CU|온수공단점|||CU|02-2611-0065|서울특별시 구로구 부일로1가길 25|서울특별시 구로구 온수동 118-4|24시간;택배;커피;ATM||||||CU 온수공단점|(온수동) 1층;1층|||90704
CU|온수리치안점|||CU|02-2613-7488|서울특별시 구로구 부일로1길 126|서울특별시 구로구 온수동 154|24시간;택배;커피||||||CU 온수리치안점|리치안풍산아파트;리치안풍산아파트|||90704
CU|온수역점|||CU|02-2066-5876|서울특별시 구로구 경인로3길 61|서울특별시 구로구 온수동 45-51|24시간;베이커리;커피||||||CU 온수역점|(온수동)|||90704
CU|온수점|||CU|02-2618-5970|서울특별시 구로구 부일로1가길 3|서울특별시 구로구 온수동 21-1|24시간;택배;커피;스포츠토토;ATM||||||CU 온수점|(온수동) 1층;1층|||90704
CU|온양남창점|||CU|||울산광역시 울주군 온양읍 운화리 8-13|24시간;택배;커피||||||CU 온양남창점||||90704
CU|온양미르점|||CU|052-238-1118||울산광역시 울주군 온양읍 204-5|24시간;택배;튀김;커피||||||CU 온양미르점||||90704
CU|온양버팀목점|||CU|052-239-7752|울산광역시 울주군 온양읍 남창1길 25-1|울산광역시 울주군 온양읍 남창리 235-17|24시간;택배;커피||||||CU 온양버팀목점|(남창리)|||90704
CU|온양스타힐스점|||CU|052-237-1152||울산광역시 울주군 온양읍 대안리 173-10|24시간;택배;튀김;커피;ATM||||||CU 온양스타힐스점||||90704
CU|온양역점|||CU|041-531-9896|충청남도 아산시 시민로 364-33|충청남도 아산시 온천동 212-2|24시간;택배;베이커리;튀김;커피;ATM||||||CU 온양역점|(온천동)|||90704
CU|온양제일호텔점|||CU|041-547-2500|충청남도 아산시 온천대로 1462|충청남도 아산시 온천동 228-1|24시간;택배;ATM||||||CU 온양제일호텔점|(온천동)|||90704
CU|온천동SK점|||CU|051-556-6038|부산광역시 동래구 중앙대로 1523|부산광역시 동래구 온천동 153-8|24시간;택배;커피;ATM||||||CU 온천동SK점|(온천동,SK허브스카이위아아파트);SK허브스카이위아아파트|||90704
CU|온천미남점|||CU|051-556-6680|부산광역시 동래구 충렬대로107번길 6|부산광역시 동래구 온천2동 1430-3|24시간;택배;튀김;커피;ATM||||||CU 온천미남점|1층 1동 1호;1층 1동 1호|||90704
CU|온천벽산점|||CU||부산광역시 동래구 금강공원로 11|부산광역시 동래구 온천동 170-3|24시간;택배;커피;ATM||||||CU 온천벽산점|온천메디플러스 (온천동);온천메디플러스|||90704
CU|온천보라점|||CU|051-503-6663|부산광역시 동래구 아시아드대로 234|부산광역시 동래구 온천동 1412-1|24시간;택배;ATM||||||CU 온천보라점|(온천동,반도보라스카이뷰) 1층 1동 102호;반도보라스카이뷰 1층 1동 102호|||90704
CU|온천아시아드점|||CU|051-557-9994|부산광역시 동래구 온천장로107번길 38-5|부산광역시 동래구 온천동 138-28|24시간;택배;커피||||||CU 온천아시아드점|(온천동)|||90704
CU|온천유림점|||CU|070-8834-1209||부산광역시 동래구 온천1동 460-6|24시간;택배;튀김;커피;ATM||||||CU 온천유림점||||90704
CU|온천중앙점|||CU|041-531-6067|충청남도 아산시 온화로11번길 7|충청남도 아산시 온천동 482|24시간;택배;커피;ATM||||||CU 온천중앙점|(온천동) 1층;1층|||90704
CU|온천천공원점|||CU|051-522-8014|부산광역시 동래구 안연로 68|부산광역시 동래구 안락동 633-30|24시간;택배;튀김;커피;ATM||||||CU 온천천공원점|(안락동)|||90704
CU|온천하이점|||CU|051-626-3465|부산광역시 동래구 여고북로 29|부산광역시 동래구 온천3동 1369-27|24시간;택배;커피;ATM||||||CU 온천하이점||||90704
CU|올림픽광장점|||CU|02-424-1980|서울특별시 송파구 올림픽로 424|서울특별시 송파구 방이동 88|택배;튀김;커피;ATM||||||CU 올림픽광장점|만남의광장편익 (방이동);만남의광장편익|||90704
CU|올림픽수영장점|||CU|02-412-6723|서울특별시 송파구 올림픽로 424|서울특별시 송파구 방이동 88|택배;베이커리;튀김;커피||||||CU 올림픽수영장점|올림픽수영장 (방이동);올림픽수영장|||90704
CU|와이번스문학3루점|||CU||인천광역시 남구 매소홀로 618|인천광역시 남구 문학동 482|튀김;커피||||||CU 와이번스문학3루점|(문학동)|||90704
CU|와촌IC2호점|||CU|053-851-6352|경상북도 경산시 와촌면 금송로 481|경상북도 경산시 와촌면 동강리 120-1|택배;커피||||||CU 와촌IC2호점|(동강리)|||90704
CU|와촌IC점|||CU|053-851-6352|경상북도 경산시 와촌면 금송로 480|경상북도 경산시 와촌면 동강리 112-10|24시간;택배;커피||||||CU 와촌IC점|(동강리)|||90704
CU|와현모래숲점|||CU|051-681-1126|경상남도 거제시 일운면 와현해변길 10|경상남도 거제시 일운면 와현리 381-5|택배;ATM||||||CU 와현모래숲점|(와현리)|||90704
CU|완도고금점|||CU|061-552-8335|전라남도 완도군 고금면 고금동로 46|전라남도 완도군 고금면 농상리 20-3|24시간;튀김;커피;ATM||||||CU 완도고금점|(농상리)|||90704
CU|완도광장점|||CU|061-555-5306|전라남도 완도군 완도읍 개포로 175|전라남도 완도군 완도읍 가용리 1040-37|24시간;택배;커피;ATM||||||CU 완도광장점|(가용리)|||90704
CU|완도군외점|||CU|061-554-9007|전라남도 완도군 군외면 청해진서로 2180|전라남도 완도군 군외면 원동리 1066-1|24시간;택배;튀김;커피||||||CU 완도군외점||||90704
CU|완도금일점|||CU|061-554-2625|전라남도 완도군 금일읍 금일로 385-1|전라남도 완도군 금일읍 화목리 965|24시간;커피||||||CU 완도금일점|(화목리)|||90704
CU|완도노화점|||CU|061-552-1124|전라남도 완도군 노화읍 이포11번길 8|전라남도 완도군 노화읍 이포리 885-2|24시간;커피||||||CU 완도노화점|(이포리)|||90704
CU|완도명사십리점|||CU|061-553-1345|전라남도 완도군 신지면 명사십리길 85-20|전라남도 완도군 신지면 신리 992-4|24시간||||||CU 완도명사십리점|(신리)|||90704
CU|완도보길도점|||CU|061-554-8292|전라남도 완도군 보길면 보길동로 16|전라남도 완도군 보길면 부황리 12-1|24시간;커피||||||CU 완도보길도점|(부황리)|||90704
CU|완도사랑점|||CU|061-553-2810|전라남도 완도군 완도읍 개포로 1|전라남도 완도군 완도읍 군내리 1261-5|24시간;커피||||||CU 완도사랑점|(군내리)|||90704
CU|완도신지점|||CU|061-552-8335|전라남도 완도군 신지면 신지로 568|전라남도 완도군 신지면 대곡리 732|24시간;택배;베이커리;튀김;커피||||||CU 완도신지점|(대곡리)|||90704
CU|완도여객선터미널점|||CU|061-553-0903|전라남도 완도군 완도읍 장보고대로 343|전라남도 완도군 완도읍 군내리 1255|커피||||||CU 완도여객선터미널점|(군내리)|||90704
CU|완도우성점|||CU|061-555-5375|전라남도 완도군 완도읍 해변공원로 150|전라남도 완도군 완도읍 가용리 1013|24시간;택배;커피;ATM||||||CU 완도우성점|(가용리) 1층 102호;1층 102호|||90704
CU|완도은성점|||CU|061-555-5455|전라남도 완도군 완도읍 중앙길 28|전라남도 완도군 완도읍 군내리 363-24|24시간;택배;튀김;커피;ATM||||||CU 완도은성점|(군내리)|||90704
CU|완도임촌해송숲점|||CU|061-552-7231|전라남도 완도군 신지면 명사십리길 85-185|전라남도 완도군 신지면 신리 797-26|24시간||||||CU 완도임촌해송숲점|(신리)|||90704
CU|완도주은점|||CU|061-555-3745||전라남도 완도군 완도읍 군내리 1155-5|24시간;ATM||||||CU 완도주은점||||90704
CU|완도중앙점|||CU|061-553-7331|전라남도 완도군 완도읍 개포로 146-6|전라남도 완도군 완도읍 군내리 1232-16|24시간;택배;베이커리;튀김;커피;ATM||||||CU 완도중앙점|(군내리)|||90704
CU|완도청산도점|||CU|010-7172-4492|전라남도 완도군 청산로 35|전라남도 완도군 청산면 도청리 1180-2|24시간;택배;튀김;커피||||||CU 완도청산도점|- 2 (청산면) 진수성찬|||90704
CU|완도해림점|||CU|061-552-0923|전라남도 완도군 완도읍 해변공원로 123|전라남도 완도군 완도읍 가용리 1021|24시간;택배;커피;ATM||||||CU 완도해림점|(가용리)|||90704
CU|완도해신점|||CU|061-552-9029|전라남도 완도군 개포로62번길 20|전라남도 완도군 완도읍 군내리 1246-1|24시간;택배;튀김;커피;ATM||||||CU 완도해신점|(완도읍) 0|||90704
CU|완도행복점|||CU|061-554-4778|전라남도 완도군 완도읍 청해진남로 16-1|전라남도 완도군 완도읍 군내리 782-84|24시간;택배;커피;스포츠토토;ATM||||||CU 완도행복점|(군내리)|||90704
CU|완주IC점|||CU|063-245-5184|전라북도 완주군 용진읍 완주로 268|전라북도 완주군 용진읍 용흥리 726-1|24시간;택배||||||CU 완주IC점|(용흥리)|||90704
CU|완주고산점|||CU|063-262-2655|전라북도 완주군 고산면 읍내1길 3|전라북도 완주군 고산면 읍내리 880-4|24시간;택배;커피;ATM||||||CU 완주고산점|(읍내리)|||90704
CU|완주둔산점|||CU|063-272-7441|전라북도 완주군 봉동읍 둔산3로 37|전라북도 완주군 봉동읍 둔산리 905-7|24시간;택배;커피;ATM||||||CU 완주둔산점|(둔산리) 1층;1층|||90704
CU|완주둔산중앙점|||CU||전라북도 완주군 봉동읍 둔산1로 107|전라북도 완주군 봉동읍 둔산리 871-1|24시간;택배;튀김;커피||||||CU 완주둔산중앙점|(둔산리) 라송센트럴카운티;라송센트럴카운티|||90704
CU|완주산단점|||CU|063-262-7442|전라북도 완주군 봉동읍 완주산단5로 331-4|전라북도 완주군 봉동읍 용암리 149-5|24시간;택배;튀김;커피;ATM||||||CU 완주산단점|(용암리)|||90704
CU|완주소양점|||CU|063-243-6555|전라북도 완주군 소양면 소양로 236|전라북도 완주군 소양면 황운리 651-5|베이커리;튀김;커피||||||CU 완주소양점||||90704
CU|완주첨단점|||CU|063-263-6134|전라북도 완주군 봉동읍 과학로 1033|전라북도 완주군 봉동읍 둔산리 899-7|24시간;택배;커피;ATM||||||CU 완주첨단점|(둔산리) 1층;1층|||90704
CU|왕산해변점|||CU|010-9031-6888|인천광역시 중구 용유서로423번길 29|인천광역시 중구 을왕동 810-194|24시간;택배;ATM||||||CU 왕산해변점||||90704
CU|왕십리2동점|||CU|02-2299-0964|서울특별시 성동구 무학봉길 80|서울특별시 성동구 하왕십리동 975-25|24시간;택배||||||CU 왕십리2동점|(하왕십리동) 1층;1층|||90704
CU|왕십리KCC점|||CU|02-2282-2887||서울특별시 성동구 왕십리2동 995-7|24시간;택배;튀김;커피;ATM||||||CU 왕십리KCC점||||90704
CU|왕십리도선점|||CU|02-2295-7230|서울특별시 성동구 무학로2길 43|서울특별시 성동구 도선동 144|24시간;택배;ATM||||||CU 왕십리도선점|(도선동,청암빌딩) 1층;1층|||90704
CU|왕십리민자역사1호점|||CU|02-2282-5482|서울특별시 성동구 왕십리광장로 17|서울특별시 성동구 행당동 168-151|24시간;택배;튀김;커피;ATM||||||CU 왕십리민자역사1호점|왕십리민자역사복합건물 (행당동) 지상1층 C동 30호;왕십리민자역사복합건물 지상1층 C동 30호|||90704
CU|왕십리센트라스서부점|||CU|02-2295-5834||서울특별시 성동구 상왕십리동 285|택배;커피||||||CU 왕십리센트라스서부점||||90704
CU|왕십리센트라스점|||CU|02-2282-7590||서울특별시 성동구 홍익동 578|24시간;택배;커피||||||CU 왕십리센트라스점||||90704
CU|왕십리자이점|||CU|02-2282-0306||서울특별시 성동구 하왕십리동 999-125|24시간;택배;커피||||||CU 왕십리자이점||||90704
CU|왕십리텐즈힐점|||CU|010-7604-2015|서울특별시 성동구 마장로 137|서울특별시 성동구 상왕십리동 811|24시간;택배;튀김;커피||||||CU 왕십리텐즈힐점|(상왕십리동,텐즈힐아파트) 1층 1동 137호;텐즈힐아파트 1층 1동 137호|||90704
CU|왕십리한양점|||CU|02-2281-5521|서울특별시 성동구 마조로1길 32|서울특별시 성동구 행당동 4-11|24시간;튀김;커피;ATM||||||CU 왕십리한양점|(행당동)|||90704
CU|왜관2공단점|||CU|054-972-5867|경상북도 칠곡군 왜관읍 2산업단지4길 1|경상북도 칠곡군 왜관읍 낙산리 694-2|24시간;택배;튀김;커피||||||CU 왜관2공단점|(낙산리)|||90704
CU|왜관2번도로점|||CU|054-976-7710|경상북도 칠곡군 왜관읍 2번도로길 42|경상북도 칠곡군 왜관읍 왜관리 248-19번지필지 1층 |24시간;택배;커피;ATM||||||CU 왜관2번도로점|필지 (왜관리) 1층|||90704
CU|왜관공단센터점|||CU|054-977-4850|경상북도 칠곡군 왜관읍 공단로4길 12|경상북도 칠곡군 왜관읍 금산리 986-31|24시간;택배;튀김;커피||||||CU 왜관공단센터점|(금산리)|||90704
CU|왜관공단점|||CU|054-977-5875|경상북도 칠곡군 왜관읍 공단로7길 86|경상북도 칠곡군 왜관읍 금산리 389-5|24시간;택배;튀김;커피;ATM||||||CU 왜관공단점|(금산리)|||90704
CU|왜관문화점|||CU|054-974-5242|경상북도 칠곡군 왜관읍 평장4길 6|경상북도 칠곡군 왜관읍 왜관리 376|24시간;택배;튀김;커피||||||CU 왜관문화점|1층;1층|||90704
CU|왜관삼주강변점|||CU|054-972-6013|경상북도 칠곡군 약목면 관호8길 28|경상북도 칠곡군 약목면 관호리 952|커피;ATM||||||CU 왜관삼주강변점|(관호리,삼주강변타운);삼주강변타운|||90704
CU|왜관점|||CU|054-977-0683|경상북도 칠곡군 왜관읍 중앙로 238-1|경상북도 칠곡군 왜관읍 왜관리 191-3|24시간;택배;커피;ATM||||||CU 왜관점|(왜관리) 1층;1층|||90704
CU|왜관타운점|||CU|054-976-2118|경상북도 칠곡군 왜관읍 중앙로 108|경상북도 칠곡군 왜관읍 왜관리 777-77|24시간;택배;튀김;커피||||||CU 왜관타운점|(왜관리) 1층;1층|||90704
CU|왜관태왕아너스점|||CU|||경상북도 칠곡군 왜관읍 왜관리 1463|24시간||||||CU 왜관태왕아너스점||||90704
CU|왜관휴포레점|||CU|054-972-7296||경상북도 칠곡군 왜관읍 왜관리 765-4|24시간;택배;커피;ATM||||||CU 왜관휴포레점||||90704
CU|외대글로벌점|||CU|031-333-1775|경기도 용인시 처인구 모현면 외대로40번길 4|경기도 용인시 처인구 모현면 왕산리 497-4|24시간;택배;베이커리;튀김;커피;ATM||||||CU 외대글로벌점|(왕산리)|||90704
CU|외대앞역점|||CU|02-966-4010|서울특별시 동대문구 휘경로 24-1|서울특별시 동대문구 이문동 306-4|24시간;택배;튀김;커피||||||CU 외대앞역점|(이문동)|||90704
CU|외대얄개점|||CU|02-969-9598|서울특별시 동대문구 회기로25길 121|서울특별시 동대문구 이문동 333-1|24시간;택배;커피||||||CU 외대얄개점|(이문동) 1동;1동|||90704
CU|외대역점|||CU|02-6010-3663|서울특별시 동대문구 외대역동로 88|서울특별시 동대문구 이문동 86-46|24시간;택배;베이커리;커피;ATM||||||CU 외대역점|(이문동)|||90704
CU|외대이문점|||CU|02-966-7712|서울특별시 동대문구 휘경로2길 25|서울특별시 동대문구 이문동 315-4|24시간;택배;튀김;ATM||||||CU 외대이문점|101 (이문동,청암빌라) 102호;청암빌라 101 102호|||90704
CU|외대제일점|||CU|02-957-7339|서울특별시 동대문구 이문로30길 23|서울특별시 동대문구 이문1동 293-23|24시간;택배;커피;ATM||||||CU 외대제일점||||90704
CU|외도우정점|||CU|070-4228-2101|제주특별자치도 제주시 우정로 37|제주특별자치도 제주시 외도일동 476-3|24시간;택배;베이커리;커피;ATM||||||CU 외도우정점|(외도일동,체리티) 1층 A동 104호;체리티 1층 A동 104호|||90704
CU|외도일주점|||CU|064-742-7050|제주특별자치도 제주시 일주서로 7269|제주특별자치도 제주시 외도이동 2018-1|24시간;택배||||||CU 외도일주점|(외도이동) 1층;1층|||90704
CU|외동남경주IC점|||CU|054-777-2270|경상북도 경주시 외동읍 산업로 2681|경상북도 경주시 외동읍 죽동리 13-16|커피||||||CU 외동남경주IC점|(죽동리)|||90704
CU|외동대박점|||CU|055-314-0702|경상남도 김해시 우암로43번길 2|경상남도 김해시 외동 1185-14|24시간;택배;커피;ATM||||||CU 외동대박점|(외동) 1층;1층|||90704
CU|외동영남점|||CU|054-771-6902|경상북도 경주시 외동읍 산업로 2207|경상북도 경주시 외동읍 입실리 850-5|택배;베이커리;커피;ATM||||||CU 외동영남점|(입실리)|||90704
CU|외동한솔점|||CU|055-338-0145|경상남도 김해시 분성로 174|경상남도 김해시 외동 295-3|24시간;커피;ATM||||||CU 외동한솔점|(외동) 1층;1층|||90704
CU|외동희망점|||CU|055-322-9389|경상남도 김해시 금관대로1190번길 17-15|경상남도 김해시 외동 1226-6|24시간;커피;ATM||||||CU 외동희망점|(외동) 1층;1층|||90704
CU|요촌점|||CU|063-542-1059|전라북도 김제시 동서로 257|전라북도 김제시 요촌동 614-5|24시간;택배;커피;로또;ATM||||||CU 요촌점|(요촌동)|||90704
CU|요촌행복점|||CU|063-546-1212|전라북도 김제시 신풍길 217|전라북도 김제시 요촌동 128-1|24시간;택배;커피;ATM||||||CU 요촌행복점|(요촌동)|||90704
CU|용답스타점|||CU|02-2246-0984|서울특별시 성동구 자동차시장1길 28|서울특별시 성동구 용답동 227-12|24시간;택배;튀김;커피;ATM||||||CU 용답스타점|연합빌딩;연합빌딩|||90704
CU|용답역점|||CU||서울특별시 성동구 용답19길 6-1|서울특별시 성동구 용답동 41-1|24시간;택배;튀김;커피||||||CU 용답역점||||90704
CU|용답중앙점|||CU|02-2212-2896|서울특별시 성동구 용답중앙11길 13|서울특별시 성동구 용답동 96-8|택배;커피||||||CU 용답중앙점||||90704
CU|용답하이츠점|||CU|02-3394-8802|서울특별시 성동구 용답29길 7|서울특별시 성동구 용답동 9-1|24시간;택배;커피||||||CU 용답하이츠점||||90704
CU|용두대박점|||CU|02-929-3848|서울특별시 동대문구 천호대로17길 38|서울특별시 동대문구 용두동 102-117|24시간;택배;튀김;커피;ATM||||||CU 용두대박점|(용두동)|||90704
CU|용두동아점|||CU|02-922-8344|서울특별시 동대문구 천호대로 68|서울특별시 동대문구 용두동 127-17|24시간;택배;튀김;커피;ATM||||||CU 용두동아점|(용두동)|||90704
CU|용두두산위브점|||CU|02-962-8465|서울특별시 동대문구 천호대로 124|서울특별시 동대문구 용두동 791-1|24시간;택배;커피||||||CU 용두두산위브점|용두두산위브아파트;용두두산위브아파트|||90704
CU|용두래미안점|||CU|02-959-1799|서울특별시 동대문구 천호대로27길 10|서울특별시 동대문구 용두동 38-16|24시간;택배;커피;ATM||||||CU 용두래미안점|(용두동)|||90704
CU|용두로드점|||CU|02-383-2515|경기도 고양시 덕양구 서오릉로 450|경기도 고양시 덕양구 용두동 432-297|24시간;택배;커피;ATM||||||CU 용두로드점||||90704
CU|용두리치점|||CU|02-929-2693|서울특별시 동대문구 한빛로 73|서울특별시 동대문구 용두동 794|24시간;택배;튀김;커피;ATM||||||CU 용두리치점|지하 (용두동,롯데캐슬리치) 1층 1동 1호;롯데캐슬리치 지하1층 1동 1호|||90704
CU|용두안암점|||CU|070-4189-6873|서울특별시 동대문구 무학로37길 42|서울특별시 동대문구 용두동 233-14|24시간;ATM||||||CU 용두안암점|(용두동)|||90704
CU|용두으뜸점|||CU|02-923-0223|서울특별시 동대문구 안암로 52|서울특별시 동대문구 용두동 730-1|24시간;택배;베이커리;튀김;커피;ATM||||||CU 용두으뜸점|(용두동)|||90704
CU|용두점|||CU|02-922-1825|서울특별시 동대문구 왕산로 52|서울특별시 동대문구 용두동 236-1|24시간;택배;튀김;커피;ATM||||||CU 용두점|(용두동,신설동역대우아이빌) 102동 101호;신설동역대우아이빌 102동 101호|||90704
CU|용두주공점|||CU|062-573-6788|광주광역시 북구 하서로 457|광주광역시 북구 용두동 267-14|24시간;택배;튀김;커피;ATM||||||CU 용두주공점|호 (용두동) 1층 비동;호 1층 비동|||90704
CU|용두진아점|||CU|062-571-4505|광주광역시 북구 하서로 442-8|광주광역시 북구 용두동 285-4|24시간;택배;튀김;커피;ATM||||||CU 용두진아점|(용두동)|||90704
CU|용두청계점|||CU|02-923-9461|서울특별시 동대문구 무학로20길 36|서울특별시 동대문구 용두동 129-376|24시간;택배;튀김;커피;ATM||||||CU 용두청계점|(용두동)|||90704
CU|용두허브리츠점|||CU|02-968-1982|서울특별시 동대문구 왕산로26길 35|서울특별시 동대문구 용두동 792-3|24시간;택배;커피;스포츠토토||||||CU 용두허브리츠점|(용두동) 101호;101호|||90704
CU|용두희망점|||CU|02-966-7949|서울특별시 동대문구 왕산로32길 58|서울특별시 동대문구 용두동 39-19|24시간;택배;커피||||||CU 용두희망점|(용두동)|||90704
CU|용마루행복점|||CU|0||인천광역시 미추홀구 숭의동 440-17|24시간;택배;튀김;커피||||||CU 용마루행복점||||90704
CU|용마산점|||CU|02-9077-0033|서울특별시 중랑구 면목로 224|서울특별시 중랑구 면목동 392-6|24시간;택배;튀김;커피;스포츠토토;ATM||||||CU 용마산점|(면목동)|||90704
CU|용문관광단지점|||CU|031-771-3305||경기도 양평군 용문면 신점리 357-4|택배;커피||||||CU 용문관광단지점||||90704
CU|용문좋아요점|||CU|02-703-1707|서울특별시 용산구 효창원로 79|서울특별시 용산구 용문동 38-58|24시간;택배;커피||||||CU 용문좋아요점|(용문동)|||90704
CU|용문프라임점|||CU|042-524-9942|대전광역시 서구 용문로 87-1|대전광역시 서구 용문동 259-35|24시간;택배;커피;ATM||||||CU 용문프라임점|(용문동) 1층;1층|||90704
CU|용봉로드점|||CU|062-529-3054|광주광역시 북구 비엔날레로 155|광주광역시 북구 용봉동 924-4|24시간;택배;커피;ATM||||||CU 용봉로드점|1층;1층|||90704
CU|용봉사랑점|||CU|0|광주광역시 북구 용주로 42|광주광역시 북구 용봉동 1216-1|24시간;택배;커피;ATM||||||CU 용봉사랑점|(용봉동)|||90704
CU|용봉신화점|||CU|062-523-1048|광주광역시 북구 저불로69번길 14|광주광역시 북구 용봉동 1359-6|24시간;택배;커피;ATM||||||CU 용봉신화점||||90704
CU|용봉지플레이스점|||CU|062-522-6500||광주광역시 북구 용봉동 742|24시간;택배;커피||||||CU 용봉지플레이스점||||90704
CU|용봉타운점|||CU|062-514-9668|광주광역시 북구 운용로 86|광주광역시 북구 용봉동 1407-1|24시간;택배;커피;ATM||||||CU 용봉타운점||||90704
CU|용산2가점|||CU|02-790-7200|서울특별시 용산구 소월로20길 53|서울특별시 용산구 용산동2가 33-32|24시간;택배;커피||||||CU 용산2가점|(용산동2가)|||90704
CU|용산갈월점|||CU|02-498-2252|서울특별시 용산구 한강대로 348|서울특별시 용산구 갈월동 3-3|택배;커피||||||CU 용산갈월점|(갈월동)|||90704
CU|용산경찰서점|||CU|02-702-6075|서울특별시 용산구 원효로89길 18|서울특별시 용산구 원효로1가 12-19|24시간;택배;커피;ATM||||||CU 용산경찰서점|(원효로1가) 1층;1층|||90704
CU|용산고리점|||CU|02-790-1054|서울특별시 용산구 한강대로 270|서울특별시 용산구 남영동 83-1|24시간;택배;커피;ATM||||||CU 용산고리점|(남영동) 1층;1층|||90704
CU|용산구청점|||CU|02-2281-9996|서울특별시 용산구 녹사평대로32길 51|서울특별시 용산구 이태원동 44-18|택배;커피;ATM||||||CU 용산구청점|(이태원동)|||90704
CU|용산남영점|||CU|02-794-4640|서울특별시 용산구 두텁바위로 12|서울특별시 용산구 남영동 3-1|24시간;택배;커피;로또;ATM||||||CU 용산남영점|(남영동) 1층;1층|||90704
CU|용산늘푸름점|||CU|053-521-6602|대구광역시 달서구 용산서로 10|대구광역시 달서구 용산동 931-5|24시간;택배;커피;스포츠토토;ATM||||||CU 용산늘푸름점|(용산동)|||90704
CU|용산별밤점|||CU|053-552-0102|대구광역시 달서구 용산큰못2길 25|대구광역시 달서구 용산동 921-15|24시간;택배;베이커리;튀김;커피;ATM||||||CU 용산별밤점|(용산동)|||90704
CU|용산보광점|||CU|02-797-6644|서울특별시 용산구 장문로 119|서울특별시 용산구 보광동 22-1|24시간;ATM||||||CU 용산보광점|(보광동)|||90704
CU|용산삼각지점|||CU|02-795-1058|서울특별시 용산구 한강대로62길 48|서울특별시 용산구 한강로1가 231-6|24시간;택배;베이커리;튀김;커피||||||CU 용산삼각지점|(한강로1가)|||90704
CU|용산삼구빌딩점|||CU|02-705-0012|서울특별시 용산구 청파로 40|서울특별시 용산구 한강로3가 16-49|택배||||||CU 용산삼구빌딩점|삼구빌딩 한강로3가 지 (한강로3가) 1층 하호;삼구빌딩 한강로3가 지 1층 하호|||90704
CU|용산서계점|||CU|02-713-4365|서울특별시 용산구 청파로85길 46|서울특별시 용산구 서계동 32-1|24시간;택배;ATM||||||CU 용산서계점|서계동 108 (서계동);서계동 108|||90704
