##NAME|SUBNAME|X|Y|MAPPERS_TYPE|TELNUM|NEWADDR|ADDR|FEAT1|FEAT2|AREA|DATE|ALTNAME|ETCNAME|ORGNAME|ETCADDR|PNUCODE|RD_JIBUN|MAPPERS_CD@@변호사
김태완개업[상세]||||변호사|031-566-8621|경기 구리시 이문안로 6-1||||||||김태완개업[상세]|(교문동,덕현빌딩) 301호|||91604
정영호개업[상세]||||변호사|031-213-1585|경기 수원시 영통구 중부대로 324||||||||정영호개업[상세]|302호 (매탄동,KT동수원지사)|||91604
변환봉개업[상세]||||변호사||경기 성남시 수정구 산성대로 91||||||||변환봉개업[상세]|10층 (수진동,성호빌딩)|||91604
강종협개업[상세]||||변호사|031-982-9033|경기 김포시 김포대로 851||||||||강종협개업[상세]|4층 403호 (사우동,제일메디칼센터빌딩)|||91604
변우섭개업[상세]||||변호사|031-873-9983|경기 의정부시 녹양로 44||||||||변우섭개업[상세]|삼형빌딩 501호 (가능동)|||91604
하령개업[상세]||||변호사|031-904-3822||경기 고양시 일산동구 장항동 891-3|||||||하령개업[상세]|(EasyLaw빌딩 303,304호)|||91604
김정찬개업[상세]||||변호사|031-334-1600|경기 용인시 처인구 명지로 81||||||||김정찬개업[상세]|203호 (역북동,용인상공회의소)|||91604
박은경개업[상세]||||변호사|031-876-2005|경기 의정부시 녹양로34번길 30||||||||박은경개업[상세]|(가능동,법전빌딩) 403호|||91604
조헌구개업[상세]||||변호사|031-365-4420||경기 안양시 동안구 관양동 1594-1|||||||조헌구개업[상세]|효성인텔리안307,308호|||91604
문재근개업[상세]||||변호사|031-932-3900||경기 고양시 일산동구 장항동 891|||||||문재근개업[상세]|(일산법조빌딩501호)|||91604
유장희개업[상세]||||변호사|032-329-3322||경기 부천시 원미구 상동 448-2|||||||유장희개업[상세]|(법조타운 104호)|||91604
백경택개업[상세]||||변호사|031-364-8268|경기 안산시 단원구 광덕3로 97||||||||백경택개업[상세]|(고잔동,대성빌딩) 3층 (고잔동,대성빌딩)|||91604
양병현개업[상세]||||변호사||경기 화성시 향남읍 삼천병마로 216||||||||양병현개업[상세]|304호 (평리,중앙빌딩)|||91604
김준기||||변호사||||||||||김준기||||91604
김영선개업[상세]||||변호사|031-744-5400|경기 성남시 중원구 산성대로 452||||||||김영선개업[상세]|5층 (금광동,한림빌딩)|||91604
이진권개업[상세]||||변호사||경기 의정부시 녹양로34번길 62||||||||이진권개업[상세]|(가능동) 대헌빌딩 3층 --|||91604
오세범개업[상세]||||변호사|031-216-4488|경기 수원시 영통구 동수원로 545||||||||오세범개업[상세]|102호 (원천동,화산빌딩)|||91604
최정규개업[상세]||||변호사|031-494-7986|경기 안산시 단원구 광덕서로 82||||||||최정규개업[상세]|301호 (고잔동,한남법조빌딩)|||91604
주은희개업[상세]||||변호사|031-212-8858|경기 수원시 영통구 광교중앙로248번길 107||||||||주은희개업[상세]|(하동) 201호|||91604
박선배개업[상세]||||변호사|031-877-8488||경기 의정부시 가능동 369-17|||||||박선배개업[상세]|(풍전빌딩 3층)|||91604
이병조개업[상세]||||변호사|031-216-3500||경기 수원시 영통구 원천동 83-11|||||||이병조개업[상세]|(변호사회관2층)|||91604
최현미개업[상세]||||변호사|031-211-6580|경기 수원시 영통구 월드컵로 123||||||||최현미개업[상세]|501호 (원천동,승전빌딩)|||91604
노재민개업[상세]||||변호사|031-837-8450||경기 의정부시 가능1동 362-42|||||||노재민개업[상세]|(3층)|||91604
조성원개업[상세]||||변호사|031-212-3622|경기 수원시 영통구 광교중앙로 232||||||||조성원개업[상세]|(하동) 드림타워4 201호|||91604
신윤주||||변호사||||||||||신윤주||||91604
이종업개업[상세]||||변호사|031-214-3900|경기 수원시 영통구 중부대로 316||||||||이종업개업[상세]|4층,5층,7층 (매탄동,진빌딩)|||91604
황경학개업[상세]||||변호사|031-217-7900|경기 수원시 영통구 동수원로 547||||||||황경학개업[상세]|301호 (원천동,법무사회관)|||91604
백철우개업[상세]||||변호사|031-873-1900||경기 의정부시 가능1동 353-10|||||||백철우개업[상세]|(귀복빌딩 3층)|||91604
최종갑개업[상세]||||변호사|031-211-2700|경기 수원시 영통구 광교중앙로248번길 7-2||||||||최종갑개업[상세]|제5층 제씨 501~3호 (하동,원희캐슬 광교)|||91604
김원종개업[상세]||||변호사|031-871-9400||경기 의정부시 가능동 362-18|||||||김원종개업[상세]|(세광빌딩 3층)|||91604
이덕규개업[상세]||||변호사|031-214-7881|경기 수원시 영통구 광교중앙로 (하동 , 더죤프라자) 250||||||||이덕규개업[상세]|403호|||91604
이경철개업[상세]||||변호사|031-212-0096||경기 수원시 영통구 원천동 78-54|||||||이경철개업[상세]||||91604
이두구개업[상세]||||변호사|031-216-7722||경기 수원시 영통구 매탄동 102-2|||||||이두구개업[상세]|(영보빌딩202호)|||91604
김성천개업[상세]||||변호사|031-402-3507||경기 안산시 단원구 고잔동 768|||||||김성천개업[상세]|(월드타운 C동 517호)|||91604
홍상진개업[상세]||||변호사|031-211-2700|경기 수원시 영통구 광교중앙로248번길 7-2||||||||홍상진개업[상세]|제5층 제씨 501~3호 (하동,원희캐슬 광교)|||91604
이준형개업[상세]||||변호사|032-321-2500||경기 부천시 원미구 상동 448-2|||||||이준형개업[상세]|(법조타운 307호)|||91604
박동혁개업[상세]||||변호사|032-324-0203||경기 부천시 원미구 상동 448-2|||||||박동혁개업[상세]|(법조타운901호)|||91604
정정민개업[상세]||||변호사|031-215-8498|경기 수원시 팔달구 중부대로223번길 4||||||||정정민개업[상세]|301호 (우만동,블루하우스)|||91604
김주관개업[상세]||||변호사|032-652-2732|경기 부천시 원미구 상일로 130||||||||김주관개업[상세]|801호 (상동,법조타운)|||91604
조함찬개업[상세]||||변호사|031-382-7070||경기 안양시 동안구 관양동 1596|||||||조함찬개업[상세]|(평촌그라테아 II 201호)|||91604
이호섭개업[상세]||||변호사||경기 포천시 중앙로 73||||||||이호섭개업[상세]|F층 (신읍동)|||91604
조성제개업[상세]||||변호사|031-405-0137,411-1188||경기 안산시 단원구 고잔동 707-3|||||||조성제개업[상세]|(대한법조빌딩204호)|||91604
이택기개업[상세]||||변호사|031-8044-8805||경기 안산시 단원구 원곡동 748-6|||||||이택기개업[상세]|(세중빌딩201호)|||91604
이원익개업[상세]||||변호사|031-211-5902|경기 수원시 영통구 광교중앙로248번길 7-3||||||||이원익개업[상세]|(하동,우연법전프라자) 602호|||91604
현준개업[상세]||||변호사|070-4365-8588|경기 용인시 기흥구 관곡로 96||||||||현준개업[상세]|5층 (구갈동,대원빌딩)|||91604
박용준개업[상세]||||변호사|031-734-5900||경기 성남시 수정구 단대동 97-2|||||||박용준개업[상세]|(주현빌딩 6층)|||91604
이병길개업[상세]||||변호사|031-403-7800||경기 안산시 단원구 고잔동 710-1|||||||이병길개업[상세]|(삼영빌딩 603호)|||91604
김해정개업[상세]||||변호사||경기 양평군 양평읍 양근로 151||||||||김해정개업[상세]|(양근리)|||91604
문종수개업[상세]||||변호사|031-441-9911|경기 안양시 동안구 시민대로 297||||||||문종수개업[상세]|205호 (관양동,한솔센트럴파크3차)|||91604
박일희||||변호사||||||||||박일희||||91604
오도환개업[상세]||||변호사|031-211-7307|경기 수원시 팔달구 경수대로428번길 11||||||||오도환개업[상세]|(인계동) 3-3호 (삼원빌딩,3층)|||91604
이재호개업[상세]||||변호사|031-382-7762,3||경기 안양시 동안구 관양동 1597|||||||이재호개업[상세]|(평촌월드빌 201)|||91604
박준용개업[상세]||||변호사|031-5170-0400|경기 성남시 분당구 판교역로146번길 20||||||||박준용개업[상세]|7층 (백현동,현대백화점 오피스)|||91604
천대웅개업[상세]||||변호사||경기 고양시 일산동구 호수로 672||||||||천대웅개업[상세]|409 (장항동,대우메종리브르)|||91604
장덕천||||변호사||||||||||장덕천||||91604
이재헌개업[상세]||||변호사|031-213-0016|경기 수원시 영통구 광교중앙로248번길 7-2||||||||이재헌개업[상세]|(하동,원희캐슬 광교) C동 603호|||91604
김문곤개업[상세]||||변호사|031-873-6166||경기 의정부시 가능1동 362-14|||||||김문곤개업[상세]|(대경빌딩301호)|||91604
이두희개업[상세]||||변호사|031-411-6200||경기 안산시 단원구 고잔동 707|||||||이두희개업[상세]|(법조타운 206호)|||91604
이충일개업[상세]||||변호사|031-214-9400|경기 수원시 영통구 광교중앙로248번길 7-2||||||||이충일개업[상세]|제비동 801호,802호 (하동,원희캐슬 광교)|||91604
고천척||||변호사||||||||||고천척||||91604
강영화개업[상세]||||변호사|031-387-5400|경기 안양시 동안구 시민대로 295||||||||강영화개업[상세]|206호 (관양동,한양월드빌)|||91604
장윤선개업[상세]||||변호사|031-874-5544||경기 의정부시 가능1동 362-106|||||||장윤선개업[상세]|(신성빌딩 1층)|||91604
정희채개업[상세]||||변호사|031-734-9300||경기 성남시 중원구 금광동 4701|||||||정희채개업[상세]|(산성빌딩 3층)|||91604
김형중개업[상세]||||변호사|031-511-5050|경기 남양주시 금곡로 72||||||||김형중개업[상세]|502호 (금곡동,센타프라자)|||91604
김영주개업[상세]||||변호사|031-215-3570|경기 수원시 영통구 대학로 34||||||||김영주개업[상세]|(이의동) 경기캠퍼스프라자801호|||91604
강동명||||변호사||||||||||강동명||||91604
백경아개업[상세]||||변호사|031-214-3900|경기 수원시 영통구 중부대로 316||||||||백경아개업[상세]|4층,5층,7층 (매탄동,진빌딩)|||91604
이승빈개업[상세]||||변호사|031-213-2119|경기 수원시 영통구 광교중앙로248번길 40||||||||이승빈개업[상세]|(하동) 제510호,제511호,제512호 (하동,스마트법조프라자)|||91604
이수환||||변호사||||||||||이수환||||91604
권미희||||변호사||||||||||권미희||||91604
심종신개업[상세]||||변호사|031-908-6700|경기 고양시 일산동구 중앙로 1187||||||||심종신개업[상세]|2층 (장항동,흥국생명빌딩)|||91604
김희정개업[상세]||||변호사|031-885-4443|경기 의정부시 서부로 675||||||||김희정개업[상세]|(101호)|||91604
오윤식||||변호사||||||||||오윤식||||91604
배종희개업[상세]||||변호사|031-211-0051|경기 수원시 영통구 광교중앙로248번길 7-2||||||||배종희개업[상세]|제비동 801호,802호 (하동,원희캐슬 광교)|||91604
박네라개업[상세]||||변호사|031-485-0800|경기 안산시 단원구 광덕서로 68||||||||박네라개업[상세]|201호 (고잔동,삼영빌딩)|||91604
김평수개업[상세]||||변호사|031-901-4402|경기 고양시 일산동구 장백로 200||||||||김평수개업[상세]|1010호 (장항동,유국타워)|||91604
함영주개업[상세]||||변호사|031-381-8778||경기 안양시 동안구 관양동 1594-1|||||||함영주개업[상세]|(효성인텔리안 318호)|||91604
이원호개업[상세]||||변호사|02-3482-1258|경기 남양주시 경춘로 379||||||||이원호개업[상세]|201호 (도농동,이화빌딩)|||91604
유지훈개업[상세]||||변호사|031-769-1700|경기 광주시 회안대로 900||||||||유지훈개업[상세]|301호 (송정동,로얄플라자)|||91604
최락현개업[상세]||||변호사|031-212-1919|경기 수원시 영통구 매봉로49번길 5||||||||최락현개업[상세]|2층 (매탄동,명정빌딩)|||91604
김도균개업[상세]||||변호사|031-735-6004||경기 성남시 중원구 금광2동 4701|||||||김도균개업[상세]|(산성빌딩 5층)|||91604
이향열개업[상세]||||변호사|031-381-5600||경기 안양시 동안구 관양동 1597-1|||||||이향열개업[상세]|(한솔센트럴파크 3차 204호)|||91604
석경수개업[상세]||||변호사|031-395-2700||경기 군포시 금정동 847-2|||||||석경수개업[상세]|(동영센트럴타워 110호)|||91604
신해중개업[상세]||||변호사|031-873-8400||경기 의정부시 가능1동 363-1|||||||신해중개업[상세]|(법전빌딩 205호)|||91604
박형준개업[상세]||||변호사|031-217-4747||경기 수원시 영통구 매탄동 102-22|||||||박형준개업[상세]|23 (진빌딩703호)|||91604
이상현개업[상세]||||변호사|031-732-7777||경기 성남시 수정구 단대동 69-3|||||||이상현개업[상세]|(태영빌딩)|||91604
윤영선개업[상세]||||변호사|031-214-3900|경기 수원시 영통구 중부대로 316||||||||윤영선개업[상세]|4층,5층,7층 (매탄동,진빌딩)|||91604
장영화||||변호사||||||||||장영화||||91604
김기현개업[상세]||||변호사|031-387-5400||경기 안양시 동안구 관양동 1597|||||||김기현개업[상세]|(한양월드빌 206호)|||91604
이진웅개업[상세]||||변호사||경기 부천시 상일로 124||||||||이진웅개업[상세]|503호 (상동,다성빌딩)|||91604
김석개업[상세]||||변호사|032-329-1800||경기 부천시 원미구 상동 448-1|||||||김석개업[상세]|(뉴법조타운 405호)|||91604
남광순개업[상세]||||변호사|031-941-3388||경기 파주시 금촌동 986-1|||||||남광순개업[상세]|(청원센트럴타워505호)|||91604
고병조개업[상세]||||변호사|031-909-1073|경기 고양시 일산동구 정발산로 24||||||||고병조개업[상세]|(장항동 867,웨스턴돔2) 웨스턴타워3차 804호|||91604
민병덕개업[상세]||||변호사|031-382-6262|경기 안양시 동안구 관악대로 298||||||||민병덕개업[상세]|4층 (관양동,도명빌딩)|||91604
허건개업[상세]||||변호사|031-402-3100|경기 안산시 단원구 광덕서로 72||||||||허건개업[상세]|(고잔동,중앙법조빌딩) 402호|||91604
김희명개업[상세]||||변호사|031-217-2266||경기 수원시 영통구 매탄동 102-17|||||||김희명개업[상세]|(명진빌딩4층)|||91604
임영빈개업[상세]||||변호사|031-882-0020|경기 여주시 현암로 11-43||||||||임영빈개업[상세]|202호 (현암동,현암빌딩)|||91604
김낙형||||변호사||||||||||김낙형||||91604
문성식개업[상세]||||변호사|031-217-3307|경기 수원시 영통구 광교중앙로248번길 7-2||||||||문성식개업[상세]|(하동,원희캐슬 광교) c동 601호|||91604
강경석개업[상세]||||변호사|031-382-6262,3|경기 안양시 동안구 관악대로 298||||||||강경석개업[상세]|401호 (광양동,도명빌딩)|||91604
김영진개업[상세]||||변호사|031-543-9113||경기 포천시 소흘읍 송우리 505-17|||||||김영진개업[상세]|(경용어울림빌딩303호)|||91604
장선엽개업[상세]||||변호사|031-698-3465|경기 성남시 분당구 대왕판교로645번길 12||||||||장선엽개업[상세]|4층 (삼평동,판교테크노밸리공금지원센터)|||91604
권정화개업[상세]||||변호사|031-484-0040|경기 안산시 단원구 광덕서로 82||||||||권정화개업[상세]|309-2호 (고잔동,한남법조빌딩)|||91604
정현석개업[상세]||||변호사|031-562-2020|경기 남양주시 도농로 1||||||||정현석개업[상세]|502호 (도농동,상임빌딩)|||91604
전승호개업[상세]||||변호사|031-932-3003||경기 고양시 일산구 장항동 891-4|||||||전승호개업[상세]|(보림빌딩 401호)|||91604
노원표개업[상세]||||변호사|031-907-2205|경기 고양시 일산동구 장백로 212||||||||노원표개업[상세]|601호 (장항동,일산법조빌딩)|||91604
문향란개업[상세]||||변호사|032-321-0011|경기 부천시 원미구 상일로 126||||||||문향란개업[상세]|103호 (상동,뉴법조타운)|||91604
이정하개업[상세]||||변호사|031-475-5445|경기 안산시 단원구 광덕서로 82||||||||이정하개업[상세]|303호 (고잔동,한남법조빌딩)|||91604
인성복개업[상세]||||변호사|031-211-0080|경기 수원시 영통구 광교중앙로248번길 7-2||||||||인성복개업[상세]|(하동,원희캐슬 광교) A동 607호|||91604
이소정개업[상세]||||변호사|031-731-6551|경기 성남시 중원구 산성대로 380||||||||이소정개업[상세]|6층 (금광동,동일빌딩)|||91604
염옥남개업[상세]||||변호사|031-381-8778||경기 안양시 동안구 관양동 1594-1|||||||염옥남개업[상세]|(효성인텔리안 3층)|||91604
강승호개업[상세]||||변호사|031-205-5080||경기 수원시 영통구 매탄동 102-21|||||||강승호개업[상세]|(3층)|||91604
오민웅개업[상세]||||변호사|031-425-1056|경기 안양시 동안구 부림로169번길 41||||||||오민웅개업[상세]|(관양동,힐스테이트 에코 평촌) 101동 206호|||91604
송종선개업[상세]||||변호사|02-851-1500|경기 양주시 평화로 1395||||||||송종선개업[상세]|9층 (덕계동,나라빌딩)|||91604
김원일개업[상세]||||변호사|031-878-0700||경기 의정부시 가능1동 365-30|||||||김원일개업[상세]|(정욱빌딩3층)|||91604
장현준개업[상세]||||변호사|02-3666-7800||경기 광명시 철산동 464-9|||||||장현준개업[상세]|(2층)|||91604
전문우개업[상세]||||변호사|031-901-7200||경기 고양시 일산구 장항동 891|||||||전문우개업[상세]|(일산법조빌딩 4층)|||91604
채성욱개업[상세]||||변호사|031-744-6655||경기 성남시 중원구 금광2동 4723|||||||채성욱개업[상세]|(신우빌딩 201호)|||91604
이종환개업[상세]||||변호사|031-759-9350~1|경기 성남시 분당구 성남대로 (성남동 , 메가프라자) 1126||||||||이종환개업[상세]|505호|||91604
이재원개업[상세]||||변호사|032-327-2020|경기 부천시 상일로 126||||||||이재원개업[상세]|301호,305호,306호,308호 (상동,뉴법조타운)|||91604
곽영환||||변호사||||||||||곽영환||||91604
신희명개업[상세]||||변호사|031-413-0777|경기 안산시 단원구 광덕서로 78||||||||신희명개업[상세]|201호 (고잔동,대한법조)|||91604
김영학개업[상세]||||변호사|031-876-1515||경기 의정부시 가능1동 362-137|||||||김영학개업[상세]|(현도빌딩202호)|||91604
하기복개업[상세]||||변호사|031-275-4045||경기 용인시 기흥구 구갈동 354-4|||||||하기복개업[상세]|(금강프라자 506호)|||91604
이종태개업[상세]||||변호사|031-216-2500|경기 수원시 영통구 광교중앙로248번길 7-1||||||||이종태개업[상세]|201호,202호 (하동,오름법조프라자)|||91604
정흥규개업[상세]||||변호사|031-715-4411|경기 성남시 분당구 돌마로 52||||||||정흥규개업[상세]|603호 (구미동)|||91604
김철현개업[상세]||||변호사|031-214-3900|경기 수원시 영통구 광교중앙로248번길 40||||||||김철현개업[상세]|611호 (하동,광교스마트법조프라자)|||91604
조일원개업[상세]||||변호사|031-216-2400|경기 수원시 영통구 광교중앙로248번길 40||||||||조일원개업[상세]|611호 (하동,광교스마트법조프라자)|||91604
사형환개업[상세]||||변호사|031-901-7200||경기 고양시 일산구 장항동 891|||||||사형환개업[상세]|(일산법조빌딩4층)|||91604
최돈익개업[상세]||||변호사|031-441-2727|경기 안양시 동안구 시민대로 295||||||||최돈익개업[상세]|301호 (관양동,한양월드빌)|||91604
송평수개업[상세]||||변호사|031-884-6680|경기 여주시 현암로 11-45||||||||송평수개업[상세]|102호 (현암동)|||91604
윤석진개업[상세]||||변호사|031-878-5300||경기 의정부시 가능1동 363-1|||||||윤석진개업[상세]|(법전빌딩 601호)|||91604
김평호개업[상세]||||변호사|031-744-6655||경기 성남시 중원구 금광2동 4723|||||||김평호개업[상세]|(신우빌딩2층)|||91604
박준이개업[상세]||||변호사|031-241-9081|경기 수원시 영통구 광교중앙로248번길 95-1||||||||박준이개업[상세]|(하동) 101호,102호|||91604
성창재개업[상세]||||변호사||경기 안양시 동안구 평촌대로 239||||||||성창재개업[상세]|302호 (비산동,신안메트로칸)|||91604
장석철개업[상세]||||변호사|032-327-2020|경기 부천시 상일로 126||||||||장석철개업[상세]|301호,305호,306호,308호 (상동,뉴법조타운)|||91604
김경규개업[상세]||||변호사|031-441-2727||경기 안양시 동안구 관양동 1597|||||||김경규개업[상세]|(한양월드빌 301호)|||91604
이충개업[상세]||||변호사|031-966-6164|경기 고양시 덕양구 화중로104번길 8||||||||이충개업[상세]|202호 (화정동,장원프라자)|||91604
이춘산개업[상세]||||변호사|031-872-6600||경기 의정부시 가능1동 362|||||||이춘산개업[상세]|-78|||91604
박국병개업[상세]||||변호사|031-211-8073||경기 수원시 영통구 원천동 92-9|||||||박국병개업[상세]|(삼원빌딩 4층)|||91604
김성만개업[상세]||||변호사|031-741-4774||경기 성남시 수정구 단대동 95-4|||||||김성만개업[상세]|(3층)|||91604
유대성개업[상세]||||변호사|031-212-8151||경기 수원시 영통구 원천동 81-6|||||||유대성개업[상세]|(법전빌딩 103호)|||91604
엄주범개업[상세]||||변호사|031-8069-8000,9|경기 의왕시 이미로 40||||||||엄주범개업[상세]|에이동208호 (포일동,인덕원아이티벨리)|||91604
나상호개업[상세]||||변호사|031-943-2275|경기 파주시 시청로 9||||||||나상호개업[상세]|1층 (금촌동)|||91604
김태연||||변호사||||||||||김태연||||91604
정수경개업[상세]||||변호사|031-761-6113|경기 광주시 행정타운로 49-6||||||||정수경개업[상세]|(송정동) 엘파크 103호|||91604
천경득||||변호사||||||||||천경득||||91604
강석원개업[상세]||||변호사|031-901-7300||경기 고양시 일산구 장항동 846|||||||강석원개업[상세]|(센트럴프라자 912호)|||91604
김현병개업[상세]||||변호사|031-723-0017|경기 성남시 수정구 위례서일로 34||||||||김현병개업[상세]|(창곡동,우남역 성희프라자) 604호|||91604
이동훈개업[상세]||||변호사|031-908-0303||경기 고양시 일산동구 장항동 891-2|||||||이동훈개업[상세]|(성암빌딩 301호)|||91604
박태용개업[상세]||||변호사|031-908-0303||경기 고양시 일산동구 장항동 891-2|||||||박태용개업[상세]|(성암빌딩 301호)|||91604
신동국개업[상세]||||변호사|031-884-8600|경기 여주시 현암로 21-9||||||||신동국개업[상세]|2층 (현암동,윤영빌딩)|||91604
이기형개업[상세]||||변호사|031-553-3868|경기 남양주시 가운로1길 25||||||||이기형개업[상세]|407호 (가운동,수미소빌딩)|||91604
김종기개업[상세]||||변호사|031-872-2255|경기 의정부시 체육로 306-14||||||||김종기개업[상세]|(녹양동,센츄럴프라자) 302호|||91604
김강노개업[상세]||||변호사|031-565-3300||경기 구리시 인창동 676-1|||||||김강노개업[상세]|(두진에코맥스707,708호)|||91604
심찬섭개업[상세]||||변호사|031-565-3300||경기 구리시 인창동 676-1|||||||심찬섭개업[상세]|(두진에코맥스707,708호)|||91604
원용선개업[상세]||||변호사|031-932-6200|경기 고양시 일산동구 장백로 212||||||||원용선개업[상세]|502호 (장항동)|||91604
황동욱개업[상세]||||변호사|031-932-6200|경기 고양시 일산동구 장백로 212||||||||황동욱개업[상세]|502호 (장항동)|||91604
현근택개업[상세]||||변호사|031-896-9955|경기 용인시 수지구 포은대로 (풍덕천동) 441||||||||현근택개업[상세]|4층|||91604
박종국||||변호사||||||||||박종국||||91604
박상욱개업[상세]||||변호사|031-322-0419|경기 용인시 처인구 중부대로 1200||||||||박상욱개업[상세]|402호 (삼가동)|||91604
이재진개업[상세]||||변호사|031-211-3700|경기 수원시 영통구 월드컵로150번길 4||||||||이재진개업[상세]|202호 (원천동,행복프라자)|||91604
김좌진개업[상세]||||변호사|031-524-9801|경기 남양주시 가운로 1||||||||김좌진개업[상세]|2층 (가운동)|||91604
김치련개업[상세]||||변호사|031-565-3300|경기 구리시 경춘로 239||||||||김치련개업[상세]|7층 (인창동,리맥스빌딩)|||91604
김용기개업[상세]||||변호사|031-421-1777||경기 안양시 동안구 관양동 1044-3|||||||김용기개업[상세]|(안양법률센터빌딩203호)|||91604
박한영개업[상세]||||변호사|031-651-1411|경기 평택시 평남로 1039||||||||박한영개업[상세]|(동삭동,훈영빌딩) 201호|||91604
장영만개업[상세]||||변호사|031-791-6100||경기 하남시 신장동 519-3|||||||장영만개업[상세]|(백천빌딩 6층)|||91604
김상하개업[상세]||||변호사|032-863-2212|경기 부천시 소향로 11||||||||김상하개업[상세]|312호 (상동,코오롱이데아폴리스)|||91604
염규상개업[상세]||||변호사|031-985-5533||경기 김포시 사우동 248-1|||||||염규상개업[상세]||||91604
정창래개업[상세]||||변호사|031-901-7200||경기 고양시 일산구 장항동 891|||||||정창래개업[상세]||||91604
김근철개업[상세]||||변호사|031-475-2255||경기 안산시 단원구 고잔동 704-4|||||||김근철개업[상세]|(대원프라자 403호)|||91604
조경훈개업[상세]||||변호사|031-878-5300||경기 의정부시 가능1동 363-1|||||||조경훈개업[상세]|(법전빌딩 601호)|||91604
장수홍개업[상세]||||변호사|031-475-3600,483-9930||경기 안산시 단원구 고잔동 710|||||||장수홍개업[상세]|(중앙법조빌딩 5층)|||91604
심장수개업[상세]||||변호사|031-595-3457|경기 남양주시 경춘로 1287||||||||심장수개업[상세]|202호 (평내동,정우빌딩)|||91604
조행난개업[상세]||||변호사|031-871-3366||경기 의정부시 가능동 362-42|||||||조행난개업[상세]|(신성빌딩1층)|||91604
임창헌개업[상세]||||변호사|031-568-9283|경기 남양주시 다산중앙로82번안길 152||||||||임창헌개업[상세]|502호 (다산동,중앙법조타워)|||91604
반성찬개업[상세]||||변호사|031-943-2275|경기 파주시 시청로 9||||||||반성찬개업[상세]|1층 (금촌동)|||91604
장은주개업[상세]||||변호사|031-966-6164|경기 고양시 덕양구 화중로104번길 8||||||||장은주개업[상세]|202호 (화정동,장원프라자)|||91604
정원용개업[상세]||||변호사|031-908-6700|경기 고양시 일산동구 중앙로 1187||||||||정원용개업[상세]|2층 (장항동,흥국생명빌딩)|||91604
유선웅개업[상세]||||변호사|031-952-4213||경기 파주시 파주읍 연풍리 291-9|||||||유선웅개업[상세]|1층|||91604
이상훈개업[상세]||||변호사|031-214-5600||경기 수원시 영통구 원천동 83-18|||||||이상훈개업[상세]|(혜성빌딩 2층)|||91604
한명섭개업[상세]||||변호사|031-873-9983|경기 의정부시 녹양로 44||||||||한명섭개업[상세]|삼형빌딩 501호 (가능동)|||91604
김선철개업[상세]||||변호사|031-213-0411|경기 수원시 영통구 광교중앙로248번길 7-2||||||||김선철개업[상세]|B동 10층 (하동,원희캐슬광교)|||91604
박인철개업[상세]||||변호사|031-214-9400|경기 수원시 영통구 광교중앙로248번길 7-2||||||||박인철개업[상세]|제비동 801호,802호 (하동,원희캐슬 광교)|||91604
박상복개업[상세]||||변호사|031-215-1300|경기 수원시 영통구 광교중앙로248번길 107||||||||박상복개업[상세]|(하동) 유성법조프라자 603호|||91604
원희석개업[상세]||||변호사|031-872-0087|경기 의정부시 녹양로34번길 61||||||||원희석개업[상세]|1층102호 (가능동)|||91604
이원배개업[상세]||||변호사|032-561-4800|경기 부천시 원미구 상일로 130||||||||이원배개업[상세]|907호 (상동,부천법조타운)|||91604
강승필개업[상세]||||변호사|031-732-7700||경기 성남시 수정구 단대동 69-3|||||||강승필개업[상세]|(태영빌딩 3층)|||91604
황태웅개업[상세]||||변호사|032-203-2030|경기 부천시 원미구 상일로 130||||||||황태웅개업[상세]|903호 (상동,부천법조타운)|||91604
최재혁개업[상세]||||변호사|031-216-1330|경기 수원시 영통구 동수원로 542-6||||||||최재혁개업[상세]|402호 (원천동,마송빌딩)|||91604
서상범||||변호사||||||||||서상범||||91604
김춘희개업[상세]||||변호사|031-213-2100|경기 수원시 영통구 광교중앙로248번길 107||||||||김춘희개업[상세]|701~703호,107호 (하동,유성법조프라자)|||91604
권숙권개업[상세]||||변호사|031-386-0100||경기 안양시 동안구 비산동 1112|||||||권숙권개업[상세]|(삼성생명빌딩2층)|||91604
이재근개업[상세]||||변호사|031-657-7700|경기 평택시 평남로 1045||||||||이재근개업[상세]|501호 (동삭동,손문빌딩)|||91604
황보충호개업[상세]||||변호사|031-836-8800|경기 의정부시 서부로 673||||||||황보충호개업[상세]|3층 (가능동,용현빌딩)|||91604
기철개업[상세]||||변호사|031-487-9100||경기 안산시 단원구 고잔동 710|||||||기철개업[상세]|(중앙법조빌딩 201,202호)|||91604
한경록개업[상세]||||변호사|031-731-9500||경기 성남시 중원구 금광2동 4790|||||||한경록개업[상세]|(2층)|||91604
남기천||||변호사||||||||||남기천||||91604
정승언개업[상세]||||변호사|031-483-0701||경기 안산시 단원구 고잔동 707|||||||정승언개업[상세]|(안산법조타운 503호)|||91604
임명옥개업[상세]||||변호사||경기 남양주시 다산중앙로82번안길 152||||||||임명옥개업[상세]|502호 (다산동,중앙법조타워)|||91604
조성찬개업[상세]||||변호사|031-483-1500|경기 안산시 단원구 광덕4로 108||||||||조성찬개업[상세]|(고잔동,고잔프라자) 502호|||91604
박태승개업[상세]||||변호사|032-329-9600||경기 부천시 원미구 상동 448|||||||박태승개업[상세]|(다성빌딩 301호)|||91604
김영석개업[상세]||||변호사|032-252-1900~2|경기 부천시 원미구 상일로 126||||||||김영석개업[상세]|605호 (상동,뉴법조타운)|||91604
