##NAME|SUBNAME|X|Y|MAPPERS_TYPE|TELNUM|NEWADDR|ADDR|FEAT1|FEAT2|AREA|DATE|ALTNAME|ETCNAME|ORGNAME|ETCADDR|PNUCODE|RD_JIBUN|MAPPERS_CD@@코스닥기업
엠에스오토텍||||코스닥기업|054-770-1810|경상북도 경주시 내남면 포석로 16-9||||||||엠에스오토텍||||210202
엠젠플러스||||코스닥기업|02-3412-8777|서울특별시 서초구 효령로 83||||||||엠젠플러스|엠젠플러스빌딩 (방배동)|||210202
엠케이전자||||코스닥기업|031-330-1900|경기도 용인시 처인구 포곡읍 금어로 405||||||||엠케이전자||||210202
엠코르셋||||코스닥기업|02-6907-8888|서울특별시 강남구 언주로151길 7||||||||엠코르셋|2층 (신사동,주성빌)|||210202
엠플러스||||코스닥기업|043-272-7079|충청북도 청주시 흥덕구 옥산면 옥산산단로 27||||||||엠플러스|엠플러스 사옥|||210202
연우||||코스닥기업|032-575-8811|인천광역시 서구 가좌로84번길 13||||||||연우|(가좌동,(주)연우)|||210202
연이정보통신||||코스닥기업|041-620-1500|충청남도 천안시 서북구 직산읍 4산단6길 77||||||||연이정보통신||||210202
영신금속||||코스닥기업|031-680-8600|경기도 평택시 포승읍 포승공단로 118번길 118||||||||영신금속||||210202
영우디에스피||||코스닥기업|031-322-4871|충청남도 천안시 서북구 성거읍 새터길 164||||||||영우디에스피||||210202
영인프런티어||||코스닥기업|02-2140-3300|서울특별시 금천구 벚꽃로 244||||||||영인프런티어|벽산디지털밸리5차 1101호 (가산동)|||210202
영풍정밀||||코스닥기업|02-519-3523|서울특별시 강남구 강남대로 542||||||||영풍정밀|(논현동)|||210202
영화테크||||코스닥기업|041-585-2685|충청남도 아산시 둔포면 아산밸리로 132||||||||영화테크||||210202
예림당||||코스닥기업|02-566-1004|서울시 성동구 아차산로 153||||||||예림당||||210202
예스24||||코스닥기업|02-3215-9100|서울특별시 영등포구 은행로 11||||||||예스24|일신빌딩 5층,6층 (여의도동)|||210202
예스티||||코스닥기업|031-612-3337|경기도 평택시 진위면 삼남로 654||||||||예스티|(마산리)|||210202
오가닉티코스메틱||||코스닥기업|86-0599-87253|||||||||오가닉티코스메틱|Chater Road,Central Hong Kong|||210202
오공||||코스닥기업|032-822-5050|인천시 남동구 함박뫼로 341||||||||오공||||210202
오디텍||||코스닥기업|063-263-7626|전북 완주군 봉동읍 완주산단 5로 87||||||||오디텍||||210202
오로라||||코스닥기업|02-3420-4114|서울특별시 강남구 테헤란로 624||||||||오로라|오로라월드 H.Q빌딩 (대치동)|||210202
오르비텍||||코스닥기업|02-852-2223|서울특별시 금천구 범안로 1130||||||||오르비텍|8층 (가산동,가산디지털엠파이어)|||210202
오리엔탈정공||||코스닥기업|051-202-0101|부산시 강서구 녹산산단 289로 6||||||||오리엔탈정공|(송정동)|||210202
오리엔트전자||||코스닥기업|031-737-0200|경기도 성남시 중원구 갈마치로 322||||||||오리엔트전자|(상대원동)|||210202
오리엔트정공||||코스닥기업|031-730-6707|경상북도 구미시 수출대로 9-1||||||||오리엔트정공|265 (공단동)|||210202
오리콤||||코스닥기업|02-510-4077|서울시 강남구 언주로 726||||||||오리콤||||210202
오상자이엘||||코스닥기업|032-524-0700|인천광역시 부평구 육동로 36||||||||오상자이엘|(부평동)|||210202
오상헬스케어||||코스닥기업|031-460-0300|경기도 안양시 동안구 안양천동로 132||||||||오상헬스케어|(호계동)|||210202
오성첨단소재||||코스닥기업|041-583-8780|충남 아산시 음봉면 산동로 433-31||||||||오성첨단소재||||210202
오션브릿지||||코스닥기업|031-8052-9030|경기도 안성시 양성면 동항공단길 49||||||||오션브릿지|(동항리820-6)|||210202
오스코텍||||코스닥기업|031-628-7613|경기도 성남시 분당구 대왕판교로 700||||||||오스코텍||||210202
오스테오닉||||코스닥기업|02-6902-8400|서울특별시 구로구 디지털로29길 38||||||||오스테오닉|1206호 (구로동,에이스테크노타워Ⅲ)|||210202
오스템||||코스닥기업|041-559-2500|충남 천안시 동남구 수신면 수신로 739||||||||오스템||||210202
오스템임플란트||||코스닥기업|02-2016-7000|서울특별시 금천구 가산디지털2로 123||||||||오스템임플란트|월드메르디앙벤처센터2차 8층 (가산동)|||210202
오이솔루션||||코스닥기업|062-960-5252|광주광역시 북구 첨단연신로30번길 53||||||||오이솔루션||||210202
오킨스전자||||코스닥기업|031-460-3500|경기도 의왕시 오전공업길 13||||||||오킨스전자|6층 (오전동,벽산선영테크노피아)|||210202
오텍||||코스닥기업|041-339-3300|충남 예산군 고덕면 예덕로 1033-36||||||||오텍||||210202
오파스넷||||코스닥기업|02-568-6727|서울특별시 강남구 테헤란로 512||||||||오파스넷|10층 (대치동,신안빌딩)|||210202
오픈베이스||||코스닥기업|02-3404-5700|서울시 서초구 매헌로 16||||||||오픈베이스|하이브랜드빌딩 4층|||210202
올릭스||||코스닥기업|031-779-8400|경기도 수원시 영통구 대학4로 17||||||||올릭스|에이스광교타워1 1014호|||210202
옴니시스템||||코스닥기업|031-883-5400|경기도 여주군 가남면 연삼로 284||||||||옴니시스템||||210202
옴니텔||||코스닥기업|070-7605-6117|서울특별시 동작구 여의대방로62길 1||||||||옴니텔|3층|||210202
옵토팩||||코스닥기업|043-218-7866|충청북도 청주시 흥덕구 옥산면 과학산업1로 114||||||||옵토팩||||210202
옵트론텍||||코스닥기업|055-250-2700|경상남도 창원시 의창구 평산로8번길 19-15||||||||옵트론텍|(팔용동)|||210202
옵티시스||||코스닥기업|031-719-8033|경기도 성남시 분당구 정자일로 166||||||||옵티시스|7층 (정자동SPG Dream 빌딩)|||210202
옵티팜||||코스닥기업|043-749-7500|충청북도 청주시 흥덕구 오송읍 오송생명6로 63||||||||옵티팜||||210202
와이디온라인||||코스닥기업|02-3475-2900|서울특별시 강남구 도산대로 541||||||||와이디온라인|세신빌딩 9층|||210202
와이비엠넷||||코스닥기업|02-2008-5200|경기도 성남시 분당구 대왕판교로 670||||||||와이비엠넷|유스페이스 2A동 8,9층|||210202
와이솔||||코스닥기업|070-7837-6240|경기도 오산시 가장로 531-7||||||||와이솔||||210202
와이아이케이||||코스닥기업|031-8038-8200|경기도 성남시 분당구 판교로255번길 28||||||||와이아이케이|(삼평동,디에이치케이솔루션빌딩 7층)|||210202
와이엔텍||||코스닥기업|061-690-6900|전남 여수시 여수산단로 1232||||||||와이엔텍|(월내동)|||210202
와이엠씨||||코스닥기업|041-538-5200|충남 아산시 둔포면 아산밸리중앙로 154-25||||||||와이엠씨||||210202
와이엠티||||코스닥기업|032-821-8277|인천광역시 남동구 남동동로153번길 30||||||||와이엠티|(고잔동,남동공단)|||210202
와이오엠||||코스닥기업|02-540-0047|부산광역시 강서구 생곡산단1로24번길 51||||||||와이오엠|(생곡동)|||210202
와이제이엠게임즈||||코스닥기업|02-6011-2998|서울특별시 강남구 테헤란로77길 11-9||||||||와이제이엠게임즈|삼성타워 8층|||210202
와이지엔터테인먼트||||코스닥기업|02-3142-1104|서울시 마포구 희우정로 1길 3||||||||와이지엔터테인먼트||||210202
와이지/원||||코스닥기업|032-526-0909|인천시 부평구 세월천로 211||||||||와이지 원||||210202
와토스코리아||||코스닥기업|061-392-3685|전남 장성군 동화면 전자농공단지1길 31||||||||와토스코리아||||210202
우노앤컴퍼니||||코스닥기업|063-261-7555|전라북도 완주군 봉동읍 완주산단3로 158-15||||||||우노앤컴퍼니|우노앤컴퍼니|||210202
우리기술||||코스닥기업|02-2102-5100|서울시 마포구 월드컵북로 56길 9||||||||우리기술|DMC단지 우리기술빌딩 4층|||210202
우리기술투자||||코스닥기업|02-2008-3100|서울시 강남구 테헤란로 522||||||||우리기술투자|홍우빌딩 14층|||210202
우리넷||||코스닥기업|031-276-5101|경기도 안양시 동안구 시민대로 353||||||||우리넷||||210202
우리로||||코스닥기업|062-602-8100|광주시 광산구 평동산단6번로 102-22||||||||우리로|(월전동)|||210202
우리바이오||||코스닥기업|031-494-8828|경기도 안산시 단원구 성곡로 79||||||||우리바이오||||210202
우리산업||||코스닥기업|031-201-6522|경기도 용인시 기흥구 지삼로 89||||||||우리산업|-|||210202
우리산업홀딩스||||코스닥기업|031-201-6500|경기도 용인시 기흥구 지삼로 89||||||||우리산업홀딩스|(지곡동)|||210202
우리손에프앤지||||코스닥기업|041-563-1055|전라남도 나주시 반남면 장송길 73||||||||우리손에프앤지||||210202
우리이앤엘||||코스닥기업|031-599-3143|경기도 안산시 단원구 성곡로 79||||||||우리이앤엘||||210202
우리조명||||코스닥기업|031-492-1012|경기도 안산시 단원구 성곡로 79||||||||우리조명||||210202
우림기계||||코스닥기업|055-260-0300|경남 창원시 성산구 남면로 613||||||||우림기계||||210202
우수AMS||||코스닥기업|055-274-5011|경상남도 창원시 성산구 월림로 62||||||||우수AMS|(신촌동)|||210202
우원개발||||코스닥기업|02-3490-1900|서울특별시 서초구 강남대로 279||||||||우원개발|백향빌딩 8층|||210202
우정바이오||||코스닥기업|031-888-9369|경기도 수원시 영통구 광교로 145||||||||우정바이오|차세대융합기술원 B동 3층|||210202
우주일렉트로||||코스닥기업|031-371-3700|경기도 화성시 양감면 초록로 532번길 61||||||||우주일렉트로||||210202
우진비앤지||||코스닥기업|02-795-2361|경기도 화성시 양감면 정문송산로 230||||||||우진비앤지||||210202
원익||||코스닥기업|031-8038-9000|경기도 성남시 분당구 판교로255번길 20||||||||원익|(삼평동,원익빌딩)|||210202
원익머트리얼즈||||코스닥기업|043-210-4300|충청북도 청주시 청원구 오창읍 양청3길 30||||||||원익머트리얼즈||||210202
원익큐브||||코스닥기업|031-8038-9300|경기도 성남시 분당구 판교로255번길 20||||||||원익큐브|원익빌딩 (삼평동)|||210202
원익홀딩스||||코스닥기업|031-8047-7000|경기도 평택시 칠괴길 78-40||||||||원익홀딩스|(지제동)|||210202
원익IPS||||코스닥기업|031-8047-7222|경기도 평택시 진위면 진위산단로 75||||||||원익IPS||||210202
원익QnC||||코스닥기업|054-472-6138|경상북도 구미시 옥계2공단로 117||||||||원익QnC|(구포동)|||210202
원일특강||||코스닥기업|031-434-1221|경기도 시흥시 공단2대로256번길 시화공단 3바 104호 ||||||||원일특강||||210202
원풍||||코스닥기업|02-3665-5321|서울시 강서구 공항대로 343||||||||원풍||||210202
원풍물산||||코스닥기업|032-569-0433|인천시 서구 가좌로 31||||||||원풍물산||||210202
월덱스||||코스닥기업|054-456-9980|경상북도 구미시 4공단로7길 53-77||||||||월덱스||||210202
웨이브일렉트로||||코스닥기업|031-269-0010|경기도 수원시 권선구 수인로 47||||||||웨이브일렉트로|(서둔동)|||210202
웰크론||||코스닥기업|02-2107-6600|서울시 구로구 디지털로 27길 12||||||||웰크론||||210202
웰크론강원||||코스닥기업|031-358-7683|경기도 화성시 장안면 포승장안로 919-18||||||||웰크론강원||||210202
웰크론한텍||||코스닥기업|031-350-8900|경기도 화성시 향남읍 발안공단로 92-36||||||||웰크론한텍||||210202
웹스||||코스닥기업|051-896-6390|부산광역시 해운대구 센텀동로 45||||||||웹스|901호|||210202
웹젠||||코스닥기업|031-627-6600|경기도 성남시 분당구 판교로 242||||||||웹젠||||210202
웹케시||||코스닥기업|02-784-1690|서울특별시 영등포구 영신로 220||||||||웹케시|KnK 디지털타워 20층|||210202
위닉스||||코스닥기업|031-499-5085|경기도 시흥시 공단1대로 295||||||||위닉스|시화공단 3나 607호|||210202
위메이드||||코스닥기업|02-3709-2000|경기도 성남시 분당구 대왕판교로 644번길 49||||||||위메이드||||210202
위즈코프||||코스닥기업|02-2007-0300|서울시 강남구 봉은사로 429||||||||위즈코프|8층|||210202
위지윅스튜디오||||코스닥기업|02-749-0507|서울특별시 강남구 봉은사로22길 47||||||||위지윅스튜디오|(역삼동)|||210202
위지트||||코스닥기업|032-820-9900|인천시 남동구 남동서로 187||||||||위지트|(고잔동,58B/5L)|||210202
윈스||||코스닥기업|031-622-8600|경기도 성남시 분당구 판교로228번길 15||||||||윈스|(삼평동) 판교세븐벤처밸리 윈스동|||210202
윈팩||||코스닥기업|031-8020-4400|경기도 용인시 처인구 백암면 청강가창로 50||||||||윈팩||||210202
윈하이텍||||코스닥기업|043-883-0048|충청북도 음성군 삼성면 하이텍산단로 99||||||||윈하이텍||||210202
윙입푸드||||코스닥기업|86-760-232154|||||||||윙입푸드|THOMSON ROAD,WANCHAI,HK|||210202
유니셈||||코스닥기업|031-379-5800|경기도 화성시 동탄면 장지남길 10-7||||||||유니셈||||210202
유니슨||||코스닥기업|055-851-8777|경상남도 사천시 사남면 해안산업로 513||||||||유니슨||||210202
유니온커뮤니티||||코스닥기업|02-6488-3127|서울특별시 송파구 법원로 127||||||||유니온커뮤니티|문정대명벨리온 12층|||210202
유니크||||코스닥기업|055-340-2000|경남 김해시 진영읍 서부로 179번길 90||||||||유니크|(진영농공단지내)|||210202
유니테스트||||코스닥기업|031-205-6111|경기도 용인시 기흥구 기곡로 27||||||||유니테스트||||210202
유니테크노||||코스닥기업|051-203-5460|부산광역시 사하구 신산로 13번길 54||||||||유니테크노||||210202
유니트론텍||||코스닥기업|02-573-6800|서울특별시 강남구 영동대로 638||||||||유니트론텍|삼보빌딩 9층 (삼성동)|||210202
유라테크||||코스닥기업|070-7878-3500|세종시 전동면 아래깊은내길 25||||||||유라테크||||210202
유바이오로직스||||코스닥기업|02-572-6675|서울특별시 서초구 마방로 8||||||||유바이오로직스|봄날아침빌딩 6층|||210202
유비벨록스||||코스닥기업|02-597-3023|서울특별시 구로구 디지털로31길 12||||||||유비벨록스|13.14층|||210202
유비케어||||코스닥기업|02-2105-5000|서울특별시 구로구 디지털로33길 28||||||||유비케어|우림e-BIZCenter1차 10층 (구로동)|||210202
유비쿼스||||코스닥기업|070-4865-0500|경기도 성남시 분당구 판교로255번길 68||||||||유비쿼스||||210202
유비쿼스홀딩스||||코스닥기업|070-4865-0500|서울특별시 강남구 남부순환로 2806||||||||유비쿼스홀딩스|(도곡동) 군인공제회관빌딩 24층|||210202
유성티엔에스||||코스닥기업|02-3416-6600|서울시 서초구 남부순환로 2583||||||||유성티엔에스|9층|||210202
유신||||코스닥기업|02-6202-0114|서울시 강남구 역삼로 4길 8||||||||유신||||210202
유아이디||||코스닥기업|044-862-7576|세종시 전동면 노장공단길 25-9||||||||유아이디||||210202
유아이엘||||코스닥기업|031-948-1234|경기도 파주시 광탄면 보광로 869-26||||||||유아이엘||||210202
유안타제3호스팩||||코스닥기업|02-3770-3518|서울특별시 중구 을지로 76||||||||유안타제3호스팩|(을지로2가,유안타증권)|||210202
유안타제4호스팩||||코스닥기업|02-3770-2000|서울특별시 중구 을지로 76||||||||유안타제4호스팩|(을지로2가,유안타증권)|||210202
유앤아이||||코스닥기업|031-860-6800|경기도 의정부시 산단로76번길 20||||||||유앤아이|(용현동)|||210202
유에스티||||코스닥기업|054-278-0011|경상북도 포항시 남구 철강로 290||||||||유에스티|(주)유에스티|||210202
유지인트||||코스닥기업|053-582-8036|대구광역시 달성군 유가면 테크노중앙대로 139||||||||유지인트||||210202
유진기업||||코스닥기업|032-677-5111|경기도 부천시 오정구 석천로 457||||||||유진기업|(삼정동)|||210202
유진로봇||||코스닥기업|070-4657-7006|인천광역시 연수구 하모니로187번길 33||||||||유진로봇|송도동|||210202
유진스팩4호||||코스닥기업|02-368-6296|서울특별시 영등포구 국제금융로 24||||||||유진스팩4호||||210202
유진테크||||코스닥기업|031-323-5700|경기도 용인시 처인구 양지면 추계로 42||||||||유진테크||||210202
유테크||||코스닥기업|031-444-0202|경기도 안양시 만안구 전파로 48||||||||유테크|(안양동,(주)유테크)|||210202
유티아이||||코스닥기업|041-333-4352|충청남도 예산군 응봉면 응봉로 50-16||||||||유티아이||||210202
유틸렉스||||코스닥기업|02-3402-7315|서울특별시 금천구 가산디지털1로 25||||||||유틸렉스|1401호 (가산동,대륭테크노타운 17차)|||210202
육일씨엔에쓰||||코스닥기업|02-6096-6162|서울특별시 영등포구 국회대로70길 15-1||||||||육일씨엔에쓰|극동VIP빌딩 7층|||210202
이건홀딩스||||코스닥기업|032-760-0001|인천시 남구 염전로 91||||||||이건홀딩스||||210202
이그잭스||||코스닥기업|02-6959-2176|충청남도 천안시 서북구 2공단7길 50||||||||이그잭스|(차암동)|||210202
이글루시큐리티||||코스닥기업|02-3452-8814|서울특별시 송파구 정의로8길 7||||||||이글루시큐리티|한스빌딩|||210202
이글벳||||코스닥기업|041-331-4100|충청남도 예산군 신암면 추사로 235-34||||||||이글벳||||210202
이노메트리||||코스닥기업|031-275-5174|경기도 안양시 동안구 동편로13번길 65||||||||이노메트리|넥스트아이빌딩 5층|||210202
이노와이어리스||||코스닥기업|031-788-4600|경기도 성남시 분당구 서현로 190||||||||이노와이어리스||||210202
이노인스트루먼트||||코스닥기업|032-837-5600|인천광역시 연수구 송도미래로 30||||||||이노인스트루먼트|송도스마트밸리 E2206|||210202
이노테라피||||코스닥기업|02-6959-1338|서울특별시 영등포구 선유로13길 25||||||||이노테라피|에이스하이테크시티 2차 1209호|||210202
이녹스||||코스닥기업|031-727-9191|충청남도 아산시 둔포면 아산밸리로 171||||||||이녹스||||210202
이녹스첨단소재||||코스닥기업|031-727-9102|충청남도 아산시 둔포면 아산밸리로 171||||||||이녹스첨단소재||||210202
이니텍||||코스닥기업|02-6445-7000|서울특별시 구로구 디지털로26길 61||||||||이니텍|에이스하이앤드2차 11층 (구로동)|||210202
이더블유케이||||코스닥기업|051-941-3511|부산광역시 강서구 범방2로 6||||||||이더블유케이||||210202
이라이콤||||코스닥기업|031-213-3881|경기도 수원시 영통구 신원로250번길 32||||||||이라이콤|(매탄동)|||210202
이랜텍||||코스닥기업|031-211-8871~4|경기도 수원시 영통구 삼성로 268번길 37||||||||이랜텍||||210202
이루온||||코스닥기업|070-4489-1000|경기도 성남시 분당구 대왕판교로 660||||||||이루온|유스페이스1 A동 905호|||210202
이매진아시아||||코스닥기업|02-3443-1960|서울특별시 강남구 테헤란로 414||||||||이매진아시아|엘앤비타워 10층|||210202
이미지스||||코스닥기업|031-888-5280|경기도 수원시 영통구 광교로 105||||||||이미지스|(이의동)|||210202
이베스트이안기업인수목적1호||||코스닥기업|02-3779-8960|서울특별시 영등포구 여의대로 14||||||||이베스트이안기업인수목적1호|4층 (여의도동,KT여의도지점)|||210202
이베스트투자증권||||코스닥기업|02-3779-0100|서울시 영등포구 여의대로 14||||||||이베스트투자증권||||210202
이상네트웍스||||코스닥기업|02-3397-0500|서울특별시 마포구 월드컵북로58길 9||||||||이상네트웍스|ES타워|||210202
이수앱지스||||코스닥기업|031-696-4700|경기도 성남시 분당구 대왕판교로712번길 22||||||||이수앱지스|씨동 5층|||210202
이스트소프트||||코스닥기업|02-583-4620|서울시 서초구 반포대로 3||||||||이스트소프트||||210202
이스트아시아홀딩스||||코스닥기업|852-8203-1868|||||||||이스트아시아홀딩스|9th Floor,Silvercord Tower 2,30 Canton Road,Tsim Sha Tsui,|||210202
이씨에스||||코스닥기업|02-8415-8300|서울특별시 서초구 반포대로28길 8||||||||이씨에스|일홍빌딩 4층 (서초동)|||210202
이에스브이||||코스닥기업|070-7860-9660|경기도 성남시 수정구 복정로 151||||||||이에스브이|401호 (복정동,단곡빌딩)|||210202
이에스에이||||코스닥기업|02-598-2554|서울특별시 강남구 테헤란로 413||||||||이에스에이|8층 (삼성동,태양빌딩)|||210202
이엑스티||||코스닥기업|02-6326-5573|서울특별시 금천구 가산디지털1로 165||||||||이엑스티|1401호,1402호 (가산동)|||210202
이엔에프테크놀로지||||코스닥기업|02-3440-4300|경기도 용인시 기흥구 탑실로35번길 14||||||||이엔에프테크놀로지|한국알콜산업그룹빌딩|||210202
이엘케이||||코스닥기업|042-939-9300|대전광역시 유성구 테크노2로 89||||||||이엘케이|(관평동)|||210202
이엘피||||코스닥기업|031-8036-5800|경기도 화성시 삼성1로5길 36||||||||이엘피|(석우동1-3)|||210202
이엠넷||||코스닥기업|02-2277-8877|서울특별시 구로구 디지털로34길 27||||||||이엠넷|대륭포스트타워3차 14층|||210202
이엠코리아||||코스닥기업|055-211-9600|경상남도 함안군 군북면 함마대로 290-34||||||||이엠코리아||||210202
이엠텍||||코스닥기업|055-710-6000|경상남도 창원시 성산구 창원대로1144번길 40||||||||이엠텍|(주)이엠텍|||210202
이오테크닉스||||코스닥기업|031-422-2501|경기도 안양시 동안구 동편로 91||||||||이오테크닉스||||210202
이원컴포텍||||코스닥기업|041-742-6688|전라북도 정읍시 첨단1로 8||||||||이원컴포텍|(신정동)|||210202
이즈미디어||||코스닥기업|031-427-8411|경기도 안양시 동안구 시민대로327번길 12-18||||||||이즈미디어||||210202
이지바이오||||코스닥기업|02-501-9988|서울특별시 강남구 강남대로 310||||||||이지바이오|유니온센타 3층 (역삼동)|||210202
이지웰페어||||코스닥기업|02-3282-7900|서울특별시 구로구 디지털로34길 43||||||||이지웰페어|코오롱사이언스밸리1차 1401호 (구로동)|||210202
이지케어텍||||코스닥기업|02-747-8640|서울특별시 중구 퇴계로 307||||||||이지케어텍|광희빌딩 (광희동1가,광희빌딩4층)|||210202
이크레더블||||코스닥기업|02-2101-9100|서울특별시 구로구 디지털로33길 27||||||||이크레더블|삼성IT밸리 8층 (구로동)|||210202
이테크건설||||코스닥기업|02-489-9000|서울특별시 서초구 양재대로 246||||||||이테크건설|(염곡동)|||210202
이트론||||코스닥기업|02-528-9377|서울특별시 금천구 범안로 1130||||||||이트론|디지털엠파이어빌딩 1203호|||210202
이퓨쳐||||코스닥기업|02-3400-0509|서울특별시 송파구 백제고분로 91||||||||이퓨쳐|엘케이빌딩 4~6층 (잠실동)|||210202
이화공영||||코스닥기업|02-336-0041|서울시 마포구 양화로 104||||||||이화공영|(서교동)|||210202
이화전기||||코스닥기업|02-414-8111|서울특별시 강남구 논현로 746||||||||이화전기|석호빌딩 7층 (논현동)|||210202
인바디||||코스닥기업|02-501-3939|서울시 강남구 논현로2길 54||||||||인바디|(개포동)|||210202
인베니아||||코스닥기업|031-778-1114|경기도 성남시 중원구 갈마치로 214||||||||인베니아|(상대원동)|||210202
인산가||||코스닥기업|055-963-9991|경상남도 함양군 수동면 수동농공길 23-26||||||||인산가||||210202
인선이엔티||||코스닥기업|031-969-1500|경기도 고양시 일산동구 동국로 240||||||||인선이엔티|(식사동)|||210202
인성정보||||코스닥기업|02-3400-7000|서울시 송파구 위례성대로 22길 28||||||||인성정보||||210202
인지디스플레||||코스닥기업|031-491-9771|경기도 안산시 단원구 동산로 88||||||||인지디스플레|(원시동)|||210202
인콘||||코스닥기업|031-455-8600|경기도 안양시 동안구 엘에스로91번길 16-17||||||||인콘|(호계동)|||210202
인크로스||||코스닥기업|02-3475-2800|서울특별시 관악구 남부순환로 1926||||||||인크로스|경동제약빌딩 5,8층 (봉천동,경동제약빌딩)|||210202
인탑스||||코스닥기업|031-441-4181|경기도 안양시 만안구 안양천서로 51||||||||인탑스|(안양동)|||210202
인터로조||||코스닥기업|031-611-4760|경기도 평택시 산단로 15번길 28||||||||인터로조||||210202
인터불스||||코스닥기업|031-8085-0700|경기도 안산시 단원구 엠티브이4로48번길 22||||||||인터불스|(목내동)|||210202
인터엠||||코스닥기업|031-860-7101|경기도 양주시 화합로 1402번길 73||||||||인터엠||||210202
인터파크||||코스닥기업|02-3484-3993|서울특별시 강남구 삼성로 512||||||||인터파크|삼성동빌딩|||210202
인터파크홀딩스||||코스닥기업|02-3484-3993|서울특별시 강남구 삼성로 512||||||||인터파크홀딩스|삼성동빌딩|||210202
인터플렉스||||코스닥기업|031-436-5000|경기도 안산시 단원구 강촌로 149||||||||인터플렉스|스마트센터|||210202
인텍플러스||||코스닥기업|042-930-9900|대전시 유성구 테크노 2로 263||||||||인텍플러스|(탑립동)|||210202
인텔리안테크||||코스닥기업|02-511-2244|경기도 평택시 진위면 진위산단로 18-7||||||||인텔리안테크||||210202
인트로메딕||||코스닥기업|02-801-9300|서울특별시 구로구 디지털로31길 41||||||||인트로메딕|이앤씨벤처드림타워6차 1105호|||210202
인트론바이오||||코스닥기업|031-739-5360|경기도 성남시 중원구 사기막골로 137||||||||인트론바이오|701동 704호 (상대원동,중앙인더스피아5차)|||210202
인포마크||||코스닥기업|02-6205-0505|경기도 성남시 분당구 황새울로 216||||||||인포마크|(수내동,휴맥스빌리지 3층)|||210202
인포바인||||코스닥기업|02-3775-3366|서울특별시 마포구 마포대로 144||||||||인포바인|태영빌딩 5층 (공덕동)|||210202
인포뱅크||||코스닥기업|031-628-1500|경기도 성남시 분당구 대왕판교로 660||||||||인포뱅크|유스페이스1 A동 12층|||210202
인프라웨어||||코스닥기업|02-537-0538|서울특별시 금천구 가산디지털1로 19||||||||인프라웨어|대륭테크노타운18차 20층|||210202
인피니트헬스케어||||코스닥기업|02-2194-1600|서울특별시 구로구 디지털로34길 27||||||||인피니트헬스케어|대륭포스트타워3차 12층 (구로동)|||210202
인화정공||||코스닥기업|055-299-0954|경상남도 창원시 의창구 차룡로14번길 55||||||||인화정공|(팔용동)|||210202
일신바이오||||코스닥기업|031-867-1384|경기도 동두천시 삼육사로 548번길 84||||||||일신바이오||||210202
일야||||코스닥기업|032-815-3500|인천시 남동구 은봉로 129||||||||일야||||210202
일지테크||||코스닥기업|053-856-8080|경북 경산시 진량읍 공단 4로 50||||||||일지테크||||210202
일진파워||||코스닥기업|052-237-5330|울산시 울주군 온산읍 산암로 42||||||||일진파워||||210202
잉글우드랩||||코스닥기업|201-567-2267|||||||||잉글우드랩|W. SHEFFIELD AVENUE,ENGLEWOOD,NJ,07631,USA|||210202
잉크테크||||코스닥기업|031-494-0001|경기도 안산시 단원구 능안로 98-12||||||||잉크테크|잉크테크|||210202
자연과환경||||코스닥기업|041-852-3355|충청남도 공주시 우성면 보흥1길 116-28||||||||자연과환경||||210202
자이글||||코스닥기업|02-3665-9192|서울특별시 강서구 허준로 217||||||||자이글|11층 1114호 (가양테크노타운)|||210202
장원테크||||코스닥기업|070-4016-3501|경상북도 구미시 1공단로7길 14-9||||||||장원테크|(공단동)|||210202
재영솔루텍||||코스닥기업|032-820-0522|인천광역시 연수구 갯벌로 118||||||||재영솔루텍|(송도동)|||210202
전진바이오팜||||코스닥기업|053-593-7191|대구광역시 달서구 성서공단로11길 62||||||||전진바이오팜|302호|||210202
전파기지국||||코스닥기업|02-2077-3114|서울특별시 송파구 법원로11길 28||||||||전파기지국|BK타워 11층|||210202
정다운||||코스닥기업|061-334-5289|전라남도 나주시 동수농공단지길 137-17||||||||정다운|(주)정다운|||210202
정산애강||||코스닥기업|041-544-6711|충청북도 충주시 중앙탑면 기업도시로 422||||||||정산애강||||210202
정상제이엘에스||||코스닥기업|02-3413-9100|서울특별시 강남구 영동대로 229||||||||정상제이엘에스|(대치동)|||210202
정원엔시스||||코스닥기업|02-514-7007|서울특별시 강남구 도산대로1길 46||||||||정원엔시스|정원빌딩 (신사동)|||210202
제낙스||||코스닥기업|051-804-6500|부산시 부산진구 동성로 109||||||||제낙스|(전포동192-12)|||210202
제너셈||||코스닥기업|032-206-3010|인천광역시 연수구 송도과학로84번길 24||||||||제너셈|제너셈 사옥|||210202
제넥신||||코스닥기업|031-628-3200|경기도 성남시 분당구 대왕판교로 700||||||||제넥신|코리아바이오파크 4층 (삼평동)|||210202
제넨바이오||||코스닥기업|053-582-4662|대구광역시 달서구 성서4차첨단로 146||||||||제넨바이오|10블럭 3로트 (월암동)|||210202
제노레이||||코스닥기업|031-740-4117|경기도 성남시 중원구 둔촌대로 560||||||||제노레이|512호 (상대원동,벽산테크노피아)|||210202
제노포커스||||코스닥기업|042-862-4483|대전광역시 유성구 테크노1로 65||||||||제노포커스|(관평동)|||210202
제닉||||코스닥기업|02-579-0833|경기도 성남시 분당구 판교로255번길 34||||||||제닉|3층|||210202
