##NAME|SUBNAME|X|Y|MAPPERS_TYPE|TELNUM|NEWADDR|ADDR|FEAT1|FEAT2|AREA|DATE|ALTNAME|ETCNAME|ORGNAME|ETCADDR|PNUCODE|RD_JIBUN|MAPPERS_CD@@롯데슈퍼
롯데슈퍼|창천점|||롯데슈퍼|02-338-5601|서울특별시 서대문구 신촌로 13||||||||롯데슈퍼 창천점|1~2층 (창천동,아륭빌딩);아륭빌딩|||92102
롯데슈퍼|천왕점|||롯데슈퍼|02-3666-0761|서울특별시 구로구 천왕로 32||||||||롯데슈퍼 천왕점|천왕에이스프라자,;천왕에이스프|||92102
롯데슈퍼|코엑스점|||롯데슈퍼|02-3446-5602|서울특별시 강남구 봉은사로103길 5||||||||롯데슈퍼 코엑스점|1층 (삼성동);성재빌|||92102
롯데슈퍼|포항장성점|||롯데슈퍼|054-246-9720|경상북도 포항시 북구 성실로 67-4||||||||롯데슈퍼 포항장성점||||92102
롯데슈퍼|풍납점|||롯데슈퍼|02-476-5601|서울특별시 송파구 강동대로9길 20||||||||롯데슈퍼 풍납점|상가동 101호 (풍납동,연지토성아파트);연지토|||92102
롯데슈퍼|프리미엄공덕점|||롯데슈퍼|02-706-5601|서울특별시 마포구 마포대로 109||||||||롯데슈퍼 프리미엄공덕점|롯데캐슬프레지던트;롯데캐슬|||92102
롯데슈퍼|프리미엄기흥점|||롯데슈퍼|031-693-9201|경기도 용인시 기흥구 기흥역로 63||||||||롯데슈퍼 프리미엄기흥점|힐스테|||92102
롯데슈퍼|프리미엄도곡점|||롯데슈퍼|02-579-4747|서울특별시 강남구 언주로30길 21||||||||롯데슈퍼 프리미엄도곡점|아카데미스위트 지하1층;아카데미|||92102
롯데슈퍼|프리미엄문정점|||롯데슈퍼|02-449-6926|서울특별시 송파구 송파대로 111||||||||롯데슈퍼 프리미엄문정점|파크하비|||92102
롯데슈퍼|프리미엄삼성점|||롯데슈퍼|02-3445-5601|서울특별시 강남구 선릉로 660||||||||롯데슈퍼 프리미엄삼성점|브라운스톤 레전드;브라운스톤|||92102
롯데슈퍼|프리미엄서초점|||롯데슈퍼|02-592-5637|서울특별시 서초구 서초중앙로24길 27||||||||롯데슈퍼 프리미엄서초점|G-5 상가지하 1층 (서초동);G-5|||92102
롯데슈퍼|프리미엄일원점|||롯데슈퍼|02-3414-3323|||||||||롯데슈퍼 프리미엄일원점|삼성생명일원동빌딩;삼성생명일|||92102
롯데슈퍼|프리미엄잠실점|||롯데슈퍼|02-2203-5601|서울특별시 송파구 올림픽로 269||||||||롯데슈퍼 프리미엄잠실점|롯데캐슬골드 잠실롯데캐슬내상가 B1층;롯데캐슬|||92102
롯데슈퍼|프리지아반포점|||롯데슈퍼|02-517-5609|서울특별시 서초구 강남대로79길 31||||||||롯데슈퍼 프리지아반포점|1층|||92102
롯데슈퍼|하월곡점|||롯데슈퍼|02-918-5651|서울특별시 성북구 오패산로4길 17||||||||롯데슈퍼 하월곡점|(하월곡동)|||92102
롯데슈퍼|행당점|||롯데슈퍼|02-2291-5601|서울특별시 성동구 고산자로6길 40||||||||롯데슈퍼 행당점|101,102호 (행당동,레몬프라자);레몬프|||92102
롯데슈퍼|홍은2동점|||롯데슈퍼|02-3217-5600|서울특별시 서대문구 연희로37길 3||||||||롯데슈퍼 홍은2동점|지하1층 (홍은동,유성빌딩);유성빌|||92102
롯데슈퍼|홍은점|||롯데슈퍼|02-373-5601|서울특별시 서대문구 가좌로 99||||||||롯데슈퍼 홍은점|1층,지하1층 (홍은동)|||92102
롯데슈퍼|홍제점1|||롯데슈퍼|02-391-5601|서울특별시 서대문구 통일로 413||||||||롯데슈퍼 홍제점1|1층 101호 (홍제동);제101호|||92102
롯데슈퍼|홍제점2|||롯데슈퍼|02-739-6780|서울특별시 서대문구 통일로 397||||||||롯데슈퍼 홍제점2|상가 (홍제동,인왕산한신휴플러스);한신휴플러스상|||92102
롯데슈퍼|화곡3동점|||롯데슈퍼|02-2691-5601|서울특별시 강서구 강서로 179||||||||롯데슈퍼 화곡3동점|101호 (화곡동);K빌딩 101호|||92102
롯데슈퍼|화곡점1|||롯데슈퍼|02-2605-5602|서울특별시 강서구 강서로 43||||||||롯데슈퍼 화곡점1|외 5필지 라|||92102
롯데슈퍼|화곡점2|||롯데슈퍼|02-2643-2211|서울특별시 강서구 등촌로5길 80||||||||롯데슈퍼 화곡점2|굿모닝마트 (화곡동);신라쇼핑|||92102
롯데슈퍼|경남점|||롯데슈퍼|032-524-1081|인천광역시 부평구 안남로222번길 27||||||||롯데슈퍼 경남점|경남종합상가 제1호 (산곡동);경남1|||92102
롯데슈퍼|만수점|||롯데슈퍼|032-465-5040|인천광역시 남동구 구월남로 341||||||||롯데슈퍼 만수점|1층 (만수동)|||92102
롯데슈퍼|서창점|||롯데슈퍼|032-467-5601|인천광역시 남동구 장아산로128번길 21||||||||롯데슈퍼 서창점|,7번지 (서창동)|||92102
롯데슈퍼|송도2점|||롯데슈퍼|032-858-9082|인천광역시 연수구 해송로 70||||||||롯데슈퍼 송도2점|(송도동,송도웰카운티2단지아파트);웰카운티 2단|||92102
롯데슈퍼|신현센터|||롯데슈퍼|1688-9600|||||||||롯데슈퍼 신현센터||||92102
롯데슈퍼|신현점|||롯데슈퍼|032-575-7400|인천광역시 서구 염곡로 351||||||||롯데슈퍼 신현점|(신현동);A,B,C,D,E동|||92102
롯데슈퍼|연수1동점|||롯데슈퍼|032-815-5601|인천광역시 연수구 새말로 70||||||||롯데슈퍼 연수1동점|우진상가|||92102
롯데슈퍼|연수2동점|||롯데슈퍼|032-814-5602|인천광역시 연수구 원인재로 180||||||||롯데슈퍼 연수2동점|연수우성2차아파트,;우성상가|||92102
롯데슈퍼|연수점|||롯데슈퍼|032-815-8114|인천광역시 연수구 앵고개로 266||||||||롯데슈퍼 연수점|한양2차아파트,;한양2차AP|||92102
롯데슈퍼|연수함박점|||롯데슈퍼|032-822-9483|인천광역시 연수구 비류대로433번길 11||||||||롯데슈퍼 연수함박점|1층|||92102
롯데슈퍼|인천경서점|||롯데슈퍼|032-566-5603|인천광역시 서구 도요지로 18||||||||롯데슈퍼 인천경서점|1층 (경서동);태양상가|||92102
롯데슈퍼|인천고잔점|||롯데슈퍼|032-438-0285|인천광역시 남동구 앵고개로847번길 72||||||||롯데슈퍼 인천고잔점|논현시티,;논|||92102
롯데슈퍼|인천동양점|||롯데슈퍼|032-553-5611|인천광역시 계양구 당미1길 3||||||||롯데슈퍼 인천동양점|롯데슈퍼|||92102
롯데슈퍼|인천문학점|||롯데슈퍼|032-439-5756|인천광역시 남구 소성로 335||||||||롯데슈퍼 인천문학점|(문학동)|||92102
롯데슈퍼|인천삼산점|||롯데슈퍼|032-501-5681|인천광역시 부평구 부평북로 442||||||||롯데슈퍼 인천삼산점|101,113,114호 (삼산동,삼산프라자);삼산프라|||92102
롯데슈퍼|인천송도점|||롯데슈퍼|032-858-5601|인천광역시 연수구 신송로 122||||||||롯데슈퍼 인천송도점|1층 102호 -104 (송도동,송도프라자);송도프라자|||92102
롯데슈퍼|인천심곡점|||롯데슈퍼|032-565-5603|인천광역시 서구 탁옥로 69||||||||롯데슈퍼 인천심곡점|1층 (심곡동);준호빌딩|||92102
롯데슈퍼|인천청라2|||롯데슈퍼|032-568-9743|인천광역시 서구 보석로 44||||||||롯데슈퍼 인천청라2|태영빌딩 1층|||92102
롯데슈퍼|인천청라점|||롯데슈퍼|032-569-7127|인천광역시 서구 청라루비로42번길 6-9||||||||롯데슈퍼 인천청라점||||92102
롯데슈퍼|인천청천점|||롯데슈퍼|032-528-5668|인천광역시 부평구 평천로 140||||||||롯데슈퍼 인천청천점|(청천동)|||92102
롯데슈퍼|인하대점|||롯데슈퍼|032-872-5601|인천광역시 남구 인하로 107||||||||롯데슈퍼 인하대점|(용현동,조은빌딩)|||92102
롯데슈퍼|광양중동점|||롯데슈퍼|061-794-5601|전라남도 광양시 광장로 107||||||||롯데슈퍼 광양중동점|외 2필지 1층 전체 (중동,건물)|||92102
롯데슈퍼|목포연산점|||롯데슈퍼|061-272-2200|전라남도 목포시 산정로 287||||||||롯데슈퍼 목포연산점|(연산동);지하101호|||92102
롯데슈퍼|순천오천점|||롯데슈퍼|061-746-9196|전라남도 순천시 오천6길 20||||||||롯데슈퍼 순천오천점||||92102
롯데슈퍼|하당점|||롯데슈퍼|061-285-9900|전라남도 목포시 비파로43번길 37||||||||롯데슈퍼 하당점|(상동)|||92102
롯데슈퍼|한마음점|||롯데슈퍼|061-464-7070|전라남도 영암군 삼호읍 신항로 63-12||||||||롯데슈퍼 한마음점|(용당리)|||92102
롯데슈퍼|화순점|||롯데슈퍼|061-373-5601|전라남도 화순군 화순읍 충의로 43||||||||롯데슈퍼 화순점|외 8필지 (삼천리);외8필지|||92102
롯데슈퍼|남원점|||롯데슈퍼|063-631-5600|전라북도 남원시 춘향로 21||||||||롯데슈퍼 남원점|(도통동);롯데슈퍼|||92102
롯데슈퍼|삼천점|||롯데슈퍼|063-223-1555|전라북도 전주시 완산구 용리로 46||||||||롯데슈퍼 삼천점|(삼천동1가)|||92102
롯데슈퍼|송천점|||롯데슈퍼|063-278-5601|전라북도 전주시 덕진구 솔내로 121||||||||롯데슈퍼 송천점|1층 (송천동1가)|||92102
롯데슈퍼|익산점|||롯데슈퍼|063-853-5601|전라북도 익산시 선화로8길 19||||||||롯데슈퍼 익산점|롯데슈퍼,;롯데슈퍼|||92102
롯데슈퍼|인후점|||롯데슈퍼|063-247-5601|전라북도 전주시 덕진구 건산로 255||||||||롯데슈퍼 인후점|(인후동1가);롯데슈|||92102
롯데슈퍼|전북대점|||롯데슈퍼|063-276-7845|전라북도 전주시 덕진구 백제대로 572||||||||롯데슈퍼 전북대점||||92102
롯데슈퍼|전주대점|||롯데슈퍼|063-237-5278|전라북도 전주시 완산구 백마산길 9||||||||롯데슈퍼 전주대점||||92102
롯데슈퍼|전주신성점|||롯데슈퍼|063-226-5616|전라북도 전주시 완산구 소대배기로 34||||||||롯데슈퍼 전주신성점|(평화동2가)|||92102
롯데슈퍼|전주평화점|||롯데슈퍼|063-237-5667|전라북도 전주시 완산구 평화18길 22||||||||롯데슈퍼 전주평화점|(평화동1가)|||92102
롯데슈퍼|진안점|||롯데슈퍼|063-432-5606|전라북도 진안군 진무로 1004||||||||롯데슈퍼 진안점||||92102
롯데슈퍼|효자2점|||롯데슈퍼|063-237-5615|전라북도 전주시 완산구 호암로 90||||||||롯데슈퍼 효자2점||||92102
롯데슈퍼|효자점|||롯데슈퍼|063-224-4545|전라북도 전주시 환산구 효동2길 8||||||||롯데슈퍼 효자점||||92102
롯데슈퍼|두정2점|||롯데슈퍼|041-552-5650|충청남도 천안시 서북구 오성로 9||||||||롯데슈퍼 두정2점||||92102
롯데슈퍼|두정점|||롯데슈퍼|041-566-5602|충청남도 천안시 서북구 서부대로 763||||||||롯데슈퍼 두정점|(두정동)|||92102
롯데슈퍼|백석점|||롯데슈퍼|041-567-5601|충청남도 천안시 서북구 백석4길 21||||||||롯데슈퍼 백석점|(백석동)|||92102
롯데슈퍼|보령동대점|||롯데슈퍼|041-936-9636|충청남도 보령시 한내로터리길 115||||||||롯데슈퍼 보령동대점||||92102
롯데슈퍼|보령점|||롯데슈퍼|041-935-5602|충청남도 보령시 지장골길 118||||||||롯데슈퍼 보령점|외 1필지 (죽정동);롯데마트|||92102
롯데슈퍼|서산예천점|||롯데슈퍼|041-666-2759|충청남도 서산시 호수공원6로 56||||||||롯데슈퍼 서산예천점|자성타운|||92102
롯데슈퍼|신부점|||롯데슈퍼|041-622-5601|충청남도 천안시 동남구 신부7길 5-1||||||||롯데슈퍼 신부점||||92102
롯데슈퍼|아산배방점|||롯데슈퍼|041-549-7032|충청남도 아산시 배방로 58-40||||||||롯데슈퍼 아산배방점|제1층 제101|||92102
롯데슈퍼|아산용화2|||롯데슈퍼|041-545-7185|충청남도 아산시 용화로9번길 10-7||||||||롯데슈퍼 아산용화2|신축상|||92102
롯데슈퍼|아산용화점|||롯데슈퍼|041-546-5601|충청남도 아산시 시민로244번길 9||||||||롯데슈퍼 아산용화점|1층 일부 롯데슈파 (용화동);1층 1호|||92102
롯데슈퍼|월평점|||롯데슈퍼|042-489-8163|대전광역시 서구 월평로 32||||||||롯데슈퍼 월평점||||92102
롯데슈퍼|천안부성점|||롯데슈퍼|070-8112-8671|충청남도 천안시 서북구 부성7길 37||||||||롯데슈퍼 천안부성점||||92102
롯데슈퍼|천안아산센터|||롯데슈퍼|1688-9600|||||||||롯데슈퍼 천안아산센터||||92102
롯데슈퍼|탕정점|||롯데슈퍼|041-544-5602|충청남도 아산시 탕정면 탕정면로 37||||||||롯데슈퍼 탕정점|702호 -6 (명암리,삼성팰리스마트내상가);삼성팰리스중|||92102
롯데슈퍼|강서점|||롯데슈퍼|043-232-6580|충청북도 청주시 흥덕구 서현동로 20||||||||롯데슈퍼 강서점|(강서동);(강서|||92102
롯데슈퍼|광혜원점|||롯데슈퍼|043-537-8772|충청북도 진천군 광혜원면 광혜원산단1길 115-4||||||||롯데슈퍼 광혜원점|(광혜원리)|||92102
롯데슈퍼|금천점|||롯데슈퍼|043-250-3111|충청북도 청주시 상당구 수영로 265||||||||롯데슈퍼 금천점|(금천동)|||92102
롯데슈퍼|복대점|||롯데슈퍼|043-232-4580|충청북도 청주시 흥덕구 진재로 90||||||||롯데슈퍼 복대점|489-5 (복대동)|||92102
롯데슈퍼|세종고운점|||롯데슈퍼|044-865-9350|세종특별자치시 마음로 181||||||||롯데슈퍼 세종고운점|가락마을10단지,;이지더원 1018|||92102
롯데슈퍼|세종도담점|||롯데슈퍼|044-868-8176|세종특별자치시 보듬3로 8-13||||||||롯데슈퍼 세종도담점|황금빌딩 제1|||92102
롯데슈퍼|세종새롬점|||롯데슈퍼|044-998-1495|세종특별자치시 새롬중앙로 34||||||||롯데슈퍼 세종새롬점|크리스마스빌딩,;크리스마스|||92102
롯데슈퍼|오창점|||롯데슈퍼|043-216-9883|충청북도 청주시 청원구 연구단지로 113||||||||롯데슈퍼 오창점||||92102
롯데슈퍼|율량점|||롯데슈퍼|043-214-7114|충청북도 청주시 상당구 율봉로 169||||||||롯데슈퍼 율량점|(율량동)|||92102
롯데슈퍼|장락점|||롯데슈퍼|043-642-6000|충청북도 제천시 청전대로 231||||||||롯데슈퍼 장락점||||92102
롯데슈퍼|청전점|||롯데슈퍼|043-652-3001|충청북도 제천시 의림대로 201||||||||롯데슈퍼 청전점|(청전동)|||92102
롯데슈퍼|청주센터|||롯데슈퍼|1688-9600|||||||||롯데슈퍼 청주센터||||92102
롯데마켓999|갈월점|||롯데슈퍼|02-713-5601|서울특별시 용산구 한강대로77길 12||||||||롯데마켓999 갈월점|(갈월동);국제|||92102
롯데마켓999|개포4동점|||롯데슈퍼|02-3461-5602|서울특별시 강남구 개포로 239||||||||롯데마켓999 개포4동점|(개포동);로얄빌딩 1|||92102
롯데마켓999|광운대점|||롯데슈퍼|02-916-5990|서울특별시 노원구 광운로 46||||||||롯데마켓999 광운대점|(월계동);101~104호,1|||92102
롯데마켓999|대치4동점|||롯데슈퍼|02-556-5602|서울특별시 강남구 역삼로 428||||||||롯데마켓999 대치4동점|1층 (대치동,우원빌딩);우일빌딩 1|||92102
롯데마켓999|대학로2점|||롯데슈퍼|02-762-6533|서울특별시 종로구 동숭길 63||||||||롯데마켓999 대학로2점||||92102
롯데마켓999|독산점|||롯데슈퍼|02-852-5601|서울특별시 금천구 시흥대로 473||||||||롯데마켓999 독산점|1층 (독산동);비앤비빌|||92102
롯데마켓999|명동점|||롯데슈퍼|02-778-5603|서울특별시 중구 명동8나길 47||||||||롯데마켓999 명동점|1층 (충무로1가)|||92102
롯데마켓999|목동점1|||롯데슈퍼|02-2606-5601|서울특별시 양천구 목동로 223||||||||롯데마켓999 목동점1||||92102
롯데마켓999|방이점|||롯데슈퍼|02-3431-5602|서울특별시 송파구 올림픽로32길 20||||||||롯데마켓999 방이점|,12 (방이동)|||92102
롯데마켓999|삼성역점|||롯데슈퍼|02-3453-4814|서울특별시 강남구 영동대로86길 21||||||||롯데마켓999 삼성역점|(대치동);태화빌|||92102
롯데마켓999|석촌점|||롯데슈퍼|02-417-5604|서울특별시 송파구 백제고분로34길 3||||||||롯데마켓999 석촌점|1층 (석촌동);영진|||92102
롯데마켓999|성균관대점|||롯데슈퍼|02-3675-9560|서울특별시 종로구 성균관로 24-1||||||||롯데마켓999 성균관대점|(명륜2가)|||92102
롯데마켓999|신촌점|||롯데슈퍼|02-325-5601|서울특별시 마포구 신촌로 88||||||||롯데마켓999 신촌점|태영빌딩|||92102
롯데마켓999|아차산점|||롯데슈퍼|02-3437-5601|서울특별시 광진구 자양로 293||||||||롯데마켓999 아차산점|1층 전체 (구의동)|||92102
롯데마켓999|압구정점|||롯데슈퍼|02-3446-5634|서울특별시 강남구 도산대로35길 39||||||||롯데마켓999 압구정점|(신사동)|||92102
롯데마켓999|역삼2동점|||롯데슈퍼|02-3452-5601|서울특별시 강남구 역삼로 230||||||||롯데마켓999 역삼2동점|(역삼동);세명빌딩 1|||92102
롯데마켓999|역촌2점|||롯데슈퍼|02-357-5601|서울특별시 은평구 갈현로11길 19||||||||롯데마켓999 역촌2점|(역촌동);1층|||92102
롯데마켓999|오금2점|||롯데슈퍼|02-449-6151|서울특별시 송파구 마천로 83||||||||롯데마켓999 오금2점|한이빌딩|||92102
롯데마켓999|오금점|||롯데슈퍼|02-449-5610|서울특별시 송파구 동남로23길 31||||||||롯데마켓999 오금점|(오금동)|||92102
롯데마켓999|월계점|||롯데슈퍼|02-904-5622|서울특별시 노원구 초안산로5길 12||||||||롯데마켓999 월계점|1층 115~117호 (월계동,월계프라자);월계프|||92102
롯데마켓999|은평진관점|||롯데슈퍼|02-389-9296|서울특별시 은평구 진관3로 15-35||||||||롯데마켓999 은평진관점|은평뉴타|||92102
롯데마켓999|이문점|||롯데슈퍼|02-967-5601|서울특별시 동대문구 이문로 88||||||||롯데마켓999 이문점|101호 (이문동,민족통일대통령빌딩);민족통일대|||92102
롯데마켓999|일원점|||롯데슈퍼|02-451-9513|서울특별시 강남구 양재대로33길 30||||||||롯데마켓999 일원점|(일원동)|||92102
롯데마켓999|자곡점|||롯데슈퍼|02-3412-4077|서울특별시 강남구 자곡로 192||||||||롯데마켓999 자곡점|강남2차푸르|||92102
롯데마켓999|중곡점|||롯데슈퍼|02-453-5604|서울특별시 광진구 긴고랑로 60||||||||롯데마켓999 중곡점|(중곡동)|||92102
롯데마켓999|창동점|||롯데슈퍼|02-903-5602|서울특별시 도봉구 도봉로110길 65||||||||롯데마켓999 창동점|1층 (창동,청마빌딩);청마빌|||92102
롯데마켓999|풍납점|||롯데슈퍼|02-476-5601|서울특별시 송파구 강동대로9길 20||||||||롯데마켓999 풍납점|상가동 101호 (풍납동,연지토성아파트);연지토|||92102
롯데마켓999|하월곡점|||롯데슈퍼|02-918-5651|서울특별시 성북구 오패산로4길 17||||||||롯데마켓999 하월곡점|(하월곡동)|||92102
롯데마켓999|홍은2동점|||롯데슈퍼|02-3217-5600|서울특별시 서대문구 연희로37길 3||||||||롯데마켓999 홍은2동점|지하1층 (홍은동,유성빌딩);유성빌|||92102
롯데마켓999|화곡3동점|||롯데슈퍼|02-2691-5601|서울특별시 강서구 강서로 179||||||||롯데마켓999 화곡3동점|101호 (화곡동);K빌딩 101호|||92102
롯데마켓999|화곡점1|||롯데슈퍼|02-2605-5602|서울특별시 강서구 강서로 43||||||||롯데마켓999 화곡점1|외 5필지 라|||92102
롯데마켓999|송도2점|||롯데슈퍼|032-858-9082|인천광역시 연수구 해송로 70||||||||롯데마켓999 송도2점|(송도동,송도웰카운티2단지아파트);웰카운티 2단|||92102
롯데마켓999|연수1동점|||롯데슈퍼|032-815-5601|인천광역시 연수구 새말로 70||||||||롯데마켓999 연수1동점|우진상가|||92102
롯데마켓999|인천경서점|||롯데슈퍼|032-566-5603|인천광역시 서구 도요지로 18||||||||롯데마켓999 인천경서점|1층 (경서동);태양상가|||92102
롯데마켓999|인천삼산점|||롯데슈퍼|032-501-5681|인천광역시 부평구 부평북로 442||||||||롯데마켓999 인천삼산점|101,113,114호 (삼산동,삼산프라자);삼산프라|||92102
롯데마켓999|인천송도점|||롯데슈퍼|032-858-5601|인천광역시 연수구 신송로 122||||||||롯데마켓999 인천송도점|1층 102호 -104 (송도동,송도프라자);송도프라자|||92102
롯데마켓999|인천심곡점|||롯데슈퍼|032-565-5603|인천광역시 서구 탁옥로 69||||||||롯데마켓999 인천심곡점|1층 (심곡동);준호빌딩|||92102
롯데마켓999|인하대점|||롯데슈퍼|032-872-5601|인천광역시 남구 인하로 107||||||||롯데마켓999 인하대점|(용현동,조은빌딩)|||92102
롯데마켓999|대전봉명점|||롯데슈퍼|042-824-9478|대전광역시 유성구 계룡로 72||||||||롯데마켓999 대전봉명점|㈜뉴유성프라|||92102
롯데마켓999|고양대화점|||롯데슈퍼|031-925-9138|경기도 고양시 일산서구 대산로 216||||||||롯데마켓999 고양대화점||||92102
롯데마켓999|고양장항점|||롯데슈퍼|031-924-5613|경기도 고양시 일산동구 고봉로 20-5||||||||롯데마켓999 고양장항점|1층 101호 104호 (장항동,포오스프라자Ⅱ);포오|||92102
롯데마켓999|고양행신점|||롯데슈퍼|031-971-5602|경기도 고양시 덕양구 충장로 118-35||||||||롯데마켓999 고양행신점|(행신동,선아빌딩);선아|||92102
롯데마켓999|군포당정점|||롯데슈퍼|031-452-5621|경기도 군포시 고산로151번길 21||||||||롯데마켓999 군포당정점|103호~107호 (당정동);신세기프|||92102
롯데마켓999|동서울대점|||롯데슈퍼|031-759-9334|경기도 성남시 수정구 복정로 95||||||||롯데마켓999 동서울대점|(복정동)|||92102
롯데마켓999|민락점|||롯데슈퍼|031-853-9037|경기도 의정부시 용현로105번길 45-7||||||||롯데마켓999 민락점|(민락동)|||92102
롯데마켓999|분당상탑점|||롯데슈퍼|031-8017-5608|경기도 성남시 분당구 야탑로 241||||||||롯데마켓999 분당상탑점|(야탑동);천궁빌딩|||92102
롯데마켓999|성남도촌점|||롯데슈퍼|031-758-7620|경기도 성남시 중원구 도촌남로 69||||||||롯데마켓999 성남도촌점|휴먼시|||92102
롯데마켓999|세류역점|||롯데슈퍼|031-239-5601|경기도 수원시 권선구 정조로 385||||||||롯데마켓999 세류역점|(장지동);제1호 1|||92102
롯데마켓999|수원경기대|||롯데슈퍼|031-243-5601|경기도 수원시 장안구 광교산로 138||||||||롯데마켓999 수원경기대|(연무동)|||92102
롯데마켓999|수원구운점|||롯데슈퍼|031-278-5634|경기도 수원시 권선구 일월천로4번길 71||||||||롯데마켓999 수원구운점|(구운동)|||92102
롯데마켓999|수원세류점|||롯데슈퍼|031-898-5602|경기도 수원시 권선구 권선로 548||||||||롯데마켓999 수원세류점|,325-9 (세류동)|||92102
롯데마켓999|수원천천점|||롯데슈퍼|031-291-5601|경기도 수원시 장안구 일월로66번길 23||||||||롯데마켓999 수원천천점|,7 (천천동)|||92102
롯데마켓999|수진점|||롯데슈퍼|031-752-5601|경기도 성남시 수정구 산성대로 95||||||||롯데마켓999 수진점|써미트|||92102
롯데마켓999|안산본오점|||롯데슈퍼|031-502-1895|경기도 안산시 상록구 샘골로 158||||||||롯데마켓999 안산본오점|(본오동);제1층|||92102
롯데마켓999|안양평촌점|||롯데슈퍼|031-476-9905|경기도 안양시 동안구 귀인로190번길 39-17||||||||롯데마켓999 안양평촌점|(평촌동);제|||92102
롯데마켓999|와동공원점|||롯데슈퍼|031-487-9106|경기도 안산시 단원구 와동공원로 108||||||||롯데마켓999 와동공원점|(와동)|||92102
롯데마켓999|용인동백점|||롯데슈퍼|031-8005-7982|경기도 용인시 기흥구 평촌2로1번길 4-2||||||||롯데마켓999 용인동백점|1|||92102
롯데마켓999|용인풍덕천|||롯데슈퍼|031-272-5604|경기도 용인시 수지구 문인로 67||||||||롯데마켓999 용인풍덕천|풍림상가|||92102
롯데마켓999|우만1동점|||롯데슈퍼|031-248-9014|경기도 수원시 팔달구 팔달문로131번길 66||||||||롯데마켓999 우만1동점||||92102
롯데마켓999|우만2점|||롯데슈퍼|031-248-5604|경기도 수원시 팔달구 팔달문로163번길 49||||||||롯데마켓999 우만2점|(우만동)|||92102
롯데마켓999|의왕오전점|||롯데슈퍼|031-429-5601|경기도 의왕시 오전로 198||||||||롯데마켓999 의왕오전점|성원1차이화아파|||92102
롯데마켓999|탑동2점|||롯데슈퍼|031-292-5616|경기도 수원시 권선구 탑동로 48||||||||롯데마켓999 탑동2점|외 2필지 (탑동);강서빌딩|||92102
롯데마켓999|화서3점|||롯데슈퍼|031-257-5601|경기도 수원시 팔달구 동말로25번길 100||||||||롯데마켓999 화서3점|(화서동)|||92102
롯데마켓999|서산예천점|||롯데슈퍼|041-666-2759|충청남도 서산시 호수공원6로 56||||||||롯데마켓999 서산예천점|자성타운|||92102
롯데마켓999|월평점|||롯데슈퍼|042-489-8163|대전광역시 서구 월평로 32||||||||롯데마켓999 월평점||||92102
롯데마켓999|천안부성점|||롯데슈퍼|070-8112-8671|충청남도 천안시 서북구 부성7길 37||||||||롯데마켓999 천안부성점||||92102
롯데마켓999|세종도담점|||롯데슈퍼|044-868-8176|세종특별자치시 보듬3로 8-13||||||||롯데마켓999 세종도담점|황금빌딩 제1|||92102
롯데마켓999|오창점|||롯데슈퍼|043-216-9883|충청북도 청주시 청원구 연구단지로 113||||||||롯데마켓999 오창점||||92102
롯데마켓999|전주대점|||롯데슈퍼|063-237-5278|전라북도 전주시 완산구 백마산길 9||||||||롯데마켓999 전주대점||||92102
롯데마켓999|구미진평점|||롯데슈퍼|054-476-5630|경상북도 구미시 인동26길 48||||||||롯데마켓999 구미진평점|(진평동)|||92102
롯데마켓999|대구대점|||롯데슈퍼|053-851-5611|경상북도 경산시 진량읍 대구대로 287||||||||롯데마켓999 대구대점|(평사리)|||92102
롯데슈퍼|강릉연곡점|||롯데슈퍼|033-662-1717|강원도 강릉시 연곡면 영진리 영진2길 25-11||가맹점||||||롯데슈퍼 강릉연곡점||||92102
롯데슈퍼|강릉입암점|||롯데슈퍼|033-642-6262||강릉시 입암동 431|가맹점||||||롯데슈퍼 강릉입암점||||92102
롯데슈퍼|강릉포남점|||롯데슈퍼|033-652-1114||강릉시 포남동 1060|가맹점||||||롯데슈퍼 강릉포남점||||92102
롯데슈퍼|경주보문점|||롯데슈퍼|054-777-2224|경주시 보문로 529||가맹점||||||롯데슈퍼 경주보문점|(천군동)|||92102
롯데슈퍼|곡성가맹점|||롯데슈퍼|061-363-2273||곡성군 곡성읍 읍내리 739-3|가맹점||||||롯데슈퍼 곡성가맹점||||92102
롯데슈퍼|광양마동점|||롯데슈퍼|061-794-0778||광양시 마동 1048-1|가맹점||||||롯데슈퍼 광양마동점||||92102
롯데슈퍼|광주금호점|||롯데슈퍼|062-372-0444||서구 금호동 742-1|가맹점||||||롯데슈퍼 광주금호점|상가동 B1|||92102
롯데슈퍼|김해한림점|||롯데슈퍼|055-343-4111|경남 김해시 한림면 김해대로 1464||가맹점||||||롯데슈퍼 김해한림점||||92102
롯데슈퍼|남양주수동점|||롯데슈퍼|031-594-5003|경기도 남양주시 수동면 비룡로 750||가맹점||||||롯데슈퍼 남양주수동점||||92102
롯데슈퍼|남해삼동점|||롯데슈퍼|055-867-0069||남해군 삼동면 지족리 280-1|가맹점||||||롯데슈퍼 남해삼동점||||92102
롯데슈퍼|남해점|||롯데슈퍼|055-864-7731||남해읍 남해군 북변리 284-27|가맹점||||||롯데슈퍼 남해점||||92102
롯데슈퍼|당산역점|||롯데슈퍼|02-2068-9400||서울 영등포구 당산동6가 332-3|가맹점||||||롯데슈퍼 당산역점|1층|||92102
