##NAME|SUBNAME|X|Y|MAPPERS_TYPE|TELNUM|NEWADDR|ADDR|FEAT1|FEAT2|AREA|DATE|ALTNAME|ETCNAME|ORGNAME|ETCADDR|PNUCODE|RD_JIBUN|MAPPERS_CD@@산후조리원
스카디아(전/퀸스케어텔)||127.1411034|37.5374092|산후조리원|02-484-4868|서울 강동구 양재대로 1392||||||||스카디아(전 퀸스케어텔)|(둔촌동,둔촌빌딩)|||30601
시화박산부인과||126.7363056|37.3463733|산후조리원|031-319-7861|경기 시흥시 정왕대로 184||||||||시화박산부인과|(정왕동,한성타운)|||30601
신데렐라/산후조리원||127.1212927|37.4396361|산후조리원|031-723-7776|경기 성남시 수정구 수정로 80||||||||신데렐라 산후조리원|(수진동,우리빌)|||30601
신라산후조리원||129.2228308|35.8456414|산후조리원|054-744-9393|경북 경주시 원화로 393||||||||신라산후조리원|(황성동,신라산부인과소아과의원)|||30601
신미래||128.5366664|35.8509485|산후조리원|053-608-7200|대구 달서구 와룡로 203||||||||신미래|(죽전동)|||30601
신세계||128.6074701|35.902072|산후조리원|053-954-7771|대구 북구 동북로 196||||||||신세계|(산격동)|||30601
신세계/산후조리원||126.846204|37.5593104|산후조리원|02-2658-7733|서울 강서구 공항대로 329||||||||신세계 산후조리원|(등촌동,청호프라자)|||30601
신세계/제2/조리원||128.6074701|35.902072|산후조리원|053-951-7773|대구 북구 동북로 117||||||||신세계 제2 조리원|(산격동)|||30601
신승준/산후조리원||126.9153066|37.6114461|산후조리원|02-388-5855|서울 은평구 서오릉로 134||||||||신승준 산후조리원|(대조동,메디칼)|||30601
신여성||127.0631911|37.7354662|산후조리원|031-829-3339|경기 의정부시 시민로 48||||||||신여성|(의정부동,아이월드빌딩)|||30601
씨엘드마망||127.0327813|37.4872446|산후조리원|02-518-5071|서울 서초구 강남대로 545-12||||||||씨엘드마망|(반포동,진령빌딩)|||30601
아가랑산후조리원||126.9153066|37.6114461|산후조리원|02-356-5422|서울 은평구 서오릉로 145||||||||아가랑산후조리원|(구산동,상원빌딩)|||30601
아가엄마||127.0083534|37.6397764|산후조리원|02-999-8275|서울 강북구 한천로 1041||||||||아가엄마|(수유동,아가엄마산부인과)|||30601
아델리아/동구점||128.6916496|35.870252|산후조리원|053-963-6663|대구 동구 안심로 54||||||||아델리아 동구점|(율하동)|||30601
아델리아/시지점||128.6524596|35.8522032|산후조리원|053-791-5552|대구 수성구 달구벌대로 3294||||||||아델리아 시지점|(신매동,시지퍼스트)|||30601
아란산후조리원||127.6398128|34.7738761|산후조리원|061-684-3200||전남 여수시 화장동 871-3|||||||아란산후조리원||||30601
아란태/산후조리원/1관||126.8888398|37.5187334|산후조리원|02-2676-5757|서울 영등포구 선유로 64||||||||아란태 산후조리원 1관|(문래동3가)|||30601
아란태/산후조리원/2관||126.8888398|37.5187334|산후조리원|02-2679-5005|서울 영등포구 선유로 63||||||||아란태 산후조리원 2관|(문래동6가,EEU동신타워)|||30601
아름/산후조리원||127.1254081|37.3992701|산후조리원|031-702-2101|경기 성남시 분당구 성남대로779번길 26||||||||아름 산후조리원|(이매동,서안빌딩) 5층|||30601
아름다운/산후조리원||127.7190606|37.8643462|산후조리원|033-241-7400|강원 춘천시 터미널길 21||||||||아름다운 산후조리원|(온의동)|||30601
아름다운산후조리원||127.883212|37.6880627|산후조리원|033-430-9999|강원 홍천군 홍천읍 홍천로 342-10||||||||아름다운산후조리원|(희망리)|||30601
아름병원/산후조리원||129.0824141|35.2177909|산후조리원|051-557-0114|부산 동래구 온천장로 13||||||||아름병원 산후조리원|(온천동,아름병원)|||30601
아름제일/산후조리원/1관||126.8851746|37.5039303|산후조리원|02-855-9911|서울 구로구 새말로 110||||||||아름제일 산후조리원 1관|(구로동,세아베스틸)|||30601
아름제일/산후조리원/2관||126.8875447|37.5036102|산후조리원|02-854-6677|서울 구로구 공원로 83||||||||아름제일 산후조리원 2관|(구로동)|||30601
아모르/산후조리원||126.7523421|37.7133199|산후조리원|070-7813-2000|경기 파주시 와석순환로 133||||||||아모르 산후조리원|(동패동,형성프라자) 4층|||30601
아벨모리/산후조리원||126.9394705|37.5078029|산후조리원|02-826-6140||서울 동작구 노량진동 312-6|||||||아벨모리 산후조리원||||30601
아이나산후조리원||126.9535251|37.2243589|산후조리원|031-278-7373|경기 화성시 봉담읍 삼천병마로 1344||||||||아이나산후조리원|(동화리)|||30601
아이랑/산후조리원/광교점||127.0735488|37.2993199|산후조리원|031-225-0011|경기 용인시 수지구 법조로 242||||||||아이랑 산후조리원 광교점|(상현동)|||30601
아이랑/산후조리원/영통점||127.0746235|37.2528947|산후조리원|031-206-3588|경기 수원시 영통구 반달로7번길 16||||||||아이랑 산후조리원 영통점|(영통동,e-폴리스)|||30601
아이리스/산후조리원||126.9051438|37.5293163|산후조리원|02-2068-6167|서울 영등포구 영중로 140||||||||아이리스 산후조리원|(영등포동8가,드림프라자)|||30601
아이린/망원점||126.9058372|37.5583121|산후조리원|02-3142-1212|서울 마포구 월드컵로 155||||||||아이린 망원점|(망원동,가은빌딩)|||30601
아이린/성산점||126.9029931|37.5697271|산후조리원|02-3142-3003|서울 마포구 월드컵북로 137||||||||아이린 성산점|(성산동,제일성모메디칼센터)|||30601
아이맘/산후조리원||127.0642981|37.0640854|산후조리원|031-663-3510|경기 평택시 이충로 113||||||||아이맘 산후조리원|(이충동)|||30601
아이맘/S||127.0932913|37.5977195|산후조리원|02-496-3425|서울 중랑구 망우로 411||||||||아이맘 S|(망우동,장스여성병원)|||30601
아이맘산후조리원||129.1160145|37.522293|산후조리원|033-532-8081|강원 동해시 한섬로 113-7||||||||아이맘산후조리원|(천곡동)|||30601
아이모메디||128.3173813|36.1398979|산후조리원|054-450-2770|경북 구미시 야은로 297||||||||아이모메디|(도량동)|||30601
아이미즈||126.6919726|37.4626264|산후조리원|032-435-3575|인천 남구 경원대로 890||||||||아이미즈|(주안동,보미 리즌빌)|||30601
아이미즈||126.7116593|37.4184349|산후조리원|032-469-1255|인천 남동구 호구포로 836||||||||아이미즈|(구월동,구월프라자)|||30601
아이사랑/산후조리원||129.0234305|35.1508179|산후조리원|051-890-7100|부산 부산진구 가야대로468번길 11||||||||아이사랑 산후조리원|(개금동,아이사랑산후조리원)|||30601
아이산/산후조리원||126.7468035|37.6939531|산후조리원|031-916-9410|경기 고양시 일산서구 덕이로 8||||||||아이산 산후조리원|(덕이동,아이산후조리원)|||30601
아이앤맘/산후조리원||128.8989812|37.7583158|산후조리원|033-643-9800|강원 강릉시 옥가로 21||||||||아이앤맘 산후조리원|(옥천동)|||30601
아이엘산후조리원||126.9028962|37.5336313|산후조리원|02-2068-5118||서울 영등포구 당산동6가 224|||||||아이엘산후조리원||||30601
아이웰/산후조리원||126.8311887|37.1994932|산후조리원|031-8015-2022|경기 화성시 동탄문화센터로 61||||||||아이웰 산후조리원|(반송동,아시아 프라자)|||30601
아이통곡/엘비산후조리원||127.0590717|37.5027999|산후조리원|02-508-0013|서울 강남구 삼성로 548||||||||아이통곡 엘비산후조리원|(삼성동,SISOMO TOWER)|||30601
안동병원/산후조리원||128.6875638|36.5475967|산후조리원|054-840-0671|경북 안동시 앙실로 11||||||||안동병원 산후조리원|(수상동,안동병원)|||30601
안중산후조리원||126.9295678|36.9900551|산후조리원|031-683-7366|경기 평택시 안중읍 안중로131번길 14-15||||||||안중산후조리원|(안중리)|||30601
알루베베/산후조리원||127.0660007|37.501797|산후조리원|02-558-2053|서울 강남구 도곡로99길 16||||||||알루베베 산후조리원|(대치동)|||30601
알리르마리||127.0917996|37.335929|산후조리원|031-263-1068|경기 용인시 수지구 손곡로 95||||||||알리르마리|(동천동)|||30601
앙즐레/아이통곡||127.0321392|37.4910485|산후조리원|02-554-6600|서울 강남구 도곡로1길 14||||||||앙즐레 아이통곡|(역삼동,삼일프라자오피스텔)|||30601
애플||128.6248723|35.8253213|산후조리원|053-781-1004|대구 수성구 용학로25길 6||||||||애플|(두산동,불교한방병원)|||30601
엄마랑아가랑||126.7776747|37.6730463|산후조리원|031-916-5456|경기 고양시 일산동구 일산로 441||||||||엄마랑아가랑|(정발산동,일성조합상가)|||30601
엄마손||126.7340109|37.540257|산후조리원|032-552-0035|인천 계양구 장제로809번길 5||||||||엄마손|(계산동)|||30601
엄마손/산후조리원||127.1404495|37.4080919|산후조리원|031-703-5550|경기 성남시 분당구 야탑로 32||||||||엄마손 산후조리원|(야탑동,삼부빌딩)|||30601
엄마품/산후조리원||126.9070357|37.4524516|산후조리원|02-893-3535|서울 금천구 금하로 720||||||||엄마품 산후조리원|(시흥동,에벤에셀프라자)|||30601
에덴/산후조리원||127.3828259|36.3415799|산후조리원|042-532-3500|대전 서구 계룡로 586||||||||에덴 산후조리원|(괴정동)|||30601
에덴메디/여성병원산후조리원/2호점||127.0169183|37.2503353|산후조리원|031-236-6114|경기 수원시 권선구 덕영대로 1156||||||||에덴메디 여성병원산후조리원 2호점|(세류동)|||30601
에덴메디여성병원산후조리원||127.033568|37.2498703|산후조리원|031-232-8114|경기 수원시 권선구 동수원로 220||||||||에덴메디여성병원산후조리원|(권선동,에덴메디빌)|||30601
에덴병원/산후조리원||126.9296396|35.1752903|산후조리원|062-260-3237|광주 북구 면앙로170번길 10||||||||에덴병원 산후조리원|(두암동,에덴병원)|||30601
에델린/산후조리원||127.0420729|37.6456642|산후조리원|02-993-4300|서울 도봉구 해등로 125||||||||에델린 산후조리원|(창동)|||30601
에델바이스/산후조리원||127.082868|37.3905055|산후조리원|031-709-5800|경기 성남시 분당구 운중로 128||||||||에델바이스 산후조리원|(운중동)|||30601
에디스||128.9828458|35.1096448|산후조리원|051-206-0999|부산 사하구 낙동대로 363||||||||에디스|(당리동,G메디컬센터)|||30601
에르메스/산후조리원||127.1055189|37.3613392|산후조리원|031-717-7787|경기 성남시 분당구 정자일로 121||||||||에르메스 산후조리원|(정자동,더샵스타파크)|||30601
에바마레||128.4178861|36.1064074|산후조리원|054-475-7500|경북 구미시 삼일로 16||||||||에바마레|(진평동)|||30601
에비뉴/산후조리원||127.0260188|37.6305005|산후조리원|02-985-3542|서울 강북구 도봉로 136||||||||에비뉴 산후조리원|(미아동,풍양빌딩)|||30601
에빠토/르베르쏘||126.8541492|37.5618946|산후조리원|02-3661-1115|서울 강서구 양천로 354||||||||에빠토 르베르쏘|(가양동,옥천빌딩)|||30601
에스더/산후조리원||127.1097689|37.3322043|산후조리원|031-264-2722|경기 용인시 수지구 용구대로 2702||||||||에스더 산후조리원|(죽전동,동춘프라자)|||30601
에이치큐브산후조리원||127.0439319|37.6615238|산후조리원|02-995-8000|서울 도봉구 도봉로 604||||||||에이치큐브산후조리원|(창동,에이치큐브병원)|||30601
엔젤산후조리원||127.9680268|36.9790698|산후조리원|043-854-8004|충북 충주시 약막7길 44-11||||||||엔젤산후조리원|(안림동,피어나리 빌딩)|||30601
엔젤산후조리원||129.3382177|36.0267466|산후조리원|054-278-0047|경북 포항시 남구 대이로143번길 21-5||||||||엔젤산후조리원|(이동)|||30601
엔젤한방산후조리원||128.6436904|35.2369348|산후조리원|055-276-6556||경남 창원시 의창구 팔용동 33-7|||||||엔젤한방산후조리원||||30601
엘르메디||128.6350055|34.8691742|산후조리원|055-638-0037|경남 거제시 거제중앙로 1925||||||||엘르메디|(고현동)|||30601
엘리움||129.1774652|35.171279|산후조리원|051-929-6000|부산 해운대구 해운대로 794||||||||엘리움|(좌동,엘리움)|||30601
엘리자벳||128.6230353|35.8300456|산후조리원|053-765-8585|대구 수성구 무학로 25||||||||엘리자벳|(상동)|||30601
엠/산후조리원||126.4641948|36.7394698|산후조리원|041-429-2004|충남 서산시 남부순환로 1031||||||||엠 산후조리원|(예천동)|||30601
엠앤비/산후조리원||126.7347759|37.5365035|산후조리원|032-552-3500|인천 계양구 장제로772번길 2||||||||엠앤비 산후조리원|(계산동,앰엔비산부인과)|||30601
엠앤비/산후조리원||126.8324821|37.6216918|산후조리원|031-979-5220|경기 고양시 덕양구 중앙로 548||||||||엠앤비 산후조리원|(행신동,현대프라자)|||30601
엠앤비/산후조리원||128.5795296|35.2206349|산후조리원|055-221-3520|경남 창원시 마산회원구 3.15대로 727||||||||엠앤비 산후조리원|(합성동,매디칼센타)|||30601
여성메디파크/달서구||128.5292297|35.8555753|산후조리원|053-667-7531|대구 달서구 용산로 139||||||||여성메디파크 달서구|(용산동)|||30601
여성메디파크/달서구/별관||128.5292297|35.8555753|산후조리원|053-667-7537|대구 달서구 용산로 141||||||||여성메디파크 달서구 별관|(용산동,그랜드M 타워)|||30601
여성메디파크/수성구||128.6256448|35.8497073|산후조리원|053-740-7777|대구 수성구 동대구로 271||||||||여성메디파크 수성구|(범어동,여성메디파크병원)|||30601
여성아이||128.5168152|35.8167743|산후조리원|070-4571-7072|대구 달서구 월배로 141||||||||여성아이|(진천동,여성아이병원)|||30601
여성아이병원/산후조리원||129.3602425|36.0547861|산후조리원|054-230-3070|경북 포항시 북구 우창동로22번길 7||||||||여성아이병원 산후조리원|(우현동,여성아이병원)|||30601
여수문화/산후조리원||127.7001205|34.746856|산후조리원|061-650-5000|전남 여수시 대치3길 26||||||||여수문화 산후조리원|(여서동,문화병원)|||30601
여왕/산후조리원||127.1385531|37.6068258|산후조리원|031-555-4530||경기 구리시 인창동 383-10|||||||여왕 산후조리원||||30601
여울소/산후조리원||126.840983|37.5325363|산후조리원|02-2601-1690|서울 강서구 강서로17길 25||||||||여울소 산후조리원|(화곡동)|||30601
연세미즈||127.1934962|37.2389785|산후조리원|031-323-3510|경기 용인시 처인구 금학로 345||||||||연세미즈|(김량장동,연세미즈산부인과)|||30601
연세사랑모아||126.8634826|37.501485|산후조리원|02-2636-3210|서울 구로구 중앙로 100||||||||연세사랑모아|(고척동,연세사랑모아여성병원)|||30601
연세순풍산후조리원||127.9309472|37.3475442|산후조리원|033-745-7020|강원 원주시 천사로 50||||||||연세순풍산후조리원|(단계동)|||30601
연세차/산후조리원||126.738386|37.5357025|산후조리원|032-553-7575|인천 계양구 오조산로 53||||||||연세차 산후조리원|(계산동,연세차메디칼센터)|||30601
연세하임||127.1279225|36.7897555|산후조리원|041-412-5566|충남 천안시 동남구 수곡2길 17-17||||||||연세하임|(신방동)|||30601
열린/산후조리원||126.8100702|37.334219|산후조리원|031-402-3636|경기 안산시 단원구 선부광장1로 22||||||||열린 산후조리원|(선부동,한우리크리닉센타)|||30601
열린/산후조리원||127.0075484|37.6143621|산후조리원|02-941-1446|서울 성북구 정릉로 306||||||||열린 산후조리원|(정릉동,열린산부인과)|||30601
영광병원/산후조리원||126.5083307|35.3133333|산후조리원|061-350-8091|전남 영광군 영광읍 와룡로 3||||||||영광병원 산후조리원|(단주리)|||30601
영등한방산후조리원||126.9632879|35.9554632|산후조리원|063-831-5200|전북 익산시 동서로 354||||||||영등한방산후조리원|(영등동)|||30601
예그리나/산후조리원||127.2072532|37.5455684|산후조리원|031-796-8877|경기 하남시 덕풍동로 111-15||||||||예그리나 산후조리원|(덕풍동,리치플러스하남센터)|||30601
예나산후조리원||126.5109795|33.4996489|산후조리원|064-748-0088|제주특별자치도 제주시 서광로 83||||||||예나산후조리원|(용담2동,예나빌딩)|||30601
예담/산후조리원||127.3345869|36.30979|산후조리원|042-546-9302|대전 서구 도안대로 25||||||||예담 산후조리원|(관저동)|||30601
예송/산후조리원||127.0138617|37.2159377|산후조리원|031-223-5000|경기 화성시 효행로 1065||||||||예송 산후조리원|(진안동,나라프라자)|||30601
예인산후조리원||128.7068972|35.1442353|산후조리원|055-542-9000|경남 창원시 진해구 진해대로 958||||||||예인산후조리원|(자은동,예인산부인과병원)|||30601
예일/산후조리원||127.1019742|36.9916351|산후조리원|031-659-7340|경기 평택시 중앙로 146-1||||||||예일 산후조리원|(합정동)|||30601
예진산후조리원||126.7363056|37.3463733|산후조리원|031-431-1134|경기 시흥시 정왕대로 78||||||||예진산후조리원|(정왕동,트윈프라자)|||30601
오월꿈/산후조리원||127.0210158|37.2497021|산후조리원|031-225-7777|경기 수원시 권선구 경수대로 358||||||||오월꿈 산후조리원|(권선동,오월꿈)|||30601
오즈/산후조리원||128.7976634|35.1859236|산후조리원|055-311-0202|경남 김해시 계동로 203||||||||오즈 산후조리원|(대청동)|||30601
온/산후조리원||128.6984179|35.156121|산후조리원|055-541-3575|경남 창원시 진해구 진해대로776번길 27||||||||온 산후조리원|(이동)|||30601
올리브/산후조리원||127.0363884|37.2780981|산후조리원|031-217-3588|경기 수원시 팔달구 중부대로 143||||||||올리브 산후조리원|(우만동,상안빌딩)|||30601
용인제일/산후조리원||127.1945126|37.2341076|산후조리원|031-8031-0200|경기 용인시 처인구 중부대로 1347||||||||용인제일 산후조리원|(김량장동)|||30601
우리기쁜/산후조리원||127.0403349|37.6052866|산후조리원|02-2039-0000|서울 성북구 화랑로 248||||||||우리기쁜 산후조리원|(석관동,장위뉴타워)|||30601
우리산후조리원||128.8670296|35.2381794|산후조리원|055-321-0114|경남 김해시 내외중앙로 91||||||||우리산후조리원|(내동)|||30601
우리산후조리원||128.6941662|36.5672714|산후조리원|054-850-3572|경북 안동시 은행나무로 91||||||||우리산후조리원|(옥동)|||30601
우리산후조리원||126.5384595|33.5064332|산후조리원|064-724-3575|제주특별자치도 제주시 동광로 31||||||||우리산후조리원|(이도1동,아남빌딩)|||30601
우먼플러스산후조리원||127.0039099|37.3044838|산후조리원|031-248-8114|경기 수원시 장안구 경수대로 892||||||||우먼플러스산후조리원|(조원동,우먼플러스 여성전문병원)|||30601
우먼피아||127.0700569|37.7491341|산후조리원|031-853-6767|경기 의정부시 청사로5번길 8-7||||||||우먼피아|(신곡동,씨티메디타운)|||30601
우먼필/산후조리원||127.0723107|37.1460242|산후조리원|031-378-5954|경기 오산시 대원로 34||||||||우먼필 산후조리원|(원동)|||30601
우석대/한방병원/산후조리원||127.1265275|35.8173657|산후조리원|063-220-8300|전북 전주시 완산구 어은로 46||||||||우석대 한방병원 산후조리원|(중화산동2가,우석대학교부속한방병원)|||30601
우성여성병원/산후조리원||126.8337949|37.3191108|산후조리원|031-412-3000|경기 안산시 단원구 고잔로 58-10||||||||우성여성병원 산후조리원|(고잔동,우성병원)|||30601
원광대학교/전주한방병원||127.1125594|35.8402468|산후조리원|063-270-1300|전북 전주시 덕진구 가련산로 99||||||||원광대학교 전주한방병원|(덕진동2가,원광대학교한방병원)|||30601
웰여성의원/산후조리원||129.4156575|35.972028|산후조리원|054-291-3366|경북 포항시 남구 오천읍 정몽주로 606||||||||웰여성의원 산후조리원|(용덕리)|||30601
위대한/탄생||129.0802526|35.1847901|산후조리원|051-862-0010|부산 연제구 중앙대로 1083||||||||위대한 탄생|(연산동)|||30601
유광사/산후조리원||126.8385556|37.5439086|산후조리원|02-2608-1011||서울 강서구 화곡동 1031-6|||||||유광사 산후조리원||||30601
유재/산후조리원||126.769928|37.6628835|산후조리원|031-810-9717||경기 고양시 일산동구 장항동 780|||||||유재 산후조리원||||30601
율산후조리원||127.9201621|37.3422186|산후조리원|033-765-0655|강원 원주시 능라동길 61||||||||율산후조리원|(무실동)|||30601
은혜/산후조리원||126.926186|37.606139|산후조리원|02-353-4307|서울 은평구 진흥로 133||||||||은혜 산후조리원|(대조동)|||30601
은혜/산후조리원||126.7167|35.9565885|산후조리원|063-471-2955|전북 군산시 월명로 144||||||||은혜 산후조리원|(수송동,은혜산부인과)|||30601
이레산후조리원||126.8368973|37.6251848|산후조리원|031-938-3037|경기 고양시 덕양구 중앙로558번길 16-6||||||||이레산후조리원|(행신동,신일빌딩)|||30601
이자르/강동||127.1411034|37.5374092|산후조리원|02-478-3989|서울 강동구 양재대로 1465||||||||이자르 강동|(길동,마루홈타운)|||30601
이자르/노원||127.0674852|37.6675793|산후조리원|02-935-7979|서울 노원구 수락산로 232||||||||이자르 노원|(상계동,미네르바빌딩) 3층|||30601
이자르/노원/디럭스||127.0674852|37.6675793|산후조리원|02-935-7979|서울 노원구 수락산로 232||||||||이자르 노원 디럭스|(상계동,미네르바빌딩) 5층|||30601
이자르/분당수지||127.1102132|37.3318992|산후조리원|031-889-2555|경기 용인시 수지구 현암로 165||||||||이자르 분당수지|(죽전동,에이스프라자)|||30601
이자르/성남||127.1278444|37.4473556|산후조리원|031-757-6161|경기 성남시 수정구 성남대로 1202||||||||이자르 성남|(수진동,유천빌딩)|||30601
이자르/은평||126.9182398|37.5916222|산후조리원|02-305-4931|서울 은평구 응암로 235||||||||이자르 은평|(응암동,대성빌딩)|||30601
이자르/클래식/구리||127.1487401|37.589479|산후조리원|031-555-8844||경기 구리시 토평동 980|||||||이자르 클래식 구리||||30601
이자르/태릉||127.077265|37.6062543|산후조리원|02-972-0808|서울 중랑구 중랑역로 257||||||||이자르 태릉|(묵동,신흥빌딩) 5층|||30601
이자르/태릉노블||127.077265|37.6062543|산후조리원|02-972-0808|서울 중랑구 중랑역로 257||||||||이자르 태릉노블|(묵동,신흥빌딩) 4층|||30601
이제/산후조리원||127.0841605|37.6194506|산후조리원|02-973-0500||서울 중랑구 묵동 2|||||||이제 산후조리원||||30601
이제/산후조리원||127.1379489|37.4442961|산후조리원|031-721-5700|경기 성남시 수정구 수정로171번길 7-1||||||||이제 산후조리원|(태평동,우일프라자)|||30601
이즈맘산후조리원||126.8692603|37.4705727|산후조리원|02-2066-3555|경기 광명시 오리로 889||||||||이즈맘산후조리원|(철산동)|||30601
이지은||126.8100702|37.334219|산후조리원|031-401-7755|경기 안산시 단원구 선부광장1로 10||||||||이지은|(선부동,동양빌딩)|||30601
이화/아마빌레||129.0864465|35.1360604|산후조리원|051-628-9888|부산 남구 수영로 216||||||||이화 아마빌레|(대연동,이화산부인과의원)|||30601
이화산후조리원||127.1250507|36.7940219|산후조리원|041-570-1280|충남 천안시 서북구 충무로 161||||||||이화산후조리원|(쌍용동)|||30601
익산/미래와/여성||126.9423495|35.9533399|산후조리원|063-857-5533|전북 익산시 배산로 66||||||||익산 미래와 여성|(모현동1가,미래와여성산부인과)|||30601
인정/산후조리원||126.9182398|37.5916222|산후조리원|02-2187-1430|서울 은평구 응암로 164||||||||인정 산후조리원|(응암동,인정병원)|||30601
일산제일산후조리원||126.7830327|37.645843|산후조리원|031-900-2080|경기 고양시 일산동구 장백로 172||||||||일산제일산후조리원|(장항동,금강프라자)|||30601
일신기독병원/산후조리원||129.0544812|35.1354659|산후조리원|051-630-0660|부산 동구 정공단로 34||||||||일신기독병원 산후조리원|(좌천동,일신기독병원)|||30601
임태균/산후조리원||129.4260988|35.5256863|산후조리원|052-235-0034|울산 동구 방어진순환도로 1125||||||||임태균 산후조리원|(서부동,임태균산부인과)|||30601
자모여성병원/산후조리원||129.1177214|35.1646964|산후조리원|051-760-0570|부산 수영구 수영로 555||||||||자모여성병원 산후조리원|(광안동,자모병원)|||30601
자양/아기미소||127.0882345|37.5424813|산후조리원|02-458-0602|서울 광진구 자양로 88||||||||자양 아기미소|(자양동,광영빌딩)|||30601
장유산후조리원||128.8026669|35.1993009|산후조리원|055-312-0371|경남 김해시 능동로 159||||||||장유산후조리원|(부곡동)|||30601
전남공공/산후조리원/해남종합병원||126.6167614|34.5692055|산후조리원|061-530-8650|전남 해남군 해남읍 해남로 45||||||||전남공공 산후조리원 해남종합병원|(해리,해남종합병원)|||30601
정겨운산후조리원||127.0725136|37.6282795|산후조리원|02-949-6300|서울 노원구 동일로 1053||||||||정겨운산후조리원|(공릉동,영진빌딩)|||30601
정성산후조리원||127.1564135|35.8462452|산후조리원|063-244-4755|전북 전주시 덕진구 도당산4길 8-18||||||||정성산후조리원|(우아동3가,정성산후조리원)|||30601
제일맘산후조리원||126.9598017|35.9534099|산후조리원|063-840-7600|전북 익산시 동서로 231||||||||제일맘산후조리원|(남중동)|||30601
제일병원/산후조리원||126.9935793|37.5606191|산후조리원|02-2020-5500|서울 중구 퇴계로 244||||||||제일병원 산후조리원|(충무로5가,제일병원 건강증진센터)|||30601
제일병원/산후조리원||127.6642638|34.7657108|산후조리원|061-689-8790||전남 여수시 학동 40-5|||||||제일병원 산후조리원||||30601
제일산후조리원||128.5827776|38.202315|산후조리원|033-636-9050|강원 속초시 청학로 47||||||||제일산후조리원|(청학동)|||30601
제일여성||129.1725626|35.1702663|산후조리원|051-743-0331|부산 해운대구 좌동로 66||||||||제일여성|(중동,제일여성병원)|||30601
조은산후조리원||127.2359703|37.6441973|산후조리원|031-511-1187|경기 남양주시 경춘로1256번길 9||||||||조은산후조리원|(평내동,오렌지웰빙타워)|||30601
좋은문화/산후조리원||129.0586511|35.1394337|산후조리원|051-643-3700|부산 동구 범일로89번길 69||||||||좋은문화 산후조리원|(범일동,좋은문화병원 별관)|||30601
준/산후조리원||126.741219|37.5477116|산후조리원|032-554-0053|인천 계양구 장제로 912||||||||준 산후조리원|(병방동)|||30601
중앙산부인과/하누리||128.583945|38.1892299|산후조리원|033-635-7582|강원 속초시 동해대로 4117||||||||중앙산부인과 하누리|(조양동)|||30601
중앙자모산후조리원||128.5795296|35.2206349|산후조리원|055-248-3333|경남 창원시 마산회원구 3.15대로 485||||||||중앙자모산후조리원|(회원동,중앙자모병원)|||30601
지노메디||128.6437185|35.8730749|산후조리원|053-757-2500|대구 수성구 화랑로 58||||||||지노메디|(만촌동,지노메디여성병원)|||30601
지온||128.6278122|35.8428821|산후조리원|053-765-0057|대구 수성구 청수로 166||||||||지온|(지산동)|||30601
진/산후조리원||126.7193539|37.4612985|산후조리원|032-465-3582|인천 남동구 백범로 322||||||||진 산후조리원|(간석동,메디칼센터)|||30601
차병원산후조리원||127.0403265|37.4895458|산후조리원|02-3468-3327|서울 강남구 논현로 566||||||||차병원산후조리원|(역삼동,강남차병원)|||30601
참/산후조리원||127.1208108|37.3720002|산후조리원|031-711-5005|경기 성남시 분당구 내정로166번길 43||||||||참 산후조리원|(수내동,금산프라자빌딩)|||30601
참여성병원산후조리원||128.5763612|35.2084131|산후조리원|055-249-0630|경남 창원시 마산합포구 불종거리로 19||||||||참여성병원산후조리원|(동성동,참여성병원)|||30601
참조은/산후조리원||127.1288413|35.7864603|산후조리원|063-223-0029|전북 전주시 완산구 모악로 4750||||||||참조은 산후조리원|(평화동1가,참조은산후조리원)|||30601
참조은산후조리원||128.0679302|35.1857577|산후조리원|055-742-8822|경남 진주시 진양호로 317||||||||참조은산후조리원|(신안동,참조은산부인과)|||30601
첫단추/산후조리원/성북||127.0250756|37.601642|산후조리원|02-922-1400|서울 성북구 동소문로 48||||||||첫단추 산후조리원 성북|(동소문동3가,동도빌딩)|||30601
첫단추/산후조리원/창경궁||126.9981589|37.574971|산후조리원|02-763-5400|서울 종로구 율곡로 174||||||||첫단추 산후조리원 창경궁|(원남동,창경빌딩)|||30601
청담/베네크레||127.0577132|37.5215971|산후조리원|02-1899-2227|서울 강남구 영동대로 713||||||||청담 베네크레|(청담동,튼튼병원빌딩)|||30601
청라여성병원/산후조리원||126.6485304|37.5208488|산후조리원|032-716-6006|인천 서구 중봉대로 602||||||||청라여성병원 산후조리원|(연희동)|||30601
청아미즈||127.0058271|36.785185|산후조리원|041-547-2024|충남 아산시 번영로 204||||||||청아미즈|(모종동)|||30601
청주미즈맘||127.4381182|36.6295176|산후조리원|043-237-2201|충북 청주시 흥덕구 가경로 16-2||||||||청주미즈맘|(가경동,소성빌딩)|||30601
청화병원/산후조리원||126.9416971|37.5077074|산후조리원|02-6496-5620|서울 동작구 장승배기로 108||||||||청화병원 산후조리원|(노량진동,청화병원)|||30601
초앤유/산후조리원||126.7729003|37.5012138|산후조리원|032-322-3380|경기 부천시 원미구 중동로248번길 19||||||||초앤유 산후조리원|(중동,조규학여성병원)|||30601
충주산부인과||127.9389717|36.9868606|산후조리원|043-856-3540|충북 충주시 번영대로 192||||||||충주산부인과|(연수동)|||30601
