##NAME|SUBNAME|X|Y|MAPPERS_TYPE|TELNUM|NEWADDR|ADDR|FEAT1|FEAT2|AREA|DATE|ALTNAME|ETCNAME|ORGNAME|ETCADDR|PNUCODE|RD_JIBUN|MAPPERS_CD@@관광공사맛집
행복추풍령감자탕||128.4122289793|34.8330416681|관광공사맛집|055-646-5097|경상남도 통영시 운하1길 46||음식||||||행복추풍령감자탕||||kto
해송회타운||128.4088070061|34.8349108423|관광공사맛집|055-641-6740|경상남도 통영시 통영해안로 93||음식||||||해송회타운||||kto
해송일식||128.4325935303|34.8460516881|관광공사맛집|055-642-0363|경상남도 통영시 동호로 9||음식|10:00 ~ 22:00|||||해송일식||||kto
해녀김금단포장마차||128.2646692087|34.6348056374|관광공사맛집|055-643-5136|경상남도 통영시 욕지면 욕지일주로 91-5||음식|08:00 ~ 21:00|||||해녀김금단포장마차||||kto
한일김밥||128.4233610733|34.8433073853|관광공사맛집|055-645-2647|경상남도 통영시 통영해안로 319||음식|06:00 ~ 02:00|||||한일김밥||||kto
한이회초장집||128.4244387114|34.8450433215|관광공사맛집|055-648-1072|경상남도 통영시 중앙시장1길 8||음식||||||한이회초장집||||kto
한우정||128.4250937835|34.8612692963|관광공사맛집|055-644-0011|경상남도 통영시 무전3길 22||음식||||||한우정||||kto
한산반점맥시칸치킨||128.5082668010|34.7669257727|관광공사맛집|055-648-5511, 010-9648-1232|경상남도 통영시 한산면 한산일주로 839||음식|11:00 ~ 21:00|||||한산반점맥시칸치킨||||kto
한산도바다식당||128.5081668129|34.7668341140|관광공사맛집|010-8588-4733|경상남도 통영시 한산면 한산일주로 837-12||음식||||||한산도바다식당||||kto
한려숯불갈비||128.4178838118|34.8418130104|관광공사맛집|055-641-2234|경상남도 통영시 해방다리1길 11-5||음식|11:00 ~ 22:00|||||한려숯불갈비||||kto
하포따봉치킨||128.4769807625|34.7620035406|관광공사맛집|055-645-6004|경상남도 통영시 한산면 한산일주로 1198||음식|09:00 ~ 23:00|||||하포따봉치킨||||kto
하늘천따지||128.4300270822|34.8462238449|관광공사맛집|010-8603-6271|경상남도 통영시 항북길 12-9||음식|09:00 ~ 22:00|||||하늘천따지||||kto
풍화엄나무누룽지백숙||128.4141943106|34.8773173065|관광공사맛집|055-646-6363|경상남도 통영시 광도면 죽림1로 12||음식|10:00 ~ 22:00|||||풍화엄나무누룽지백숙||||kto
풍성한충무김밥||128.4192507633|34.8264453087|관광공사맛집|055-648-8289|경상남도 통영시 발개로 138||음식||||||풍성한충무김밥||||kto
푸줏간갈비||128.4162729007|34.8395465682|관광공사맛집|055-643-3331|경상남도 통영시 도천상가안길 73||음식|10:00 ~ 22:00|||||푸줏간갈비||||kto
황미손짜장||128.4238609986|34.8445072600|관광공사맛집|055-649-5655|경상남도 통영시 강구안길 38-5||음식||||||황미손짜장||||kto
화연보리밥||128.4153178717|34.8226539956|관광공사맛집|055-649-9946|경상남도 통영시 봉수로 97||음식|10:00 ~ 19:00|||||화연보리밥||||kto
홍도복어||128.4116401462|34.8328805640|관광공사맛집|055-648-3678|경상남도 통영시 운하1길 57||음식|06:30∼11:00|||||홍도복어||||kto
호반한식뷔페||128.3998283356|34.8986285538|관광공사맛집|055-641-5225|경상남도 통영시 광도면 남해안대로 1301||음식|07:00 ~ 21:00|||||호반한식뷔페||||kto
호밀호두||128.4246827247|34.8606471364|관광공사맛집|055-642-5152|경상남도 통영시 무전3길 9||음식||||||호밀호두||||kto
혜광횟집(식당)||128.4329717040|34.8297340750|관광공사맛집|055-648-6088|경상남도 통영시 도남로 257-103||음식|09:00 ~ 22:00|||||혜광횟집(식당)||||kto
허수아비||128.2638025970|34.6355833129|관광공사맛집|055-643-7130|경상남도 통영시 욕지면 서촌윗길 183-4||음식|09:00 ~ 00:00|||||허수아비||||kto
원대막국수||128.2314997571|38.0023212274|관광공사맛집|033-462-1515|강원도 인제군 인제읍 자작나무숲길 1113||강원권;막국수;맛집;원대막국수;음식|10:00 ~ 19:00(재료 소진시 마감)|||||원대막국수||||kto
초원복집||127.6699401347|34.7591730082|관광공사맛집|061-685-0038|전라남도 여수시 신기남1길 20||맛집;음식|10:00 ~ 22:00|||||초원복집||||kto
골드러시||126.7465492434|37.5125647142|관광공사맛집|032-320-6001|경기도 부천시 도약로 1||맛집;음식|주중 17:30 ~ 22:00 <br />주말 및 공휴일 11:00 ~ 22:00|||||골드러시||||kto
화성별궁||126.9857915889|37.2060017459|관광공사맛집|031-221-6700|경기도 화성시 세자로 469||맛집;음식|10:00 ~ 22:00|||||화성별궁||||kto
티롤978||127.5616151519|34.8039411207|관광공사맛집|061-692-0977|전라남도 여수시 소라면 서부로 952||맛집;음식|24시간|||||티롤978||||kto
산촌누룽지백숙||126.9917312717|37.3571732300|관광공사맛집|031-456-8023|경기도 의왕시 백운로 140-10||맛집;음식|11:30 ~ 21:00|||||산촌누룽지백숙||||kto
송백가든||127.3992835437|36.9508608344|관광공사맛집|043-536-2233|충청북도 진천군 이월면 진안로 362-6||맛집;음식|06:00 ~ 21:00|||||송백가든||||kto
소담퓨전한정식||126.9335590749|35.2545768644|관광공사맛집|061-383-8253|전라남도 담양군 봉산면 와우길 57-25||맛집;음식|11:00 ~ 21:00|||||소담퓨전한정식||||kto
초암골||127.0299305401|37.2594074620|관광공사맛집|031-222-2662|경기도 수원시 권선구 권선로713번길 20||음식|11:00 ~ 22:00|||||초암골||||kto
옥돌설렁탕||127.4447257317|37.2791654281|관광공사맛집|031-632-6888|경기도 이천시 어재연로 30||맛집;음식|05:00 ~ 23:00|||||옥돌설렁탕||||kto
정자나무횟집||126.4439643991|35.4460719350|관광공사맛집|063-563-0713|전라북도 고창군 상하면 구시포해변길 135||맛집;음식|12:00 ~ 21:30|||||정자나무횟집||||kto
전라도별장순대||126.9287556803|37.4832824721|관광공사맛집|02-883-6103|서울특별시 관악구 신림로59길 14||맛집;음식|09:00 ~ 24:00|||||전라도별장순대||||kto
혜원가든||128.8166593506|37.2268582174|관광공사맛집|033-592-3356|강원도 정선군 사북읍 사북중앙로 18-1||맛집;음식|09:00 ~ 23:00|||||혜원가든||||kto
금수산송어장가든||128.1805110642|37.0294077754|관광공사맛집|043-652-8833|충청북도 제천시 금성면 청풍호로39길 33||맛집;음식|10:00 ~ 21:00|||||금수산송어장가든||||kto
하늘지기||127.5268923621|34.9462634345|관광공사맛집|061-722-9944|전라남도 순천시 기적의도서관2길 18||맛집;음식|10:00 ~ 22:00|||||하늘지기||||kto
서초우||127.0292574164|37.4912777884|관광공사맛집|02-521-7734|서울특별시 서초구 강남대로51길 10||맛집;음식|11:30 ~ 02:00|||||서초우||||kto
백자||128.6279155045|35.8651516889|관광공사맛집|053-759-9945|대구광역시 수성구 동대구로80길 10-13||맛집;음식|10:00 ~ 22:00|||||백자||||kto
마띠유||127.5688592868|34.7910871316|관광공사맛집|061-685-7667|전라남도 여수시 소라면 서부로 791||맛집;음식|11:30 ~ 21:30|||||마띠유||||kto
아랜역/물닭갈비||127.0909723271|37.5510302926|관광공사맛집|02-457-2378|서울특별시 광진구 자양로43길 9||맛집;물닭갈비;서울맛집;수도권;아랜역물닭갈비;음식|11:00 ~ 23:00|||||아랜역 물닭갈비||||kto
아르모니움||127.0017364966|37.5338279082|관광공사맛집|02-792-3972|서울특별시 용산구 대사관로 33||맛집;음식|점심 12:00 ~ 15:00<br />저녁 18:00 ~ 23:00|||||아르모니움||||kto
용문집||127.0419873530|37.5702494000|관광공사맛집|02-2299-4648|서울특별시 성동구 마장로35길 76||맛집;음식|11:00 ~ 23:00|||||용문집||||kto
금목서/광양불고기||127.5871529394|34.9775720690|관광공사맛집|0507-1329-3300|전라남도 광양시 광양읍 읍성길 199||맛집;음식|11:30 ~ 22:00|||||금목서 광양불고기||||kto
우성식당||127.0764296650|37.5348902384|관광공사맛집|02-453-4636|서울특별시 광진구 자양번영로 60-1||맛집;음식|09:00 ~ 22:30|||||우성식당||||kto
김영희강남동태찜||126.4350919623|34.8069912755|관광공사맛집|061-287-7707|전라남도 목포시 복산길 52||음식||||||김영희강남동태찜||||kto
장미산장||128.0954956240|37.4390895099|관광공사맛집|033-342-2082|강원도 횡성군 우천면 전재로 234||곤드레밥;맛집;연중무휴;음식;장미산장;한우|09:00 ~ 21:00|||||장미산장||||kto
홍루몽||127.0127368821|37.4847588045|관광공사맛집|02-585-3330|서울특별시 서초구 반포대로12길 26||맛집;음식|11:00 ~ 05:00|||||홍루몽||||kto
세화리해녀의집||126.8078945987|33.3037121161|관광공사맛집|064-787-4917|제주특별자치도 서귀포시 표선면 민속해안로 41||맛집;음식|09:00 ~ 21:00|||||세화리해녀의집||||kto
바다마을식당||126.4714796374|35.6271129315|관광공사맛집|063-581-4444|전라북도 부안군 변산면 채석강길 11||맛집;음식|08:00 ~ 20:00<br />※ 구정 당일은 점심부터 영업|||||바다마을식당||||kto
린스시||127.0119369587|37.4846115843|관광공사맛집|02-585-9893|서울특별시 서초구 반포대로12길 10||맛집;음식|11:00 ~ 22:30|||||린스시||||kto
환여횟집||129.3840766907|36.0644627836|관광공사맛집|054-251-8847|경상북도 포항시 북구 해안로 189-1||맛집;음식|10:00 ~ 20:30|||||환여횟집||||kto
정일품||127.4084395239|37.3003567618|관광공사맛집|031-631-1188|경기도 이천시 경충대로 3054||맛집;음식|10:00 ~ 21:30|||||정일품||||kto
단천식당||128.5936495680|38.2026187930|관광공사맛집|033-632-7828|강원도 속초시 아바이마을길 17||맛집;음식|08:00 ~ 21:00|||||단천식당||||kto
남경식당||128.7412077776|37.6853150070|관광공사맛집|033-335-5891|강원도 평창군 대관령면 대관령마루길 347||강원권;남경식당;막국수;만두국;맛집;음식|10:30 ~ 20:00|||||남경식당||||kto
구이구이숯불생선구이||128.5575591717|37.6358255263|관광공사맛집|033-335-7602|강원도 평창군 진부면 진부중앙로 48||강원권;구이구이숯불생선구이;맛집;생선구이;음식;평창맛집|08:00 ~ 23:00|||||구이구이숯불생선구이||||kto
진미식당||128.3767759868|37.6190878964|관광공사맛집|033-335-0242|강원도 평창군 봉평면 기풍로 186-3||강원권;맛집;음식;진미식당;평창맛집;한식|10:00 ~ 20:00|||||진미식당||||kto
속사송어횟집||128.4886206532|37.6454536468|관광공사맛집|033-334-5588|강원도 평창군 용평면 운두령로 109-29||맛집;음식|10:00 ~ 21:00|||||속사송어횟집||||kto
황태회관||128.7098555181|37.6699050722|관광공사맛집|033-335-5795|강원도 평창군 대관령면 눈마을길 19||맛집;음식|06:00 ~ 22:00|||||황태회관||||kto
하박국식당||128.4569280953|37.4932845219|관광공사맛집|033-335-4813|강원도 평창군 대화면 대화중앙로 45-2||맛집;음식|06:00 ~ 22:00|||||하박국식당||||kto
장수촌||128.4826874486|37.6588936451|관광공사맛집|033-332-7419|강원도 평창군 용평면 운두령로 280-6||맛집;음식|11:00 ~ 20:00|||||장수촌||||kto
서울식당||128.5996197843|37.7101455138|관광공사맛집|033-332-6600|강원도 평창군 진부면 오대산로 83||맛집;음식|08:00 ~ 20:00|||||서울식당||||kto
대관령숯불회관||128.7088888561|37.6726047414|관광공사맛집|033-335-5360|강원도 평창군 대관령면 횡계2길 3||맛집;음식|11:30 ~ 22:00|||||대관령숯불회관||||kto
라일라카페||129.0919933997|35.1954634575|관광공사맛집|051-611-6008|부산광역시 동래구 온천천로339번길 28||맛집;음식|12:00 ~ 21:30 (전화문의 요망)|||||라일라카페||||kto
납작식당||128.7088110914|37.6723853206|관광공사맛집|033-335-5477|강원도 평창군 대관령면 대관령로 113||맛집;음식|10:30 ~ 22:00|||||납작식당||||kto
산들산채식당||128.5996975245|37.7111426221|관광공사맛집|033-333-7198|강원도 평창군 진부면 오대산로 95||맛집;음식|09:00 ~ 20:00|||||산들산채식당||||kto
고향이야기||128.7099777538|37.6690912794|관광공사맛집|033-335-5430|강원도 평창군 대관령면 눈마을길 9||맛집;음식|11:00 ~ 20:00|||||고향이야기||||kto
메밀먹거리||128.3715876940|37.6148382896|관광공사맛집|033-335-0203|강원도 평창군 봉평면 메밀꽃길 7||맛집;음식|09:00 ~ 21:00|||||메밀먹거리||||kto
도암식당||128.7080667110|37.6725158468|관광공사맛집|033-336-5814|강원도 평창군 대관령면 대관령로 103||맛집;음식|09:00 ~ 22:00|||||도암식당||||kto
유정식당||128.6008751586|37.7123702805|관광공사맛집|033-332-6818|강원도 평창군 진부면 오대산로 112-8||맛집;음식|08:30 ~ 20:00|||||유정식당||||kto
바닷길||128.3222668880|34.9573928110|관광공사맛집|055-674-1255|경상남도 고성군 고성읍 공룡로 3078||음식|10:00 ~ 10:00|||||바닷길||||kto
메밀꽃필무렵||128.3603110516|37.6109468580|관광공사맛집|033-335-4594|강원도 평창군 봉평면 이효석길 33-13||맛집;음식|10:00 ~ 19:00|||||메밀꽃필무렵||||kto
원조맷돌순두부||128.7113665160|37.6691440786|관광공사맛집|033-336-2386|강원도 평창군 대관령면 송천길 10||맛집;음식|07:30 ~ 20:00|||||원조맷돌순두부||||kto
고향막국수||128.3710766930|37.6127079703|관광공사맛집|033-336-1211|강원도 평창군 봉평면 이효석길 142||맛집;음식|09:00 ~ 21:00|||||고향막국수||||kto
굴이랑/황태랑||128.7090888755|37.6713576672|관광공사맛집|033-335-9010|강원도 평창군 대관령면 눈마을길 37||맛집;음식|07:00 ~ 21:00|||||굴이랑 황태랑||||kto
송원해장국||128.3490134825|37.5639159731|관광공사맛집|033-333-4096|강원도 평창군 봉평면 태기로 481||맛집;음식|06:00 ~ 22:00|||||송원해장국||||kto
용골횟집||128.1546716615|34.9096729576|관광공사맛집|055-832-3489|경상남도 고성군 하이면 덕명5길 44||음식|11:00 ~ 20:00|||||용골횟집||||kto
팔송정||128.2130087930|34.9943506117|관광공사맛집|055-673-7977|경상남도 고성군 상리면 무선4길 3||음식|09:00 ~ 19:00|||||팔송정||||kto
천왕산가든||128.2879247713|34.9828921188|관광공사맛집|055-673-4988|경상남도 고성군 고성읍 상정대로 532-88||음식|09:00 ~ 20:00|||||천왕산가든||||kto
주남오리궁||128.3173668274|34.9759489776|관광공사맛집|055-674-3775|경상남도 고성군 고성읍 성내로 76||음식|10:00 ~ 22:00|||||주남오리궁||||kto
우정장어||128.1904527110|35.0894117660|관광공사맛집|055-673-9229|경상남도 고성군 영오면 오서1길 31||음식|09:00 ~ 20:00|||||우정장어||||kto
오리랑||128.3673602330|35.0602848611|관광공사맛집|055-673-5299|경상남도 고성군 회화면 영회로 2209-39||음식|11:00 ~ 21:00|||||오리랑||||kto
바닷가에/햇살/한스푼||128.3335217667|34.9457887560|관광공사맛집|055-673-6160|경상남도 고성군 고성읍 신월로 157||음식|11:00 ~ 21:00|||||바닷가에 햇살 한스푼||||kto
남포로||128.3222668880|34.9573928110|관광공사맛집|055-674-5526|경상남도 고성군 고성읍 공룡로 3078||음식|12:00 ~ 21:00|||||남포로||||kto
공룡알||128.3222668880|34.9573928110|관광공사맛집|055-674-1158|경상남도 고성군 고성읍 공룡로 3078||음식|10:00 ~ 21:00|||||공룡알||||kto
공룡나라고성한우프라자||128.3141448634|34.9768432646|관광공사맛집|055-673-3388|경상남도 고성군 고성읍 성내로 43||음식|10:00 ~ 21:00|||||공룡나라고성한우프라자||||kto
강바다횟집||128.3771818473|35.0508527613|관광공사맛집|055-673-7664|경상남도 고성군 회화면 당항길 34-43||음식|11:00 ~ 19:00|||||강바다횟집||||kto
갈비명가/가야골||128.3313329474|34.9504104213|관광공사맛집|055-674-1237|경상남도 고성군 고성읍 신월로 89||음식|09:00 ~ 20:00|||||갈비명가 가야골||||kto
참그맛이향쌈밥||128.3240329800|34.9733716077|관광공사맛집|055-673-6133|경상남도 고성군 고성읍 성내로143번길 6||음식|11:00 ~ 20:00|||||참그맛이향쌈밥||||kto
고흥식당|하당점|126.4362141002|34.8063663643|관광공사맛집|061-285-2928|전라남도 목포시 복산길6번길 40||음식|10:00 ~ 22:00|||||고흥식당(하당점)||||kto
24시돌솥밥/설렁탕||126.3817632814|34.8094290155|관광공사맛집|061-276-5460|전라남도 목포시 연산로 138||음식|09:00 ~ 22:00|||||24시돌솥밥 설렁탕||||kto
시골집순두부||126.4358141270|34.8067385381|관광공사맛집|061-283-4500|전라남도 목포시 복산길6번길 44||음식|09:30 ~ 21:30|||||시골집순두부||||kto
부촌||126.4355810418|34.7972895980|관광공사맛집|061-287-7705|전라남도 목포시 미항로 143||음식|11:00 ~ 21:00|||||부촌||||kto
포청천||126.4227152107|34.8097602051|관광공사맛집|061-283-2006|전라남도 목포시 하당로 243||음식|10:00 ~ 21:00|||||포청천||||kto
일식수||126.4355254729|34.7980478460|관광공사맛집|061-247-5505|전라남도 목포시 평화로 103||음식|11:00 ~ 22:00|||||일식수||||kto
옥정||126.4268707036|34.7971228076|관광공사맛집|061-243-0012|전라남도 목포시 미항로 8||음식||||||옥정||||kto
영조||126.4375475068|34.7984589438|관광공사맛집|061-285-5727|전라남도 목포시 평화로 120-1||음식|11:00 ~ 22:00|||||영조||||kto
VIPS목포점||126.4299257325|34.8077716585|관광공사맛집|061-284-1993|전라남도 목포시 삼향천로91번길 10||음식|11:30 ~ 22:00|||||씨제이푸드빌(주)빕스목포점||||kto
송옥정||126.4359032274|34.7976367864|관광공사맛집|061-285-8686|전라남도 목포시 평화로 104||음식|10:00 ~ 22:00|||||송옥정||||kto
샤브리안||126.4319479960|34.7986754939|관광공사맛집|061-282-1482|전라남도 목포시 원형로 37-1||음식|10:30 ~ 22:00|||||샤브리안||||kto
베니스바닷가재||126.4313148008|34.7952425366|관광공사맛집|061-287-3338|전라남도 목포시 미항로 97||음식|11:00 ~ 21:00|||||베니스바닷가재||||kto
미항횟집||126.4379696482|34.8002504148|관광공사맛집|061-287-1221|전라남도 목포시 미항로 197-1||음식|10:00 ~ 22:00|||||미항횟집||||kto
백두천지||126.4296481044|34.8025833493|관광공사맛집|061-284-2580|전라남도 목포시 옥암로 33||음식|11:00 ~ 22:00|||||백두천지||||kto
대양||126.3818527183|34.7863205090|관광공사맛집|061-244-8308|전라남도 목포시 해안로173번길 45||음식||||||대양||||kto
꽃마름|목포하당점|126.4304592664|34.7975228211|관광공사맛집||전라남도 목포시 평화로61번길 19||음식|10:00 ~ 22:00|||||꽃마름(목포하당점)||||kto
해밀||128.4058253602|34.9915626987|관광공사맛집|055-672-7675|경상남도 고성군 거류면 당동6길 17||음식|10:00 ~ 20:00|||||해밀||||kto
한우사랑||128.3305217019|34.9582095336|관광공사맛집|055-673-4290|경상남도 고성군 고성읍 신월4길 5-26||음식|09:00 ~ 21:00|||||한우사랑||||kto
봉평막국수||128.3620109330|37.6097775815|관광공사맛집|033-335-5474|강원도 평창군 봉평면 문학숲길 9||맛집;메밀막국수;봉평막국수;음식;평창맛집|09:00 ~ 19:00|||||봉평막국수||||kto
황태덕장||128.7097999612|37.6701050480|관광공사맛집|033-335-5942|강원도 평창군 대관령면 눈마을길 21||맛집;음식|07:30 ~ 22:00|||||황태덕장||||kto
평창송어양식장(송어의집)||128.4155579108|37.3637403553|관광공사맛집|033-332-0506|강원도 평창군 평창읍 아랫상리길 19-4||맛집;음식|11:30 ~ 20:00|||||평창송어양식장 (송어의집)||||kto
오대산가는길||128.5983653282|37.6777742352|관광공사맛집|033-333-9982|강원도 평창군 진부면 진고개로 118-15||맛집;음식|10:00 ~ 22:00|||||오대산가는길||||kto
마야양고기||128.4214714442|34.8777257240|관광공사맛집|055-645-0165|경상남도 통영시 광도면 죽림2로 86-44||음식||||||마야양고기||||kto
호남식육식당||126.3970173076|34.8169506403|관광공사맛집|061-274-7152|전라남도 목포시 포미로9번길 6-1||음식|10:00 ~ 22:00|||||호남식육식당||||kto
한사랑숯불갈비||126.3739417584|34.8091011466|관광공사맛집|061-277-8595|전라남도 목포시 고하대로 702||음식|10:00 ~ 22:00|||||한사랑숯불갈비||||kto
시군면서서갈비||128.3275326322|34.9749576035|관광공사맛집|055-672-1631|경상남도 고성군 고성읍 동외로 148-30||음식|10:00 ~ 21:00|||||시군면서서갈비||||kto
동대산식당||128.6018748861|37.7183473859|관광공사맛집|033-332-6910|강원도 평창군 진부면 오대산로 178||동대산식당;맛집;산채정식;음식;음식점;평창맛집;한식;황태구이|08:00 ~ 20:00|||||동대산식당||||kto
노다지||128.7088889798|37.6685579873|관광공사맛집|033-335-4448|강원도 평창군 대관령면 올림픽로 153||맛집;음식|09:00 ~ 21:00|||||노다지||||kto
꼬로베이||128.3200597682|37.5896707772|관광공사맛집|033-332-2649|강원도 평창군 봉평면 태기로 68||맛집;음식|10:00 ~ 22:00|||||꼬로베이||||kto
브레드메밀||128.3949596781|37.3665951908|관광공사맛집|033-333-0497|강원도 평창군 평창읍 평창시장2길 15||맛집;음식|12:00 ~ 20:00 (빵 소진 시 조기 마감)|||||브레드메밀||||kto
부림식당||128.5594367320|37.6374003801|관광공사맛집|033-335-7576|강원도 평창군 진부면 진부중앙로 70-3||맛집;음식|08:00 ~ 20:00|||||부림식당||||kto
남촌막국수||128.3778315585|37.6153772346|관광공사맛집|033-335-0227|강원도 평창군 봉평면 동이장터길 5||맛집;음식|08:00 ~ 21:00|||||남촌막국수||||kto
복바위식당||128.3706581893|38.2200513320|관광공사맛집|033-462-1571|강원도 인제군 북면 황태길 368||강원권;맛집;복바위식당;연중무휴;음식;인제맛집;황태구이|07:00 ~ 20:30|||||복바위식당||||kto
대관령황태촌||128.7092557247|37.6649139716|관광공사맛집|033-335-8885|강원도 평창군 대관령면 송전길 14||맛집;음식|06:00 ~ 20:00|||||대관령황태촌||||kto
루체||127.1541933666|36.1755232187|관광공사맛집|041-742-7201|충청남도 논산시 가야곡면 탑정로 840||루체;맛집;연중무휴;음식|12:00 ~ 22:00|||||루체||||kto
쉼바위||128.4654438284|37.6830710728|관광공사맛집|033-334-1222|강원도 평창군 용평면 운두령로 651||맛집;음식|10:00 ~ 21:00|||||쉼바위||||kto
날마다좋은집||128.7099556167|37.6663888139|관광공사맛집|033-335-3070|강원도 평창군 대관령면 올림픽로 187||맛집;음식|08:00 ~ 20:00|||||날마다좋은집||||kto
산수명산||128.5997752001|37.7142672615|관광공사맛집|033-333-3103|강원도 평창군 진부면 오대산3길 13||맛집;음식|08:00 ~ 22:00 (동절기 21:00 마감)|||||산수명산||||kto
묵사발||128.3195820731|37.5883403665|관광공사맛집|033-333-3637|강원도 평창군 봉평면 태기로 80-29||맛집;음식|10:00 ~ 21:00|||||묵사발||||kto
등불||128.6304048744|38.1036449100|관광공사맛집|033-671-1500|강원도 양양군 양양읍 포월나들길 23||강원권;등불;맛집;송이구이;양양맛집;음식;한우|12:00 ~ 21:30|||||등불||||kto
옛날돌집||126.8714669055|36.8640031215|관광공사맛집|041-533-6700|충청남도 아산시 인주면 아산만로1548번길 12||맛집;음식|09:00 ~ 21:30|||||옛날돌집||||kto
이학식당||127.7325017906|34.7409789063|관광공사맛집|061-662-1661|전라남도 여수시 통제영1길 10||맛집;음식|09:00 ~ 22:00|||||이학식당||||kto
본가/궁중해장국||128.5349661070|38.1995235687|관광공사맛집|033-636-3606|강원도 속초시 관광로 447||맛집;음식|06:00 ~ 21:00|||||본가 궁중해장국||||kto
백두산숯불갈비||128.5852922583|35.2281310638|관광공사맛집|055-256-6688|경상남도 창원시 마산회원구 산호천동길 38||음식|11:30 ~ 22:00|||||백두산숯불갈비||||kto
봉림정||128.6405760631|35.2374976832|관광공사맛집|055-265-9965|경상남도 창원시 의창구 창원대로363번길 22-17||음식|10:00 ~ 22:00|||||봉림정||||kto
비비돈가스||128.6196773999|35.2556147127|관광공사맛집|055-282-8700|경상남도 창원시 의창구 평산로135번길 21||음식|11:00 ~ 21:00|||||비비돈가스||||kto
비원식당||128.6752401937|35.2192892478|관광공사맛집|055-274-5900|경상남도 창원시 성산구 중앙대로 37||음식|10:00 ~ 22:00|||||비원식당||||kto
비음산한우관||128.7041484920|35.2299413562|관광공사맛집|055-264-9997|경상남도 창원시 성산구 비음로55번길 36-7||음식|10:00 ~ 22:00|||||비음산한우관||||kto
강복궁||128.6834394752|35.2193866080|관광공사맛집|055-287-0991|경상남도 창원시 성산구 마디미동로 54||음식|11:30 ~ 23:00|||||강복궁||||kto
가마솥추어탕||128.6025209409|35.3443933111|관광공사맛집|055-298-1115|경상남도 창원시 의창구 북면 천주로 1019-22||음식|09:00 ~ 21:00|||||가마솥추어탕||||kto
24시/남양돼지국밥||128.5878588498|35.2226039534|관광공사맛집|055-297-0103|경상남도 창원시 마산회원구 합포로 286||음식|24시간 영업|||||24시 남양돼지국밥||||kto
곱창전문곱돌이||128.7058726844|35.1515001880|관광공사맛집|055-544-7080|경상남도 창원시 진해구 진해대로874번길 6-2||음식|11:00 ~ 22:00|||||곱창전문곱돌이||||kto
금와||128.5788934882|35.2032115237|관광공사맛집|055-222-8533|경상남도 창원시 마산합포구 해안대로 359||음식|10:00 ~ 22:00|||||금와||||kto
금화정한우랑||128.8120980998|35.1017882524|관광공사맛집|055-543-8811|경상남도 창원시 진해구 용재로 22||음식|11:00 ~ 23:30|||||금화정한우랑||||kto
길상식당||128.5510852666|35.1861407145|관광공사맛집|055-244-3000|경상남도 창원시 마산합포구 만날고개1길 16||음식|10:00 ~ 22:00|||||길상식당||||kto
나야횟집||128.5772269800|35.2027337692|관광공사맛집|055-246-1514|경상남도 창원시 마산합포구 어시장8길 84||음식|10:00 ~ 22:00|||||나야횟집||||kto
대가||128.5652502280|35.2035279075|관광공사맛집|055-241-6062|경상남도 창원시 마산합포구 자산삼거리로 24||음식|09:30 ~ 22:00|||||대가||||kto
대교횟집||128.6007925140|35.1683352801|관광공사맛집|055-265-0670|경상남도 창원시 성산구 삼귀로 205||음식|10:00 ~ 22:00|||||대교횟집||||kto
대풍갈비살||128.6814507032|35.2214891135|관광공사맛집|055-266-1188|경상남도 창원시 성산구 마디미서로 46||음식|11:00 ~ 23:00|||||대풍갈비살||||kto
도원오리궁||128.5632620988|35.1817247637|관광공사맛집|055-221-8128|경상남도 창원시 마산합포구 월영동14길 14||음식|10:00 ~ 22:00|||||도원오리궁||||kto
동문설렁탕||128.5827038080|35.2202485687|관광공사맛집|055-241-7001|경상남도 창원시 마산합포구 용마로 82||음식|07:30 ~ 21:00|||||동문설렁탕||||kto
동방횟집||128.6963178942|35.1540330639|관광공사맛집|055-545-0409|경상남도 창원시 진해구 해원로 20||음식|11:00 ~ 22:00|||||동방횟집||||kto
마당있는집||128.7119053677|35.1560775627|관광공사맛집|055-544-6789|경상남도 창원시 진해구 냉천로 149-7||음식|11:30 ~ 21:30|||||마당있는집||||kto
목포밴댕이||128.6789508635|35.2236304942|관광공사맛집|055-286-9989|경상남도 창원시 성산구 중앙대로 95||음식|10:00 ~ 22:00|||||목포밴댕이||||kto
목포세발낙지||128.6978496538|35.2073437776|관광공사맛집|055-261-2633|경상남도 창원시 성산구 대정로 31-7||음식|15:30 ~ 23:00|||||목포세발낙지||||kto
무학산숙성갈비||128.6925387657|35.2162621245|관광공사맛집|055-283-7749|경상남도 창원시 성산구 원이대로 774||음식|10:00 ~ 22:30|||||무학산숙성갈비||||kto
미락정복집||128.8200308583|35.0974805458|관광공사맛집|055-552-9090|경상남도 창원시 진해구 용원로102번길 9-1||음식|09:00 ~ 21:00|||||미락정복집||||kto
백두봉삼계탕||128.5634508006|35.1880768318|관광공사맛집|055-242-6969|경상남도 창원시 마산합포구 문화동로 11||음식|10:00 ~ 22:00|||||백두봉삼계탕||||kto
연곡/꾹저구탕||128.8318720423|37.8585161665|관광공사맛집|033-661-1494|강원도 강릉시 연곡면 진고개로 2679||맛집;음식|09:00 ∼ 20:00|||||연곡 꾹저구탕||||kto
