##NAME|SUBNAME|X|Y|MAPPERS_TYPE|TELNUM|NEWADDR|ADDR|FEAT1|FEAT2|AREA|DATE|ALTNAME|ETCNAME|ORGNAME|ETCADDR|PNUCODE|RD_JIBUN|MAPPERS_CD@@파리바게뜨
파리바게뜨|대전전원점|127.3647203|36.3591578|파리바게뜨|042-486-8240|대전 서구 월평중로 50||||||||파리바게뜨 대전전원점|(월평동,전원아파트) 전원상가1층|||80801
파리바게뜨|가오은어송점|127.4571224|36.3108125|파리바게뜨|042-271-9404|대전 동구 신기로 123-45||||||||파리바게뜨 가오은어송점|(가오동) 1층 102호|||80801
파리바게뜨|삼성자이점|127.4218717|36.3409192|파리바게뜨|042-622-2027|대전 동구 동서대로 1518||||||||파리바게뜨 삼성자이점|(삼성동)|||80801
파리바게뜨|대전홍도점|127.4266519|36.3461031|파리바게뜨|042-621-8207|대전 동구 동산초교로23번길 3||||||||파리바게뜨 대전홍도점|(홍도동)|||80801
파리바게뜨|대전자양점|127.4489688|36.3424851|파리바게뜨|042-628-8234|대전 동구 충정로 139||||||||파리바게뜨 대전자양점|(자양동)|||80801
파리바게뜨|대전대점|127.4612106|36.3280768|파리바게뜨|042-283-8245|대전 동구 용운로 169||||||||파리바게뜨 대전대점|(용운동)|||80801
파리바게뜨|대전성모점|127.3891432|36.4243911|파리바게뜨|042-252-2046|대전 중구 중앙로 70||||||||파리바게뜨 대전성모점|(대흥동)|||80801
파리바게뜨|대전괴정점|127.3842803|36.3425214|파리바게뜨|042-522-0082|대전 서구 계룡로 546||||||||파리바게뜨 대전괴정점|(괴정동)|||80801
파리바게뜨|도안수목토점|127.3498625|36.3234750|파리바게뜨|042-542-8240|대전 서구 도안동로 177||||||||파리바게뜨 도안수목토점|(도안동,도안신도시 수목토아파트) 제근린 생활시설동 층|||80801
파리바게뜨|만년KBS점|127.3799939|36.3688999|파리바게뜨|042-477-8240|대전 서구 대덕대로 402||||||||파리바게뜨 만년KBS점|(만년동)|||80801
파리바게뜨|대전오정점|127.4117211|36.3587111|파리바게뜨|042-622-0453|대전 대덕구 한밭대로 1019||||||||파리바게뜨 대전오정점|(오정동)|||80801
파리바게뜨|대전덕암점|127.4229925|36.4371486|파리바게뜨|042-934-8253|대전 대덕구 덕암로 186||||||||파리바게뜨 대전덕암점|(평촌동)|||80801
파리바게뜨|대전대동점|127.4429967|36.3287918|파리바게뜨|042-271-8203|대전 동구 계족로 167||||||||파리바게뜨 대전대동점|(대동) 대동클리닉 101호|||80801
파리바게뜨|오룡역점|127.4055593|36.3276550|파리바게뜨|042-524-8201|대전 중구 계룡로 804||||||||파리바게뜨 오룡역점|(오류동) 코스모메디컬 (1층) 101호,103호|||80801
파리바게뜨|문화센트럴점|127.4135300|36.3201801|파리바게뜨|042-221-6844|대전 중구 계룡로918번길 24||||||||파리바게뜨 문화센트럴점|(문화동)|||80801
파리바게뜨|도안상대점|127.3353817|36.3465710|파리바게뜨|042-826-0482|대전 유성구 월드컵대로316번길 35||||||||파리바게뜨 도안상대점|(상대동)|||80801
파리바게뜨|대전중촌1호점|127.4119925|36.3353096|파리바게뜨|042-253-0484|대전 중구 목중로 11-1||||||||파리바게뜨 대전중촌1호점|(목동) 1층|||80801
파리바게뜨|대전용문점|127.3951178|36.3371240|파리바게뜨|042-522-8082|대전 서구 계룡로 667||||||||파리바게뜨 대전용문점|(용문동)|||80801
파리바게뜨|도안목원대점|127.3405705|36.3303565|파리바게뜨|042-826-6675|대전 서구 도안북로 107||||||||파리바게뜨 도안목원대점|(도안동) 성광타워 도안빌딩|||80801
파리바게뜨|복합터미널승차장점|127.4366283|36.3503694|파리바게뜨|042-622-8284|대전 동구 동서대로 1689||||||||파리바게뜨 복합터미널승차장점|(용전동) 대전복합터미널 서관|||80801
파리바게뜨|대전중촌현대점|127.4115451|36.3398369|파리바게뜨|042-223-0824|대전 중구 대종로 675||||||||파리바게뜨 대전중촌현대점|(중촌동)|||80801
파리바게뜨|대전효동점|127.4385755|36.3195184|파리바게뜨|042-271-7776|대전 동구 대전로 661||||||||파리바게뜨 대전효동점|(인동)|||80801
파리바게뜨|금강엑슬루타워점|127.4257008|36.4481685|파리바게뜨|042-932-8233|대전 대덕구 대덕대로 1555||||||||파리바게뜨 금강엑슬루타워점|(석봉동,금강엑슬루타워) 금강엑슬루타워 상가 1층|||80801
파리바게뜨|노은현대점|127.3190043|36.3725320|파리바게뜨|042-476-0425|대전 유성구 은구비남로33번길 5||||||||파리바게뜨 노은현대점|(지족동,경남아너스빌2)|||80801
파리바게뜨|도안우미린점|127.3482816|36.3079022|파리바게뜨|042-541-8208|대전 서구 원도안로 42||||||||파리바게뜨 도안우미린점|(가수원동)|||80801
파리바게뜨|대전학하오투그란데점|127.3040585|36.3423299|파리바게뜨|042-826-3329|대전 유성구 학하중앙로 102||||||||파리바게뜨 대전학하오투그란데점|(계산동)|||80801
파리바게뜨|노은휴먼시아점|127.3039340|36.3780167|파리바게뜨|042-826-2134|대전 유성구 지족로148번길 27||||||||파리바게뜨 노은휴먼시아점|(지족동)|||80801
파리바게뜨|대덕밸리점|127.3880970|36.4220665|파리바게뜨|042-932-8277|대전 유성구 관평2로 56||||||||파리바게뜨 대덕밸리점|(관평동) 1층 파리바게뜨 대덕밸리점|||80801
파리바게뜨|대전죽동점|127.3376910|36.3699000|파리바게뜨|042-824-5225|대전 유성구 죽동로298번길 14||||||||파리바게뜨 대전죽동점|(죽동) 101호|||80801
파리바게뜨|유성푸르지오점|127.3433791|36.3561380|파리바게뜨|042-825-4300|대전 유성구 온천로 45||||||||파리바게뜨 유성푸르지오점|(봉명동) 유스퀘어동 1층 101호|||80801
파리바게뜨|노은반석점|127.3121707|36.3913149|파리바게뜨|042-823-0403|대전 유성구 반석로 23||||||||파리바게뜨 노은반석점|(반석동)|||80801
파리바게뜨|대전산내점|127.4676465|36.2807677|파리바게뜨|042-273-8204|대전 동구 산내로 1313||||||||파리바게뜨 대전산내점|(낭월동) 1층 파리바게뜨|||80801
파리바게뜨|삼부프라자점|127.393465|36.323215|파리바게뜨|042-532-9987|대전 중구 태평로 71||||||||파리바게뜨 삼부프라자점|(태평동) 1층 파리바게뜨 삼부프라자점|||80801
파리바게뜨|자운대쇼핑타운점|127.338|36.4133|파리바게뜨|042-861-8204|대전 유성구 자운로97번길 410||||||||파리바게뜨 자운대쇼핑타운점|(신봉동) 신봉동 230-14|||80801
파리바게뜨|부산남포점|129.0326471|35.0989507|파리바게뜨|051-243-8289|부산 중구 광복로 69||||||||파리바게뜨 부산남포점|(광복동2가)|||80801
파리바게뜨|경성대(PB)점|129.1000970|35.1366715|파리바게뜨|051-627-8206|부산 남구 용소로 6||||||||파리바게뜨 경성대(PB)점|(대연동)|||80801
파리바게뜨|부산역사점|129.0429122|35.1162619|파리바게뜨|051-462-8208|부산 동구 중앙대로 206||||||||파리바게뜨 부산역사점|(초량동)|||80801
파리바게뜨|부산남산점|129.0885533|35.2653922|파리바게뜨|051-582-1504|부산 금정구 금강로647번길 2||||||||파리바게뜨 부산남산점|(남산동)|||80801
파리바게뜨|부산사직점|129.0600298|35.1984034|파리바게뜨|051-501-6667|부산 동래구 사직북로 29-1||||||||파리바게뜨 부산사직점|(사직동)|||80801
파리바게뜨|사직반도점|129.0671642|35.2048472|파리바게뜨|051-504-7542|부산 동래구 아시아드대로 233||||||||파리바게뜨 사직반도점|(온천동)|||80801
파리바게뜨|사직쌍용점|129.0579641|35.1965935|파리바게뜨|051-507-7890|부산 동래구 사직북로13번길 50||||||||파리바게뜨 사직쌍용점|(사직동)|||80801
파리바게뜨|구포역점|128.9965646|35.2058043|파리바게뜨|051-336-8289|부산 북구 낙동대로1694번길 6||||||||파리바게뜨 구포역점|(구포동)|||80801
파리바게뜨|부산과기대점|129.0059247|35.1995045|파리바게뜨|051-337-8282|부산 북구 시랑로 71||||||||파리바게뜨 부산과기대점|(구포동)|||80801
파리바게뜨|덕천숙등역점|129.0135268|35.2119709|파리바게뜨|051-333-8225|부산 북구 만덕대로 78||||||||파리바게뜨 덕천숙등역점|(덕천동)|||80801
파리바게뜨|동래역점|129.0817527|35.2054801|파리바게뜨|051-558-1151|부산 동래구 명륜로129번길 8||||||||파리바게뜨 동래역점|(명륜동)|||80801
파리바게뜨|부산낙민점|129.0955519|35.1945337|파리바게뜨|051-531-2888|부산 동래구 안남로 31||||||||파리바게뜨 부산낙민점|(낙민동) 보림상가 104호|||80801
파리바게뜨|안락SK점|129.1115852|35.1988828|파리바게뜨|051-521-8989|부산 동래구 안락로 139||||||||파리바게뜨 안락SK점|(안락동)|||80801
파리바게뜨|안락서원점|129.0993437|35.2005519|파리바게뜨|051-522-1231|부산 동래구 안락로 22||||||||파리바게뜨 안락서원점|(안락동)|||80801
파리바게뜨|부산명장점|129.1041940|35.2101975|파리바게뜨|051-523-7798|부산 동래구 서동중심로 4||||||||파리바게뜨 부산명장점|(명장동)|||80801
파리바게뜨|부산화명점|129.0112699|35.2352425|파리바게뜨|051-336-5945|부산 북구 화명대로 27||||||||파리바게뜨 부산화명점|(화명동)|||80801
파리바게뜨|부산금곡점|129.0191491|35.2630389|파리바게뜨|051-363-8225|부산 북구 효열로 214||||||||파리바게뜨 부산금곡점|(금곡동) 금곡상가 201호|||80801
파리바게뜨|화명동원점|129.0122051|35.2278737|파리바게뜨|051-363-0435|부산 북구 금곡대로 218-1||||||||파리바게뜨 화명동원점|(화명동)|||80801
파리바게뜨|화명대림점|129.0138306|35.2331952|파리바게뜨|051-363-8201|부산 북구 금곡대로 280-4||||||||파리바게뜨 화명대림점|(화명동)|||80801
파리바게뜨|화명율리점|129.0115031|35.2434820|파리바게뜨|051-332-8436|부산 북구 화명신도시로 218||||||||파리바게뜨 화명율리점|(금곡동) 에이스플러스상가 102호/103호|||80801
파리바게뜨|부산남천점|129.1085118|35.1391079|파리바게뜨|051-612-8245|부산 수영구 황령대로489번길 24||||||||파리바게뜨 부산남천점|(남천동) 1층|||80801
파리바게뜨|수영구청점|129.1121300|35.1467829|파리바게뜨|051-628-4900|부산 수영구 광남로 48||||||||파리바게뜨 수영구청점|(남천동)|||80801
파리바게뜨|민락수변점|129.1329760|35.1558148|파리바게뜨|051-752-9911|부산 수영구 광안해변로 368||||||||파리바게뜨 민락수변점|(민락동)|||80801
파리바게뜨|기장교리점|129.2170225|35.2533032|파리바게뜨|051-722-8202|부산 기장군 기장읍 차성로 461||||||||파리바게뜨 기장교리점|(이진캐스빌블루 1차아파트)|||80801
파리바게뜨|해운대주공(좌동)점|129.1689220|35.1735954|파리바게뜨|051-743-7008|부산 해운대구 대천로67번길 12||||||||파리바게뜨 해운대주공(좌동)점|(좌동) 103,108호|||80801
파리바게뜨|반여한화점|129.1183489|35.1988210|파리바게뜨|051-532-5327|부산 해운대구 선수촌로 55||||||||파리바게뜨 반여한화점|(반여동)|||80801
파리바게뜨|해운대역점|129.1951579|35.1636142|파리바게뜨|051-747-1282|부산 해운대구 중동1로 20||||||||파리바게뜨 해운대역점|(중동)|||80801
파리바게뜨|해운대신곡점|129.1832420|35.1688787|파리바게뜨|051-703-8240|부산 해운대구 좌동순환로 305||||||||파리바게뜨 해운대신곡점|(좌동)|||80801
파리바게뜨|부산반여점|129.1309031|35.1954915|파리바게뜨|051-782-7705|부산 해운대구 재반로 204-1||||||||파리바게뜨 부산반여점|(반여동)|||80801
파리바게뜨|해운대센텀점|129.1231246|35.1794470|파리바게뜨|051-746-8280|부산 해운대구 센텀중앙로 142||||||||파리바게뜨 해운대센텀점|(재송동,더샵센텀파크2차아파트) 제1상가동 104,105,106호|||80801
파리바게뜨|부산반송점|129.1573790|35.2304310|파리바게뜨|051-545-8284|부산 해운대구 신반송로 207||||||||파리바게뜨 부산반송점|(반송동) 1층|||80801
파리바게뜨|해운대문화회관점|129.1755962|35.1723056|파리바게뜨|051-702-8289|부산 해운대구 좌동로 96||||||||파리바게뜨 해운대문화회관점|(좌동)|||80801
파리바게뜨|정관롯데점|129.1541405|35.3254897|파리바게뜨|051-727-8262|부산 기장군 정관읍 정관4로 37||||||||파리바게뜨 정관롯데점||||80801
파리바게뜨|구서역점|129.0897797|35.2465619|파리바게뜨|051-514-7771|부산 금정구 구서로 9||||||||파리바게뜨 구서역점|(구서동)|||80801
파리바게뜨|부산대점|129.0850364|35.2316810|파리바게뜨|051-582-3445|부산 금정구 부산대학로 58||||||||파리바게뜨 부산대점|(장전동)|||80801
파리바게뜨|부산온천점|129.0822102|35.2189651|파리바게뜨|051-552-1218|부산 동래구 금강공원로 22||||||||파리바게뜨 부산온천점|(온천동)|||80801
파리바게뜨|금정부곡점|129.0919375|35.2256928|파리바게뜨|051-517-2772|부산 금정구 부곡로 110||||||||파리바게뜨 금정부곡점|(부곡동)|||80801
파리바게뜨|범어사역점|129.0923434|35.2710134|파리바게뜨|051-583-7738|부산 금정구 중앙대로 2091||||||||파리바게뜨 범어사역점|(남산동)|||80801
파리바게뜨|두실선경점|129.0910696|35.2549607|파리바게뜨|051-514-8242|부산 금정구 중앙대로 1911||||||||파리바게뜨 두실선경점|(구서동)|||80801
파리바게뜨|부산기장점|129.2167787|35.2435369|파리바게뜨|051-721-0482|부산 기장군 기장읍 차성동로 64||||||||파리바게뜨 부산기장점||||80801
파리바게뜨|아시아선수촌점|129.1192076|35.2028235|파리바게뜨|051-526-8204|부산 해운대구 선수촌로 101||||||||파리바게뜨 아시아선수촌점|(반여동)|||80801
파리바게뜨|부산수안점|129.0854540|35.2010237|파리바게뜨|051-557-8288|부산 동래구 충렬대로238번길 7||||||||파리바게뜨 부산수안점|(수안동,성완세띠앙) 성완세띠앙 115호|||80801
파리바게뜨|신만덕점|129.0304792|35.2108823|파리바게뜨|051-338-4784|부산 북구 덕천로 239-1||||||||파리바게뜨 신만덕점|(만덕동)|||80801
파리바게뜨|부산구남역점|128.9943302|35.1964682|파리바게뜨|051-333-8280|부산 북구 백양대로 1013-1||||||||파리바게뜨 부산구남역점|(구포동)|||80801
파리바게뜨|동래내성점|129.0774769|35.2049025|파리바게뜨|051-558-8247|부산 동래구 충렬대로 157||||||||파리바게뜨 동래내성점|(온천동)|||80801
파리바게뜨|부산종합터미널점|129.0964832|35.2839369|파리바게뜨|051-508-8255|부산 금정구 중앙대로 2238||||||||파리바게뜨 부산종합터미널점|(노포동) 터미널 2층 6호|||80801
파리바게뜨|해운대마린점|129.1469522|35.1566624|파리바게뜨|051-747-0778|부산 해운대구 마린시티3로 23||||||||파리바게뜨 해운대마린점|(우동)|||80801
파리바게뜨|화명수정점|129.0072021|35.2243247|파리바게뜨|051-332-4468|부산 북구 학사로17번길 4||||||||파리바게뜨 화명수정점|(화명동)|||80801
파리바게뜨|만덕삼성점|129.0374008|35.2098085|파리바게뜨|051-336-8212|부산 북구 만덕2로 42||||||||파리바게뜨 만덕삼성점|(만덕동)|||80801
파리바게뜨|부산대청점|129.0289826|35.1028281|파리바게뜨|051-231-8022|부산 중구 대청로 84||||||||파리바게뜨 부산대청점|(대청동3가)|||80801
파리바게뜨|부산문현점|129.0721451|35.1371428|파리바게뜨|051-643-9597|부산 남구 수영로 37||||||||파리바게뜨 부산문현점|(문현동)|||80801
파리바게뜨|부산다대현대점|128.9763190|35.0614158|파리바게뜨|051-265-8281|부산 사하구 다대로 483||||||||파리바게뜨 부산다대현대점|(다대동) 현대빌딩|||80801
파리바게뜨|신모라점|128.9914973|35.1856216|파리바게뜨|051-325-1149|부산 사상구 백양대로 886||||||||파리바게뜨 신모라점|(모라동)|||80801
파리바게뜨|부산당감점|129.0395150|35.1633823|파리바게뜨|051-897-1999|부산 부산진구 당감로 19||||||||파리바게뜨 부산당감점|(당감동)|||80801
파리바게뜨|부산괘법점|128.9812784|35.1689159|파리바게뜨|051-326-3456|부산 사상구 사상로269번길 17||||||||파리바게뜨 부산괘법점|(덕포동) 한신상가 1동 103-106|||80801
파리바게뜨|부산대연점|129.0916443|35.1354059|파리바게뜨|051-624-0021|부산 남구 수영로 229||||||||파리바게뜨 부산대연점|(대연동)|||80801
파리바게뜨|부산우암점|129.0809837|35.1242351|파리바게뜨|051-631-8682|부산 남구 우암로154번길 18||||||||파리바게뜨 부산우암점|(우암동,대진아파트)|||80801
파리바게뜨|부산용호점|129.112|35.1201|파리바게뜨|051-626-8600|부산 남구 용호로 135||||||||파리바게뜨 부산용호점|(용호동)|||80801
파리바게뜨|부산양정점|129.0700934|35.1711681|파리바게뜨|051-868-3007|부산 부산진구 중앙대로 908||||||||파리바게뜨 부산양정점|(양정동)|||80801
파리바게뜨|영도남항점|129.0406903|35.0884670|파리바게뜨|051-418-6555|부산 영도구 남항로 40-1||||||||파리바게뜨 영도남항점|(남항동2가)|||80801
파리바게뜨|영도대교점|129.0417273|35.0916139|파리바게뜨|051-418-6500|부산 영도구 태종로 99||||||||파리바게뜨 영도대교점|(대교동2가)|||80801
파리바게뜨|부산범내골점|129.0596637|35.1486272|파리바게뜨|051-639-8204|부산 부산진구 중앙대로 626||||||||파리바게뜨 부산범내골점|(범천동) 서면동일원룸오피스텔 1-1호|||80801
파리바게뜨|부산몰운대점|128.9653526|35.0495520|파리바게뜨|051-264-1692|부산 사하구 다대낙조1길 11||||||||파리바게뜨 부산몰운대점|(다대동)|||80801
파리바게뜨|부산감천점|128.9975206|35.0906376|파리바게뜨|051-205-5545|부산 사하구 감천로 46||||||||파리바게뜨 부산감천점|(감천동)|||80801
파리바게뜨|부산신평역점|128.9623432|35.0952487|파리바게뜨|051-291-2288|부산 사하구 하신중앙로 184||||||||파리바게뜨 부산신평역점|(신평동) 104호|||80801
파리바게뜨|부산하단역점|128.9660173|35.1065993|파리바게뜨|051-202-3123|부산 사하구 낙동남로 1411||||||||파리바게뜨 부산하단역점|(하단동)|||80801
파리바게뜨|부산사하점|128.9969870|35.1051990|파리바게뜨|051-293-8281|부산 사하구 낙동대로 252||||||||파리바게뜨 부산사하점|(괴정동)|||80801
파리바게뜨|부산장림점|128.9675274|35.0814704|파리바게뜨|051-265-3737|부산 사하구 장림번영로 17||||||||파리바게뜨 부산장림점|(장림동)|||80801
파리바게뜨|부산당리점|128.9743517|35.1056118|파리바게뜨|051-201-2268|부산 사하구 승학로 53||||||||파리바게뜨 부산당리점|(당리동)|||80801
파리바게뜨|가락타운점|128.9581392|35.0996528|파리바게뜨|051-294-8281|부산 사하구 하신번영로 207||||||||파리바게뜨 가락타운점|(하단동)|||80801
파리바게뜨|부산다대삼환점|128.9808389|35.0637703|파리바게뜨|051-261-1928|부산 사하구 다대로429번길 15||||||||파리바게뜨 부산다대삼환점|(다대동) 양덕빌딩 102호|||80801
파리바게뜨|동아대점|128.9639630|35.1133813|파리바게뜨|051-206-8825|부산 사하구 낙동대로 552||||||||파리바게뜨 동아대점|(하단동)|||80801
파리바게뜨|부산부민점|129.0202957|35.1050088|파리바게뜨|051-241-0082|부산 서구 구덕로 228||||||||파리바게뜨 부산부민점|(부민동1가)|||80801
파리바게뜨|신평럭키점|128.9735345|35.0934783|파리바게뜨|051-291-8284|부산 사하구 장평로 307||||||||파리바게뜨 신평럭키점|(신평동) 1층|||80801
파리바게뜨|부산송도점|129.0163752|35.0775297|파리바게뜨|051-242-6682|부산 서구 충무대로 24||||||||파리바게뜨 부산송도점|(암남동,송도혜성주상복합빌딩)|||80801
파리바게뜨|부산범일점|129.0596331|35.1393607|파리바게뜨|051-631-2966|부산 동구 범일로 104||||||||파리바게뜨 부산범일점|(범일동)|||80801
파리바게뜨|서면롯데점|129.0563325|35.1579339|파리바게뜨|051-809-8231|부산 부산진구 가야대로 775||||||||파리바게뜨 서면롯데점|(부전동)|||80801
파리바게뜨|부산토곡점|129.1068613|35.1843564|파리바게뜨|051-753-3636|부산 연제구 고분로 226||||||||파리바게뜨 부산토곡점|(연산동) A동|||80801
파리바게뜨|하단오거리점|128.9690696|35.1058934|파리바게뜨|051-294-1182|부산 사하구 낙동대로 458||||||||파리바게뜨 하단오거리점|(당리동)|||80801
파리바게뜨|부산주례점|129.0035042|35.1502638|파리바게뜨|051-324-7016|부산 사상구 가야대로 282||||||||파리바게뜨 부산주례점|(주례동)|||80801
파리바게뜨|부산부전역점|129.0631183|35.1618076|파리바게뜨|051-804-4220|부산 부산진구 중앙대로 786||||||||파리바게뜨 부산부전역점|(전포동,에메랄드홈) 에메랄드홈 101동|||80801
파리바게뜨|동대신점|129.0157402|35.1128867|파리바게뜨|051-231-8255|부산 서구 구덕로 331-1||||||||파리바게뜨 동대신점|(서대신동3가)|||80801
파리바게뜨|부산감전점|128.9834587|35.1559013|파리바게뜨|051-316-8284|부산 사상구 새벽로 166||||||||파리바게뜨 부산감전점|(감전동)|||80801
파리바게뜨|부산덕포신익점|128.9901631|35.1725534|파리바게뜨|051-302-1282|부산 사상구 덕상로 16||||||||파리바게뜨 부산덕포신익점|(덕포동,벽산신익타운)|||80801
파리바게뜨|초읍대공원점|129.0473701|35.1823950|파리바게뜨|051-804-0447|부산 부산진구 성지로 160||||||||파리바게뜨 초읍대공원점|(초읍동)|||80801
파리바게뜨|당감쌍용점|129.0310550|35.1740160|파리바게뜨|051-802-8255|부산 부산진구 백양산로54번길 3||||||||파리바게뜨 당감쌍용점|(부암동) 골든박스상가 104호|||80801
파리바게뜨|부산엄궁점|128.9713663|35.1296795|파리바게뜨|051-312-3332|부산 사상구 낙동대로776번길 8-8||||||||파리바게뜨 부산엄궁점|(엄궁동,엄궁전기)|||80801
파리바게뜨|개금현대점|129.0179904|35.1474721|파리바게뜨|051-897-8204|부산 부산진구 복지로 70||||||||파리바게뜨 개금현대점|(개금동,현대아이아파트)|||80801
파리바게뜨|부산학장점|128.9778383|35.1385439|파리바게뜨|051-313-5284|부산 사상구 대동로 95||||||||파리바게뜨 부산학장점|(학장동) 1필지 기산쇼핑스포렉스 2층 2호|||80801
파리바게뜨|가야현대점|129.0415571|35.1559372|파리바게뜨|051-894-2357|부산 부산진구 가야대로 637||||||||파리바게뜨 가야현대점|(가야동)|||80801
파리바게뜨|부암화승점|128.6985627|35.1564291|파리바게뜨|051-807-8290|부산 부산진구 백양순환로 89||||||||파리바게뜨 부암화승점|(부암동)|||80801
파리바게뜨|명지퀸덤점|128.8977760|35.0861830|파리바게뜨|051-271-7200|부산 강서구 명지오션시티10로 16||||||||파리바게뜨 명지퀸덤점|(명지동,퀸덤1차 링컨타운) 퀸덤몰상가 256호|||80801
파리바게뜨|동서대점|129.0122934|35.1509401|파리바게뜨|051-324-9114|부산 사상구 가야대로 364||||||||파리바게뜨 동서대점|(주례동)|||80801
파리바게뜨|개금백양점|129.0311790|35.1594449|파리바게뜨|051-895-9008|부산 부산진구 백양관문로 3||||||||파리바게뜨 개금백양점|(개금동) 개금복합상가 111호|||80801
파리바게뜨|부산초량점|129.0390533|35.1205282|파리바게뜨|051-466-8204|부산 동구 초량상로 99||||||||파리바게뜨 부산초량점|(초량동)|||80801
파리바게뜨|부산광복롯데점|129.0362677|35.1009160|파리바게뜨|051-231-8280|부산 중구 중앙대로 37||||||||파리바게뜨 부산광복롯데점|(중앙동6가)|||80801
파리바게뜨|부산중앙역점|129.0370956|35.1063591|파리바게뜨|051-466-8284|부산 중구 충장대로5번길 12-1||||||||파리바게뜨 부산중앙역점|(중앙동4가)|||80801
파리바게뜨|부산부평점|129.0249666|35.1021487|파리바게뜨|051-231-8204|부산 중구 흑교로 29||||||||파리바게뜨 부산부평점|(부평동3가)|||80801
파리바게뜨|부산진점|129.0484087|35.1287675|파리바게뜨|051-464-1533|부산 동구 중앙대로 371||||||||파리바게뜨 부산진점|(수정동)|||80801
파리바게뜨|부산역점|129.0395739|35.1157200|파리바게뜨|051-467-2885|부산 동구 중앙대로 205||||||||파리바게뜨 부산역점|(초량동)|||80801
파리바게뜨|연산연일점|129.0856524|35.1854725|파리바게뜨|051-852-1918|부산 연제구 고분로 30||||||||파리바게뜨 연산연일점|(연산동)|||80801
파리바게뜨|부산배산점|129.0944559|35.1738489|파리바게뜨|051-853-8202|부산 연제구 연수로 215-1||||||||파리바게뜨 부산배산점|(연산동)|||80801
파리바게뜨|거제현대점|129.0691860|35.1926265|파리바게뜨|051-507-8090|부산 연제구 법원북로 16||||||||파리바게뜨 거제현대점|(거제동,거제2차현대홈타운) 현대거제2차상가 107-108|||80801
파리바게뜨|부산교대점|129.0808448|35.1955949|파리바게뜨|051-865-3456|부산 연제구 명륜로2번길 7||||||||파리바게뜨 부산교대점|(거제동,삼익퓨쳐타워) 삼익퓨처타워 1층 106호|||80801
파리바게뜨|연산한양점|129.1018668|35.1878970|파리바게뜨|051-752-1539|부산 연제구 과정로 232-1||||||||파리바게뜨 연산한양점|(연산동)|||80801
파리바게뜨|동아대병원점|129.0165899|35.1181902|파리바게뜨|051-256-8255|부산 서구 대신공원로 2||||||||파리바게뜨 동아대병원점|(동대신동3가)|||80801
파리바게뜨|부산구덕우성점|128.9890551|35.1414998|파리바게뜨|051-313-3530|부산 사상구 학감대로 116||||||||파리바게뜨 부산구덕우성점|(학장동)|||80801
파리바게뜨|부산대학병원점|129.0170529|35.0998282|파리바게뜨|051-248-8200|부산 서구 까치고개로 196||||||||파리바게뜨 부산대학병원점|(아미동2가)|||80801
파리바게뜨|부산전포점|129.0662513|35.1546699|파리바게뜨|051-818-0882|부산 부산진구 서전로58번길 69||||||||파리바게뜨 부산전포점|(전포동)|||80801
파리바게뜨|가야동의대점|129.0367820|35.1543088|파리바게뜨|051-894-3131|부산 부산진구 대학로 10-11||||||||파리바게뜨 가야동의대점|(가야동)|||80801
파리바게뜨|부산진구청점|129.0521436|35.1630562|파리바게뜨|051-807-8966|부산 부산진구 시민공원로 22||||||||파리바게뜨 부산진구청점|(부암동)|||80801
파리바게뜨|부산시청점|129.0778269|35.1808764|파리바게뜨|051-863-8003|부산 연제구 중앙대로 1036||||||||파리바게뜨 부산시청점|(연산동)|||80801
파리바게뜨|부산유엔점|129.0912849|35.1289383|파리바게뜨|051-626-8208|부산 남구 석포로 127-1||||||||파리바게뜨 부산유엔점|(대연동)|||80801
파리바게뜨|연산연동점|129.0926408|35.1896205|파리바게뜨|051-852-8787|부산 연제구 과정로 308||||||||파리바게뜨 연산연동점|(연산동)|||80801
파리바게뜨|안락강변점|129.106|35.1961|파리바게뜨|051-528-0224|부산 동래구 충렬대로 434||||||||파리바게뜨 안락강변점|(안락동)|||80801
파리바게뜨|부산구서점|129.0867209|35.2579946|파리바게뜨|051-517-8254|부산 금정구 금강로565번길 15||||||||파리바게뜨 부산구서점|(구서동)|||80801
파리바게뜨|부산송정점|129.2017786|35.1840422|파리바게뜨|051-703-8281|부산 해운대구 해운대로 1108||||||||파리바게뜨 부산송정점|(송정동)|||80801
파리바게뜨|해운대중동점|129.1690059|35.1660469|파리바게뜨|051-746-7535|부산 해운대구 좌동순환로 502||||||||파리바게뜨 해운대중동점|(중동) 이룸타워104호|||80801
파리바게뜨|센텀시티점|129.1309730|35.1724689|파리바게뜨|051-744-8204|부산 해운대구 센텀동로 35||||||||파리바게뜨 센텀시티점|(우동) 센텀SH벨리 1동 104호|||80801
파리바게뜨|부산광안점|129.1131975|35.1593460|파리바게뜨|051-753-3355|부산 수영구 수영로 599-2||||||||파리바게뜨 부산광안점|(광안동)|||80801
파리바게뜨|부산수정점|129.0447756|35.1261805|파리바게뜨|051-466-0082|부산 동구 중앙대로349번길 48||||||||파리바게뜨 부산수정점|(수정동)|||80801
파리바게뜨|영도동삼점|129.0705037|35.0787946|파리바게뜨|051-403-5462|부산 영도구 동삼로 62||||||||파리바게뜨 영도동삼점|(동삼동)|||80801
파리바게뜨|해운대수비점|129.1409624|35.1671332|파리바게뜨|051-742-8255|부산 해운대구 해운대로 413||||||||파리바게뜨 해운대수비점|(우동)|||80801
