##NAME|SUBNAME|X|Y|MAPPERS_TYPE|TELNUM|NEWADDR|ADDR|FEAT1|FEAT2|AREA|DATE|ALTNAME|ETCNAME|ORGNAME|ETCADDR|PNUCODE|RD_JIBUN|MAPPERS_CD@@배스킨라빈스
배스킨라빈스|대구청구성조점|||배스킨라빈스|053-742-7897||대구 수성구 범어동 2017||AM10~PM11|||||배스킨라빈스 대구청구성조점|청구성조타운 상가동 104|||80608
배스킨라빈스|대구만촌이마트점|||배스킨라빈스|053-751-2992|대구 수성구 동원로 136|||AM10~PM11|||||배스킨라빈스 대구만촌이마트점|이마트 만촌점 1층|||80608
배스킨라빈스|대구범어네거리점|||배스킨라빈스|053-746-9339|대구 수성구 달구벌대로 2378|||AM10~PM11|||||배스킨라빈스 대구범어네거리점|(범어동) 1층|||80608
배스킨라빈스|대구수성점|||배스킨라빈스|053-766-3031|대구 수성구 명덕로 428|||AM10~PM11|||||배스킨라빈스 대구수성점|(수성동2가)|||80608
배스킨라빈스|대구범어점|||배스킨라빈스|053-756-3130|대구 수성구 달구벌대로 2482|||AM10~PM11|||||배스킨라빈스 대구범어점|(범어동,진&amp;진 빌딩)|||80608
배스킨라빈스|대구만촌네거리점|||배스킨라빈스|053-742-3177|대구 수성구 달구벌대로 2594|||AM10~PM11|||||배스킨라빈스 대구만촌네거리점|(만촌동)|||80608
배스킨라빈스|대구황금점|||배스킨라빈스|053-783-0031|대구 수성구 청수로 180|||AM10~PM11|||||배스킨라빈스 대구황금점||||80608
배스킨라빈스|대구범물점|||배스킨라빈스|053-784-0311|대구 수성구 지범로 190|||AM10~PM11|||||배스킨라빈스 대구범물점||||80608
배스킨라빈스|대구알파시티점|||배스킨라빈스|053-791-3434||대구 수성구 시지동 578||AM10~PM11|||||배스킨라빈스 대구알파시티점|수성 중앙빌딩|||80608
배스킨라빈스|대구신매점|||배스킨라빈스|053-794-0762|대구 수성구 달구벌대로 3202|||AM10~PM11|||||배스킨라빈스 대구신매점||||80608
배스킨라빈스|대구사월역점|||배스킨라빈스|053-814-3131|대구광역시 수성구 달구벌대로 3294|||AM10~PM11|||||배스킨라빈스 대구사월역점|시지퍼스트 1동|||80608
배스킨라빈스|대구남산점|||배스킨라빈스|053-255-4477|대구 중구 달구벌대로 1950|||AM10~PM11|||||배스킨라빈스 대구남산점|(남산동,남산그린타운)|||80608
배스킨라빈스|대구교보문고점|||배스킨라빈스|053-252-3139|대구 중구 국채보상로 586|||AM10~PM9:30|||||배스킨라빈스 대구교보문고점||||80608
배스킨라빈스|대구동성로점|||배스킨라빈스|053-425-5184|대구 중구 동성로 33|||AM10~PM11|||||배스킨라빈스 대구동성로점||||80608
배스킨라빈스|대구동아쇼핑점|||배스킨라빈스|053-254-8217|대구 중구 달구벌대로 2085|||AM10~PM8:30|||||배스킨라빈스 대구동아쇼핑점||||80608
배스킨라빈스|대구삼덕점|||배스킨라빈스|053-422-0599|대구 중구 공평로 45|||AM10~PM11|||||배스킨라빈스 대구삼덕점||||80608
배스킨라빈스|신탄진점|||배스킨라빈스|042-353-3131|대전 대덕구 신탄진로 816|||AM10~PM11|||||배스킨라빈스 신탄진점||||80608
배스킨라빈스|대전송촌점|||배스킨라빈스|042-627-3131|대전 대덕구 송촌북로16번길 58|||AM10~PM11|||||배스킨라빈스 대전송촌점||||80608
배스킨라빈스|대전한남대점|||배스킨라빈스|042-631-3135|대전 대덕구 한남로 19|||AM10~PM11|||||배스킨라빈스 대전한남대점||||80608
배스킨라빈스|대전비래점|||배스킨라빈스|042-625-3182||대전 대덕구 비래동 126-6||AM10~PM11|||||배스킨라빈스 대전비래점||||80608
배스킨라빈스|대전터미널서관점|||배스킨라빈스|042-622-3101|대전 동구 동서대로 1689|||AM10~PM11|||||배스킨라빈스 대전터미널서관점|대전터미널서관 1층|||80608
배스킨라빈스|대전대동역점|||배스킨라빈스|042-631-3131|대전 동구 계족로 167|||AM10~PM11|||||배스킨라빈스 대전대동역점||||80608
배스킨라빈스|대전가오점|||배스킨라빈스|042-284-3131|대전 동구 은어송로 60|||AM10~PM11|||||배스킨라빈스 대전가오점||||80608
배스킨라빈스|대전월평점|||배스킨라빈스|042-485-3100|대전 서구 청사서로 40|||AM10~PM11|||||배스킨라빈스 대전월평점|1층 배스킨라빈스|||80608
배스킨라빈스|대전둔산이마트점|||배스킨라빈스|042-471-3136|대전 서구 둔산북로 41|||AM10~PM11|||||배스킨라빈스 대전둔산이마트점|이마트둔산점내 1층|||80608
배스킨라빈스|대전둔산홈플러스점|||배스킨라빈스|042-611-8090|대전 서구 문예로 107|||AM10~PM11|||||배스킨라빈스 대전둔산홈플러스점||||80608
배스킨라빈스|대전둔산점|||배스킨라빈스|042-489-2231|대전 서구 둔산로 20|||AM10~PM11|||||배스킨라빈스 대전둔산점|104 (둔산동)|||80608
배스킨라빈스|대전갈마점|||배스킨라빈스|042-535-0031||대전 서구 갈마동 378-14||AM10~PM11|||||배스킨라빈스 대전갈마점||||80608
배스킨라빈스|대전충남고점|||배스킨라빈스|042-472-3160|대전 서구 문정로 166|||AM10~PM11|||||배스킨라빈스 대전충남고점||||80608
배스킨라빈스|대전탄방점|||배스킨라빈스|042-483-3132|대전 서구 문정로 96|||AM10~PM11|||||배스킨라빈스 대전탄방점|(탄반동,101호)|||80608
배스킨라빈스|대전목원대점|||배스킨라빈스|042-822-2352|대전 서구 도안북로93번길 7|||AM10~PM11|||||배스킨라빈스 대전목원대점||||80608
배스킨라빈스|대전용문점|||배스킨라빈스|042-525-4315|대전 서구 계룡로 634-1|||AM10~PM11|||||배스킨라빈스 대전용문점|(용문동),1층|||80608
배스킨라빈스|대전가장점|||배스킨라빈스|042-535-4584|대전 서구 갈마로 262|||AM10~PM11|||||배스킨라빈스 대전가장점|벽산맑은아침APT상가 502동 107호|||80608
배스킨라빈스|대전배재대점|||배스킨라빈스|042-531-3131|대전 서구 배재로 162|||AM10~PM11|||||배스킨라빈스 대전배재대점||||80608
배스킨라빈스|대전가수원점|||배스킨라빈스|042-484-5986||대전 서구 가수원동 1061||AM10~PM11|||||배스킨라빈스 대전가수원점|1층|||80608
배스킨라빈스|대전관저점|||배스킨라빈스|042-543-3131||대전 서구 관저동 1109||AM10~PM11|||||배스킨라빈스 대전관저점|신선타워 101호|||80608
배스킨라빈스|대전마치광장점|||배스킨라빈스|042-545-0031|대전 서구 구봉로 129|||AM10~PM11|||||배스킨라빈스 대전마치광장점|(관저동)|||80608
배스킨라빈스|대전복수점|||배스킨라빈스|042-581-2131|대전 서구 복수동로 496|||AM10~PM11|||||배스킨라빈스 대전복수점|1층|||80608
배스킨라빈스|대전송강점|||배스킨라빈스|042-625-3131|대전 유성구 구즉로 70-1||||||||배스킨라빈스 대전송강점|(송강동)|||80608
배스킨라빈스|대전대덕롯데마트점|||배스킨라빈스|042-936-6380|대전 유성구 테크노중앙로 14|||AM10~PM10|||||배스킨라빈스 대전대덕롯데마트점||||80608
배스킨라빈스|대전관평점|||배스킨라빈스|042-934-3182|대전 유성구 테크노4로 137|||AM10~PM11|||||배스킨라빈스 대전관평점||||80608
배스킨라빈스|대전반석점|||배스킨라빈스|042-826-3131|대전 유성구 반석로 23|||AM10~PM11|||||배스킨라빈스 대전반석점||||80608
배스킨라빈스|대전EXPO점|||배스킨라빈스|042-863-7342|대전 유성구 엑스포로 448|||AM10~PM11|||||배스킨라빈스 대전EXPO점|엑스포중앙상가 104호|||80608
배스킨라빈스|대전신성점|||배스킨라빈스|042-864-3140|대전 유성구 신성남로 45|||AM10~PM11|||||배스킨라빈스 대전신성점||||80608
배스킨라빈스|대전노은점|||배스킨라빈스|042-823-0065|대전 유성구 노은로 170|||AM10~PM11|||||배스킨라빈스 대전노은점||||80608
배스킨라빈스|대전죽동점|||배스킨라빈스|042-822-6596||대전광역시 유성구 죽동 695-4||AM10~PM11|||||배스킨라빈스 대전죽동점||||80608
배스킨라빈스|대전충남대점|||배스킨라빈스|042-822-3102|대전 유성구 대학로151번길 27|||AM10~PM11|||||배스킨라빈스 대전충남대점||||80608
배스킨라빈스|대전유성점|||배스킨라빈스|042-867-3131|대전 유성구 계룡로 55|||AM10~PM11|||||배스킨라빈스 대전유성점|유성자이 104호|||80608
배스킨라빈스|대전유성홈플러스점|||배스킨라빈스|042-825-3125|대전 유성구 한밭대로 502|||AM10~PM11|||||배스킨라빈스 대전유성홈플러스점|유성홈플러스내 1층|||80608
배스킨라빈스|대전도안점|||배스킨라빈스|070-8821-0153|대전 유성구 도안대로 512-12|||AM10~PM11|||||배스킨라빈스 대전도안점||||80608
배스킨라빈스|대전중촌점|||배스킨라빈스|042-223-3135|대전 중구 목중로 12-1|||AM10~PM11|||||배스킨라빈스 대전중촌점|(중촌동),1층|||80608
배스킨라빈스|대전은행본점|||배스킨라빈스|042-224-0481|대전 중구 중앙로164번길 5|||AM10~PM11|||||배스킨라빈스 대전은행본점|1층 (은행동)|||80608
배스킨라빈스|대전태평점|||배스킨라빈스|042-526-3122||대전 중구 유천동 326-15||AM10~PM11|||||배스킨라빈스 대전태평점||||80608
배스킨라빈스|대전문화홈플러스점|||배스킨라빈스|042-226-3131|대전 중구 계백로 1690|||AM10~PM11|||||배스킨라빈스 대전문화홈플러스점|문화홈플러스점 1층|||80608
배스킨라빈스|부산지사점|||배스킨라빈스|051-971-7111||부산 강서구 지사동 1186||AM10~PM11|||||배스킨라빈스 부산지사점|(과학산단로 306번 길 10)|||80608
배스킨라빈스|부산신호점|||배스킨라빈스|051-973-3103||부산 강서구 신호동 217-1||AM10~PM11|||||배스킨라빈스 부산신호점|골든뷰 106호 (신호산단2로33)|||80608
배스킨라빈스|부산국제신도시점|||배스킨라빈스|051-205-2016||부산 강서구 명지동 3357-7||AM10~PM11|||||배스킨라빈스 부산국제신도시점||||80608
배스킨라빈스|부산명지점|||배스킨라빈스|051-202-2031|부산 강서구 명지오션시티4로 82|||AM10~PM11|||||배스킨라빈스 부산명지점|(명지동,리치먼드프라자) 1층 104호|||80608
배스킨라빈스|부산남산점|||배스킨라빈스|051-518-3130||부산 금정구 남산동 105-9||AM10~PM11|||||배스킨라빈스 부산남산점|(중앙대로 2035)|||80608
배스킨라빈스|금정이마트점|||배스킨라빈스|051-514-5296|부산 금정구 중앙대로1841번길 24|||AM10~PM11|||||배스킨라빈스 금정이마트점|E마트금정점|||80608
배스킨라빈스|부산구서역점|||배스킨라빈스|051-513-8756||부산 금정구 구서동 409-11||AM10~PM11|||||배스킨라빈스 부산구서역점||||80608
배스킨라빈스|부산금정롯데마트점|||배스킨라빈스|051-583-9660||부산 금정구 부곡동 223-1||AM10~PM11|||||배스킨라빈스 부산금정롯데마트점|롯데마트 1층|||80608
배스킨라빈스|부산대점|||배스킨라빈스|051-514-3031|부산 금정구 부산대학로 53|||AM10~PM11|||||배스킨라빈스 부산대점||||80608
배스킨라빈스|부산대역점|||배스킨라빈스|051-514-3131|부산 금정구 금정로60번길 37|||AM10~PM11|||||배스킨라빈스 부산대역점|(장전동)|||80608
배스킨라빈스|부산정관점|||배스킨라빈스|051-728-7314|부산 기장군 정관면 정관2로 모전리 735|||AM10~PM11|||||배스킨라빈스 부산정관점||||80608
배스킨라빈스|부산정관홈플러스점|||배스킨라빈스|070-4254-4131|부산 기장군 정관읍 정관5로 50|||AM10~PM11|||||배스킨라빈스 부산정관홈플러스점|홈플러스 1층|||80608
배스킨라빈스|부산정관구연점|||배스킨라빈스|051-728-3181|부산 기장군 정관읍 정관로 615|||AM10~PM11|||||배스킨라빈스 부산정관구연점|(매학리)|||80608
배스킨라빈스|부산기장점|||배스킨라빈스|051-722-3362|부산 기장군 기장읍 차성동로 63-103|||AM10~PM11|||||배스킨라빈스 부산기장점||||80608
배스킨라빈스|부산문현이마트점|||배스킨라빈스|051-647-5223|부산 남구 전포대로 91번길 47|||AM10~PM11|||||배스킨라빈스 부산문현이마트점|이마트 1F|||80608
배스킨라빈스|부산문현점|||배스킨라빈스|051-637-0331|부산 남구 수영로 36|||AM10~PM11|||||배스킨라빈스 부산문현점|(문현동,1층)|||80608
배스킨라빈스|부산대연점|||배스킨라빈스|051-611-3775|부산 남구 진남로 3|||AM10~PM11|||||배스킨라빈스 부산대연점||||80608
배스킨라빈스|경성대점|||배스킨라빈스|051-624-0212|부산 남구 용소로 9|||AM10~PM11|||||배스킨라빈스 경성대점|(대연동,대학칼라)|||80608
배스킨라빈스|부산메트로시티점|||배스킨라빈스|051-612-3787|부산 남구 분포로 113|||AM10~PM11|||||배스킨라빈스 부산메트로시티점|1005동 117호 1F|||80608
배스킨라빈스|부산용호점|||배스킨라빈스|051-623-0031||부산 남구 용호동 395-3||AM10~PM11|||||배스킨라빈스 부산용호점||||80608
배스킨라빈스|부산역광장점|||배스킨라빈스|051-468-0780|부산 동구 중앙대로 213-1|||AM10~PM11|||||배스킨라빈스 부산역광장점||||80608
배스킨라빈스|부산동래홈플러스점|||배스킨라빈스|051-555-0080|부산 동래구 중앙대로 1523|||AM10~PM11|||||배스킨라빈스 부산동래홈플러스점|홈플러스 지하1층|||80608
배스킨라빈스|부산명륜아이파크점|||배스킨라빈스|051-558-3436|부산 동래구 시실로 22|||AM10~PM11|||||배스킨라빈스 부산명륜아이파크점|(명륜동)|||80608
배스킨라빈스|부산미남점|||배스킨라빈스|051-505-0031|부산 동래구 아시아드대로 221|||AM10~PM11|||||배스킨라빈스 부산미남점|(온천동)|||80608
배스킨라빈스|부산사직점|||배스킨라빈스|051-505-6464|부산 동래구 사직북로 6|||AM10~PM11|||||배스킨라빈스 부산사직점||||80608
배스킨라빈스|부산명륜점|||배스킨라빈스|051-553-1050|부산 동래구 명륜로 129번길 2|||AM10~PM11|||||배스킨라빈스 부산명륜점||||80608
배스킨라빈스|부산명장점|||배스킨라빈스|051-526-3133|부산 동래구 명안로85번길 52|||AM10~PM11|||||배스킨라빈스 부산명장점||||80608
배스킨라빈스|부산안락점|||배스킨라빈스|051-531-0031||부산광역시 동래구 안락동 633-1||AM10~PM11|||||배스킨라빈스 부산안락점||||80608
배스킨라빈스|부산안락SK점|||배스킨라빈스|051-532-4844||부산 동래구 안락동 469-3||AM10~PM11|||||배스킨라빈스 부산안락SK점||||80608
배스킨라빈스|부산대공원점|||배스킨라빈스|051-807-4383|부산 부산진구 성지로 158|||AM10~PM11|||||배스킨라빈스 부산대공원점||||80608
배스킨라빈스|부산당감점|||배스킨라빈스|051-895-3182||부산 부산진구 당감동 421-1||AM10~PM11|||||배스킨라빈스 부산당감점||||80608
배스킨라빈스|부산가야홈플러스점|||배스킨라빈스|051-894-3130|부산 부산진구 가야대로 506|||AM10~PM11|||||배스킨라빈스 부산가야홈플러스점|홈플러스 1F|||80608
배스킨라빈스|부산부암롯데마트점|||배스킨라빈스|051-805-5931|부산 부산진구 신천대로 241|||AM10~PM11|||||배스킨라빈스 부산부암롯데마트점|4층|||80608
배스킨라빈스|부산가야점|||배스킨라빈스|051-898-2378|부산 부산진구 가야대로 589|||AM10~PM11|||||배스킨라빈스 부산가야점|(가야동)|||80608
배스킨라빈스|부산양정점|||배스킨라빈스|051-851-5531|부산 부산진구 중앙대로 907|||AM10~PM11|||||배스킨라빈스 부산양정점|(양정동)|||80608
배스킨라빈스|부산부전점|||배스킨라빈스|051-816-5368|부산 부산진구 동성로 149-2|||AM10~PM11|||||배스킨라빈스 부산부전점||||80608
배스킨라빈스|부산서면일번가점|||배스킨라빈스|051-807-4030|부산 부산진구 신천대로62번길 77|||AM10~PM11|||||배스킨라빈스 부산서면일번가점|(부전동)|||80608
배스킨라빈스|부산태화점|||배스킨라빈스|051-802-2032|부산 부산진구 중앙대로692번길 22|||AM10~PM11|||||배스킨라빈스 부산태화점|(부전동)|||80608
배스킨라빈스|부산전포카페거리점|||배스킨라빈스|051-807-2012|부산 부산진구 동천로 73|||AM10~PM11|||||배스킨라빈스 부산전포카페거리점|(부전동,디에스타워)|||80608
배스킨라빈스|부산화명점|||배스킨라빈스|051-333-4888|부산 북구 화명신도시로 127|||AM10~PM11|||||배스킨라빈스 부산화명점||||80608
배스킨라빈스|부산화명2호점|||배스킨라빈스|051-363-3113|부산 북구 금곡대로285번길 5|||AM10~PM11|||||배스킨라빈스 부산화명2호점|(화명동,레지던스라움)|||80608
배스킨라빈스|부산화명강변점|||배스킨라빈스|051-361-2254||부산 북구 화명동 2315-2||AM10~PM11|||||배스킨라빈스 부산화명강변점|(학사로 3)|||80608
배스킨라빈스|부산덕천점|||배스킨라빈스|070-8877-6543|부산 북구 만덕대로16번길 7|||AM10~PM11|||||배스킨라빈스 부산덕천점|(덕천동)|||80608
배스킨라빈스|부산구포점|||배스킨라빈스|051-341-2021|부산 북구 백양대로 1192|||AM10~PM11|||||배스킨라빈스 부산구포점||||80608
배스킨라빈스|부산만덕점|||배스킨라빈스|051-342-0031|부산 북구 덕천로 237|||AM10~PM11|||||배스킨라빈스 부산만덕점||||80608
배스킨라빈스|부산모라점|||배스킨라빈스|051-325-2388|부산 사상구 백양대로 905-1|||AM10~PM11|||||배스킨라빈스 부산모라점|(모라동,올리비아로랜)|||80608
배스킨라빈스|사상이마트점|||배스킨라빈스|051-316-5296|부산 사상구 광장로 17|||AM10~PM10:30|||||배스킨라빈스 사상이마트점|2층|||80608
배스킨라빈스|부산사상점|||배스킨라빈스|051-315-1211|부산 사상구 사상로 208|||AM10~PM11|||||배스킨라빈스 부산사상점|(괘법동 535-11)|||80608
배스킨라빈스|부산학장점|||배스킨라빈스|051-312-3111|부산 사상구 대동로 103|||AM10~PM11|||||배스킨라빈스 부산학장점|(학장동,홍익빌딩)|||80608
배스킨라빈스|부산주례점|||배스킨라빈스|051-311-7832|부산 사상구 가야대로 362|||AM10~PM11|||||배스킨라빈스 부산주례점||||80608
배스킨라빈스|부산동대승학점|||배스킨라빈스|051-202-0701|부산 사하구 낙동대로550번길 1|||AM10~PM11|||||배스킨라빈스 부산동대승학점||||80608
배스킨라빈스|부산동아대점|||배스킨라빈스|051-207-2372|부산 사하구 낙동대로 518|||AM10~PM11|||||배스킨라빈스 부산동아대점||||80608
배스킨라빈스|부산하단점|||배스킨라빈스|051-207-0711|부산 사하구 낙동남로 1388|||AM10~PM11|||||배스킨라빈스 부산하단점||||80608
배스킨라빈스|부산당리점|||배스킨라빈스|051-262-3113|부산 사하구 낙동대로 410|||AM10~PM11|||||배스킨라빈스 부산당리점||||80608
배스킨라빈스|부산괴정점|||배스킨라빈스|051-203-3101|부산 사하구 사하로 184|||AM10~PM11|||||배스킨라빈스 부산괴정점||||80608
배스킨라빈스|부산감천점|||배스킨라빈스|051-205-3133||부산 사하구 감천동 661-1||AM10~PM11|||||배스킨라빈스 부산감천점||||80608
배스킨라빈스|부산다대포점|||배스킨라빈스|070-4213-3131||부산 사하구 다대동 1432-6||AM10~PM11|||||배스킨라빈스 부산다대포점||||80608
배스킨라빈스|부산다대포2점|||배스킨라빈스|051-263-7131|부산 사하구 다대로 704-1|||AM10~PM11|||||배스킨라빈스 부산다대포2점||||80608
배스킨라빈스|부산동대신점|||배스킨라빈스|051-245-3131|부산 서구 구덕로 330|||AM10~PM11|||||배스킨라빈스 부산동대신점|(동대신동3가)|||80608
배스킨라빈스|부산부민점|||배스킨라빈스|051-231-4407|부산 서구 구덕로 216|||AM10~PM11|||||배스킨라빈스 부산부민점|(부민동1가,명보빌딩)|||80608
배스킨라빈스|부산송도점|||배스킨라빈스|051-244-7484||부산 서구 암남동 535-2||AM10~PM11|||||배스킨라빈스 부산송도점||||80608
배스킨라빈스|부산수영점|||배스킨라빈스|051-756-5003|부산 수영구 수영로 708|||AM10~PM11|||||배스킨라빈스 부산수영점||||80608
배스킨라빈스|부산광안리점|||배스킨라빈스|051-752-6045||부산 수영구 민락동 179-13||AM10~PM11|||||배스킨라빈스 부산광안리점||||80608
배스킨라빈스|부산남천점|||배스킨라빈스|051-625-3600|부산 수영구 황령대로489번길 21|||AM10~PM11|||||배스킨라빈스 부산남천점|(남천동)|||80608
배스킨라빈스|부산아시아드홈플러스점|||배스킨라빈스|051-502-9367|부산 연제구 종합운동장로 7|||AM10~PM10:30|||||배스킨라빈스 부산아시아드홈플러스점||||80608
배스킨라빈스|부산거제리점|||배스킨라빈스|051-505-2311|부산 연제구 아시아드대로 96|||AM10~PM11|||||배스킨라빈스 부산거제리점||||80608
배스킨라빈스|부산교대점|||배스킨라빈스|051-504-3138|부산 연제구 명륜로2번길 7|||AM10~PM11|||||배스킨라빈스 부산교대점||||80608
배스킨라빈스|부산연산점|||배스킨라빈스|051-851-2926||부산 연제구 연산동 723-17||AM10~PM11|||||배스킨라빈스 부산연산점||||80608
배스킨라빈스|부산시청점|||배스킨라빈스|051-866-3131||부산 연제구 연산동 1507-1||AM10~PM11|||||배스킨라빈스 부산시청점||||80608
배스킨라빈스|부산연제이마트점|||배스킨라빈스|051-862-3103|부산 연제구 연수로 89|||AM10~PM10:30|||||배스킨라빈스 부산연제이마트점||||80608
배스킨라빈스|부산토곡점|||배스킨라빈스|051-758-3117|부산 연제구 과정로 116|||AM10~PM11|||||배스킨라빈스 부산토곡점|(연산동)|||80608
배스킨라빈스|부산영도점|||배스킨라빈스|051-418-3133|부산 영도구 태종로 88|||AM10~PM11|||||배스킨라빈스 부산영도점|(대교동2가)|||80608
배스킨라빈스|부산동삼점|||배스킨라빈스|051-404-1131||부산 영도구 동삼동 1170||AM10~PM11|||||배스킨라빈스 부산동삼점|일동미라주브라이튼 108동 115호|||80608
배스킨라빈스|부산부평점|||배스킨라빈스|051-256-3101|부산 중구 비프광장로 21|||AM10~PM11|||||배스킨라빈스 부산부평점|(부평동1가)|||80608
배스킨라빈스|부산광복점|||배스킨라빈스|051-253-0477|부산 중구 광복로 40|||AM10~PM11|||||배스킨라빈스 부산광복점||||80608
배스킨라빈스|광복롯데2호점|||배스킨라빈스|051-678-3039||부산 중구 중앙동7가 20-1||AM10~PM8|||||배스킨라빈스 광복롯데2호점|롯데백화점 1동 지하1층|||80608
배스킨라빈스|부산반송점|||배스킨라빈스|051-542-3131|부산 해운대구 아랫반송로 17|||AM10~PM11|||||배스킨라빈스 부산반송점|(반송동)|||80608
배스킨라빈스|부산반여점|||배스킨라빈스|051-525-8111|부산 해운대구 선수촌로 101-1|||AM10~PM11|||||배스킨라빈스 부산반여점||||80608
배스킨라빈스|부산재송점|||배스킨라빈스|051-782-3130||부산 해운대구 재송동 1130-1||AM10~PM11|||||배스킨라빈스 부산재송점|1층 102호 (재반로118)|||80608
배스킨라빈스|부산센텀점|||배스킨라빈스|051-743-4000|부산 해운대구 센텀중앙로 78|||AM10~PM11|||||배스킨라빈스 부산센텀점|(우동,센텀그린타워)|||80608
배스킨라빈스|센텀신세계2점|||배스킨라빈스|051-745-2688|부산 해운대구 센텀남대로 35|||AM10~PM8|||||배스킨라빈스 센텀신세계2점|(우동,신세계백화점센텀시티점)|||80608
배스킨라빈스|센텀홈플러스점|||배스킨라빈스|051-743-7707|부산 해운대구 해운대해변로 140|||AM10~PM10|||||배스킨라빈스 센텀홈플러스점|(우동,해운대홈플러스) 1층|||80608
배스킨라빈스|해운대우동홈플러스점|||배스킨라빈스|051-731-5318|부산 해운대구 해운대해변로 140|||AM10~PM10|||||배스킨라빈스 해운대우동홈플러스점|홈플러스 1층|||80608
배스킨라빈스|해운대좌동점|||배스킨라빈스|051-742-3189|부산 해운대구 좌동로 104|||AM10~PM11|||||배스킨라빈스 해운대좌동점||||80608
배스킨라빈스|해운대이마트점|||배스킨라빈스|051-746-8763|부산 해운대구 좌동순환로 511|||AM10~PM11|||||배스킨라빈스 해운대이마트점|이마트 지하1층|||80608
배스킨라빈스|부산해운대점|||배스킨라빈스|051-731-7373|부산 해운대구 구남로 30|||AM10~PM11|||||배스킨라빈스 부산해운대점||||80608
배스킨라빈스|부산장산역점|||배스킨라빈스|051-701-3129|부산 해운대구 해운대로 802|||AM10~PM11|||||배스킨라빈스 부산장산역점|웅신 시네아트|||80608
배스킨라빈스|강남중앙점|||배스킨라빈스|02-563-8588||서울 강남구 역삼동 817-11||AM10~PM11|||||배스킨라빈스 강남중앙점||||80608
배스킨라빈스|선릉점|||배스킨라빈스|02-555-0310||서울 강남구 역삼동 696-5||AM10~PM11|||||배스킨라빈스 선릉점|함지빌딩1층|||80608
배스킨라빈스|대치점|||배스킨라빈스|02-558-3131|서울 강남구 선릉로 402|||AM10~PM11|||||배스킨라빈스 대치점||||80608
배스킨라빈스|대치2호점|||배스킨라빈스|02-3452-3031|서울 강남구 선릉로64길 5|||AM10~PM11|||||배스킨라빈스 대치2호점||||80608
배스킨라빈스|세로수길점|||배스킨라빈스|02-542-8613|서울 강남구 도산대로11길 15|||AM10~PM11|||||배스킨라빈스 세로수길점|(신사동),1층|||80608
배스킨라빈스|삼성플래티넘점|||배스킨라빈스|02-556-5115|서울 강남구 봉은사로 474|||AM10~PM11|||||배스킨라빈스 삼성플래티넘점||||80608
배스킨라빈스|포이동점|||배스킨라빈스|02-571-3130||서울 강남구 개포동 1238-7||AM10~PM11|||||배스킨라빈스 포이동점||||80608
배스킨라빈스|BROWN청담점|||배스킨라빈스|02-547-1205|서울 강남구 도산대로 327|||AM8~PM11|||||배스킨라빈스 BROWN청담점|(신사동) SGF 청담타워 3층|||80608
배스킨라빈스|은마사거리점|||배스킨라빈스|02-555-0052|서울 강남구 도곡로 504|||AM10~PM11|||||배스킨라빈스 은마사거리점|(대치동)|||80608
배스킨라빈스|CAFE31압구정점|||배스킨라빈스|02-517-5837|서울 강남구 압구정로 206|||AM10~PM11|||||배스킨라빈스 CAFE31압구정점|(신사동)|||80608
배스킨라빈스|청담사거리점|||배스킨라빈스|02-3445-3433|서울 강남구 도산대로 521|||AM10~PM11|||||배스킨라빈스 청담사거리점|(청담동)|||80608
배스킨라빈스|개포점|||배스킨라빈스|02-2226-3187||서울 강남구 개포동 186-16||AM10~PM11|||||배스킨라빈스 개포점||||80608
배스킨라빈스|일원점|||배스킨라빈스|02-2226-6264|서울 강남구 개포로110길 43|||AM10~PM11|||||배스킨라빈스 일원점|(일원동,개포한신아파트)|||80608
배스킨라빈스|수서역점|||배스킨라빈스|02-3412-0031|서울 강남구 광평로 280|||AM10~PM11|||||배스킨라빈스 수서역점|128호|||80608
배스킨라빈스|강남세곡점|||배스킨라빈스|02-3414-0031||서울 강남구 자곡동 383||AM10~PM11|||||배스킨라빈스 강남세곡점||||80608
배스킨라빈스|천호역점|||배스킨라빈스|02-6484-6116|서울 강동구 천호대로 지하997|||AM10:30~PM10|||||배스킨라빈스 천호역점|(천호동,천호역) 엔터식스 002호|||80608
배스킨라빈스|천호로데오점|||배스킨라빈스|02-475-1120|서울 강동구 천호대로157길 11|||AM10~PM11|||||배스킨라빈스 천호로데오점|(천호동)|||80608
배스킨라빈스|둔촌역점|||배스킨라빈스|02-470-0501|서울특별시 강동구 양재대로 1349|||AM10~PM11|||||배스킨라빈스 둔촌역점||||80608
배스킨라빈스|강동역점|||배스킨라빈스|02-478-2330|서울 강동구 천호대로 1092|||AM10~PM11|||||배스킨라빈스 강동역점||||80608
배스킨라빈스|암사역점|||배스킨라빈스|02-3428-3131|서울 강동구 올림픽로 786|||AM10~PM11|||||배스킨라빈스 암사역점||||80608
배스킨라빈스|길동역점|||배스킨라빈스|02-474-8097|서울 강동구 양재대로 1471|||AM10~PM11|||||배스킨라빈스 길동역점|(길동)|||80608
배스킨라빈스|둔촌푸르지오점|||배스킨라빈스|02-483-7213|서울 강동구 천호대로 1200|||AM10~PM11|||||배스킨라빈스 둔촌푸르지오점||||80608
배스킨라빈스|굽은다리역점|||배스킨라빈스|02-474-2101|서울 강동구 상암로 183|||AM10~PM11|||||배스킨라빈스 굽은다리역점||||80608
