##NAME|SUBNAME|X|Y|MAPPERS_TYPE|TELNUM|NEWADDR|ADDR|FEAT1|FEAT2|AREA|DATE|ALTNAME|ETCNAME|ORGNAME|ETCADDR|PNUCODE|RD_JIBUN|MAPPERS_CD@@교촌치킨
교촌치킨|대림2호점|||교촌치킨|02-847-9939,847-9989|서울 영등포구 대림로 235|서울 영등포구 대림3동 783-6|||||||교촌치킨 대림2호점||||80607
교촌치킨|문래점|||교촌치킨|02-2672-7676|서울시 영등포구 선유로 62|서울시 영등포구 문래동3가 77-34|||||||교촌치킨 문래점||||80607
교촌치킨|신길1호점|||교촌치킨|02-833-6016|서울 영등포구 도신로 108|서울 영등포구 신길동 296-14|||||||교촌치킨 신길1호점||||80607
교촌치킨|신길2호점|||교촌치킨|02-849-0033|서울 영등포구 여의대방로 177|서울 영등포구 신길7동 674|||||||교촌치킨 신길2호점||||80607
교촌치킨|여의도점|||교촌치킨|02-769-1555,1888|서울 영등포구 여의대방로 67길 11|서울 영등포구 여의도동 44-31|||||||교촌치킨 여의도점||||80607
교촌치킨|영등포1호점|||교촌치킨|02-841-7282,849-7282|서울 영등포구 도신로 145|서울 영등포구 도림동 76-24|||||||교촌치킨 영등포1호점||||80607
교촌치킨|동부이촌점|||교촌치킨|02-795-4747|서울 용산구 이촌로75길 22|서울 용산구 이촌1동 301-153|||||||교촌치킨 동부이촌점|오성상가 103 (이촌동);오성상가 103|||80607
교촌치킨|보광점|||교촌치킨|02-3785-1991|서울 용산구 장문로 81|서울 용산구 보광동 217-13|||||||교촌치킨 보광점||||80607
교촌치킨|용문점|||교촌치킨|02-702-2858|서울 용산구 새창로 108|서울 용산구 용문동 28-26|||||||교촌치킨 용문점||||80607
교촌치킨|후암점|||교촌치킨|02-757-3535|서울 용산구 후암로 28-1|서울 용산구 후암동 244-59|||||||교촌치킨 후암점||||80607
교촌치킨|구산역점|||교촌치킨|02-352-9949,352-9954|서울 은평구 연서로 157|서울 은평구 갈현2동 464-14|||||||교촌치킨 구산역점||||80607
교촌치킨|대조점|||교촌치킨|02-355-6173~4|서울 은평구 서오릉로 94|서울 은평구 대조동 231|||||||교촌치킨 대조점|삼성아파트 101호;삼성타운 A 101호|||80607
교촌치킨|불광1동점|||교촌치킨|02-354-8592|서울 은평구 불광로 60|서울 은평구 불광동 554-1|||||||교촌치킨 불광1동점|(불광동,라비앙프라자1층 101호);라비앙프라자1층 101호|||80607
교촌치킨|신사1동점|||교촌치킨|02-375-8295|서울 은평구 은평로 22|서울 은평구 신사동 29-13|||||||교촌치킨 신사1동점||||80607
교촌치킨|역촌1호점|||교촌치킨|02-356-4326~7|서울 은평구 역말로 8|서울 은평구 역촌동 55-1|||||||교촌치킨 역촌1호점||||80607
교촌치킨|연신내점|||교촌치킨|02-382-1990|서울 은평구 통일로 866-1|서울 은평구 불광동 484-72|||||||교촌치킨 연신내점||||80607
교촌치킨|은평뉴타운점|||교촌치킨|02-359-9288,382-8889|서울특별시 은평구 진관3로 67|서울 은평구 진관동 22|||||||교촌치킨 은평뉴타운점|(진관동,은평뉴타운상가 914-103호);은평뉴타운상가 914-103호|||80607
교촌치킨|응암1동점|||교촌치킨|02-389-9327|서울 은평구 백련산로 85|서울 은평구 응암동 236-33|||||||교촌치킨 응암1동점|(응암동)|||80607
교촌치킨|증산(서울)|||교촌치킨|02-376-9999,9992|서울 은평구 증산서길 65|서울 은평구 증산동 209-18|||||||교촌치킨 증산(서울)||||80607
교촌치킨|대학로점|||교촌치킨|02-3672-9292|서울특별시 종로구 대학로11길 23|서울 종로구 명륜동4가 113-1|||||||교촌치킨 대학로점||||80607
교촌치킨|숭인점|||교촌치킨|02-765-5800|서울 종로구 종로 385|서울 종로구 숭인2동 183-13|||||||교촌치킨 숭인점||||80607
교촌치킨|동대문1호점|||교촌치킨|02-2231-9337|서울 종로구 종로 294|서울 중구 창신동 464-6|||||||교촌치킨 동대문1호점||||80607
교촌치킨|신당1호점|||교촌치킨|02-2237-9952~3|서울 중구 다산로 42나길 46|서울 중구 신당동 846|||||||교촌치킨 신당1호점||||80607
교촌치킨|망우본동점|||교촌치킨|02-433-1993|서울 중랑구 망우로 478-1|서울 중랑구 망우동 149-7|||||||교촌치킨 망우본동점||||80607
교촌치킨|면목1호점|||교촌치킨|02-494-9962~3|서울 중랑구 겸재로 226-2|서울 중랑구 면목본동 72-43|||||||교촌치킨 면목1호점||||80607
교촌치킨|면목2호점|||교촌치킨|02-494-6282,496-6282|서울 중랑구 중랑천로 50|서울 중랑구 면목2동 191-126|||||||교촌치킨 면목2호점||||80607
교촌치킨|면목3호점|||교촌치킨|02-2207-6543|서울 중랑구 용마산로 297|서울 중랑구 면목동 1096-16|||||||교촌치킨 면목3호점||||80607
교촌치킨|묵동점|||교촌치킨|02-948-1992|서울 중랑구 동일로 929|서울 중랑구 묵동 238-90|||||||교촌치킨 묵동점||||80607
교촌치킨|상봉1호점|||교촌치킨|02-491-9738,9|서울 중랑구 상봉중앙로 34|서울 중랑구 상봉1동 268-34|||||||교촌치킨 상봉1호점||||80607
교촌치킨|신내1호점|||교촌치킨|02-2209-9980,7870|서울 중랑구 신내로10길 4|서울 중랑구 신내1동 571-26|||||||교촌치킨 신내1호점|1층 상가;1층 상가|||80607
교촌치킨|국제신도시점|||교촌치킨|051-291-9993|부산 강서구 명지국제8로 246|부산 강서구 명지동 3412-6|||||||교촌치킨 국제신도시점||||80607
교촌치킨|명지신도시점|||교촌치킨|051-271-7725|부산 강서구 명지오션시티8로30번길 26|부산 강서구 명지동 3256-5|||||||교촌치킨 명지신도시점||||80607
교촌치킨|신호점|||교촌치킨|051-941-9207|부산 강서구 신호산단1로 76|부산 강서구 신호동 317-15|||||||교촌치킨 신호점||||80607
교촌치킨|지사점|||교촌치킨|051-831-6880|부산 강서구 과학산단로 334번길 8|부산 강서구 지사동 1191-5|||||||교촌치킨 지사점||||80607
교촌치킨|구서1호점|||교촌치킨|051-516-8600|부산 금정구 금강로565번길 25|부산 금정구 구서2동 1024-1|||||||교촌치킨 구서1호점||||80607
교촌치킨|남산1호점|||교촌치킨|051-581-9968,9264|부산 금정구 금강로 678-1|부산 금정구 남산동 99-6|||||||교촌치킨 남산1호점||||80607
교촌치킨|부곡1호점|||교촌치킨|051-517-3009|부산 금정구 무학송로 127|부산 금정구 부곡동 23-15|||||||교촌치킨 부곡1호점||||80607
교촌치킨|부곡2호점|||교촌치킨|051-516-0111|부산 금정구 부곡로 92|부산 금정구 부곡1동 324-20|||||||교촌치킨 부곡2호점||||80607
교촌치킨|부산대점|||교촌치킨|051-582-8588|부산 금정구 금강로 270||||||||교촌치킨 부산대점||||80607
교촌치킨|서동1호점|||교촌치킨|051-526-8292|부산 금정구 서동로 182|부산 금정구 서동 210-6|||||||교촌치킨 서동1호점||||80607
교촌치킨|장전1호점|||교촌치킨|051-514-8200|부산 금정구 금강로 335번길 48|부산 금정구 장전동 134-19|||||||교촌치킨 장전1호점||||80607
교촌치킨|기장점|||교촌치킨|051-722-9945|부산 기장군 기장읍 차성로338번길 1층 |부산 기장군 기장읍 동부리 134-2|||||||교촌치킨 기장점||||80607
교촌치킨|정관1호점|||교촌치킨|051-728-9233|부산 기장군 정관면 구연3로 5|부산 기장군 정관면 매학리 751-8|||||||교촌치킨 정관1호점|신세계프라자 102호|||80607
교촌치킨|정관2호점|||교촌치킨|051-728-5399|부산 기장군 정관읍 모전3길 2|부산 기장군 모전리 747-7|||||||교촌치킨 정관2호점||||80607
교촌치킨|감만점|||교촌치킨|051-631-0900|부산 남구 우암로 53|부산 남구 감만1동 158-6|||||||교촌치킨 감만점||||80607
교촌치킨|대연1호점|||교촌치킨|051-639-9292|부산 남구 유엔로 126-1|부산 남구 대연동 1013-8|||||||교촌치킨 대연1호점||||80607
교촌치킨|대연2호점|||교촌치킨|051-621-4800|부산 남구 용소로 13번길 26|부산 남구 대연동 52-7|||||||교촌치킨 대연2호점||||80607
교촌치킨|메트로시티1호점|||교촌치킨|051-625-8900|부산 남구 분포로 113|부산 남구 용호동 176-30|||||||교촌치킨 메트로시티1호점||||80607
교촌치킨|못골점|||교촌치킨|051-637-7733|부산 남구 진남로 78|부산 남구 대연동 1543-33|||||||교촌치킨 못골점||||80607
교촌치킨|문현2호점|||교촌치킨|051-646-5592|부산 남구 고동골로 68|부산 남구 문현1동 127-56|||||||교촌치킨 문현2호점||||80607
교촌치킨|용호1호점|||교촌치킨|051-626-3999|부산 남구 용호로 185|부산 남구 용호3동 495-46|||||||교촌치킨 용호1호점|1층|||80607
교촌치킨|범일1호점|||교촌치킨|051-642-8558|부산 동구 조방로49번길 10|부산 동구 범일2동 833-2|||||||교촌치킨 범일1호점||||80607
교촌치킨|수정1호점|||교촌치킨|051-469-8880|부산 동구 고관로 103|부산 동구 수정동 295-3|||||||교촌치킨 수정1호점||||80607
교촌치킨|초량점|||교촌치킨|051-441-9994|부산 동구 중앙대로209번길 6|부산 동구 초량2동 489-4|||||||교촌치킨 초량점||||80607
교촌치킨|명륜(부산)|||교촌치킨|051-555-9224|부산 동래구 명륜로 177|부산 동래구 명륜1동 673-9|||||||교촌치킨 명륜(부산)||||80607
교촌치킨|명장1호점|||교촌치킨|051-525-9233,9345|부산 동래구 충렬사로 81|부산 동래구 명장동 26-24|||||||교촌치킨 명장1호점|국제파크 상가 106호;국제아파트 상가 106호|||80607
교촌치킨|복천점|||교촌치킨|051-555-8592,556-8592|부산 동래구 동래로 128|부산 동래구 복천동 476-1|||||||교촌치킨 복천점||||80607
교촌치킨|사직1호(부산)|||교촌치킨|051-505-9289|부산 동래구 미남로 70|부산 동래구 사직동 137-5|||||||교촌치킨 사직1호(부산)||||80607
교촌치킨|사직2호점|||교촌치킨|051-501-9995|부산 동래구 사직로 60|부산 동래구 사직동 89-16|||||||교촌치킨 사직2호점||||80607
교촌치킨|수안점|||교촌치킨|051-557-1990|부산 동래구 명륜로 78-1|부산 동래구 수안동 192-4|||||||교촌치킨 수안점||||80607
교촌치킨|안락2호점|||교촌치킨|051-526-7171|부산 동래구 안남로 77|부산 동래구 안락동 670-13|||||||교촌치킨 안락2호점||||80607
교촌치킨|온천1호점|||교촌치킨|051-555-2016,2017|부산 동래구 금강공원로 30-1|부산 동래구 온천동 210-5|||||||교촌치킨 온천1호점||||80607
교촌치킨|온천2호점|||교촌치킨|051-506-4949,9595|부산 동래구 충렬대로86번길 62|부산 동래구 온천3동 1448-1|||||||교촌치킨 온천2호점|가동 101호;명보아파트 상가 가동 101호|||80607
교촌치킨|우방신세계점|||교촌치킨|051-521-8477~8|부산 동래구 명장로 137-1|부산 동래구 안락동 471-41|||||||교촌치킨 우방신세계점||||80607
교촌치킨|가야점|||교촌치킨|051-894-9909|부산 부산진구 엄광로 143|부산 부산진구 가야동 478|||||||교촌치킨 가야점||||80607
교촌치킨|개금1호점|||교촌치킨|051-894-6071,6072|부산 부산진구 백양대로 208번길 90|부산 부산진구 개금동 2-1|||||||교촌치킨 개금1호점||||80607
교촌치킨|개금2호점|||교촌치킨|051-894-8292|부산 부산진구 가야대로 475|부산 부산진구 개금1동 201-6|||||||교촌치킨 개금2호점||||80607
교촌치킨|당감점|||교촌치킨|051-891-9979,9980|부산 부산진구 동평로 46|부산 부산진구 당감동 367-2|||||||교촌치킨 당감점||||80607
교촌치킨|범천점|||교촌치킨|051-637-9982|부산 부산진구 신암로 55-1|부산 부산진구 범천동 1278-11|||||||교촌치킨 범천점||||80607
교촌치킨|서면점|||교촌치킨|051-808-9981|부산 부산진구 중앙대로 745-1|부산 부산진구 부전동 266-24|||||||교촌치킨 서면점||||80607
교촌치킨|양정점|||교촌치킨|051-853-5458|부산 부산진구 연수로 13-1|부산 부산진구 양정동 310-6|||||||교촌치킨 양정점||||80607
교촌치킨|연지점|||교촌치킨|051-807-7701~2|||||||||교촌치킨 연지점||||80607
교촌치킨|초읍대공원점|||교촌치킨|051-807-3492,3498|부산 부산진구 새싹로 274-1|부산 부산진구 초읍동 288-6|||||||교촌치킨 초읍대공원점||||80607
교촌치킨|구포1호점|||교촌치킨|051-363-9992,5793|부산 북구 시랑로101번길 38|부산 북구 구포3동 1228-1|||||||교촌치킨 구포1호점|A동 100호|||80607
교촌치킨|덕천2호점|||교촌치킨|051-331-3179,343-3171|부산 북구 덕천로 135|부산 북구 덕천3동 781-2|||||||교촌치킨 덕천2호점||||80607
교촌치킨|만덕2호점|||교촌치킨|051-337-4300|부산 북구 만덕3로 44-1|부산 북구 만덕3동 915-6|||||||교촌치킨 만덕2호점||||80607
교촌치킨|화명1호점|||교촌치킨|051-338-9933|부산 북구 산성로12번길 72|부산 북구 화명동 1417-15호 좌측 |||||||교촌치킨 화명1호점|좌측|||80607
교촌치킨|화명3호점|||교촌치킨|051-362-7770,080-965-9999|부산 북구 금곡대로 414|부산 북구 화명동 182-5|||||||교촌치킨 화명3호점|2층;(2층)|||80607
교촌치킨|화명신도시점|||교촌치킨|051-342-9282|부산 북구 금곡대로 303번길 94|부산 북구 화명동 2266-1|||||||교촌치킨 화명신도시점||||80607
교촌치킨|괘법점|||교촌치킨|051-325-0090|부산 사상구 운산로 36|부산 사상구 괘법동 516-1|||||||교촌치킨 괘법점||||80607
교촌치킨|덕포점|||교촌치킨|051-303-5592|부산 사상구 사상로 304|부산 사상구 덕포동 420-4|||||||교촌치킨 덕포점||||80607
교촌치킨|동서대점|||교촌치킨|051-325-2827|부산 사상구 냉정로 125|부산 사상구 주례동 55-176|||||||교촌치킨 동서대점||||80607
교촌치킨|모라점|||교촌치킨|051-322-9998|부산 사상구 백양대로 937|부산 사상구 모라동 1349-|||||||교촌치킨 모라점||||80607
교촌치킨|신주례점|||교촌치킨|051-315-9977,324-2626|부산 사상구 백양대로 328|부산 사상구 주례2동 3-17|||||||교촌치킨 신주례점||||80607
교촌치킨|엄궁점|||교촌치킨|051-311-7599,7598|부산 사상구 엄궁북로 39|부산 사상구 엄궁동 40-94|||||||교촌치킨 엄궁점||||80607
교촌치킨|학장점|||교촌치킨|051-313-9925|부산 사상구 대동로 117|부산 사상구 학장동 579-9|||||||교촌치킨 학장점||||80607
교촌치킨|괴정1호점|||교촌치킨|051-202-9951|부산 사하구 괴정로 288|부산 사하구 괴정동 487-24|||||||교촌치킨 괴정1호점||||80607
교촌치킨|다대1호점|||교촌치킨|051-265-4446|부산 사하구 다송로 4|부산 사하구 다대2동 85-5|||||||교촌치킨 다대1호점||||80607
교촌치킨|다대2호점|||교촌치킨|051-266-8806|부산 사하구 윤공단로75번길 43|부산 사하구 다대동 1014|||||||교촌치킨 다대2호점|102호|||80607
교촌치킨|당리괴정2호점|||교촌치킨|051-207-9242|부산 사하구 낙동대로 310|부산 사하구 괴정동 577-42|||||||교촌치킨 당리괴정2호점||||80607
교촌치킨|신평1호점|||교촌치킨|051-294-8853~4|부산 사하구 다대로 141-1|부산 사하구 신평동 71-15|||||||교촌치킨 신평1호점||||80607
교촌치킨|장림점|||교촌치킨|051-266-1182|부산 사하구 장평로 111|부산 사하구 장림동 590|||||||교촌치킨 장림점||||80607
교촌치킨|하단1호점|||교촌치킨|051-202-4780~1|부산 사하구 낙동대로 512|부산 사하구 하단2동 506-15|||||||교촌치킨 하단1호점||||80607
교촌치킨|하단2호점|||교촌치킨|051-292-8592|부산 사하구 동매로 31-1|부산 사하구 하단동 605-42|||||||교촌치킨 하단2호점||||80607
교촌치킨|남부민점|||교촌치킨|051-247-9282,248-9282|부산 서구 남부민동 천마로 93|부산 서구 남부민동 457-18|||||||교촌치킨 남부민점||||80607
교촌치킨|대신점|||교촌치킨|051-231-9992~3|||||||||교촌치킨 대신점||||80607
교촌치킨|송도감천점|||교촌치킨|051-231-9292|부산 서구 감천로 271|부산 서구 암남동 64-2|||||||교촌치킨 송도감천점|104호;104호|||80607
교촌치킨|아미부민점|||교촌치킨|051-242-3651|부산 서구 보수대로 99|부산 서구 부민동1가 11-3|||||||교촌치킨 아미부민점||||80607
교촌치킨|광안2호점|||교촌치킨|051-754-2092,756-2092|부산 수영구 수영로 538|부산 수영구 광안동 168-3|||||||교촌치킨 광안2호점||||80607
교촌치킨|망미1호점|||교촌치킨|051-759-9925|부산 수영구 과정로 44-11|부산 수영구 망미동 431-11|||||||교촌치킨 망미1호점||||80607
교촌치킨|민락(부산)|||교촌치킨|051-757-9294|부산 수영구 광남로 196-1|부산 수영구 민락동 165-15|||||||교촌치킨 민락(부산)||||80607
교촌치킨|수영점|||교촌치킨|051-761-4992|부산 수영구 수영로 735|부산 수영구 수영동 503-23|||||||교촌치킨 수영점||||80607
교촌치킨|거제법조점|||교촌치킨|051-505-5511|부산 연제구 아시아드대로 62|부산 연제구 거제동 986-5|||||||교촌치킨 거제법조점||||80607
교촌치킨|시청점|||교촌치킨|051-851-9945|부산 연제구 거제천로 147|부산 연제구 거제3동 34-19|||||||교촌치킨 시청점||||80607
교촌치킨|연산2호점|||교촌치킨|051-853-9980~1|부산 연제구 중앙대로 1164|부산 연제구 연산4동 578-1|||||||교촌치킨 연산2호점|삼익아파트 상가 101호;삼익아파트 상가 101호|||80607
교촌치킨|연산3호점|||교촌치킨|051-851-7211~2|부산 연제구 연수로 199|부산 연제구 연산동 2133-48|||||||교촌치킨 연산3호점|1층|||80607
교촌치킨|대교남항점|||교촌치킨|051-417-9999|부산 영도구 남항로 6-1|부산 영도구 남항동 2가 40|||||||교촌치킨 대교남항점||||80607
교촌치킨|동삼점|||교촌치킨|051-405-9995|부산 영도구 동삼로 39-4|부산 영도구 동삼1동 331-9|||||||교촌치킨 동삼점||||80607
교촌치킨|봉래영선점|||교촌치킨|051-417-9288|부산 영도구 한결길 12|부산 영도구 영선동1가 69-2|||||||교촌치킨 봉래영선점|69-3|||80607
교촌치킨|청학점|||교촌치킨|051-417-9996|부산 영도구 태종로 352|부산 영도구 청학동 13-14|||||||교촌치킨 청학점||||80607
교촌치킨|영주대청점|||교촌치킨|051-441-4942|부산 중구 중구로 70-1|부산 중구 대청동4가 82-13|||||||교촌치킨 영주대청점||||80607
교촌치킨|반송(부산)|||교촌치킨|051-545-9289|부산 해운대구 윗반송로 51|부산 해운대구 반송2동 216-150|||||||교촌치킨 반송(부산)||||80607
